Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000168785,TSPAN5,135,-0.3463,168,-0.0022,177,0.08896,127,-0.5535,161,-0.0711,243,0.69465
ENSG00000151247,EIF4E,49,-1.3235,177,0.67829,99,-0.2849,109,-0.1385,148,0.38774,134,0.24961
ENSG00000164024,METAP1,22,-0.4577,42,0.55578,28,-0.1179,24,-0.4232,27,-0.1605,40,0.52752
ENSG00000197894,ADH5,59,-0.3547,51,-0.5762,72,-0.0427,86,0.32620,93,0.36620,67,-0.1815
ENSG00000109270,LAMTOR3,30,-1.2285,72,0.13577,60,-0.1548,64,-0.0587,52,-0.3724,96,0.72216
ENSG00000164031,DNAJB14,120,-0.7992,241,0.30312,268,0.55569,138,-0.7117,264,0.45264,211,0.09986
ENSG00000164032,H2AFZ,45,-1.7042,163,0.25563,58,-1.4471,205,0.88439,85,-0.7621,183,0.51148
ENSG00000138814,PPP3CA,261,-2.5251,1855,0.48001,2440,1.12566,984,-0.6585,1697,0.33274,1090,-0.4179
ENSG00000109332,UBE2D3,160,-0.1496,169,-0.0628,134,-0.4704,172,-0.0451,209,0.27680,218,0.39845
ENSG00000145354,CISD2,49,-0.4497,55,-0.2577,35,-1.0624,73,0.24444,70,0.11698,94,0.69808
ENSG00000164038,SLC9B2,7,-1.8427,29,0.29591,28,0.28336,20,-0.3054,23,-0.0449,31,0.50525
ENSG00000164039,BDH2,47,0.66648,27,-0.2219,22,-0.5868,51,1.13015,19,-0.7600,11,-1.6283
ENSG00000168772,CXXC4,59,-0.0087,87,0.64198,57,-0.0688,20,-1.9188,125,1.26671,73,0.39612
ENSG00000168769,TET2,57,1.40743,26,0.04651,39,0.84404,14,-1.0373,23,-0.1139,11,-1.2720
ENSG00000138777,PPA2,35,-0.1867,46,0.23507,25,-0.7567,40,0.00774,22,-0.8975,62,0.83968
ENSG00000145348,TBCK,24,-0.2011,46,0.82708,47,1.01783,14,-1.1873,20,-0.5050,25,-0.1864
ENSG00000164022,AIMP1,183,1.86335,97,0.70318,77,0.36848,26,-1.5677,50,-0.3596,34,-1.0323
ENSG00000138801,PAPSS1,85,0.27070,71,-0.0277,69,-0.0659,42,-1.0097,94,0.42857,103,0.67409
ENSG00000245293,AC096564.1,247,3.76796,1,-5.1439,38,-0.1009,8,-2.6101,45,0.15682,6,-3.0224
ENSG00000138796,HADH,35,0.62212,5,-2.2487,22,-0.0961,25,0.11800,12,-1.0017,32,0.57629
ENSG00000109475,RPL34,1657,0.70530,1000,-0.1232,463,-1.4133,1602,0.90328,1217,0.19238,597,-1.0065
ENSG00000164089,ETNPPL,166,0.95804,28,-1.8307,90,-0.0633,158,1.26184,21,-2.2303,32,-1.7508
ENSG00000138802,SEC24B,37,0.22422,52,0.78587,22,-0.6580,32,-0.0399,18,-0.8782,38,0.30813
ENSG00000123739,PLA2G12A,121,0.73436,81,0.07813,99,0.45492,68,-0.2502,56,-0.5090,56,-0.5427
ENSG00000170522,ELOVL6,30,-0.2792,33,-0.1373,52,0.66222,29,-0.4542,14,-1.4219,48,0.51193
ENSG00000138660,AP1AR,49,-0.2248,50,-0.2013,67,0.29373,40,-0.6601,70,0.34755,72,0.44010
ENSG00000174720,LARP7,349,1.41248,126,-0.3062,225,0.74422,113,-0.5884,144,-0.0942,59,-1.5622
ENSG00000145362,ANK2,492,-1.1094,1474,0.62743,1536,0.81357,656,-0.8170,1122,0.17514,966,-0.0720
ENSG00000145349,CAMK2D,67,-0.7706,114,0.04858,128,0.27388,39,-1.8412,156,0.56681,197,1.14179
ENSG00000174607,UGT8,361,5.05383,7,-2.6525,6,-3.1632,8,-2.8633,30,-0.6230,10,-2.3820
ENSG00000228358,LINC02263,0,-7.9815,118,2.06860,36,-0.0236,45,0.42568,14,-1.5108,15,-1.4966
ENSG00000164100,NDST3,0,-6.9834,80,1.43850,36,0.06120,36,0.07361,8,-2.1667,39,0.22254
ENSG00000269893,SNHG8,122,0.65460,67,-0.3101,25,-1.9050,135,1.17832,55,-0.6167,60,-0.5438
ENSG00000145388,METTL14,48,0.57822,46,0.53396,49,0.73458,25,-0.5470,30,-0.1542,18,-1.0493
ENSG00000172403,SYNPO2,52,0.17909,39,-0.2586,105,1.71565,16,-1.8567,32,-0.5654,41,-0.2196
ENSG00000145390,USP53,49,0.28277,41,-0.0127,60,0.70573,47,0.27314,31,-0.4666,16,-1.5944
ENSG00000164096,C4orf3,241,0.29303,269,0.47003,133,-0.7069,221,0.19381,218,0.12489,178,-0.2173
ENSG00000164111,ANXA5,94,1.65203,10,-1.8981,19,-1.0485,55,0.94679,17,-1.1242,18,-1.1143
ENSG00000164112,TMEM155,1,-5.4199,46,-0.7180,71,-0.0566,48,-0.7975,127,0.92366,135,1.22264
ENSG00000123737,EXOSC9,35,0.25633,50,0.87091,35,0.29603,23,-0.4706,4,-2.9552,34,0.24655
ENSG00000138686,BBS7,15,-1.6900,49,0.15993,54,0.34690,28,-0.8967,48,0.11253,72,0.91704
ENSG00000138688,KIAA1109,445,0.67498,359,0.31351,524,1.13651,160,-1.1396,250,-0.2672,186,-0.7947
ENSG00000138685,FGF2,58,0.74157,9,-2.0804,39,0.12388,59,1.11694,17,-1.1369,13,-1.6495
ENSG00000151458,ANKRD50,21,-0.6959,70,1.23956,25,-0.5166,26,-0.4711,48,0.60068,33,-0.0101
ENSG00000164066,INTU,97,0.51870,71,0.00871,111,0.87755,74,0.10395,32,-1.2163,30,-1.4024
ENSG00000164070,HSPA4L,38,-1.8856,293,1.37572,150,0.25628,65,-1.2704,131,0.00706,174,0.53395
ENSG00000138709,LARP1B,82,0.06084,97,0.34648,137,1.09987,45,-1.0346,80,0.03466,58,-0.5221
ENSG00000164040,PGRMC2,49,-0.8351,75,-0.1866,75,-0.2028,97,0.30373,92,0.15406,92,0.15690
ENSG00000077684,JADE1,41,-0.9520,150,1.14038,71,-0.1261,62,-0.3925,101,0.46023,70,-0.1502
ENSG00000151466,SCLT1,133,1.38569,65,0.16660,93,0.89457,32,-1.1410,68,0.24660,20,-1.7849
ENSG00000138650,PCDH10,248,0.29635,298,0.60506,339,0.96780,72,-1.8674,248,0.29698,187,-0.1705
ENSG00000151012,SLC7A11,119,0.59875,20,-2.1412,101,0.37389,129,1.04184,63,-0.4314,17,-2.5174
ENSG00000109381,ELF2,102,1.53788,60,0.58789,55,0.52847,19,-1.3879,49,0.27365,18,-1.3591
ENSG00000109390,NDUFC1,106,-0.6758,144,-0.2044,59,-1.6778,293,1.43662,84,-1.0401,152,-0.1275
ENSG00000164134,NAA15,134,0.65245,101,0.19567,155,1.07870,55,-0.9345,80,-0.1754,54,-0.8727
ENSG00000145391,SETD7,61,0.43831,72,0.72380,32,-0.6228,44,-0.0938,51,0.14738,41,-0.2040
ENSG00000153130,SCOC,168,-0.5472,222,-0.1092,180,-0.4871,180,-0.5456,290,0.31904,400,1.01650
ENSG00000109436,TBC1D9,1,-5.7109,90,0.36490,54,-0.4892,63,-0.2586,77,0.11111,126,1.11089
ENSG00000170153,RNF150,27,-1.1598,90,0.72844,87,0.76063,36,-0.9020,55,-0.0960,64,0.16468
ENSG00000109445,ZNF330,38,0.73302,25,0.05751,24,-0.0107,21,-0.2857,23,-0.0665,22,-0.1335
ENSG00000170185,USP38,33,0.72922,21,0.01116,22,0.09596,22,0.09895,13,-0.7617,16,-0.4269
ENSG00000109458,GAB1,166,2.66429,15,-1.4770,25,-0.7991,27,-0.7221,34,-0.2276,26,-0.7446
ENSG00000153147,SMARCA5,520,1.44253,310,0.53021,285,0.44483,140,-0.8966,186,-0.2918,118,-1.0830
ENSG00000164161,HHIP,477,5.12437,0,-6.4674,17,-2.0252,8,-3.1969,28,-1.1328,15,-2.1561
ENSG00000164163,ABCE1,62,0.57704,49,0.18714,52,0.32339,30,-0.7348,33,-0.4440,50,0.23181
ENSG00000164164,OTUD4,57,0.39287,36,-0.3382,68,0.80404,35,-0.4576,26,-0.8330,42,-0.0780
ENSG00000170365,SMAD1,43,0.22943,45,0.32121,56,0.78548,31,-0.3220,17,-1.1599,29,-0.4026
ENSG00000151612,ZNF827,54,-0.2335,64,0.05113,93,0.77122,67,0.15171,44,-0.5295,36,-0.9111
ENSG00000164167,LSM6,15,-0.6088,27,0.34064,17,-0.4474,25,0.32963,12,-0.9225,27,0.40263
ENSG00000164168,TMEM184C,38,0.88285,47,1.26415,18,-0.3403,15,-0.7584,10,-1.2339,23,0.06369
ENSG00000071205,ARHGAP10,23,0.12623,36,0.88895,17,-0.3169,33,1.06492,6,-1.7777,5,-2.2501
ENSG00000151623,NR3C2,20,-0.8987,44,0.36172,23,-0.7134,53,0.90420,24,-0.6048,31,-0.2535
ENSG00000170390,DCLK2,52,0.06174,41,-0.2921,47,-0.1002,50,-0.0016,39,-0.3776,61,0.37808
ENSG00000145425,RPS3A,661,0.28896,537,-0.0462,217,-1.5539,847,0.98813,467,-0.2698,445,-0.3817
ENSG00000059691,GATB,7,-2.8227,69,0.63613,24,-1.0780,73,1.03508,17,-1.4955,53,0.22320
ENSG00000109670,FBXW7,195,-1.9409,528,-0.4320,1179,1.04348,372,-1.1601,1147,0.83394,796,0.25258
ENSG00000109654,TRIM2,1128,1.54416,412,-0.1782,559,0.35607,258,-1.0824,427,-0.1225,374,-0.3656
ENSG00000145428,RNF175,3,-3.1919,25,-0.2294,25,-0.2580,32,0.23442,10,-1.5949,52,1.15643
ENSG00000171566,PLRG1,44,-0.0781,42,-0.1780,62,0.52480,49,0.11886,35,-0.4655,37,-0.4057
ENSG00000164114,MAP9,137,-1.1069,509,1.00156,467,1.00775,149,-1.1626,226,-0.3312,269,-0.0676
ENSG00000164116,GUCY1A1,35,-0.1510,38,-0.0407,73,1.26138,16,-1.5487,55,0.56459,33,-0.3090
ENSG00000260244,AC104083.1,15,-0.4618,34,0.88599,17,-0.2216,11,-1.0112,20,0.05152,30,0.77660
ENSG00000061918,GUCY1B1,19,-3.6076,204,-0.0490,191,-0.1712,144,-0.7212,402,1.08831,331,0.87842
ENSG00000109738,GLRB,11,-3.3836,130,0.26425,103,-0.1136,70,-0.8653,103,-0.1070,221,1.41548
ENSG00000120251,GRIA2,190,-1.8279,1143,1.00343,932,0.75726,516,-0.3881,411,-0.6634,559,-0.2053
ENSG00000164125,GASK1B,70,0.21543,21,-1.6301,51,-0.3255,74,0.39649,70,0.20966,64,0.09061
ENSG00000164124,TMEM144,868,5.15350,16,-2.8850,36,-1.7906,10,-3.7992,60,-0.9112,18,-2.8299
ENSG00000171509,RXFP1,5,-2.5866,6,-2.4652,63,1.46605,1,-5.0980,46,0.64913,61,1.37193
ENSG00000171503,ETFDH,25,0.51298,12,-0.6960,20,0.19066,21,0.32569,12,-0.6252,15,-0.3885
ENSG00000171497,PPID,31,-0.9510,63,0.15484,55,-0.0488,48,-0.3463,67,0.25681,78,0.57682
ENSG00000052795,FNIP2,95,-0.1113,147,0.59415,110,0.13764,86,-0.3331,116,0.21028,92,-0.1911
ENSG00000109756,RAPGEF2,119,-0.5228,233,0.54751,233,0.63896,120,-0.6349,137,-0.3041,174,0.08373
ENSG00000168843,FSTL5,10,-1.6619,33,0.07812,44,0.66903,25,-0.4338,27,-0.2076,39,0.39989
ENSG00000164128,NPY1R,13,-1.0506,25,-0.1148,32,0.33142,17,-0.8327,22,-0.2746,45,1.03446
ENSG00000198498,TMA16,36,0.62204,56,1.37140,23,-0.0857,17,-0.7016,22,-0.1832,17,-0.5910
ENSG00000145416,MARCH1,166,1.76642,80,0.46152,60,-0.0108,38,-0.8785,50,-0.2889,37,-0.8502
ENSG00000170088,TMEM192,25,-1.0086,54,0.20877,62,0.48249,47,-0.0156,41,-0.2288,45,-0.0856
ENSG00000109466,KLHL2,60,-0.8070,99,-0.0140,102,0.03954,114,0.27530,93,-0.1235,101,0.02385
ENSG00000052802,MSMO1,72,-0.3222,40,-1.2177,94,0.10700,81,-0.1734,63,-0.5411,140,0.87483
ENSG00000109472,CPE,820,-0.4793,713,-0.6967,968,-0.2446,1679,0.95207,468,-1.3357,1068,-0.0701
ENSG00000196104,SPOCK3,407,2.86528,75,-0.2928,32,-1.7072,63,-0.7022,31,-1.6388,70,-0.4425
ENSG00000129116,PALLD,78,0.89035,24,-0.9579,52,0.22423,58,0.54275,33,-0.5232,21,-1.2865
ENSG00000145439,CBR4,33,0.27013,39,0.54008,28,0.00916,20,-0.6642,25,-0.1960,34,0.34060
ENSG00000154447,SH3RF1,54,0.65976,11,-1.7470,33,-0.1736,27,-0.5735,73,1.18113,38,0.10897
ENSG00000137601,NEK1,161,1.04880,72,-0.2821,143,0.98891,59,-0.7185,63,-0.4821,50,-0.9098
ENSG00000109572,CLCN3,230,0.63491,156,-0.0047,166,0.11193,121,-0.5072,149,-0.0792,167,0.11966
ENSG00000056050,HPF1,81,0.57214,55,-0.0581,39,-0.6539,58,0.03215,41,-0.5194,71,0.40001
ENSG00000198948,MFAP3L,83,0.94828,34,-0.4918,32,-0.6292,64,0.67190,17,-1.5203,39,-0.3075
ENSG00000109586,GALNT7,62,1.90642,13,-0.7555,16,-0.4252,18,-0.3323,15,-0.5459,17,-0.3647
ENSG00000164104,HMGB2,57,0.16275,104,1.19392,54,0.10615,47,-0.1769,42,-0.3048,30,-0.9123
ENSG00000164105,SAP30,39,0.87429,19,-0.2679,16,-0.5914,32,0.74359,13,-0.8308,14,-0.7756
ENSG00000164106,SCRG1,107,0.07202,45,-1.2574,70,-0.6569,198,1.67858,29,-1.9220,55,-1.0570
ENSG00000145451,GLRA3,0,-8.0000,49,0.88278,10,-1.6930,44,0.98695,15,-0.9717,35,0.37509
ENSG00000150625,GPM6A,552,-1.9510,2722,0.52393,2018,0.03812,2027,0.05287,1924,-0.0431,2223,0.21536
ENSG00000150627,WDR17,22,-1.5094,94,0.75200,67,0.23393,60,0.01732,40,-0.6201,62,0.06809
ENSG00000129128,SPCS3,64,0.01040,67,0.09031,46,-0.5571,66,0.10083,40,-0.7003,85,0.56106
ENSG00000218336,TENM3,8,-2.9093,107,1.07742,95,1.02315,40,-0.6411,39,-0.5568,48,-0.2592
ENSG00000129187,DCTD,9,-1.7647,25,-0.2324,12,-1.3989,38,0.55758,42,0.59296,39,0.52832
ENSG00000151718,WWC2,30,0.17611,39,0.58137,42,0.81074,16,-0.9825,20,-0.4491,25,-0.1147
ENSG00000168556,ING2,27,-0.4132,79,1.39191,44,0.41351,31,-0.2009,25,-0.5233,18,-1.1056
ENSG00000168538,TRAPPC11,12,-1.5562,17,-1.0196,35,0.08851,35,0.11151,12,-1.4946,58,1.08928
ENSG00000173320,STOX2,122,-0.2975,196,0.45680,173,0.28626,98,-0.7890,182,0.34083,169,0.24889
ENSG00000168310,IRF2,30,0.68540,8,-1.2613,35,1.08527,20,0.06640,4,-2.2963,12,-0.7989
ENSG00000151726,ACSL1,120,2.70605,22,-0.3781,20,-0.5894,11,-1.6759,14,-1.1024,27,-0.0825
ENSG00000151729,SLC25A4,80,-1.4999,253,0.29144,132,-0.8129,258,0.43218,129,-0.7712,307,0.71103
ENSG00000164323,CFAP97,191,1.73281,117,0.83810,66,-0.1331,49,-0.6960,41,-0.8542,39,-0.9893
ENSG00000109762,SNX25,7,-1.4587,14,-0.4638,24,0.49516,22,0.31170,7,-1.3565,22,0.31495
ENSG00000109775,UFSP2,51,0.87126,31,0.04010,14,-1.1872,35,0.35448,26,-0.2187,28,-0.1061
ENSG00000154556,SORBS2,20,-2.6654,195,0.80292,187,0.86223,98,-0.3909,109,-0.1442,102,-0.2848
ENSG00000109794,FAM149A,14,-0.7172,23,0.08891,20,-0.2157,35,1.01979,13,-0.7660,14,-0.7734
ENSG00000145476,CYP4V2,38,0.67601,10,-1.4068,29,0.26269,32,0.50755,11,-1.2831,19,-0.4353
ENSG00000083857,FAT1,32,0.76220,7,-1.6188,26,0.47445,26,0.57422,9,-1.1590,11,-0.9902
ENSG00000109536,FRG1,152,0.84345,119,0.42315,128,0.63589,69,-0.5375,76,-0.2905,51,-0.9712
ENSG00000164366,CCDC127,37,0.24388,31,-7.7714,33,0.07961,31,-0.0391,16,-1.0079,36,0.24094
ENSG00000073578,SDHA,62,-0.7528,97,-0.0607,65,-0.7440,106,0.11311,94,-0.1031,152,0.78799
ENSG00000249915,PDCD6,55,-0.7770,78,-0.2464,47,-1.1108,110,0.39520,83,-0.1556,136,0.76771
ENSG00000180104,EXOC3,59,-0.1137,33,-1.0128,36,-0.9478,73,0.28469,51,-0.3459,101,0.88973
ENSG00000171368,TPPP,490,0.47524,192,-1.0050,345,-0.1040,270,-0.5886,533,0.61583,472,0.47415
ENSG00000028310,BRD9,62,-0.2488,92,0.38491,95,0.50393,61,-0.3407,61,-0.2632,68,-0.1062
ENSG00000049656,CLPTM1L,27,-1.1898,54,-0.1589,46,-0.4386,71,0.38348,45,-0.4301,81,0.58365
ENSG00000153395,LPCAT1,12,-1.6938,27,-0.4380,36,-0.0276,31,-0.2913,69,1.07832,44,0.37357
ENSG00000171421,MRPL36,24,-0.1621,50,1.05345,4,-2.8341,37,0.78052,18,-0.5998,26,-0.0356
ENSG00000145494,NDUFS6,105,-0.5332,124,-0.2684,67,-1.3137,240,1.16559,82,-0.9082,152,0.06063
ENSG00000164151,ICE1,117,0.66913,87,0.18156,138,1.13806,44,-1.0520,48,-0.7460,58,-0.5071
ENSG00000133398,MED10,32,-0.8273,54,0.00983,39,-0.5343,50,-0.1445,77,0.58327,73,0.57337
ENSG00000215218,UBE2QL1,22,-2.9020,206,0.51495,115,-0.4715,119,-0.4645,166,0.15928,262,1.09559
ENSG00000145545,SRD5A1,10,-1.5909,15,-0.8918,30,0.16004,21,-0.5193,38,0.52436,45,0.92326
ENSG00000112941,TENT4A,23,-0.4735,38,0.32364,26,-0.2959,27,-0.2567,25,-0.3652,45,0.71682
ENSG00000078295,ADCY2,78,-0.9428,187,0.43798,158,0.17495,159,0.22584,147,0.04788,113,-0.4190
ENSG00000124275,MTRR,48,1.49884,21,0.06034,18,-0.1389,15,-0.5813,13,-0.6214,18,-0.1667
ENSG00000247516,MIR4458HG,19,-0.1800,19,-0.2465,9,-1.4304,32,0.84488,20,-0.1497,23,0.12458
ENSG00000112902,SEMA5A,100,1.53014,24,-0.8059,46,0.20295,38,-0.1715,35,-0.2407,23,-0.9833
ENSG00000150753,CCT5,59,-0.4502,101,0.38650,43,-1.0203,86,0.16040,50,-0.7140,119,0.78412
ENSG00000164237,CMBL,14,-1.5841,79,1.18100,34,-0.2238,45,0.28221,29,-0.4907,33,-0.2791
ENSG00000145495,MARCH6,185,-0.8437,315,-0.0174,353,0.18810,241,-0.5457,378,0.27703,439,0.60502
ENSG00000164236,ANKRD33B,8,-2.6486,57,0.20326,77,0.83461,32,-0.8573,65,0.41295,60,0.34213
ENSG00000169862,CTNND2,383,0.02695,250,-0.6429,451,0.33135,407,0.16268,483,0.40467,264,-0.6169
ENSG00000038382,TRIO,32,-1.7176,58,-0.8066,132,0.55034,97,-0.0186,89,-0.1627,124,0.43048
ENSG00000154122,ANKH,91,-0.6019,142,0.09400,119,-0.2134,145,0.15823,143,0.10715,146,0.15699
ENSG00000173545,ZNF622,29,-0.2956,65,1.03688,21,-0.8318,39,0.23159,30,-0.2189,32,-0.1270
ENSG00000154153,RETREG1,308,1.05541,105,-0.6983,205,0.41997,55,-1.9386,216,0.45057,218,0.53036
ENSG00000145555,MYO10,551,1.94609,52,-1.9103,233,0.44521,186,0.02807,128,-0.5648,40,-2.4556
ENSG00000176788,BASP1,214,-2.6793,1317,0.07138,1632,0.48369,843,-0.7702,1788,0.57338,1743,0.61357
ENSG00000215196,BASP1-AS1,4,-3.0245,14,-1.3619,51,0.73192,35,0.02191,46,0.46426,38,0.13661
ENSG00000248455,LINC02217,12,-0.8996,5,-2.1662,24,0.12485,19,-0.2623,32,0.60385,33,0.76185
ENSG00000145526,CDH18,6,-3.4057,109,1.02628,63,0.13464,51,-0.2911,37,-0.7120,79,0.54166
ENSG00000040731,CDH10,7,-2.4260,20,-0.9364,49,0.48059,26,-0.6828,38,0.00575,67,1.13965
ENSG00000113360,DROSHA,26,-0.7100,43,0.09306,50,0.37006,40,-0.0113,21,-1.0021,48,0.29984
ENSG00000082213,C5orf22,9,-1.4658,25,0.03900,19,-0.3668,20,-0.3100,37,0.70781,35,0.68001
ENSG00000133401,PDZD2,38,-0.7365,119,1.11198,61,-0.0077,99,1.12044,16,-1.9912,10,-2.7779
ENSG00000113384,GOLPH3,39,-0.4465,36,-0.5853,44,-0.3134,56,0.14413,62,0.27837,65,0.39988
ENSG00000150712,MTMR12,35,0.02170,59,0.85131,32,-0.1316,34,-0.0595,25,-0.5109,32,-0.1670
ENSG00000056097,ZFR,378,0.43583,422,0.61865,358,0.39414,267,-0.1609,245,-0.2641,166,-0.9510
ENSG00000113387,SUB1,174,-0.9285,446,0.56959,267,-0.2901,333,0.11631,232,-0.4826,383,0.35814
ENSG00000113407,TARS,104,1.17601,68,0.44377,57,0.17140,33,-0.8612,49,-0.0874,42,-0.3626
ENSG00000113456,RAD1,21,-0.7174,64,1.11620,38,0.27358,23,-0.7020,50,0.69337,25,-0.5058
ENSG00000113460,BRIX1,68,1.17896,47,0.53559,40,0.31693,23,-0.6850,33,-0.0136,19,-0.9698
ENSG00000168724,DNAJC21,176,0.66764,194,0.83285,137,0.28752,81,-0.7140,141,0.29602,73,-0.8233
ENSG00000152582,SPEF2,17,-1.1477,48,0.43260,72,1.37574,24,-0.7971,47,0.39196,19,-1.1182
ENSG00000164187,LMBRD2,79,-1.1141,159,-0.0393,249,0.81573,108,-0.7898,190,0.24707,190,0.28011
ENSG00000152620,NADK2,50,0.17429,44,-0.0422,36,-0.3769,50,0.24085,30,-0.6062,51,0.22024
ENSG00000164188,RANBP3L,32,0.56346,6,-1.8782,32,0.68394,34,0.95342,15,-0.6423,2,-3.4026
ENSG00000079215,SLC1A3,265,-0.8509,126,-1.9693,398,-0.2483,982,2.07702,136,-1.8541,152,-1.8047
ENSG00000285967,NIPBL-DT,42,0.51413,35,0.21495,33,0.14788,36,0.38216,23,-0.4027,14,-1.2352
ENSG00000164190,NIPBL,429,1.49460,218,0.31448,296,0.97510,99,-1.1049,91,-1.0485,84,-1.2768
ENSG00000197603,CPLANE1,172,0.83727,69,-0.6380,227,1.64612,50,-1.3428,101,-0.0353,44,-1.4026
ENSG00000082068,WDR70,104,0.96583,74,0.38737,92,0.88275,24,-1.5690,49,-0.2697,49,-0.3012
ENSG00000113594,LIFR,297,1.72877,28,-2.0531,117,0.11234,115,0.09083,62,-0.8798,67,-0.8514
ENSG00000164327,RICTOR,120,1.32831,30,-0.9226,67,0.37520,28,-1.2613,70,0.39800,56,0.02019
ENSG00000113638,TTC33,39,-0.6155,78,0.48686,64,0.18882,43,-0.5897,80,0.51609,63,0.14977
ENSG00000132356,PRKAA1,18,-0.3837,18,-0.3925,25,0.15839,17,-0.5800,36,0.74186,28,0.38282
ENSG00000145592,RPL37,1644,0.85670,879,-0.1753,477,-1.2125,1408,0.81821,1023,0.06693,544,-1.0035
ENSG00000182836,PLCXD3,32,-0.9077,133,1.44365,59,0.06558,19,-1.9005,122,1.29248,53,-0.1134
ENSG00000083720,OXCT1,44,-1.5788,182,0.63199,93,-0.5007,116,-0.1178,131,0.09141,172,0.62386
ENSG00000205765,C5orf51,52,1.53058,15,-0.5623,31,0.73330,10,-1.3185,12,-0.8234,20,-0.1134
ENSG00000250722,SELENOP,809,4.00871,25,-2.4170,21,-2.8120,81,-0.8266,34,-1.9713,51,-1.4909
ENSG00000172262,ZNF131,46,0.29971,25,-0.6429,59,0.82220,24,-0.8583,54,0.54654,34,-0.2280
ENSG00000177453,NIM1K,14,-0.7775,46,1.14959,15,-0.7769,16,-0.6508,8,-1.6072,43,1.19761
ENSG00000112972,HMGCS1,80,-0.9657,129,-0.2162,128,-0.2650,142,-0.0877,118,-0.3664,237,0.91214
ENSG00000172239,PAIP1,107,0.42475,81,-0.0341,80,-0.0620,75,-0.1873,104,0.36421,75,-0.1824
ENSG00000248092,NNT-AS1,104,0.25655,108,0.30516,122,0.59430,75,-0.3444,82,-0.1217,64,-0.5823
ENSG00000112992,NNT,56,-0.7824,67,-0.5158,113,0.36186,89,-0.0984,99,0.10225,108,0.27007
ENSG00000251141,MRPS30-DT,31,-0.3877,42,0.12659,53,0.56791,36,-0.1890,41,0.07950,32,-0.3406
ENSG00000112996,MRPS30,41,-0.3813,58,0.18299,43,-0.3321,44,-0.3259,53,0.03049,75,0.68717
ENSG00000272335,AC093297.2,23,-0.3229,42,0.65234,29,0.02562,24,-0.3017,19,-0.6234,34,0.34994
ENSG00000164588,HCN1,8,-3.2721,74,0.08148,66,-0.0948,59,-0.3271,67,-0.0710,120,1.06526
ENSG00000151883,PARP8,0,-7.8566,23,0.27254,25,0.47996,16,-0.3580,7,-1.5673,33,1.01685
ENSG00000164172,MOCS2,62,-0.6851,135,0.56007,79,-0.3387,107,0.24203,107,0.17852,87,-0.1731
ENSG00000164258,NDUFS4,59,0.11904,46,-0.2592,30,-1.0248,90,1.16767,18,-1.6736,47,-0.2492
ENSG00000067248,DHX29,203,1.60046,107,0.47105,113,0.64845,46,-1.0216,47,-0.8335,40,-1.1701
ENSG00000039123,MTREX,97,0.75906,118,1.10903,76,0.40645,48,-0.4582,37,-0.7732,30,-1.1589
ENSG00000067113,PLPP1,43,0.60006,16,-0.9492,16,-1.0266,42,0.79226,12,-1.3686,33,0.21471
ENSG00000134352,IL6ST,239,0.64636,148,-0.1367,146,-0.1779,185,0.28279,100,-0.7421,140,-0.2462
ENSG00000062194,GPBP1,342,1.08743,207,0.23928,196,0.16807,155,-0.2865,135,-0.4422,123,-0.6411
ENSG00000249436,AC008780.1,8,-2.5107,110,1.69011,36,-0.2403,51,0.42501,19,-1.1555,27,-0.7482
ENSG00000145632,PLK2,13,-3.3195,225,1.00460,85,-0.6398,127,0.07095,75,-0.7723,183,0.75649
ENSG00000152932,RAB3C,14,-4.1531,170,-0.4511,203,-0.1937,160,-0.6693,348,0.70881,423,1.25245
ENSG00000113448,PDE4D,6,-3.0086,61,0.35859,79,0.93896,39,-0.4643,46,-0.0882,50,0.05393
ENSG00000152931,PART1,9,-3.3011,78,-0.1474,139,0.94492,46,-1.1305,91,0.10787,129,0.79232
ENSG00000164182,NDUFAF2,53,-0.1545,75,0.39815,65,0.18784,59,0.00824,61,0.05336,46,-0.4435
ENSG00000188725,SMIM15,51,0.86026,37,0.32169,15,-1.1690,30,-0.0183,31,0.04371,32,0.08906
ENSG00000130449,ZSWIM6,172,1.98907,32,-0.8722,54,-0.0754,41,-0.6098,50,-0.1875,38,-0.6577
ENSG00000068796,KIF2A,320,2.06658,89,-0.1880,114,0.22477,54,-1.1636,98,-0.0325,54,-1.0332
ENSG00000164197,RNF180,37,0.39982,58,1.14157,36,0.36451,21,-0.5844,20,-0.5522,20,-0.6302
ENSG00000186479,RGS7BP,19,-1.9099,125,1.02820,119,1.12413,46,-0.7227,73,0.13360,40,-0.8878
ENSG00000153006,SREK1IP1,98,0.54081,92,0.44142,85,0.36059,64,-0.1901,76,0.13580,36,-1.0931
ENSG00000153015,CWC27,141,0.79719,106,0.31463,140,0.92188,54,-0.9098,72,-0.3083,55,-0.7777
ENSG00000113593,PPWD1,31,0.52885,36,0.78006,21,-0.1227,21,-0.1299,7,-1.6503,22,-0.0066
ENSG00000113595,TRIM23,87,-0.4439,161,0.55421,147,0.45858,80,-0.6960,94,-0.3115,136,0.31438
