Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000198648,STK39,126,0.07580,124,0.05193,185,0.80606,51,-1.3139,88,-0.4903,102,-0.2640,93,-0.4061,167,0.53302,95,-0.3693,106,-0.1922
ENSG00000172292,CERS6,164,0.67654,201,1.01688,190,1.07478,40,-1.5294,99,-0.1343,54,-1.0735,99,-0.1373,22,-2.3712,13,-3.0867,118,0.13230
ENSG00000081479,LRP2,12,-1.2495,0,-7.9463,2,-3.7300,9,-1.6289,4,-2.8727,0,-8.9582,0,-9.2422,195,4.15676,61,1.33480,16,-0.7693
ENSG00000138399,FASTKD1,20,-0.2048,33,0.57153,33,0.64105,4,-2.3386,14,-0.7101,17,-0.4793,30,0.40384,15,-0.6186,6,-1.9762,48,1.19914
ENSG00000138398,PPIG,611,0.61910,371,-0.1833,318,-0.4679,222,-0.9770,230,-0.9203,161,-1.4594,259,-0.7386,657,0.73855,881,1.24716,562,0.48140
ENSG00000154479,CCDC173,18,-1.6627,19,-1.5746,20,-1.5552,127,1.46746,63,0.27848,61,0.21740,64,0.28801,71,0.45361,70,0.43341,52,-0.0264
ENSG00000213160,KLHL23,66,0.63344,33,-0.4840,47,0.09374,46,0.05784,19,-1.3313,54,0.29573,39,-0.2334,29,-0.6741,32,-0.5236,81,0.96223
ENSG00000138385,SSB,294,0.62067,226,0.18643,242,0.33524,129,-0.6864,113,-0.8887,182,-0.1522,197,-0.0328,232,0.22882,159,-0.3609,192,-0.0675
ENSG00000138382,METTL5,37,-0.1474,32,-0.3634,58,0.65205,51,0.38450,20,-1.0674,47,0.25964,66,0.81265,32,-0.3360,26,-0.6800,16,-1.3897
ENSG00000144357,UBR3,106,0.03432,64,-0.7620,133,0.43973,55,-0.9935,88,-0.2570,67,-0.6755,70,-0.6186,118,0.20647,101,-0.0530,210,1.16674
ENSG00000128683,GAD1,43,-1.4183,657,3.61273,70,-0.7210,3,-5.0185,37,-1.6330,103,-0.0712,170,0.73730,3,-5.2037,31,-1.8650,1,-6.1679
ENSG00000115806,GORASP2,72,0.72848,49,0.10767,62,0.56626,43,-0.0886,31,-0.5912,37,-0.3093,36,-0.3855,43,-0.1013,13,-1.8225,53,0.24982
ENSG00000198586,TLK1,151,0.60452,126,0.31461,112,0.13805,57,-0.9282,81,-0.3899,96,-0.1181,109,0.07877,75,-0.5014,100,-0.0541,121,0.25127
ENSG00000123600,METTL8,32,0.51601,23,0.00642,19,-0.3717,8,-1.6242,21,-0.1143,5,-2.2628,17,-0.4416,37,0.74254,43,1.02755,30,0.43920
ENSG00000071967,CYBRD1,21,-1.2241,27,-0.8636,16,-1.6814,125,1.67335,33,-0.5253,153,2.06983,30,-0.6983,35,-0.4674,14,-1.8249,45,-0.0762
ENSG00000077380,DYNC1I2,423,0.31509,309,-0.1822,225,-0.7328,270,-0.3947,172,-1.0792,209,-0.7885,143,-1.3630,1057,1.93389,341,-0.0304,446,0.40267
ENSG00000115840,SLC25A12,55,-0.0943,122,1.22535,96,0.94347,29,-1.0719,59,0.02882,42,-0.4945,54,-0.1247,11,-2.4730,19,-1.6721,57,-0.0326
ENSG00000128708,HAT1,24,0.59414,10,-0.7709,16,-0.0751,18,0.07901,6,-1.5274,40,1.44274,15,-0.1678,27,0.77370,10,-0.7504,2,-2.9661
ENSG00000091409,ITGA6,16,-1.1808,18,-1.0241,11,-1.8293,129,2.31865,22,-0.7104,38,0.13965,15,-1.2272,52,0.63415,27,-0.3737,44,0.38381
ENSG00000152256,PDK1,9,-0.8377,24,0.59725,18,0.15271,23,0.47955,17,0.02116,18,0.11516,15,-0.1819,17,0.02213,3,-2.3008,21,0.33780
ENSG00000091428,RAPGEF4,135,-0.8289,298,0.41164,187,-0.3637,400,0.90356,419,0.98182,188,-0.3242,192,-0.2870,192,-0.2912,260,0.18740,81,-1.5953
ENSG00000091436,MAP3K20,29,-0.0112,27,-0.0923,18,-0.7633,53,0.97286,29,-0.0030,53,0.96230,17,-0.7762,39,0.46818,17,-0.8157,19,-0.6503
ENSG00000172845,SP3,27,-0.3413,42,0.32262,33,-0.0713,53,0.72317,21,-0.7416,36,0.09168,24,-0.5462,37,0.10925,14,-1.3758,56,0.79810
ENSG00000138430,OLA1,141,0.45832,150,0.56360,159,0.74873,54,-1.0437,101,-0.0723,102,-0.0543,152,0.58116,47,-1.2536,35,-1.6828,66,-0.7261
ENSG00000138433,CIR1,243,0.77203,164,0.12501,140,-0.1400,79,-0.9931,105,-0.5706,125,-0.2987,120,-0.3675,199,0.43812,182,0.29580,169,0.17271
ENSG00000144306,SCRN3,8,-0.9197,13,-0.2750,24,0.79564,19,0.32235,15,-0.0858,13,-0.2572,20,0.41562,17,0.09726,17,0.11053,1,-3.4834
ENSG00000163328,GPR155,407,1.56559,153,-0.0932,131,-0.3671,129,-0.3504,80,-1.0741,57,-1.5851,117,-0.5107,64,-1.4102,248,0.69233,263,0.79259
ENSG00000115935,WIPF1,30,-0.1370,3,-3.5409,6,-2.6151,31,-0.1142,21,-0.7119,16,-1.1092,6,-2.4176,178,3.21001,53,0.76871,15,-1.1842
ENSG00000128656,CHN1,2167,0.61416,1965,0.45246,2536,1.02040,840,-0.8821,1749,0.26297,677,-1.2090,1739,0.25371,81,-4.3251,659,-1.2489,1375,-0.1204
ENSG00000115966,ATF2,73,0.19230,75,0.22911,106,0.92017,47,-0.5083,62,-0.0794,48,-0.4688,78,0.29653,25,-1.4314,11,-2.6110,83,0.38836
ENSG00000154518,ATP5MC3,169,-0.4629,262,0.22570,385,1.00110,105,-1.1890,165,-0.5029,376,0.82194,467,1.19785,60,-2.0031,49,-2.3093,77,-1.6468
ENSG00000144320,LNPK,68,0.20776,96,0.76776,80,0.53622,29,-1.0804,31,-0.9991,44,-0.4859,71,0.27434,48,-0.3322,48,-0.3287,61,0.02892
ENSG00000128654,MTX2,73,0.22937,94,0.63057,121,1.25651,22,-1.5681,46,-0.4834,48,-0.4382,69,0.13205,24,-1.4819,14,-2.2926,65,0.03218
ENSG00000170144,HNRNPA3,247,0.08591,224,-0.0652,269,0.25254,171,-0.4844,222,-0.0800,272,0.24425,307,0.43935,229,-0.0316,207,-0.1880,152,-0.6673
ENSG00000116044,NFE2L2,113,-0.2369,148,0.18939,55,-1.4353,215,0.80360,102,-0.4009,187,0.56363,40,-1.8139,278,1.24424,70,-0.9751,186,0.55552
ENSG00000018510,AGPS,20,-0.6486,27,-0.1454,33,0.18682,34,0.18912,27,-0.1487,28,-0.1188,28,-0.1020,45,0.65188,14,-1.1366,40,0.46540
ENSG00000079156,OSBPL6,122,0.32869,174,0.92073,132,0.52051,54,-0.9441,64,-0.6712,78,-0.3709,39,-1.4204,11,-3.2487,61,-0.7662,225,1.36934
ENSG00000180228,PRKRA,72,0.74552,37,-0.3154,57,0.39892,25,-0.9194,22,-1.1094,54,0.26773,81,0.94784,49,0.10472,10,-2.3048,37,-0.3062
ENSG00000116095,PLEKHA3,86,0.37220,93,0.50650,75,0.16151,52,-0.4189,44,-0.6800,56,-0.2999,59,-0.2268,43,-0.6939,74,0.12966,92,0.48690
ENSG00000155657,TTN,0,-6.6611,15,-0.8974,12,-1.2771,2,-3.5583,7,-1.8875,3,-3.3125,7,-2.0231,144,3.18861,62,1.37855,33,0.33621
ENSG00000187231,SESTD1,99,0.31041,71,-0.2280,83,0.01818,57,-0.5528,67,-0.3069,25,-1.7760,44,-0.9556,170,1.21334,74,-0.1502,127,0.70803
ENSG00000144331,ZNF385B,61,1.02647,76,1.41438,55,1.00509,4,-2.8990,44,0.49852,6,-2.4611,19,-0.8258,3,-3.3404,6,-2.4468,27,-0.2854
ENSG00000163510,CWC22,78,0.30802,75,0.24413,34,-1.0329,32,-1.0587,36,-0.8982,38,-0.7892,28,-1.2630,86,0.47330,153,1.46525,110,0.88927
ENSG00000170035,UBE2E3,56,-0.6149,111,0.45858,152,1.14578,43,-1.0316,98,0.25204,107,0.39489,114,0.49010,42,-1.0576,20,-2.1366,25,-1.8073
ENSG00000138434,ITPRID2,24,-1.3490,27,-1.1916,31,-1.0672,106,0.93751,34,-0.8686,31,-1.0103,39,-0.6567,140,1.43862,90,0.66301,102,0.87359
ENSG00000115252,PDE1A,233,2.03693,59,-0.3211,91,0.40616,17,-2.1432,71,-0.0218,12,-2.6199,33,-1.2022,76,0.07915,48,-0.6302,65,-0.1678
ENSG00000077232,DNAJC10,73,0.18096,67,0.05251,68,0.08898,62,-0.0674,32,-1.0958,36,-0.9009,74,0.21300,46,-0.5318,85,0.42615,102,0.74321
ENSG00000061676,NCKAP1,328,0.33191,262,-0.0255,365,0.57274,214,-0.3463,304,0.21015,239,-0.1722,411,0.70246,60,-2.2552,96,-1.5610,290,0.13523
ENSG00000170396,ZNF804A,21,0.15287,52,1.64939,31,0.88039,0,-8.0337,11,-0.8757,10,-0.9529,39,1.12441,3,-2.7704,15,-0.4255,1,-3.8437
ENSG00000065548,ZC3H15,551,1.14901,389,0.55849,346,0.41340,128,-1.1747,190,-0.5771,149,-0.9457,270,-0.0307,254,-0.1306,194,-0.5511,213,-0.4007
ENSG00000138448,ITGAV,46,-0.7224,60,-0.3165,47,-0.7659,123,0.83110,63,-0.2425,175,1.45108,57,-0.4082,123,0.83079,9,-3.0481,62,-0.2769
ENSG00000144369,FAM171B,344,0.69713,188,-0.2786,213,-0.0896,356,0.75371,155,-0.5774,344,0.69835,284,0.37947,76,-1.6558,70,-1.7738,223,-0.0055
ENSG00000144366,GULP1,4,-2.1828,24,0.44099,34,1.20495,10,-0.9247,12,-0.5518,28,0.72009,31,0.85690,2,-3.1815,0,-7.3301,20,0.15166
ENSG00000204262,COL5A2,0,-8.5362,43,0.68645,99,3.01203,0,-8.5359,8,-1.8991,12,-1.2032,8,-1.8232,1,-4.3786,2,-3.9332,34,0.34091
ENSG00000115368,WDR75,49,0.56918,63,0.99322,26,-0.4766,4,-3.2128,13,-1.4556,16,-1.1550,15,-1.2852,45,0.42099,43,0.35459,79,1.38779
ENSG00000138381,ASNSD1,65,0.95539,32,-0.2007,55,0.78750,20,-0.9012,13,-1.5596,63,0.91169,54,0.63645,24,-0.6392,0,-6.5082,17,-1.1764
ENSG00000128699,ORMDL1,39,-0.1967,59,0.45001,57,0.44957,31,-0.5744,40,-0.1913,34,-0.4214,65,0.59437,36,-0.3470,25,-0.8680,48,0.11633
ENSG00000064933,PMS1,23,-0.3763,28,-0.0705,35,0.33236,41,0.51820,12,-1.3962,21,-0.5032,18,-0.7231,22,-0.4237,34,0.25135,53,0.95366
ENSG00000187699,C2orf88,9,-0.3654,4,-1.5689,3,-2.1272,7,-0.7815,10,-0.2632,5,-1.2721,0,-7.2220,66,3.22670,14,0.21998,11,-0.0730
ENSG00000198130,HIBCH,29,-0.3119,23,-0.6708,19,-1.0190,44,0.33518,15,-1.2797,58,0.77755,23,-0.6691,68,1.05576,45,0.35812,50,0.51098
ENSG00000151689,INPP1,39,-0.1656,57,0.44361,42,-0.0244,10,-2.2152,22,-1.0137,42,-0.0277,22,-1.0179,111,1.61748,41,-0.0882,44,0.04783
ENSG00000151690,MFSD6,280,1.09740,130,-0.1637,233,0.90461,65,-1.2124,87,-0.7881,59,-1.3618,105,-0.4975,149,0.05466,74,-1.0248,170,0.26628
ENSG00000138386,NAB1,56,0.76045,30,-0.2514,31,-0.2369,33,-0.0908,25,-0.5010,11,-1.7582,25,-0.5042,34,-0.0393,68,1.08315,42,0.29191
ENSG00000115419,GLS,187,0.26098,252,0.75706,321,1.38916,46,-1.8850,146,-0.1266,103,-0.6674,204,0.40245,17,-3.2728,39,-2.1277,107,-0.6058
ENSG00000115415,STAT1,31,-0.6820,43,-0.1980,54,0.16945,79,0.78413,20,-1.3823,53,0.13323,58,0.27575,50,0.04727,31,-0.7152,64,0.44004
ENSG00000138378,STAT4,19,-0.1969,18,-0.2984,62,2.26109,0,-8.0595,8,-1.5032,8,-1.3735,33,0.67229,0,-5.3857,0,-4.8836,27,0.36286
ENSG00000128641,MYO1B,6,-2.1805,66,1.50113,38,0.62548,2,-3.5931,8,-1.8506,46,0.86585,54,1.14072,3,-3.0362,1,-4.4209,35,0.38922
ENSG00000168497,CAVIN2,1,-3.9359,20,-0.0693,10,-1.1201,27,0.40441,37,0.93218,48,1.41795,22,0.09687,29,0.55274,3,-2.8581,20,-0.0583
ENSG00000144339,TMEFF2,153,1.92023,31,-0.7390,49,-0.0453,30,-0.8036,27,-0.9600,17,-1.5981,34,-0.6005,63,0.36259,28,-0.8822,72,0.57189
ENSG00000196950,SLC39A10,205,0.13742,250,0.46147,380,1.38758,98,-1.0015,194,0.05220,92,-1.1040,196,0.06972,28,-2.8391,85,-1.2152,157,-0.2778
ENSG00000118997,DNAH7,2,-3.1277,26,0.42183,13,-0.7312,55,1.74451,6,-1.8361,33,0.83715,9,-1.1195,2,-3.1538,6,-1.6555,52,1.63366
ENSG00000138411,HECW2,93,1.01924,27,-0.9428,48,-0.0793,32,-0.6736,39,-0.3994,9,-2.5047,45,-0.1869,65,0.40727,104,1.21150,42,-0.2902
ENSG00000119041,GTF3C3,44,0.75504,33,0.27244,29,0.07304,8,-1.8914,14,-0.9903,20,-0.5241,33,0.26959,36,0.44143,25,-0.1824,34,0.32108
ENSG00000197121,PGAP1,71,1.43242,53,0.91899,32,0.09464,17,-0.8780,26,-0.2355,34,0.19959,32,0.11846,16,-0.9834,1,-4.3802,17,-0.8396
ENSG00000065413,ANKRD44,5,-1.7818,17,-0.1831,9,-1.2403,15,-0.3150,1,-3.8659,22,0.28297,5,-1.7828,36,1.05103,75,2.48785,11,-0.7562
ENSG00000115524,SF3B1,159,0.03416,181,0.24149,143,-0.1465,116,-0.4635,81,-1.0058,109,-0.5601,121,-0.3967,218,0.54292,127,-0.3199,315,1.17027
ENSG00000115520,COQ10B,41,0.22370,40,0.17518,74,1.43463,27,-0.3943,25,-0.5127,26,-0.4797,33,-0.1180,21,-0.7936,10,-1.9005,20,-0.9079
ENSG00000144381,HSPD1,202,-0.1331,235,0.10949,229,0.07637,355,0.78390,141,-0.6828,231,0.08394,202,-0.1337,277,0.37132,134,-0.7655,179,-0.3183
ENSG00000115541,HSPE1,64,-1.3909,209,0.42812,149,-0.1320,106,-0.6489,145,-0.1532,387,1.49113,341,1.26001,140,-0.2165,36,-2.2585,37,-2.2023
ENSG00000115540,MOB4,65,0.20859,89,0.72456,90,0.86854,43,-0.4338,51,-0.1655,44,-0.4104,54,-0.0901,24,-1.2919,21,-1.4727,53,-0.1003
ENSG00000162944,RFTN2,8,-2.0762,17,-1.0936,9,-2.0741,59,0.86341,19,-0.8867,78,1.35388,15,-1.2500,109,1.97461,35,-0.0062,23,-0.6448
ENSG00000115896,PLCL1,27,-1.1505,46,-0.3596,60,0.07132,35,-0.7711,29,-1.0204,32,-0.8840,29,-1.0319,213,2.32971,77,0.46887,24,-1.3070
ENSG00000119042,SATB2,95,0.95412,40,-0.4446,85,0.88244,23,-1.2808,37,-0.5752,10,-2.4728,66,0.35216,10,-2.4005,36,-0.6145,97,0.98713
ENSG00000225953,SATB2-AS1,53,1.71507,12,-0.6660,27,0.61184,1,-4.2767,19,-0.0505,8,-1.2393,28,0.56318,2,-3.1280,11,-0.8578,24,0.36199
ENSG00000178074,C2orf69,121,1.16403,36,-0.7801,69,0.26449,42,-0.5620,62,0.07163,40,-0.6079,75,0.35658,48,-0.3455,35,-0.8270,60,0.00648
ENSG00000162971,TYW5,18,0.00921,21,0.28501,17,-0.0843,23,0.39809,2,-2.9666,12,-0.6057,20,0.23160,25,0.56863,12,-0.6307,28,0.71546
ENSG00000196141,SPATS2L,30,-1.7959,223,1.38033,130,0.51896,79,-0.3381,63,-0.6801,135,0.51536,94,-0.0625,79,-0.3336,78,-0.3625,36,-1.5177
ENSG00000082153,BZW1,79,-0.3373,91,-0.1092,112,0.24785,100,0.03227,83,-0.2558,111,0.20026,112,0.21416,107,0.14124,15,-2.7996,153,0.73269
ENSG00000013441,CLK1,35,-0.8843,72,0.21466,50,-0.3892,37,-0.7885,21,-1.6538,52,-0.2777,25,-1.3718,99,0.74989,78,0.36142,168,1.68130
ENSG00000240344,PPIL3,21,0.06834,51,1.54988,26,0.45802,14,-0.5318,10,-1.0754,18,-0.1745,21,0.04228,12,-0.7689,7,-1.5441,16,-0.3787
ENSG00000196290,NIF3L1,30,0.76429,20,0.14068,29,0.81310,20,0.14166,8,-1.2923,18,-0.0345,29,0.69428,12,-0.6051,0,-7.3695,9,-1.0652
ENSG00000115942,ORC2,24,0.45664,21,0.23732,21,0.24656,3,-2.5190,13,-0.5722,6,-1.5539,13,-0.4959,29,0.75056,18,-0.0637,31,0.87071
ENSG00000155744,FAM126B,109,0.22903,115,0.31992,136,0.67543,45,-1.1242,67,-0.5361,64,-0.5983,95,0.01937,27,-1.8624,102,0.12884,139,0.63581
ENSG00000119013,NDUFB3,19,-2.4141,142,0.64269,92,-0.0619,37,-1.4511,116,0.30502,248,1.61293,221,1.40737,33,-1.6232,23,-2.1632,30,-1.7625
ENSG00000003402,CFLAR,13,-2.1559,44,-0.3012,9,-2.6865,90,0.83707,24,-1.2310,59,0.15549,7,-2.9390,138,1.59997,96,0.95202,101,1.02804
ENSG00000115993,TRAK2,72,-0.5156,71,-0.5251,78,-0.4341,124,0.34743,69,-0.5710,41,-1.3568,56,-0.8897,148,0.63481,240,1.47601,123,0.32965
ENSG00000082146,STRADB,19,0.28691,15,-0.1465,17,0.08998,18,0.18896,7,-1.2229,18,0.17967,20,0.34088,27,0.83057,1,-3.6987,18,0.16682
ENSG00000155755,TMEM237,37,0.16596,32,-0.0717,54,0.89338,38,0.21151,29,-0.2177,36,0.14616,22,-0.6014,31,-0.1252,17,-1.0133,16,-1.1039
ENSG00000003393,ALS2,77,1.27436,42,0.24069,55,0.77888,16,-1.2238,18,-1.0455,28,-0.3893,32,-0.1536,17,-1.1134,11,-1.7333,43,0.29767
ENSG00000116030,SUMO1,100,-0.1666,118,0.08506,153,0.57642,61,-0.9167,142,0.38345,141,0.37146,201,0.96696,53,-1.1430,41,-1.5360,65,-0.8374
ENSG00000055044,NOP58,136,0.57634,70,-0.4802,81,-0.2877,47,-1.0762,45,-1.1668,40,-1.3074,79,-0.2911,121,0.38335,140,0.62461,209,1.30450
ENSG00000204217,BMPR2,255,0.62430,210,0.30207,247,0.64846,178,0.04071,131,-0.4440,103,-0.8159,194,0.17347,39,-2.2334,53,-1.7962,254,0.61338
ENSG00000138439,FAM117B,52,1.65241,7,-1.4352,27,0.60490,22,0.18657,17,-0.2296,13,-0.6140,24,0.30764,7,-1.5711,2,-3.1240,16,-0.2727
ENSG00000163596,ICA1L,106,0.71396,43,-0.7272,81,0.30203,59,-0.2312,24,-1.5523,39,-0.8726,61,-0.1748,36,-0.9937,76,0.16325,147,1.26635
ENSG00000138442,WDR12,36,0.18610,36,0.20850,49,0.79553,9,-1.8645,30,-0.1053,23,-0.4970,31,-0.0160,18,-0.8507,17,-0.9699,52,0.78377
ENSG00000138380,CARF,13,-0.8999,54,1.42700,14,-0.7961,40,0.90188,8,-1.4872,17,-0.4787,10,-1.1685,33,0.56061,25,0.16046,24,0.04113
ENSG00000144426,NBEAL1,15,-0.3383,3,-2.3978,2,-2.9333,16,-0.2481,11,-0.8151,13,-0.5841,4,-2.0955,37,1.13949,28,0.66991,72,2.39825
ENSG00000138443,ABI2,481,0.81723,261,-0.1736,315,0.13749,230,-0.3753,242,-0.2917,189,-0.6780,323,0.16122,167,-0.8614,273,-0.1073,413,0.56297
ENSG00000173166,RAPH1,24,-0.4965,38,0.23226,54,0.90717,19,-0.8492,33,-0.0004,20,-0.7402,49,0.61989,3,-3.3374,18,-0.8891,51,0.70716
ENSG00000116117,PARD3B,12,-0.5531,0,-5.8906,2,-2.9400,33,1.10284,5,-1.7626,12,-0.5060,0,-4.7348,50,1.84684,53,1.95623,16,-0.0641
ENSG00000114933,INO80D,26,-0.0563,26,-0.0216,21,-0.3946,42,0.75404,15,-0.8493,15,-0.9071,8,-1.6914,32,0.28108,53,1.13901,33,0.32925
ENSG00000023228,NDUFS1,232,0.40351,227,0.36799,248,0.58038,141,-0.3829,176,-0.0413,190,0.08418,212,0.25456,119,-0.6506,84,-1.1665,108,-0.7888
ENSG00000114942,EEF1B2,170,-0.7933,164,-0.8443,197,-0.6136,330,0.24577,386,0.50139,449,0.75327,409,0.59467,423,0.65015,305,0.11688,84,-1.8524
ENSG00000204186,ZDBF2,97,1.34612,47,0.14859,47,0.17488,12,-1.9023,31,-0.5294,37,-0.2299,34,-0.3643,14,-1.6304,47,0.14610,59,0.50856
ENSG00000114948,ADAM23,108,0.43755,116,0.56382,192,1.72424,12,-2.8663,60,-0.4754,26,-1.7509,71,-0.2273,6,-3.9009,35,-1.3015,86,0.06572
ENSG00000118246,FASTKD2,38,0.02088,39,0.09111,37,-0.0196,48,0.39260,29,-0.3947,41,0.13864,32,-0.2186,25,-0.5959,22,-0.8059,62,0.82656
ENSG00000118263,KLF7,106,1.30035,22,-1.2118,29,-0.8633,56,0.22006,31,-0.6964,40,-0.2968,17,-1.5619,74,0.67778,49,0.01608,81,0.84095
ENSG00000118260,CREB1,68,0.74571,30,-0.5287,37,-0.2364,37,-0.2359,22,-0.9909,25,-0.8046,24,-0.8753,46,0.11251,64,0.64003,80,1.01868
ENSG00000144401,METTL21A,11,-0.4577,4,-1.8343,16,0.13680,8,-0.9520,18,0.29780,32,1.21688,13,-0.2525,16,0.11921,18,0.28450,13,-0.2556
ENSG00000163249,CCNYL1,9,-0.9383,10,-0.8249,28,0.90110,7,-1.3299,16,-0.1191,20,0.22378,10,-0.8257,18,0.06294,13,-0.4339,30,0.92578
ENSG00000178385,PLEKHM3,78,0.76350,78,0.76221,67,0.59368,20,-1.3764,51,0.08316,18,-1.5285,27,-0.9005,22,-1.2316,61,0.36947,46,-0.0831
ENSG00000188674,C2orf80,23,-1.0440,26,-0.8514,84,1.15877,21,-1.1681,30,-0.6541,66,0.59999,118,1.60976,3,-3.8856,31,-0.5972,16,-1.5472
ENSG00000138413,IDH1,3,-2.6830,32,0.83241,16,-0.3180,19,0.04271,9,-1.0273,29,0.69729,6,-1.5733,31,0.78602,3,-2.4515,43,1.36676
ENSG00000115020,PIKFYVE,28,-0.1113,36,0.24402,40,0.46890,23,-0.4324,14,-1.1457,35,0.22004,28,-0.1130,51,0.83926,2,-3.6015,38,0.34984
ENSG00000078018,MAP2,1549,-0.0220,1535,-0.0361,1239,-0.4079,2061,0.43817,3653,1.42304,1213,-0.4045,2132,0.49372,246,-2.7892,943,-0.7917,1463,-0.1116
ENSG00000144406,UNC80,208,0.55930,185,0.36654,153,0.07335,84,-0.8555,117,-0.3594,78,-0.9816,95,-0.6738,27,-2.5342,148,0.01170,368,1.55780
ENSG00000197713,RPE,28,0.04426,25,-0.1363,43,0.82893,32,0.24439,24,-0.2151,29,0.10682,25,-0.1369,23,-0.2650,12,-1.2333,17,-0.7349
ENSG00000115365,LANCL1,165,0.24876,288,1.18598,180,0.44776,75,-0.9797,154,0.14086,80,-0.8706,129,-0.1388,192,0.49682,36,-2.0548,71,-1.0519
ENSG00000178568,ERBB4,82,0.17667,250,2.17077,41,-0.9564,39,-0.9670,45,-0.7331,119,0.79311,61,-0.2758,40,-0.9373,30,-1.3316,54,-0.4548
ENSG00000144451,SPAG16,57,0.01343,64,0.18275,40,-0.5939,83,0.61470,80,0.55315,47,-0.3019,34,-0.8123,85,0.64075,55,-0.0557,41,-0.5068
ENSG00000138376,BARD1,14,-0.5551,38,0.99842,6,-1.8675,36,0.89203,12,-0.7772,5,-1.9504,10,-1.1344,35,0.82669,55,1.63942,10,-1.1287
ENSG00000138363,ATIC,41,0.01154,23,-0.8882,58,0.65640,27,-0.6158,28,-0.6046,57,0.54456,49,0.27452,41,0.02502,13,-1.6958,53,0.41038
ENSG00000115414,FN1,12,-0.7573,14,-0.6008,9,-1.2381,47,1.36938,16,-0.4139,52,1.54627,23,0.20334,16,-0.3570,19,-0.1114,7,-1.4792
ENSG00000079246,XRCC5,172,0.43158,254,1.08608,151,0.24948,72,-0.9339,88,-0.6202,138,0.07885,123,-0.1012,137,0.07195,64,-1.1007,95,-0.5062
ENSG00000260804,LINC01963,82,1.26948,48,0.35831,65,1.02428,6,-2.6973,32,-0.2761,24,-0.6951,28,-0.4503,12,-1.7057,35,-0.1253,20,-0.9479
ENSG00000138375,SMARCAL1,15,0.18588,20,0.67843,21,0.81305,0,-4.2942,7,-0.9850,19,0.52731,17,0.37080,17,0.38826,7,-1.0092,3,-2.1250
ENSG00000197756,RPL37A,662,-1.5061,924,-1.0045,829,-1.2544,2597,0.62165,2724,0.70157,3003,0.86645,3163,0.95537,2354,0.45956,1825,0.04850,561,-1.7512
ENSG00000115457,IGFBP2,8,-1.4181,27,0.43180,36,1.05505,19,-0.1770,24,0.25156,38,0.97410,19,-0.1388,0,-8.0306,3,-2.7052,18,-0.2291
ENSG00000115461,IGFBP5,42,-2.3661,0,-8.9875,20,-3.5620,316,0.71721,4,-5.5643,42,-2.3652,47,-2.2055,878,2.69283,707,2.20955,156,-0.4140
ENSG00000079308,TNS1,11,-1.6138,27,-0.2798,8,-2.2033,22,-0.6451,14,-1.3131,29,-0.1850,2,-3.8879,71,1.27687,138,2.61309,31,-0.1015
ENSG00000163466,ARPC2,178,-0.0109,164,-0.1368,213,0.31246,125,-0.5648,182,0.02815,247,0.51533,326,0.98556,106,-0.8149,117,-0.6610,100,-0.9076
ENSG00000127837,AAMP,86,0.67794,47,-0.2880,80,0.62373,78,0.50518,51,-0.1733,57,0.01111,53,-0.1117,46,-0.3142,11,-2.4007,35,-0.7456
ENSG00000127838,PNKD,68,-0.8648,193,0.78845,159,0.52442,98,-0.3138,167,0.54495,159,0.46400,167,0.53969,60,-1.0422,25,-2.3189,56,-1.1689
ENSG00000135926,TMBIM1,24,-0.8157,24,-0.8565,19,-1.2612,170,2.54448,34,-0.2971,59,0.55122,14,-1.6360,60,0.59282,2,-4.1771,32,-0.4137
ENSG00000144579,CTDSP1,2,-3.3514,20,0.00707,2,-3.3979,43,1.24843,19,-0.0681,17,-0.2704,15,-0.4056,50,1.51646,9,-1.2021,42,1.21527
ENSG00000135913,USP37,23,0.41563,5,-1.7515,13,-0.4695,16,-0.1259,15,-0.2211,15,-0.2063,11,-0.7831,40,1.33171,11,-0.7483,32,0.93244
ENSG00000144580,CNOT9,44,0.70908,31,0.13612,28,0.01255,31,0.16163,26,-0.0981,31,0.16188,25,-0.1719,21,-0.4338,16,-0.8708,27,-0.0443
ENSG00000074582,BCS1L,14,-0.2455,9,-0.7726,17,0.15068,12,-0.3652,19,0.28738,30,1.04045,22,0.49679,12,-0.4050,14,-0.1511,7,-1.2207
ENSG00000163481,RNF25,7,-1.2205,10,-0.5631,38,1.87638,7,-1.0754,6,-1.4297,17,0.19922,11,-0.4873,8,-0.9355,6,-1.3515,18,0.27736
ENSG00000135929,CYP27A1,23,0.34921,4,-2.0921,7,-1.5628,32,0.90222,10,-0.8775,41,1.31628,2,-2.9264,67,2.27678,3,-2.4339,5,-1.7897
ENSG00000171450,CDK5R2,102,0.42875,84,0.12193,105,0.54441,60,-0.4015,113,0.59082,30,-1.4322,98,0.35888,4,-4.1306,67,-0.2504,90,0.22367
