Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000144524,COPS7B,18,0.03333,16,-0.2075,24,0.45057,27,0.63438,13,-0.5566
ENSG00000144535,DIS3L2,11,-0.4525,14,-0.0175,44,1.93896,3,-2.0469,10,-0.5182
ENSG00000135930,EIF4E2,52,-0.2409,74,0.49379,39,-0.6279,40,-0.5896,66,0.21811
ENSG00000115468,EFHD1,53,0.24378,12,-2.3019,98,1.18454,95,1.14362,42,-0.2265
ENSG00000204120,GIGYF2,100,-0.4107,126,0.08644,204,0.85519,64,-0.9831,142,0.28670
ENSG00000182600,SNORC,53,-1.6470,40,-1.9428,369,1.87492,407,2.07583,131,0.09583
ENSG00000066248,NGEF,279,1.64170,125,-0.4396,42,-2.0058,125,-0.3602,40,-2.1994
ENSG00000085978,ATG16L1,21,0.69970,19,0.43919,9,-0.7454,5,-1.6740,8,-1.0835
ENSG00000188042,ARL4C,89,-0.4965,143,0.49115,90,-0.3525,150,0.46127,107,-0.0879
ENSG00000157985,AGAP1,124,-0.1787,103,-0.5036,169,0.36893,169,0.36614,168,0.40061
ENSG00000132321,IQCA1,59,-0.1934,58,-0.2063,82,0.37854,70,0.12291,74,0.24327
ENSG00000198612,COPS8,125,0.57136,96,-0.0630,81,-0.3199,88,-0.1797,66,-0.6860
ENSG00000124831,LRRFIP1,92,-0.1585,112,0.25158,153,0.70803,65,-0.6459,83,-0.3071
ENSG00000132329,RAMP1,94,-0.1193,54,-1.1160,134,0.48294,237,1.46380,92,-0.1281
ENSG00000184182,UBE2F,40,0.26929,33,-0.1454,22,-0.7520,41,0.22528,35,-0.0347
ENSG00000132323,ILKAP,26,-0.0882,34,0.41772,29,0.07497,29,0.11523,18,-0.6557
ENSG00000144485,HES6,17,-1.2629,26,-0.4339,23,-0.5435,58,0.95619,65,1.36306
ENSG00000132326,PER2,19,-0.1768,21,0.05138,32,0.72324,15,-0.4106,19,-0.0900
ENSG00000204104,TRAF3IP1,33,-0.8828,66,0.50065,49,-0.0815,18,-1.5612,85,0.93137
ENSG00000065802,ASB1,22,0.17320,14,-0.6921,21,0.08707,37,0.99996,17,-0.2537
ENSG00000068024,HDAC4,16,-0.2276,16,-0.2752,13,-0.5518,23,0.36925,26,0.64001
ENSG00000130414,NDUFA10,144,0.58717,115,0.03353,97,-0.2480,90,-0.3620,69,-0.8336
ENSG00000172428,COPS9,482,0.36907,265,-0.8233,376,-0.1479,679,0.81236,382,-0.1346
ENSG00000063660,GPC1,63,-0.0842,66,0.01858,67,0.03910,95,0.60313,54,-0.3390
ENSG00000130294,KIF1A,311,-0.3657,439,0.35889,234,-0.7054,306,-0.2926,476,0.46533
ENSG00000122085,MTERF4,30,0.68061,17,-0.5171,27,0.26644,22,-0.0271,15,-0.7378
ENSG00000115685,PPP1R7,166,0.80937,97,-0.4212,71,-0.8214,120,-0.0048,90,-0.4890
ENSG00000115677,HDLBP,164,0.25001,140,-0.0963,146,-0.0099,149,0.01987,124,-0.2953
ENSG00000168385,SEPTIN2,110,-0.5310,60,-1.4972,298,1.24570,294,1.22499,169,0.32875
ENSG00000115694,STK25,97,0.14224,93,0.05722,77,-0.2620,96,0.08991,80,-0.2285
ENSG00000176946,THAP4,46,0.54855,32,-0.2587,43,0.26468,50,0.51731,14,-1.4833
ENSG00000168397,ATG4B,39,0.50226,41,0.50961,11,-1.5346,29,-0.1344,15,-1.2078
ENSG00000168395,ING5,30,-0.1209,33,0.10110,35,0.17013,35,0.14997,29,-0.1415
ENSG00000180902,D2HGDH,12,-0.4011,18,0.50168,16,0.12507,13,-0.1305,13,-0.1266
ENSG00000134121,CHL1,382,0.63968,381,0.53544,163,-0.9138,151,-1.0329,129,-1.3556
ENSG00000144619,CNTN4,81,0.47628,86,0.53189,37,-0.9083,18,-1.9622,47,-0.5732
ENSG00000072756,TRNT1,19,0.17427,20,0.22582,20,0.19191,12,-0.5986,13,-0.4650
ENSG00000113851,CRBN,105,0.10909,112,0.21695,132,0.44105,48,-1.1347,84,-0.3095
ENSG00000175928,LRRN1,26,0.78703,11,-0.9292,15,-0.3790,26,0.53647,14,-0.4379
ENSG00000150995,ITPR1,369,0.65989,232,-0.3746,258,-0.1447,231,-0.3179,224,-0.4019
ENSG00000134107,BHLHE40,59,-0.3467,77,0.22190,148,1.26033,63,-0.1466,42,-0.8525
ENSG00000134108,ARL8B,163,0.30762,163,0.26799,82,-0.8543,144,0.01804,102,-0.5687
ENSG00000196277,GRM7,18,-0.5847,49,1.70361,6,-1.9713,5,-2.1626,17,-0.6039
ENSG00000196220,SRGAP3,62,-0.2411,91,0.55572,60,-0.2189,55,-0.3616,64,-0.1441
ENSG00000206573,THUMPD3-AS1,22,0.33135,16,-0.3500,35,1.01235,12,-0.6494,13,-0.6161
ENSG00000134077,THUMPD3,46,0.17697,48,0.24558,26,-0.7761,36,-0.2674,39,-0.1392
ENSG00000168137,SETD5,51,-1.0496,123,0.75424,182,1.24551,28,-1.6850,83,-0.0731
ENSG00000156959,LHFPL4,25,-0.2757,43,0.87126,18,-0.7364,23,-0.3320,22,-0.4220
ENSG00000163719,MTMR14,12,-0.2097,16,0.40462,7,-0.8536,10,-0.4371,16,0.31310
ENSG00000134072,CAMK1,66,0.63017,43,-0.3029,33,-0.6817,82,0.78364,25,-1.1329
ENSG00000171148,TADA3,65,-0.2604,71,-0.0462,52,-0.5354,97,0.45319,91,0.39104
ENSG00000241553,ARPC4,101,0.20009,110,0.36310,69,-0.4582,82,-0.1793,66,-0.5811
ENSG00000156990,RPUSD3,33,0.79323,18,-0.5261,17,-0.5143,28,0.26367,16,-0.6610
ENSG00000171135,JAGN1,21,0.30251,10,-1.0278,40,1.28929,23,0.35652,12,-0.6862
ENSG00000163703,CRELD1,79,0.93394,61,0.18650,30,-0.9489,26,-1.1661,26,-1.2204
ENSG00000163704,PRRT3,39,0.27893,44,0.50175,10,-1.8885,21,-0.7825,31,-0.1957
ENSG00000125037,EMC3,105,0.70050,63,-0.4342,61,-0.4082,105,0.45795,48,-0.8401
ENSG00000254999,BRK1,210,0.86826,116,-0.4703,91,-0.7735,190,0.38438,87,-0.9107
ENSG00000157014,TATDN2,43,0.36510,33,-0.1871,36,-0.0278,58,0.74378,19,-1.0734
ENSG00000157020,SEC13,40,0.99214,20,-0.5457,18,-0.6377,28,0.03613,16,-0.8427
ENSG00000157087,ATP2B2,383,0.14694,554,0.94978,105,-1.8645,174,-1.1187,241,-0.6819
ENSG00000132164,SLC6A11,13,-0.2293,6,-1.4519,18,0.41141,22,0.67984,23,0.92196
ENSG00000157103,SLC6A1,132,-0.6616,136,-0.5371,307,0.86225,424,1.43322,162,-0.1923
ENSG00000196639,HRH1,16,-0.0299,10,-0.8297,33,1.14896,26,0.74491,13,-0.4264
ENSG00000197548,ATG7,24,0.02581,26,0.16973,31,0.40825,23,-0.0526,17,-0.5669
ENSG00000144560,VGLL4,52,0.38591,39,-0.2262,52,0.25517,48,0.12447,30,-0.6394
ENSG00000157152,SYN2,314,0.29195,378,0.65638,91,-1.6955,180,-0.6681,195,-0.6016
ENSG00000075975,MKRN2,33,1.00864,19,-0.2392,14,-0.6564,21,-0.0790,9,-1.3946
ENSG00000132155,RAF1,27,-0.1728,28,-0.0775,56,1.03710,25,-0.2489,25,-0.2930
ENSG00000144712,CAND2,21,0.84894,17,0.23775,5,-1.6658,12,-0.3138,6,-1.3308
ENSG00000144713,RPL32,911,-0.0706,577,-0.9000,929,-0.0204,1808,1.08222,1116,0.30839
ENSG00000144711,IQSEC1,166,-0.4402,247,0.39337,142,-0.5718,257,0.36729,221,0.13682
ENSG00000163517,HDAC11,54,0.42539,38,-0.2954,25,-0.8625,56,0.36800,41,-0.1659
ENSG00000163528,CHCHD4,25,0.61666,18,-0.1868,7,-1.5999,26,0.45580,14,-0.5391
ENSG00000170876,TMEM43,21,-0.0794,18,-0.3347,46,1.22755,24,0.13438,15,-0.5576
ENSG00000154767,XPC,27,-0.6075,33,-0.2239,95,1.60677,13,-1.5647,44,0.32744
ENSG00000170860,LSM3,109,0.96438,43,-1.0173,54,-0.5201,96,0.39543,56,-0.5088
ENSG00000154781,CCDC174,42,-0.2347,56,0.39259,82,0.92339,15,-1.6729,39,-0.2943
ENSG00000225733,FGD5-AS1,92,-0.0557,64,-0.7117,121,0.40366,136,0.59222,109,0.26811
ENSG00000177463,NR2C2,39,0.25062,37,0.09396,21,-0.7694,41,0.21993,29,-0.3356
ENSG00000131368,MRPS25,56,0.49007,46,0.00378,38,-0.2777,53,0.22961,25,-0.9941
ENSG00000131381,RBSN,75,0.28870,57,-0.2694,65,-0.0158,59,-0.1748,65,-0.0152
ENSG00000131375,CAPN7,22,0.02048,22,-0.0012,23,0.09796,23,0.08483,20,-0.1386
ENSG00000131370,SH3BP5,108,0.55358,92,0.13265,64,-0.4642,28,-1.7168,74,-0.2722
ENSG00000206562,METTL6,19,0.75649,10,-0.5299,5,-1.5499,14,-0.0117,14,-0.0237
ENSG00000144597,EAF1,23,-0.1386,37,0.85463,14,-0.8805,22,-0.1750,16,-0.6865
ENSG00000206560,ANKRD28,59,0.91860,31,-0.5064,42,0.03979,22,-0.9304,29,-0.5878
ENSG00000131386,GALNT15,21,-0.5865,9,-1.8778,127,2.80430,45,0.75967,11,-1.4395
ENSG00000154813,DPH3,38,0.42003,30,-0.1396,20,-0.7467,30,-0.1142,30,-0.0978
ENSG00000131378,RFTN1,46,0.58519,46,0.48871,18,-1.0466,17,-1.1484,21,-0.9322
ENSG00000154822,PLCL2,48,0.67719,45,0.41953,15,-1.3782,19,-0.9879,21,-0.9452
ENSG00000131374,TBC1D5,76,0.04641,68,-0.1760,92,0.32586,88,0.25278,66,-0.2027
ENSG00000182568,SATB1,130,-0.4042,238,0.90656,73,-1.1786,43,-1.9598,189,0.32937
ENSG00000144566,RAB5A,124,0.15377,109,-0.1197,92,-0.3683,153,0.44353,104,-0.1885
ENSG00000114166,KAT2B,48,-0.4424,25,-1.4897,96,0.77015,132,1.33345,78,0.50062
ENSG00000151789,ZNF385D,50,-0.6160,86,0.54340,59,-0.1838,57,-0.2463,79,0.31325
ENSG00000182247,UBE2E2,89,0.38387,110,0.79995,31,-1.3733,27,-1.5536,45,-0.8797
ENSG00000170142,UBE2E1,55,0.05890,49,-0.1791,37,-0.5780,92,0.88431,47,-0.2282
ENSG00000197885,NKIRAS1,80,0.98796,55,0.01309,22,-1.3396,39,-0.4977,27,-1.1668
ENSG00000174748,RPL15,777,0.47925,431,-0.7296,422,-0.6408,1128,0.94045,529,-0.3224
ENSG00000174738,NR1D2,81,0.71284,63,0.06762,42,-0.5789,36,-0.8167,39,-0.7350
ENSG00000151090,THRB,184,0.49045,177,0.34612,77,-1.0260,80,-0.9750,113,-0.4892
ENSG00000077092,RARB,7,-1.5378,37,1.97715,4,-2.0273,11,-0.5643,14,-0.3091
ENSG00000077097,TOP2B,200,0.01578,223,0.23242,205,0.04806,133,-0.6269,189,-0.0822
ENSG00000151092,NGLY1,17,0.06924,20,0.46511,10,-0.6761,20,0.34032,10,-0.8052
ENSG00000179796,LRRC3B,27,0.33076,8,-1.8429,51,1.29067,31,0.45261,22,-0.1148
ENSG00000033867,SLC4A7,73,-0.2830,79,-0.0893,80,-0.0530,63,-0.4325,120,0.68278
ENSG00000187118,CMC1,24,0.91073,9,-1.0231,15,-0.1591,20,0.26498,13,-0.4870
ENSG00000163512,AZI2,79,-0.5091,117,0.30380,105,0.06326,78,-0.4022,129,0.44413
ENSG00000144642,RBMS3,14,-1.3129,13,-1.2757,119,2.64166,32,0.22272,29,0.07935
ENSG00000163527,STT3B,66,0.38203,54,-0.0668,47,-0.2925,51,-0.1609,47,-0.3105
ENSG00000152642,GPD1L,75,0.53154,83,0.68321,17,-1.8513,31,-1.0032,32,-1.0433
ENSG00000091317,CMTM6,10,-0.8924,12,-0.4577,56,2.25512,19,0.32056,10,-0.7598
ENSG00000144635,DYNC1LI1,85,0.24024,96,0.46996,40,-1.0031,58,-0.4183,58,-0.4725
ENSG00000170266,GLB1,15,-0.0845,15,-0.1181,11,-0.5181,21,0.50893,17,0.19851
ENSG00000170275,CRTAP,41,-0.4963,47,-0.1757,75,0.60388,76,0.63682,55,0.13316
ENSG00000173705,SUSD5,14,-0.0942,18,0.43187,32,1.28783,4,-1.9943,7,-1.0873
ENSG00000153558,FBXL2,52,0.63225,58,0.81057,5,-3.1059,15,-1.4497,19,-1.2261
ENSG00000153560,UBP1,63,0.39702,55,0.04729,50,-0.1085,55,0.04628,33,-0.8044
ENSG00000163539,CLASP2,221,0.22358,247,0.42102,170,-0.2637,147,-0.4886,135,-0.6756
ENSG00000170248,PDCD6IP,53,-0.0938,69,0.46990,81,0.60717,27,-1.0672,40,-0.5510
ENSG00000172995,ARPP21,318,0.53008,331,0.53556,108,-1.3232,80,-1.7725,181,-0.5868
ENSG00000168016,TRANK1,10,-0.7943,28,1.41207,10,-0.6276,0,-4.5423,16,0.05562
ENSG00000178567,EPM2AIP1,113,0.23341,113,0.20188,86,-0.2684,83,-0.3251,82,-0.3755
ENSG00000076242,MLH1,18,0.47238,11,-0.5021,21,0.59236,14,-0.0521,10,-0.5795
ENSG00000093167,LRRFIP2,40,-0.2015,46,0.11963,72,0.82378,31,-0.5371,39,-0.1830
ENSG00000144674,GOLGA4,429,-0.2632,491,0.02938,897,1.01743,276,-0.8721,480,-0.0127
ENSG00000144677,CTDSPL,25,-0.2263,25,-0.1686,40,0.63269,41,0.63763,23,-0.3010
ENSG00000136059,VILL,11,-0.4284,9,-0.6864,14,0.03056,39,1.70997,13,-0.0792
ENSG00000060971,ACAA1,56,0.23213,41,-0.3753,78,0.70888,62,0.33254,33,-0.6803
ENSG00000172939,OXSR1,30,-0.0726,32,0.01963,36,0.21004,12,-1.3913,40,0.44371
ENSG00000114739,ACVR2B,13,-0.0649,19,0.72536,5,-1.5323,8,-0.7713,13,-0.0647
ENSG00000114742,WDR48,64,0.01845,72,0.25584,61,-0.0636,50,-0.3744,58,-0.1675
ENSG00000114745,GORASP1,25,0.22237,28,0.36906,21,-0.1119,26,0.17259,11,-1.2085
ENSG00000144659,SLC25A38,23,0.42289,18,-0.0964,10,-1.0529,36,0.99212,10,-1.0875
ENSG00000168028,RPSA,528,-0.0049,367,-0.6833,437,-0.3000,1045,1.12765,563,0.10977
ENSG00000168314,MOBP,336,0.09268,141,-1.4680,312,-0.0525,49,-2.8201,711,1.58552
ENSG00000170011,MYRIP,41,0.04928,62,0.93998,31,-0.4092,15,-1.4532,23,-0.9254
ENSG00000114784,EIF1B,172,0.70035,142,0.18191,58,-1.2382,124,-0.0742,66,-1.1212
ENSG00000168032,ENTPD3,18,0.54889,13,-0.1653,5,-1.4258,18,0.34257,12,-0.3822
ENSG00000188846,RPL14,506,-0.0533,386,-0.5580,500,-0.0572,783,0.67033,618,0.31771
ENSG00000172888,ZNF621,7,-1.2409,12,-0.2130,24,0.94646,21,0.74260,19,0.63045
ENSG00000168036,CTNNB1,220,0.27617,189,-0.0707,168,-0.2427,208,0.09750,165,-0.2952
ENSG00000182606,TRAK1,63,0.14841,52,-0.2591,71,0.28473,90,0.66712,42,-0.5978
ENSG00000187094,CCK,1225,1.34190,521,-0.6876,358,-1.1461,1057,0.54781,202,-2.1150
ENSG00000114812,VIPR1,23,0.77609,18,0.09592,6,-1.5269,2,-3.0004,16,-0.0829
ENSG00000093183,SEC22C,45,0.11085,39,-0.1738,45,0.08535,49,0.20109,40,-0.1187
ENSG00000008324,SS18L2,51,0.78394,28,-0.4943,32,-0.2382,43,0.22933,22,-0.8355
ENSG00000114857,NKTR,82,-1.0397,157,0.26740,475,2.19253,37,-1.9668,100,-0.5364
ENSG00000114853,ZBTB47,32,-0.5713,32,-0.5180,71,0.85462,64,0.69202,51,0.36491
ENSG00000010282,HHATL,45,-0.1340,10,-2.5629,105,1.32126,131,1.73428,39,-0.3514
ENSG00000181061,HIGD1A,274,0.36549,234,-0.0072,119,-1.0516,281,0.28437,193,-0.3364
ENSG00000144647,POMGNT2,48,0.92515,26,-0.5001,23,-0.5725,50,0.65114,13,-1.5333
ENSG00000163788,SNRK,64,0.23709,57,-0.0210,78,0.47511,42,-0.4836,44,-0.4619
ENSG00000160746,ANO10,31,-0.1105,38,0.27352,81,1.52387,7,-2.2383,17,-1.0338
ENSG00000011198,ABHD5,25,-0.1733,23,-0.3052,62,1.41818,18,-0.5878,23,-0.2485
ENSG00000179152,TCAIM,19,-0.2096,19,-0.1885,26,0.33447,29,0.51498,21,0.02771
ENSG00000185219,ZNF445,21,-0.2106,25,0.14968,32,0.52443,18,-0.3766,22,-0.0335
ENSG00000186448,ZNF197,20,-0.4096,26,0.14681,37,0.68773,23,-0.0480,24,-0.0282
ENSG00000163807,KIAA1143,74,0.19954,66,-0.0644,82,0.30510,50,-0.4640,61,-0.1980
ENSG00000169964,TMEM42,20,0.33714,12,-0.5740,14,-0.2427,31,0.95778,13,-0.4612
ENSG00000163812,ZDHHC3,36,0.57426,31,0.21524,31,0.16314,17,-0.7503,12,-1.3498
ENSG00000075914,EXOSC7,22,0.17842,22,0.17022,30,0.63671,16,-0.3980,12,-0.9146
ENSG00000249992,TMEM158,38,1.09209,25,-0.0526,13,-0.9662,19,-0.4623,9,-1.5863
ENSG00000211456,SACM1L,66,0.41596,82,0.85354,14,-2.0316,23,-1.3142,31,-0.9845
ENSG00000163818,LZTFL1,64,0.76115,59,0.44991,17,-1.4989,26,-0.8909,22,-1.2780
ENSG00000163827,LRRC2,70,1.58764,37,-0.1382,13,-1.6839,21,-0.9724,7,-2.6075
ENSG00000181585,TMIE,13,-0.0387,17,0.57830,16,0.26673,6,-1.0798,9,-0.5590
ENSG00000160799,CCDC12,64,0.68662,43,-0.2321,60,0.33323,33,-0.5958,28,-0.9222
ENSG00000181555,SETD2,111,-0.3904,159,0.35474,212,0.75175,30,-2.2453,153,0.23686
ENSG00000114648,KLHL18,31,0.06285,44,0.80004,24,-0.3461,9,-1.8530,22,-0.5555
ENSG00000076201,PTPN23,34,0.29205,33,0.24604,17,-0.8578,31,0.06633,22,-0.5290
ENSG00000114650,SCAP,38,0.47340,28,-0.1869,28,-0.1876,40,0.40321,19,-0.8127
ENSG00000163832,ELP6,27,0.28400,24,0.00650,17,-0.5259,36,0.63300,15,-0.7475
ENSG00000114646,CSPG5,117,-0.5421,114,-0.5338,168,0.17440,351,1.41815,166,0.17134
ENSG00000173473,SMARCC1,54,-1.1712,93,-0.0798,157,0.78298,74,-0.4342,171,1.08260
ENSG00000132153,DHX30,127,0.62816,96,-0.0391,61,-0.7341,82,-0.2863,71,-0.5581
ENSG00000047849,MAP4,339,0.09111,366,0.23320,262,-0.3444,291,-0.1826,290,-0.2041
ENSG00000172113,NME6,11,-0.8629,19,0.25921,24,0.63344,30,1.01123,13,-0.3427
ENSG00000164050,PLXNB1,26,-0.8434,13,-1.8757,91,1.41480,101,1.60241,48,0.36349
ENSG00000232112,TMA7,511,0.28824,358,-0.4458,327,-0.5094,568,0.36629,481,0.10877
ENSG00000164054,SHISA5,56,-0.0588,60,0.08588,56,-0.0370,57,-0.0042,57,-0.0023
ENSG00000010256,UQCRC1,225,0.49691,195,0.13151,122,-0.6238,197,0.12250,104,-0.9478
ENSG00000008300,CELSR3,9,-0.5914,18,0.72996,11,-0.2292,11,-0.2089,12,0.01465
ENSG00000213672,NCKIPSD,68,1.13546,36,-0.3807,27,-0.7492,32,-0.4812,23,-1.0524
ENSG00000068745,IP6K2,66,0.59623,57,0.20392,27,-0.9687,41,-0.3461,32,-0.7978
ENSG00000114302,PRKAR2A,56,-0.3106,81,0.46728,63,-0.0348,56,-0.2225,62,-0.0641
ENSG00000177479,ARIH2,41,0.17759,41,0.12500,50,0.43174,22,-0.8408,30,-0.3847
ENSG00000178467,P4HTM,92,1.00358,50,-0.4128,26,-1.3170,83,0.45593,30,-1.2203
ENSG00000178252,WDR6,44,-0.0799,37,-0.4192,86,1.03828,74,0.77061,29,-0.7888
ENSG00000178057,NDUFAF3,71,0.44224,60,0.03462,19,-1.7128,97,0.80714,35,-0.8926
ENSG00000178035,IMPDH2,41,0.20966,37,0.00520,39,0.06890,52,0.52195,22,-0.8734
ENSG00000198218,QRICH1,46,0.40719,35,-0.2043,57,0.62652,39,-0.0106,21,-1.0111
ENSG00000172053,QARS,29,0.19736,25,-0.0995,30,0.21770,30,0.22392,20,-0.4956
ENSG00000172046,USP19,18,0.07159,19,0.10761,20,0.15395,19,0.11770,13,-0.4606
ENSG00000172037,LAMB2,14,-1.1329,6,-2.4260,114,2.77435,45,0.93142,22,-0.2046
ENSG00000185909,KLHDC8B,26,0.52957,20,-0.0135,15,-0.5138,35,0.88016,6,-1.8994
ENSG00000114316,USP4,40,-0.1759,50,0.26260,48,0.14316,52,0.29308,35,-0.3874
ENSG00000067560,RHOA,181,0.05832,120,-0.7186,277,0.73492,296,0.85030,141,-0.3789
ENSG00000145022,TCTA,19,0.21194,11,-0.7127,20,0.24658,32,1.03508,13,-0.4560
ENSG00000145029,NICN1,49,0.81526,32,-0.2134,17,-1.0865,37,0.08346,22,-0.7959
ENSG00000173402,DAG1,36,-0.4289,20,-1.3779,115,1.62978,78,0.94273,43,-0.0336
ENSG00000164061,BSN,138,0.19961,162,0.52185,68,-0.9634,83,-0.6566,101,-0.3856
ENSG00000164062,APEH,58,0.59040,48,0.10256,17,-1.4465,66,0.59591,21,-1.2810
ENSG00000164068,RNF123,20,0.93707,13,-0.1422,3,-2.0460,14,-0.0382,8,-0.8237
ENSG00000176095,IP6K1,52,0.52030,32,-0.4800,32,-0.3960,47,0.18213,38,-0.1675
ENSG00000164076,CAMKV,253,1.08383,140,-0.3570,86,-1.0310,185,0.14900,73,-1.3675
ENSG00000164077,MON1A,19,0.07107,19,-0.0021,9,-1.1281,29,0.69030,18,-0.1199
ENSG00000004534,RBM6,49,-0.4994,62,0.02068,182,1.86931,25,-1.3898,45,-0.5445
ENSG00000003756,RBM5,67,0.29362,54,-0.1634,96,0.79454,41,-0.5580,41,-0.6263
ENSG00000114353,GNAI2,136,-0.1461,91,-0.8650,329,1.36941,218,0.65361,118,-0.3611
ENSG00000012171,SEMA3B,21,0.33714,3,-2.8532,53,1.84392,33,1.02016,9,-1.0215
ENSG00000243477,NAA80,19,0.92033,12,-0.1855,12,-0.0605,6,-1.1843,7,-0.9556
ENSG00000114383,TUSC2,109,0.72009,84,0.04704,24,-1.8586,69,-0.2693,59,-0.5418
ENSG00000114388,NPRL2,23,0.58737,18,-0.0829,21,0.19748,9,-1.0511,13,-0.6026
ENSG00000126062,TMEM115,23,0.03604,24,0.14758,30,0.47768,23,0.07478,15,-0.7104
ENSG00000007402,CACNA2D2,12,-0.1128,16,0.39267,1,-2.9133,3,-1.9555,20,0.85097
ENSG00000088543,C3orf18,19,0.08452,18,-0.0419,11,-0.6978,27,0.62356,16,-0.1784
ENSG00000088538,DOCK3,140,0.43858,162,0.69344,28,-2.1218,62,-0.9684,74,-0.7744
ENSG00000145050,MANF,27,0.68671,18,-0.2537,19,-0.1426,18,-0.1786,13,-0.7406
ENSG00000259956,RBM15B,32,0.23426,27,-0.1181,25,-0.1862,55,1.05974,14,-1.2045
ENSG00000145041,DCAF1,17,-0.1813,22,0.29024,31,0.80489,7,-1.4211,17,-0.1609
ENSG00000164080,RAD54L2,9,-1.0854,25,0.98594,26,0.78890,5,-1.5784,16,0.00113
ENSG00000164081,TEX264,26,0.07765,20,-0.4273,45,0.93909,41,0.80276,13,-1.0595
ENSG00000090097,PCBP4,17,-0.4558,15,-0.7117,47,1.26231,44,1.13599,17,-0.3787
ENSG00000248487,ABHD14A,57,0.57778,38,-0.3094,15,-1.6434,72,0.75204,33,-0.5443
ENSG00000162244,RPL29,386,0.04477,229,-0.9214,429,0.19977,764,1.16873,369,-0.0441
ENSG00000164086,DUSP7,34,0.21594,36,0.29912,15,-1.0646,24,-0.3869,28,-0.1311
ENSG00000023330,ALAS1,33,0.65444,26,0.08604,4,-2.4834,20,-0.3295,21,-0.3271
ENSG00000247596,TWF2,44,0.78311,38,0.31738,13,-1.3086,29,-0.1803,11,-1.6567
ENSG00000164091,WDR82,172,0.15812,181,0.23286,147,-0.1413,89,-0.9059,151,-0.1078
ENSG00000163930,BAP1,79,-0.0714,64,-0.4658,72,-0.1988,147,0.96036,86,0.08899
ENSG00000010322,NISCH,112,0.62079,64,-0.5834,76,-0.2018,99,0.20621,71,-0.3474
ENSG00000168268,NT5DC2,15,-0.0958,12,-0.3826,23,0.64938,26,0.84143,12,-0.4408
ENSG00000168273,SMIM4,25,0.47699,11,-1.0613,14,-0.5972,53,1.57727,13,-0.8049
ENSG00000163939,PBRM1,53,-0.4640,72,0.16459,133,1.15480,29,-1.2480,69,0.06521
ENSG00000163938,GNL3,89,0.29629,99,0.48373,82,0.08598,29,-1.4941,48,-0.7968
ENSG00000016864,GLT8D1,28,0.21537,16,-0.8576,30,0.27852,51,1.17314,19,-0.4788
ENSG00000114902,SPCS1,147,0.64009,96,-0.3181,56,-1.0888,151,0.46599,82,-0.5541
ENSG00000114904,NEK4,21,0.39014,13,-0.5366,11,-0.6505,22,0.40367,18,0.07482
ENSG00000163932,PRKCD,20,1.09152,18,0.64780,2,-2.3786,3,-1.9196,2,-2.5647
ENSG00000163931,TKT,83,0.19321,72,-0.0947,86,0.20200,111,0.60449,46,-0.8492
ENSG00000272886,DCP1A,27,0.19467,24,-0.0615,34,0.50797,15,-0.7870,22,-0.2119
ENSG00000157388,CACNA1D,17,-0.7986,36,0.70295,40,0.70769,14,-0.9244,26,0.01361
ENSG00000016391,CHDH,13,-1.0101,4,-2.6019,44,1.11424,77,2.18787,28,0.42544
ENSG00000113811,SELENOK,122,0.24336,76,-0.6900,92,-0.2716,149,0.49493,126,0.23995
ENSG00000157445,CACNA2D3,59,0.57254,69,0.81457,29,-0.7570,11,-2.0851,16,-1.6935
ENSG00000187672,ERC2,168,-0.6586,291,0.49421,185,-0.3431,54,-2.1880,372,0.90640
ENSG00000180376,CCDC66,34,-1.0627,61,0.14396,139,1.50257,21,-1.5339,75,0.49164
ENSG00000163946,TASOR,56,-0.1275,64,0.15075,87,0.60832,40,-0.5981,55,-0.1342
ENSG00000163947,ARHGEF3,90,1.24976,59,0.09518,20,-1.5883,27,-1.1092,19,-1.7633
ENSG00000157500,APPL1,125,-0.0157,140,0.21492,166,0.44767,68,-0.9412,115,-0.1577
ENSG00000174840,PDE12,31,0.67177,20,-0.2982,26,0.12308,29,0.33878,10,-1.3673
ENSG00000168374,ARF4,57,0.28528,44,-0.2403,53,0.09575,71,0.56535,34,-0.6628
ENSG00000163681,SLMAP,104,-0.2394,118,0.03217,184,0.74459,67,-0.8437,128,0.17338
ENSG00000163686,ABHD6,38,0.49087,31,0.01798,20,-0.6783,27,-0.2102,24,-0.4365
ENSG00000163684,RPP14,23,0.30263,24,0.33232,25,0.32652,12,-0.8256,11,-0.9836
ENSG00000168297,PXK,68,0.60779,40,-0.5222,69,0.40367,38,-0.5053,42,-0.3918
ENSG00000168291,PDHB,79,0.59029,52,-0.3376,49,-0.3761,84,0.48353,39,-0.7812
ENSG00000168301,KCTD6,33,0.81595,12,-1.1868,29,0.32179,44,1.00082,10,-1.3687
ENSG00000168309,FAM107A,513,-0.5826,399,-0.9663,904,0.46754,1221,0.97302,1031,0.78749
ENSG00000144724,PTPRG,27,-0.8893,42,-0.0252,113,1.66778,38,-0.1528,40,-0.1041
