Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000115380,EFEMP1,74,1.34453,83,1.31823,21,-0.9341,6,-3.2900,52,0.60831
ENSG00000055813,CCDC85A,4,-3.7088,7,-2.7282,20,-1.1756,70,1.53237,55,0.48611
ENSG00000028116,VRK2,74,3.48677,31,0.73655,2,-3.0697,0,-5.7419,8,-1.4963
ENSG00000115392,FANCL,52,1.16585,22,-0.4387,55,1.08298,21,-0.6966,12,-1.4676
ENSG00000119866,BCL11A,15,-2.8085,91,0.00080,235,1.63408,108,0.42512,62,-0.6585
ENSG00000115421,PAPOLG,17,-0.3190,32,0.76962,22,0.11982,20,0.02414,16,-0.3704
ENSG00000162929,KIAA1841,24,-0.3777,52,0.93587,26,-0.2031,28,-0.1110,29,-0.0579
ENSG00000237651,C2orf74,48,-0.2622,30,-0.9492,73,0.41970,59,0.11488,63,0.21110
ENSG00000115464,USP34,145,0.35857,209,0.92745,153,0.40818,91,-0.6013,89,-0.5135
ENSG00000082898,XPO1,101,0.17858,139,0.67898,117,0.39749,82,-0.2520,65,-0.5965
ENSG00000170264,FAM161A,54,0.86445,63,1.02858,25,-0.5026,21,-1.0134,31,-0.1734
ENSG00000115484,CCT4,117,-0.5724,59,-1.5692,138,-0.2675,239,1.07677,123,-0.4903
ENSG00000173163,COMMD1,37,0.02952,15,-1.3408,20,-0.9324,52,0.97453,24,-0.7100
ENSG00000170340,B3GNT2,7,-1.0110,11,-0.3381,32,1.42630,15,0.28806,9,-0.7404
ENSG00000115504,EHBP1,60,-0.9662,79,-0.4710,145,0.49910,126,0.41947,110,0.04706
ENSG00000143951,WDPCP,35,0.61639,54,1.26904,38,0.67172,17,-0.8709,12,-1.2655
ENSG00000014641,MDH1,111,-2.6508,112,-2.4976,250,-1.3089,1129,2.35747,367,-0.7951
ENSG00000169764,UGP2,69,-2.3007,172,-0.8017,158,-0.9252,361,0.60800,477,0.99471
ENSG00000143952,VPS54,19,0.80361,28,1.30963,8,-0.6566,6,-1.2969,13,0.00895
ENSG00000197329,PELI1,26,0.53841,27,0.54906,42,1.31935,12,-0.9432,11,-0.8846
ENSG00000119862,LGALSL,9,-1.5190,10,-1.3598,52,1.29768,28,0.41104,23,-0.0563
ENSG00000119844,AFTPH,39,-0.9710,79,0.21327,74,0.11947,87,0.61114,55,-0.3865
ENSG00000179833,SERTAD2,33,1.23765,22,0.37999,30,0.87945,8,-1.5656,13,-0.5109
ENSG00000237638,LINC02245,4,-1.9314,12,-0.2151,0,-4.4425,20,1.09158,18,0.48463
ENSG00000115902,SLC1A4,23,-1.5751,100,0.84308,42,-0.5538,65,0.20436,76,0.42739
ENSG00000011523,CEP68,46,-0.6881,85,0.32683,104,0.67155,80,0.36086,45,-0.7202
ENSG00000138069,RAB1A,83,-0.8710,53,-1.4672,136,-0.0204,197,0.98293,120,-0.2485
ENSG00000138071,ACTR2,185,-0.8657,178,-0.8499,279,-0.1498,424,0.88986,273,-0.2109
ENSG00000198369,SPRED2,5,-2.6407,20,-0.6493,20,-0.6189,46,1.20255,34,0.19432
ENSG00000143971,ETAA1,22,0.54383,19,0.23031,28,0.91789,10,-0.9776,15,-0.0810
ENSG00000197223,C1D,47,-0.4429,35,-0.8646,53,-0.2203,77,0.60955,60,-0.0379
ENSG00000243667,WDR92,15,0.08509,22,0.66929,22,0.70513,13,-0.1444,8,-1.0069
ENSG00000115946,PNO1,13,0.24978,16,0.51929,17,0.64843,12,-0.0112,5,-1.3911
ENSG00000221823,PPP3R1,15,-2.8479,64,-0.5992,119,0.37020,137,1.05041,91,-0.0679
ENSG00000119865,CNRIP1,36,-2.0097,114,-0.1218,136,0.16596,172,0.92614,110,-0.1953
ENSG00000169604,ANTXR1,38,0.94043,27,0.25188,22,-0.0537,8,-2.0498,37,0.93601
ENSG00000198380,GFPT1,26,-0.9566,15,-1.6583,53,0.21188,63,0.80692,46,-0.0046
ENSG00000169599,NFU1,31,-0.3863,15,-1.4573,22,-0.8451,52,0.81656,39,0.02029
ENSG00000115977,AAK1,85,-1.7717,237,-0.0894,248,-0.0141,367,1.09087,189,-0.4876
ENSG00000196975,ANXA4,30,1.16738,11,-0.5994,11,-0.5727,12,-0.6478,17,0.03658
ENSG00000087338,GMCL1,26,-0.2511,49,0.81036,16,-0.9048,31,0.11882,28,-0.1164
ENSG00000124380,SNRNP27,141,0.60883,108,0.08340,144,0.56357,74,-0.7072,96,-0.1139
ENSG00000059728,MXD1,11,-0.0489,26,1.32564,16,0.47728,12,0.05881,2,-2.4494
ENSG00000179818,PCBP1-AS1,25,1.01575,43,1.83748,4,-1.8655,6,-1.7349,14,-0.1530
ENSG00000169564,PCBP1,250,0.12900,166,-0.5333,231,-0.0120,267,0.35040,181,-0.4432
ENSG00000115998,C2orf42,15,0.41553,9,-0.3418,9,-0.4257,14,0.39225,7,-0.7905
ENSG00000116001,TIA1,85,0.73163,112,1.10847,76,0.44074,44,-0.5994,22,-1.5878
ENSG00000116005,PCYOX1,80,-0.4743,123,0.25925,171,0.79948,114,0.19516,71,-0.6771
ENSG00000143977,SNRPG,69,0.56153,25,-1.0808,12,-2.1311,50,-0.0357,67,0.50428
ENSG00000035141,FAM136A,14,-0.8598,6,-1.9418,11,-1.0655,32,0.89479,29,0.39125
ENSG00000163235,TGFA,44,2.94554,3,-2.2324,21,0.77438,2,-3.2505,6,-1.2770
ENSG00000075340,ADD2,15,-3.2440,98,-0.2958,180,0.68623,179,1.19064,80,-0.6651
ENSG00000144043,TEX261,27,0.53938,14,-0.6157,23,0.19131,17,-0.3349,21,0.06691
ENSG00000124357,NAGK,53,0.51080,39,-0.0540,42,0.04292,42,0.05938,26,-0.7676
ENSG00000124383,MPHOSPH10,119,0.61501,130,0.68562,123,0.58812,67,-0.5592,50,-0.9176
ENSG00000124374,PAIP2B,267,2.44763,139,0.66922,46,-1.0778,14,-3.3248,74,-0.3869
ENSG00000075292,ZNF638,460,0.78233,655,1.29100,351,0.22294,195,-0.9628,177,-0.9313
ENSG00000135636,DYSF,63,2.62064,11,-0.9538,9,-1.1725,7,-2.0150,15,-0.4881
ENSG00000003137,CYP26B1,1,-4.2666,10,-0.9107,35,1.12321,22,0.52994,22,0.38437
ENSG00000144036,EXOC6B,69,0.45028,77,0.55836,65,0.27748,42,-0.5914,49,-0.1940
ENSG00000135638,EMX1,0,-5.1708,4,-2.0291,16,-0.0921,33,2.22741,10,-0.9466
ENSG00000144040,SFXN5,36,-1.3361,51,-0.7136,18,-2.2508,73,-0.2582,190,1.80187
ENSG00000135631,RAB11FIP5,7,-2.8685,13,-1.7556,22,-1.0423,71,1.50688,50,0.25126
ENSG00000135632,SMYD5,15,-0.3224,12,-0.5855,16,-0.1468,22,0.54191,16,-0.1807
ENSG00000135617,PRADC1,21,-0.3062,11,-1.2709,8,-1.6054,33,0.75698,28,0.19744
ENSG00000135624,CCT7,91,-0.6875,54,-1.4148,125,-0.1304,199,1.09954,98,-0.5570
ENSG00000163013,FBXO41,13,-2.3340,36,-0.7139,93,0.82163,66,0.39677,73,0.47398
ENSG00000116127,ALMS1,32,1.04206,42,1.37510,15,-0.3302,7,-1.7681,18,-0.0775
ENSG00000144034,TPRKB,21,0.17169,16,-0.3220,12,-0.7248,20,0.08249,22,0.18963
ENSG00000144048,DUSP11,10,-0.6474,22,0.67598,2,-2.5543,16,0.24722,18,0.42500
ENSG00000124356,STAMBP,151,1.89684,55,-0.1973,77,0.33571,32,-1.3251,30,-1.2286
ENSG00000114956,DGUOK,39,-0.4453,27,-0.9679,68,0.47916,64,0.60643,39,-0.4655
ENSG00000163170,BOLA3,30,-0.9711,19,-1.5540,10,-2.5335,76,0.91453,75,0.59961
ENSG00000225439,BOLA3-AS1,13,-0.8374,16,-0.4395,17,-0.3295,31,1.00659,16,-0.5280
ENSG00000114978,MOB1A,34,0.56844,31,0.33481,15,-0.7947,15,-0.9742,37,0.72970
ENSG00000204843,DCTN1,212,-0.6192,236,-0.3956,280,-0.1243,415,0.86023,215,-0.5941
ENSG00000005448,WDR54,15,-1.0118,9,-1.6229,14,-0.9901,50,1.99898,10,-1.6292
ENSG00000114993,RTKN,120,3.26869,30,-0.1708,16,-1.1041,2,-4.7701,22,-0.7364
ENSG00000115274,INO80B,18,-0.5595,16,-0.6972,28,0.21567,34,0.80663,17,-0.6402
ENSG00000239779,WBP1,69,0.46465,43,-0.3366,27,-1.0614,47,-0.3039,70,0.50167
ENSG00000115275,MOGS,10,-0.5736,24,0.90261,12,-0.1486,14,0.12368,12,-0.2636
ENSG00000115289,PCGF1,7,-1.0073,9,-0.5686,15,0.27539,18,0.90937,9,-0.5578
ENSG00000115307,AUP1,56,0.11477,74,0.57014,58,0.16648,57,0.22522,25,-1.2268
ENSG00000115317,HTRA2,15,-1.1673,16,-1.0170,18,-0.7813,43,0.96460,34,0.18796
ENSG00000135622,SEMA4F,4,-2.0700,12,-0.5164,30,0.95915,26,1.24066,7,-1.4776
ENSG00000115350,POLE4,49,-0.2707,31,-0.9297,38,-0.6538,53,-0.1983,98,1.04162
ENSG00000115364,MRPL19,50,0.75851,18,-0.9439,26,-0.3973,36,0.16921,24,-0.5959
ENSG00000005436,GCFC2,22,0.79410,27,0.98892,19,0.38683,9,-1.0109,10,-0.6012
ENSG00000176204,LRRTM4,10,-2.0450,39,0.16574,50,0.58879,54,1.25817,13,-1.6393
ENSG00000066032,CTNNA2,48,-1.7434,114,-0.3105,66,-1.1480,174,0.59726,207,0.76676
ENSG00000162951,LRRTM1,1,-3.9154,10,-0.6946,49,2.06625,20,0.70777,6,-1.5112
ENSG00000163541,SUCLG1,122,0.21162,72,-0.6510,88,-0.3382,132,0.49445,78,-0.5679
ENSG00000034510,TMSB10,431,-2.4656,904,-1.2253,1239,-0.7461,3195,1.42031,2077,0.07430
ENSG00000176407,KCMF1,39,-0.9510,43,-0.7444,43,-0.7348,85,0.55820,91,0.53084
ENSG00000152291,TGOLN2,206,-0.1968,212,-0.1271,425,1.02661,247,0.17814,131,-0.9575
ENSG00000042445,RETSAT,27,0.62372,15,-0.3220,14,-0.4825,15,-0.4950,23,0.38013
ENSG00000042493,CAPG,22,0.87845,25,1.02074,3,-2.0690,5,-1.9103,22,0.94370
ENSG00000168906,MAT2A,112,0.50192,164,1.07879,91,0.08964,64,-0.6448,62,-0.5738
ENSG00000115486,GGCX,25,-0.0849,47,0.98346,21,-0.2865,25,-0.0578,20,-0.4440
ENSG00000168899,VAMP5,28,1.02816,13,-0.2795,13,-0.3882,3,-2.9051,34,1.52530
ENSG00000168894,RNF181,74,0.43107,25,-1.2874,42,-0.5285,62,0.14431,61,0.07652
ENSG00000168883,USP39,16,-0.4341,30,0.56521,22,0.10333,25,0.42442,13,-0.8228
ENSG00000168887,C2orf68,31,1.53186,31,1.26571,16,0.20032,2,-3.0124,13,-0.1870
ENSG00000115525,ST3GAL5,105,0.06803,84,-0.2846,100,-0.0184,113,0.28449,81,-0.3732
ENSG00000068654,POLR1A,12,-0.4809,18,0.14725,21,0.43383,18,0.28331,13,-0.3913
ENSG00000132300,PTCD3,87,0.30105,99,0.47946,120,0.79746,51,-0.8174,72,-0.0541
ENSG00000132305,IMMT,53,-0.9249,81,-0.2105,80,-0.2178,130,0.94850,67,-0.5463
ENSG00000132313,MRPL35,41,-0.4652,30,-0.9091,50,-0.1221,69,0.64409,51,-0.1113
ENSG00000068615,REEP1,14,-2.6461,60,-0.3822,130,0.87021,107,0.92137,60,-0.4335
ENSG00000115548,KDM3A,32,0.14441,39,0.44010,22,-0.4479,29,-0.0284,27,-0.1690
ENSG00000115561,CHMP3,115,-0.9959,255,0.33562,300,0.60900,220,0.15371,202,-0.0463
ENSG00000239305,RNF103,69,0.55567,58,0.18986,51,-0.0095,54,0.09373,26,-1.1115
ENSG00000153561,RMND5A,68,0.41543,26,-1.1476,63,0.23959,55,0.04461,49,-0.1996
ENSG00000172086,KRCC1,84,1.53536,71,0.95340,42,0.08169,16,-1.8164,27,-0.6381
ENSG00000144115,THNSL2,29,1.27101,2,-2.9443,4,-2.0006,14,-0.2373,17,0.18420
ENSG00000172005,MAL,737,3.57298,151,-0.4187,159,-0.3403,14,-4.4883,64,-1.8395
ENSG00000144029,MRPS5,94,-0.0264,169,0.94425,135,0.56124,91,-0.1252,51,-1.0676
ENSG00000144026,ZNF514,20,0.62691,35,1.52199,22,0.66875,10,-0.7588,3,-2.3477
ENSG00000115041,KCNIP3,12,-1.5673,20,-0.6635,34,0.16669,37,0.46195,41,0.54356
ENSG00000115042,FAHD2A,31,0.05819,41,0.49324,36,0.29650,30,-0.0123,21,-0.6166
ENSG00000232931,LINC00342,77,0.37896,333,3.33003,47,-0.4455,18,-2.3324,10,-2.8016
ENSG00000174501,ANKRD36C,306,0.88603,893,2.94010,137,-0.5405,45,-2.6971,57,-1.9814
ENSG00000084090,STARD7,146,-0.0610,130,-0.2358,115,-0.4320,155,0.06748,176,0.28195
ENSG00000135956,TMEM127,16,-1.6036,26,-0.7815,65,0.69930,62,1.03973,28,-0.7136
ENSG00000144021,CIAO1,116,-0.1482,133,0.08478,144,0.21298,147,0.38736,82,-0.7347
ENSG00000144028,SNRNP200,54,-0.2800,66,0.06683,55,-0.2238,74,0.38377,55,-0.2577
ENSG00000114982,KANSL3,24,-0.2645,40,0.59390,41,0.64361,30,0.22786,13,-1.2059
ENSG00000168763,CNNM3,22,1.17306,25,1.22397,5,-1.3827,6,-1.3831,11,-0.1012
ENSG00000213337,ANKRD39,22,-0.5615,17,-0.8744,18,-0.7773,41,0.79942,30,0.00021
ENSG00000168758,SEMA4C,30,1.13527,17,0.02293,20,0.31529,10,-1.0123,14,-0.2448
ENSG00000144199,FAHD2B,31,0.07350,32,0.12789,23,-0.4034,31,0.08790,28,-0.0801
ENSG00000135976,ANKRD36,166,0.58893,511,2.69967,131,0.12271,45,-1.9417,31,-2.1968
ENSG00000230606,AC092683.1,14,-1.9552,279,3.62554,58,0.30174,24,-1.3672,8,-2.7716
ENSG00000196912,ANKRD36B,61,0.56779,189,2.66427,53,0.23605,17,-1.8892,11,-2.3059
ENSG00000135940,COX5B,346,-1.0482,165,-2.0756,200,-1.7853,884,0.87478,917,0.67435
ENSG00000115073,ACTR1B,28,-1.6603,37,-1.1193,69,-0.1913,113,1.05702,81,0.07365
ENSG00000075568,TMEM131,60,-0.0028,123,1.19038,113,1.03832,40,-0.8607,43,-0.5750
ENSG00000040933,INPP4A,19,-1.9857,34,-1.0107,49,-0.4714,93,0.97262,81,0.39492
ENSG00000183513,COA5,56,-0.0795,37,-0.6868,43,-0.4619,62,0.14193,72,0.38124
ENSG00000115446,UNC50,36,0.38456,14,-1.0795,17,-0.7934,41,0.90016,13,-1.3494
ENSG00000071073,MGAT4A,17,-1.0987,41,0.37465,69,1.28133,32,-0.0318,26,-0.3689
ENSG00000196872,KIAA1211L,15,-2.8761,48,-1.0251,131,0.57391,149,1.42328,61,-0.7163
ENSG00000135951,TSGA10,45,1.39606,52,1.43091,11,-1.1075,14,-1.0307,8,-1.5719
ENSG00000158411,MITD1,35,1.08545,31,0.69156,19,-0.1107,14,-0.7245,12,-0.8683
ENSG00000185414,MRPL30,32,-0.3632,36,-0.1376,34,-0.2432,44,0.30191,41,0.07646
ENSG00000115514,TXNDC9,15,-0.6130,25,0.18380,16,-0.4721,32,0.99856,11,-1.1365
ENSG00000158417,EIF5B,657,0.88751,651,0.74147,614,0.64323,283,-0.8318,221,-1.0648
ENSG00000135945,REV1,63,0.49336,100,1.23415,64,0.46249,37,-0.5716,21,-1.3373
ENSG00000144218,AFF3,11,-2.1663,55,0.33218,74,0.83358,55,0.52570,38,-0.2925
ENSG00000170500,LONRF2,44,-2.1222,160,-0.0386,224,0.51572,228,0.91978,125,-0.4661
ENSG00000115526,CHST10,13,-1.2161,22,-0.3374,30,0.14888,40,1.09839,17,-0.8166
ENSG00000115539,PDCL3,26,0.20373,29,0.35241,9,-1.3303,20,-0.2832,30,0.46056
ENSG00000170485,NPAS2,6,-2.9332,53,0.48681,73,1.02358,45,0.34383,37,-0.0825
ENSG00000071082,RPL31,836,-0.2433,469,-1.1097,527,-0.9345,863,-0.2447,1735,1.18037
ENSG00000158435,CNOT11,12,-0.3146,20,0.55313,16,0.16113,15,0.05371,12,-0.2573
ENSG00000163162,RNF149,26,0.23909,37,0.77892,26,0.21474,23,0.05671,10,-1.3671
ENSG00000175874,CREG2,37,-4.1019,410,-0.3691,1057,1.20721,771,1.14455,275,-1.0686
ENSG00000071054,MAP4K4,1040,2.25080,596,0.73133,285,-0.4608,89,-2.6976,254,-0.7042
ENSG00000235597,LINC01102,21,1.20658,17,0.72066,2,-2.4624,8,-0.7247,9,-0.2657
ENSG00000233639,PANTR1,32,0.17456,28,-0.0814,3,-3.1725,32,0.24118,34,0.27320
ENSG00000198914,POU3F3,158,1.01886,110,0.26446,39,-1.3282,54,-1.1400,127,0.57521
ENSG00000135972,MRPS9,35,-0.2097,27,-0.5661,47,0.26561,51,0.65341,24,-0.8372
ENSG00000135966,TGFBRAP1,21,-0.0124,18,-0.2755,35,0.83129,21,-0.0709,17,-0.3500
ENSG00000135974,C2orf49,58,0.68407,68,0.84642,54,0.47831,24,-1.0824,35,-0.2526
ENSG00000115641,FHL2,1,-4.4313,17,-0.5010,21,-0.1481,45,2.23575,7,-1.8191
ENSG00000071051,NCK2,17,-1.3096,21,-0.9056,28,-0.4930,51,0.76128,48,0.40508
ENSG00000115652,UXS1,20,-0.8510,25,-0.4905,40,0.28386,47,0.93036,21,-0.7907
ENSG00000144057,ST6GAL2,13,-1.0069,54,1.33761,57,1.44306,17,-0.7838,19,-0.4034
ENSG00000135968,GCC2,323,-0.8036,710,0.52009,882,0.88955,547,0.14169,369,-0.5857
ENSG00000169756,LIMS1,49,1.15982,49,0.99605,39,0.61092,11,-1.7978,21,-0.4551
ENSG00000153201,RANBP2,107,-0.5259,182,0.37479,183,0.38308,179,0.56046,75,-1.1098
ENSG00000186522,SEPTIN10,93,3.12976,34,0.40178,29,0.11862,2,-4.2583,6,-2.4298
ENSG00000144061,NPHP1,15,0.30358,27,1.25003,15,0.25692,9,-0.6671,9,-0.5919
ENSG00000175701,MTLN,38,-1.6239,11,-3.2845,21,-2.3780,157,1.27139,141,0.60881
ENSG00000153107,ANAPC1,19,-0.8020,34,0.16942,39,0.38796,36,0.45079,24,-0.3942
ENSG00000144161,ZC3H8,41,0.02177,65,0.78336,35,-0.2231,43,0.14951,25,-0.8071
ENSG00000188177,ZC3H6,179,0.76309,237,1.14906,159,0.46573,55,-1.5467,111,-0.1336
ENSG00000114999,TTL,88,-0.0340,91,0.01687,133,0.63827,98,0.20900,54,-0.8740
ENSG00000125611,CHCHD5,34,0.19704,14,-1.1987,10,-1.6895,29,-0.1670,51,0.94699
ENSG00000144136,SLC20A1,27,-1.1454,45,-0.2435,43,-0.3280,75,0.96352,44,-0.3276
ENSG00000189223,PAX8-AS1,10,-0.4062,11,-0.2668,6,-1.2403,13,-0.0790,22,0.94494
ENSG00000136682,CBWD2,5,-1.5069,12,-0.0479,16,0.32512,16,0.59325,13,-0.0137
ENSG00000144134,RABL2A,8,-0.8789,22,0.82329,20,0.64196,16,0.52999,5,-1.5674
ENSG00000115084,SLC35F5,33,0.35207,74,1.69720,34,0.33899,15,-1.1680,19,-0.6046
ENSG00000115091,ACTR3,99,-0.1533,50,-1.1923,125,0.24457,125,0.38532,101,-0.1078
ENSG00000175497,DPP10,41,-1.2493,170,1.12152,164,1.05375,93,0.17492,40,-1.2804
ENSG00000235026,DPP10-AS1,2,-2.8643,3,-2.6200,16,-0.0298,30,1.85664,12,-0.5741
ENSG00000088205,DDX18,178,0.72822,169,0.53945,169,0.53716,95,-0.5439,70,-0.9373
ENSG00000125633,CCDC93,21,-0.2352,79,2.09795,26,0.15075,16,-0.9171,16,-0.7203
ENSG00000125629,INSIG2,14,-1.3138,29,-0.0926,33,0.12668,39,0.68928,28,-0.1107
ENSG00000144119,C1QL2,8,-0.7937,0,-5.1535,0,-5.8259,29,2.84788,2,-2.5359
ENSG00000155368,DBI,431,1.52386,115,-0.9040,94,-1.2170,97,-1.5204,300,0.71897
ENSG00000088179,PTPN4,32,-1.2152,106,0.77282,71,0.10642,76,0.36422,58,-0.2412
ENSG00000115109,EPB41L5,16,0.23982,26,1.00846,26,0.98937,8,-1.0816,12,-0.2965
ENSG00000226479,TMEM185B,23,0.91820,20,0.57621,18,0.42517,9,-0.8023,9,-0.7342
ENSG00000144118,RALB,29,-2.0954,50,-1.1608,40,-1.4882,141,0.75161,176,0.98123
ENSG00000074054,CLASP1,34,-0.8300,79,0.57579,72,0.43599,66,0.46202,34,-0.8041
ENSG00000236859,NIFK-AS1,41,1.73159,41,1.36723,0,-7.9213,5,-2.2834,18,0.02416
ENSG00000155438,NIFK,45,0.63028,33,0.06071,41,0.40031,27,-0.3432,23,-0.5624
ENSG00000211460,TSN,74,0.01731,89,0.31031,59,-0.3295,78,0.15234,62,-0.2859
ENSG00000136717,BIN1,418,1.69639,175,-0.1024,201,0.12047,109,-1.1255,109,-0.9184
ENSG00000163161,ERCC3,20,-0.6026,26,-0.1430,35,0.30776,35,0.53435,22,-0.4457
ENSG00000169967,MAP3K2,100,1.03510,109,1.02530,81,0.51552,32,-1.2218,34,-0.9097
ENSG00000163166,IWS1,188,1.26423,142,0.57249,111,0.17719,54,-1.2487,76,-0.4764
ENSG00000136709,WDR33,48,-0.0021,59,0.33148,57,0.28930,41,-0.3690,52,0.15350
ENSG00000144231,POLR2D,42,0.49213,46,0.57623,37,0.22513,29,-0.2625,20,-0.7998
ENSG00000136715,SAP130,10,-0.8328,18,0.12118,24,0.64199,20,0.51695,11,-0.7031
ENSG00000136731,UGGT1,43,0.49715,54,0.84192,39,0.27092,27,-0.3879,19,-0.9107
ENSG00000136720,HS6ST1,30,-1.4171,36,-1.0208,14,-2.3763,114,1.45429,69,-0.0428
ENSG00000136699,SMPD4,42,0.29529,56,0.75157,28,-0.3432,27,-0.6059,39,0.19510
ENSG00000152082,MZT2B,260,-0.7350,154,-1.4664,190,-1.1483,478,0.46247,607,0.80659
ENSG00000136710,CCDC115,36,-0.4088,27,-0.8121,40,-0.1977,54,0.47009,48,0.11955
ENSG00000136718,IMP4,35,-0.7383,31,-0.8432,41,-0.4076,65,0.50545,66,0.39837
ENSG00000072135,PTPN18,19,0.22513,21,0.35089,21,0.34993,14,-0.3928,16,-0.1019
ENSG00000178171,AMER3,0,-5.4576,14,-0.1615,16,0.11285,26,1.63444,9,-0.8409
ENSG00000136002,ARHGEF4,66,-1.2822,139,-0.0228,119,-0.2675,148,0.11084,216,0.81268
ENSG00000152102,FAM168B,87,-0.7815,108,-0.3857,101,-0.4845,182,0.74241,133,-0.0563
ENSG00000115762,PLEKHB2,144,-0.9555,127,-1.0675,264,0.06696,324,0.65024,279,0.17319
ENSG00000173272,MZT2A,78,-1.2230,78,-1.1216,97,-0.7984,196,0.49650,251,0.84539
ENSG00000150551,LYPD1,9,-0.7727,14,-0.1109,13,-0.2470,8,-1.1315,35,1.76957
ENSG00000176771,NCKAP5,122,2.70218,82,1.23584,19,-1.0889,1,-5.2320,21,-1.0733
ENSG00000152127,MGAT5,57,0.00928,47,-0.2850,74,0.44915,65,0.35906,34,-0.8372
ENSG00000152128,TMEM163,4,-2.2088,8,-1.2056,17,-0.0690,30,1.62000,12,-0.6807
ENSG00000082258,CCNT2,47,-0.0493,108,1.34096,68,0.54567,40,-0.4292,28,-0.9429
ENSG00000115839,RAB3GAP1,47,-0.9681,114,0.50688,133,0.77380,90,0.18721,66,-0.4011
ENSG00000048991,R3HDM1,48,-1.9790,221,0.51015,205,0.38767,227,0.93761,94,-0.9296
ENSG00000144224,UBXN4,350,1.11337,287,0.59914,240,0.29953,122,-1.0306,138,-0.6360
ENSG00000076003,MCM6,16,0.15451,3,-2.0697,17,0.26725,19,0.69472,8,-0.8804
ENSG00000115866,DARS,126,0.54257,106,0.18204,93,-0.0349,73,-0.5856,102,0.13756
ENSG00000150540,HNMT,20,0.25839,29,0.83221,18,0.09799,14,-0.5112,16,-0.1907
ENSG00000144228,SPOPL,40,1.06396,15,-0.7126,14,-0.7229,18,-0.5440,25,0.14367
ENSG00000168702,LRP1B,22,-1.5461,143,1.56036,165,1.83938,36,-0.9880,40,-0.6397
ENSG00000121964,GTDC1,83,-0.6217,134,0.19570,138,0.24043,113,-0.1177,149,0.42063
ENSG00000169554,ZEB2,1268,2.15144,818,0.88046,476,-0.0201,115,-2.6571,264,-1.0218
ENSG00000121989,ACVR2A,15,-0.3732,23,0.35438,46,1.54323,15,-0.4842,13,-0.5429
ENSG00000115947,ORC4,27,-1.3781,55,-0.1862,47,-0.4567,84,0.79829,66,0.10158
ENSG00000204406,MBD5,33,0.01580,68,1.23571,48,0.61123,25,-0.5666,22,-0.6755
ENSG00000135999,EPC2,38,-0.0312,42,0.11997,81,1.22677,35,-0.2533,25,-0.7342
ENSG00000168280,KIF5C,674,-0.1908,863,0.22597,712,-0.0839,712,-0.1246,867,0.26477
ENSG00000168288,MMADHC,23,-0.6560,14,-1.2920,15,-1.1831,54,1.43657,22,-0.7478
ENSG00000080345,RIF1,313,0.86405,355,0.95540,275,0.51783,139,-0.7965,95,-1.2453
ENSG00000162980,ARL5A,81,0.06151,115,0.62525,71,-0.1435,70,-0.2472,76,-0.0388
ENSG00000182389,CACNB4,30,-2.6331,226,0.59196,292,1.03514,195,0.56594,106,-0.6719
ENSG00000115145,STAM2,34,0.49711,23,-0.1649,33,0.38978,20,-0.5161,26,0.03569
ENSG00000157827,FMNL2,796,2.27691,514,0.95261,256,-0.1976,73,-2.5666,124,-1.4152
ENSG00000196504,PRPF40A,241,1.27906,216,0.87522,165,0.41815,64,-1.4001,78,-0.8452
ENSG00000144278,GALNT13,27,1.22426,14,-0.0236,10,-0.5649,14,-0.0603,5,-1.6689
ENSG00000162989,KCNJ3,18,-2.8345,112,0.00902,115,0.04280,173,1.29453,79,-0.5911
ENSG00000153234,NR4A2,8,-2.6730,76,0.86891,263,3.64658,8,-3.0471,31,-0.6539
ENSG00000115159,GPD2,15,-1.2954,44,0.50907,70,1.29861,17,-1.2801,55,1.04948
ENSG00000136541,ERMN,2303,3.96490,354,-0.7696,398,-0.5891,23,-5.3545,167,-2.0236
ENSG00000123612,ACVR1C,18,0.36781,0,-4.6646,0,-6.6245,25,1.58895,6,-1.4596
ENSG00000153237,CCDC148,15,-0.3884,33,0.92459,37,1.10264,12,-0.8701,19,0.04974
ENSG00000144283,PKP4,636,1.94053,440,0.87621,183,-0.5473,96,-1.9424,159,-0.8415
ENSG00000115183,TANC1,45,2.14713,27,0.77528,10,-0.8422,4,-2.3834,12,-0.5821
ENSG00000196151,WDSUB1,10,-0.2601,16,0.54488,17,0.60419,13,0.38595,4,-1.5684
ENSG00000123636,BAZ2B,583,1.18454,1009,2.03816,245,-0.4336,83,-2.5233,232,-0.5670
ENSG00000136536,MARCH7,42,-2.7236,53,0.37848,53,0.37241,38,-0.2129,39,-0.1595
ENSG00000153250,RBMS1,11,-1.1343,39,1.00913,24,0.22061,23,0.16916,18,-0.2680
ENSG00000136560,TANK,36,0.54376,24,-0.1868,29,0.13755,27,-0.0127,18,-0.6531
ENSG00000115233,PSMD14,77,-0.1433,62,-0.4651,82,-0.0298,101,0.50032,65,-0.4199
ENSG00000136535,TBR1,14,-3.1562,101,-0.0513,249,1.49108,120,0.34549,94,-0.1946
