Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000156136,DCK,9,-1.1386,3,-2.8518,11,-0.8960,10,-1.0218,10,-1.0615,25,0.35111,27,0.46708,46,1.62357
ENSG00000080493,SLC4A4,144,0.01326,7,-4.4080,643,2.77842,33,-2.2002,197,0.58009,115,-0.3828,41,-1.8971,42,-1.9524
ENSG00000132466,ANKRD17,434,1.10362,80,-1.5620,195,-0.2100,148,-0.6335,188,-0.2943,361,0.90915,134,-0.7820,180,-0.3619
ENSG00000169116,PARM1,2,-4.9875,94,0.48966,35,-1.0297,43,-0.7333,22,-1.8369,110,0.86432,96,0.52523,114,0.93310
ENSG00000163743,RCHY1,6,-2.3968,3,-3.5182,35,0.13358,80,1.53724,24,-0.4788,27,-0.2821,33,0.06304,47,0.67801
ENSG00000138769,CDKL2,26,-0.8683,30,-0.6693,5,-3.2565,33,-0.5132,25,-1.0111,93,1.37727,39,-0.2680,69,0.74299
ENSG00000138757,G3BP2,60,-2.0680,197,-0.2873,151,-0.6973,232,-0.0277,122,-1.0951,357,0.76952,224,-0.0835,388,0.93622
ENSG00000138768,USO1,93,0.11732,213,1.51373,68,-0.3821,91,0.07562,37,-1.4067,103,0.30429,67,-0.3918,71,-0.3330
ENSG00000198301,SDAD1,66,-0.2192,76,-0.0031,68,-0.1865,48,-0.7143,36,-1.2391,151,1.32322,66,-0.2249,71,-0.1203
ENSG00000138760,SCARB2,93,-0.1698,69,-0.6403,110,0.08923,70,-0.6082,100,-0.0735,90,-0.2592,152,0.60793,136,0.48439
ENSG00000138758,SEPTIN11,447,0.44433,308,-0.1522,287,-0.2645,387,0.20910,269,-0.4012,601,1.09584,109,-1.7271,227,-0.6797
ENSG00000118816,CCNI,640,-0.5050,936,0.09157,798,-0.1611,1617,0.99547,852,-0.0652,1007,0.23217,871,-0.0240,573,-0.7343
ENSG00000138764,CCNG2,21,-0.9027,6,-2.7697,60,0.71530,39,0.02446,46,0.34751,22,-0.8884,34,-0.1613,62,0.89039
ENSG00000138767,CNOT6L,32,-0.1002,3,-3.6090,38,0.15974,20,-0.8302,45,0.48814,52,0.76035,21,-0.7498,35,0.03614
ENSG00000169288,MRPL1,81,0.03550,23,-1.8588,110,0.52702,95,0.28869,52,-0.6984,90,0.22755,60,-0.4295,109,0.58014
ENSG00000138756,BMP2K,20,-0.6722,4,-3.0637,64,1.18363,22,-0.5038,76,1.82145,20,-0.7665,9,-1.8921,16,-1.0573
ENSG00000163291,PAQR3,7,-1.9515,4,-2.6165,45,0.94321,17,-0.6086,14,-0.9354,30,0.31953,28,0.15220,44,1.04726
ENSG00000152784,PRDM8,6,-3.0973,3,-4.1508,9,-2.5793,83,0.67389,41,-0.4931,40,-0.5091,95,0.90691,120,1.58200
ENSG00000273156,AC124016.2,6,-2.4510,23,-0.5919,47,0.49303,18,-0.9571,40,0.25820,35,0.04206,51,0.60927,42,0.33501
ENSG00000138668,HNRNPD,178,-0.2700,489,1.40749,210,-0.0169,204,-0.0578,176,-0.3181,216,0.03547,163,-0.4087,151,-0.5811
ENSG00000152795,HNRNPDL,310,0.02878,146,-1.1299,248,-0.3254,236,-0.4027,237,-0.4310,367,0.33564,419,0.51412,392,0.45918
ENSG00000145293,ENOPH1,67,-0.6021,177,0.96438,77,-0.3843,136,0.52043,64,-0.7357,60,-0.8332,125,0.38667,127,0.45972
ENSG00000249242,TMEM150C,54,-0.5190,44,-0.8402,38,-1.0642,41,-0.9437,92,0.35018,91,0.34118,58,-0.4034,115,0.77936
ENSG00000145284,SCD5,305,-0.0730,81,-2.0721,557,0.91232,212,-0.6370,375,0.28747,282,-0.2161,229,-0.5230,408,0.44411
ENSG00000138674,SEC31A,53,-0.4062,77,0.15890,94,0.48801,48,-0.5781,39,-0.9406,98,0.63334,79,0.21601,68,-0.0229
ENSG00000138663,COPS4,22,-0.9459,3,-3.8449,43,0.09398,37,-0.1544,19,-1.2058,48,0.31273,84,1.21743,61,0.74973
ENSG00000163319,MRPS18C,16,-1.7323,72,0.59992,57,0.23624,71,0.59238,53,0.11845,54,0.17116,35,-0.5151,39,-0.4147
ENSG00000163624,CDS1,6,-3.3032,52,-0.0868,62,0.20756,33,-0.7603,24,-1.3379,72,0.50120,99,0.97547,78,0.66283
ENSG00000163625,WDFY3,87,0.39566,17,-2.0666,93,0.50326,52,-0.4123,65,-0.0819,92,0.54748,32,-1.1568,77,0.21274
ENSG00000180769,WDFY3-AS2,57,0.37807,67,0.64948,86,1.07146,39,-0.2228,74,0.92665,19,-1.3865,16,-1.5609,22,-1.1906
ENSG00000109339,MAPK10,151,-1.3572,240,-0.6608,279,-0.4265,332,-0.1579,216,-0.8893,561,0.79322,493,0.47744,493,0.53908
ENSG00000163629,PTPN13,104,1.55879,3,-3.8703,91,1.32517,10,-2.1065,43,0.06263,50,0.33700,0,-5.6673,30,-0.5336
ENSG00000172493,AFF1,52,0.34200,208,2.99906,23,-0.9325,10,-2.0933,24,-0.8972,28,-0.6794,18,-1.3148,24,-0.9454
ENSG00000145332,KLHL8,21,-1.2021,43,-0.1001,54,0.24830,52,0.18990,28,-0.8447,62,0.54186,47,0.04947,55,0.31115
ENSG00000198189,HSD17B11,9,-2.0652,125,2.06793,37,-0.0531,40,0.05810,14,-1.6433,26,-0.6210,58,0.66655,36,-0.1237
ENSG00000170502,NUDT9,31,-0.4641,105,1.52674,47,0.16168,29,-0.5609,17,-1.5017,42,-0.0209,33,-0.3627,51,0.34438
ENSG00000152583,SPARCL1,3824,-0.3028,1360,-1.8672,12679,1.72624,1382,-1.8432,5699,0.37340,5191,0.20211,2202,-1.1478,3884,-0.3065
ENSG00000163644,PPM1K,180,-0.6064,192,-0.5093,230,-0.2298,253,-0.0831,256,-0.0690,353,0.51345,279,0.07376,289,0.14303
ENSG00000145337,PYURF,23,-1.6478,108,0.71691,75,0.12769,85,0.32293,70,0.01723,39,-0.9540,87,0.35656,83,0.32899
ENSG00000138641,HERC3,7,-1.8371,3,-3.2134,38,0.61858,14,-0.8798,20,-0.4564,37,0.65764,16,-0.7140,46,1.08953
ENSG00000177432,NAP1L5,47,-2.1363,214,0.16947,117,-0.7755,158,-0.3088,128,-0.6942,296,0.80349,86,-1.2366,325,0.98753
ENSG00000138640,FAM13A,39,-0.5152,7,-2.9967,59,0.11400,27,-1.1025,26,-1.2436,88,0.87297,47,-0.2611,100,1.13521
ENSG00000145335,SNCA,107,-1.6190,246,-0.3497,143,-1.1820,400,0.42084,147,-1.2193,426,0.59267,293,-0.0791,527,1.02118
ENSG00000163104,SMARCAD1,38,0.34176,4,-2.9697,28,-0.1575,19,-0.7422,36,0.28442,54,1.08918,24,-0.3706,22,-0.5671
ENSG00000163110,PDLIM5,168,1.09749,8,-3.4674,277,2.03710,21,-2.1234,149,1.03803,33,-1.5590,46,-0.9696,33,-1.5774
ENSG00000138696,BMPR1B,42,0.29198,3,-3.6563,140,2.46679,5,-2.8349,67,1.21566,12,-1.6674,20,-0.8901,11,-1.8991
ENSG00000138698,RAP1GDS1,54,-0.6777,69,-0.2935,65,-0.3900,96,0.23724,45,-1.0053,55,-0.6898,107,0.40680,161,1.28685
ENSG00000168785,TSPAN5,58,-1.1408,15,-3.0876,82,-0.6153,111,-0.1526,81,-0.6895,150,0.37017,83,-0.5997,266,1.55513
ENSG00000151247,EIF4E,102,-0.0829,127,0.27170,92,-0.2352,115,0.10843,105,-0.0313,122,0.23415,61,-0.8806,114,0.10643
ENSG00000164024,METAP1,3,-3.3122,19,-0.6303,29,0.00110,28,-0.0639,11,-1.4809,32,0.21218,60,1.20018,45,0.84835
ENSG00000197894,ADH5,33,-1.5591,220,1.48001,127,0.52847,63,-0.5827,119,0.47289,41,-1.3136,88,-0.0557,78,-0.2781
ENSG00000109270,LAMTOR3,18,-1.6387,64,0.25573,69,0.37700,44,-0.3213,44,-0.3456,44,-0.3578,69,0.38609,78,0.66822
ENSG00000164031,DNAJB14,57,-1.5603,101,-0.6933,111,-0.5505,172,0.12818,101,-0.7652,277,1.06204,136,-0.2452,206,0.47652
ENSG00000164032,H2AFZ,32,-1.8084,132,0.36958,82,-0.3720,135,0.40676,73,-0.6156,81,-0.4336,149,0.57514,156,0.74546
ENSG00000138814,PPP3CA,366,-1.5913,945,-0.1453,653,-0.7184,946,-0.1428,769,-0.5101,1674,0.90427,849,-0.3132,1376,0.51819
ENSG00000109332,UBE2D3,150,-0.0614,35,-2.2289,129,-0.2945,203,0.43127,107,-0.6321,131,-0.2932,363,1.42794,177,0.22809
ENSG00000145354,CISD2,25,-1.1770,3,-4.0717,74,0.51258,78,0.59208,40,-0.5078,59,0.16185,74,0.50743,71,0.48443
ENSG00000164039,BDH2,29,-0.0246,3,-3.3962,100,2.13367,25,-0.2630,53,1.10261,11,-1.6100,19,-0.6948,11,-1.5600
ENSG00000168772,CXXC4,42,-0.2556,3,-4.1337,27,-0.9268,76,0.69700,24,-1.2054,94,1.24592,60,0.32294,50,0.01494
ENSG00000138777,PPA2,3,-3.5779,15,-1.2115,32,-0.0339,28,-0.2664,27,-0.3446,38,0.22601,63,1.04274,47,0.64972
ENSG00000145348,TBCK,40,0.62950,3,-3.2631,17,-0.6529,22,-0.2769,10,-1.5883,47,1.07603,18,-0.5894,40,0.73142
ENSG00000164022,AIMP1,165,1.34656,151,1.18023,92,0.35633,32,-1.2806,60,-0.3519,72,-0.0564,23,-1.7655,43,-0.8979
ENSG00000138801,PAPSS1,37,-0.7816,3,-4.2643,52,-0.2479,55,-0.1519,45,-0.5085,81,0.52151,56,-0.1415,107,1.07945
ENSG00000138796,HADH,16,-1.4317,150,2.23748,35,-0.2794,6,-2.7601,47,0.19176,18,-1.3952,78,1.01525,24,-0.9267
ENSG00000109475,RPL34,1659,0.50099,1141,-0.1013,1711,0.55228,2395,1.12458,1472,0.34502,613,-1.1371,784,-0.6838,758,-0.7972
ENSG00000164089,ETNPPL,157,0.04998,41,-1.9924,685,2.78069,60,-1.4215,192,0.41932,47,-1.8954,152,-0.0014,52,-1.7467
ENSG00000138802,SEC24B,15,-0.7909,3,-3.1581,29,0.21404,9,-1.5994,26,0.06569,26,0.04488,37,0.60547,41,0.88627
ENSG00000123739,PLA2G12A,81,0.40930,6,-3.4206,72,0.22765,52,-0.2879,81,0.48326,86,0.59001,43,-0.5809,49,-0.4174
ENSG00000170522,ELOVL6,14,-1.3231,50,0.64652,39,0.22102,30,-0.1638,17,-1.1005,58,1.02136,11,-1.6114,38,0.20072
ENSG00000138660,AP1AR,23,-0.7698,11,-1.9202,41,0.11233,45,0.25186,34,-0.1954,48,0.40251,16,-1.2792,61,0.84833
ENSG00000174720,LARP7,371,1.08092,282,0.61236,147,-0.4316,112,-0.8442,240,0.39160,207,0.12459,107,-0.9176,106,-1.0001
ENSG00000145362,ANK2,584,-0.7267,428,-1.1963,916,-0.0261,909,-0.0392,463,-1.1609,1905,1.41319,758,-0.3239,958,0.04896
ENSG00000145349,CAMK2D,24,-1.9283,10,-3.2128,49,-0.9122,69,-0.3716,44,-1.1359,145,0.94498,75,-0.2370,180,1.41357
ENSG00000228358,LINC02263,0,-7.4288,5,-1.9749,11,-0.9966,7,-1.5012,4,-2.3094,54,2.02943,4,-2.3084,40,1.30465
ENSG00000164100,NDST3,2,-3.9154,18,-0.9132,11,-1.6164,26,-0.3803,22,-0.6971,47,0.65352,47,0.57705,60,1.15273
ENSG00000269893,SNHG8,127,0.47546,63,-0.6193,169,0.95624,187,1.13145,108,0.23664,28,-1.9564,64,-0.6062,79,-0.3178
ENSG00000145388,METTL14,39,0.57794,46,0.84218,25,-0.1374,10,-1.5189,14,-1.0346,49,1.10808,11,-1.3079,21,-0.4431
ENSG00000172403,SYNPO2,106,1.42324,4,-3.4677,9,-2.4220,33,-0.4732,19,-1.3721,66,0.69409,79,0.90188,48,0.10702
ENSG00000145390,USP53,40,0.10260,14,-1.4809,127,2.14456,10,-1.8987,48,0.47302,29,-0.4526,15,-1.4052,25,-0.6516
ENSG00000164096,C4orf3,180,-0.0860,308,0.78661,204,0.11137,236,0.34292,134,-0.6023,167,-0.2308,190,-0.0003,187,-0.0281
ENSG00000164111,ANXA5,67,0.76067,8,-2.4808,119,1.78901,23,-0.9209,58,0.60736,14,-1.7520,44,0.08069,27,-0.7035
ENSG00000164112,TMEM155,8,-2.3196,3,-3.7597,24,-0.7116,84,1.31820,13,-1.6674,43,0.20177,36,-0.1000,76,1.35000
ENSG00000138686,BBS7,14,-1.2583,3,-3.4875,24,-0.4198,26,-0.3321,22,-0.6335,58,1.13735,34,0.11456,45,0.63510
ENSG00000138688,KIAA1109,297,0.42578,137,-0.7847,235,0.04756,147,-0.6869,152,-0.6880,463,1.39388,81,-1.5772,191,-0.3072
ENSG00000138685,FGF2,44,-0.1645,86,0.92391,137,1.75522,16,-1.7088,67,0.57245,22,-1.3205,49,-0.0054,15,-1.9087
ENSG00000151458,ANKRD50,15,-1.1206,66,1.16891,13,-1.4108,20,-0.7515,30,-0.1283,50,0.79360,8,-1.9811,37,0.24456
ENSG00000164066,INTU,86,0.61187,20,-1.6516,102,0.89353,13,-2.1975,81,0.57500,66,0.18646,32,-0.9593,52,-0.2318
ENSG00000164070,HSPA4L,46,-1.2896,78,-0.5002,83,-0.4104,123,0.21228,53,-1.1588,174,0.89678,126,0.25076,137,0.43774
ENSG00000138709,LARP1B,106,0.69807,20,-1.8889,59,-0.2538,84,0.31797,74,0.12419,97,0.61280,44,-0.6863,53,-0.4635
ENSG00000164040,PGRMC2,29,-1.4893,58,-0.4688,80,0.03383,93,0.26642,49,-0.7769,83,0.10205,172,1.30608,83,0.10004
ENSG00000077684,JADE1,24,-1.3806,65,0.15524,63,0.11920,34,-0.8246,40,-0.6230,74,0.42754,127,1.28509,51,-0.2304
ENSG00000151466,SCLT1,183,1.68641,19,-1.9171,72,0.08604,62,-0.1475,81,0.30533,100,0.70964,2,-4.7645,25,-1.6459
ENSG00000138650,PCDH10,154,-0.3182,224,0.27240,201,0.09679,81,-1.2953,133,-0.5999,364,1.27741,106,-0.8932,159,-0.2969
ENSG00000151012,SLC7A11,116,0.38787,15,-2.6494,267,1.86373,46,-1.0532,151,0.95841,57,-0.7760,89,-0.0333,25,-2.0680
ENSG00000109381,ELF2,88,1.63625,16,-1.1381,34,0.03910,22,-0.6552,20,-0.8156,63,1.21088,0,-5.4519,21,-0.8104
ENSG00000109390,NDUFC1,58,-1.5416,207,0.40670,180,0.18218,210,0.43041,195,0.34605,72,-1.3124,273,0.86954,152,-0.0949
ENSG00000164134,NAA15,189,1.27508,15,-2.5934,68,-0.4037,22,-2.0970,90,0.03799,113,0.45428,86,-0.0406,91,0.05871
ENSG00000145391,SETD7,32,-0.5527,149,2.06639,46,0.02405,24,-0.9698,34,-0.5047,52,0.25414,9,-2.3898,34,-0.4917
ENSG00000153130,SCOC,69,-1.8304,444,1.09451,147,-0.6899,266,0.24079,110,-1.2058,205,-0.1929,316,0.51908,323,0.63577
ENSG00000109436,TBC1D9,2,-4.2347,12,-2.0453,25,-1.0141,23,-1.1161,49,-0.0099,53,0.13435,27,-0.9283,122,1.89782
ENSG00000170153,RNF150,12,-2.0555,3,-4.0165,24,-1.1081,53,0.12749,56,0.22490,79,0.88660,50,0.02682,65,0.48890
ENSG00000153147,SMARCA5,336,0.84763,186,-0.1134,242,0.30509,138,-0.5838,114,-0.9403,341,1.01126,61,-1.7945,164,-0.3415
ENSG00000164163,ABCE1,51,0.14704,76,0.81455,57,0.33627,40,-0.2297,16,-1.7149,44,-0.0692,30,-0.6450,66,0.67419
ENSG00000164164,OTUD4,59,0.58084,69,0.83229,12,-1.8734,9,-2.3014,35,-0.2683,41,-0.0094,57,0.50789,48,0.26876
ENSG00000170365,SMAD1,51,0.75446,19,-0.7957,36,0.17405,27,-0.2497,20,-0.7946,39,0.32041,26,-0.3546,39,0.33484
ENSG00000151612,ZNF827,38,-0.5481,132,1.47205,53,-0.0454,29,-0.9885,37,-0.6574,74,0.53722,15,-1.9791,57,0.08197
ENSG00000164168,TMEM184C,17,-0.4691,3,-3.0703,28,0.28194,7,-1.7514,31,0.46160,34,0.63619,33,0.50273,22,-0.1332
ENSG00000071205,ARHGAP10,35,-0.0604,74,1.16339,32,-0.2090,40,0.16075,41,0.21869,40,0.16108,18,-1.0706,20,-1.0097
ENSG00000151623,NR3C2,14,-0.9698,37,0.48675,33,0.30112,19,-0.5617,29,0.11778,16,-0.9285,11,-1.3178,48,1.06905
ENSG00000170390,DCLK2,24,-0.9394,23,-1.0132,61,0.51642,30,-0.6282,35,-0.4030,52,0.28072,53,0.28921,62,0.60024
ENSG00000145425,RPS3A,665,0.14127,720,0.26887,693,0.20842,1032,0.86682,760,0.40404,348,-0.9334,597,-0.0298,383,-0.7790
ENSG00000059691,GATB,18,-0.8283,5,-2.6273,15,-1.1370,30,-0.0669,7,-2.2269,25,-0.3400,58,1.01424,75,1.80689
ENSG00000109670,FBXW7,453,-0.3222,134,-2.1523,337,-0.7765,723,0.42320,387,-0.6155,1050,1.23411,402,-0.5071,596,0.12306
ENSG00000109654,TRIM2,504,0.68698,228,-0.5751,275,-0.2872,320,-0.0505,255,-0.4421,455,0.58795,143,-1.2845,371,0.20788
ENSG00000145428,RNF175,0,-6.2295,3,-3.0338,16,-0.6486,28,0.18112,12,-1.2246,18,-0.5350,58,1.42734,54,1.54310
ENSG00000171566,PLRG1,45,0.42293,3,-3.6228,46,0.46962,20,-0.8373,33,-0.0525,33,-0.0773,27,-0.3518,53,0.77856
ENSG00000164114,MAP9,181,-0.7147,324,0.19389,148,-1.0159,243,-0.2574,221,-0.4460,503,1.07502,263,-0.1387,273,-0.0849
ENSG00000164116,GUCY1A1,53,0.62065,3,-3.3518,24,-0.5900,13,-1.5647,22,-0.8009,64,1.10365,30,-0.2973,50,0.58851
ENSG00000061918,GUCY1B1,67,-1.5135,198,0.13939,109,-0.7936,179,-0.0224,90,-1.1649,245,0.54912,156,-0.2369,309,1.00889
ENSG00000109738,GLRB,21,-2.1564,23,-1.9839,52,-0.7783,68,-0.3872,41,-1.2398,108,0.38974,74,-0.2542,210,1.81284
ENSG00000120251,GRIA2,232,-1.0757,156,-1.6698,349,-0.4529,285,-0.7662,268,-0.9303,843,1.14012,319,-0.5934,783,0.98362
ENSG00000164125,GASK1B,44,-0.6338,155,1.42099,100,0.66748,30,-1.2035,82,0.38168,57,-0.2646,64,-0.0478,29,-1.3392
ENSG00000171509,RXFP1,17,-0.4963,36,0.67952,0,-6.0507,26,0.15361,5,-2.4604,53,1.60509,3,-2.8289,31,0.49192
ENSG00000171497,PPID,11,-2.1212,89,1.04917,57,0.30028,21,-1.2070,12,-2.1890,50,0.12846,52,0.16598,81,1.02998
ENSG00000052795,FNIP2,33,-1.3669,22,-1.9927,49,-0.7796,95,0.24719,56,-0.6225,126,0.82434,97,0.28928,116,0.65800
ENSG00000109756,RAPGEF2,85,-0.6474,13,-3.4127,108,-0.2691,137,0.10324,71,-0.9977,259,1.37456,44,-1.6311,184,0.66158
ENSG00000168843,FSTL5,12,-1.1392,35,0.53604,28,0.17317,30,0.29894,19,-0.4307,35,0.60251,12,-1.1116,25,-0.0078
ENSG00000145416,MARCH1,67,1.08481,3,-3.4731,19,-0.9216,24,-0.5837,19,-0.9735,71,1.40667,7,-2.2758,40,0.26505
ENSG00000170088,TMEM192,35,-0.2078,3,-3.8478,57,0.53231,14,-1.6260,66,0.92015,51,0.42551,17,-1.3495,43,0.09711
ENSG00000109466,KLHL2,76,-0.2018,112,0.41584,45,-0.9889,48,-0.8842,80,-0.1237,88,0.03450,20,-2.1614,155,1.12384
ENSG00000052802,MSMO1,50,-0.5067,38,-0.8920,101,0.62833,47,-0.5861,110,0.87873,39,-0.9326,45,-0.6615,88,0.45069
ENSG00000109472,CPE,858,-0.8470,517,-1.6100,4878,2.09394,794,-0.9648,1884,0.43592,855,-0.9216,1187,-0.3481,1293,-0.2361
ENSG00000196104,SPOCK3,138,1.75608,99,1.14495,33,-0.6259,26,-0.9634,34,-0.6319,36,-0.5419,23,-1.1819,42,-0.2578
ENSG00000129116,PALLD,97,1.26964,25,-0.9236,110,1.49635,35,-0.4045,55,0.35309,35,-0.4272,17,-1.4860,17,-1.6070
ENSG00000154447,SH3RF1,45,0.51272,3,-3.2225,49,0.66778,27,-0.2673,42,0.43966,32,-0.0355,15,-1.1218,35,0.14303
ENSG00000137601,NEK1,224,1.62519,6,-3.8516,98,0.19933,62,-0.5049,65,-0.4894,132,0.80108,41,-1.1494,61,-0.5773
ENSG00000109572,CLCN3,95,-0.3497,18,-2.8322,168,0.55947,89,-0.4496,104,-0.2324,174,0.70677,103,-0.2229,139,0.28076
ENSG00000056050,HPF1,20,-1.2775,29,-0.7215,65,0.51009,79,0.85224,29,-0.7912,54,0.26272,53,0.18263,52,0.16456
ENSG00000198948,MFAP3L,21,-1.0107,3,-3.8579,116,1.78559,20,-1.0588,49,0.33400,33,-0.3745,64,0.72698,30,-0.4910
ENSG00000164104,HMGB2,82,0.74969,46,-0.1948,80,0.69967,24,-1.1464,58,0.19991,77,0.73043,20,-1.4294,24,-1.2723
ENSG00000164106,SCRG1,106,-0.4396,82,-0.8337,427,1.93161,127,-0.1527,178,0.43340,34,-2.2330,187,0.46019,94,-0.6687
ENSG00000145451,GLRA3,2,-4.1317,153,2.67697,5,-2.7602,9,-2.0932,7,-2.4833,21,-0.8637,20,-0.9023,72,1.39582
ENSG00000150625,GPM6A,731,-1.3983,1656,-0.1483,1907,0.07507,1523,-0.2791,1547,-0.2804,2113,0.26887,1933,0.09679,2469,0.56010
ENSG00000150627,WDR17,32,-0.5978,71,0.64968,57,0.29127,22,-1.1783,31,-0.7369,52,0.15508,12,-2.0944,82,1.03025
ENSG00000129128,SPCS3,25,-1.2223,114,1.15200,31,-0.9370,32,-0.8779,24,-1.4319,55,-0.0682,93,0.79066,87,0.78859
ENSG00000218336,TENM3,7,-2.6364,30,-0.5369,15,-1.5668,25,-0.8296,26,-0.8390,85,1.34776,33,-0.4051,68,0.89071
ENSG00000129187,DCTD,12,-1.4569,128,2.55209,34,0.12662,36,0.22565,15,-1.1642,13,-1.4519,5,-2.6329,36,0.26592
ENSG00000168556,ING2,15,-0.8438,3,-3.2203,36,0.50472,17,-0.6286,25,-0.0623,49,1.18299,11,-1.3227,29,0.19090
ENSG00000168538,TRAPPC11,5,-2.0218,3,-2.6631,34,0.83918,15,-0.4456,12,-0.8746,22,0.16460,28,0.54649,34,0.98390
ENSG00000173320,STOX2,54,-1.2940,239,1.04408,100,-0.3776,105,-0.3037,63,-1.1556,171,0.54935,82,-0.6701,173,0.57124
ENSG00000151729,SLC25A4,54,-1.8576,293,0.75952,165,-0.1737,192,0.06456,144,-0.4253,158,-0.2577,152,-0.2979,282,0.79522
ENSG00000164323,CFAP97,41,-0.6475,83,0.48024,96,0.71244,73,0.26526,55,-0.1928,86,0.61214,28,-1.1761,37,-0.8346
ENSG00000109775,UFSP2,18,-0.3834,3,-2.6915,37,0.74872,11,-1.1694,33,0.64352,18,-0.4647,33,0.54747,26,0.19898
ENSG00000154556,SORBS2,80,-0.3433,202,1.17003,48,-1.1181,42,-1.3070,56,-0.9556,144,0.68119,79,-0.3680,122,0.36860
ENSG00000109794,FAM149A,6,-1.9973,10,-1.2210,24,0.06567,47,1.18689,19,-0.3360,28,0.38791,32,0.57507,19,-0.3368
ENSG00000145476,CYP4V2,41,0.78593,3,-3.1842,80,1.98067,4,-2.6894,30,0.28177,16,-0.7819,26,0.03181,17,-0.6518
ENSG00000109536,FRG1,168,1.08556,24,-1.9105,92,0.08108,53,-0.7721,63,-0.5372,125,0.67194,49,-0.8799,97,0.19001
ENSG00000164366,CCDC127,13,-1.0995,3,-3.2720,32,0.27463,3,-3.0885,36,0.51980,46,0.98409,4,-2.7544,40,0.69116
ENSG00000073578,SDHA,27,-1.6295,14,-2.5934,113,0.54924,43,-0.9637,85,0.11077,66,-0.3253,111,0.52767,135,0.98722
ENSG00000249915,PDCD6,21,-2.2875,275,1.74914,86,-0.2147,76,-0.4129,89,-0.1812,42,-1.3926,101,0.03822,133,0.53937
ENSG00000180104,EXOC3,34,-0.8383,125,1.26695,41,-0.5550,71,0.30747,36,-0.8016,49,-0.3019,73,0.35462,64,0.17031
ENSG00000171368,TPPP,227,-0.1565,152,-0.7680,136,-0.9452,281,0.18483,223,-0.2000,297,0.31023,261,0.06601,328,0.49029
ENSG00000028310,BRD9,125,1.03004,42,-0.7009,23,-1.5840,43,-0.6889,42,-0.7850,80,0.33706,98,0.61920,79,0.30344
ENSG00000049656,CLPTM1L,6,-2.9864,79,0.71835,24,-1.1355,41,-0.3033,28,-0.9601,27,-1.0427,99,1.11443,97,1.27626
ENSG00000153395,LPCAT1,7,-2.1860,3,-3.4362,36,0.28867,14,-1.1796,33,0.12459,23,-0.4568,64,1.23871,49,0.89850
ENSG00000145494,NDUFS6,63,-1.0675,196,0.71410,177,0.53819,166,0.43177,96,-0.4771,76,-0.8518,145,0.22124,151,0.31160
ENSG00000164151,ICE1,155,1.09963,98,0.33454,61,-0.4241,52,-0.6708,36,-1.2861,130,0.91311,48,-0.7882,66,-0.3346
ENSG00000133398,MED10,45,0.06041,6,-2.7746,56,0.39385,68,0.71663,29,-0.6885,45,0.06749,25,-0.8402,65,0.74187
ENSG00000215218,UBE2QL1,23,-2.4036,126,0.17560,55,-1.1020,109,-0.0491,69,-0.8185,162,0.67324,104,-0.1294,180,0.87824
ENSG00000145545,SRD5A1,13,-1.1450,3,-2.9927,35,0.34435,20,-0.5078,36,0.41267,32,0.23114,24,-0.2373,39,0.60502
ENSG00000112941,TENT4A,14,-1.1285,44,0.58412,41,0.49358,4,-2.8209,20,-0.6614,28,-0.1178,38,0.36306,47,0.81732
ENSG00000078295,ADCY2,35,-1.6129,19,-2.5245,165,0.78784,61,-0.7967,136,0.52429,128,0.42165,76,-0.4469,117,0.25560
ENSG00000247516,MIR4458HG,34,-0.0292,3,-3.2637,52,0.66913,68,1.12556,36,0.08881,16,-1.2337,31,-0.1520,42,0.37808
ENSG00000112902,SEMA5A,65,0.65466,18,-1.3289,28,-0.6740,24,-0.8698,92,1.50209,37,-0.2434,52,0.29054,14,-1.7611
ENSG00000150753,CCT5,27,-1.3578,21,-1.6901,57,-0.2301,65,-0.0207,55,-0.2965,64,-0.0457,57,-0.2091,128,1.30300
ENSG00000164237,CMBL,21,-0.9354,22,-0.8236,54,0.56050,34,-0.2018,52,0.55868,33,-0.2338,32,-0.2612,43,0.22137
ENSG00000145495,MARCH6,130,-1.0511,86,-1.6650,236,-0.1390,226,-0.2036,182,-0.5937,357,0.59937,221,-0.2409,428,0.96118
ENSG00000164236,ANKRD33B,13,-2.1313,75,0.49997,24,-1.2570,50,-0.1385,63,0.25182,83,0.78014,39,-0.5285,54,-0.0170
ENSG00000169862,CTNND2,450,0.26234,339,-0.1883,506,0.45607,436,0.21168,417,0.15725,350,-0.1487,380,-0.0059,276,-0.5514
ENSG00000038382,TRIO,88,-0.0590,73,-0.3505,51,-0.8961,82,-0.1644,60,-0.6936,114,0.40163,85,-0.1127,138,0.76698
ENSG00000154122,ANKH,78,-0.6180,73,-0.7181,95,-0.3068,109,-0.0924,86,-0.5168,134,0.26231,202,0.90785,139,0.32810
