Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000178700,DHFR2,71,2.03800,34,0.75539,28,0.41679,14,-0.6743,8,-1.3296,18,-0.2567,5,-2.1940,35,0.78931,5,-2.0255
ENSG00000269028,MTRNR2L12,13683,0.35190,10537,-0.0599,1946,-2.5879,4766,-1.3408,26273,1.44161,8416,-0.4763,31457,1.76729,14971,0.49613,4347,-1.4828
ENSG00000113966,ARL6,2,-3.1799,7,-1.5188,8,-1.4397,26,0.33888,20,-0.0625,34,1.00104,17,-0.2732,13,-0.6590,25,0.29275
ENSG00000080200,CRYBG3,99,1.91726,71,1.31233,21,-0.6324,21,-0.6776,29,-0.1551,27,-0.3087,17,-0.9228,35,0.17747,9,-2.0091
ENSG00000170854,RIOX2,40,0.91643,11,-1.0843,20,-0.1544,14,-0.8101,29,0.40503,28,0.41763,12,-0.9156,25,0.16541,22,-0.0495
ENSG00000080822,CLDND1,15,-4.5105,1173,2.15848,1909,3.24467,106,-1.8172,77,-2.1969,82,-2.3051,179,-0.9415,86,-2.0219,212,-0.7417
ENSG00000080819,CPOX,0,-5.4404,61,1.34288,67,1.49976,32,0.30885,7,-1.8526,22,-0.3363,30,0.19471,9,-1.6393,21,-0.3963
ENSG00000064225,ST3GAL6,0,-5.4974,7,-1.1514,8,-0.8784,24,0.82833,19,0.37877,11,-0.4598,27,0.94062,5,-1.6345,23,0.74643
ENSG00000057019,DCBLD2,24,0.32204,8,-1.3447,10,-1.0351,26,0.51723,22,0.21270,24,0.44523,24,0.31658,8,-1.2859,15,-0.3720
ENSG00000184220,CMSS1,22,-1.6037,35,-0.9399,85,0.42906,55,-0.2595,65,-0.0016,113,1.16535,35,-0.9431,59,-0.1506,46,-0.5788
ENSG00000168386,FILIP1L,514,4.40224,3,-4.3295,10,-2.7072,22,-1.6322,43,-0.5574,34,-1.0181,18,-1.8044,15,-2.0848,26,-1.3931
ENSG00000036054,TBC1D23,54,0.65030,23,-0.7021,55,0.68268,25,-0.6086,23,-0.6968,51,0.71077,10,-1.9413,29,-0.3184,35,-0.0543
ENSG00000154174,TOMM70,56,-0.6142,30,-1.5195,82,-0.0233,85,0.03461,51,-0.7435,107,0.48520,48,-0.8510,61,-0.4748,132,0.82376
ENSG00000114354,TFG,55,0.20720,34,-0.5476,49,0.02910,47,-0.0386,17,-1.5803,45,-0.1421,40,-0.2812,65,0.47253,70,0.64076
ENSG00000138468,SENP7,90,1.54304,35,-0.0004,53,0.66551,42,0.30603,22,-0.7014,30,-0.2713,27,-0.3675,37,0.06911,8,-2.1817
ENSG00000174173,TRMT10C,12,-1.8590,15,-1.5473,16,-1.4853,56,0.49659,39,-0.0997,72,1.10147,23,-0.8947,56,0.44303,29,-0.5816
ENSG00000081154,PCNP,158,0.28802,104,-0.3629,162,0.32967,129,-0.0373,194,0.61810,117,-0.2156,106,-0.3260,104,-0.3582,136,0.06069
ENSG00000066422,ZBTB11,40,-0.6592,25,-1.3588,42,-0.5947,81,0.48403,53,-0.2364,93,0.82551,42,-0.5894,35,-0.8528,62,-0.0025
ENSG00000114391,RPL24,309,-1.1100,504,-0.3702,288,-1.2153,271,-1.3841,1307,1.15896,606,-0.1021,772,0.29495,903,0.54484,941,0.68360
ENSG00000182504,CEP97,61,0.28868,70,0.51004,100,1.08382,51,0.00688,50,-0.0260,45,-0.2220,24,-1.1116,42,-0.3068,38,-0.4641
ENSG00000144815,NXPE3,17,-2.0236,190,1.74124,150,1.32018,64,-0.0798,48,-0.4970,61,-0.1761,46,-0.5791,29,-1.2578,39,-0.8622
ENSG00000170017,ALCAM,103,-0.6681,264,0.81164,543,2.08823,86,-0.9918,124,-0.3882,182,0.25970,35,-2.2484,178,0.17161,51,-1.7886
ENSG00000242759,LINC00882,35,-0.1306,35,-0.1225,31,-0.3281,38,0.01818,61,0.74023,41,0.14104,40,0.07881,59,0.69259,17,-1.2710
ENSG00000114439,BBX,346,1.23634,340,1.20666,208,0.39267,90,-0.9608,182,0.18394,158,-0.0519,89,-0.9118,162,0.00292,63,-1.5069
ENSG00000196776,CD47,40,-1.6915,64,-1.0027,213,0.86551,144,0.25786,139,0.17148,148,0.32810,63,-1.0288,93,-0.4392,136,0.15139
ENSG00000114446,IFT57,33,-0.7238,13,-2.0596,59,0.16351,71,0.49123,43,-0.3339,83,0.89367,25,-1.1325,36,-0.5928,47,-0.2256
ENSG00000198919,DZIP3,42,-2.0975,115,-0.5894,109,-0.6822,202,0.30258,195,0.21649,295,1.15604,86,-1.0315,159,-0.1005,105,-0.7817
ENSG00000177707,NECTIN3,6,-2.8952,17,-1.4209,1,-5.0771,33,-0.4790,24,-0.8950,120,2.47280,24,-0.8971,44,-0.0033,15,-1.6830
ENSG00000144827,ABHD10,61,0.37357,39,-0.3204,51,0.08198,67,0.55735,40,-0.2761,39,-0.3873,32,-0.6361,21,-1.2402,67,0.56480
ENSG00000144834,TAGLN3,13,-4.5077,31,-3.2161,239,-0.2259,367,0.50145,189,-0.5845,357,0.50538,179,-0.6638,107,-1.4368,512,1.13321
ENSG00000091972,CD200,22,-1.8591,27,-1.5565,57,-0.4754,91,0.27723,87,0.17800,107,0.63649,59,-0.4179,51,-0.6487,100,0.45509
ENSG00000144848,ATG3,28,-0.6136,74,0.90315,29,-0.5458,29,-0.6169,64,0.64705,44,0.09982,28,-0.6174,59,0.53246,37,-0.2113
ENSG00000138459,SLC35A5,19,-0.7067,30,-0.0024,114,2.26023,25,-0.3010,12,-1.3310,29,-0.0757,13,-1.2167,27,-0.1535,20,-0.6667
ENSG00000091986,CCDC80,220,2.59769,148,1.80853,48,-0.0813,20,-1.4308,11,-2.2862,6,-3.2586,32,-0.6598,87,0.88657,23,-1.2335
ENSG00000163608,NEPRO,18,-0.4621,11,-1.1361,50,1.13255,26,0.08721,16,-0.6493,34,0.60777,15,-0.6927,24,-0.0020,16,-0.7100
ENSG00000206530,CFAP44,171,2.12781,79,0.76323,33,-0.5975,75,0.75827,24,-1.0693,37,-0.5088,27,-0.9173,29,-0.7991,6,-3.0539
ENSG00000072858,SIDT1,0,-5.5518,7,-1.1415,16,0.07996,26,0.94316,12,-0.3234,22,0.74663,14,-0.1613,9,-0.8237,11,-0.5529
ENSG00000176542,USF3,79,0.63011,60,0.20885,48,-0.1384,56,0.08936,79,0.63437,53,0.00770,29,-0.9029,66,0.33859,28,-1.0410
ENSG00000121579,NAA50,31,-0.6919,38,-0.4044,68,0.51163,22,-1.2673,54,0.13606,62,0.45153,47,-0.0766,52,0.09472,59,0.32540
ENSG00000114573,ATP6V1A,15,-3.4393,37,-2.1824,130,-0.3041,230,0.66265,222,0.53588,192,0.36965,84,-0.9707,132,-0.2778,201,0.41757
ENSG00000178075,GRAMD1C,10,-0.9753,11,-0.8462,5,-1.9511,18,-0.1243,3,-2.5106,11,-0.9744,2,-3.2359,65,2.08186,42,1.46735
ENSG00000184307,ZDHHC23,0,-6.1913,7,-1.7389,14,-0.8220,43,1.06592,9,-1.3835,36,0.79035,30,0.35439,12,-1.0005,23,-0.1007
ENSG00000163617,CCDC191,148,2.19167,120,1.79395,38,-0.1164,42,0.03038,22,-0.9330,13,-1.9408,37,-0.1620,28,-0.5691,9,-2.3127
ENSG00000181722,ZBTB20,474,1.20624,469,1.18840,351,0.70278,159,-0.5802,118,-0.9937,85,-1.6480,117,-1.0041,624,1.69363,105,-1.2390
ENSG00000172020,GAP43,91,-3.8524,122,-3.4302,292,-2.1574,1098,-0.1858,3084,1.52472,1972,0.97568,1082,-0.1947,842,-0.5793,1158,-0.0971
ENSG00000185565,LSAMP,18,-4.2174,278,-0.1695,249,-0.3386,401,0.44954,266,-0.2399,339,0.16765,331,0.10204,482,0.70293,295,-0.0850
ENSG00000163389,POGLUT1,12,-0.6942,8,-1.1789,56,1.81684,28,0.67018,1,-3.8757,21,0.18996,9,-1.0515,8,-1.2026,16,-0.2835
ENSG00000113845,TIMMDC1,18,-1.0383,42,0.20455,51,0.52857,22,-0.8140,25,-0.5981,45,0.39836,24,-0.6236,47,0.39407,45,0.33745
ENSG00000138495,COX17,14,-2.1719,23,-1.4390,50,-0.2836,27,-1.2841,103,0.87399,71,0.32039,36,-0.7532,107,0.93613,89,0.70675
ENSG00000082701,GSK3B,64,-0.3296,37,-1.1792,58,-0.4934,85,0.11281,45,-0.8704,113,0.68421,65,-0.3161,70,-0.2077,95,0.30324
ENSG00000163428,LRRC58,113,0.52642,126,0.70195,82,0.02478,63,-0.4070,110,0.47426,69,-0.2853,54,-0.6149,130,0.74710,52,-0.7247
ENSG00000163430,FSTL1,317,3.92866,22,-1.0172,2,-4.5110,10,-2.2257,4,-3.2923,14,-1.8019,30,-0.5522,61,0.54386,31,-0.5515
ENSG00000065518,NDUFB4,52,-1.3283,54,-1.2692,65,-0.9889,55,-1.3186,184,0.62107,153,0.39964,79,-0.7054,211,0.84234,203,0.87807
ENSG00000144840,RABL3,58,1.17471,16,-0.7941,1,-4.8595,26,-0.1054,18,-0.6333,26,-0.1274,17,-0.7359,45,0.76125,38,0.55252
ENSG00000145087,STXBP5L,12,-3.2757,10,-3.5904,40,-1.5403,189,0.95056,102,-0.1469,217,1.43780,48,-1.2790,41,-1.5049,85,-0.4611
ENSG00000173230,GOLGB1,1630,1.36545,957,0.47518,500,-0.5397,809,0.22786,786,0.16213,846,0.33996,313,-1.2428,408,-0.8479,234,-1.7616
ENSG00000163406,SLC15A2,13,-0.7750,5,-2.2855,8,-1.4420,20,-0.1636,3,-2.8981,10,-1.3210,13,-0.8688,102,2.64845,39,0.96739
ENSG00000114023,FAM162A,15,-2.4700,46,-0.8172,85,0.11697,72,-0.1430,40,-1.0172,85,0.14439,58,-0.4720,107,0.49444,136,0.99116
ENSG00000114030,KPNA1,115,0.45295,106,0.31815,53,-0.7468,112,0.45304,74,-0.2395,106,0.40397,42,-1.0959,58,-0.6027,66,-0.4528
ENSG00000173193,PARP14,175,3.42943,19,-0.6200,8,-1.7681,16,-0.9249,18,-0.6518,16,-1.0040,26,-0.0993,31,0.15308,4,-2.7253
ENSG00000173175,ADCY5,57,0.58724,29,-0.4811,66,0.81269,22,-0.9415,36,-0.1407,22,-0.9736,62,0.70282,45,0.21144,54,0.53052
ENSG00000206527,HACD2,48,-0.8635,70,-0.2908,186,1.29106,74,-0.2101,61,-0.4978,115,0.60896,38,-1.1925,55,-0.6474,72,-0.2590
ENSG00000065534,MYLK,1189,3.95984,184,0.20612,195,0.29458,29,-2.6455,50,-1.7761,33,-2.5906,52,-1.6951,119,-0.4675,77,-1.1941
ENSG00000175455,CCDC14,53,0.34756,74,0.88044,84,1.10431,82,1.21051,11,-2.0100,30,-0.6436,17,-1.3826,29,-0.5686,16,-1.5754
ENSG00000160145,KALRN,60,-1.6044,21,-3.1549,139,-0.3463,246,0.61351,223,0.39026,234,0.58353,140,-0.3356,115,-0.6369,185,0.10431
ENSG00000082781,ITGB5,202,3.13635,12,-1.5803,36,-0.0276,8,-2.2310,5,-2.9262,8,-2.3305,23,-0.6775,80,1.27566,36,-0.0137
ENSG00000173706,HEG1,162,3.23357,42,0.64721,26,-0.0824,7,-2.1727,14,-1.0713,5,-2.7737,23,-0.2896,49,0.91008,9,-1.6704
ENSG00000163848,ZNF148,187,0.84058,73,-0.6433,90,-0.3213,87,-0.3978,80,-0.4964,182,1.02222,69,-0.7145,103,-0.1089,58,-1.0396
ENSG00000114520,SNX4,24,-0.5365,31,-0.1602,16,-1.1051,30,-0.2186,42,0.32921,45,0.54757,32,-0.0794,41,0.28975,31,-0.1752
ENSG00000144909,OSBPL11,38,0.57168,34,0.40295,10,-1.3925,17,-0.7298,21,-0.3143,42,0.92255,6,-2.1372,34,0.39701,20,-0.4398
ENSG00000114544,SLC41A3,11,-2.3823,14,-2.0015,4,-3.5545,62,0.25384,37,-0.5862,65,0.37114,81,0.65057,73,0.47022,80,0.69457
ENSG00000144908,ALDH1L1,20,-1.5225,34,-0.7034,42,-0.3990,45,-0.3112,13,-2.1441,29,-1.0597,38,-0.5353,197,2.20591,92,0.94659
ENSG00000159685,CHCHD6,0,-6.0772,18,-0.4585,10,-1.3143,9,-1.5389,40,0.77044,35,0.67841,30,0.32192,34,0.50194,32,0.47340
ENSG00000114554,PLXNA1,14,-1.6436,15,-1.6044,15,-1.6166,73,0.93513,39,-0.1768,44,0.00633,32,-0.4822,34,-0.3861,70,0.84721
ENSG00000163870,TPRA1,35,0.70994,20,-0.1684,23,0.05079,24,0.10589,13,-0.8591,15,-0.6587,24,0.07125,26,0.22863,29,0.41240
ENSG00000114631,PODXL2,43,-1.1083,33,-1.5034,108,0.30483,143,0.83847,44,-1.0830,62,-0.6436,115,0.40470,84,-0.1029,131,0.67715
ENSG00000114626,ABTB1,66,0.48527,39,-0.3156,13,-1.9898,61,0.41041,24,-1.0848,51,0.11272,48,-0.0173,31,-0.6923,66,0.54591
ENSG00000074416,MGLL,162,0.04940,110,-0.5568,130,-0.2977,198,0.39593,95,-0.7677,79,-1.1940,312,1.10848,250,0.73924,178,0.20674
ENSG00000058262,SEC61A1,93,1.03939,47,-0.0618,57,0.25570,50,0.05193,13,-1.9340,35,-0.5995,35,-0.5214,69,0.54780,57,0.27845
ENSG00000175792,RUVBL1,0,-5.5189,8,-0.9417,0,-4.5313,19,0.37036,15,0.02684,14,-0.0958,5,-1.5090,29,1.06985,28,1.15318
ENSG00000163902,RPN1,97,0.59239,104,0.70373,59,-0.1922,73,0.15372,41,-0.7439,66,-0.0296,35,-0.9902,80,0.29564,54,-0.3471
ENSG00000075785,RAB7A,55,-1.5883,122,-0.4041,212,0.46592,143,-0.1729,144,-0.1455,154,-0.0515,119,-0.4349,208,0.42984,224,0.61795
ENSG00000177646,ACAD9,19,-0.1473,10,-1.0989,41,1.08131,16,-0.4741,7,-1.5825,27,0.47721,12,-0.8178,25,0.25631,23,0.16785
ENSG00000240682,ISY1,65,0.93648,46,0.37342,6,-2.6331,42,0.24260,41,0.19658,34,-0.1171,29,-0.3561,24,-0.6028,37,0.04279
ENSG00000273437,AC108673.3,6,-1.4806,6,-1.4780,12,-0.4776,18,0.10702,47,1.70250,15,-0.1527,7,-1.3549,19,0.20874,19,0.23709
ENSG00000169714,CNBP,175,-0.1002,96,-1.0037,291,0.70878,136,-0.5258,132,-0.5250,198,0.11026,121,-0.6640,223,0.28411,260,0.58702
ENSG00000181789,COPG1,26,-1.0229,17,-1.5777,70,0.51337,78,0.77820,17,-1.5783,62,0.40419,37,-0.4874,35,-0.5521,55,0.15366
ENSG00000183624,HMCES,36,0.18643,11,-1.6200,18,-0.8848,27,-0.2632,49,0.67003,30,-0.1172,34,0.08922,57,0.92304,33,0.07398
ENSG00000184897,H1FX,123,-0.2398,78,-0.9254,204,0.54967,132,-0.1475,148,0.04359,161,0.21242,134,-0.1045,82,-0.8489,177,0.35959
ENSG00000129071,MBD4,110,1.04050,42,-0.4805,34,-0.7971,75,0.44738,36,-0.7052,78,0.58354,38,-0.6546,31,-0.9449,38,-0.6731
ENSG00000163913,IFT122,40,0.08224,10,-1.9126,13,-1.5336,49,0.47498,30,-0.3676,44,0.29705,26,-0.5488,28,-0.4509,55,0.68522
ENSG00000004399,PLXND1,48,0.66905,25,-0.3116,27,-0.2476,26,-0.3021,24,-0.4182,26,-0.3631,23,-0.4464,28,-0.1805,52,0.89006
ENSG00000172765,TMCC1,35,-0.5630,40,-0.3369,52,0.05717,34,-0.6317,66,0.42329,70,0.65449,36,-0.5050,44,-0.1901,50,0.01386
ENSG00000017260,ATP2C1,33,-1.4233,55,-0.6860,146,0.85632,116,0.52614,35,-1.3642,79,-0.1526,75,-0.2054,92,0.10912,105,0.35129
ENSG00000114670,NEK11,19,-0.2248,35,0.76107,42,1.04909,29,0.50457,7,-1.7110,15,-0.6456,31,0.54194,37,0.85207,4,-2.4190
ENSG00000198585,NUDT16,52,-0.4329,118,0.85607,73,0.09078,58,-0.2973,118,0.86494,72,0.08189,78,0.19769,44,-0.6842,41,-0.8594
ENSG00000114686,MRPL3,10,-1.7144,11,-1.5184,28,-0.1708,30,-0.0372,21,-0.5707,43,0.66575,25,-0.2979,46,0.61740,35,0.22354
ENSG00000196353,CPNE4,0,-6.9500,0,-5.8643,9,-2.2476,71,1.00139,10,-2.1017,37,-0.1643,89,1.25532,6,-2.8729,82,1.28084
ENSG00000138246,DNAJC13,100,1.30617,32,-0.5107,55,0.31286,38,-0.2919,33,-0.4438,51,0.26392,32,-0.5065,57,0.38384,21,-1.1704
ENSG00000081307,UBA5,26,-0.2400,25,-0.2911,38,0.33966,18,-0.8419,48,0.70653,33,0.15591,19,-0.6756,35,0.19135,35,0.23390
ENSG00000113971,NPHP3,50,0.99449,56,1.19072,72,1.63065,26,-0.0710,15,-0.8215,13,-1.2114,18,-0.5884,26,-0.0312,10,-1.5754
ENSG00000144868,TMEM108,1,-4.0856,4,-2.7105,7,-2.0152,40,0.73238,44,0.80060,35,0.53547,18,-0.5325,18,-0.5932,33,0.40221
ENSG00000091527,CDV3,318,1.23718,176,0.26422,80,-0.9354,120,-0.3611,235,0.73223,157,0.09779,84,-0.8715,117,-0.3752,107,-0.5492
ENSG00000163781,TOPBP1,39,0.41505,23,-0.3871,27,-0.1942,40,0.47053,35,0.22131,41,0.61698,16,-0.9870,22,-0.4538,13,-1.2810
ENSG00000091513,TF,21,-3.8043,763,1.69407,2507,4.78849,33,-3.2600,20,-3.8962,15,-4.5604,51,-2.5342,35,-3.0511,42,-2.9133
ENSG00000144867,SRPRB,53,0.43002,32,-0.3651,20,-1.0590,54,0.49690,14,-1.5602,37,-0.1697,44,0.12164,45,0.17547,50,0.35320
ENSG00000154917,RAB6B,77,-2.5992,105,-2.1555,370,-0.2732,752,0.96422,403,-0.1420,488,0.19033,305,-0.5702,205,-1.1684,653,0.69659
ENSG00000163785,RYK,56,0.91480,39,0.34604,26,-0.3133,47,0.69546,25,-0.3623,25,-0.4451,26,-0.3101,42,0.44423,14,-1.2313
ENSG00000114019,AMOTL2,180,1.91949,172,1.82974,167,1.77380,29,-1.1173,31,-0.9148,22,-1.6102,26,-1.2162,10,-2.6161,19,-1.7039
ENSG00000129055,ANAPC13,18,-1.5690,25,-1.0977,52,0.01885,47,-0.1471,75,0.60575,46,-0.1982,38,-0.4548,61,0.27068,83,0.85766
ENSG00000182923,CEP63,194,1.45180,101,0.37247,47,-0.8227,62,-0.4185,100,0.35248,104,0.50214,34,-1.2952,72,-0.1640,29,-1.6208
ENSG00000154928,EPHB1,6,-2.6412,11,-1.7473,2,-3.9580,48,0.56783,34,-0.0532,38,0.17490,51,0.59940,69,1.09981,35,0.00167
ENSG00000174579,MSL2,21,0.07882,33,0.83893,5,-2.0188,22,0.21314,16,-0.2863,17,-0.2375,22,0.20391,24,0.29205,19,-0.0636
ENSG00000114054,PCCB,27,0.37140,21,-0.0305,25,0.24615,23,0.16658,7,-1.6869,16,-0.4739,12,-0.7908,35,0.80946,26,0.38226
ENSG00000118007,STAG1,108,1.87308,40,0.20025,50,0.55653,31,-0.2066,23,-0.6435,23,-0.7196,37,0.05943,23,-0.6156,22,-0.7553
ENSG00000168917,SLC35G2,0,-5.3538,8,-0.8072,2,-2.6354,11,-0.2827,0,-6.6166,16,0.35407,13,-0.0540,38,1.71942,21,0.80906
ENSG00000158092,NCK1,23,0.39885,11,-0.6597,16,-0.1296,17,-0.0619,5,-1.6648,21,0.35355,13,-0.5025,16,-0.1811,23,0.50453
ENSG00000114098,ARMC8,0,-6.0658,25,-0.8856,13,-1.8879,53,0.28460,68,0.64038,49,0.13355,36,-0.3620,22,-1.0908,86,1.17575
ENSG00000158186,MRAS,54,-1.0220,43,-1.3564,70,-0.6378,105,-0.0108,167,0.72481,118,0.20152,88,-0.2884,167,0.72533,112,0.09749
ENSG00000114107,CEP70,19,-0.4441,36,0.55449,18,-0.5234,24,-0.0812,26,0.05519,31,0.36065,33,0.40476,34,0.45862,12,-1.2306
ENSG00000051382,PIK3CB,50,-0.6256,48,-0.6868,109,0.56575,126,0.90345,56,-0.4776,70,-0.1381,59,-0.3764,62,-0.3032,70,-0.1394
ENSG00000175110,MRPS22,13,-0.5786,12,-0.7183,18,-0.1605,14,-0.5857,11,-0.9164,19,-0.0305,11,-0.8383,24,0.29186,41,1.33917
ENSG00000184432,COPB2,48,0.19370,24,-0.8844,81,1.02993,37,-0.2607,15,-1.5969,54,0.45561,27,-0.7185,51,0.26047,38,-0.2159
ENSG00000114115,RBP1,0,-6.3097,28,0.11635,7,-1.8799,7,-1.9804,33,0.37581,22,-0.3191,27,0.05761,47,0.94082,58,1.50749
ENSG00000163864,NMNAT3,78,2.31487,11,-0.8783,13,-0.6481,50,1.72669,2,-2.9352,6,-1.9302,19,-0.0763,10,-0.9942,5,-2.1179
ENSG00000158258,CLSTN2,16,-2.1653,34,-1.0420,145,1.21430,157,1.57534,20,-1.8297,24,-1.7637,65,-0.0757,7,-3.3474,109,0.82745
ENSG00000114120,SLC25A36,120,0.12813,63,-0.8733,126,0.19405,157,0.61272,102,-0.1326,121,0.16426,50,-1.1972,97,-0.2100,104,-0.1129
ENSG00000155893,PXYLP1,0,-6.1321,11,-1.0317,30,0.39945,22,-0.1109,9,-1.3220,40,1.14588,22,-0.0548,16,-0.5029,23,0.01803
ENSG00000177311,ZBTB38,440,1.68488,136,-0.2558,169,0.08397,159,-0.0124,186,0.23596,181,0.23483,81,-1.0258,98,-0.7475,54,-1.7093
ENSG00000155903,RASA2,38,-0.0151,9,-2.1492,44,0.21519,53,0.56467,17,-1.1825,52,0.59408,12,-1.7135,34,-0.1776,41,0.11731
ENSG00000114125,RNF7,9,-2.4474,17,-1.5266,35,-0.4379,26,-0.9587,27,-0.8284,67,0.70247,22,-1.1307,71,0.65803,88,1.15086
ENSG00000069849,ATP1B3,148,0.98007,36,-1.1936,110,0.50099,100,0.37702,55,-0.5867,71,-0.2361,49,-0.7378,50,-0.7108,92,0.22793
ENSG00000114126,TFDP2,176,1.33651,88,0.19502,37,-1.1274,73,-0.0971,113,0.59630,73,-0.1231,78,-0.0006,88,0.19071,33,-1.3767
ENSG00000175066,GK5,57,1.12433,41,0.59749,16,-0.8551,43,0.73424,25,-0.2115,17,-0.8322,21,-0.4863,32,0.17386,19,-0.6379
ENSG00000114127,XRN1,183,1.99890,42,-0.4602,50,-0.1631,75,0.49655,59,0.08180,49,-0.2494,26,-1.1716,42,-0.4543,16,-1.9801
ENSG00000175054,ATR,11,-1.1930,23,-0.1862,35,0.47204,44,0.94781,7,-1.9403,32,0.39508,19,-0.4434,24,-0.1252,17,-0.7033
ENSG00000144935,TRPC1,2,-3.3910,11,-1.4015,85,1.87615,33,0.28572,28,0.02225,23,-0.3668,22,-0.3234,20,-0.4906,29,0.07436
ENSG00000163714,U2SURP,796,1.37071,720,1.19567,405,0.25050,379,0.16292,216,-0.7219,349,0.02159,121,-1.5897,229,-0.6290,97,-1.9990
ENSG00000175040,CHST2,2,-3.0739,16,-0.4345,23,0.13082,30,0.61131,33,0.66125,27,0.43722,11,-0.9645,15,-0.5517,18,-0.2693
ENSG00000181744,DIPK2A,8,-1.5642,29,0.44456,61,1.67066,20,-0.1553,6,-1.9280,28,0.44345,6,-1.9567,14,-0.6687,20,-0.1749
ENSG00000152952,PLOD2,23,0.51508,11,-0.6312,2,-3.0660,12,-0.5563,2,-2.6271,4,-2.1721,17,-0.0098,70,2.47964,28,0.89876
ENSG00000114698,PLSCR4,84,1.09983,75,0.90405,19,-1.1655,26,-0.7729,14,-1.6659,13,-1.9364,42,-0.0259,126,1.82076,50,0.27382
ENSG00000163754,GYG1,43,0.47971,16,-0.9734,8,-1.9290,29,-0.1251,16,-1.0289,23,-0.5280,30,-0.0682,64,1.13661,52,0.88164
ENSG00000071794,HLTF,83,0.45166,56,-0.1716,40,-0.6773,50,-0.3702,70,0.18965,91,0.75193,34,-0.9355,73,0.24664,41,-0.6818
ENSG00000018408,WWTR1,194,3.41536,38,0.30863,26,-0.3051,6,-2.4463,14,-1.2180,11,-1.6699,30,-0.0592,42,0.45319,8,-2.0120
ENSG00000114744,COMMD2,7,-1.7890,27,0.18526,63,1.55570,27,0.14401,24,-0.0528,19,-0.4357,14,-0.8609,23,-0.1189,24,0.01059
ENSG00000082996,RNF13,4,-4.0650,142,1.07121,299,2.45744,44,-0.8171,27,-1.5086,46,-0.7906,29,-1.3913,70,-0.0588,75,0.03895
ENSG00000070087,PFN2,68,-2.0018,99,-1.4651,210,-0.3256,217,-0.2997,200,-0.4052,342,0.53899,166,-0.6858,253,-0.0397,460,1.04100
ENSG00000196428,TSC22D2,33,-1.0707,29,-1.2328,61,-0.1186,63,-0.0920,64,-0.0597,115,1.14519,38,-0.8453,64,-0.0441,51,-0.4344
ENSG00000120742,SERP1,71,-0.5214,65,-0.6410,95,-0.0656,99,-0.0059,90,-0.1609,82,-0.3470,84,-0.2691,199,1.12039,122,0.35866
ENSG00000144895,EIF2A,33,-0.7983,35,-0.7075,49,-0.1929,47,-0.2714,95,0.86452,77,0.66316,27,-1.0866,64,0.22966,45,-0.3311
ENSG00000198843,SELENOT,48,-1.4876,92,-0.5306,257,1.10965,118,-0.1551,120,-0.1154,141,0.16401,71,-0.9140,161,0.34113,137,0.09894
ENSG00000181788,SIAH2,58,1.34204,13,-1.0032,2,-3.3586,27,0.12311,29,0.20480,26,0.03954,24,-0.0752,13,-0.9302,28,0.21069
ENSG00000144893,MED12L,1,-4.6470,21,-1.1524,13,-1.8022,74,0.87187,50,0.15292,77,1.07434,29,-0.6988,62,0.48245,18,-1.4478
ENSG00000152601,MBNL1,364,1.76530,57,-1.2162,67,-0.9627,85,-0.6482,95,-0.4417,184,0.75267,70,-0.8925,100,-0.3684,84,-0.6707
ENSG00000169860,P2RY1,0,-4.7282,49,1.91846,1,-3.8219,5,-1.7136,9,-0.8010,3,-2.3970,20,0.38168,53,2.04153,25,0.84373
ENSG00000181467,RAP2B,9,-1.4583,11,-1.1848,0,-5.4761,23,-0.0460,13,-0.8643,42,1.12964,24,-0.0068,23,-0.0831,30,0.40503
ENSG00000243069,ARHGEF26-AS1,0,-5.9764,13,-0.7003,8,-1.2989,11,-1.0167,20,-0.0251,20,-0.0681,17,-0.2972,106,2.92351,11,-0.9569
ENSG00000114790,ARHGEF26,32,-0.6482,71,0.57696,36,-0.4954,44,-0.1890,24,-1.0585,20,-1.5236,49,-0.0095,174,2.15343,53,0.12758
ENSG00000174953,DHX36,334,1.15507,166,0.01475,134,-0.3094,148,-0.1749,139,-0.2581,216,0.54356,88,-0.9522,140,-0.2477,93,-0.9169
ENSG00000114805,PLCH1,0,-5.6474,6,-1.4643,0,-6.7805,34,1.34361,11,-0.6325,6,-1.6884,26,0.75789,18,0.14105,33,1.29628
ENSG00000169359,SLC33A1,29,-0.0372,14,-1.1644,37,0.35030,38,0.42150,13,-1.2508,29,-0.0369,22,-0.4817,44,0.61425,32,0.14772
ENSG00000163655,GMPS,18,-1.6106,55,0.02562,57,0.07755,67,0.37494,57,0.08232,69,0.48247,38,-0.5166,67,0.34349,34,-0.7670
ENSG00000169282,KCNAB1,102,1.44149,10,-2.0547,32,-0.4217,56,0.48206,39,-0.1056,25,-0.8892,33,-0.3552,18,-1.2444,63,0.70212
