Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000058056,USP13,29,0.66099,17,-0.1779,28,0.60821,20,0.06053,18,-0.1070,15,-0.4429,14,-0.5367,17,-0.1768
ENSG00000114757,PEX5L,198,0.09152,201,0.10860,180,-0.0664,296,0.88153,172,-0.1377,183,-0.0428,57,-1.8259,109,-0.8390
ENSG00000163728,TTC14,159,1.44666,35,-1.0347,33,-1.1064,82,0.32798,43,-0.7178,41,-0.8593,40,-0.8411,127,1.03425
ENSG00000114416,FXR1,196,0.99534,83,-0.4186,146,0.48606,92,-0.2816,86,-0.3585,92,-0.2912,88,-0.3206,114,0.08721
ENSG00000205981,DNAJC19,31,-1.0572,24,-1.4278,131,1.24957,61,-0.0374,50,-0.3384,87,0.62971,70,0.18838,20,-1.7160
ENSG00000242808,SOX2-OT,936,3.29646,73,-1.3739,100,-0.9118,33,-2.6959,72,-1.3918,87,-1.2165,241,0.48349,128,-0.5212
ENSG00000181449,SOX2,339,0.80728,151,-0.5034,132,-0.7068,53,-2.2175,142,-0.5951,79,-1.5917,579,1.79231,472,1.40034
ENSG00000043093,DCUN1D1,48,-0.2341,44,-0.3862,62,0.15850,79,0.66557,35,-0.7134,48,-0.2761,66,0.27124,49,-0.1992
ENSG00000078070,MCCC1,8,-1.8527,15,-0.9359,47,0.83680,32,0.24965,51,0.97773,23,-0.3665,21,-0.4608,29,0.06141
ENSG00000053524,MCF2L2,21,0.24049,21,0.29721,17,-0.0191,15,-0.2998,20,0.21204,17,-0.0239,15,-0.2946,18,0.02817
ENSG00000114796,KLHL24,117,1.08102,74,0.29586,48,-0.3793,46,-0.4873,61,-0.0118,49,-0.3866,51,-0.2783,71,0.23840
ENSG00000163872,YEATS2,69,0.26018,37,-0.7261,54,-0.1449,92,0.85491,44,-0.4422,63,0.11262,42,-0.5377,34,-0.8660
ENSG00000180834,MAP6D1,137,1.95055,20,-1.2167,36,-0.3706,34,-0.4961,28,-0.7635,60,0.53257,22,-1.0799,21,-1.1626
ENSG00000175193,PARL,18,-1.1884,34,-0.2509,65,0.79063,41,0.03965,46,0.22857,39,-0.0365,44,0.15901,32,-0.3355
ENSG00000114770,ABCC5,42,-0.6613,103,0.77705,78,0.32620,112,1.10482,21,-1.6939,41,-0.7523,24,-1.4870,65,0.03041
ENSG00000145191,EIF2B5,22,-0.8750,43,0.15607,58,0.62897,36,-0.1414,47,0.27960,33,-0.3163,48,0.32392,36,-0.1131
ENSG00000161202,DVL3,42,0.08193,31,-0.3966,23,-0.8570,40,-0.0010,26,-0.6549,37,-0.1034,54,0.49302,68,0.87554
ENSG00000161203,AP2M1,167,-1.7034,562,0.16543,655,0.41537,719,0.66289,647,0.39617,526,0.06727,325,-0.6991,225,-1.2584
ENSG00000161204,ABCF3,18,-0.8304,17,-0.8964,55,0.98043,46,0.80525,29,-0.0940,27,-0.1764,17,-0.8697,21,-0.6006
ENSG00000145198,VWA5B2,27,0.31091,31,0.51225,14,-0.7331,34,0.82900,25,0.16191,12,-1.0141,15,-0.5624,18,-0.3303
ENSG00000163888,CAMK2N2,26,-1.9323,137,0.63210,163,0.93260,67,-0.5771,115,0.33977,106,0.23283,85,-0.1489,60,-0.6796
ENSG00000175166,PSMD2,50,-1.4495,119,-0.1236,174,0.48691,123,-0.0797,175,0.49779,127,-0.0268,160,0.35014,110,-0.2470
ENSG00000114867,EIF4G1,67,-0.1086,62,-0.2246,42,-0.8068,68,-0.0931,48,-0.6150,73,0.05278,66,-0.1192,146,1.20392
ENSG00000175182,FAM131A,33,-2.3744,147,-0.1083,118,-0.4589,268,1.04528,144,-0.1399,205,0.49493,76,-1.1295,110,-0.5621
ENSG00000163882,POLR2H,41,-0.1679,54,0.27124,51,0.17782,64,0.62401,59,0.40572,33,-0.5689,37,-0.3350,22,-1.1244
ENSG00000090539,CHRD,13,-1.3420,41,0.37742,34,0.08858,48,0.75618,33,0.02657,31,-0.0851,9,-1.8612,35,0.11282
ENSG00000177383,MAGEF1,31,-1.0039,26,-1.2472,80,0.49783,61,0.07644,68,0.23960,86,0.72162,50,-0.2670,39,-0.6496
ENSG00000156931,VPS8,22,-0.2876,35,0.43299,19,-0.5378,39,0.70142,14,-0.9369,25,-0.1094,30,0.17938,19,-0.5342
ENSG00000187068,C3orf70,28,-0.4540,26,-0.5559,50,0.44944,15,-1.5060,49,0.43725,44,0.26674,60,0.76372,46,0.31397
ENSG00000073803,MAP3K13,68,-0.4296,104,0.24373,93,0.06185,81,-0.1681,104,0.23965,82,-0.1558,97,0.12246,102,0.21808
ENSG00000163900,TMEM41A,26,0.37537,24,0.26788,16,-0.3606,27,0.55883,19,-0.1224,12,-0.8913,20,-0.0426,20,-0.0245
ENSG00000163904,SENP2,43,-0.4843,57,-0.0630,43,-0.5065,64,0.13900,63,0.10862,66,0.20969,54,-0.1418,70,0.28359
ENSG00000136527,TRA2B,129,0.19147,96,-0.2848,117,0.03501,129,0.21512,85,-0.4744,102,-0.2089,93,-0.3368,166,0.59783
ENSG00000244405,ETV5,40,-1.1340,106,0.37223,75,-0.1851,101,0.33560,45,-0.9797,129,0.82287,54,-0.6907,61,-0.4995
ENSG00000058866,DGKG,35,0.25575,20,-0.6001,10,-1.6259,40,0.56429,11,-1.5405,39,0.52307,18,-0.7890,44,0.64955
ENSG00000090520,DNAJB11,35,0.43507,16,-0.7360,28,0.10602,27,0.06311,25,-0.0787,27,0.06240,25,-0.0829,25,-0.0684
ENSG00000156976,EIF4A2,260,-1.6564,648,-0.2611,1250,0.81726,1035,0.57374,714,-0.1059,895,0.29248,495,-0.6808,407,-0.9785
ENSG00000073849,ST6GAL1,12,-0.9700,31,0.56471,17,-0.3543,39,1.13039,22,0.00719,10,-1.3407,15,-0.5500,24,0.16361
ENSG00000163923,RPL39L,11,-0.5260,11,-0.4288,28,0.98087,19,0.36881,7,-1.2235,17,0.19032,6,-1.4180,18,0.30830
ENSG00000157005,SST,19,-1.2274,11,-2.0220,39,-0.0992,60,0.68937,11,-2.0106,33,-0.4176,58,0.54320,93,1.36854
ENSG00000113916,BCL6,55,-0.2099,58,-0.1194,70,0.18049,44,-0.6054,107,0.88416,37,-0.9061,108,0.91275,66,0.08960
ENSG00000145012,LPP,49,0.32755,25,-0.7197,26,-0.7035,18,-1.3403,63,0.73414,20,-1.1704,51,0.38288,113,1.79438
ENSG00000152492,CCDC50,60,0.57848,34,-0.3408,38,-0.1424,23,-0.9843,27,-0.6851,26,-0.7960,80,1.08828,81,1.09480
ENSG00000114279,FGF12,47,-2.5965,187,-0.5237,577,1.35006,240,-0.1477,235,-0.1657,340,0.49486,141,-0.9563,263,0.00918
ENSG00000180611,MB21D2,9,-0.9934,6,-1.4453,35,1.23620,26,0.83251,18,0.14019,21,0.44289,2,-2.6808,2,-3.1136
ENSG00000127249,ATP13A4,35,-0.2953,23,-0.8942,37,-0.1942,17,-1.4436,46,0.13675,22,-1.0924,146,2.25507,54,0.39530
ENSG00000198836,OPA1,80,-1.1459,172,0.02853,265,0.74553,207,0.37797,164,-0.0463,198,0.29670,107,-0.7044,88,-1.0116
ENSG00000114315,HES1,28,-1.6941,72,-0.2638,41,-1.1203,42,-1.1892,101,0.27658,46,-1.0277,296,2.25828,136,0.77485
ENSG00000133657,ATP13A3,30,-0.4327,28,-0.5697,41,0.01234,48,0.32415,41,0.03200,37,-0.1255,28,-0.5563,63,0.73915
ENSG00000041802,LSG1,33,0.53890,14,-0.8400,28,0.23976,24,0.03582,11,-1.2124,22,-0.1650,16,-0.6330,45,1.05579
ENSG00000114331,ACAP2,78,0.99972,24,-0.9161,24,-0.9156,40,-0.1327,25,-0.8383,43,0.02152,36,-0.2941,76,0.95582
ENSG00000184203,PPP1R2,33,-1.4559,68,-0.3431,130,0.70012,113,0.54241,92,0.12758,92,0.14207,68,-0.3525,47,-0.9003
ENSG00000189058,APOD,914,2.34587,155,-0.7647,140,-0.9232,153,-0.8536,151,-0.8055,143,-0.9653,255,0.01346,320,0.38429
ENSG00000061938,TNK2,66,-0.3892,121,0.58920,60,-0.5337,92,0.16590,93,0.16449,67,-0.4051,103,0.33496,80,-0.0687
ENSG00000072274,TFRC,18,-1.2512,42,0.05772,54,0.46797,49,0.33994,28,-0.5558,30,-0.5480,54,0.46052,53,0.41796
ENSG00000161217,PCYT1A,49,0.61135,52,0.72129,44,0.41439,33,-0.0549,14,-1.3011,20,-0.8631,34,-0.0021,38,0.20105
ENSG00000213123,TCTEX1D2,18,-1.2626,15,-1.5336,52,0.39222,44,0.11141,50,0.32128,58,0.65223,30,-0.4594,41,0.00209
ENSG00000163960,UBXN7,73,0.88729,49,0.20611,29,-0.6131,23,-1.0104,46,0.11635,26,-0.8701,44,0.03548,89,1.23867
ENSG00000163961,RNF168,65,0.53692,43,-0.1182,46,-0.0210,44,-0.0826,28,-0.7657,32,-0.6667,40,-0.2495,92,1.13127
ENSG00000174013,FBXO45,38,-0.1840,42,-0.0123,49,0.24863,48,0.22487,31,-0.4751,63,0.75976,29,-0.5882,12,-1.9100
ENSG00000163964,PIGX,40,-1.0268,83,0.11020,87,0.18597,106,0.59131,97,0.36201,76,-0.0282,51,-0.6679,53,-0.6026
ENSG00000180370,PAK2,125,1.33186,35,-0.7379,28,-1.0838,56,-0.0397,28,-1.0629,44,-0.4348,57,0.00763,95,0.84602
ENSG00000119231,SENP5,47,-0.1363,73,0.58451,66,0.41841,63,0.38867,21,-1.3703,40,-0.4257,37,-0.4819,60,0.26337
ENSG00000114503,NCBP2,38,-0.9554,44,-0.7175,92,0.44857,65,-0.1169,73,0.07862,80,0.25303,83,0.28575,76,0.14853
ENSG00000270170,NCBP2AS2,16,-1.6968,30,-0.7769,91,1.00779,60,0.33354,36,-0.5228,68,0.58506,47,-0.0949,22,-1.2366
ENSG00000119227,PIGZ,12,-0.5946,14,-0.2943,35,1.17032,14,-0.3800,11,-0.6360,19,0.19811,17,-0.0592,17,0.01959
ENSG00000228109,MELTF-AS1,14,-0.3204,21,0.35136,10,-0.7950,18,0.12139,19,0.15419,21,0.43108,12,-0.5001,14,-0.2549
ENSG00000075711,DLG1,292,1.70445,100,-0.1377,75,-0.6009,108,-0.0302,78,-0.5293,86,-0.4170,64,-0.8426,98,-0.1685
ENSG00000161267,BDH1,11,-1.9679,28,-0.5991,42,0.03939,58,0.65518,35,-0.2585,47,0.26777,31,-0.4135,51,0.37223
ENSG00000145016,RUBCN,35,-0.4574,50,0.07818,32,-0.5981,51,0.13832,44,-0.1142,55,0.25840,56,0.25986,45,-0.0773
ENSG00000122068,FYTTD1,37,-0.3687,34,-0.5052,57,0.30742,52,0.15201,47,-0.0219,59,0.40870,43,-0.1591,34,-0.5271
ENSG00000186001,LRCH3,69,1.43702,22,-0.4866,27,-0.1694,23,-0.4567,27,-0.1583,18,-0.8293,41,0.53533,29,-0.0213
ENSG00000182899,RPL35A,429,-0.0804,177,-1.4421,372,-0.3050,232,-1.1243,550,0.31942,719,0.90307,731,0.79867,351,-0.3948
ENSG00000182903,ZNF721,59,0.18436,42,-0.3374,71,0.50048,63,0.32324,30,-0.8382,46,-0.2230,40,-0.4060,63,0.30478
ENSG00000174227,PIGG,26,0.40968,3,-2.8099,23,0.19872,36,1.07298,16,-0.3981,17,-0.3178,11,-0.9715,20,-0.0067
ENSG00000273238,TMEM271,8,-3.0692,40,-0.6824,68,0.15890,80,0.47598,70,0.20793,84,0.58915,50,-0.3152,52,-0.2621
ENSG00000169020,ATP5ME,575,-0.0231,473,-0.3318,590,0.01694,456,-0.4340,757,0.42395,772,0.52487,704,0.30419,281,-1.1340
ENSG00000185619,PCGF3,26,-0.7887,46,0.08960,22,-1.0570,58,0.55534,67,0.71912,58,0.53343,25,-0.8715,16,-1.5363
ENSG00000168993,CPLX1,27,-2.8078,406,1.44599,287,0.82570,179,0.05005,223,0.39494,105,-0.8717,123,-0.5480,111,-0.7110
ENSG00000178950,GAK,58,-0.0044,66,0.19802,36,-0.7637,68,0.26896,80,0.52229,55,-0.0997,47,-0.3522,51,-0.2134
ENSG00000127419,TMEM175,27,-0.2955,43,0.42589,36,0.13603,44,0.52720,17,-1.0223,27,-0.3258,31,-0.0903,33,0.01237
ENSG00000145214,DGKQ,6,-1.3154,17,0.20173,13,-0.2281,23,0.76111,13,-0.3043,12,-0.4076,16,0.09287,17,0.19216
ENSG00000127418,FGFRL1,15,-0.9754,28,-0.0633,26,-0.2010,12,-1.3901,44,0.66949,17,-0.8893,72,1.52740,48,0.81480
ENSG00000159692,CTBP1,84,-1.1381,253,0.60381,226,0.41398,186,0.10948,216,0.33879,174,-0.0055,150,-0.2433,101,-0.8595
ENSG00000090316,MAEA,31,-1.2777,67,-0.0972,127,0.95513,104,0.71412,81,0.20957,62,-0.2390,45,-0.7114,30,-1.3485
ENSG00000163950,SLBP,54,-0.6683,65,-0.3640,81,-0.0338,138,1.00908,81,-0.0208,90,0.15592,35,-1.2991,52,-0.7300
ENSG00000168936,TMEM129,13,-0.3723,15,-0.2215,20,0.26879,17,0.05229,24,0.55034,12,-0.5416,26,0.66590,12,-0.4831
ENSG00000068078,FGFR3,180,0.01700,244,0.51770,153,-0.2358,75,-1.4426,193,0.12970,77,-1.3829,540,1.96945,164,-0.1298
ENSG00000168924,LETM1,28,-0.7894,67,0.58008,47,0.01257,57,0.37177,48,0.04370,35,-0.5024,38,-0.3307,55,0.26805
ENSG00000109685,NSD2,73,0.11368,91,0.47278,50,-0.4819,79,0.26091,67,-0.0230,52,-0.4820,65,-0.0672,74,0.13314
ENSG00000185049,NELFA,26,0.16148,24,0.05360,22,-0.0726,26,0.14816,16,-0.5925,28,0.32137,12,-1.0404,27,0.23531
ENSG00000243449,C4orf48,547,0.71414,319,-0.1662,392,0.15931,329,-0.1315,395,0.17460,380,0.12398,323,-0.1481,152,-1.3111
ENSG00000185818,NAT8L,124,-1.2859,523,1.01779,217,-0.4287,299,0.08955,423,0.65067,209,-0.5326,311,0.14632,230,-0.3341
ENSG00000123933,MXD4,68,0.51758,59,0.30673,49,-0.0049,26,-1.0771,33,-0.6099,34,-0.6129,51,0.07527,110,1.37033
ENSG00000159733,ZFYVE28,13,-0.9321,27,0.21661,17,-0.4959,41,1.09825,27,0.20152,22,-0.0784,11,-1.1131,13,-0.9226
ENSG00000063978,RNF4,27,-1.0641,53,-0.0099,90,0.86708,59,0.19504,61,0.21720,64,0.33633,43,-0.3410,12,-2.1638
ENSG00000125386,FAM193A,53,0.83373,19,-0.7607,27,-0.2418,21,-0.6685,21,-0.6497,26,-0.3236,22,-0.5558,79,1.57302
ENSG00000087274,ADD1,245,-0.0074,295,0.29550,290,0.26795,251,0.03355,209,-0.2617,210,-0.2815,269,0.14594,231,-0.1019
ENSG00000109736,MFSD10,30,-0.2000,38,0.17615,17,-1.0020,41,0.34737,26,-0.3709,32,-0.0989,38,0.19553,42,0.36459
ENSG00000087269,NOP14,34,1.10764,23,0.49703,10,-0.7917,10,-0.8336,9,-0.9228,9,-1.0938,17,-0.0105,40,1.41351
ENSG00000125388,GRK4,17,-0.0578,11,-0.7318,17,-0.0561,12,-0.6673,11,-0.7586,16,-0.1439,33,1.00729,33,0.97825
ENSG00000197386,HTT,26,-1.4910,78,0.18337,64,-0.1295,69,-0.0258,80,0.21276,89,0.44773,35,-1.0559,99,0.56897
ENSG00000159788,RGS12,17,-2.0801,29,-1.3412,53,-0.4103,34,-1.1840,38,-0.9333,85,0.39320,78,0.19874,236,2.21848
ENSG00000163956,LRPAP1,43,-1.3564,70,-0.6149,112,0.11032,119,0.24965,114,0.14071,147,0.65385,80,-0.4224,90,-0.2297
ENSG00000132406,TMEM128,29,0.47575,9,-1.2928,32,0.62636,20,-0.1021,27,0.37150,21,-0.0790,21,-0.0272,15,-0.5161
ENSG00000168824,NSG1,23,-2.9118,153,-0.1085,285,0.92025,246,0.77575,171,0.07086,142,-0.2514,124,-0.4347,106,-0.6878
ENSG00000168818,STX18,22,0.11393,17,-0.3189,16,-0.4358,29,0.65140,16,-0.4355,18,-0.2533,37,0.95239,5,-2.0141
ENSG00000163132,MSX1,18,-0.7165,5,-2.4699,5,-2.4064,5,-2.6645,4,-2.9494,1,-4.5431,153,3.34687,87,1.96897
ENSG00000072832,CRMP1,72,-1.5890,227,0.18842,218,0.12218,282,0.62901,242,0.29203,189,-0.1141,155,-0.4180,164,-0.3317
ENSG00000181215,C4orf50,3,-2.8379,41,1.09199,23,0.08476,32,0.75701,20,-0.0693,19,-0.2054,5,-2.2277,20,-0.1045
ENSG00000152969,JAKMIP1,11,-2.6540,74,0.24341,49,-0.3855,100,0.88211,85,0.48881,65,0.05759,43,-0.5879,39,-0.7392
ENSG00000109501,WFS1,55,-0.3353,54,-0.3519,37,-0.9139,52,-0.4706,46,-0.5900,85,0.42686,148,1.32281,63,-0.1213
ENSG00000074211,PPP2R2C,142,-0.6927,275,0.35524,183,-0.2993,240,0.15505,290,0.44291,247,0.20911,169,-0.4226,174,-0.3792
ENSG00000013288,MAN2B2,18,-1.6559,47,-0.2219,63,0.24415,84,0.82004,57,0.07462,57,0.08210,40,-0.4797,37,-0.5922
ENSG00000179010,MRFAP1,389,-0.4834,388,-0.4859,690,0.43457,532,0.01269,461,-0.2152,730,0.60970,554,0.07624,277,-1.0024
ENSG00000170846,AC093323.1,23,-1.1107,45,-0.0850,58,0.30144,59,0.39066,43,-0.1519,68,0.65889,34,-0.5394,21,-1.2707
ENSG00000178988,MRFAP1L1,118,0.04574,79,-0.5840,143,0.35396,125,0.14752,99,-0.2365,142,0.39349,90,-0.3870,86,-0.4506
ENSG00000186222,BLOC1S4,13,-0.3409,14,-0.1754,8,-1.0914,19,0.30237,9,-0.8887,22,0.59803,25,0.69517,10,-0.7753
ENSG00000170871,KIAA0232,149,0.43601,109,-0.0646,150,0.44882,115,0.01490,68,-0.8046,110,-0.0573,69,-0.7722,143,0.36703
ENSG00000132405,TBC1D14,59,0.05661,50,-0.2035,39,-0.5988,63,0.18298,43,-0.4432,54,-0.0901,54,-0.0719,90,0.75235
ENSG00000173011,TADA2B,25,-0.2211,22,-0.3744,31,0.12885,18,-0.7687,44,0.72904,36,0.44506,23,-0.3283,30,0.10870
ENSG00000109519,GRPEL1,23,-0.8949,26,-0.7093,52,0.39738,47,0.26237,48,0.25590,46,0.24051,41,0.03325,30,-0.4671
ENSG00000184985,SORCS2,55,0.96299,30,-0.0539,21,-0.6147,20,-0.7138,42,0.49404,30,-0.0359,47,0.67414,13,-1.2915
ENSG00000196526,AFAP1,15,-1.0438,28,-0.1019,31,0.04215,32,0.10542,25,-0.2776,43,0.65017,16,-0.9766,37,0.31234
ENSG00000163995,ABLIM2,3,-4.0857,49,-0.3026,61,0.01620,68,0.21896,85,0.56455,102,1.02981,37,-0.7306,25,-1.3195
ENSG00000251615,AC104825.1,15,-0.3089,21,0.28745,16,-0.1481,29,0.94187,19,0.10374,9,-1.0741,14,-0.3495,16,-0.1733
ENSG00000071127,WDR1,33,-0.9522,37,-0.7774,66,0.12070,65,0.12489,36,-0.8217,61,0.00924,98,0.77377,87,0.58673
ENSG00000178163,ZNF518B,10,-1.1355,13,-0.7434,37,0.93094,32,0.83188,17,-0.3204,20,-0.0489,21,-0.0223,6,-1.7531
ENSG00000157869,RAB28,40,0.38645,30,-0.0806,30,-0.0903,33,0.08637,36,0.19599,34,0.12110,22,-0.5246,24,-0.4448
ENSG00000038219,BOD1L1,761,1.56633,240,-0.3915,139,-1.2217,205,-0.6979,121,-1.4302,204,-0.7030,108,-1.6005,883,1.85886
ENSG00000137449,CPEB2,79,0.64188,97,0.99266,44,-0.2865,73,0.59138,52,-0.0433,25,-1.2486,40,-0.4691,25,-1.1634
ENSG00000118564,FBXL5,103,0.24537,74,-0.2922,108,0.31276,101,0.23776,48,-0.9376,103,0.27947,98,0.16097,47,-0.9790
ENSG00000237765,FAM200B,74,-0.1580,83,0.02464,89,0.13649,64,-0.4159,63,-0.3970,101,0.40336,78,-0.0811,98,0.29385
ENSG00000169762,TAPT1,53,0.02788,66,0.36252,63,0.28804,66,0.43659,51,-0.0509,39,-0.5140,37,-0.5532,44,-0.2631
ENSG00000169744,LDB2,17,-3.1049,138,0.05744,130,-0.0431,203,0.80493,156,0.24618,199,0.75756,41,-1.7881,50,-1.5088
ENSG00000151552,QDPR,435,1.13429,202,-0.1434,219,-0.0203,232,0.08785,318,0.59481,156,-0.6102,167,-0.4450,97,-1.2722
ENSG00000002549,LAP3,44,0.09508,27,-0.6562,40,-0.0474,29,-0.5900,49,0.27586,40,-0.0277,63,0.70165,49,0.29514
ENSG00000118579,MED28,47,-0.0938,53,0.10184,42,-0.2836,57,0.23995,59,0.26021,50,-0.0124,36,-0.5136,50,-0.0110
ENSG00000163257,DCAF16,65,0.72306,46,0.13512,35,-0.2751,42,0.02056,32,-0.4332,41,-0.0528,17,-1.3290,58,0.51823
ENSG00000178177,LCORL,22,0.38996,8,-1.1950,12,-0.6150,12,-0.6403,16,-0.0961,19,0.13215,16,-0.1642,39,1.35517
ENSG00000145147,SLIT2,17,-1.3058,23,-0.8817,77,1.06063,69,1.03206,13,-1.7092,56,0.57664,11,-1.9013,16,-1.4022
ENSG00000163138,PACRGL,28,-0.0151,25,-0.1482,23,-0.2852,26,-0.1327,21,-0.4289,46,0.97048,28,-0.0173,10,-1.5478
ENSG00000185774,KCNIP4,14,-3.3760,70,-0.9815,169,0.40601,166,0.42543,154,0.24677,248,1.26521,42,-1.7343,42,-1.7349
ENSG00000152990,ADGRA3,42,0.58471,21,-0.5187,25,-0.2271,15,-1.1054,16,-0.9567,23,-0.3980,80,1.71952,33,0.19579
ENSG00000109819,PPARGC1A,11,-1.7192,40,0.24715,62,0.98731,39,0.24816,35,0.06171,21,-0.7714,30,-0.1724,41,0.29517
ENSG00000109606,DHX15,39,-0.5061,34,-0.6978,68,0.37465,70,0.48608,32,-0.7959,67,0.40941,39,-0.4916,51,-0.0750
ENSG00000181982,CCDC149,21,0.10411,24,0.32631,8,-1.2545,22,0.19442,10,-1.0306,18,-0.1173,23,0.25775,29,0.64409
ENSG00000053900,ANAPC4,15,-0.2506,8,-1.1839,24,0.44889,26,0.63264,17,-0.0662,13,-0.5777,28,0.70030,12,-0.6860
ENSG00000250317,SMIM20,33,-0.4796,39,-0.2094,57,0.39084,32,-0.5724,49,0.16042,56,0.41030,47,0.07305,46,0.04668
ENSG00000168214,RBPJ,356,1.88270,78,-0.7068,102,-0.2865,91,-0.5108,81,-0.6466,104,-0.2827,101,-0.2944,114,-0.1150
ENSG00000109689,STIM2,34,0.12476,27,-0.2465,38,0.27196,42,0.54165,20,-0.6743,29,-0.1554,24,-0.4141,30,-0.0682
ENSG00000169851,PCDH7,52,-1.9406,163,-0.2212,193,0.04962,255,0.58607,102,-0.9452,284,0.79902,141,-0.4456,141,-0.4397
ENSG00000047365,ARAP2,315,2.44275,59,-0.5382,25,-1.8197,64,-0.4495,49,-0.8292,60,-0.5814,55,-0.6382,82,-0.0252
ENSG00000174145,NWD2,2,-3.0911,12,-0.8115,29,0.50151,32,0.78935,6,-1.8221,39,1.21780,11,-1.0330,8,-1.4033
ENSG00000065882,TBC1D1,26,-0.1921,29,-0.0470,31,0.08320,37,0.38083,16,-0.9358,27,-0.1807,23,-0.4259,45,0.68304
ENSG00000109787,KLF3,45,0.71411,15,-0.9560,38,0.45469,17,-0.9182,34,0.27168,21,-0.5352,40,0.52435,41,0.54479
ENSG00000109790,KLHL5,95,2.00328,36,0.23765,35,0.21462,20,-0.7337,30,-0.0332,18,-0.8986,17,-0.9347,18,-0.8003
ENSG00000157796,WDR19,17,-0.1826,13,-0.6507,21,0.12259,42,1.55509,6,-1.6223,12,-0.7407,21,0.09592,8,-1.3346
ENSG00000035928,RFC1,289,2.29817,24,-1.8637,38,-1.1604,34,-1.4427,31,-1.4570,68,-0.3140,52,-0.6932,176,1.29995
ENSG00000163682,RPL9,1154,0.10300,652,-0.7920,972,-0.1711,652,-0.8665,1443,0.46924,1416,0.50346,1551,0.59044,913,-0.2698
ENSG00000163683,SMIM14,96,0.00987,81,-0.2570,116,0.30547,98,0.03873,63,-0.6409,121,0.44275,87,-0.1529,75,-0.3881
ENSG00000078140,UBE2K,61,-1.0857,142,0.21811,116,-0.1114,164,0.52620,132,0.09770,123,-0.0102,105,-0.2616,109,-0.2057
ENSG00000121892,PDS5A,97,0.82251,52,-0.2097,41,-0.5668,68,0.25752,33,-0.9034,58,-0.0275,45,-0.4190,70,0.27471
ENSG00000163697,APBB2,103,1.13388,58,0.17949,52,0.01224,41,-0.4332,33,-0.6971,49,-0.1105,57,0.15627,38,-0.4994
ENSG00000154277,UCHL1,336,-2.1418,1505,0.15005,2061,0.67051,2463,1.16464,1156,-0.2709,1310,-0.0823,586,-1.3145,523,-1.4863
ENSG00000064042,LIMCH1,680,1.82053,142,-0.8224,233,-0.0520,153,-0.7811,130,-0.9587,212,-0.2274,146,-0.7782,348,0.60257
ENSG00000109133,TMEM33,74,-0.6364,139,0.35873,141,0.38369,178,0.91116,129,0.24112,78,-0.6106,72,-0.6773,45,-1.3984
ENSG00000014824,SLC30A9,39,-1.5427,74,-0.5920,123,0.21674,126,0.29437,113,0.08742,161,0.77175,92,-0.2494,59,-0.9220
ENSG00000124406,ATP8A1,222,0.32015,197,0.12170,163,-0.1768,253,0.61827,127,-0.5738,202,0.18662,124,-0.6075,81,-1.2521
ENSG00000183783,KCTD8,7,-1.6558,7,-1.6164,40,0.95034,33,0.73881,28,0.35066,25,0.19745,12,-0.9530,13,-0.8344
ENSG00000151806,GUF1,43,0.41552,41,0.35974,25,-0.4267,37,0.19093,26,-0.3642,29,-0.2005,30,-0.1367,32,-0.0347
ENSG00000163281,GNPDA2,7,-2.0309,30,0.00919,29,-0.0333,40,0.57815,25,-0.2760,34,0.29077,21,-0.5406,34,0.21175
ENSG00000163285,GABRG1,79,-0.2062,82,-0.1565,97,0.11544,47,-1.0846,146,0.79235,71,-0.4157,201,1.35382,62,-0.6012
ENSG00000260878,AC104072.1,13,-2.4078,35,-0.9645,71,0.13358,70,0.13666,113,0.90616,91,0.62543,63,-0.0559,35,-0.9564
ENSG00000151834,GABRA2,28,-1.9659,74,-0.5327,109,0.06997,86,-0.3461,111,0.09684,126,0.34455,191,1.00584,107,0.04184
ENSG00000109158,GABRA4,10,-3.0668,43,-0.9681,107,0.48006,94,0.29360,84,0.07580,126,0.87540,40,-1.0505,75,-0.0943
ENSG00000163288,GABRB1,38,-0.7952,62,-0.0531,63,-0.0266,58,-0.1542,76,0.28374,55,-0.2560,77,0.29610,95,0.65618
ENSG00000260918,AC107398.3,58,-1.5924,136,-0.2880,161,-0.0226,145,-0.2144,198,0.31097,235,0.69679,201,0.33388,119,-0.5002
ENSG00000169019,COMMD8,12,-1.0229,8,-1.5313,25,0.15005,28,0.36388,16,-0.5599,40,1.08822,14,-0.7917,18,-0.3436
ENSG00000109171,SLAIN2,33,0.66204,13,-0.7643,24,0.18662,22,0.04577,17,-0.4027,21,-0.0490,12,-0.8711,31,0.57813
ENSG00000075539,FRYL,260,2.75737,41,-0.6112,47,-0.3844,39,-0.7287,54,-0.1820,26,-1.4115,28,-1.1965,43,-0.5109
ENSG00000109180,OCIAD1,172,-0.9042,241,-0.3899,401,0.43110,375,0.36360,277,-0.1702,415,0.56073,288,-0.1046,120,-1.4457
