Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to10,Feature log2 fold change topic 6to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000116984,MTR,95,1.34849,23,-1.2270,31,-0.9104,57,0.32293,90,1.07190
ENSG00000198626,RYR2,613,1.97251,165,-0.6257,183,-0.5507,29,-3.0744,123,-0.9769
ENSG00000133019,CHRM3,219,1.47563,83,-0.3698,97,-0.1200,24,-2.1308,25,-2.1107
ENSG00000155816,FMN2,108,0.50431,79,-0.0447,72,-0.2927,115,0.55205,47,-0.8245
ENSG00000180875,GREM2,6,-1.4550,18,0.13406,26,1.38055,0,-7.8019,2,-2.7364
ENSG00000182901,RGS7,67,-0.3279,70,-0.2603,116,1.06007,14,-2.5465,30,-1.4950
ENSG00000287516,AL359764.2,11,-0.1318,13,0.04886,16,0.64219,8,-0.7355,1,-3.1232
ENSG00000091483,FH,23,-0.9866,25,-0.9027,61,1.11382,48,0.21647,27,-0.6636
ENSG00000054277,OPN3,44,-0.3448,62,0.25128,72,0.79203,10,-2.4451,6,-3.0936
ENSG00000203668,CHML,147,0.97101,71,-0.3847,93,0.15467,39,-1.2211,36,-1.3460
ENSG00000180287,PLD5,9,-0.7222,13,-0.0935,13,-0.2009,27,1.04204,19,0.48545
ENSG00000143702,CEP170,257,0.39668,166,-0.4025,200,-0.0661,125,-0.7640,331,0.76501
ENSG00000054282,SDCCAG8,188,0.28971,186,0.30703,102,-0.9781,235,0.61741,236,0.62643
ENSG00000117020,AKT3,321,0.44942,294,0.32831,225,-0.2391,176,-0.5375,163,-0.6575
ENSG00000179456,ZBTB18,205,0.05061,178,-0.2125,257,0.69923,92,-1.1743,70,-1.5911
ENSG00000035687,ADSS,117,0.40134,93,-0.0029,91,-0.0523,39,-1.3271,110,0.26679
ENSG00000203667,COX20,65,-1.0107,129,0.12937,114,-0.1290,232,1.07186,126,0.06742
ENSG00000153187,HNRNPU,577,0.71455,282,-0.5911,312,-0.5093,445,0.21266,664,0.86767
ENSG00000203666,EFCAB2,18,0.19396,9,-0.9900,15,-0.1678,38,1.39165,17,0.10090
ENSG00000185420,SMYD3,13,-0.9710,21,-0.2075,35,1.15538,10,-1.3414,10,-1.3374
ENSG00000162852,CNST,97,0.43517,71,-0.1392,90,0.45413,29,-1.4530,25,-1.6531
ENSG00000143653,SCCPDH,39,-0.6650,43,-0.5577,74,0.67681,54,-0.0929,64,0.15122
ENSG00000153207,AHCTF1,124,1.27699,38,-0.8926,45,-0.7559,78,0.33921,92,0.59789
ENSG00000175137,SH3BP5L,19,0.51125,12,-0.1862,15,0.19836,5,-1.3867,11,-0.3269
ENSG00000035115,SH3YL1,53,0.38083,32,-0.4942,38,-0.2594,50,0.25987,66,0.71871
ENSG00000143727,ACP1,43,-1.0280,89,0.19607,104,0.69703,49,-0.7617,45,-0.8868
ENSG00000151353,TMEM18,29,-0.2395,28,-0.2954,36,0.18757,33,-0.0115,44,0.44682
ENSG00000186487,MYT1L,723,1.18383,402,0.08113,326,-0.3895,169,-1.2582,173,-1.2257
ENSG00000032389,EIPR1,21,-1.1593,32,-0.5384,69,1.43356,18,-1.3274,19,-1.2198
ENSG00000171853,TRAPPC12,26,-0.6364,36,-0.0981,46,0.52289,35,-0.1256,29,-0.3837
ENSG00000182551,ADI1,38,-0.0157,28,-0.5601,33,-0.3720,92,1.43383,45,0.25136
ENSG00000171865,RNASEH1,58,0.66137,40,0.00177,31,-0.5617,45,0.16455,44,0.13704
ENSG00000234171,RNASEH1-AS1,11,-0.1669,10,-0.3650,14,0.25317,12,0.01744,15,0.27472
ENSG00000171863,RPS7,224,-1.1400,558,0.42868,490,0.21519,533,0.26958,297,-0.6429
ENSG00000232044,SILC1,21,-0.7748,26,-0.4666,21,-1.0590,37,0.11862,146,2.60340
ENSG00000228203,RNF144A-AS1,9,-1.0722,17,-0.0623,28,1.42834,2,-2.9469,0,-5.7502
ENSG00000151692,RNF144A,52,0.02779,60,0.33702,44,-0.3449,11,-2.2120,95,1.01441
ENSG00000115738,ID2,252,0.16400,186,-0.3929,227,-0.0317,426,1.00634,134,-0.8271
ENSG00000134313,KIDINS220,302,0.54534,205,-0.1510,185,-0.4316,208,-0.1044,318,0.57106
ENSG00000143797,MBOAT2,122,0.91115,62,-0.3534,39,-1.3215,103,0.51697,164,1.29495
ENSG00000151693,ASAP2,93,0.65072,57,-0.2351,56,-0.3361,83,0.40447,55,-0.2375
ENSG00000119185,ITGB1BP1,89,-0.7054,160,0.31429,178,0.74221,55,-1.3688,31,-2.2041
ENSG00000119203,CPSF3,6,-1.9454,21,-0.0504,31,1.06278,11,-0.9165,16,-0.4485
ENSG00000134330,IAH1,19,-1.0637,27,-0.5212,51,0.98763,31,-0.2572,29,-0.3321
ENSG00000151694,ADAM17,59,0.81035,31,-0.3368,29,-0.5513,53,0.55224,39,0.05334
ENSG00000134308,YWHAQ,236,-0.5913,360,0.13223,361,0.18194,266,-0.3606,409,0.31355
ENSG00000115750,TAF1B,17,-0.0545,17,-0.0456,15,-0.3378,37,1.17132,13,-0.4261
ENSG00000115756,HPCAL1,190,0.36421,84,-1.0922,176,0.33379,208,0.47056,138,-0.1768
ENSG00000115758,ODC1,20,-0.4971,23,-0.2502,34,0.65695,26,-0.0399,15,-0.9132
ENSG00000115761,NOL10,35,0.46688,13,-1.2745,24,-0.3138,44,0.76844,54,1.10249
ENSG00000143870,PDIA6,52,-0.5766,78,0.12059,85,0.38390,67,-0.1407,50,-0.5844
ENSG00000162975,KCNF1,92,-0.0365,114,0.37089,109,0.37310,26,-1.9469,36,-1.4579
ENSG00000134318,ROCK2,768,1.00845,322,-0.5975,460,0.07763,255,-0.8624,295,-0.6392
ENSG00000196208,GREB1,12,-0.2929,23,0.85461,12,-0.5443,20,0.47710,7,-1.0344
ENSG00000169006,NTSR2,23,-0.1445,21,-0.3506,11,-1.6162,103,2.48926,34,0.48176
ENSG00000134324,LPIN1,78,0.15069,72,0.00385,58,-0.4642,96,0.46170,99,0.52124
ENSG00000071575,TRIB2,44,0.16828,35,-0.2083,42,0.16004,45,0.19416,26,-0.6566
ENSG00000162981,LRATD1,54,-0.6922,57,-0.6475,130,1.46936,26,-1.6856,22,-1.9666
ENSG00000151779,NBAS,64,0.36587,45,-0.2560,56,0.16622,55,0.08664,27,-0.9846
ENSG00000079785,DDX1,136,-0.6060,126,-0.8004,296,1.25216,117,-0.7906,102,-1.0004
ENSG00000197872,FAM49A,252,0.66483,161,-0.1543,200,0.36064,38,-2.2898,67,-1.4532
ENSG00000163032,VSNL1,1301,-0.4130,1545,-0.1367,2423,1.11990,272,-2.7142,296,-2.5882
ENSG00000163029,SMC6,112,1.02013,57,-0.2234,39,-1.0993,65,0.01735,121,1.01329
ENSG00000240857,RDH14,21,-0.2870,18,-0.5708,36,1.03036,5,-2.3080,19,-0.3980
ENSG00000118965,WDR35,18,0.47926,8,-0.9404,14,-0.0386,24,0.86198,14,-0.0248
ENSG00000068697,LAPTM4A,40,-0.7550,54,-0.2709,61,-0.0550,154,1.48976,50,-0.3453
ENSG00000055917,PUM2,136,0.15489,149,0.35229,112,-0.2506,132,0.08795,84,-0.6125
ENSG00000143878,RHOB,115,-0.3505,136,-0.0790,116,-0.4691,229,0.77021,256,0.95618
ENSG00000119778,ATAD2B,32,0.90404,10,-1.1154,7,-1.9401,36,0.95755,69,2.14900
ENSG00000173960,UBXN2A,30,-0.0970,24,-0.5589,28,-0.3632,54,0.82872,63,1.08745
ENSG00000119782,FKBP1B,46,-0.0208,55,0.34095,56,0.49066,9,-2.4604,12,-2.0616
ENSG00000115128,SF3B6,42,-0.7035,55,-0.2907,72,0.27366,98,0.66205,68,0.07439
ENSG00000219626,FAM228B,100,0.85021,63,0.01414,39,-1.0120,69,0.15228,98,0.71495
ENSG00000198399,ITSN2,317,1.25326,106,-0.7805,128,-0.5646,93,-0.8674,278,0.85862
ENSG00000084676,NCOA1,226,0.49338,166,-0.0580,146,-0.3799,206,0.29230,171,-0.0022
ENSG00000184924,PTRHD1,20,-0.5376,26,-0.1035,34,0.57037,31,0.18624,11,-1.3839
ENSG00000138031,ADCY3,40,0.22734,29,-0.3308,40,0.35341,20,-0.8195,31,-0.1722
ENSG00000115137,DNAJC27,29,-0.2208,27,-0.3468,41,0.57244,20,-0.7734,32,-0.0587
ENSG00000084710,EFR3B,55,-0.0762,55,-0.0759,63,0.26618,70,0.30996,25,-1.2456
ENSG00000119772,DNMT3A,44,0.80741,15,-1.0592,19,-0.8169,43,0.67423,64,1.34533
ENSG00000138101,DTNB,39,-0.3798,38,-0.4470,68,0.94393,20,-1.3281,33,-0.6004
ENSG00000143970,ASXL2,78,1.35245,18,-1.2693,25,-0.8709,54,0.56845,65,0.85017
ENSG00000084731,KIF3C,254,-0.0365,357,0.65518,269,0.08967,112,-1.2787,76,-1.8488
ENSG00000084733,RAB10,85,-0.3171,107,0.06830,111,0.19269,85,-0.3038,105,0.02485
ENSG00000157833,GAREM2,8,-1.1452,17,-0.0526,8,-1.6108,92,3.09894,9,-0.8996
ENSG00000084754,HADHA,64,-0.2067,45,-0.8256,54,-0.6315,206,1.77698,122,0.85101
ENSG00000138029,HADHB,33,-0.8856,44,-0.4664,38,-0.8705,215,2.31692,79,0.51943
ENSG00000138018,SELENOI,86,0.44169,69,0.06721,73,0.24739,11,-2.6073,43,-0.6712
ENSG00000171303,KCNK3,15,-0.1489,13,-0.3861,23,1.03923,8,-1.0267,1,-3.8091
ENSG00000213699,SLC35F6,20,-0.2216,22,-0.0619,24,0.19290,20,-0.1375,23,0.04487
ENSG00000157851,DPYSL5,26,-0.1151,31,0.16437,19,-0.8204,5,-2.5011,91,2.01257
ENSG00000084764,MAPRE3,117,-0.0753,102,-0.3472,168,0.89749,35,-1.8771,55,-1.2118
ENSG00000119777,TMEM214,20,0.27683,15,-0.3119,18,0.09262,22,0.37508,11,-0.6307
ENSG00000228474,OST4,24,-2.0476,105,0.36905,95,0.22590,146,0.83915,60,-0.5654
ENSG00000138030,KHK,12,-0.7287,17,-0.2811,28,1.01435,6,-1.6270,13,-0.5670
ENSG00000138028,CGREF1,21,-1.1496,36,-0.3610,67,1.30994,25,-0.8253,12,-1.9276
ENSG00000138073,PREB,17,-0.1490,17,-0.2047,23,0.42348,11,-0.8478,20,0.04038
ENSG00000138074,SLC5A6,17,-0.1048,23,0.43040,16,-0.3051,15,-0.2896,21,0.25161
ENSG00000138085,ATRAID,15,-0.9369,19,-0.6550,32,0.48200,46,0.85732,29,0.11966
ENSG00000115194,SLC30A3,34,-0.8825,58,-0.0262,91,1.34595,2,-4.4605,4,-3.7813
ENSG00000115204,MPV17,30,-0.0536,25,-0.3422,39,0.65553,12,-1.3775,24,-0.3403
ENSG00000115207,GTF3C2,16,-0.2146,19,0.12213,19,0.10407,16,-0.1195,16,-0.1596
ENSG00000115211,EIF2B4,52,0.53671,29,-0.5046,30,-0.5598,52,0.49690,67,0.89687
ENSG00000115234,SNX17,47,-0.6790,63,-0.2244,87,0.55071,86,0.30465,46,-0.6510
ENSG00000115241,PPM1G,83,0.47226,45,-0.6443,67,0.13869,49,-0.4100,79,0.33373
ENSG00000115216,NRBP1,60,-0.3516,73,-0.0243,92,0.57875,49,-0.6290,41,-0.9158
ENSG00000138002,IFT172,23,0.42704,10,-1.0642,23,0.61879,13,-0.5062,15,-0.3321
ENSG00000115226,FNDC4,39,-1.1529,95,0.35602,103,0.73554,49,-0.7342,22,-1.9250
ENSG00000243943,ZNF512,43,-0.2161,43,-0.2002,61,0.62175,18,-1.4684,42,-0.2108
ENSG00000198522,GPN1,21,0.12058,8,-1.4966,30,1.23563,4,-2.2925,17,-0.2638
ENSG00000119760,SUPT7L,50,0.04247,35,-0.6240,65,0.74680,25,-1.0522,38,-0.4056
ENSG00000163798,SLC4A1AP,131,0.25742,86,-0.5055,130,0.35637,98,-0.2257,91,-0.3372
ENSG00000243147,MRPL33,58,-1.2959,131,0.01805,179,0.91710,81,-0.7278,71,-0.9134
ENSG00000158019,BABAM2,25,-0.4126,23,-0.6452,46,0.97107,21,-0.6717,22,-0.6067
ENSG00000075426,FOSL2,24,-0.3983,35,0.28853,37,0.50884,25,-0.3075,2,-3.8134
ENSG00000213639,PPP1CB,234,-0.5560,369,0.24615,379,0.39752,195,-0.7923,243,-0.4528
ENSG00000171103,TRMT61B,6,-1.4588,11,-0.5238,22,1.11904,14,-0.0766,10,-0.6010
ENSG00000163811,WDR43,82,1.00114,26,-1.0283,34,-0.7382,65,0.49509,91,1.06992
ENSG00000115295,CLIP4,64,0.20148,60,0.11950,51,-0.2576,50,-0.2042,68,0.29004
ENSG00000119801,YPEL5,108,-0.4515,159,0.24086,171,0.51938,87,-0.7366,54,-1.4500
ENSG00000213626,LBH,17,-0.2515,15,-0.5170,25,0.58161,37,0.95987,0,-8.1640
ENSG00000172954,LCLAT1,28,0.97793,12,-0.5767,18,0.25396,2,-2.9942,12,-0.4237
ENSG00000013016,EHD3,108,-0.1466,140,0.33906,144,0.53438,38,-1.7120,21,-2.5865
ENSG00000162959,MEMO1,31,1.11558,13,-0.5216,11,-0.9078,18,0.05861,30,0.92267
ENSG00000162961,DPY30,29,-0.9265,47,-0.1477,67,0.75929,28,-0.8895,49,-0.0755
ENSG00000021574,SPAST,56,0.71813,29,-0.4593,35,-0.1694,19,-1.0156,57,0.66320
ENSG00000119820,YIPF4,209,0.76336,109,-0.4255,112,-0.4840,143,0.05865,204,0.62775
ENSG00000115760,BIRC6,139,0.68663,53,-1.0246,75,-0.5256,128,0.47245,196,1.19295
ENSG00000119812,FAM98A,83,0.19229,65,-0.2471,83,0.25900,45,-0.7617,74,-0.0065
ENSG00000260025,CRIM1-DT,16,-0.8843,35,0.41367,35,0.60228,17,-0.7494,7,-1.9355
ENSG00000150938,CRIM1,104,0.11791,130,0.59373,82,-0.3931,120,0.33755,37,-1.4752
ENSG00000171055,FEZ2,143,0.30096,81,-0.7245,126,0.10832,147,0.31782,141,0.25131
ENSG00000115808,STRN,98,0.70398,44,-0.7313,48,-0.7370,52,-0.3812,177,1.64867
ENSG00000008869,HEATR5B,23,-0.5925,32,-0.0968,42,0.64152,21,-0.7016,26,-0.3795
ENSG00000152133,GPATCH11,85,0.25637,44,-0.9194,80,0.23037,73,-0.0144,105,0.56914
ENSG00000055332,EIF2AK2,190,0.56010,104,-0.5369,123,-0.2913,201,0.59134,161,0.23137
ENSG00000218739,CEBPZOS,79,0.25266,69,0.00968,61,-0.2863,71,0.04812,83,0.30604
ENSG00000115816,CEBPZ,96,0.22752,56,-0.7360,83,-0.0301,100,0.26268,135,0.76197
ENSG00000003509,NDUFAF7,27,0.69372,14,-0.5657,20,0.22260,10,-0.9797,16,-0.2046
ENSG00000115828,QPCT,11,-1.2753,19,-0.3894,39,1.53411,7,-1.7909,6,-2.0757
ENSG00000163171,CDC42EP3,28,0.05720,22,-0.3781,38,0.93058,9,-1.6810,6,-2.1907
ENSG00000138061,CYP1B1,6,-1.7392,6,-2.0306,16,-0.4718,129,3.58898,1,-3.9948
ENSG00000119787,ATL2,54,0.94762,19,-0.8978,39,0.45963,20,-0.7156,8,-2.0213
ENSG00000143889,HNRNPLL,43,0.21942,36,-0.0948,41,0.15593,22,-0.8091,37,-0.0488
ENSG00000115875,SRSF7,66,-0.3274,72,-0.1829,94,0.43033,73,-0.1346,66,-0.3034
ENSG00000152147,GEMIN6,9,-0.4407,16,0.45840,14,0.34267,2,-2.6306,10,-0.3243
ENSG00000163214,DHX57,29,0.69456,14,-0.5754,19,-0.1306,19,-0.0467,23,0.23965
ENSG00000188010,MORN2,21,-0.9155,34,-0.1335,47,0.69287,47,0.40633,12,-1.6751
ENSG00000115904,SOS1,66,0.61557,42,-0.2177,42,-0.2567,40,-0.2440,55,0.24444
ENSG00000011566,MAP4K3,65,0.67218,53,0.33769,39,-0.3198,20,-1.2195,32,-0.5003
ENSG00000231312,MAP4K3-DT,137,1.39936,61,-0.1281,54,-0.4715,28,-1.3094,36,-0.9298
ENSG00000152154,TMEM178A,211,0.89593,154,0.35064,112,-0.3467,38,-1.8479,71,-0.9079
ENSG00000138050,THUMPD2,41,1.10531,17,-0.5184,15,-0.8739,20,-0.1305,41,0.99343
ENSG00000183023,SLC8A1,582,1.31217,300,0.05410,240,-0.4596,86,-1.8454,156,-0.9630
ENSG00000162878,PKDCC,26,1.36901,12,-0.0743,12,-0.1419,3,-1.8446,0,-6.1754
ENSG00000143924,EML4,26,0.67207,10,-0.9975,15,-0.4475,27,0.67955,31,0.89300
ENSG00000115944,COX7A2L,132,-0.6321,237,0.41416,236,0.55280,66,-1.6087,86,-1.2213
ENSG00000057935,MTA3,37,0.01508,42,0.24420,38,0.04711,32,-0.2157,23,-0.7407
ENSG00000152518,ZFP36L2,25,-0.6232,12,-1.8176,11,-2.2665,179,2.86262,122,2.03472
ENSG00000138036,DYNC2LI1,54,0.54041,24,-0.9232,48,0.47055,29,-0.4765,32,-0.3536
ENSG00000138095,LRPPRC,80,-0.5197,113,0.06830,131,0.47387,70,-0.6913,88,-0.3332
ENSG00000138032,PPM1B,83,-0.0325,94,0.21233,76,-0.2272,67,-0.3590,114,0.48274
ENSG00000138078,PREPL,795,0.06173,658,-0.2875,1023,0.80510,259,-1.6493,271,-1.5825
ENSG00000171132,PRKCE,271,0.80691,237,0.62547,144,-0.4447,37,-2.3127,81,-1.1613
ENSG00000116016,EPAS1,24,-1.5968,93,0.77629,36,-1.2312,250,2.39311,14,-2.3033
ENSG00000119729,RHOQ,49,-0.6818,78,0.10619,61,-0.4663,161,1.26799,93,0.36296
ENSG00000151665,PIGF,14,-0.0008,11,-0.3989,13,-0.1422,20,0.48405,22,0.66401
ENSG00000119878,CRIPT,79,0.23754,68,-0.0356,61,-0.2968,59,-0.2372,103,0.64575
ENSG00000171150,SOCS5,57,0.60353,36,-0.2308,40,-0.0354,25,-0.7112,40,-0.0176
ENSG00000180398,MCFD2,86,-0.4470,148,0.55492,110,-0.0652,135,0.28507,51,-1.2062
ENSG00000143933,CALM2,1795,-0.2922,1937,-0.1809,2742,0.69398,1111,-1.0014,1352,-0.7037
ENSG00000095002,MSH2,55,0.44265,42,-0.0385,47,0.26449,12,-1.8449,28,-0.6494
ENSG00000184261,KCNK12,11,-1.3313,33,0.46716,34,0.71363,16,-0.7327,6,-2.1851
ENSG00000116062,MSH6,24,-0.1470,22,-0.3688,27,0.05257,21,-0.3557,48,0.95652
ENSG00000138081,FBXO11,136,0.33666,101,-0.1975,127,0.31664,73,-0.6675,65,-0.8431
ENSG00000170802,FOXN2,20,-0.3282,17,-0.6765,11,-1.6219,30,0.30385,120,2.87902
ENSG00000162869,PPP1R21,73,0.17652,47,-0.6080,79,0.48747,34,-1.0297,74,0.17715
ENSG00000179915,NRXN1,809,0.74071,398,-0.5546,627,0.39870,313,-0.8346,200,-1.5033
ENSG00000115239,ASB3,68,0.68958,27,-0.9753,44,-0.1108,75,0.76942,44,-0.0868
ENSG00000068912,ERLEC1,144,-0.0367,120,-0.3871,193,0.74130,49,-1.6592,109,-0.4716
ENSG00000068878,PSME4,53,0.62890,37,0.02167,24,-0.9170,29,-0.3754,76,1.18215
ENSG00000170634,ACYP2,35,-1.6731,109,0.19018,130,0.76546,69,-0.5464,69,-0.5492
ENSG00000115306,SPTBN1,941,0.07667,1090,0.38147,717,-0.5237,1215,0.47925,850,-0.0906
ENSG00000214595,EML6,65,1.29228,20,-0.9026,35,0.18476,18,-0.9446,10,-1.7279
ENSG00000115310,RTN4,2065,0.00612,1607,-0.4580,2511,0.53430,925,-1.2236,2260,0.14837
ENSG00000143947,RPS27A,474,-1.1143,1332,0.73386,824,-0.2978,1325,0.56067,818,-0.2062
ENSG00000085760,MTIF2,70,0.28331,54,-0.1720,59,-0.0271,50,-0.2849,68,0.19730
ENSG00000115355,CCDC88A,1131,0.92196,299,-1.4428,354,-1.3789,765,0.17229,2533,2.28880
ENSG00000163001,CFAP36,166,-0.2863,188,-0.0921,250,0.64734,118,-0.7936,101,-1.0154
ENSG00000275052,PPP4R3B,101,0.30196,69,-0.3935,73,-0.3574,126,0.62757,121,0.56699
ENSG00000138035,PNPT1,43,0.53302,16,-1.1759,26,-0.4380,19,-0.7357,95,1.87456
ENSG00000115380,EFEMP1,9,-1.1440,11,-0.7780,4,-2.5452,118,3.71103,22,0.31727
ENSG00000055813,CCDC85A,37,-0.8695,68,0.13367,88,0.92219,35,-0.9043,9,-2.8884
ENSG00000115392,FANCL,32,0.29032,22,-0.3532,22,-0.4269,23,-0.2648,59,1.26426
ENSG00000119866,BCL11A,213,0.92587,147,0.25600,106,-0.4627,69,-0.9468,83,-0.6846
ENSG00000115421,PAPOLG,30,0.49095,22,-0.0706,22,-0.1086,17,-0.4530,21,-0.0857
ENSG00000162929,KIAA1841,55,0.92518,24,-0.5808,33,-0.0130,18,-0.9212,33,-0.0210
ENSG00000237651,C2orf74,44,-0.5891,64,0.04744,73,0.44066,53,-0.2440,47,-0.4375
ENSG00000115464,USP34,196,0.80390,93,-0.5589,96,-0.6184,157,0.34990,205,0.78377
ENSG00000082898,XPO1,98,0.12312,65,-0.6283,96,0.11967,132,0.59184,95,0.05495
ENSG00000170264,FAM161A,56,0.53813,24,-0.9443,39,-0.1506,48,0.21453,70,0.84473
ENSG00000115484,CCT4,71,-1.2379,129,-0.3081,223,1.13169,91,-0.7852,90,-0.8052
ENSG00000173163,COMMD1,18,-0.9306,20,-0.8412,46,1.10418,24,-0.4494,31,-0.0612
ENSG00000170340,B3GNT2,33,1.17401,13,-0.4747,17,-0.1049,11,-0.6558,9,-1.0541
ENSG00000115504,EHBP1,146,0.25864,127,0.01024,132,0.11849,93,-0.4729,87,-0.5790
ENSG00000143951,WDPCP,46,1.03714,15,-0.9933,20,-0.5785,23,-0.1971,54,1.15702
ENSG00000014641,MDH1,220,-1.6369,385,-0.8271,1098,2.08199,135,-2.2639,82,-2.9872
ENSG00000169764,UGP2,224,-0.5200,458,0.84902,314,0.07257,183,-0.7887,86,-1.9173
ENSG00000197329,PELI1,37,1.05109,31,0.83614,8,-1.8020,15,-0.4685,26,0.32552
ENSG00000119862,LGALSL,34,0.46833,24,-0.1534,28,0.21308,11,-1.2414,19,-0.4423
ENSG00000119844,AFTPH,101,0.32056,75,-0.2188,93,0.25860,56,-0.6284,62,-0.4799
ENSG00000179833,SERTAD2,26,1.00056,13,-0.2182,9,-1.0705,17,0.17927,26,0.89229
ENSG00000237638,LINC02245,11,-0.1985,7,-0.8523,20,1.56471,0,-5.1398,2,-2.6386
ENSG00000115902,SLC1A4,49,-0.0787,39,-0.4824,58,0.33733,83,0.77026,24,-1.1423
ENSG00000011523,CEP68,137,0.95751,69,-0.3041,70,-0.3455,77,-0.0900,68,-0.2915
ENSG00000138069,RAB1A,97,-0.7605,178,0.29156,199,0.70823,80,-0.9904,41,-1.9910
ENSG00000138071,ACTR2,379,0.04497,356,-0.0698,443,0.47907,226,-0.7605,169,-1.1988
ENSG00000198369,SPRED2,34,-0.0091,44,0.48128,36,0.07426,27,-0.3911,9,-1.9755
ENSG00000197223,C1D,71,-0.0064,71,-0.0015,85,0.46911,38,-0.9458,36,-1.0549
ENSG00000243667,WDR92,38,1.38106,13,-0.6070,14,-0.5165,7,-1.4424,25,0.48039
ENSG00000115946,PNO1,18,0.33689,16,0.11527,14,-0.1445,13,-0.2638,13,-0.2694
ENSG00000221823,PPP3R1,183,0.18702,233,0.71862,160,-0.0642,63,-1.4450,43,-2.0068
ENSG00000119865,CNRIP1,111,-0.3651,162,0.33229,167,0.52521,59,-1.2801,44,-1.7116
ENSG00000169604,ANTXR1,15,-0.3332,8,-1.3188,9,-1.3747,93,3.01112,23,0.38680
ENSG00000198380,GFPT1,49,-0.2630,56,-0.0530,66,0.36314,44,-0.4182,49,-0.2404
ENSG00000169599,NFU1,6,-2.6794,36,-0.0771,57,1.28677,19,-1.0484,23,-0.7256
ENSG00000115977,AAK1,348,0.23865,260,-0.2894,369,0.51798,172,-0.8758,153,-1.0542
ENSG00000196975,ANXA4,5,-1.6982,18,0.42496,11,-0.4901,30,1.20352,21,0.61958
ENSG00000087338,GMCL1,41,0.26495,32,-0.1576,35,-0.0440,36,0.01377,35,-0.0092
ENSG00000124380,SNRNP27,131,-0.0349,141,0.10014,118,-0.3024,128,-0.0725,204,0.67951
ENSG00000059728,MXD1,22,0.75146,13,-0.1021,13,-0.1317,16,0.19435,3,-1.9963
ENSG00000179818,PCBP1-AS1,19,0.49889,5,-1.6736,11,-0.5046,20,0.57241,40,1.72518
ENSG00000169564,PCBP1,204,-0.3649,238,-0.1175,291,0.36814,221,-0.2063,236,-0.1073
ENSG00000116001,TIA1,94,0.82897,47,-0.4330,43,-0.7086,59,0.00043,109,0.98334
ENSG00000116005,PCYOX1,152,0.51443,85,-0.5467,124,0.20738,95,-0.2819,96,-0.2620
ENSG00000143977,SNRPG,22,-0.9443,25,-0.8068,47,0.50710,83,1.23268,31,-0.3630
ENSG00000035141,FAM136A,19,-0.8863,37,0.20667,43,0.70276,22,-0.5961,12,-1.5437
ENSG00000075340,ADD2,265,0.70071,227,0.46631,170,-0.1382,47,-2.0119,51,-1.9016
ENSG00000144043,TEX261,12,-0.5856,11,-0.7755,18,0.16211,31,0.97741,25,0.63069
ENSG00000124357,NAGK,40,0.13810,20,-1.0468,37,-0.0008,60,0.76955,58,0.71672
ENSG00000124383,MPHOSPH10,123,0.65760,51,-0.9157,79,-0.1755,58,-0.5902,170,1.12690
ENSG00000124374,PAIP2B,50,-0.2916,68,0.28786,16,-2.4503,53,-0.1626,271,2.75080
ENSG00000075292,ZNF638,448,0.93800,173,-0.8015,204,-0.6330,218,-0.3258,580,1.26657
ENSG00000003137,CYP26B1,14,-1.0170,42,0.98185,31,0.41276,2,-3.4285,5,-2.3690
ENSG00000144036,EXOC6B,61,0.12986,60,0.10203,51,-0.2609,42,-0.4611,83,0.60581
ENSG00000135638,EMX1,9,-1.5306,30,0.35390,35,0.95351,8,-1.6789,8,-1.6317
ENSG00000144040,SFXN5,67,-0.7748,103,-0.0660,91,-0.3662,345,2.01784,36,-1.6487
ENSG00000135631,RAB11FIP5,24,-1.0773,50,0.13233,67,1.03427,13,-1.9340,16,-1.6254
ENSG00000135632,SMYD5,19,0.09805,18,-0.0027,18,0.03518,21,0.26094,11,-0.6941
ENSG00000135617,PRADC1,13,-0.8620,22,-0.0235,27,0.58253,27,0.32949,9,-1.3439
ENSG00000135624,CCT7,53,-1.1076,79,-0.5029,160,1.34233,45,-1.2591,54,-0.9896
ENSG00000163013,FBXO41,93,0.25680,106,0.55877,74,-0.1886,58,-0.4979,31,-1.4563
ENSG00000135625,EGR4,19,0.62192,11,-0.3481,18,0.80507,0,-6.9793,0,-6.1887
ENSG00000116127,ALMS1,54,1.78474,18,-0.3131,6,-2.2941,17,-0.3951,50,1.35533
ENSG00000144034,TPRKB,13,-0.7888,21,-0.0567,26,0.45681,24,0.13179,18,-0.3188
ENSG00000144048,DUSP11,11,-0.4433,17,0.28438,17,0.38133,9,-0.6792,8,-0.8714
ENSG00000124356,STAMBP,49,0.03753,26,-1.1009,40,-0.4511,63,0.42855,142,1.82006
ENSG00000114956,DGUOK,39,-0.3666,43,-0.2411,63,0.69469,23,-1.1160,40,-0.2885
ENSG00000187605,TET3,23,0.98282,12,-0.2533,10,-0.5671,8,-0.7666,20,0.61435
ENSG00000163170,BOLA3,23,-1.4072,61,0.17959,81,1.09836,17,-1.8128,17,-1.7705
ENSG00000225439,BOLA3-AS1,25,0.22762,22,-0.0391,25,0.31134,13,-0.8222,12,-0.8972
