Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000039123,MTREX,80,0.54735,85,0.64057,97,0.86506,36,-0.7196,48,-0.2782,46,-0.3218,52,-0.1532,85,0.63460,36,-0.7145,40,-0.6526
ENSG00000067113,PLPP1,32,0.05962,6,-2.4468,7,-2.0814,39,0.36470,30,-0.0774,25,-0.3049,13,-1.2991,59,1.02951,41,0.44550,40,0.50446
ENSG00000134352,IL6ST,219,0.66573,138,-0.0707,147,0.03021,375,1.59981,194,0.47207,102,-0.5344,156,0.12573,59,-1.3524,49,-1.6224,97,-0.7129
ENSG00000062194,GPBP1,210,0.29471,307,0.92090,246,0.55173,175,0.00918,145,-0.2816,110,-0.7083,158,-0.1456,216,0.34302,121,-0.5576,133,-0.4916
ENSG00000249436,AC008780.1,18,-1.4994,51,0.07048,73,0.62547,37,-0.4384,88,0.94553,29,-0.8212,49,-0.0022,145,1.83450,24,-1.0773,25,-1.1760
ENSG00000145632,PLK2,17,-3.2080,115,-0.3924,157,0.09913,38,-2.0563,114,-0.4086,95,-0.6784,142,-0.0574,326,1.30732,128,-0.2288,214,0.76439
ENSG00000152932,RAB3C,20,-3.9760,207,-0.5209,280,-0.0561,157,-0.9396,218,-0.4455,256,-0.1964,415,0.57466,175,-0.7802,348,0.29203,468,1.01953
ENSG00000113448,PDE4D,21,-1.5138,61,0.08011,78,0.46263,52,-0.1827,37,-0.7016,51,-0.1855,74,0.37804,103,0.93722,54,-0.1018,55,-0.1017
ENSG00000152931,PART1,18,-2.5810,116,0.20194,176,0.87997,26,-2.0261,37,-1.5370,86,-0.2780,110,0.10896,108,0.08273,139,0.48839,137,0.59495
ENSG00000164182,NDUFAF2,36,-0.5553,30,-0.8038,48,-0.1113,41,-0.3296,116,1.35509,64,0.34756,31,-0.7465,39,-0.4135,58,0.20997,50,-0.0437
ENSG00000188725,SMIM15,52,0.94339,8,-1.8014,33,0.19112,47,0.78204,24,-0.2938,19,-0.6437,42,0.60088,20,-0.5323,9,-1.6492,31,0.10622
ENSG00000130449,ZSWIM6,118,1.46325,65,0.44314,47,-0.0680,72,0.61550,31,-0.7021,28,-0.8287,18,-1.5186,79,0.77290,39,-0.3300,30,-0.8809
ENSG00000068796,KIF2A,160,1.12095,125,0.69635,173,1.25283,91,0.18236,53,-0.6599,33,-1.3336,29,-1.5278,120,0.63947,11,-2.8967,58,-0.6119
ENSG00000086200,IPO11,21,-0.0866,26,0.29228,25,0.23743,15,-0.5968,16,-0.4542,14,-0.6986,14,-0.6265,31,0.52693,24,0.13213,25,0.29441
ENSG00000164197,RNF180,8,-1.8391,49,0.88492,69,1.45981,52,0.99753,29,0.04888,12,-1.2204,16,-0.8964,33,0.23699,18,-0.6508,17,-0.8481
ENSG00000186479,RGS7BP,18,-1.7736,120,1.11352,193,1.98480,49,-0.3336,62,0.03740,40,-0.6447,48,-0.3605,96,0.73528,19,-1.7315,27,-1.3829
ENSG00000153006,SREK1IP1,99,0.71339,112,0.92910,88,0.53173,57,-0.1477,42,-0.6155,58,-0.1266,84,0.44299,91,0.58944,28,-1.2253,33,-1.1562
ENSG00000153015,CWC27,165,1.02849,151,0.88253,173,1.10974,97,0.16412,89,0.03245,20,-2.1984,58,-0.6439,86,-0.0365,43,-1.0689,56,-0.7950
ENSG00000113595,TRIM23,55,-0.9873,125,0.26221,158,0.64368,53,-1.0580,67,-0.6995,93,-0.1976,83,-0.3700,212,1.13676,75,-0.5318,116,0.17710
ENSG00000113597,TRAPPC13,34,0.08391,31,-0.0731,14,-1.2641,24,-0.4648,28,-0.2327,32,-0.0247,25,-0.3891,68,1.21966,20,-0.6996,37,0.27788
ENSG00000197860,SGTB,50,-1.9489,150,-0.3006,249,0.50035,121,-0.6254,163,-0.1735,157,-0.2225,196,0.11658,169,-0.1153,110,-0.7732,272,0.84273
ENSG00000123213,NLN,19,-1.1460,61,0.62422,46,0.19610,26,-0.6742,37,-0.1564,29,-0.5034,29,-0.5348,98,1.43405,39,-0.0743,36,-0.2577
ENSG00000112851,ERBIN,392,2.29936,146,0.52708,71,-0.6060,130,0.33764,116,0.15915,66,-0.7111,58,-0.9108,53,-1.0425,87,-0.2865,47,-1.3862
ENSG00000153914,SREK1,237,0.88026,377,1.69641,221,0.76307,101,-0.4722,55,-1.3797,68,-1.0742,45,-1.6906,155,0.18482,71,-1.0018,107,-0.4670
ENSG00000069020,MAST4,68,-0.7087,173,0.75831,146,0.48551,109,0.01049,86,-0.3534,119,0.16095,112,0.06462,129,0.28661,66,-0.7637,95,-0.2319
ENSG00000145675,PIK3R1,206,-1.1755,720,0.78150,1037,1.41022,135,-1.8051,239,-0.9495,284,-0.6905,431,-0.0472,680,0.68557,290,-0.6601,435,-0.0379
ENSG00000145740,SLC30A5,27,-0.0521,28,0.02471,22,-0.3229,10,-1.5489,9,-1.6511,17,-0.7075,13,-1.1185,61,1.28138,51,0.98260,31,0.24045
ENSG00000134056,MRPS36,15,-1.7982,19,-1.4010,22,-1.1973,57,0.23894,70,0.56708,27,-0.9091,48,-0.0177,53,0.13663,54,0.16532,74,0.85157
ENSG00000085231,AK6,15,-1.3648,19,-0.9762,12,-1.6824,42,0.23039,46,0.38523,28,-0.3995,42,0.24366,60,0.79030,12,-1.5971,53,0.78613
ENSG00000273841,TAF9,22,-1.6682,20,-1.8003,40,-0.7731,38,-0.8524,67,0.00658,100,0.63837,61,-0.1385,85,0.38485,50,-0.4435,106,0.97357
ENSG00000152942,RAD17,21,-0.3679,35,0.46883,31,0.25644,39,0.61496,20,-0.4271,21,-0.3539,11,-1.3116,38,0.58788,20,-0.4427,27,0.03285
ENSG00000145734,BDP1,564,0.55563,1341,2.09577,950,1.44417,223,-0.8973,269,-0.6092,253,-0.7043,283,-0.5294,221,-0.9068,187,-1.1628,165,-1.5245
ENSG00000131844,MCCC2,22,0.04544,7,-1.6461,7,-1.6693,46,1.26362,17,-0.2747,15,-0.4824,11,-1.0149,50,1.41735,20,-0.0743,19,-0.1569
ENSG00000164326,CARTPT,0,-6.5978,0,-5.7414,42,-0.0473,3,-3.7736,33,-0.3982,0,-9.0160,117,1.66256,195,2.70915,0,-8.5197,43,-0.0105
ENSG00000131711,MAP1B,4561,-0.5207,9178,0.58377,16957,1.64632,1102,-2.6366,1952,-1.7961,3998,-0.7218,3708,-0.8364,2379,-1.5029,6059,-0.0806,8882,0.67995
ENSG00000113048,MRPS27,17,-1.3668,22,-0.9561,30,-0.4854,42,0.01847,30,-0.5059,40,-0.0692,32,-0.3967,98,1.41241,39,-0.0853,50,0.34634
ENSG00000083312,TNPO1,95,0.52794,63,-0.1222,63,-0.1204,108,0.73443,44,-0.6884,76,0.17292,53,-0.3811,78,0.21183,39,-0.8520,67,-0.0491
ENSG00000157107,FCHO2,41,0.79393,83,2.04580,25,-0.0135,20,-0.3443,25,0.00777,17,-0.5420,13,-0.9646,34,0.48549,5,-2.2763,12,-1.2471
ENSG00000145741,BTF3,113,-0.2162,58,-1.2257,76,-0.8244,146,0.17764,216,0.81949,119,-0.1406,128,-0.0258,137,0.07776,114,-0.2089,152,0.30069
ENSG00000171617,ENC1,110,-3.4782,574,-1.0432,1690,0.64197,419,-1.5136,481,-1.3093,760,-0.6197,2153,1.04819,3480,1.91863,641,-0.8777,1098,-0.0610
ENSG00000049860,HEXB,17,-1.1167,16,-1.2607,27,-0.4691,30,-0.2930,22,-0.7554,21,-0.8404,37,0.02737,83,1.35603,17,-1.1235,55,0.87545
ENSG00000164347,GFM2,21,-0.3120,11,-1.1861,12,-1.0649,30,0.26666,10,-1.3054,24,-0.1027,15,-0.8041,46,0.95773,28,0.14651,35,0.68302
ENSG00000164346,NSA2,297,0.66822,218,0.17059,313,0.75458,222,0.20042,332,0.85275,123,-0.7177,227,0.23117,187,-0.0691,68,-1.5921,121,-0.8667
ENSG00000198780,FAM169A,36,-1.4491,110,0.24144,141,0.64739,73,-0.3920,54,-0.8377,61,-0.6566,152,0.77266,102,0.12895,102,0.13342,99,0.09722
ENSG00000113161,HMGCR,30,-1.8913,44,-1.3219,77,-0.4696,57,-0.9100,42,-1.3664,131,0.36619,104,0.00519,122,0.25409,210,1.15217,144,0.65874
ENSG00000113163,CERT1,84,-0.6588,192,0.63250,226,0.90404,81,-0.7253,114,-0.2060,95,-0.4731,159,0.32882,107,-0.3014,141,0.13609,118,-0.1746
ENSG00000122008,POLK,109,1.35406,94,1.09227,70,0.59870,61,0.36789,17,-1.5726,30,-0.7062,36,-0.4547,47,-0.0226,24,-1.0733,30,-0.8631
ENSG00000164252,AGGF1,138,0.26348,173,0.62822,272,1.39947,103,-0.1954,109,-0.1034,47,-1.3719,89,-0.4156,142,0.31148,85,-0.4891,81,-0.6674
ENSG00000113231,PDE8B,81,-0.4558,75,-0.5671,141,0.40889,131,0.29551,150,0.51331,73,-0.6075,128,0.26000,300,1.71409,81,-0.4617,48,-1.4172
ENSG00000164253,WDR41,27,-0.0828,23,-0.3354,16,-0.8373,22,-0.3889,29,0.03223,13,-1.1770,15,-0.9919,30,0.04792,48,0.82839,40,0.67975
ENSG00000171530,TBCA,246,0.24066,310,0.61350,333,0.73078,261,0.33536,263,0.34713,151,-0.5177,201,-0.0765,115,-0.9297,107,-1.0412,183,-0.2720
ENSG00000132842,AP3B1,138,2.32084,54,0.61131,48,0.43246,64,0.89275,14,-1.4777,3,-3.6400,21,-0.8198,20,-0.9443,12,-1.6729,22,-0.9020
ENSG00000085365,SCAMP1,108,-0.6784,143,-0.2498,235,0.54169,75,-1.2289,106,-0.7026,196,0.24472,251,0.64667,169,0.01656,159,-0.0782,190,0.24231
ENSG00000152409,JMY,61,-0.1032,110,0.82976,129,1.09790,69,0.06972,63,-0.0534,36,-0.9152,60,-0.1379,49,-0.4371,37,-0.8863,58,-0.2390
ENSG00000152413,HOMER1,43,-2.5699,336,0.51823,474,1.09335,126,-1.0063,159,-0.6547,151,-0.7322,240,-0.0140,543,1.33076,179,-0.4731,221,-0.1801
ENSG00000164329,TENT2,21,0.12549,22,0.22432,15,-0.4197,30,0.68986,10,-0.9975,26,0.43341,12,-0.7792,41,1.19450,10,-1.0168,16,-0.3808
ENSG00000164309,CMYA5,35,0.01987,120,2.15572,65,1.04718,75,1.28111,24,-0.5449,16,-1.1242,9,-1.9909,56,0.78992,0,-6.8390,4,-3.4040
ENSG00000177034,MTX3,23,-1.2737,71,0.46478,93,0.91118,17,-1.6754,47,-0.1656,57,0.11033,37,-0.5471,75,0.55506,61,0.23610,51,-0.0688
ENSG00000164300,SERINC5,132,3.10765,33,0.48034,15,-0.7747,24,-0.0595,22,-0.2000,28,0.19270,5,-2.2443,17,-0.5505,6,-1.9629,5,-2.6656
ENSG00000039319,ZFYVE16,422,2.81086,164,0.97759,63,-0.5561,97,0.11777,31,-1.5833,46,-1.0157,19,-2.3272,57,-0.6942,14,-2.7259,55,-0.8764
ENSG00000249042,AC008771.1,15,-0.8012,14,-0.8992,39,0.61721,37,0.52516,24,-0.1360,38,0.57645,25,-0.0905,38,0.60603,25,-0.0542,20,-0.5129
ENSG00000228716,DHFR,70,1.32359,42,0.46292,30,-0.0499,35,0.19421,22,-0.5428,39,0.36115,22,-0.5412,31,0.00944,5,-2.6856,26,-0.3396
ENSG00000113318,MSH3,107,1.17596,119,1.35194,101,1.07551,44,-0.2475,43,-0.2863,12,-2.1303,25,-1.1265,72,0.51013,8,-2.6802,31,-0.9058
ENSG00000113319,RASGRF2,55,-1.0094,37,-1.5918,106,-0.0030,68,-0.6793,154,0.59010,15,-2.8752,200,1.02418,493,2.77967,6,-4.0535,48,-1.3994
ENSG00000145687,SSBP2,50,-0.5269,66,-0.0985,54,-0.3965,74,0.07490,64,-0.1519,74,0.07098,58,-0.3044,70,0.00365,67,-0.0765,89,0.47180
ENSG00000186468,RPS23,671,0.49284,107,-2.3035,118,-2.1600,737,0.64663,1374,1.73327,963,1.09641,287,-0.8322,323,-0.6539,323,-0.6510,337,-0.6903
ENSG00000174695,TMEM167A,74,-0.0959,31,-1.3885,65,-0.3039,68,-0.2327,76,-0.0615,71,-0.1519,90,0.21675,92,0.23780,106,0.46717,91,0.27823
ENSG00000038427,VCAN,261,3.14991,46,-0.0795,21,-1.2475,155,1.99079,52,0.12978,7,-2.7354,21,-1.2657,6,-3.0194,2,-4.6197,3,-4.2875
ENSG00000164176,EDIL3,817,2.64897,118,-0.7086,112,-0.7851,73,-1.4220,126,-0.6059,167,-0.1777,30,-2.7246,88,-1.1469,157,-0.2719,185,-0.0195
ENSG00000127184,COX7C,218,-1.5240,141,-2.1680,138,-2.1934,562,-0.0847,1376,1.39767,1006,0.85718,346,-0.8292,412,-0.5646,471,-0.3583,815,0.65146
ENSG00000145715,RASA1,47,-0.7601,57,-0.4704,70,-0.1536,22,-1.8806,34,-1.2613,73,-0.0884,74,-0.0800,127,0.79657,172,1.31235,85,0.17031
ENSG00000134480,CCNH,21,-0.9082,41,0.10779,39,0.03601,25,-0.6464,64,0.82357,19,-1.0423,37,-0.0734,65,0.84311,18,-1.1499,44,0.25417
ENSG00000247828,TMEM161B-AS1,202,0.71874,452,2.17321,135,0.06547,139,0.11440,110,-0.2513,55,-1.3072,62,-1.1085,180,0.52780,64,-1.0764,51,-1.6082
ENSG00000245526,LINC00461,81,0.03174,148,1.00783,104,0.42041,183,1.38188,91,0.20931,57,-0.5202,39,-1.0738,60,-0.4344,26,-1.6617,55,-0.6688
ENSG00000081189,MEF2C,81,-3.3297,936,0.33236,1572,1.19718,256,-1.6500,575,-0.4314,411,-0.9428,752,-0.0140,1047,0.51518,485,-0.6927,998,0.55380
ENSG00000153140,CETN3,117,1.93271,42,0.17152,48,0.39859,50,0.44766,33,-0.2017,16,-1.2596,30,-0.3464,19,-1.0290,51,0.47288,15,-1.5705
ENSG00000164199,ADGRV1,67,-0.0367,72,0.08471,11,-2.6543,519,4.23201,31,-1.1794,18,-1.9543,9,-2.9274,47,-0.5687,23,-1.6204,7,-3.6495
ENSG00000113369,ARRDC3,39,0.51447,26,-0.1303,22,-0.3455,35,0.32590,15,-0.9512,25,-0.1761,51,0.97633,21,-0.4696,46,0.78543,19,-0.6909
ENSG00000237187,NR2F1-AS1,34,-1.4517,123,0.53513,100,0.20458,71,-0.3299,109,0.33972,90,0.03355,86,-0.0379,135,0.68321,61,-0.5658,82,-0.1236
ENSG00000175745,NR2F1,244,0.29026,249,0.32032,283,0.52992,312,0.68612,231,0.20340,135,-0.6362,271,0.45931,215,0.09100,164,-0.3295,112,-1.0638
ENSG00000113391,FAM172A,79,0.65335,80,0.67668,74,0.54619,66,0.37474,30,-0.8485,33,-0.7074,50,-0.0517,71,0.47972,30,-0.8395,38,-0.5725
ENSG00000133302,SLF1,13,-1.9647,146,1.88759,47,-0.0362,18,-1.5093,39,-0.3156,6,-2.9334,34,-0.5307,165,2.12157,23,-1.0880,29,-0.9216
ENSG00000175471,MCTP1,29,-1.0246,46,-0.3074,99,0.90603,30,-0.9472,52,-0.1240,91,0.75773,60,0.09856,116,1.17909,95,0.84414,20,-1.7837
ENSG00000198677,TTC37,82,-0.1382,205,1.37918,134,0.65664,89,-0.0080,66,-0.4648,50,-0.8954,22,-2.0776,111,0.35298,61,-0.5959,83,-0.1261
ENSG00000164292,RHOBTB3,407,1.76736,115,-0.3421,93,-0.6600,585,2.49800,157,0.14862,79,-0.9038,67,-1.1614,24,-2.6546,49,-1.6246,47,-1.8764
ENSG00000173221,GLRX,14,-1.4371,11,-1.7752,13,-1.5355,9,-2.0293,36,-0.0670,40,0.12856,20,-0.9531,16,-1.2593,24,-0.6365,87,2.06557
ENSG00000118985,ELL2,128,0.48374,108,0.21003,111,0.24783,41,-1.2516,60,-0.6965,68,-0.5077,87,-0.1315,77,-0.3226,122,0.40569,111,0.31253
ENSG00000175426,PCSK1,3,-5.5197,92,-0.6355,109,-0.3815,8,-4.2027,19,-2.9759,155,0.16200,87,-0.7225,40,-1.8865,185,0.44511,326,2.06546
ENSG00000153113,CAST,181,0.92315,199,1.08658,176,0.87152,107,0.07276,73,-0.5148,45,-1.2388,33,-1.7151,45,-1.2449,40,-1.4218,110,0.13280
ENSG00000113441,LNPEP,135,0.35873,126,0.24589,137,0.38730,103,-0.0722,35,-1.6904,112,0.05648,109,0.01161,112,0.06768,146,0.47888,93,-0.2810
ENSG00000145721,LIX1,76,2.31989,3,-2.6343,5,-1.9544,134,3.77180,16,-0.3580,4,-2.3257,0,-7.6806,1,-4.0054,0,-7.4324,0,-5.8130
ENSG00000174136,RGMB,24,-1.0795,24,-1.0744,54,0.14577,46,-0.1150,68,0.50447,30,-0.7626,67,0.46963,84,0.85860,82,0.80922,38,-0.4815
ENSG00000153922,CHD1,79,0.78686,178,2.25711,70,0.58859,57,0.25111,33,-0.5764,24,-1.0683,22,-1.1882,48,-0.0196,5,-3.3890,22,-1.3546
ENSG00000174132,FAM174A,30,-0.8794,28,-0.9458,48,-0.1651,37,-0.5381,31,-0.8121,50,-0.0947,69,0.43019,64,0.30341,67,0.37416,70,0.56879
ENSG00000145730,PAM,11,-3.3518,92,-0.2870,102,-0.1185,48,-1.2723,73,-0.6440,76,-0.5695,187,0.85184,122,0.16112,100,-0.1594,171,0.92207
ENSG00000145725,PPIP5K2,47,-0.4665,196,1.91527,82,0.40170,32,-1.0531,24,-1.4636,32,-1.0556,57,-0.1654,94,0.62714,26,-1.3471,58,-0.1801
ENSG00000181751,C5orf30,49,0.13125,19,-1.3169,40,-0.1706,33,-0.4627,23,-0.9848,52,0.23163,61,0.48933,102,1.35765,64,0.58025,31,-0.6472
ENSG00000112874,NUDT12,33,0.81123,6,-1.7734,25,0.36826,37,1.00457,14,-0.4826,10,-0.9633,13,-0.5942,17,-0.2345,16,-0.3650,22,0.20198
ENSG00000184349,EFNA5,6,-3.5066,100,0.74105,90,0.56784,23,-1.5347,42,-0.6272,58,-0.1314,64,0.02585,39,-0.7130,115,0.98018,73,0.28933
ENSG00000145743,FBXL17,67,-1.0044,86,-0.6262,153,0.27313,99,-0.4015,102,-0.3653,161,0.35976,217,0.84325,127,-0.0253,116,-0.1578,139,0.14777
ENSG00000151422,FER,94,0.90909,113,1.21371,87,0.77649,115,1.25258,23,-1.2985,39,-0.5034,41,-0.4162,36,-0.6100,44,-0.3128,18,-1.8775
ENSG00000198961,PJA2,245,-1.5114,476,-0.5129,980,0.62913,255,-1.4529,484,-0.4860,565,-0.2468,927,0.53909,635,-0.0661,1013,0.68404,789,0.34646
ENSG00000112893,MAN2A1,201,2.41322,82,0.75640,29,-0.8473,12,-2.1326,9,-2.4912,39,-0.4205,7,-2.9756,32,-0.7220,74,0.58835,43,-0.3370
ENSG00000164209,SLC25A46,79,-0.7203,69,-0.9303,120,-0.0760,51,-1.3787,89,-0.5289,122,-0.0440,110,-0.2131,130,0.04724,133,0.08875,203,1.01178
ENSG00000134987,WDR36,13,-0.9297,27,0.12745,30,0.30144,12,-1.1283,19,-0.4437,27,0.14108,40,0.75779,44,0.90477,32,0.38427,18,-0.5550
ENSG00000152495,CAMK4,26,-2.8136,118,-0.5562,301,0.93630,127,-0.4464,137,-0.3236,59,-1.5871,175,0.05231,618,2.26190,96,-0.8765,125,-0.5616
ENSG00000164211,STARD4,17,-1.1329,35,-0.0591,26,-0.5107,34,-0.0875,21,-0.8136,16,-1.2314,25,-0.5738,48,0.46700,61,0.85196,50,0.65719
ENSG00000134986,NREP,32,-2.5417,155,-0.2157,138,-0.3901,78,-1.2618,151,-0.2596,299,0.83943,217,0.31917,110,-0.7424,168,-0.0910,262,0.80543
ENSG00000224032,EPB41L4A-AS1,41,-0.0239,10,-2.0835,26,-0.7422,29,-0.5633,45,0.10970,91,1.28120,41,-0.0287,38,-0.1359,46,0.13948,45,0.13444
ENSG00000134982,APC,681,0.43516,721,0.52790,913,0.91985,1090,1.22360,569,0.14667,614,0.26859,376,-0.4971,203,-1.4241,228,-1.2570,275,-1.1231
ENSG00000153037,SRP19,107,0.60125,96,0.42224,97,0.44404,64,-0.2245,67,-0.1478,58,-0.3581,55,-0.4506,85,0.23614,52,-0.5220,67,-0.1805
ENSG00000129625,REEP5,138,-1.6651,163,-1.4148,392,-0.0819,201,-1.1025,379,-0.1334,293,-0.5334,301,-0.4927,661,0.75771,582,0.54925,616,0.83251
ENSG00000172795,DCP2,29,-0.6906,54,0.28567,59,0.40794,28,-0.7335,29,-0.6731,50,0.14729,22,-1.0769,38,-0.2630,90,1.11982,48,0.11561
ENSG00000171444,MCC,9,-1.1753,24,0.24341,13,-0.6446,106,2.99514,22,0.13398,9,-1.2750,12,-0.7725,14,-0.5749,14,-0.5711,8,-1.6446
ENSG00000047188,YTHDC2,31,-0.4507,95,1.36636,65,0.71008,28,-0.5960,23,-0.8675,13,-1.7738,15,-1.5623,102,1.49125,23,-0.9098,34,-0.3383
ENSG00000080709,KCNN2,12,-0.6074,14,-0.4304,10,-0.8790,54,1.79845,16,-0.2382,6,-1.6202,4,-2.1125,45,1.47975,9,-1.1158,17,-0.1602
ENSG00000152503,TRIM36,17,-1.7749,34,-0.7457,44,-0.3519,21,-1.4206,28,-1.0449,43,-0.3863,94,0.86053,53,-0.0553,119,1.26437,69,0.46263
ENSG00000164219,PGGT1B,56,1.08871,47,0.80136,72,1.54475,49,0.88070,20,-0.5158,9,-1.6222,19,-0.6034,23,-0.3532,15,-0.9559,10,-1.7167
ENSG00000164221,CCDC112,123,1.27669,79,0.54607,113,1.13052,43,-0.4193,15,-1.9635,24,-1.2716,41,-0.5058,73,0.41258,64,0.19470,34,-0.9034
ENSG00000145780,FEM1C,28,-0.1505,3,-3.4988,22,-0.5327,90,1.76663,40,0.38445,23,-0.4427,21,-0.5833,66,1.21401,19,-0.7229,21,-0.7169
ENSG00000134970,TMED7,104,0.82328,24,-1.4522,34,-0.9144,116,1.01956,75,0.30436,71,0.21343,52,-0.2717,67,0.12686,70,0.19140,44,-0.6323
ENSG00000129596,CDO1,22,-0.6170,10,-1.7531,22,-0.6449,42,0.38407,43,0.41776,27,-0.3357,16,-1.1346,58,0.91113,45,0.47976,37,0.24403
ENSG00000145782,ATG12,95,0.46406,125,0.91301,67,-0.0758,35,-1.0878,86,0.30098,50,-0.5364,43,-0.7691,74,0.07144,70,-0.0197,69,-0.0609
ENSG00000177879,AP3S1,37,-1.5063,80,-0.3687,56,-0.9172,62,-0.7620,89,-0.2080,90,-0.1939,222,1.29213,140,0.51903,106,0.06999,112,0.18908
ENSG00000092421,SEMA6A,196,2.96002,37,-0.0922,16,-1.3115,69,0.92180,43,0.13906,13,-1.6878,9,-2.0815,16,-1.3572,14,-1.5677,19,-1.2709
ENSG00000172869,DMXL1,36,-0.2710,56,0.42820,62,0.59986,55,0.39828,35,-0.3303,32,-0.4308,30,-0.5497,63,0.60468,17,-1.3743,43,-0.0118
ENSG00000133835,HSD17B4,114,0.80197,67,-0.0437,32,-1.1881,83,0.28007,64,-0.1342,46,-0.6179,48,-0.5619,43,-0.7266,51,-0.4737,95,0.63066
ENSG00000151304,SRFBP1,35,0.46585,75,1.77606,52,1.10989,18,-0.5527,22,-0.2247,12,-1.1821,4,-2.5608,26,0.01791,20,-0.3812,16,-0.8812
ENSG00000205302,SNX2,43,-0.3834,58,0.06621,74,0.44733,71,0.38816,51,-0.1463,46,-0.2985,43,-0.4138,67,0.28215,38,-0.5930,59,0.12308
ENSG00000064652,SNX24,29,-0.0520,52,0.86083,29,-0.0779,29,-0.0894,20,-0.6112,35,0.22716,22,-0.5079,24,-0.3744,13,-1.2386,37,0.39401
ENSG00000168944,CEP120,39,0.73067,55,1.30937,30,0.29743,12,-1.0686,30,0.27160,21,-0.2799,11,-1.2031,25,0.02180,22,-0.1608,17,-0.6344
ENSG00000151292,CSNK1G3,58,-0.0531,84,0.53715,96,0.74482,56,-0.1148,65,0.10740,32,-0.9418,73,0.30001,77,0.38903,29,-1.0931,51,-0.3183
ENSG00000168916,ZNF608,88,2.05478,51,1.06937,50,1.02697,52,1.10396,45,0.84946,4,-2.6974,7,-1.8532,16,-0.7502,3,-3.2391,0,-5.7993
ENSG00000155324,GRAMD2B,257,2.29547,62,-0.1789,11,-2.7259,290,2.55570,49,-0.5134,34,-1.0806,19,-1.8956,16,-2.1730,39,-0.8801,17,-2.2985
ENSG00000164904,ALDH7A1,188,1.88871,41,-0.6245,32,-0.9771,169,1.69258,135,1.28065,47,-0.4087,37,-0.7885,2,-4.6859,19,-1.7456,23,-1.6453
ENSG00000164902,PHAX,158,0.43893,134,0.17774,235,1.10202,144,0.28777,85,-0.5354,72,-0.7745,137,0.21009,120,3.45609,79,-0.6322,91,-0.5022
ENSG00000145794,MEGF10,91,1.72901,10,-1.8031,8,-2.1228,151,2.75831,19,-0.8284,33,0.02065,2,-3.5867,6,-2.3704,32,-0.0157,13,-1.5638
ENSG00000205279,CTXN3,0,-7.1790,1,-3.9067,6,-1.7949,6,-1.8876,42,1.12404,1,-4.2754,43,1.16064,89,2.56833,2,-3.4267,20,-0.0294
ENSG00000245937,LINC01184,64,0.54400,70,0.68361,40,-0.2126,34,-0.4445,48,0.08133,38,-0.2586,45,-0.0038,47,0.04615,23,-1.0340,46,0.00292
ENSG00000064651,SLC12A2,599,2.83947,134,0.09909,48,-1.4571,46,-1.5158,43,-1.6366,104,-0.2946,34,-1.9783,137,0.12797,78,-0.7420,97,-0.4851
ENSG00000169567,HINT1,194,-1.1600,98,-2.1736,160,-1.4462,229,-0.9151,581,0.53879,556,0.46725,231,-0.9026,476,0.21826,475,0.21381,660,0.98303
ENSG00000186687,LYRM7,135,0.20636,163,0.50832,205,0.88349,124,0.06630,102,-0.2339,137,0.22368,136,0.21083,53,-1.2352,95,-0.3521,92,-0.4748
ENSG00000158985,CDC42SE2,130,-0.6362,117,-0.7914,222,0.19763,123,-0.7178,118,-0.7768,251,0.39358,260,0.44669,147,-0.4532,242,0.33371,248,0.46875
ENSG00000158987,RAPGEF6,89,1.64518,71,1.22512,41,0.31917,26,-0.3986,17,-1.0377,33,-0.0329,15,-1.1914,21,-0.6718,13,-1.3984,25,-0.5320
ENSG00000217128,FNIP1,115,1.40138,79,0.75998,57,0.21901,41,-0.2651,18,-1.4697,25,-1.0069,43,-0.2100,53,0.13050,20,-1.3385,46,-0.1274
ENSG00000164398,ACSL6,52,-2.2602,265,0.19255,279,0.26998,481,1.17531,211,-0.1667,110,-1.1657,150,-0.6965,144,-0.7528,240,0.03302,296,0.46338
ENSG00000113522,RAD50,301,0.62139,518,1.55844,407,1.13076,142,-0.5656,152,-0.4610,102,-1.0557,106,-1.0016,262,0.39349,82,-1.3947,126,-0.8635
ENSG00000131437,KIF3A,419,-0.8242,1382,1.07823,1871,1.61730,206,-1.8856,259,-1.5430,288,-1.3878,554,-0.3970,361,-1.0483,683,-0.0722,852,0.34833
ENSG00000164402,SEPTIN8,473,0.88222,244,-0.1807,284,0.05479,229,-0.2814,198,-0.5021,229,-0.2803,152,-0.9104,350,0.38994,255,-0.1143,292,0.12322
ENSG00000198944,SOWAHA,85,-0.1254,8,-3.6193,32,-1.6006,232,1.54944,209,1.35826,21,-2.1759,226,1.49654,253,1.70598,6,-3.9741,10,-3.4766
ENSG00000164405,UQCRQ,134,-1.6085,89,-2.2164,100,-2.0430,275,-0.5313,800,1.19512,557,0.58332,366,-0.0875,353,-0.1415,304,-0.3735,555,0.74492
