Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000155657,TTN,150,1.59495,363,3.50392,10,-2.5397,87,0.66385,37,-0.6751,9,-2.6435,18,-1.9426,25,-1.2579,6,-3.3405,1,-5.1235
ENSG00000187231,SESTD1,72,-0.1280,125,0.75654,65,-0.2840,59,-0.4170,51,-0.6469,89,0.21709,112,0.72484,46,-0.8087,69,-0.1835,50,-0.7290
ENSG00000144331,ZNF385B,0,-6.3912,4,-2.6356,30,0.10940,43,0.68466,76,1.66057,20,-0.4862,39,0.67384,15,-0.9054,6,-2.1739,24,-0.2068
ENSG00000163510,CWC22,162,0.87691,127,0.47653,37,-1.4083,169,0.94319,82,-0.2054,130,0.50977,112,0.33426,41,-1.2432,77,-0.2994,30,-1.8034
ENSG00000170035,UBE2E3,40,-0.9911,34,-1.2255,42,-0.8952,58,-0.4207,65,-0.2415,59,-0.3905,89,0.30259,40,-0.9900,76,-0.0011,154,1.31213
ENSG00000162992,NEUROD1,0,-6.7435,0,-9.1306,0,-7.9053,21,-0.8376,8,-2.2682,71,1.07320,112,2.99933,6,-2.5563,13,-1.5488,9,-2.1054
ENSG00000138434,ITPRID2,141,0.95319,162,1.18940,85,0.13870,96,0.33461,41,-0.9768,74,-0.0886,57,-0.5549,65,-0.2798,63,-0.3244,57,-0.5168
ENSG00000115252,PDE1A,46,-0.6678,20,-1.8985,88,0.33626,100,0.53886,138,1.07024,19,-1.9236,98,0.63753,60,-0.2553,30,-1.2837,64,-0.1818
ENSG00000077232,DNAJC10,124,0.96414,44,-0.6528,48,-0.5394,96,0.54950,70,0.05077,21,-1.7689,83,0.39468,51,-0.4532,64,-0.0915,58,-0.2727
ENSG00000162998,FRZB,721,6.77171,0,-9.8798,0,-8.6547,5,-3.6577,15,-2.1230,8,-2.9343,5,-3.7654,6,-3.4108,10,-2.5944,7,-3.1867
ENSG00000061676,NCKAP1,212,-0.3673,81,-1.8020,239,-0.1815,263,-0.0378,315,0.24736,301,0.17869,341,0.45962,204,-0.4294,239,-0.1809,310,0.24653
ENSG00000170396,ZNF804A,23,-0.5327,0,-8.9846,30,-0.1468,37,0.17778,6,-2.4404,57,0.88724,74,1.84318,6,-2.4926,13,-1.3492,16,-1.1464
ENSG00000065548,ZC3H15,340,0.03611,231,-0.5633,270,-0.3220,292,-0.2008,282,-0.2522,468,0.54412,583,1.17735,129,-1.4351,197,-0.7993,182,-0.9827
ENSG00000138448,ITGAV,171,1.07326,91,0.05076,66,-0.4426,103,0.24327,21,-2.1393,34,-1.4319,70,-0.3976,75,-0.2359,216,1.48178,77,-0.2216
ENSG00000144369,FAM171B,26,-3.2939,80,-1.6445,229,-0.0647,274,0.21366,119,-1.0670,135,-0.8724,280,0.30011,111,-1.1635,576,1.44461,360,0.72768
ENSG00000144366,GULP1,35,0.68341,2,-3.1637,0,-7.2258,32,0.55498,33,0.58357,10,-1.1422,45,1.46573,6,-1.8618,10,-1.2215,15,-0.6217
ENSG00000204262,COL5A2,51,1.06223,0,-5.1514,0,-7.4643,14,-0.9586,74,1.69698,31,0.22060,24,-0.2054,27,0.05209,11,-1.3436,33,0.35672
ENSG00000115368,WDR75,84,1.40640,55,0.68718,12,-1.6190,50,0.54883,56,0.73250,17,-1.1077,31,-0.2481,15,-1.2998,10,-1.8408,34,-0.0463
ENSG00000138381,ASNSD1,41,0.17669,9,-1.9623,23,-0.6795,24,-0.6359,22,-0.7555,47,0.40889,58,0.94279,18,-1.0634,44,0.31475,35,-0.0663
ENSG00000128699,ORMDL1,0,-6.8907,17,-1.2526,39,0.00238,46,0.25778,58,0.59935,28,-0.4923,55,0.65542,21,-0.9217,73,0.98793,32,-0.3484
ENSG00000064933,PMS1,23,-0.2116,17,-0.6497,25,-0.1086,56,1.21616,24,-0.1428,27,0.02781,29,0.21164,11,-1.3458,32,0.31451,20,-0.4631
ENSG00000198130,HIBCH,20,-0.8908,67,1.00577,47,0.42683,52,0.60255,28,-0.3784,17,-1.1287,21,-0.8953,27,-0.4106,79,1.28235,32,-0.1931
ENSG00000151689,INPP1,22,-0.8214,59,0.70363,116,1.86986,42,0.14186,31,-0.2897,9,-2.1369,32,-0.3336,15,-1.3841,48,0.37264,28,-0.4878
ENSG00000151690,MFSD6,2,-5.5091,96,-0.2544,184,0.76369,99,-0.2144,202,0.92100,67,-0.8007,150,0.53725,81,-0.5247,33,-1.8701,133,0.26817
ENSG00000138386,NAB1,58,0.59750,71,0.94484,59,0.63908,37,-0.0908,25,-0.7126,36,-0.1541,39,-0.0360,36,-0.1530,25,-0.6766,25,-0.7322
ENSG00000115419,GLS,106,-0.6139,15,-3.4723,117,-0.4631,158,0.00152,213,0.47758,155,-0.0254,221,0.67310,74,-1.1550,69,-1.2407,239,0.74501
ENSG00000115415,STAT1,45,0.35310,29,-0.3202,13,-1.4737,22,-0.7646,31,-0.2409,60,0.79627,48,0.53884,28,-0.3829,42,0.22120,28,-0.4027
ENSG00000138378,STAT4,0,-5.8495,1,-3.9188,11,-0.7814,21,0.15950,11,-0.7871,14,-0.3964,46,2.08283,4,-2.3032,9,-1.1203,17,-0.1248
ENSG00000128641,MYO1B,112,1.69968,0,-5.5303,0,-8.0590,17,-1.2796,16,-1.3588,41,0.03138,88,1.73773,17,-1.2915,25,-0.7151,15,-1.5010
ENSG00000168497,CAVIN2,255,4.14120,2,-3.6577,0,-5.7947,16,-1.0374,10,-1.7367,44,0.45629,13,-1.4961,31,-0.0614,19,-0.8176,3,-3.5304
ENSG00000144339,TMEFF2,5,-3.1881,58,0.36221,152,2.02532,72,0.70773,60,0.41060,15,-1.6516,32,-0.6610,25,-0.9015,26,-0.8614,45,-0.0488
ENSG00000196950,SLC39A10,79,-1.2677,36,-2.3967,33,-2.5443,205,0.19103,230,0.37400,197,0.12694,334,1.29543,135,-0.4542,90,-1.0632,176,-0.0501
ENSG00000118997,DNAH7,0,-6.1911,8,-1.5972,2,-3.4032,72,1.82284,16,-0.6105,24,0.00326,28,0.31593,12,-1.0863,46,1.02588,24,-0.0096
ENSG00000138411,HECW2,0,-7.2053,49,-0.0356,97,1.04573,68,0.46744,44,-0.2169,48,-0.0762,79,0.90361,32,-0.6932,19,-1.4362,31,-0.7820
ENSG00000119041,GTF3C3,58,1.16852,36,0.40161,11,-1.3250,37,0.42170,26,-0.1158,21,-0.4352,36,0.48606,13,-1.1272,21,-0.4341,16,-0.8733
ENSG00000197121,PGAP1,8,-1.9984,15,-1.1263,11,-1.6514,83,1.50960,34,0.06743,27,-0.2976,36,0.18640,12,-1.4315,55,0.80783,36,0.16784
ENSG00000065413,ANKRD44,58,1.42346,51,1.20303,76,1.92836,21,-0.1757,5,-2.1363,1,-4.0479,21,-0.2739,8,-1.6872,23,-0.0967,4,-2.7177
ENSG00000115524,SF3B1,205,0.35871,177,0.12395,215,0.43288,191,0.24290,105,-0.6775,155,-0.0846,187,0.26356,86,-0.9746,182,0.17350,123,-0.4764
ENSG00000115520,COQ10B,5,-2.9270,16,-1.1912,28,-0.3984,37,0.05052,68,1.00997,26,-0.4801,32,-0.2033,43,0.29041,39,0.12495,55,0.73627
ENSG00000144381,HSPD1,222,-0.2321,303,0.24883,254,-0.0250,177,-0.5857,253,-0.0330,251,-0.0468,290,0.21906,193,-0.4472,385,0.63628,225,-0.2290
ENSG00000115541,HSPE1,10,-3.6588,77,-0.7532,120,-0.0755,54,-1.2987,82,-0.6633,98,-0.3848,161,0.46766,74,-0.8177,258,1.15519,194,0.75990
ENSG00000115540,MOB4,38,-0.5273,23,-1.2798,21,-1.4423,53,-0.0347,80,0.60909,58,0.10196,65,0.33461,49,-0.1613,48,-0.2051,71,0.46910
ENSG00000162944,RFTN2,8,-2.2532,72,1.05948,127,2.08673,11,-1.7828,7,-2.4832,27,-0.4973,8,-2.3993,26,-0.5344,93,1.50979,43,0.26516
ENSG00000115896,PLCL1,38,-0.4855,189,2.17601,85,0.76411,21,-1.4133,56,0.07709,34,-0.6630,48,-0.1863,43,-0.3138,12,-2.2055,33,-0.7770
ENSG00000119042,SATB2,6,-3.6264,10,-2.9435,49,-0.5936,121,0.81599,107,0.60694,96,0.43609,118,0.98960,44,-0.7722,19,-2.0005,70,-0.0643
ENSG00000225953,SATB2-AS1,9,-1.1651,10,-1.0277,9,-1.0804,26,0.42729,22,0.16441,27,0.50072,28,0.68592,9,-1.1702,4,-2.3652,28,0.61822
ENSG00000178074,C2orf69,5,-3.8960,37,-0.9607,117,0.82599,102,0.59616,79,0.18627,73,0.06559,95,0.60051,29,-1.3399,63,-0.1499,60,-0.2630
ENSG00000162971,TYW5,30,0.42999,17,-0.4286,40,0.91942,26,0.19273,20,-0.2174,20,-0.1811,27,0.31610,18,-0.3403,14,-0.7415,15,-0.6923
ENSG00000196141,SPATS2L,149,0.36193,40,-1.6421,60,-1.0288,112,-0.0931,83,-0.5432,98,-0.2882,203,1.11807,68,-0.8521,138,0.23433,92,-0.4176
ENSG00000082153,BZW1,54,-1.0296,62,-0.8202,112,0.09348,81,-0.4192,104,-0.0203,107,0.01976,124,0.29779,74,-0.5485,152,0.57116,130,0.34937
ENSG00000013441,CLK1,205,1.38776,144,0.78664,194,1.28722,118,0.46178,47,-0.9358,40,-1.2038,48,-1.0618,37,-1.3061,72,-0.3016,71,-0.3467
ENSG00000240344,PPIL3,17,0.07809,18,0.09607,17,0.05154,14,-0.2519,18,0.13337,8,-1.1083,19,0.27310,9,-0.8901,15,-0.1426,21,0.38809
ENSG00000196290,NIF3L1,0,-5.7114,5,-1.7801,17,-0.0310,21,0.30935,16,-0.1394,10,-0.7265,27,0.87519,4,-2.1353,7,-1.2235,31,1.09263
ENSG00000115942,ORC2,8,-1.2425,10,-1.0287,23,0.28021,23,0.24457,13,-0.6424,14,-0.5395,31,0.92067,18,-0.0943,18,-0.1444,17,-0.2158
ENSG00000155744,FAM126B,31,-1.7429,68,-0.5735,70,-0.5258,116,0.24792,112,0.19012,96,-0.0420,184,1.31796,61,-0.7458,55,-0.8975,63,-0.7401
ENSG00000119013,NDUFB3,4,-3.6269,29,-0.9920,27,-1.1031,13,-2.1449,22,-1.3977,77,0.52574,66,0.34085,49,-0.1894,106,1.05006,97,1.01624
ENSG00000003402,CFLAR,303,2.84003,77,0.34419,64,0.05851,70,0.19075,15,-2.0602,26,-1.2821,21,-1.7869,24,-1.4200,93,0.63701,35,-0.9449
ENSG00000115993,TRAK2,128,0.56516,225,1.51781,60,-0.5999,118,0.43334,114,0.37604,84,-0.0931,62,-0.6635,89,-0.0020,54,-0.7817,53,-0.8441
ENSG00000155755,TMEM237,22,-0.6900,42,0.33005,14,-1.2750,34,0.00525,37,0.11674,20,-0.7692,46,0.56531,26,-0.3944,45,0.41763,33,-0.0556
ENSG00000003393,ALS2,35,-0.0904,20,-0.9397,57,0.66972,48,0.39125,52,0.53281,16,-1.2436,56,0.81631,26,-0.5352,17,-1.1326,22,-0.8442
ENSG00000116030,SUMO1,57,-0.8662,49,-1.0755,24,-2.1358,73,-0.4953,92,-0.1408,125,0.34779,143,0.70522,54,-0.9335,97,-0.0613,153,0.74411
ENSG00000055044,NOP58,312,1.33699,137,-0.0004,83,-0.7700,264,1.05600,181,0.43341,100,-0.4969,142,0.05786,73,-0.9671,61,-1.2195,75,-0.9758
ENSG00000204217,BMPR2,357,1.02617,46,-2.1111,146,-0.3991,180,-0.0762,158,-0.2795,274,0.59092,260,0.62936,93,-1.0778,114,-0.7687,155,-0.3354
ENSG00000138439,FAM117B,0,-5.2161,7,-1.6182,31,0.63215,30,0.60260,10,-1.0255,26,0.35266,35,1.06679,6,-1.6755,13,-0.6852,20,-0.0598
ENSG00000163596,ICA1L,6,-3.6583,55,-0.4535,58,-0.3946,141,1.03133,66,-0.1801,69,-0.1090,111,0.80075,58,-0.3800,69,-0.1180,56,-0.4708
ENSG00000138442,WDR12,3,-3.5129,13,-1.5311,8,-2.2203,24,-0.6566,52,0.53736,76,1.16308,66,1.23013,36,-0.0480,16,-1.2825,27,-0.5420
ENSG00000138380,CARF,16,-0.3156,26,0.45784,45,1.36786,20,0.02924,10,-0.9881,15,-0.4107,18,-0.1226,14,-0.4779,29,0.65354,11,-0.8524
ENSG00000144426,NBEAL1,184,2.98346,39,0.17621,24,-0.5550,28,-0.3648,19,-0.9053,8,-2.1020,29,-0.3328,14,-1.3989,43,0.30715,5,-2.8788
ENSG00000138443,ABI2,91,-1.7532,143,-1.0789,283,-0.0389,371,0.38663,288,-0.0130,306,0.08255,434,0.81258,183,-0.7092,290,-0.0022,258,-0.1970
ENSG00000173166,RAPH1,9,-2.2909,3,-3.7163,8,-2.4432,59,0.43684,63,0.52694,47,0.06962,85,1.35763,22,-1.0748,42,-0.0975,37,-0.3097
ENSG00000116117,PARD3B,350,3.83438,119,1.44443,18,-1.5307,40,-0.3282,2,-4.6826,6,-2.9392,10,-2.5864,22,-1.1850,39,-0.3590,7,-2.8976
ENSG00000118257,NRP2,76,2.24024,11,-0.9175,0,-6.6410,18,-0.2208,21,0.06727,3,-2.7938,29,0.66054,15,-0.5102,8,-1.2918,14,-0.6221
ENSG00000114933,INO80D,86,1.38868,33,-0.1627,20,-0.9060,53,0.58830,26,-0.5299,28,-0.4005,42,0.26499,21,-0.8323,29,-0.3310,26,-0.5286
ENSG00000023228,NDUFS1,94,-1.1106,84,-1.2807,114,-0.8225,180,-0.1267,213,0.13398,246,0.35695,276,0.68037,145,-0.4656,214,0.14117,214,0.14923
ENSG00000114942,EEF1B2,122,-0.9960,265,0.19322,247,0.08130,90,-1.4441,87,-1.4963,362,0.69176,211,-0.1957,360,0.68062,251,0.10558,316,0.52320
ENSG00000204186,ZDBF2,33,-0.7815,17,-1.7986,23,-1.3457,74,0.43330,46,-0.2863,63,0.18724,119,1.67621,15,-1.9860,60,0.12014,19,-1.6789
ENSG00000114948,ADAM23,13,-2.4560,6,-3.4651,39,-0.8992,97,0.51464,201,1.76571,63,-0.1599,88,0.45575,44,-0.7089,17,-2.0807,81,0.26053
ENSG00000118246,FASTKD2,9,-1.8224,19,-0.7446,39,0.31275,58,0.94810,28,-0.1968,31,-0.0290,34,0.13998,18,-0.8330,45,0.52928,32,-0.0035
ENSG00000118263,KLF7,124,1.11406,63,0.01038,103,0.79410,66,0.08442,81,0.40209,53,-0.2588,38,-0.8647,50,-0.3513,35,-0.8634,61,-0.0267
ENSG00000118260,CREB1,107,1.01544,43,-0.4404,42,-0.4750,66,0.24426,56,-0.0327,103,0.95485,60,0.10780,39,-0.5662,21,-1.4750,41,-0.5497
ENSG00000144401,METTL21A,19,-0.2216,16,-0.4741,19,-0.2002,18,-0.3307,17,-0.3861,6,-1.8457,30,0.59774,21,-0.0672,16,-0.4748,32,0.64891
ENSG00000163249,CCNYL1,15,-0.0283,9,-0.7614,0,-6.7093,8,-0.9657,33,1.20405,10,-0.7165,20,0.44786,17,0.17412,13,-0.2230,19,0.30666
ENSG00000178385,PLEKHM3,39,-0.1384,22,-0.9694,35,-0.2830,37,-0.2117,79,0.98382,28,-0.6206,64,0.80741,29,-0.5909,33,-0.3678,29,-0.5968
ENSG00000188674,C2orf80,0,-6.6508,2,-3.9088,7,-2.3251,14,-1.2763,22,-0.6054,53,0.75611,75,1.83256,19,-0.8086,34,0.03769,27,-0.3093
ENSG00000138413,IDH1,43,1.16626,14,-0.5953,42,1.11852,13,-0.6928,14,-0.6240,15,-0.4745,15,-0.5284,15,-0.4470,34,0.79270,17,-0.3595
ENSG00000115020,PIKFYVE,36,-0.0316,23,-0.7002,32,-0.2171,50,0.48541,39,0.09348,35,-0.0991,49,0.54843,25,-0.6042,36,-0.0251,28,-0.4423
ENSG00000078018,MAP2,340,-2.4766,424,-2.1539,603,-1.6362,1310,-0.4712,928,-0.9926,5700,1.97442,2354,0.55304,1804,0.02332,2166,0.31225,1382,-0.4192
ENSG00000144406,UNC80,10,-3.8873,47,-1.7218,93,-0.7143,308,1.17910,223,0.63896,252,0.84281,189,0.46088,146,-0.0337,106,-0.5291,92,-0.7812
ENSG00000197713,RPE,3,-2.6901,15,-0.6119,12,-0.9494,21,-0.0409,32,0.59233,12,-0.8641,28,0.45564,18,-0.2843,27,0.29826,31,0.59420
ENSG00000115365,LANCL1,18,-2.3934,172,1.07106,193,1.27078,54,-0.7380,84,-0.0723,46,-0.9990,93,0.09756,48,-0.9303,51,-0.8491,102,0.25048
ENSG00000178568,ERBB4,10,-2.7979,48,-0.5842,33,-1.1289,63,-0.1643,13,-2.5400,212,1.84027,94,0.55115,39,-0.9192,149,1.21427,35,-1.1432
ENSG00000144451,SPAG16,28,-0.9824,62,0.22633,41,-0.4110,51,-0.0849,56,0.08549,51,-0.0777,49,-0.1712,59,0.14425,98,0.97702,52,-0.0562
ENSG00000138363,ATIC,37,0.13176,24,-0.5324,34,-0.0047,37,0.13426,16,-1.0932,15,-1.1712,38,0.20224,13,-1.4637,54,0.73317,49,0.63778
ENSG00000115414,FN1,1841,7.23682,4,-5.0742,0,-9.9673,5,-4.9891,9,-4.1313,6,-4.5793,7,-4.7458,27,-2.5649,32,-2.3305,18,-3.2247
ENSG00000079246,XRCC5,148,0.15063,110,-0.3044,114,-0.2486,124,-0.1241,117,-0.2106,119,-0.1865,195,0.74578,89,-0.6268,122,-0.1492,108,-0.3565
ENSG00000260804,LINC01963,0,-6.8791,27,-0.5431,55,0.53694,28,-0.5205,80,1.16067,35,-0.1464,39,0.01084,43,0.15557,24,-0.7225,48,0.36984
ENSG00000197756,RPL37A,329,-2.3192,2102,0.49132,1621,0.07788,483,-1.7535,618,-1.3877,1841,0.27880,982,-0.7992,3017,1.08771,2244,0.59654,2423,0.80955
ENSG00000115461,IGFBP5,1528,3.08304,1068,2.28827,324,0.20699,32,-3.2298,13,-4.5263,131,-1.1781,140,-1.2172,53,-2.5134,89,-1.7427,15,-4.4638
ENSG00000079308,TNS1,2950,6.85361,160,-0.6865,17,-3.9267,9,-4.7696,8,-4.9220,20,-3.6920,4,-6.1107,49,-2.4352,6,-5.2950,8,-5.0337
ENSG00000163466,ARPC2,228,0.38957,85,-1.1279,110,-0.7364,171,-0.0674,132,-0.4583,309,0.88131,269,0.83056,81,-1.1989,156,-0.2074,119,-0.6624
ENSG00000127837,AAMP,35,-0.5589,41,-0.3103,53,0.09804,32,-0.6724,39,-0.3892,41,-0.3246,69,0.62431,38,-0.4346,61,0.30967,53,0.08634
ENSG00000127838,PNKD,10,-3.4051,49,-1.1480,88,-0.2522,74,-0.5281,161,0.70377,82,-0.3628,111,0.11932,146,0.53652,110,0.09661,149,0.63461
ENSG00000135926,TMBIM1,18,-0.4927,55,1.30221,51,1.17068,21,-0.2191,7,-1.7615,5,-2.3720,7,-1.9912,35,0.53194,57,1.33507,25,0.04119
ENSG00000144579,CTDSP1,175,3.11562,30,-0.0816,67,1.21821,27,-0.2398,4,-2.9051,11,-1.5123,1,-4.8215,44,0.50415,23,-0.5058,14,-1.3107
ENSG00000135913,USP37,20,-0.3066,39,0.76554,28,0.20478,33,0.50002,15,-0.7051,15,-0.7251,28,0.27077,9,-1.3762,11,-1.2214,30,0.38388
ENSG00000144580,CNOT9,1,-3.8668,20,-0.2895,16,-0.6149,24,0.05333,27,0.18426,23,-0.0193,34,0.71719,20,-0.2614,27,0.22021,24,-0.0088
ENSG00000135929,CYP27A1,0,-6.0068,67,1.93631,90,2.52093,3,-2.5306,8,-1.4208,0,-6.0843,6,-2.0057,13,-0.6827,47,1.27913,14,-0.7003
ENSG00000171450,CDK5R2,7,-3.7900,36,-1.4519,67,-0.5174,92,-0.0226,203,1.26712,65,-0.5486,92,-0.0196,120,0.39975,40,-1.2749,153,0.88947
ENSG00000115649,CNPPD1,21,0.26642,28,0.72405,3,-2.3909,10,-0.8985,27,0.62720,26,0.59685,10,-0.9547,18,0.01934,31,0.89876,18,0.03591
ENSG00000144567,RETREG2,58,-1.6814,89,-1.0420,288,0.77980,167,-0.0874,245,0.51729,117,-0.6331,235,0.55923,122,-0.5654,121,-0.5768,192,0.14685
ENSG00000158552,ZFAND2B,19,-0.3110,35,0.63536,30,0.40457,18,-0.3843,30,0.35284,13,-0.8523,19,-0.3590,33,0.53708,17,-0.4914,26,0.16547
ENSG00000115657,ABCB6,11,-1.1349,15,-0.6801,26,0.20052,47,1.12599,49,1.18390,0,-4.7902,21,-0.1919,14,-0.7225,33,0.54822,22,-0.0906
ENSG00000198925,ATG9A,30,-0.8429,59,0.19088,54,0.04931,36,-0.5522,53,0.01869,40,-0.4175,72,0.64171,38,-0.4928,52,-0.0039,50,-0.0709
ENSG00000163516,ANKZF1,54,1.35697,33,0.54835,28,0.28742,39,0.80063,27,0.24663,39,0.80943,12,-1.0644,9,-1.4269,5,-2.1160,16,-0.6380
ENSG00000115661,STK16,0,-5.4979,19,0.38412,24,0.74653,22,0.63920,24,0.75133,4,-1.6903,10,-0.6843,10,-0.5501,29,1.08861,15,-0.0135
ENSG00000127824,TUBA4A,106,-0.8407,31,-2.6369,181,-0.0215,150,-0.3178,342,0.99725,136,-0.4622,223,0.37529,90,-1.0917,89,-1.1119,298,0.86863
ENSG00000135924,DNAJB2,109,-0.8001,362,1.09052,431,1.39407,162,-0.2029,231,0.35822,52,-1.8947,133,-0.5782,188,0.03152,88,-1.1233,186,0.01665
ENSG00000054356,PTPRN,12,-3.7104,41,-1.9826,128,-0.2750,235,0.68696,334,1.28114,100,-0.6428,151,-0.0159,180,0.25706,67,-1.2354,216,0.61362
ENSG00000072195,SPEG,110,2.38331,20,-0.4701,2,-3.5123,31,0.20532,19,-0.5174,7,-1.9839,26,-0.0686,14,-1.0260,28,0.05551,23,-0.3057
ENSG00000123989,CHPF,79,0.64373,60,0.20231,57,0.12229,57,0.11881,46,-0.1983,11,-2.2346,50,-0.0930,39,-0.4575,71,0.46632,57,0.13135
ENSG00000188760,TMEM198,0,-5.5667,9,-0.7396,16,0.05445,6,-1.2606,30,1.08025,24,0.71629,17,0.14072,13,-0.2649,11,-0.5537,20,0.46043
ENSG00000124006,OBSL1,33,-0.3263,18,-1.2645,29,-0.4995,43,0.08156,50,0.29767,32,-0.3554,34,-0.3406,29,-0.5038,74,0.94499,61,0.70069
ENSG00000114923,SLC4A3,1,-4.9559,13,-1.6975,24,-0.7856,37,-0.1474,84,1.18285,53,0.43712,41,0.04816,60,0.62652,39,-0.0428,45,0.17322
ENSG00000116106,EPHA4,59,-1.2969,7,-4.2331,11,-3.6495,178,0.38685,170,0.31821,106,-0.4155,306,1.77411,49,-1.5824,86,-0.7317,112,-0.3649
ENSG00000163082,SGPP2,50,1.19778,8,-1.5827,8,-1.6649,22,-0.0872,62,1.58362,5,-2.2011,30,0.45696,20,-0.2856,8,-1.5179,17,-0.5202
ENSG00000116120,FARSB,17,-1.3233,5,-2.8926,29,-0.4993,23,-0.8135,64,0.73848,33,-0.2960,54,0.58166,15,-1.4411,36,-0.1698,69,0.96174
ENSG00000123983,ACSL3,122,-0.9628,63,-1.9391,180,-0.3719,274,0.28801,221,-0.0546,234,0.03859,334,0.76007,170,-0.4575,249,0.13392,229,0.00023
ENSG00000171951,SCG2,50,-2.1883,37,-2.6078,65,-1.7920,275,0.38858,157,-0.4794,413,1.05492,413,1.40653,107,-1.0620,205,-0.0729,123,-0.9151
ENSG00000085449,WDFY1,40,0.11801,38,0.03681,54,0.60111,45,0.31951,26,-0.5066,14,-1.4527,37,0.03228,30,-0.3095,19,-0.9619,50,0.53181
ENSG00000135900,MRPL44,15,-1.3552,21,-0.9021,43,0.20507,21,-0.9233,56,0.61374,33,-0.2255,38,0.00665,33,-0.2385,30,-0.3691,64,0.93717
ENSG00000135919,SERPINE2,65,-1.8912,83,-1.5354,81,-1.5707,252,0.15260,79,-1.6093,152,-0.6308,383,1.07112,67,-1.8436,740,1.99124,152,-0.6758
ENSG00000036257,CUL3,21,-1.6781,48,-0.4670,63,-0.0269,52,-0.3364,49,-0.4272,79,0.31648,92,0.70424,45,-0.5440,85,0.43710,60,-0.1108
ENSG00000135905,DOCK10,43,0.30770,109,1.86807,154,2.56743,21,-0.7933,1,-5.0747,13,-1.4690,14,-1.6001,18,-1.0025,48,0.45858,7,-2.4446
ENSG00000169047,IRS1,11,-0.4847,5,-1.7265,5,-1.5846,21,0.51347,20,0.39921,13,-0.2090,16,0.04090,15,-0.0131,20,0.44365,20,0.51038
ENSG00000168958,MFF,11,-2.3836,59,0.04954,47,-0.2879,22,-1.4000,55,-0.0375,45,-0.3529,62,0.17670,36,-0.6960,104,0.97257,86,0.72715
ENSG00000173744,AGFG1,51,-0.4413,62,-0.1484,85,0.35540,53,-0.3752,73,0.11487,66,-0.0557,98,0.73041,45,-0.6155,49,-0.5134,53,-0.4222
ENSG00000153823,PID1,19,0.28103,14,-0.1670,11,-0.4888,20,0.33570,15,-0.0894,4,-1.8082,13,-0.3667,15,-0.0339,28,0.89808,20,0.39947
ENSG00000187957,DNER,10,-3.6791,205,0.71840,280,1.24610,88,-0.5938,81,-0.7276,127,-0.0370,96,-0.5535,106,-0.3176,237,0.96319,136,0.07147
ENSG00000153827,TRIP12,155,0.37382,93,-0.4238,152,0.34200,114,-0.1088,113,-0.1202,125,0.03481,160,0.52894,65,-0.9747,111,-0.1492,91,-0.4951
ENSG00000163053,SLC16A14,22,-0.2148,3,-2.8974,4,-2.6350,33,0.38212,33,0.38031,4,-2.5973,36,0.65349,11,-1.2190,20,-0.3689,48,1.12200
ENSG00000135932,CAB39,1,-5.9387,39,-1.3248,67,-0.5407,86,-0.1555,138,0.60028,154,0.77652,113,0.33574,79,-0.2766,68,-0.5109,130,0.55957
ENSG00000135916,ITM2C,146,-1.4187,342,-0.1326,248,-0.6221,241,-0.6670,166,-1.2300,288,-0.3945,346,-0.1339,430,0.22807,901,1.45551,519,0.58527
ENSG00000204128,C2orf72,0,-7.1908,48,-0.0207,48,-0.0027,111,1.34360,42,-0.2330,31,-0.6568,33,-0.6825,36,-0.4459,64,0.43149,76,0.79325
ENSG00000173692,PSMD1,359,0.52940,294,0.21193,345,0.46701,414,0.76135,395,0.68740,129,-1.0510,226,-0.2373,130,-1.0400,167,-0.6602,215,-0.3002
ENSG00000115053,NCL,2427,1.34673,2348,1.28854,1031,-0.0538,1039,-0.0414,944,-0.1906,831,-0.3872,1016,-0.0918,778,-0.4878,520,-1.0967,455,-1.3738
ENSG00000187514,PTMA,5852,1.78165,5162,1.55282,3128,0.69753,1321,-0.6540,1089,-0.9459,1658,-0.3065,1162,-0.9714,1395,-0.5712,1066,-0.9783,1057,-1.0541
ENSG00000144524,COPS7B,18,-0.4853,22,-0.1971,52,1.20767,25,0.00628,45,0.95786,13,-0.9251,24,-0.0843,14,-0.8040,11,-1.2209,25,0.01746
ENSG00000144535,DIS3L2,25,0.14782,42,0.95499,45,1.08979,45,1.07090,31,0.44774,7,-1.7907,20,-0.2722,21,-0.1470,13,-0.8957,5,-2.1499
ENSG00000135930,EIF4E2,131,1.00008,56,-0.3380,67,-0.0639,60,-0.2455,61,-0.2288,122,0.88614,78,0.18646,36,-1.0096,30,-1.2911,59,-0.2991
ENSG00000115468,EFHD1,94,0.00748,303,1.97683,440,2.74489,30,-1.7258,19,-2.3819,5,-4.1666,17,-2.7509,54,-0.8561,87,-0.1123,70,-0.4970
