Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000145242,EPHA5,2,-4.0493,108,1.63904,34,-0.3256,85,1.44111,24,-0.8735,16,-1.4457,22,-0.9733,15,-1.5846,27,-0.6811
ENSG00000145241,CENPC,137,1.26687,36,-0.9275,63,-0.0593,45,-0.6434,31,-1.1378,30,-1.1679,40,-0.7536,79,0.31977,144,1.34989
ENSG00000033178,UBA6,101,1.40362,30,-0.6135,38,-0.2508,51,0.24044,11,-2.0175,16,-1.5486,17,-1.4784,45,0.04436,83,1.05226
ENSG00000083896,YTHDC1,460,1.15760,136,-0.8287,257,0.16848,185,-0.3920,229,-0.0144,208,-0.1685,166,-0.5200,284,0.33028,203,-0.2052
ENSG00000132467,UTP3,35,-0.3795,62,0.52524,70,0.71249,47,0.06664,50,0.16217,33,-0.4883,24,-0.9725,54,0.28134,29,-0.6670
ENSG00000018189,RUFY3,377,0.01587,296,-0.3650,508,0.50420,435,0.28141,312,-0.2822,516,0.53007,259,-0.5719,287,-0.4152,306,-0.3155
ENSG00000132463,GRSF1,85,-0.3920,130,0.29070,127,0.25160,139,0.46178,123,0.19331,102,-0.0984,69,-0.7027,95,-0.2174,78,-0.5299
ENSG00000173542,MOB1B,33,-0.0429,11,-1.7513,63,1.01405,37,0.10729,61,0.95547,12,-1.6022,29,-0.2867,43,0.35369,19,-0.9361
ENSG00000156136,DCK,19,-0.8158,50,0.71587,53,0.83626,43,0.55797,21,-0.6403,29,-0.1394,25,-0.4103,23,-0.5149,14,-1.2629
ENSG00000080493,SLC4A4,59,-1.5507,409,1.58854,35,-2.3121,48,-1.9769,36,-2.2800,91,-0.9067,64,-1.4458,626,2.48142,214,0.43998
ENSG00000132466,ANKRD17,207,-0.2365,201,-0.2796,387,0.79114,204,-0.2870,240,-0.0010,162,-0.6123,195,-0.3250,264,0.15253,335,0.54562
ENSG00000169116,PARM1,7,-3.0088,0,-8.0121,116,1.39162,47,-0.1597,52,0.04512,149,1.88026,12,-2.1369,58,0.20581,23,-1.2050
ENSG00000163743,RCHY1,15,-1.4557,31,-0.3648,34,-0.2567,45,0.23627,36,-0.1598,72,0.99352,52,0.42585,36,-0.1660,31,-0.4040
ENSG00000138769,CDKL2,46,-0.3917,59,0.01594,132,1.37502,42,-0.5665,54,-0.1245,33,-0.8958,54,-0.1363,49,-0.2693,75,0.39805
ENSG00000138757,G3BP2,134,-1.2407,241,-0.3408,398,0.46927,502,1.02070,313,0.07594,335,0.18790,182,-0.7698,155,-1.0183,221,-0.4706
ENSG00000138768,USO1,93,0.11814,116,0.48321,113,0.44892,68,-0.4121,94,0.13932,98,0.20396,40,-1.1813,106,0.34163,65,-0.4448
ENSG00000198301,SDAD1,57,-0.3927,46,-0.7336,164,1.36142,58,-0.4188,101,0.50816,33,-1.2143,35,-1.1510,123,0.84989,61,-0.2947
ENSG00000138750,NUP54,20,0.47443,1,-3.1351,18,0.35412,23,0.84802,13,-0.1289,11,-0.3833,10,-0.5089,12,-0.3013,14,-0.1124
ENSG00000138760,SCARB2,375,1.65742,191,0.45774,96,-0.6423,151,0.08589,106,-0.4860,125,-0.2298,85,-0.8241,75,-1.0240,88,-0.7739
ENSG00000189157,FAM47E,11,-0.6051,2,-2.9358,39,1.38837,9,-1.1076,26,0.68336,28,0.80785,22,0.44235,9,-0.9369,15,-0.2025
ENSG00000138758,SEPTIN11,211,-0.7999,255,-0.5075,520,0.64235,312,-0.2120,481,0.51359,202,-0.8641,352,0.00211,426,0.31230,444,0.38089
ENSG00000118816,CCNI,543,-1.0541,697,-0.6709,830,-0.4010,825,-0.4536,1096,0.03925,2340,1.33366,1508,0.56333,1258,0.26261,771,-0.5162
ENSG00000138764,CCNG2,18,-1.2431,39,-0.0847,36,-0.2043,49,0.29329,60,0.59841,41,-0.0235,35,-0.2627,47,0.19677,41,-0.0390
ENSG00000138767,CNOT6L,42,0.28165,3,-3.4007,48,0.51961,31,-0.1926,40,0.21891,37,0.07231,26,-0.4671,43,0.31986,49,0.53172
ENSG00000169288,MRPL1,55,-0.8994,51,-1.0074,142,0.60505,125,0.44598,95,-0.0590,85,-0.2261,53,-0.9593,100,0.02879,152,0.71002
ENSG00000138756,BMP2K,40,0.66684,41,0.70068,20,-0.4528,19,-0.5619,8,-1.7511,9,-1.5783,6,-2.2404,76,1.81814,28,0.07656
ENSG00000163291,PAQR3,34,0.60768,28,0.28756,28,0.29849,24,0.00301,25,0.09352,25,0.11382,17,-0.4642,17,-0.4786,12,-0.9744
ENSG00000152784,PRDM8,21,-1.4003,21,-1.3998,104,1.09400,57,0.11275,76,0.55596,121,1.36737,46,-0.2364,18,-1.6915,17,-1.7471
ENSG00000273156,AC124016.2,12,-1.5529,28,-0.2886,37,0.13025,34,0.00533,66,1.12069,39,0.23783,28,-0.2690,36,0.08249,24,-0.5400
ENSG00000138668,HNRNPD,121,-0.5752,145,-0.2945,155,-0.1795,161,-0.1425,180,0.05456,202,0.24239,179,0.04471,257,0.63698,181,0.05907
ENSG00000152795,HNRNPDL,376,0.33638,245,-0.3483,380,0.35080,318,0.07079,314,0.03956,306,0.00028,227,-0.4671,275,-0.1713,299,-0.0339
ENSG00000145293,ENOPH1,150,0.76247,60,-0.7032,84,-0.1903,114,0.35008,97,0.03483,109,0.23198,83,-0.2129,75,-0.3605,59,-0.7400
ENSG00000249242,TMEM150C,38,-0.8606,48,-0.5055,110,0.85267,74,0.20564,61,-0.1306,77,0.25434,44,-0.6279,94,0.58287,39,-0.8014
ENSG00000145284,SCD5,938,0.89454,996,0.99912,292,-0.9793,541,-0.0208,245,-1.2437,501,-0.1406,573,0.07135,416,-0.4334,433,-0.3717
ENSG00000138674,SEC31A,63,-0.1345,47,-0.5917,96,0.54655,66,-0.0579,67,-0.0243,79,0.22864,56,-0.3183,83,0.31695,61,-0.1846
ENSG00000251022,THAP9-AS1,24,0.29671,25,0.40649,29,0.66409,23,0.29980,8,-1.2630,17,-0.2047,17,-0.2297,14,-0.4948,14,-0.4610
ENSG00000138663,COPS4,29,-1.1884,43,-0.6036,87,0.54072,95,0.79558,75,0.29035,71,0.20120,60,-0.0819,47,-0.4616,25,-1.3761
ENSG00000163319,MRPS18C,30,-0.8584,33,-0.7176,44,-0.2464,44,-0.2831,73,0.54259,74,0.57915,73,0.55270,57,0.13861,48,-0.1312
ENSG00000163624,CDS1,1,-5.0399,21,-1.4895,107,1.07073,69,0.38918,48,-0.2371,148,1.67199,26,-1.1762,42,-0.4730,30,-0.9585
ENSG00000163625,WDFY3,132,0.68853,107,0.33803,74,-0.2464,91,0.08668,65,-0.4528,91,0.07569,57,-0.6584,80,-0.1429,80,-0.1253
ENSG00000180769,WDFY3-AS2,41,0.54253,29,0.00442,7,-2.0854,14,-1.1937,19,-0.6227,13,-1.1907,53,0.99296,74,1.60445,26,-0.1849
ENSG00000109339,MAPK10,92,-2.2109,477,0.30576,615,0.72873,374,-0.0965,399,0.01658,588,0.65265,321,-0.3285,238,-0.7951,473,0.28998
ENSG00000163629,PTPN13,66,1.34685,16,-0.9565,23,-0.4107,16,-0.9915,24,-0.3568,7,-2.0456,30,0.03891,87,1.88816,11,-1.5419
ENSG00000172493,AFF1,39,0.72037,32,0.36110,10,-1.3549,23,-0.1503,13,-0.9916,29,0.19080,17,-0.6521,40,0.72686,27,0.12475
ENSG00000145332,KLHL8,21,-1.2372,30,-0.7175,72,0.69797,49,0.05066,43,-0.1595,78,0.83217,33,-0.5683,46,-0.0274,52,0.14858
ENSG00000198189,HSD17B11,19,-0.4936,18,-0.5930,16,-0.7021,28,0.09790,13,-1.0736,73,1.79717,29,0.17990,20,-0.4061,17,-0.6679
ENSG00000170502,NUDT9,29,-0.2076,19,-0.8418,51,0.72930,30,-0.1353,46,0.53958,56,0.86484,19,-0.8218,39,0.25658,9,-1.8839
ENSG00000152583,SPARCL1,2344,-1.0888,7076,0.66553,5146,0.13822,3686,-0.4345,2438,-1.0294,4435,-0.1002,2582,-0.9419,11684,1.56489,4148,-0.2064
ENSG00000118785,SPP1,1117,4.14895,276,0.82258,7,-4.7020,56,-1.7964,6,-4.8067,70,-1.3509,75,-1.2480,2,-6.5434,15,-3.5538
ENSG00000118762,PKD2,41,1.47882,13,-0.4820,10,-0.7892,9,-0.9747,12,-0.5336,12,-0.5262,16,-0.0836,21,0.32018,27,0.74470
ENSG00000163644,PPM1K,162,-0.4781,96,-1.2702,233,0.10117,231,0.09540,256,0.24911,193,-0.1988,201,-0.1376,309,0.56174,279,0.39220
ENSG00000145337,PYURF,69,-0.0809,73,0.01719,64,-0.1946,54,-0.5035,110,0.68263,95,0.43725,83,0.22504,87,0.29168,35,-1.1190
ENSG00000138641,HERC3,16,-0.8745,43,0.68082,25,-0.2008,45,0.87331,37,0.43076,21,-0.4841,17,-0.7591,11,-1.4067,24,-0.2820
ENSG00000177432,NAP1L5,45,-2.5766,124,-1.0869,394,0.74721,317,0.43796,249,-0.0124,598,1.49454,171,-0.5955,162,-0.6822,127,-1.0505
ENSG00000138640,FAM13A,12,-2.1667,27,-0.9867,115,1.38634,54,0.11225,83,0.81676,43,-0.2587,22,-1.2867,61,0.29920,37,-0.5085
ENSG00000185477,GPRIN3,3,-2.6556,54,1.53491,8,-1.5013,27,0.39051,4,-2.6093,39,0.93682,10,-1.1180,18,-0.3120,29,0.43264
ENSG00000145335,SNCA,97,-2.2926,661,0.67884,564,0.41305,709,0.93812,302,-0.5802,559,0.39789,430,-0.0281,98,-2.2642,246,-0.8966
ENSG00000163104,SMARCAD1,36,0.32226,31,0.08875,32,0.14660,24,-0.3802,22,-0.4959,39,0.45414,20,-0.5834,40,0.50227,27,-0.1410
ENSG00000163110,PDLIM5,101,0.69094,125,1.04657,15,-2.2614,19,-2.0277,28,-1.3421,30,-1.2214,44,-0.6399,180,1.72737,105,0.75424
ENSG00000138696,BMPR1B,29,-0.5452,175,2.68135,4,-3.2913,5,-3.1842,5,-3.1343,15,-1.4962,32,-0.3915,105,1.58414,40,-0.0529
ENSG00000138698,RAP1GDS1,148,0.45751,87,-0.3904,151,0.49133,172,0.83082,105,-0.1029,95,-0.2476,94,-0.2751,41,-1.5307,51,-1.2004
ENSG00000168785,TSPAN5,150,-0.1760,174,0.06524,266,0.76611,225,0.55872,188,0.19226,127,-0.4357,84,-1.0751,108,-0.6835,125,-0.4568
ENSG00000151247,EIF4E,83,-0.6202,172,0.53539,130,0.08470,137,0.18203,137,0.16248,113,-0.1494,94,-0.4373,100,-0.3439,136,0.14680
ENSG00000164024,METAP1,11,-1.5709,25,-0.3692,47,0.59932,49,0.78642,45,0.53545,21,-0.6857,23,-0.5480,35,0.12568,18,-0.8699
ENSG00000197894,ADH5,39,-0.9913,111,0.65558,43,-0.8591,73,-0.0163,39,-0.9912,65,-0.2105,67,-0.1530,141,1.07572,90,0.30961
ENSG00000109270,LAMTOR3,20,-1.5202,44,-0.3888,65,0.25603,68,0.35959,62,0.17733,75,0.47329,56,0.00245,66,0.26763,34,-0.7720
ENSG00000164031,DNAJB14,68,-1.3361,105,-0.6785,239,0.64122,198,0.37005,217,0.47726,190,0.26281,80,-1.0796,162,0.00334,161,-0.0114
ENSG00000164032,H2AFZ,36,-1.8728,99,-0.3533,123,-0.0047,150,0.36053,221,0.96769,153,0.34510,110,-0.1806,102,-0.3005,91,-0.4832
ENSG00000138814,PPP3CA,180,-2.8313,1520,0.42294,1838,0.74273,1422,0.35671,2249,1.09468,566,-1.1298,789,-0.6234,717,-0.7704,1022,-0.2185
ENSG00000254531,AP001816.1,11,-0.6760,20,0.22774,21,0.33801,14,-0.3621,10,-0.8441,29,0.83826,15,-0.2416,33,1.05272,6,-1.5469
ENSG00000109320,NFKB1,35,1.34145,0,-5.9126,9,-0.9151,19,0.29435,17,0.08374,18,0.25369,11,-0.5010,9,-0.7659,21,0.44921
ENSG00000109332,UBE2D3,122,-0.6545,201,0.13053,206,0.16980,186,0.00757,181,-0.0417,248,0.46845,152,-0.3157,157,-0.2610,216,0.24280
ENSG00000145354,CISD2,43,-0.5342,49,-0.3536,83,0.49888,80,0.51423,49,-0.3582,58,-0.0810,76,0.35542,56,-0.1378,36,-0.8275
ENSG00000164038,SLC9B2,12,-0.6916,0,-4.5659,23,0.29770,25,0.48268,13,-0.6015,53,1.74382,13,-0.6425,22,0.18372,6,-1.6603
ENSG00000164039,BDH2,50,0.54209,72,1.19512,6,-2.5567,11,-1.8590,8,-2.2410,34,-0.0491,39,0.14095,81,1.40508,42,0.27473
ENSG00000168772,CXXC4,42,-0.4217,34,-0.7540,52,-0.0859,74,0.54567,10,-2.5243,159,1.84152,47,-0.2715,26,-1.1803,36,-0.6836
ENSG00000168769,TET2,40,1.20251,19,-0.0607,18,-0.1415,11,-0.9742,12,-0.7239,10,-0.9640,14,-0.4878,36,1.00231,24,0.34004
ENSG00000138777,PPA2,23,-0.5771,11,-1.7469,30,-0.2064,46,0.58459,27,-0.3426,60,0.94552,24,-0.5550,32,-0.0911,40,0.24745
ENSG00000145348,TBCK,23,-0.1728,5,-2.4347,28,0.16189,22,-0.2311,28,0.14546,36,0.54762,7,-1.8860,36,0.54241,48,1.04362
ENSG00000164022,AIMP1,144,1.17242,58,-0.3424,53,-0.4684,44,-0.8417,39,-0.9545,63,-0.1963,61,-0.2688,92,0.39612,121,0.85947
ENSG00000138801,PAPSS1,103,0.47399,96,0.34992,89,0.23650,114,0.74525,45,-0.8359,55,-0.5412,76,-0.0238,28,-1.5649,52,-0.6310
ENSG00000245293,AC096564.1,196,3.25747,73,1.10341,9,-2.0933,6,-2.7320,3,-3.7591,25,-0.6052,34,-0.1352,5,-2.8773,18,-1.1560
ENSG00000138796,HADH,24,-0.2770,62,1.25190,24,-0.3129,26,-0.2127,22,-0.4513,36,0.35872,26,-0.1912,24,-0.3107,22,-0.4247
ENSG00000109475,RPL34,1669,0.44911,1225,-0.0547,526,-1.3597,613,-1.2211,1459,0.22732,1226,-0.0527,2969,1.46123,1412,0.17415,960,-0.4384
ENSG00000198856,OSTC,24,0.36987,19,-0.0468,19,-0.0521,12,-0.7448,23,0.26117,30,0.72120,12,-0.7715,15,-0.3980,27,0.54523
ENSG00000164089,ETNPPL,78,-0.8605,646,3.02137,15,-3.2780,40,-1.9879,16,-3.2094,88,-0.6778,113,-0.2883,242,0.95964,81,-0.8115
ENSG00000138802,SEC24B,27,0.25518,5,-2.1017,15,-0.6357,30,0.46758,25,0.10771,34,0.61237,19,-0.2826,29,0.35425,17,-0.4783
ENSG00000123739,PLA2G12A,91,0.38576,88,0.33141,68,-0.0861,66,-0.1375,55,-0.4208,74,0.04280,61,-0.2603,74,0.05558,74,0.04573
ENSG00000170522,ELOVL6,39,-0.0096,19,-1.0863,46,0.26302,52,0.53190,43,0.17204,29,-0.4461,24,-0.7350,23,-0.7752,61,0.75098
ENSG00000138660,AP1AR,28,-1.0781,75,0.45050,60,0.10379,73,0.46649,47,-0.2837,97,0.89240,30,-0.9898,42,-0.4538,41,-0.5153
ENSG00000174720,LARP7,308,1.13256,63,-1.3930,170,0.13022,94,-0.8760,132,-0.2744,170,0.13138,122,-0.3935,240,0.69748,176,0.18170
ENSG00000145362,ANK2,418,-1.4669,1057,-0.0382,1620,0.66296,1168,0.13813,1404,0.42285,1507,0.54089,765,-0.5482,984,-0.1523,737,-0.6056
ENSG00000145349,CAMK2D,34,-1.9370,124,0.04680,138,0.22320,227,1.27067,41,-1.6343,193,0.77811,78,-0.6794,41,-1.6610,102,-0.2699
ENSG00000174607,UGT8,348,3.97306,94,0.90170,4,-3.9030,28,-1.1175,4,-3.8841,16,-1.8853,11,-2.3482,1,-5.2592,11,-2.3861
ENSG00000228358,LINC02263,3,-2.6454,0,-6.6629,49,1.53515,7,-1.5914,57,1.86373,3,-2.6955,3,-2.8661,39,1.12018,29,0.63214
ENSG00000164100,NDST3,4,-3.0402,0,-7.2481,67,1.38428,20,-0.6672,92,2.00237,46,0.72217,3,-3.1734,30,0.03328,14,-1.1435
ENSG00000269893,SNHG8,53,-0.1932,23,-1.4583,15,-2.0280,45,-0.4741,103,0.91183,123,1.22644,88,0.63411,76,0.39439,23,-1.4240
ENSG00000145388,METTL14,33,0.57032,8,-1.6434,33,0.59920,20,-0.2599,23,-0.0195,32,0.51892,19,-0.2831,24,0.03943,19,-0.2589
ENSG00000172403,SYNPO2,44,-0.2765,37,-0.5402,71,0.50545,77,0.73145,29,-0.8856,24,-1.1951,41,-0.3922,46,-0.1949,76,0.62037
ENSG00000145390,USP53,27,-0.2899,13,-1.3942,21,-0.6615,17,-1.1156,25,-0.4209,15,-1.1499,65,1.14771,73,1.35084,54,0.82412
ENSG00000164096,C4orf3,244,0.31813,214,0.10215,150,-0.4535,190,-0.0985,225,0.18316,186,-0.1241,241,0.29640,145,-0.5103,222,0.16045
ENSG00000164111,ANXA5,114,1.59032,90,1.15898,6,-3.0364,30,-0.7120,9,-2.3903,23,-1.0494,51,0.20669,65,0.59962,34,-0.4487
ENSG00000164112,TMEM155,1,-5.5406,79,0.05348,68,-0.1824,157,1.48061,57,-0.4569,103,0.48755,84,0.15802,10,-2.9864,46,-0.7920
ENSG00000123737,EXOSC9,28,0.19249,11,-1.2833,25,0.03027,35,0.64359,41,0.80068,14,-0.9139,26,0.09816,17,-0.5512,16,-0.6462
ENSG00000138686,BBS7,9,-2.5216,53,0.15651,74,0.71979,68,0.64634,40,-0.3005,78,0.79894,32,-0.6115,29,-0.7632,29,-0.7767
ENSG00000138688,KIAA1109,269,0.10381,288,0.21488,348,0.52700,207,-0.3473,239,-0.0828,215,-0.2473,136,-0.9612,299,0.27945,311,0.34267
ENSG00000138685,FGF2,47,0.51673,52,0.66177,9,-2.0002,8,-2.2751,15,-1.2235,21,-0.7312,40,0.24853,92,1.69624,51,0.64123
ENSG00000151458,ANKRD50,16,-1.0017,24,-0.3786,22,-0.4603,46,0.80334,37,0.33355,34,0.18287,23,-0.4464,31,0.03072,23,-0.3918
ENSG00000164066,INTU,57,-0.1657,82,0.40977,43,-0.6183,18,-1.9872,40,-0.7223,20,-1.7526,41,-0.6813,156,1.54018,159,1.58803
ENSG00000164070,HSPA4L,15,-2.9072,44,-1.3892,245,1.37851,124,0.23651,102,-0.1104,212,1.11773,47,-1.2851,119,0.13903,57,-0.9939
ENSG00000138709,LARP1B,40,-0.7384,21,-1.6739,65,0.00591,47,-0.5354,72,0.18110,58,-0.1684,55,-0.2542,102,0.74607,138,1.27825
ENSG00000164040,PGRMC2,66,-0.3452,87,0.09455,83,0.02390,100,0.37812,86,0.08933,113,0.53368,46,-0.8905,74,-0.1446,61,-0.4622
ENSG00000077684,JADE1,48,-0.1254,8,-2.7742,67,0.43057,61,0.29969,74,0.59764,70,0.49426,23,-1.2430,58,0.18400,46,-0.1708
ENSG00000151466,SCLT1,65,0.30542,13,-2.1113,34,-0.6831,20,-1.5786,53,-0.0197,59,0.15742,79,0.62601,131,1.54098,60,0.19021
ENSG00000138650,PCDH10,186,-0.1268,272,0.49074,187,-0.1136,287,0.67180,116,-0.8523,184,-0.1461,119,-0.8138,186,-0.1289,189,-0.1033
ENSG00000151012,SLC7A11,76,-0.1918,263,1.97836,10,-3.1493,22,-2.1687,18,-2.3291,55,-0.6852,75,-0.2109,230,1.70854,87,0.02448
ENSG00000109381,ELF2,90,1.71083,24,-0.5151,41,0.32121,18,-1.0629,23,-0.5639,20,-0.7852,9,-1.9354,44,0.43239,48,0.58999
ENSG00000109390,NDUFC1,74,-0.9397,111,-0.3162,88,-0.6760,123,-0.1764,192,0.56542,198,0.61420,154,0.19736,210,0.71213,86,-0.7101
ENSG00000164134,NAA15,156,0.83512,74,-0.3780,149,0.75221,82,-0.2318,98,0.06213,49,-1.0130,45,-1.1427,122,0.41982,84,-0.1822
ENSG00000145391,SETD7,65,0.64564,50,0.19446,28,-0.6765,43,-0.0447,45,0.02553,64,0.60675,44,-0.0014,43,-0.0299,15,-1.6303
ENSG00000153130,SCOC,176,-0.6553,323,0.30781,296,0.16776,327,0.37576,229,-0.2432,425,0.77083,257,-0.0601,119,-1.2486,190,-0.5369
ENSG00000109436,TBC1D9,8,-3.0640,26,-1.3404,94,0.68488,87,0.63717,75,0.30955,115,1.02773,53,-0.2344,18,-1.8263,56,-0.1515
ENSG00000170153,RNF150,10,-2.6469,80,0.47888,82,0.51010,81,0.57353,79,0.46528,34,-0.8500,40,-0.6070,36,-0.7645,72,0.29914
ENSG00000109445,ZNF330,22,-0.0990,36,0.69242,25,0.11027,15,-0.7671,15,-0.6653,57,1.51269,13,-0.8492,26,0.15060,10,-1.2534
ENSG00000170185,USP38,27,0.56910,31,0.75271,25,0.44829,16,-0.3471,11,-0.7973,9,-1.1539,11,-0.8733,25,0.42638,21,0.15572
ENSG00000109458,GAB1,193,3.40737,11,-1.7021,13,-1.4941,13,-1.5691,5,-2.7729,29,-0.3158,14,-1.3557,45,0.38734,15,-1.2772
ENSG00000153147,SMARCA5,343,0.77916,112,-1.0019,273,0.39118,126,-0.9036,243,0.20224,164,-0.4200,127,-0.8140,424,1.14886,204,-0.0805
ENSG00000164161,HHIP,362,3.59036,138,1.33732,4,-4.1190,28,-1.3158,1,-6.0967,28,-1.2147,24,-1.4453,0,-8.7101,15,-2.1722
ENSG00000164163,ABCE1,74,0.44202,70,0.36403,65,0.24775,45,-0.3651,63,0.18277,67,0.29518,32,-0.8520,41,-0.4979,57,0.02777
ENSG00000164164,OTUD4,50,0.58342,39,0.18226,42,0.32450,37,0.11004,30,-0.2422,11,-1.7208,20,-0.8138,37,0.11310,44,0.36887
ENSG00000170365,SMAD1,43,0.32960,56,0.73939,29,-0.3110,29,-0.3442,49,0.53362,17,-1.1385,13,-1.5640,45,0.38892,44,0.35534
ENSG00000151612,ZNF827,56,0.10009,14,-1.9474,68,0.42468,53,0.01979,67,0.39561,31,-0.8001,46,-0.2143,69,0.45054,67,0.38689
ENSG00000164167,LSM6,12,-0.8325,1,-4.2830,17,-0.2297,16,-0.3993,36,0.93992,55,1.74313,19,-0.1033,12,-0.7292,17,-0.2337
ENSG00000164168,TMEM184C,13,-0.3821,8,-1.1960,21,0.35707,17,-0.0609,34,1.13327,9,-0.9695,11,-0.6634,31,0.99263,10,-0.7743
ENSG00000071205,ARHGAP10,7,-1.7611,1,-4.1263,23,0.03416,4,-2.6415,47,1.26633,14,-0.7557,14,-0.7321,73,2.11111,36,0.79458
ENSG00000151623,NR3C2,12,-0.8699,12,-0.8878,48,1.33677,13,-0.8626,52,1.47319,21,-0.0601,7,-1.7658,27,0.32908,13,-0.8037
ENSG00000170390,DCLK2,62,0.22196,87,0.77964,27,-1.0612,59,0.15790,53,-0.0470,18,-1.6744,48,-0.2064,68,0.36791,61,0.18956
ENSG00000145425,RPS3A,700,-0.0369,505,-0.5506,372,-1.0168,451,-0.7928,816,0.21039,1063,0.64892,1494,1.24607,745,0.06280,564,-0.3779
ENSG00000109686,SH3D19,54,2.11039,13,-0.3020,8,-1.1070,14,-0.3055,14,-0.2647,7,-1.2885,18,0.12944,7,-1.2012,15,-0.1128
ENSG00000059691,GATB,14,-1.2851,5,-2.6246,62,1.03170,39,0.30486,55,0.83223,31,-0.1143,29,-0.1980,36,0.14723,20,-0.7614
ENSG00000109670,FBXW7,237,-1.6110,717,0.09415,1060,0.74077,892,0.51877,623,-0.1316,681,0.01132,515,-0.4301,234,-1.6333,914,0.49028
ENSG00000164144,ARFIP1,26,0.48960,58,1.90505,11,-0.8067,13,-0.6384,17,-0.1958,22,0.19214,15,-0.4173,14,-0.4993,4,-2.2816
ENSG00000109654,TRIM2,886,1.24400,492,0.23643,462,0.13558,405,-0.0868,345,-0.3315,369,-0.2221,227,-0.9768,339,-0.3567,319,-0.4502
ENSG00000145428,RNF175,1,-4.6287,27,-0.3839,63,0.99763,55,0.89942,33,-0.0986,52,0.67049,36,0.05028,11,-1.7132,13,-1.5228
ENSG00000171566,PLRG1,41,-0.1977,62,0.46985,35,-0.4314,50,0.13038,23,-1.0916,80,0.91068,32,-0.5831,51,0.17213,39,-0.2640
ENSG00000164114,MAP9,104,-1.6817,251,-0.3464,616,1.14661,300,-0.0695,296,-0.0818,454,0.61598,152,-1.1131,320,0.04062,326,0.06909
ENSG00000164116,GUCY1A1,40,-0.1153,1,-4.7712,48,0.16887,43,-0.0050,27,-0.7400,63,0.63733,43,0.00233,62,0.60000,59,0.53204
ENSG00000260244,AC104083.1,12,-0.7493,10,-0.9981,15,-0.3834,36,1.25185,13,-0.5635,25,0.42607,16,-0.2366,19,0.01260,9,-1.1767
ENSG00000061918,GUCY1B1,23,-2.9684,68,-1.4173,265,0.72734,279,0.96285,201,0.26807,293,0.90063,126,-0.4696,98,-0.8561,70,-1.3729
ENSG00000109738,GLRB,15,-2.9318,56,-1.0356,156,0.57992,216,1.37175,96,-0.2089,174,0.75993,52,-1.1575,38,-1.6144,77,-0.5517
ENSG00000120251,GRIA2,139,-2.0776,505,-0.1169,1064,1.13226,579,0.11723,882,0.80274,248,-1.2162,253,-1.1808,495,-0.1484,687,0.38112
ENSG00000164125,GASK1B,48,-0.5020,284,2.76646,12,-2.4897,49,-0.5196,11,-2.5932,52,-0.3527,47,-0.5066,56,-0.2467,47,-0.5062
ENSG00000164124,TMEM144,824,4.23668,201,0.83856,10,-3.7125,36,-1.9688,7,-4.0928,28,-2.2007,32,-2.0308,17,-2.9365,22,-2.5921
ENSG00000171509,RXFP1,9,-2.2151,58,0.55169,14,-1.6263,111,2.20416,2,-4.0820,50,0.30887,33,-0.3567,0,-9.1883,24,-0.8259
ENSG00000171503,ETFDH,37,0.94558,23,0.16815,12,-0.8155,24,0.22347,10,-1.1518,12,-0.7948,21,0.00759,23,0.15218,23,0.14212
ENSG00000171497,PPID,39,-0.5737,45,-0.3590,81,0.59665,70,0.39351,64,0.21679,67,0.29010,29,-1.0463,55,-0.0482,44,-0.3994
ENSG00000052795,FNIP2,79,-0.0774,50,-0.8012,103,0.35046,101,0.35158,104,0.36601,55,-0.6327,61,-0.4922,57,-0.5985,121,0.61193
ENSG00000109756,RAPGEF2,94,-0.6934,108,-0.4881,185,0.37415,128,-0.2368,259,0.94462,126,-0.2469,102,-0.5727,142,-0.0557,196,0.47187
ENSG00000168843,FSTL5,9,-1.8781,21,-0.6042,23,-0.4791,66,1.52993,10,-1.7701,35,0.18844,22,-0.5552,52,0.80794,10,-1.7309
ENSG00000164128,NPY1R,3,-2.4329,15,-0.1662,15,-0.1916,36,1.58658,14,-0.2587,14,-0.2579,10,-0.7567,0,-5.0274,23,0.51648
ENSG00000198498,TMA16,28,0.20779,19,-0.3947,48,1.14293,19,-0.4512,26,0.10181,8,-1.6003,12,-1.1149,34,0.52510,31,0.40437
ENSG00000145416,MARCH1,110,1.34695,81,0.80902,56,0.19905,45,-0.1895,40,-0.3266,26,-0.9654,36,-0.4943,26,-0.9688,30,-0.7563
ENSG00000170088,TMEM192,34,-0.3616,50,0.25108,35,-0.3288,34,-0.4102,28,-0.6552,62,0.58788,21,-1.1151,80,1.02998,52,0.31284
ENSG00000109466,KLHL2,91,-0.1872,176,0.90377,95,-0.1143,130,0.45271,109,0.10101,36,-1.5927,119,0.24863,48,-1.1746,87,-0.2503
ENSG00000052802,MSMO1,65,-0.9610,259,1.30399,106,-0.1883,163,0.58175,39,-1.7222,74,-0.7518,109,-0.1505,134,0.18415,86,-0.5174
