Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000144118,RALB,108,-0.0801,87,-0.3959,145,0.47996,80,-0.5119,86,-0.4067,106,-0.0865,148,0.44936
ENSG00000074054,CLASP1,69,0.12978,95,0.60531,87,0.50750,26,-1.4052,36,-0.9085,74,0.18836,39,-0.8106
ENSG00000155438,NIFK,36,0.03047,30,-0.2798,43,0.33806,41,0.21336,42,0.26037,22,-0.7386,27,-0.4398
ENSG00000211460,TSN,80,0.41074,52,-0.3786,76,0.22847,69,0.04387,57,-0.2589,56,-0.2688,31,-1.1511
ENSG00000155052,CNTNAP5,26,0.27042,11,-1.1678,48,1.42279,12,-0.9722,2,-3.4206,24,0.07186,6,-2.0764
ENSG00000136717,BIN1,112,0.27900,167,0.84506,81,-0.3448,102,0.04607,53,-0.9548,79,-0.3685,82,-0.3062
ENSG00000163161,ERCC3,29,1.14508,9,-1.1527,22,0.29578,6,-1.6922,23,0.31375,3,-2.5741,5,-1.8334
ENSG00000169967,MAP3K2,48,-0.1084,21,-1.3335,52,0.03113,123,1.48281,30,-0.8191,55,0.11390,34,-0.6314
ENSG00000163166,IWS1,77,0.07538,57,-0.4237,69,-0.1354,139,1.03174,39,-0.9969,76,0.03677,62,-0.2810
ENSG00000136709,WDR33,44,-0.0949,63,0.50279,42,-0.1826,60,0.41325,50,0.10918,47,0.01577,29,-0.7285
ENSG00000144231,POLR2D,29,0.48957,22,-0.1302,19,-0.3594,22,-0.0856,20,-0.2753,16,-0.5903,26,0.13207
ENSG00000136715,SAP130,14,-0.4948,12,-0.5286,26,0.74065,7,-1.3909,40,1.35867,19,0.11299,7,-1.3617
ENSG00000136731,UGGT1,32,-0.1353,32,-0.0996,37,0.16577,54,0.76938,32,-0.0642,29,-0.2310,23,-0.6111
ENSG00000136720,HS6ST1,142,0.55765,135,0.28318,109,-0.0566,51,-1.2074,108,-0.0652,61,-0.9477,100,-0.1901
ENSG00000136699,SMPD4,25,0.00632,36,0.62513,20,-0.3141,28,0.17924,41,0.84408,18,-0.4987,8,-1.6887
ENSG00000152082,MZT2B,408,0.43455,193,-0.8822,206,-0.8423,214,-0.7222,701,1.20045,195,-0.8598,398,0.24987
ENSG00000136710,CCDC115,46,0.80351,35,0.08677,28,-0.2684,5,-2.6041,40,0.28149,23,-0.5565,22,-0.6301
ENSG00000136718,IMP4,55,0.18522,65,0.40077,31,-0.8239,40,-0.3701,85,0.83923,50,-0.0136,36,-0.5410
ENSG00000072135,PTPN18,14,-0.0324,10,-0.5571,12,-0.2537,23,0.71221,25,0.86455,8,-0.8686,12,-0.3214
ENSG00000178171,AMER3,25,1.07371,19,0.22216,17,0.05000,0,-7.7723,7,-1.1946,15,-0.1281,6,-1.4073
ENSG00000136002,ARHGEF4,113,-0.2312,181,0.58468,87,-0.6278,111,-0.2052,222,0.92716,126,-0.0019,119,-0.0866
ENSG00000152102,FAM168B,175,0.71985,173,0.44511,109,-0.3198,53,-1.3822,116,-0.1975,96,-0.4888,87,-0.6341
ENSG00000115762,PLEKHB2,230,0.37488,241,0.32491,231,0.28648,91,-1.1850,178,-0.1541,156,-0.3624,115,-0.8353
ENSG00000173272,MZT2A,174,0.66740,86,-0.6705,80,-0.8463,94,-0.5421,191,0.58313,81,-0.7674,154,0.23159
ENSG00000287151,C2orf27A,14,-0.0140,18,0.40401,20,0.69346,9,-0.6103,8,-0.7711,17,0.35524,4,-1.8415
ENSG00000150551,LYPD1,15,0.34329,6,-1.1283,7,-1.0736,15,0.22602,24,0.96726,14,0.09431,11,-0.2863
ENSG00000176771,NCKAP5,13,-0.9260,8,-1.5019,8,-1.5784,74,2.20376,22,0.07565,31,0.63199,28,0.45465
ENSG00000152127,MGAT5,48,0.01041,76,0.75930,59,0.39308,28,-0.7957,43,-0.1568,31,-0.6414,35,-0.4777
ENSG00000152128,TMEM163,19,-0.0350,42,1.30635,31,0.89025,5,-1.8369,10,-1.0091,6,-1.6667,10,-1.0241
ENSG00000082258,CCNT2,35,-0.1832,39,0.03707,56,0.69526,63,0.80363,17,-1.2067,24,-0.6908,25,-0.6711
ENSG00000115839,RAB3GAP1,124,0.21761,76,-0.6047,192,1.01191,76,-0.6157,45,-1.3829,103,-0.1411,60,-0.9782
ENSG00000048991,R3HDM1,333,0.54974,235,-0.1900,392,0.72251,119,-1.2274,90,-1.6425,132,-1.0757,229,-0.2344
ENSG00000144224,UBXN4,167,-0.4793,188,-0.1718,246,0.28773,326,0.71882,124,-0.8145,306,0.61308,199,-0.0774
ENSG00000076003,MCM6,23,0.78685,11,-0.6570,18,0.13211,13,-0.3654,10,-0.8123,13,-0.3708,9,-0.9143
ENSG00000115866,DARS,78,-0.3711,66,-0.5288,84,-0.1726,172,1.01726,110,0.27337,112,0.29956,80,-0.2350
ENSG00000168702,LRP1B,36,-0.3569,27,-0.6826,53,0.38861,75,0.90847,9,-2.3560,77,0.95640,32,-0.4602
ENSG00000121964,GTDC1,130,0.36038,75,-0.6103,134,0.33035,71,-0.7034,75,-0.6249,124,0.16154,95,-0.2488
ENSG00000169554,ZEB2,260,-0.0582,145,-0.9425,231,-0.2484,386,0.59884,165,-0.7463,431,0.78359,305,0.21432
ENSG00000121989,ACVR2A,15,-0.5483,27,0.47681,34,0.99499,14,-0.5057,14,-0.5630,25,0.33798,10,-0.9715
ENSG00000115947,ORC4,86,0.67943,50,-0.4332,74,0.21741,41,-0.7176,49,-0.4475,58,-0.1818,30,-1.2177
ENSG00000204406,MBD5,35,-0.1359,25,-0.6427,48,0.44903,66,0.91560,25,-0.6167,42,0.18535,17,-1.1576
ENSG00000135999,EPC2,51,0.26958,15,-1.6618,63,0.58761,56,0.32491,18,-1.4389,48,0.07544,34,-0.4337
ENSG00000168280,KIF5C,762,-0.2890,619,-0.5304,1227,0.63454,508,-0.8327,558,-0.6895,1224,0.55377,1153,0.45488
ENSG00000168288,MMADHC,49,0.89056,47,0.47871,26,-0.4985,12,-1.6249,23,-0.6332,37,0.11806,14,-1.3604
ENSG00000115963,RND3,15,-0.1073,3,-2.3582,22,0.54698,15,-0.0684,13,-0.3211,23,0.60628,17,0.08485
ENSG00000080345,RIF1,334,0.58866,118,-1.2298,348,0.51496,343,0.42980,82,-1.7700,188,-0.5193,125,-1.1366
ENSG00000162980,ARL5A,76,0.38524,37,-0.8492,49,-0.4532,109,0.85576,57,-0.1873,48,-0.4648,56,-0.2240
ENSG00000182389,CACNB4,166,-0.1231,213,0.30930,306,1.05586,123,-0.5514,54,-1.7826,181,0.04398,85,-1.1179
ENSG00000115145,STAM2,21,-0.2155,17,-0.5093,24,0.05161,33,0.52966,29,0.33648,32,0.49686,14,-0.7691
ENSG00000157827,FMNL2,126,-0.3277,81,-0.9112,95,-0.7284,326,1.34304,154,0.07912,210,0.58500,145,-0.0150
ENSG00000196504,PRPF40A,132,-0.2782,124,-0.2896,207,0.59647,214,0.57804,90,-0.7861,153,0.03362,124,-0.3015
ENSG00000144278,GALNT13,26,1.11367,12,-0.5730,19,0.16758,7,-1.3189,14,-0.3326,4,-2.0674,9,-0.9571
ENSG00000162989,KCNJ3,212,0.74663,185,0.25268,209,0.51081,63,-1.3998,91,-0.8451,75,-1.1441,54,-1.6421
ENSG00000115159,GPD2,29,0.08039,15,-0.9305,8,-2.0104,15,-0.9723,63,1.34989,61,1.28488,23,-0.3296
ENSG00000136541,ERMN,138,1.16618,17,-2.4652,21,-2.2626,127,0.56941,26,-1.8723,133,0.65043,83,-0.1133
ENSG00000123612,ACVR1C,30,1.09152,18,-0.1101,14,-0.5379,21,0.15104,10,-0.9581,7,-1.4766,10,-0.9319
ENSG00000153237,CCDC148,23,-0.2411,17,-0.6212,24,-0.1048,42,0.76824,10,-1.4365,39,0.66383,36,0.49977
ENSG00000144283,PKP4,135,0.03013,130,-0.0393,113,-0.2825,124,-0.1162,112,-0.2762,175,0.44330,158,0.27482
ENSG00000123636,BAZ2B,183,-0.7786,121,-1.2116,259,-0.0453,644,1.49272,143,-0.9603,387,0.60409,384,0.59357
ENSG00000136536,MARCH7,47,0.43649,37,-0.1042,32,-0.3509,21,-0.9832,41,0.06739,60,0.67195,21,-0.9259
ENSG00000241399,CD302,13,-0.9036,16,-0.4349,6,-2.0302,33,0.72458,44,1.23362,52,1.50759,21,0.01837
ENSG00000153250,RBMS1,8,-1.8932,33,0.60324,32,0.63357,54,1.42882,19,-0.2906,36,0.74032,12,-1.0007
ENSG00000136560,TANK,23,-0.2125,29,0.20798,30,0.27451,37,0.57671,20,-0.3647,23,-0.1720,20,-0.3887
ENSG00000115233,PSMD14,103,0.49947,61,-0.4918,88,0.08101,58,-0.5830,99,0.25343,69,-0.2984,48,-0.8618
ENSG00000136535,TBR1,64,-0.4210,165,1.25008,124,0.85906,14,-2.5886,23,-1.8424,121,0.71217,32,-1.3722
ENSG00000144290,SLC4A10,263,0.68461,96,-1.1322,371,1.19587,98,-1.0936,32,-2.7204,104,-1.0066,73,-1.5435
ENSG00000115271,GCA,40,0.78825,37,0.33931,29,-0.0320,18,-0.7543,20,-0.5755,20,-0.6194,10,-1.5735
ENSG00000182263,FIGN,20,-0.1385,9,-1.2647,33,0.84879,28,0.49136,23,0.17356,11,-0.9582,13,-0.6750
ENSG00000082438,COBLL1,7,-2.5960,21,-0.6473,36,0.22213,142,2.76509,9,-1.7968,49,0.70738,26,-0.3076
ENSG00000153253,SCN3A,102,-0.3498,94,-0.3837,203,0.99334,163,0.49016,88,-0.4857,124,0.05134,38,-1.7525
ENSG00000136531,SCN2A,825,0.24943,852,0.22288,1364,1.17608,397,-0.9662,124,-2.6900,468,-0.7151,288,-1.4490
ENSG00000178662,CSRNP3,208,0.05811,234,0.22300,376,1.18697,71,-1.6085,71,-1.5972,188,-0.1207,86,-1.3189
ENSG00000123607,TTC21B,19,-0.3779,14,-0.8144,38,0.92941,25,0.08499,6,-1.8652,47,1.15483,10,-1.3133
ENSG00000144285,SCN1A,174,-0.7763,539,1.25647,607,1.78846,99,-1.4398,36,-2.9035,107,-1.3240,99,-1.4388
ENSG00000172318,B3GALT1,21,0.47526,21,0.27834,17,-0.1003,11,-0.7214,11,-0.6751,25,0.57538,6,-1.6139
ENSG00000198648,STK39,121,-0.3153,170,0.31057,174,0.39554,125,-0.1779,54,-1.4395,171,0.32249,186,0.45894
ENSG00000172292,CERS6,144,0.36575,212,0.88451,185,0.74902,30,-2.1186,42,-1.6400,65,-0.9876,63,-1.0339
ENSG00000138399,FASTKD1,21,0.50480,13,-0.3898,20,0.31309,17,0.04888,6,-1.4569,18,0.13386,7,-1.3716
ENSG00000138398,PPIG,505,-0.1304,653,0.31749,738,0.58807,631,0.26285,217,-1.3840,517,-0.0566,377,-0.5470
ENSG00000154479,CCDC173,60,-0.6092,31,-1.4661,54,-0.6763,131,0.78271,78,-0.0583,90,0.17747,209,1.61488
ENSG00000213160,KLHL23,72,0.58644,59,0.08210,35,-0.7796,105,1.02830,32,-0.8503,45,-0.3487,20,-1.5461
ENSG00000138385,SSB,295,0.11256,239,-0.2560,431,0.79645,267,-0.0838,158,-0.8893,224,-0.3553,162,-0.8537
ENSG00000138382,METTL5,60,0.76228,26,-0.7968,43,-0.0522,38,-0.2482,47,0.07996,17,-1.4812,34,-0.4308
ENSG00000144357,UBR3,124,0.16246,114,-0.0222,186,0.88932,93,-0.3457,39,-1.6361,81,-0.5647,78,-0.6161
ENSG00000128683,GAD1,84,-0.0901,21,-2.1464,124,0.63091,80,-0.1365,196,1.34067,44,-1.0407,39,-1.2345
ENSG00000115806,GORASP2,47,0.74963,45,0.38621,25,-0.5356,26,-0.4407,36,0.03137,25,-0.4917,13,-1.5174
ENSG00000198586,TLK1,159,0.48729,88,-0.6028,175,0.53673,116,-0.1860,51,-1.4332,89,-0.5934,102,-0.3876
ENSG00000123600,METTL8,23,-0.0974,10,-1.2541,32,0.49474,34,0.56165,18,-0.4758,19,-0.3831,28,0.24946
ENSG00000071967,CYBRD1,16,-1.1986,11,-1.5468,10,-1.7882,66,1.28533,88,1.80852,51,0.84671,33,0.14079
ENSG00000077380,DYNC1I2,235,-0.2631,255,-0.0551,280,0.10340,467,0.93575,177,-0.6217,281,0.09754,229,-0.2281
ENSG00000115840,SLC25A12,66,0.63622,68,0.45579,59,0.27406,18,-1.5628,38,-0.4446,34,-0.6258,19,-1.4563
ENSG00000128708,HAT1,21,0.85073,13,-0.2139,8,-0.9083,8,-1.0023,23,0.68862,15,0.01140,4,-1.7266
ENSG00000144355,DLX1,11,-0.7582,2,-2.9267,26,0.83097,15,-0.1923,44,1.61440,13,-0.3396,11,-0.5714
ENSG00000091409,ITGA6,14,-1.5700,5,-2.7024,6,-2.4667,171,3.19224,51,0.73633,36,0.18177,22,-0.5822
ENSG00000091428,RAPGEF4,106,-0.9456,192,0.20434,150,-0.2063,66,-1.4421,161,-0.0770,378,1.35403,336,1.14130
ENSG00000091436,MAP3K20,16,-1.8227,24,-0.8556,29,-0.6238,221,3.14672,28,-0.6227,34,-0.3421,37,-0.2263
ENSG00000172845,SP3,33,-0.0520,22,-0.6424,23,-0.6196,39,0.23401,49,0.62801,50,0.64840,31,-0.1339
ENSG00000138430,OLA1,169,0.74592,146,0.24160,147,0.28256,57,-1.1971,70,-0.8922,88,-0.5596,49,-1.4344
ENSG00000138433,CIR1,167,0.02996,186,0.19223,215,0.47924,147,-0.1760,136,-0.2976,134,-0.3219,112,-0.6005
ENSG00000144306,SCRN3,22,0.33591,12,-0.6463,20,0.06408,16,-0.2924,13,-0.6323,19,0.02117,22,0.21779
ENSG00000163328,GPR155,168,0.14897,256,0.79374,188,0.31915,116,-0.4794,89,-0.8777,153,-0.0429,70,-1.2509
ENSG00000115935,WIPF1,26,1.02729,2,-2.9794,2,-2.8441,33,1.01590,19,0.12178,7,-1.2907,22,0.36109
ENSG00000128656,CHN1,1917,0.43166,2853,0.95021,2117,0.50968,462,-1.8920,542,-1.6531,954,-0.8037,902,-0.8890
ENSG00000115966,ATF2,71,0.54269,52,-0.1410,67,0.29041,22,-1.4461,41,-0.4886,56,-0.0244,36,-0.7144
ENSG00000154518,ATP5MC3,318,0.96753,204,-0.1103,171,-0.4291,98,-1.2404,266,0.30778,108,-1.0863,121,-0.9229
ENSG00000144320,LNPK,69,0.40278,61,0.08421,74,0.44539,53,-0.1541,39,-0.6052,35,-0.7650,26,-1.1973
ENSG00000128654,MTX2,83,0.93152,81,0.54510,59,0.04187,25,-1.2592,20,-1.5970,44,-0.4192,14,-2.0669
ENSG00000170144,HNRNPA3,285,0.36866,187,-0.4162,248,0.03267,253,0.05633,211,-0.2265,203,-0.2876,193,-0.3689
ENSG00000116044,NFE2L2,73,-0.6853,62,-0.7524,69,-0.6584,251,1.53381,100,-0.0172,184,0.97615,89,-0.2109
ENSG00000018510,AGPS,29,-2.1447,21,-0.4889,44,0.75437,35,0.27563,25,-0.2670,22,-0.4355,14,-1.1318
ENSG00000079156,OSBPL6,51,-0.3641,68,0.17504,102,0.97850,58,-0.0628,58,-0.0880,52,-0.2550,24,-1.4256
ENSG00000180228,PRKRA,58,0.39146,80,0.80682,49,-0.0082,39,-0.3516,34,-0.5505,30,-0.7539,26,-0.9520
ENSG00000116095,PLEKHA3,64,0.18786,41,-0.5405,54,-0.1392,48,-0.3078,70,0.28419,79,0.47230,44,-0.4463
ENSG00000155657,TTN,22,-0.8200,17,-0.9441,68,1.43904,66,1.17239,0,-5.3545,32,-0.0404,20,-0.7781
ENSG00000187231,SESTD1,90,0.14596,50,-0.8019,113,0.54028,102,0.29788,45,-0.9755,89,0.08619,56,-0.6394
ENSG00000144331,ZNF385B,25,-0.5265,50,0.66906,63,1.26263,9,-1.9313,21,-0.6717,29,-0.1754,23,-0.5231
ENSG00000163510,CWC22,96,0.15361,44,-1.0845,147,0.92567,83,-0.1194,33,-1.5322,102,0.20399,48,-0.9714
ENSG00000170035,UBE2E3,104,0.35555,75,-0.2817,117,0.47691,27,-1.8369,72,-0.3497,94,0.07199,69,-0.4028
ENSG00000162992,NEUROD1,50,2.23367,11,-1.1727,19,-0.4066,4,-2.4586,3,-2.9401,8,-1.6402,6,-2.0661
ENSG00000138434,ITPRID2,39,-0.5326,41,-0.3223,43,-0.2552,96,1.06632,50,0.00390,46,-0.1233,76,0.67223
ENSG00000115252,PDE1A,72,0.28378,60,-0.0768,94,0.72744,48,-0.4285,12,-2.4276,81,0.39298,21,-1.6589
ENSG00000077232,DNAJC10,56,-0.1911,38,-0.7057,102,0.98615,83,0.49978,40,-0.6240,36,-0.8204,43,-0.5336
ENSG00000162998,FRZB,20,0.34583,1,-3.2926,4,-2.1234,89,3.06175,7,-1.3176,2,-3.1250,3,-2.6453
ENSG00000061676,NCKAP1,371,0.79704,208,-0.4088,278,0.04663,142,-0.9987,224,-0.2949,190,-0.5508,173,-0.6959
ENSG00000170396,ZNF804A,57,1.11774,20,-0.9341,58,0.82014,5,-2.9004,13,-1.6137,9,-2.0618,19,-1.0311
ENSG00000065548,ZC3H15,489,0.38270,423,0.02512,660,0.86522,307,-0.4758,110,-2.0180,241,-0.8473,223,-0.9654
ENSG00000138448,ITGAV,79,0.12749,36,-1.0955,31,-1.4083,73,-0.0345,175,1.44217,92,0.34296,64,-0.2304
ENSG00000144369,FAM171B,319,0.60503,138,-0.9133,169,-0.6555,174,-0.5639,350,0.54946,333,0.46361,133,-0.9648
ENSG00000144366,GULP1,43,1.49539,13,-1.0180,27,0.14148,12,-1.0830,6,-2.0305,2,-3.5433,17,-0.6075
ENSG00000204262,COL5A2,23,-0.5324,68,1.41430,54,1.18107,7,-2.0659,14,-1.0912,10,-1.6148,23,-0.3760
ENSG00000115368,WDR75,26,-0.3098,50,0.84969,44,0.70211,30,-0.0051,20,-0.6319,21,-0.5179,16,-0.9342
ENSG00000138381,ASNSD1,54,0.41298,34,-0.4545,63,0.60825,32,-0.5444,32,-0.5074,27,-0.8026,31,-0.5786
ENSG00000128699,ORMDL1,40,0.54372,30,-0.1229,28,-0.2286,32,-0.0084,44,0.51299,22,-0.6092,9,-1.9514
ENSG00000064933,PMS1,18,-0.5107,10,-1.2731,52,1.63036,15,-0.6210,12,-0.9325,19,-0.2746,20,-0.2164
ENSG00000198130,HIBCH,17,-0.7544,14,-0.8945,21,-0.2462,71,1.80736,50,1.15185,15,-0.7679,11,-1.2037
ENSG00000151689,INPP1,38,-0.0512,33,-0.2491,32,-0.2961,83,1.25767,31,-0.3322,46,0.27693,16,-1.2987
ENSG00000151690,MFSD6,208,1.06109,200,0.59292,144,0.06408,29,-2.3655,59,-1.3146,61,-1.2493,58,-1.3198
ENSG00000138386,NAB1,23,-0.5836,32,0.08938,24,-0.3685,88,1.82287,13,-1.2272,28,-0.0979,31,0.03957
ENSG00000115419,GLS,196,0.28059,215,0.34358,285,0.93693,68,-1.4411,99,-0.8748,110,-0.7049,65,-1.4982
ENSG00000115415,STAT1,63,0.52999,41,-0.3292,52,0.04159,63,0.33107,46,-0.1474,26,-1.0412,26,-1.0148
ENSG00000138378,STAT4,35,1.10827,21,-0.0901,34,0.75892,3,-2.8356,5,-2.1885,9,-1.3687,4,-2.5914
ENSG00000128641,MYO1B,42,0.46382,17,-1.0689,38,0.16821,59,0.87402,24,-0.5340,9,-1.9952,26,-0.4102
ENSG00000168497,CAVIN2,15,-0.9517,20,-0.3465,11,-1.2297,119,2.92954,9,-1.4293,14,-0.8961,25,0.04068
ENSG00000144339,TMEFF2,56,0.45050,77,0.82098,52,0.21255,38,-0.2947,38,-0.3211,17,-1.4988,11,-2.0894
ENSG00000196950,SLC39A10,492,0.53592,447,0.19837,630,0.87768,137,-1.6089,130,-1.6898,235,-0.8065,165,-1.3343
ENSG00000118997,DNAH7,22,-0.3827,12,-1.1663,39,0.72038,55,1.24062,5,-2.3304,38,0.57718,12,-1.1140
ENSG00000138411,HECW2,64,0.54514,45,-0.1786,68,0.52799,25,-1.0799,14,-1.9213,54,0.08523,30,-0.7902
ENSG00000119041,GTF3C3,37,0.30874,18,-0.8780,47,0.68699,26,-0.3631,16,-1.0729,34,0.07357,20,-0.7068
ENSG00000197121,PGAP1,27,-0.0502,25,-0.1268,40,0.71183,19,-0.5797,26,-0.0915,31,0.18720,13,-1.1573
ENSG00000115524,SF3B1,142,0.25135,79,-0.7426,164,0.45177,177,0.52026,64,-1.0716,113,-0.2004,77,-0.7871
ENSG00000115520,COQ10B,43,0.33114,40,0.11115,45,0.32520,24,-0.6961,33,-0.1630,32,-0.2238,19,-1.0029
ENSG00000144381,HSPD1,266,0.11364,178,-0.5512,301,0.30813,251,-0.0169,253,0.00034,256,0.01856,182,-0.5139
ENSG00000115541,HSPE1,166,0.49083,89,-0.6525,107,-0.4026,88,-0.6738,218,0.77304,105,-0.4075,113,-0.2845
ENSG00000115540,MOB4,72,0.80365,39,-0.4606,50,-0.0584,13,-2.0292,42,-0.3382,51,-0.0473,41,-0.3751
ENSG00000162944,RFTN2,21,-0.5892,16,-0.7963,7,-2.1718,56,1.15931,62,1.36045,44,0.75798,28,0.01481
ENSG00000115896,PLCL1,53,0.35093,37,-0.3293,65,0.65955,26,-0.8462,19,-1.3446,37,-0.3279,40,-0.1911
ENSG00000119042,SATB2,84,0.35148,74,0.05057,114,0.85481,22,-1.7983,25,-1.5998,68,-0.0838,41,-0.8747
ENSG00000225953,SATB2-AS1,29,1.57931,12,-0.4367,12,-0.5484,5,-1.6392,3,-2.4192,11,-0.6032,10,-0.7153
ENSG00000178074,C2orf69,80,0.62610,50,-0.3245,47,-0.4616,59,-0.0840,62,-0.0021,61,-0.0321,36,-0.8546
ENSG00000196141,SPATS2L,196,0.73889,83,-0.8677,171,0.28703,135,-0.1139,72,-1.0807,87,-0.7982,100,-0.5850
ENSG00000082153,BZW1,128,0.21681,120,0.03803,129,0.17483,102,-0.2066,107,-0.1402,107,-0.1353,78,-0.6251
ENSG00000013441,CLK1,36,-0.1681,29,-0.4192,31,-0.3700,96,1.55041,36,-0.0962,40,0.05436,17,-1.2471
ENSG00000240344,PPIL3,14,0.01310,29,1.24290,9,-0.6199,6,-1.1079,19,0.53732,13,-0.1139,9,-0.6251
ENSG00000196290,NIF3L1,27,0.92881,14,-0.4256,26,0.64355,5,-1.7999,16,-0.2571,2,-3.1984,7,-1.4179
ENSG00000115942,ORC2,16,-0.1882,8,-1.1462,27,0.76901,40,1.34646,2,-3.0392,15,-0.1934,10,-0.8397
ENSG00000155744,FAM126B,88,0.25991,58,-0.4799,108,0.56134,60,-0.4264,66,-0.2834,69,-0.2116,48,-0.7746
ENSG00000119013,NDUFB3,110,0.81548,51,-0.6753,46,-0.9043,62,-0.3927,129,0.78466,49,-0.7570,52,-0.6493
ENSG00000003402,CFLAR,26,-0.9168,3,-3.7347,17,-1.4212,174,2.60132,37,-0.1778,57,0.49968,46,0.16516
ENSG00000115993,TRAK2,58,0.17089,51,-0.0945,67,0.39797,39,-0.4809,40,-0.4608,43,-0.3618,53,-0.0227
ENSG00000155755,TMEM237,49,0.56003,24,-0.7362,45,0.25439,35,-0.1735,21,-0.9713,38,-0.0345,25,-0.7085
ENSG00000003393,ALS2,36,0.28916,29,-0.1251,55,1.05132,16,-0.9984,13,-1.2922,20,-0.6646,15,-1.1439
ENSG00000116030,SUMO1,162,0.77173,116,-0.0429,119,0.00343,69,-0.8337,117,-0.0205,57,-1.1184,63,-0.9683
ENSG00000055044,NOP58,104,0.08102,86,-0.2489,146,0.69043,127,0.37362,45,-1.2380,86,-0.2373,53,-0.9838
ENSG00000204217,BMPR2,264,0.72032,132,-0.6370,242,0.36367,138,-0.5647,151,-0.4286,128,-0.6842,90,-1.2172
ENSG00000138439,FAM117B,21,0.25922,25,0.45694,25,0.50738,2,-3.2904,18,-0.0687,19,0.00174,9,-1.0878
ENSG00000163596,ICA1L,84,0.45763,48,-0.5777,88,0.42443,57,-0.3003,43,-0.7287,72,0.05494,32,-1.2014
ENSG00000138442,WDR12,37,0.17053,24,-0.5891,63,1.13295,19,-0.9122,19,-0.8879,21,-0.7617,23,-0.6176
ENSG00000138380,CARF,19,0.45432,6,-1.4602,20,0.40045,23,0.62464,9,-0.7861,14,-0.1965,5,-1.6756
ENSG00000144426,NBEAL1,10,-1.2621,8,-1.3512,15,-0.4062,92,2.92789,7,-1.4314,17,-0.1407,16,-0.2978
ENSG00000138443,ABI2,400,0.62721,277,-0.1763,297,-0.0743,233,-0.4428,244,-0.3777,220,-0.5358,242,-0.3861
ENSG00000173166,RAPH1,55,0.70413,24,-0.8343,60,0.66930,18,-1.2500,26,-0.7127,21,-1.0200,27,-0.6785
ENSG00000116117,PARD3B,11,-0.6910,0,-4.6651,3,-2.4832,57,2.34719,14,-0.1043,22,0.58980,24,0.74190
ENSG00000114933,INO80D,20,-0.0193,25,0.31475,28,0.55952,22,0.10311,6,-1.7682,20,-0.0485,15,-0.4443
ENSG00000023228,NDUFS1,248,0.37391,158,-0.4565,248,0.28009,177,-0.2819,158,-0.4589,185,-0.2155,165,-0.3873
ENSG00000114942,EEF1B2,299,0.27919,184,-0.5725,195,-0.5333,231,-0.2238,378,0.56989,215,-0.3302,329,0.34346
ENSG00000204186,ZDBF2,88,0.07555,57,-0.6103,149,1.07019,56,-0.6301,27,-1.7443,87,0.04258,57,-0.6102
ENSG00000114948,ADAM23,101,0.30287,186,1.22490,125,0.62930,33,-1.4855,25,-1.9112,41,-1.1954,38,-1.2988
ENSG00000118246,FASTKD2,41,0.28618,27,-0.4407,52,0.63540,25,-0.5735,34,-0.1269,28,-0.3935,18,-1.0355
ENSG00000118263,KLF7,26,-0.9034,68,0.84900,54,0.52605,59,0.60947,26,-0.6863,50,0.34621,30,-0.4714
ENSG00000118260,CREB1,48,-0.0801,63,0.37514,57,0.23210,66,0.43307,29,-0.8266,53,0.09438,32,-0.6852
ENSG00000144401,METTL21A,12,-0.3190,10,-0.4683,14,-0.0466,22,0.71055,9,-0.7415,23,0.79707,15,0.09135
ENSG00000163249,CCNYL1,17,0.20700,21,0.47655,22,0.61538,20,0.34665,11,-0.5593,3,-2.2632,5,-1.7095
ENSG00000178385,PLEKHM3,56,0.37313,56,0.26362,58,0.35745,20,-1.3213,13,-1.9518,47,-0.0072,48,0.01412
ENSG00000188674,C2orf80,118,1.53080,37,-0.9497,66,-0.0630,8,-3.2013,55,-0.3551,13,-2.4794,39,-0.8753
ENSG00000138413,IDH1,17,-0.0472,14,-0.3571,13,-0.4784,32,0.99249,24,0.53091,20,0.24194,7,-1.4214
ENSG00000115020,PIKFYVE,35,-0.0559,35,-0.0537,45,0.40200,26,-0.5098,38,0.09228,48,0.45230,19,-0.9841
ENSG00000078018,MAP2,2512,0.15948,998,-1.3114,2582,0.17192,1367,-0.8373,1635,-0.5623,2535,0.12447,4042,0.89438
ENSG00000144406,UNC80,119,-0.4396,197,0.47303,215,0.70947,92,-0.7282,98,-0.6304,183,0.35867,135,-0.1266
ENSG00000197713,RPE,18,-0.0461,18,0.00021,18,-0.0125,12,-0.6254,30,0.80848,20,0.12753,13,-0.5510
ENSG00000115365,LANCL1,130,0.90408,92,0.01335,79,-0.2503,65,-0.5348,85,-0.1168,43,-1.1463,42,-1.1921
ENSG00000178568,ERBB4,73,-0.2626,14,-2.6427,119,0.68452,97,0.25855,121,0.62868,77,-0.0978,65,-0.3611
ENSG00000144451,SPAG16,42,-0.7010,26,-1.2174,60,0.03183,71,0.29455,66,0.19448,103,0.91212,93,0.74168
