Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000145087,STXBP5L,5,-4.2305,4,-4.3987,5,-4.2225,11,-3.0065,108,0.43709,33,-1.4665,200,1.45596,165,1.10581,215,1.59415
ENSG00000173230,GOLGB1,44,-4.2452,1527,1.15507,621,-0.3409,1031,0.47749,265,-1.7581,766,-0.0082,519,-0.6201,1725,1.37718,935,0.31565
ENSG00000114023,FAM162A,91,0.30197,23,-1.7837,55,-0.4839,106,0.55716,104,0.60352,78,0.05103,47,-0.7397,78,0.05537,68,-0.1725
ENSG00000114030,KPNA1,43,-1.1261,120,0.49146,58,-0.6618,160,0.98097,57,-0.7519,59,-0.6371,108,0.32632,93,0.08191,131,0.63925
ENSG00000173175,ADCY5,40,-0.5983,60,0.01659,130,1.33361,60,0.02423,59,0.00088,53,-0.1627,59,0.00728,31,-0.9775,39,-0.6521
ENSG00000206527,HACD2,107,0.10554,102,0.03802,172,0.89501,38,-1.4617,118,0.30157,36,-1.5737,65,-0.6691,121,0.31225,123,0.33243
ENSG00000065534,MYLK,279,1.38710,293,1.47771,112,-0.1604,143,0.22998,33,-2.1295,73,-0.8154,159,0.40869,79,-0.7065,33,-1.9978
ENSG00000160145,KALRN,32,-2.3535,31,-2.4160,59,-1.4728,222,0.61095,199,0.49056,103,-0.6247,187,0.32168,167,0.14129,332,1.31440
ENSG00000163848,ZNF148,24,-1.9816,125,0.55249,34,-1.4775,123,0.52806,60,-0.6790,65,-0.4969,151,0.87494,126,0.57125,122,0.51507
ENSG00000114520,SNX4,58,0.51321,54,0.38429,22,-1.0430,3,-3.9831,85,1.40055,8,-2.3902,43,0.01646,30,-0.5618,38,-0.1866
ENSG00000114544,SLC41A3,47,-0.0491,6,-2.9605,54,0.15300,32,-0.6431,101,1.47520,44,-0.1624,30,-0.7297,45,-0.1183,27,-0.8900
ENSG00000144908,ALDH1L1,259,0.70306,78,-1.2021,92,-0.9449,783,2.95045,66,-1.5434,167,-0.0208,58,-1.6352,67,-1.4324,54,-1.7313
ENSG00000114631,PODXL2,37,-1.5815,9,-3.6203,151,0.59487,98,-0.1143,170,0.93158,125,0.28482,82,-0.3782,100,-0.0684,107,0.02850
ENSG00000114626,ABTB1,0,-6.9919,11,-2.1019,100,1.26693,28,-0.7946,78,0.98204,48,0.03758,18,-1.4802,8,-2.6153,101,1.29020
ENSG00000074416,MGLL,141,-0.9654,32,-3.1542,194,-0.4735,583,1.36019,245,-0.1233,410,0.73406,372,0.57301,252,-0.0669,150,-0.8673
ENSG00000058262,SEC61A1,116,0.50775,33,-1.4345,119,0.55760,253,1.93110,73,-0.2598,58,-0.5869,29,-1.6541,21,-2.1129,72,-0.2552
ENSG00000163902,RPN1,94,-0.1465,118,0.20336,265,1.62551,146,0.55600,97,-0.1211,35,-1.6338,81,-0.3877,52,-1.0772,51,-1.0820
ENSG00000075785,RAB7A,208,0.31274,186,0.13135,120,-0.5623,262,0.69667,250,0.71640,71,-1.3594,151,-0.2001,107,-0.7395,110,-0.6910
ENSG00000240682,ISY1,93,0.89048,23,-1.2978,23,-1.2848,49,-0.1677,40,-0.5326,54,-0.0187,23,-1.3416,128,1.45718,71,0.43229
ENSG00000169714,CNBP,350,0.51182,252,-0.0238,312,0.32031,408,0.76964,289,0.21936,155,-0.7851,223,-0.2214,123,-1.1396,160,-0.7345
ENSG00000181789,COPG1,4,-3.7961,30,-1.0906,126,1.23024,46,-0.4207,98,0.93795,20,-1.7064,70,0.24403,12,-2.4687,101,0.84447
ENSG00000183624,HMCES,66,0.87660,8,-2.3551,50,0.39994,19,-1.1133,67,1.06479,31,-0.3407,36,-0.1362,12,-1.7663,33,-0.2563
ENSG00000184897,H1FX,445,0.62691,92,-1.8186,554,1.00376,426,0.55143,410,0.56369,226,-0.4671,148,-1.1114,121,-1.4215,206,-0.6109
ENSG00000129071,MBD4,53,0.03211,85,0.81650,76,0.62254,30,-0.8723,37,-0.5737,32,-0.7388,66,0.39204,40,-0.4128,63,0.30241
ENSG00000004399,PLXND1,78,1.22744,30,-0.3483,25,-0.6291,44,0.26346,33,-0.2418,44,0.25425,1,-4.7850,30,-0.3689,58,0.71006
ENSG00000172765,TMCC1,77,0.93279,54,0.34205,1,-4.8131,22,-1.0512,52,0.31521,29,-0.6294,65,0.65631,59,0.49498,25,-0.8501
ENSG00000017260,ATP2C1,20,-1.7899,58,-0.1807,111,0.89776,31,-1.1423,104,0.92907,23,-1.5591,50,-0.3973,35,-0.9457,110,0.87191
ENSG00000198585,NUDT16,58,-0.8181,135,0.51616,58,-0.8119,94,-0.0735,132,0.55559,68,-0.5867,168,0.89108,57,-0.8393,80,-0.3215
ENSG00000196353,CPNE4,1,-4.8771,2,-4.3555,0,-6.6385,6,-2.9714,171,3.33100,11,-2.1628,33,-0.5813,5,-3.3403,74,0.73417
ENSG00000113971,NPHP3,80,1.04132,98,1.39954,100,1.44423,14,-1.6375,11,-2.1107,45,0.08670,7,-2.7049,31,-0.5146,30,-0.5313
ENSG00000091527,CDV3,79,-1.3520,309,0.80549,101,-0.9838,63,-1.6861,177,-0.1292,188,-0.0148,284,0.65905,371,1.12408,152,-0.3586
ENSG00000091513,TF,2377,2.64203,1254,1.31030,1676,1.86981,50,-3.6767,163,-2.0635,47,-3.7575,38,-4.0492,9,-6.0387,23,-4.7587
ENSG00000154917,RAB6B,85,-2.2052,27,-3.8513,57,-2.7860,291,-0.3498,915,2.02534,176,-1.1182,438,0.30701,219,-0.7865,502,0.53103
ENSG00000114019,AMOTL2,96,0.43707,119,0.79854,214,1.88393,40,-0.9201,46,-0.8077,38,-1.0006,27,-1.5129,92,0.36487,15,-2.3891
ENSG00000129055,ANAPC13,99,0.88249,40,-0.5537,42,-0.4807,55,-0.0744,96,0.99492,17,-1.8497,78,0.48773,26,-1.2383,28,-1.1342
ENSG00000182923,CEP63,26,-1.0459,80,0.74006,12,-2.2161,80,0.74004,37,-0.5468,50,-0.0375,79,0.71499,53,0.06039,56,0.16289
ENSG00000114098,ARMC8,0,-7.0073,33,-0.5780,52,0.14818,40,-0.2847,85,1.14928,41,-0.2429,38,-0.3602,22,-1.1469,79,0.84791
ENSG00000158186,MRAS,55,-0.9973,31,-1.8688,37,-1.5958,143,0.49894,114,0.14401,156,0.63988,191,0.98528,127,0.30216,86,-0.3195
ENSG00000051382,PIK3CB,1,-5.4555,37,-0.9617,34,-1.0947,62,-0.1809,135,1.34946,32,-1.1770,51,-0.4736,33,-1.1308,171,1.55738
ENSG00000158258,CLSTN2,0,-7.5137,7,-3.2655,86,0.38657,18,-2.0089,190,2.34496,12,-2.5517,84,0.34654,6,-3.6209,84,0.34188
ENSG00000114120,SLC25A36,128,-0.2542,174,0.24088,169,0.18667,168,0.18483,137,-0.1687,88,-0.8389,117,-0.3919,216,0.59531,168,0.18415
ENSG00000177311,ZBTB38,0,-8.0887,295,1.40662,191,0.64120,204,0.74830,70,-1.0330,49,-1.4804,163,0.37105,133,0.03894,119,-0.1365
ENSG00000114125,RNF7,88,1.00698,27,-0.9065,42,-0.2181,50,0.05749,67,0.64868,34,-0.5300,60,0.35786,9,-2.4748,35,-0.4880
ENSG00000069849,ATP1B3,141,0.58002,47,-1.1325,29,-1.8616,149,0.67545,170,1.07243,40,-1.3892,79,-0.3538,41,-1.3561,121,0.32375
ENSG00000114126,TFDP2,112,0.39548,56,-0.7172,34,-1.4553,70,-0.3706,50,-0.9712,134,0.68783,95,0.11601,139,0.75309,142,0.78821
ENSG00000114127,XRN1,88,0.04880,158,1.03467,55,-0.6840,45,-0.9856,41,-1.2301,63,-0.4631,73,-0.2317,162,1.08514,124,0.61682
ENSG00000163714,U2SURP,94,-1.5778,619,1.47321,228,-0.2200,330,0.37099,93,-1.7110,220,-0.2777,298,0.20799,354,0.48963,294,0.18331
ENSG00000071794,HLTF,101,1.05774,43,-0.3233,20,-1.4563,15,-1.9504,44,-0.3351,33,-0.7301,78,0.62875,100,1.04513,55,0.03846
ENSG00000082996,RNF13,226,0.93525,249,1.10354,410,2.06526,70,-0.9462,68,-1.0693,51,-1.4314,60,-1.1854,25,-2.4754,61,-1.1429
ENSG00000070087,PFN2,85,-0.9034,51,-1.6554,135,-0.1845,144,-0.0911,251,0.98021,67,-1.2601,253,0.84357,65,-1.3111,217,0.58210
ENSG00000196428,TSC22D2,48,-0.7215,65,-0.2662,95,0.34772,48,-0.7323,107,0.63369,28,-1.5555,72,-0.0930,130,0.87441,66,-0.2350
ENSG00000120742,SERP1,108,0.33347,49,-0.9027,61,-0.5654,219,1.58531,108,0.39686,87,0.00061,40,-1.1943,54,-0.7425,39,-1.2393
ENSG00000144895,EIF2A,6,-3.1082,59,0.34809,74,0.73890,48,0.01469,25,-1.0746,60,0.39056,75,0.74615,55,0.22343,48,0.01378
ENSG00000198843,SELENOT,178,0.60190,104,-0.2783,118,-0.0742,174,0.55540,183,0.75008,71,-0.8564,94,-0.4254,47,-1.4729,83,-0.6247
ENSG00000181788,SIAH2,57,0.65120,13,-1.5900,9,-2.1830,33,-0.2330,80,1.47802,34,-0.1970,5,-2.9363,5,-2.9316,69,0.96300
ENSG00000144893,MED12L,0,-7.0427,12,-2.1016,12,-2.1050,143,1.89607,26,-1.0652,50,0.05744,54,0.16609,95,1.11828,69,0.55861
ENSG00000152601,MBNL1,55,-0.6627,91,0.13166,27,-1.7341,101,0.30484,114,0.57778,64,-0.4131,58,-0.5851,72,-0.2408,142,0.87446
ENSG00000114790,ARHGEF26,13,-2.9490,69,-0.4862,8,-3.5682,490,3.28419,28,-1.9759,135,0.58873,36,-1.4797,98,0.07219,35,-1.5153
ENSG00000174953,DHX36,42,-2.4067,356,0.88784,310,0.64911,299,0.59066,86,-1.4616,147,-0.5455,216,0.05606,242,0.24251,300,0.59272
ENSG00000163655,GMPS,52,-0.1025,41,-0.4782,112,1.19667,8,-2.8690,46,-0.3018,52,-0.0818,92,0.85261,53,-0.0576,48,-0.2179
ENSG00000114850,SSR3,90,-0.0797,84,-0.1857,70,-0.4797,224,1.47678,75,-0.4153,93,-0.0221,86,-0.1471,89,-0.1004,61,-0.6938
ENSG00000163660,CCNL1,47,-1.5323,517,2.60502,160,0.36243,166,0.42001,21,-2.8465,123,-0.0614,37,-1.8639,84,-0.6598,102,-0.3514
ENSG00000174891,RSRC1,80,-0.7544,200,0.71838,88,-0.5935,138,0.11197,64,-1.1836,152,0.26669,151,0.25082,195,0.67638,159,0.33906
ENSG00000186432,KPNA4,48,-0.7796,43,-0.9744,65,-0.3330,86,0.12285,84,0.09650,97,0.31630,104,0.42145,88,0.14609,100,0.36553
ENSG00000163590,PPM1L,53,-0.9327,38,-1.4378,36,-1.4984,33,-1.6129,148,0.81559,46,-1.1498,173,0.97126,106,0.14393,185,1.08963
ENSG00000244128,LINC01322,50,-0.9874,18,-2.4481,132,0.54740,11,-3.1656,45,-1.2401,405,2.74863,88,-0.1100,121,0.40533,28,-1.8345
ENSG00000163536,SERPINI1,223,-0.2700,52,-2.4672,105,-1.4201,113,-1.3198,659,1.98409,58,-2.3020,333,0.37123,74,-1.9521,372,0.55827
ENSG00000173905,GOLIM4,55,-1.9114,258,0.48118,41,-2.3366,619,2.09403,64,-1.8002,185,-0.0641,295,0.70398,269,0.54893,72,-1.5063
ENSG00000008952,SEC62,1131,0.00138,1921,0.88272,1041,-0.1310,931,-0.3065,787,-0.6272,1071,-0.0858,1484,0.44479,1241,0.15150,904,-0.3532
ENSG00000136603,SKIL,39,-0.6174,45,-0.3978,73,0.37752,99,0.87783,39,-0.6914,69,0.27337,43,-0.4651,61,0.08825,73,0.38115
ENSG00000013297,CLDN11,836,2.32080,653,1.79872,723,2.00690,41,-2.6376,34,-3.0324,5,-5.6282,3,-6.0860,0,-9.9631,10,-4.6680
ENSG00000154310,TNIK,14,-4.1256,148,-0.6900,165,-0.5125,685,1.93777,74,-1.8473,320,0.54701,210,-0.1427,424,1.02859,178,-0.4024
ENSG00000144959,NCEH1,3,-4.3374,2,-5.1154,45,-0.7195,32,-1.2403,136,1.31061,30,-1.2987,89,0.36797,114,0.77211,123,0.90611
ENSG00000169760,NLGN1,18,-1.1468,41,0.09872,40,0.03524,18,-1.1297,39,0.01447,20,-1.0336,67,0.90091,27,-0.5439,78,1.16646
ENSG00000177565,TBL1XR1,34,-1.9709,83,-0.6220,58,-1.1560,104,-0.2721,162,0.51081,118,-0.0655,216,0.92803,139,0.18792,158,0.39985
ENSG00000172667,ZMAT3,87,-1.0855,77,-1.2764,141,-0.3475,224,0.39551,251,0.67331,146,-0.2970,176,0.00220,200,0.20714,205,0.25064
ENSG00000121879,PIK3CA,0,-7.2400,27,-1.1075,87,0.72251,52,-0.1286,47,-0.2915,34,-0.7512,122,1.31932,55,-0.0138,87,0.72633
ENSG00000121864,ZNF639,66,0.26155,33,-0.8330,123,1.32175,84,0.64399,45,-0.3832,38,-0.6216,49,-0.2211,17,-1.7996,63,0.18707
ENSG00000136521,NDUFB5,90,0.29379,29,-1.4366,85,0.19367,93,0.35046,103,0.58735,71,-0.0831,80,0.10024,27,-1.5729,70,-0.1084
ENSG00000114757,PEX5L,267,0.26835,194,-0.2483,186,-0.3122,82,-1.5558,341,0.78225,34,-2.8622,295,0.42894,218,-0.0630,308,0.50119
ENSG00000163728,TTC14,4,-4.3326,147,0.95418,91,0.16267,97,0.26835,22,-2.0937,59,-0.5310,47,-0.8814,216,1.66698,119,0.60194
ENSG00000114416,FXR1,124,-0.2321,228,0.76114,142,-0.0160,232,0.78739,85,-0.8874,85,-0.8230,205,0.58291,145,0.00932,106,-0.4801
ENSG00000242808,SOX2-OT,2197,2.00922,1904,1.71882,1804,1.61448,164,-2.2280,283,-1.5264,135,-2.5126,190,-2.0142,81,-3.2635,63,-3.6183
ENSG00000181449,SOX2,261,-0.6931,1035,1.62314,455,0.18408,938,1.43722,84,-2.5187,370,-0.1442,356,-0.2086,375,-0.1255,97,-2.1747
ENSG00000043093,DCUN1D1,14,-2.1944,49,-0.3554,75,0.30721,98,0.76393,61,-0.0293,48,-0.4109,99,0.77839,99,0.76875,14,-2.1968
ENSG00000114796,KLHL24,69,-0.3353,141,0.82574,150,0.93098,141,0.82521,46,-1.0512,56,-0.6531,69,-0.3290,61,-0.5346,76,-0.1840
ENSG00000180834,MAP6D1,423,2.34724,114,-0.0328,235,1.17934,23,-2.4318,88,-0.4896,18,-2.8002,8,-3.8481,87,-0.4699,83,-0.5428
ENSG00000175193,PARL,110,1.15496,9,-2.6044,85,0.70465,57,0.06783,73,0.51654,30,-0.9417,38,-0.5649,29,-0.9677,46,-0.2703
ENSG00000114770,ABCC5,15,-2.2564,13,-2.5046,83,0.33091,18,-2.0028,100,0.75349,46,-0.6075,51,-0.4284,63,-0.1017,185,1.76347
ENSG00000161202,DVL3,15,-1.8520,25,-1.1669,76,0.60549,77,0.62130,74,0.63982,92,0.91560,32,-0.7870,16,-1.8138,46,-0.2095
ENSG00000161203,AP2M1,253,-0.2952,73,-2.1714,295,-0.0551,244,-0.3542,609,1.40588,143,-1.1781,364,0.28218,126,-1.3697,338,0.16514
ENSG00000163888,CAMK2N2,18,-1.6444,17,-1.6838,27,-1.0661,69,0.41807,83,0.84769,91,0.89492,87,0.80398,22,-1.3477,35,-0.6353
ENSG00000175166,PSMD2,78,-0.7255,84,-0.6199,52,-1.3409,142,0.20521,135,0.14293,175,0.55170,162,0.41710,168,0.47947,118,-0.0932
ENSG00000114867,EIF4G1,93,-0.6010,168,0.33530,19,-2.9087,220,0.79056,89,-0.7350,173,0.38759,116,-0.2510,246,0.98064,150,0.15793
ENSG00000175182,FAM131A,94,-0.7181,42,-1.9265,98,-0.6513,30,-2.4197,360,1.90530,55,-1.5100,55,-1.5218,73,-1.0939,318,1.29344
ENSG00000177383,MAGEF1,13,-1.8238,14,-1.6952,49,0.23050,71,0.82677,59,0.61194,23,-0.9560,69,0.77075,27,-0.7202,44,0.05159
ENSG00000187068,C3orf70,40,-0.0647,11,-1.9920,0,-6.4709,116,1.75917,44,0.08396,62,0.64025,55,0.42294,20,-1.1158,28,-0.6362
ENSG00000073803,MAP3K13,35,-1.4890,42,-1.2383,111,0.28370,78,-0.2789,72,-0.4519,129,0.53614,197,1.27088,131,0.55934,64,-0.5955
ENSG00000163904,SENP2,32,-1.2626,66,-0.1689,33,-1.2508,57,-0.4042,94,0.44818,54,-0.4870,84,0.20634,152,1.22333,71,-0.0598
ENSG00000136527,TRA2B,100,-0.7987,355,1.27202,187,0.17594,164,-0.0308,149,-0.2057,159,-0.0781,119,-0.5317,134,-0.3501,157,-0.1013
ENSG00000156976,EIF4A2,307,-0.2245,83,-2.2081,154,-1.2813,308,-0.2207,786,1.67768,114,-1.7337,389,0.15345,147,-1.3567,462,0.43561
ENSG00000113916,BCL6,48,-1.6589,356,1.56555,229,0.76923,443,1.99895,55,-1.5966,125,-0.2204,45,-1.7758,39,-1.9892,42,-1.8598
ENSG00000145012,LPP,16,-2.4383,87,0.11983,47,-0.8541,175,1.30694,30,-1.6247,184,1.40509,60,-0.4721,128,0.75450,52,-0.6936
ENSG00000152492,CCDC50,48,-0.5145,64,-0.0702,69,0.04148,68,0.01763,26,-1.5796,102,0.69636,102,0.69425,109,0.80615,56,-0.2848
ENSG00000114279,FGF12,24,-2.9175,14,-3.6997,2,-6.3457,54,-1.7708,242,0.65055,74,-1.3039,518,1.95877,284,0.83590,261,0.69090
ENSG00000198836,OPA1,107,-0.0333,71,-0.6761,37,-1.6539,75,-0.5842,171,0.85963,70,-0.6935,117,0.10451,114,0.06924,160,0.62705
ENSG00000114315,HES1,0,-6.0703,90,0.86956,12,-2.1688,254,3.03232,16,-1.9224,55,0.04837,51,-0.0473,30,-0.8868,5,-3.3728
ENSG00000114331,ACAP2,85,0.09693,98,0.32036,107,0.46446,110,0.51328,46,-0.9531,47,-0.8420,64,-0.3642,142,0.94657,59,-0.4843
ENSG00000184203,PPP1R2,91,0.71335,36,-0.7538,62,0.07810,16,-1.9283,63,0.12451,10,-2.5834,93,0.74776,56,-0.0667,98,0.83286
ENSG00000189058,APOD,2073,2.13415,1312,1.23687,1713,1.74247,193,-1.8157,280,-1.3622,167,-2.0304,117,-2.5568,87,-2.9786,97,-2.8223
ENSG00000061938,TNK2,86,-0.7921,23,-2.7560,155,0.13191,111,-0.3965,228,0.90348,296,1.22944,68,-1.1519,85,-0.8192,150,0.07786
ENSG00000072274,TFRC,174,0.77504,41,-1.5057,0,-7.8104,361,2.15431,121,0.19265,86,-0.3750,73,-0.6113,50,-1.2030,61,-0.9004
ENSG00000161217,PCYT1A,51,-0.3819,53,-0.3321,41,-0.7408,103,0.74629,49,-0.4993,75,0.22090,100,0.69452,83,0.38349,50,-0.4144
ENSG00000163960,UBXN7,115,0.07103,121,0.14299,81,-0.4826,137,0.34568,62,-0.9903,137,0.35142,122,0.16297,144,0.43564,123,0.17703
ENSG00000163961,RNF168,83,-0.4141,114,0.09300,153,0.58020,112,0.06087,37,-1.7585,128,0.28498,131,0.32768,135,0.37095,145,0.48656
ENSG00000174013,FBXO45,63,0.34438,55,0.13566,42,-0.2959,51,0.00345,41,-0.3723,28,-0.8883,92,0.99452,42,-0.2973,52,0.02723
ENSG00000163964,PIGX,164,1.01119,46,-1.0167,76,-0.2508,82,-0.1381,106,0.31121,74,-0.3001,70,-0.3859,76,-0.2560,94,0.07600
ENSG00000180370,PAK2,80,-0.7995,273,1.20499,151,0.19783,252,1.06225,76,-0.9636,96,-0.5197,150,0.18963,99,-0.4702,83,-0.7383
ENSG00000119231,SENP5,129,0.58814,54,-0.8051,34,-1.4810,21,-2.1804,83,-0.1483,84,-0.1071,110,0.32803,193,1.29403,109,0.30629
ENSG00000114503,NCBP2,61,0.24241,35,-0.6319,2,-4.5609,63,0.31105,51,-0.0259,51,-0.0452,47,-0.1723,82,0.73529,79,0.67757
ENSG00000075711,DLG1,196,0.49652,390,1.72825,155,0.10820,103,-0.5256,93,-0.7467,52,-1.5530,155,0.11344,79,-0.9275,127,-0.2008
ENSG00000145016,RUBCN,75,0.50374,29,-0.9679,134,1.53534,10,-2.4877,65,0.30567,26,-1.1341,37,-0.6207,51,-0.1077,56,0.03186
ENSG00000122068,FYTTD1,10,-2.4045,68,0.48063,51,0.01251,52,0.04740,54,0.10846,56,0.17766,56,0.17605,28,-0.9160,76,0.67142
ENSG00000186001,LRCH3,31,-0.7353,83,0.85880,103,1.24433,80,0.80745,37,-0.4965,39,-0.3638,33,-0.6224,20,-1.3493,29,-0.8142
ENSG00000182899,RPL35A,279,0.33811,177,-0.3881,152,-0.6218,199,-0.2019,299,0.51983,337,0.65281,300,0.46114,128,-0.8858,93,-1.3708
ENSG00000182903,ZNF721,80,0.24379,57,-0.3005,64,-0.1008,75,0.13407,38,-0.9962,28,-1.3468,92,0.47075,80,0.24650,135,1.12712
ENSG00000273238,TMEM271,0,-6.9602,9,-2.3954,113,1.53947,13,-1.8512,77,0.99512,56,0.32700,22,-1.1001,37,-0.3442,55,0.29200
ENSG00000169020,ATP5ME,815,1.24018,452,0.23226,438,0.18189,302,-0.4127,420,0.12734,365,-0.1126,357,-0.1485,173,-1.2623,174,-1.2505
ENSG00000185619,PCGF3,87,1.20290,23,-0.9257,17,-1.4193,33,-0.3973,71,0.98392,20,-1.1393,19,-1.2241,26,-0.7803,59,0.53101
ENSG00000168993,CPLX1,49,-1.8218,1,-6.5371,19,-3.2175,135,-0.2780,359,1.68660,265,0.82937,237,0.63917,41,-2.0635,142,-0.1965
ENSG00000178950,GAK,53,-0.5287,18,-2.1321,7,-3.4649,74,0.00536,139,1.26062,92,0.34890,31,-1.3269,39,-0.9809,148,1.16261
ENSG00000159692,CTBP1,130,-0.3321,47,-1.8566,212,0.45342,122,-0.4242,261,0.95168,157,-0.0329,112,-0.5563,141,-0.2022,158,-0.0260
ENSG00000163950,SLBP,77,0.25574,30,-1.2047,113,0.89066,18,-1.9887,96,0.72031,27,-1.3631,31,-1.1497,47,-0.5440,124,1.05170
ENSG00000068078,FGFR3,125,-1.4870,36,-3.3028,151,-1.2102,2209,4.18891,103,-1.9033,295,-0.1750,42,-3.0881,155,-1.1709,76,-2.2280
ENSG00000168924,LETM1,0,-7.4195,41,-0.6894,73,0.22621,88,0.54167,83,0.49965,82,0.41087,45,-0.5438,66,0.07594,73,0.22768
ENSG00000109685,NSD2,42,-1.4261,72,-0.6097,109,0.02599,23,-2.3287,107,0.00847,110,0.04856,124,0.23891,261,1.53296,113,0.09238
ENSG00000243449,C4orf48,581,1.12584,378,0.39076,593,1.16331,158,-0.9873,329,0.18588,204,-0.5922,173,-0.8454,79,-2.0237,150,-1.0640
ENSG00000185818,NAT8L,150,-1.4679,55,-2.9560,135,-1.6272,554,0.57581,659,1.03161,653,0.85728,268,-0.5866,358,-0.1370,405,0.06340
ENSG00000123933,MXD4,60,-0.7068,39,-1.3465,44,-1.1591,119,0.38778,89,-0.0906,198,1.25745,62,-0.6536,190,1.18250,49,-0.9981
ENSG00000063978,RNF4,6,-2.9733,51,0.17302,52,0.20365,87,1.07785,72,0.88261,29,-0.7085,22,-1.1128,28,-0.7503,37,-0.3282
ENSG00000125386,FAM193A,24,-1.3702,131,1.39078,76,0.44958,48,-0.2865,20,-1.6914,58,-0.0088,91,0.73975,77,0.46726,33,-0.8788
ENSG00000087266,SH3BP2,66,0.03163,36,-0.9276,143,1.33764,183,1.80873,32,-1.1862,80,0.34221,35,-0.9706,15,-2.2188,28,-1.2730
ENSG00000087274,ADD1,864,1.00629,983,1.23634,563,0.28140,398,-0.2747,398,-0.3071,236,-1.0807,285,-0.7926,362,-0.4233,247,-1.0132
ENSG00000087269,NOP14,3,-3.3983,61,0.78695,2,-3.9725,0,-7.4393,35,-0.1482,39,0.04604,26,-0.5865,119,2.04546,57,0.67547
ENSG00000197386,HTT,81,0.22259,25,-1.5665,55,-0.3829,55,-0.3892,68,-0.0586,62,-0.1915,80,0.22022,73,0.07108,134,1.08724
ENSG00000159788,RGS12,20,-1.7330,43,-0.6023,17,-1.9626,48,-0.4400,61,-0.0841,102,0.76908,11,-2.5969,204,2.05976,71,0.17395
ENSG00000163956,LRPAP1,82,0.10458,19,-2.0892,24,-1.7674,125,0.80277,123,0.91060,30,-1.4298,88,0.22388,53,-0.5686,100,0.42748
ENSG00000168824,NSG1,0,-6.9136,3,-3.7415,0,-6.5472,35,-0.3820,102,1.75486,19,-1.2667,72,0.77878,13,-1.8474,98,1.33781
ENSG00000072832,CRMP1,19,-2.7423,6,-4.2819,8,-3.9939,112,-0.0763,249,1.54285,102,-0.2266,74,-0.7272,142,0.29713,218,1.02626
ENSG00000152969,JAKMIP1,0,-5.9330,1,-5.3786,64,0.57497,7,-2.6903,100,1.65310,24,-0.9720,48,0.10590,27,-0.8153,80,0.94894
ENSG00000109501,WFS1,60,-1.3951,47,-1.7652,45,-1.8368,700,2.97865,124,-0.3247,123,-0.3063,57,-1.4895,116,-0.4073,99,-0.6404
ENSG00000074211,PPP2R2C,170,-0.3904,66,-1.8173,116,-0.9757,110,-1.0619,326,0.77027,209,-0.0710,298,0.50902,277,0.38411,283,0.42138
ENSG00000179010,MRFAP1,664,0.90569,353,-0.1412,503,0.43270,524,0.50179,383,-0.0092,278,-0.5116,417,0.12736,119,-1.7995,229,-0.8156
ENSG00000178988,MRFAP1L1,182,0.64239,94,-0.4270,135,0.14772,77,-0.7249,158,0.46439,59,-1.1293,157,0.39952,88,-0.5248,122,-0.0168
ENSG00000170871,KIAA0232,106,-0.9565,283,0.59636,139,-0.5423,228,0.23878,137,-0.6282,109,-0.9154,333,0.87034,247,0.36499,249,0.38022
ENSG00000132405,TBC1D14,64,0.48863,16,-1.6102,12,-2.0520,42,-0.1783,53,0.22008,53,0.18173,80,0.86733,50,0.07531,49,0.05869
ENSG00000173011,TADA2B,12,-2.1495,24,-1.1037,115,1.43798,39,-0.3803,50,0.01267,27,-0.9181,59,0.28117,63,0.40152,55,0.18997
ENSG00000071127,WDR1,96,0.82165,30,-0.9989,93,0.76704,137,1.45454,51,-0.2467,49,-0.2606,39,-0.6104,4,-3.8779,33,-0.8921
ENSG00000038219,BOD1L1,120,-2.5315,1075,0.86510,958,0.66865,444,-0.5720,204,-1.8690,663,0.06204,597,-0.1065,972,0.69286,1145,0.97615
ENSG00000137449,CPEB2,26,-1.1569,81,0.64077,54,-0.0200,3,-3.9589,83,0.79884,31,-0.8697,95,0.91424,16,-1.8359,74,0.49368
ENSG00000118564,FBXL5,278,1.26710,106,-0.3448,160,0.32139,192,0.61826,137,0.07146,77,-0.8412,81,-0.7477,37,-1.9182,110,-0.2793
ENSG00000237765,FAM200B,56,-0.1036,112,1.04498,53,-0.2021,62,0.06632,75,0.42551,43,-0.5338,39,-0.6666,46,-0.4170,37,-0.7342
ENSG00000169762,TAPT1,31,-0.8815,65,0.25219,65,0.27284,95,0.90196,51,-0.1403,39,-0.5574,47,-0.2511,39,-0.5351,69,0.35301
ENSG00000169744,LDB2,16,-2.0494,14,-2.3178,0,-6.5262,3,-4.2257,121,1.27426,42,-0.6645,126,1.13576,78,0.32845,118,1.02056
ENSG00000151552,QDPR,2635,2.50876,861,0.38464,1673,1.55414,284,-1.3476,373,-1.0211,179,-2.0366,247,-1.5601,79,-3.2403,95,-2.9572
