Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000071794,HLTF,72,0.41617,46,-0.3352,89,0.72726,54,-0.0820,35,-0.8178,56,-0.0390
ENSG00000114744,COMMD2,33,0.77453,22,0.01647,16,-0.4278,22,0.04774,12,-1.0166,22,0.06892
ENSG00000082996,RNF13,207,2.07374,38,-1.1437,47,-0.8411,74,-0.1238,36,-1.3273,53,-0.7974
ENSG00000070087,PFN2,121,-2.1657,276,-0.7985,252,-0.9392,322,-0.5629,737,0.91130,680,0.88993
ENSG00000196428,TSC22D2,21,-1.3949,40,-0.3535,33,-0.6418,94,1.04854,53,0.09848,62,0.44644
ENSG00000120742,SERP1,58,-0.1938,122,1.05915,23,-1.5679,49,-0.4275,66,0.03759,68,0.10837
ENSG00000144895,EIF2A,61,-0.3519,55,-0.4713,116,0.71947,78,0.07460,62,-0.3266,84,0.24215
ENSG00000198843,SELENOT,72,-0.6910,92,-0.2521,62,-0.8504,96,-0.1754,89,-0.3240,167,1.02876
ENSG00000181788,SIAH2,3,-2.6148,13,-0.6624,8,-1.2694,41,1.22529,14,-0.5324,33,1.20823
ENSG00000144893,MED12L,16,-0.9288,30,0.12704,50,0.99960,61,1.33579,8,-2.0248,29,0.11521
ENSG00000152601,MBNL1,99,0.29137,61,-0.5042,93,0.15683,70,-0.3052,75,-0.2007,91,0.14617
ENSG00000181467,RAP2B,9,-1.5280,38,0.82260,38,0.81324,32,0.52860,19,-0.3311,22,-0.0783
ENSG00000174953,DHX36,222,0.22675,128,-0.6654,301,0.70392,245,0.36067,140,-0.5878,188,-0.0871
ENSG00000169359,SLC33A1,24,0.24808,19,-0.1394,31,0.58678,15,-0.5319,17,-0.3849,22,0.02991
ENSG00000163655,GMPS,23,-1.3444,40,-0.3785,96,1.04383,44,-0.2301,67,0.48849,51,-0.0064
ENSG00000169282,KCNAB1,14,-1.9629,19,-1.3949,29,-0.7266,40,-0.2734,89,1.27934,59,0.48198
ENSG00000114850,SSR3,51,-0.1876,63,0.18311,52,-0.1254,37,-0.6604,57,0.04013,65,0.29990
ENSG00000163660,CCNL1,140,1.97406,21,-1.5153,47,-0.2817,135,1.50177,5,-3.5842,23,-1.6038
ENSG00000174891,RSRC1,207,0.75626,110,-0.3646,231,0.83546,89,-0.6975,102,-0.5394,115,-0.3833
ENSG00000168827,GFM1,27,-0.3544,25,-0.4343,25,-0.4574,25,-0.4426,48,0.67310,36,0.16802
ENSG00000180044,C3orf80,1,-5.0373,9,-2.4708,24,-1.1025,109,1.35835,52,0.10698,80,1.16323
ENSG00000068885,IFT80,53,0.38395,17,-1.3596,45,0.07626,76,0.95224,35,-0.3373,38,-0.2454
ENSG00000113810,SMC4,80,1.64656,24,-0.6451,46,0.39785,40,0.17892,16,-1.3650,20,-1.0990
ENSG00000186432,KPNA4,65,-0.5961,81,-0.1866,104,0.21567,108,0.27660,86,-0.0941,105,0.30692
ENSG00000163590,PPM1L,36,-1.6443,79,-0.3212,195,1.17279,153,0.74756,64,-0.7101,115,0.35575
ENSG00000169255,B3GALNT1,8,-2.5428,26,-0.7705,46,0.14983,85,1.16944,27,-0.7730,65,0.99339
ENSG00000169251,NMD3,23,-0.0251,19,-0.3180,20,-0.2343,41,0.96729,18,-0.4034,23,-0.0192
ENSG00000244128,LINC01322,29,-0.1165,55,0.96280,42,0.51221,41,0.44924,44,0.66894,8,-2.2689
ENSG00000114209,PDCD10,53,0.12597,38,-0.4206,50,0.02309,54,0.15204,46,-0.1395,51,0.08625
ENSG00000163536,SERPINI1,100,-2.5854,173,-1.6326,383,-0.4283,305,-0.7810,570,0.23426,939,1.57715
ENSG00000173905,GOLIM4,391,2.12479,275,1.01733,179,0.28815,99,-0.6451,40,-2.1367,27,-2.8753
ENSG00000008952,SEC62,1546,0.94440,861,-0.1588,1456,0.70039,783,-0.3095,690,-0.5590,648,-0.7385
ENSG00000173889,PHC3,32,0.54120,18,-0.4108,27,0.17003,47,1.13345,8,-1.7885,22,-0.1292
ENSG00000163558,PRKCI,22,-1.6548,38,-0.7305,85,0.56410,105,0.92476,53,-0.2384,75,0.47645
ENSG00000136603,SKIL,54,0.07770,44,-0.2697,133,1.62618,55,0.09878,28,-1.0059,40,-0.4850
ENSG00000013297,CLDN11,377,5.47536,11,-2.9536,5,-3.9663,12,-2.7933,8,-3.5929,6,-4.0498
ENSG00000013293,SLC7A14,47,-0.8904,62,-0.3811,145,1.00533,133,0.85057,48,-0.8569,88,0.21364
ENSG00000163577,EIF5A2,5,-2.3660,21,-0.0238,8,-1.5294,22,0.02275,29,0.59281,32,0.89159
ENSG00000154310,TNIK,125,0.43120,142,0.58635,224,1.38770,88,-0.1936,40,-1.5024,69,-0.6887
ENSG00000144959,NCEH1,6,-4.0211,37,-1.1886,53,-0.6617,112,0.53829,98,0.35186,133,1.17570
ENSG00000169760,NLGN1,15,-1.3224,40,0.23356,54,0.75477,41,0.29521,34,-0.0393,37,0.13520
ENSG00000177565,TBL1XR1,122,0.16055,63,-0.8817,140,0.36512,103,-0.1309,106,-0.0827,118,0.11120
ENSG00000172667,ZMAT3,68,-1.1742,147,0.10836,181,0.45480,111,-0.3297,146,0.11764,168,0.43315
ENSG00000121879,PIK3CA,22,-1.1699,29,-0.6735,49,0.15328,59,0.45172,54,0.34722,52,0.33999
ENSG00000121864,ZNF639,26,-0.0298,23,-0.2186,49,1.00094,16,-0.7924,25,-0.0821,25,-0.1196
ENSG00000171109,MFN1,20,-0.3529,20,-0.3206,14,-0.8365,48,1.09807,19,-0.4727,29,0.33708
ENSG00000114450,GNB4,45,0.78761,24,-0.3455,68,1.40433,33,0.16238,5,-2.8332,24,-0.3905
ENSG00000136522,MRPL47,23,-0.9944,25,-0.8038,15,-1.5224,32,-0.4369,53,0.43511,65,1.00828
ENSG00000136521,NDUFB5,32,-2.3107,145,0.09748,80,-0.8335,94,-0.5794,201,0.73887,193,0.77733
ENSG00000058056,USP13,23,0.22252,23,0.17319,30,0.62834,13,-0.7094,10,-1.1901,24,0.35390
ENSG00000114757,PEX5L,276,0.50578,78,-1.5301,267,0.38591,262,0.35207,150,-0.5858,216,0.04919
ENSG00000163728,TTC14,177,0.88285,45,-1.4079,93,-0.2892,443,2.55138,29,-2.1951,43,-1.7254
ENSG00000114416,FXR1,265,0.85554,133,-0.3880,191,0.18619,199,0.25797,110,-0.7493,142,-0.3525
ENSG00000205981,DNAJC19,32,-1.3347,61,-0.2409,41,-0.8400,48,-0.6143,103,0.70653,97,0.68543
ENSG00000242808,SOX2-OT,1454,4.56739,113,-1.6832,93,-1.9767,78,-2.2381,35,-3.5702,45,-3.3686
ENSG00000181449,SOX2,359,2.47263,262,1.27887,105,-0.2583,60,-1.1189,22,-2.7540,15,-3.4769
ENSG00000043093,DCUN1D1,48,0.18473,57,0.46885,35,-0.3342,29,-0.6021,23,-1.0500,56,0.56803
ENSG00000078070,MCCC1,22,-0.0255,9,-1.3594,19,-0.2601,28,0.34379,22,-0.0394,27,0.37454
ENSG00000053524,MCF2L2,27,-0.1283,60,1.23020,44,0.67737,47,0.77898,34,0.27170,6,-2.6422
ENSG00000114796,KLHL24,85,1.74407,19,-1.0061,37,-0.0243,48,0.41428,15,-1.4639,22,-0.9530
ENSG00000163872,YEATS2,32,-0.3286,38,-0.0331,39,0.02937,69,0.96230,30,-0.4341,39,0.00055
ENSG00000180834,MAP6D1,130,2.14674,29,-0.8369,37,-0.4560,23,-1.1805,17,-1.7400,37,-0.5639
ENSG00000175193,PARL,28,-0.1735,26,-0.2458,29,-0.1065,23,-0.4552,37,0.35155,33,0.15162
ENSG00000114770,ABCC5,14,-2.0989,37,-0.5412,40,-0.4134,128,1.52269,48,-0.1482,65,0.45988
ENSG00000145191,EIF2B5,28,-0.6725,35,-0.2754,42,0.00403,47,0.15614,43,0.03883,52,0.42710
ENSG00000161202,DVL3,28,-0.4997,77,1.22783,45,0.29311,23,-0.7224,33,-0.1974,35,-0.1305
ENSG00000161203,AP2M1,163,-2.2603,304,-1.2009,377,-0.8750,557,-0.2702,887,0.55448,1089,1.18930
ENSG00000161204,ABCF3,10,-1.7577,15,-0.9661,23,-0.3799,37,0.39465,18,-0.7916,53,1.48301
ENSG00000163888,CAMK2N2,13,-2.3499,100,0.90560,63,0.14115,42,-0.4878,113,1.35408,40,-0.7022
ENSG00000175166,PSMD2,73,-1.4126,156,-0.1321,152,-0.1728,166,-0.0379,202,0.31970,225,0.61880
ENSG00000114867,EIF4G1,156,0.27780,116,-0.2214,176,0.44642,147,0.15165,107,-0.3926,124,-0.1468
ENSG00000175182,FAM131A,27,-2.4603,98,-0.4016,147,0.24646,168,0.46915,101,-0.3916,197,1.04403
ENSG00000163882,POLR2H,17,-1.1931,41,0.25356,35,-0.0081,42,0.28864,30,-0.2756,46,0.60317
ENSG00000090539,CHRD,3,-2.8869,14,-0.5917,27,0.38428,46,1.29063,19,-0.1994,27,0.51285
ENSG00000177383,MAGEF1,26,-1.4826,64,0.00643,99,0.72916,46,-0.4979,66,0.05340,82,0.53459
ENSG00000156931,VPS8,21,-0.9161,18,-1.0819,6,-2.7148,71,1.13699,39,0.16404,48,0.64534
ENSG00000073803,MAP3K13,65,-0.2570,96,0.37666,86,0.21502,78,0.04352,101,0.54412,55,-0.6307
ENSG00000163904,SENP2,59,-0.1566,50,-0.3870,95,0.63862,61,-0.0976,51,-0.4028,73,0.25211
ENSG00000136527,TRA2B,78,0.19534,60,-0.2465,72,0.05401,115,0.82662,69,-0.0216,53,-0.5521
ENSG00000244405,ETV5,16,-1.4411,22,-0.8914,58,0.60837,50,0.38122,31,-0.4224,57,0.81986
ENSG00000058866,DGKG,18,-0.7122,36,0.42284,83,1.90708,52,1.04341,3,-3.4308,22,-0.4817
ENSG00000090520,DNAJB11,23,-0.2710,30,0.22160,6,-2.2742,25,-0.0553,18,-0.6688,41,0.98375
ENSG00000156976,EIF4A2,197,-2.0761,459,-0.6733,578,-0.3125,710,0.01248,969,0.60287,988,0.76145
ENSG00000073849,ST6GAL1,30,0.35320,24,-0.0681,11,-1.2159,28,0.17236,14,-0.9852,33,0.59564
ENSG00000157005,SST,336,2.11164,118,-0.1416,18,-2.9712,47,-1.5547,89,-0.6509,87,-0.7650
ENSG00000145012,LPP,54,1.08207,97,1.99366,34,0.15395,37,0.25563,7,-2.4163,7,-2.3963
ENSG00000152492,CCDC50,67,1.53944,43,0.48979,40,0.39086,22,-0.5852,16,-1.1469,15,-1.3187
ENSG00000114279,FGF12,96,-2.1047,268,-0.4276,731,1.24011,270,-0.4192,390,0.19048,424,0.40601
ENSG00000198836,OPA1,68,-0.9589,78,-0.6648,88,-0.4954,167,0.54010,103,-0.2635,175,0.85125
ENSG00000041802,LSG1,43,0.20566,27,-0.5378,28,-0.5037,42,0.12790,22,-0.9557,53,0.69738
ENSG00000114331,ACAP2,115,1.48595,55,-0.0135,58,0.07234,81,0.61828,19,-1.7514,31,-1.0696
ENSG00000184203,PPP1R2,33,-1.2258,46,-0.6327,99,0.57781,49,-0.5517,72,0.06862,97,0.73380
ENSG00000189058,APOD,827,2.15612,557,0.95759,85,-1.9897,305,-0.0460,87,-2.0833,120,-1.7159
ENSG00000061938,TNK2,34,-1.2811,131,0.97183,64,-0.2046,69,-0.0884,103,0.65673,64,-0.2676
ENSG00000072274,TFRC,20,-1.3209,14,-1.7376,11,-2.0728,65,0.57782,47,0.04768,77,1.24239
ENSG00000161217,PCYT1A,53,0.88166,40,0.30564,45,0.47493,21,-0.6929,18,-1.0304,28,-0.3109
ENSG00000213123,TCTEX1D2,16,-2.0434,64,0.21155,56,0.02041,43,-0.4079,79,0.64728,69,0.44770
ENSG00000163960,UBXN7,105,1.40852,48,-0.1207,55,0.08973,51,-0.0384,21,-1.5288,39,-0.5596
ENSG00000163961,RNF168,106,0.81153,62,-0.1892,111,0.75916,72,0.05336,46,-0.7009,49,-0.6779
ENSG00000174013,FBXO45,38,-0.3888,48,0.00673,74,0.71518,24,-1.0803,58,0.34650,47,-0.0424
ENSG00000163964,PIGX,62,-0.7548,78,-0.3332,183,1.06016,89,-0.1343,109,0.21424,92,-0.1040
ENSG00000180370,PAK2,207,1.88993,68,-0.3677,86,0.00164,76,-0.1889,41,-1.2217,44,-1.2347
ENSG00000119231,SENP5,53,-0.0784,29,-1.0022,69,0.37630,81,0.63952,57,0.05743,51,-0.1692
ENSG00000114503,NCBP2,51,-0.0951,62,0.22347,53,-0.0190,46,-0.2340,43,-0.3862,63,0.32810
ENSG00000270170,NCBP2AS2,15,-1.8739,44,-0.1153,27,-0.8434,33,-0.5555,78,0.96551,61,0.55568
ENSG00000075711,DLG1,327,1.58832,98,-0.6918,177,0.24916,167,0.15366,100,-0.7236,75,-1.2987
ENSG00000161267,BDH1,6,-2.5703,35,0.09569,36,0.14982,41,0.35969,33,-0.0115,47,0.75808
ENSG00000145016,RUBCN,30,-0.4830,54,0.46160,26,-0.6989,63,0.72151,38,-0.0993,41,0.05083
ENSG00000122068,FYTTD1,47,-0.1845,39,-0.4301,76,0.61034,42,-0.3308,43,-0.3133,61,0.32806
ENSG00000186001,LRCH3,46,0.75499,24,-0.3653,26,-0.2804,103,2.15037,19,-0.8204,8,-2.1924
ENSG00000182899,RPL35A,664,0.12240,986,0.76373,380,-0.7671,393,-0.7160,987,0.89800,383,-0.9177
ENSG00000182903,ZNF721,40,-0.2654,28,-0.8031,83,0.95396,82,0.93612,39,-0.3232,39,-0.3704
ENSG00000273238,TMEM271,6,-3.5075,89,0.67778,53,-0.1508,42,-0.5051,80,0.58043,77,0.58852
ENSG00000169020,ATP5ME,764,0.13275,741,0.06938,429,-0.7902,372,-1.0054,1019,0.68705,664,-0.1354
ENSG00000185619,PCGF3,18,-1.1016,31,-0.1682,49,0.58276,40,0.22209,55,0.88285,27,-0.4986
ENSG00000168993,CPLX1,22,-3.4542,252,0.33138,55,-1.9905,133,-0.6829,421,1.47662,241,0.34719
ENSG00000178950,GAK,25,-1.3450,39,-0.5794,46,-0.3339,99,0.90152,65,0.22872,69,0.40312
ENSG00000127419,TMEM175,22,-0.3883,37,0.44246,21,-0.4278,48,0.90915,15,-0.9877,32,0.31382
ENSG00000159692,CTBP1,62,-1.1483,126,0.04681,136,0.16113,127,0.05833,165,0.55640,128,0.08594
ENSG00000090316,MAEA,15,-1.7051,27,-0.7593,28,-0.6875,25,-0.8220,64,0.72804,66,0.93685
ENSG00000163950,SLBP,34,-1.0369,49,-0.3753,117,1.05131,31,-1.0691,51,-0.3557,86,0.70680
ENSG00000068078,FGFR3,33,-0.2410,197,3.27393,31,-0.2958,45,0.30342,3,-3.5584,10,-2.2428
ENSG00000168924,LETM1,41,-0.0323,37,-0.1679,51,0.33773,69,0.83505,33,-0.3738,36,-0.2621
ENSG00000109685,NSD2,63,-0.4019,106,0.47349,132,0.83355,100,0.36987,65,-0.3624,67,-0.3350
ENSG00000243449,C4orf48,568,0.44143,317,-0.5470,201,-1.2378,265,-0.8226,590,0.51484,461,0.05852
ENSG00000185818,NAT8L,91,-1.2579,308,0.77997,135,-0.5592,184,-0.0727,242,0.43066,210,0.18392
ENSG00000123933,MXD4,40,0.01999,95,1.48219,39,-0.0493,53,0.45306,34,-0.2701,21,-1.1678
ENSG00000063978,RNF4,17,-0.9224,22,-0.4056,9,-1.7805,37,0.36634,54,1.24087,27,-0.1540
ENSG00000125386,FAM193A,63,0.79805,46,0.14845,54,0.42914,47,0.17459,30,-0.5854,28,-0.7508
ENSG00000087274,ADD1,161,-0.3945,247,0.33343,301,0.66097,208,0.05052,176,-0.2321,194,-0.0744
ENSG00000109736,MFSD10,9,-1.7112,32,0.34321,15,-0.7972,83,2.04943,20,-0.4572,24,-0.1663
ENSG00000087269,NOP14,49,0.79314,33,0.02073,58,0.97675,35,0.13245,19,-0.9160,20,-0.8560
ENSG00000125388,GRK4,34,0.51983,26,0.02100,28,0.11285,30,0.25525,28,0.18404,16,-0.8763
ENSG00000197386,HTT,28,-1.4426,134,1.18754,77,0.24582,106,0.78624,67,0.03112,51,-0.4955
ENSG00000159788,RGS12,22,-1.7337,260,2.59767,71,0.15885,86,0.47689,23,-1.6673,45,-0.6828
ENSG00000163956,LRPAP1,35,-2.3182,102,-0.5787,98,-0.6495,149,0.00980,126,-0.2866,270,1.48961
ENSG00000168824,NSG1,7,-4.1482,83,-0.4178,36,-1.6817,72,-0.6402,161,0.76765,184,1.28436
ENSG00000168818,STX18,26,0.35110,19,-0.1707,16,-0.4712,22,0.02473,15,-0.5599,25,0.31423
ENSG00000072832,CRMP1,26,-2.6357,121,-0.1649,195,0.61111,177,0.45518,120,-0.1985,186,0.72699
ENSG00000152969,JAKMIP1,14,-2.6885,47,-0.7716,71,-0.1565,67,-0.2311,121,0.84786,108,0.72178
ENSG00000109501,WFS1,23,-0.9059,67,0.87648,67,0.85689,41,0.06045,29,-0.5463,39,-0.0322
ENSG00000074211,PPP2R2C,112,-0.9519,261,0.46275,135,-0.5807,280,0.58152,234,0.32884,197,0.01424
ENSG00000013288,MAN2B2,11,-2.0169,23,-0.7950,29,-0.4955,57,0.62040,36,-0.1576,63,1.10463
ENSG00000179010,MRFAP1,338,-0.3418,367,-0.1792,340,-0.2992,289,-0.5524,492,0.33262,484,0.34953
ENSG00000170846,AC093323.1,27,-0.9374,44,-0.1111,45,-0.0986,61,0.40325,53,0.21227,55,0.29458
ENSG00000178988,MRFAP1L1,107,-0.2314,91,-0.4677,176,0.59134,138,0.18846,120,-0.0351,122,-0.0127
ENSG00000170871,KIAA0232,219,0.67769,100,-0.6606,216,0.55945,180,0.26079,92,-0.8607,137,-0.2164
ENSG00000132405,TBC1D14,21,-0.8982,50,0.55110,24,-0.5835,55,0.71117,54,0.80970,25,-0.6536
ENSG00000109519,GRPEL1,19,-1.4894,33,-0.5191,20,-1.2855,59,0.37753,60,0.47587,65,0.74824
ENSG00000163995,ABLIM2,10,-2.7324,60,0.13286,71,0.38789,24,-1.3107,80,0.68335,74,0.63069
ENSG00000071127,WDR1,45,-0.2337,76,0.64478,35,-0.5999,62,0.30898,40,-0.4319,56,0.20734
ENSG00000038219,BOD1L1,889,0.80430,335,-0.8699,1218,1.24309,633,0.12865,259,-1.3629,455,-0.4912
ENSG00000137449,CPEB2,40,0.62243,23,-0.3166,25,-0.1803,26,-0.1209,29,0.04573,24,-0.3391
ENSG00000118564,FBXL5,45,-0.3706,64,0.24148,22,-1.4260,80,0.60512,36,-0.7193,75,0.67197
ENSG00000237765,FAM200B,126,0.28284,85,-0.3741,107,-0.0138,86,-0.3565,164,0.81224,73,-0.7438
ENSG00000169762,TAPT1,26,-0.1528,10,-1.5536,23,-0.3088,21,-0.4361,34,0.37278,35,0.49893
ENSG00000169744,LDB2,25,-2.5056,62,-1.0346,71,-0.8086,161,0.47795,147,0.37606,187,1.03606
ENSG00000151552,QDPR,687,1.48981,209,-0.7250,99,-1.8490,236,-0.5390,375,0.21733,220,-0.7924
ENSG00000002549,LAP3,32,0.34271,52,1.12803,15,-0.8745,26,-0.0405,14,-1.0584,27,0.01423
ENSG00000118579,MED28,40,-0.0786,45,0.12210,45,0.10099,71,0.88009,46,0.17940,28,-0.7435
ENSG00000163257,DCAF16,61,1.15502,20,-0.8211,50,0.62081,62,0.99229,17,-1.1709,18,-1.2097
ENSG00000145147,SLIT2,7,-2.2489,21,-0.4686,46,0.79904,12,-1.2522,36,0.44188,39,0.73080
ENSG00000185774,KCNIP4,8,-3.9958,86,-0.2960,74,-0.5302,103,0.00070,109,0.10251,179,1.32912
ENSG00000109606,DHX15,44,-0.2871,25,-1.1255,20,-1.4317,79,0.69139,34,-0.7004,79,0.97061
ENSG00000181982,CCDC149,17,-0.6240,21,-0.2377,35,0.57365,18,-0.4763,31,0.39048,26,0.07905
ENSG00000053900,ANAPC4,18,-0.2094,16,-0.4137,9,-1.2977,37,0.98065,23,0.19572,21,-0.0029
ENSG00000250317,SMIM20,16,-0.5752,35,0.72412,8,-1.5225,12,-1.0158,24,0.06454,31,0.66538
ENSG00000168214,RBPJ,421,2.06941,115,-0.5582,93,-0.8866,161,-0.0292,79,-1.2270,91,-1.1019
ENSG00000109689,STIM2,36,-0.5023,33,-0.5685,102,1.26045,68,0.56681,27,-0.9616,51,0.10142
ENSG00000169851,PCDH7,66,-1.9336,194,-0.1797,405,1.04423,318,0.62583,131,-0.8687,287,0.61357
ENSG00000047365,ARAP2,318,1.96759,65,-1.0466,128,-0.0041,112,-0.2126,41,-1.8784,87,-0.7447
ENSG00000065882,TBC1D1,20,-0.4104,46,0.98519,39,0.70111,27,0.11273,20,-0.4396,21,-0.3975
ENSG00000109790,KLHL5,82,1.51079,26,-0.6110,61,0.73041,47,0.29146,22,-0.9767,16,-1.5447
ENSG00000035928,RFC1,488,2.16573,105,-0.8704,236,0.40224,149,-0.3360,54,-1.9861,89,-1.3291
ENSG00000163682,RPL9,1177,0.12070,1632,0.64675,633,-0.8641,844,-0.4194,1592,0.70176,788,-0.6478
ENSG00000163683,SMIM14,161,0.57166,103,-0.2241,149,0.36773,87,-0.4914,105,-0.2174,105,-0.2373
ENSG00000078140,UBE2K,79,-0.9297,123,-0.1644,171,0.35923,143,0.07382,158,0.27091,152,0.21763
ENSG00000121892,PDS5A,68,0.35178,38,-0.6196,70,0.36006,113,1.18346,33,-0.8848,46,-0.4002
ENSG00000163697,APBB2,81,1.47809,32,-0.3397,32,-0.3028,24,-0.7422,38,-0.0581,22,-1.0631
ENSG00000154277,UCHL1,359,-2.1670,506,-1.5249,674,-1.0915,1005,-0.4789,1756,0.47629,2399,1.38794
ENSG00000064042,LIMCH1,885,2.08838,203,-0.8228,462,0.48291,224,-0.6672,140,-1.4897,165,-1.3486
ENSG00000109133,TMEM33,46,-0.5877,36,-0.9027,49,-0.4562,70,0.10624,65,-0.0125,91,0.76218
ENSG00000014824,SLC30A9,71,-0.9594,105,-0.2845,161,0.40181,120,-0.0703,135,0.12432,153,0.42125
ENSG00000124406,ATP8A1,133,0.07764,46,-1.5572,124,-0.0467,218,0.89428,99,-0.4472,141,0.21130
ENSG00000183783,KCTD8,11,-1.4161,34,0.41347,14,-0.9540,48,0.99795,23,-0.2089,33,0.46539
ENSG00000151806,GUF1,36,0.01782,17,-1.1490,30,-0.2494,37,0.04761,50,0.63228,33,-0.1221
ENSG00000163285,GABRG1,34,0.75679,48,1.24331,20,-0.1879,22,-0.0721,13,-0.9484,15,-0.8175
ENSG00000151834,GABRA2,33,-1.4080,117,0.66349,93,0.29290,73,-0.1076,67,-0.2708,98,0.51190
ENSG00000109158,GABRA4,2,-4.5017,22,-1.3178,79,0.64407,77,0.60295,63,0.30335,75,0.74671
ENSG00000163288,GABRB1,31,-1.5097,85,0.15121,182,1.47490,112,0.60703,47,-0.8280,78,0.03630
ENSG00000260918,AC107398.3,17,-2.7647,121,0.32885,148,0.66514,150,0.68191,89,-0.1857,119,0.39716
ENSG00000109171,SLAIN2,24,0.15436,25,0.21080,42,1.08605,8,-1.5714,29,0.50220,13,-0.9653
ENSG00000075539,FRYL,261,3.03100,39,-1.0729,38,-1.0978,27,-1.5817,18,-2.2872,37,-1.3427
ENSG00000109180,OCIAD1,197,-0.6512,190,-0.6516,275,-0.0731,392,0.50659,206,-0.5813,404,0.76618
ENSG00000145247,OCIAD2,22,-1.3915,37,-0.5230,35,-0.6045,14,-1.9707,93,1.15571,67,0.56387
ENSG00000109184,DCUN1D4,34,-0.3559,27,-0.6699,45,0.13612,67,0.77955,34,-0.3282,46,0.24132
ENSG00000163069,SGCB,79,0.84662,41,-0.3460,54,0.08388,62,0.31613,39,-0.4799,39,-0.5160
ENSG00000109189,USP46,81,-0.3231,91,-0.0994,152,0.73615,103,0.09214,94,-0.0580,92,-0.1132
ENSG00000226950,DANCR,17,-0.9621,79,1.59146,15,-1.0661,20,-0.6772,40,0.47048,27,-0.2657
ENSG00000145216,FIP1L1,103,0.69437,52,-0.4884,130,1.00023,61,-0.2366,37,-1.0824,63,-0.2495
ENSG00000072201,LNX1,5,-3.7800,37,-0.8134,101,0.78564,88,0.54674,60,-0.0655,90,0.81247
ENSG00000134851,TMEM165,179,2.52327,28,-1.1711,27,-1.2160,31,-1.0397,20,-1.8098,40,-0.7793
ENSG00000134852,CLOCK,42,-1.1348,91,0.16528,133,0.80041,132,0.78400,80,-0.0408,73,-0.2217
ENSG00000090989,EXOC1,105,0.33863,43,-1.1113,98,0.17523,106,0.30852,61,-0.6217,99,0.25699
ENSG00000128050,PAICS,29,-0.1781,56,0.90195,41,0.35766,13,-1.4293,19,-0.9197,40,0.43059
ENSG00000174780,SRP72,186,0.43001,117,-0.3667,175,0.27648,179,0.31838,84,-0.9458,154,0.09184
ENSG00000171476,HOPX,10,-4.9308,428,0.77467,91,-1.6538,248,-0.1213,360,0.55765,390,0.85317
ENSG00000084093,REST,131,3.36305,21,-0.8307,17,-1.1764,26,-0.4914,9,-2.1201,5,-3.1304
ENSG00000047315,POLR2B,36,-0.9620,42,-0.6755,61,-0.0874,91,0.55847,56,-0.2598,89,0.71631
ENSG00000163453,IGFBP7,56,-0.0463,217,2.44866,2,-4.4534,140,1.52985,25,-1.3826,17,-2.0790
ENSG00000150471,ADGRL3,22,-1.8491,59,-0.2422,92,0.45680,148,1.28582,51,-0.5418,83,0.37477
ENSG00000145242,EPHA5,11,-1.9857,21,-0.8773,61,0.80331,72,1.10953,21,-0.9502,51,0.71654
ENSG00000145241,CENPC,122,1.29081,31,-1.1064,140,1.33332,134,1.24415,22,-1.7179,15,-2.4298
ENSG00000033178,UBA6,48,0.64716,11,-1.6428,32,-0.0925,75,1.32405,17,-1.1198,31,-0.2191
ENSG00000083896,YTHDC1,724,1.71934,195,-0.7760,500,0.73418,263,-0.3121,151,-1.2617,165,-1.2243
ENSG00000132467,UTP3,34,-0.3570,17,-1.3486,62,0.64480,59,0.57149,36,-0.2615,46,0.21762
ENSG00000018189,RUFY3,356,-0.0095,193,-0.9630,460,0.40939,260,-0.5031,348,-0.0482,419,0.33651
ENSG00000132463,GRSF1,61,-1.0551,72,-0.7206,82,-0.5115,119,0.06587,145,0.44697,152,0.63011
ENSG00000173542,MOB1B,22,-0.7895,32,-0.1292,39,0.19880,60,0.89040,31,-0.2107,37,0.13413
ENSG00000156136,DCK,5,-2.4859,16,-0.6585,11,-1.2411,27,0.16163,28,0.22672,42,1.27865
ENSG00000080493,SLC4A4,63,0.45604,154,2.01021,87,0.93189,64,0.41788,19,-1.5994,9,-2.8786
ENSG00000132466,ANKRD17,264,0.31855,180,-0.3353,396,0.96143,258,0.23896,117,-1.0894,209,-0.1226
ENSG00000169116,PARM1,3,-4.3139,40,-0.6707,26,-1.2990,14,-2.2048,101,0.97505,108,1.37315
ENSG00000163743,RCHY1,15,-1.0683,30,0.01502,19,-0.6835,5,-2.6713,47,0.91027,38,0.58335
ENSG00000138769,CDKL2,70,0.16138,48,-0.4648,91,0.57800,86,0.47929,41,-0.7555,64,0.01111
ENSG00000138757,G3BP2,113,-1.3471,121,-1.1440,346,0.50575,249,-0.0327,248,-0.0429,367,0.83423
ENSG00000138768,USO1,99,0.12524,47,-1.0493,106,0.22904,114,0.34762,80,-0.2530,99,0.15016
ENSG00000198301,SDAD1,88,-0.0671,58,-0.6966,200,1.32929,69,-0.4335,47,-1.1045,105,0.29594
ENSG00000138760,SCARB2,270,1.39250,98,-0.5101,59,-1.2782,136,0.00496,85,-0.8109,119,-0.2677
