Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000198055,GRK6,7,-1.6882,15,-0.6017,12,-0.8528,18,-0.2718,22,0.00447,30,0.55578,21,-0.0354,32,0.67382
ENSG00000131188,PRR7,4,-2.8294,41,0.45121,25,-0.3125,14,-1.2397,60,1.24678,30,-0.0682,16,-1.0205,32,0.01690
ENSG00000113758,DBN1,24,-1.6472,51,-0.5475,77,0.09100,85,0.25054,108,0.73014,69,-0.0856,92,0.36446,58,-0.3794
ENSG00000196923,PDLIM7,5,-1.6333,10,-0.7367,8,-1.0976,14,-0.2749,18,0.15525,29,1.08135,20,0.30721,15,-0.1918
ENSG00000183258,DDX41,17,-1.8936,71,0.28236,38,-0.6841,24,-1.3879,80,0.53167,65,0.15260,72,0.29213,72,0.34104
ENSG00000146067,FAM193B,36,0.42218,33,0.27939,21,-0.4020,36,0.38736,20,-0.5634,33,0.27571,32,0.21267,21,-0.4367
ENSG00000184840,TMED9,27,-1.1453,72,0.36717,27,-1.1477,43,-0.4424,76,0.52373,74,0.48507,65,0.22155,46,-0.3670
ENSG00000027847,B4GALT7,9,-1.2717,29,0.54842,15,-0.5073,14,-0.5739,25,0.32233,33,0.86016,22,0.12290,11,-0.9857
ENSG00000170074,FAM153A,7,-1.8683,17,-0.7134,12,-1.2172,71,1.67168,56,1.48039,25,-0.0736,14,-0.9095,3,-3.0926
ENSG00000204677,FAM153CP,93,-0.2264,24,-2.2175,170,0.75212,290,1.70155,92,-0.2706,63,-0.8875,182,0.86352,55,-1.1003
ENSG00000145916,RMND5B,18,-0.5975,28,0.06036,9,-1.6393,23,-0.2583,28,0.07246,39,0.69840,29,0.14381,27,-0.0040
ENSG00000145912,NHP2,35,-1.8813,138,0.21233,85,-0.5436,47,-1.4368,234,1.27987,109,-0.1743,60,-1.0664,139,0.25283
ENSG00000197451,HNRNPAB,53,-0.1753,35,-0.8235,35,-0.8385,78,0.43371,75,0.41654,69,0.24856,32,-0.9579,68,0.22899
ENSG00000113240,CLK4,15,-0.8916,21,-0.3558,20,-0.4294,45,0.84953,36,0.54645,37,0.61230,20,-0.4600,13,-1.1997
ENSG00000176783,RUFY1,51,1.13491,26,0.05146,27,0.08233,32,0.37416,29,0.21904,12,-1.2056,8,-1.7896,27,0.11582
ENSG00000169045,HNRNPH1,89,-0.2282,101,-0.0259,97,-0.0984,77,-0.4534,117,0.23519,148,0.67114,86,-0.2726,75,-0.5312
ENSG00000127022,CANX,562,0.65320,356,-0.0852,383,0.02850,454,0.30157,273,-0.5461,448,0.31461,416,0.16123,261,-0.6178
ENSG00000161013,MGAT4B,19,-0.7005,27,-0.2079,26,-0.2573,34,0.13766,31,-0.0118,34,0.17724,56,0.96137,24,-0.4293
ENSG00000161011,SQSTM1,85,-0.7694,206,0.62322,102,-0.4959,122,-0.2081,144,0.05415,188,0.54286,123,-0.2053,118,-0.2946
ENSG00000161010,MRNIP,23,-0.0515,21,-0.1964,21,-0.1971,16,-0.6183,43,1.12195,24,0.03223,15,-0.7573,16,-0.6593
ENSG00000197226,TBC1D9B,57,-0.2587,74,0.15781,32,-1.1136,65,-0.0358,81,0.33414,67,0.01457,65,-0.0534,73,0.16451
ENSG00000113269,RNF130,153,1.01983,80,-0.0442,46,-0.8855,59,-0.5208,85,0.05804,95,0.25952,82,-0.0028,62,-0.4760
ENSG00000050748,MAPK9,49,-1.6600,78,-0.9823,91,-0.7487,189,0.39206,159,0.12717,261,1.08810,115,-0.3862,131,-0.2036
ENSG00000113300,CNOT6,11,-0.9629,21,0.03695,33,0.77292,23,0.22365,24,0.26707,9,-1.3379,42,1.17156,15,-0.5470
ENSG00000131446,MGAT1,15,-1.0597,32,0.08204,20,-0.6692,18,-0.7988,30,-0.0188,43,0.62169,52,0.84474,27,-0.2434
ENSG00000278970,HEIH,16,-0.6759,28,0.22754,12,-1.0436,30,0.35197,38,0.82514,20,-0.3421,9,-1.4165,28,0.25036
ENSG00000250222,AC008443.5,13,-1.3997,48,0.61781,32,-0.0331,13,-1.3397,40,0.38500,22,-0.6861,12,-1.4736,58,1.09822
ENSG00000146063,TRIM41,64,0.75480,37,-0.1483,35,-0.2219,28,-0.5909,28,-0.5880,42,0.08748,33,-0.2953,53,0.47903
ENSG00000204628,RACK1,241,-0.3585,412,0.49513,200,-0.6495,213,-0.5467,270,-0.1976,290,-0.0766,290,-0.0703,428,0.63670
ENSG00000183718,TRIM52,32,0.40952,11,-1.2156,47,1.04359,34,0.49061,24,-0.0812,32,0.46191,10,-1.4147,14,-0.9482
ENSG00000112679,DUSP22,34,0.39311,27,-0.0038,34,0.38795,15,-0.8518,31,0.23036,37,0.58234,17,-0.7241,16,-0.8244
ENSG00000112685,EXOC2,15,-0.2315,14,-0.3412,7,-1.2702,27,0.74599,19,0.22480,25,0.72240,12,-0.5066,11,-0.6411
ENSG00000124535,WRNIP1,28,-1.0173,47,-0.2483,27,-1.0877,65,0.25767,78,0.63914,83,0.77051,47,-0.2369,34,-0.7977
ENSG00000124570,SERPINB6,80,0.89165,114,1.50740,61,0.43231,19,-1.3680,18,-1.5311,42,-0.1656,37,-0.3455,40,-0.2631
ENSG00000124588,NQO2,29,-1.3652,39,-0.8891,49,-0.5493,80,0.21435,73,0.06569,114,0.89927,97,0.51245,53,-0.4860
ENSG00000137267,TUBB2A,74,-2.7617,472,0.01625,168,-1.5619,588,0.37090,746,0.88198,714,0.79319,326,-0.5579,293,-0.7857
ENSG00000137285,TUBB2B,59,-2.8627,1292,2.06242,391,-0.0294,225,-0.8857,248,-0.7953,400,0.00525,372,-0.1067,373,-0.1137
ENSG00000180822,PSMG4,10,-1.4750,36,0.49251,23,-0.2360,31,0.22650,43,0.89607,15,-0.9597,7,-1.8988,35,0.48884
ENSG00000137266,SLC22A23,47,0.65907,22,-0.5448,15,-1.1187,43,0.51547,26,-0.3019,43,0.59364,46,0.63022,16,-1.1245
ENSG00000112739,PRPF4B,425,1.30623,157,-0.3347,376,1.08837,182,-0.1058,144,-0.5106,133,-0.6441,183,-0.0932,131,-0.6672
ENSG00000198721,ECI2,16,-1.4512,96,1.41044,53,0.39462,20,-1.1058,31,-0.4554,49,0.30876,21,-1.0052,43,0.09087
ENSG00000153046,CDYL,74,0.70115,35,-0.4813,117,1.49885,35,-0.5096,21,-1.3109,31,-0.7289,72,0.64501,45,-0.1005
ENSG00000214113,LYRM4,11,-1.8470,37,-0.0658,24,-0.6864,46,0.28970,45,0.30392,51,0.53037,24,-0.7351,43,0.20040
ENSG00000124785,NRN1,51,-2.5104,134,-1.0745,152,-0.8794,417,0.71343,303,0.21525,368,0.57742,230,-0.2451,315,0.28519
ENSG00000216863,LY86-AS1,5,-2.3444,11,-1.2612,20,-0.3632,53,1.24288,50,1.36544,12,-1.1316,18,-0.4515,21,-0.3010
ENSG00000124783,SSR1,65,-0.4577,101,0.22141,86,-0.0322,104,0.27370,84,-0.0756,100,0.22932,73,-0.2871,84,-0.0748
ENSG00000124784,RIOK1,41,0.42662,11,-1.5481,36,0.20898,42,0.44585,26,-0.3287,37,0.27863,22,-0.5568,35,0.15762
ENSG00000168566,SNRNP48,48,1.58542,7,-1.5311,26,0.54461,39,1.20928,11,-0.8024,12,-0.7162,15,-0.2971,11,-0.7996
ENSG00000239264,TXNDC5,19,0.11402,31,0.93287,4,-2.1904,22,0.34020,20,0.26192,15,-0.2553,18,0.03859,14,-0.3583
ENSG00000124802,EEF1E1,10,-0.9617,21,0.11433,5,-2.0576,11,-0.8585,31,0.84263,32,0.88604,5,-2.0612,19,-0.0345
ENSG00000111845,PAK1IP1,35,0.10979,40,0.30605,47,0.57188,58,0.92250,19,-0.8780,32,-0.0338,39,0.27241,20,-0.8487
ENSG00000111843,TMEM14C,18,-1.7309,80,0.57626,19,-1.5852,26,-1.1496,72,0.45742,71,0.42076,53,-0.0821,66,0.31217
ENSG00000137210,TMEM14B,23,-1.2370,70,0.49691,33,-0.6869,37,-0.5245,71,0.57132,67,0.47399,32,-0.7376,49,-0.1025
ENSG00000197977,ELOVL2,10,-1.1800,74,2.15221,26,0.33022,13,-0.7947,6,-1.9256,16,-0.4717,19,-0.1830,25,0.25408
ENSG00000224531,SMIM13,42,-1.4319,57,-0.9620,50,-1.1642,97,-0.1514,129,0.34181,200,1.20627,98,-0.1417,87,-0.3517
ENSG00000111859,NEDD9,17,-0.2581,35,0.85536,27,0.45388,9,-1.2971,5,-2.0910,19,-0.1521,30,0.59198,30,0.68218
ENSG00000205269,TMEM170B,16,-1.7364,50,-0.0811,35,-0.6145,78,0.64651,63,0.33797,60,0.24496,62,0.26660,44,-0.3020
ENSG00000095951,HIVEP1,34,0.14668,15,-1.0578,53,0.87698,48,0.71415,22,-0.5532,29,-0.0889,31,-0.0041,28,-0.1863
ENSG00000078401,EDN1,39,0.41917,42,0.56706,48,0.77014,23,-0.3816,5,-2.6942,33,0.18299,22,-0.4232,38,0.44289
ENSG00000112137,PHACTR1,89,-0.9274,89,-0.9140,224,0.52775,216,0.46201,166,0.05008,150,-0.1289,132,-0.3249,198,0.36668
ENSG00000145990,GFOD1,136,-0.8761,88,-1.5250,342,0.57396,301,0.36378,288,0.32879,215,-0.1937,357,0.64295,205,-0.2743
ENSG00000124523,SIRT5,10,-1.3413,38,0.68476,28,0.22467,25,0.01734,15,-0.7937,28,0.23409,18,-0.4677,32,0.49707
ENSG00000225921,NOL7,120,0.22603,114,0.14128,141,0.48687,164,0.74398,91,-0.2219,92,-0.2054,64,-0.7449,87,-0.3140
ENSG00000010017,RANBP9,34,-0.9482,58,-0.1092,45,-0.4956,72,0.21593,62,-0.0173,104,0.96965,67,0.10738,39,-0.7728
ENSG00000050393,MCUR1,30,-0.6844,57,0.32231,40,-0.2387,30,-0.6737,59,0.43227,50,0.12235,30,-0.6953,54,0.25446
ENSG00000180537,RNF182,1,-3.3106,43,1.54715,32,1.02611,23,0.47966,4,-2.1621,15,-0.2684,28,0.80842,11,-0.7016
ENSG00000112149,CD83,3,-2.8335,11,-1.1915,12,-1.0779,41,0.75774,27,0.13780,50,1.30572,28,0.17354,14,-0.9685
ENSG00000008083,JARID2,59,0.62677,59,0.62338,54,0.48026,48,0.30659,27,-0.6259,37,-0.1198,47,0.26232,21,-1.0402
ENSG00000047579,DTNBP1,33,-0.1400,48,0.42648,44,0.29885,12,-1.6369,51,0.61419,31,-0.2892,31,-0.2608,35,-0.0880
ENSG00000007944,MYLIP,42,1.22064,9,-1.2518,29,0.57175,23,0.20071,19,-0.0616,19,-0.0759,20,0.00098,11,-1.0390
ENSG00000124788,ATXN1,87,-0.0759,66,-0.5106,132,0.59046,106,0.23605,72,-0.4156,102,0.20033,116,0.37890,75,-0.3296
ENSG00000112186,CAP2,73,-1.6286,57,-1.9915,171,-0.3352,326,0.69972,303,0.65789,295,0.60535,191,-0.1652,159,-0.4871
ENSG00000137414,FAM8A1,23,-0.5914,28,-0.3348,23,-0.6231,53,0.70725,41,0.29063,47,0.57006,24,-0.5564,26,-0.4789
ENSG00000137177,KIF13A,83,1.62840,37,0.21833,48,0.65947,13,-1.3916,27,-0.2916,18,-0.9185,19,-0.8089,30,-0.0805
ENSG00000137364,TPMT,21,-1.1058,40,-0.1620,32,-0.5160,9,-2.3143,56,0.43819,39,-0.2006,29,-0.6444,82,1.18020
ENSG00000124795,DEK,381,1.24770,146,-0.3341,430,1.46813,156,-0.2318,102,-0.9504,132,-0.5267,99,-0.9269,151,-0.3024
ENSG00000172201,ID4,74,0.32491,190,1.99853,129,1.27892,42,-0.5410,18,-1.9177,31,-1.1103,49,-0.3219,40,-0.6956
ENSG00000112242,E2F3,16,-0.7541,17,-0.6386,32,0.32378,26,0.00690,50,1.26697,22,-0.2672,16,-0.7486,17,-0.6957
ENSG00000124766,SOX4,15,-0.3888,18,-0.1873,52,1.59623,3,-2.6933,11,-0.8952,13,-0.7507,23,0.25635,30,0.74111
ENSG00000272168,CASC15,35,-0.1947,12,-1.7399,72,0.95588,65,0.79560,32,-0.3868,34,-0.2768,62,0.71644,30,-0.4631
ENSG00000152954,NRSN1,77,-1.4183,77,-1.4234,256,0.43363,407,1.22290,120,-0.8158,191,-0.0346,238,0.31840,235,0.33154
ENSG00000124532,MRS2,20,-0.1562,30,0.49117,8,-1.5038,21,-0.0858,26,0.30393,12,-0.9659,36,0.77039,26,0.26808
ENSG00000112294,ALDH5A1,25,-1.7364,106,0.45414,78,-0.0228,86,0.12858,62,-0.4396,93,0.27589,109,0.50172,81,0.03441
ENSG00000137261,KIAA0319,19,-0.8061,38,0.22025,31,-0.0669,60,0.98447,25,-0.4449,44,0.52962,35,0.08315,20,-0.8427
ENSG00000111802,TDP2,24,-1.3128,42,-0.4462,22,-1.4216,48,-0.2347,66,0.29011,103,1.16795,44,-0.3683,49,-0.2221
ENSG00000112304,ACOT13,21,-1.0963,65,0.64960,17,-1.4473,44,0.02841,72,0.94443,34,-0.4137,22,-1.0587,49,0.20105
ENSG00000112308,C6orf62,160,-0.1356,200,0.21265,230,0.44406,150,-0.2433,167,-0.0830,182,0.06847,158,-0.1608,164,-0.1118
ENSG00000112312,GMNN,15,0.05434,43,1.84123,30,1.20077,9,-0.7469,8,-1.0013,5,-1.7374,8,-0.8327,15,0.01567
ENSG00000111913,RIPOR2,18,-1.3460,25,-0.9085,42,-0.0836,78,0.91350,43,-0.0491,59,0.48864,35,-0.3702,44,-0.0124
ENSG00000079691,CARMIL1,27,-0.0599,61,1.26376,37,0.42439,45,0.75255,18,-0.7813,27,-0.1112,23,-0.3489,15,-1.0255
ENSG00000197061,HIST1H4C,97,-0.3619,107,-0.2170,157,0.39397,246,1.15085,98,-0.3902,98,-0.3771,59,-1.1326,146,0.31054
ENSG00000168298,HIST1H1E,51,1.65847,3,-2.4889,49,1.56416,15,-0.4094,13,-0.6074,15,-0.4597,11,-0.7987,13,-0.6563
ENSG00000112763,BTN2A1,28,0.57628,14,-0.5348,19,-0.0344,10,-1.0256,19,-0.0183,22,0.19264,29,0.62215,16,-0.2871
ENSG00000228223,HCG11,10,-1.1219,9,-1.2596,20,-0.0778,9,-1.1908,23,0.20181,14,-0.5800,46,1.31907,29,0.62170
ENSG00000181315,ZNF322,20,0.34105,16,-0.0438,10,-0.6653,27,0.82098,13,-0.3870,20,0.37722,9,-0.9009,15,-0.1214
ENSG00000269293,ZSCAN16-AS1,61,0.25594,99,1.07250,36,-0.5681,32,-0.7468,49,-0.0936,54,0.08768,18,-1.6036,58,0.21358
ENSG00000204713,TRIM27,22,-0.0647,20,-0.2094,34,0.64969,20,-0.1636,31,0.54374,29,0.40667,9,-1.3368,13,-0.9177
ENSG00000204681,GABBR1,104,-1.0929,267,0.36751,140,-0.6421,175,-0.3008,247,0.27339,185,-0.2402,286,0.47857,249,0.28691
ENSG00000204655,MOG,239,4.44685,15,-1.1003,15,-1.0710,0,-7.4532,0,-6.6165,24,-0.4629,4,-3.0813,12,-1.5390
ENSG00000206503,HLA-A,60,-0.6802,319,2.16131,103,0.14592,43,-1.1846,59,-0.7662,95,0.02623,85,-0.1441,55,-0.8857
ENSG00000204619,PPP1R11,17,-1.8263,48,-0.3076,46,-0.3987,44,-0.4567,76,0.46636,78,0.51264,57,-0.0674,64,0.13963
ENSG00000231074,HCG18,283,1.13577,67,-1.1631,279,1.10927,240,0.84692,107,-0.4879,81,-0.9386,114,-0.3561,105,-0.5213
ENSG00000241370,RPP21,8,-2.1558,40,0.28681,17,-1.0165,25,-0.4235,49,0.72129,43,0.45339,9,-1.9628,41,0.39719
ENSG00000204592,HLA-E,161,1.08771,272,2.07352,119,0.57661,40,-1.1339,19,-2.3486,36,-1.3709,97,0.24859,58,-0.5980
ENSG00000204590,GNL1,118,-0.3692,79,-0.9697,154,0.05037,207,0.53204,150,0.01575,149,0.00267,109,-0.4935,187,0.40659
ENSG00000204576,PRR3,6,-1.5647,10,-0.9449,28,0.67755,35,1.04825,24,0.47347,20,0.14552,13,-0.5020,11,-0.8519
ENSG00000204574,ABCF1,184,0.55956,57,-1.2575,253,1.10212,229,0.92982,112,-0.2553,117,-0.1804,81,-0.7279,83,-0.7485
ENSG00000204569,PPP1R10,76,0.35254,48,-0.3735,47,-0.3915,40,-0.6568,89,0.70366,50,-0.3326,64,0.09904,57,-0.0955
ENSG00000204568,MRPS18B,40,-0.2796,61,0.40322,62,0.41152,60,0.35955,56,0.28715,29,-0.8162,49,0.03693,41,-0.2487
ENSG00000137343,ATAT1,38,0.30154,26,-0.2809,11,-1.5092,33,0.09586,51,0.92892,33,0.09295,25,-0.3181,21,-0.6965
ENSG00000204564,C6orf136,32,-0.7055,44,-0.2078,24,-1.0892,26,-0.9845,72,0.66499,77,0.79047,76,0.66606,26,-1.0919
ENSG00000204560,DHX16,30,0.79026,22,0.27980,29,0.75382,14,-0.3449,18,0.02608,20,0.15037,9,-1.0519,10,-1.0219
ENSG00000196230,TUBB,112,-1.8584,317,-0.2889,224,-0.8230,461,0.30349,443,0.26769,583,0.79117,308,-0.3350,361,-0.0984
ENSG00000137312,FLOT1,97,-1.0584,188,-0.0386,79,-1.3548,212,0.15218,267,0.60049,216,0.20886,188,-0.0394,194,0.00927
ENSG00000204580,DDR1,125,1.60625,178,2.30588,33,-0.5914,17,-1.5528,15,-1.8919,38,-0.4020,23,-1.1089,25,-1.0690
ENSG00000204525,HLA-C,59,-0.6146,255,1.83015,65,-0.4684,97,0.16043,42,-1.2130,94,0.11869,61,-0.5636,79,-0.1878
ENSG00000234745,HLA-B,51,0.07931,164,2.11157,66,0.47418,15,-1.7895,10,-2.4663,47,-0.0730,27,-0.9215,51,0.07233
ENSG00000198563,DDX39B,79,-0.1105,145,0.88303,70,-0.2862,76,-0.1722,75,-0.1978,97,0.24163,95,0.18571,60,-0.5760
ENSG00000213760,ATP6V1G2,37,-1.9839,108,-0.3938,69,-1.0762,131,-0.1040,288,1.43213,169,0.34594,44,-1.7472,115,-0.3304
ENSG00000204498,NFKBIL1,1,-3.2729,20,0.51087,11,-0.4068,12,-0.2631,24,0.96595,10,-0.5963,12,-0.3127,17,0.28135
ENSG00000204469,PRRC2A,68,-0.8347,162,0.53500,89,-0.4175,96,-0.2931,117,0.00990,114,-0.0243,134,0.22954,133,0.24221
ENSG00000204463,BAG6,45,-1.0464,109,0.31294,69,-0.4066,81,-0.1566,114,0.43300,85,-0.0996,93,0.06151,96,0.11345
ENSG00000204438,GPANK1,29,0.56334,22,0.10809,29,0.54446,37,0.97152,17,-0.3403,16,-0.3857,20,0.00953,11,-1.0552
ENSG00000204435,CSNK2B,71,-0.6889,112,0.02405,90,-0.3101,93,-0.2650,141,0.44711,147,0.52426,67,-0.7695,101,-0.1411
ENSG00000204427,ABHD16A,19,-0.9344,26,-0.4585,15,-1.2603,27,-0.4062,49,0.62923,63,1.14337,24,-0.5901,24,-0.6392
ENSG00000213722,DDAH2,16,-0.6913,81,1.98973,33,0.41506,11,-1.2725,15,-0.8424,23,-0.1741,20,-0.3592,21,-0.3001
ENSG00000204394,VARS,13,-1.2810,39,0.36682,20,-0.6857,21,-0.6083,33,0.13649,45,0.66296,24,-0.4220,34,0.17102
ENSG00000204392,LSM2,20,-0.0837,40,1.03819,22,0.06967,12,-0.8595,15,-0.6073,23,0.10004,23,0.13298,21,-0.0402
ENSG00000204389,HSPA1A,67,-0.0068,145,1.26860,43,-0.6780,56,-0.2973,77,0.23167,78,0.25802,32,-1.1332,45,-0.6941
ENSG00000204388,HSPA1B,25,-2.1693,135,0.40883,46,-1.2420,133,0.38523,135,0.46672,156,0.73964,81,-0.3894,74,-0.5923
ENSG00000204387,SNHG32,81,0.75324,87,0.86681,30,-0.7896,17,-1.6263,47,-0.1412,40,-0.4323,32,-0.7059,70,0.57415
ENSG00000204386,NEU1,8,-1.6475,27,0.13350,12,-1.1366,23,-0.1371,38,0.75123,37,0.72719,15,-0.8202,20,-0.3484
ENSG00000204371,EHMT2,101,0.33320,65,-0.3623,98,0.28403,92,0.19163,69,-0.2938,78,-0.0931,102,0.35896,74,-0.1656
ENSG00000204356,NELFE,93,0.55040,86,0.42423,65,-0.0129,61,-0.1246,47,-0.5678,62,-0.1033,57,-0.2151,72,0.15798
ENSG00000204351,SKIV2L,19,-0.1313,22,0.12114,22,0.11431,9,-1.2914,26,0.44078,20,-0.0115,18,-0.1708,21,0.05320
ENSG00000213676,ATF6B,35,0.92592,17,-0.2363,33,0.84054,22,0.20629,21,0.12917,13,-0.6777,24,0.31394,8,-1.3788
ENSG00000204314,PRRT1,41,-1.5357,60,-0.9821,73,-0.6708,72,-0.6900,210,1.20060,146,0.46633,95,-0.2703,94,-0.3160
ENSG00000204310,AGPAT1,63,-1.0409,102,-0.3096,75,-0.7688,71,-0.8514,153,0.37654,163,0.50363,155,0.35889,132,0.11424
ENSG00000204308,RNF5,50,0.36202,70,0.90135,24,-0.8082,30,-0.4409,49,0.36196,39,-0.0509,22,-0.9092,35,-0.2573
ENSG00000204256,BRD2,151,0.20679,126,-0.0859,224,0.85737,154,0.23435,74,-0.9626,136,0.04254,149,0.18189,118,-0.2084
ENSG00000204231,RXRB,30,-1.0375,30,-1.0167,32,-0.9261,49,-0.2659,84,0.66253,80,0.58449,90,0.70792,41,-0.5839
ENSG00000112473,SLC39A7,43,1.17202,19,-0.1489,32,0.67382,35,0.84109,18,-0.2702,18,-0.2605,15,-0.4730,7,-1.6859
ENSG00000204227,RING1,67,0.65037,29,-0.6499,23,-0.9907,32,-0.5140,67,0.74887,45,0.01955,47,0.06750,34,-0.4433
ENSG00000223501,VPS52,34,0.48728,42,0.82249,25,0.01141,19,-0.3855,32,0.42068,24,-0.0502,16,-0.6751,13,-1.0125
ENSG00000231500,RPS18,758,0.05555,1114,0.68295,479,-0.6603,356,-1.1116,589,-0.3758,700,-0.0798,464,-0.7091,1153,0.85145
ENSG00000227057,WDR46,19,-0.1937,10,-1.1250,19,-0.2427,16,-0.4449,30,0.54494,36,0.93146,13,-0.7721,16,-0.5525
ENSG00000204220,PFDN6,46,-0.8491,80,0.01067,57,-0.5271,103,0.41396,121,0.78917,79,-0.0148,53,-0.6171,67,-0.2826
ENSG00000237441,RGL2,11,-0.9317,46,1.34994,20,-0.0206,20,0.00691,7,-1.6118,38,1.18700,22,0.13645,7,-1.7188
ENSG00000231925,TAPBP,57,-0.5432,150,1.02252,59,-0.4754,75,-0.1060,75,-0.1277,75,-0.1267,118,0.61819,63,-0.4060
ENSG00000204209,DAXX,42,0.41848,29,-0.1896,45,0.50754,28,-0.2195,22,-0.6320,37,0.24058,48,0.63366,23,-0.5691
ENSG00000112511,PHF1,26,-0.9820,48,-0.0133,22,-1.2002,74,0.67665,41,-0.3095,64,0.48457,65,0.45199,46,-0.0913
ENSG00000112514,CUTA,40,-1.3975,133,0.44889,46,-1.1866,92,-0.1505,169,0.97795,96,-0.0792,59,-0.8337,104,0.05195
ENSG00000197283,SYNGAP1,29,-0.3168,33,-0.1084,22,-0.6965,30,-0.2377,61,1.04009,28,-0.3815,32,-0.1327,31,-0.2058
ENSG00000137288,UQCC2,17,-2.1864,95,0.45693,48,-0.6353,56,-0.3979,97,0.54203,77,0.13144,32,-1.2263,97,0.55065
ENSG00000161904,LEMD2,18,0.16770,22,0.47627,9,-0.8059,21,0.45108,22,0.59406,14,-0.2115,16,0.05595,8,-1.0626
ENSG00000137309,HMGA1,11,-1.7934,40,0.17650,47,0.46904,13,-1.4945,46,0.46239,30,-0.3037,41,0.22405,44,0.36906
ENSG00000186577,SMIM29,30,-1.8833,108,0.06569,56,-0.9583,84,-0.3340,105,0.00826,162,0.82723,85,-0.3095,124,0.31267
ENSG00000272325,NUDT3,321,-0.7100,395,-0.3907,834,0.81362,726,0.57960,356,-0.6020,372,-0.5310,741,0.61488,553,0.15376
ENSG00000124614,RPS10,201,0.25176,268,0.72099,103,-0.7974,63,-1.5224,166,-0.0563,137,-0.3833,64,-1.5011,292,1.00396
ENSG00000124507,PACSIN1,41,-2.1745,153,-0.2063,123,-0.5429,145,-0.2916,219,0.41037,179,0.04297,221,0.37544,221,0.42419
ENSG00000196821,ILRUN,33,-1.5678,75,-0.3127,91,-0.0112,80,-0.2140,90,-0.0372,83,-0.1773,146,0.75036,120,0.48286
ENSG00000124562,SNRPC,27,-1.1335,50,-0.1738,38,-0.5934,50,-0.1953,88,0.82508,46,-0.3604,35,-0.7194,76,0.54788
ENSG00000064995,TAF11,55,0.88760,24,-0.4543,40,0.34444,30,-0.0947,34,0.12159,37,0.24188,34,0.07747,14,-1.3668
ENSG00000064999,ANKS1A,29,0.49934,23,0.12673,16,-0.4403,23,0.08994,20,-0.1261,28,0.51780,20,-0.1265,14,-0.7262
ENSG00000065029,ZNF76,15,-0.1210,23,0.56964,11,-0.5936,11,-0.5432,11,-0.6215,23,0.66616,11,-0.5260,19,0.24405
ENSG00000112033,PPARD,13,-0.4597,23,0.44724,17,-0.0373,6,-1.4653,18,0.02320,15,-0.2773,22,0.33954,23,0.48308
ENSG00000198755,RPL10A,213,-0.3412,434,0.80284,169,-0.6979,135,-1.0424,288,0.14666,240,-0.1720,118,-1.2400,396,0.74327
ENSG00000096060,FKBP5,120,1.33301,80,0.62959,60,0.16351,20,-1.4713,30,-0.9974,66,0.36545,42,-0.3781,40,-0.5088
ENSG00000096063,SRPK1,43,-0.1612,36,-0.4583,70,0.60618,41,-0.2489,65,0.55223,42,-0.2092,61,0.38785,31,-0.7371
ENSG00000112062,MAPK14,24,-0.4844,17,-1.0217,26,-0.3821,28,-0.2606,47,0.67114,38,0.26998,63,1.07446,16,-1.1435
ENSG00000096070,BRPF3,28,0.11802,15,-0.7805,30,0.22975,25,-0.0596,38,0.72210,28,0.17340,20,-0.3758,16,-0.7825
ENSG00000112078,KCTD20,47,-0.1209,60,0.27476,67,0.46938,23,-1.2191,37,-0.4974,61,0.35385,83,0.82088,38,-0.4761
ENSG00000112081,SRSF3,69,-0.8166,170,0.61240,104,-0.1812,91,-0.3916,104,-0.1962,149,0.44875,111,-0.0807,116,-0.0154
ENSG00000124772,CPNE5,69,-0.3182,50,-0.8172,92,0.13490,122,0.60542,106,0.41648,84,0.00625,69,-0.3216,72,-0.2684
ENSG00000198663,C6orf89,112,0.35442,71,-0.3642,87,-0.0550,63,-0.5436,107,0.31815,79,-0.2280,123,0.51024,80,-0.2067
ENSG00000137409,MTCH1,177,-1.1415,332,-0.1746,175,-1.1521,357,-0.0579,565,0.78464,456,0.37318,342,-0.1281,327,-0.2182
ENSG00000112130,RNF8,50,-0.2222,42,-0.4647,32,-0.8992,75,0.43245,80,0.62336,63,0.17797,54,-0.0964,45,-0.4223
ENSG00000137200,CMTR1,25,-0.1833,18,-0.6960,18,-0.7400,28,-0.0412,46,0.89285,35,0.38857,31,0.13370,15,-1.0073
ENSG00000198937,CCDC167,24,0.00646,39,0.81342,9,-1.4864,12,-0.9862,29,0.36902,13,-0.9371,7,-1.8747,43,1.10366
ENSG00000156639,ZFAND3,39,0.07486,56,0.65232,18,-1.1189,19,-1.0673,35,-0.1447,46,0.35422,46,0.31100,37,-0.0140
ENSG00000183826,BTBD9,14,-1.8007,61,0.44948,33,-0.5099,47,0.04689,65,0.63263,35,-0.4660,53,0.23014,49,0.10496
ENSG00000124767,GLO1,47,-1.2443,157,0.64375,46,-1.2572,60,-0.8686,140,0.52033,126,0.32075,94,-0.1812,111,0.09946
