Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000119866,BCL11A,0,-6.8650,18,-2.5369,235,1.40110,72,-0.5112,23,-2.2113,167,0.81940,73,-0.4883,121,0.29698,77,-0.4200,165,0.80090,135,0.53288
ENSG00000162929,KIAA1841,0,-4.6645,34,0.69418,14,-0.6577,13,-0.7258,10,-1.2129,56,1.55605,34,0.72109,11,-1.0306,15,-0.6255,17,-0.4004,32,0.66253
ENSG00000237651,C2orf74,38,-0.9575,62,-0.2206,43,-0.7707,104,0.57363,53,-0.4706,82,0.20237,63,-0.1966,74,0.03371,79,0.15572,49,-0.6052,105,0.66887
ENSG00000115464,USP34,113,0.15858,162,0.73249,163,0.74461,79,-0.3919,64,-0.7133,154,0.65726,219,1.24155,32,-1.7548,82,-0.3748,44,-1.2788,67,-0.6844
ENSG00000082898,XPO1,16,-2.3624,107,0.49786,90,0.23450,31,-1.3732,76,-0.0323,97,0.33935,108,0.51223,31,-1.3960,66,-0.2837,123,0.72791,101,0.45438
ENSG00000170264,FAM161A,5,-3.3381,48,-0.0100,129,1.61730,30,-0.7185,30,-0.7332,82,0.84168,111,1.35263,33,-0.5888,28,-0.8859,44,-0.1372,31,-0.7439
ENSG00000115484,CCT4,146,-0.1430,141,-0.1972,155,-0.0522,60,-1.4938,96,-0.7842,130,-0.3221,95,-0.7940,159,-0.0096,188,0.27795,171,0.10633,276,0.98798
ENSG00000173163,COMMD1,0,-5.1644,30,0.00471,38,0.33050,38,0.33816,18,-0.7615,19,-0.6966,34,0.15060,2,-3.9160,35,0.25946,46,0.66056,50,0.86925
ENSG00000170340,B3GNT2,0,-4.5373,5,-1.8760,58,1.79635,4,-2.1354,0,-7.9910,20,0.03071,27,0.48361,3,-2.5199,25,0.41745,29,0.63585,29,0.66396
ENSG00000115504,EHBP1,40,-1.5004,63,-0.8322,73,-0.5969,170,0.72035,32,-1.8329,203,1.01113,171,0.73096,138,0.38776,76,-0.5844,102,-0.0985,132,0.33829
ENSG00000143951,WDPCP,0,-4.6689,49,1.34181,32,0.62140,8,-1.4808,13,-0.7803,40,0.97326,33,0.68218,31,0.55366,15,-0.5777,5,-2.1898,19,-0.1668
ENSG00000014641,MDH1,284,-1.0796,114,-2.4266,199,-1.6108,266,-1.1765,173,-1.8104,379,-0.6435,157,-1.9536,1217,1.21840,914,0.82893,507,-0.1988,1182,1.34233
ENSG00000169764,UGP2,226,-0.4555,79,-2.0284,153,-1.0453,540,0.92634,80,-2.0123,292,-0.0614,205,-0.6029,621,1.16360,300,-0.0197,440,0.58810,356,0.27426
ENSG00000119862,LGALSL,0,-4.6425,8,-1.3510,17,-0.3556,27,0.37336,24,0.20842,17,-0.2795,8,-1.3770,8,-1.4029,31,0.67763,29,0.50191,36,0.96469
ENSG00000119844,AFTPH,1,-6.0508,51,-0.2686,70,0.22851,37,-0.7612,5,-3.4844,128,1.20115,88,0.58564,61,-0.0014,68,0.17979,49,-0.3285,83,0.53955
ENSG00000115902,SLC1A4,72,0.55619,22,-1.2800,68,0.45512,22,-1.2723,54,0.11028,58,0.20758,44,-0.2173,46,-0.1393,42,-0.3232,62,0.32133,64,0.39608
ENSG00000011523,CEP68,104,0.42907,60,-0.4215,148,1.00211,46,-0.8125,49,-0.7309,120,0.66169,67,-0.2515,108,0.48440,54,-0.6259,60,-0.4398,80,0.01073
ENSG00000138069,RAB1A,84,-0.9526,78,-1.0575,161,0.04175,151,-0.0592,88,-0.8806,134,-0.2434,93,-0.8042,265,0.83973,166,0.09962,159,0.01604,247,0.81219
ENSG00000138071,ACTR2,263,-0.1312,209,-0.4855,246,-0.2357,250,-0.2096,183,-0.6907,367,0.39162,406,0.55442,206,-0.5071,289,0.01772,254,-0.1877,380,0.49625
ENSG00000198369,SPRED2,0,-4.6424,0,-8.3060,0,-6.9393,27,0.38644,17,-0.3612,25,0.28315,34,0.75598,47,1.29632,23,0.15874,16,-0.3924,31,0.65714
ENSG00000197223,C1D,137,1.13308,65,-0.0762,48,-0.5221,56,-0.3065,27,-1.3751,73,0.10592,37,-0.9377,84,0.33634,61,-0.1693,55,-0.3374,90,0.48525
ENSG00000221823,PPP3R1,11,-3.6172,18,-2.9154,42,-1.6608,128,-0.0003,66,-1.0140,169,0.43649,135,0.07644,85,-0.6272,176,0.55643,258,1.13090,202,0.80834
ENSG00000119865,CNRIP1,69,-0.9552,35,-1.9590,173,0.47274,115,-0.1750,89,-0.5536,92,-0.5152,50,-1.4184,154,0.28527,187,0.66721,192,0.63759,163,0.41725
ENSG00000198380,GFPT1,0,-5.8379,22,-1.1654,49,0.00075,32,-0.6449,16,-1.6147,47,-0.0692,61,0.35373,73,0.62959,48,-0.0324,62,0.38760,88,1.06381
ENSG00000169599,NFU1,0,-5.4086,29,-0.3249,7,-2.3336,27,-0.4651,19,-1.0000,25,-0.5461,13,-1.5527,79,1.27462,61,0.92973,43,0.28672,53,0.66315
ENSG00000115977,AAK1,191,-0.3686,92,-1.4721,82,-1.6307,186,-0.4088,116,-1.1279,353,0.59452,223,-0.1310,462,1.03678,245,0.01241,324,0.45319,320,0.48048
ENSG00000087338,GMCL1,42,0.65521,42,0.65938,11,-1.3365,19,-0.5860,27,-0.0497,44,0.73412,20,-0.4769,32,0.21582,27,-0.0194,29,0.06451,20,-0.5583
ENSG00000124380,SNRNP27,39,-1.7079,204,0.84275,129,0.11330,137,0.20669,71,-0.8123,246,1.16343,272,1.33465,52,-1.2680,63,-1.0560,100,-0.2824,94,-0.4092
ENSG00000169564,PCBP1,301,0.40802,280,0.29081,270,0.23614,123,-0.9700,159,-0.5830,136,-0.8203,101,-1.2604,328,0.54528,240,0.05862,268,0.22258,287,0.36850
ENSG00000116001,TIA1,123,1.40959,87,0.82140,74,0.55787,21,-1.3765,44,-0.2431,35,-0.5835,51,-0.0211,32,-0.7452,37,-0.5710,59,0.20260,37,-0.5309
ENSG00000116005,PCYOX1,26,-2.1638,98,-0.2070,172,0.68142,61,-0.9139,65,-0.8208,196,0.89857,141,0.36188,79,-0.5306,90,-0.3555,189,0.83997,123,0.16321
ENSG00000143977,SNRPG,88,0.97017,66,0.51028,42,-0.2206,36,-0.4241,82,0.85244,20,-1.2895,20,-1.3433,31,-0.6650,60,0.38883,24,-1.0545,47,-0.0205
ENSG00000035141,FAM136A,28,-0.2037,4,-2.8074,4,-2.9933,34,0.11728,19,-0.7452,26,-0.2692,39,0.33822,76,1.42239,35,0.18100,48,0.66905,31,-0.0465
ENSG00000075340,ADD2,57,-1.3442,10,-3.8328,73,-0.9665,149,0.12478,54,-1.4057,305,1.29484,206,0.63674,49,-1.5455,167,0.33333,138,0.00811,208,0.73086
ENSG00000124357,NAGK,31,-0.5505,42,-0.0900,81,0.94300,29,-0.6515,58,0.42297,33,-0.4467,28,-0.7218,45,0.01873,44,-0.0080,56,0.34718,44,-0.0198
ENSG00000124383,MPHOSPH10,63,-0.5704,175,1.04265,152,0.80755,13,-2.9195,31,-1.6131,211,1.36921,169,0.98905,40,-1.2439,71,-0.4220,73,-0.3520,60,-0.6815
ENSG00000124374,PAIP2B,2,-4.5154,283,2.68773,200,1.97665,63,0.04104,27,-1.2428,22,-1.5121,38,-0.7499,63,0.03581,11,-2.6293,42,-0.5832,20,-1.7428
ENSG00000075292,ZNF638,93,-1.3514,438,1.06923,304,0.46832,115,-1.0333,135,-0.7911,500,1.29674,609,1.64744,91,-1.3753,128,-0.9318,96,-1.2917,151,-0.6615
ENSG00000135636,DYSF,0,-4.2124,97,3.41064,47,1.84135,0,-5.1730,3,-2.4478,2,-2.5552,0,-7.5201,7,-1.0611,2,-2.9115,17,0.11445,12,-0.4257
ENSG00000144036,EXOC6B,65,0.15767,113,1.04816,93,0.71707,28,-1.1439,22,-1.4997,91,0.69098,98,0.80561,14,-2.0996,29,-1.1528,54,-0.1290,66,0.18531
ENSG00000135638,EMX1,0,-4.6534,1,-3.6245,1,-4.0674,22,0.04625,8,-1.5100,18,-0.2214,7,-1.5387,16,-0.4353,41,1.19568,56,1.57128,32,0.73441
ENSG00000144040,SFXN5,81,0.13802,10,-2.8766,11,-2.7475,133,0.94247,241,2.00227,43,-0.8255,127,0.86496,20,-1.9263,90,0.34294,52,-0.5344,31,-1.4049
ENSG00000135631,RAB11FIP5,0,-5.7276,2,-4.0505,22,-1.0621,54,0.28678,16,-1.5835,28,-0.7365,31,-0.5603,91,1.13887,73,0.84964,51,0.19034,72,0.84294
ENSG00000135632,SMYD5,23,0.15198,11,-0.9322,8,-1.3691,15,-0.5218,30,0.58610,18,-0.2000,9,-1.1815,40,1.04403,37,1.02096,10,-1.0585,16,-0.4367
ENSG00000135617,PRADC1,59,1.15167,12,-1.3409,6,-2.2282,30,0.08311,14,-1.1113,6,-2.2132,33,0.21098,17,-0.7892,54,1.14568,28,-0.0626,31,0.10760
ENSG00000135624,CCT7,35,-2.0894,97,-0.5813,197,0.52334,67,-1.1261,127,-0.1704,117,-0.2993,54,-1.4560,169,0.28113,159,0.20075,199,0.53770,230,0.87253
ENSG00000163013,FBXO41,35,-1.1840,11,-2.8662,49,-0.6864,153,1.11763,113,0.61193,73,-0.0706,90,0.25743,40,-1.0019,108,0.60179,92,0.28241,62,-0.3394
ENSG00000116127,ALMS1,7,-1.6137,33,0.74352,50,1.45372,12,-0.7985,21,0.02670,24,0.26646,63,1.88953,9,-1.2298,10,-1.0398,13,-0.6478,6,-1.8453
ENSG00000144034,TPRKB,54,1.51838,24,0.19498,0,-7.0289,13,-0.7444,22,0.01591,13,-0.7059,8,-1.3886,17,-0.3529,26,0.33672,24,0.17109,25,0.28400
ENSG00000124356,STAMBP,128,1.36242,178,1.96450,70,0.36615,30,-0.9165,25,-1.1904,43,-0.3768,51,-0.1246,37,-0.5949,33,-0.8436,27,-1.1045,32,-0.8657
ENSG00000114956,DGUOK,10,-2.3641,29,-0.7687,60,0.34987,34,-0.5377,35,-0.4750,18,-1.4555,40,-0.2807,65,0.49107,80,0.91960,54,0.17592,59,0.36848
ENSG00000163170,BOLA3,1,-5.3460,27,-0.9604,33,-0.6689,57,0.15506,37,-0.5118,52,0.03196,26,-1.0509,63,0.33138,96,1.13291,46,-0.1617,67,0.46380
ENSG00000225439,BOLA3-AS1,0,-4.6686,12,-0.9312,33,0.59830,41,0.92568,18,-0.3173,34,0.61392,24,0.08163,18,-0.3186,15,-0.6254,28,0.32399,28,0.33738
ENSG00000114978,MOB1A,88,2.32500,26,0.18292,5,-2.1671,10,-1.1433,45,1.08320,15,-0.6474,17,-0.4338,7,-1.6509,15,-0.6471,17,-0.4436,17,-0.4404
ENSG00000204843,DCTN1,27,-3.4288,240,-0.2096,261,-0.0836,280,0.02764,112,-1.3604,342,0.34257,259,-0.0951,202,-0.4760,352,0.42935,366,0.45251,392,0.62467
ENSG00000005448,WDR54,5,-2.4379,8,-1.6855,23,-0.1873,8,-1.6989,7,-1.8948,28,0.09302,26,0.02222,17,-0.6185,46,1.01903,47,0.93206,39,0.69073
ENSG00000114993,RTKN,4,-2.4703,148,3.52875,54,1.39624,8,-1.5320,20,-0.1896,2,-3.1104,0,-8.0677,40,0.88139,3,-2.9510,4,-2.5902,5,-2.1496
ENSG00000115274,INO80B,4,-3.1666,40,0.19500,14,-1.4093,28,-0.3215,28,-0.3560,34,-0.0717,89,1.52299,21,-0.7801,43,0.33948,63,0.93617,25,-0.5256
ENSG00000239779,WBP1,113,0.85961,73,0.14865,9,-2.9835,81,0.31239,165,1.50746,25,-1.4696,13,-2.3569,95,0.56826,82,0.37047,33,-1.0355,44,-0.6511
ENSG00000115307,AUP1,30,-0.8414,33,-0.6603,103,1.11437,14,-1.9374,48,-0.1103,47,-0.1567,37,-0.5215,58,0.17224,53,0.04428,63,0.31260,67,0.43893
ENSG00000115317,HTRA2,20,-0.6340,11,-1.4493,8,-1.8444,29,-0.0660,18,-0.7308,26,-0.1911,18,-0.7410,38,0.35065,26,-0.2498,75,1.50219,47,0.79662
ENSG00000135622,SEMA4F,0,-4.4740,6,-1.6104,10,-0.8559,13,-0.5664,12,-0.6280,21,0.20122,6,-1.7486,0,-6.2671,26,0.59605,24,0.37683,49,1.84622
ENSG00000115350,POLE4,220,1.52511,68,-0.3711,124,0.55549,115,0.44406,71,-0.3128,34,-1.4181,31,-1.5480,46,-0.9583,69,-0.3790,127,0.59841,78,-0.1780
ENSG00000115364,MRPL19,1,-4.5615,48,0.93464,44,0.78097,21,-0.3980,34,0.38250,38,0.54357,32,0.26362,10,-1.4892,17,-0.7217,7,-1.9352,40,0.69703
ENSG00000176204,LRRTM4,0,-5.1803,10,-1.6363,41,0.44413,10,-1.6262,14,-1.1457,40,0.41914,51,0.81074,0,-6.9692,71,1.57689,19,-0.7543,36,0.27175
ENSG00000066032,CTNNA2,12,-3.6921,37,-2.0236,45,-1.7438,156,0.11742,170,0.25133,193,0.45700,257,0.92628,87,-0.7745,149,0.04602,175,0.29688,225,0.79141
ENSG00000162951,LRRTM1,0,-4.8769,2,-3.4970,98,2.36495,11,-1.1446,8,-1.7248,17,-0.5903,16,-0.6488,28,0.20140,32,0.45867,16,-0.6778,31,0.35626
ENSG00000163541,SUCLG1,68,-0.6991,135,0.35077,97,-0.1728,40,-1.5118,85,-0.3647,126,0.24167,87,-0.3384,130,0.29041,88,-0.3501,190,0.90021,136,0.40162
ENSG00000034510,TMSB10,3577,0.95056,411,-2.3611,845,-1.2978,2317,0.24467,465,-2.1820,1337,-0.6073,635,-1.7211,1056,-0.9634,2092,0.09119,2607,0.43256,4175,1.39705
ENSG00000176407,KCMF1,76,0.11908,23,-1.6648,63,-0.1700,128,0.94871,43,-0.7609,46,-0.6631,51,-0.4854,118,0.81720,77,0.15234,74,0.08173,71,-0.0020
ENSG00000152291,TGOLN2,365,0.78633,225,0.01229,390,0.89313,80,-1.5573,115,-1.0133,283,0.37210,211,-0.0896,174,-0.3889,155,-0.6035,298,0.45691,227,0.02672
ENSG00000042445,RETSAT,62,1.28011,25,-0.1480,64,1.35359,13,-1.0997,47,0.81331,11,-1.3253,15,-0.8949,8,-1.8326,20,-0.5645,32,0.21270,23,-0.3409
ENSG00000168906,MAT2A,49,-0.8507,131,0.67619,154,0.93656,42,-1.0791,144,0.82706,36,-1.2923,61,-0.5291,102,0.26560,72,-0.2876,80,-0.1164,86,0.00655
ENSG00000115486,GGCX,110,2.23102,30,-0.0082,14,-1.1188,14,-1.1013,32,0.09273,26,-0.2203,23,-0.3649,20,-0.5795,24,-0.3294,8,-1.9159,31,0.04509
ENSG00000168894,RNF181,41,-0.4308,67,0.31053,56,0.01888,53,-0.0598,57,0.05366,32,-0.8069,22,-1.3724,80,0.60313,64,0.26536,41,-0.4305,68,0.36787
ENSG00000115525,ST3GAL5,2,-5.5799,78,-0.2511,70,-0.4194,63,-0.5943,38,-1.3555,68,-0.4734,130,0.53885,204,1.28944,130,0.59709,113,0.31504,88,-0.0790
ENSG00000132300,PTCD3,8,-2.9667,106,0.87897,51,-0.2853,36,-0.8201,102,0.81304,67,0.15121,83,0.47633,41,-0.6144,57,-0.1154,71,0.23977,58,-0.0858
ENSG00000132305,IMMT,49,-0.9445,65,-0.5154,111,0.32018,34,-1.4792,64,-0.5326,124,0.49372,90,-0.0137,85,-0.0872,79,-0.2149,99,0.14881,148,0.88734
ENSG00000132313,MRPL35,84,0.75580,33,-0.6925,65,0.32755,48,-0.1261,10,-2.3821,55,0.06982,47,-0.1750,49,-0.0994,64,0.34158,62,0.26375,50,-0.0804
ENSG00000068615,REEP1,110,0.37691,15,-2.6295,80,-0.1366,36,-1.3234,38,-1.2361,136,0.71257,98,0.19120,59,-0.5835,80,-0.1473,107,0.32285,145,0.92853
ENSG00000115548,KDM3A,0,-5.0158,44,0.74207,4,-2.8021,17,-0.7028,20,-0.4570,53,1.05024,93,2.05104,5,-2.5467,29,0.11182,6,-2.2794,28,0.04929
ENSG00000115561,CHMP3,297,-0.0772,182,-0.8290,74,-2.1492,358,0.21461,175,-0.8829,575,0.98642,659,1.21636,284,-0.1472,325,0.06900,350,0.18105,227,-0.5315
ENSG00000239305,RNF103,150,1.61338,64,0.18715,60,0.09964,20,-1.5355,24,-1.2849,38,-0.5999,14,-2.0649,133,1.39648,38,-0.6306,60,0.08653,47,-0.2927
ENSG00000153561,RMND5A,25,-1.1202,72,0.46793,33,-0.7056,58,0.13444,45,-0.2470,63,0.25243,52,-0.0261,38,-0.5224,62,0.27430,54,0.01805,63,0.29948
ENSG00000172086,KRCC1,87,1.40803,114,1.90777,36,-0.0238,20,-0.9210,39,0.09455,43,0.23339,45,0.31121,13,-1.5006,12,-1.6832,27,-0.4505,14,-1.5495
ENSG00000172005,MAL,10,-3.8406,1011,3.82174,570,2.39900,16,-3.2180,82,-0.8471,13,-3.5515,17,-3.1403,34,-2.1452,10,-4.0641,50,-1.5916,20,-2.9995
ENSG00000144029,MRPS5,4,-4.1646,112,0.49936,105,0.39865,63,-0.3939,54,-0.6278,96,0.25995,116,0.54890,77,-0.0866,89,0.14660,81,-0.0132,87,0.11191
ENSG00000144026,ZNF514,0,-4.4182,31,0.83495,9,-0.9696,10,-0.8493,26,0.60090,19,0.09380,16,-0.1832,22,0.33181,23,0.44050,32,0.88673,11,-0.8250
ENSG00000115041,KCNIP3,41,0.38923,8,-2.0536,54,0.80510,34,0.09548,36,0.16611,24,-0.4415,12,-1.4384,7,-2.1992,43,0.51250,52,0.76067,32,-0.0159
ENSG00000115042,FAHD2A,0,-5.0650,26,-0.1515,33,0.24654,30,0.10947,38,0.43817,21,-0.4506,27,-0.0933,40,0.53787,43,0.73000,20,-0.5619,24,-0.2724
ENSG00000232931,LINC00342,1,-5.1614,48,0.19391,69,0.75846,27,-0.7027,70,0.79294,51,0.28885,158,2.24394,7,-2.5308,32,-0.4809,20,-1.1394,19,-1.2530
ENSG00000174501,ANKRD36C,66,-1.2425,308,1.16589,225,0.64148,45,-1.8015,161,0.11215,210,0.52999,537,2.18188,87,-0.8263,80,-1.0226,75,-1.0644,39,-2.1137
ENSG00000084090,STARD7,239,0.64993,115,-0.5003,99,-0.7173,154,-0.0444,141,-0.1792,142,-0.1782,85,-0.9568,104,-0.6430,232,0.67004,189,0.27197,166,0.07725
ENSG00000135956,TMEM127,45,-0.1927,18,-1.5479,41,-0.3331,39,-0.3944,23,-1.2172,42,-0.2949,50,-0.0203,97,1.02628,67,0.48252,33,-0.6813,70,0.56066
ENSG00000144021,CIAO1,159,0.39171,115,-0.1179,164,0.44289,53,-1.2742,83,-0.6030,171,0.51586,122,-0.0166,115,-0.1115,129,0.07663,127,0.04280,120,-0.0551
ENSG00000144028,SNRNP200,94,0.43540,50,-0.5601,110,0.68528,45,-0.6938,81,0.19763,63,-0.1917,87,0.29923,27,-1.4618,77,0.13148,73,0.03392,72,0.02120
ENSG00000114982,KANSL3,80,1.22002,18,-1.0614,28,-0.4681,37,-0.0125,24,-0.6697,36,-0.0666,21,-0.8529,36,-0.0710,43,0.22632,60,0.74307,31,-0.3213
ENSG00000213337,ANKRD39,40,0.59649,25,-0.1053,14,-1.0161,33,0.29676,6,-2.2179,13,-1.1384,18,-0.5825,3,-3.0078,40,0.69585,30,0.17786,45,0.89799
ENSG00000168758,SEMA4C,0,-4.5673,35,0.89054,34,0.83033,6,-1.6571,29,0.57798,4,-2.4446,30,0.65854,7,-1.5834,20,0.02751,22,0.11491,26,0.45720
ENSG00000144199,FAHD2B,58,0.87345,32,-0.0713,74,1.29632,10,-1.7769,42,0.36513,19,-0.8128,7,-2.2639,24,-0.5005,41,0.36333,6,-2.4081,39,0.27685
ENSG00000135976,ANKRD36,183,0.82438,184,0.83346,150,0.49827,37,-1.6455,52,-1.1312,106,-0.0470,403,2.24137,42,-1.4353,74,-0.6438,47,-1.2806,35,-1.8002
ENSG00000230606,AC092683.1,66,0.66380,8,-2.4538,101,1.37246,26,-0.7497,40,-0.1329,62,0.55116,114,1.58267,16,-1.5306,42,-0.0759,24,-0.8858,13,-1.9080
ENSG00000196912,ANKRD36B,19,-1.1745,70,0.84837,106,1.54956,4,-3.2656,33,-0.3647,34,-0.3144,127,1.87330,55,0.44964,28,-0.6447,16,-1.4228,9,-2.3149
ENSG00000135940,COX5B,474,-0.3918,383,-0.7165,265,-1.2700,776,0.37631,470,-0.4074,339,-0.9005,373,-0.7590,1217,1.11805,761,0.38090,723,0.26364,702,0.23911
ENSG00000115073,ACTR1B,104,0.19134,25,-1.9657,55,-0.7930,84,-0.1458,60,-0.6647,57,-0.7310,18,-2.3884,122,0.43925,135,0.67683,168,0.96954,117,0.42187
ENSG00000075568,TMEM131,94,0.60525,72,0.19130,108,0.83719,23,-1.5158,32,-1.0520,89,0.51715,89,0.53236,27,-1.2968,36,-0.9131,134,1.19760,45,-0.5770
ENSG00000040933,INPP4A,11,-2.8605,16,-2.3101,83,0.13014,90,0.25596,54,-0.5315,75,-0.0256,63,-0.2891,78,0.02810,100,0.47013,105,0.49237,109,0.63001
ENSG00000183513,COA5,37,-0.7354,60,0.02682,37,-0.7373,92,0.68700,52,-0.1942,37,-0.7120,49,-0.2997,91,0.67019,64,0.12262,61,0.03805,65,0.14444
ENSG00000115446,UNC50,0,-5.1608,42,0.49433,74,1.45013,15,-1.0854,44,0.59250,20,-0.6538,12,-1.3931,4,-2.8064,23,-0.4414,48,0.72253,45,0.68299
ENSG00000071073,MGAT4A,11,-1.6600,19,-0.9474,55,0.69777,37,0.06260,17,-1.0573,51,0.58968,53,0.64078,8,-2.2222,44,0.37582,54,0.66519,33,-0.1159
ENSG00000196872,KIAA1211L,49,-1.2549,15,-2.9379,77,-0.5807,88,-0.3741,49,-1.2602,212,1.01953,177,0.71783,15,-2.9653,165,0.67970,193,0.86158,129,0.23253
ENSG00000135951,TSGA10,0,-4.6144,58,1.68407,10,-1.0109,15,-0.4987,36,0.85949,20,-0.0586,55,1.61454,0,-5.2135,13,-0.7466,25,0.32718,11,-0.9393
ENSG00000158411,MITD1,0,-4.3328,41,1.45216,36,1.18797,12,-0.4540,8,-1.0133,10,-0.7226,48,1.72252,0,-5.8858,17,-0.0063,8,-1.0730,10,-0.7575
ENSG00000185414,MRPL30,0,-5.3952,51,0.55548,44,0.33238,34,-0.0662,34,-0.0669,52,0.58411,29,-0.3301,40,0.17946,34,-0.0666,19,-0.9506,46,0.43969
ENSG00000115514,TXNDC9,18,-0.1308,18,-0.1053,6,-1.7487,8,-1.2131,11,-0.8891,9,-1.1956,4,-2.3538,23,0.25273,26,0.52428,44,1.30488,30,0.76415
ENSG00000158417,EIF5B,352,-0.2003,662,0.80466,470,0.25056,349,-0.2169,344,-0.2361,681,0.85140,778,1.07274,275,-0.5781,241,-0.8366,330,-0.3031,244,-0.8135
ENSG00000135945,REV1,1,-5.2175,60,0.62628,100,1.48790,7,-2.5835,28,-0.5413,44,0.14134,116,1.74521,17,-1.3067,37,-0.1323,27,-0.6122,25,-0.7532
ENSG00000144218,AFF3,0,-5.9106,16,-1.7276,84,0.77963,66,0.38619,22,-1.2537,54,0.08145,59,0.21334,67,0.42701,44,-0.2504,83,0.75577,64,0.37801
ENSG00000170500,LONRF2,47,-1.7897,34,-2.2635,106,-0.5975,142,-0.1471,69,-1.2290,264,0.84008,127,-0.3128,196,0.36381,192,0.36318,247,0.73312,205,0.47877
ENSG00000115526,CHST10,57,1.16311,9,-1.6360,3,-3.1716,11,-1.3716,21,-0.4102,23,-0.2947,26,-0.0712,17,-0.7185,49,1.01530,14,-0.9762,40,0.65491
ENSG00000115539,PDCL3,67,1.52617,37,0.54415,13,-0.9964,42,0.74000,13,-1.0503,28,0.10550,14,-0.9298,12,-1.1327,18,-0.6040,6,-2.2121,36,0.56381
ENSG00000170485,NPAS2,0,-5.5464,4,-3.3866,16,-1.3484,50,0.36966,56,0.52723,41,0.04499,53,0.44494,33,-0.2640,49,0.35794,93,1.38922,36,-0.1582
ENSG00000071082,RPL31,1176,0.29257,991,0.02237,735,-0.4399,2117,1.26276,1582,0.77149,573,-0.8173,577,-0.8077,667,-0.5877,1101,0.20591,741,-0.4279,670,-0.6247
ENSG00000163162,RNF149,111,2.05116,31,-0.0881,39,0.26173,11,-1.5507,26,-0.3544,18,-0.9249,24,-0.4953,52,0.72043,23,-0.5627,32,-0.0476,19,-0.9120
ENSG00000175874,CREG2,54,-3.1106,83,-2.4841,135,-1.7712,351,-0.3431,74,-2.6442,1170,1.63345,602,0.50590,103,-2.1700,591,0.52605,651,0.63126,643,0.68261
ENSG00000071054,MAP4K4,134,-0.7150,864,2.44001,361,0.84667,218,0.03376,177,-0.2825,206,-0.0499,225,0.08505,145,-0.5940,80,-1.5589,105,-1.0697,87,-1.4375
ENSG00000233639,PANTR1,0,-5.0407,32,0.20756,5,-2.5185,39,0.50691,46,0.78461,21,-0.4469,66,1.40765,36,0.38253,46,0.87905,1,-4.0845,13,-1.2328
ENSG00000198914,POU3F3,53,-0.5587,153,1.12274,30,-1.4023,98,0.38466,153,1.11364,42,-0.9289,205,1.63241,61,-0.3462,52,-0.6496,25,-1.6751,36,-1.2000
ENSG00000135972,MRPS9,0,-5.2815,49,0.63233,34,0.03991,19,-0.8050,35,0.10336,41,0.35291,44,0.44971,37,0.17579,25,-0.4273,44,0.45934,37,0.17753
ENSG00000135966,TGFBRAP1,18,-0.1252,29,0.62861,4,-2.1246,14,-0.5137,18,-0.1044,17,-0.1682,14,-0.4883,13,-0.5874,27,0.56088,25,0.38188,23,0.29081
ENSG00000135974,C2orf49,0,-5.7253,96,1.22802,54,0.28211,29,-0.6684,27,-0.7735,83,0.98601,95,1.20830,71,0.72783,22,-1.1464,40,-0.1819,23,-1.1027
ENSG00000115641,FHL2,20,0.10199,1,-4.2501,2,-3.0979,14,-0.4599,4,-2.3306,17,-0.1183,15,-0.3668,0,-6.2738,24,0.42840,39,1.16432,43,1.52465
ENSG00000071051,NCK2,8,-2.4643,10,-2.1703,38,-0.2079,59,0.47063,15,-1.5860,54,0.31796,40,-0.1534,65,0.63461,59,0.52074,46,0.07823,58,0.48647
ENSG00000115652,UXS1,0,-5.3058,29,-0.2373,41,0.31008,26,-0.3851,25,-0.4416,55,0.79275,64,1.04472,14,-1.3424,20,-0.8072,41,0.30651,50,0.70166
ENSG00000135968,GCC2,114,-2.2296,418,-0.2937,432,-0.2436,384,-0.4237,122,-2.1310,1528,1.85992,878,0.88725,758,0.64545,260,-1.0807,484,-0.0692,467,-0.1342
ENSG00000169756,LIMS1,99,2.18639,53,1.06882,26,-0.0529,12,-1.2565,37,0.45863,18,-0.5894,54,1.09284,4,-2.7344,6,-2.2867,8,-1.8760,16,-0.8520
ENSG00000153201,RANBP2,0,-7.2788,123,-0.1846,191,0.50363,65,-1.1500,81,-0.8198,243,0.89205,224,0.75747,138,-0.0082,142,0.03437,134,-0.0545,162,0.26225
ENSG00000186522,SEPTIN10,153,3.23636,105,2.36889,30,0.19876,4,-2.6920,8,-1.6693,6,-2.2407,19,-0.5145,0,-6.7546,3,-3.1524,2,-3.7793,6,-2.3535
ENSG00000175701,MTLN,150,0.67612,48,-1.0720,22,-2.2216,97,-0.0175,72,-0.4844,42,-1.2932,52,-0.9767,185,1.01928,130,0.49297,86,-0.2077,132,0.50835
