Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000163510,CWC22,96,0.84942,54,-0.2778,54,-0.0940,46,-0.3600
ENSG00000170035,UBE2E3,54,-1.0724,129,0.95300,70,-0.6832,75,-0.5847
ENSG00000162992,NEUROD1,0,-8.8342,34,4.52942,2,-3.2200,1,-4.0133
ENSG00000138434,ITPRID2,107,1.08087,45,-0.8251,42,-0.4707,91,0.79153
ENSG00000115252,PDE1A,204,1.50636,81,-0.2464,67,-0.3906,18,-2.3952
ENSG00000077232,DNAJC10,63,-0.1901,77,0.44536,33,-1.1626,74,0.08338
ENSG00000162998,FRZB,7,-1.6922,18,-0.6916,8,-1.4860,71,2.21239
ENSG00000061676,NCKAP1,113,-1.7258,427,1.19863,271,-0.3934,173,-1.0870
ENSG00000170396,ZNF804A,6,-2.4829,40,1.57349,21,-0.6003,12,-1.3811
ENSG00000065548,ZC3H15,265,-0.2241,341,0.56061,268,-0.2029,160,-1.0070
ENSG00000138448,ITGAV,149,0.78307,61,-1.3823,79,-0.2693,248,1.74225
ENSG00000144369,FAM171B,121,-1.0346,253,0.37465,184,-0.3834,281,0.29990
ENSG00000144366,GULP1,9,-1.6734,38,2.05037,6,-2.2496,11,-1.4281
ENSG00000204262,COL5A2,4,-2.5864,37,2.70285,3,-3.2750,9,-1.6548
ENSG00000115368,WDR75,41,0.61467,29,0.14152,13,-1.2379,26,-0.1552
ENSG00000138381,ASNSD1,55,0.15382,55,0.49342,35,-0.5375,27,-0.9516
ENSG00000128699,ORMDL1,45,-0.3098,60,0.42724,32,-0.8491,57,0.04970
ENSG00000064933,PMS1,27,-0.0331,28,0.02401,25,-0.1916,31,0.15440
ENSG00000198130,HIBCH,68,1.29052,22,-1.1791,23,-0.4915,62,1.13322
ENSG00000151689,INPP1,150,2.07785,35,-1.0828,28,-0.8383,45,-0.1133
ENSG00000151690,MFSD6,236,0.46120,206,0.75073,74,-1.3687,58,-1.7392
ENSG00000138386,NAB1,40,0.11724,31,-0.7216,55,0.64974,57,0.69774
ENSG00000115419,GLS,60,-2.2348,336,1.69816,153,-0.8251,97,-1.5207
ENSG00000115415,STAT1,66,-0.0864,77,0.45756,40,-0.8556,61,-0.2190
ENSG00000138378,STAT4,0,-5.2279,40,2.54937,9,-1.6956,10,-1.6535
ENSG00000128641,MYO1B,8,-2.0343,38,0.81094,27,-0.3003,29,-0.1694
ENSG00000168497,CAVIN2,44,0.65312,12,-2.3332,41,0.53249,106,2.40589
ENSG00000144339,TMEFF2,144,1.22384,75,0.27300,28,-1.3927,13,-2.5247
ENSG00000196950,SLC39A10,93,-1.8599,383,1.15590,291,-0.1135,130,-1.3609
ENSG00000118997,DNAH7,2,-2.6953,16,0.71104,2,-2.4422,24,0.93194
ENSG00000138411,HECW2,92,0.62037,71,0.51072,34,-0.9661,22,-1.6444
ENSG00000119041,GTF3C3,48,0.88558,30,0.20238,7,-2.1532,22,-0.3739
ENSG00000197121,PGAP1,19,-0.9513,43,1.01464,21,-0.8147,23,-0.7028
ENSG00000115524,SF3B1,201,0.49356,142,-0.2081,120,-0.3508,171,0.22149
ENSG00000115520,COQ10B,31,-0.5387,54,1.04352,30,-0.6201,16,-1.5560
ENSG00000144381,HSPD1,269,0.17012,238,-0.0752,202,-0.2862,281,0.24148
ENSG00000115541,HSPE1,232,0.12979,221,0.14332,116,-0.9657,253,0.27235
ENSG00000115540,MOB4,36,-1.0661,83,0.78109,62,-0.2209,46,-0.6839
ENSG00000162944,RFTN2,125,2.57776,7,-3.4131,28,-0.2263,93,1.89959
ENSG00000115896,PLCL1,195,2.17262,51,-0.5803,17,-1.8719,18,-1.8134
ENSG00000119042,SATB2,30,-1.1309,80,1.66348,30,-1.1211,15,-2.1183
ENSG00000225953,SATB2-AS1,8,-1.6678,33,1.70832,18,-0.5384,3,-2.9789
ENSG00000178074,C2orf69,77,-0.0340,80,0.11813,79,0.01703,66,-0.2635
ENSG00000162972,MAIP1,4,-2.2373,26,1.33926,8,-1.3765,17,-0.2815
ENSG00000196141,SPATS2L,81,-0.6514,134,0.45586,129,0.08430,84,-0.5951
ENSG00000082153,BZW1,171,0.31738,138,-0.0678,140,-0.0075,125,-0.1941
ENSG00000013441,CLK1,214,1.64944,69,-0.7315,49,-0.8428,81,-0.0643
ENSG00000240344,PPIL3,16,-0.4564,24,0.60131,11,-0.9742,20,-0.0980
ENSG00000196290,NIF3L1,18,-0.5523,29,0.71871,11,-1.2805,24,-0.0831
ENSG00000115942,ORC2,28,0.64742,18,-0.1997,15,-0.3346,19,-0.0037
ENSG00000155744,FAM126B,27,-1.8523,107,0.80349,106,0.24301,50,-0.9605
ENSG00000119013,NDUFB3,97,-0.5432,145,0.29628,161,0.27103,97,-0.5375
ENSG00000003402,CFLAR,118,1.72888,18,-2.4056,62,0.54841,112,1.62648
ENSG00000115993,TRAK2,106,0.90379,56,-0.3867,70,0.18283,45,-0.4943
ENSG00000082146,STRADB,24,0.59000,16,-0.1596,10,-0.7200,19,0.25062
ENSG00000155755,TMEM237,34,-0.3101,45,0.37424,27,-0.6425,42,0.02226
ENSG00000003393,ALS2,20,-0.9946,43,0.71152,26,-0.5802,33,-0.2067
ENSG00000116030,SUMO1,61,-1.4153,178,0.78091,139,-0.1529,110,-0.5319
ENSG00000055044,NOP58,86,0.19267,79,0.13024,53,-0.5718,77,-0.0015
ENSG00000204217,BMPR2,80,-1.6789,282,0.91934,203,-0.2548,164,-0.5896
ENSG00000138439,FAM117B,14,-0.8485,26,0.55782,27,0.22810,13,-0.9462
ENSG00000163596,ICA1L,36,-1.1085,87,0.78582,52,-0.5645,62,-0.3015
ENSG00000138442,WDR12,21,-0.8229,43,0.94411,27,-0.4630,18,-1.0447
ENSG00000138380,CARF,26,0.84158,14,-0.4542,14,-0.1988,18,0.19699
ENSG00000144426,NBEAL1,31,1.24914,8,-1.6619,4,-1.8753,48,2.11153
ENSG00000138443,ABI2,197,-0.8887,393,0.64363,277,-0.3566,281,-0.3331
ENSG00000173166,RAPH1,12,-1.7536,51,1.99915,24,-0.7482,2,-4.3329
ENSG00000118257,NRP2,19,0.04134,18,0.00647,8,-1.1940,27,0.67695
ENSG00000114933,INO80D,42,0.96878,22,-0.2770,15,-0.6554,23,-0.0581
ENSG00000023228,NDUFS1,170,-0.3992,237,0.39727,222,0.03108,148,-0.6173
ENSG00000114942,EEF1B2,378,0.23360,289,-0.4856,470,0.59641,368,0.18892
ENSG00000204186,ZDBF2,24,-1.2602,68,1.36659,34,-0.7117,20,-1.5149
ENSG00000114948,ADAM23,15,-2.7956,132,2.19314,51,-1.0111,19,-2.4423
ENSG00000118246,FASTKD2,23,-0.8823,48,0.82972,27,-0.6682,31,-0.4633
ENSG00000118263,KLF7,55,0.71208,33,-0.2518,37,0.07478,28,-0.3937
ENSG00000118260,CREB1,66,0.57231,45,-0.1346,35,-0.4699,49,0.05416
ENSG00000144401,METTL21A,12,-0.6847,20,0.57986,14,-0.4320,15,-0.2736
ENSG00000163249,CCNYL1,10,-0.8696,22,1.05033,7,-1.4158,14,-0.4154
ENSG00000178385,PLEKHM3,27,-1.0223,60,0.68390,58,0.18035,26,-1.0939
ENSG00000188674,C2orf80,2,-5.0769,114,2.30311,46,-0.9493,20,-2.1438
ENSG00000138413,IDH1,24,0.46399,14,-0.8165,6,-1.5987,46,1.64855
ENSG00000115020,PIKFYVE,44,0.17235,37,-0.2534,31,-0.3584,57,0.61983
ENSG00000078018,MAP2,634,-1.7482,1810,-0.3270,5133,1.71080,1046,-0.9898
ENSG00000144406,UNC80,45,-1.8156,169,0.74759,140,-0.0749,117,-0.3539
ENSG00000197713,RPE,21,-0.2459,25,-0.0332,26,0.07928,29,0.21188
ENSG00000115365,LANCL1,318,0.87061,193,0.07443,162,-0.2554,70,-1.5425
ENSG00000178568,ERBB4,86,0.01580,75,-0.4789,83,-0.0327,145,0.90414
ENSG00000144451,SPAG16,86,0.83606,40,-0.8946,66,0.39674,74,0.58612
ENSG00000138363,ATIC,46,0.10072,44,0.09207,27,-0.7380,51,0.27514
ENSG00000115414,FN1,25,-0.6709,19,-2.0427,61,0.75120,151,2.57336
ENSG00000079246,XRCC5,212,0.40140,171,0.13911,110,-0.6572,145,-0.2167
ENSG00000260804,LINC01963,17,-1.5827,61,1.64293,18,-1.4776,23,-1.1030
ENSG00000138375,SMARCAL1,17,0.18511,15,0.07545,19,0.34118,8,-0.9523
ENSG00000197756,RPL37A,2290,0.33940,1357,-1.0826,3550,1.10306,2785,0.67200
ENSG00000115457,IGFBP2,4,-3.0499,47,1.86866,21,-0.8473,13,-1.5627
ENSG00000115461,IGFBP5,369,2.05833,56,-2.1255,15,-3.0619,354,1.96906
ENSG00000079308,TNS1,54,1.38196,6,-3.3054,21,-0.1906,108,2.92669
ENSG00000163466,ARPC2,148,-0.7915,276,0.59552,220,-0.1730,180,-0.4949
ENSG00000127837,AAMP,44,-0.7207,78,0.47728,57,-0.3362,66,-0.1121
ENSG00000127838,PNKD,65,-1.1087,142,0.33078,112,-0.2658,161,0.32645
ENSG00000135926,TMBIM1,74,2.10188,8,-2.6002,16,-0.5860,69,1.95149
ENSG00000144579,CTDSP1,32,0.97320,8,-2.1481,16,-0.1811,65,2.37123
ENSG00000135913,USP37,39,1.49709,13,-0.7492,12,-0.4544,16,0.01652
ENSG00000144580,CNOT9,38,0.36318,33,0.39019,9,-1.8688,29,-0.0983
ENSG00000074582,BCS1L,17,0.09599,17,0.35104,5,-1.7208,18,0.22175
ENSG00000163481,RNF25,7,-1.2075,18,0.82644,9,-0.8064,14,-0.1398
ENSG00000135929,CYP27A1,100,3.30182,3,-3.7647,11,-0.9175,46,1.47258
ENSG00000171450,CDK5R2,11,-3.0564,110,1.86380,58,-0.5851,21,-2.0618
ENSG00000115649,CNPPD1,42,1.42231,14,-0.8484,13,-0.5663,24,0.43977
ENSG00000144567,RETREG2,93,-1.1616,237,1.04748,136,-0.5804,114,-0.8530
ENSG00000158552,ZFAND2B,19,-0.6361,30,0.30443,15,-1.0102,40,0.55687
ENSG00000115657,ABCB6,14,-1.1909,34,0.64659,14,-1.1604,37,0.34731
ENSG00000198925,ATG9A,53,-0.5094,86,0.86289,43,-0.8159,45,-0.7627
ENSG00000163516,ANKZF1,20,0.62355,14,0.01097,9,-0.5425,11,-0.3181
ENSG00000115661,STK16,5,-1.7130,17,0.17535,25,0.63603,16,-0.0534
ENSG00000127824,TUBA4A,43,-2.9254,406,2.26120,140,-1.1858,70,-2.2172
ENSG00000135924,DNAJB2,227,1.27223,93,-0.5689,88,-0.3366,101,-0.1087
ENSG00000054356,PTPRN,18,-3.6813,293,2.15497,119,-0.9422,59,-2.0046
ENSG00000123992,DNPEP,15,-0.0447,12,-0.9454,18,0.29067,35,1.41379
ENSG00000072195,SPEG,2,-2.9985,21,0.10013,33,0.80755,23,0.16853
ENSG00000144591,GMPPA,7,-0.9271,13,-0.0932,18,0.50271,16,0.32887
ENSG00000123989,CHPF,34,-0.7401,59,0.45913,19,-1.5928,77,0.57842
ENSG00000188760,TMEM198,6,-1.2942,19,1.47872,10,-0.6645,4,-1.9893
ENSG00000124006,OBSL1,16,-1.6384,49,0.25554,36,-0.3655,70,0.69346
ENSG00000114923,SLC4A3,10,-2.0688,49,0.90115,36,-0.2049,31,-0.4390
ENSG00000116106,EPHA4,11,-3.9784,231,2.38307,85,-1.0671,35,-2.3895
ENSG00000267034,AC010980.1,0,-6.4173,18,1.58585,12,-0.1991,5,-1.4714
ENSG00000163082,SGPP2,5,-2.3486,30,1.19022,19,-0.4030,15,-0.7448
ENSG00000116120,FARSB,22,-1.6039,79,1.19752,56,-0.2166,24,-1.4982
ENSG00000123983,ACSL3,145,-0.9630,324,1.04860,184,-0.5962,140,-1.0206
ENSG00000171951,SCG2,70,-2.2889,384,1.17698,192,-0.7709,247,-0.3753
ENSG00000085449,WDFY1,52,0.51985,37,-0.0982,33,-0.2022,33,-0.1917
ENSG00000135900,MRPL44,22,-0.4293,34,0.80106,17,-0.7996,18,-0.7090
ENSG00000135919,SERPINE2,78,-1.5743,189,-0.5027,78,-1.5786,649,2.00580
ENSG00000036257,CUL3,61,-0.8978,123,0.64833,84,-0.4022,90,-0.2930
ENSG00000135905,DOCK10,207,3.83344,8,-3.4021,24,-0.6293,40,0.20063
ENSG00000169047,IRS1,2,-2.6574,16,0.58332,13,-0.1665,17,0.26478
ENSG00000168958,MFF,88,-0.3076,102,-0.1979,111,0.06501,152,0.57653
ENSG00000173744,AGFG1,88,0.18251,81,0.12052,61,-0.3938,74,-0.1080
ENSG00000153820,SPHKAP,6,-1.5230,21,1.10701,14,-0.3853,9,-0.9857
ENSG00000153823,PID1,13,-1.2917,33,0.25038,45,0.61300,24,-0.3939
ENSG00000187957,DNER,330,1.26421,114,-1.1178,147,-0.1195,266,0.87313
ENSG00000153827,TRIP12,152,0.29342,135,0.26629,97,-0.4361,87,-0.5990
ENSG00000163053,SLC16A14,8,-1.8456,34,1.32318,15,-0.8770,17,-0.7493
ENSG00000135932,CAB39,83,-1.0323,192,0.98778,121,-0.4520,86,-0.9685
ENSG00000135916,ITM2C,251,-0.8690,425,-0.0998,420,-0.0583,696,0.78931
ENSG00000204128,C2orf72,27,-0.4524,35,-0.1657,32,-0.1777,57,0.77408
ENSG00000173692,PSMD1,209,-0.1924,271,0.72137,147,-0.7460,137,-0.8528
ENSG00000135931,ARMC9,3,-2.0888,16,1.91031,7,-0.9437,3,-2.1262
ENSG00000115053,NCL,890,0.81256,497,-0.3928,545,-0.0128,524,-0.0753
ENSG00000187514,PTMA,4076,2.11779,775,-1.5776,1338,0.06221,1525,0.27809
ENSG00000156973,PDE6D,21,-0.2035,24,-0.1552,12,-1.1341,46,1.05224
ENSG00000144524,COPS7B,29,0.57238,19,-0.2390,22,0.11932,17,-0.2548
ENSG00000144535,DIS3L2,22,0.88091,13,-0.0528,11,-0.1761,6,-1.1087
ENSG00000135930,EIF4E2,46,-0.3337,61,0.37149,60,0.10799,35,-0.7363
ENSG00000115468,EFHD1,472,3.54168,18,-3.6647,52,-0.8109,162,1.04012
ENSG00000204120,GIGYF2,140,0.57135,91,-0.3456,108,0.15029,98,-0.0155
ENSG00000182600,SNORC,217,0.45815,53,-2.8528,120,-0.4984,823,3.32066
ENSG00000066248,NGEF,27,-3.3857,339,1.89916,166,-0.6837,79,-1.8202
ENSG00000085978,ATG16L1,13,-0.7912,27,1.12416,12,-0.9625,11,-0.9968
ENSG00000085982,USP40,49,1.83371,7,-2.2415,18,0.02787,44,1.64831
ENSG00000188042,ARL4C,25,-2.4431,141,0.59308,166,0.47454,88,-0.5533
ENSG00000157985,AGAP1,273,0.96459,111,-1.1219,307,1.17805,145,-0.0984
ENSG00000132321,IQCA1,58,0.48224,38,-0.4410,39,-0.1731,61,0.56290
ENSG00000198612,COPS8,54,-1.2441,138,0.70241,98,-0.3258,102,-0.2647
ENSG00000124831,LRRFIP1,43,-1.0041,90,0.43899,83,0.02787,72,-0.2063
ENSG00000132329,RAMP1,44,-1.2265,82,-0.6024,72,-0.4539,258,1.75841
ENSG00000184182,UBE2F,24,-1.0139,46,-0.0615,80,0.90832,39,-0.2592
ENSG00000132323,ILKAP,49,0.61532,34,0.02406,25,-0.4884,26,-0.3894
ENSG00000144485,HES6,45,0.58905,24,-0.9775,40,0.38788,56,0.97519
ENSG00000132326,PER2,24,-0.6681,41,0.61105,27,-0.4533,30,-0.3371
ENSG00000204104,TRAF3IP1,37,-0.1300,39,-0.0792,62,0.74114,25,-0.7248
ENSG00000065802,ASB1,23,-0.2279,23,-0.5949,39,0.61431,42,0.74495
ENSG00000068024,HDAC4,19,-0.6781,27,-0.2939,38,0.45427,42,0.62214
ENSG00000130414,NDUFA10,107,-0.4736,170,0.89294,100,-0.5769,67,-1.1814
ENSG00000172428,COPS9,267,-0.7727,439,0.04326,594,0.51681,418,-0.0638
ENSG00000063660,GPC1,34,-1.1382,80,0.61124,74,0.06506,49,-0.5789
ENSG00000188542,DUSP28,11,-0.7022,20,0.73668,18,0.12197,6,-1.5955
ENSG00000130294,KIF1A,339,-0.1769,367,-0.1291,614,0.81254,252,-0.6469
ENSG00000122085,MTERF4,35,0.29223,26,-0.4698,31,0.08955,42,0.59711
ENSG00000115685,PPP1R7,59,-1.5135,187,0.94497,133,-0.2694,99,-0.7258
ENSG00000115677,HDLBP,157,-0.1147,177,0.20065,135,-0.3628,169,-0.0003
ENSG00000168385,SEPTIN2,355,1.54473,75,-1.9610,147,-0.0015,375,1.65455
ENSG00000006607,FARP2,44,1.86793,10,-1.2145,9,-0.7984,22,0.57254
ENSG00000115694,STK25,61,-0.8337,111,0.31868,111,0.11323,95,-0.1455
ENSG00000176720,BOK,216,4.20871,9,-3.0894,25,-0.4573,8,-2.1023
ENSG00000176946,THAP4,28,-0.7097,49,0.51067,40,-0.1266,34,-0.4089
ENSG00000168397,ATG4B,28,-0.7069,52,0.80631,24,-0.9779,36,-0.3109
ENSG00000168395,ING5,37,-0.0098,36,-0.0818,33,-0.1496,45,0.31209
ENSG00000180902,D2HGDH,6,-2.1183,27,-0.0345,27,-0.0160,50,1.00613
ENSG00000134121,CHL1,81,-2.0978,413,1.62300,151,-1.1720,169,-1.0024
ENSG00000144619,CNTN4,15,-1.8852,72,2.22447,21,-1.4357,9,-2.6331
ENSG00000072756,TRNT1,13,-0.4096,17,0.09804,16,-0.0345,19,0.17452
ENSG00000113851,CRBN,135,0.44329,107,0.15380,74,-0.5361,79,-0.4199
ENSG00000175928,LRRN1,13,-0.7575,23,0.39905,18,-0.2333,21,-0.0167
ENSG00000150995,ITPR1,63,-2.5156,389,0.88458,366,0.16745,204,-0.7627
ENSG00000134107,BHLHE40,8,-3.4843,112,1.48935,57,-0.6852,54,-0.7769
ENSG00000134108,ARL8B,100,-0.8287,196,0.73135,139,-0.3237,115,-0.6264
ENSG00000134109,EDEM1,9,-0.8354,19,0.69099,15,-0.1186,10,-0.7821
ENSG00000196277,GRM7,2,-3.4056,33,2.43739,14,-0.8465,1,-3.9811
ENSG00000196220,SRGAP3,26,-1.5227,87,1.10270,57,-0.3497,37,-1.0259
ENSG00000206573,THUMPD3-AS1,35,0.41045,26,-0.1717,21,-0.3950,32,0.27031
ENSG00000134077,THUMPD3,53,0.61146,33,-0.4091,42,0.21403,37,0.01340
ENSG00000168137,SETD5,81,0.42953,60,-0.1717,59,-0.0896,62,-0.0006
ENSG00000156959,LHFPL4,3,-3.1716,39,1.45803,30,-0.0372,8,-1.9326
ENSG00000163719,MTMR14,18,0.24582,16,0.25910,4,-1.9258,18,0.30468
ENSG00000144550,CPNE9,1,-4.3142,26,2.07736,14,-0.4756,3,-2.8360
ENSG00000114026,OGG1,24,0.78286,12,-0.8247,9,-0.8062,30,1.22365
ENSG00000134072,CAMK1,14,-2.2797,82,1.89430,25,-1.3948,27,-1.3073
ENSG00000171148,TADA3,28,-1.3625,69,0.02453,85,0.34545,90,0.45353
ENSG00000241553,ARPC4,56,-1.1077,136,0.91872,77,-0.6329,82,-0.5284
ENSG00000156990,RPUSD3,22,-0.5954,34,0.38754,27,-0.2264,29,-0.1134
ENSG00000171135,JAGN1,30,0.62627,19,-0.2780,16,-0.4134,24,0.25626
ENSG00000163703,CRELD1,22,-1.7140,90,1.70726,18,-2.0458,41,-0.8065
ENSG00000163704,PRRT3,13,-1.4579,41,1.26913,24,-0.4831,13,-1.3675
ENSG00000125037,EMC3,66,-0.7632,128,1.02149,59,-0.9367,65,-0.7827
ENSG00000254999,BRK1,83,-1.3137,221,0.66191,201,0.06284,134,-0.5880
ENSG00000157014,TATDN2,27,-0.7330,51,0.75033,19,-1.2634,43,-0.0208
ENSG00000157020,SEC13,40,-0.0611,43,0.18536,21,-1.0613,53,0.40388
ENSG00000157087,ATP2B2,43,-3.1099,445,1.72977,270,-0.3775,89,-2.0677
ENSG00000157103,SLC6A1,185,-0.3033,170,-0.9553,209,-0.1071,598,1.75206
ENSG00000196639,HRH1,3,-2.1620,15,0.66935,12,-0.1201,13,-0.0329
ENSG00000197548,ATG7,15,-0.6618,28,0.83054,14,-0.8367,17,-0.5075
ENSG00000144560,VGLL4,24,-1.1932,47,-0.3312,58,0.19839,97,1.07873
ENSG00000157152,SYN2,46,-2.8671,367,1.02562,412,0.49989,82,-2.0091
ENSG00000075975,MKRN2,17,-1.1270,41,0.72139,38,0.10837,19,-0.9745
ENSG00000132155,RAF1,33,0.16225,28,-0.2978,21,-0.5510,49,0.80605
ENSG00000144712,CAND2,12,-0.8748,26,0.89612,9,-1.3763,20,-0.1379
ENSG00000144713,RPL32,1272,0.14711,897,-0.9155,2012,0.93043,1792,0.72653
ENSG00000144711,IQSEC1,104,-1.3551,247,-0.0392,375,0.68069,283,0.20455
ENSG00000163517,HDAC11,143,1.51672,50,-0.6636,59,-0.0347,38,-0.7368
ENSG00000163528,CHCHD4,9,-1.4139,24,0.24112,39,0.94609,11,-1.0115
ENSG00000170876,TMEM43,23,-0.2908,30,0.38643,8,-1.9212,38,0.52022
ENSG00000154767,XPC,94,1.57247,29,-0.9609,23,-0.7649,53,0.53897
ENSG00000170860,LSM3,93,-0.1100,93,-0.2745,128,0.41620,117,0.25910
ENSG00000131389,SLC6A6,20,0.43913,16,0.24568,19,0.35776,1,-3.1761
ENSG00000154781,CCDC174,76,1.22910,27,-1.1097,41,0.15320,57,0.71592
ENSG00000225733,FGD5-AS1,161,0.48688,96,-0.7946,163,0.50650,178,0.65666
ENSG00000177463,NR2C2,42,-0.3429,51,-0.0637,73,0.56970,45,-0.2183
ENSG00000131368,MRPS25,24,-1.5532,76,0.60548,54,-0.3379,71,0.07705
ENSG00000131381,RBSN,61,-0.4028,78,-0.0361,104,0.45506,76,-0.0722
ENSG00000131375,CAPN7,28,0.35271,22,-0.0526,14,-0.7818,28,0.33345
ENSG00000131370,SH3BP5,203,0.94292,118,0.06656,98,-0.2693,37,-1.7660
ENSG00000206562,METTL6,19,-0.0761,21,0.15990,13,-0.7032,24,0.28119
ENSG00000144597,EAF1,18,-0.9517,38,0.66485,31,-0.1438,23,-0.5748
ENSG00000131373,HACL1,12,-0.5154,19,0.58427,9,-0.9224,16,-0.0489
ENSG00000206560,ANKRD28,64,0.39735,51,0.11979,38,-0.4439,40,-0.3444
ENSG00000131386,GALNT15,201,3.42900,7,-3.8283,21,-0.9503,84,1.35301
ENSG00000154813,DPH3,34,0.24541,28,-0.1293,44,0.68119,15,-1.0343
ENSG00000131378,RFTN1,9,-2.1590,51,1.87506,19,-1.1099,13,-1.6624
ENSG00000154822,PLCL2,26,-0.8834,55,1.13146,34,-0.4361,15,-1.6705
ENSG00000131374,TBC1D5,101,0.42154,68,-0.5337,97,0.35410,98,0.36587
ENSG00000182568,SATB1,48,-1.9720,199,0.64338,251,0.59972,82,-1.1781
ENSG00000183960,KCNH8,140,5.89442,1,-4.8796,2,-2.7209,5,-1.7294
ENSG00000144566,RAB5A,118,-0.0703,125,0.07576,132,0.11406,107,-0.2316
ENSG00000114166,KAT2B,148,1.56391,26,-2.3101,59,-0.0352,183,2.00469
ENSG00000151789,ZNF385D,19,-1.9820,74,0.28763,99,0.59627,63,-0.1543
ENSG00000182247,UBE2E2,52,-0.5684,89,0.95770,54,-0.4958,30,-1.3886
ENSG00000170142,UBE2E1,124,0.97456,59,-0.6437,64,-0.1368,87,0.37265
ENSG00000197885,NKIRAS1,27,-1.4699,87,1.25796,62,-0.1947,19,-1.9528
ENSG00000174748,RPL15,728,-0.3410,871,-0.1387,1149,0.40222,1000,0.17190
ENSG00000174738,NR1D2,64,-0.6746,110,0.56472,83,-0.2618,75,-0.4169
ENSG00000151090,THRB,20,-3.0537,193,1.39655,145,-0.0929,55,-1.5898
ENSG00000077092,RARB,0,-3.9234,16,1.41248,9,-0.4626,7,-0.8043
ENSG00000077097,TOP2B,233,0.27801,192,-0.0914,207,0.08067,176,-0.1828
ENSG00000151092,NGLY1,18,-0.2363,26,1.37068,6,-1.7449,5,-2.0080
ENSG00000179796,LRRC3B,12,-0.4692,12,-0.9855,15,-0.1087,45,1.85111
ENSG00000033867,SLC4A7,32,-1.0927,57,-0.5132,140,1.31862,72,0.17140
ENSG00000187118,CMC1,22,-0.4168,32,0.53010,31,0.12956,13,-1.2093
ENSG00000163512,AZI2,95,-0.0903,97,-0.1580,161,0.78016,69,-0.5974
ENSG00000144642,RBMS3,21,-0.2042,17,-1.1790,37,0.71372,57,1.51320
ENSG00000163527,STT3B,101,0.78702,67,0.25473,21,-1.6854,45,-0.5141
ENSG00000144645,OSBPL10,1,-3.7521,17,0.98255,19,0.45469,6,-1.3581
ENSG00000152642,GPD1L,26,-1.3726,79,1.17607,51,-0.3712,27,-1.3413
ENSG00000091317,CMTM6,25,0.83251,9,-1.3994,16,0.08947,37,1.56005
ENSG00000144635,DYNC1LI1,53,-0.7580,99,0.74277,77,-0.1640,47,-0.9476
ENSG00000182973,CNOT10,14,0.06498,16,0.68676,12,-0.1750,2,-2.4957
ENSG00000170266,GLB1,11,-0.8058,20,0.50181,12,-0.6444,19,0.12806
ENSG00000170275,CRTAP,98,1.00687,41,-0.9825,62,0.21603,83,0.70658
ENSG00000173705,SUSD5,4,-1.6678,16,1.04450,10,-0.4212,8,-0.6905
ENSG00000153558,FBXL2,11,-2.2332,64,2.22851,18,-1.4435,11,-2.1952
ENSG00000153560,UBP1,32,-1.0871,75,0.76782,45,-0.5757,54,-0.2679
ENSG00000163539,CLASP2,430,0.71784,293,0.21247,201,-0.5242,128,-1.2192
ENSG00000170248,PDCD6IP,74,-0.1421,88,0.41561,52,-0.6979,72,-0.1802
ENSG00000172995,ARPP21,46,-2.3174,271,1.54722,178,-0.2782,53,-2.1077
ENSG00000178567,EPM2AIP1,108,0.05077,111,0.26327,88,-0.2896,82,-0.3974
ENSG00000076242,MLH1,35,0.55556,23,-0.2251,26,0.09389,21,-0.2358
ENSG00000093167,LRRFIP2,73,0.67821,44,-0.3564,32,-0.6394,65,0.48981
ENSG00000144674,GOLGA4,696,1.34725,258,-0.7861,296,-0.1284,343,0.11320
ENSG00000144677,CTDSPL,21,-0.9090,34,-0.3927,35,-0.1067,78,1.25578
ENSG00000060971,ACAA1,54,0.06078,51,-0.0793,29,-0.8985,79,0.68651
ENSG00000172939,OXSR1,33,0.17852,26,-0.5096,32,0.13611,46,0.72393
ENSG00000114739,ACVR2B,17,0.27984,15,0.12065,8,-0.9679,16,0.16858
ENSG00000157036,EXOG,14,0.05544,14,0.07660,12,-0.1859,13,-0.0509
ENSG00000114742,WDR48,49,-0.2855,59,-0.0246,45,-0.4428,85,0.60666
ENSG00000114745,GORASP1,34,0.02894,33,-0.0350,24,-0.5455,45,0.46053
ENSG00000144659,SLC25A38,13,-0.7841,26,0.79507,17,-0.4087,14,-0.7325
ENSG00000168028,RPSA,620,0.05674,513,-0.5854,943,0.76319,746,0.36396
ENSG00000168314,MOBP,4434,5.48735,58,-4.7854,304,-1.0127,132,-2.2624
ENSG00000170011,MYRIP,15,-1.7847,54,0.68045,61,0.42641,25,-0.9963
ENSG00000114784,EIF1B,130,-0.7273,239,0.74536,167,-0.3347,129,-0.7461
ENSG00000168032,ENTPD3,1,-3.9877,32,1.84076,12,-1.1474,13,-0.9377
ENSG00000188846,RPL14,438,-0.5330,525,-0.5805,1136,1.05563,782,0.40556
ENSG00000172888,ZNF621,25,0.77599,12,-0.9346,14,-0.2294,31,1.14035
ENSG00000168036,CTNNB1,182,-0.4306,246,0.12951,176,-0.4910,317,0.46494
ENSG00000182606,TRAK1,34,-1.1358,72,0.07039,69,-0.0351,102,0.60804
