Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000247828,TMEM161B-AS1,84,1.36557,43,0.24813,44,0.27389,13,-1.6713,13,-1.5765,29,-0.4979
ENSG00000245526,LINC00461,101,0.56030,63,-0.2343,58,-0.3927,92,0.41572,63,-0.2193,74,0.06702
ENSG00000081189,MEF2C,370,-0.2023,649,0.87600,825,1.44352,136,-1.7387,96,-2.2578,111,-2.1839
ENSG00000153140,CETN3,18,-0.9163,20,-0.8981,24,-0.5465,71,1.28130,19,-0.8474,52,0.87196
ENSG00000176055,MBLAC2,5,-1.4097,18,0.67599,18,0.62045,6,-1.1742,17,0.48024,8,-0.8663
ENSG00000113356,POLR3G,14,-0.0471,5,-1.6916,9,-0.7518,8,-0.8138,31,1.30580,24,0.99787
ENSG00000176018,LYSMD3,4,-0.9803,10,0.63109,6,-0.3505,5,-0.4617,6,-0.3343,9,0.42459
ENSG00000164199,ADGRV1,17,-0.4718,25,0.23177,7,-1.8087,76,2.24717,9,-1.3871,17,-0.4532
ENSG00000113369,ARRDC3,118,0.86676,35,-1.1720,41,-0.9189,87,0.35330,97,0.53005,89,0.44458
ENSG00000237187,NR2F1-AS1,77,0.43148,93,0.89272,84,0.68003,37,-0.7574,28,-1.1582,19,-1.8544
ENSG00000175745,NR2F1,163,0.71868,123,0.27770,103,-0.0494,142,0.48266,108,0.02779,45,-1.4606
ENSG00000113391,FAM172A,52,0.31685,42,-0.0062,42,-0.0419,26,-0.7766,48,0.18469,45,0.09786
ENSG00000133302,SLF1,76,1.98947,20,-0.3971,25,0.01042,19,-0.4025,19,-0.3950,10,-1.4728
ENSG00000175471,MCTP1,126,1.51950,38,-0.5770,103,1.40868,17,-1.6970,38,-0.5314,6,-3.3438
ENSG00000198677,TTC37,92,0.33535,61,-0.3538,96,0.48836,41,-0.9541,60,-0.3427,82,0.18049
ENSG00000164292,RHOBTB3,182,-0.4463,117,-1.2375,102,-1.4531,507,1.29045,319,0.46778,359,0.79774
ENSG00000173221,GLRX,34,-0.4762,55,0.34339,79,1.10574,37,-0.3388,32,-0.5418,21,-1.3352
ENSG00000118985,ELL2,149,0.37688,77,-0.7510,103,-0.2418,67,-0.8805,168,0.58514,159,0.57899
ENSG00000175426,PCSK1,47,-0.5717,82,0.35243,185,2.40065,14,-2.3774,11,-2.7403,3,-4.5675
ENSG00000153113,CAST,142,0.40751,59,-1.0701,96,-0.2621,166,0.67643,76,-0.5977,151,0.60414
ENSG00000164307,ERAP1,15,0.04996,5,-1.6918,8,-0.8928,34,1.49015,16,0.21229,18,0.47637
ENSG00000113441,LNPEP,83,0.65756,50,-0.2076,81,0.73128,36,-0.7099,44,-0.3940,40,-0.6132
ENSG00000145721,LIX1,34,-1.0525,9,-3.1598,18,-2.1869,269,2.64369,67,-0.0202,93,0.61804
ENSG00000058729,RIOK2,3,-1.7408,13,0.25485,9,-0.2832,11,0.05860,8,-0.4601,16,0.72705
ENSG00000174136,RGMB,33,0.10529,42,0.59529,47,0.87810,20,-0.6923,18,-0.7816,13,-1.4268
ENSG00000153922,CHD1,82,1.51158,12,-1.6889,26,-0.4648,50,0.61519,12,-1.6245,44,0.47802
ENSG00000174132,FAM174A,33,-0.4610,43,-0.0803,62,0.65567,29,-0.6791,35,-0.3715,47,0.08925
ENSG00000145730,PAM,37,-1.1135,121,0.95344,116,0.86946,41,-0.9477,46,-0.7841,40,-1.0991
ENSG00000145723,GIN1,17,0.25866,7,-1.2141,18,0.39424,20,0.52097,2,-2.9501,21,0.71503
ENSG00000145725,PPIP5K2,41,0.42499,39,0.41585,41,0.53976,15,-1.1378,14,-1.2745,26,-0.3417
ENSG00000181751,C5orf30,27,-0.5032,35,-0.1387,44,0.31498,13,-1.5713,41,0.13580,49,0.51258
ENSG00000112874,NUDT12,2,-2.3255,10,-0.2107,11,-0.0287,11,0.00955,9,-0.3143,18,0.95066
ENSG00000283462,AC008505.1,22,0.23943,1,-3.9902,5,-2.1651,11,-0.8320,40,1.22196,44,1.82176
ENSG00000184349,EFNA5,57,0.83730,45,0.49547,50,0.71636,9,-1.9880,37,0.13044,9,-2.1642
ENSG00000145743,FBXL17,76,0.16269,81,0.29157,113,0.99111,54,-0.3928,43,-0.7389,31,-1.3732
ENSG00000151422,FER,37,0.35456,30,-0.0006,34,0.29076,42,0.56951,14,-1.1933,23,-0.4521
ENSG00000198961,PJA2,463,0.01434,525,0.25267,690,0.80807,243,-0.9975,413,-0.1695,292,-0.7929
ENSG00000112893,MAN2A1,56,0.53823,11,-2.1612,16,-1.5865,24,-0.8322,54,0.46678,90,1.72971
ENSG00000186952,TMEM232,6,-0.8189,9,-0.2017,20,1.43852,8,-0.2917,7,-0.6008,6,-0.9401
ENSG00000164209,SLC25A46,71,-0.5173,98,-0.0234,155,0.90107,49,-1.1049,81,-0.3124,92,-0.1394
ENSG00000134987,WDR36,26,1.57175,8,-0.4420,10,-0.0176,1,-2.6595,12,0.28533,8,-0.3453
ENSG00000152495,CAMK4,115,0.55112,115,0.64626,145,1.15987,17,-2.3782,63,-0.4399,14,-2.8269
ENSG00000164211,STARD4,8,-1.4496,24,0.11881,37,0.99766,33,0.64024,8,-1.5110,15,-0.6824
ENSG00000134986,NREP,43,-1.1282,152,1.09176,148,1.02802,55,-0.7448,47,-0.9985,28,-1.9026
ENSG00000224032,EPB41L4A-AS1,49,-0.7335,102,0.51668,95,0.36280,51,-0.6728,64,-0.3201,73,-0.1257
ENSG00000134982,APC,377,-0.1156,310,-0.4764,576,0.69599,527,0.43643,186,-1.2147,390,-0.0695
ENSG00000153037,SRP19,69,-0.6933,90,-0.3035,124,0.28183,94,-0.1983,127,0.29186,121,0.23393
ENSG00000129625,REEP5,265,-0.4131,429,0.42814,535,0.88949,208,-0.7869,287,-0.2862,200,-0.9367
ENSG00000172795,DCP2,32,0.20646,32,0.21076,39,0.64540,25,-0.1912,27,-0.0799,14,-1.1775
ENSG00000171444,MCC,12,-0.0960,19,0.65227,6,-1.1668,16,0.33938,28,1.25960,6,-1.2746
ENSG00000047188,YTHDC2,43,0.11559,34,-0.2990,46,0.23835,31,-0.4355,41,0.02623,44,0.16538
ENSG00000080709,KCNN2,18,0.30313,8,-0.9421,7,-1.1087,32,1.34146,15,-0.0040,18,0.36177
ENSG00000152503,TRIM36,53,1.12013,25,-0.1447,33,0.39239,10,-1.5136,45,0.84362,10,-1.6569
ENSG00000164219,PGGT1B,30,0.12713,16,-0.9030,24,-0.2931,42,0.69188,19,-0.6121,40,0.68432
ENSG00000164221,CCDC112,77,0.41982,23,-1.5758,47,-0.4223,47,-0.3669,73,0.32583,99,1.03781
ENSG00000145780,FEM1C,42,0.14658,25,-0.7148,32,-0.3250,39,0.04259,57,0.67963,45,0.32511
ENSG00000134970,TMED7,115,0.09653,62,-0.9805,75,-0.6562,100,-0.1424,152,0.55270,169,0.88548
ENSG00000129596,CDO1,16,-0.9216,31,0.09527,45,0.86708,44,0.68080,24,-0.3098,13,-1.3131
ENSG00000145782,ATG12,82,0.44385,44,-0.6267,65,0.08700,66,0.09199,63,0.02478,66,0.10720
ENSG00000177879,AP3S1,78,0.24542,81,0.35871,107,0.94071,35,-1.0157,45,-0.6345,35,-1.1241
ENSG00000145781,COMMD10,2,-1.9485,16,1.09321,20,1.65247,3,-1.4316,0,-4.1092,2,-2.0330
ENSG00000092421,SEMA6A,55,-0.6297,16,-2.6505,20,-2.2854,83,0.01373,186,1.42258,171,1.59537
ENSG00000172869,DMXL1,39,-0.1786,40,-0.1784,41,-0.1434,38,-0.2512,45,0.03248,57,0.48083
ENSG00000133835,HSD17B4,90,0.25884,54,-0.6309,57,-0.5177,73,-0.0813,65,-0.2578,121,0.89812
ENSG00000151304,SRFBP1,15,-0.5726,8,-1.6326,36,0.92805,36,0.79718,18,-0.3367,22,-0.0405
ENSG00000205302,SNX2,46,0.03521,38,-0.2969,47,0.09295,37,-0.3249,33,-0.4788,59,0.52377
ENSG00000064652,SNX24,13,-0.7674,21,0.01385,20,-0.0578,16,-0.4565,21,-0.0172,29,0.57744
ENSG00000168944,CEP120,31,0.72603,20,0.01442,23,0.29824,9,-1.1766,8,-1.3455,22,0.18710
ENSG00000151292,CSNK1G3,55,0.26903,39,-0.3038,76,0.98062,52,0.16411,18,-1.4664,32,-0.6451
ENSG00000168916,ZNF608,8,-0.5417,7,-0.8334,3,-1.9606,13,0.19697,15,0.38598,24,1.50981
ENSG00000155324,GRAMD2B,96,-0.1456,47,-1.3763,54,-1.1259,231,1.36765,128,0.32149,144,0.61625
ENSG00000164904,ALDH7A1,123,-0.2077,57,-1.5157,48,-1.7761,348,1.60092,164,0.25523,208,0.78402
ENSG00000164902,PHAX,104,0.34166,77,-0.1607,99,0.30221,82,-0.0311,69,-0.3182,75,-0.2010
ENSG00000164241,C5orf63,16,-0.1086,13,-0.4621,15,-0.1714,32,1.08904,13,-0.3564,17,0.00614
ENSG00000145794,MEGF10,38,-0.1302,14,-1.7706,19,-1.3438,78,1.06997,38,-0.1460,77,1.28043
ENSG00000164244,PRRC1,18,0.03901,16,-0.2203,11,-0.8033,24,0.44763,20,0.15528,23,0.44992
ENSG00000205279,CTXN3,0,-7.1967,43,3.02183,18,0.56856,0,-7.7987,0,-7.0782,0,-7.8969
ENSG00000245937,LINC01184,34,-0.3056,38,-0.1486,44,0.12118,44,0.10218,40,-0.0397,44,0.13985
ENSG00000064651,SLC12A2,262,0.10942,39,-2.9626,96,-1.5705,158,-0.6979,450,1.03303,533,1.70824
ENSG00000066583,ISOC1,4,-1.4174,8,-0.4958,14,0.43194,5,-1.1221,12,0.12865,17,0.81214
ENSG00000169567,HINT1,430,-0.7825,981,0.64633,1072,0.83685,367,-1.0271,458,-0.6833,493,-0.6355
ENSG00000186687,LYRM7,48,-0.4395,61,-0.0421,86,0.60523,57,-0.1635,43,-0.5792,61,-0.0368
ENSG00000158985,CDC42SE2,144,0.11503,135,0.01537,183,0.61089,95,-0.5481,117,-0.2190,107,-0.4080
ENSG00000158987,RAPGEF6,65,0.99939,13,-1.6972,22,-0.8549,21,-0.8344,47,0.42025,61,1.06343
ENSG00000217128,FNIP1,37,-0.3340,30,-0.7442,40,-0.2388,48,0.08060,57,0.33948,66,0.69214
ENSG00000164398,ACSL6,124,-0.3147,234,0.87917,251,1.03973,107,-0.5462,48,-1.7685,54,-1.7177
ENSG00000131435,PDLIM4,14,-1.1205,11,-1.6091,3,-3.2187,137,3.15396,16,-0.8844,31,0.14561
ENSG00000197536,C5orf56,2,-1.6063,6,-0.3391,6,-0.3850,15,1.06709,1,-2.2617,13,1.00138
ENSG00000113522,RAD50,168,0.98495,62,-0.7178,152,0.97873,35,-1.5243,60,-0.7007,76,-0.3767
ENSG00000131437,KIF3A,332,0.49624,189,-0.4682,496,1.50360,134,-0.9498,162,-0.6614,107,-1.4053
ENSG00000164402,SEPTIN8,312,-0.0641,181,-1.0125,226,-0.6436,239,-0.4869,449,0.53770,554,1.09542
ENSG00000198944,SOWAHA,28,-0.8442,111,1.88056,28,-0.9019,67,0.54568,15,-1.8040,21,-1.3509
ENSG00000164403,SHROOM1,17,0.53620,4,-1.7120,7,-0.8250,19,0.69878,25,1.18383,13,0.12546
ENSG00000164405,UQCRQ,246,-1.1247,721,0.70610,619,0.39442,473,-0.1020,383,-0.4402,377,-0.5196
ENSG00000072364,AFF4,126,0.21905,63,-0.9691,76,-0.6567,129,0.24751,112,0.02640,174,0.91461
ENSG00000155329,ZCCHC10,26,-0.1346,26,-0.0923,36,0.47425,38,0.48658,7,-2.0510,28,0.01452
ENSG00000170606,HSPA4,91,-0.2103,112,0.15153,136,0.52381,64,-0.7454,87,-0.2848,97,-0.1217
ENSG00000053108,FSTL4,12,0.25428,18,1.08656,18,1.15893,7,-0.5966,0,-4.8455,1,-3.6370
ENSG00000113583,C5orf15,52,0.15184,27,-0.9577,38,-0.3831,29,-0.7793,59,0.35037,78,1.00711
ENSG00000213585,VDAC1,166,-0.2650,271,0.63034,333,1.08327,112,-0.8748,100,-1.0595,89,-1.3363
ENSG00000113558,SKP1,584,-0.2575,696,0.02539,826,0.35501,595,-0.2281,692,0.01362,630,-0.1572
ENSG00000113575,PPP2CA,135,-0.6796,221,0.12513,320,0.86906,138,-0.6361,169,-0.3196,169,-0.3642
ENSG00000006837,CDKL3,20,-0.5921,30,0.06731,27,-0.0926,33,0.20690,26,-0.1674,33,0.26426
ENSG00000119048,UBE2B,138,-0.0025,160,0.26584,197,0.68705,109,-0.3831,123,-0.1876,82,-0.9104
ENSG00000237190,CDKN2AIPNL,25,-0.6241,58,0.88544,50,0.57843,27,-0.5179,30,-0.3330,18,-1.2103
ENSG00000043143,JADE2,19,-0.1875,25,0.23817,23,0.06173,24,0.11967,21,-0.0518,19,-0.2644
ENSG00000152700,SAR1B,93,0.17349,58,-0.6422,56,-0.6960,77,-0.1246,77,-0.1367,138,1.01997
ENSG00000113615,SEC24A,42,1.64939,11,-0.6406,15,-0.1339,7,-1.1764,7,-1.2537,19,0.25792
ENSG00000164615,CAMLG,127,-0.2211,180,0.40354,191,0.52776,114,-0.3905,108,-0.4712,109,-0.5072
ENSG00000145833,DDX46,94,0.56806,45,-0.6932,74,0.19344,55,-0.3087,83,0.35368,66,-0.0368
ENSG00000181904,C5orf24,79,0.11844,62,-0.3121,60,-0.3698,55,-0.4671,101,0.51431,92,0.43012
ENSG00000113621,TXNDC15,69,0.66630,40,-0.2526,42,-0.1683,39,-0.2765,63,0.52839,40,-0.2655
ENSG00000113648,H2AFY,132,0.21923,107,-0.1463,135,0.29070,82,-0.5464,151,0.44716,96,-0.3380
ENSG00000145824,CXCL14,14,-2.9118,324,3.09288,45,-1.3622,136,0.49132,4,-4.5153,8,-3.8340
ENSG00000145832,SLC25A48,7,-1.8868,9,-1.6219,3,-3.2966,20,-0.3578,54,1.34584,59,1.94666
ENSG00000113658,SMAD5,29,-0.0778,31,0.03705,17,-1.0561,41,0.46353,17,-0.9229,47,0.83582
ENSG00000152377,SPOCK1,398,0.12592,239,-0.7609,364,-0.0227,206,-0.9177,425,0.23480,540,0.75875
ENSG00000146021,KLHL3,3,-1.8453,9,-0.1310,12,0.36881,9,-0.2051,6,-0.7309,15,0.73375
ENSG00000177733,HNRNPA0,178,0.05146,218,0.45280,201,0.28677,137,-0.3643,174,0.01698,112,-0.7531
ENSG00000031003,FAM13B,32,-0.3485,34,-0.2775,60,0.80915,23,-0.8796,49,0.31833,34,-0.3054
ENSG00000112981,NME5,6,-2.0382,32,0.51229,43,1.10645,18,-0.5069,28,0.22089,10,-1.4947
ENSG00000112983,BRD8,26,-0.6165,48,0.39464,49,0.44521,46,0.28964,11,-1.8358,36,-0.1467
ENSG00000094880,CDC23,23,-0.1489,22,-0.2295,32,0.46129,23,-0.1304,19,-0.4347,26,0.09082
ENSG00000120709,FAM53C,71,0.36717,45,-0.4121,45,-0.3982,39,-0.5861,91,0.77965,65,0.24298
ENSG00000120733,KDM3B,27,-0.2806,29,-0.2123,31,-0.0998,29,-0.1830,35,0.11862,41,0.44266
ENSG00000132563,REEP2,79,-0.3280,159,0.98350,126,0.49379,56,-0.8701,82,-0.2674,45,-1.3079
ENSG00000120738,EGR1,198,0.86726,122,0.06205,116,-0.0385,112,-0.0903,107,-0.1604,86,-0.5713
ENSG00000120705,ETF1,91,0.24668,75,-0.0784,85,0.16456,74,-0.0838,74,-0.0742,71,-0.1595
ENSG00000113013,HSPA9,276,0.25592,211,-0.2030,289,0.38565,223,-0.0906,236,-0.0010,195,-0.3475
ENSG00000044115,CTNNA1,207,0.08451,76,-1.5995,99,-1.1806,239,0.32288,235,0.29427,368,1.32247
ENSG00000146006,LRRTM2,53,0.85541,22,-0.6456,35,0.19384,18,-0.9147,51,0.76287,25,-0.4034
ENSG00000120725,SIL1,15,-0.5708,19,-0.2286,23,0.13888,23,0.12167,13,-0.7923,29,0.58502
ENSG00000120727,PAIP2,146,-0.7340,267,0.26471,300,0.49472,194,-0.2921,162,-0.5737,227,-0.0403
ENSG00000170464,DNAJC18,73,-0.0848,75,-0.0525,95,0.40635,38,-1.1087,61,-0.3834,91,0.31095
ENSG00000131508,UBE2D2,129,-0.2251,148,-0.0093,158,0.11670,130,-0.2173,166,0.17890,150,0.02087
ENSG00000171604,CXXC5,213,-0.0718,219,-0.0297,215,-0.0702,260,0.25507,230,0.04902,217,-0.0457
ENSG00000146005,PSD2,63,-0.1388,77,0.20741,42,-0.8528,135,1.14496,32,-1.1855,76,0.18168
ENSG00000158458,NRG2,29,1.45760,14,0.17256,8,-0.7183,12,-0.0645,9,-0.4203,9,-0.5775
ENSG00000185129,PURA,151,1.16666,59,-0.4429,96,0.44687,55,-0.5057,49,-0.6901,60,-0.4388
ENSG00000182700,IGIP,18,-1.5802,76,0.76662,85,1.00754,29,-0.8813,26,-1.0888,34,-0.7077
ENSG00000120306,CYSTM1,34,-1.2465,100,0.53356,79,0.07074,100,0.45574,48,-0.7100,72,-0.1107
ENSG00000113068,PFDN1,135,0.05970,157,0.36696,136,0.09035,74,-0.8922,71,-0.9363,151,0.28204
ENSG00000113070,HBEGF,36,0.05986,7,-2.5963,8,-2.2367,22,-0.7097,60,0.92437,81,1.92116
ENSG00000131503,ANKHD1,133,0.76610,47,-1.0112,95,0.21864,106,0.37987,70,-0.2987,83,-0.0280
ENSG00000213523,SRA1,63,0.46562,62,0.52548,36,-0.4716,58,0.32377,36,-0.4333,36,-0.4747
ENSG00000243056,EIF4EBP3,9,-0.6622,11,-0.3040,5,-1.5933,41,1.99185,6,-1.2943,16,0.38550
ENSG00000113108,APBB3,45,0.90703,25,-0.0876,35,0.56488,5,-2.3154,34,0.41423,15,-0.8867
ENSG00000176087,SLC35A4,19,-0.4145,16,-0.7809,17,-0.6445,45,0.99712,30,0.29422,32,0.47730
ENSG00000131495,NDUFA2,141,-0.8354,329,0.61856,312,0.50994,213,-0.1879,140,-0.8417,190,-0.4162
ENSG00000113141,IK,153,0.22430,93,-0.6376,145,0.14961,135,0.01681,125,-0.1097,157,0.30344
ENSG00000120314,WDR55,10,-0.6651,19,0.31800,22,0.61305,13,-0.2441,5,-1.5860,16,0.02109
ENSG00000170445,HARS,50,-0.5927,96,0.52986,88,0.34117,49,-0.6482,81,0.16882,55,-0.4946
ENSG00000112855,HARS2,12,0.39561,8,-0.2412,9,0.05135,5,-1.0147,7,-0.4741,12,0.54956
ENSG00000146007,ZMAT2,200,0.28118,183,0.16322,185,0.17665,136,-0.3389,172,0.03384,135,-0.3974
ENSG00000081818,PCDHB4,19,0.93519,14,0.45173,9,-0.3640,10,-0.1094,3,-2.0248,10,-0.0970
ENSG00000120324,PCDHB10,4,-1.3861,13,0.41816,8,-0.4726,10,0.00093,12,0.27423,12,0.33436
ENSG00000120327,PCDHB14,14,0.48790,14,0.69192,19,1.25049,0,-3.5590,1,-2.9747,4,-1.2961
ENSG00000178913,TAF7,183,0.26902,130,-0.3275,163,0.08977,141,-0.1586,151,-0.0485,169,0.15970
ENSG00000131504,DIAPH1,26,1.09924,15,0.19233,8,-0.8612,23,0.91078,2,-2.8479,12,-0.1981
ENSG00000171720,HDAC3,35,0.22920,37,0.33457,30,-0.0347,23,-0.4685,42,0.50264,21,-0.6289
ENSG00000164620,RELL2,14,-1.1653,70,1.98068,38,0.51295,16,-0.9484,7,-2.0958,5,-2.8412
ENSG00000120318,ARAP3,22,1.62098,10,0.21911,9,0.07113,1,-2.4313,7,-0.1989,4,-1.0534
ENSG00000156453,PCDH1,34,1.56976,7,-1.1321,7,-1.1271,16,0.27395,24,0.90291,11,-0.4037
ENSG00000081791,DELE1,28,0.37128,17,-0.4399,16,-0.5334,29,0.45017,21,-0.0809,27,0.37556
ENSG00000013561,RNF14,37,-0.5766,48,-0.2029,80,0.79704,37,-0.5746,33,-0.7632,59,0.19170
ENSG00000113552,GNPDA1,8,-1.2474,20,0.18756,29,0.96824,12,-0.5846,10,-0.8998,16,-0.1373
ENSG00000131507,NDFIP1,493,0.01397,524,0.13340,828,1.07890,261,-0.9844,453,-0.1206,242,-1.2031
ENSG00000113578,FGF1,110,-0.8748,32,-2.8762,52,-2.1404,275,0.60499,411,1.32446,379,1.45770
ENSG00000145819,ARHGAP26,184,1.08952,116,0.34117,150,0.86639,55,-0.8927,42,-1.3111,30,-1.9110
ENSG00000113580,NR3C1,152,1.11249,54,-0.6669,76,-0.0783,73,-0.1347,103,0.42472,63,-0.4211
ENSG00000145817,YIPF5,25,-0.7675,49,0.33350,51,0.41266,41,-0.0298,26,-0.7452,40,-0.0793
ENSG00000183775,KCTD16,196,1.46591,106,0.43320,136,0.95659,32,-1.5144,37,-1.2683,6,-4.0472
ENSG00000133706,LARS,93,0.16284,73,-0.2542,110,0.50249,69,-0.3162,63,-0.4564,84,-0.0091
ENSG00000091009,RBM27,95,0.54153,59,-0.2631,78,0.24315,79,0.23912,41,-0.8107,63,-0.1393
ENSG00000113649,TCERG1,166,1.04594,74,-0.3511,131,0.75243,56,-0.7388,44,-1.1230,66,-0.5533
ENSG00000156475,PPP2R2B,122,-0.4561,189,0.27901,222,0.60551,93,-0.8867,125,-0.4170,152,-0.1291
ENSG00000113657,DPYSL3,66,-0.6457,53,-1.0809,51,-1.1646,216,1.33018,189,1.08638,110,0.18436
ENSG00000176049,JAKMIP2,125,0.69065,56,-0.6795,100,0.36519,75,-0.1467,51,-0.7425,89,0.15024
ENSG00000145868,FBXO38,9,-1.2586,20,-0.0456,21,0.10876,15,-0.4858,34,0.87832,21,0.05781
ENSG00000169247,SH3TC2,7,-1.1396,1,-3.7941,1,-3.6767,3,-2.1472,45,1.90122,40,2.14671
ENSG00000173210,ABLIM3,26,0.59620,18,-0.0170,23,0.45392,12,-0.5850,14,-0.3537,14,-0.4439
ENSG00000164284,GRPEL2,38,0.61234,30,0.24439,36,0.59063,12,-1.2065,21,-0.3287,17,-0.7645
ENSG00000145882,PCYOX1L,12,-0.7751,35,1.20482,32,0.95486,6,-1.8434,11,-0.9157,7,-1.6655
ENSG00000113712,CSNK1A1,215,0.01152,163,-0.4813,225,0.09646,200,-0.1104,216,0.01509,258,0.35993
ENSG00000183111,ARHGEF37,32,-0.4028,4,-3.6782,13,-1.9189,21,-1.0336,84,1.21056,101,2.03644
ENSG00000155846,PPARGC1B,37,2.33678,13,0.48473,11,0.16583,0,-4.6878,6,-0.7488,0,-4.7442
ENSG00000113716,HMGXB3,41,0.93535,23,-0.0493,20,-0.2686,14,-0.8207,35,0.64845,18,-0.4896
ENSG00000182578,CSF1R,35,-0.2033,22,-0.9939,12,-1.8816,86,1.33128,36,-0.1304,65,0.99533
ENSG00000113721,PDGFRB,32,0.50399,30,0.46051,17,-0.6047,42,0.94249,1,-4.3931,22,-0.1089
ENSG00000011083,SLC6A7,9,-0.5054,25,1.48622,25,1.50393,1,-3.8316,0,-4.9258,0,-4.3226
ENSG00000070808,CAMK2A,253,0.33531,402,1.41649,274,0.55477,121,-0.8402,76,-1.5397,26,-3.2585
ENSG00000070814,TCOF1,24,1.16413,11,-0.1328,19,0.94225,6,-0.9683,6,-1.1074,5,-1.2817
ENSG00000019582,CD74,191,-0.6839,78,-2.1861,71,-2.3345,655,1.38985,327,0.17032,590,1.48905
ENSG00000164587,RPS14,788,-0.4415,1199,0.27168,935,-0.1912,1391,0.48421,833,-0.3535,1034,-0.0088
ENSG00000070614,NDST1,44,0.28458,19,-1.0925,13,-1.7527,41,0.18816,68,1.03732,57,0.86787
ENSG00000171992,SYNPO,91,0.51518,94,0.66926,71,0.11347,82,0.32822,62,-0.1232,18,-2.1291
ENSG00000086589,RBM22,78,0.46092,51,-0.2815,67,0.22258,41,-0.5929,81,0.51173,49,-0.3313
ENSG00000132912,DCTN4,106,0.52432,68,-0.2345,69,-0.2103,60,-0.3980,80,0.04465,88,0.24793
ENSG00000211445,GPX3,10,-1.5774,57,1.41761,30,0.07987,32,0.19468,4,-2.9435,20,-0.6520
ENSG00000145901,TNIP1,31,0.26822,32,0.32935,23,-0.2327,33,0.34504,25,-0.0963,20,-0.5038
ENSG00000197043,ANXA6,156,0.01597,219,0.69079,264,1.10236,72,-1.1865,85,-0.9369,54,-1.7437
ENSG00000196743,GM2A,36,-0.5537,19,-1.6191,20,-1.5148,77,0.70374,67,0.44595,99,1.40597
ENSG00000113140,SPARC,208,-1.0216,57,-3.1223,33,-3.8964,1803,3.01127,306,-0.4251,546,0.61431
ENSG00000177556,ATOX1,165,-0.2916,161,-0.3730,136,-0.6601,206,0.06303,236,0.29357,289,0.75371
ENSG00000145907,G3BP1,48,0.04841,24,-1.1292,30,-0.7781,50,0.11721,56,0.28654,79,1.07355
ENSG00000155511,GRIA1,135,1.19548,63,-0.1057,102,0.83644,27,-1.3778,85,0.39535,12,-2.6786
ENSG00000055147,FAM114A2,7,-0.8981,13,0.01350,14,0.18319,15,0.25371,1,-3.4630,19,0.76898
ENSG00000164574,GALNT10,23,0.51643,6,-1.5668,5,-1.8259,35,1.27926,15,-0.1201,26,0.91339
ENSG00000164576,SAP30L,21,-0.4796,36,0.42015,32,0.20416,21,-0.5160,22,-0.4148,29,0.04293
ENSG00000155506,LARP1,179,0.41790,129,-0.1344,172,0.40533,100,-0.5157,133,-0.0710,118,-0.2930
ENSG00000170271,FAXDC2,71,-0.6697,29,-2.1749,44,-1.5249,107,-0.0199,194,0.98027,230,1.63258
ENSG00000155508,CNOT8,43,-0.2054,47,-0.0579,51,0.07252,45,-0.1471,53,0.12086,52,0.10226
ENSG00000082515,MRPL22,36,-0.3124,44,0.00250,44,0.00292,37,-0.2933,59,0.46081,45,0.01567
ENSG00000170624,SGCD,11,-0.4019,21,0.78243,12,-0.3355,13,-0.0967,6,-1.2515,15,0.18297
ENSG00000155868,MED7,4,-1.3119,12,0.58774,15,1.06354,6,-0.5340,0,-4.5749,8,-0.2558
ENSG00000055163,CYFIP2,232,0.07752,313,0.67825,309,0.64718,184,-0.2953,190,-0.2451,72,-1.8648
ENSG00000172568,FNDC9,28,1.34278,23,1.18055,5,-1.5681,7,-0.9665,22,0.91503,1,-3.3389
ENSG00000155858,LSM11,15,0.41173,19,1.01069,19,0.90853,6,-0.9940,5,-1.2814,1,-2.9772
ENSG00000113282,CLINT1,52,0.78308,35,0.18176,40,0.42571,16,-1.0677,19,-0.8407,26,-0.3865
ENSG00000145860,RNF145,122,1.41038,50,-0.1510,49,-0.1588,37,-0.5991,65,0.30524,32,-0.9076
ENSG00000164332,UBLCP1,69,0.09119,72,0.17668,100,0.83251,50,-0.4351,32,-1.1109,48,-0.5653
ENSG00000113312,TTC1,93,-0.5986,149,0.16272,186,0.60991,114,-0.2782,100,-0.4917,124,-0.1684
ENSG00000170234,PWWP2A,77,0.61393,25,-1.2767,40,-0.5198,58,0.14197,89,0.86243,63,0.30872
ENSG00000170231,FABP6,13,-0.2820,18,0.18615,25,0.93490,8,-0.9828,12,-0.4790,12,-0.5172
ENSG00000164609,SLU7,150,-0.0435,163,0.10946,254,1.01643,82,-0.9885,99,-0.6994,110,-0.5934
ENSG00000164611,PTTG1,0,-3.3960,13,1.48979,10,0.88209,8,0.34512,2,-1.5954,0,-3.7088
ENSG00000118322,ATP10B,20,0.48201,2,-2.6649,2,-3.0677,6,-1.2797,27,0.98698,36,1.96781
ENSG00000145864,GABRB2,263,-0.0377,354,0.52864,670,2.10570,25,-3.5879,57,-2.3756,17,-4.3039
ENSG00000022355,GABRA1,348,0.16112,455,0.72257,633,1.49052,59,-2.5397,199,-0.7276,29,-3.7770
