"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032981","BP","GO:0032981","mitochondrial respiratory chain complex I assembly","16/251","61/10421",0.262295081967213,10.8899484031089,12.1699644444575,6.14104959797486e-13,3.99022008401748e-11,3.84161899662789e-11,"NDUFB2/NDUFB9/NDUFAB1/NDUFA11/NDUFB1/NDUFA12/TMEM126A/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",16
"GO:0007005","BP","GO:0007005","mitochondrion organization","36/251","380/10421",0.0947368421052632,3.93327741664919,9.15096084582751,1.26347315375939e-12,8.01864706188227e-11,7.72002201170976e-11,"UQCRFS1/NDUFB2/MICOS10/ENDOG/NDUFB9/COX17/ARMCX3/NDUFAB1/ATP5IF1/TOMM5/COX7A2/NDUFA11/SSBP1/PINK1/NDUFB1/SLIRP/NDUFA12/TMEM126A/CHCHD2/NDUFA8/SURF1/HSPD1/NDUFS3/PET100/NDUFS4/BAD/NDUFB10/NDUFA1/NDUFB6/GGCT/NDUFB7/NDUFB5/BID/FEZ1/RAB5IF/NDUFB3",36
"GO:0006753","BP","GO:0006753","nucleoside phosphate metabolic process","41/251","495/10421",0.0828282828282828,3.43885870658779,8.73398312176185,2.4662685038389e-12,1.52964698794917e-10,1.4726809056416e-10,"NDUFB2/NDUFB9/HSPA8/NME2/ATP5F1E/ATP5MK/EXTL2/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/PRDX5/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/GARS1/NUDT14/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/HINT1/NDUFS4/BAD/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",41
"GO:0090407","BP","GO:0090407","organophosphate biosynthetic process","37/251","485/10421",0.0762886597938144,3.16734710641968,7.67898451745554,3.53713938283039e-10,2.14507852794314e-08,2.06519295895781e-08,"NDUFB2/FABP3/NDUFB9/NME2/ATP5F1E/ATP5MK/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/GARS1/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/CKB/NDUFB3",37
"GO:1901137","BP","GO:1901137","carbohydrate derivative biosynthetic process","36/251","472/10421",0.076271186440678,3.16662164899723,7.56788642847046,6.34752637619994e-10,3.76573901753253e-08,3.62549790274486e-08,"NDUFB2/NDUFB9/NME2/ATP5F1E/ATP5MK/EXTL2/NDUFAB1/ATP5IF1/NDUFA11/ATP5PD/PINK1/ATP5MC1/ATP5MC3/TMSB4X/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/NUDT14/ATP5PB/ATP5MJ/NDUFA8/ATP5PO/NDUFS3/ATP5MG/ATP5F1C/NDUFS4/TPI1/NDUFB10/NDUFA1/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ANTKMT/NDUFB3",36
"GO:0006122","BP","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","7/251","12/10421",0.583333333333333,24.218791500664,12.6425876780157,3.09271347622776e-09,1.79574788864373e-07,1.7288718559159e-07,"UQCRFS1/CYCS/UQCR11/CYC1/UQCRQ/UQCRB/UQCRH",7
"GO:0021762","BP","GO:0021762","substantia nigra development","7/251","42/10421",0.166666666666667,6.91965471447543,6.03883979934538,5.6772981624169e-05,0.00322778055942411,0.00310757373100714,"CALM2/ATP5PB/COX6B1/NDUFS3/PLP1/ATP5PF/CKB",7
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","12/251","140/10421",0.0857142857142857,3.55867956744451,4.78820221344572,0.000139361528701083,0.00776158391480113,0.00747253223711929,"TYROBP/ATP5IF1/PINK1/PRDX5/DHFR/HBQ1/NDUFS3/NDUFS4/ITGB2/TXN/ABCD2/ARG2",12
"GO:0030901","BP","GO:0030901","midbrain development","8/251","67/10421",0.119402985074627,4.95736457156449,5.1050456058735,0.000193541498423317,0.0101924272479534,0.00981284774098541,"CALM2/UQCRQ/ATP5PB/COX6B1/NDUFS3/PLP1/ATP5PF/CKB",8
"GO:0030808","BP","GO:0030808","regulation of nucleotide biosynthetic process","4/251","13/10421",0.307692307692308,12.7747471651854,6.67344166653516,0.000197947469454573,0.0101924272479534,0.00981284774098541,"ATP5IF1/PINK1/TMSB4X/ANTKMT",4
"GO:1900371","BP","GO:1900371","regulation of purine nucleotide biosynthetic process","4/251","13/10421",0.307692307692308,12.7747471651854,6.67344166653516,0.000197947469454573,0.0101924272479534,0.00981284774098541,"ATP5IF1/PINK1/TMSB4X/ANTKMT",4
"GO:2001169","BP","GO:2001169","regulation of ATP biosynthetic process","4/251","13/10421",0.307692307692308,12.7747471651854,6.67344166653516,0.000197947469454573,0.0101924272479534,0.00981284774098541,"ATP5IF1/PINK1/TMSB4X/ANTKMT",4
"GO:0048857","BP","GO:0048857","neural nucleus development","7/251","58/10421",0.120689655172414,5.01078444841324,4.81183596411917,0.000456031399280555,0.0230464757154932,0.022188194397744,"CALM2/ATP5PB/COX6B1/NDUFS3/PLP1/ATP5PF/CKB",7
"GO:0097237","BP","GO:0097237","cellular response to toxic substance","8/251","79/10421",0.10126582278481,4.20434716828887,4.49118645371396,0.000604088736108541,0.0299737847425493,0.028857521250276,"ALDH1A1/ABCG2/SELENOW/PINK1/PRDX5/DHFR/HBQ1/TXN",8
"GO:0032755","BP","GO:0032755","positive regulation of interleukin-6 production","6/251","47/10421",0.127659574468085,5.30016105789608,4.64163271891791,0.000862941984942499,0.0420530120876443,0.0404869021506857,"C1QTNF4/TYROBP/AIF1/CD74/HSPD1/ARHGEF2",6
"GO:0098803","CC","GO:0098803","respiratory chain complex","44/253","97/10860",0.45360824742268,19.4710891976692,28.2208828078035,9.12895968682241e-47,3.51464947942663e-44,3.13267458726748e-44,"UQCRFS1/NDUFB2/COX5A/NDUFB9/ATP5F1E/ATP5MK/NDUFA4/NDUFAB1/COX7A2/NDUFA11/ATP5PD/CYC1/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/COX6A1/NDUFA12/UQCRQ/ATP5F1B/COX7C/COX7B/COX4I1/ATP5PB/ATP5MJ/NDUFA8/SURF1/ATP5PO/COX6B1/NDUFS3/UQCRB/ATP5MG/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/NDUFB3",44
"GO:0005743","CC","GO:0005743","mitochondrial inner membrane","62/253","431/10860",0.14385150812065,6.17481177150299,16.9305377120974,1.89427013293039e-32,3.64647000589101e-30,3.25016875439636e-30,"UQCRFS1/DNAJC15/NDUFB2/MICOS10/ENDOG/CYCS/COX5A/NDUFB9/ATP5F1E/MRPL33/COX6C/ATP5MK/NDUFA4/NDUFAB1/COX7A2/NDUFA11/ATP5PD/UQCR11/PINK1/CYC1/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/COX6A1/NDUFA12/UQCRQ/ATP5F1B/MRPL27/COX7C/COX7B/TMEM126A/COX4I1/MRPL14/ATP5PB/ATP5MJ/NDUFA8/SURF1/TIMM17A/ATP5PO/AURKAIP1/HSPD1/COX6B1/NDUFS3/UQCRB/ATP5MG/ATP5F1C/PET100/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/MRPL19/MRPS33/RAB5IF/NDUFB3",62
"GO:0019866","CC","GO:0019866","organelle inner membrane","62/253","469/10860",0.132196162046908,5.67450719300168,15.9827856143046,2.64718232731853e-30,3.39721732005877e-28,3.02800504809066e-28,"UQCRFS1/DNAJC15/NDUFB2/MICOS10/ENDOG/CYCS/COX5A/NDUFB9/ATP5F1E/MRPL33/COX6C/ATP5MK/NDUFA4/NDUFAB1/COX7A2/NDUFA11/ATP5PD/UQCR11/PINK1/CYC1/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/COX6A1/NDUFA12/UQCRQ/ATP5F1B/MRPL27/COX7C/COX7B/TMEM126A/COX4I1/MRPL14/ATP5PB/ATP5MJ/NDUFA8/SURF1/TIMM17A/ATP5PO/AURKAIP1/HSPD1/COX6B1/NDUFS3/UQCRB/ATP5MG/ATP5F1C/PET100/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/MRPL19/MRPS33/RAB5IF/NDUFB3",62
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","48/253","321/10860",0.149532710280374,6.41867681282553,15.2196601800936,9.27687811796828e-26,8.92899518854447e-24,7.95858491173068e-24,"KCNK1/UQCRFS1/NDUFB2/COX5A/NDUFB9/CALM2/ATP5F1E/ATP5MK/NDUFA4/NDUFAB1/COX7A2/NDUFA11/ATP5PD/CYC1/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/COX6A1/NDUFA12/UQCRQ/ATP5F1B/COX7C/COX7B/COX4I1/ATP5PB/ATP5MJ/NDUFA8/ATP6V0B/ATP5PO/COX6B1/NDUFS3/UQCRB/ATP5MG/SNAP25/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",48
"GO:1990351","CC","GO:1990351","transporter complex","48/253","342/10860",0.140350877192982,6.02454753484502,14.5815040143337,1.64857277266087e-24,1.26940103494887e-22,1.13144152397357e-22,"KCNK1/UQCRFS1/NDUFB2/COX5A/NDUFB9/CALM2/ATP5F1E/ATP5MK/NDUFA4/NDUFAB1/COX7A2/NDUFA11/ATP5PD/CYC1/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/COX6A1/NDUFA12/UQCRQ/ATP5F1B/COX7C/COX7B/COX4I1/ATP5PB/ATP5MJ/NDUFA8/ATP6V0B/ATP5PO/COX6B1/NDUFS3/UQCRB/ATP5MG/SNAP25/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",48
"GO:1990204","CC","GO:1990204","oxidoreductase complex","30/253","119/10860",0.252100840336134,10.8214036602783,16.6373278998468,3.82922748593375e-23,2.45708763680749e-21,2.1900494042358e-21,"UQCRFS1/NDUFB2/COX5A/NDUFB9/NDUFA4/NDUFAB1/COX7A2/NDUFA11/CYC1/NDUFB1/COX6A1/NDUFA12/UQCRQ/COX7C/COX7B/COX4I1/NDUFA8/COX6B1/NDUFS3/UQCRB/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/NDUFB3",30
"GO:0070069","CC","GO:0070069","cytochrome complex","15/253","28/10860",0.535714285714286,22.9954827780915,17.9977030287243,6.10611044222459e-18,3.35836074322352e-16,2.99337143483491e-16,"UQCRFS1/COX5A/NDUFA4/COX7A2/CYC1/COX6A1/UQCRQ/COX7C/COX7B/COX4I1/COX6B1/UQCRB/UQCRH/COX8A/COX5B",15
"GO:0045259","CC","GO:0045259","proton-transporting ATP synthase complex","13/253","20/10860",0.65,27.901185770751,18.5964768169373,2.93800830137461e-17,1.41391649503653e-15,1.26025092927385e-15,"ATP5F1E/ATP5MK/ATP5PD/ATP5MC1/ATP5MC3/ATP5F1A/ATP5F1B/ATP5PB/ATP5MJ/ATP5PO/ATP5MG/ATP5F1C/ATP5PF",13
"GO:0016469","CC","GO:0016469","proton-transporting two-sector ATPase complex","15/253","42/10860",0.357142857142857,15.330321852061,14.3703052674604,1.20280921484381e-14,5.14535053016521e-13,4.58614975484308e-13,"ATP5F1E/ATP5MK/ATP5PD/ATP5MC1/ATP5MC3/ATP5F1A/ATP5F1B/ATP5PB/ATP5MJ/ATP6V0B/ATP5PO/ATP5MG/ATP5F1C/ATP5PF/ATP6V1D",15
"GO:0030964","CC","GO:0030964","NADH dehydrogenase complex","15/253","43/10860",0.348837209302326,14.9738027392224,14.1792844159373,1.80916600695927e-14,6.33208102435745e-13,5.6439054379782e-13,"NDUFB2/NDUFB9/NDUFAB1/NDUFA11/NDUFB1/NDUFA12/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",15
"GO:0045271","CC","GO:0045271","respiratory chain complex I","15/253","43/10860",0.348837209302326,14.9738027392224,14.1792844159373,1.80916600695927e-14,6.33208102435745e-13,5.6439054379782e-13,"NDUFB2/NDUFB9/NDUFAB1/NDUFA11/NDUFB1/NDUFA12/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",15
"GO:0045277","CC","GO:0045277","respiratory chain complex IV","10/253","16/10860",0.625,26.8280632411067,15.9667296088421,2.79518222829421e-13,8.96787631577725e-12,7.9932404072273e-12,"COX5A/NDUFA4/COX7A2/COX6A1/COX7C/COX7B/COX4I1/COX6B1/COX8A/COX5B",10
"GO:0034703","CC","GO:0034703","cation channel complex","16/253","145/10860",0.110344827586207,4.73654082049884,6.99546418249423,2.48067971760713e-07,7.34662839445188e-06,6.54819099546497e-06,"KCNK1/CALM2/ATP5F1E/ATP5MK/ATP5PD/ATP5MC1/ATP5MC3/ATP5F1A/ATP5F1B/ATP5PB/ATP5MJ/ATP5PO/ATP5MG/SNAP25/ATP5F1C/ATP5PF",16
"GO:0045275","CC","GO:0045275","respiratory chain complex III","5/253","10/10860",0.5,21.4624505928854,9.99773606543398,1.51107099851222e-06,4.15544524590859e-05,3.70382816176679e-05,"UQCRFS1/CYC1/UQCRQ/UQCRB/UQCRH",5
"GO:0005758","CC","GO:0005758","mitochondrial intermembrane space","11/253","78/10860",0.141025641025641,6.05351170568562,6.91751017054191,1.72922294922426e-06,4.43833890300893e-05,3.95597671190953e-05,"CYCS/COX5A/COX17/COX6C/COA6/PINK1/COX4I1/CHCHD2/NDUFA8/BLOC1S1/NDUFB7",11
"GO:0031970","CC","GO:0031970","organelle envelope lumen","11/253","86/10860",0.127906976744186,5.49039433771486,6.45660345714294,4.61424645331611e-06,0.000111030305282919,9.89634436698061e-05,"CYCS/COX5A/COX17/COX6C/COA6/PINK1/COX4I1/CHCHD2/NDUFA8/BLOC1S1/NDUFB7",11
"GO:0033178","CC","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","5/253","15/10860",0.333333333333333,14.3083003952569,7.96548711217262,1.63621848643013e-05,0.000370555363103294,0.000330283112431097,"ATP5F1E/ATP5F1A/ATP5F1B/ATP5F1C/ATP6V1D",5
"GO:0005759","CC","GO:0005759","mitochondrial matrix","25/253","434/10860",0.0576036866359447,2.47263255678403,4.83547669781915,2.71725103193529e-05,0.000581189804052827,0.000518025635328015,"UQCRFS1/DNAJC15/ATP5F1E/MRPL33/NDUFAB1/SSBP1/PRDX5/ATP5F1A/SLIRP/ATP5F1B/MRPL27/MRPL14/GARS1/ATP5PB/HSPE1/AURKAIP1/HSPD1/NDUFS3/ATP5F1C/BLOC1S1/MTRF1L/BOLA3/MRPL19/MRPS33/ARG2",25
"GO:0005839","CC","GO:0005839","proteasome core complex","5/253","18/10860",0.277777777777778,11.9235836627141,7.16317535844413,4.4081518420924e-05,0.000893230768002934,0.000796153739901453,"PSMB6/PSMB5/PSMA7/PSMB10/PSMB7",5
"GO:0034702","CC","GO:0034702","monoatomic ion channel complex","16/253","219/10860",0.0730593607305936,3.13606584005631,4.93178758937124,5.2647632884148e-05,0.000991617442409791,0.000883847672523833,"KCNK1/CALM2/ATP5F1E/ATP5MK/ATP5PD/ATP5MC1/ATP5MC3/ATP5F1A/ATP5F1B/ATP5PB/ATP5MJ/ATP5PO/ATP5MG/SNAP25/ATP5F1C/ATP5PF",16
"GO:0019774","CC","GO:0019774","proteasome core complex, beta-subunit complex","4/253","10/10860",0.4,17.1699604743083,7.90047097618126,5.40882241314431e-05,0.000991617442409791,0.000883847672523833,"PSMB6/PSMB5/PSMB10/PSMB7",4
"GO:0000502","CC","GO:0000502","proteasome complex","8/253","62/10860",0.129032258064516,5.53869692719623,5.53495710450266,8.85034613632861e-05,0.00154881057385751,0.00138048461265221,"PSMB6/PSMB5/PSMD7/PSMA7/PSMC3/PSMD8/PSMB10/PSMB7",8
"GO:1905369","CC","GO:1905369","endopeptidase complex","8/253","81/10860",0.0987654320987654,4.23949641340946,4.5194924961564,0.000575679954773595,0.00963638185164497,0.00858909223140467,"PSMB6/PSMB5/PSMD7/PSMA7/PSMC3/PSMD8/PSMB10/PSMB7",8
"GO:0033177","CC","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","4/253","18/10860",0.222222222222222,9.53886693017128,5.59938963913598,0.000680304909556717,0.0109132245908057,0.00972716668927586,"ATP5MC1/ATP5MC3/ATP6V0B/ATP5PF",4
"GO:0098798","CC","GO:0098798","mitochondrial protein-containing complex","11/253","172/10860",0.063953488372093,2.74519716885743,3.56302929736878,0.00229284518029954,0.0353098157766129,0.0314723170011642,"DNAJC15/MICOS10/MRPL33/NDUFAB1/TOMM5/MRPL27/MRPL14/TIMM17A/AURKAIP1/MRPL19/MRPS33",11
"GO:0015078","MF","GO:0015078","proton transmembrane transporter activity","37/249","136/10759",0.272058823529412,11.755344909048,19.4282771921317,8.00606293184212e-30,3.6107343822608e-27,3.23613491139724e-27,"UQCRFS1/NDUFB2/COX5A/NDUFB9/ATP5F1E/NDUFA4/ATP5PD/CYC1/ATP5MC1/ATP5MC3/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/COX7B/COX4I1/ATP5PB/NDUFA8/SURF1/ATP6V0B/ATP5PO/COX6B1/NDUFS3/ATP5MG/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",37
"GO:0015453","MF","GO:0015453","oxidoreduction-driven active transmembrane transporter activity","24/249","65/10759",0.369230769230769,15.954031510658,18.6126823409452,3.14032597551797e-23,7.08143507479303e-21,6.34676407683633e-21,"UQCRFS1/NDUFB2/COX5A/NDUFB9/NDUFA4/CYC1/NDUFB1/NDUFA12/COX7B/COX4I1/NDUFA8/SURF1/COX6B1/NDUFS3/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/NDUFB3",24
"GO:0009055","MF","GO:0009055","electron transfer activity","26/249","97/10759",0.268041237113402,11.5817496791289,16.1134337281357,5.30054179520388e-21,7.9684811654565e-19,7.14178262932733e-19,"UQCRFS1/NDUFB2/CYCS/COX5A/NDUFB9/NDUFA4/UQCR11/CYC1/NDUFB1/NDUFA12/COX7B/COX4I1/NDUFA8/SURF1/COX6B1/NDUFS3/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/NDUFB3",26
"GO:0015399","MF","GO:0015399","primary active transmembrane transporter activity","29/249","130/10759",0.223076923076923,9.63889403768922,15.2527343085104,7.19048445285342e-21,8.10727122059223e-19,7.26617376288346e-19,"UQCRFS1/NDUFB2/ABCG2/COX5A/NDUFB9/NDUFA4/CYC1/NDUFB1/NDUFA12/ATP5F1B/COX7B/COX4I1/NDUFA8/SURF1/ATP6V0B/COX6B1/NDUFS3/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/ABCD2/ATP6V1D/NDUFB3",29
"GO:0022890","MF","GO:0022890","inorganic cation transmembrane transporter activity","40/249","381/10759",0.10498687664042,4.53636066576015,10.8174847473933,4.90660436413391e-16,4.42575713644879e-14,3.96660226489984e-14,"KCNK1/UQCRFS1/NDUFB2/COX5A/NDUFB9/ATP5F1E/NDUFA4/ATP5PD/CYC1/ATP5MC1/ATP5MC3/TMEM38A/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/COX7B/COX4I1/ATP5PB/NDUFA8/SURF1/ATP6V0B/ATP5PO/COX6B1/NDUFS3/ATP5MG/SNAP25/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",40
"GO:0008324","MF","GO:0008324","monoatomic cation transmembrane transporter activity","40/249","400/10759",0.1,4.32088353413655,10.4181069015092,2.62178733397428e-15,1.97071014603733e-13,1.76625673025635e-13,"KCNK1/UQCRFS1/NDUFB2/COX5A/NDUFB9/ATP5F1E/NDUFA4/ATP5PD/CYC1/ATP5MC1/ATP5MC3/TMEM38A/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/COX7B/COX4I1/ATP5PB/NDUFA8/SURF1/ATP6V0B/ATP5PO/COX6B1/NDUFS3/ATP5MG/SNAP25/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",40
"GO:0022853","MF","GO:0022853","active monoatomic ion transmembrane transporter activity","27/249","191/10759",0.141361256544503,6.10805525767994,10.9632660524906,3.08521937634365e-14,1.98776276961569e-12,1.7815402113022e-12,"UQCRFS1/NDUFB2/COX5A/NDUFB9/NDUFA4/CYC1/NDUFB1/NDUFA12/ATP5F1B/COX7B/COX4I1/NDUFA8/SURF1/ATP6V0B/COX6B1/NDUFS3/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/ATP6V1D/NDUFB3",27
"GO:0015318","MF","GO:0015318","inorganic molecular entity transmembrane transporter activity","40/249","437/10759",0.091533180778032,3.95504213650942,9.70703408451364,5.17749223290925e-14,2.91881124630259e-12,2.6159960755752e-12,"KCNK1/UQCRFS1/NDUFB2/COX5A/NDUFB9/ATP5F1E/NDUFA4/ATP5PD/CYC1/ATP5MC1/ATP5MC3/TMEM38A/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/COX7B/COX4I1/ATP5PB/NDUFA8/SURF1/ATP6V0B/ATP5PO/COX6B1/NDUFS3/ATP5MG/SNAP25/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",40
"GO:0008137","MF","GO:0008137","NADH dehydrogenase (ubiquinone) activity","14/249","41/10759",0.341463414634146,14.7542364580272,13.5811211649569,1.77509465046713e-13,8.89519652622974e-12,7.97235492139625e-12,"NDUFB2/NDUFB9/NDUFA4/NDUFB1/NDUFA12/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",14
"GO:0015075","MF","GO:0015075","monoatomic ion transmembrane transporter activity","40/249","465/10759",0.0860215053763441,3.71688906162284,9.21871492520087,3.99400003641576e-13,1.80129401642351e-11,1.6144168568249e-11,"KCNK1/UQCRFS1/NDUFB2/COX5A/NDUFB9/ATP5F1E/NDUFA4/ATP5PD/CYC1/ATP5MC1/ATP5MC3/TMEM38A/NDUFB1/ATP5F1A/NDUFA12/ATP5F1B/COX7B/COX4I1/ATP5PB/NDUFA8/SURF1/ATP6V0B/ATP5PO/COX6B1/NDUFS3/ATP5MG/SNAP25/ATP5F1C/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/ATP5PF/NDUFB5/ATP6V1D/NDUFB3",40
"GO:0016655","MF","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","14/249","52/10759",0.269230769230769,11.6331479765215,11.8302443184084,7.10247560178869e-12,2.91201499673336e-10,2.60990491013096e-10,"NDUFB2/NDUFB9/NDUFA4/NDUFB1/NDUFA12/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",14
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","29/249","285/10759",0.101754385964912,4.39668850841964,8.9451155018281,1.61130707179181e-11,5.68539180869104e-10,5.09555480111416e-10,"UQCRFS1/NDUFB2/ABCG2/COX5A/NDUFB9/NDUFA4/CYC1/NDUFB1/NDUFA12/ATP5F1B/COX7B/COX4I1/NDUFA8/SURF1/ATP6V0B/COX6B1/NDUFS3/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/ABCD2/ATP6V1D/NDUFB3",29
"GO:0046933","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","9/249","16/10759",0.5625,24.3049698795181,14.3585252069026,1.6388047342125e-11,5.68539180869104e-10,5.09555480111416e-10,"ATP5F1E/ATP5PD/ATP5F1A/ATP5F1B/ATP5PB/ATP5PO/ATP5MG/ATP5F1C/ATP5PF",9
"GO:0015252","MF","GO:0015252","proton channel activity","9/249","18/10759",0.5,21.6044176706827,13.4659911471445,6.68809675124247e-11,2.15452259629311e-09,1.93099936276474e-09,"ATP5F1E/ATP5PD/ATP5F1A/ATP5F1B/ATP5PB/ATP5PO/ATP5MG/ATP5F1C/ATP5PF",9
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","14/249","67/10759",0.208955223880597,9.02871186237487,10.146537945859,2.88419831777546e-10,8.67182294211155e-09,7.77215546684756e-09,"NDUFB2/NDUFB9/NDUFA4/NDUFB1/NDUFA12/NDUFA8/NDUFS3/NDUFS4/NDUFB10/NDUFA1/NDUFB6/NDUFB7/NDUFB5/NDUFB3",14
"GO:0004129","MF","GO:0004129","cytochrome-c oxidase activity","7/249","13/10759",0.538461538461538,23.2662959530429,12.3640377034625,4.98434561054488e-09,1.40496241897234e-07,1.25920310161134e-07,"COX5A/COX7B/COX4I1/SURF1/COX6B1/COX8A/COX5B",7
"GO:0016675","MF","GO:0016675","oxidoreductase activity, acting on a heme group of donors","7/249","14/10759",0.5,21.6044176706827,11.8736772093633,9.77264985126923e-09,2.59262651936613e-07,2.32365172934203e-07,"COX5A/COX7B/COX4I1/SURF1/COX6B1/COX8A/COX5B",7
"GO:0016491","MF","GO:0016491","oxidoreductase activity","32/249","467/10759",0.0685224839400428,2.96077672574667,6.66807967204451,3.19377128555807e-08,8.00217138770383e-07,7.17197762370935e-07,"UQCRFS1/ALDH1A1/NDUFB2/COX5A/NDUFB9/NDUFA4/COX7A2/CYC1/PRDX5/NDUFB1/COX6A1/DHFR/NDUFA12/COX7B/COX4I1/HBQ1/NDUFA8/SURF1/CRYM/COX6B1/NDUFS3/UQCRH/COX8A/NDUFS4/NDUFB10/NDUFA1/COX5B/NDUFB6/NDUFB7/NDUFB5/TXN/NDUFB3",32
"GO:0070003","MF","GO:0070003","threonine-type peptidase activity","5/249","11/10759",0.454545454545455,19.6403797006207,9.52031578074893,2.6299899927782e-06,6.24276571969983e-05,5.59510336413756e-05,"PSMB6/PSMB5/PSMB10/PSMB7/ASRGL1",5
"GO:0005184","MF","GO:0005184","neuropeptide hormone activity","4/249","13/10759",0.307692307692308,13.2950262588817,6.82718708807517,0.000169847612540606,0.00364767967884825,0.00326924727897707,"CORT/VGF/CRH/CCK",4
"GO:0160041","MF","GO:0160041","neuropeptide activity","4/249","13/10759",0.307692307692308,13.2950262588817,6.82718708807517,0.000169847612540606,0.00364767967884825,0.00326924727897707,"CORT/VGF/CRH/CCK",4
