Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000109445,ZNF330,63,1.39519,13,-1.1185,38,0.55618,24,-0.1660,20,-0.5291,36,0.45667,15,-0.9035,27,0.00067
ENSG00000109452,INPP4B,129,3.21963,3,-2.7074,9,-1.3094,18,-0.3938,10,-1.3569,6,-1.8389,41,0.96565,12,-0.9558
ENSG00000109458,GAB1,13,-1.7568,132,1.90922,180,2.52483,17,-1.4833,23,-1.1177,17,-1.3407,23,-0.9406,30,-0.5732
ENSG00000153147,SMARCA5,353,0.57201,339,0.50635,128,-0.9952,186,-0.4678,342,0.74576,154,-0.7174,294,0.27970,96,-1.4978
ENSG00000164161,HHIP,0,-7.4995,158,1.59316,534,4.66678,9,-2.9173,5,-3.9921,14,-2.1221,7,-3.0331,15,-2.1274
ENSG00000164163,ABCE1,79,0.75695,51,0.05432,26,-0.9473,49,-0.0282,66,0.64859,15,-1.7371,67,0.47730,21,-1.3820
ENSG00000164164,OTUD4,106,1.26921,49,0.00899,58,0.29020,45,-0.1077,53,0.18532,28,-0.8103,28,-0.8534,29,-0.8202
ENSG00000170365,SMAD1,43,0.35746,53,0.68366,32,-0.1082,49,0.63053,29,-0.3549,26,-0.4193,35,0.05255,22,-0.7432
ENSG00000151612,ZNF827,119,0.94121,52,-0.3888,62,-0.1123,66,-0.0069,63,-0.1143,36,-0.9190,55,-0.2790,78,0.27058
ENSG00000164167,LSM6,0,-5.7259,3,-2.5045,18,0.06948,22,0.37613,23,0.61744,10,-0.8161,25,0.57849,17,-0.0279
ENSG00000164168,TMEM184C,0,-6.0115,9,-1.3180,24,0.22051,25,0.26567,32,0.92188,12,-0.7870,22,0.06486,16,-0.4829
ENSG00000071205,ARHGAP10,375,3.79383,11,-2.3089,0,-8.4353,10,-2.5857,51,-0.0917,19,-1.5561,53,-0.0015,6,-3.2328
ENSG00000151623,NR3C2,34,0.16814,3,-3.3830,5,-2.5268,25,-0.3591,52,1.27346,20,-0.6174,29,-0.1038,25,-0.3265
ENSG00000170390,DCLK2,45,-0.5976,89,0.44290,64,-0.0687,67,-0.0066,56,-0.3701,37,-0.8934,91,0.47946,95,0.60204
ENSG00000198589,LRBA,29,0.62976,20,0.02773,33,0.82046,20,0.01180,17,-0.2859,10,-1.0536,26,0.42995,15,-0.4480
ENSG00000145425,RPS3A,218,-1.2429,594,0.28998,564,0.20845,215,-1.3402,392,-0.4628,729,0.61708,829,0.82865,748,0.73733
ENSG00000109686,SH3D19,62,1.70714,30,0.49191,62,1.71504,14,-0.6914,18,-0.3910,13,-0.8273,9,-1.2587,4,-2.3886
ENSG00000059691,GATB,48,0.19343,2,-4.4248,61,0.55450,39,-0.1578,53,0.45675,20,-1.1501,33,-0.4025,51,0.32581
ENSG00000109670,FBXW7,194,-1.9075,424,-0.7402,734,0.10440,1197,1.01033,739,0.15479,586,-0.2450,225,-1.6846,707,0.05089
ENSG00000164144,ARFIP1,32,0.94100,18,0.02250,6,-1.5759,17,-0.0504,17,-0.0402,21,0.27493,17,-0.0495,16,-0.1642
ENSG00000109654,TRIM2,45,-3.1526,604,0.77209,715,1.05325,359,-0.0641,408,0.18972,279,-0.4456,264,-0.5342,296,-0.3867
ENSG00000145428,RNF175,0,-6.2239,4,-2.7310,2,-3.2705,32,0.44967,37,0.93640,6,-1.9353,13,-0.9513,41,0.92593
ENSG00000171566,PLRG1,2,-4.0253,41,0.06846,38,-0.0753,34,-0.2524,38,-0.0969,40,0.01491,59,0.62352,58,0.66539
ENSG00000164114,MAP9,294,-0.2846,163,-1.1793,223,-0.7058,557,0.81321,472,0.64932,211,-0.7896,215,-0.7651,244,-0.6127
ENSG00000164116,GUCY1A1,165,2.30508,50,0.21708,23,-0.9321,34,-0.4198,38,-0.2371,46,0.10923,22,-1.0112,17,-1.4475
ENSG00000260244,AC104083.1,47,1.37857,18,-0.1927,28,0.55792,10,-1.0500,15,-0.5586,26,0.40595,12,-0.8103,24,0.34260
ENSG00000061918,GUCY1B1,107,-0.9821,39,-2.4647,89,-1.2578,323,0.82802,218,0.13938,221,0.12953,107,-0.9799,284,0.58453
ENSG00000109738,GLRB,19,-2.0653,5,-3.8719,54,-0.5553,107,0.56343,99,0.52573,64,-0.2860,42,-0.9304,108,0.57660
ENSG00000120251,GRIA2,124,-2.3665,189,-1.7555,410,-0.5945,872,0.64996,1022,1.28807,174,-1.8720,393,-0.6598,365,-0.8277
ENSG00000164125,GASK1B,68,0.25319,43,-0.4636,71,0.31531,41,-0.5791,19,-1.9781,74,0.36935,151,1.57433,96,0.89624
ENSG00000164124,TMEM144,7,-4.0489,446,2.43305,817,3.98458,9,-3.7001,6,-4.6074,36,-1.6739,27,-2.0917,28,-2.1446
ENSG00000171509,RXFP1,0,-5.6903,4,-2.1464,50,1.78093,43,1.81996,0,-8.0773,23,0.49940,0,-8.6998,29,0.94362
ENSG00000171503,ETFDH,26,0.40139,37,0.94652,21,0.03929,28,0.55369,8,-1.6607,28,0.47951,33,0.74759,16,-0.3764
ENSG00000171497,PPID,61,0.24577,19,-1.5060,51,-0.0413,71,0.53707,59,0.26517,35,-0.5790,28,-0.9454,52,0.01750
ENSG00000052795,FNIP2,48,-1.2395,50,-1.1677,113,0.05845,122,0.19375,156,0.82047,66,-0.7657,64,-0.8235,104,-0.0806
ENSG00000109756,RAPGEF2,115,-0.3454,38,-1.9801,61,-1.3030,136,-0.1000,257,1.44463,76,-0.9769,96,-0.6323,95,-0.6951
ENSG00000168843,FSTL5,0,-5.5735,3,-2.3998,7,-1.1601,30,1.19600,14,-0.1316,21,0.48241,28,0.95864,12,-0.4092
ENSG00000198498,TMA16,51,0.97364,26,-0.1008,48,0.89628,14,-1.0849,33,0.41406,9,-1.6957,24,-0.2212,20,-0.5523
ENSG00000145416,MARCH1,0,-7.1128,72,0.70906,167,2.21340,35,-0.4384,50,0.20161,14,-1.7934,8,-2.5567,32,-0.6048
ENSG00000170088,TMEM192,39,-0.2454,49,0.12690,64,0.53276,58,0.43824,40,-0.2382,34,-0.4556,53,0.22793,37,-0.3374
ENSG00000109466,KLHL2,26,-2.0792,75,-0.5155,152,0.59097,94,-0.1737,133,0.52602,96,-0.1388,46,-1.2444,123,0.27831
ENSG00000052802,MSMO1,18,-2.1472,57,-0.4619,139,0.93230,98,0.40342,32,-1.6103,69,-0.1804,107,0.51351,147,1.17844
ENSG00000109472,CPE,633,-1.1560,864,-0.6865,1199,-0.1854,1360,0.01170,719,-1.1816,1142,-0.2602,4308,1.96332,1909,0.61149
ENSG00000196104,SPOCK3,14,-2.6893,167,1.07043,408,2.78294,48,-0.9311,66,-0.5107,49,-0.8619,39,-1.2089,39,-1.2643
ENSG00000129116,PALLD,318,2.82843,63,-0.0585,34,-0.9933,24,-1.6065,37,-1.0658,44,-0.6052,126,1.06210,35,-1.0198
ENSG00000145439,CBR4,4,-2.7578,36,0.32142,64,1.25799,27,-0.1203,29,-0.0035,20,-0.5844,36,0.31233,25,-0.2774
ENSG00000154447,SH3RF1,92,1.50871,44,0.29274,44,0.28900,24,-0.6970,34,-0.1192,25,-0.5462,34,-0.1291,25,-0.5973
ENSG00000137601,NEK1,211,0.92237,242,1.15882,60,-1.0398,145,0.34700,104,-0.2736,117,-0.0177,139,0.24362,35,-1.9388
ENSG00000109572,CLCN3,18,-2.7817,119,-0.0131,127,0.08569,125,0.06662,149,0.47519,100,-0.2877,106,-0.1902,123,0.03127
ENSG00000056050,HPF1,21,-1.2601,30,-0.7223,53,0.14332,40,-0.3034,67,0.75130,21,-1.2350,67,0.51952,43,-0.1989
ENSG00000198948,MFAP3L,1,-5.1268,72,0.31977,102,0.88849,49,-0.3063,46,-0.4962,47,-0.3311,118,1.12945,71,0.32634
ENSG00000109586,GALNT7,4,-1.8792,16,-0.0518,50,1.81494,27,0.82534,11,-0.7130,5,-1.7387,22,0.43092,10,-0.8026
ENSG00000164104,HMGB2,261,2.08072,86,0.18480,30,-1.4104,58,-0.4641,70,-0.1875,68,-0.1831,55,-0.5225,51,-0.6775
ENSG00000164105,SAP30,28,0.89825,10,-0.6493,10,-0.6893,16,-0.0099,10,-0.8130,16,0.02850,48,1.82503,11,-0.6347
ENSG00000164106,SCRG1,3,-5.4770,73,-0.9118,103,-0.3877,68,-1.0638,135,0.05068,151,0.21307,360,1.66568,175,0.48999
ENSG00000145451,GLRA3,0,-6.7542,3,-3.3818,13,-1.5526,26,-0.5046,82,2.42110,5,-2.7873,17,-1.0869,22,-0.7718
ENSG00000150625,GPM6A,198,-3.3462,601,-1.7228,1947,0.05646,2531,0.52436,2019,0.15378,1355,-0.5039,1861,-0.0138,2656,0.61321
ENSG00000150627,WDR17,2,-4.1928,9,-2.0839,23,-0.8261,48,0.37185,63,1.11844,19,-1.1141,38,-0.0300,35,-0.1930
ENSG00000129128,SPCS3,111,0.84592,40,-0.7569,117,0.93636,67,0.04665,67,0.04515,31,-1.1133,52,-0.3556,49,-0.4923
ENSG00000218336,TENM3,12,-1.9936,9,-2.4355,105,1.33282,60,0.45015,59,0.55285,25,-0.9233,18,-1.3779,37,-0.3606
ENSG00000129187,DCTD,42,0.72645,26,-0.0112,21,-0.3708,17,-0.6853,26,0.01331,18,-0.6007,23,-0.1675,36,0.54375
ENSG00000151718,WWC2,142,2.33581,47,0.40690,16,-1.1882,38,0.07267,38,0.11008,16,-1.2619,13,-1.5001,5,-3.0007
ENSG00000168564,CDKN2AIP,8,-1.2848,29,0.58127,0,-5.9373,20,0.04580,27,0.68237,17,-0.2597,30,0.63317,13,-0.6969
ENSG00000168556,ING2,4,-2.7012,38,0.52147,4,-2.7985,23,-0.3005,45,1.17529,28,0.04948,27,-0.0194,15,-0.9922
ENSG00000168538,TRAPPC11,26,-0.0302,9,-1.6678,39,0.58150,23,-0.2571,29,0.20530,9,-1.5760,27,0.03700,37,0.55939
ENSG00000173320,STOX2,24,-2.5199,117,-0.1977,214,0.76207,179,0.52812,151,0.27811,96,-0.4901,95,-0.5132,108,-0.3477
ENSG00000168310,IRF2,57,1.50553,24,0.06586,32,0.56543,14,-0.7788,21,-0.1397,11,-1.0271,32,0.54757,13,-0.9225
ENSG00000164305,CASP3,0,-5.5952,12,-0.4455,18,0.16936,22,0.58102,15,-0.1279,20,0.38815,17,0.13232,17,0.17125
ENSG00000151726,ACSL1,13,-1.0527,40,0.66128,110,2.49558,13,-1.1120,12,-1.4624,18,-0.5579,15,-0.7881,36,0.54047
ENSG00000151729,SLC25A4,176,-0.1409,90,-1.1654,111,-0.8516,191,-0.0222,257,0.63753,92,-1.1331,158,-0.3148,238,0.36519
ENSG00000164323,CFAP97,95,0.65593,74,0.26015,104,0.80453,25,-1.4467,74,0.35463,23,-1.5010,95,0.67015,39,-0.7830
ENSG00000109762,SNX25,5,-1.5679,5,-1.5677,12,-0.4417,19,0.27184,26,1.11554,4,-1.9461,8,-1.0437,17,0.03369
ENSG00000109775,UFSP2,7,-2.0844,26,-0.1634,79,1.67560,18,-0.7586,32,0.20511,34,0.25210,25,-0.1846,20,-0.6042
ENSG00000154556,SORBS2,1109,3.47111,26,-2.8389,162,-0.1415,134,-0.4599,134,-0.5493,47,-1.9803,42,-2.1574,56,-1.8118
ENSG00000109794,FAM149A,14,-0.2713,11,-0.5989,15,-0.1700,15,-0.1577,23,0.69750,16,-0.0848,21,0.35433,9,-0.9470
ENSG00000145476,CYP4V2,65,1.02915,29,-0.2657,62,0.97020,33,-0.0701,8,-2.4540,30,-0.1997,66,1.05579,47,0.56120
ENSG00000083857,FAT1,57,1.36015,23,-0.1093,11,-1.2465,18,-0.5408,14,-1.0669,24,-0.0603,64,1.57004,25,0.06356
ENSG00000109536,FRG1,338,1.69408,198,0.77303,136,0.16289,101,-0.3183,121,-0.0238,56,-1.1883,90,-0.4617,42,-1.6750
ENSG00000164366,CCDC127,25,-0.2080,27,-0.1035,7,-2.1331,33,0.23082,36,0.49328,24,-0.3158,22,-0.4405,30,0.07559
ENSG00000073578,SDHA,63,-0.4232,29,-1.5708,112,0.48217,58,-0.5790,89,0.16930,44,-0.9587,97,0.25158,127,0.77122
ENSG00000249915,PDCD6,74,-0.2074,79,-0.1102,118,0.50983,88,0.06199,75,-0.2597,47,-0.8891,88,0.04468,112,0.48183
ENSG00000180104,EXOC3,25,-1.0741,45,-0.2050,76,0.62853,51,-0.0214,55,0.14114,58,0.20720,32,-0.6953,54,0.09742
ENSG00000171368,TPPP,26,-3.7188,538,0.82747,660,1.16982,385,0.31599,184,-1.0566,419,0.41957,110,-1.6199,459,0.63097
ENSG00000206077,ZDHHC11B,0,-5.8478,12,-0.6632,49,1.55139,43,1.56612,14,-0.5717,19,0.00685,4,-2.1913,9,-1.1255
ENSG00000028310,BRD9,210,1.30200,221,1.39194,59,-0.7150,118,0.37921,72,-0.5453,63,-0.6177,36,-1.4404,59,-0.7793
ENSG00000049656,CLPTM1L,21,-1.3826,24,-1.1439,29,-0.8771,57,0.16168,54,0.07139,38,-0.4728,31,-0.7669,102,1.22756
ENSG00000153395,LPCAT1,8,-2.0772,7,-2.1359,23,-0.5007,32,0.01765,29,-0.1780,40,0.36723,47,0.62067,54,0.93748
ENSG00000171421,MRPL36,21,0.32319,5,-1.9061,4,-2.1310,12,-0.6308,21,0.44172,18,0.01361,13,-0.4451,28,0.86202
ENSG00000145494,NDUFS6,93,-0.3471,118,0.01396,141,0.28844,79,-0.6440,99,-0.3301,157,0.46729,137,0.24686,160,0.54639
ENSG00000164151,ICE1,236,1.36828,121,0.25823,95,-0.1172,152,0.69820,96,-0.1390,71,-0.5575,42,-1.3384,40,-1.5068
ENSG00000133398,MED10,36,-0.1572,8,-2.3027,25,-0.7320,36,-0.1927,41,0.04900,54,0.47792,42,0.07154,60,0.71096
ENSG00000215218,UBE2QL1,2,-5.2612,11,-3.2692,183,0.88525,135,0.43267,103,-0.0558,80,-0.4328,52,-1.0733,181,0.97341
ENSG00000145545,SRD5A1,7,-1.7538,8,-1.4995,12,-1.0308,34,0.65262,30,0.50775,32,0.46282,18,-0.3967,21,-0.2079
ENSG00000112941,TENT4A,0,-5.6451,20,-0.4596,35,0.42055,36,0.49991,22,-0.3783,21,-0.3310,28,0.06994,42,0.78827
ENSG00000078295,ADCY2,16,-3.1907,72,-0.9793,81,-0.8014,183,0.50399,143,0.09338,182,0.44567,266,1.07456,113,-0.3230
ENSG00000124275,MTRR,14,-0.5547,48,1.42359,29,0.57659,24,0.33807,17,-0.2593,14,-0.5134,10,-0.9891,13,-0.7108
ENSG00000247516,MIR4458HG,17,-1.1138,25,-0.5612,53,0.58246,14,-1.5422,33,-0.2270,52,0.56119,64,0.87733,53,0.65264
ENSG00000112902,SEMA5A,28,-0.2076,62,1.06262,43,0.46267,28,-0.2097,16,-1.2373,45,0.54247,70,1.26565,23,-0.5305
ENSG00000150753,CCT5,35,-1.0641,48,-0.6143,78,0.13286,89,0.37270,77,0.15990,31,-1.2399,62,-0.2183,94,0.48685
ENSG00000164237,CMBL,18,-1.3585,29,-0.6411,35,-0.3333,59,0.50486,43,-0.0381,39,-0.1944,78,0.91425,41,-0.1007
ENSG00000145495,MARCH6,166,-0.8212,173,-0.7595,294,0.05429,344,0.33366,367,0.57393,146,-1.0110,220,-0.3932,266,-0.1068
ENSG00000164236,ANKRD33B,16,-1.7080,15,-1.7187,67,0.48663,77,0.81254,58,0.34059,46,-0.0937,35,-0.5318,37,-0.4594
ENSG00000112977,DAP,44,1.23092,23,0.16568,6,-1.8826,15,-0.4826,12,-1.0286,18,-0.1813,46,1.28774,26,0.43478
ENSG00000169862,CTNND2,60,-2.7914,611,0.71526,358,-0.1332,333,-0.2646,404,0.07063,511,0.42616,540,0.51546,356,-0.1554
ENSG00000038382,TRIO,104,0.15340,31,-1.6811,74,-0.3792,135,0.62124,109,0.29231,103,0.13749,40,-1.2832,87,-0.1407
ENSG00000154122,ANKH,83,-0.6569,98,-0.4025,101,-0.3569,153,0.30917,145,0.26904,123,-0.0618,93,-0.4940,139,0.14077
ENSG00000183580,FBXL7,8,-0.9143,36,1.34549,39,1.50292,3,-2.2962,0,-4.6820,17,0.12252,45,1.74008,24,0.78215
ENSG00000173545,ZNF622,22,-0.0631,20,-0.2642,36,0.67892,11,-1.1504,31,0.63476,28,0.29117,27,0.22875,12,-1.1034
ENSG00000154153,RETREG1,40,-1.4638,140,0.43546,307,1.77232,133,0.38780,74,-0.7023,57,-0.9435,20,-2.5004,128,0.32054
ENSG00000145555,MYO10,378,0.30553,1234,2.39166,361,0.23042,203,-0.7061,95,-2.1030,336,0.11974,593,1.04026,182,-0.8791
ENSG00000176788,BASP1,110,-3.3459,249,-2.1599,914,-0.2134,1416,0.52777,1403,0.65390,849,-0.3276,484,-1.1791,1293,0.36318
ENSG00000215196,BASP1-AS1,26,0.16616,16,-0.5879,1,-4.0764,36,0.75300,31,0.57876,29,0.29049,14,-0.7857,13,-0.9702
ENSG00000248455,LINC02217,0,-5.9487,8,-1.3724,8,-1.3318,26,0.41867,14,-0.6807,31,0.67959,17,-0.2580,45,1.50202
ENSG00000145526,CDH18,17,-1.7039,7,-3.0483,13,-2.0704,64,0.30204,105,1.74408,8,-2.6971,27,-1.0422,39,-0.5169
ENSG00000154162,CDH12,0,-5.9117,1,-4.2107,4,-2.3155,22,0.19071,42,2.07368,5,-2.0654,8,-1.2698,13,-0.6911
ENSG00000286961,AC091938.1,0,-6.0213,6,-1.9385,0,-7.1542,7,-1.6495,48,2.32612,10,-1.0733,25,0.22809,14,-0.6354
ENSG00000040731,CDH10,0,-5.3652,9,-2.0709,51,0.49919,70,1.14447,31,-0.3672,22,-0.7687,21,-0.8893,58,0.80055
ENSG00000113100,CDH9,1,-4.7817,1,-4.5815,9,-1.5696,27,0.13288,58,2.44820,8,-1.6462,11,-1.1990,5,-2.5090
ENSG00000113360,DROSHA,17,-1.2857,27,-0.6370,13,-1.7377,50,0.36535,63,1.00848,18,-1.2076,51,0.34783,26,-0.7237
ENSG00000082213,C5orf22,0,-5.9203,8,-1.2503,26,0.44545,37,1.12608,13,-0.7935,21,0.12590,4,-2.3404,36,1.06191
ENSG00000133401,PDZD2,1,-6.4905,28,-1.7918,89,-0.0801,52,-0.9488,181,1.72306,47,-1.0321,116,0.33581,53,-0.9246
ENSG00000113384,GOLPH3,83,0.68148,51,-0.0962,30,-0.8727,54,-0.0050,55,0.05138,35,-0.6561,62,0.21451,56,0.05792
ENSG00000150712,MTMR12,43,0.33055,16,-1.2032,59,0.83787,26,-0.4605,49,0.78878,27,-0.3619,17,-1.0746,20,-0.8681
ENSG00000056097,ZFR,264,-0.1538,219,-0.4358,158,-0.9315,207,-0.5621,459,1.08619,217,-0.4551,348,0.28359,162,-0.9524
ENSG00000113387,SUB1,77,-1.9282,127,-1.1922,189,-0.5944,239,-0.2590,428,1.00978,142,-1.0263,268,-0.0568,314,0.20664
ENSG00000113407,TARS,137,1.55829,61,0.21907,59,0.16966,48,-0.1805,55,0.08371,23,-1.2830,30,-0.8770,32,-0.8115
ENSG00000242110,AMACR,17,-0.3179,10,-1.0673,29,0.47978,11,-1.0246,25,0.35671,10,-1.1414,36,0.83349,25,0.31582
ENSG00000039560,RAI14,296,3.64324,114,1.56240,15,-1.5728,9,-2.3989,18,-1.6325,23,-0.9991,19,-1.2472,9,-2.4358
ENSG00000113456,RAD1,34,0.29075,26,-0.1313,24,-0.2644,36,0.42445,31,0.15602,17,-0.7824,28,-0.0315,23,-0.3748
ENSG00000113460,BRIX1,38,-0.0637,38,-0.0702,37,-0.1257,33,-0.3223,65,1.14386,13,-1.6749,29,-0.4812,20,-1.1146
ENSG00000168724,DNAJC21,257,0.84290,193,0.37332,126,-0.2846,137,-0.1760,201,0.62257,71,-1.1560,87,-0.8450,82,-1.0019
ENSG00000152582,SPEF2,61,0.52593,34,-0.3907,57,0.41259,65,0.69792,43,-0.0551,22,-1.0298,34,-0.3991,30,-0.5981
ENSG00000164187,LMBRD2,54,-1.8709,100,-0.9609,227,0.30137,291,0.78592,210,0.23789,99,-0.9703,112,-0.7847,212,0.21290
ENSG00000152620,NADK2,6,-3.2533,90,0.82481,42,-0.3549,51,-0.0695,36,-0.7366,68,0.38016,102,1.04516,69,0.44785
ENSG00000164188,RANBP3L,4,-2.6612,10,-1.2692,7,-1.6896,11,-1.1800,23,-0.0446,8,-1.6334,104,2.58242,30,0.40358
ENSG00000079215,SLC1A3,111,-2.7439,264,-1.4734,249,-1.5592,624,-0.1862,329,-1.3885,572,-0.3071,2798,2.42125,1253,1.07140
ENSG00000164190,NIPBL,503,1.47433,289,0.53930,242,0.25951,179,-0.2318,195,-0.1075,111,-0.9410,254,0.33568,67,-1.7770
ENSG00000197603,CPLANE1,199,0.61684,227,0.83694,90,-0.6223,221,0.88923,147,0.18302,70,-1.0046,79,-0.8234,29,-2.3848
ENSG00000113569,NUP155,3,-2.7931,15,-0.5013,75,2.16621,18,-0.2197,17,-0.4298,15,-0.4872,24,0.23233,18,-0.2589
ENSG00000082068,WDR70,231,1.79864,223,1.73154,22,-1.9129,95,0.32453,64,-0.4121,24,-1.7506,28,-1.5302,25,-1.8252
ENSG00000113594,LIFR,29,-1.6843,148,0.81234,159,0.92732,83,-0.1173,50,-1.0946,52,-0.8110,269,1.85150,68,-0.4438
ENSG00000164327,RICTOR,68,0.29890,68,0.30385,165,1.80293,69,0.34540,38,-0.7390,27,-1.0833,28,-1.0418,41,-0.5018
ENSG00000113638,TTC33,29,-0.9691,27,-1.1189,96,0.86856,56,0.00804,72,0.54328,36,-0.6633,36,-0.6822,52,-0.1221
ENSG00000132356,PRKAA1,58,1.65648,20,-0.0595,1,-4.5092,22,0.06130,27,0.52274,14,-0.5983,15,-0.4935,8,-1.5874
ENSG00000145592,RPL37,395,-1.5551,1651,0.64470,786,-0.5205,371,-1.7337,996,-0.2055,1987,0.95072,1471,0.45762,1653,0.72276
ENSG00000182836,PLCXD3,31,-0.7103,103,1.15663,88,0.90287,69,0.56544,33,-0.7885,59,0.25608,15,-1.8365,42,-0.2821
ENSG00000083720,OXCT1,17,-2.1395,27,-1.4849,90,0.33866,66,-0.1618,94,0.57906,41,-0.8694,63,-0.2205,98,0.53056
ENSG00000205765,C5orf51,17,-0.6074,20,-0.3365,41,0.77477,26,0.04621,27,0.14906,18,-0.5393,24,-0.0540,24,-0.1036
ENSG00000250722,SELENOP,48,-2.0449,557,1.80204,1268,3.65780,32,-2.7545,36,-2.8196,85,-1.2152,131,-0.5653,85,-1.2946
ENSG00000172262,ZNF131,56,0.55283,32,-0.3025,19,-1.0790,51,0.44607,51,0.59108,15,-1.4611,38,-0.0415,22,-0.9502
ENSG00000177453,NIM1K,0,-5.6530,3,-2.5621,5,-1.7479,15,-0.1646,25,0.92748,11,-0.6004,18,0.10577,25,0.70128
ENSG00000112972,HMGCS1,18,-2.5780,89,-0.2051,168,0.80121,129,0.40632,59,-1.0305,141,0.51294,110,0.11337,153,0.71776
ENSG00000172239,PAIP1,74,-0.2824,61,-0.5719,141,0.73382,69,-0.4236,114,0.55122,36,-1.3558,76,-0.2483,87,-0.0406
ENSG00000248092,NNT-AS1,120,0.31729,142,0.58824,123,0.36279,82,-0.2991,93,-0.0958,96,-0.0222,128,0.42878,63,-0.7324
ENSG00000112992,NNT,17,-2.5136,55,-0.8190,73,-0.3914,91,-0.0418,118,0.50681,84,-0.1678,85,-0.1540,125,0.50285
ENSG00000251141,MRPS30-DT,7,-2.2876,13,-1.3376,10,-1.6970,38,0.25838,67,1.91594,12,-1.4852,18,-0.8535,10,-1.8457
ENSG00000112996,MRPS30,53,0.35512,20,-1.1164,25,-0.7976,34,-0.3807,68,1.11994,22,-1.0116,24,-0.8837,34,-0.3592
ENSG00000272335,AC093297.2,15,-1.1718,5,-2.7003,30,-0.1062,27,-0.2560,54,1.24947,9,-1.7820,26,-0.2896,30,-0.0839
ENSG00000164588,HCN1,0,-7.4071,7,-3.0208,8,-2.8176,74,0.48381,82,0.87360,47,-0.2635,25,-1.2484,83,0.69424
ENSG00000151883,PARP8,16,-0.1895,2,-2.7758,13,-0.5265,28,0.74406,22,0.34889,17,-0.1532,23,0.34465,12,-0.6335
ENSG00000164172,MOCS2,47,-0.9448,39,-1.2228,45,-1.0215,48,-0.9944,149,1.27443,33,-1.4668,100,0.19566,95,0.13562
ENSG00000164258,NDUFS4,15,-1.3192,20,-0.9406,31,-0.2634,10,-2.0288,39,0.11975,47,0.34754,78,1.20366,57,0.76430
ENSG00000178996,SNX18,30,0.41562,52,1.30272,52,1.31072,16,-0.5542,9,-1.5971,16,-0.5697,28,0.30697,26,0.20484
ENSG00000067248,DHX29,177,0.96803,139,0.56629,124,0.38011,92,-0.0839,105,0.16364,36,-1.5073,73,-0.4406,55,-0.9313
ENSG00000039123,MTREX,72,0.12389,65,-0.0456,81,0.29417,65,-0.0521,81,0.42253,34,-1.0293,75,0.18148,44,-0.6904
ENSG00000067113,PLPP1,43,0.61843,20,-0.5940,63,1.25303,22,-0.4764,15,-1.1671,19,-0.6530,61,1.18688,34,0.25189
ENSG00000134352,IL6ST,237,0.58337,126,-0.4098,86,-0.9866,110,-0.6613,136,-0.3728,162,-0.0193,373,1.34219,193,0.27752
ENSG00000062194,GPBP1,144,-0.2922,189,0.13162,219,0.36222,161,-0.1272,215,0.46915,88,-1.0446,168,-0.0491,134,-0.4301
ENSG00000249436,AC008780.1,9,-2.2323,12,-1.9077,3,-3.8255,22,-1.0584,102,2.56164,17,-1.3933,27,-0.7298,20,-1.2271
ENSG00000145632,PLK2,10,-3.3556,5,-4.2697,39,-1.3831,122,0.39732,163,1.25677,49,-1.0415,57,-0.8031,103,0.10884
ENSG00000152932,RAB3C,5,-4.6284,3,-5.2793,9,-3.9382,215,0.81096,169,0.46108,101,-0.4709,121,-0.1876,216,0.81837
ENSG00000113448,PDE4D,87,0.84630,3,-4.0664,7,-2.9480,82,0.82696,64,0.48377,44,-0.2213,32,-0.7252,37,-0.5247
ENSG00000152931,PART1,35,-1.4426,10,-3.2599,29,-1.7291,126,0.53690,166,1.46846,47,-1.0205,20,-2.2751,72,-0.4089
ENSG00000164182,NDUFAF2,52,-0.0511,33,-0.7504,32,-0.7839,29,-1.0087,86,1.11421,32,-0.8056,69,0.38622,40,-0.4810
ENSG00000188725,SMIM15,28,-0.1199,25,-0.2507,28,-0.1179,20,-0.6698,31,0.04026,31,0.06187,37,0.33051,39,0.46755
ENSG00000130449,ZSWIM6,22,-1.5469,129,1.19168,127,1.17039,70,0.21089,53,-0.3096,29,-1.1440,68,0.14675,38,-0.7786
ENSG00000068796,KIF2A,0,-7.9519,131,0.74061,88,0.10565,71,-0.2569,115,0.76543,39,-1.1286,122,0.62535,44,-1.0233
ENSG00000086200,IPO11,41,1.24834,25,0.41105,22,0.23978,21,0.15316,18,-0.1046,8,-1.2081,15,-0.3660,11,-0.8922
ENSG00000164197,RNF180,52,0.89682,10,-1.6535,5,-2.5611,27,-0.1130,41,0.74381,16,-0.8785,31,0.07259,25,-0.2652
ENSG00000186479,RGS7BP,47,-0.1243,4,-3.7847,19,-1.4814,43,-0.2984,109,2.10562,20,-1.3963,23,-1.2251,14,-2.0028
ENSG00000153006,SREK1IP1,197,1.23136,100,0.11376,138,0.63085,93,0.00743,74,-0.4426,64,-0.5724,56,-0.7615,83,-0.1776
