Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000172795,DCP2,58,0.53993,4,-3.3891,23,-0.9063,20,-1.1077,26,-0.6732,56,0.49418,51,0.34584,61,0.62727,43,0.06153,84,1.15576,34,-0.3127
ENSG00000047188,YTHDC2,81,1.08527,20,-1.0925,66,0.73040,17,-1.3388,31,-0.4416,61,0.61425,20,-1.0927,66,0.72632,52,0.34058,5,-2.9413,40,-0.0680
ENSG00000152503,TRIM36,58,0.41588,23,-1.0223,36,-0.3120,35,-0.3722,18,-1.3777,24,-0.9361,34,-0.4003,34,-0.4318,34,-0.4106,69,0.69454,85,1.20879
ENSG00000164219,PGGT1B,58,0.98141,42,0.44628,37,0.26294,20,-0.6679,33,0.06144,58,1.00147,13,-1.2799,33,0.09160,24,-0.3890,14,-1.1619,22,-0.6058
ENSG00000164221,CCDC112,58,0.06799,116,1.21334,58,0.06492,17,-1.7909,23,-1.3477,101,0.97786,28,-1.0248,79,0.57135,40,-0.5024,42,-0.4120,51,-0.1348
ENSG00000145780,FEM1C,58,0.54303,69,0.83336,29,-0.5192,28,-0.5717,67,0.77709,20,-1.0751,13,-1.6762,26,-0.6805,77,1.02163,13,-1.7516,46,0.19948
ENSG00000134970,TMED7,58,0.10166,95,0.90726,26,-1.1074,45,-0.2812,82,0.67114,13,-2.1485,30,-0.9030,60,0.15594,62,0.22080,42,-0.4004,68,0.41279
ENSG00000129596,CDO1,58,0.57588,4,-3.3994,9,-2.2283,72,0.92945,57,0.56306,29,-0.4735,17,-1.2960,37,-0.1077,95,1.42354,23,-0.8246,40,0.00627
ENSG00000145782,ATG12,58,-0.3773,119,0.76700,53,-0.4942,53,-0.5177,54,-0.4697,87,0.26604,56,-0.4255,101,0.49541,50,-0.5886,91,0.33540,81,0.16571
ENSG00000177879,AP3S1,58,-0.9100,53,-1.0515,64,-0.7507,111,0.08719,60,-0.8600,96,-0.1342,125,0.27396,102,-0.0383,134,0.38653,154,0.61955,150,0.65255
ENSG00000092421,SEMA6A,58,0.61283,211,3.13145,11,-1.8314,12,-1.7760,29,-0.4497,20,-0.9842,29,-0.4524,13,-1.6808,16,-1.3211,10,-2.0161,31,-0.4145
ENSG00000172869,DMXL1,58,0.67699,36,-0.0671,10,-1.9330,42,0.17332,21,-0.8982,78,1.19047,22,-0.8491,63,0.83033,36,-0.0543,20,-0.9420,33,-0.2285
ENSG00000133835,HSD17B4,551,3.09366,118,0.19326,40,-1.4516,61,-0.8204,77,-0.4679,55,-0.9718,33,-1.7174,85,-0.3217,69,-0.6401,28,-1.9576,68,-0.7076
ENSG00000205302,SNX2,273,2.15421,77,-0.0423,59,-0.4366,54,-0.5681,48,-0.7674,75,-0.0794,22,-1.8907,65,-0.3004,63,-0.3561,64,-0.3188,72,-0.1441
ENSG00000151292,CSNK1G3,58,0.04102,42,-0.4535,116,1.18215,26,-1.1817,30,-0.9394,67,0.28438,65,0.23095,92,0.78804,34,-0.7632,52,-0.1199,46,-0.3257
ENSG00000168916,ZNF608,58,1.04892,115,2.33467,45,0.62244,12,-1.3311,27,-0.1541,33,0.15199,6,-2.3386,42,0.53693,11,-1.4784,3,-3.3222,5,-2.8173
ENSG00000155324,GRAMD2B,58,0.15710,102,1.08305,103,1.10342,33,-0.6897,157,1.86076,44,-0.2711,45,-0.2329,21,-1.3826,16,-1.7242,12,-2.1949,18,-1.6556
ENSG00000164904,ALDH7A1,58,-0.5902,231,1.68631,157,1.00606,133,0.71778,194,1.36734,34,-1.3989,84,-0.0089,15,-2.5514,26,-1.7557,42,-1.0737,22,-2.1476
ENSG00000164902,PHAX,58,-1.0782,139,0.27645,165,0.55088,57,-1.1089,110,-0.1006,168,0.57267,78,-0.6168,136,0.24086,113,-0.0522,173,0.62097,104,-0.2026
ENSG00000164241,C5orf63,58,0.33179,91,1.07946,152,2.01704,23,-1.0678,30,-0.6957,75,0.76661,53,0.20199,22,-1.1370,9,-2.4950,9,-2.3548,20,-1.3912
ENSG00000145794,MEGF10,58,1.20488,71,1.56055,2,-3.3982,2,-3.4560,108,2.38975,8,-1.7261,44,0.72941,23,-0.3000,6,-2.2177,5,-2.4172,2,-3.8744
ENSG00000205279,CTXN3,58,1.09048,0,-7.6565,27,-0.1319,46,0.71451,7,-2.1751,18,-0.7058,0,-8.3130,0,-8.2851,76,1.56454,5,-2.5253,59,1.30273
ENSG00000245937,LINC01184,58,0.45112,59,0.49397,52,0.29719,37,-0.2283,19,-1.2748,48,0.16022,54,0.33054,66,0.67716,44,0.02855,20,-1.1981,32,-0.5178
ENSG00000064651,SLC12A2,58,-0.3870,381,3.03044,20,-1.9396,39,-0.9863,17,-2.1805,82,0.15457,23,-1.7331,21,-1.8663,57,-0.4147,20,-1.9865,86,0.25803
ENSG00000169567,HINT1,1243,0.95496,146,-2.3369,470,-0.5972,758,0.14584,448,-0.6714,283,-1.3603,831,0.29206,498,-0.5077,773,0.17577,863,0.35287,991,0.64966
ENSG00000186687,LYRM7,58,-1.0965,164,0.51486,155,0.43052,87,-0.4768,98,-0.2907,137,0.23118,152,0.39973,150,0.37868,77,-0.6645,114,-0.0546,114,-0.0631
ENSG00000158985,CDC42SE2,58,-1.7218,131,-0.4950,137,-0.4239,125,-0.5688,127,-0.5476,161,-0.1782,271,0.64974,187,0.05296,169,-0.1068,289,0.75570,256,0.63139
ENSG00000158987,RAPGEF6,58,0.87263,80,1.42981,24,-0.5082,14,-1.2646,7,-2.3724,90,1.65214,3,-3.4998,33,-0.0017,33,-0.0368,3,-3.5536,29,-0.2466
ENSG00000217128,FNIP1,58,0.80416,74,1.21272,23,-0.6400,11,-1.6468,33,-0.0765,53,0.66676,16,-1.1647,30,-0.2244,31,-0.1607,7,-2.2712,41,0.27915
ENSG00000164398,ACSL6,58,-1.9497,36,-2.6428,113,-0.9508,114,-0.9424,520,1.50718,243,0.22723,264,0.35955,423,1.14322,184,-0.2131,95,-1.2170,239,0.22080
ENSG00000113522,RAD50,58,-2.0737,254,0.16157,293,0.39197,92,-1.3906,130,-0.8690,388,0.85068,155,-0.6067,403,0.91769,144,-0.7164,302,0.44016,266,0.25879
ENSG00000131437,KIF3A,87,-2.9336,446,-0.5078,555,-0.1705,215,-1.6035,206,-1.6656,1038,0.83805,424,-0.5846,1332,1.26590,307,-1.0751,844,0.49615,984,0.85129
ENSG00000164402,SEPTIN8,212,-0.2834,395,0.71121,285,0.18378,249,-0.0304,187,-0.4742,227,-0.1733,198,-0.3825,390,0.68975,232,-0.1370,202,-0.3518,234,-0.1395
ENSG00000198944,SOWAHA,58,-0.8152,10,-3.3181,269,1.69059,285,1.80036,227,1.38216,44,-1.2357,0,-6.9680,1,-6.2946,246,1.52924,15,-2.7584,13,-3.1032
ENSG00000164405,UQCRQ,58,-2.9871,229,-0.9570,468,0.14189,840,1.10574,540,0.37070,193,-1.2185,649,0.66976,350,-0.3130,457,0.10513,435,0.02640,457,0.11480
ENSG00000072364,AFF4,58,-1.1494,261,1.24016,153,0.34696,53,-1.2646,173,0.54769,241,1.09853,56,-1.1897,128,0.06527,88,-0.5141,60,-1.0955,101,-0.3251
ENSG00000155329,ZCCHC10,58,0.39495,33,-0.4973,41,-0.1281,8,-2.5058,38,-0.2430,48,0.08818,24,-0.9233,108,1.45204,25,-0.9087,100,1.31717,28,-0.7708
ENSG00000170606,HSPA4,58,-1.1078,108,-0.1529,104,-0.2171,101,-0.2677,105,-0.1959,126,0.07933,90,-0.4333,221,1.00357,100,-0.2791,101,-0.2575,160,0.51631
ENSG00000113583,C5orf15,58,1.07144,39,0.40805,1,-4.8400,30,0.03117,38,0.36311,15,-1.0106,15,-1.0106,38,0.37912,42,0.54771,25,-0.2910,29,-0.0643
ENSG00000213585,VDAC1,58,-2.3386,86,-1.7606,153,-0.9018,260,-0.0861,170,-0.7395,186,-0.5992,339,0.33484,341,0.34379,333,0.30697,445,0.78053,462,0.96095
ENSG00000113558,SKP1,328,-0.9925,410,-0.6536,434,-0.5673,759,0.30596,621,-0.0109,359,-0.8545,576,-0.1285,797,0.38472,874,0.53419,565,-0.1590,893,0.64087
ENSG00000113575,PPP2CA,1772,2.84948,150,-1.3838,145,-1.4386,196,-0.9831,183,-1.0918,188,-1.0472,320,-0.2353,364,-0.0381,290,-0.3880,171,-1.1882,346,-0.1282
ENSG00000006837,CDKL3,58,0.79727,83,1.42816,61,0.88835,21,-0.7909,22,-0.6790,38,0.11171,33,-0.1077,44,0.34899,6,-2.6031,29,-0.2948,13,-1.5345
ENSG00000119048,UBE2B,506,1.59405,112,-0.8571,80,-1.3647,160,-0.3067,126,-0.6711,151,-0.3991,162,-0.2932,174,-0.1770,235,0.29121,296,0.66652,171,-0.2250
ENSG00000237190,CDKN2AIPNL,58,0.02164,15,-1.9831,62,0.12542,60,0.09416,25,-1.2371,36,-0.7108,78,0.50299,59,0.04776,74,0.40837,85,0.64408,66,0.25353
ENSG00000043143,JADE2,58,0.56489,8,-2.2929,38,-0.0938,39,-0.0539,8,-2.3551,59,0.59574,78,1.06777,40,-0.0084,73,0.94732,33,-0.3226,26,-0.7525
ENSG00000152700,SAR1B,58,0.29204,65,0.48073,49,0.03167,39,-0.3144,60,0.34439,38,-0.3730,37,-0.4067,48,0.01381,55,0.20742,44,-0.1287,42,-0.2373
ENSG00000164615,CAMLG,58,-1.4106,89,-0.7619,113,-0.4035,155,0.08793,101,-0.5713,102,-0.5587,177,0.30116,187,0.38993,139,-0.0760,300,1.17509,168,0.23909
ENSG00000145833,DDX46,58,-0.9241,155,0.60956,113,0.10097,66,-0.7341,76,-0.5037,207,1.09982,57,-0.9527,131,0.33913,111,0.07897,109,0.04277,93,-0.2119
ENSG00000181904,C5orf24,58,-0.3328,68,-0.0816,42,-0.8122,52,-0.4838,67,-0.0982,74,0.05670,74,0.04211,110,0.69484,98,0.49637,113,0.73458,51,-0.5563
ENSG00000113621,TXNDC15,58,0.57087,8,-2.3587,35,-0.2318,27,-0.6123,62,0.69826,42,0.06584,20,-1.0696,62,0.69090,55,0.50502,23,-0.8430,46,0.21319
ENSG00000113648,H2AFY,104,-0.1118,62,-0.9068,93,-0.2855,114,0.02753,95,-0.2519,102,-0.1386,118,0.08030,156,0.52474,108,-0.0499,177,0.73434,107,-0.0779
ENSG00000145824,CXCL14,58,-2.2614,84,-1.7229,207,-0.3676,843,2.00473,1324,2.99266,79,-1.8165,11,-4.6490,287,0.14208,195,-0.4574,22,-3.6766,19,-3.9758
ENSG00000113658,SMAD5,58,0.51937,108,1.59406,45,0.12136,32,-0.4200,46,0.17148,39,-0.0807,23,-0.8690,49,0.25352,30,-0.4883,22,-0.9570,23,-0.9648
ENSG00000152377,SPOCK1,58,-2.1437,323,0.47133,92,-1.4590,147,-0.7591,136,-0.8710,196,-0.3195,527,1.29782,405,0.84351,75,-1.7575,343,0.57094,291,0.33622
ENSG00000146021,KLHL3,58,1.27534,14,-0.9600,31,0.23712,11,-1.3091,4,-2.6116,29,0.15091,25,-0.1079,37,0.51401,15,-0.8604,18,-0.5716,38,0.64679
ENSG00000177733,HNRNPA0,58,-1.2866,72,-0.9636,83,-0.7527,148,0.15406,149,0.16383,93,-0.5636,149,0.15825,177,0.43939,134,-0.0070,216,0.76230,168,0.39038
ENSG00000031003,FAM13B,58,-0.1207,46,-0.4549,73,0.25295,32,-1.0221,34,-0.9369,123,1.10628,40,-0.6847,101,0.76486,67,0.10447,68,0.12381,54,-0.2432
ENSG00000112981,NME5,58,0.73873,14,-1.3936,26,-0.5367,29,-0.3305,12,-1.6828,29,-0.3582,26,-0.5238,32,-0.1784,41,0.16972,63,0.88860,53,0.69064
ENSG00000112983,BRD8,58,-0.3106,82,0.23422,38,-0.9492,28,-1.3998,47,-0.6191,77,0.14357,42,-0.7868,127,0.95715,106,0.65571,102,0.59010,69,-0.0281
ENSG00000094880,CDC23,58,1.29503,33,0.37298,3,-3.2491,25,-0.0411,28,0.09554,21,-0.3477,19,-0.4777,31,0.27788,26,0.00730,7,-1.8358,31,0.29754
ENSG00000120709,FAM53C,58,0.25905,33,-0.6056,48,-0.0391,34,-0.5693,50,0.03721,71,0.58097,95,1.08383,27,-0.8917,43,-0.2126,55,0.17709,37,-0.4559
ENSG00000120733,KDM3B,58,0.05626,65,0.24179,90,0.76588,65,0.23044,44,-0.3670,77,0.51461,52,-0.1141,46,-0.2856,59,0.08932,14,-2.0975,50,-0.1845
ENSG00000132563,REEP2,58,-1.2229,71,-0.9195,130,0.00981,153,0.26622,129,0.00385,117,-0.1544,102,-0.3621,194,0.65586,149,0.23222,79,-0.7472,183,0.62709
ENSG00000120738,EGR1,58,-2.2671,146,-0.8958,220,-0.2710,245,-0.1017,769,1.83412,370,0.55470,34,-3.0448,290,0.16547,818,1.95295,84,-1.7223,52,-2.5259
ENSG00000120705,ETF1,58,-0.1961,90,0.50192,32,-1.0785,79,0.28698,75,0.22237,82,0.36139,38,-0.8181,46,-0.5422,84,0.38751,53,-0.3279,74,0.22295
ENSG00000113013,HSPA9,58,-2.3576,301,0.12437,207,-0.4592,254,-0.1416,319,0.21760,280,0.01233,207,-0.4580,541,1.08870,205,-0.4752,337,0.30646,314,0.21241
ENSG00000044115,CTNNA1,641,2.63387,287,1.08806,44,-1.8315,117,-0.3629,153,0.05980,87,-0.8156,97,-0.6556,88,-0.7900,72,-1.0967,33,-2.2313,76,-1.0796
ENSG00000146006,LRRTM2,58,0.20784,58,0.22343,40,-0.3660,35,-0.5540,27,-0.9708,91,0.95092,43,-0.2489,90,0.92410,65,0.39717,35,-0.5474,32,-0.7335
ENSG00000120727,PAIP2,58,-2.1954,170,-0.5854,233,-0.1060,296,0.27267,223,-0.1730,180,-0.5016,336,0.47845,521,1.21483,195,-0.3771,240,-0.0601,268,0.12775
ENSG00000170464,DNAJC18,58,-0.3746,61,-0.2782,81,0.14174,42,-0.8653,47,-0.6772,85,0.22069,78,0.09307,149,1.14941,87,0.25926,67,-0.1364,64,-0.2292
ENSG00000131508,UBE2D2,58,-0.8068,87,-0.1809,62,-0.7094,173,0.92301,84,-0.2441,53,-0.9369,96,-0.0283,83,-0.2618,117,0.28277,112,0.21942,125,0.43154
ENSG00000171604,CXXC5,58,-1.8696,297,0.63969,181,-0.1481,90,-1.2222,141,-0.5317,178,-0.1815,331,0.81571,179,-0.1731,204,0.03874,367,0.99299,184,-0.1381
ENSG00000146005,PSD2,58,-0.1372,67,0.08308,37,-0.8159,61,-0.0436,266,2.55966,51,-0.3350,46,-0.4762,49,-0.3869,44,-0.5375,18,-1.8545,30,-1.2080
ENSG00000185129,PURA,131,-0.6529,311,0.71453,227,0.20077,100,-1.0618,144,-0.5095,267,0.46730,228,0.21079,305,0.67959,147,-0.4694,225,0.18912,155,-0.4243
ENSG00000182700,IGIP,58,-0.8913,95,-0.1398,85,-0.3056,82,-0.3591,77,-0.4513,76,-0.4781,133,0.39414,169,0.79565,115,0.16994,136,0.43658,108,0.06876
ENSG00000120306,CYSTM1,58,-0.4611,62,-0.3510,71,-0.1463,163,1.21195,208,1.64465,20,-2.0287,78,-0.0051,43,-0.9234,48,-0.7328,34,-1.2503,75,-0.0590
ENSG00000113068,PFDN1,58,-0.9339,57,-0.9518,100,-0.1010,127,0.27612,75,-0.5398,69,-0.6753,126,0.26718,107,0.00396,170,0.75408,110,0.05369,140,0.48206
ENSG00000131503,ANKHD1,58,-1.1179,279,1.39700,73,-0.7578,68,-0.8840,103,-0.2347,272,1.35113,85,-0.5295,127,0.08955,84,-0.5608,109,-0.1603,92,-0.4467
ENSG00000213523,SRA1,58,0.76261,23,-0.6475,34,-0.0860,52,0.59511,28,-0.4006,26,-0.5181,9,-2.0480,44,0.33155,67,1.00533,21,-0.7788,34,-0.0815
ENSG00000113108,APBB3,58,1.04453,31,0.02429,3,-3.1959,13,-1.3141,31,0.06259,41,0.48449,45,0.63827,25,-0.3118,23,-0.4245,13,-1.2558,40,0.50032
ENSG00000176087,SLC35A4,58,1.49087,16,-0.5925,16,-0.5766,21,-0.1341,45,1.06199,18,-0.4200,18,-0.4098,31,0.44690,24,0.01337,4,-2.6393,15,-0.6973
ENSG00000131495,NDUFA2,95,-1.1785,140,-0.5995,208,0.01277,304,0.61901,188,-0.1480,97,-1.1570,266,0.40344,190,-0.1297,237,0.22151,279,0.48400,236,0.23538
ENSG00000113141,IK,58,-1.7187,205,0.20061,322,0.94375,118,-0.6586,145,-0.3383,178,-0.0184,139,-0.3987,230,0.38955,151,-0.2765,225,0.35226,196,0.14485
ENSG00000170445,HARS,58,-0.8157,27,-1.9616,46,-1.1652,79,-0.3357,62,-0.7162,91,-0.1240,129,0.42509,122,0.34289,139,0.55107,156,0.73826,137,0.58781
ENSG00000146007,ZMAT2,58,-2.2327,182,-0.5258,379,0.63326,142,-0.9040,187,-0.4860,286,0.18114,270,0.08911,255,-0.0007,272,0.09925,406,0.74723,314,0.36419
ENSG00000178913,TAF7,58,-1.2953,162,0.28092,99,-0.4847,87,-0.6753,120,-0.1925,186,0.50571,87,-0.6754,267,1.11038,164,0.30242,80,-0.8092,158,0.26616
ENSG00000131504,DIAPH1,58,0.54788,37,-0.1386,63,0.69303,35,-0.2306,40,-0.0388,85,1.18908,15,-1.4735,27,-0.6206,51,0.34900,27,-0.6338,26,-0.7431
ENSG00000171720,HDAC3,58,1.23821,15,-0.8530,5,-2.3313,24,-0.1763,14,-1.0279,22,-0.3419,12,-1.1491,20,-0.4354,48,0.91064,48,0.91323,29,0.12633
ENSG00000164620,RELL2,58,0.63265,0,-6.4259,36,-0.1099,33,-0.2323,13,-1.6757,41,0.08088,43,0.15171,56,0.59528,41,0.09346,36,-0.1069,54,0.59297
ENSG00000081791,DELE1,58,1.34621,30,0.27255,10,-1.3536,29,0.22462,41,0.74859,42,0.79735,10,-1.3218,10,-1.4376,36,0.54728,12,-1.1071,13,-1.0394
ENSG00000013561,RNF14,58,0.08447,27,-1.0537,31,-0.8696,44,-0.3278,38,-0.5471,42,-0.3964,67,0.31553,87,0.74085,67,0.32111,40,-0.5006,78,0.62819
ENSG00000113552,GNPDA1,58,0.57590,25,-0.7142,35,-0.2111,41,0.01309,29,-0.5247,22,-0.9153,38,-0.0702,51,0.36092,40,0.01070,53,0.44275,45,0.20919
ENSG00000131507,NDFIP1,58,-3.4652,212,-1.5641,354,-0.8002,556,-0.1032,355,-0.7931,370,-0.7296,785,0.44469,803,0.48199,846,0.56533,740,0.34909,1025,1.01208
ENSG00000113578,FGF1,58,-0.5057,510,3.61733,53,-0.6367,45,-0.8935,58,-0.5022,26,-1.6978,110,0.50176,26,-1.7189,9,-3.1544,26,-1.6742,21,-2.1088
ENSG00000145819,ARHGAP26,58,-1.4323,75,-1.0385,127,-0.2448,47,-1.7203,90,-0.7662,265,0.93995,150,0.01767,129,-0.2227,120,-0.3280,197,0.45006,262,1.05212
ENSG00000113580,NR3C1,58,-0.6686,119,0.45355,112,0.36005,55,-0.7452,58,-0.6752,136,0.67156,27,-1.7725,88,-0.0147,100,0.17701,92,0.04154,113,0.42507
ENSG00000145817,YIPF5,58,-0.3879,80,0.11371,37,-1.0485,50,-0.6121,45,-0.7777,81,0.13147,65,-0.1947,105,0.54630,75,0.01174,70,-0.0850,113,0.75724
ENSG00000183775,KCTD16,58,-1.4991,13,-3.6516,177,0.20251,155,-0.0031,90,-0.8391,298,1.06444,34,-2.2607,128,-0.2983,348,1.33582,158,0.02867,202,0.46824
ENSG00000133706,LARS,58,-1.1295,194,0.75736,91,-0.4514,70,-0.8505,123,0.02369,225,1.00811,63,-0.9989,187,0.69229,91,-0.4501,126,0.05959,114,-0.1042
ENSG00000091009,RBM27,58,-0.5087,61,-0.4360,138,0.87966,52,-0.6665,53,-0.6266,152,1.03712,56,-0.5515,129,0.75994,79,-0.0338,51,-0.7007,68,-0.2929
ENSG00000113649,TCERG1,58,-1.3578,135,-0.0660,126,-0.1756,44,-1.7680,67,-1.1290,417,1.83902,94,-0.6290,276,1.09299,124,-0.2060,93,-0.6429,130,-0.1356
ENSG00000156475,PPP2R2B,58,-1.7220,125,-0.5659,102,-0.8694,130,-0.5057,155,-0.2366,138,-0.4133,315,0.90040,274,0.67139,178,-0.0254,212,0.25497,239,0.50279
ENSG00000113657,DPYSL3,578,3.04168,188,0.83599,38,-1.6349,53,-1.1535,96,-0.2364,48,-1.2983,38,-1.6147,64,-0.8661,36,-1.6971,88,-0.3779,59,-1.0462
ENSG00000176049,JAKMIP2,58,-0.9388,102,-0.0644,119,0.17338,43,-1.3725,80,-0.4440,173,0.77726,82,-0.4028,169,0.74272,109,0.02684,127,0.26954,109,0.03942
ENSG00000173210,ABLIM3,58,1.21149,28,0.05636,22,-0.3034,32,0.23234,17,-0.7114,10,-1.4602,52,1.02874,46,0.83530,17,-0.7078,24,-0.2277,11,-1.4265
ENSG00000113712,CSNK1A1,58,-1.6185,263,0.71999,104,-0.7461,169,0.00221,202,0.29214,225,0.46565,113,-0.6178,214,0.38353,165,-0.0309,135,-0.3404,186,0.17101
ENSG00000011083,SLC6A7,58,0.71236,0,-7.9797,11,-1.7792,10,-1.9777,5,-2.8103,29,-0.3642,64,0.88059,24,-0.6706,20,-0.9444,48,0.40882,88,1.69278
ENSG00000070808,CAMK2A,1054,1.44967,83,-2.5102,1129,1.57496,483,0.14285,414,-0.1005,379,-0.2370,216,-1.0918,142,-1.7154,427,-0.0518,245,-0.9023,361,-0.3404
ENSG00000070814,TCOF1,58,0.21299,56,0.17334,34,-0.5843,40,-0.3747,19,-1.4316,84,0.81705,44,-0.2261,60,0.26720,63,0.35216,57,0.18737,45,-0.1823
ENSG00000019582,CD74,58,-0.6543,261,1.83538,84,-0.0842,336,2.34154,182,1.17937,45,-1.0378,8,-3.5836,4,-4.4572,23,-2.0301,17,-2.4054,22,-2.1681
ENSG00000164587,RPS14,863,0.19956,722,-0.0813,933,0.32468,1450,1.05531,869,0.21132,291,-1.4652,1146,0.65998,375,-1.0823,692,-0.1465,949,0.35281,417,-0.9906
ENSG00000171992,SYNPO,58,-1.2027,47,-1.5071,280,1.29734,257,1.15257,161,0.37498,91,-0.5253,58,-1.2004,53,-1.3333,212,0.82558,83,-0.6523,114,-0.1909
ENSG00000086589,RBM22,58,0.29309,24,-1.0539,42,-0.1941,58,0.30708,59,0.33476,51,0.09520,42,-0.2213,48,0.00594,75,0.72126,38,-0.3763,40,-0.2974
ENSG00000132912,DCTN4,303,1.94291,80,-0.2958,74,-0.4230,65,-0.6124,80,-0.2986,57,-0.8249,93,-0.0665,99,0.03499,97,0.00087,29,-1.8216,94,-0.0569
ENSG00000211445,GPX3,599,2.91583,27,-2.2723,82,-0.6097,56,-1.1897,46,-1.4892,75,-0.7476,46,-1.4638,16,-3.0316,65,-0.9596,30,-2.1242,213,1.02571
ENSG00000145901,TNIP1,58,1.00706,37,0.27889,42,0.48610,27,-0.2268,38,0.30375,26,-0.2671,35,0.19124,3,-3.3364,28,-0.1703,9,-1.7863,35,0.19824
ENSG00000197043,ANXA6,58,-2.1536,43,-2.5960,72,-1.8310,130,-0.9522,126,-1.0052,219,-0.1524,287,0.27031,182,-0.4424,184,-0.4225,435,0.95339,584,1.74726
ENSG00000196743,GM2A,58,1.15622,64,1.34552,33,0.25021,40,0.56204,44,0.69329,17,-0.7943,7,-2.1095,12,-1.2761,25,-0.1912,5,-2.4170,17,-0.8054
ENSG00000113140,SPARC,58,-0.5826,347,2.51124,80,-0.0809,145,0.87189,201,1.43823,30,-1.5371,5,-4.0953,12,-2.8717,65,-0.4045,10,-3.0651,30,-1.6728
ENSG00000177556,ATOX1,189,0.44892,126,-0.1923,114,-0.3515,228,0.75858,154,0.11889,50,-1.5935,102,-0.5137,101,-0.5379,112,-0.3720,163,0.21240,186,0.47308
ENSG00000145907,G3BP1,58,0.17268,71,0.51171,42,-0.3281,35,-0.5770,97,1.01438,59,0.19307,43,-0.2896,38,-0.4647,51,-0.0272,18,-1.6119,55,0.09728
ENSG00000155511,GRIA1,58,-0.7679,47,-1.0758,39,-1.3432,69,-0.4903,38,-1.4046,148,0.70977,122,0.38791,230,1.46185,144,0.65926,46,-1.1162,102,0.11063
ENSG00000164576,SAP30L,671,4.36572,35,-1.3419,37,-1.2509,56,-0.6505,29,-1.6303,20,-2.1669,55,-0.6858,18,-2.3068,20,-2.1423,28,-1.6614,27,-1.8158
ENSG00000155506,LARP1,58,-2.0892,239,0.04670,217,-0.0992,114,-1.0801,140,-0.7794,329,0.56073,248,0.10863,300,0.41156,159,-0.5794,347,0.65047,314,0.54496
ENSG00000170271,FAXDC2,58,0.94310,132,2.48932,18,-0.8562,14,-1.2788,89,1.69479,17,-0.9867,34,0.09458,2,-3.6938,8,-1.9524,0,-6.4979,7,-2.3134
ENSG00000155508,CNOT8,58,0.79163,26,-0.4594,19,-0.9125,46,0.43122,30,-0.2351,31,-0.1897,14,-1.3258,43,0.30731,38,0.12192,24,-0.5640,46,0.47204
ENSG00000082515,MRPL22,58,0.93999,23,-0.5421,14,-1.2951,32,-0.0122,40,0.33302,8,-2.0671,16,-1.0471,27,-0.2698,43,0.45329,33,0.04488,47,0.67203
ENSG00000055163,CYFIP2,1504,2.07408,96,-2.3270,270,-0.7979,309,-0.5911,348,-0.4067,289,-0.6898,394,-0.2168,518,0.21468,407,-0.1672,372,-0.3067,461,0.03345
ENSG00000155858,LSM11,58,1.08820,25,-0.2732,15,-0.9981,5,-2.4932,2,-3.8768,22,-0.4751,75,1.54273,66,1.30772,28,-0.1000,21,-0.5263,19,-0.6877
ENSG00000113282,CLINT1,58,-0.0645,37,-0.7594,61,0.01580,54,-0.1639,53,-0.2109,49,-0.3193,52,-0.2285,96,0.74317,37,-0.7411,87,0.58917,70,0.25919
ENSG00000145860,RNF145,58,-0.9131,86,-0.3069,65,-0.7263,58,-0.9025,75,-0.5229,141,0.47066,64,-0.7558,158,0.65264,129,0.33210,90,-0.2458,167,0.85476
ENSG00000164332,UBLCP1,58,-0.4936,44,-0.9148,43,-0.9407,49,-0.7414,60,-0.4463,64,-0.3395,65,-0.3167,142,0.93916,101,0.37918,62,-0.3804,134,0.95586
ENSG00000113312,TTC1,161,-0.2417,160,-0.2568,273,0.59745,132,-0.5489,135,-0.5127,187,-0.0081,223,0.27008,219,0.24170,144,-0.4114,150,-0.3481,236,0.40345
ENSG00000170234,PWWP2A,58,0.60871,101,1.57456,18,-1.1472,5,-2.9927,27,-0.5537,60,0.68135,27,-0.5906,87,1.30744,30,-0.4328,25,-0.7084,17,-1.3554
ENSG00000164609,SLU7,365,0.47284,152,-0.8949,269,-0.0121,161,-0.8012,168,-0.7389,279,0.04314,221,-0.3214,456,0.83929,239,-0.1968,370,0.49309,289,0.10621
ENSG00000145864,GABRB2,559,-0.0208,62,-3.2930,430,-0.4291,300,-0.9765,176,-1.7722,824,0.60141,359,-0.7045,1235,1.28716,737,0.41851,544,-0.0640,787,0.58906
ENSG00000022355,GABRA1,293,-0.9557,64,-3.1990,316,-0.8445,200,-1.5311,177,-1.7066,702,0.39962,450,-0.3038,1257,1.38211,453,-0.2916,699,0.39121,973,1.07710
ENSG00000113327,GABRG2,302,0.14711,29,-3.3154,158,-0.8518,157,-0.8672,70,-2.0590,285,0.05517,260,-0.0900,365,0.44743,320,0.23507,401,0.60086,479,1.02741
