Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000173226,IQCB1,9,-1.3961,27,0.25524,17,-0.5470,17,-0.5006,30,0.65675
ENSG00000163406,SLC15A2,10,-1.4335,13,-1.1503,99,3.02973,9,-1.6938,13,-1.4583
ENSG00000114023,FAM162A,30,-1.7505,47,-1.1434,113,0.30768,78,-0.3308,127,0.80441
ENSG00000114030,KPNA1,65,-0.5024,120,0.51061,64,-0.5692,62,-0.6168,105,0.39188
ENSG00000173175,ADCY5,48,0.49290,26,-0.4875,51,0.66820,60,0.98263,20,-1.1989
ENSG00000206527,HACD2,96,0.71961,62,0.03735,47,-0.4466,71,0.26536,55,-0.2347
ENSG00000065534,MYLK,199,2.04287,48,-0.3831,82,0.55268,43,-0.5663,36,-1.1095
ENSG00000175455,CCDC14,68,0.59322,120,1.87735,21,-1.3028,11,-2.2529,38,-0.4678
ENSG00000160145,KALRN,47,-2.2988,243,0.18909,134,-0.8045,228,0.07785,272,0.59598
ENSG00000082781,ITGB5,30,0.50637,6,-1.9136,64,2.25208,16,-0.4764,11,-1.3267
ENSG00000163848,ZNF148,96,-0.1858,187,0.99941,109,0.00054,73,-0.6718,94,-0.3314
ENSG00000114520,SNX4,30,-0.7668,49,-0.0491,28,-0.9536,53,0.09574,62,0.58702
ENSG00000114544,SLC41A3,28,-1.3960,33,-1.2676,58,-0.3533,79,0.15668,99,0.90530
ENSG00000144908,ALDH1L1,17,-0.9287,7,-2.2625,122,3.21142,7,-2.1828,16,-1.3172
ENSG00000159685,CHCHD6,17,-1.8428,25,-1.4125,55,-0.1248,57,-0.0613,84,1.00790
ENSG00000114554,PLXNA1,12,-2.1422,34,-0.6553,25,-1.1074,55,0.16902,72,1.06211
ENSG00000114631,PODXL2,62,-0.6411,54,-0.8985,87,-0.1430,130,0.57737,105,0.28224
ENSG00000114626,ABTB1,36,-0.7154,24,-1.4035,38,-0.7100,79,0.55921,75,0.72082
ENSG00000074416,MGLL,170,-0.3004,159,-0.4450,244,0.29776,295,0.64600,182,-0.2981
ENSG00000058262,SEC61A1,64,0.68194,12,-2.0037,56,0.51860,46,0.14327,42,0.02918
ENSG00000175792,RUVBL1,3,-2.7155,21,0.03398,23,0.20142,11,-0.9574,27,0.69376
ENSG00000163902,RPN1,72,0.06822,56,-0.3738,75,0.13190,41,-0.8687,83,0.49011
ENSG00000075785,RAB7A,163,-0.4463,136,-0.7811,197,-0.1669,207,-0.0818,273,0.61867
ENSG00000177646,ACAD9,8,-1.4422,14,-0.7418,21,-0.0760,11,-1.1060,32,1.16922
ENSG00000240682,ISY1,61,1.40563,36,0.57567,20,-0.4501,28,0.14755,16,-0.9700
ENSG00000169714,CNBP,210,0.20053,80,-1.3646,277,0.73188,135,-0.5235,205,0.26494
ENSG00000181789,COPG1,28,-1.0540,35,-0.7815,38,-0.6546,38,-0.6791,86,1.25371
ENSG00000183624,HMCES,11,-1.9264,20,-1.1131,50,0.44979,41,0.08569,47,0.49910
ENSG00000184897,H1FX,89,-0.6555,56,-1.4446,130,-0.0880,195,0.64761,157,0.37027
ENSG00000129071,MBD4,67,0.56101,65,0.56532,18,-1.5469,32,-0.6535,54,0.34982
ENSG00000163913,IFT122,9,-1.8917,24,-0.6037,22,-0.7250,39,0.24512,46,0.83469
ENSG00000004399,PLXND1,45,0.56563,16,-1.0444,39,0.35739,38,0.33245,29,-0.1727
ENSG00000172765,TMCC1,56,-0.0291,85,0.70386,35,-0.7974,58,0.03245,55,-0.1027
ENSG00000196455,PIK3R4,13,-1.0198,18,-0.5701,15,-0.8611,35,0.58493,31,0.53404
ENSG00000017260,ATP2C1,86,-0.4747,88,-0.4782,71,-0.8210,99,-0.2872,161,0.89525
ENSG00000114670,NEK11,45,1.24793,24,0.25813,24,0.24033,15,-0.5463,16,-0.6163
ENSG00000198585,NUDT16,61,-0.1260,79,0.29372,69,0.07291,69,0.06428,61,-0.2241
ENSG00000114686,MRPL3,14,-1.7758,22,-1.1427,42,-0.1174,36,-0.3692,66,1.07841
ENSG00000196353,CPNE4,1,-5.0895,40,-0.4439,11,-2.4000,68,0.44343,79,1.18456
ENSG00000138246,DNAJC13,70,0.61988,62,0.48213,39,-0.3038,31,-0.7005,47,-0.0393
ENSG00000081307,UBA5,27,-0.8641,57,0.28808,60,0.39730,27,-0.9258,52,0.21004
ENSG00000113971,NPHP3,100,2.51126,43,1.07778,23,-0.0538,10,-1.3449,7,-2.2924
ENSG00000144868,TMEM108,14,-0.7421,22,0.00500,21,-0.1016,19,-0.2254,26,0.35903
ENSG00000091527,CDV3,180,0.70970,140,0.33569,131,0.22394,105,-0.1593,91,-0.5506
ENSG00000163781,TOPBP1,29,-0.1726,53,0.89082,18,-0.9817,19,-0.9217,37,0.29698
ENSG00000091513,TF,2518,5.32400,33,-3.2123,17,-4.1690,94,-1.6751,79,-2.3300
ENSG00000144867,SRPRB,31,-0.9417,35,-0.8090,33,-0.9386,63,0.13427,81,0.93847
ENSG00000154917,RAB6B,159,-2.0800,438,-0.6166,346,-0.9970,825,0.47305,843,0.80529
ENSG00000163785,RYK,51,1.35445,40,1.08074,26,0.26652,5,-2.2566,15,-0.8770
ENSG00000114019,AMOTL2,226,3.18161,36,-0.2516,23,-0.9592,17,-1.4296,24,-1.1634
ENSG00000129055,ANAPC13,32,-1.0827,39,-0.8567,63,-0.0681,80,0.34711,79,0.46451
ENSG00000182923,CEP63,86,0.60501,120,1.36150,38,-0.7178,34,-0.8758,47,-0.5207
ENSG00000154928,EPHB1,45,-0.0088,42,-0.0921,98,1.50240,38,-0.2928,27,-1.0453
ENSG00000073711,PPP2R3A,77,2.21552,23,0.13010,24,0.18906,8,-1.5034,14,-0.9350
ENSG00000174579,MSL2,33,0.71593,27,0.48032,16,-0.3901,22,0.09733,17,-0.4504
ENSG00000114054,PCCB,16,-0.8828,16,-0.8807,36,0.43162,17,-0.8416,37,0.72954
ENSG00000118007,STAG1,68,1.68121,36,0.66014,23,-0.1294,14,-0.9106,17,-0.8530
ENSG00000158092,NCK1,16,-0.4812,25,0.27011,19,-0.2290,16,-0.4836,24,0.33316
ENSG00000114098,ARMC8,28,-1.1864,46,-0.4458,43,-0.5650,76,0.39199,74,0.52346
ENSG00000158186,MRAS,78,-0.5242,85,-0.4191,135,0.37409,132,0.33890,106,-0.0833
ENSG00000114107,CEP70,26,0.15301,41,1.02516,22,-0.0887,17,-0.5454,19,-0.4708
ENSG00000051382,PIK3CB,50,-0.9892,98,0.04804,61,-0.7253,101,0.10316,114,0.48608
ENSG00000175110,MRPS22,10,-1.2202,15,-0.6345,22,-0.0536,5,-2.2757,35,1.36011
ENSG00000184432,COPB2,61,0.25507,47,-0.1677,55,0.07392,28,-1.0177,61,0.41149
ENSG00000114115,RBP1,50,1.34035,3,-2.9241,46,1.36170,18,-0.3171,16,-0.6729
ENSG00000158258,CLSTN2,46,-1.9747,198,0.27519,15,-3.6799,135,-0.3802,258,1.27785
ENSG00000114120,SLC25A36,120,0.00364,165,0.56777,65,-0.9973,73,-0.8176,143,0.45566
ENSG00000155893,PXYLP1,15,-0.4349,11,-0.9111,18,-0.0948,18,-0.1764,25,0.67476
ENSG00000177311,ZBTB38,163,0.38443,224,1.04068,123,-0.0746,84,-0.7052,102,-0.5131
ENSG00000155903,RASA2,40,-0.1200,79,1.13043,27,-0.7553,39,-0.1424,37,-0.3511
ENSG00000114125,RNF7,47,-0.1350,13,-2.1304,64,0.38657,65,0.42834,56,0.25719
ENSG00000069849,ATP1B3,38,-1.4911,62,-0.8046,90,-0.2103,90,-0.2058,139,0.89656
ENSG00000114126,TFDP2,63,0.39905,83,0.95114,72,0.68109,44,-0.2039,26,-1.3125
ENSG00000175066,GK5,43,0.86216,50,1.32088,26,0.10367,17,-0.6181,14,-1.2347
ENSG00000114127,XRN1,65,0.63814,121,2.10017,32,-0.4933,15,-1.6822,24,-1.2468
ENSG00000175054,ATR,32,0.14772,53,1.12404,19,-0.6752,12,-1.3925,29,0.03654
ENSG00000144935,TRPC1,34,-0.0070,31,-0.1931,22,-0.7401,40,0.26164,39,0.29946
ENSG00000163714,U2SURP,415,1.12823,505,1.75729,136,-0.7166,100,-1.2058,121,-1.1573
ENSG00000175040,CHST2,5,-2.5393,17,-0.9952,31,-0.0264,37,0.28060,40,0.68094
ENSG00000181744,DIPK2A,55,0.89942,26,-0.3356,23,-0.5386,30,-0.0600,33,0.11533
ENSG00000152952,PLOD2,26,0.39756,24,0.30720,40,1.32857,7,-1.5442,14,-0.7635
ENSG00000114698,PLSCR4,51,1.25644,8,-1.7373,78,2.59084,5,-2.4574,10,-1.6694
ENSG00000163754,GYG1,17,-1.4288,17,-1.5468,45,0.02394,25,-0.9001,68,1.29982
ENSG00000071794,HLTF,59,-0.0728,125,1.35272,62,0.00035,38,-0.7798,46,-0.6600
ENSG00000114744,COMMD2,35,0.24516,28,-0.1000,20,-0.6774,27,-0.1670,35,0.38800
ENSG00000082996,RNF13,206,1.57341,66,-0.3400,71,-0.2030,49,-0.8051,77,-0.1002
ENSG00000070087,PFN2,150,-1.9220,272,-1.1050,343,-0.7384,661,0.37750,741,0.94057
ENSG00000196428,TSC22D2,38,-1.0478,86,0.25295,63,-0.2873,66,-0.2121,86,0.35484
ENSG00000120742,SERP1,64,-0.5854,47,-1.1324,156,0.92787,104,0.17581,90,-0.1033
ENSG00000144895,EIF2A,46,-0.1318,86,0.99667,51,0.01484,57,0.22912,34,-0.8761
ENSG00000198843,SELENOT,147,-0.2348,102,-0.8536,166,-0.0559,148,-0.2508,215,0.62056
ENSG00000181788,SIAH2,20,-0.5709,16,-0.9896,24,-0.3292,28,-0.0914,39,0.80673
ENSG00000144893,MED12L,9,-2.2771,66,0.79974,36,-0.2714,36,-0.2932,45,0.14269
ENSG00000152601,MBNL1,107,-0.1032,128,0.20721,78,-0.6395,140,0.36750,114,-0.0068
ENSG00000181467,RAP2B,18,-0.7558,24,-0.3386,28,-0.0769,39,0.49116,31,0.09959
ENSG00000114790,ARHGEF26,67,0.89377,27,-0.5891,119,2.40321,19,-1.1396,13,-2.1233
ENSG00000174953,DHX36,122,-0.3505,251,0.91313,127,-0.3176,89,-0.9014,156,0.04850
ENSG00000114805,PLCH1,5,-2.1311,33,0.62812,14,-0.7940,14,-0.8086,30,0.70312
ENSG00000169359,SLC33A1,32,0.14752,49,0.99258,27,-0.1047,21,-0.5171,24,-0.4432
ENSG00000163655,GMPS,60,-0.0134,86,0.62681,63,0.04612,55,-0.1609,52,-0.3539
ENSG00000169282,KCNAB1,29,-1.2540,77,0.22549,42,-0.7903,56,-0.3098,86,0.66563
ENSG00000114850,SSR3,98,0.24550,60,-0.5615,127,0.75918,46,-0.9740,88,0.12614
ENSG00000163660,CCNL1,156,2.04725,73,0.78118,36,-0.4717,16,-1.6765,32,-0.8333
ENSG00000174891,RSRC1,161,0.64223,186,1.01232,93,-0.2410,66,-0.8015,88,-0.4675
ENSG00000178053,MLF1,16,-0.2642,19,0.02226,17,-0.1768,20,0.09422,20,0.10553
ENSG00000168827,GFM1,40,-0.4680,55,0.00559,56,0.02155,52,-0.0975,59,0.16610
ENSG00000118855,MFSD1,20,-0.0164,15,-0.4724,32,0.81138,6,-1.8113,23,0.35742
ENSG00000180044,C3orf80,2,-4.7054,30,-1.1589,18,-1.9334,66,0.09503,103,1.62998
ENSG00000068885,IFT80,41,-0.1829,57,0.38826,28,-0.7890,40,-0.2554,52,0.31881
ENSG00000113810,SMC4,45,1.22658,50,1.64747,18,-0.3013,9,-1.2914,11,-1.3054
ENSG00000186432,KPNA4,80,-0.6463,139,0.21861,90,-0.5092,122,-0.0039,137,0.29373
ENSG00000163590,PPM1L,60,-1.3839,188,0.39645,102,-0.6408,106,-0.5806,190,0.63733
ENSG00000169255,B3GALNT1,25,-1.2208,56,-0.0240,41,-0.5532,51,-0.1941,72,0.65490
ENSG00000169251,NMD3,48,0.40632,32,-0.2448,52,0.60723,22,-0.8394,37,-0.0158
ENSG00000196542,SPTSSB,0,-6.8339,27,-0.8194,4,-3.6332,46,0.04724,76,1.77918
ENSG00000121871,SLITRK3,12,-0.9534,27,0.25257,4,-2.5360,45,1.23125,23,-0.0403
ENSG00000244128,LINC01322,16,-1.5568,92,1.35700,71,0.82942,68,0.74677,12,-2.4195
ENSG00000114209,PDCD10,25,-0.8984,54,0.29598,50,0.13518,23,-1.0969,54,0.43210
ENSG00000163536,SERPINI1,95,-2.6591,298,-1.0350,276,-1.1527,564,0.01774,866,1.35309
ENSG00000173905,GOLIM4,427,1.73737,134,-0.2258,397,1.93189,75,-1.1549,39,-2.5890
ENSG00000008952,SEC62,1399,1.06466,1136,0.80810,744,0.03506,619,-0.2800,472,-0.9540
ENSG00000173889,PHC3,61,0.95758,42,0.40176,31,-0.1360,28,-0.3146,28,-0.4175
ENSG00000163558,PRKCI,26,-1.1483,70,0.40633,31,-0.9608,44,-0.3909,71,0.63305
ENSG00000136603,SKIL,76,-0.0628,153,1.25689,55,-0.5897,76,-0.0663,60,-0.6095
ENSG00000013297,CLDN11,866,6.05788,9,-3.3478,2,-5.5791,18,-2.4077,16,-3.0000
ENSG00000013293,SLC7A14,38,-1.2005,112,0.51007,59,-0.5761,94,0.19593,88,0.11167
ENSG00000163577,EIF5A2,7,-2.1647,28,-0.2573,24,-0.5040,25,-0.4692,46,0.99242
ENSG00000154310,TNIK,202,0.61421,190,0.57050,256,1.16292,70,-1.1164,84,-1.0606
ENSG00000144959,NCEH1,8,-3.8853,116,0.09020,64,-0.9037,101,-0.1472,151,0.88505
ENSG00000169760,NLGN1,36,-0.3866,80,1.00115,46,-0.0094,37,-0.3793,39,-0.4071
ENSG00000177565,TBL1XR1,127,-0.4413,204,0.33640,113,-0.6616,221,0.48535,164,-0.0715
ENSG00000172667,ZMAT3,103,-0.8646,195,0.13786,209,0.25952,217,0.32776,164,-0.2314
ENSG00000121879,PIK3CA,30,-1.2222,122,1.08507,57,-0.3001,50,-0.5072,66,-0.0904
ENSG00000121864,ZNF639,37,0.35215,26,-0.2472,35,0.26464,26,-0.2498,30,-0.0151
ENSG00000171109,MFN1,30,-0.1824,48,0.65282,28,-0.3242,25,-0.4926,34,0.04584
ENSG00000114450,GNB4,64,0.84756,37,-0.0210,19,-1.0571,55,0.69786,33,-0.3313
ENSG00000136522,MRPL47,30,-0.5055,35,-0.3290,47,0.21232,33,-0.4265,49,0.39781
ENSG00000136521,NDUFB5,54,-1.3868,93,-0.6152,143,0.10890,118,-0.2250,171,0.64362
ENSG00000058056,USP13,28,0.45488,26,0.39521,20,-0.0473,31,0.66955,14,-0.8954
ENSG00000114757,PEX5L,237,-0.1213,313,0.35084,84,-1.7872,273,0.11130,300,0.41162
ENSG00000163728,TTC14,133,0.26771,327,2.22445,56,-1.1402,28,-2.1899,79,-0.7850
ENSG00000114416,FXR1,248,0.86780,241,0.94026,137,-0.0949,82,-0.9384,114,-0.5484
ENSG00000205981,DNAJC19,25,-1.1632,21,-1.5450,73,0.50910,38,-0.6132,74,0.83135
ENSG00000242808,SOX2-OT,1821,4.35932,93,-1.4762,150,-0.7295,105,-1.2953,55,-2.7025
ENSG00000181449,SOX2,325,1.10297,120,-0.5409,569,2.73436,27,-2.8189,46,-2.4272
ENSG00000043093,DCUN1D1,61,0.08846,53,-0.1501,71,0.38405,32,-0.9708,63,0.25168
ENSG00000078070,MCCC1,8,-1.5580,14,-0.6933,29,0.44599,5,-2.3443,33,1.11848
ENSG00000053524,MCF2L2,27,-0.0046,63,1.68639,25,-0.0808,19,-0.5558,16,-1.1265
ENSG00000114796,KLHL24,134,0.96185,102,0.56743,69,-0.1364,33,-1.3213,70,-0.1423
ENSG00000163872,YEATS2,20,-1.3384,45,-0.1049,28,-0.8758,61,0.41441,58,0.48407
ENSG00000180834,MAP6D1,189,2.42235,17,-1.6568,19,-1.4645,35,-0.5159,48,0.03415
ENSG00000175193,PARL,24,-0.7863,21,-1.0802,51,0.41705,40,0.01342,47,0.39761
ENSG00000114770,ABCC5,20,-2.0137,100,0.42931,38,-1.1671,84,0.11627,95,0.51930
ENSG00000145191,EIF2B5,39,-0.2542,35,-0.4452,36,-0.3960,60,0.47244,50,0.20728
ENSG00000161202,DVL3,39,0.12968,16,-1.2931,56,0.80185,26,-0.5184,39,0.21363
ENSG00000161203,AP2M1,154,-1.7805,228,-1.2821,282,-0.9484,544,0.14576,748,1.21103
ENSG00000161204,ABCF3,15,-1.1347,14,-1.3185,12,-1.5543,30,-0.0828,51,1.46436
ENSG00000145198,VWA5B2,7,-1.6740,21,-0.0398,11,-1.0129,25,0.26641,27,0.63186
ENSG00000163888,CAMK2N2,34,-1.0863,29,-1.3855,101,0.68335,92,0.51156,70,0.03680
ENSG00000175166,PSMD2,58,-1.6165,156,-0.1330,147,-0.2373,143,-0.2854,215,0.66425
ENSG00000114867,EIF4G1,96,-0.2755,162,0.62020,113,-0.0241,86,-0.4916,112,-0.0628
ENSG00000175182,FAM131A,45,-1.7482,74,-1.1002,57,-1.4851,224,0.79995,195,0.85310
ENSG00000163882,POLR2H,7,-2.6541,32,-0.4510,34,-0.3510,51,0.34973,52,0.59790
ENSG00000090539,CHRD,6,-2.1368,9,-1.6674,17,-0.6416,27,0.12906,38,1.23732
ENSG00000177383,MAGEF1,43,-0.5594,44,-0.5346,60,-0.0268,36,-0.8840,82,0.82578
ENSG00000156931,VPS8,13,-1.6083,49,0.46617,30,-0.3751,15,-1.4424,50,0.78906
ENSG00000187068,C3orf70,39,0.79673,12,-1.1177,53,1.55344,14,-0.8749,17,-0.6621
ENSG00000073803,MAP3K13,68,-0.4614,101,0.18090,115,0.40057,87,-0.0913,85,-0.1821
ENSG00000163900,TMEM41A,38,0.77434,18,-0.4569,26,0.17704,25,0.11019,21,-0.2435
ENSG00000163904,SENP2,72,-0.1317,98,0.39208,85,0.12025,73,-0.1429,73,-0.1990
ENSG00000136527,TRA2B,158,0.87375,94,0.03932,75,-0.3411,84,-0.1607,88,-0.1079
ENSG00000244405,ETV5,39,-1.1353,65,-0.4025,66,-0.3748,124,0.75522,87,0.15407
ENSG00000058866,DGKG,34,0.61350,35,0.72060,14,-0.8081,19,-0.3372,22,-0.1548
ENSG00000090520,DNAJB11,19,-0.5767,13,-1.2062,34,0.29558,14,-1.1304,40,0.96282
ENSG00000156976,EIF4A2,167,-2.0869,362,-1.0050,459,-0.6243,721,0.14018,948,1.02833
ENSG00000073849,ST6GAL1,25,-0.4280,12,-1.6294,25,-0.5088,37,0.17307,46,0.88473
ENSG00000157005,SST,13,-3.4872,56,-1.4812,201,0.63367,75,-1.0304,203,1.06509
ENSG00000113916,BCL6,32,-0.0300,29,-0.1973,60,1.09780,28,-0.2597,26,-0.5569
ENSG00000145012,LPP,116,1.70914,54,0.45946,100,1.70908,15,-1.6474,10,-2.6877
ENSG00000152492,CCDC50,138,1.64182,78,0.73703,76,0.68450,26,-1.1314,25,-1.4957
ENSG00000114279,FGF12,77,-2.2734,492,0.61902,337,-0.0563,240,-0.6260,394,0.31511
ENSG00000127249,ATP13A4,24,-0.2906,14,-1.1659,111,3.02207,5,-2.7768,14,-1.4999
ENSG00000198836,OPA1,38,-2.2423,199,0.26163,122,-0.5695,175,0.03428,205,0.47964
ENSG00000114315,HES1,46,0.52475,24,-0.5540,105,2.43596,8,-2.2198,16,-1.4829
ENSG00000133657,ATP13A3,21,-0.9349,65,0.94950,35,-0.1554,52,0.53876,27,-0.7464
ENSG00000041802,LSG1,32,0.29857,32,0.29764,22,-0.3302,28,0.10155,25,-0.1708
ENSG00000114331,ACAP2,92,0.39133,106,0.69527,132,1.13528,21,-1.9299,50,-0.7802
ENSG00000184203,PPP1R2,42,-1.1245,87,-0.0320,61,-0.6158,83,-0.1055,111,0.62500
ENSG00000189058,APOD,1300,3.66368,56,-2.0232,136,-0.6649,126,-0.7781,97,-1.5027
ENSG00000061938,TNK2,55,-0.4696,48,-0.7063,69,-0.1288,127,0.99282,69,-0.1606
ENSG00000072274,TFRC,16,-2.2603,32,-1.3100,92,0.40815,95,0.47803,84,0.36490
ENSG00000161217,PCYT1A,59,0.52134,59,0.59967,43,0.03871,35,-0.3277,35,-0.4451
ENSG00000213123,TCTEX1D2,7,-2.4611,27,-0.5591,55,0.62646,44,0.24009,40,0.12137
ENSG00000163960,UBXN7,114,1.07961,110,1.17259,57,-0.0533,41,-0.5993,35,-1.1004
ENSG00000163961,RNF168,146,1.27643,91,0.53998,66,-0.0283,54,-0.3554,47,-0.7707
ENSG00000174013,FBXO45,65,0.34466,55,0.08519,35,-0.6655,39,-0.4899,61,0.39797
ENSG00000163964,PIGX,78,-0.4919,130,0.32659,65,-0.8421,115,0.11436,119,0.25660
ENSG00000180370,PAK2,124,1.05555,80,0.37977,82,0.42787,38,-0.8628,50,-0.5789
ENSG00000119231,SENP5,48,-0.4658,90,0.56813,51,-0.4150,65,0.00209,65,-0.0263
ENSG00000114503,NCBP2,40,-0.6911,61,-0.0634,101,0.85153,53,-0.3114,58,-0.2081
ENSG00000270170,NCBP2AS2,8,-2.4937,18,-1.4529,42,-0.1242,43,-0.1021,66,1.09404
ENSG00000119227,PIGZ,5,-2.3773,9,-1.6108,17,-0.6241,26,0.11539,37,1.24344
ENSG00000075711,DLG1,300,1.16656,193,0.47809,82,-0.9638,126,-0.2655,133,-0.2392
ENSG00000161267,BDH1,20,-0.9752,29,-0.4791,32,-0.3319,52,0.51449,44,0.31792
ENSG00000145016,RUBCN,41,-0.2957,53,0.09483,54,0.11908,38,-0.4561,54,0.19223
ENSG00000122068,FYTTD1,78,0.21001,75,0.16484,65,-0.0962,57,-0.3192,70,0.05492
ENSG00000186001,LRCH3,104,1.69450,45,0.29879,42,0.20366,32,-0.2805,22,-1.1256
ENSG00000182899,RPL35A,402,-0.0704,117,-2.0413,836,1.30518,585,0.59304,314,-0.6590
ENSG00000185621,LMLN,16,-0.3523,27,0.49393,6,-1.8261,13,-0.6740,27,0.76901
ENSG00000182903,ZNF721,40,-0.5599,97,0.94759,52,-0.1848,45,-0.4197,53,-0.1972
ENSG00000174227,PIGG,15,-0.5337,11,-1.0008,20,-0.1129,8,-1.4923,32,1.23849
ENSG00000273238,TMEM271,15,-1.9390,32,-0.9252,47,-0.2906,77,0.55242,70,0.56759
ENSG00000169020,ATP5ME,448,-0.3996,178,-1.8866,773,0.51630,612,0.09459,676,0.40354
ENSG00000185619,PCGF3,14,-1.5784,35,-0.2157,36,-0.2048,51,0.41465,45,0.28423
ENSG00000168993,CPLX1,26,-2.9810,65,-1.7448,171,-0.2045,324,0.95635,234,0.51328
ENSG00000178950,GAK,54,-0.0779,38,-0.6585,56,-0.0093,57,0.01851,65,0.33537
ENSG00000127419,TMEM175,11,-1.2735,14,-1.0584,30,0.18103,44,0.87886,27,0.03407
ENSG00000159692,CTBP1,91,-0.8778,98,-0.8250,164,0.03395,223,0.58720,174,0.19831
ENSG00000090316,MAEA,24,-1.2717,29,-1.0092,35,-0.7115,48,-0.2143,81,1.17614
ENSG00000163950,SLBP,39,-1.1572,78,-0.1044,65,-0.4073,73,-0.2159,105,0.63589
ENSG00000068078,FGFR3,67,-1.0612,37,-2.0320,470,2.80513,47,-1.6733,87,-0.9519
ENSG00000168924,LETM1,31,-0.5640,57,0.41884,40,-0.2162,72,0.84987,34,-0.6068
ENSG00000109685,NSD2,76,-0.2113,147,0.96003,87,-0.0088,80,-0.1536,69,-0.5435
ENSG00000243449,C4orf48,463,0.53004,71,-2.4348,296,-0.1963,430,0.45919,386,0.39319
ENSG00000185818,NAT8L,128,-1.2157,140,-1.1570,293,0.05115,420,0.70572,315,0.26813
ENSG00000123933,MXD4,60,0.71781,32,-0.2983,78,1.35612,48,0.39687,17,-1.6731
ENSG00000159733,ZFYVE28,13,-1.0647,48,1.14063,11,-1.4287,16,-0.8063,30,0.37314
ENSG00000063978,RNF4,23,-0.9275,28,-0.6659,31,-0.5098,34,-0.3562,59,0.97572
ENSG00000125386,FAM193A,49,0.63417,62,1.15722,35,0.12231,20,-0.8156,23,-0.8268
ENSG00000087274,ADD1,283,0.21757,188,-0.4625,278,0.20899,238,-0.0652,254,0.07530
ENSG00000109736,MFSD10,8,-1.7532,10,-1.5760,21,-0.4557,23,-0.3052,43,1.34247
ENSG00000087269,NOP14,31,0.18054,58,1.39165,28,-0.0094,21,-0.4479,18,-0.9582
ENSG00000125388,GRK4,24,0.03900,46,1.25247,16,-0.6693,31,0.47934,15,-1.0077
ENSG00000197386,HTT,22,-1.7840,74,0.04389,75,0.08103,123,0.98598,59,-0.4395
ENSG00000159788,RGS12,37,-0.8772,85,0.45730,142,1.48621,59,-0.1740,36,-1.2763
ENSG00000163956,LRPAP1,72,-0.6280,46,-1.3829,108,0.00079,103,-0.0815,142,0.76045
ENSG00000168824,NSG1,7,-4.1078,74,-0.6883,75,-0.6615,73,-0.7035,179,1.45986
ENSG00000163132,MSX1,29,0.56429,12,-0.8910,90,3.74189,2,-3.4388,1,-4.1727
ENSG00000072832,CRMP1,86,-1.1839,111,-0.8643,124,-0.6876,244,0.46658,241,0.69096
ENSG00000181215,C4orf50,4,-2.6775,44,0.93671,13,-1.0766,38,0.63992,24,-0.1907
ENSG00000152969,JAKMIP1,13,-2.2520,31,-1.0028,38,-0.6818,96,0.92354,70,0.51224
ENSG00000109501,WFS1,51,-0.0177,17,-1.7751,105,1.35841,40,-0.4093,48,-0.1445
ENSG00000074211,PPP2R2C,108,-1.0636,184,-0.2743,205,-0.0882,307,0.63323,218,0.02756
ENSG00000013288,MAN2B2,40,-0.5050,30,-1.0139,41,-0.5060,40,-0.5455,82,1.10489
ENSG00000179010,MRFAP1,322,-0.6487,253,-1.0856,574,0.27802,500,0.03286,582,0.45106
ENSG00000170846,AC093323.1,50,0.09820,26,-0.9356,28,-0.8167,64,0.55619,55,0.41292
ENSG00000178988,MRFAP1L1,123,0.04463,101,-0.2850,143,0.31554,111,-0.1314,120,0.01728
ENSG00000170871,KIAA0232,161,0.01156,294,1.14445,129,-0.3667,110,-0.6244,138,-0.3423
ENSG00000132405,TBC1D14,37,-0.2950,41,-0.1399,52,0.27724,41,-0.1531,46,0.07796
ENSG00000173011,TADA2B,31,0.21013,36,0.49570,27,-0.0240,21,-0.4715,26,-0.1329
ENSG00000109519,GRPEL1,10,-2.2055,22,-1.1679,43,-0.1167,54,0.25603,61,0.77735
ENSG00000184985,SORCS2,16,-0.5347,17,-0.4605,52,1.57218,18,-0.3587,17,-0.6945
ENSG00000196526,AFAP1,18,-0.7400,43,0.68326,38,0.47825,34,0.23597,21,-0.7593
ENSG00000163995,ABLIM2,16,-1.7753,30,-0.9304,40,-0.4558,88,0.93435,61,0.34324
ENSG00000071127,WDR1,73,0.33345,46,-0.4162,97,0.90967,61,0.07513,45,-0.6036
ENSG00000178163,ZNF518B,14,-0.9333,38,0.59429,21,-0.4045,31,0.27060,26,-0.1175
ENSG00000157869,RAB28,38,0.69536,12,-1.1415,31,0.41906,17,-0.5749,27,0.24946
ENSG00000038219,BOD1L1,610,0.71801,987,1.85958,251,-0.7371,193,-1.1562,243,-1.0245
ENSG00000137449,CPEB2,122,1.52898,33,-0.6560,25,-1.0867,69,0.62722,42,-0.3604
ENSG00000118564,FBXL5,97,-0.0297,78,-0.3963,97,-0.0479,76,-0.4514,118,0.46592
ENSG00000237765,FAM200B,96,0.32367,78,-0.0059,98,0.41058,80,0.04616,66,-0.4039
ENSG00000169762,TAPT1,66,0.15345,40,-0.6605,52,-0.2308,53,-0.2121,72,0.50279
