Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000198780,FAM169A,42,-1.0478,159,1.06112,67,-0.3350,110,0.44293,106,0.37647,105,0.36510,87,0.06547,64,-0.4542,53,-0.6909,61,-0.4897
ENSG00000113161,HMGCR,29,-1.2759,76,0.19655,48,-0.5164,136,1.17077,63,-0.0884,66,-0.0248,67,0.00673,47,-0.5873,113,0.84847,44,-0.6417
ENSG00000113163,CERT1,86,-0.2992,86,-0.2872,81,-0.3854,123,0.27266,125,0.29471,127,0.33068,154,0.64565,85,-0.3450,71,-0.5789,117,0.18869
ENSG00000122008,POLK,85,1.46792,47,0.44946,42,0.26550,17,-1.1015,41,0.23165,25,-0.5413,45,0.38452,18,-1.1342,25,-0.5342,27,-0.4104
ENSG00000122012,SV2C,0,-8.0302,0,-7.2913,27,1.36636,43,2.27617,0,-7.0611,19,0.80389,6,-0.8915,5,-1.3389,22,1.03376,2,-2.5789
ENSG00000164252,AGGF1,109,0.30440,62,-0.5867,122,0.47732,81,-0.1625,109,0.30545,105,0.24444,137,0.67603,53,-0.8967,54,-0.7951,108,0.28570
ENSG00000132846,ZBED3,58,2.44078,47,1.99204,15,0.06047,3,-2.0652,5,-1.5995,3,-2.1838,7,-1.0976,5,-1.5223,5,-1.6674,7,-1.0752
ENSG00000113231,PDE8B,29,-1.4761,104,0.47150,100,0.40428,30,-1.4276,215,1.74735,47,-0.7844,75,-0.0584,55,-0.5935,44,-0.8854,100,0.40958
ENSG00000164253,WDR41,41,-0.0716,49,0.23610,35,-0.2998,57,0.46321,31,-0.4987,21,-1.0702,50,0.27435,44,0.06480,67,0.75127,28,-0.6647
ENSG00000171530,TBCA,255,-0.0325,137,-0.9837,321,0.33917,201,-0.3992,277,0.09910,289,0.17030,400,0.70089,215,-0.3248,216,-0.2931,332,0.39445
ENSG00000132842,AP3B1,102,1.89327,50,0.63816,56,0.80563,21,-0.7378,24,-0.5501,18,-0.9414,28,-0.3118,13,-1.5033,19,-0.8386,28,-0.2924
ENSG00000085365,SCAMP1,83,-0.7597,111,-0.3104,101,-0.4570,197,0.60928,184,0.49368,186,0.50976,147,0.13437,133,-0.0312,112,-0.2901,101,-0.4510
ENSG00000113273,ARSB,11,0.02277,6,-0.9427,13,0.31189,7,-0.5440,17,0.76827,10,-0.1300,6,-0.9022,15,0.62019,14,0.39229,4,-1.5493
ENSG00000152409,JMY,55,-0.1060,43,-0.4813,72,0.33248,55,-0.1066,80,0.49825,71,0.30779,62,0.08191,54,-0.1449,42,-0.5114,57,-0.0372
ENSG00000152413,HOMER1,10,-3.4168,77,-0.4646,73,-0.5462,136,0.43633,251,1.49073,82,-0.3702,176,0.87004,60,-0.9212,75,-0.4992,140,0.48893
ENSG00000164329,TENT2,23,-0.0457,37,0.67279,18,-0.4553,22,-0.1619,25,0.07829,24,-0.0168,27,0.19852,23,-0.0584,13,-0.9727,30,0.32651
ENSG00000164309,CMYA5,26,0.38388,6,-1.8136,38,0.99466,16,-0.4227,22,0.07509,16,-0.4245,19,-0.1115,6,-1.9113,19,-0.0958,53,1.58386
ENSG00000177034,MTX3,20,-1.1105,43,0.05953,35,-0.2885,51,0.32439,57,0.50179,49,0.24528,59,0.54493,39,-0.1037,43,0.05702,23,-0.8815
ENSG00000113296,THBS4,15,-0.3369,30,0.80109,35,1.04691,8,-1.1975,7,-1.4878,16,-0.2306,17,-0.1087,20,0.19831,14,-0.3705,18,0.02669
ENSG00000164300,SERINC5,142,2.76179,81,1.58674,28,-0.1683,5,-2.7939,14,-1.2632,9,-1.8258,6,-2.4983,18,-0.9468,8,-1.9552,19,-0.7636
ENSG00000039319,ZFYVE16,176,2.15421,82,0.75680,53,0.04107,40,-0.4057,37,-0.5198,32,-0.7398,31,-0.7649,26,-1.1261,29,-0.8731,35,-0.5845
ENSG00000249042,AC008771.1,11,-1.5175,31,0.09798,24,-0.3284,19,-0.6639,61,1.20286,28,-0.0650,52,0.94431,22,-0.4947,10,-1.6488,43,0.62428
ENSG00000228716,DHFR,60,1.28197,24,-0.1895,31,0.21050,18,-0.6767,29,0.09880,26,-0.1108,26,-0.0832,19,-0.6389,27,-0.0460,24,-0.1964
ENSG00000113318,MSH3,56,0.90654,23,-0.5284,61,1.04906,29,-0.1294,44,0.48976,15,-1.1060,39,0.29331,17,-1.0466,12,-1.4977,40,0.36478
ENSG00000113319,RASGRF2,49,-1.1726,19,-2.5262,60,-0.8812,78,-0.4791,285,1.69355,89,-0.2736,220,1.22225,47,-1.3092,47,-1.2206,219,1.21696
ENSG00000131732,ZCCHC9,14,-0.1161,5,-1.4564,15,0.01372,6,-1.2459,27,0.91372,17,0.21018,28,0.97832,11,-0.4811,16,0.07747,15,-0.0403
ENSG00000145687,SSBP2,57,-0.7379,162,0.93335,53,-0.8469,117,0.38925,89,-0.0552,114,0.34759,96,0.07508,99,0.13876,66,-0.5229,57,-0.7262
ENSG00000152348,ATG10,9,-0.4170,32,1.58732,12,0.00375,10,-0.3536,10,-0.3782,8,-0.6147,10,-0.2580,11,-0.2176,17,0.48861,5,-1.1836
ENSG00000186468,RPS23,799,-0.0329,536,-0.6537,1076,0.44646,385,-1.1559,596,-0.4920,836,0.03849,717,-0.2027,1056,0.46980,1087,0.46261,829,0.02610
ENSG00000174695,TMEM167A,88,-0.0457,151,0.83976,81,-0.1740,104,0.22392,72,-0.3483,76,-0.2692,95,0.08028,80,-0.2067,98,0.13076,68,-0.4397
ENSG00000038427,VCAN,274,3.14844,67,0.38867,159,1.90851,4,-3.6986,11,-2.3519,20,-1.4688,7,-2.8619,10,-2.6425,11,-2.2660,6,-3.1305
ENSG00000164176,EDIL3,1274,2.77612,465,0.80207,92,-1.7210,174,-0.7617,128,-1.2210,223,-0.3843,199,-0.5574,147,-1.0975,164,-0.8567,117,-1.3585
ENSG00000127184,COX7C,319,-1.6467,311,-1.6829,737,-0.3776,749,-0.3508,493,-0.9929,1113,0.27615,1261,0.47884,1397,0.74211,1163,0.34728,1368,0.61310
ENSG00000145715,RASA1,40,-0.6266,85,0.55804,22,-1.5413,85,0.54563,73,0.29847,70,0.23219,67,0.17519,73,0.33472,38,-0.6957,38,-0.7233
ENSG00000134480,CCNH,45,-0.0859,68,0.59210,35,-0.4652,56,0.26292,44,-0.1204,45,-0.0911,57,0.30798,41,-0.2274,37,-0.3667,50,0.09490
ENSG00000164180,TMEM161B,29,0.68892,12,-0.6747,19,0.01154,14,-0.4117,19,0.03157,19,0.01978,29,0.71130,13,-0.5558,15,-0.3763,23,0.34084
ENSG00000247828,TMEM161B-AS1,126,0.69911,40,-1.1111,107,0.43209,57,-0.5625,133,0.78492,81,-0.0093,77,-0.1030,51,-0.8074,86,0.08165,93,0.19778
ENSG00000245526,LINC00461,70,0.26170,24,-1.3981,87,0.61384,46,-0.4145,49,-0.2914,83,0.53729,43,-0.5224,45,-0.4612,68,0.20844,95,0.74995
ENSG00000081189,MEF2C,63,-3.4096,192,-1.7725,311,-1.0501,860,0.54324,808,0.44107,841,0.50659,1439,1.43427,473,-0.4486,688,0.17873,613,-0.0055
ENSG00000153140,CETN3,72,0.95844,42,0.09160,84,1.21934,31,-0.4127,27,-0.5911,28,-0.5545,21,-1.0031,22,-1.0180,27,-0.6010,65,0.79698
ENSG00000176055,MBLAC2,17,-0.1277,13,-0.5762,10,-0.8403,21,0.19959,35,1.02628,18,-0.0534,17,-0.0946,17,-0.1009,16,-0.2334,21,0.22462
ENSG00000113356,POLR3G,26,1.35303,9,-0.4240,13,0.19889,7,-0.8085,8,-0.6261,15,0.42786,17,0.56855,7,-0.7460,10,-0.1509,8,-0.5973
ENSG00000176018,LYSMD3,16,0.15695,28,1.05649,14,-0.1146,7,-1.0394,9,-0.6715,17,0.18915,14,-0.0406,20,0.55212,9,-0.6748,6,-1.1953
ENSG00000164199,ADGRV1,56,0.25035,60,0.36728,148,1.94876,11,-2.1740,11,-2.2099,23,-1.1240,16,-1.6351,20,-1.4527,90,1.03844,73,0.67333
ENSG00000113369,ARRDC3,59,0.96627,35,0.09968,26,-0.3640,33,0.00605,36,0.16489,32,-0.0185,36,0.15191,32,-0.0144,24,-0.4540,13,-1.3639
ENSG00000237187,NR2F1-AS1,26,-1.6908,41,-1.0258,54,-0.6186,71,-0.1906,80,-0.0166,139,0.89577,125,0.71081,102,0.41934,88,0.14439,58,-0.5167
ENSG00000175745,NR2F1,110,-0.7315,136,-0.3961,267,0.67921,129,-0.4849,222,0.37506,191,0.13197,156,-0.1834,170,-0.0623,195,0.16482,188,0.10468
ENSG00000113391,FAM172A,65,0.61163,38,-0.2688,61,0.49631,29,-0.6475,78,0.89745,45,0.02069,52,0.24751,23,-1.0645,29,-0.6623,47,0.09445
ENSG00000133302,SLF1,15,-1.2257,51,0.67358,37,0.14288,29,-0.2196,87,1.58949,32,-0.0590,52,0.69983,10,-1.8617,12,-1.5169,34,0.03413
ENSG00000175471,MCTP1,3,-4.1009,185,1.89703,22,-1.5605,53,-0.2239,124,1.15406,52,-0.2625,55,-0.1751,55,-0.2146,22,-1.5397,52,-0.2642
ENSG00000198677,TTC37,126,0.82168,72,-0.0990,84,0.16161,95,0.35372,85,0.16765,62,-0.3231,111,0.60860,39,-1.0950,64,-0.2843,61,-0.3427
ENSG00000164292,RHOBTB3,373,1.34994,199,0.28239,337,1.17153,43,-2.0402,57,-1.6292,81,-1.1012,53,-1.7489,122,-0.5372,185,0.16698,261,0.73150
ENSG00000173221,GLRX,3,-3.9898,25,-1.0478,16,-1.7136,86,0.89560,38,-0.4027,82,0.81463,85,0.87586,61,0.37828,51,0.05506,37,-0.4551
ENSG00000118985,ELL2,175,1.22309,77,-0.1260,43,-1.0202,103,0.32737,81,-0.0451,79,-0.0870,81,-0.0531,87,0.06965,48,-0.8638,60,-0.5289
ENSG00000175426,PCSK1,2,-4.6744,11,-2.3990,5,-3.5708,175,1.94075,16,-1.9156,90,0.73841,62,0.14190,87,0.79110,82,0.59260,9,-2.7354
ENSG00000153113,CAST,179,1.12518,80,-0.2036,131,0.59468,117,0.40777,74,-0.3218,57,-0.7216,118,0.41868,52,-0.9313,76,-0.2813,63,-0.5688
ENSG00000164307,ERAP1,24,0.35230,28,0.58240,34,0.93641,13,-0.5395,13,-0.6102,20,0.08672,16,-0.3118,11,-0.8554,13,-0.6065,27,0.56023
ENSG00000113441,LNPEP,67,-0.2418,145,1.00181,57,-0.4900,99,0.36131,84,0.09838,55,-0.5580,86,0.14020,74,-0.0984,70,-0.1813,54,-0.5878
ENSG00000145721,LIX1,78,1.06438,138,2.15107,122,1.89915,6,-2.8236,8,-2.4343,10,-2.1012,1,-4.8529,26,-0.7417,19,-1.1245,12,-1.7771
ENSG00000058729,RIOK2,16,-0.1936,5,-1.7494,11,-0.7728,19,0.13217,16,-0.1575,22,0.33745,30,0.85011,10,-0.8496,19,0.09242,36,1.16667
ENSG00000174136,RGMB,8,-2.7221,45,-0.1695,51,0.01464,66,0.44117,86,0.88768,62,0.34652,53,0.09014,45,-0.1871,36,-0.5091,54,0.11992
ENSG00000153922,CHD1,61,1.11976,36,0.23770,48,0.73309,19,-0.7567,49,0.74794,23,-0.4259,41,0.47615,14,-1.3125,12,-1.4465,22,-0.5267
ENSG00000174132,FAM174A,29,-0.5548,52,0.35245,16,-1.4203,45,0.12883,44,0.08364,60,0.58671,53,0.39236,45,0.14159,35,-0.2697,33,-0.3535
ENSG00000145730,PAM,19,-2.4675,14,-2.8607,72,-0.4760,154,0.72793,109,0.16263,185,1.04221,127,0.40983,91,-0.1345,129,0.43792,90,-0.1414
ENSG00000145723,GIN1,23,0.71107,6,-1.2578,22,0.63726,14,-0.1197,15,0.02949,29,1.05410,17,0.24206,10,-0.6295,6,-1.2158,10,-0.5697
ENSG00000145725,PPIP5K2,41,-0.0187,20,-1.0814,32,-0.3681,40,-0.0512,55,0.47091,76,0.99980,37,-0.1498,32,-0.4416,42,0.02839,46,0.16623
ENSG00000181751,C5orf30,49,0.24477,63,0.65956,18,-1.2592,47,0.20309,73,0.91180,27,-0.6882,64,0.68717,33,-0.3870,27,-0.6525,24,-0.8149
ENSG00000112874,NUDT12,39,0.91899,25,0.24020,23,0.09870,13,-0.7750,7,-1.6799,35,0.73113,20,-0.1394,18,-0.3025,23,0.07294,19,-0.2074
ENSG00000184349,EFNA5,7,-2.4403,51,0.42101,28,-0.5300,52,0.43786,47,0.29368,39,-0.0077,64,0.79859,37,-0.1195,40,0.01777,30,-0.4057
ENSG00000145743,FBXL17,48,-1.3330,87,-0.4126,90,-0.3661,124,0.13075,112,-0.0251,152,0.46819,117,0.04386,121,0.10234,156,0.51150,125,0.14283
ENSG00000151422,FER,69,0.92371,33,-0.2760,63,0.78646,22,-0.8848,40,0.02350,31,-0.3538,21,-0.9159,30,-0.4142,25,-0.6693,64,0.80275
ENSG00000198961,PJA2,302,-0.7864,443,-0.1954,282,-0.8917,786,0.73267,655,0.42944,529,0.08639,644,0.40133,478,-0.0849,391,-0.3884,528,0.08205
ENSG00000112893,MAN2A1,198,2.86985,60,0.56581,17,-1.3846,21,-1.0803,18,-1.3276,31,-0.4883,20,-1.1258,35,-0.3063,17,-1.4118,13,-1.7177
ENSG00000186952,TMEM232,9,-0.5849,5,-1.3081,26,1.15411,5,-1.2591,23,0.97151,7,-0.8815,25,1.07178,7,-1.0085,9,-0.5327,17,0.49206
ENSG00000164209,SLC25A46,70,-0.6305,123,0.26323,66,-0.7190,167,0.75950,111,0.09602,118,0.19212,138,0.44286,78,-0.4892,114,0.13253,87,-0.2840
ENSG00000134987,WDR36,15,-0.1461,15,-0.1782,21,0.33573,26,0.70430,21,0.30422,21,0.35314,12,-0.4744,15,-0.2455,16,-0.1087,9,-0.9043
ENSG00000152495,CAMK4,13,-3.2998,56,-1.1435,69,-0.8329,89,-0.4459,274,1.39992,79,-0.6330,287,1.48475,66,-0.9705,71,-0.8055,237,1.14498
ENSG00000164211,STARD4,19,-0.7599,30,-0.0650,30,-0.1018,47,0.64439,27,-0.2370,24,-0.4266,34,0.12427,37,0.26531,40,0.37874,23,-0.5250
ENSG00000134986,NREP,24,-2.4199,82,-0.6222,49,-1.4024,133,0.13906,104,-0.2548,199,0.79379,114,-0.1065,191,0.83398,192,0.73173,65,-0.9630
ENSG00000224032,EPB41L4A-AS1,43,-0.5711,46,-0.4893,44,-0.5546,56,-0.1714,63,0.01535,64,0.03036,61,-0.0369,95,0.77871,71,0.19103,50,-0.3362
ENSG00000134982,APC,436,0.04275,225,-0.9811,597,0.55271,242,-0.8664,391,-0.1277,292,-0.5833,402,-0.0853,386,-0.1669,513,0.30419,798,1.04242
ENSG00000153037,SRP19,82,-0.0340,47,-0.8948,99,0.26360,78,-0.1162,109,0.43268,81,-0.0450,113,0.48533,71,-0.2680,66,-0.3625,101,0.30994
ENSG00000129625,REEP5,273,-0.9694,297,-0.8423,263,-1.0252,787,0.70149,592,0.23525,681,0.46283,941,1.00678,456,-0.1987,525,0.04169,352,-0.5831
ENSG00000172795,DCP2,24,-1.1505,43,-0.2627,29,-0.8564,42,-0.2741,92,0.96833,74,0.60360,62,0.32524,51,-0.0026,52,0.03958,39,-0.4185
ENSG00000171444,MCC,9,-0.8458,1,-3.2528,26,0.80735,9,-0.8489,7,-1.1099,9,-0.8592,9,-0.8202,14,-0.2425,29,0.94941,47,1.85219
ENSG00000047188,YTHDC2,18,-0.8057,23,-0.4119,14,-1.1539,32,0.12818,49,0.79777,42,0.52143,28,-0.0858,31,0.07610,31,0.06817,30,-0.0153
ENSG00000080709,KCNN2,14,-0.2332,8,-1.1713,41,1.51369,18,0.13887,42,1.52938,17,0.06249,14,-0.2538,3,-2.4841,6,-1.5863,17,0.00901
ENSG00000152503,TRIM36,26,-0.7539,77,0.95980,17,-1.3465,105,1.52296,36,-0.2646,26,-0.7464,44,0.05586,37,-0.2455,32,-0.4521,31,-0.4800
ENSG00000164219,PGGT1B,37,0.79703,26,0.23924,50,1.30023,17,-0.3977,23,0.01347,12,-0.9561,18,-0.3411,12,-1.0437,17,-0.4151,24,0.10822
ENSG00000164221,CCDC112,114,1.62493,58,0.44039,41,-0.1035,36,-0.3128,69,0.73432,25,-0.8575,29,-0.6225,16,-1.6356,13,-1.7662,65,0.62861
ENSG00000145780,FEM1C,34,-0.3508,29,-0.6075,44,0.01820,39,-0.1398,74,0.87686,42,-0.0576,34,-0.3657,26,-0.8391,30,-0.5733,97,1.34213
ENSG00000134970,TMED7,145,0.91000,170,1.17813,69,-0.3046,61,-0.4843,70,-0.2739,67,-0.3283,57,-0.5750,60,-0.5460,63,-0.4422,93,0.18332
ENSG00000129596,CDO1,18,-1.7487,35,-0.7745,65,0.15661,70,0.28202,94,0.76045,67,0.21882,87,0.64068,45,-0.4563,54,-0.1279,65,0.15144
ENSG00000145782,ATG12,91,0.60807,44,-0.5548,49,-0.3654,68,0.13108,79,0.37204,72,0.23356,78,0.35269,46,-0.5155,59,-0.0852,55,-0.2102
ENSG00000177879,AP3S1,49,-1.1833,82,-0.4173,84,-0.3728,152,0.57077,116,0.12771,131,0.32828,89,-0.2935,138,0.46309,111,0.06804,85,-0.3597
ENSG00000145781,COMMD10,9,-1.1685,6,-1.7176,20,-0.0214,32,0.73062,20,-0.0493,23,0.19215,33,0.77326,23,0.17523,16,-0.3434,19,-0.0947
ENSG00000092421,SEMA6A,234,3.06387,102,1.30742,42,-0.1429,21,-1.2093,10,-2.2795,14,-1.8221,24,-0.9999,18,-1.5045,15,-1.7290,12,-1.9940
ENSG00000172869,DMXL1,60,0.66588,25,-0.7274,27,-0.5767,53,0.47196,54,0.50558,33,-0.2975,30,-0.4279,35,-0.1923,36,-0.1240,46,0.24352
ENSG00000133835,HSD17B4,158,0.88092,86,-0.1121,102,0.15422,93,0.01532,62,-0.6243,98,0.08753,87,-0.0928,72,-0.4305,103,0.16878,84,-0.1517
ENSG00000151304,SRFBP1,32,0.67292,7,-1.5029,30,0.61339,11,-0.9588,35,0.85035,19,-0.1647,33,0.74047,13,-0.8107,15,-0.5228,21,0.00978
ENSG00000205302,SNX2,73,0.25880,57,-0.1233,35,-0.8682,72,0.22991,101,0.78456,79,0.37574,65,0.05957,40,-0.7387,59,-0.0715,63,0.01136
ENSG00000064652,SNX24,33,0.64869,20,-0.1577,14,-0.7126,25,0.21140,11,-0.9830,25,0.21473,12,-0.9220,26,0.28670,26,0.22892,24,0.15991
ENSG00000168944,CEP120,35,0.86344,17,-0.2749,20,-0.0069,24,0.26566,34,0.81935,21,0.06744,18,-0.1661,16,-0.3767,9,-1.2646,13,-0.6699
ENSG00000151292,CSNK1G3,34,-0.6430,59,0.20968,66,0.37273,70,0.48137,66,0.39527,26,-1.0266,72,0.52494,40,-0.4409,39,-0.4387,58,0.16518
ENSG00000168916,ZNF608,69,2.12686,11,-0.9266,45,1.30749,4,-2.2257,24,0.28295,14,-0.5086,10,-0.9809,7,-1.6638,8,-1.4409,23,0.20365
ENSG00000155324,GRAMD2B,155,1.23133,147,1.13212,150,1.16864,17,-2.1600,19,-2.0335,34,-1.1931,17,-2.1878,34,-1.2529,85,0.21471,121,0.79851
ENSG00000164904,ALDH7A1,215,1.27367,117,0.24436,208,1.21062,27,-1.9816,56,-0.8932,76,-0.4352,45,-1.2382,82,-0.3367,94,-0.1049,101,0.00909
ENSG00000164902,PHAX,105,0.12228,74,-0.4308,108,0.16636,92,-0.0884,129,0.45172,82,-0.2591,123,0.38454,73,-0.4868,81,-0.2859,129,0.45219
ENSG00000164241,C5orf63,28,0.50117,9,-1.2406,38,1.03666,12,-0.8159,10,-1.1067,22,0.16205,18,-0.1493,21,0.06002,26,0.38398,18,-0.1976
ENSG00000145794,MEGF10,113,1.65046,100,1.42757,50,0.23998,9,-2.3228,6,-2.9134,20,-1.1178,8,-2.5026,16,-1.5329,63,0.61967,68,0.76070
ENSG00000164244,PRRC1,28,1.03229,22,0.66915,26,0.91811,11,-0.4323,13,-0.1421,18,0.33814,13,-0.1888,5,-1.6886,9,-0.6680,10,-0.5148
ENSG00000205279,CTXN3,0,-6.4354,0,-8.7665,14,-1.3441,40,0.27630,44,0.42960,14,-1.2817,144,2.67174,10,-1.9405,25,-0.4478,67,1.15626
ENSG00000245937,LINC01184,40,0.29737,10,-1.7208,37,0.18781,28,-0.2466,42,0.40265,36,0.16041,62,1.04673,26,-0.3633,29,-0.1831,23,-0.5395
ENSG00000064651,SLC12A2,531,2.81402,305,1.64189,59,-1.0539,58,-1.0590,46,-1.4199,32,-1.9532,87,-0.4508,37,-1.8592,42,-1.5550,48,-1.3592
ENSG00000066583,ISOC1,30,1.02178,31,1.06898,10,-0.7188,13,-0.3247,20,0.30070,8,-1.0092,4,-1.9802,17,0.07725,5,-1.7282,22,0.52327
ENSG00000169567,HINT1,277,-1.2791,235,-1.5288,318,-1.0730,843,0.44877,573,-0.1697,641,0.00883,1068,0.84376,817,0.45097,821,0.40601,605,-0.0833
ENSG00000186687,LYRM7,112,0.36502,70,-0.3645,113,0.37908,72,-0.3272,107,0.29452,104,0.25619,105,0.27373,67,-0.4746,69,-0.3873,90,0.02299
ENSG00000158985,CDC42SE2,143,-0.1669,214,0.47612,73,-1.2011,194,0.32061,167,0.08115,154,-0.0487,165,0.06124,189,0.30848,154,-0.0495,107,-0.6179
ENSG00000158987,RAPGEF6,54,1.73258,36,0.98311,9,-1.1440,15,-0.3768,16,-0.2958,14,-0.5131,9,-1.0956,14,-0.5442,15,-0.4050,18,-0.1482
ENSG00000217128,FNIP1,70,1.13401,44,0.34939,26,-0.4679,32,-0.1220,37,0.09323,40,0.19543,30,-0.2226,32,-0.1694,13,-1.4363,30,-0.2666
ENSG00000164398,ACSL6,36,-2.6477,40,-2.4791,257,0.31844,300,0.57449,127,-0.7847,211,0.00309,186,-0.1926,141,-0.6782,519,1.52775,357,0.86459
ENSG00000113522,RAD50,205,0.33293,119,-0.5307,208,0.34960,133,-0.3545,266,0.75710,146,-0.2114,275,0.81550,102,-0.8218,84,-1.0600,196,0.25582
ENSG00000131437,KIF3A,254,-0.6476,314,-0.3218,287,-0.4631,667,0.89972,475,0.33544,528,0.50815,588,0.68611,251,-0.7294,314,-0.3246,313,-0.3283
ENSG00000164402,SEPTIN8,646,1.37776,510,0.95955,210,-0.4724,253,-0.1810,196,-0.5805,291,0.03481,249,-0.2113,217,-0.4663,146,-1.0327,195,-0.5879
ENSG00000198944,SOWAHA,23,-2.1045,18,-2.4772,253,1.71515,15,-2.7264,258,1.75609,38,-1.3405,86,-0.1213,33,-1.6602,37,-1.3875,225,1.49927
ENSG00000164403,SHROOM1,61,1.96515,36,1.01928,19,-0.0391,9,-1.1641,11,-0.8375,14,-0.4479,4,-2.3471,20,0.08431,15,-0.4268,4,-2.3865
ENSG00000164405,UQCRQ,246,-1.1082,229,-1.2155,392,-0.3998,459,-0.1530,346,-0.5925,801,0.75015,559,0.16031,601,0.31163,739,0.61574,588,0.24075
ENSG00000072364,AFF4,128,0.27089,130,0.29708,154,0.57593,78,-0.5013,144,0.46697,101,-0.0940,102,-0.0764,61,-0.9399,56,-1.0132,169,0.73237
ENSG00000155329,ZCCHC10,31,0.11262,5,-2.4288,46,0.75167,33,0.21040,32,0.15115,28,-0.0140,52,0.95358,19,-0.7059,25,-0.2099,27,-0.1135
ENSG00000170606,HSPA4,130,0.19038,80,-0.5636,73,-0.7127,165,0.57337,142,0.32505,107,-0.1288,142,0.32809,103,-0.2036,118,0.02866,110,-0.0840
ENSG00000053108,FSTL4,0,-4.3271,4,-1.1980,8,-0.2979,29,1.71707,18,0.93333,8,-0.4120,11,0.12417,13,0.34902,5,-1.0115,4,-1.4959
ENSG00000113583,C5orf15,74,1.35538,43,0.44016,25,-0.4013,37,0.18052,32,-0.0111,31,-0.0793,19,-0.8172,27,-0.3208,14,-1.2707,30,-0.1373
ENSG00000213585,VDAC1,100,-1.3047,185,-0.3660,125,-0.9594,397,0.87244,221,-0.0819,340,0.61179,238,0.03388,209,-0.1943,310,0.45755,232,-0.0104
ENSG00000113558,SKP1,572,-0.3441,668,-0.1009,537,-0.4428,824,0.23271,738,0.05601,758,0.09831,956,0.47419,705,-0.0195,685,-0.0613,689,-0.0533
ENSG00000113575,PPP2CA,181,-0.5245,235,-0.1204,117,-1.1958,416,0.80606,251,-0.0158,270,0.09902,343,0.48418,214,-0.2948,387,0.68602,164,-0.6814
ENSG00000006837,CDKL3,30,0.58018,5,-2.0612,36,0.89435,10,-1.1090,14,-0.6012,27,0.41281,22,0.05812,21,0.04345,6,-1.7204,36,0.88706
ENSG00000119048,UBE2B,71,-1.1132,206,0.55350,82,-0.8950,156,0.10330,224,0.68952,146,-0.0026,144,-0.0195,147,0.01218,166,0.20359,119,-0.3228
ENSG00000237190,CDKN2AIPNL,24,-0.8712,36,-0.2242,19,-1.1702,54,0.42301,47,0.17533,63,0.67315,54,0.39726,33,-0.3919,60,0.58591,36,-0.2444
ENSG00000043143,JADE2,35,-0.3008,33,-0.3830,22,-0.9812,49,0.25944,71,0.84289,46,0.14029,38,-0.1731,46,0.16674,45,0.12701,31,-0.4626
ENSG00000152700,SAR1B,179,1.43910,160,1.23286,48,-0.7058,45,-0.7969,50,-0.6511,67,-0.2062,49,-0.6777,61,-0.3759,66,-0.2257,51,-0.6288
ENSG00000113615,SEC24A,16,0.15235,22,0.68227,19,0.41498,16,0.17254,12,-0.2963,27,1.02149,8,-0.8569,9,-0.7283,10,-0.5427,10,-0.5510
ENSG00000164615,CAMLG,65,-1.1308,80,-0.8153,76,-0.8924,176,0.41248,164,0.29324,147,0.11963,177,0.42090,159,0.27600,156,0.21517,139,0.03117
ENSG00000145833,DDX46,86,0.47711,72,0.18290,89,0.53575,66,0.04801,94,0.61206,70,0.15250,46,-0.5012,36,-0.9369,37,-0.8547,71,0.16085
ENSG00000181904,C5orf24,100,0.32616,101,0.33966,58,-0.5369,64,-0.3771,122,0.65780,103,0.37710,72,-0.1839,68,-0.3113,60,-0.4844,80,-0.0234
ENSG00000113621,TXNDC15,54,-0.0367,84,0.69284,30,-0.9375,57,0.06757,52,-0.0829,74,0.48754,37,-0.6168,54,-0.0325,59,0.10718,49,-0.1750
ENSG00000113648,H2AFY,64,-0.6596,127,0.42290,84,-0.2378,108,0.15511,121,0.34651,92,-0.0987,84,-0.2346,103,0.09807,89,-0.1375,99,0.01658
ENSG00000145824,CXCL14,5,-5.3390,7,-4.9691,993,2.88784,29,-2.9897,85,-1.3931,392,1.01485,83,-1.4230,42,-2.5598,172,-0.3294,480,1.37381
ENSG00000145832,SLC25A48,25,1.09077,12,-0.0214,27,1.24206,0,-4.3823,9,-0.4412,18,0.59337,4,-1.5649,5,-1.4217,10,-0.2991,22,0.86990
ENSG00000113658,SMAD5,72,0.93955,56,0.51760,60,0.64368,21,-0.9945,36,-0.1624,32,-0.3598,28,-0.5801,29,-0.5778,43,0.09177,39,-0.0510
ENSG00000152377,SPOCK1,551,1.08785,668,1.43187,102,-1.5704,446,0.72373,81,-1.9044,271,-0.0849,200,-0.5569,267,-0.1176,200,-0.5525,88,-1.7818
ENSG00000146021,KLHL3,19,-0.2375,14,-0.7075,10,-1.2564,32,0.56622,21,-0.1477,39,0.88796,23,0.04407,23,-0.0107,26,0.18941,20,-0.2118
