"pathway","sender","receiver","diff_value"
"FLRT","L1 (spd07) ","L3/4 (spd02) ",0
"FLRT","L1 (spd07) ","L5 (spd05) ",0
"FLRT","L1 (spd07) ","L6 (spd03) ",0
"FLRT","L1 (spd07) ","L6/WM (spd01) ",0
"FLRT","L1 (spd07) ","WM (spd04) ",0
"FLRT","L2/3 (spd06) ","L1 (spd07) ",0
"FLRT","L2/3 (spd06) ","L2/3 (spd06) ",0.00020224505810770115
"FLRT","L2/3 (spd06) ","L3/4 (spd02) ",6.471291188010655e-5
"FLRT","L2/3 (spd06) ","L5 (spd05) ",4.3396278601772094e-5
"FLRT","L2/3 (spd06) ","L6 (spd03) ",-6.103818010827586e-5
"FLRT","L2/3 (spd06) ","L6/WM (spd01) ",0
"FLRT","L2/3 (spd06) ","WM (spd04) ",0
"FLRT","L3/4 (spd02) ","L1 (spd07) ",0
"FLRT","L3/4 (spd02) ","L2/3 (spd06) ",6.471291188010655e-5
"FLRT","L3/4 (spd02) ","L3/4 (spd02) ",-4.3944158503442655e-5
"FLRT","L3/4 (spd02) ","L5 (spd05) ",-3.9029233591639624e-5
"FLRT","L3/4 (spd02) ","L6 (spd03) ",-1.193840460559332e-4
"FLRT","L3/4 (spd02) ","L6/WM (spd01) ",0
"FLRT","L3/4 (spd02) ","WM (spd04) ",0
"FLRT","L5 (spd05) ","L1 (spd07) ",0
"FLRT","L5 (spd05) ","L2/3 (spd06) ",4.3396278601772094e-5
"FLRT","L5 (spd05) ","L3/4 (spd02) ",-3.9029233591639624e-5
"FLRT","L5 (spd05) ","L5 (spd05) ",-3.399443593757735e-5
"FLRT","L5 (spd05) ","L6 (spd03) ",-9.480993745210461e-5
"FLRT","L5 (spd05) ","L6/WM (spd01) ",0
"FLRT","L5 (spd05) ","WM (spd04) ",0
"FLRT","L6 (spd03) ","L1 (spd07) ",0
"FLRT","L6 (spd03) ","L2/3 (spd06) ",-6.103818010827586e-5
"FLRT","L6 (spd03) ","L3/4 (spd02) ",-1.193840460559332e-4
"FLRT","L6 (spd03) ","L5 (spd05) ",-9.480993745210461e-5
"FLRT","L6 (spd03) ","L6 (spd03) ",-1.35786380694791e-4
"FLRT","L6 (spd03) ","L6/WM (spd01) ",0
"FLRT","L6 (spd03) ","WM (spd04) ",0
"FLRT","L6/WM (spd01) ","L1 (spd07) ",0
"FLRT","L6/WM (spd01) ","L2/3 (spd06) ",0
"FLRT","L6/WM (spd01) ","L3/4 (spd02) ",0
"FLRT","L6/WM (spd01) ","L5 (spd05) ",0
"FLRT","L6/WM (spd01) ","L6 (spd03) ",0
"FLRT","L6/WM (spd01) ","L6/WM (spd01) ",0
"FLRT","L6/WM (spd01) ","WM (spd04) ",0
"FLRT","WM (spd04) ","L1 (spd07) ",0
"FLRT","WM (spd04) ","L2/3 (spd06) ",0
"FLRT","WM (spd04) ","L3/4 (spd02) ",0
"FLRT","WM (spd04) ","L5 (spd05) ",0
"FLRT","WM (spd04) ","L6 (spd03) ",0
"FLRT","WM (spd04) ","L6/WM (spd01) ",0
"FLRT","WM (spd04) ","WM (spd04) ",0
"MAG","L1 (spd07) ","L1 (spd07) ",0
"MAG","L1 (spd07) ","L2/3 (spd06) ",0
"MAG","L1 (spd07) ","L3/4 (spd02) ",0
"MAG","L1 (spd07) ","L5 (spd05) ",0
"MAG","L1 (spd07) ","L6 (spd03) ",0
"MAG","L1 (spd07) ","L6/WM (spd01) ",0
"MAG","L1 (spd07) ","WM (spd04) ",0
"MAG","L2/3 (spd06) ","L1 (spd07) ",0
"MAG","L2/3 (spd06) ","L2/3 (spd06) ",0
"MAG","L2/3 (spd06) ","L3/4 (spd02) ",0
"MAG","L2/3 (spd06) ","L5 (spd05) ",0
"MAG","L2/3 (spd06) ","L6 (spd03) ",0
"MAG","L2/3 (spd06) ","L6/WM (spd01) ",0
"MAG","L2/3 (spd06) ","WM (spd04) ",0
"MAG","L3/4 (spd02) ","L1 (spd07) ",0
"MAG","L3/4 (spd02) ","L2/3 (spd06) ",0
"MAG","L3/4 (spd02) ","L3/4 (spd02) ",0
"MAG","L3/4 (spd02) ","L5 (spd05) ",0
"MAG","L3/4 (spd02) ","L6 (spd03) ",0
"MAG","L3/4 (spd02) ","L6/WM (spd01) ",0
"MAG","L3/4 (spd02) ","WM (spd04) ",0
"MAG","L5 (spd05) ","L1 (spd07) ",0
"MAG","L5 (spd05) ","L2/3 (spd06) ",0
"MAG","L5 (spd05) ","L3/4 (spd02) ",0
"MAG","L5 (spd05) ","L5 (spd05) ",0
"MAG","L5 (spd05) ","L6 (spd03) ",0
"MAG","L5 (spd05) ","L6/WM (spd01) ",0
"MAG","L5 (spd05) ","WM (spd04) ",0
"MAG","L6 (spd03) ","L1 (spd07) ",0
"MAG","L6 (spd03) ","L2/3 (spd06) ",0
"MAG","L6 (spd03) ","L3/4 (spd02) ",0
"MAG","L6 (spd03) ","L5 (spd05) ",0
"MAG","L6 (spd03) ","L6 (spd03) ",0
"MAG","L6 (spd03) ","L6/WM (spd01) ",0
"MAG","L6 (spd03) ","WM (spd04) ",0
"MAG","L6/WM (spd01) ","L1 (spd07) ",0
"MAG","L6/WM (spd01) ","L2/3 (spd06) ",0
"MAG","L6/WM (spd01) ","L3/4 (spd02) ",0
"MAG","L6/WM (spd01) ","L5 (spd05) ",0
"MAG","L6/WM (spd01) ","L6 (spd03) ",0
"MAG","L6/WM (spd01) ","L6/WM (spd01) ",7.356688746511589e-5
"MAG","L6/WM (spd01) ","WM (spd04) ",2.5025247404301433e-4
"MAG","WM (spd04) ","L1 (spd07) ",0
"MAG","WM (spd04) ","L2/3 (spd06) ",0
"MAG","WM (spd04) ","L3/4 (spd02) ",0
"MAG","WM (spd04) ","L5 (spd05) ",0
"MAG","WM (spd04) ","L6 (spd03) ",0
"MAG","WM (spd04) ","L6/WM (spd01) ",2.5025247404301433e-4
"MAG","WM (spd04) ","WM (spd04) ",8.191684227627782e-4
"GAP","L1 (spd07) ","L1 (spd07) ",1.9336682036369054e-4
"GAP","L1 (spd07) ","L2/3 (spd06) ",6.563143833558491e-4
"GAP","L1 (spd07) ","L3/4 (spd02) ",6.607396597400526e-4
"GAP","L1 (spd07) ","L5 (spd05) ",3.544876495894002e-4
"GAP","L1 (spd07) ","L6 (spd03) ",1.131120794457467e-4
"GAP","L1 (spd07) ","L6/WM (spd01) ",3.091677641884516e-4
"GAP","L1 (spd07) ","WM (spd04) ",5.582708640284803e-5
"GAP","L2/3 (spd06) ","L1 (spd07) ",6.563143833558491e-4
"GAP","L2/3 (spd06) ","L2/3 (spd06) ",0
"GAP","L2/3 (spd06) ","L3/4 (spd02) ",0.002779789609206042
"GAP","L2/3 (spd06) ","L5 (spd05) ",0
"GAP","L2/3 (spd06) ","L6 (spd03) ",0
"GAP","L2/3 (spd06) ","L6/WM (spd01) ",5.889520705947013e-4
"GAP","L2/3 (spd06) ","WM (spd04) ",0
"GAP","L3/4 (spd02) ","L1 (spd07) ",6.607396597400526e-4
"GAP","L3/4 (spd02) ","L2/3 (spd06) ",0.002779789609206042
"GAP","L3/4 (spd02) ","L3/4 (spd02) ",0.002858451149958845
"GAP","L3/4 (spd02) ","L5 (spd05) ",0
"GAP","L3/4 (spd02) ","L6 (spd03) ",0
"GAP","L3/4 (spd02) ","L6/WM (spd01) ",5.955168673110289e-4
"GAP","L3/4 (spd02) ","WM (spd04) ",-0.0022703426226994496
"GAP","L5 (spd05) ","L1 (spd07) ",3.544876495894002e-4
"GAP","L5 (spd05) ","L2/3 (spd06) ",0
"GAP","L5 (spd05) ","L3/4 (spd02) ",0
"GAP","L5 (spd05) ","L5 (spd05) ",0
"GAP","L5 (spd05) ","L6 (spd03) ",0
"GAP","L5 (spd05) ","L6/WM (spd01) ",0
"GAP","L5 (spd05) ","WM (spd04) ",0
"GAP","L6 (spd03) ","L1 (spd07) ",1.131120794457467e-4
"GAP","L6 (spd03) ","L2/3 (spd06) ",0
"GAP","L6 (spd03) ","L3/4 (spd02) ",0
"GAP","L6 (spd03) ","L5 (spd05) ",0
"GAP","L6 (spd03) ","L6 (spd03) ",0
"GAP","L6 (spd03) ","L6/WM (spd01) ",-0.00230336881337857
"GAP","L6 (spd03) ","WM (spd04) ",0
"GAP","L6/WM (spd01) ","L1 (spd07) ",3.091677641884516e-4
"GAP","L6/WM (spd01) ","L2/3 (spd06) ",5.889520705947013e-4
"GAP","L6/WM (spd01) ","L3/4 (spd02) ",5.955168673110289e-4
"GAP","L6/WM (spd01) ","L5 (spd05) ",0
"GAP","L6/WM (spd01) ","L6 (spd03) ",-0.00230336881337857
"GAP","L6/WM (spd01) ","L6/WM (spd01) ",3.4862355701413246e-4
"GAP","L6/WM (spd01) ","WM (spd04) ",-0.0026132188094734558
"GAP","WM (spd04) ","L1 (spd07) ",5.582708640284803e-5
"GAP","WM (spd04) ","L2/3 (spd06) ",0
"GAP","WM (spd04) ","L3/4 (spd02) ",-0.0022703426226994496
"GAP","WM (spd04) ","L5 (spd05) ",0
"GAP","WM (spd04) ","L6 (spd03) ",0
"GAP","WM (spd04) ","L6/WM (spd01) ",-0.0026132188094734558
"GAP","WM (spd04) ","WM (spd04) ",-0.0025034412402148362
"ADGRL","L1 (spd07) ","L1 (spd07) ",0
"ADGRL","L1 (spd07) ","L2/3 (spd06) ",0
"ADGRL","L1 (spd07) ","L3/4 (spd02) ",0
"ADGRL","L1 (spd07) ","L5 (spd05) ",0
"ADGRL","L1 (spd07) ","L6 (spd03) ",0
"ADGRL","L1 (spd07) ","L6/WM (spd01) ",0
"ADGRL","L1 (spd07) ","WM (spd04) ",0
"ADGRL","L2/3 (spd06) ","L1 (spd07) ",0
"ADGRL","L2/3 (spd06) ","L2/3 (spd06) ",0.0031765041459987098
"ADGRL","L2/3 (spd06) ","L3/4 (spd02) ",0.0028616214444083746
"ADGRL","L2/3 (spd06) ","L5 (spd05) ",0.0028780226279352065
"ADGRL","L2/3 (spd06) ","L6 (spd03) ",0.002374962096759607
"ADGRL","L2/3 (spd06) ","L6/WM (spd01) ",-0.0061716398619689715
"ADGRL","L2/3 (spd06) ","WM (spd04) ",0
"ADGRL","L3/4 (spd02) ","L1 (spd07) ",0
"ADGRL","L3/4 (spd02) ","L2/3 (spd06) ",0.0010390805855598206
"ADGRL","L3/4 (spd02) ","L3/4 (spd02) ",0.0014174016830454331
"ADGRL","L3/4 (spd02) ","L5 (spd05) ",8.914682264607194e-4
"ADGRL","L3/4 (spd02) ","L6 (spd03) ",5.467355287701921e-4
"ADGRL","L3/4 (spd02) ","L6/WM (spd01) ",-2.332849389438833e-4
"ADGRL","L3/4 (spd02) ","WM (spd04) ",0
"ADGRL","L5 (spd05) ","L1 (spd07) ",0
"ADGRL","L5 (spd05) ","L2/3 (spd06) ",0.0018208864821896223
"ADGRL","L5 (spd05) ","L3/4 (spd02) ",0.0022613900604968335
"ADGRL","L5 (spd05) ","L5 (spd05) ",0.0015696780553879491
"ADGRL","L5 (spd05) ","L6 (spd03) ",0.0011173111901456902
"ADGRL","L5 (spd05) ","L6/WM (spd01) ",-0.0012375913411740345
"ADGRL","L5 (spd05) ","WM (spd04) ",0
"ADGRL","L6 (spd03) ","L1 (spd07) ",0
"ADGRL","L6 (spd03) ","L2/3 (spd06) ",-8.093105642240622e-4
"ADGRL","L6 (spd03) ","L3/4 (spd02) ",-1.5623940722009344e-4
"ADGRL","L6 (spd03) ","L5 (spd05) ",-7.574824512357262e-4
"ADGRL","L6 (spd03) ","L6 (spd03) ",-0.0011770562036971
"ADGRL","L6 (spd03) ","L6/WM (spd01) ",-0.0028628723898372933
"ADGRL","L6 (spd03) ","WM (spd04) ",0
"ADGRL","L6/WM (spd01) ","L1 (spd07) ",0
"ADGRL","L6/WM (spd01) ","L2/3 (spd06) ",-0.005701544911884754
"ADGRL","L6/WM (spd01) ","L3/4 (spd02) ",1.7425835122640955e-4
"ADGRL","L6/WM (spd01) ","L5 (spd05) ",-0.0012316148927907558
"ADGRL","L6/WM (spd01) ","L6 (spd03) ",-0.0012747528228247216
"ADGRL","L6/WM (spd01) ","L6/WM (spd01) ",0
"ADGRL","L6/WM (spd01) ","WM (spd04) ",0
"ADGRL","WM (spd04) ","L1 (spd07) ",0
"ADGRL","WM (spd04) ","L2/3 (spd06) ",0
"ADGRL","WM (spd04) ","L3/4 (spd02) ",0
"ADGRL","WM (spd04) ","L5 (spd05) ",0
"ADGRL","WM (spd04) ","L6 (spd03) ",0
"ADGRL","WM (spd04) ","L6/WM (spd01) ",0
"ADGRL","WM (spd04) ","WM (spd04) ",0
"GABA-A","L1 (spd07) ","L1 (spd07) ",0
"GABA-A","L1 (spd07) ","L2/3 (spd06) ",0
"GABA-A","L1 (spd07) ","L3/4 (spd02) ",0
"GABA-A","L1 (spd07) ","L5 (spd05) ",0
"GABA-A","L1 (spd07) ","L6 (spd03) ",0
"GABA-A","L1 (spd07) ","L6/WM (spd01) ",0
"GABA-A","L1 (spd07) ","WM (spd04) ",0
"GABA-A","L2/3 (spd06) ","L1 (spd07) ",0.002305140788992938
"GABA-A","L2/3 (spd06) ","L2/3 (spd06) ",0.0015505453258143967
"GABA-A","L2/3 (spd06) ","L3/4 (spd02) ",-0.0021914702141491854
"GABA-A","L2/3 (spd06) ","L5 (spd05) ",-2.870859236664622e-4
"GABA-A","L2/3 (spd06) ","L6 (spd03) ",-0.0034465470703752554
"GABA-A","L2/3 (spd06) ","L6/WM (spd01) ",0.00661017754897356
"GABA-A","L2/3 (spd06) ","WM (spd04) ",0
"GABA-A","L3/4 (spd02) ","L1 (spd07) ",0.0017473912028302442
"GABA-A","L3/4 (spd02) ","L2/3 (spd06) ",-0.003756051270692763
"GABA-A","L3/4 (spd02) ","L3/4 (spd02) ",-0.005265573358913537
"GABA-A","L3/4 (spd02) ","L5 (spd05) ",-0.005988933488800835
"GABA-A","L3/4 (spd02) ","L6 (spd03) ",-0.00772427176032979
"GABA-A","L3/4 (spd02) ","L6/WM (spd01) ",0.0050101063898188485
"GABA-A","L3/4 (spd02) ","WM (spd04) ",0
"GABA-A","L5 (spd05) ","L1 (spd07) ",0.0029511249722428187
"GABA-A","L5 (spd05) ","L2/3 (spd06) ",0.011192467029039616
"GABA-A","L5 (spd05) ","L3/4 (spd02) ",-0.0010477291137811484
"GABA-A","L5 (spd05) ","L5 (spd05) ",0.007267038831697659
"GABA-A","L5 (spd05) ","L6 (spd03) ",-0.002430607226236489
"GABA-A","L5 (spd05) ","L6/WM (spd01) ",0.004087963001649892
"GABA-A","L5 (spd05) ","WM (spd04) ",0
"GABA-A","L6 (spd03) ","L1 (spd07) ",0
"GABA-A","L6 (spd03) ","L2/3 (spd06) ",0
"GABA-A","L6 (spd03) ","L3/4 (spd02) ",0
"GABA-A","L6 (spd03) ","L5 (spd05) ",0
"GABA-A","L6 (spd03) ","L6 (spd03) ",0
"GABA-A","L6 (spd03) ","L6/WM (spd01) ",0
"GABA-A","L6 (spd03) ","WM (spd04) ",0
"GABA-A","L6/WM (spd01) ","L1 (spd07) ",0
"GABA-A","L6/WM (spd01) ","L2/3 (spd06) ",0
"GABA-A","L6/WM (spd01) ","L3/4 (spd02) ",0
"GABA-A","L6/WM (spd01) ","L5 (spd05) ",0
"GABA-A","L6/WM (spd01) ","L6 (spd03) ",0
"GABA-A","L6/WM (spd01) ","L6/WM (spd01) ",0
"GABA-A","L6/WM (spd01) ","WM (spd04) ",0
"GABA-A","WM (spd04) ","L1 (spd07) ",0
"GABA-A","WM (spd04) ","L2/3 (spd06) ",0
"GABA-A","WM (spd04) ","L3/4 (spd02) ",0
"GABA-A","WM (spd04) ","L5 (spd05) ",0
"GABA-A","WM (spd04) ","L6 (spd03) ",0
"GABA-A","WM (spd04) ","L6/WM (spd01) ",0
"GABA-A","WM (spd04) ","WM (spd04) ",0
"NCAM","L1 (spd07) ","L1 (spd07) ",0
"NCAM","L1 (spd07) ","L2/3 (spd06) ",2.1882141731821027e-4
"NCAM","L1 (spd07) ","L3/4 (spd02) ",0
"NCAM","L1 (spd07) ","L5 (spd05) ",1.4092938114438594e-4
"NCAM","L1 (spd07) ","L6 (spd03) ",-0.006528243197318118
"NCAM","L1 (spd07) ","L6/WM (spd01) ",0
"NCAM","L1 (spd07) ","WM (spd04) ",0
"NCAM","L2/3 (spd06) ","L1 (spd07) ",0
"NCAM","L2/3 (spd06) ","L2/3 (spd06) ",0.0024209381397418336
"NCAM","L2/3 (spd06) ","L3/4 (spd02) ",0
"NCAM","L2/3 (spd06) ","L5 (spd05) ",0.008940012294142818
"NCAM","L2/3 (spd06) ","L6 (spd03) ",-6.209579584885022e-5
"NCAM","L2/3 (spd06) ","L6/WM (spd01) ",6.084963244666758e-4
"NCAM","L2/3 (spd06) ","WM (spd04) ",-0.0062202313528606085
"NCAM","L3/4 (spd02) ","L1 (spd07) ",0
"NCAM","L3/4 (spd02) ","L2/3 (spd06) ",9.998651127307006e-4
"NCAM","L3/4 (spd02) ","L3/4 (spd02) ",0
"NCAM","L3/4 (spd02) ","L5 (spd05) ",0.002480316791226421
"NCAM","L3/4 (spd02) ","L6 (spd03) ",8.962198804806781e-4
"NCAM","L3/4 (spd02) ","L6/WM (spd01) ",0
"NCAM","L3/4 (spd02) ","WM (spd04) ",8.804004641474739e-4
"NCAM","L5 (spd05) ","L1 (spd07) ",0
"NCAM","L5 (spd05) ","L2/3 (spd06) ",0.00288755855144239
"NCAM","L5 (spd05) ","L3/4 (spd02) ",0.002270377696365615
"NCAM","L5 (spd05) ","L5 (spd05) ",0.0030728051830024444
"NCAM","L5 (spd05) ","L6 (spd03) ",-7.448078340503705e-5
"NCAM","L5 (spd05) ","L6/WM (spd01) ",3.231418260046526e-4
"NCAM","L5 (spd05) ","WM (spd04) ",1.475483844685238e-5
"NCAM","L6 (spd03) ","L1 (spd07) ",0
"NCAM","L6 (spd03) ","L2/3 (spd06) ",3.048780036736809e-4
"NCAM","L6 (spd03) ","L3/4 (spd02) ",2.798060853105508e-4
"NCAM","L6 (spd03) ","L5 (spd05) ",1.344784812528088e-4
"NCAM","L6 (spd03) ","L6 (spd03) ",-0.003595493943449893
"NCAM","L6 (spd03) ","L6/WM (spd01) ",-0.0020175023435737988
"NCAM","L6 (spd03) ","WM (spd04) ",-0.0024156487824517625
"NCAM","L6/WM (spd01) ","L1 (spd07) ",0
"NCAM","L6/WM (spd01) ","L2/3 (spd06) ",0.0011580027007518992
"NCAM","L6/WM (spd01) ","L3/4 (spd02) ",-0.00679194316822202
"NCAM","L6/WM (spd01) ","L5 (spd05) ",0.0011730442749705583
"NCAM","L6/WM (spd01) ","L6 (spd03) ",-0.0018595445285525883
"NCAM","L6/WM (spd01) ","L6/WM (spd01) ",-0.00729869261133731
"NCAM","L6/WM (spd01) ","WM (spd04) ",-0.007655252391070275
"NCAM","WM (spd04) ","L1 (spd07) ",0
"NCAM","WM (spd04) ","L2/3 (spd06) ",8.268440426406135e-4
"NCAM","WM (spd04) ","L3/4 (spd02) ",7.578817163114149e-4
"NCAM","WM (spd04) ","L5 (spd05) ",8.01873181353295e-4
"NCAM","WM (spd04) ","L6 (spd03) ",-0.002457438839196552
"NCAM","WM (spd04) ","L6/WM (spd01) ",-0.007974829259476193
"NCAM","WM (spd04) ","WM (spd04) ",-0.008361273289434035
"PTN","L1 (spd07) ","L1 (spd07) ",0.0012517930538144262
"PTN","L1 (spd07) ","L2/3 (spd06) ",0.009825745776614811
"PTN","L1 (spd07) ","L3/4 (spd02) ",0.005431614337597361
"PTN","L1 (spd07) ","L5 (spd05) ",0.005347422610939102
"PTN","L1 (spd07) ","L6 (spd03) ",0.0016026792668661846
"PTN","L1 (spd07) ","L6/WM (spd01) ",-3.480065676835231e-4
"PTN","L1 (spd07) ","WM (spd04) ",0.002567789309840307
"PTN","L2/3 (spd06) ","L1 (spd07) ",0.0011689471408996305
"PTN","L2/3 (spd06) ","L2/3 (spd06) ",0.04108012960812815
"PTN","L2/3 (spd06) ","L3/4 (spd02) ",0.009574594098013782
"PTN","L2/3 (spd06) ","L5 (spd05) ",0.006929726325558272
"PTN","L2/3 (spd06) ","L6 (spd03) ",0.0016757584036921208
"PTN","L2/3 (spd06) ","L6/WM (spd01) ",-0.0020051983325375528
"PTN","L2/3 (spd06) ","WM (spd04) ",0.00041766522135851247
"PTN","L3/4 (spd02) ","L1 (spd07) ",5.745965597236391e-4
"PTN","L3/4 (spd02) ","L2/3 (spd06) ",7.323328765336872e-4
"PTN","L3/4 (spd02) ","L3/4 (spd02) ",0
"PTN","L3/4 (spd02) ","L5 (spd05) ",0.004472420776399588
"PTN","L3/4 (spd02) ","L6 (spd03) ",-7.738016402833031e-4
"PTN","L3/4 (spd02) ","L6/WM (spd01) ",-0.005173427711183447
"PTN","L3/4 (spd02) ","WM (spd04) ",-0.003351724987851537
"PTN","L5 (spd05) ","L1 (spd07) ",5.768332271057098e-4
"PTN","L5 (spd05) ","L2/3 (spd06) ",6.67208073483814e-4
"PTN","L5 (spd05) ","L3/4 (spd02) ",0
"PTN","L5 (spd05) ","L5 (spd05) ",0
"PTN","L5 (spd05) ","L6 (spd03) ",-1.473720108260291e-4
"PTN","L5 (spd05) ","L6/WM (spd01) ",-0.003964495336257451
"PTN","L5 (spd05) ","WM (spd04) ",-0.0023064080328148717
"PTN","L6 (spd03) ","L1 (spd07) ",-0.00012214406243220809
"PTN","L6 (spd03) ","L2/3 (spd06) ",3.2156443284254684e-4
"PTN","L6 (spd03) ","L3/4 (spd02) ",0
"PTN","L6 (spd03) ","L5 (spd05) ",0
"PTN","L6 (spd03) ","L6 (spd03) ",-0.0032252166946373567
"PTN","L6 (spd03) ","L6/WM (spd01) ",-0.04629876500008633
"PTN","L6 (spd03) ","WM (spd04) ",-0.006789567694223363
"PTN","L6/WM (spd01) ","L1 (spd07) ",-2.7467531486192673e-4
"PTN","L6/WM (spd01) ","L2/3 (spd06) ",-0.005833147632867229
"PTN","L6/WM (spd01) ","L3/4 (spd02) ",-0.006052377721088811
"PTN","L6/WM (spd01) ","L5 (spd05) ",-0.0018937493370293629
"PTN","L6/WM (spd01) ","L6 (spd03) ",-0.004553092693735342
"PTN","L6/WM (spd01) ","L6/WM (spd01) ",-0.010436904398514912
"PTN","L6/WM (spd01) ","WM (spd04) ",-0.009369220286948643
"PTN","WM (spd04) ","L1 (spd07) ",8.684797337225793e-4
"PTN","WM (spd04) ","L2/3 (spd06) ",0.007822247842789225
"PTN","WM (spd04) ","L3/4 (spd02) ",0.006627447119827962
"PTN","WM (spd04) ","L5 (spd05) ",0.0027784115311413338
"PTN","WM (spd04) ","L6 (spd03) ",9.155389752751181e-5
"PTN","WM (spd04) ","L6/WM (spd01) ",-0.005027494123497407
"PTN","WM (spd04) ","WM (spd04) ",4.533539031218031e-4
"NRXN","L1 (spd07) ","L1 (spd07) ",0
"NRXN","L1 (spd07) ","L2/3 (spd06) ",0
"NRXN","L1 (spd07) ","L3/4 (spd02) ",0
"NRXN","L1 (spd07) ","L5 (spd05) ",-3.057675700374792e-4
"NRXN","L1 (spd07) ","L6 (spd03) ",6.4602654559715e-5
"NRXN","L1 (spd07) ","L6/WM (spd01) ",0
"NRXN","L1 (spd07) ","WM (spd04) ",0
"NRXN","L2/3 (spd06) ","L1 (spd07) ",0
"NRXN","L2/3 (spd06) ","L2/3 (spd06) ",0.00787712469020306
"NRXN","L2/3 (spd06) ","L3/4 (spd02) ",0.0046871160460832395
"NRXN","L2/3 (spd06) ","L5 (spd05) ",0.005099014234741656
"NRXN","L2/3 (spd06) ","L6 (spd03) ",0.007021114262095118
"NRXN","L2/3 (spd06) ","L6/WM (spd01) ",0.00261930429029595
"NRXN","L2/3 (spd06) ","WM (spd04) ",0
"NRXN","L3/4 (spd02) ","L1 (spd07) ",0
"NRXN","L3/4 (spd02) ","L2/3 (spd06) ",0.0053492229056253116
"NRXN","L3/4 (spd02) ","L3/4 (spd02) ",0.0027840151541810576
"NRXN","L3/4 (spd02) ","L5 (spd05) ",0.0024562180897447494
"NRXN","L3/4 (spd02) ","L6 (spd03) ",0.004144378147522915
"NRXN","L3/4 (spd02) ","L6/WM (spd01) ",-4.606295111784717e-4
"NRXN","L3/4 (spd02) ","WM (spd04) ",0
"NRXN","L5 (spd05) ","L1 (spd07) ",0
"NRXN","L5 (spd05) ","L2/3 (spd06) ",0.010158247658409364
"NRXN","L5 (spd05) ","L3/4 (spd02) ",0.006430636866311942
"NRXN","L5 (spd05) ","L5 (spd05) ",0.007653430144344109
"NRXN","L5 (spd05) ","L6 (spd03) ",0.009638220714216883
"NRXN","L5 (spd05) ","L6/WM (spd01) ",0.009880752071459612
"NRXN","L5 (spd05) ","WM (spd04) ",0
"NRXN","L6 (spd03) ","L1 (spd07) ",0
"NRXN","L6 (spd03) ","L2/3 (spd06) ",-0.007593762459158632
"NRXN","L6 (spd03) ","L3/4 (spd02) ",-0.008924364212185426
"NRXN","L6 (spd03) ","L5 (spd05) ",-0.016577883389000264
"NRXN","L6 (spd03) ","L6 (spd03) ",-0.013627471144112696
"NRXN","L6 (spd03) ","L6/WM (spd01) ",-0.005991171360301053
"NRXN","L6 (spd03) ","WM (spd04) ",0
"NRXN","L6/WM (spd01) ","L1 (spd07) ",0
"NRXN","L6/WM (spd01) ","L2/3 (spd06) ",-0.0019166089763114624
"NRXN","L6/WM (spd01) ","L3/4 (spd02) ",-0.0396177485833094
"NRXN","L6/WM (spd01) ","L5 (spd05) ",-0.015480874546312778
"NRXN","L6/WM (spd01) ","L6 (spd03) ",-0.004840358311060361
"NRXN","L6/WM (spd01) ","L6/WM (spd01) ",-0.0010755556991052862
"NRXN","L6/WM (spd01) ","WM (spd04) ",0
"NRXN","WM (spd04) ","L1 (spd07) ",0
"NRXN","WM (spd04) ","L2/3 (spd06) ",0
"NRXN","WM (spd04) ","L3/4 (spd02) ",0
"NRXN","WM (spd04) ","L5 (spd05) ",-0.0055032183354962174
"NRXN","WM (spd04) ","L6 (spd03) ",0
"NRXN","WM (spd04) ","L6/WM (spd01) ",0
"NRXN","WM (spd04) ","WM (spd04) ",0
"Glutamate","L1 (spd07) ","L1 (spd07) ",0
"Glutamate","L1 (spd07) ","L2/3 (spd06) ",0
"Glutamate","L1 (spd07) ","L3/4 (spd02) ",0
"Glutamate","L1 (spd07) ","L5 (spd05) ",0
"Glutamate","L1 (spd07) ","L6 (spd03) ",0
"Glutamate","L1 (spd07) ","L6/WM (spd01) ",0
"Glutamate","L1 (spd07) ","WM (spd04) ",0
"Glutamate","L2/3 (spd06) ","L1 (spd07) ",0
"Glutamate","L2/3 (spd06) ","L2/3 (spd06) ",0.06627682788846906
"Glutamate","L2/3 (spd06) ","L3/4 (spd02) ",0.04228038370424589
"Glutamate","L2/3 (spd06) ","L5 (spd05) ",0.042989097035697865
"Glutamate","L2/3 (spd06) ","L6 (spd03) ",0.02422154223854328
"Glutamate","L2/3 (spd06) ","L6/WM (spd01) ",-0.015272462345620116
"Glutamate","L2/3 (spd06) ","WM (spd04) ",0.0023906178269314515
"Glutamate","L3/4 (spd02) ","L1 (spd07) ",0
"Glutamate","L3/4 (spd02) ","L2/3 (spd06) ",0.020370650294353393
"Glutamate","L3/4 (spd02) ","L3/4 (spd02) ",0.01872310742592362
"Glutamate","L3/4 (spd02) ","L5 (spd05) ",0.01460635486920997
"Glutamate","L3/4 (spd02) ","L6 (spd03) ",-0.0017672584238802302
"Glutamate","L3/4 (spd02) ","L6/WM (spd01) ",-9.442651586122515e-4
"Glutamate","L3/4 (spd02) ","WM (spd04) ",4.5134497031025164e-4
"Glutamate","L5 (spd05) ","L1 (spd07) ",0
"Glutamate","L5 (spd05) ","L2/3 (spd06) ",0.030605241549267137
"Glutamate","L5 (spd05) ","L3/4 (spd02) ",0.02578847726850192
