Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000164331,ANKRA2,9,-1.0651,23,0.36299,10,-0.9303,24,0.43409,35,1.01268,11,-0.7979,22,0.30197,20,0.14377,18,-0.0852,19,0.06915
ENSG00000171617,ENC1,2018,0.17749,905,-1.0664,5708,2.01100,2395,0.45496,1192,-0.6468,1481,-0.3427,1403,-0.3962,1316,-0.4944,1399,-0.4008,567,-1.7661
ENSG00000049860,HEXB,25,-0.6859,22,-0.9046,75,1.03641,48,0.29363,48,0.29378,60,0.77093,32,-0.3502,17,-1.3075,35,-0.2184,16,-1.3992
ENSG00000164347,GFM2,23,-0.4444,22,-0.5128,43,0.54330,45,0.62506,45,0.62041,39,0.44383,17,-0.9216,20,-0.6575,29,-0.0955,15,-1.1012
ENSG00000164346,NSA2,248,-0.0263,219,-0.2207,183,-0.5012,214,-0.2595,241,-0.0745,195,-0.4404,347,0.51421,243,-0.0600,340,0.47789,351,0.53142
ENSG00000198780,FAM169A,106,0.10956,79,-0.3578,148,0.64937,130,0.43886,136,0.50471,95,-0.0667,63,-0.7124,106,0.10679,111,0.17664,21,-2.3145
ENSG00000113161,HMGCR,133,0.12293,71,-0.8521,253,1.19085,137,0.16994,89,-0.5119,187,0.77574,65,-0.9977,124,0.00829,62,-1.0548,49,-1.4131
ENSG00000113163,CERT1,242,1.00841,145,0.15262,113,-0.2405,138,0.08004,142,0.12340,142,0.14181,69,-0.9984,116,-0.1903,96,-0.4887,99,-0.4334
ENSG00000122008,POLK,27,-0.5082,95,1.59862,12,-1.7315,35,-0.0970,54,0.62192,25,-0.6597,24,-0.6799,16,-1.2267,35,-0.0954,59,0.76345
ENSG00000164252,AGGF1,205,0.82420,207,0.83868,100,-0.3279,114,-0.1264,164,0.45308,81,-0.7154,110,-0.1803,49,-1.4199,101,-0.3205,149,0.29498
ENSG00000113231,PDE8B,69,-0.6676,108,0.03389,141,0.45766,86,-0.3225,115,0.12148,40,-1.5783,154,0.60576,94,-0.1888,227,1.26478,93,-0.2160
ENSG00000164253,WDR41,19,-0.6963,14,-1.1452,20,-0.6179,25,-0.2897,30,0.00305,53,1.10416,38,0.38357,28,-0.1180,33,0.14770,15,-0.9891
ENSG00000171530,TBCA,366,0.45906,300,0.13838,225,-0.3140,232,-0.2635,226,-0.3088,250,-0.1678,262,-0.0774,333,0.30562,287,0.06891,294,0.10827
ENSG00000132842,AP3B1,52,0.85615,52,0.83589,14,-1.2047,30,-0.0297,10,-1.6477,10,-1.7320,27,-0.2240,15,-1.1221,25,-0.3401,94,1.92221
ENSG00000085365,SCAMP1,217,0.26192,166,-0.1599,185,0.01256,265,0.58928,265,0.58824,178,-0.0588,79,-1.2928,177,-0.0620,213,0.23366,101,-0.9255
ENSG00000152409,JMY,70,0.04402,105,0.70368,51,-0.4462,63,-0.1206,86,0.37314,68,-0.0168,42,-0.7443,57,-0.2849,77,0.19880,63,-0.1253
ENSG00000152413,HOMER1,338,0.65584,370,0.80637,380,0.85335,265,0.25897,206,-0.1447,151,-0.6783,190,-0.2728,126,-0.9043,225,-0.0062,80,-1.5710
ENSG00000164329,TENT2,19,-0.2745,18,-0.3419,23,0.01386,43,1.04061,22,-0.0147,20,-0.1803,17,-0.4678,7,-1.7802,35,0.72611,24,0.09526
ENSG00000164309,CMYA5,21,0.00255,46,1.32122,11,-0.9179,0,-5.8357,11,-0.9823,16,-0.3984,24,0.24433,2,-3.0053,46,1.32280,34,0.77663
ENSG00000177034,MTX3,57,0.30898,63,0.46457,57,0.28944,37,-0.3635,67,0.55831,45,-0.0827,50,0.07400,33,-0.5655,37,-0.3909,29,-0.7451
ENSG00000164300,SERINC5,8,-1.1015,31,0.92802,17,0.00021,19,0.14649,10,-0.8490,4,-2.1287,6,-1.6064,4,-2.0648,17,-0.0016,69,2.48019
ENSG00000039319,ZFYVE16,36,-0.4974,192,2.42906,12,-2.0862,21,-1.2698,33,-0.6118,21,-1.4032,22,-1.1999,51,0.04949,54,0.12622,81,0.79853
ENSG00000249042,AC008771.1,30,-0.2701,32,-0.1332,53,0.63949,37,0.05641,42,0.25769,16,-1.2410,67,1.04094,10,-1.9356,75,1.23813,12,-1.6354
ENSG00000228716,DHFR,24,0.05897,14,-0.8336,15,-0.7215,24,0.03326,21,-0.1738,22,-0.1038,22,-0.1244,27,0.22848,36,0.67525,32,0.48971
ENSG00000113318,MSH3,60,0.54990,94,1.33868,28,-0.6225,45,0.10031,27,-0.6851,20,-1.2255,32,-0.4172,21,-1.0844,54,0.40066,63,0.65406
ENSG00000113319,RASGRF2,43,-1.5309,61,-1.0030,340,1.82689,37,-1.7627,219,1.02198,27,-2.3579,238,1.16566,11,-3.4591,253,1.27150,40,-1.6212
ENSG00000145687,SSBP2,46,-0.7550,54,-0.5005,63,-0.2712,162,1.29479,121,0.79658,71,-0.0812,49,-0.6316,47,-0.7090,76,0.04351,58,-0.3828
ENSG00000186468,RPS23,109,-2.5644,152,-2.0792,321,-0.9662,282,-1.1614,651,0.13208,591,-0.0246,1399,1.42806,1177,1.11927,403,-0.6184,917,0.69183
ENSG00000174695,TMEM167A,61,-0.1563,49,-0.5041,67,-0.0210,60,-0.1747,63,-0.1041,85,0.40924,62,-0.1420,83,0.33691,54,-0.3490,74,0.14713
ENSG00000038427,VCAN,22,-0.8978,52,0.40818,1,-5.3110,7,-2.5200,11,-1.9335,8,-2.5191,25,-0.6980,15,-1.4295,77,1.07337,214,3.21642
ENSG00000164176,EDIL3,93,-0.7864,194,0.35431,91,-0.8274,97,-0.7240,258,0.83128,166,0.11758,67,-1.2865,171,0.15005,88,-0.8827,317,1.18660
ENSG00000127184,COX7C,269,-1.5771,162,-2.3256,649,-0.2389,418,-0.9176,829,0.14624,1064,0.62928,1548,1.19293,1125,0.64555,548,-0.5028,639,-0.2633
ENSG00000145715,RASA1,79,0.22950,44,-0.6835,91,0.46555,81,0.28277,123,0.97103,74,0.14209,49,-0.5185,48,-0.5264,58,-0.2390,28,-1.3580
ENSG00000134480,CCNH,31,-0.2525,48,0.44137,47,0.41046,15,-1.3383,66,0.94827,41,0.17477,43,0.24848,11,-1.7671,33,-0.1788,28,-0.4216
ENSG00000247828,TMEM161B-AS1,65,-0.7563,310,1.85534,45,-1.2956,55,-1.0159,235,1.33708,48,-1.3029,78,-0.4783,52,-1.0844,112,0.09337,116,0.14285
ENSG00000245526,LINC00461,32,-1.0024,100,0.77440,50,-0.3263,29,-1.1562,52,-0.2622,53,-0.2757,71,0.22241,61,-0.0317,74,0.27539,107,0.88602
ENSG00000081189,MEF2C,1191,0.66876,674,-0.2490,974,0.33648,553,-0.5545,1381,0.91843,919,0.27337,793,0.00735,522,-0.6445,483,-0.7637,274,-1.6155
ENSG00000153140,CETN3,47,0.49673,50,0.58192,21,-0.7872,21,-0.7662,25,-0.5158,17,-1.1333,26,-0.4144,34,-0.0448,35,0.02494,88,1.56223
ENSG00000176055,MBLAC2,19,-0.1374,14,-0.6196,28,0.46893,31,0.67184,30,0.62954,17,-0.2790,18,-0.2347,20,-0.0109,19,-0.1364,12,-0.7590
ENSG00000164199,ADGRV1,15,-0.9691,21,-0.5076,0,-6.9955,4,-2.9886,0,-7.7477,7,-2.1902,8,-1.9688,2,-3.7381,145,3.01060,113,2.40949
ENSG00000113369,ARRDC3,35,-0.9391,66,0.01814,57,-0.2170,71,0.12770,153,1.42713,53,-0.3739,29,-1.2355,84,0.40316,42,-0.6801,77,0.24849
ENSG00000237187,NR2F1-AS1,42,-0.8598,123,0.82259,69,-0.1045,73,-0.0232,54,-0.4919,83,0.19299,112,0.66576,77,0.05140,41,-0.9107,59,-0.3545
ENSG00000175745,NR2F1,190,0.17979,204,0.29024,133,-0.3805,209,0.32852,130,-0.4142,80,-1.2413,167,-0.0253,188,0.16268,259,0.68151,229,0.47895
ENSG00000113391,FAM172A,53,0.29765,73,0.82718,33,-0.4141,37,-0.2743,51,0.23152,16,-1.5677,40,-0.1218,30,-0.5724,77,0.92576,54,0.33565
ENSG00000133302,SLF1,32,-0.6629,159,2.03316,56,0.19023,43,-0.2311,80,0.78788,19,-1.4998,58,0.25913,15,-1.8108,42,-0.2654,20,-1.3495
ENSG00000175471,MCTP1,102,0.57490,112,0.74259,97,0.50432,170,1.46875,50,-0.5530,13,-2.6549,39,-0.9052,90,0.37900,49,-0.5898,47,-0.6463
ENSG00000198677,TTC37,105,0.65336,139,1.12696,83,0.27596,59,-0.2580,46,-0.6424,52,-0.5014,57,-0.3109,29,-1.3367,84,0.29046,63,-0.1604
ENSG00000164292,RHOBTB3,78,-0.4076,77,-0.4172,9,-3.6004,42,-1.3266,75,-0.4594,47,-1.2599,87,-0.2287,99,-0.0271,130,0.40466,420,2.59177
ENSG00000173221,GLRX,32,-0.8091,18,-1.6268,69,0.38081,76,0.52783,42,-0.3980,95,1.05036,78,0.57115,33,-0.7844,39,-0.5116,22,-1.3420
ENSG00000118985,ELL2,115,0.57134,79,-0.0338,70,-0.2254,84,0.06797,103,0.39063,83,0.06347,47,-0.8416,68,-0.2555,81,0.00784,73,-0.1606
ENSG00000175426,PCSK1,182,0.86855,63,-0.8208,85,-0.3566,172,0.76879,80,-0.4444,216,1.37429,34,-1.7240,92,-0.2382,20,-2.5302,18,-2.6685
ENSG00000153113,CAST,189,0.99378,159,0.69987,48,-1.1814,53,-1.0315,44,-1.2957,124,0.33133,67,-0.6676,54,-1.0010,79,-0.4226,195,1.04909
ENSG00000113441,LNPEP,174,0.75067,186,0.86179,129,0.26480,169,0.70653,88,-0.3399,93,-0.2837,35,-1.7326,64,-0.8192,92,-0.2751,82,-0.4577
ENSG00000174136,RGMB,31,-0.7759,39,-0.4238,94,0.99001,107,1.19889,35,-0.5804,31,-0.8583,31,-0.7700,43,-0.2665,91,0.93069,33,-0.6754
ENSG00000153922,CHD1,48,0.21836,125,1.87627,22,-1.0032,27,-0.6626,45,0.10142,21,-1.1059,26,-0.7501,23,-0.9170,39,-0.1031,64,0.68207
ENSG00000174132,FAM174A,62,0.76334,29,-0.4219,49,0.36819,36,-0.1053,42,0.13067,41,0.12711,47,0.29925,31,-0.3358,23,-0.7700,23,-0.8169
ENSG00000145730,PAM,123,-0.0164,71,-0.8705,151,0.31275,49,-1.4352,311,1.54946,138,0.17942,91,-0.4918,72,-0.8370,173,0.53403,53,-1.3142
ENSG00000145725,PPIP5K2,43,-0.4096,109,1.07341,38,-0.6101,40,-0.5337,140,1.52920,55,-0.0579,24,-1.2998,24,-1.2804,67,0.26774,27,-1.1158
ENSG00000181751,C5orf30,42,-0.2403,32,-0.6385,85,0.89308,71,0.59466,52,0.10922,42,-0.2566,47,-0.0481,40,-0.3036,65,0.45416,19,-1.4231
ENSG00000184349,EFNA5,82,0.55182,87,0.64945,37,-0.7028,62,0.09916,63,0.12990,73,0.41389,29,-1.0571,85,0.59902,23,-1.4282,26,-1.2025
ENSG00000145743,FBXL17,132,-0.0398,133,-0.0259,113,-0.2727,160,0.27342,187,0.52607,128,-0.1003,118,-0.2152,141,0.07238,144,0.10278,102,-0.4401
ENSG00000151422,FER,49,0.21744,106,1.53869,21,-1.0533,20,-1.1300,13,-1.7167,28,-0.6987,18,-1.2562,42,-0.0038,61,0.57693,80,1.03870
ENSG00000198961,PJA2,942,0.55376,541,-0.3328,838,0.36191,872,0.42730,871,0.42489,804,0.33235,356,-0.9762,552,-0.3020,442,-0.6444,335,-1.0679
ENSG00000112893,MAN2A1,28,-0.2800,105,1.95663,12,-1.5108,62,0.98329,38,0.19487,19,-0.9701,7,-2.2202,5,-2.8139,13,-1.3720,63,1.01907
ENSG00000164209,SLC25A46,153,-0.0777,98,-0.7740,193,0.29497,239,0.64160,211,0.43816,257,0.88134,84,-0.9916,154,-0.0709,65,-1.3823,57,-1.5765
ENSG00000134987,WDR36,21,-0.0681,30,0.52746,33,0.65231,23,0.08624,13,-0.7308,29,0.54544,17,-0.3902,14,-0.6506,18,-0.2738,11,-1.0440
ENSG00000152495,CAMK4,115,-0.0553,111,-0.1177,300,1.56412,141,0.26668,87,-0.4941,52,-1.3458,185,0.71360,34,-1.8895,174,0.60803,60,-1.0487
ENSG00000164211,STARD4,39,0.09945,24,-0.6724,55,0.62986,50,0.47204,12,-1.6335,64,1.02388,35,-0.1004,23,-0.7107,23,-0.7228,18,-1.0558
ENSG00000134986,NREP,90,-0.6538,64,-1.1780,135,-0.0316,101,-0.4761,130,-0.0848,254,1.18115,111,-0.3405,245,0.94914,61,-1.2538,68,-1.0774
ENSG00000224032,EPB41L4A-AS1,26,-1.3164,28,-1.2074,52,-0.2972,65,0.04688,75,0.28926,56,-0.1892,108,0.88997,129,1.18746,47,-0.4607,48,-0.4230
ENSG00000134982,APC,699,0.56275,580,0.25710,173,-1.6014,186,-1.4965,409,-0.2973,298,-0.8484,396,-0.3469,1167,1.45154,363,-0.4816,863,0.91698
ENSG00000153037,SRP19,95,0.22076,89,0.12419,96,0.23488,73,-0.1898,61,-0.4606,79,-0.0870,56,-0.6029,89,0.11497,111,0.47291,81,-0.0276
ENSG00000129625,REEP5,370,-0.3273,293,-0.6907,692,0.67689,513,0.18728,667,0.61473,629,0.58800,368,-0.3376,215,-1.1586,474,0.05990,170,-1.5065
ENSG00000172795,DCP2,44,-0.1942,50,0.00594,52,0.04198,65,0.41136,87,0.88745,43,-0.2636,30,-0.8053,52,0.05304,52,0.04144,35,-0.5505
ENSG00000047188,YTHDC2,41,0.00742,95,1.39509,49,0.26684,33,-0.3230,64,0.70823,23,-0.9795,40,-0.0348,13,-1.7355,48,0.25521,24,-0.8495
ENSG00000152503,TRIM36,90,0.66766,55,-0.1189,131,1.32176,93,0.72431,25,-1.2949,47,-0.3938,32,-0.9556,58,-0.0246,50,-0.2614,24,-1.3612
ENSG00000164219,PGGT1B,18,-0.4879,27,0.17892,14,-0.8123,27,0.18474,16,-0.6671,15,-0.7897,25,0.02802,13,-0.9471,58,1.43884,40,0.79146
ENSG00000164221,CCDC112,68,0.19695,118,1.11996,60,0.01552,86,0.58669,25,-1.2948,32,-1.0062,35,-0.8255,35,-0.8106,81,0.48000,84,0.55016
ENSG00000145780,FEM1C,18,-1.1074,16,-1.2852,69,1.01296,36,-0.0507,15,-1.3783,29,-0.4128,54,0.60774,26,-0.5230,69,1.01818,47,0.37025
ENSG00000134970,TMED7,48,-0.2500,45,-0.3512,77,0.50493,46,-0.3213,42,-0.4419,32,-0.9204,36,-0.6654,62,0.16358,134,1.47238,62,0.15989
ENSG00000129596,CDO1,24,-0.7251,12,-1.7609,59,0.66919,61,0.71070,34,-0.2042,47,0.33825,36,-0.1255,10,-2.0794,78,1.12597,22,-0.8949
ENSG00000145782,ATG12,65,-0.0892,111,0.77183,50,-0.5188,62,-0.1722,64,-0.1132,77,0.19566,58,-0.2646,58,-0.2874,70,0.02754,68,-0.0353
ENSG00000177879,AP3S1,99,-0.2345,91,-0.3710,157,0.50622,174,0.66821,92,-0.3506,140,0.34872,93,-0.3289,120,0.07130,91,-0.3648,68,-0.8022
ENSG00000092421,SEMA6A,24,-0.1566,52,1.13728,31,0.26174,5,-2.4924,15,-0.8166,14,-1.0549,9,-1.5429,12,-1.1318,12,-1.1945,100,2.38946
ENSG00000172869,DMXL1,37,0.12869,50,0.61435,36,0.10602,27,-0.3274,46,0.48885,29,-0.2842,41,0.30365,14,-1.3200,52,0.67482,12,-1.4944
ENSG00000133835,HSD17B4,59,-0.0484,58,-0.0698,61,0.02109,37,-0.7487,85,0.55713,67,0.19497,28,-1.1763,42,-0.5654,94,0.71217,66,0.13688
ENSG00000151304,SRFBP1,35,0.76897,28,0.38074,5,-2.2251,14,-0.6382,40,0.99465,20,-0.1767,10,-1.2026,20,-0.1019,5,-2.0217,43,1.10023
ENSG00000205302,SNX2,50,-0.1790,72,0.39910,62,0.18037,79,0.56214,49,-0.2128,59,0.10021,34,-0.7683,33,-0.7866,65,0.24403,51,-0.1258
ENSG00000064652,SNX24,16,-0.5334,19,-0.2330,15,-0.6560,18,-0.3507,24,0.12167,42,1.15979,16,-0.5603,13,-0.8112,6,-1.8810,38,0.82866
ENSG00000168944,CEP120,42,0.81421,23,-0.1427,23,-0.1331,18,-0.5498,29,0.20618,22,-0.2688,10,-1.3990,17,-0.5934,41,0.79744,32,0.36354
ENSG00000151292,CSNK1G3,78,0.57166,73,0.45579,53,-0.0615,51,-0.1035,32,-0.8156,46,-0.2852,41,-0.4486,50,-0.1267,55,0.02437,75,0.51352
ENSG00000168916,ZNF608,19,-0.4506,46,0.98455,1,-3.8491,3,-2.8813,26,0.07868,0,-5.1659,22,-0.2043,21,-0.2917,66,1.64275,70,1.74725
ENSG00000155324,GRAMD2B,30,-0.2647,26,-0.4867,3,-3.5280,18,-1.0350,2,-4.0495,10,-2.0340,32,-0.1697,32,-0.1528,65,0.96774,165,2.83377
ENSG00000164904,ALDH7A1,31,-1.2648,49,-0.5692,20,-1.8692,42,-0.7978,41,-0.8547,19,-2.0953,95,0.47319,67,-0.0849,137,1.08767,259,2.30484
ENSG00000164902,PHAX,180,0.69754,129,0.15511,121,0.05345,129,0.15849,117,0.00640,52,-1.3119,99,-0.2512,110,-0.0944,186,0.75485,109,-0.1084
ENSG00000164241,C5orf63,57,1.37860,72,1.81460,0,-7.4037,5,-2.4018,0,-4.7958,1,-4.6758,12,-1.0909,54,1.27549,16,-0.7050,56,1.36228
ENSG00000205279,CTXN3,11,-0.7724,4,-2.1068,69,2.24155,0,-6.3157,3,-2.4155,25,0.43710,58,1.88088,0,-5.7005,11,-0.8285,5,-1.9278
ENSG00000245937,LINC01184,28,-0.5437,65,0.75280,45,0.17791,27,-0.6218,65,0.77299,38,-0.1107,51,0.37047,34,-0.2601,30,-0.4813,24,-0.8104
ENSG00000064651,SLC12A2,45,-0.9292,170,1.18853,73,-0.2118,96,0.22317,39,-1.1567,58,-0.6112,34,-1.3590,86,0.04716,19,-2.1750,237,1.79582
ENSG00000169567,HINT1,258,-1.2902,180,-1.8268,737,0.33538,437,-0.4909,625,0.07033,1091,1.15990,855,0.57952,624,0.06898,363,-0.7722,314,-0.9953
ENSG00000186687,LYRM7,168,0.44678,124,-0.0359,86,-0.6099,138,0.12849,169,0.46124,95,-0.4899,101,-0.3538,126,-0.0071,164,0.41349,130,0.03457
ENSG00000158985,CDC42SE2,219,0.16195,143,-0.5094,246,0.34986,238,0.29461,198,0.00163,261,0.50496,161,-0.3263,202,0.03190,101,-1.0322,147,-0.4670
ENSG00000158987,RAPGEF6,23,-0.5935,106,1.93234,23,-0.6338,41,0.28063,36,0.06665,12,-1.6430,24,-0.5283,26,-0.4523,30,-0.1916,45,0.42092
ENSG00000217128,FNIP1,24,-0.5742,65,1.04608,33,-0.0563,27,-0.3489,52,0.65854,36,0.10555,31,-0.1524,15,-1.2315,23,-0.6466,35,0.03031
ENSG00000164398,ACSL6,265,0.26699,199,-0.1877,152,-0.5979,139,-0.7382,256,0.21590,299,0.52594,170,-0.4269,160,-0.5259,366,0.80136,158,-0.5412
ENSG00000113522,RAD50,413,0.91266,465,1.11973,148,-0.7255,178,-0.4407,193,-0.3224,166,-0.6041,177,-0.4519,143,-0.7826,357,0.66857,197,-0.2899
ENSG00000131437,KIF3A,2449,1.78931,1308,0.66970,613,-0.5409,926,0.10559,691,-0.3554,966,0.19389,338,-1.4434,538,-0.7403,445,-1.0292,291,-1.6627
ENSG00000164402,SEPTIN8,252,0.06241,246,0.02612,191,-0.3724,227,-0.1004,269,0.17047,251,0.06566,199,-0.3037,222,-0.1327,249,0.04442,304,0.36582
ENSG00000198944,SOWAHA,27,-1.9565,29,-1.8448,140,0.58203,73,-0.4413,73,-0.4439,11,-3.2980,251,1.60795,37,-1.4726,251,1.60786,168,0.89101
ENSG00000164405,UQCRQ,197,-1.2988,112,-2.1343,423,-0.1259,205,-1.2354,493,0.11496,708,0.81248,912,1.14179,547,0.28286,315,-0.5832,422,-0.1295
ENSG00000072364,AFF4,106,-0.0589,173,0.72583,92,-0.2931,105,-0.0843,154,0.53555,75,-0.6483,79,-0.5239,77,-0.5666,149,0.48788,130,0.25810
ENSG00000155329,ZCCHC10,43,0.60647,34,0.23794,19,-0.6494,33,0.19097,34,0.22022,31,0.05276,23,-0.3726,18,-0.7425,29,-0.0457,30,0.01732
ENSG00000170606,HSPA4,218,0.94198,134,0.13732,123,-0.0009,117,-0.0777,134,0.14065,140,0.23193,96,-0.3806,82,-0.6339,65,-0.9880,103,-0.2773
ENSG00000053108,FSTL4,17,-0.0394,26,0.58325,27,0.66337,31,0.90383,14,-0.3290,30,0.91969,10,-0.8378,9,-1.0834,1,-3.6483,2,-3.1649
ENSG00000113583,C5orf15,27,0.13000,18,-0.5269,40,0.76302,39,0.71129,40,0.78013,25,0.00871,12,-1.0503,12,-1.1375,11,-1.2621,25,0.01641
ENSG00000213585,VDAC1,227,-0.2704,108,-1.4073,341,0.37279,259,-0.0681,406,0.66409,467,1.04622,201,-0.4591,145,-0.9609,192,-0.5296,156,-0.8490
ENSG00000113558,SKP1,513,-0.3038,248,-1.4090,791,0.38356,719,0.22954,524,-0.2726,856,0.58392,761,0.32099,580,-0.1126,489,-0.3774,513,-0.3040
ENSG00000113575,PPP2CA,279,-0.0490,202,-0.5551,394,0.50726,400,0.53334,427,0.64198,388,0.54843,185,-0.6860,209,-0.4970,151,-0.9970,141,-1.0991
ENSG00000006837,CDKL3,23,0.25715,34,0.91979,8,-1.2726,6,-1.6946,6,-1.5816,10,-1.0286,38,1.11725,41,1.26186,7,-1.4946,27,0.55289
ENSG00000119048,UBE2B,166,-0.1991,172,-0.1442,293,0.71136,233,0.33452,222,0.25887,168,-0.2056,221,0.25190,183,-0.0498,143,-0.4306,108,-0.8599
ENSG00000237190,CDKN2AIPNL,58,0.03500,31,-0.9144,60,0.07242,41,-0.5145,71,0.33431,60,0.09788,85,0.64513,70,0.32995,66,0.23290,25,-1.2642
ENSG00000043143,JADE2,60,0.01536,62,0.08075,94,0.75222,71,0.28516,91,0.70662,35,-0.8555,40,-0.6036,61,0.04968,56,-0.0895,44,-0.4399
ENSG00000152700,SAR1B,44,-0.2386,58,0.21309,75,0.63268,52,0.02261,55,0.11805,32,-0.7711,53,0.07057,35,-0.5742,50,-0.0398,74,0.60241
ENSG00000164615,CAMLG,145,-0.0598,117,-0.3894,168,0.17541,141,-0.1050,163,0.12778,183,0.34665,198,0.43788,134,-0.1866,102,-0.6107,124,-0.3098
ENSG00000145833,DDX46,149,0.47961,211,1.07339,69,-0.7168,120,0.13905,127,0.23070,75,-0.6479,92,-0.2835,54,-1.0930,134,0.31102,105,-0.0706
ENSG00000181904,C5orf24,52,-0.8331,84,-0.1047,80,-0.1851,86,-0.0611,169,1.04044,71,-0.4099,89,-0.0132,78,-0.2155,135,0.65834,73,-0.3275
ENSG00000113621,TXNDC15,42,-0.2240,41,-0.2836,65,0.44644,78,0.76123,62,0.37365,47,-0.0542,26,-0.9489,32,-0.6368,48,-0.0352,49,-0.0021
ENSG00000113648,H2AFY,144,0.39965,100,-0.1859,134,0.28093,109,-0.0537,90,-0.3560,114,0.01810,98,-0.2116,107,-0.0808,131,0.24288,97,-0.2295
ENSG00000145824,CXCL14,25,-3.4623,22,-3.6215,9,-4.9494,14,-4.2151,116,-1.2008,33,-3.1974,263,0.05512,21,-3.6888,1909,4.43098,346,0.50092
ENSG00000113658,SMAD5,55,0.76853,46,0.46212,22,-0.6864,14,-1.3593,52,0.66617,8,-2.2391,21,-0.7169,29,-0.2697,44,0.39249,78,1.37073
ENSG00000152377,SPOCK1,454,0.60841,351,0.18944,216,-0.5742,541,0.90078,198,-0.7068,410,0.49541,70,-2.2467,426,0.50356,191,-0.7632,166,-0.9764
ENSG00000146021,KLHL3,33,0.03843,50,0.73878,42,0.43380,64,1.14752,17,-0.9264,22,-0.6070,35,0.15074,20,-0.7347,29,-0.1199,16,-1.0753
ENSG00000177733,HNRNPA0,153,0.04827,78,-0.9865,189,0.38539,161,0.12943,172,0.23192,183,0.37635,133,-0.1691,138,-0.1199,148,-0.0080,96,-0.6800
ENSG00000031003,FAM13B,101,0.44236,109,0.56355,78,0.01227,83,0.12076,113,0.61939,60,-0.4225,31,-1.3608,94,0.31661,72,-0.0998,45,-0.8381
ENSG00000112981,NME5,19,-0.5933,24,-0.2964,42,0.60446,19,-0.5998,13,-1.1991,46,0.87267,35,0.33757,26,-0.1201,30,0.09142,14,-1.0859
ENSG00000112983,BRD8,101,0.47468,86,0.21068,63,-0.2774,67,-0.1737,106,0.55416,71,-0.1066,62,-0.2918,41,-0.9282,97,0.40417,62,-0.2984
ENSG00000094880,CDC23,18,-0.5176,25,0.02811,37,0.65018,47,1.05706,17,-0.5594,20,-0.3470,19,-0.3607,24,-0.0264,26,0.06636,18,-0.5106
ENSG00000120709,FAM53C,57,0.11580,67,0.36312,50,-0.1033,69,0.41897,39,-0.4721,44,-0.3282,44,-0.3160,64,0.29660,38,-0.5224,70,0.43004
ENSG00000120733,KDM3B,48,-0.2765,69,0.31566,74,0.41997,53,-0.1106,49,-0.2480,25,-1.3628,60,0.06957,79,0.52188,70,0.33121,76,0.45856
ENSG00000132563,REEP2,211,0.19332,156,-0.2832,197,0.08439,180,-0.0546,199,0.10053,249,0.52316,145,-0.3965,212,0.20578,162,-0.2187,94,-1.0609
ENSG00000120738,EGR1,126,0.29738,97,-0.1217,137,0.43708,206,1.12411,59,-0.8668,79,-0.4648,63,-0.7785,110,0.08863,114,0.14022,77,-0.4764
ENSG00000120705,ETF1,60,0.02211,52,-0.1789,62,0.08284,86,0.62074,72,0.32112,71,0.33253,38,-0.6876,35,-0.8093,46,-0.3763,54,-0.1260
ENSG00000113013,HSPA9,333,0.37526,222,-0.2644,200,-0.4324,199,-0.4370,334,0.38270,336,0.44504,214,-0.3278,168,-0.6953,337,0.39619,216,-0.3087
ENSG00000044115,CTNNA1,48,-0.7569,65,-0.2872,50,-0.6953,50,-0.7062,68,-0.2259,82,0.08214,100,0.37895,85,0.11695,66,-0.2651,168,1.26288
ENSG00000146006,LRRTM2,68,0.08790,81,0.36049,74,0.21575,166,1.59226,101,0.71982,36,-0.9941,41,-0.6926,40,-0.7402,41,-0.7011,28,-1.2644
ENSG00000120725,SIL1,41,0.81396,23,-0.0911,23,-0.1320,20,-0.3342,14,-0.8112,20,-0.3730,20,-0.2935,11,-1.2200,47,1.04687,32,0.43851
ENSG00000120727,PAIP2,201,-0.3644,108,-1.3059,220,-0.2203,229,-0.1598,403,0.75718,373,0.71815,283,0.17602,191,-0.4425,157,-0.7386,248,-0.0344
ENSG00000170464,DNAJC18,78,-0.0257,79,-0.0058,82,0.05754,93,0.24790,101,0.38952,77,-0.0473,61,-0.4099,78,-0.0325,84,0.08974,62,-0.3763
ENSG00000131508,UBE2D2,63,-0.8186,43,-1.3964,132,0.33165,103,-0.0631,112,0.07661,146,0.56319,141,0.44729,83,-0.3961,128,0.28051,81,-0.4294
ENSG00000171604,CXXC5,326,0.21551,294,0.04794,221,-0.3954,571,1.15256,190,-0.6313,250,-0.2268,220,-0.4013,248,-0.2196,267,-0.1016,297,0.06674
ENSG00000146005,PSD2,17,-1.5299,25,-0.9873,18,-1.4533,38,-0.3387,52,0.14793,23,-1.2000,74,0.71815,49,0.03675,113,1.44709,91,1.07004
