category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,1/62,109/5742,0.6971976650781874,0.7822590356650957,0.7251104965316677,5595,1
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,1/62,110/5742,0.7005304797000856,0.7822590356650957,0.7251104965316677,5595,1
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,1/62,110/5742,0.7005304797000856,0.7822590356650957,0.7251104965316677,5595,1
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,2/62,226/5742,0.7079968536728655,0.7862285502113036,0.7287900151212399,3312/832,2
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,1/62,115/5742,0.7166607211897853,0.7905809320961795,0.732824430379805,8566,1
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,1/62,116/5742,0.7197826396696559,0.7905809320961795,0.732824430379805,7805,1
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,1/62,120/5742,0.731935410759273,0.7961135385218857,0.7379528479621564,10912,1
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,2/62,237/5742,0.7327413165499943,0.7961135385218857,0.7379528479621564,4715/9377,2
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,1/62,123/5742,0.7407082407593285,0.7983995145331679,0.7400718202271315,5595,1
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,1/62,125/5742,0.7463992221917726,0.7983995145331679,0.7400718202271315,5595,1
Genetic Information Processing,Transcription,hsa03040,Spliceosome,1/62,126/5742,0.7491984474408575,0.7983995145331679,0.7400718202271315,3312,1
Cellular Processes,Cell motility,hsa04814,Motor proteins,1/62,127/5742,0.751967267999737,0.7983995145331679,0.7400718202271315,832,1
Genetic Information Processing,Translation,hsa03010,Ribosome,1/62,128/5742,0.7547060087626961,0.7983995145331679,0.7400718202271315,6231,1
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,2/62,250/5742,0.7597149655056226,0.799490618149896,0.741083212424884,5595/3691,2
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,2/62,267/5742,0.7914818372366295,0.8285825483570964,0.7680498091605451,4715/9377,2
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,1/62,145/5742,0.796961205871541,0.8299958672548172,0.7693598769526193,5595,1
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,3/62,393/5742,0.8071744229608107,0.8362992732738297,0.7752027827675718,718/972/6850,3
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,3/62,400/5742,0.816840599389374,0.836851190511092,0.7757143792640131,5595/4715/9377,3
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,1/62,156/5742,0.8203957279895622,0.836851190511092,0.7757143792640131,5595,1
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,1/62,158/5742,0.8243608742348071,0.836851190511092,0.7757143792640131,3312,1
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,1/62,158/5742,0.8243608742348071,0.836851190511092,0.7757143792640131,5595,1
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,1/62,163/5742,0.8339008182253616,0.8422817309713451,0.7807481873889923,5595,1
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,1/62,169/5742,0.8446775982450048,0.8489009862362297,0.7868838678387676,5595,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,1/62,174/5742,0.8531303143219694,0.8531303143219694,0.790804219088707,493,1
