Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000114770,ABCC5,23,-1.4176,15,-1.9805,19,-1.6364,125,1.32991,65,0.50148
ENSG00000145191,EIF2B5,27,-0.6395,41,-0.0203,24,-0.8319,58,0.56033,44,0.21488
ENSG00000161202,DVL3,33,-0.0619,58,0.88561,19,-0.8936,19,-0.9222,35,0.13150
ENSG00000161203,AP2M1,423,-0.2486,229,-1.1935,227,-1.2038,330,-0.6350,622,1.04156
ENSG00000161204,ABCF3,14,-0.9447,15,-0.8490,7,-1.9982,24,-0.1132,33,1.13482
ENSG00000163888,CAMK2N2,106,0.43367,54,-0.6354,46,-0.8836,57,-0.5604,92,0.47534
ENSG00000175166,PSMD2,118,-0.4836,149,-0.1256,147,-0.1416,125,-0.4008,178,0.40312
ENSG00000114867,EIF4G1,65,-1.0091,164,0.45636,158,0.39314,138,0.17696,119,-0.1402
ENSG00000175182,FAM131A,81,-0.3996,50,-1.1439,49,-1.1641,95,-0.1514,129,0.89613
ENSG00000163882,POLR2H,44,0.28093,38,0.05197,28,-0.4465,28,-0.4215,38,0.15679
ENSG00000090539,CHRD,22,-0.1620,21,-0.2281,6,-2.0607,22,-0.1520,29,0.68013
ENSG00000177383,MAGEF1,57,-0.1262,39,-0.7051,21,-1.6177,43,-0.5460,76,0.91015
ENSG00000156931,VPS8,9,-1.8679,24,-0.4290,32,-0.0007,48,0.68376,34,0.26279
ENSG00000187068,C3orf70,31,0.37068,68,1.77495,11,-1.2037,7,-1.9272,21,-0.4435
ENSG00000073803,MAP3K13,115,0.36104,99,0.11087,67,-0.4981,69,-0.4501,95,0.12032
ENSG00000163900,TMEM41A,9,-1.2646,25,0.33807,2,-3.1895,15,-0.5024,26,0.98376
ENSG00000163904,SENP2,47,-0.4533,50,-0.3855,68,0.10931,53,-0.2887,69,0.34729
ENSG00000136527,TRA2B,73,-0.0428,89,0.26615,45,-0.7820,92,0.31805,75,0.01450
ENSG00000244405,ETV5,32,-0.7181,21,-1.3334,29,-0.8319,57,0.19949,61,0.79627
ENSG00000058866,DGKG,29,0.30173,46,1.04015,33,0.48386,26,0.07997,18,-0.8514
ENSG00000090520,DNAJB11,22,-0.2895,54,1.16249,20,-0.4376,26,-0.0562,24,-0.3238
ENSG00000156976,EIF4A2,656,-0.0274,267,-1.4146,513,-0.4148,411,-0.7577,805,0.79985
ENSG00000073849,ST6GAL1,15,-0.5074,52,1.55028,25,0.30918,20,-0.0813,16,-0.7818
ENSG00000163923,RPL39L,15,-0.2193,10,-0.9202,30,0.85735,16,-0.1129,17,-0.0199
ENSG00000157005,SST,170,2.04930,8,-2.7492,6,-3.2273,54,0.01357,50,-0.2595
ENSG00000113916,BCL6,37,-0.3721,118,1.57558,18,-1.4639,30,-0.6896,45,-0.1843
ENSG00000145012,LPP,48,-0.1027,172,2.18379,26,-1.0082,54,0.08626,35,-1.0927
ENSG00000152492,CCDC50,41,-0.2945,94,1.05149,49,-0.0221,57,0.21100,43,-0.4858
ENSG00000114279,FGF12,277,-0.5001,122,-1.7417,391,0.04090,359,-0.0960,443,0.62552
ENSG00000180611,MB21D2,6,-1.8954,8,-1.4697,5,-2.1440,18,-0.3248,30,1.66639
ENSG00000198836,OPA1,91,-0.7091,74,-1.0171,123,-0.2422,122,-0.2554,170,0.72994
ENSG00000114315,HES1,47,0.04198,224,3.07190,23,-1.0693,22,-1.1004,24,-1.7071
ENSG00000133657,ATP13A3,16,-1.0624,47,0.62394,13,-1.3271,41,0.39825,34,0.20240
ENSG00000041802,LSG1,18,-0.6887,34,0.28950,16,-0.8581,24,-0.2753,32,0.46360
ENSG00000114331,ACAP2,24,-1.6085,118,0.89021,79,0.22723,111,0.78407,60,-0.4788
ENSG00000184203,PPP1R2,55,-0.5229,43,-0.8897,54,-0.5324,70,-0.1370,90,0.69659
ENSG00000189058,APOD,161,0.34751,325,1.58341,83,-0.7005,96,-0.4654,105,-0.6550
ENSG00000061938,TNK2,73,0.18088,59,-0.1599,76,0.25534,82,0.37856,60,-0.2699
ENSG00000072274,TFRC,51,-0.1501,120,1.26670,19,-1.6878,25,-1.2489,58,0.12152
ENSG00000161217,PCYT1A,32,-0.4588,54,0.39642,46,0.14008,42,0.00060,42,-0.0688
ENSG00000213123,TCTEX1D2,64,0.68777,16,-1.4185,22,-1.0152,35,-0.2714,47,0.44904
ENSG00000163960,UBXN7,27,-0.8838,53,0.15545,34,-0.5564,64,0.45005,51,0.18937
ENSG00000163961,RNF168,39,-1.0606,62,-0.3676,139,0.95133,84,0.10945,77,-0.0822
ENSG00000174013,FBXO45,32,-0.6624,34,-0.5483,42,-0.2303,38,-0.3946,57,0.63290
ENSG00000163964,PIGX,83,-0.2883,87,-0.2046,56,-0.8914,111,0.18133,109,0.37366
ENSG00000174007,CEP19,12,-0.8182,19,-0.1346,14,-0.5587,24,0.24625,23,0.38631
ENSG00000180370,PAK2,59,-0.3458,129,0.93632,110,0.65158,59,-0.3373,63,-0.4994
ENSG00000119231,SENP5,25,-1.3565,19,-1.7413,73,0.30238,65,0.11521,70,0.62591
ENSG00000114503,NCBP2,77,0.41893,66,0.16894,47,-0.3475,59,0.00679,57,-0.1259
ENSG00000270170,NCBP2AS2,42,-0.1063,32,-0.5159,24,-0.9403,25,-0.9099,54,0.80475
ENSG00000075711,DLG1,48,-1.1735,57,-0.9156,170,0.82454,157,0.68904,100,-0.1128
ENSG00000161267,BDH1,24,-0.3395,16,-0.9585,9,-1.8422,35,0.24535,36,0.76871
ENSG00000145016,RUBCN,30,-0.3637,30,-0.4110,30,-0.4082,54,0.55060,40,0.15922
ENSG00000122068,FYTTD1,42,-0.4248,65,0.27139,56,0.04166,75,0.52401,51,-0.2082
ENSG00000186001,LRCH3,12,-1.1975,36,0.46316,10,-1.4473,39,0.61117,28,0.22461
ENSG00000114473,IQCG,17,-0.1822,16,-0.3431,22,0.18212,20,0.02123,20,0.10288
ENSG00000182899,RPL35A,1349,1.45790,682,0.27156,813,0.56249,202,-1.6133,453,-0.7474
ENSG00000182903,ZNF721,32,-0.9149,46,-0.3959,46,-0.3862,55,-0.1130,68,0.60300
ENSG00000273238,TMEM271,66,0.29602,34,-0.7247,62,0.18587,31,-0.8618,59,0.29001
ENSG00000169020,ATP5ME,1205,0.94029,562,-0.3153,659,-0.0631,381,-0.9173,675,-0.0563
ENSG00000185619,PCGF3,27,-0.5562,16,-1.3601,39,0.04060,35,-0.1575,45,0.60395
ENSG00000168993,CPLX1,139,-0.1519,83,-0.9442,184,0.29477,106,-0.5713,170,0.40404
ENSG00000178950,GAK,38,-0.5036,52,0.01784,37,-0.5163,68,0.44087,54,0.14011
ENSG00000127419,TMEM175,23,0.09189,24,0.18717,6,-1.8904,16,-0.4767,24,0.49443
ENSG00000127418,FGFRL1,27,0.52157,99,3.13474,0,-4.6980,10,-0.9635,10,-1.7368
ENSG00000159692,CTBP1,156,0.15044,134,-0.0956,177,0.34824,120,-0.2759,140,-0.0714
ENSG00000090316,MAEA,41,-0.1858,37,-0.3419,4,-3.4077,33,-0.4968,57,0.97748
ENSG00000163950,SLBP,65,-0.2104,35,-1.1320,63,-0.2584,72,-0.0497,84,0.51709
ENSG00000068078,FGFR3,54,-0.5412,365,3.04147,18,-2.1544,11,-2.8174,52,-1.1014
ENSG00000168924,LETM1,42,-0.2114,37,-0.3909,38,-0.3723,59,0.31941,51,0.20457
ENSG00000109685,NSD2,35,-1.3967,48,-0.9505,137,0.72709,102,0.24036,93,0.20621
ENSG00000243449,C4orf48,481,0.60267,265,-0.3575,267,-0.3484,184,-0.9265,355,0.24724
ENSG00000185818,NAT8L,202,-0.1604,276,0.34134,164,-0.4894,192,-0.2379,233,0.16264
ENSG00000123933,MXD4,57,0.77961,70,1.14011,44,0.35620,33,-0.1053,25,-1.0212
ENSG00000159733,ZFYVE28,19,-0.4583,30,0.29081,6,-2.2064,53,1.26684,24,-0.1721
ENSG00000063978,RNF4,25,-0.5139,44,0.38772,15,-1.2248,23,-0.6105,40,0.55369
ENSG00000125386,FAM193A,26,-0.6021,44,0.25359,51,0.47342,75,1.14460,30,-0.6775
ENSG00000087266,SH3BP2,26,-0.2850,111,2.28951,26,-0.3017,17,-0.9563,22,-1.0058
ENSG00000087274,ADD1,134,-0.5540,226,0.27509,162,-0.2594,200,0.07919,197,0.12830
ENSG00000109736,MFSD10,14,-0.5931,24,0.23259,9,-1.2396,23,0.16273,23,0.37432
ENSG00000087269,NOP14,11,-1.4690,55,1.03536,62,1.26534,43,0.63134,20,-1.0607
ENSG00000125388,GRK4,24,-0.1754,21,-0.3928,73,1.70880,45,0.83342,18,-1.1657
ENSG00000197386,HTT,81,0.24271,59,-0.2541,71,0.02386,77,0.14836,68,-0.0751
ENSG00000159788,RGS12,87,0.66014,81,0.54156,36,-0.7225,76,0.43117,50,-0.4807
ENSG00000163956,LRPAP1,84,-0.4262,102,-0.1313,44,-1.4319,64,-0.8580,136,0.88097
ENSG00000168824,NSG1,83,-0.6520,111,-0.2024,22,-2.6384,86,-0.6025,161,1.07946
ENSG00000168818,STX18,21,0.06837,14,-0.5748,4,-2.2368,24,0.29107,23,0.52595
ENSG00000072832,CRMP1,118,-0.7364,160,-0.2660,97,-1.0323,149,-0.3754,228,0.79540
ENSG00000181215,C4orf50,8,-1.4909,3,-2.9960,31,0.58896,46,1.24715,21,-0.0219
ENSG00000152969,JAKMIP1,48,-0.5605,30,-1.2612,79,0.22509,52,-0.4457,80,0.60505
ENSG00000109501,WFS1,47,-0.2378,156,1.81214,12,-2.2905,29,-0.9938,51,-0.2477
ENSG00000074211,PPP2R2C,210,-0.0326,111,-1.0249,245,0.21448,151,-0.5516,238,0.40800
ENSG00000013288,MAN2B2,35,-0.5817,35,-0.5977,32,-0.6997,34,-0.6349,62,0.86238
ENSG00000179010,MRFAP1,584,0.45834,398,-0.1624,314,-0.5358,255,-0.8546,477,0.29656
ENSG00000170846,AC093323.1,55,-0.0116,26,-1.1535,48,-0.2031,44,-0.3561,63,0.53748
ENSG00000178988,MRFAP1L1,133,0.25442,88,-0.4066,120,0.08849,83,-0.5014,119,0.16556
ENSG00000170871,KIAA0232,55,-1.6329,94,-0.8148,160,0.01067,215,0.48995,178,0.43903
ENSG00000132405,TBC1D14,39,-0.1270,62,0.63798,43,0.02252,31,-0.4721,41,-0.0916
ENSG00000173011,TADA2B,13,-0.9248,27,0.11145,14,-0.8957,31,0.35561,27,0.35087
ENSG00000109519,GRPEL1,54,0.43223,14,-1.6677,31,-0.4262,20,-1.0834,49,0.70426
ENSG00000196526,AFAP1,17,-0.5900,15,-0.7960,23,-0.0942,24,-0.0601,28,0.50609
ENSG00000163995,ABLIM2,54,0.40836,21,-1.0314,9,-2.2012,29,-0.5514,50,0.81986
ENSG00000071127,WDR1,55,-0.2204,168,1.68231,32,-1.0604,26,-1.3665,59,-0.2477
ENSG00000178163,ZNF518B,13,-0.9761,30,0.32632,22,-0.1836,36,0.60956,24,-0.0587
ENSG00000157869,RAB28,26,0.44008,25,0.36077,14,-0.5912,17,-0.2419,20,-0.0624
ENSG00000038219,BOD1L1,219,-1.5412,400,-0.6233,813,0.50907,899,0.67847,604,0.05089
ENSG00000137449,CPEB2,13,-1.4720,25,-0.4557,49,0.59263,30,-0.2111,37,0.34286
ENSG00000048342,CC2D2A,20,-0.2358,36,0.71647,17,-0.4927,39,0.86084,20,-0.4792
ENSG00000118564,FBXL5,69,0.08246,59,-0.1655,30,-1.2134,58,-0.1814,73,0.43439
ENSG00000237765,FAM200B,174,0.79426,68,-0.7198,140,0.42557,52,-1.1251,107,-0.0184
ENSG00000169762,TAPT1,32,-0.2410,29,-0.4030,21,-0.9111,29,-0.3947,44,0.65694
ENSG00000169744,LDB2,68,-1.0772,25,-2.5226,93,-0.5980,146,0.11329,171,1.04128
ENSG00000151552,QDPR,136,-0.1177,152,0.06212,176,0.30380,152,0.06153,141,-0.1272
ENSG00000002549,LAP3,86,0.53120,211,2.20396,17,-1.9394,31,-1.0641,46,-0.9069
ENSG00000118579,MED28,50,0.19477,35,-0.3801,52,0.25900,32,-0.4967,45,0.11009
ENSG00000163257,DCAF16,23,-0.3147,17,-0.7496,28,0.00811,39,0.54917,29,0.09476
ENSG00000178177,LCORL,13,-0.8092,19,-0.2695,15,-0.5789,39,0.93704,22,0.06844
ENSG00000145147,SLIT2,9,-2.3047,10,-2.2046,5,-3.1635,61,0.56961,57,1.42100
ENSG00000163138,PACRGL,24,0.18542,8,-1.4483,7,-1.6421,28,0.45541,24,0.51655
ENSG00000185774,KCNIP4,107,0.08475,18,-2.5799,24,-2.1973,93,-0.1392,129,1.08630
ENSG00000280650,KCNIP4-IT1,4,-3.1918,4,-3.1732,6,-2.7445,251,4.25091,17,-1.9440
ENSG00000152990,ADGRA3,28,0.46446,98,2.95096,10,-1.1313,1,-3.6877,12,-1.4899
ENSG00000109819,PPARGC1A,15,-1.0381,5,-2.5689,27,-0.2109,32,0.05526,38,0.91808
ENSG00000109606,DHX15,36,-0.4435,75,0.75603,27,-0.8507,40,-0.2587,49,0.14251
ENSG00000181982,CCDC149,24,-0.3703,16,-0.9582,53,0.88368,63,1.20501,25,-0.6270
ENSG00000153012,LGI2,4,-2.8071,11,-1.3053,21,-0.3496,21,-0.3860,35,1.26450
ENSG00000053900,ANAPC4,12,-0.8211,11,-1.0719,14,-0.6920,26,0.27905,25,0.68921
ENSG00000250317,SMIM20,61,1.34600,55,1.15919,15,-0.9308,12,-1.2309,22,-0.6965
ENSG00000168214,RBPJ,78,-0.5742,124,0.16230,102,-0.1490,128,0.21535,115,0.08851
ENSG00000109689,STIM2,31,-0.5512,56,0.36884,27,-0.7697,69,0.70257,44,-0.0614
ENSG00000169851,PCDH7,97,-1.5074,79,-1.8060,170,-0.6582,314,0.31007,322,0.95983
ENSG00000047365,ARAP2,17,-2.3779,131,0.73831,87,0.06202,119,0.58235,80,-0.1422
ENSG00000065882,TBC1D1,21,0.03005,26,0.35048,21,0.00474,33,0.73557,18,-0.4833
ENSG00000109787,KLF3,17,-0.2519,40,1.19026,14,-0.4596,25,0.40679,16,-0.5316
ENSG00000109790,KLHL5,29,-0.0855,44,0.60174,62,1.19635,24,-0.3447,24,-0.7147
ENSG00000035928,RFC1,57,-1.3189,198,0.64660,161,0.30629,148,0.16483,129,-0.1333
ENSG00000163682,RPL9,2231,0.95538,1327,0.08494,1862,0.64403,665,-0.9936,1083,-0.4896
ENSG00000121897,LIAS,13,-0.5792,13,-0.5252,12,-0.6362,18,-0.0317,21,0.59885
ENSG00000163683,SMIM14,108,-0.0991,79,-0.5893,99,-0.2451,111,-0.0556,126,0.33964
ENSG00000078140,UBE2K,92,-0.8089,105,-0.5948,176,0.21097,141,-0.1447,171,0.41429
ENSG00000121892,PDS5A,42,-0.4373,47,-0.2488,31,-0.8616,78,0.55725,59,0.24830
ENSG00000078177,N4BP2,11,-1.0288,18,-0.3787,42,1.01767,24,0.10636,22,-0.1243
ENSG00000163697,APBB2,32,-0.2039,40,0.17387,24,-0.6455,44,0.32753,37,0.07224
ENSG00000154277,UCHL1,604,-0.7603,190,-2.4902,469,-1.1455,811,-0.3028,1290,1.31434
ENSG00000064042,LIMCH1,122,-1.2245,236,-0.2165,314,0.24087,391,0.60608,273,0.03984
ENSG00000109133,TMEM33,52,-0.5866,54,-0.5407,46,-0.7710,49,-0.6871,93,0.88282
ENSG00000014824,SLC30A9,71,-0.6761,52,-1.1578,74,-0.6149,74,-0.6153,138,1.01758
ENSG00000124406,ATP8A1,78,-0.8751,30,-2.2988,78,-0.8682,164,0.29605,169,0.94952
ENSG00000183783,KCTD8,13,-1.3246,7,-2.2870,20,-0.7440,32,-0.0239,42,1.19546
ENSG00000151806,GUF1,27,-0.1157,16,-0.9103,33,0.20193,44,0.70546,28,-0.0928
ENSG00000163281,GNPDA2,25,0.44737,12,-0.6716,10,-0.9109,19,0.05826,20,0.26854
ENSG00000163285,GABRG1,53,0.16466,70,0.62820,40,-0.2987,13,-1.9037,50,0.18905
ENSG00000260878,AC104072.1,50,0.57673,23,-0.6266,7,-2.2763,17,-1.1065,42,0.77201
ENSG00000151834,GABRA2,116,-0.1001,186,0.67118,51,-1.3557,106,-0.2458,130,0.17334
ENSG00000109158,GABRA4,31,-1.5551,27,-1.7194,46,-0.9575,113,0.45908,106,0.95654
ENSG00000163288,GABRB1,51,-0.5617,59,-0.3187,59,-0.3385,99,0.49930,76,0.19327
ENSG00000260918,AC107398.3,82,-0.6158,94,-0.4096,60,-1.0954,93,-0.4239,148,0.84480
ENSG00000169019,COMMD8,26,0.49011,19,-0.0519,12,-0.7320,14,-0.5131,21,0.20311
ENSG00000109171,SLAIN2,21,-0.4307,35,0.36284,36,0.39996,39,0.50654,25,-0.3847
ENSG00000075539,FRYL,21,-1.1156,50,0.19909,53,0.30078,91,1.21814,37,-0.5139
ENSG00000109180,OCIAD1,187,-0.5556,168,-0.7242,118,-1.2597,175,-0.6576,336,1.05087
ENSG00000145247,OCIAD2,41,0.60198,10,-1.4701,46,0.81558,9,-1.7513,29,0.13119
ENSG00000109184,DCUN1D4,24,-0.9266,27,-0.7829,59,0.47353,52,0.25047,47,0.20589
ENSG00000163069,SGCB,51,-0.0141,62,0.29988,36,-0.5623,39,-0.4352,54,0.21166
ENSG00000109189,USP46,103,-0.3427,80,-0.7377,155,0.30855,78,-0.7729,144,0.46922
ENSG00000226950,DANCR,86,1.47839,59,0.81740,22,-0.7708,21,-0.8534,29,-0.6959
ENSG00000145216,FIP1L1,37,-1.0767,62,-0.2886,81,0.13537,72,-0.0546,82,0.37949
ENSG00000072201,LNX1,38,-0.6888,7,-3.1769,28,-1.1560,63,0.08268,77,1.16323
ENSG00000134853,PDGFRA,23,-0.0534,38,0.76642,38,0.77191,24,0.01232,19,-0.6768
ENSG00000134851,TMEM165,15,-1.0233,55,0.98711,28,-0.1359,42,0.55559,27,-0.3799
ENSG00000134852,CLOCK,77,-0.4939,87,-0.3041,103,-0.0382,109,0.04440,114,0.26942
ENSG00000090989,EXOC1,32,-1.4786,65,-0.4220,55,-0.6764,139,0.81334,93,0.35095
ENSG00000174799,CEP135,7,-1.7548,24,0.15872,56,1.62422,31,0.59959,16,-0.8247
ENSG00000157426,AASDH,13,-0.7711,38,0.86085,13,-0.7805,35,0.73960,21,-0.2737
ENSG00000128050,PAICS,37,0.04541,95,1.65745,23,-0.7299,26,-0.5187,30,-0.5685
ENSG00000174780,SRP72,72,-0.9928,98,-0.5063,111,-0.3108,152,0.17921,154,0.50659
ENSG00000171476,HOPX,738,1.78701,151,-0.8834,59,-2.2921,154,-0.8478,259,-0.0855
ENSG00000084093,REST,14,-0.7215,83,2.42816,40,1.00595,13,-0.7575,11,-1.6820
ENSG00000047315,POLR2B,29,-1.0261,52,-0.1677,44,-0.3969,41,-0.5111,68,0.69360
ENSG00000163453,IGFBP7,109,0.67475,366,3.18557,45,-0.7365,38,-1.0117,28,-2.3127
ENSG00000150471,ADGRL3,51,-0.9556,99,0.07879,45,-1.1259,94,0.00674,108,0.58237
ENSG00000145242,EPHA5,10,-2.0170,6,-2.6042,46,0.33964,36,-0.0320,45,0.87973
ENSG00000145241,CENPC,23,-1.6300,34,-1.0379,140,1.24421,204,1.97246,45,-1.1578
ENSG00000033178,UBA6,13,-1.4949,31,-0.1844,29,-0.3030,66,1.04467,36,0.02358
ENSG00000083896,YTHDC1,163,-0.8146,290,0.08576,411,0.65737,355,0.41440,255,-0.2545
ENSG00000132467,UTP3,24,-0.8687,25,-0.8191,32,-0.4610,32,-0.4455,52,0.87408
ENSG00000018189,RUFY3,230,-0.7244,236,-0.6835,302,-0.3015,348,-0.0796,423,0.59950
ENSG00000132463,GRSF1,95,-0.1617,69,-0.6652,70,-0.6469,52,-1.0842,128,0.83625
ENSG00000173542,MOB1B,51,-0.0655,28,-0.9606,14,-1.9648,45,-0.2355,65,0.89492
ENSG00000156136,DCK,31,-0.1691,18,-1.0164,31,-0.1782,13,-1.4751,42,0.85114
ENSG00000080493,SLC4A4,99,-0.7918,545,2.15366,76,-1.1990,103,-0.7351,137,-0.5842
ENSG00000132466,ANKRD17,131,-1.1493,216,-0.3815,317,0.23278,493,0.97618,265,-0.1261
ENSG00000169116,PARM1,19,-2.3448,16,-2.5684,31,-1.5860,47,-0.9763,128,2.17118
ENSG00000163743,RCHY1,33,-0.4294,24,-0.8926,34,-0.3768,37,-0.2347,50,0.65269
ENSG00000138769,CDKL2,23,-1.7577,20,-1.9320,78,0.13598,101,0.54579,83,0.57963
ENSG00000138757,G3BP2,121,-1.3394,134,-1.1793,220,-0.4196,240,-0.2857,360,1.00729
ENSG00000138768,USO1,49,-1.0009,74,-0.3680,97,0.06293,110,0.27281,100,0.28147
ENSG00000198301,SDAD1,39,-1.3374,51,-0.9269,73,-0.3732,102,0.14702,111,0.73572
ENSG00000138760,SCARB2,68,-0.4857,131,0.55011,52,-0.8907,74,-0.3548,101,0.30864
ENSG00000189157,FAM47E,28,0.67332,10,-0.9413,14,-0.4260,22,0.30416,18,-0.0134
ENSG00000138758,SEPTIN11,261,-0.8058,328,-0.4577,549,0.36859,531,0.31159,452,0.11364
ENSG00000118816,CCNI,1032,-0.0975,685,-0.7377,2070,1.06549,632,-0.8607,1092,-0.0172
ENSG00000138764,CCNG2,61,0.70221,26,-0.6296,31,-0.3936,27,-0.6117,42,0.20850
ENSG00000138767,CNOT6L,26,-0.3710,26,-0.3423,33,0.02337,61,1.04068,30,-0.2792
ENSG00000169288,MRPL1,71,-0.6923,78,-0.5502,95,-0.2454,149,0.47831,120,0.27901
ENSG00000138756,BMP2K,30,0.14245,95,2.21583,23,-0.3042,31,0.21368,16,-1.4551
ENSG00000163291,PAQR3,19,-0.3937,17,-0.5172,4,-2.6785,31,0.39124,28,0.67700
ENSG00000152784,PRDM8,41,-0.6873,32,-1.0753,23,-1.5692,51,-0.3644,82,1.15685
ENSG00000273156,AC124016.2,41,0.34508,18,-0.9312,28,-0.2803,28,-0.2797,36,0.33095
ENSG00000138668,HNRNPD,201,0.10765,182,-0.0464,237,0.37642,164,-0.2087,182,-0.1064
ENSG00000152795,HNRNPDL,267,-0.3059,286,-0.1964,202,-0.7352,414,0.40258,344,0.23573
ENSG00000145293,ENOPH1,86,-0.0301,64,-0.5059,44,-1.0762,77,-0.2058,102,0.57859
ENSG00000249242,TMEM150C,29,-1.2756,78,0.26638,73,0.15261,46,-0.5533,73,0.35858
ENSG00000145284,SCD5,350,-0.0562,664,1.01179,285,-0.3781,211,-0.8452,352,-0.0990
ENSG00000138674,SEC31A,53,-0.3253,68,0.06192,53,-0.3352,76,0.23705,68,0.10835
ENSG00000251022,THAP9-AS1,19,-0.0135,14,-0.4963,8,-1.2788,17,-0.1473,22,0.58870
ENSG00000138663,COPS4,51,-0.3485,34,-0.9555,24,-1.5063,29,-1.1858,83,1.25239
ENSG00000163319,MRPS18C,92,1.13627,37,-0.3639,45,-0.0439,21,-1.2270,45,-0.1096
ENSG00000163624,CDS1,20,-1.7148,19,-1.7492,30,-1.1210,47,-0.4261,84,1.50966
ENSG00000163625,WDFY3,31,-1.2003,54,-0.3817,65,-0.0884,78,0.20295,77,0.41913
ENSG00000180769,WDFY3-AS2,51,1.46941,41,1.06317,15,-0.5335,14,-0.6247,15,-0.9458
ENSG00000109339,MAPK10,242,-0.7613,132,-1.6743,400,0.02471,487,0.34453,446,0.50018
ENSG00000163629,PTPN13,29,-0.5651,105,1.59161,35,-0.2563,59,0.56800,31,-0.8584
ENSG00000172493,AFF1,20,-0.1044,43,1.13818,28,0.40827,10,-1.2017,19,-0.3812
ENSG00000145332,KLHL8,14,-1.7474,29,-0.6458,38,-0.2063,36,-0.3035,53,0.85896
ENSG00000198189,HSD17B11,19,-0.8258,19,-0.8327,34,0.06555,28,-0.2677,38,0.59394
ENSG00000170502,NUDT9,31,-0.3247,23,-0.7999,24,-0.6939,25,-0.6722,47,0.84319
ENSG00000152583,SPARCL1,2574,-0.9023,8118,0.95193,3130,-0.6017,3243,-0.5468,4803,0.17091
ENSG00000118785,SPP1,622,1.81187,619,1.80025,356,0.78581,100,-1.2227,86,-2.2945
ENSG00000163644,PPM1K,121,-1.1952,196,-0.4566,225,-0.2438,269,0.04029,302,0.57271
ENSG00000145337,PYURF,118,0.86318,82,0.26130,49,-0.5680,29,-1.3338,70,0.01445
ENSG00000138641,HERC3,23,-0.1983,7,-2.0085,16,-0.7569,27,0.07576,31,0.76561
ENSG00000177432,NAP1L5,152,-0.8500,81,-1.8075,228,-0.2239,158,-0.7941,335,1.11049
ENSG00000138640,FAM13A,41,-0.6604,34,-0.9448,21,-1.6358,112,0.97698,69,0.40925
ENSG00000145335,SNCA,219,-0.8682,82,-2.3323,456,0.28767,287,-0.4532,462,0.82477
ENSG00000163104,SMARCAD1,11,-1.5024,35,0.24019,16,-0.9180,55,0.99475,30,0.05694
ENSG00000163110,PDLIM5,62,0.25343,231,2.79599,26,-1.0767,31,-0.8420,30,-1.5478
ENSG00000138696,BMPR1B,31,0.27114,118,2.81594,8,-1.8149,18,-0.6095,15,-1.5142
ENSG00000138698,RAP1GDS1,65,-0.6347,39,-1.4079,42,-1.3086,96,-0.0405,123,1.02009
ENSG00000168785,TSPAN5,63,-1.4702,86,-0.9946,101,-0.7543,162,-0.0145,204,0.98262
ENSG00000151247,EIF4E,111,0.07929,81,-0.4104,113,0.10104,93,-0.1965,110,0.13921
ENSG00000164024,METAP1,21,-0.3301,10,-1.4181,12,-1.1744,27,0.04180,32,0.84501
ENSG00000197894,ADH5,72,0.26754,85,0.53412,30,-1.0769,37,-0.7693,65,0.19648
ENSG00000109270,LAMTOR3,61,0.06709,29,-1.0609,42,-0.4964,56,-0.0578,66,0.47416
ENSG00000164031,DNAJB14,78,-1.2073,79,-1.1944,201,0.26341,177,0.05505,196,0.54668
ENSG00000164032,H2AFZ,231,0.65666,114,-0.4798,48,-1.7741,78,-1.0735,180,0.60695
ENSG00000138814,PPP3CA,678,-0.8403,429,-1.5322,1089,-0.1020,1484,0.39903,1321,0.52229
ENSG00000254531,AP001816.1,16,-0.2643,12,-0.7134,9,-1.1110,9,-1.1536,24,1.04165
ENSG00000109332,UBE2D3,176,0.09740,157,-0.0761,124,-0.4483,159,-0.0592,173,0.16277
ENSG00000145354,CISD2,57,-0.2068,45,-0.5682,52,-0.3409,49,-0.4277,74,0.53930
ENSG00000164038,SLC9B2,15,-0.7130,24,-0.0187,8,-1.5853,22,-0.1647,29,0.71944
ENSG00000164039,BDH2,68,1.90695,78,2.17714,3,-3.0751,6,-1.9247,12,-1.6067
ENSG00000168772,CXXC4,6,-3.5398,9,-2.9275,114,0.95562,50,-0.3995,77,0.78595
ENSG00000168769,TET2,8,-1.6499,19,-0.3090,39,0.81763,32,0.49132,23,-0.0917
ENSG00000138777,PPA2,52,0.46339,42,0.12137,17,-1.2313,18,-1.2080,43,0.42531
ENSG00000145348,TBCK,21,-0.5479,21,-0.5515,10,-1.6616,57,1.06349,32,0.22333
ENSG00000164022,AIMP1,53,-0.6108,124,0.74287,67,-0.2453,115,0.62004,71,-0.3314
ENSG00000138801,PAPSS1,42,-0.6525,47,-0.4892,16,-2.1185,63,-0.0162,78,0.89936
ENSG00000138796,HADH,27,0.25596,46,1.10776,13,-0.8754,14,-0.7385,22,-0.1775
ENSG00000109475,RPL34,3181,1.40405,1665,0.28112,2347,0.85820,598,-1.3162,1034,-0.9127
ENSG00000198856,OSTC,24,0.18710,32,0.66992,16,-0.4586,11,-1.0264,22,0.06618
