Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116604,MEF2D,32,-1.7309,66,-0.6331,138,0.79107,161,0.81733,87,-0.2040,74,-0.4627,57,-0.8774
ENSG00000163382,NAXE,48,-0.7806,102,0.42057,102,0.60021,73,-0.1382,46,-0.8347,56,-0.5569,80,0.01116
ENSG00000160818,GPATCH4,47,-0.8186,57,-0.5100,73,-0.1774,64,-0.3400,133,0.86713,131,0.84113,63,-0.3726
ENSG00000132702,HAPLN2,147,3.88681,14,-0.9139,13,-1.2125,3,-3.0624,6,-2.0304,11,-1.2859,4,-2.7604
ENSG00000132692,BCAN,203,0.62568,62,-1.2551,102,-0.6230,97,-0.5801,50,-1.5673,132,-0.0853,403,1.91546
ENSG00000132688,NES,39,1.38912,9,-1.0048,7,-1.6554,7,-1.2829,8,-1.0848,26,0.66423,46,1.69340
ENSG00000143319,ISG20L2,14,-0.1009,5,-1.5771,12,-0.4043,26,0.90234,18,0.24984,5,-1.6902,31,1.21680
ENSG00000143314,MRPL24,83,0.57559,62,0.09826,64,0.21708,40,-0.5837,49,-0.2874,55,-0.0947,43,-0.4712
ENSG00000143321,HDGF,85,0.06848,54,-0.6539,71,-0.2909,96,0.26589,68,-0.2864,107,0.43807,112,0.51948
ENSG00000143294,PRCC,46,-0.1973,62,0.29585,50,-0.0758,62,0.28776,61,0.25405,50,-0.0709,36,-0.5544
ENSG00000132694,ARHGEF11,18,-0.1321,25,0.43136,17,-0.2498,20,0.02752,28,0.60713,12,-0.7318,20,0.04729
ENSG00000163565,IFI16,50,1.95775,3,-2.5732,2,-3.3087,4,-2.2379,6,-1.4214,29,0.92527,53,2.05779
ENSG00000162706,CADM3,24,-2.8432,257,0.81020,229,0.88007,206,0.42664,150,-0.0930,45,-1.9485,62,-1.4496
ENSG00000158716,DUSP23,9,-0.7605,20,0.47876,15,-0.0260,17,0.16044,4,-1.9946,21,0.55558,20,0.44481
ENSG00000177807,KCNJ10,317,1.84175,18,-2.8038,54,-1.4012,48,-1.3254,50,-1.2690,108,-0.0807,319,1.85446
ENSG00000143315,PIGM,53,1.52611,19,-0.2278,12,-1.1659,23,0.05025,14,-0.6921,22,0.04192,31,0.56649
ENSG00000162728,KCNJ9,21,-1.6606,58,-0.1606,89,0.78381,106,0.85417,70,0.14898,42,-0.6571,11,-2.6680
ENSG00000162729,IGSF8,150,0.54937,98,-0.1466,143,0.65688,122,0.20142,66,-0.7774,56,-1.0342,50,-1.1907
ENSG00000018625,ATP1A2,357,-0.9196,83,-3.0837,383,-1.0037,385,-0.8034,268,-1.3572,763,0.28649,2759,2.87447
ENSG00000143318,CASQ1,6,-2.2597,14,-0.9393,46,1.50088,35,0.45436,13,-1.0281,22,-0.2878,7,-1.9867
ENSG00000162734,PEA15,739,0.30812,223,-1.5661,665,0.18013,726,0.27760,280,-1.2247,607,-0.0166,946,0.72782
ENSG00000132716,DCAF8,89,0.13019,70,-0.2528,80,-0.0498,108,0.45159,85,0.05077,82,-0.0015,65,-0.3845
ENSG00000162735,PEX19,54,-0.3115,69,0.08253,76,0.31684,68,0.06403,37,-0.8971,59,-0.1736,77,0.25225
ENSG00000122218,COPA,180,0.13395,215,0.42701,158,-0.1052,172,0.05576,190,0.21701,131,-0.3779,132,-0.3628
ENSG00000162736,NCSTN,57,0.83694,33,-0.0628,32,-0.1306,19,-0.9498,21,-0.7717,27,-0.3568,56,0.80403
ENSG00000215845,TSTD1,2,-4.3458,37,-0.4864,87,1.38682,59,0.24775,22,-1.3257,56,0.14826,21,-1.3440
ENSG00000158773,USF1,10,-1.4031,26,0.09196,33,0.76217,36,0.67309,25,0.05850,9,-1.5108,12,-1.1017
ENSG00000162755,KLHDC9,6,-2.1547,35,0.48710,46,1.47748,20,-0.3986,13,-1.0407,15,-0.9016,8,-1.7845
ENSG00000143256,PFDN2,203,0.57036,148,0.04597,150,0.08375,107,-0.4745,102,-0.5396,195,0.50038,92,-0.7137
ENSG00000158793,NIT1,22,-0.2109,30,0.27875,37,0.91331,17,-0.6434,20,-0.3537,19,-0.4607,9,-1.6071
ENSG00000158796,DEDD,17,-0.3963,19,-0.2834,27,0.47485,19,-0.2421,20,-0.1737,17,-0.4368,26,0.26072
ENSG00000143222,UFC1,61,-0.7244,93,-0.0749,111,0.30979,83,-0.2578,52,-0.9797,113,0.25141,137,0.57722
ENSG00000143224,PPOX,16,-0.2097,22,0.26177,18,0.00050,18,-0.0359,15,-0.3458,15,-0.3447,25,0.50741
ENSG00000158850,B4GALT3,8,-1.3016,22,0.26725,22,0.39510,22,0.29250,19,0.09383,14,-0.3796,14,-0.4068
ENSG00000158859,ADAMTS4,165,6.19829,4,-2.2479,0,-6.2907,0,-8.2946,4,-2.3698,3,-2.7826,4,-2.3209
ENSG00000158864,NDUFS2,95,-0.6973,263,0.97622,168,0.28724,142,-0.0629,119,-0.3502,113,-0.4299,94,-0.7091
ENSG00000158882,TOMM40L,8,-2.0377,44,0.58781,36,0.30009,30,-0.0305,43,0.53917,34,0.12338,13,-1.2892
ENSG00000248485,PCP4L1,3,-3.3590,80,1.46036,21,-0.9551,20,-0.8443,27,-0.3578,52,0.68068,64,1.05466
ENSG00000143252,SDHC,114,-0.3494,150,0.09426,156,0.20485,106,-0.4637,169,0.28333,157,0.16669,114,-0.3531
ENSG00000081721,DUSP12,23,0.10774,26,0.32290,25,0.30840,23,0.08529,21,-0.0798,14,-0.7270,14,-0.7182
ENSG00000118217,ATF6,71,0.29435,38,-0.6917,51,-0.3150,101,0.88811,77,0.42164,34,-0.8657,60,0.02843
ENSG00000198929,NOS1AP,28,-0.7902,37,-0.3627,47,0.03146,70,0.68257,86,1.04733,47,0.02097,8,-2.5541
ENSG00000152332,UHMK1,86,-0.3919,243,1.37658,100,-0.2053,43,-1.4351,147,0.47386,113,0.04385,58,-0.9888
ENSG00000117143,UAP1,11,-1.6043,38,0.34427,39,0.51500,29,-0.1124,36,0.22708,19,-0.7559,30,-0.0668
ENSG00000162733,DDR2,58,0.99693,8,-2.0651,9,-2.2101,19,-0.8302,17,-1.0038,46,0.58746,114,2.36272
ENSG00000117152,RGS4,93,-2.9591,905,0.53012,941,0.86558,625,-0.0824,870,0.46185,500,-0.4370,103,-2.8064
ENSG00000143248,RGS5,96,-1.2355,145,-0.6012,164,-0.5279,316,0.66069,159,-0.4578,365,0.91244,339,0.78388
ENSG00000185630,PBX1,108,-0.8638,104,-0.9265,162,-0.3048,389,1.25294,211,0.19182,197,0.07887,194,0.05299
ENSG00000143198,MGST3,182,-0.8655,559,0.97181,398,0.53826,184,-0.8527,190,-0.7979,333,0.08778,196,-0.7502
ENSG00000143149,ALDH9A1,83,0.80030,27,-0.9975,36,-0.6866,29,-0.8746,28,-0.9474,29,-0.8930,157,2.02717
ENSG00000143183,TMCO1,131,0.74887,55,-0.6580,52,-0.9219,75,-0.1691,104,0.35685,91,0.14690,139,0.85683
ENSG00000143179,UCK2,11,-0.2819,13,-0.0689,15,0.26241,21,0.73609,12,-0.1511,16,0.22826,3,-2.3358
ENSG00000188859,FAM78B,1,-3.5392,24,0.60318,18,0.09614,31,1.03767,23,0.50535,12,-0.4555,6,-1.4749
ENSG00000143157,POGK,88,1.26675,31,-0.4822,31,-0.5886,48,0.20807,47,0.16550,34,-0.3318,37,-0.2082
ENSG00000152382,TADA1,12,-1.1883,18,-0.6607,42,1.09847,34,0.38985,17,-0.7451,15,-0.9118,21,-0.4238
ENSG00000143195,ILDR2,13,-1.7396,36,-0.2214,38,-0.1533,49,0.29310,55,0.48009,45,0.16087,57,0.53172
ENSG00000143190,POU2F1,45,0.67527,9,-1.8225,15,-1.2353,39,0.43709,24,-0.3134,56,1.07960,48,0.80442
ENSG00000143162,CREG1,76,0.58542,50,-0.0970,54,0.04873,39,-0.4732,41,-0.3983,48,-0.1565,61,0.21205
ENSG00000197965,MPZL1,24,-0.1431,26,-0.0468,22,-0.3494,20,-0.4438,21,-0.3565,28,0.09850,52,1.15207
ENSG00000143158,MPC2,62,-1.4748,172,0.09972,242,0.99117,178,0.16307,82,-1.0505,126,-0.3971,107,-0.6456
ENSG00000143164,DCAF6,24,-2.7595,152,0.03841,189,0.56259,153,0.04807,230,0.73274,141,-0.0873,69,-1.1994
ENSG00000143155,TIPRL,43,-0.5642,74,0.28548,68,0.19381,76,0.32685,72,0.24141,63,0.01287,28,-1.2558
ENSG00000213064,SFT2D2,100,3.20200,0,-4.8235,4,-2.8500,28,0.49170,1,-3.7414,8,-1.3615,35,0.91438
ENSG00000143153,ATP1B1,966,-0.5513,2957,1.34125,1332,-0.0538,1630,0.29057,1469,0.11909,929,-0.6115,344,-2.1170
ENSG00000143156,NME7,12,-1.1524,31,0.30302,31,0.46019,27,0.09523,29,0.20625,19,-0.4279,17,-0.5881
ENSG00000117475,BLZF1,30,0.09140,26,-0.1223,28,-0.0328,32,0.21091,25,-0.1959,32,0.17833,26,-0.1305
ENSG00000117477,CCDC181,26,-0.8459,28,-0.7146,35,-0.4801,74,0.84589,87,1.14584,55,0.34574,25,-0.8913
ENSG00000000457,SCYL3,6,-1.0676,16,0.37944,12,-0.0853,9,-0.5123,16,0.36866,20,0.69365,11,-0.2380
ENSG00000075945,KIFAP3,138,-0.9283,497,1.18847,259,0.09009,241,-0.0538,386,0.73524,110,-1.2678,90,-1.5767
ENSG00000116132,PRRX1,34,0.65774,3,-2.7840,5,-2.5052,14,-0.7484,28,0.35126,14,-0.7522,95,2.77250
ENSG00000117523,PRRC2C,416,0.26970,251,-0.5435,196,-1.1340,572,0.81207,683,1.12832,310,-0.2078,357,0.01681
ENSG00000117533,VAMP4,32,-0.6721,55,0.15047,59,0.37822,50,-0.0059,51,0.03823,50,0.02260,33,-0.6368
ENSG00000010165,EEF1AKNMT,20,-0.1876,35,0.71801,25,0.18148,22,-0.0634,22,-0.0503,19,-0.2664,12,-0.9693
ENSG00000197959,DNM3,215,0.19412,337,0.96706,141,-0.6030,178,-0.1142,300,0.75827,177,-0.1214,85,-1.2558
ENSG00000135845,PIGC,18,0.25407,15,-0.0658,12,-0.5128,13,-0.2635,10,-0.6967,15,-0.0053,32,1.23585
ENSG00000094975,SUCO,76,1.13874,28,-0.5484,21,-1.1671,44,0.19671,59,0.67387,28,-0.5102,53,0.50951
ENSG00000117592,PRDX6,156,-0.2433,83,-1.2199,123,-0.7812,97,-0.9916,56,-1.8139,150,-0.3060,726,2.66905
ENSG00000076321,KLHL20,24,0.64561,13,-0.3031,8,-1.2746,21,0.42773,23,0.55322,19,0.25280,21,0.43562
ENSG00000234741,GAS5,120,0.64110,62,-0.4507,76,-0.1545,63,-0.4050,48,-0.8470,132,0.79870,83,0.03121
ENSG00000185278,ZBTB37,35,1.33325,9,-0.8574,6,-1.6208,22,0.57384,16,0.01721,8,-1.0286,33,1.25023
ENSG00000135870,RC3H1,32,0.45700,28,0.22132,11,-1.4628,31,0.37630,38,0.71193,23,-0.0995,35,0.59457
ENSG00000152061,RABGAP1L,89,-0.5454,176,0.55265,118,-0.1465,115,-0.1529,215,0.89798,106,-0.2779,81,-0.6974
ENSG00000116161,CACYBP,190,-0.6178,350,0.36106,339,0.42466,267,-0.0828,297,0.08770,267,-0.0813,142,-1.0684
ENSG00000120333,MRPS14,35,0.08086,26,-0.4277,35,0.06044,31,-0.1119,20,-0.8413,29,-0.2574,59,0.92610
ENSG00000116147,TNR,256,0.67048,122,-0.5395,130,-0.5623,182,0.09884,223,0.43970,156,-0.1477,212,0.35104
ENSG00000143207,COP1,13,-1.1331,25,-0.1746,40,0.85441,29,0.05632,35,0.37501,15,-0.9600,14,-1.0566
ENSG00000152092,ASTN1,24,-2.1679,102,0.04402,131,0.63975,140,0.56525,89,-0.1695,50,-1.0774,97,-0.0333
ENSG00000198797,BRINP2,18,-2.2031,60,-0.3673,95,0.53620,146,1.12455,80,0.10447,35,-1.1819,54,-0.5224
ENSG00000075391,RASAL2,31,-1.3324,70,-0.0602,72,-0.0303,112,0.71543,154,1.29888,54,-0.4606,18,-2.1064
ENSG00000116199,FAM20B,41,-1.1580,90,0.09303,87,0.03186,75,-0.2114,124,0.62485,116,0.50304,63,-0.4940
ENSG00000143322,ABL2,44,-0.1473,59,0.32465,40,-0.3663,41,-0.2651,85,0.94003,41,-0.2568,44,-0.1474
ENSG00000169905,TOR1AIP2,45,-0.3176,53,-0.0422,56,0.03939,62,0.20551,44,-0.3556,50,-0.1380,71,0.43061
ENSG00000143337,TOR1AIP1,70,0.66749,28,-0.7940,41,-0.2580,47,0.00942,26,-0.9178,54,0.23516,72,0.71448
ENSG00000135837,CEP350,336,1.34393,72,-1.1931,63,-1.6691,222,0.60401,238,0.71816,189,0.32964,147,-0.0846
ENSG00000116260,QSOX1,26,-0.2044,42,0.60547,31,0.15250,37,0.39417,31,0.07587,17,-0.8810,17,-0.8690
ENSG00000230124,ACBD6,34,-0.1817,31,-0.3363,34,-0.2352,53,0.52620,39,0.01604,36,-0.0877,49,0.41096
ENSG00000143324,XPR1,16,-1.8131,48,-0.1210,61,0.34445,75,0.60925,66,0.38889,34,-0.6629,47,-0.1655
ENSG00000135823,STX6,41,-0.7011,68,0.11041,76,0.40241,80,0.38434,49,-0.4048,54,-0.2550,52,-0.3300
ENSG00000162783,IER5,4,-3.2657,47,0.17366,61,0.92185,73,0.92945,40,-0.0657,14,-1.6497,15,-1.5907
ENSG00000198216,CACNA1E,25,-2.0810,59,-0.8030,134,0.72319,197,1.17965,124,0.36921,49,-1.1044,33,-1.6759
ENSG00000135821,GLUL,1180,0.44774,148,-2.7394,681,-0.5663,456,-1.0676,206,-2.2597,1024,0.21043,3043,2.26592
ENSG00000135829,DHX9,83,0.00709,82,-0.0108,82,0.00055,121,0.64829,77,-0.1051,26,-1.7630,105,0.39497
ENSG00000157064,NMNAT2,22,-3.2486,302,0.79191,223,0.37467,220,0.25298,265,0.56327,180,-0.0766,41,-2.3288
ENSG00000116698,SMG7,39,-0.6479,41,-0.5670,59,0.01384,79,0.48667,82,0.55618,67,0.20390,44,-0.4717
ENSG00000162704,ARPC5,220,0.89780,88,-0.6142,135,0.08774,139,0.11223,93,-0.5184,114,-0.2067,107,-0.3099
ENSG00000143344,RGL1,100,0.53764,71,-0.0292,76,0.11590,90,0.36036,48,-0.6463,50,-0.5756,62,-0.2309
ENSG00000198756,COLGALT2,92,1.15725,53,0.20122,38,-0.3949,35,-0.4556,33,-0.5210,31,-0.6585,60,0.42609
ENSG00000198860,TSEN15,79,0.98805,56,0.39411,45,0.04836,24,-0.9410,26,-0.8247,35,-0.3514,41,-0.1204
ENSG00000116667,C1orf21,57,-1.2666,88,-0.5870,101,-0.4765,147,0.22655,174,0.50606,226,0.96652,155,0.31741
ENSG00000116406,EDEM3,39,-0.1360,49,0.23471,42,-0.0308,72,0.88680,45,0.08493,18,-1.2809,33,-0.3858
ENSG00000121481,RNF2,9,-1.2082,19,-0.0638,22,0.24081,31,0.75791,23,0.28429,8,-1.2485,20,0.03996
ENSG00000121486,TRMT1L,40,0.45159,29,-0.0552,28,-0.1544,33,0.15823,38,0.38335,19,-0.7194,28,-0.1150
ENSG00000116679,IVNS1ABP,93,1.03508,54,0.13194,36,-0.6845,30,-0.7848,53,0.10297,54,0.11259,60,0.29879
ENSG00000047410,TPR,405,1.17365,111,-0.9527,99,-1.3727,303,0.65822,310,0.69488,196,-0.0702,217,0.09934
ENSG00000157181,ODR4,85,1.71520,16,-1.0819,11,-1.9029,41,0.39115,27,-0.2646,34,0.07646,53,0.84896
ENSG00000162670,BRINP3,12,-0.7712,16,-0.3184,24,0.46438,21,0.13303,24,0.33545,19,-0.0750,12,-0.7417
ENSG00000116741,RGS2,10,-1.6987,43,0.53404,36,0.37393,30,-0.0215,42,0.51404,22,-0.5479,21,-0.5915
ENSG00000116750,UCHL5,81,-0.4557,137,0.40055,109,0.03448,114,0.08923,164,0.70968,90,-0.2804,54,-1.0819
ENSG00000116747,RO60,173,1.86535,22,-1.5718,30,-1.3376,37,-0.7734,65,0.09016,60,-0.0425,104,0.88690
ENSG00000023572,GLRX2,45,-0.7191,144,1.19027,76,0.13783,21,-1.8617,89,0.35714,92,0.40304,25,-1.6041
ENSG00000134371,CDC73,73,0.88088,39,-0.1834,29,-0.7759,32,-0.4896,52,0.31366,42,-0.0289,63,0.63287
ENSG00000162630,B3GALT2,65,0.15071,85,0.60880,29,-1.3479,25,-1.3052,185,2.08418,58,-0.0186,26,-1.2647
ENSG00000162687,KCNT2,3,-2.2918,24,0.83680,18,0.44802,28,1.11765,16,0.19448,2,-2.5095,3,-2.1654
ENSG00000177888,ZBTB41,62,0.47311,48,0.07214,35,-0.5574,53,0.21104,68,0.63226,41,-0.1988,40,-0.2437
ENSG00000213047,DENND1B,7,-0.8957,14,0.04273,10,-0.5103,21,0.69259,25,1.03445,17,0.33990,6,-1.1127
ENSG00000151414,NEK7,88,1.78581,29,-0.1342,13,-1.6111,16,-1.0730,15,-1.1476,52,0.81536,48,0.67230
ENSG00000162702,ZNF281,132,1.46415,55,-0.0585,36,-0.9200,55,-0.0515,78,0.51071,41,-0.5336,46,-0.3539
ENSG00000118200,CAMSAP2,255,-0.5847,346,-0.1060,282,-0.5494,581,0.76093,659,0.98322,424,0.22587,212,-0.8732
ENSG00000116852,KIF21B,17,-0.9024,47,0.65623,30,-0.1113,23,-0.5190,36,0.20762,33,0.06555,38,0.31145
ENSG00000116857,TMEM9,75,-0.5723,130,0.32538,120,0.24785,110,0.03806,90,-0.2725,97,-0.1634,103,-0.0674
ENSG00000118194,TNNT2,3,-2.8296,73,1.93954,30,0.40086,7,-1.8781,41,0.83229,10,-1.3851,0,-8.3438
ENSG00000174307,PHLDA3,93,1.20406,73,0.75300,42,-0.2173,22,-1.1381,30,-0.6615,59,0.39478,14,-1.8486
ENSG00000159176,CSRP1,849,1.85504,95,-1.7852,164,-1.1785,83,-1.9947,66,-2.3307,280,-0.1258,860,1.88083
ENSG00000134369,NAV1,187,1.42507,37,-1.2340,35,-1.5871,114,0.53917,84,0.02961,51,-0.7532,163,1.17107
ENSG00000198700,IPO9,56,-0.7932,64,-0.5993,91,-0.0613,126,0.50092,130,0.55224,88,-0.0958,103,0.16116
ENSG00000198892,SHISA4,119,0.38332,79,-0.2813,119,0.53641,85,-0.1710,56,-0.8071,89,-0.0998,64,-0.6217
ENSG00000134375,TIMM17A,37,-1.8369,208,0.91155,164,0.70484,118,-0.0435,107,-0.2021,73,-0.7909,58,-1.1523
ENSG00000176393,RNPEP,16,0.12052,23,0.74805,18,0.46151,6,-1.3602,5,-1.4879,13,-0.1788,15,-0.0080
ENSG00000170075,GPR37L1,112,0.33248,18,-2.4621,48,-1.2089,22,-2.1497,26,-1.9180,52,-0.8680,445,3.23411
ENSG00000143862,ARL8A,149,0.84003,107,0.27718,83,-0.1825,86,-0.0878,85,-0.1039,79,-0.2133,59,-0.6661
ENSG00000077152,UBE2T,2,-3.3143,41,1.00381,26,0.34012,30,0.48407,23,0.04058,21,-0.1059,6,-1.8836
ENSG00000077157,PPP1R12B,173,0.82654,75,-0.5513,54,-1.2870,135,0.39726,148,0.55938,140,0.46291,120,0.20608
ENSG00000143858,SYT2,0,-8.1990,117,5.79175,0,-5.1668,0,-7.8500,11,-0.3870,3,-2.3994,0,-6.8258
ENSG00000117139,KDM5B,52,0.40479,26,-0.6884,33,-0.4599,67,0.81285,62,0.69390,21,-1.0229,42,0.03067
ENSG00000183155,RABIF,13,-1.1058,33,0.26874,42,1.01023,22,-0.3473,26,-0.0677,19,-0.5388,9,-1.6936
ENSG00000117153,KLHL12,20,-1.0403,61,0.74499,41,0.11957,49,0.35030,42,0.12905,26,-0.6344,30,-0.4232
ENSG00000159346,ADIPOR1,76,0.56165,44,-0.3319,50,-0.1438,50,-0.1178,55,0.03951,31,-0.8447,78,0.60909
ENSG00000159348,CYB5R1,31,-0.3367,72,1.09208,29,-0.5312,24,-0.6968,43,0.20500,20,-0.9814,64,0.86467
ENSG00000163444,TMEM183A,50,-1.3203,132,0.17976,131,0.22145,141,0.28423,126,0.10856,152,0.41476,70,-0.8152
ENSG00000143847,PPFIA4,6,-2.5435,35,-0.0874,47,0.58970,53,0.60226,38,0.06401,38,0.06445,17,-1.1391
ENSG00000163485,ADORA1,71,1.24055,50,0.61616,33,-0.0630,9,-2.0061,45,0.45089,28,-0.3016,6,-2.6659
ENSG00000159388,BTG2,28,0.71586,2,-2.9621,12,-0.8121,22,0.32604,5,-1.9825,5,-1.8984,66,2.37681
ENSG00000188783,PRELP,12,-0.8568,6,-1.9539,15,-0.7318,16,-0.4815,10,-1.2346,19,-0.1881,88,2.65975
ENSG00000058668,ATP2B4,128,-0.6657,120,-0.7705,215,0.21165,308,0.76261,289,0.64934,110,-0.9074,159,-0.3266
ENSG00000182004,SNRPE,71,-0.4364,99,0.10126,113,0.45131,76,-0.3122,62,-0.6486,93,0.00156,96,0.05070
ENSG00000143850,PLEKHA6,23,-1.4838,60,-0.0161,70,0.30140,97,0.78697,66,0.12671,45,-0.4772,47,-0.4087
ENSG00000158615,PPP1R15B,38,0.45693,23,-0.3404,24,-0.3349,24,-0.2832,24,-0.2921,31,0.14939,45,0.73556
ENSG00000133056,PIK3C2B,53,2.42813,11,-0.4273,9,-0.8646,6,-1.2302,10,-0.5060,13,-0.1817,8,-0.8092
ENSG00000198625,MDM4,102,1.99799,24,-0.4968,18,-1.2204,27,-0.3189,30,-0.1805,21,-0.7548,45,0.49240
ENSG00000170382,LRRN2,13,-0.7929,18,-0.3251,34,1.03980,20,-0.1414,27,0.32403,8,-1.4632,11,-1.1132
ENSG00000163531,NFASC,294,1.92532,114,0.19942,72,-0.6791,65,-0.6901,115,0.21549,41,-1.3826,64,-0.7271
ENSG00000184144,CNTN2,674,3.59336,85,-0.5976,53,-1.5793,55,-1.2602,39,-1.7710,54,-1.2878,50,-1.3960
ENSG00000117222,RBBP5,20,-0.8604,37,0.07668,29,-0.3820,44,0.35469,59,0.87556,41,0.25957,27,-0.3860
ENSG00000133059,DSTYK,103,0.20530,81,-0.1826,83,-0.1910,108,0.28150,150,0.85178,85,-0.1078,41,-1.2373
ENSG00000133069,TMCC2,82,0.96392,38,-0.3094,41,-0.2635,24,-1.0008,29,-0.7110,76,0.83433,44,-0.0714
ENSG00000117266,CDK18,147,3.22911,36,0.32121,8,-2.2022,0,-5.5659,18,-0.7511,20,-0.6604,22,-0.4800
ENSG00000174514,MFSD4A,14,-3.2413,117,-0.0905,217,1.46669,161,0.43142,100,-0.3493,55,-1.2628,20,-2.7210
ENSG00000158711,ELK4,29,0.80269,16,-0.1549,19,0.07743,11,-0.8071,19,0.06782,5,-1.9218,26,0.61022
ENSG00000069275,NUCKS1,1600,0.96084,579,-0.7134,533,-1.0388,1145,0.38233,1376,0.69573,944,0.06325,930,0.03813
ENSG00000117280,RAB29,41,0.76094,18,-0.5180,13,-1.3395,18,-0.5732,18,-0.5302,20,-0.3647,79,2.00622
ENSG00000133065,SLC41A1,27,0.42005,17,-0.3361,15,-0.6173,14,-0.6128,17,-0.3038,11,-0.9855,57,1.73551
ENSG00000286619,AC119673.2,31,0.37205,22,-0.2058,8,-1.9210,54,1.30628,31,0.37406,13,-1.0389,48,1.11828
ENSG00000266028,SRGAP2,42,0.06290,48,0.27946,34,-0.3843,48,0.26058,36,-0.2045,30,-0.4945,61,0.67338
ENSG00000266094,RASSF5,8,-0.9717,27,0.86102,20,0.47137,8,-1.0572,29,1.00327,7,-1.2264,5,-1.6657
ENSG00000162889,MAPKAPK2,31,1.05940,6,-1.4490,14,-0.3269,3,-2.4458,8,-1.0259,19,0.23954,38,1.45842
ENSG00000123836,PFKFB2,64,0.49259,38,-0.3384,21,-1.5027,20,-1.2985,17,-1.6068,26,-0.9576,199,2.78165
ENSG00000180667,YOD1,17,-0.1367,23,0.35111,20,0.16649,13,-0.4775,21,0.18678,17,-0.1575,15,-0.2818
ENSG00000196352,CD55,114,2.48590,24,-0.3939,19,-0.9026,33,0.14610,17,-0.8842,14,-1.1859,14,-1.1521
ENSG00000117335,CD46,76,0.45917,52,-0.1525,63,0.22012,70,0.32433,33,-0.8738,28,-1.1043,67,0.25850
ENSG00000203709,MIR29B2CHG,12,-0.2296,17,0.29567,10,-0.7089,24,0.83490,22,0.70443,8,-0.8511,16,0.12633
ENSG00000076356,PLXNA2,17,-1.9712,35,-0.8899,80,0.57365,119,1.09999,99,0.78327,17,-1.9306,33,-0.9915
ENSG00000008118,CAMK1G,7,-2.9945,51,0.02051,76,1.00828,79,0.75580,46,-0.1623,42,-0.3093,1,-4.8868
ENSG00000196878,LAMB3,2,-2.6127,22,0.78842,15,0.24929,18,0.53039,23,0.87772,7,-0.9795,3,-1.9995
ENSG00000117597,UTP25,28,0.39489,21,-0.0851,24,0.22249,34,0.73066,17,-0.3820,15,-0.5912,9,-1.2766
ENSG00000143469,SYT14,35,0.38238,29,0.06836,20,-0.6561,40,0.58011,52,1.03027,19,-0.5705,16,-0.8539
ENSG00000082497,SERTAD4,7,-1.1606,12,-0.3579,16,0.09401,28,1.06829,21,0.56222,13,-0.2605,7,-1.1815
ENSG00000143473,KCNH1,3,-3.6200,60,0.57150,61,0.86145,59,0.52807,44,0.04099,30,-0.5527,4,-3.3546
ENSG00000117625,RCOR3,72,0.81669,52,0.25413,36,-0.4241,45,0.04405,45,0.03854,39,-0.2143,37,-0.2833
ENSG00000170385,SLC30A1,9,-1.8307,25,-0.2931,34,0.30282,20,-0.6508,29,-0.0439,28,-0.0710,55,1.03380
ENSG00000123684,LPGAT1,149,0.80162,118,0.39586,89,-0.0805,59,-0.7139,132,0.59271,83,-0.1824,25,-2.0068
ENSG00000066027,PPP2R5A,94,0.96804,27,-1.0361,42,-0.4701,58,0.14509,42,-0.3590,52,-0.0350,78,0.62770
ENSG00000117691,NENF,390,1.56345,100,-0.7391,157,-0.0495,100,-0.7429,71,-1.2702,196,0.32365,117,-0.5086
ENSG00000117697,NSL1,86,0.94902,39,-0.3594,31,-0.9097,64,0.42649,64,0.42412,41,-0.2951,56,0.21485
ENSG00000203705,TATDN3,24,0.01022,25,0.07457,24,-0.0079,30,0.34205,26,0.11084,21,-0.2223,19,-0.3864
ENSG00000162769,FLVCR1,20,0.14541,24,0.46560,13,-0.6730,20,0.11943,24,0.42992,23,0.33486,15,-0.2903
ENSG00000174606,ANGEL2,45,0.40598,12,-1.6277,34,-0.0390,80,1.43787,18,-1.0248,24,-0.6021,33,-0.0954
ENSG00000136643,RPS6KC1,38,0.17401,31,-0.1549,39,0.32451,50,0.64308,32,-0.0934,20,-0.8197,17,-1.0727
ENSG00000117707,PROX1,173,3.40538,1,-4.8401,5,-2.9990,47,0.54589,10,-1.8264,16,-1.0990,37,0.17273
ENSG00000143499,SMYD2,8,-3.1950,246,2.41602,49,-0.6620,17,-2.0792,78,0.23051,76,0.19144,39,-0.8530
ENSG00000152104,PTPN14,16,-0.8878,13,-1.2249,18,-0.8861,39,0.51756,32,0.20322,45,0.75728,57,1.18255
ENSG00000136636,KCTD3,103,1.91328,19,-0.9634,18,-1.2335,21,-0.8143,34,-0.0792,17,-1.1492,70,1.16373
ENSG00000196482,ESRRG,4,-2.4163,54,1.75501,17,-0.3463,16,-0.3176,33,0.83571,19,-0.0780,3,-2.7138
ENSG00000092978,GPATCH2,46,0.72032,22,-0.4911,19,-0.8878,54,1.01494,49,0.82596,22,-0.4822,18,-0.7398
