Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000049656,CLPTM1L,20,-1.4827,30,-0.9129,50,-0.1138,6,-3.1003,57,0.09317,80,0.74718,88,0.80879,64,0.30240
ENSG00000153395,LPCAT1,17,-0.7398,15,-0.9248,2,-3.5894,2,-3.5213,62,1.31771,39,0.58366,50,0.93132,28,-0.0061
ENSG00000171421,MRPL36,7,-1.6223,15,-0.6059,27,0.31178,0,-4.7785,21,-0.0853,28,0.49130,23,0.06247,34,0.86645
ENSG00000145494,NDUFS6,90,-0.8921,175,0.15375,161,0.02580,103,-0.6835,88,-0.9251,205,0.47527,137,-0.2331,213,0.54760
ENSG00000164151,ICE1,118,0.93957,29,-1.2707,68,0.01991,122,0.99747,141,1.25532,59,-0.2097,17,-2.0653,28,-1.4420
ENSG00000133398,MED10,48,-0.2575,30,-0.9807,54,-0.0739,49,-0.2460,52,-0.1535,77,0.57378,45,-0.3541,68,0.32534
ENSG00000215218,UBE2QL1,1,-6.4518,10,-3.8512,7,-4.2105,69,-1.0125,272,1.21671,223,1.01865,94,-0.5415,212,0.91618
ENSG00000145545,SRD5A1,7,-1.8496,7,-1.9492,4,-2.6203,17,-0.6439,21,-0.2800,39,0.80413,36,0.53233,43,0.99023
ENSG00000112941,TENT4A,22,-0.0054,14,-0.6712,5,-2.2882,22,-0.0373,37,0.82959,29,0.50717,14,-0.7170,25,0.21405
ENSG00000078295,ADCY2,74,-0.7789,61,-1.0561,8,-4.0290,160,0.44526,205,0.87020,131,0.13906,247,1.19625,99,-0.3638
ENSG00000124275,MTRR,16,-0.4499,27,0.32018,70,2.04694,7,-1.6784,27,0.31603,28,0.40688,9,-1.3225,4,-2.5205
ENSG00000247516,MIR4458HG,41,0.45081,45,0.59010,30,-0.0331,22,-0.5060,5,-2.5249,22,-0.5508,43,0.51517,39,0.43493
ENSG00000112902,SEMA5A,143,1.24500,57,-0.2988,89,0.43141,85,0.35702,57,-0.2778,25,-1.6361,117,0.88301,43,-0.8027
ENSG00000150753,CCT5,44,-0.7918,50,-0.5999,101,0.52735,22,-1.7907,89,0.32251,111,0.81031,47,-0.6658,76,0.08862
ENSG00000164237,CMBL,38,0.13567,26,-0.4446,5,-2.8654,23,-0.6477,23,-0.6595,32,-0.1477,70,1.16262,50,0.67633
ENSG00000145495,MARCH6,168,-0.6002,183,-0.4654,201,-0.3170,202,-0.3127,377,0.70493,361,0.73142,194,-0.3728,206,-0.3128
ENSG00000164236,ANKRD33B,1,-5.1174,0,-6.2143,3,-3.3562,47,0.58857,103,2.05769,48,0.74085,43,0.46864,15,-1.2154
ENSG00000169862,CTNND2,657,0.46227,671,0.49664,402,-0.3276,674,0.50397,385,-0.3983,304,-0.8322,646,0.43332,453,-0.1592
ENSG00000038382,TRIO,30,-1.3208,17,-2.1132,16,-2.2511,60,-0.2636,175,1.55374,96,0.57798,75,0.09569,71,0.00892
ENSG00000154122,ANKH,58,-1.2311,79,-0.7634,137,0.10608,81,-0.7304,181,0.55407,169,0.51514,112,-0.2209,150,0.28325
ENSG00000183580,FBXL7,27,-0.0182,52,1.06143,41,0.64563,5,-2.5799,9,-1.5763,5,-2.6377,102,2.40417,14,-1.1430
ENSG00000173545,ZNF622,22,-0.5077,33,0.08665,30,-0.0617,20,-0.6823,20,-0.6789,40,0.48734,7,-2.1154,49,0.85644
ENSG00000154153,RETREG1,314,0.83114,221,0.24546,477,1.58760,124,-0.6697,153,-0.3455,169,-0.2070,80,-1.3276,97,-1.1364
ENSG00000145555,MYO10,571,1.41457,339,0.50186,250,0.00257,339,0.50144,92,-1.5365,49,-2.5893,505,1.19118,150,-0.8700
ENSG00000176788,BASP1,113,-3.1765,156,-2.7068,110,-3.2231,1274,0.50166,1408,0.67012,1487,0.89450,573,-0.7692,1381,0.74108
ENSG00000248455,LINC02217,2,-3.2945,8,-1.5554,6,-1.8656,10,-1.2381,36,0.75308,21,-0.1088,25,0.15856,48,1.54346
ENSG00000145526,CDH18,0,-8.6464,8,-2.5165,3,-3.8313,30,-0.5656,125,1.87689,101,1.81761,3,-3.9031,29,-0.6494
ENSG00000040731,CDH10,7,-2.1320,2,-3.6317,4,-2.9759,16,-0.9770,107,2.22183,49,0.86271,37,0.27068,19,-0.7820
ENSG00000113360,DROSHA,26,-0.7412,35,-0.3240,18,-1.3371,29,-0.5837,95,1.34433,62,0.70376,44,0.02892,28,-0.6948
ENSG00000082213,C5orf22,0,-5.4929,3,-2.9781,15,-0.6600,36,0.69365,41,0.89743,30,0.42199,33,0.51882,25,0.05246
ENSG00000133401,PDZD2,62,-0.0427,39,-0.7560,32,-1.0354,33,-0.9913,101,0.75698,110,1.08707,81,0.38729,33,-1.0960
ENSG00000113384,GOLPH3,22,-1.2166,53,0.16190,57,0.26276,28,-0.8401,37,-0.4269,58,0.33090,81,0.84346,45,-0.1302
ENSG00000150712,MTMR12,19,-0.7230,16,-0.9149,18,-0.7679,23,-0.4142,77,1.60665,45,0.74669,29,-0.0806,15,-1.1757
ENSG00000056097,ZFR,298,0.07285,231,-0.3282,316,0.16541,492,0.90805,395,0.53639,207,-0.5567,260,-0.1477,221,-0.4410
ENSG00000113387,SUB1,133,-1.2384,196,-0.6536,213,-0.5269,263,-0.1964,332,0.17807,432,0.71158,353,0.27619,310,0.07387
ENSG00000113407,TARS,42,-0.0895,41,-0.1215,73,0.80494,59,0.45254,69,0.71165,37,-0.3326,10,-2.2777,39,-0.2246
ENSG00000242110,AMACR,19,-0.1202,18,-0.2105,7,-1.5120,24,0.26942,32,0.70298,23,0.22890,18,-0.2269,20,-0.0220
ENSG00000039560,RAI14,143,2.42691,58,0.68790,80,1.25303,41,0.10423,12,-1.7563,6,-2.8299,10,-2.0119,12,-1.8352
ENSG00000113456,RAD1,28,0.03084,24,-0.1970,19,-0.6048,27,-0.0072,54,1.13382,33,0.35237,2,-3.6561,27,-0.0422
ENSG00000113460,BRIX1,54,0.99942,23,-0.3917,58,1.11874,40,0.51098,36,0.30297,30,0.00407,0,-7.5427,13,-1.3826
ENSG00000168724,DNAJC21,149,0.61985,84,-0.3096,69,-0.6025,262,1.62759,89,-0.2133,86,-0.3014,24,-2.1921,86,-0.3053
ENSG00000164187,LMBRD2,73,-0.8128,47,-1.4595,53,-1.2885,117,-0.0717,269,1.33971,178,0.71003,121,-0.0177,94,-0.4587
ENSG00000152620,NADK2,40,-0.2995,52,0.10803,27,-0.8973,29,-0.8086,30,-0.7813,47,-0.0763,133,1.73079,42,-0.2623
ENSG00000079215,SLC1A3,265,-0.9425,293,-0.7880,108,-2.2860,382,-0.3795,234,-1.1310,159,-1.8345,2388,3.12158,433,-0.2021
ENSG00000285967,NIPBL-DT,29,-0.3717,23,-0.7373,41,0.15398,27,-0.4996,78,1.26086,43,0.28903,28,-0.4250,28,-0.4482
ENSG00000164190,NIPBL,410,1.65534,107,-0.6025,189,0.29335,455,1.86435,103,-0.6622,67,-1.4105,76,-1.1315,51,-1.8500
ENSG00000197603,CPLANE1,192,1.36725,56,-0.6610,42,-1.0842,225,1.67563,123,0.58575,61,-0.5802,28,-1.6998,34,-1.5129
ENSG00000082068,WDR70,135,1.70336,44,-0.2157,55,0.13185,79,0.72541,59,0.26141,44,-0.2562,15,-1.7832,15,-1.9353
ENSG00000113594,LIFR,254,1.46553,97,-0.1625,153,0.57282,75,-0.5778,59,-0.9324,53,-1.1943,195,0.98455,70,-0.7418
ENSG00000164327,RICTOR,88,0.85771,41,-0.3849,74,0.56628,55,0.06752,58,0.16816,51,-0.0563,41,-0.3871,33,-0.8035
ENSG00000082074,FYB1,79,1.99975,31,0.33287,36,0.54222,68,1.68776,0,-5.2096,3,-3.2511,19,-0.4739,8,-1.8689
ENSG00000113638,TTC33,16,-1.5519,29,-0.6979,20,-1.2439,39,-0.2542,97,1.25566,64,0.63322,29,-0.6889,50,0.13836
ENSG00000145592,RPL37,1260,-0.0835,2615,1.14130,1614,0.31611,1230,-0.1224,487,-1.5440,730,-1.0175,1485,0.18009,1565,0.30266
ENSG00000182836,PLCXD3,16,-1.4716,20,-1.1271,9,-2.3434,40,-0.0695,156,2.38714,43,0.04533,25,-0.7912,34,-0.3612
ENSG00000083720,OXCT1,38,-1.6974,45,-1.4475,27,-2.1709,109,-0.0769,145,0.38503,170,0.75773,177,0.71633,132,0.25797
ENSG00000198865,CCDC152,62,1.68815,8,-1.5743,57,1.53270,49,1.25478,7,-1.7320,10,-1.4289,15,-0.6584,7,-1.8598
ENSG00000250722,SELENOP,560,0.95475,606,1.09390,1463,2.95262,30,-3.5272,23,-3.9086,14,-4.7349,313,-0.0140,68,-2.4632
ENSG00000172262,ZNF131,47,0.55721,35,0.05740,22,-0.6747,42,0.36068,37,0.16040,38,0.20830,22,-0.6166,27,-0.3521
ENSG00000112972,HMGCS1,79,-0.8606,58,-1.3301,54,-1.4312,112,-0.3199,151,0.15423,216,0.88220,198,0.60573,143,0.07634
ENSG00000172239,PAIP1,47,-0.8483,59,-0.4863,136,0.87191,84,0.07563,109,0.50108,86,0.12429,65,-0.3407,66,-0.3508
ENSG00000248092,NNT-AS1,143,0.61945,88,-0.1773,99,0.01060,192,1.12407,82,-0.2918,74,-0.4981,97,-0.0114,67,-0.6648
ENSG00000112992,NNT,45,-1.0306,62,-0.5370,27,-1.7646,66,-0.4369,118,0.50349,115,0.52452,107,0.33681,107,0.38512
ENSG00000251141,MRPS30-DT,20,-0.8826,10,-1.8803,11,-1.6918,93,1.64650,51,0.58909,35,-0.0253,2,-4.2234,49,0.61017
ENSG00000112996,MRPS30,34,-0.2327,16,-1.3602,27,-0.6170,16,-1.3543,54,0.50214,73,1.20792,16,-1.3891,44,0.17546
ENSG00000272335,AC093297.2,12,-0.8903,7,-1.5399,11,-0.9449,29,0.51016,19,-0.1305,33,0.86634,22,0.04597,22,0.06518
ENSG00000164588,HCN1,0,-8.2064,0,-9.1457,1,-4.9304,17,-1.6783,80,0.71232,145,2.31137,5,-3.4824,64,0.37351
ENSG00000164171,ITGA2,93,2.07626,51,0.93401,123,2.72093,6,-2.3102,0,-5.5203,2,-3.7081,0,-6.6542,5,-2.6305
ENSG00000164172,MOCS2,89,-0.2906,59,-0.9173,71,-0.6365,130,0.31378,123,0.21220,110,0.04882,96,-0.1778,142,0.52207
ENSG00000164258,NDUFS4,57,-0.2902,57,-0.2846,53,-0.3930,43,-0.7330,49,-0.5398,90,0.51536,88,0.40317,79,0.25732
ENSG00000178996,SNX18,45,1.02037,45,1.00664,68,1.77884,14,-0.8551,7,-1.9144,7,-1.9357,27,0.15257,12,-1.1737
ENSG00000067248,DHX29,165,1.15039,65,-0.3859,124,0.64859,160,1.09864,91,0.14342,54,-0.7539,67,-0.3390,26,-1.8686
ENSG00000039123,MTREX,59,0.14986,46,-0.2477,50,-0.1273,60,0.16924,113,1.23486,56,0.06604,43,-0.3618,29,-1.0613
ENSG00000067113,PLPP1,42,-0.0800,63,0.58726,99,1.38076,7,-2.6183,10,-2.1343,38,-0.2396,90,1.19944,25,-0.9168
ENSG00000134352,IL6ST,239,0.57217,201,0.28709,191,0.19870,195,0.23282,106,-0.7201,115,-0.6547,166,-0.0252,178,0.10233
ENSG00000062194,GPBP1,209,0.46198,129,-0.3143,208,0.44825,267,0.87741,186,0.26756,149,-0.0964,80,-1.0438,99,-0.8014
ENSG00000249436,AC008780.1,0,-8.1616,3,-3.4924,1,-4.8284,46,0.69529,101,2.15585,46,0.81377,25,-0.2950,17,-0.9588
ENSG00000145632,PLK2,5,-4.1582,8,-3.5184,6,-3.9222,25,-1.8617,250,1.88282,197,1.75668,36,-1.3378,67,-0.4295
ENSG00000152932,RAB3C,11,-3.7290,11,-3.6585,8,-4.1920,61,-1.2386,189,0.52904,287,1.52139,83,-0.7840,216,0.88160
ENSG00000113448,PDE4D,24,-1.0646,3,-3.9880,2,-4.4004,55,0.24511,162,2.21017,66,0.60778,9,-2.4605,44,-0.1318
ENSG00000152931,PART1,4,-4.2383,0,-8.2838,1,-5.7522,78,0.02368,195,1.59915,157,1.46120,41,-0.9700,68,-0.2169
ENSG00000164182,NDUFAF2,45,-0.5698,54,-0.2933,88,0.47369,81,0.34286,36,-0.9370,71,0.14308,38,-0.8589,86,0.49942
ENSG00000188725,SMIM15,28,-0.3015,49,0.57864,54,0.73647,26,-0.4320,49,0.56990,24,-0.6305,30,-0.1860,30,-0.2561
ENSG00000130449,ZSWIM6,195,1.59055,77,-0.0093,173,1.36339,44,-0.8663,72,-0.1157,46,-0.8874,54,-0.5676,34,-1.3683
ENSG00000068796,KIF2A,328,1.78298,80,-0.6026,185,0.73896,330,1.80019,45,-1.4695,51,-1.3819,35,-1.8282,37,-1.8865
ENSG00000164197,RNF180,7,-2.0152,15,-0.8426,14,-0.9436,65,1.58694,37,0.60299,20,-0.4129,46,0.96330,16,-0.7490
ENSG00000186479,RGS7BP,4,-3.9895,5,-3.5378,8,-2.9737,214,2.22672,149,1.49546,60,-0.0621,18,-1.8413,52,-0.3322
ENSG00000153006,SREK1IP1,123,0.66067,79,-0.0486,98,0.29470,103,0.37320,153,1.04151,54,-0.7033,54,-0.6536,50,-0.8389
ENSG00000153015,CWC27,132,0.37222,106,0.01861,89,-0.2683,312,1.92257,94,-0.1833,75,-0.5775,25,-2.1403,71,-0.6789
ENSG00000113595,TRIM23,54,-0.7895,59,-0.6566,80,-0.1745,48,-0.9643,201,1.37909,135,0.79239,80,-0.1721,51,-0.9564
ENSG00000113597,TRAPPC13,12,-1.1585,31,0.25016,33,0.38323,15,-0.9041,34,0.39654,48,1.19686,17,-0.6931,13,-1.2182
ENSG00000197860,SGTB,60,-1.0227,24,-2.3723,51,-1.2614,170,0.61199,98,-0.2703,202,1.07967,75,-0.6918,142,0.36266
ENSG00000123213,NLN,56,0.42554,29,-0.6250,56,0.42456,81,1.05484,59,0.50867,36,-0.3159,34,-0.3567,22,-1.1374
ENSG00000112851,ERBIN,639,1.71007,466,1.11915,563,1.46459,214,-0.1773,73,-1.8094,72,-1.9578,103,-1.3025,96,-1.5135
ENSG00000153914,SREK1,308,1.75493,113,0.00902,130,0.23649,130,0.23726,139,0.33979,69,-0.8336,21,-2.4874,73,-0.7499
ENSG00000069020,MAST4,61,-0.4810,14,-2.6220,16,-2.4474,71,-0.2542,152,1.01024,121,0.70594,81,-0.0330,97,0.27983
ENSG00000145675,PIK3R1,266,-0.6196,114,-1.8974,183,-1.1876,1073,1.74925,651,0.83004,540,0.59117,105,-2.0218,236,-0.8747
ENSG00000145740,SLC30A5,24,0.26182,23,0.20553,24,0.28366,4,-2.3449,32,0.76741,33,0.93307,2,-3.4432,14,-0.6667
ENSG00000134056,MRPS36,35,-0.4952,28,-0.8131,39,-0.3199,27,-0.9089,27,-0.9057,57,0.30136,74,0.70832,69,0.67084
ENSG00000085231,AK6,21,-0.7695,39,0.21179,27,-0.3531,10,-1.9047,38,0.14756,40,0.27969,49,0.57122,40,0.27178
ENSG00000273841,TAF9,16,-2.1189,31,-1.1941,38,-0.8609,9,-3.0155,83,0.34236,97,0.70531,105,0.74342,97,0.69167
ENSG00000152942,RAD17,19,-0.3626,33,0.52446,45,1.03770,15,-0.7397,37,0.72414,26,0.15903,12,-0.9900,13,-1.0422
ENSG00000249437,NAIP,53,1.16366,40,0.69286,60,1.38932,24,-0.1154,28,0.09527,4,-2.8955,35,0.45417,7,-1.9890
ENSG00000145734,BDP1,516,0.60094,137,-1.4734,225,-0.7254,1259,2.28838,468,0.43945,228,-0.7699,125,-1.6090,194,-1.0376
ENSG00000131711,MAP1B,4883,-0.1028,1949,-1.5145,2749,-0.9955,13410,1.64196,6010,0.23163,7292,0.63772,1128,-2.3261,3682,-0.6020
ENSG00000113048,MRPS27,11,-1.7760,10,-1.9251,31,-0.2285,30,-0.3048,40,0.15682,45,0.41801,64,0.95208,42,0.28494
ENSG00000083312,TNPO1,133,0.75682,69,-0.3053,85,0.02915,63,-0.4563,137,0.80360,68,-0.3561,84,0.00428,66,-0.4294
ENSG00000157107,FCHO2,68,1.85427,25,0.12104,33,0.55045,29,0.34322,39,0.85471,17,-0.5382,0,-4.8115,2,-3.3476
ENSG00000145741,BTF3,131,-0.3214,214,0.47228,241,0.67284,60,-1.5131,144,-0.1712,159,-0.0100,172,0.11219,161,0.00826
ENSG00000164331,ANKRA2,64,1.59830,24,-0.1034,23,-0.1711,10,-1.3651,46,0.97204,14,-0.9971,34,0.47066,12,-1.1751
ENSG00000171617,ENC1,38,-4.1345,24,-4.7868,15,-5.4530,445,-0.4984,1123,1.01920,1729,2.38224,170,-1.9556,417,-0.6581
ENSG00000049860,HEXB,12,-0.9286,13,-0.7633,13,-0.7732,12,-0.9411,32,0.60388,59,2.12314,2,-3.5712,10,-1.2925
ENSG00000164347,GFM2,0,-4.9821,15,-0.2912,19,-0.0042,0,-7.2927,23,0.30676,40,1.57412,19,0.05514,15,-0.3734
ENSG00000164346,NSA2,460,0.74387,251,-0.2443,305,0.06488,647,1.34597,307,0.07123,213,-0.5577,117,-1.4215,210,-0.5778
ENSG00000198780,FAM169A,24,-1.5740,24,-1.5611,39,-0.8357,144,1.30857,74,0.17395,98,0.75145,44,-0.6227,59,-0.2031
ENSG00000113161,HMGCR,16,-1.6794,7,-2.8421,26,-1.0234,27,-0.9175,64,0.40660,111,1.67253,53,0.11195,41,-0.3418
ENSG00000113163,CERT1,68,-0.5630,21,-2.3349,66,-0.6179,227,1.44530,120,0.34044,124,0.45164,56,-0.8617,84,-0.2575
ENSG00000122008,POLK,173,1.83564,38,-0.7379,121,1.16085,88,0.61242,70,0.23149,33,-1.0429,10,-2.7034,21,-1.7542
ENSG00000164252,AGGF1,157,0.51716,47,-1.3693,98,-0.2432,299,1.67236,133,0.24353,101,-0.2208,63,-0.9285,72,-0.7917
ENSG00000132846,ZBED3,86,1.73848,39,0.35391,112,2.28033,14,-1.2633,7,-2.2359,10,-1.7795,17,-0.9753,10,-1.8234
ENSG00000113231,PDE8B,56,-1.0711,59,-1.0059,32,-1.9310,123,0.14349,282,1.58326,114,0.02039,173,0.70171,87,-0.4509
ENSG00000164253,WDR41,37,0.48010,24,-0.2369,25,-0.1520,12,-1.2599,26,-0.0997,35,0.42921,40,0.58236,22,-0.4359
ENSG00000171530,TBCA,371,0.50725,245,-0.1646,300,0.15504,412,0.68132,251,-0.1285,210,-0.4510,226,-0.2965,248,-0.1656
ENSG00000132842,AP3B1,153,1.70279,57,-0.0195,112,1.11892,123,1.29591,53,-0.1149,20,-1.7125,9,-2.6830,13,-2.3772
ENSG00000085365,SCAMP1,72,-0.8959,76,-0.8307,64,-1.0720,87,-0.6098,202,0.73837,201,0.85448,139,0.12276,123,-0.0808
ENSG00000152409,JMY,114,0.89336,42,-0.6968,62,-0.1128,87,0.43156,90,0.49557,65,-0.0350,47,-0.5323,46,-0.6388
ENSG00000152413,HOMER1,14,-3.5905,9,-4.2299,14,-3.5504,205,0.47458,449,1.89015,267,1.09357,62,-1.4028,124,-0.3720
ENSG00000164309,CMYA5,81,1.58146,10,-1.7625,8,-1.9861,84,1.63289,20,-0.7654,18,-0.9582,30,-0.1112,27,-0.3230
ENSG00000177034,MTX3,31,-0.4917,23,-0.9415,24,-0.8670,45,0.12132,60,0.57176,63,0.77239,59,0.56939,26,-0.8164
ENSG00000164300,SERINC5,122,1.25838,80,0.53068,192,2.15269,32,-0.9230,19,-1.6877,8,-3.0959,72,0.36581,22,-1.5499
ENSG00000039319,ZFYVE16,286,1.49176,140,0.25302,343,1.84113,103,-0.2389,101,-0.2727,43,-1.6811,84,-0.5548,28,-2.3312
ENSG00000228716,DHFR,105,0.86011,90,0.60576,85,0.49777,86,0.53117,53,-0.2407,33,-1.0553,30,-1.0978,53,-0.2785
ENSG00000113318,MSH3,80,0.53061,58,0.00268,53,-0.1482,157,1.72653,75,0.41854,36,-0.8298,28,-1.1054,29,-1.1724
ENSG00000113319,RASGRF2,45,-1.0966,46,-1.0481,50,-0.9135,41,-1.2336,157,0.90405,229,2.00895,5,-4.1445,54,-0.8899
ENSG00000145687,SSBP2,39,-0.6179,20,-1.6406,40,-0.5883,45,-0.4113,85,0.61257,86,0.73999,92,0.74658,45,-0.4438
ENSG00000186468,RPS23,823,-0.2163,2107,1.37221,1210,0.40557,613,-0.6757,445,-1.1636,597,-0.7863,1023,0.13031,1008,0.12063
ENSG00000174695,TMEM167A,60,-0.4416,91,0.20950,56,-0.5429,48,-0.7787,106,0.45743,78,-0.0459,119,0.65738,81,0.02156
ENSG00000038427,VCAN,644,2.82443,364,1.57864,143,-0.0371,152,0.06087,13,-3.6300,16,-3.4592,59,-1.3802,26,-2.7108
ENSG00000164176,EDIL3,750,0.88656,801,1.00151,1652,2.43498,132,-1.8375,127,-1.9017,149,-1.7815,261,-0.8179,189,-1.4065
ENSG00000127184,COX7C,306,-1.2368,644,-0.0857,524,-0.4114,411,-0.7863,314,-1.1972,725,0.11795,775,0.21313,1186,1.09961
ENSG00000145715,RASA1,21,-1.3414,41,-0.3503,29,-0.8778,27,-0.9655,74,0.59775,92,1.15081,33,-0.7021,52,0.01923
ENSG00000134480,CCNH,43,0.39125,28,-0.3006,53,0.70617,8,-2.2255,40,0.26882,48,0.64352,30,-0.2108,21,-0.7825
ENSG00000247828,TMEM161B-AS1,285,1.49219,57,-1.1326,100,-0.2862,144,0.30763,280,1.46143,65,-1.0167,76,-0.6996,60,-1.1550
ENSG00000245526,LINC00461,179,1.33140,91,0.17388,50,-0.7606,74,-0.1566,87,0.10957,63,-0.4401,72,-0.2052,68,-0.3145
ENSG00000081189,MEF2C,68,-3.1281,54,-3.4661,50,-3.5927,914,0.84790,1108,1.18704,1050,1.30933,125,-2.2534,533,-0.0502
ENSG00000153140,CETN3,94,1.26770,32,-0.4989,63,0.55469,77,0.89774,39,-0.2180,14,-1.8537,53,0.27194,30,-0.6916
ENSG00000164199,ADGRV1,63,0.15931,18,-1.7396,5,-3.6603,108,1.04816,38,-0.6512,11,-2.5565,282,3.09622,19,-1.7813
ENSG00000113369,ARRDC3,48,0.73050,30,-0.0437,70,1.39084,12,-1.4496,25,-0.3363,24,-0.4528,36,0.25593,20,-0.7444
ENSG00000237187,NR2F1-AS1,19,-1.8652,44,-0.5917,20,-1.7645,65,0.02788,97,0.69258,75,0.29985,40,-0.7152,102,0.89502
ENSG00000175745,NR2F1,183,0.13247,116,-0.5810,39,-2.1975,327,1.11611,202,0.29407,132,-0.4305,275,0.81048,139,-0.3384
ENSG00000113391,FAM172A,74,0.34276,44,-0.4746,70,0.25610,113,1.06516,76,0.39931,46,-0.4318,36,-0.7617,45,-0.4911
ENSG00000133302,SLF1,47,0.27282,13,-1.7228,12,-1.8352,82,1.20685,143,2.31140,27,-0.6521,11,-1.9693,19,-1.2612
ENSG00000175471,MCTP1,8,-2.9311,14,-2.1465,9,-2.7910,71,0.30253,193,2.12688,76,0.48386,56,-0.0624,42,-0.5846
ENSG00000198677,TTC37,168,0.74531,59,-0.9217,158,0.63993,148,0.52596,172,0.78802,82,-0.4715,76,-0.5275,62,-0.9189
ENSG00000164292,RHOBTB3,636,1.49672,430,0.79151,378,0.57216,345,0.41998,77,-1.8951,50,-2.6682,444,0.84817,127,-1.2474
ENSG00000173221,GLRX,2,-3.7258,16,-0.9035,1,-4.6513,3,-3.1353,13,-1.1491,59,1.48217,10,-1.6007,61,1.56064
ENSG00000118985,ELL2,150,0.62484,61,-0.8100,168,0.82407,106,0.05637,146,0.58632,104,0.03210,24,-2.1804,80,-0.4390
ENSG00000175426,PCSK1,0,-7.9300,0,-9.1376,0,-9.6348,19,-1.1650,19,-1.1133,101,1.99323,5,-3.0326,79,1.36026
ENSG00000153113,CAST,373,1.63216,107,-0.4736,216,0.65543,295,1.19501,60,-1.3675,77,-1.0606,99,-0.6019,73,-1.1465
ENSG00000113441,LNPEP,70,-0.3730,57,-0.6894,60,-0.6058,107,0.30748,197,1.36282,109,0.38397,38,-1.2794,69,-0.4401
ENSG00000145721,LIX1,76,1.16477,145,2.46913,28,-0.4868,12,-1.7639,2,-4.0485,4,-3.3594,95,1.58691,6,-2.8359
ENSG00000174136,RGMB,3,-3.2435,4,-2.8757,9,-1.7284,4,-2.9238,71,1.57693,68,1.88005,23,-0.3497,16,-0.8987
ENSG00000153922,CHD1,137,1.57549,64,0.23828,66,0.29116,112,1.20237,60,0.13964,23,-1.4304,30,-0.9421,17,-1.8839
ENSG00000174132,FAM174A,13,-1.4535,22,-0.6011,28,-0.2509,9,-1.8762,43,0.42617,63,1.26620,42,0.39839,24,-0.5618
ENSG00000145730,PAM,12,-2.5999,32,-1.1345,5,-3.8731,33,-1.0887,90,0.49115,142,1.56239,28,-1.3391,92,0.59976
ENSG00000145725,PPIP5K2,78,0.78403,30,-0.7601,26,-0.9460,55,0.20906,113,1.44273,54,0.20470,21,-1.2390,26,-1.0327
ENSG00000181751,C5orf30,23,-0.9119,29,-0.6040,56,0.45666,16,-1.4462,56,0.44823,60,0.65618,32,-0.4514,45,0.13347
ENSG00000184349,EFNA5,0,-7.8734,7,-2.4916,3,-3.6824,41,0.18422,66,1.00074,55,0.78582,30,-0.2755,53,0.72437
ENSG00000145743,FBXL17,40,-1.3312,31,-1.7338,47,-1.0872,81,-0.2648,150,0.74609,132,0.60545,69,-0.5150,137,0.68189
ENSG00000151422,FER,99,0.86709,23,-1.4396,65,0.15268,159,1.73095,79,0.47528,37,-0.8011,25,-1.3142,32,-1.0059
ENSG00000198961,PJA2,237,-1.1825,196,-1.4707,287,-0.8926,558,0.15065,690,0.49903,890,1.10512,347,-0.5992,495,-0.0477
ENSG00000112893,MAN2A1,218,1.72242,85,0.07126,301,2.40108,36,-1.2275,30,-1.4943,34,-1.4346,36,-1.2531,18,-2.4106
ENSG00000164209,SLC25A46,89,0.10442,52,-0.7535,79,-0.0995,71,-0.2554,102,0.31904,122,0.71070,53,-0.7000,74,-0.2247
ENSG00000152495,CAMK4,27,-2.1817,13,-3.2509,9,-3.7070,153,0.45864,317,1.76232,201,1.09585,79,-0.5932,77,-0.7040
ENSG00000164211,STARD4,12,-0.9012,26,0.25115,4,-2.4660,13,-0.8251,41,1.04036,28,0.45441,12,-0.9648,28,0.44031
ENSG00000134986,NREP,31,-2.2461,51,-1.5420,25,-2.5805,165,0.28799,141,0.03214,162,0.29187,162,0.25214,242,1.10338
ENSG00000224032,EPB41L4A-AS1,42,-0.7325,75,0.18009,54,-0.3298,37,-0.9054,49,-0.4999,59,-0.2312,76,0.20906,109,0.95243
ENSG00000134982,APC,593,-0.1953,333,-1.0864,374,-0.9092,2400,2.32754,450,-0.6264,278,-1.4629,618,-0.1296,688,0.04852
ENSG00000153037,SRP19,104,0.24555,63,-0.5492,105,0.25821,172,1.08719,83,-0.1289,65,-0.5676,86,-0.0723,77,-0.2611
ENSG00000129625,REEP5,95,-1.7395,167,-0.8906,191,-0.6818,159,-0.9596,447,0.68155,560,1.28446,262,-0.1925,257,-0.2462
ENSG00000172795,DCP2,31,-0.2205,8,-2.1703,24,-0.6030,39,0.13829,61,0.85790,55,0.81295,22,-0.7862,32,-0.2032
ENSG00000047188,YTHDC2,58,0.35479,12,-1.9997,40,-0.2607,63,0.49219,116,1.55366,48,0.04958,21,-1.1870,30,-0.7363
ENSG00000152503,TRIM36,44,0.13188,11,-1.9059,26,-0.7137,18,-1.2426,99,1.52616,61,0.76104,47,0.23285,20,-1.1884
