Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000242759,LINC00882,59,0.15968,64,0.27918,28,-1.0188,45,-0.3921,51,-0.0998,97,0.98321
ENSG00000114439,BBX,77,-0.6280,192,0.90903,93,-0.2865,45,-1.7674,379,2.21466,112,0.01007
ENSG00000196776,CD47,73,-0.7560,161,0.57619,111,-0.0362,147,0.68806,49,-1.2920,79,-0.5637
ENSG00000114446,IFT57,28,-0.9942,121,1.50787,45,-0.1696,50,-0.0192,34,-0.6210,47,-0.0937
ENSG00000163507,CIP2A,6,-1.7900,38,1.10267,10,-1.0682,8,-1.7300,34,0.89637,70,2.28256
ENSG00000198919,DZIP3,103,-0.6254,243,0.81871,159,0.11339,151,0.04034,126,-0.2533,144,-0.0425
ENSG00000177707,NECTIN3,12,-1.3017,44,0.77707,29,0.08539,32,0.44309,10,-1.5436,36,0.43219
ENSG00000144827,ABHD10,30,-0.4031,34,-0.1646,24,-0.6959,59,1.28066,8,-2.2532,17,-1.2180
ENSG00000144834,TAGLN3,150,-0.6949,183,-0.3173,140,-0.7374,369,1.53078,40,-2.6112,102,-1.2127
ENSG00000091972,CD200,49,-0.7724,98,0.36657,54,-0.5638,112,1.01712,30,-1.4791,50,-0.6894
ENSG00000144848,ATG3,23,-0.7934,43,0.23202,50,0.46920,38,0.02357,63,0.85819,20,-0.9717
ENSG00000138459,SLC35A5,16,-0.4400,18,-0.2386,34,0.79328,24,0.32762,21,-0.0243,9,-1.3114
ENSG00000091986,CCDC80,32,-1.0121,29,-1.0507,117,1.19422,7,-3.6725,265,2.91821,75,0.42645
ENSG00000163608,NEPRO,12,-1.1165,30,0.31508,32,0.44085,23,-0.0897,45,1.00278,18,-0.4165
ENSG00000206530,CFAP44,15,-1.1951,39,0.33988,10,-1.7877,12,-1.8289,42,0.45274,147,2.92173
ENSG00000072858,SIDT1,10,-0.9321,26,0.63811,10,-0.9040,27,1.18986,1,-3.5187,12,-0.6121
ENSG00000176542,USF3,52,-0.1241,106,1.06906,47,-0.2793,45,-0.4614,58,0.04986,62,0.16990
ENSG00000121579,NAA50,32,-0.7337,53,0.13784,68,0.53665,65,0.74334,29,-0.8038,16,-1.6446
ENSG00000114573,ATP6V1A,146,-0.5867,223,0.13441,154,-0.4471,310,1.19612,52,-2.0786,88,-1.2971
ENSG00000184307,ZDHHC23,10,-1.2206,33,0.76010,11,-0.9667,28,0.84169,0,-7.9208,30,0.62309
ENSG00000163617,CCDC191,28,-0.0820,11,-1.4600,24,-0.3233,12,-1.7921,71,1.48555,87,1.87702
ENSG00000181722,ZBTB20,87,-0.9114,122,-0.3152,477,2.08377,56,-1.8999,352,1.48008,137,-0.1275
ENSG00000172020,GAP43,1821,0.63777,1456,0.18176,724,-0.9141,1501,0.36280,498,-1.4807,682,-1.0043
ENSG00000185565,LSAMP,382,-0.0651,429,0.12778,604,0.69190,413,0.10193,212,-0.9761,302,-0.4305
ENSG00000113845,TIMMDC1,24,-0.4757,24,-0.4383,44,0.56906,35,0.28552,47,0.66542,10,-1.7395
ENSG00000138495,COX17,71,-0.3086,46,-0.9618,88,0.05770,129,1.20068,48,-0.8929,10,-3.0923
ENSG00000082701,GSK3B,81,-0.3837,102,0.02951,86,-0.2471,132,0.72467,37,-1.5120,90,-0.1669
ENSG00000163428,LRRC58,55,-0.3312,112,0.87765,143,1.30574,40,-1.0594,82,0.34795,55,-0.2968
ENSG00000163430,FSTL1,32,-0.3342,9,-2.1535,137,2.25249,18,-1.5036,64,0.80784,44,0.16532
ENSG00000065518,NDUFB4,94,-0.4451,72,-0.8058,185,0.69731,174,1.01245,51,-1.3130,19,-2.7639
ENSG00000144840,RABL3,22,-0.1038,21,-0.1830,60,1.58315,21,-0.2579,16,-0.5574,10,-1.2642
ENSG00000145087,STXBP5L,84,-0.2229,185,1.11085,31,-1.7287,109,0.34264,38,-1.3932,94,-0.0172
ENSG00000173230,GOLGB1,458,-0.6678,1469,1.32514,320,-1.1572,427,-0.9736,985,0.62151,1345,1.16431
ENSG00000163406,SLC15A2,10,-1.0888,17,-0.1472,116,3.70871,5,-2.4375,4,-2.3485,15,-0.3453
ENSG00000114023,FAM162A,66,-0.1394,57,-0.3704,70,-0.0424,99,0.88637,37,-1.0350,25,-1.6148
ENSG00000114030,KPNA1,54,-0.7130,156,1.08905,57,-0.5574,85,0.09432,53,-0.6776,102,0.36985
ENSG00000138496,PARP9,15,-0.8521,10,-1.3911,43,0.90998,4,-3.2063,112,2.83363,39,0.73039
ENSG00000173193,PARP14,17,-0.9613,21,-0.5649,32,0.07231,5,-3.1246,144,2.96826,54,0.93919
ENSG00000173175,ADCY5,32,-0.0884,37,0.16485,29,-0.2588,36,0.15222,39,0.22054,25,-0.4817
ENSG00000206527,HACD2,25,-1.1188,63,0.39032,76,0.70924,51,0.07431,51,0.04894,49,0.00640
ENSG00000065534,MYLK,39,-0.4038,41,-0.2937,66,0.46141,28,-1.1914,146,1.90840,52,0.07831
ENSG00000175455,CCDC14,15,-1.4959,87,1.41002,40,0.06593,20,-1.3414,62,0.79913,83,1.31120
ENSG00000160145,KALRN,128,-0.4659,376,1.38565,126,-0.4399,186,0.27914,53,-1.7590,112,-0.6286
ENSG00000082781,ITGB5,21,0.00554,6,-1.8925,75,2.25930,12,-1.1224,10,-1.0956,30,0.54181
ENSG00000163848,ZNF148,64,-0.7074,208,1.28905,136,0.54993,83,-0.3629,89,-0.1392,78,-0.3394
ENSG00000114520,SNX4,22,-1.0262,38,-0.1245,50,0.32653,49,0.45836,49,0.26702,33,-0.3560
ENSG00000114544,SLC41A3,44,-0.4137,32,-0.8212,61,0.15460,84,1.19493,13,-2.1460,24,-1.2677
ENSG00000144908,ALDH1L1,31,-0.6118,7,-2.6058,233,3.32475,15,-2.0072,42,-0.0530,33,-0.4401
ENSG00000159685,CHCHD6,22,-1.1087,44,0.02484,29,-0.6084,69,1.36161,21,-1.1166,20,-1.1890
ENSG00000114554,PLXNA1,21,-0.6587,18,-0.7794,21,-0.5491,48,1.30859,1,-4.3530,32,0.05806
ENSG00000163870,TPRA1,6,-1.6735,23,0.43839,31,0.95374,17,-0.0714,11,-0.6467,29,0.82975
ENSG00000114631,PODXL2,80,-0.2055,76,-0.2641,101,0.18214,110,0.51334,29,-1.7293,95,0.08104
ENSG00000114626,ABTB1,50,-0.1984,51,-0.1572,33,-0.8164,76,0.82238,7,-2.9802,65,0.24301
ENSG00000074416,MGLL,329,0.57214,130,-0.9754,341,0.55297,235,-0.0833,173,-0.5318,189,-0.3972
ENSG00000058262,SEC61A1,23,-0.9175,25,-0.7243,96,1.48744,38,-0.1031,39,-0.0306,41,0.02366
ENSG00000163902,RPN1,43,-0.4570,52,-0.1194,92,0.81984,59,0.12994,20,-1.5878,74,0.44941
ENSG00000075785,RAB7A,106,-0.5689,112,-0.4322,226,0.70489,186,0.61275,120,-0.3220,58,-1.4181
ENSG00000240682,ISY1,26,-0.2943,19,-0.7255,32,0.06510,23,-0.6345,34,0.18624,78,1.59198
ENSG00000273437,AC108673.3,11,-0.7656,10,-0.7185,23,0.49439,26,1.17934,9,-1.0193,3,-2.4687
ENSG00000169714,CNBP,114,-0.4618,93,-0.7325,229,0.71580,194,0.72073,105,-0.5341,51,-1.6327
ENSG00000181789,COPG1,20,-1.1863,37,-0.1330,38,-0.0807,60,1.12803,14,-1.5649,34,-0.2631
ENSG00000183624,HMCES,31,-0.3236,26,-0.5559,43,0.19192,53,0.89923,22,-0.8581,14,-1.4684
ENSG00000184897,H1FX,88,-0.6524,105,-0.3179,207,0.79239,168,0.73740,42,-1.7111,77,-0.7910
ENSG00000129071,MBD4,30,-0.8473,104,1.22139,37,-0.4765,42,-0.3906,70,0.52593,62,0.33947
ENSG00000163913,IFT122,13,-1.2180,43,0.67106,26,-0.1106,41,1.07417,11,-1.3829,9,-1.6367
ENSG00000004399,PLXND1,19,-0.2267,21,-0.0834,23,0.05111,24,0.17963,27,0.28643,17,-0.4284
ENSG00000172765,TMCC1,30,-0.5687,33,-0.3817,53,0.35184,59,0.88568,21,-1.0625,21,-1.0612
ENSG00000017260,ATP2C1,51,-0.6574,71,-0.0610,52,-0.5562,104,0.91970,55,-0.4650,48,-0.6900
ENSG00000114670,NEK11,28,0.24147,22,-0.1468,21,-0.2715,12,-1.3495,39,0.77448,57,1.42102
ENSG00000198585,NUDT16,86,0.08847,95,0.23254,76,-0.1196,76,-0.1910,107,0.43282,68,-0.3022
ENSG00000114686,MRPL3,17,-0.7881,39,0.57258,30,0.14742,37,0.80536,12,-1.2762,11,-1.4088
ENSG00000196353,CPNE4,32,-0.1259,21,-0.7125,10,-1.8884,57,1.61188,0,-8.7985,17,-1.0806
ENSG00000138246,DNAJC13,28,-0.8879,103,1.32942,32,-0.6088,41,-0.3183,63,0.46976,53,0.19799
ENSG00000081307,UBA5,22,-0.9441,45,0.26715,39,0.06796,46,0.49930,31,-0.3329,36,-0.0566
ENSG00000113971,NPHP3,15,-0.9383,16,-0.6836,35,0.51256,10,-1.7539,66,1.60566,69,1.70064
ENSG00000091527,CDV3,140,0.03967,142,0.05365,111,-0.3382,129,-0.1521,191,0.53472,134,-0.0364
ENSG00000163781,TOPBP1,14,-1.1553,48,0.79767,23,-0.3825,29,-0.0396,36,0.33224,42,0.58114
ENSG00000091513,TF,11,-2.5171,31,-0.8015,38,-0.5034,23,-1.6458,308,3.65078,35,-0.6214
ENSG00000144867,SRPRB,40,-0.0180,40,0.01309,42,0.07976,48,0.47660,25,-0.7541,21,-0.9880
ENSG00000154917,RAB6B,385,-0.5444,566,0.11418,321,-0.7778,805,1.23635,105,-2.4508,287,-0.9457
ENSG00000163785,RYK,16,-0.5881,34,0.65429,42,0.98557,15,-0.8941,25,0.15895,36,0.71065
ENSG00000114019,AMOTL2,19,-0.6050,33,0.34034,22,-0.3326,22,-0.4138,70,1.65983,16,-0.7726
ENSG00000129055,ANAPC13,48,-0.2115,33,-0.7671,73,0.47832,74,0.85023,23,-1.2985,20,-1.4899
ENSG00000182923,CEP63,50,-0.6759,144,1.11392,55,-0.4605,57,-0.5807,128,0.90807,85,0.22972
ENSG00000154928,EPHB1,36,0.02484,44,0.37273,91,1.64688,26,-0.6777,19,-0.9064,22,-0.7199
ENSG00000174579,MSL2,17,-0.0429,21,0.29338,21,0.29438,15,-0.2602,15,-0.2115,21,0.29288
ENSG00000118007,STAG1,26,-0.0784,20,-0.5076,25,-0.1386,15,-1.1882,61,1.35470,55,1.14068
ENSG00000158092,NCK1,12,-0.6070,26,0.64836,33,1.05144,16,-0.1577,15,-0.2584,11,-0.6897
ENSG00000114098,ARMC8,41,-0.2365,32,-0.5889,43,-0.1541,61,0.69246,15,-1.7301,54,0.21672
ENSG00000158186,MRAS,88,-0.4005,157,0.57891,172,0.72835,121,0.22523,50,-1.2270,66,-0.8084
ENSG00000114107,CEP70,21,-0.5532,55,1.05753,29,0.00537,19,-0.8867,57,1.12538,31,0.09621
ENSG00000051382,PIK3CB,71,-0.3817,141,0.77021,59,-0.6171,103,0.39390,43,-1.0991,84,-0.0669
ENSG00000184432,COPB2,23,-0.7647,52,0.62431,45,0.38228,40,0.27414,35,-0.0266,19,-0.9522
ENSG00000114115,RBP1,29,0.26157,4,-2.6780,58,1.40248,26,0.06103,22,-0.1886,6,-2.0415
ENSG00000158258,CLSTN2,114,-0.4169,294,1.19905,22,-2.7961,193,0.78723,51,-1.5884,76,-0.9991
ENSG00000114120,SLC25A36,72,-0.8465,125,0.09527,79,-0.6188,160,0.83409,59,-1.0755,131,0.17153
ENSG00000155893,PXYLP1,11,-0.8137,21,0.23013,31,0.89573,23,0.60328,4,-2.0666,11,-0.8033
ENSG00000177311,ZBTB38,88,-0.5753,216,0.94031,139,0.19932,112,-0.2039,105,-0.2476,141,0.22967
ENSG00000155903,RASA2,27,-0.1371,70,1.47358,23,-0.3633,23,-0.5191,20,-0.6097,33,0.21303
ENSG00000114125,RNF7,38,-0.1873,21,-1.0524,41,-0.0532,54,0.64874,47,0.18155,21,-1.0952
ENSG00000069849,ATP1B3,92,0.04813,82,-0.1484,73,-0.3144,109,0.50161,38,-1.3321,84,-0.1048
ENSG00000114126,TFDP2,72,0.40044,73,0.36771,59,0.00730,43,-0.6659,55,-0.0954,79,0.50231
ENSG00000175066,GK5,18,-0.5155,44,1.01576,15,-0.6977,19,-0.5012,11,-1.1433,57,1.47122
ENSG00000114127,XRN1,33,-0.6679,110,1.36712,29,-0.8319,27,-1.2400,84,0.87730,96,1.10506
ENSG00000175054,ATR,13,-1.1049,41,0.81354,20,-0.3316,26,0.13321,23,-0.1407,34,0.52027
ENSG00000144935,TRPC1,16,-0.6009,24,0.09396,11,-1.0608,29,0.66339,18,-0.3610,25,0.13432
ENSG00000163714,U2SURP,123,-1.1315,362,0.66715,184,-0.4295,149,-1.0254,438,0.99539,588,1.53328
ENSG00000175040,CHST2,16,-0.7677,18,-0.5732,17,-0.6616,43,1.53720,14,-0.8974,5,-2.3528
ENSG00000181744,DIPK2A,10,-1.0422,15,-0.3509,21,0.22094,25,0.73549,16,-0.2027,15,-0.2985
ENSG00000114698,PLSCR4,44,-0.0870,24,-1.0273,184,2.53310,13,-2.3822,82,0.92591,37,-0.3792
ENSG00000152977,ZIC1,19,0.08384,8,-1.2966,50,1.72700,5,-2.1910,48,1.64002,17,-0.1033
ENSG00000163754,GYG1,22,-0.7497,29,-0.2402,68,1.17150,43,0.62507,17,-1.0517,9,-2.0239
ENSG00000071794,HLTF,40,-0.6581,97,0.82938,80,0.49379,58,-0.0353,49,-0.2922,50,-0.2444
ENSG00000018408,WWTR1,23,0.14486,5,-2.0481,15,-0.5343,5,-2.4437,115,3.37836,8,-1.3845
ENSG00000114744,COMMD2,26,0.22562,17,-0.5171,29,0.32160,27,0.31612,16,-0.6215,14,-0.8273
ENSG00000082996,RNF13,33,-0.8012,41,-0.4191,94,0.93108,54,0.00884,80,0.65721,39,-0.5090
ENSG00000070087,PFN2,266,-0.6977,216,-0.9544,377,-0.0930,663,1.56999,105,-2.0312,108,-1.9982
ENSG00000196428,TSC22D2,42,-0.6221,78,0.41061,74,0.33505,73,0.48981,30,-1.0647,45,-0.4608
ENSG00000120742,SERP1,85,-0.0082,34,-1.4041,132,0.70974,101,0.41455,75,-0.2154,42,-1.1085
ENSG00000144895,EIF2A,34,-0.7863,99,0.99664,60,0.15756,52,-0.1122,66,0.32278,42,-0.3899
ENSG00000198843,SELENOT,62,-0.9506,108,-0.0208,175,0.77823,143,0.71422,66,-0.7803,47,-1.2869
ENSG00000181788,SIAH2,16,-0.6010,12,-0.9363,7,-1.8000,40,1.78750,5,-2.0827,11,-1.0766
ENSG00000144893,MED12L,34,-0.1702,70,1.05162,42,0.18762,25,-0.8429,25,-0.5956,67,0.97487
ENSG00000152601,MBNL1,61,-0.7128,128,0.52625,81,-0.1980,113,0.51217,92,-0.0078,50,-0.9466
ENSG00000181467,RAP2B,19,-0.2786,49,1.28924,23,0.02175,23,0.04426,10,-1.1809,13,-0.7972
ENSG00000114790,ARHGEF26,39,-0.1574,16,-1.4394,186,2.79960,13,-2.2123,47,0.17102,44,0.06931
ENSG00000174953,DHX36,97,-0.7454,257,0.88634,142,-0.0889,135,-0.2428,181,0.30112,187,0.35571
ENSG00000169359,SLC33A1,16,-1.0106,55,1.02708,48,0.79878,29,-0.0535,27,-0.1534,18,-0.7730
ENSG00000163655,GMPS,51,-0.3116,86,0.58302,44,-0.5024,68,0.27772,44,-0.4927,58,-0.0524
ENSG00000169282,KCNAB1,54,-0.0304,24,-1.2758,31,-0.8959,84,1.19809,16,-1.8791,38,-0.5811
ENSG00000114850,SSR3,63,-0.2815,75,0.02237,116,0.74840,63,-0.3370,92,0.35249,74,0.01615
ENSG00000163660,CCNL1,20,-1.4559,63,0.38185,38,-0.4229,24,-1.4483,116,1.43914,143,1.84728
ENSG00000174891,RSRC1,116,-0.2228,198,0.66249,99,-0.4575,114,-0.3442,187,0.56775,150,0.20345
ENSG00000168827,GFM1,34,-0.2045,38,-0.0101,38,-0.0157,43,0.26077,33,-0.2539,36,-0.0982
ENSG00000180044,C3orf80,17,-1.1534,43,0.33840,25,-0.5287,54,1.28066,4,-3.2167,25,-0.4713
ENSG00000068885,IFT80,18,-1.1389,51,0.52951,39,0.09191,40,0.22827,55,0.64784,24,-0.6257
ENSG00000113810,SMC4,9,-1.8399,36,0.26531,12,-1.3885,12,-1.8178,131,2.74965,58,1.07325
ENSG00000186432,KPNA4,60,-0.8141,156,0.79925,117,0.32297,105,0.21838,75,-0.3973,74,-0.4166
ENSG00000163590,PPM1L,81,-0.5519,208,1.04830,99,-0.1896,135,0.50705,34,-1.8077,68,-0.7636
ENSG00000169255,B3GALNT1,23,-1.0566,59,0.49387,57,0.43138,55,0.59118,36,-0.2951,18,-1.3067
ENSG00000169251,NMD3,16,-1.0630,49,0.81201,47,0.75468,29,-0.0698,37,0.33170,18,-0.7764
ENSG00000196542,SPTSSB,27,-0.1935,6,-2.2997,7,-2.1479,56,2.10188,0,-8.8026,10,-1.7130
ENSG00000121871,SLITRK3,13,-0.7073,39,1.16978,14,-0.5269,23,0.48075,0,-4.5730,21,0.13950
ENSG00000244128,LINC01322,91,1.17047,42,-0.2849,41,-0.3293,28,-1.2266,26,-1.0366,102,1.18791
ENSG00000114209,PDCD10,23,-1.0473,92,1.25880,42,-0.0681,47,0.17797,52,0.27659,16,-1.5057
ENSG00000163536,SERPINI1,258,-0.8345,475,0.20075,234,-0.9105,681,1.47280,56,-3.0249,190,-1.2255
ENSG00000173905,GOLIM4,186,-0.2489,164,-0.4232,455,1.27622,84,-1.8410,524,1.53694,294,0.51384
ENSG00000008952,SEC62,1020,0.32589,940,0.15369,716,-0.2815,602,-0.7654,1409,0.82912,1035,0.31025
ENSG00000173889,PHC3,21,-0.7841,43,0.43824,42,0.37333,36,0.22903,19,-0.8463,40,0.29165
ENSG00000163558,PRKCI,30,-0.6479,65,0.63675,38,-0.2239,58,0.74268,7,-2.7023,37,-0.2743
ENSG00000136603,SKIL,46,-0.6701,133,1.12977,59,-0.2245,54,-0.5268,108,0.75480,73,0.11747
ENSG00000013297,CLDN11,2,-3.4810,5,-2.2637,4,-2.5992,8,-2.0495,181,4.65624,15,-0.7538
ENSG00000013293,SLC7A14,32,-1.3298,158,1.34577,30,-1.3163,81,0.31879,84,0.26250,54,-0.4546
ENSG00000163577,EIF5A2,17,-0.9895,15,-1.1283,24,-0.3944,55,1.80541,10,-1.7468,9,-1.8402
ENSG00000154310,TNIK,127,-0.3122,226,0.65799,250,0.82981,86,-1.1684,263,0.92100,175,0.23644
ENSG00000144959,NCEH1,68,-0.5179,131,0.58131,60,-0.6537,127,0.90074,15,-2.6600,65,-0.5384
ENSG00000169760,NLGN1,24,-0.8799,84,1.24017,43,0.10227,42,0.09926,33,-0.3092,27,-0.6292
ENSG00000177565,TBL1XR1,115,-0.3471,220,0.73478,97,-0.5836,161,0.34758,98,-0.5642,115,-0.3182
ENSG00000172667,ZMAT3,165,-0.1296,155,-0.2207,208,0.25484,220,0.54765,81,-1.2142,126,-0.5475
ENSG00000121879,PIK3CA,43,-0.5682,64,0.11834,46,-0.4052,77,0.66209,36,-0.7708,57,-0.0622
ENSG00000121864,ZNF639,28,0.35218,27,0.28827,13,-0.8776,23,-0.0241,19,-0.3164,24,0.05792
ENSG00000171109,MFN1,8,-1.5902,35,0.68153,35,0.68894,25,0.23700,8,-1.5311,33,0.58846
ENSG00000114450,GNB4,37,-0.4065,106,1.38086,24,-1.0354,28,-1.0427,83,0.93446,69,0.61971
ENSG00000136522,MRPL47,25,-0.4208,24,-0.4563,25,-0.4254,44,0.78455,23,-0.5258,28,-0.2556
ENSG00000136521,NDUFB5,76,-0.5029,73,-0.5016,145,0.58466,131,0.68959,48,-1.1454,69,-0.5955
ENSG00000058056,USP13,12,-0.8292,31,0.78825,21,0.18389,22,0.39262,15,-0.3333,10,-0.9102
ENSG00000114757,PEX5L,134,-0.6639,444,1.39278,91,-1.1870,219,0.27138,126,-0.6949,159,-0.3299
ENSG00000163728,TTC14,33,-1.7755,222,1.39183,78,-0.3537,42,-1.6651,131,0.46392,315,2.07993
ENSG00000114416,FXR1,90,-0.6187,140,0.13750,114,-0.1895,135,0.10984,181,0.55907,133,0.05090
ENSG00000205981,DNAJC19,15,-1.5637,22,-0.9368,88,1.31688,53,0.73715,35,-0.2332,15,-1.5054
ENSG00000242808,SOX2-OT,53,-1.7270,97,-0.6980,108,-0.5392,62,-1.7666,865,3.56875,94,-0.7453
ENSG00000181449,SOX2,126,-0.6973,126,-0.6293,513,1.74447,48,-2.5538,517,1.76044,288,0.69723
ENSG00000043093,DCUN1D1,42,-0.1916,64,0.51405,56,0.29333,47,0.00259,46,-0.0165,30,-0.6952
ENSG00000078070,MCCC1,11,-0.7747,12,-0.6179,34,1.09527,22,0.53032,16,-0.1136,5,-1.8710
ENSG00000053524,MCF2L2,36,0.42749,51,0.96387,32,0.18047,17,-1.0476,31,0.13972,30,0.08602
ENSG00000114796,KLHL24,41,-0.4938,50,-0.1251,69,0.38087,51,-0.1600,53,-0.0278,86,0.76051
ENSG00000163872,YEATS2,22,-1.0411,50,0.31308,36,-0.2093,50,0.46275,30,-0.4787,54,0.42765
ENSG00000180834,MAP6D1,9,-1.5475,37,0.66445,32,0.41521,26,0.14036,32,0.43471,22,-0.1982
ENSG00000175193,PARL,28,-0.1751,17,-0.9266,63,1.16691,40,0.61093,9,-1.8233,9,-1.9013
ENSG00000114770,ABCC5,56,-0.5632,89,0.22930,30,-1.4488,102,0.74638,23,-1.8274,110,0.58237
ENSG00000145191,EIF2B5,19,-0.9897,37,0.11054,30,-0.1932,46,0.78010,18,-1.0091,37,0.10012
ENSG00000161202,DVL3,31,0.12971,15,-1.0399,48,0.81330,31,0.10353,28,-0.0534,16,-0.8904
ENSG00000161203,AP2M1,244,-0.6516,284,-0.3585,348,-0.0370,566,1.38605,69,-2.4867,108,-1.8226
ENSG00000161204,ABCF3,9,-1.4135,9,-1.2674,28,0.42228,34,1.35551,2,-3.4452,21,-0.0007
ENSG00000163888,CAMK2N2,68,0.12603,20,-1.7575,81,0.38239,90,0.94539,22,-1.6141,19,-1.8366
ENSG00000175166,PSMD2,144,-0.1258,189,0.32548,172,0.17072,183,0.42968,83,-0.9612,82,-0.9863
ENSG00000114867,EIF4G1,102,-0.3599,196,0.72984,142,0.19897,98,-0.5504,155,0.34091,166,0.45366
ENSG00000175182,FAM131A,89,-0.3986,151,0.49063,63,-0.9014,153,0.84649,30,-1.9962,86,-0.4110
ENSG00000163882,POLR2H,20,-0.8610,22,-0.6389,49,0.61616,44,0.75856,15,-1.1816,30,-0.1653
ENSG00000090539,CHRD,15,-0.5119,16,-0.3723,11,-0.9817,31,1.21170,2,-2.9586,20,-0.0405
ENSG00000177383,MAGEF1,26,-0.8543,58,0.48277,48,0.16223,64,1.12603,7,-2.6636,10,-2.1994
ENSG00000156931,VPS8,16,-0.6239,26,0.16655,23,0.02064,24,0.05774,26,0.16637,30,0.39825
ENSG00000187068,C3orf70,32,0.11695,28,-0.0980,86,1.85774,14,-1.4421,48,0.78053,14,-1.1308
ENSG00000073803,MAP3K13,110,0.10382,84,-0.3486,121,0.23576,110,0.13924,99,-0.0840,77,-0.4748
ENSG00000163900,TMEM41A,11,-1.1909,31,0.48471,47,1.19697,26,0.24961,9,-1.4191,19,-0.3208
ENSG00000163904,SENP2,67,-0.0496,99,0.60219,53,-0.4032,69,0.02426,66,-0.0663,57,-0.2838
ENSG00000136527,TRA2B,41,-1.0326,64,-0.2653,85,0.17629,72,-0.1168,94,0.34403,145,1.08366
ENSG00000244405,ETV5,41,0.05948,60,0.66078,37,-0.1141,45,0.29800,9,-2.2168,31,-0.4129
ENSG00000058866,DGKG,8,-2.0551,109,2.29405,47,0.70948,13,-1.6027,40,0.43134,39,0.38203
ENSG00000090520,DNAJB11,15,-0.3026,28,0.71299,17,-0.0996,17,-0.2040,31,0.85814,9,-1.1017
ENSG00000156976,EIF4A2,376,-0.5276,528,0.05857,417,-0.3163,729,1.01147,195,-1.4745,278,-0.9397
ENSG00000073849,ST6GAL1,25,-0.1749,17,-0.7059,16,-0.8743,27,-0.0375,75,1.73738,9,-1.6724
ENSG00000157005,SST,24,-1.0161,72,0.77754,50,0.16828,58,0.68697,30,-0.6468,15,-1.6123
ENSG00000113916,BCL6,39,-0.4653,32,-0.7140,131,1.62173,30,-1.1079,91,0.94220,60,0.24385
ENSG00000145012,LPP,43,-0.2011,55,0.23638,103,1.29739,26,-1.2321,68,0.56189,62,0.41665
ENSG00000152492,CCDC50,50,-0.2477,59,0.02926,75,0.44006,37,-0.9492,109,1.06580,85,0.64329
ENSG00000114279,FGF12,175,-0.9088,445,0.65812,289,-0.0499,412,0.88265,144,-1.1269,109,-1.5497
ENSG00000127249,ATP13A4,15,-0.7563,12,-0.9577,121,3.24378,8,-1.9013,20,-0.2616,16,-0.6088
ENSG00000198836,OPA1,90,-0.5548,196,0.76174,88,-0.5293,153,0.54660,74,-0.8079,88,-0.5285
ENSG00000114315,HES1,9,-1.6455,16,-0.6949,89,2.22371,9,-1.9996,86,2.13056,13,-1.0804
ENSG00000133657,ATP13A3,18,-1.0557,63,1.00433,53,0.69980,31,-0.2547,31,-0.1851,38,0.15377
ENSG00000041802,LSG1,12,-1.0370,42,1.00139,34,0.66018,22,-0.0836,18,-0.3940,22,-0.0662
ENSG00000114331,ACAP2,43,-0.4776,92,0.81145,49,-0.2201,40,-0.7351,75,0.46934,101,0.96503
ENSG00000184203,PPP1R2,38,-1.0052,77,0.18000,72,0.07103,97,0.93666,40,-0.8231,36,-0.9839
ENSG00000189058,APOD,99,-0.6350,127,-0.1888,109,-0.4340,95,-0.8841,520,2.35243,99,-0.5806
ENSG00000061938,TNK2,89,0.35761,30,-1.3653,102,0.53685,85,0.35455,44,-0.8116,42,-0.8641
ENSG00000072274,TFRC,40,-0.4827,25,-1.1366,125,1.48446,58,0.26250,32,-0.7497,29,-0.8881
ENSG00000161217,PCYT1A,37,-0.2898,55,0.38995,40,-0.1202,35,-0.4783,59,0.50510,65,0.67332
ENSG00000213123,TCTEX1D2,17,-0.8910,29,-0.0247,49,0.84492,40,0.81537,11,-1.4974,11,-1.4660
ENSG00000163960,UBXN7,50,-0.2646,84,0.58217,60,0.04594,53,-0.2306,74,0.37795,55,-0.1033
ENSG00000163961,RNF168,79,0.07734,97,0.39669,45,-0.7907,63,-0.4103,106,0.55325,98,0.41562
ENSG00000174013,FBXO45,43,-0.1641,35,-0.4818,30,-0.6977,66,0.92821,48,0.00843,9,-2.4410
ENSG00000163964,PIGX,74,-0.4062,109,0.24775,66,-0.5417,118,0.60813,83,-0.1964,57,-0.7637
ENSG00000174007,CEP19,11,-0.7596,25,0.59280,21,0.36138,20,0.39781,8,-1.0501,14,-0.2702
ENSG00000180370,PAK2,37,-0.9164,66,0.05322,91,0.57737,54,-0.3808,152,1.47840,40,-0.7388
ENSG00000119231,SENP5,59,-0.2185,129,1.09348,43,-0.6944,60,-0.2526,51,-0.4351,89,0.45913
ENSG00000114503,NCBP2,51,-0.4680,69,0.05473,91,0.52464,69,0.11390,85,0.39739,39,-0.8281
ENSG00000270170,NCBP2AS2,20,-0.7672,27,-0.2930,41,0.37391,49,1.22944,7,-2.2720,10,-1.8169
ENSG00000075711,DLG1,108,-0.1714,152,0.40260,60,-1.0533,100,-0.3801,221,1.03575,137,0.22857
