Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000143318,CASQ1,4,-1.6426,11,-0.2156,21,0.74422,6,-1.1436,18,0.52473,10,-0.4447,17,0.45373,28,1.25898,19,0.63523,1,-3.2682,2,-2.7442
ENSG00000162734,PEA15,446,-0.1561,502,0.02954,405,-0.3047,578,0.25352,509,0.05207,152,-1.7807,265,-0.9495,867,0.91961,302,-0.8140,941,1.05833,641,0.41952
ENSG00000132716,DCAF8,70,-0.2786,93,0.15652,60,-0.5227,58,-0.5662,76,-0.1575,102,0.31169,73,-0.2073,95,0.20109,96,0.23630,86,0.03765,101,0.29806
ENSG00000162735,PEX19,34,-0.7215,33,-0.7857,59,0.11238,52,-0.1091,49,-0.2014,54,-0.0230,59,0.11238,94,0.85200,73,0.50278,44,-0.3445,38,-0.5891
ENSG00000122218,COPA,122,-0.3240,161,0.11020,91,-0.7772,179,0.27746,135,-0.1698,183,0.30899,206,0.50657,129,-0.2410,169,0.20552,129,-0.2324,130,-0.2223
ENSG00000162736,NCSTN,11,-1.4556,19,-0.5886,23,-0.2910,20,-0.5092,15,-0.9245,27,-0.0697,26,-0.1553,42,0.63718,43,0.76053,27,-0.1023,43,0.66264
ENSG00000215845,TSTD1,31,-0.3082,21,-0.9479,73,1.03020,14,-1.5148,28,-0.4865,26,-0.5910,36,-0.1219,78,1.14647,69,1.08911,14,-1.4896,3,-3.7201
ENSG00000158773,USF1,11,-0.8447,17,-0.2330,14,-0.4968,7,-1.5163,26,0.47261,29,0.64009,16,-0.3294,23,0.24278,28,0.64208,24,0.32222,11,-0.8483
ENSG00000162755,KLHDC9,10,-1.0272,4,-2.1465,14,-0.5256,2,-2.9375,28,0.56541,21,0.13822,37,1.04614,43,1.31538,28,0.69027,11,-0.8527,5,-2.0106
ENSG00000143256,PFDN2,84,-0.8475,72,-1.0924,197,0.47038,164,0.17896,123,-0.2715,174,0.26844,202,0.51628,187,0.38797,165,0.21017,94,-0.6772,130,-0.1848
ENSG00000158793,NIT1,43,0.99582,16,-0.5524,20,-0.2194,7,-1.6855,20,-0.2352,15,-0.6152,21,-0.1264,22,-0.0958,44,1.21987,8,-1.5114,15,-0.6008
ENSG00000158796,DEDD,22,0.04845,12,-0.7783,23,0.18191,16,-0.3901,23,0.17916,13,-0.6775,26,0.32394,24,0.20351,32,0.73342,12,-0.8200,16,-0.4393
ENSG00000143222,UFC1,44,-0.9450,50,-0.7363,106,0.40941,41,-1.0317,110,0.46971,76,-0.1067,82,0.01308,129,0.73980,104,0.42943,87,0.10253,45,-0.9067
ENSG00000143224,PPOX,25,0.66576,4,-1.9042,10,-0.6855,3,-2.2063,31,1.03485,19,0.27870,19,0.27806,15,-0.1075,16,-0.0475,26,0.71824,10,-0.7363
ENSG00000158850,B4GALT3,17,-0.0331,13,-0.4200,9,-1.0231,5,-1.8335,12,-0.5500,23,0.45901,15,-0.2120,36,1.15112,28,0.88795,12,-0.5090,10,-0.8946
ENSG00000158859,ADAMTS4,14,-0.3831,11,-0.7292,2,-3.0428,34,0.95268,0,-4.6205,0,-9.1263,0,-7.0841,0,-4.5564,2,-3.1351,5,-1.8015,151,4.45691
ENSG00000158864,NDUFS2,89,-0.6086,72,-0.9194,145,0.14720,74,-0.8903,143,0.13115,184,0.53566,122,-0.1231,138,0.07527,224,0.98387,78,-0.7993,87,-0.6393
ENSG00000158882,TOMM40L,44,0.50412,24,-0.4305,34,0.10048,25,-0.3377,37,0.21757,32,0.03350,17,-0.9048,56,0.91807,38,0.28916,21,-0.6629,16,-1.0391
ENSG00000248485,PCP4L1,16,-1.1567,7,-2.2644,44,0.37253,9,-1.9778,51,0.63451,74,1.23652,51,0.62984,23,-0.6452,48,0.58047,39,0.19134,4,-2.9301
ENSG00000143252,SDHC,142,-0.1616,145,-0.1293,120,-0.4272,342,1.27256,146,-0.1196,151,-0.0694,204,0.40590,104,-0.6499,158,0.00425,100,-0.7088,124,-0.3697
ENSG00000081721,DUSP12,18,0.07149,7,-1.1842,7,-1.3168,14,-0.3148,19,0.19493,15,-0.2130,14,-0.2680,23,0.51739,28,0.91516,8,-1.0413,21,0.32976
ENSG00000118217,ATF6,64,0.17869,83,0.59062,26,-1.1857,48,-0.2707,47,-0.3017,66,0.22558,83,0.59632,32,-0.8929,45,-0.3830,63,0.15067,83,0.59689
ENSG00000198929,NOS1AP,153,1.29546,183,1.61369,39,-0.8905,101,0.58823,74,0.10360,31,-1.2145,33,-1.1388,28,-1.3615,47,-0.6577,24,-1.6264,76,0.14448
ENSG00000152332,UHMK1,151,0.05120,233,0.75126,127,-0.2238,266,0.97481,211,0.58348,165,0.19495,78,-0.9591,50,-1.6227,152,0.06533,73,-1.0688,97,-0.6347
ENSG00000117143,UAP1,33,0.32095,33,0.32957,25,-0.0974,14,-0.9927,22,-0.2809,36,0.46273,19,-0.5207,45,0.83794,39,0.67643,7,-2.0267,9,-1.5997
ENSG00000162733,DDR2,39,0.87399,11,-1.1255,5,-2.1963,24,0.09844,11,-1.0861,2,-3.5430,24,0.09757,13,-0.8661,2,-3.2207,110,2.86541,28,0.36164
ENSG00000117152,RGS4,431,-0.7389,644,-0.1183,622,-0.1734,944,0.48990,606,-0.2130,1250,0.95493,690,-0.0107,748,0.11684,1088,0.81862,118,-2.6566,110,-2.7614
ENSG00000143248,RGS5,86,-1.4291,48,-2.2934,209,-0.0820,220,-0.0054,254,0.22607,107,-1.1078,767,2.16519,253,0.21594,113,-1.1005,413,1.02500,63,-1.8965
ENSG00000185630,PBX1,223,0.20891,259,0.45155,126,-0.6734,289,0.62817,208,0.10137,188,-0.0542,267,0.49874,234,0.29134,127,-0.7127,135,-0.5699,158,-0.3300
ENSG00000143198,MGST3,87,-1.6245,64,-2.0643,403,0.74509,185,-0.4891,244,-0.0626,311,0.32340,299,0.25648,290,0.21211,487,1.23258,135,-0.9713,53,-2.3463
ENSG00000143149,ALDH9A1,36,-0.1939,44,0.14251,17,-1.2988,14,-1.5734,41,0.03528,26,-0.6954,20,-1.0585,35,-0.2122,20,-1.1130,161,2.42866,50,0.34789
ENSG00000143183,TMCO1,75,-0.1402,107,0.41927,56,-0.5964,39,-1.1283,70,-0.2589,103,0.35907,129,0.72801,69,-0.2638,56,-0.6505,124,0.65354,103,0.35803
ENSG00000143179,UCK2,16,0.25750,13,-0.1266,5,-1.3775,8,-0.7375,28,1.17059,17,0.32573,7,-0.9341,17,0.34812,18,0.50252,11,-0.2689,4,-1.6918
ENSG00000188859,FAM78B,29,0.65824,19,-0.0423,17,-0.1659,11,-0.8526,37,1.05771,21,0.11606,26,0.47951,27,0.50253,20,0.07989,3,-2.7909,1,-3.5590
ENSG00000143157,POGK,47,0.02024,34,-0.4686,41,-0.2062,67,0.58557,33,-0.5471,35,-0.4243,55,0.25000,27,-0.8369,29,-0.7790,58,0.35338,104,1.31450
ENSG00000152382,TADA1,6,-1.9930,16,-0.6356,15,-0.7707,14,-0.8581,27,0.12599,26,0.10128,29,0.26817,45,0.95750,42,0.95027,17,-0.5370,17,-0.5483
ENSG00000143195,ILDR2,111,1.51562,96,1.26705,27,-0.7650,40,-0.1688,21,-1.0938,29,-0.6268,28,-0.7010,26,-0.8182,42,-0.1114,30,-0.6224,42,-0.1003
ENSG00000143190,POU2F1,89,1.49036,43,0.25133,10,-1.9610,39,0.09977,20,-0.9209,19,-0.9511,28,-0.4099,22,-0.7501,11,-1.8823,76,1.19718,69,1.03822
ENSG00000143162,CREG1,38,-0.1684,42,-0.0023,30,-0.5399,55,0.41133,55,0.42069,37,-0.2016,34,-0.3472,53,0.36367,47,0.17181,36,-0.2468,34,-0.3392
ENSG00000197965,MPZL1,24,0.09561,15,-0.5856,18,-0.3909,26,0.22891,36,0.74488,17,-0.4090,14,-0.7780,17,-0.3979,17,-0.4772,47,1.17391,24,0.05386
ENSG00000143158,MPC2,75,-0.9004,59,-1.2655,186,0.50320,110,-0.3185,166,0.31843,141,0.05931,125,-0.1207,236,0.90181,210,0.79566,67,-1.0736,41,-1.8126
ENSG00000143164,DCAF6,157,0.05112,224,0.62008,158,0.06201,192,0.36829,95,-0.7175,184,0.30129,163,0.10763,174,0.21209,192,0.41161,57,-1.4848,37,-2.1243
ENSG00000143147,GPR161,11,-0.2930,7,-0.8533,17,0.36776,0,-4.9287,20,0.66797,26,1.08338,18,0.51562,4,-1.6824,17,0.49430,14,0.09851,5,-1.2727
ENSG00000143155,TIPRL,70,0.08449,77,0.24185,46,-0.5473,72,0.14458,76,0.21320,85,0.40598,68,0.03376,69,0.07000,81,0.36601,35,-0.9498,32,-1.1197
ENSG00000213064,SFT2D2,10,-0.6557,25,0.79217,3,-2.2620,17,0.15389,4,-2.0725,2,-3.0803,3,-2.2184,6,-1.4343,4,-2.1309,39,1.54834,68,2.64046
ENSG00000143153,ATP1B1,748,-0.7988,1023,-0.3199,845,-0.6135,849,-0.6067,1818,0.59398,2225,0.92992,1502,0.28475,1110,-0.1926,1954,0.80763,324,-2.0452,716,-0.8661
ENSG00000143156,NME7,56,1.64911,10,-1.0332,12,-0.7571,6,-1.7236,9,-1.1778,22,0.11269,30,0.60137,16,-0.4278,25,0.32322,23,0.14837,13,-0.6867
ENSG00000117475,BLZF1,17,-0.5347,16,-0.6367,32,0.40372,15,-0.7201,14,-0.8904,38,0.69190,26,0.10111,23,-0.0787,25,0.03661,24,-0.0125,39,0.72028
ENSG00000117477,CCDC181,62,0.50361,50,0.17228,21,-1.1581,60,0.44658,26,-0.8184,83,1.00075,71,0.72567,30,-0.6096,37,-0.3437,28,-0.7061,35,-0.3927
ENSG00000000457,SCYL3,16,0.15749,26,0.93585,9,-0.7188,4,-1.7590,15,0.06942,12,-0.2577,11,-0.4295,19,0.41098,19,0.48008,14,-0.0718,9,-0.6501
ENSG00000075945,KIFAP3,298,0.19469,296,0.18305,158,-0.7890,205,-0.3898,172,-0.6566,602,1.37187,240,-0.1440,177,-0.6147,407,0.79343,97,-1.5219,101,-1.4499
ENSG00000116132,PRRX1,26,-0.1118,63,1.33092,8,-1.9062,37,0.45142,17,-0.7539,7,-2.0963,5,-2.4762,6,-2.2233,6,-2.3599,116,2.52035,38,0.50985
ENSG00000117523,PRRC2C,871,1.01789,749,0.76370,252,-0.9480,398,-0.2479,144,-1.7803,514,0.15289,683,0.60939,221,-1.1464,186,-1.4931,490,0.07691,908,1.08903
ENSG00000117533,VAMP4,21,-1.2742,50,0.01450,42,-0.2498,53,0.10474,47,-0.0735,53,0.09627,48,-0.0442,57,0.23791,69,0.60783,51,0.06023,32,-0.6860
ENSG00000010165,EEF1AKNMT,8,-1.3907,20,0.00281,13,-0.6459,21,0.05813,25,0.35826,27,0.46895,18,-0.1698,31,0.72716,27,0.55681,14,-0.5509,8,-1.3610
ENSG00000197959,DNM3,177,-0.1908,232,0.23036,128,-0.6916,177,-0.1919,251,0.35709,308,0.69096,255,0.38471,108,-0.9444,219,0.16041,87,-1.2625,241,0.29245
ENSG00000135845,PIGC,20,0.57526,9,-0.5823,14,-0.0192,16,0.22109,15,0.14009,10,-0.4448,4,-1.6634,9,-0.5719,19,0.54626,19,0.52340,11,-0.3981
ENSG00000094975,SUCO,52,0.41804,49,0.32769,21,-0.9331,35,-0.1762,24,-0.7636,39,-0.0288,28,-0.5488,19,-1.0754,21,-1.0546,73,0.98340,94,1.42938
ENSG00000117592,PRDX6,87,-0.4647,56,-1.1117,81,-0.5722,60,-1.0185,125,0.10101,75,-0.6864,80,-0.5788,171,0.60549,72,-0.8024,434,2.29526,91,-0.3953
ENSG00000076321,KLHL20,18,0.30610,14,-0.0115,4,-1.8996,7,-1.0555,13,-0.1705,22,0.62919,19,0.43062,9,-0.6737,11,-0.4569,28,1.05965,18,0.33674
ENSG00000234741,GAS5,60,-0.6580,53,-0.8425,145,0.74114,85,-0.1123,106,0.23953,52,-0.8697,83,-0.1588,103,0.18394,96,0.07521,127,0.51708,94,0.03899
ENSG00000185278,ZBTB37,26,0.62994,11,-0.7313,11,-0.7219,10,-0.8947,10,-0.8397,8,-1.2209,14,-0.2985,7,-1.4062,5,-1.9487,49,1.71817,55,1.93943
ENSG00000135870,RC3H1,38,0.43702,43,0.63531,18,-0.7232,29,0.02999,21,-0.4945,24,-0.3145,37,0.39864,9,-1.6725,24,-0.3091,31,0.10134,48,0.81917
ENSG00000152061,RABGAP1L,178,0.35193,204,0.56717,86,-0.7730,178,0.34655,211,0.62512,149,0.06296,175,0.32351,64,-1.2289,138,-0.0588,82,-0.8593,112,-0.3815
ENSG00000116161,CACYBP,155,-0.8447,232,-0.2267,287,0.10871,224,-0.2769,266,-0.0126,458,0.87128,341,0.38303,245,-0.1364,358,0.51749,137,-1.0305,154,-0.8547
ENSG00000120333,MRPS14,18,-0.5490,17,-0.6508,24,-0.1113,23,-0.1758,16,-0.7457,28,0.12217,14,-0.9811,52,1.08370,26,-0.0309,35,0.44459,36,0.49857
ENSG00000116147,TNR,213,0.15061,251,0.41169,154,-0.3521,159,-0.3077,161,-0.2857,167,-0.2324,181,-0.1060,105,-0.9313,129,-0.6714,309,0.75365,364,1.02881
ENSG00000143207,COP1,31,0.31034,25,-0.0111,15,-0.7948,10,-1.3709,30,0.28624,37,0.61636,24,-0.0693,32,0.35362,27,0.14458,27,0.09085,17,-0.5899
ENSG00000152092,ASTN1,82,-0.0011,87,0.09603,56,-0.5672,62,-0.4190,72,-0.1851,78,-0.0662,100,0.32881,107,0.43348,112,0.57004,83,0.02971,26,-1.7077
ENSG00000198797,BRINP2,112,1.07801,108,1.01834,33,-0.8680,17,-1.8589,19,-1.6379,46,-0.3699,71,0.32171,122,1.22096,46,-0.3958,42,-0.4903,33,-0.8548
ENSG00000120341,SEC16B,2,-2.7120,2,-2.5116,18,0.52217,1,-2.9640,25,1.09589,36,1.77265,5,-1.2960,8,-0.6851,24,1.18950,5,-1.4027,1,-3.4559
ENSG00000075391,RASAL2,181,1.21484,151,0.90547,38,-1.2546,71,-0.3093,78,-0.1513,124,0.57989,106,0.32207,53,-0.7522,81,-0.1051,33,-1.4630,39,-1.2051
ENSG00000116199,FAM20B,99,0.05607,134,0.54627,96,0.02219,123,0.40821,118,0.34307,92,-0.0492,100,0.08169,120,0.37440,83,-0.2283,49,-1.0021,43,-1.2142
ENSG00000143322,ABL2,72,0.31949,82,0.52371,29,-1.0640,113,1.05516,61,0.05798,44,-0.4591,69,0.23871,36,-0.7658,45,-0.4610,42,-0.5306,71,0.28613
ENSG00000169905,TOR1AIP2,79,0.65318,59,0.18423,37,-0.5465,23,-1.2138,68,0.42546,46,-0.1844,37,-0.5299,67,0.39509,51,-0.0591,53,0.03387,56,0.11973
ENSG00000143337,TOR1AIP1,20,-1.0897,49,0.26924,36,-0.2226,75,0.95415,53,0.37872,19,-1.1707,34,-0.3212,21,-1.0455,32,-0.4410,70,0.83938,58,0.52139
ENSG00000135837,CEP350,257,0.66195,300,0.91868,107,-0.7193,175,0.04612,72,-1.3073,178,0.07104,217,0.38370,23,-2.9697,52,-1.8798,172,0.01459,438,1.58000
ENSG00000116260,QSOX1,28,-0.2155,43,0.43194,22,-0.6103,16,-1.0726,59,0.96606,33,0.03459,16,-1.0892,34,0.05847,37,0.21231,29,-0.1446,36,0.17293
ENSG00000230124,ACBD6,18,-1.0592,39,0.13263,21,-0.7715,36,0.03425,24,-0.5685,37,0.05540,59,0.82913,34,-0.0826,42,0.29229,43,0.30774,30,-0.2334
ENSG00000143324,XPR1,39,-0.2729,43,-0.1093,50,0.10289,34,-0.4923,79,0.84286,52,0.15819,82,0.91846,43,-0.1362,44,-0.0832,25,-0.9567,24,-0.9895
ENSG00000135823,STX6,53,-0.1280,85,0.62978,48,-0.2629,50,-0.2027,61,0.09454,60,0.06550,43,-0.4569,83,0.57709,61,0.09663,43,-0.4593,42,-0.4808
ENSG00000162783,IER5,45,0.01155,52,0.26039,41,-0.1105,38,-0.2166,66,0.62831,54,0.32094,64,0.58782,51,0.21162,55,0.38362,5,-3.1313,5,-3.2001
ENSG00000198216,CACNA1E,153,1.09854,194,1.51253,37,-1.1503,60,-0.4213,74,-0.0916,34,-1.2763,68,-0.2183,121,0.70375,70,-0.1989,23,-1.8365,36,-1.1734
ENSG00000135821,GLUL,328,-0.7319,179,-1.6356,403,-0.4139,450,-0.2434,452,-0.2385,111,-2.3466,329,-0.7245,708,0.47327,212,-1.4710,2535,2.88024,397,-0.4369
ENSG00000135828,RNASEL,9,-0.4031,12,-0.0236,11,-0.1623,8,-0.5934,4,-1.7013,26,1.19607,15,0.26914,14,0.21911,13,0.04663,4,-1.4559,19,0.64340
ENSG00000135829,DHX9,49,-0.4543,71,0.13257,56,-0.2435,27,-1.3614,82,0.36115,89,0.48978,84,0.40402,62,-0.0917,69,0.09016,58,-0.1743,69,0.08316
ENSG00000157064,NMNAT2,143,-0.3481,243,0.49332,118,-0.6404,190,0.09347,245,0.50119,241,0.47661,226,0.37248,163,-0.1396,246,0.57341,44,-2.1151,40,-2.2590
ENSG00000116698,SMG7,58,-0.0327,96,0.77697,52,-0.1886,47,-0.3420,89,0.66293,41,-0.5650,42,-0.5317,75,0.38788,51,-0.2314,44,-0.4682,61,0.05704
ENSG00000162704,ARPC5,97,-0.2285,134,0.27764,100,-0.1829,132,0.25991,105,-0.1012,87,-0.3953,95,-0.2532,157,0.53397,105,-0.1127,75,-0.6283,155,0.51287
ENSG00000143344,RGL1,80,0.37139,55,-0.2079,39,-0.7247,48,-0.4147,49,-0.3893,49,-0.3931,53,-0.2833,83,0.42931,74,0.26061,73,0.22932,82,0.41368
ENSG00000198756,COLGALT2,37,-0.5428,44,-0.2679,43,-0.2844,65,0.35642,39,-0.4357,42,-0.3262,34,-0.6456,44,-0.2621,60,0.23291,32,-0.7273,125,1.45063
ENSG00000198860,TSEN15,33,-0.2754,30,-0.4423,40,0.02265,26,-0.6442,40,0.00284,39,-0.0132,36,-0.1530,57,0.57098,56,0.62040,26,-0.6489,37,-0.1181
ENSG00000116667,C1orf21,171,0.22311,179,0.29191,156,0.06908,204,0.50109,96,-0.6716,134,-0.1693,301,1.15516,77,-1.0099,85,-0.9263,204,0.50186,95,-0.6931
ENSG00000116406,EDEM3,41,0.30135,50,0.63071,18,-0.9736,9,-1.9118,45,0.45998,53,0.72650,59,0.90612,16,-1.0763,33,-0.0371,14,-1.3427,33,-0.0345
ENSG00000121481,RNF2,18,-0.1047,22,0.21509,14,-0.4797,52,1.62223,18,-0.0917,11,-0.8203,14,-0.5110,17,-0.1968,20,0.02192,15,-0.4216,12,-0.6893
ENSG00000121486,TRMT1L,35,0.53367,25,-0.0200,19,-0.4092,10,-1.4125,14,-0.8751,48,1.05506,14,-0.8938,16,-0.6695,31,0.38349,29,0.25268,28,0.17156
ENSG00000116679,IVNS1ABP,48,-0.0577,33,-0.6208,38,-0.4158,35,-0.5498,60,0.30920,38,-0.4009,18,-1.5371,47,-0.0758,59,0.31763,66,0.44939,93,1.02612
ENSG00000047410,TPR,272,0.36133,303,0.53421,139,-0.6892,230,0.09472,87,-1.3901,343,0.73736,286,0.43811,87,-1.3970,71,-1.7887,251,0.23101,464,1.25167
ENSG00000157181,ODR4,85,1.43152,35,-0.0209,13,-1.4926,24,-0.6037,24,-0.6013,12,-1.6496,27,-0.4273,15,-1.2720,14,-1.4363,66,0.99155,98,1.69094
ENSG00000162670,BRINP3,22,0.62332,31,1.16828,7,-1.1079,5,-1.4620,18,0.28472,13,-0.2055,9,-0.6985,19,0.36422,16,0.05709,14,-0.1115,10,-0.6526
ENSG00000116741,RGS2,36,0.16988,37,0.22123,21,-0.6489,12,-1.4347,25,-0.4210,50,0.70203,26,-0.3116,53,0.78900,46,0.61604,20,-0.7251,16,-1.0921
ENSG00000116750,UCHL5,76,-0.5902,151,0.49122,91,-0.3070,146,0.43536,94,-0.2557,176,0.73792,144,0.40976,68,-0.7596,133,0.31798,62,-0.8827,59,-0.9770
ENSG00000116747,RO60,67,0.19712,58,-0.0226,26,-1.2310,88,0.62868,23,-1.4251,45,-0.4347,66,0.17163,23,-1.4190,18,-1.8584,136,1.37511,142,1.44442
ENSG00000023572,GLRX2,60,-0.2324,61,-0.2122,62,-0.1796,84,0.30261,84,0.29982,109,0.71721,53,-0.4106,57,-0.3012,98,0.60658,36,-1.0097,33,-1.1153
ENSG00000134371,CDC73,65,0.48476,60,0.35708,33,-0.5450,58,0.32522,47,-0.0338,40,-0.2855,53,0.17042,16,-1.6006,26,-0.9659,60,0.36200,87,0.97466
ENSG00000162630,B3GALT2,170,0.77484,400,2.34413,33,-1.7574,217,1.19059,121,0.21795,55,-0.9922,13,-3.0548,12,-3.1414,62,-0.8733,27,-2.0326,90,-0.2495
ENSG00000287364,AL353709.1,102,1.62855,87,1.34179,16,-1.2969,82,1.24651,29,-0.4096,79,1.17821,17,-1.2421,0,-8.4565,12,-1.7727,4,-3.3401,20,-0.9795
ENSG00000162687,KCNT2,34,1.14341,31,1.00358,7,-1.2858,2,-2.8681,14,-0.2908,25,0.62466,23,0.46681,10,-0.7648,21,0.41781,9,-0.8437,3,-2.4129
ENSG00000177888,ZBTB41,89,0.78757,63,0.22875,46,-0.2605,81,0.62382,48,-0.2012,48,-0.1974,73,0.45372,25,-1.2055,46,-0.2820,29,-0.9559,61,0.17844
ENSG00000213047,DENND1B,8,-0.6161,12,-0.1282,8,-0.7524,8,-0.6924,20,0.69011,18,0.52612,32,1.52374,10,-0.4396,13,-0.0028,5,-1.3858,7,-0.8181
ENSG00000151414,NEK7,27,-0.2933,20,-0.7095,21,-0.6344,69,1.22406,42,0.39352,21,-0.6910,10,-1.7297,4,-2.8789,17,-1.0468,50,0.68400,92,1.74227
ENSG00000162702,ZNF281,53,-0.0440,56,0.04106,21,-1.4646,73,0.45785,45,-0.2854,46,-0.2543,65,0.28889,38,-0.5724,39,-0.5528,55,0.00414,124,1.36007
ENSG00000118200,CAMSAP2,502,0.39386,620,0.74064,285,-0.4958,455,0.23745,228,-0.8365,586,0.64529,627,0.75941,233,-0.7988,248,-0.7593,266,-0.5981,403,0.04583
ENSG00000116852,KIF21B,64,0.77130,33,-0.2767,49,0.31583,74,1.00872,39,-0.0339,30,-0.4167,31,-0.3617,44,0.15212,36,-0.1836,19,-1.0850,22,-0.9270
ENSG00000116857,TMEM9,75,-0.5726,130,0.28424,104,-0.0711,81,-0.4641,183,0.84178,82,-0.4403,74,-0.5926,137,0.36742,140,0.44211,98,-0.1716,63,-0.8444
ENSG00000118194,TNNT2,13,-1.4130,9,-1.9043,50,0.66043,39,0.24114,30,-0.1744,57,0.87216,74,1.33015,18,-0.9444,52,0.82017,0,-6.7594,4,-3.1059
ENSG00000174307,PHLDA3,31,-0.7145,18,-1.5560,63,0.35119,46,-0.1224,33,-0.6271,60,0.27333,42,-0.2632,41,-0.3064,65,0.45123,48,-0.0701,90,0.94145
ENSG00000159176,CSRP1,116,-0.9193,83,-1.4283,140,-0.6359,197,-0.1111,160,-0.4263,33,-2.7807,87,-1.3464,181,-0.2379,97,-1.2597,787,2.30408,556,1.62606
ENSG00000134369,NAV1,143,0.62368,117,0.29120,33,-1.6359,65,-0.6264,47,-1.1005,50,-1.0048,120,0.33494,40,-1.3550,50,-1.0715,192,1.11713,257,1.63507
ENSG00000198700,IPO9,112,0.39585,105,0.28148,83,-0.0862,129,0.61773,72,-0.2968,75,-0.2463,98,0.17752,71,-0.3218,71,-0.3580,91,0.05321,73,-0.2706
ENSG00000198892,SHISA4,53,-0.6927,52,-0.7203,94,0.19571,85,0.03257,58,-0.5384,61,-0.4729,69,-0.2849,142,0.86547,95,0.23786,100,0.29135,92,0.16033
ENSG00000134375,TIMM17A,65,-0.8285,77,-0.5838,122,0.13713,104,-0.1181,101,-0.1583,140,0.36103,139,0.34862,93,-0.2844,203,1.11494,49,-1.2483,45,-1.3798
ENSG00000176393,RNPEP,11,-0.0839,9,-0.3719,8,-0.6476,9,-0.3950,10,-0.3122,20,0.82887,4,-1.4702,24,1.11822,17,0.64000,7,-0.8166,6,-0.9372
ENSG00000170075,GPR37L1,42,-0.5022,27,-1.1707,26,-1.2029,66,0.19851,30,-1.0215,8,-2.8884,15,-1.9823,52,-0.1785,19,-1.7904,311,3.14302,81,0.53714
ENSG00000143862,ARL8A,87,-0.1488,121,0.36943,88,-0.1392,115,0.28302,109,0.20543,63,-0.6570,52,-0.9240,63,-0.6516,113,0.28944,81,-0.2645,146,0.67421
ENSG00000077152,UBE2T,12,-0.8110,25,0.33060,19,-0.0692,16,-0.3660,21,0.04292,27,0.47834,19,-0.0856,18,-0.1810,41,1.32735,2,-3.0237,1,-3.8896
ENSG00000077157,PPP1R12B,207,0.85164,214,0.91007,79,-0.6785,99,-0.3247,113,-0.1249,92,-0.4464,144,0.25877,63,-1.0120,45,-1.6011,112,-0.1320,254,1.19801
ENSG00000143858,SYT2,0,-8.0975,0,-7.4342,21,0.54532,0,-4.5550,8,-0.8715,65,2.62857,5,-1.4625,4,-1.7134,36,1.74987,1,-3.2193,0,-8.6254
ENSG00000117139,KDM5B,83,0.75916,70,0.48648,27,-0.9603,63,0.31782,37,-0.5258,53,0.04839,66,0.38519,39,-0.4461,29,-0.9561,52,0.00432,72,0.53284
ENSG00000183155,RABIF,15,-0.6727,21,-0.1707,13,-0.8585,7,-1.7798,31,0.46338,26,0.21221,22,-0.0867,41,0.93822,41,1.07187,8,-1.5540,10,-1.2066
ENSG00000117153,KLHL12,34,-0.0892,57,0.72500,24,-0.5848,21,-0.7892,39,0.11160,41,0.19895,19,-0.9840,36,0.01262,61,0.96935,19,-0.9448,19,-0.9430
ENSG00000159346,ADIPOR1,37,-0.4470,54,0.16858,35,-0.5290,72,0.61142,52,0.10398,42,-0.2432,40,-0.3247,41,-0.2879,54,0.17527,38,-0.3686,68,0.53303
ENSG00000159348,CYB5R1,37,0.16996,23,-0.5312,28,-0.2388,13,-1.3731,46,0.52479,38,0.19998,21,-0.6843,20,-0.7771,43,0.44345,52,0.71026,34,0.03424
ENSG00000163444,TMEM183A,89,-0.4417,116,-0.0303,119,0.02056,137,0.24129,136,0.22313,156,0.44459,151,0.39549,143,0.30562,123,0.07588,73,-0.7310,48,-1.3608
ENSG00000143847,PPFIA4,53,0.63697,11,-1.7952,52,0.61200,25,-0.5154,44,0.32756,27,-0.3995,35,-0.0173,67,1.02498,38,0.12391,29,-0.3248,7,-2.4104
ENSG00000163485,ADORA1,49,0.05370,61,0.41169,33,-0.5604,73,0.69591,58,0.32369,49,0.05149,16,-1.6233,35,-0.4540,49,0.06277,12,-2.0389,83,0.90977
ENSG00000159388,BTG2,22,0.46513,12,-0.5206,7,-1.3298,4,-1.9522,19,0.22508,8,-1.0620,11,-0.6133,8,-1.0965,3,-2.3877,80,2.83600,21,0.38288
ENSG00000188783,PRELP,26,0.64019,3,-2.3156,5,-1.8581,18,0.06013,12,-0.5592,3,-2.6219,13,-0.4738,10,-0.8672,7,-1.3753,98,3.22510,7,-1.3557
ENSG00000058668,ATP2B4,260,0.47389,496,1.57668,88,-1.2019,230,0.27305,165,-0.2454,158,-0.3106,103,-0.9659,164,-0.2558,146,-0.4689,166,-0.2393,197,0.03272
