Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000151422,FER,40,0.19507,31,-0.4469,63,0.93111,17,-1.1043,50,0.54258
ENSG00000198961,PJA2,318,-1.0628,790,1.01232,343,-0.9490,442,-0.5609,463,-0.4873
ENSG00000112893,MAN2A1,79,1.58946,31,-0.0227,19,-0.7195,16,-1.0313,12,-1.4749
ENSG00000164209,SLC25A46,71,-0.5118,122,0.93082,53,-0.9645,65,-0.6442,66,-0.6398
ENSG00000134987,WDR36,29,0.46851,22,0.06916,15,-0.6007,13,-0.8057,28,0.39224
ENSG00000152495,CAMK4,26,-2.4641,169,0.97718,92,-0.6195,120,-0.1945,105,-0.4074
ENSG00000164211,STARD4,14,-1.1028,37,1.01551,17,-0.8172,29,-0.0406,12,-1.3419
ENSG00000134986,NREP,70,-1.2469,192,0.85122,70,-1.2598,146,-0.1252,139,-0.1979
ENSG00000224032,EPB41L4A-AS1,56,-0.2095,70,0.37420,37,-0.8134,79,0.35635,43,-0.6070
ENSG00000134982,APC,393,-0.1133,350,-0.5939,499,0.27438,263,-0.7364,959,1.40560
ENSG00000153037,SRP19,77,0.00423,78,0.09449,89,0.23744,42,-0.9192,86,0.19461
ENSG00000129625,REEP5,183,-1.3878,573,1.10029,369,-0.3159,321,-0.5316,194,-1.3012
ENSG00000172795,DCP2,33,-0.5587,54,0.48935,38,-0.3333,41,-0.2233,40,-0.2787
ENSG00000171444,MCC,3,-2.5548,15,-0.4418,26,0.68540,35,1.21026,17,0.00876
ENSG00000047188,YTHDC2,35,-0.2769,53,1.08598,38,-0.1676,13,-1.7544,14,-1.6988
ENSG00000080709,KCNN2,3,-2.5410,18,-0.0624,49,1.70314,8,-1.2736,15,-0.3131
ENSG00000152503,TRIM36,42,-0.2562,57,0.59190,40,-0.3386,35,-0.5496,34,-0.5566
ENSG00000164219,PGGT1B,39,0.26394,26,-0.7723,60,0.99460,22,-0.5988,55,0.83171
ENSG00000164221,CCDC112,68,0.42754,49,-0.1654,64,0.34286,33,-0.7215,58,0.17057
ENSG00000145780,FEM1C,21,-0.7501,35,0.11332,44,0.38722,48,0.53331,18,-0.9629
ENSG00000134970,TMED7,102,0.66139,62,-0.3275,83,0.32380,75,0.16288,50,-0.4897
ENSG00000129596,CDO1,26,-0.9857,53,0.34829,67,0.51903,47,-0.0490,27,-0.8990
ENSG00000145782,ATG12,87,0.30999,70,-0.0974,88,0.33087,66,-0.1259,57,-0.3493
ENSG00000177879,AP3S1,57,-1.0151,134,0.85328,68,-0.7584,78,-0.5413,94,-0.2606
ENSG00000145781,COMMD10,8,-1.3357,21,0.39220,18,-0.0454,27,0.55317,11,-0.8698
ENSG00000092421,SEMA6A,151,2.29141,25,-1.3986,77,0.99576,30,-0.5208,13,-1.7572
ENSG00000172869,DMXL1,30,-0.3934,40,0.16807,44,0.20171,33,-0.2275,36,-0.0917
ENSG00000133835,HSD17B4,117,0.63004,78,-0.0632,85,0.11256,78,-0.0287,46,-0.8418
ENSG00000151304,SRFBP1,29,0.76905,19,0.24559,14,-0.4292,6,-1.5840,16,-0.1899
ENSG00000205302,SNX2,50,-0.2578,64,0.31607,66,0.19469,50,-0.2448,38,-0.6723
ENSG00000064652,SNX24,20,-0.5596,31,0.28788,21,-0.5320,26,-0.1571,35,0.31071
ENSG00000168944,CEP120,16,-0.3387,20,0.04299,23,0.25549,18,-0.1472,21,0.06021
ENSG00000151292,CSNK1G3,43,-0.1265,51,0.36359,40,-0.2329,30,-0.6729,45,-0.0422
ENSG00000168916,ZNF608,51,0.96751,16,-1.5776,50,0.91089,21,-0.4463,69,1.49780
ENSG00000155324,GRAMD2B,160,1.23912,35,-1.9507,176,1.41208,118,0.69985,101,0.44727
ENSG00000164904,ALDH7A1,290,1.54553,62,-1.7164,158,0.46568,174,0.63160,192,0.79682
ENSG00000164902,PHAX,124,0.04475,117,-0.1016,130,0.11885,101,-0.2766,148,0.32949
ENSG00000164241,C5orf63,100,1.24101,30,-1.2739,78,0.79849,28,-0.8451,91,1.06832
ENSG00000145794,MEGF10,64,1.28215,14,-1.8482,59,1.13724,68,1.36695,22,-0.4747
ENSG00000164244,PRRC1,28,0.75813,17,-0.2395,21,0.29629,11,-0.7866,18,0.02650
ENSG00000205279,CTXN3,3,-4.0994,69,1.43172,21,-1.3391,54,0.08340,23,-1.2605
ENSG00000245937,LINC01184,57,0.39964,46,0.13319,41,-0.1145,41,-0.1399,29,-0.6637
ENSG00000064651,SLC12A2,238,1.64484,82,-0.3970,72,-0.3902,48,-0.9989,72,-0.3771
ENSG00000066583,ISOC1,23,0.70759,15,-0.0190,17,0.21772,10,-0.5456,9,-0.6900
ENSG00000169567,HINT1,267,-1.2467,703,0.66896,310,-1.0206,692,0.23519,497,-0.2934
ENSG00000186687,LYRM7,113,-0.1936,132,0.12903,100,-0.3873,110,-0.2289,160,0.36636
ENSG00000158985,CDC42SE2,118,-0.7840,232,0.72241,123,-0.7174,173,-0.1897,147,-0.4525
ENSG00000158987,RAPGEF6,52,1.31137,23,-0.0508,19,-0.3483,14,-0.8415,12,-0.9696
ENSG00000217128,FNIP1,42,0.15255,41,0.18036,46,0.28289,28,-0.4953,26,-0.5992
ENSG00000164398,ACSL6,79,-1.3542,183,-0.1279,271,0.58370,293,0.71528,157,-0.3001
ENSG00000113522,RAD50,176,-0.0629,178,-0.1145,304,0.83501,71,-1.4620,218,0.27983
ENSG00000131437,KIF3A,315,-0.5781,552,0.83628,399,-0.2085,148,-1.7250,375,-0.3078
ENSG00000164402,SEPTIN8,486,1.08050,223,-0.4526,260,0.02994,216,-0.2686,257,0.00780
ENSG00000198944,SOWAHA,27,-2.3642,118,-0.2646,209,0.81359,269,1.25471,65,-1.0587
ENSG00000164403,SHROOM1,56,2.04407,7,-2.1500,44,1.59462,12,-0.5921,20,0.20121
ENSG00000164405,UQCRQ,249,-1.0007,483,0.06484,322,-0.6086,697,0.63247,578,0.31993
ENSG00000072364,AFF4,152,0.52699,104,-0.1980,155,0.55532,67,-0.7820,104,-0.0940
ENSG00000155329,ZCCHC10,32,0.05520,35,0.46994,28,-0.1343,15,-1.1122,25,-0.3414
ENSG00000170606,HSPA4,68,-0.7243,129,0.69147,83,-0.4297,66,-0.7919,101,-0.1215
ENSG00000053108,FSTL4,1,-3.3098,25,1.97446,4,-2.2406,8,-1.2277,11,-0.6601
ENSG00000113583,C5orf15,29,-0.0184,30,0.08727,24,-0.3549,36,0.29593,26,-0.2261
ENSG00000213585,VDAC1,102,-1.4798,334,1.02290,213,-0.3572,189,-0.5430,154,-0.8502
ENSG00000113558,SKP1,548,-0.4359,793,0.36057,630,-0.2179,678,-0.1014,613,-0.2615
ENSG00000113575,PPP2CA,113,-1.3751,330,0.74552,249,-0.1659,224,-0.3312,199,-0.5145
ENSG00000006837,CDKL3,19,-0.1967,19,-0.4162,24,0.15948,10,-1.1761,50,1.38698
ENSG00000119048,UBE2B,94,-0.8126,188,0.69992,96,-0.7826,148,-0.1176,124,-0.3949
ENSG00000237190,CDKN2AIPNL,13,-2.0420,62,1.05814,19,-1.4359,60,0.31391,27,-0.9206
ENSG00000043143,JADE2,23,-0.9938,52,0.64659,41,-0.1559,38,-0.2387,31,-0.5823
ENSG00000152700,SAR1B,100,0.63162,61,-0.3679,69,0.02534,48,-0.5374,97,0.58545
ENSG00000113615,SEC24A,9,-0.9875,15,-0.3076,34,1.19061,18,0.13910,15,-0.2089
ENSG00000164615,CAMLG,108,-1.0757,245,0.50706,128,-0.8195,230,0.10295,224,0.05370
ENSG00000145833,DDX46,114,0.62408,76,-0.1147,102,0.42755,38,-1.1160,74,-0.0947
ENSG00000181904,C5orf24,58,-0.4798,90,0.51454,72,-0.1580,57,-0.5162,65,-0.3197
ENSG00000113621,TXNDC15,43,-0.5599,66,0.30456,57,-0.1029,70,0.21783,44,-0.5120
ENSG00000113648,H2AFY,85,-0.4979,131,0.45283,79,-0.6117,104,-0.1799,113,-0.0406
ENSG00000145824,CXCL14,18,-4.1412,130,-2.0336,1041,2.32222,674,1.43787,399,0.51542
ENSG00000113658,SMAD5,51,0.59737,26,-0.9055,67,1.05384,32,-0.1863,48,0.49043
ENSG00000152377,SPOCK1,269,-0.0840,322,0.50827,210,-0.4707,167,-0.8252,258,-0.1501
ENSG00000146021,KLHL3,21,0.04882,24,0.74027,17,-0.2804,13,-0.7104,7,-1.6255
ENSG00000177733,HNRNPA0,120,-0.5027,183,0.38965,137,-0.2927,163,-0.0256,137,-0.2964
ENSG00000031003,FAM13B,39,-0.2224,53,0.65671,34,-0.4267,20,-1.2419,40,-0.1851
ENSG00000112981,NME5,14,-1.1875,41,1.26572,16,-1.0470,17,-0.8932,20,-0.7225
ENSG00000112983,BRD8,50,-0.3513,66,0.18808,82,0.41736,48,-0.4188,52,-0.2940
ENSG00000094880,CDC23,15,-1.0770,37,0.79564,14,-1.2017,32,0.08307,23,-0.4324
ENSG00000120709,FAM53C,42,-0.2419,52,0.22316,46,-0.0940,47,-0.0624,42,-0.2183
ENSG00000120733,KDM3B,32,-0.3407,35,-0.4234,86,1.27501,45,0.18510,27,-0.6223
ENSG00000132563,REEP2,50,-1.4583,154,0.69434,97,-0.4615,125,-0.0625,107,-0.3131
ENSG00000120738,EGR1,34,-1.2656,101,1.26625,35,-1.2104,49,-0.6934,48,-0.7311
ENSG00000120705,ETF1,72,0.16662,70,0.27839,50,-0.4205,54,-0.3092,55,-0.2606
ENSG00000113013,HSPA9,174,-0.3681,227,0.11541,258,0.25972,222,0.01158,184,-0.2851
ENSG00000044115,CTNNA1,196,1.06705,82,-0.7181,80,-0.4079,162,0.73880,104,0.00859
ENSG00000146006,LRRTM2,35,-0.6182,52,0.04701,55,0.09816,33,-0.6681,79,0.70175
ENSG00000120725,SIL1,23,0.09728,19,-0.2747,46,1.29182,13,-0.7940,14,-0.6499
ENSG00000120727,PAIP2,151,-0.7343,258,0.23830,188,-0.4002,227,-0.1005,308,0.38782
ENSG00000170464,DNAJC18,61,-0.5156,91,0.26553,75,-0.1866,76,-0.1774,90,0.09711
ENSG00000131508,UBE2D2,96,-0.3194,133,0.50201,70,-0.8076,134,0.22083,75,-0.7009
ENSG00000171604,CXXC5,280,0.40131,206,-0.2062,366,0.85412,150,-0.5882,154,-0.5463
ENSG00000146005,PSD2,67,0.09386,44,-1.0640,90,0.58940,155,1.54359,56,-0.1970
ENSG00000185129,PURA,279,0.67533,155,-0.5685,279,0.67623,111,-0.7992,251,0.49830
ENSG00000182700,IGIP,105,-0.1556,131,0.51141,73,-0.7272,89,-0.4095,102,-0.2059
ENSG00000120306,CYSTM1,104,-0.2499,101,-0.5782,99,-0.3229,241,1.15173,163,0.47546
ENSG00000113068,PFDN1,80,-0.4508,115,0.27015,66,-0.7427,97,-0.1596,137,0.40292
ENSG00000131503,ANKHD1,182,1.08791,68,-0.9973,218,1.41194,56,-0.8325,88,-0.1158
ENSG00000213523,SRA1,18,-0.9989,36,0.15779,34,-0.0247,47,0.49914,30,-0.2180
ENSG00000113108,APBB3,10,-1.7338,39,1.09824,42,0.50912,13,-1.2991,7,-2.0930
ENSG00000176087,SLC35A4,27,0.43385,22,0.15601,21,-0.0081,21,0.02217,9,-1.3076
ENSG00000131495,NDUFA2,163,-0.3083,191,-0.1277,158,-0.3648,288,0.60598,228,0.22593
ENSG00000113141,IK,121,0.02293,116,-0.0859,174,0.62034,98,-0.3086,101,-0.2633
ENSG00000170445,HARS,52,-0.9140,108,0.57396,75,-0.3421,63,-0.6241,99,0.09079
ENSG00000146007,ZMAT2,145,-0.5450,208,0.06896,190,-0.1191,148,-0.5053,312,0.69459
ENSG00000120324,PCDHB10,12,-0.3786,18,0.78649,11,-0.4518,17,0.14173,2,-2.8000
ENSG00000178913,TAF7,95,-0.5715,154,0.44909,148,0.11628,92,-0.6213,115,-0.2828
ENSG00000131504,DIAPH1,23,-0.6245,38,0.36653,32,-0.1414,29,-0.2975,35,-0.0129
ENSG00000171720,HDAC3,24,-0.1034,26,0.11122,26,0.04537,27,0.12466,19,-0.4134
ENSG00000164620,RELL2,2,-3.6998,40,0.90535,32,-0.0527,20,-0.7327,31,-0.0888
ENSG00000081791,DELE1,19,-0.6306,30,0.23611,25,-0.2060,33,0.24052,25,-0.1577
ENSG00000013561,RNF14,35,-0.7421,63,0.45710,30,-0.9474,71,0.37760,47,-0.2774
ENSG00000113552,GNPDA1,36,0.10404,37,0.33243,26,-0.3718,24,-0.4971,29,-0.2136
ENSG00000131507,NDFIP1,303,-1.2257,840,1.03135,393,-0.8299,531,-0.3653,417,-0.7404
ENSG00000113578,FGF1,478,2.95915,42,-2.1953,84,-0.3203,73,-0.5308,140,0.50998
ENSG00000145819,ARHGAP26,75,-1.0906,177,0.64217,125,-0.2983,86,-0.8701,166,0.14704
ENSG00000113580,NR3C1,87,-0.2651,103,0.01714,153,0.64537,52,-1.0584,117,0.20896
ENSG00000145817,YIPF5,55,-0.3326,77,0.50899,64,-0.0986,37,-0.9393,60,-0.1827
ENSG00000183775,KCTD16,68,-1.6901,240,0.63304,188,-0.1438,121,-0.8286,241,0.25541
ENSG00000133706,LARS,100,-0.2638,122,0.13684,105,-0.1834,92,-0.3922,148,0.37029
ENSG00000091009,RBM27,69,-0.2108,75,-0.1854,108,0.51982,59,-0.4624,104,0.44731
ENSG00000113649,TCERG1,112,0.09645,107,0.05193,171,0.79196,33,-1.7761,98,-0.1253
ENSG00000156475,PPP2R2B,142,-0.5039,218,0.43253,127,-0.6743,160,-0.3092,216,0.16246
ENSG00000113657,DPYSL3,177,1.36183,59,-0.8856,110,0.53672,81,0.04079,70,-0.1965
ENSG00000176049,JAKMIP2,72,-0.0130,71,-0.0640,98,0.48734,49,-0.6072,79,0.13524
ENSG00000145868,FBXO38,24,0.17889,23,0.34498,19,-0.1500,22,0.07248,8,-1.5380
ENSG00000173210,ABLIM3,35,0.33505,28,-0.0247,35,0.33924,22,-0.4146,23,-0.3340
ENSG00000164284,GRPEL2,5,-2.0231,23,0.80650,15,-0.4163,26,0.49921,7,-1.5409
ENSG00000145882,PCYOX1L,5,-2.2938,34,1.56908,12,-1.0551,15,-0.7399,12,-1.1346
ENSG00000113712,CSNK1A1,179,-0.0846,190,0.02656,240,0.39170,200,0.09397,127,-0.6182
ENSG00000113716,HMGXB3,11,-0.8503,20,0.04277,30,0.67197,20,0.00129,16,-0.2699
ENSG00000182578,CSF1R,13,-0.4899,10,-1.6317,35,1.08803,42,1.40621,33,1.00134
ENSG00000113721,PDGFRB,27,-0.1421,15,-1.7336,110,2.37337,46,0.70485,23,-0.3738
ENSG00000011083,SLC6A7,8,-1.9688,41,1.57724,16,-0.9914,18,-0.7928,12,-1.3480
ENSG00000070808,CAMK2A,107,-2.0259,408,0.02048,417,0.04627,454,0.18428,628,0.72343
ENSG00000070814,TCOF1,57,0.85464,38,0.45730,25,-0.4618,16,-1.1284,12,-1.5511
ENSG00000019582,CD74,139,1.24611,34,-1.7616,142,1.27796,94,0.56823,87,0.44039
ENSG00000164587,RPS14,1286,0.49848,861,-0.3242,522,-0.9303,1248,0.44787,1257,0.45981
ENSG00000070614,NDST1,46,1.13457,18,-0.8027,37,0.76495,26,0.14773,17,-0.4939
ENSG00000171992,SYNPO,59,-1.0786,119,0.00081,140,0.25774,144,0.30275,134,0.18407
ENSG00000086589,RBM22,60,0.21601,55,0.19787,66,0.38226,32,-0.7446,34,-0.6865
ENSG00000132912,DCTN4,81,-0.0224,86,0.17432,93,0.19317,72,-0.2079,59,-0.5115
ENSG00000211445,GPX3,8,-3.2179,92,0.93701,51,-0.6024,66,-0.2065,67,-0.1600
ENSG00000145901,TNIP1,13,-1.1403,30,0.40385,22,-0.2939,35,0.46023,19,-0.5316
ENSG00000197043,ANXA6,81,-1.6333,300,1.14504,195,-0.2902,153,-0.6712,113,-1.1231
ENSG00000196743,GM2A,91,1.68322,18,-1.6172,52,0.66861,46,0.48708,42,0.34636
ENSG00000123643,SLC36A1,12,-0.3982,20,0.80437,11,-0.5448,9,-0.8337,11,-0.5826
ENSG00000113140,SPARC,510,1.47557,51,-3.1834,1050,3.08717,178,-0.3075,117,-0.9554
ENSG00000177556,ATOX1,165,0.24361,128,-0.3425,116,-0.3136,191,0.48560,177,0.36448
ENSG00000145907,G3BP1,40,-0.2486,41,-0.4557,79,0.85017,61,0.40162,46,-0.0449
ENSG00000155511,GRIA1,54,-1.1262,129,0.54144,154,0.50063,55,-1.1240,92,-0.3271
ENSG00000055147,FAM114A2,23,0.56582,17,0.22102,11,-0.5779,16,0.02863,8,-1.0320
ENSG00000164576,SAP30L,26,-0.2154,30,0.05286,27,-0.1500,34,0.21950,29,-0.0270
ENSG00000155506,LARP1,220,-0.2563,271,0.16752,300,0.23879,146,-0.8873,297,0.22304
ENSG00000170271,FAXDC2,95,1.48887,22,-1.5486,74,1.03978,64,0.77758,31,-0.4058
ENSG00000155508,CNOT8,20,-0.9965,45,0.57051,32,-0.3184,44,0.19979,24,-0.7470
ENSG00000082516,GEMIN5,22,0.49414,14,-0.3870,33,1.17732,13,-0.2949,7,-1.1857
ENSG00000082515,MRPL22,19,-0.6659,31,0.17150,31,0.07946,32,0.10313,28,-0.0870
ENSG00000170624,SGCD,23,-0.1336,20,-0.7425,53,1.23242,33,0.40442,25,0.00131
ENSG00000155868,MED7,3,-2.2450,17,0.44319,20,0.37136,12,-0.3454,16,0.00035
ENSG00000055163,CYFIP2,192,-1.0866,445,0.57675,311,-0.3438,324,-0.2796,366,-0.0847
ENSG00000155858,LSM11,8,-1.8860,39,1.23015,16,-0.9692,23,-0.4260,19,-0.7486
ENSG00000113282,CLINT1,34,-0.7185,59,0.36979,52,-0.0601,26,-1.0961,71,0.44478
ENSG00000145860,RNF145,79,-0.6725,138,0.52194,179,0.63705,51,-1.3220,75,-0.7488
ENSG00000164332,UBLCP1,42,-1.1805,118,1.22887,58,-0.7000,49,-0.9536,51,-0.8932
ENSG00000170214,ADRA1B,5,-1.8203,18,0.37700,20,0.30794,25,0.64536,6,-1.4249
ENSG00000113312,TTC1,130,0.02435,138,0.27374,75,-0.8413,95,-0.4734,156,0.31475
ENSG00000170234,PWWP2A,70,0.91834,32,-0.7107,60,0.63645,11,-1.9164,70,0.90634
ENSG00000170231,FABP6,18,0.27082,15,0.09789,4,-1.8796,11,-0.4837,24,0.80644
ENSG00000164609,SLU7,166,-0.3520,225,0.31242,230,0.16303,93,-1.2415,236,0.20759
ENSG00000145864,GABRB2,194,-1.6395,693,0.89401,549,-0.0444,231,-1.3786,516,-0.1442
ENSG00000022355,GABRA1,144,-1.9246,673,1.34945,279,-0.9371,241,-1.1580,390,-0.4203
ENSG00000113327,GABRG2,53,-2.4787,353,1.13568,170,-0.7599,156,-0.8850,262,-0.0833
ENSG00000113328,CCNG1,18,-0.4255,26,0.26093,12,-1.0432,31,0.38463,25,0.05104
ENSG00000170584,NUDCD2,46,0.28256,37,-0.1305,44,0.20997,31,-0.3310,42,0.12076
ENSG00000038274,MAT2B,42,-1.4616,134,0.86404,41,-1.5000,110,-0.0015,101,-0.1399
ENSG00000145934,TENM2,29,-1.6219,99,0.72311,83,-0.0098,57,-0.6071,71,-0.2497
ENSG00000113645,WWC1,52,0.13921,44,-0.2348,56,0.27853,59,0.35141,42,-0.2094
ENSG00000113643,RARS,28,-0.7828,54,0.52853,55,0.23701,41,-0.2151,24,-1.0102
ENSG00000188573,FBLL1,17,-1.8368,71,0.92290,44,-0.4336,44,-0.4306,45,-0.3969
ENSG00000120137,PANK3,28,-1.3686,80,0.61851,68,-0.0337,48,-0.5728,65,-0.0973
ENSG00000184347,SLIT3,11,-1.2710,30,0.79895,51,1.19102,4,-2.5428,3,-3.1994
ENSG00000182132,KCNIP1,6,-1.7656,16,-0.4409,38,1.19562,35,1.02810,10,-0.9102
ENSG00000181163,NPM1,230,0.05174,225,0.03507,207,-0.1166,203,-0.1524,239,0.10989
ENSG00000072803,FBXW11,98,-0.4308,141,0.35718,97,-0.4491,129,0.00221,117,-0.1546
ENSG00000168246,UBTD2,20,0.07897,20,0.12046,19,-0.0078,18,-0.0576,15,-0.3707
ENSG00000120129,DUSP1,33,-0.5537,34,-0.9577,158,2.15829,36,-0.4119,40,-0.2536
ENSG00000113719,ERGIC1,41,0.02614,37,-0.2777,56,0.52899,39,-0.0329,44,0.14170
ENSG00000037241,RPL26L1,26,-0.7507,49,0.55931,41,-0.0533,39,-0.1432,26,-0.7637
ENSG00000113732,ATP6V0E1,67,0.69506,27,-1.3863,65,0.63232,93,1.26349,55,0.36850
ENSG00000164463,CREBRF,93,0.16571,84,0.01609,102,0.31681,42,-1.0710,96,0.22163
ENSG00000145919,BOD1,27,-0.7763,52,0.61354,39,-0.1960,48,0.11732,21,-1.1850
ENSG00000113742,CPEB4,167,0.17490,151,0.03618,199,0.45917,70,-1.1799,155,0.05190
ENSG00000170091,NSG2,90,-1.9994,434,1.26645,194,-0.8432,252,-0.4368,185,-0.9116
ENSG00000164466,SFXN1,39,-1.0457,85,0.37463,82,0.09175,80,0.06410,61,-0.3818
ENSG00000113749,HRH2,15,-0.7749,27,0.18149,51,1.12790,17,-0.5967,11,-1.2234
ENSG00000145920,CPLX2,160,-1.2017,322,-0.2611,381,0.14977,403,0.24121,599,0.90481
ENSG00000051596,THOC3,10,-1.1429,24,0.42549,25,0.26962,22,0.02650,13,-0.6996
ENSG00000122203,KIAA1191,53,-1.1780,128,0.43826,72,-0.7226,120,0.07179,132,0.23020
ENSG00000175414,ARL10,55,0.81974,34,0.04676,41,0.32405,21,-0.7109,14,-1.3200
ENSG00000146066,HIGD2A,73,-0.2442,78,-0.3349,112,0.42849,108,0.37421,99,0.22662
ENSG00000175416,CLTB,66,-1.4243,193,0.56295,136,-0.3333,202,0.29981,117,-0.5655
ENSG00000113194,FAF2,36,-0.3212,42,-0.1224,74,0.85924,46,0.08935,28,-0.6672
ENSG00000146083,RNF44,40,-0.6915,68,0.33561,62,-0.0006,68,0.13808,45,-0.5095
ENSG00000169258,GPRIN1,5,-2.6052,38,0.81208,34,0.13540,35,0.16053,12,-1.4906
ENSG00000074317,SNCB,134,-1.9314,604,1.08574,251,-0.9947,408,-0.2446,343,-0.5145
ENSG00000048140,TSPAN17,11,-1.2959,33,1.10311,19,-0.4631,19,-0.4593,11,-1.2650
ENSG00000113763,UNC5A,9,-2.3114,54,1.18280,35,-0.2539,18,-1.2489,31,-0.4501
ENSG00000113761,ZNF346,8,-0.9951,15,-0.1876,19,0.24204,19,0.31592,23,0.56442
ENSG00000165671,NSD1,69,0.80025,35,-0.5663,55,0.42935,26,-0.7370,60,0.57489
ENSG00000169228,RAB24,12,-0.0974,15,0.40111,4,-1.7248,14,0.03523,14,0.10368
ENSG00000169230,PRELID1,39,-1.0967,84,0.23455,77,-0.0453,105,0.45253,66,-0.2936
ENSG00000169223,LMAN2,20,-1.0028,40,0.15090,41,0.12219,60,0.74308,22,-0.8529
ENSG00000169220,RGS14,3,-2.5449,24,0.81756,19,-0.0447,14,-0.4969,17,-0.2484
ENSG00000198055,GRK6,2,-3.1867,20,0.56843,18,0.03767,20,0.21199,14,-0.3209
ENSG00000131188,PRR7,8,-1.8715,34,0.66806,30,0.09327,33,0.25321,12,-1.2999
ENSG00000113758,DBN1,13,-2.1202,60,0.39730,50,-0.1469,73,0.46936,47,-0.2284
ENSG00000196923,PDLIM7,7,-1.3471,16,-0.4407,54,1.88946,16,-0.2064,10,-0.9687
ENSG00000183258,DDX41,33,-0.8489,65,0.52012,47,-0.3082,59,0.04183,42,-0.4700
ENSG00000146067,FAM193B,22,0.14058,19,-0.1241,30,0.67010,20,0.04941,11,-0.8426
ENSG00000184840,TMED9,32,-0.7567,59,0.55595,48,-0.1091,55,0.09037,26,-1.0445
ENSG00000027847,B4GALT7,7,-1.5388,23,0.47707,14,-0.6248,29,0.53757,17,-0.3356
ENSG00000170074,FAM153A,3,-2.2915,23,1.20083,17,-0.0639,13,-0.4838,5,-1.7056
ENSG00000204677,FAM153CP,21,-1.2570,51,0.27107,92,1.11312,24,-1.0202,31,-0.6593
ENSG00000145916,RMND5B,15,-0.8260,27,0.21611,30,0.22831,29,0.20759,20,-0.4179
ENSG00000145912,NHP2,115,-0.4705,167,0.27451,139,-0.1705,212,0.50620,85,-0.9349
ENSG00000197451,HNRNPAB,53,-0.1498,67,0.53950,56,-0.0714,42,-0.5336,33,-0.8918
ENSG00000113240,CLK4,35,-0.1157,43,0.46159,48,0.37801,27,-0.5273,13,-1.5963
ENSG00000176783,RUFY1,31,0.54903,18,-0.6415,31,0.51524,26,0.22340,27,0.26930
ENSG00000169045,HNRNPH1,156,0.20308,131,-0.1607,179,0.43300,116,-0.2643,135,-0.0241
ENSG00000127022,CANX,550,0.38656,397,-0.2979,680,0.74234,326,-0.4501,397,-0.1391
ENSG00000161013,MGAT4B,17,-0.8842,33,0.35977,26,-0.2639,40,0.46751,20,-0.6240
ENSG00000161011,SQSTM1,133,-0.3991,176,0.08003,204,0.27941,214,0.35501,113,-0.6577
ENSG00000161010,MRNIP,4,-2.5433,26,0.95533,16,-0.4492,27,0.38937,7,-1.6217
ENSG00000197226,TBC1D9B,80,0.25748,70,0.08554,61,-0.1800,70,0.03699,53,-0.4142
ENSG00000113269,RNF130,201,1.43093,80,-0.2774,46,-0.9741,73,-0.2820,69,-0.3708
ENSG00000050748,MAPK9,59,-1.6294,220,1.16220,87,-1.0407,112,-0.6633,133,-0.3922
ENSG00000113300,CNOT6,20,-0.1478,22,-0.0253,34,0.74117,16,-0.4609,18,-0.3195
ENSG00000131446,MGAT1,37,0.24483,29,-0.2401,45,0.56805,34,0.13288,23,-0.4722
ENSG00000278970,HEIH,22,-0.3883,31,0.28045,45,0.73157,19,-0.6199,15,-0.9908
ENSG00000196670,ZFP62,10,-0.5940,16,0.22102,14,-0.1197,21,0.47365,11,-0.5875
ENSG00000165810,BTNL9,0,-5.8138,20,0.15049,21,0.14810,25,0.41770,26,0.48284
ENSG00000250222,AC008443.5,28,-0.0990,24,-0.7012,21,-0.5768,68,1.36822,41,0.47681
ENSG00000146063,TRIM41,66,0.93164,32,-0.5480,51,0.47900,36,-0.0682,33,-0.1889
ENSG00000204628,RACK1,380,0.59143,221,-0.5855,297,0.18310,387,0.61981,262,-0.0188
ENSG00000183718,TRIM52,14,-0.3879,19,0.22081,19,0.07925,16,-0.1649,16,-0.1609
ENSG00000248275,TRIM52-AS1,24,0.06081,20,-0.3490,31,0.50706,28,0.34727,22,-0.0796
ENSG00000112679,DUSP22,28,-0.0403,29,0.02291,33,0.22185,31,0.13115,21,-0.4445
ENSG00000112685,EXOC2,12,-0.9214,24,0.39227,26,0.29634,15,-0.5258,19,-0.1727
ENSG00000124535,WRNIP1,26,-1.0706,61,0.74588,41,-0.3372,42,-0.3006,36,-0.5480
ENSG00000124570,SERPINB6,103,1.60374,20,-1.7499,59,0.61549,72,0.94936,47,0.25418
ENSG00000124588,NQO2,35,-0.9706,68,0.14887,54,-0.2987,73,0.18627,82,0.38580
ENSG00000137274,BPHL,15,-0.4875,20,-0.0366,28,0.53698,18,-0.1483,21,0.04317
ENSG00000137267,TUBB2A,280,-1.6717,1045,1.03315,499,-0.7962,758,-0.1458,504,-0.7839
ENSG00000137285,TUBB2B,317,-0.3194,243,-1.3138,399,0.04552,1306,2.19151,397,0.03786
ENSG00000180822,PSMG4,17,-0.8077,29,0.14100,26,-0.1261,41,0.60005,23,-0.3426
ENSG00000137266,SLC22A23,18,-0.6230,28,0.15414,38,0.57385,29,0.12732,15,-0.8724
