Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000162951,LRRTM1,14,-1.0234,6,-2.0407,16,-0.7339,35,1.42920
ENSG00000163541,SUCLG1,96,0.09208,63,-0.5771,91,-0.0157,95,0.12898
ENSG00000186854,TRABD2A,1,-4.2033,31,0.44720,16,-0.5359,31,1.27378
ENSG00000034510,TMSB10,2251,-0.1153,2762,0.22594,1310,-0.9446,2573,0.26332
ENSG00000176407,KCMF1,69,0.03250,62,-0.1407,38,-0.8973,73,0.29876
ENSG00000152291,TGOLN2,97,-1.3555,155,-0.5353,214,-0.0302,269,0.93657
ENSG00000042493,CAPG,60,3.20692,9,-0.8766,7,-1.3716,5,-2.5489
ENSG00000168906,MAT2A,73,0.27450,42,-0.6431,72,0.20720,62,-0.0735
ENSG00000115486,GGCX,28,0.32936,10,-1.2147,24,0.05653,24,0.07068
ENSG00000168899,VAMP5,90,2.52965,25,-0.3059,19,-0.7246,13,-2.0658
ENSG00000168894,RNF181,93,1.18232,31,-0.7575,19,-1.4736,46,-0.3659
ENSG00000168883,USP39,30,0.83557,5,-1.9219,12,-0.7734,19,0.01188
ENSG00000115525,ST3GAL5,71,-0.2055,57,-0.5285,98,0.33318,83,0.16755
ENSG00000132300,PTCD3,70,0.23952,35,-0.8471,76,0.35759,60,-0.0639
ENSG00000132305,IMMT,77,-0.4476,66,-0.6355,83,-0.2785,115,0.59932
ENSG00000132313,MRPL35,47,-0.2591,66,0.28450,49,-0.1690,57,0.10945
ENSG00000068615,REEP1,37,-1.5500,71,-0.4618,87,-0.1480,120,1.04308
ENSG00000115548,KDM3A,29,-0.0505,15,-1.0182,30,0.01125,32,0.32611
ENSG00000115561,CHMP3,324,-0.1420,468,0.47192,284,-0.3331,351,0.00424
ENSG00000239305,RNF103,24,-0.6342,25,-0.4705,36,0.07466,39,0.51769
ENSG00000153561,RMND5A,30,-1.1251,66,0.18718,49,-0.3002,69,0.65192
ENSG00000222041,CYTOR,13,-0.5644,11,-0.7756,54,1.82004,16,-0.5118
ENSG00000172086,KRCC1,42,0.83568,24,-0.1973,37,0.52040,21,-0.7833
ENSG00000172005,MAL,50,1.72066,16,-0.4477,20,-0.1698,14,-1.2727
ENSG00000144029,MRPS5,73,-0.5742,90,-0.1992,184,0.97570,100,-0.0678
ENSG00000115041,KCNIP3,24,-0.3324,54,1.04328,21,-0.5089,28,-0.1453
ENSG00000115042,FAHD2A,33,0.41453,22,-0.2426,43,0.79722,22,-0.5712
ENSG00000232931,LINC00342,37,-1.0256,46,-0.5993,426,3.89445,22,-2.5910
ENSG00000174501,ANKRD36C,126,-0.8118,268,0.45330,1043,3.25142,77,-2.3348
ENSG00000084090,STARD7,175,0.39189,118,-0.2830,124,-0.2095,137,-0.1094
ENSG00000135956,TMEM127,36,-0.7481,26,-1.1697,59,0.07924,67,0.76562
ENSG00000144021,CIAO1,100,-0.3389,54,-1.2418,139,0.22840,136,0.46890
ENSG00000144028,SNRNP200,73,0.25984,33,-0.9856,49,-0.4056,67,0.23953
ENSG00000114982,KANSL3,28,-0.0591,15,-0.9838,32,0.19720,30,0.24699
ENSG00000213337,ANKRD39,27,-0.1687,9,-1.7566,27,-0.1147,34,0.59073
ENSG00000144199,FAHD2B,25,0.21371,5,-2.1569,16,-0.5426,25,0.50292
ENSG00000135976,ANKRD36,74,-0.7156,170,0.68532,570,3.21064,39,-2.5030
ENSG00000230606,AC092683.1,14,-2.7069,47,-0.7603,516,4.20172,29,-2.3280
ENSG00000196912,ANKRD36B,31,-1.1240,36,-0.7998,344,3.51347,28,-1.9629
ENSG00000135940,COX5B,803,0.62271,523,-0.1594,296,-1.0401,559,-0.1174
ENSG00000115073,ACTR1B,51,-0.4495,47,-0.5528,40,-0.7853,79,0.73700
ENSG00000075568,TMEM131,42,-0.6973,42,-0.6153,73,0.24511,72,0.51864
ENSG00000040933,INPP4A,43,-1.0296,74,-0.1128,79,-0.0176,93,0.62931
ENSG00000183513,COA5,68,0.46572,61,0.21830,25,-1.1625,51,-0.1098
ENSG00000115446,UNC50,28,0.01223,21,-0.4456,14,-1.0741,31,0.45690
ENSG00000071073,MGAT4A,24,-0.8974,16,-1.4558,37,-0.1711,52,1.02260
ENSG00000196872,KIAA1211L,103,-0.6121,102,-0.5613,117,-0.3595,173,0.70478
ENSG00000135951,TSGA10,14,-0.3264,29,0.87013,35,1.21446,13,-0.8164
ENSG00000158411,MITD1,23,0.00486,28,0.31086,15,-0.6258,24,0.06741
ENSG00000185414,MRPL30,38,0.05019,30,-0.3316,17,-1.2047,41,0.41887
ENSG00000115514,TXNDC9,18,-0.0450,11,-0.8142,3,-2.5432,23,0.82668
ENSG00000158417,EIF5B,510,0.03809,600,0.29629,640,0.40390,456,-0.3099
ENSG00000135945,REV1,29,-0.6843,27,-0.6997,75,0.92513,45,0.16506
ENSG00000144218,AFF3,22,-1.2450,111,1.44782,50,0.07405,45,-0.1943
ENSG00000170500,LONRF2,72,-1.4361,152,-0.1911,136,-0.3631,214,0.97867
ENSG00000115526,CHST10,22,-0.9160,11,-1.9011,31,-0.3143,49,1.17537
ENSG00000115539,PDCL3,23,-0.0074,23,-0.0289,5,-2.3235,27,0.50848
ENSG00000170485,NPAS2,63,0.21154,69,0.35314,40,-0.5268,54,-0.1215
ENSG00000071082,RPL31,1802,1.15335,1645,0.81093,405,-1.4080,738,-0.9368
ENSG00000163162,RNF149,16,-0.6414,11,-1.1307,50,1.26531,24,0.01679
ENSG00000175874,CREG2,267,-1.6576,521,-0.5274,877,0.30094,892,0.88389
ENSG00000071054,MAP4K4,218,0.15399,516,1.63839,192,-0.0691,143,-0.9939
ENSG00000233639,PANTR1,43,1.20770,10,-1.2773,11,-1.1583,21,-0.3379
ENSG00000198914,POU3F3,116,0.89482,104,0.58327,54,-0.4770,56,-0.7813
ENSG00000135972,MRPS9,23,-0.6125,29,-0.1707,50,0.66953,34,0.11791
ENSG00000135966,TGFBRAP1,19,-0.3468,17,-0.5409,22,-0.1379,26,0.45673
ENSG00000135974,C2orf49,42,-0.2210,59,0.32538,43,-0.1586,49,0.06433
ENSG00000115641,FHL2,14,-0.7242,2,-3.3395,35,0.81326,25,0.59882
ENSG00000071051,NCK2,26,-1.0451,34,-0.5651,43,-0.2153,61,0.88491
ENSG00000115652,UXS1,22,-0.7642,43,0.33311,23,-0.6691,40,0.52643
ENSG00000144057,ST6GAL2,12,-1.2718,21,-0.2776,28,0.16048,30,0.71911
ENSG00000135968,GCC2,243,-1.8485,1250,0.84464,877,0.25036,816,0.32085
ENSG00000169756,LIMS1,51,1.30339,51,1.07212,20,-0.4264,15,-1.4610
ENSG00000153201,RANBP2,83,-0.9813,120,-0.3391,192,0.41786,168,0.48667
ENSG00000175701,MTLN,133,0.58250,81,-0.2997,35,-1.5758,99,0.05360
ENSG00000175772,LINC01106,6,-1.7021,18,-0.0899,22,0.23466,23,0.76691
ENSG00000153107,ANAPC1,23,-0.1990,11,-1.2062,31,0.31997,28,0.32984
ENSG00000144161,ZC3H8,38,-0.8948,49,-0.4095,116,1.00106,66,0.13579
ENSG00000188177,ZC3H6,100,-0.7687,300,1.08697,201,0.39702,145,-0.2753
ENSG00000114999,TTL,72,-0.4320,111,0.29316,129,0.54623,90,-0.0941
ENSG00000125611,CHCHD5,60,1.30788,23,-0.4819,12,-1.4576,26,-0.5554
ENSG00000144136,SLC20A1,17,-1.9654,29,-1.0745,68,0.23082,76,1.19413
ENSG00000144134,RABL2A,9,-0.9392,17,0.00543,34,1.15113,16,-0.0813
ENSG00000115084,SLC35F5,35,0.72319,14,-0.8526,39,0.78343,19,-0.6464
ENSG00000115091,ACTR3,101,0.12408,88,-0.1170,85,-0.1691,95,0.01820
ENSG00000175497,DPP10,61,-0.3085,46,-0.6966,83,0.22290,79,0.32776
ENSG00000235026,DPP10-AS1,15,-0.4164,18,-0.0896,14,-0.5037,22,0.46961
ENSG00000088205,DDX18,116,-0.0386,85,-0.5123,167,0.56692,116,-0.0560
ENSG00000125633,CCDC93,19,-0.3606,23,-0.0160,35,0.65052,23,-0.0627
ENSG00000125629,INSIG2,11,-1.7802,8,-2.0798,16,-1.0679,47,1.98908
ENSG00000155368,DBI,939,2.76776,189,-0.7101,94,-1.7665,136,-1.9850
ENSG00000088179,PTPN4,37,-1.4479,52,-0.8065,103,0.25235,109,0.91990
ENSG00000144118,RALB,75,-0.6743,241,1.31012,65,-0.8320,109,-0.0609
ENSG00000074054,CLASP1,34,-1.0693,39,-0.7739,69,0.12027,77,0.81198
ENSG00000155438,NIFK,45,0.53667,23,-0.5944,23,-0.5608,33,-0.0283
ENSG00000211460,TSN,52,-0.4263,13,-2.4182,57,-0.2414,81,0.90068
ENSG00000155052,CNTNAP5,2,-3.3820,21,-0.2294,28,0.22747,32,1.19847
ENSG00000136717,BIN1,91,-0.5117,89,-0.5107,100,-0.3190,142,0.61475
ENSG00000163161,ERCC3,18,-0.3068,13,-0.7675,10,-1.1843,26,0.80629
ENSG00000169967,MAP3K2,35,-0.4856,31,-0.6503,67,0.57941,50,0.24514
ENSG00000163166,IWS1,101,0.18530,115,0.37731,131,0.58979,77,-0.5314
ENSG00000136709,WDR33,31,-0.7303,37,-0.3968,51,0.12513,54,0.52335
ENSG00000144231,POLR2D,33,-0.0545,22,-0.6820,26,-0.4251,38,0.40283
ENSG00000136731,UGGT1,42,0.10199,27,-0.5821,64,0.78893,37,-0.2470
ENSG00000136720,HS6ST1,91,-0.1219,42,-1.2959,106,0.13556,108,0.37910
ENSG00000136699,SMPD4,32,0.01989,19,-0.8121,32,0.01085,34,0.23004
ENSG00000152082,MZT2B,642,0.71681,436,-0.0180,196,-1.2520,415,-0.2058
ENSG00000136710,CCDC115,32,-0.5674,23,-1.0514,33,-0.4723,55,0.85449
ENSG00000136718,IMP4,67,0.30302,41,-0.4993,54,-0.0691,56,-0.0262
ENSG00000072135,PTPN18,25,0.58465,6,-1.5159,17,-0.0889,18,-0.0280
ENSG00000178171,AMER3,9,-1.1617,4,-2.3241,33,0.92040,22,0.66520
ENSG00000136002,ARHGEF4,142,-0.0811,128,-0.2320,111,-0.4558,160,0.29214
ENSG00000152102,FAM168B,96,-0.8168,109,-0.5574,121,-0.3950,188,0.83250
ENSG00000115762,PLEKHB2,160,-0.9955,241,-0.2759,238,-0.2969,345,0.78901
ENSG00000173272,MZT2A,281,0.80309,219,0.27587,102,-0.9209,161,-0.4563
ENSG00000152127,MGAT5,32,-0.8061,33,-0.6790,54,0.06241,61,0.67924
ENSG00000152128,TMEM163,7,-1.6195,11,-0.8628,20,0.01462,25,1.12801
ENSG00000082258,CCNT2,17,-1.4211,38,-0.0696,111,1.78725,36,-0.3438
ENSG00000115839,RAB3GAP1,62,-1.1368,63,-1.0355,134,0.14053,151,0.90454
ENSG00000048991,R3HDM1,147,-1.2621,366,0.26036,715,1.42070,290,-0.2435
ENSG00000144224,UBXN4,256,0.14411,319,0.48527,311,0.44753,204,-0.4848
ENSG00000076003,MCM6,19,0.25546,12,-0.5719,4,-1.9625,19,0.45567
ENSG00000115866,DARS,137,1.22832,29,-1.4230,50,-0.6213,64,-0.4494
ENSG00000168702,LRP1B,29,-0.7680,72,0.75020,92,1.17449,39,-0.5040
ENSG00000121964,GTDC1,71,-0.8143,134,0.24567,110,-0.0623,127,0.39097
ENSG00000169554,ZEB2,225,-0.3808,684,1.54395,315,0.19166,224,-0.6911
ENSG00000121989,ACVR2A,11,-1.2345,18,-0.4454,31,0.40499,28,0.63929
ENSG00000115947,ORC4,40,-0.6864,32,-0.9787,61,0.00774,72,0.71865
ENSG00000204406,MBD5,23,-0.6070,22,-0.6718,90,1.71125,29,-0.4287
ENSG00000135999,EPC2,31,-1.0058,48,-0.2735,75,0.45970,64,0.45340
ENSG00000168280,KIF5C,535,-1.0269,1732,0.95071,767,-0.3869,1037,0.21771
ENSG00000168288,MMADHC,32,-0.0664,6,-2.5179,27,-0.2988,39,0.67472
ENSG00000080345,RIF1,147,-0.8225,210,-0.1975,399,0.86331,245,0.11925
ENSG00000162980,ARL5A,95,0.41625,66,-0.2101,69,-0.1476,72,-0.1721
ENSG00000182389,CACNB4,58,-1.8410,103,-0.8764,257,0.57933,221,0.88917
ENSG00000157827,FMNL2,168,0.39420,228,0.85240,240,0.94641,93,-1.1145
ENSG00000196504,PRPF40A,136,-0.0552,219,0.72777,219,0.72645,116,-0.6117
ENSG00000162989,KCNJ3,55,-1.7539,51,-1.7481,147,-0.1328,215,1.47868
ENSG00000115159,GPD2,46,0.65874,32,0.00015,32,-0.0117,28,-0.4825
ENSG00000136541,ERMN,51,-0.1589,287,3.24970,27,-1.1127,23,-2.1365
ENSG00000123612,ACVR1C,9,-1.1281,5,-1.7461,19,0.13897,22,1.04886
ENSG00000153237,CCDC148,24,-0.3754,72,1.52360,65,1.33927,18,-1.3104
ENSG00000144283,PKP4,93,-0.7190,333,1.46125,140,-0.0163,126,-0.3832
ENSG00000123636,BAZ2B,278,-0.0378,606,1.28594,474,0.84950,201,-1.0259
ENSG00000136536,MARCH7,25,-0.4034,16,-1.0438,39,0.36547,35,0.40214
ENSG00000153250,RBMS1,21,-0.4139,12,-1.1562,61,1.39434,25,-0.1873
ENSG00000136560,TANK,29,0.36103,16,-0.5972,9,-1.3753,25,0.29204
ENSG00000115233,PSMD14,84,0.12753,42,-0.9692,59,-0.4583,86,0.35245
ENSG00000136535,TBR1,15,-2.9837,109,0.12159,83,-0.3072,132,1.23362
ENSG00000144290,SLC4A10,49,-2.3451,199,-0.0938,343,0.80129,245,0.61408
ENSG00000115271,GCA,21,-0.4423,13,-1.1486,22,-0.2954,32,0.73399
ENSG00000182263,FIGN,15,-0.6692,30,0.42098,34,0.61904,23,-0.0665
ENSG00000153253,SCN3A,51,-1.6365,89,-0.6830,302,1.32877,148,0.26174
ENSG00000136531,SCN2A,130,-2.8447,589,-0.4379,1278,0.82497,940,0.82158
ENSG00000178662,CSRNP3,61,-1.9697,183,-0.1719,226,0.16616,251,0.91942
ENSG00000123607,TTC21B,9,-1.4458,15,-0.5283,45,1.27301,22,0.19985
ENSG00000144285,SCN1A,28,-3.0466,120,-0.7581,312,0.77631,244,0.99314
ENSG00000198648,STK39,72,-0.9842,193,0.67242,130,0.02431,136,0.21910
ENSG00000172292,CERS6,55,-1.4765,68,-1.0417,135,0.02571,170,1.11581
ENSG00000138399,FASTKD1,14,-0.7980,14,-0.7341,30,0.43480,26,0.50977
ENSG00000138398,PPIG,328,-0.7491,584,0.22671,722,0.57785,518,0.07982
ENSG00000154479,CCDC173,79,0.67640,131,1.48063,38,-0.5622,37,-1.1228
ENSG00000213160,KLHL23,41,-0.1036,20,-1.2209,56,0.40628,46,0.22886
ENSG00000138385,SSB,242,-0.3388,283,-0.0596,244,-0.2972,321,0.34433
ENSG00000138382,METTL5,50,0.03904,35,-0.5106,21,-1.2636,56,0.49625
ENSG00000144357,UBR3,40,-1.5789,82,-0.3805,143,0.51456,123,0.68695
ENSG00000128683,GAD1,48,-1.7989,39,-1.9805,75,-1.0093,204,1.95496
ENSG00000115806,GORASP2,21,-0.7760,18,-0.9649,29,-0.2642,42,0.87992
ENSG00000198586,TLK1,81,-0.6957,153,0.38336,197,0.80891,116,-0.1384
ENSG00000123600,METTL8,19,-0.2798,40,0.93359,19,-0.2923,22,-0.1725
ENSG00000077380,DYNC1I2,296,0.08579,344,0.31557,367,0.42231,254,-0.3580
ENSG00000115840,SLC25A12,34,-0.9747,23,-1.4894,61,0.00574,76,0.99018
ENSG00000144355,DLX1,20,-0.1727,12,-0.8603,7,-1.6394,27,0.82350
ENSG00000091409,ITGA6,90,2.10568,43,0.34749,8,-2.2296,19,-1.5761
ENSG00000091428,RAPGEF4,195,0.02081,522,1.73292,67,-1.6266,159,-0.6240
ENSG00000091436,MAP3K20,70,1.32819,43,0.26002,38,0.08925,23,-1.2229
ENSG00000172845,SP3,31,0.19636,24,-0.2248,20,-0.5134,28,0.11085
ENSG00000138430,OLA1,77,-0.5601,107,0.00318,85,-0.3675,121,0.47297
ENSG00000138433,CIR1,148,-0.2668,162,-0.0961,182,0.09151,180,0.17016
ENSG00000163328,GPR155,115,-0.6888,74,-1.2895,207,0.30394,201,0.64868
ENSG00000128656,CHN1,658,-1.3153,1329,-0.1300,1251,-0.2266,1754,0.84862
ENSG00000115966,ATF2,41,-0.7072,44,-0.5281,53,-0.2229,73,0.69802
ENSG00000154518,ATP5MC3,243,0.09169,85,-1.5344,120,-1.0163,270,0.64174
ENSG00000144320,LNPK,17,-1.9254,35,-0.7332,57,0.02698,73,1.19024
ENSG00000128654,MTX2,26,-1.3093,25,-1.2438,37,-0.6706,76,1.39979
ENSG00000170144,HNRNPA3,250,-0.0816,234,-0.1765,231,-0.2019,276,0.19094
ENSG00000116044,NFE2L2,183,1.52105,117,0.48105,81,-0.1155,51,-1.4467
ENSG00000018510,AGPS,25,-0.2142,37,0.45354,28,-0.0089,27,-0.0527
ENSG00000079156,OSBPL6,45,-0.8721,41,-0.9379,122,0.80674,83,0.38662
ENSG00000180228,PRKRA,30,-0.7014,33,-0.4752,40,-0.1868,53,0.66363
ENSG00000116095,PLEKHA3,53,-0.4302,51,-0.4503,52,-0.4170,78,0.57933
ENSG00000155657,TTN,10,-1.7017,43,0.57650,116,2.47928,20,-1.1463
ENSG00000187231,SESTD1,53,-0.4758,52,-0.4570,78,0.17053,77,0.38222
ENSG00000144331,ZNF385B,9,-2.1017,26,-0.5030,41,0.24872,45,1.04373
ENSG00000163510,CWC22,52,-0.8910,127,0.59536,125,0.57446,87,-0.0270
ENSG00000170035,UBE2E3,60,-0.4799,47,-0.8258,62,-0.3871,94,0.71173
ENSG00000162992,NEUROD1,10,-1.3820,0,-6.6076,19,-0.3964,34,1.73867
ENSG00000138434,ITPRID2,52,0.27140,76,0.88072,69,0.72715,33,-0.9153
ENSG00000115252,PDE1A,23,-2.0247,78,-0.0499,75,-0.0929,100,1.00649
ENSG00000077232,DNAJC10,43,-0.5977,39,-0.6947,91,0.67556,65,0.26561
ENSG00000061676,NCKAP1,188,-0.6692,210,-0.4355,291,0.08273,315,0.52210
ENSG00000170396,ZNF804A,13,-2.0370,15,-1.6552,53,0.21552,61,1.36363
ENSG00000065548,ZC3H15,246,-0.9213,374,-0.1905,461,0.14343,482,0.53817
ENSG00000138448,ITGAV,144,1.35319,22,-1.8400,41,-0.9017,64,-0.4463
ENSG00000144369,FAM171B,123,-0.6067,88,-1.0555,128,-0.4877,213,0.88547
ENSG00000144366,GULP1,12,-1.3191,3,-2.9737,49,1.04082,31,0.69921
ENSG00000204262,COL5A2,8,-2.3552,2,-3.7565,80,1.42160,42,0.74831
ENSG00000115368,WDR75,20,-0.8691,22,-0.6811,75,1.35790,33,-0.0411
ENSG00000138381,ASNSD1,36,-0.2258,22,-0.9942,21,-1.0122,50,0.76929
ENSG00000128699,ORMDL1,31,-0.1804,26,-0.4524,29,-0.2533,38,0.36488
ENSG00000064933,PMS1,26,0.02022,12,-1.1833,44,0.89864,24,-0.1222
ENSG00000198130,HIBCH,47,1.00896,24,-0.2196,37,0.45380,21,-0.8972
ENSG00000151689,INPP1,34,0.19224,23,-0.4464,43,0.53660,29,-0.2157
ENSG00000151690,MFSD6,44,-1.8593,79,-0.8536,130,-0.0764,178,1.26027
ENSG00000138386,NAB1,20,-0.9182,56,0.81124,67,1.13096,30,-0.4446
ENSG00000115419,GLS,92,-1.3311,109,-0.9719,159,-0.3911,265,1.22340
ENSG00000115415,STAT1,84,0.72400,35,-0.7742,51,-0.1917,53,-0.2482
ENSG00000128641,MYO1B,24,-0.2474,11,-1.4425,39,0.53244,30,0.29740
ENSG00000144339,TMEFF2,17,-1.7137,27,-0.8964,42,-0.2249,63,1.29228
ENSG00000196950,SLC39A10,111,-2.0932,311,-0.4047,410,0.03328,512,1.11885
ENSG00000138411,HECW2,23,-1.2827,32,-0.6672,77,0.71063,57,0.55301
ENSG00000119041,GTF3C3,19,-0.6361,30,0.13126,48,0.88474,27,-0.1032
ENSG00000197121,PGAP1,16,-1.4039,33,-0.2046,39,0.05866,46,0.79214
ENSG00000115524,SF3B1,103,-0.2898,90,-0.4787,190,0.73434,122,0.00220
ENSG00000115520,COQ10B,25,-0.5211,35,0.04136,26,-0.4514,38,0.46213
ENSG00000144381,HSPD1,339,0.37738,236,-0.2489,225,-0.3273,271,-0.0717
ENSG00000115541,HSPE1,274,1.19577,83,-0.9247,35,-2.2045,139,-0.2544
ENSG00000115540,MOB4,34,-0.9705,35,-0.8569,49,-0.3479,76,0.99052
ENSG00000115896,PLCL1,10,-2.2402,38,-0.0917,61,0.67820,47,0.66759
ENSG00000119042,SATB2,29,-1.4409,48,-0.5497,70,0.02107,85,0.95276
ENSG00000225953,SATB2-AS1,10,-1.2676,18,-0.3611,20,-0.1930,27,0.90707
ENSG00000178074,C2orf69,46,-0.5009,37,-0.7767,84,0.49920,67,0.32862
ENSG00000196141,SPATS2L,108,-0.5971,104,-0.5991,124,-0.3273,181,0.69619
ENSG00000082153,BZW1,103,-0.0335,92,-0.2185,70,-0.6417,114,0.30842
ENSG00000013441,CLK1,41,-0.3218,38,-0.3855,109,1.35691,43,-0.3919
ENSG00000155744,FAM126B,57,-1.1726,61,-0.9604,136,0.28801,138,0.82591
ENSG00000119013,NDUFB3,142,0.70866,55,-0.8926,26,-1.9967,102,0.16053
ENSG00000003402,CFLAR,57,0.85999,55,0.67752,72,1.11844,21,-1.5250
ENSG00000115993,TRAK2,44,-0.5099,93,0.72634,75,0.36651,57,-0.1779
ENSG00000155755,TMEM237,28,-0.3675,21,-0.7804,45,0.40617,37,0.29910
ENSG00000003393,ALS2,9,-2.0100,23,-0.5600,55,0.84476,39,0.67280
ENSG00000116030,SUMO1,113,0.03774,79,-0.5156,77,-0.5587,120,0.33051
ENSG00000055044,NOP58,73,-0.6083,76,-0.4912,184,0.95006,105,0.05511
ENSG00000204217,BMPR2,132,-0.6482,161,-0.2859,207,0.11256,216,0.44757
ENSG00000138439,FAM117B,11,-1.0400,14,-0.6372,22,0.09969,25,0.76714
ENSG00000163596,ICA1L,47,-0.7678,40,-0.9427,121,0.81330,81,0.33338
ENSG00000138442,WDR12,25,-0.5724,34,-0.0291,38,0.12324,38,0.30768
ENSG00000138380,CARF,14,-0.3830,22,0.31071,17,-0.0894,19,0.14251
ENSG00000138443,ABI2,187,-0.8515,231,-0.4520,334,0.13145,356,0.60109
ENSG00000173166,RAPH1,25,-1.0570,28,-0.8163,56,0.28041,56,0.73833
ENSG00000116117,PARD3B,45,1.61730,15,-0.4915,18,-0.1890,14,-1.1466
ENSG00000114933,INO80D,15,-0.8072,27,0.20396,35,0.59389,25,0.10852
ENSG00000023228,NDUFS1,138,-0.6048,160,-0.3197,160,-0.3159,226,0.60411
ENSG00000114942,EEF1B2,416,0.68894,390,0.48523,168,-0.8516,251,-0.4686
ENSG00000204186,ZDBF2,24,-1.7279,47,-0.5791,129,1.05515,77,0.45653
ENSG00000114948,ADAM23,31,-1.7231,58,-0.6704,97,0.13327,113,1.04440
ENSG00000118246,FASTKD2,17,-1.4976,44,0.04747,76,0.96125,45,0.23141
ENSG00000118263,KLF7,40,-0.3295,64,0.44686,52,0.12347,48,-0.0326
ENSG00000118260,CREB1,26,-0.9941,26,-0.9257,58,0.32599,56,0.71364
ENSG00000178385,PLEKHM3,22,-1.2551,34,-0.5328,49,0.05511,58,0.85276
ENSG00000188674,C2orf80,47,0.00184,22,-1.1852,35,-0.4422,53,0.48671
ENSG00000115020,PIKFYVE,24,-0.6018,24,-0.5500,39,0.22395,38,0.45747
ENSG00000078018,MAP2,1845,-0.4776,7299,1.95457,1845,-0.4317,1902,-0.7545
ENSG00000144406,UNC80,67,-1.6039,265,0.66098,362,1.21038,168,-0.1780
ENSG00000197713,RPE,15,-0.2951,16,-0.1954,34,1.01661,17,-0.2443
ENSG00000115365,LANCL1,67,-1.2608,83,-0.8475,89,-0.7333,187,1.28108
ENSG00000178568,ERBB4,45,-1.2365,25,-2.0238,51,-0.9803,131,1.64376
ENSG00000144451,SPAG16,58,0.14024,113,1.24704,27,-1.0433,47,-0.4455
ENSG00000138363,ATIC,37,-0.1635,15,-1.5084,31,-0.4169,47,0.65881
ENSG00000115414,FN1,75,2.57582,25,0.04787,8,-1.5845,11,-2.0732
ENSG00000079246,XRCC5,110,-0.4998,128,-0.2105,123,-0.2747,165,0.48948
ENSG00000260804,LINC01963,15,-1.5308,34,-0.2264,50,0.37682,47,0.68969
ENSG00000197756,RPL37A,3133,1.27267,2445,0.63260,759,-1.2157,1194,-0.9867
ENSG00000115457,IGFBP2,14,-1.1617,20,-0.5169,25,-0.1762,35,0.90837
ENSG00000115461,IGFBP5,216,1.88575,4,-4.3840,115,0.40721,57,-1.2541
ENSG00000163466,ARPC2,225,0.17611,212,0.05807,181,-0.1910,200,-0.0755
ENSG00000127837,AAMP,57,-0.2449,48,-0.5079,40,-0.7853,76,0.58803
ENSG00000127838,PNKD,123,0.08622,81,-0.5803,62,-0.9935,131,0.42526
ENSG00000135926,TMBIM1,138,2.30141,42,-0.2426,13,-2.0496,28,-1.5678
ENSG00000144580,CNOT9,19,-0.3519,17,-0.4681,25,0.13577,25,0.32755
ENSG00000171450,CDK5R2,41,-1.3545,55,-0.7815,101,0.16176,113,0.92164
ENSG00000144567,RETREG2,102,-0.9900,112,-0.7686,159,-0.2224,226,0.92421
ENSG00000158552,ZFAND2B,35,0.25090,25,-0.3088,27,-0.1844,30,-0.0039
ENSG00000115657,ABCB6,41,0.35967,14,-1.2897,36,0.07211,35,0.05470
ENSG00000198925,ATG9A,50,-0.6405,34,-1.1717,41,-0.8845,92,1.06241
ENSG00000115661,STK16,20,0.07445,20,0.04753,18,-0.1510,19,-0.0141
ENSG00000127824,TUBA4A,101,-1.7421,99,-1.6522,212,-0.5017,400,1.63776
ENSG00000135924,DNAJB2,121,-0.1683,109,-0.3212,109,-0.3209,145,0.33781
ENSG00000054356,PTPRN,84,-1.4627,110,-0.9559,178,-0.2071,262,1.19822
ENSG00000072195,SPEG,18,-0.1448,25,0.32698,24,0.28219,19,-0.1534
ENSG00000144591,GMPPA,17,-0.2624,3,-2.6584,8,-1.3236,25,1.13981
ENSG00000123989,CHPF,66,0.05415,44,-0.5783,38,-0.8202,71,0.40722
ENSG00000124006,OBSL1,47,0.12990,24,-0.9327,28,-0.6941,49,0.41030
ENSG00000114923,SLC4A3,40,-0.6364,35,-0.7839,55,-0.1014,69,0.68579
ENSG00000116106,EPHA4,46,-2.2462,37,-2.4331,173,-0.0976,256,1.76181
ENSG00000163082,SGPP2,7,-1.7926,17,-0.2816,25,0.33017,25,0.82359
ENSG00000116120,FARSB,43,-0.5244,29,-1.1103,76,0.40638,66,0.46704
ENSG00000123983,ACSL3,112,-1.3705,102,-1.4032,267,0.07826,325,1.13015
ENSG00000171951,SCG2,223,-0.4246,130,-1.2073,216,-0.4308,341,0.78427
ENSG00000085449,WDFY1,25,-0.9004,33,-0.3577,32,-0.4016,51,0.81008
ENSG00000135900,MRPL44,16,-1.0706,14,-1.1856,24,-0.3521,39,1.13380
ENSG00000135919,SERPINE2,351,1.26083,13,-3.9018,118,-0.7257,173,-0.2661
ENSG00000036257,CUL3,63,-0.3458,44,-0.8627,56,-0.4903,90,0.67021
ENSG00000168958,MFF,82,0.17762,42,-0.8799,50,-0.6195,81,0.34115
ENSG00000173744,AGFG1,48,-0.2830,35,-0.7142,65,0.23351,61,0.31183
ENSG00000153820,SPHKAP,6,-2.1180,21,-0.0687,14,-0.7226,29,1.29770
