Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000198944,SOWAHA,48,-1.0625,90,-0.1098,59,-0.7467,57,-0.7810,162,1.05417,163,0.90170,27,-1.9075
ENSG00000164403,SHROOM1,6,-1.2191,10,-0.6736,26,0.92502,8,-0.9960,9,-0.7464,3,-2.3795,55,2.37160
ENSG00000164405,UQCRQ,158,-1.2529,400,0.24286,187,-1.0011,206,-0.8567,696,1.35789,292,-0.3152,128,-1.5711
ENSG00000072364,AFF4,99,0.02482,79,-0.4075,75,-0.4175,123,0.37546,88,-0.1867,102,0.07072,163,0.85005
ENSG00000155329,ZCCHC10,33,0.31485,28,0.07057,11,-1.3420,31,0.22653,26,-0.0405,29,0.12277,29,0.11940
ENSG00000170606,HSPA4,85,-0.0515,123,0.76563,72,-0.3109,46,-0.9930,85,-0.0442,56,-0.6880,76,-0.2228
ENSG00000053108,FSTL4,21,0.70530,24,1.33384,15,0.09406,7,-1.0303,7,-1.0226,8,-0.8105,0,-7.6532
ENSG00000113583,C5orf15,20,-0.2452,28,0.31581,16,-0.6113,19,-0.3814,22,-0.1264,13,-0.9704,43,0.98247
ENSG00000213585,VDAC1,151,-0.2143,294,1.27088,77,-1.2524,102,-0.8227,193,0.19625,71,-1.3762,63,-1.5386
ENSG00000113558,SKP1,350,-0.4843,607,0.52908,391,-0.3116,441,-0.1217,490,0.05044,463,-0.0468,318,-0.6365
ENSG00000113575,PPP2CA,288,0.20813,362,0.81111,216,-0.2475,203,-0.3451,247,-0.0398,109,-1.2928,131,-1.0179
ENSG00000006837,CDKL3,18,-0.6146,16,-0.8785,31,0.23922,36,0.51935,21,-0.3704,43,0.78004,45,0.85872
ENSG00000119048,UBE2B,190,0.39634,180,0.41333,91,-0.7723,133,-0.1753,173,0.27766,105,-0.5507,82,-0.9241
ENSG00000237190,CDKN2AIPNL,25,-0.3834,51,1.05453,18,-0.9267,28,-0.2473,38,0.31586,10,-1.7886,13,-1.3685
ENSG00000043143,JADE2,57,0.52946,36,-0.2860,74,0.95479,44,0.11570,42,0.01079,16,-1.4392,32,-0.4238
ENSG00000152700,SAR1B,52,-0.2303,44,-0.5931,77,0.39297,55,-0.1355,47,-0.4284,67,0.17060,124,1.21675
ENSG00000113615,SEC24A,12,-0.1970,15,0.26504,4,-1.6955,20,0.68521,13,-0.0624,13,-0.0655,13,-0.0354
ENSG00000164615,CAMLG,96,-0.3318,149,0.50557,79,-0.6166,105,-0.1856,153,0.48042,92,-0.3961,56,-1.1531
ENSG00000145833,DDX46,183,0.85476,109,0.00116,91,-0.2862,90,-0.3090,50,-1.3015,132,0.30495,169,0.71130
ENSG00000181904,C5orf24,70,-0.2219,79,-0.0591,87,0.10952,84,0.04794,78,-0.0730,79,-0.0401,99,0.32181
ENSG00000113621,TXNDC15,35,-0.2546,57,0.72802,13,-1.6996,27,-0.6503,44,0.11980,42,0.03954,35,-0.2704
ENSG00000113648,H2AFY,118,0.19253,141,0.65343,57,-0.9468,84,-0.3551,113,0.13763,63,-0.8026,78,-0.4617
ENSG00000145824,CXCL14,39,-2.1929,69,-1.6048,9,-4.2251,199,0.27492,438,2.12336,343,1.20806,4,-5.3400
ENSG00000113658,SMAD5,37,-0.0678,25,-0.8320,50,0.40290,35,-0.1611,25,-0.7095,69,0.95911,70,0.99595
ENSG00000152377,SPOCK1,358,0.21910,336,0.15080,368,0.26582,393,0.37287,238,-0.4721,173,-0.9242,348,0.17465
ENSG00000146021,KLHL3,34,0.50065,31,0.48841,13,-1.0014,17,-0.5742,19,-0.4242,15,-0.7658,37,0.64754
ENSG00000177733,HNRNPA0,109,-0.2223,174,0.73451,112,-0.1788,89,-0.5390,130,0.07029,72,-0.8601,89,-0.5447
ENSG00000031003,FAM13B,87,0.35830,70,0.03415,80,0.22749,48,-0.5789,72,0.05813,46,-0.6345,78,0.19244
ENSG00000112981,NME5,23,-0.0196,40,1.23263,5,-2.2386,14,-0.7996,18,-0.5168,28,0.23851,12,-1.0240
ENSG00000112983,BRD8,76,0.31505,78,0.49201,45,-0.5013,50,-0.3599,53,-0.2886,41,-0.6453,71,0.20889
ENSG00000094880,CDC23,29,0.30687,29,0.43411,1,-4.3471,15,-0.7321,26,0.13516,39,0.80310,16,-0.6406
ENSG00000120709,FAM53C,40,-0.3437,44,-0.2145,61,0.32641,65,0.44645,50,0.00969,51,0.04205,46,-0.1286
ENSG00000120733,KDM3B,38,-0.3180,38,-0.3785,68,0.61240,38,-0.3373,50,0.11723,35,-0.4470,73,0.72893
ENSG00000132563,REEP2,195,0.54033,184,0.59199,115,-0.3168,167,0.28571,115,-0.3439,95,-0.6122,49,-1.6186
ENSG00000120738,EGR1,113,0.63851,106,0.71747,60,-0.3928,103,0.47638,65,-0.2968,37,-1.1135,7,-3.5649
ENSG00000120705,ETF1,56,0.13440,63,0.45188,45,-0.2110,35,-0.6040,55,0.12985,29,-0.8814,48,-0.0928
ENSG00000113013,HSPA9,199,-0.0327,228,0.24441,177,-0.2177,147,-0.5067,187,-0.1454,250,0.33852,199,-0.0321
ENSG00000044115,CTNNA1,40,-1.4435,65,-0.8453,124,0.32045,45,-1.2424,99,-0.0372,159,0.73314,254,1.58228
ENSG00000146006,LRRTM2,50,0.48486,41,0.21219,61,0.81315,13,-1.5970,27,-0.5698,33,-0.2114,39,0.05056
ENSG00000120725,SIL1,28,0.05070,25,-0.1730,69,1.59895,14,-0.9726,14,-1.0299,28,0.05230,28,0.05633
ENSG00000120727,PAIP2,105,-0.9440,247,0.54633,151,-0.3863,133,-0.5811,252,0.50644,143,-0.4725,148,-0.4182
ENSG00000170464,DNAJC18,77,0.14073,79,0.22275,56,-0.3775,63,-0.1827,65,-0.1506,62,-0.2248,84,0.28027
ENSG00000131508,UBE2D2,56,-0.7132,117,0.63713,37,-1.3069,59,-0.6201,126,0.68928,57,-0.6741,65,-0.4801
ENSG00000171604,CXXC5,302,0.47051,249,0.20482,176,-0.3976,213,-0.0934,177,-0.4274,149,-0.6581,320,0.56671
ENSG00000146005,PSD2,35,-1.1811,36,-1.3411,15,-2.3821,106,0.54100,94,0.39287,255,2.17235,51,-0.6128
ENSG00000185129,PURA,303,0.37504,187,-0.4959,375,0.73256,272,0.19739,179,-0.5136,199,-0.2962,337,0.55265
ENSG00000182700,IGIP,109,-0.0480,129,0.28178,143,0.38051,122,0.12204,124,0.18088,45,-1.3999,73,-0.6777
ENSG00000120306,CYSTM1,45,-0.6869,69,0.00256,43,-0.7339,46,-0.6336,113,0.94353,90,0.42084,35,-1.0350
ENSG00000113068,PFDN1,59,-0.5555,101,0.39544,60,-0.5404,83,-0.0183,112,0.53431,62,-0.4758,50,-0.8105
ENSG00000131503,ANKHD1,172,0.39125,87,-0.8407,95,-0.5567,151,0.17695,86,-0.7721,271,1.17124,230,0.88294
ENSG00000213523,SRA1,10,-1.3853,37,0.78911,7,-1.8843,13,-0.9835,39,0.76906,22,-0.2463,17,-0.6320
ENSG00000113108,APBB3,16,-0.6694,34,0.65224,16,-0.6727,15,-0.7855,25,0.02861,33,0.46490,17,-0.5539
ENSG00000176087,SLC35A4,15,-0.2669,20,0.27196,3,-2.3138,11,-0.6646,23,0.45895,6,-1.6025,35,1.13399
ENSG00000131495,NDUFA2,99,-0.9452,191,0.11520,112,-0.7447,178,-0.0274,294,0.94347,163,-0.1685,96,-0.9814
ENSG00000113141,IK,176,0.14886,140,-0.2689,271,0.86854,99,-0.7469,136,-0.2904,152,-0.0829,212,0.45962
ENSG00000120314,WDR55,19,0.66894,13,0.09895,14,0.16681,8,-0.7257,16,0.45747,5,-1.4101,8,-0.6593
ENSG00000170445,HARS,52,-0.5882,97,0.53180,90,0.26736,81,0.09838,84,0.17932,39,-1.0225,39,-1.0224
ENSG00000112855,HARS2,6,-1.2500,16,0.40439,27,1.16264,1,-3.8634,8,-0.7376,12,-0.1497,22,0.83324
ENSG00000146007,ZMAT2,343,0.56396,215,-0.2411,453,1.04396,216,-0.1865,185,-0.4733,220,-0.1535,180,-0.4744
ENSG00000120327,PCDHB14,26,0.99214,18,0.53841,8,-0.9072,6,-1.2096,14,-0.0400,12,-0.2809,8,-0.9554
ENSG00000178913,TAF7,143,0.12521,165,0.47863,110,-0.2956,77,-0.8435,127,-0.0710,109,-0.3120,136,0.03671
ENSG00000131504,DIAPH1,36,0.21137,34,0.15277,13,-1.2941,24,-0.4513,34,0.14616,67,1.25387,5,-2.5480
ENSG00000171720,HDAC3,25,0.35913,30,0.87485,2,-2.9477,16,-0.3340,27,0.55844,3,-2.6039,11,-0.9908
ENSG00000164620,RELL2,28,-0.1417,48,1.09831,7,-2.1031,18,-0.7773,44,0.71294,13,-1.2836,2,-3.5218
ENSG00000081791,DELE1,26,0.35909,18,-0.2686,21,-0.0324,20,-0.0576,28,0.48927,9,-1.2282,24,0.20234
ENSG00000013561,RNF14,31,-0.6704,70,0.91507,17,-1.5464,54,0.21774,48,0.04183,21,-1.2066,41,-0.2377
ENSG00000113552,GNPDA1,27,-0.2487,41,0.60572,35,0.18786,25,-0.3805,36,0.25077,12,-1.4348,19,-0.7990
ENSG00000131507,NDFIP1,549,0.20243,727,0.93233,332,-0.5953,409,-0.2702,446,-0.1477,286,-0.8219,197,-1.3918
ENSG00000113578,FGF1,37,-1.7528,20,-2.9504,231,1.14497,109,-0.1113,44,-1.5972,170,0.61773,472,2.60331
ENSG00000145819,ARHGAP26,263,1.04642,164,0.32982,100,-0.5388,169,0.29672,111,-0.4207,100,-0.5315,61,-1.2932
ENSG00000113580,NR3C1,139,0.51652,129,0.52949,44,-1.2904,88,-0.2333,86,-0.2902,74,-0.4971,110,0.12612
ENSG00000145817,YIPF5,78,0.30972,84,0.58790,67,0.06446,25,-1.4338,53,-0.3399,50,-0.3817,64,0.00083
ENSG00000183775,KCTD16,265,0.89037,220,0.78937,156,0.00992,79,-1.0425,150,-0.0620,64,-1.3706,27,-2.6423
ENSG00000133706,LARS,134,0.32551,120,0.18152,85,-0.4029,60,-0.9333,112,0.04079,92,-0.2840,143,0.42772
ENSG00000091009,RBM27,104,0.22494,76,-0.3296,87,-0.0528,60,-0.6417,84,-0.1173,148,0.82499,104,0.23667
ENSG00000113649,TCERG1,274,1.10808,143,0.02504,129,-0.1438,92,-0.6682,99,-0.6184,119,-0.2834,174,0.33186
ENSG00000156475,PPP2R2B,130,-0.4365,205,0.37234,102,-0.8139,114,-0.6417,232,0.55949,179,0.06508,117,-0.6064
ENSG00000113657,DPYSL3,52,-0.4625,67,-0.1000,43,-0.7675,50,-0.5198,65,-0.1400,138,1.13792,88,0.36463
ENSG00000176049,JAKMIP2,166,0.60672,101,-0.2457,114,-0.0082,96,-0.2861,99,-0.2603,143,0.36468,125,0.13834
ENSG00000145868,FBXO38,16,-0.3695,27,0.61224,16,-0.3811,12,-0.8307,22,0.12436,16,-0.3389,19,-0.1213
ENSG00000173210,ABLIM3,36,0.51224,24,-0.1579,35,0.45551,36,0.48988,20,-0.4581,27,0.01364,17,-0.7083
ENSG00000164284,GRPEL2,19,0.04735,22,0.35754,7,-1.4139,16,-0.2850,24,0.43804,19,0.03413,12,-0.7054
ENSG00000145882,PCYOX1L,29,0.48309,35,1.10239,6,-1.8268,15,-0.5100,25,0.25377,3,-2.9573,8,-1.4197
ENSG00000113712,CSNK1A1,129,-0.1696,172,0.39967,56,-1.4370,118,-0.3095,146,0.04248,114,-0.3601,204,0.58437
ENSG00000183111,ARHGEF37,7,-1.1907,8,-1.2856,19,0.21988,15,-0.1006,8,-1.0770,2,-3.1304,80,3.03785
ENSG00000113716,HMGXB3,17,-0.2740,25,0.52377,27,0.47922,9,-1.1900,16,-0.3368,21,0.11705,16,-0.3289
ENSG00000113721,PDGFRB,5,-1.8959,10,-1.0552,2,-3.2881,25,0.53682,19,0.07996,70,2.46429,11,-0.7781
ENSG00000011083,SLC6A7,26,0.14151,41,1.23827,1,-4.5224,30,0.33189,18,-0.4575,20,-0.2806,5,-2.2554
ENSG00000070808,CAMK2A,406,0.54765,289,-0.0120,245,-0.2673,382,0.44470,312,0.13207,343,0.26833,38,-3.0679
ENSG00000070814,TCOF1,72,0.68339,59,0.47022,24,-1.0671,45,-0.0731,30,-0.7914,26,-0.9169,71,0.64898
ENSG00000019582,CD74,18,-0.7879,10,-1.9256,22,-0.4752,40,0.47499,34,0.21640,71,1.45114,52,0.90557
ENSG00000164587,RPS14,367,-1.0042,486,-0.7031,952,0.50130,589,-0.2733,1083,0.84191,865,0.34362,602,-0.2394
ENSG00000070614,NDST1,19,-0.0397,11,-1.0466,12,-0.6981,41,1.20319,13,-0.6478,24,0.29300,41,1.21810
ENSG00000171992,SYNPO,141,0.19687,139,0.22824,186,0.64907,131,0.07688,106,-0.2906,133,0.09451,29,-2.1909
ENSG00000086589,RBM22,40,-0.2275,48,0.04903,42,-0.1437,39,-0.2905,44,-0.0916,45,-0.0513,67,0.60552
ENSG00000132912,DCTN4,49,-0.7645,109,0.67095,61,-0.4242,61,-0.4327,82,0.03598,54,-0.6116,87,0.13413
ENSG00000211445,GPX3,7,-2.6735,108,2.42514,1,-5.4134,26,-0.8756,47,0.02206,4,-3.4376,6,-3.0277
ENSG00000145901,TNIP1,10,-1.2858,34,0.71439,12,-1.0477,31,0.37233,30,0.37359,4,-2.5559,26,0.05681
ENSG00000197043,ANXA6,209,0.00819,420,1.83917,61,-1.8661,105,-1.0534,166,-0.3932,77,-1.5166,34,-2.7253
ENSG00000196743,GM2A,21,-0.3690,17,-0.8472,1,-4.7485,27,-0.0003,22,-0.3704,65,1.47443,62,1.39669
ENSG00000123643,SLC36A1,37,1.24538,21,0.32045,22,0.33794,22,0.36664,11,-0.8230,5,-1.8005,7,-1.4257
ENSG00000113140,SPARC,14,-3.3919,33,-2.4059,36,-2.0109,54,-1.4046,75,-0.9755,594,2.82964,395,1.90261
ENSG00000177556,ATOX1,65,-1.1092,125,-0.1272,75,-0.8869,90,-0.6193,238,1.14966,79,-0.8127,171,0.41222
ENSG00000145907,G3BP1,43,0.11875,44,0.18518,11,-1.9131,21,-1.0073,35,-0.2174,61,0.67281,63,0.73682
ENSG00000155511,GRIA1,195,1.05251,134,0.56260,105,0.02211,77,-0.4751,81,-0.4291,55,-0.9813,41,-1.4224
ENSG00000055147,FAM114A2,19,0.83849,11,-0.1185,1,-3.5460,9,-0.4341,11,-0.0376,12,0.08609,19,0.82481
ENSG00000164574,GALNT10,10,-0.5461,4,-2.0652,1,-3.1902,16,0.19762,11,-0.4227,39,1.72533,41,1.84637
ENSG00000164576,SAP30L,10,-1.7029,31,-0.0540,33,0.06742,44,0.53178,36,0.25404,30,-0.0921,34,0.12477
ENSG00000155506,LARP1,351,0.77095,235,0.14137,269,0.32684,182,-0.2995,151,-0.6450,174,-0.3682,214,-0.0415
ENSG00000170271,FAXDC2,13,-1.6498,22,-1.0640,37,-0.0842,19,-1.1047,18,-1.3052,67,0.87957,154,2.52523
ENSG00000155508,CNOT8,23,-0.5395,43,0.61794,4,-2.8973,21,-0.6819,47,0.67264,19,-0.8230,35,0.13456
ENSG00000082516,GEMIN5,21,0.23629,22,0.45798,28,0.73646,12,-0.5899,12,-0.7092,9,-1.0957,19,0.10455
ENSG00000082515,MRPL22,10,-1.2012,34,0.81622,25,0.13214,10,-1.2648,33,0.66555,0,-4.8036,19,-0.2925
ENSG00000170624,SGCD,5,-2.1461,16,-0.5664,0,-5.7405,22,0.06206,23,0.08154,54,1.55308,41,1.07783
ENSG00000155868,MED7,17,0.47556,18,0.78512,3,-1.9956,6,-1.1068,19,0.71843,0,-6.3480,9,-0.5097
ENSG00000055163,CYFIP2,398,0.26780,478,0.78714,174,-1.0288,278,-0.3081,360,0.11787,257,-0.4267,111,-1.6974
ENSG00000155858,LSM11,30,0.32768,36,0.90581,20,-0.3181,15,-0.7601,13,-1.0437,28,0.24410,16,-0.6902
ENSG00000113282,CLINT1,59,0.08477,61,0.16504,113,1.18107,25,-1.2485,50,-0.1916,37,-0.6587,44,-0.3777
ENSG00000145860,RNF145,166,0.91572,126,0.61635,88,-0.1315,72,-0.4503,67,-0.6197,51,-0.9868,67,-0.5639
ENSG00000164332,UBLCP1,100,0.36633,117,0.86537,67,-0.2649,62,-0.3893,74,-0.1327,29,-1.5441,40,-1.0465
ENSG00000170214,ADRA1B,30,1.18460,14,-0.1215,10,-0.5520,21,0.53997,16,0.10938,12,-0.2961,1,-3.3410
ENSG00000113312,TTC1,183,0.19537,172,0.12618,182,0.18085,141,-0.2187,146,-0.1862,135,-0.2879,172,0.09177
ENSG00000170234,PWWP2A,50,-0.0730,25,-1.3312,63,0.27379,45,-0.2413,24,-1.3262,83,0.73553,163,2.00076
ENSG00000170231,FABP6,14,-0.3604,15,-0.3503,37,1.21393,35,1.13282,19,0.11950,3,-2.4223,6,-1.6574
ENSG00000164609,SLU7,267,0.51107,262,0.65222,120,-0.7641,126,-0.6878,188,-0.0645,75,-1.4587,201,0.04930
ENSG00000118322,ATP10B,5,-1.4034,2,-2.7148,5,-1.2554,5,-1.3599,6,-1.1442,29,1.39081,62,3.08454
ENSG00000145864,GABRB2,536,0.44311,628,1.00233,298,-0.4961,254,-0.7424,430,0.09472,159,-1.4528,89,-2.3175
ENSG00000022355,GABRA1,636,0.71378,670,1.14592,184,-1.2518,330,-0.3526,397,-0.0696,84,-2.4112,89,-2.3297
ENSG00000113327,GABRG2,194,-0.0542,370,1.52731,60,-1.8321,149,-0.4663,204,0.02942,53,-2.0338,32,-2.7457
ENSG00000113328,CCNG1,10,-0.8386,24,0.60620,0,-5.3792,14,-0.4094,29,0.86049,10,-0.9542,18,0.00627
ENSG00000170584,NUDCD2,12,-1.4513,32,-0.0302,28,-0.2148,22,-0.5931,38,0.28075,37,0.19733,53,0.81377
ENSG00000038274,MAT2B,64,-0.3177,104,0.59826,54,-0.6015,94,0.28973,102,0.47287,30,-1.4862,32,-1.3743
ENSG00000145934,TENM2,46,-0.2505,84,1.03489,25,-1.1549,43,-0.3250,73,0.58602,12,-2.2390,11,-2.2936
ENSG00000113645,WWC1,35,-0.1821,29,-0.6127,21,-1.0049,58,0.62916,41,0.06019,86,1.31740,27,-0.5805
ENSG00000113643,RARS,42,0.24793,49,0.65858,20,-0.8803,25,-0.5669,35,-0.0429,30,-0.2785,27,-0.4751
ENSG00000188573,FBLL1,58,-0.0476,75,0.50139,37,-0.7390,66,0.16633,90,0.78957,20,-1.6848,10,-2.6914
ENSG00000120137,PANK3,90,0.45332,81,0.37479,39,-0.8687,89,0.43275,58,-0.2749,34,-1.0532,69,0.01451
ENSG00000184347,SLIT3,64,1.46728,34,0.49037,60,1.33819,12,-1.1625,9,-1.7955,10,-1.4273,4,-2.7985
ENSG00000040275,SPDL1,22,0.30967,10,-1.0425,25,0.47212,18,-0.0322,11,-0.7880,18,0.01117,46,1.56957
ENSG00000204767,INSYN2B,10,-0.4207,10,-0.4696,5,-1.3267,3,-1.9947,9,-0.6424,8,-0.8294,58,2.70769
ENSG00000181163,NPM1,158,-0.3070,186,-0.0638,256,0.46507,148,-0.4089,207,0.13080,188,-0.0330,200,0.05899
ENSG00000072803,FBXW11,95,-0.3404,132,0.23237,160,0.49447,106,-0.1693,108,-0.1617,108,-0.1421,101,-0.2574
ENSG00000168246,UBTD2,5,-1.5084,17,0.16644,9,-0.7886,11,-0.5214,15,-0.0815,35,1.37504,14,-0.1585
ENSG00000120129,DUSP1,21,0.17169,26,0.65795,5,-1.9795,25,0.43615,23,0.30879,7,-1.5226,10,-0.9728
ENSG00000113719,ERGIC1,36,0.19118,27,-0.3280,47,0.62729,45,0.53260,28,-0.2356,22,-0.5748,33,0.05365
ENSG00000037241,RPL26L1,18,-0.7774,47,1.04452,6,-2.2376,26,-0.1895,39,0.51764,8,-1.9828,20,-0.6251
ENSG00000113732,ATP6V0E1,13,-1.1365,21,-0.5019,8,-1.8365,46,0.86220,37,0.54321,28,0.06159,41,0.67219
ENSG00000164463,CREBRF,123,0.51294,75,-0.3592,137,0.69875,102,0.20697,51,-0.9511,72,-0.3377,136,0.67799
ENSG00000145919,BOD1,37,0.17272,40,0.38514,11,-1.7054,29,-0.2417,37,0.17100,37,0.16361,27,-0.3404
ENSG00000113742,CPEB4,179,0.35546,129,-0.2253,145,0.00962,176,0.32286,106,-0.5305,168,0.25351,173,0.29764
ENSG00000170091,NSG2,174,-0.5520,431,1.36185,106,-1.3049,196,-0.3661,282,0.24870,61,-2.1269,72,-1.8857
ENSG00000184845,DRD1,27,0.25620,36,0.99375,49,1.25142,4,-2.5252,8,-1.6286,16,-0.5223,11,-1.1510
ENSG00000164466,SFXN1,88,0.44327,81,0.39952,52,-0.3997,52,-0.4157,62,-0.1346,60,-0.1892,53,-0.3782
ENSG00000113749,HRH2,46,0.80595,39,0.72176,23,-0.2968,38,0.46740,20,-0.6061,7,-2.0425,11,-1.4227
ENSG00000145920,CPLX2,601,0.57419,346,-0.3952,507,0.29267,765,0.98858,420,-0.0121,394,-0.1137,84,-2.4405
ENSG00000051596,THOC3,21,0.26565,32,1.44232,0,-4.6778,19,0.15984,18,-0.0081,0,-6.9266,5,-1.8765
ENSG00000122203,KIAA1191,90,0.08150,98,0.29015,95,0.17955,76,-0.1865,94,0.18585,72,-0.2745,38,-1.2479
ENSG00000175414,ARL10,74,1.02408,47,0.33860,11,-1.8789,25,-0.7204,30,-0.4663,32,-0.3458,55,0.52818
ENSG00000146066,HIGD2A,29,-0.9398,50,-0.1009,19,-1.5445,39,-0.4716,107,1.43917,33,-0.7214,43,-0.3204
ENSG00000175416,CLTB,104,-0.6819,240,0.92190,88,-0.9343,110,-0.5904,206,0.46535,100,-0.7325,71,-1.2659
ENSG00000113194,FAF2,56,-0.0391,58,0.00778,56,-0.0341,61,0.09139,42,-0.5194,81,0.55743,62,0.13136
ENSG00000146083,RNF44,67,0.35572,60,0.23823,46,-0.2480,57,0.10337,45,-0.3129,65,0.30119,32,-0.8099
ENSG00000169258,GPRIN1,18,-0.3149,33,0.89292,13,-0.7845,17,-0.4246,24,0.17965,20,-0.1165,5,-2.1653
ENSG00000074317,SNCB,400,0.30652,484,0.86669,170,-1.0329,283,-0.2493,415,0.41914,102,-1.8011,73,-2.2979
ENSG00000048140,TSPAN17,39,0.80800,28,0.33710,11,-1.2103,24,0.03934,25,0.05225,22,-0.1369,9,-1.4156
ENSG00000113763,UNC5A,36,0.15105,49,0.95695,15,-1.1192,32,-0.0020,30,-0.1346,29,-0.1507,3,-3.3142
ENSG00000087206,UIMC1,23,0.41570,12,-0.6643,19,0.11735,18,0.06434,6,-1.5956,33,1.05655,32,1.00460
ENSG00000113761,ZNF346,13,-0.4520,19,0.25181,12,-0.4834,21,0.32811,13,-0.3940,19,0.16460,20,0.30061
ENSG00000165671,NSD1,89,0.41505,44,-0.8285,99,0.59336,78,0.21606,47,-0.6653,73,0.09131,122,0.94949
ENSG00000169228,RAB24,16,0.38570,16,0.41873,0,-6.5287,12,-0.1355,16,0.37445,15,0.27445,6,-0.9977
ENSG00000169230,PRELID1,30,-1.2311,85,0.49713,56,-0.2791,65,-0.0567,92,0.58449,51,-0.4493,33,-1.0905
ENSG00000169223,LMAN2,33,-0.1896,45,0.40153,27,-0.4628,28,-0.4215,38,0.04867,36,-0.0442,35,-0.0683
ENSG00000169220,RGS14,7,-1.2366,21,0.63627,0,-5.3617,12,-0.4779,26,0.88112,23,0.55975,3,-2.2663
ENSG00000131187,F12,21,0.65315,20,0.78478,0,-6.6714,15,0.10831,19,0.55704,6,-1.2627,0,-4.3827
ENSG00000198055,GRK6,12,-0.3599,21,0.83327,3,-2.2460,18,0.31525,18,0.36881,6,-1.2134,8,-0.9826
ENSG00000131188,PRR7,14,-0.5842,28,0.61898,7,-1.6769,39,1.04178,19,-0.1653,17,-0.2802,10,-1.1334
ENSG00000113758,DBN1,77,0.45486,80,0.68975,28,-1.1106,64,0.15466,57,-0.0513,33,-0.8990,29,-1.0932
ENSG00000196923,PDLIM7,20,0.71588,20,1.02814,6,-1.1960,7,-0.8341,12,-0.0785,1,-3.5027,9,-0.4920
ENSG00000183258,DDX41,32,-0.4702,64,0.91032,6,-2.8460,37,-0.2335,51,0.30756,38,-0.2033,23,-0.9678
ENSG00000146067,FAM193B,31,0.58339,23,0.11473,9,-1.3766,24,0.12950,20,-0.1790,6,-1.9193,40,0.99677
ENSG00000184840,TMED9,29,-0.3572,42,0.23916,41,0.15997,58,0.73617,25,-0.6459,34,-0.1533,33,-0.1845
ENSG00000027847,B4GALT7,28,0.42891,30,0.76391,6,-1.9399,26,0.33186,18,-0.2740,12,-0.8890,15,-0.5639
ENSG00000170074,FAM153A,26,0.98603,22,1.02296,2,-2.6129,9,-0.7134,16,0.27130,1,-3.8925,4,-1.6759
ENSG00000204677,FAM153CP,163,2.53576,37,-0.2160,18,-1.2714,45,0.12594,22,-1.0191,15,-1.5230,16,-1.4352
ENSG00000145916,RMND5B,31,0.27106,31,0.35879,10,-1.4485,12,-1.1382,29,0.15485,41,0.71980,18,-0.6176
ENSG00000145912,NHP2,73,-0.7590,140,0.36402,137,0.24082,103,-0.2215,158,0.54669,73,-0.7602,60,-1.0545
ENSG00000197451,HNRNPAB,54,-0.0009,66,0.43485,42,-0.4008,33,-0.7772,49,-0.1525,51,-0.0801,63,0.23995
ENSG00000113240,CLK4,68,0.91503,45,0.32543,9,-2.1349,37,-0.0721,24,-0.8139,49,0.35699,42,0.12456
ENSG00000169131,ZNF354A,17,0.65315,15,0.60728,12,0.05837,4,-1.4911,9,-0.3199,2,-2.4123,14,0.39182
ENSG00000176783,RUFY1,40,0.67298,26,0.01039,14,-0.9261,21,-0.3143,21,-0.3600,20,-0.4156,45,0.89059
ENSG00000169045,HNRNPH1,121,0.30100,112,0.22929,99,-0.0201,96,-0.0675,64,-0.7814,91,-0.1576,134,0.46565
ENSG00000127022,CANX,572,0.44477,355,-0.4034,588,0.49235,362,-0.2925,275,-0.7882,542,0.35570,673,0.71907
ENSG00000161013,MGAT4B,31,0.25332,23,-0.3073,6,-2.1974,49,0.99268,39,0.70071,22,-0.3240,13,-1.0587
ENSG00000161011,SQSTM1,98,-0.6315,177,0.39210,76,-1.0182,145,-0.0233,160,0.14987,130,-0.1964,172,0.25430
ENSG00000161010,MRNIP,7,-1.0168,15,-0.0016,15,0.07867,13,-0.1503,22,0.77574,2,-2.8315,20,0.51556
ENSG00000197226,TBC1D9B,42,-0.3445,53,-0.0116,32,-0.7551,41,-0.3896,61,0.26164,65,0.33114,68,0.40226
ENSG00000113269,RNF130,65,-0.6160,69,-0.6479,204,1.25678,61,-0.7158,66,-0.6551,101,0.06145,198,1.20192
ENSG00000050748,MAPK9,176,0.10670,211,0.54056,203,0.33804,172,0.07072,163,-0.0162,85,-1.0162,51,-1.7856
ENSG00000113300,CNOT6,30,0.70433,17,-0.2045,10,-0.9175,29,0.65631,16,-0.2936,20,0.05131,19,-0.0261
ENSG00000131446,MGAT1,16,-0.6552,28,0.31545,10,-1.2572,24,0.01724,26,0.11948,32,0.45680,23,-0.0840
ENSG00000278970,HEIH,18,-0.3113,25,0.26952,16,-0.5048,21,-0.1030,25,0.19842,19,-0.2634,23,0.05023
ENSG00000250222,AC008443.5,3,-2.3884,12,-0.6377,22,0.44788,25,0.66418,24,0.72586,23,0.49761,9,-0.9664
ENSG00000146063,TRIM41,38,0.12866,27,-0.5326,65,1.00703,35,-0.0172,24,-0.6619,19,-0.9355,68,1.08085
