Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000169230,PRELID1,23,-1.8018,60,-0.3673,42,-0.8940,79,0.08238,54,-0.5711,99,0.48573,72,-0.0719,123,0.88946
ENSG00000169223,LMAN2,23,-0.5463,26,-0.3457,8,-2.0279,36,0.17788,24,-0.5128,46,0.63532,36,0.18646,42,0.45027
ENSG00000169220,RGS14,5,-2.2932,14,-0.8387,10,-1.3217,32,0.48122,13,-1.0241,38,0.79546,20,-0.2909,39,0.84047
ENSG00000198055,GRK6,5,-1.4874,15,0.04743,17,0.22353,10,-0.5277,12,-0.3556,14,-0.0452,13,-0.1220,26,1.03234
ENSG00000131188,PRR7,11,-0.7734,8,-1.2765,6,-1.6844,16,-0.2802,15,-0.3887,27,0.65169,5,-2.0195,40,1.43449
ENSG00000113758,DBN1,22,-1.3689,27,-1.0578,30,-0.8601,80,0.71478,63,0.27097,58,0.14526,57,0.08616,53,-0.0090
ENSG00000196923,PDLIM7,0,-4.0401,8,-0.6771,0,-5.7234,11,-0.2568,10,-0.3162,18,0.66743,22,0.91321,21,0.88667
ENSG00000183258,DDX41,14,-1.8767,37,-0.4756,18,-1.5217,46,-0.1652,63,0.37540,68,0.51055,61,0.28336,62,0.36724
ENSG00000146067,FAM193B,24,0.37122,14,-0.4415,9,-1.0781,13,-0.6261,22,0.26324,14,-0.5099,35,0.96937,24,0.39492
ENSG00000184840,TMED9,18,-1.0041,12,-1.6599,17,-1.0799,38,0.13398,37,0.06955,47,0.49805,35,-0.0205,49,0.59093
ENSG00000027847,B4GALT7,15,-0.3585,11,-0.8232,12,-0.6997,12,-0.7126,16,-0.2597,14,-0.4136,25,0.48440,38,1.34337
ENSG00000170074,FAM153A,2,-3.3384,10,-1.0975,0,-6.4145,19,-0.1899,56,1.92589,13,-0.7474,8,-1.4758,29,0.58038
ENSG00000204677,FAM153CP,23,-1.3204,65,0.25596,23,-1.3244,47,-0.2517,145,1.95768,38,-0.5998,20,-1.5003,34,-0.7978
ENSG00000145916,RMND5B,14,-0.6436,4,-2.3675,7,-1.6840,22,0.10142,25,0.31705,28,0.51697,16,-0.4094,30,0.63908
ENSG00000145912,NHP2,66,-1.0083,85,-0.6276,82,-0.6734,139,0.14664,95,-0.4924,160,0.40088,108,-0.2570,200,0.82737
ENSG00000197451,HNRNPAB,78,0.44036,34,-0.8486,61,0.05382,63,0.10863,54,-0.1772,52,-0.2406,58,-0.0437,72,0.34357
ENSG00000113240,CLK4,26,-0.5256,37,0.02451,6,-2.6566,28,-0.4446,83,1.60871,16,-1.2707,17,-1.0887,47,0.47254
ENSG00000169131,ZNF354A,13,-0.1066,18,0.31557,2,-2.5528,18,0.38720,23,0.82505,10,-0.6193,11,-0.3508,13,-0.1297
ENSG00000176783,RUFY1,51,0.92450,36,0.33275,29,0.02137,37,0.41845,29,0.00724,19,-0.6783,18,-0.6782,21,-0.5186
ENSG00000169045,HNRNPH1,132,0.54477,89,-0.0852,47,-1.0654,99,0.09811,108,0.23969,80,-0.2697,70,-0.4613,108,0.23715
ENSG00000127022,CANX,608,0.54985,501,0.24013,433,0.00730,344,-0.3793,487,0.21268,338,-0.4095,677,0.72752,307,-0.5699
ENSG00000161013,MGAT4B,13,-1.0051,23,-0.1095,12,-1.0506,23,-0.1026,15,-0.7964,35,0.65072,21,-0.2030,39,0.84638
ENSG00000161011,SQSTM1,129,0.01629,77,-0.7752,70,-0.9148,101,-0.3933,108,-0.2897,146,0.23268,169,0.44024,189,0.71004
ENSG00000161010,MRNIP,7,-1.5165,21,-0.0086,2,-3.1408,18,-0.2726,24,0.28351,22,0.13454,22,0.11922,34,0.87539
ENSG00000197226,TBC1D9B,90,0.45863,47,-0.5527,77,0.21837,37,-0.9826,61,-0.1683,67,-0.0076,72,0.10397,96,0.63516
ENSG00000113269,RNF130,204,1.55529,45,-0.8713,65,-0.3314,67,-0.3152,56,-0.5974,66,-0.3219,95,0.26989,88,0.15842
ENSG00000050748,MAPK9,69,-1.5677,139,-0.5084,153,-0.3628,195,0.00885,212,0.16064,201,0.06401,245,0.37701,250,0.45703
ENSG00000113300,CNOT6,24,0.42935,18,0.02188,13,-0.4507,12,-0.6826,22,0.29655,18,0.02014,11,-0.7930,24,0.47576
ENSG00000131446,MGAT1,16,-0.4642,27,0.32197,20,-0.1257,14,-0.6846,19,-0.2401,28,0.46160,13,-0.7128,31,0.62119
ENSG00000278970,HEIH,19,-0.1852,13,-0.7402,25,0.25547,26,0.32175,15,-0.6044,21,-0.0243,23,0.10393,27,0.38325
ENSG00000196670,ZFP62,17,0.26506,7,-1.0224,15,0.09677,18,0.43597,12,-0.2288,16,0.24160,10,-0.5009,14,-0.0731
ENSG00000250222,AC008443.5,13,-1.0109,29,0.19428,31,0.31338,22,-0.2941,13,-1.1389,44,0.97698,18,-0.5497,30,0.29190
ENSG00000146063,TRIM41,57,0.90549,26,-0.3320,36,0.15261,24,-0.4758,34,0.06401,33,0.01653,26,-0.3268,31,-0.0611
ENSG00000204628,RACK1,266,0.26662,179,-0.3551,250,0.16741,191,-0.2804,139,-0.8015,319,0.62621,144,-0.6929,283,0.40159
ENSG00000183718,TRIM52,21,-0.2004,43,0.91247,1,-3.9595,13,-1.0625,39,0.85250,23,-0.0940,27,0.13834,25,0.06773
ENSG00000248275,TRIM52-AS1,19,-0.0854,30,0.65771,17,-0.2786,23,0.22582,15,-0.4519,26,0.44018,7,-1.5909,20,-0.0059
ENSG00000112679,DUSP22,32,0.26656,27,0.01490,10,-1.4349,19,-0.5471,21,-0.4417,42,0.79812,19,-0.4952,35,0.47408
ENSG00000112685,EXOC2,18,-0.2917,3,-2.9445,8,-1.4215,27,0.41275,19,-0.2243,21,-0.0674,31,0.60606,32,0.72241
ENSG00000124535,WRNIP1,23,-1.0491,23,-1.0017,12,-1.9224,52,0.24519,56,0.37996,37,-0.3155,57,0.35669,68,0.73850
ENSG00000124570,SERPINB6,79,1.48841,44,0.51442,30,-0.0727,17,-1.0256,16,-1.1029,46,0.65689,18,-0.8671,27,-0.2919
ENSG00000124588,NQO2,20,-1.6827,36,-0.7816,28,-1.1712,45,-0.5021,73,0.33161,65,0.11367,114,1.01964,82,0.53845
ENSG00000137274,BPHL,12,-0.5907,22,0.28951,11,-0.7313,14,-0.3941,20,0.15495,19,0.04136,12,-0.6483,28,0.74800
ENSG00000137267,TUBB2A,127,-2.3274,177,-1.8376,311,-1.0033,639,0.11885,785,0.48885,446,-0.4920,802,0.47027,1004,0.95998
ENSG00000137285,TUBB2B,181,-0.2508,342,0.76749,192,-0.1581,69,-1.7886,107,-1.1290,500,1.68559,62,-1.8674,211,-0.0134
ENSG00000180822,PSMG4,10,-1.0848,12,-0.8630,6,-1.9096,34,0.84026,13,-0.8449,23,0.13810,23,0.07901,33,0.78140
ENSG00000137266,SLC22A23,33,0.41524,27,0.08780,2,-3.8114,14,-0.9339,14,-0.9343,28,0.14245,35,0.49032,48,1.19284
ENSG00000145945,FAM50B,14,-0.2737,10,-0.7680,12,-0.5113,29,0.98127,4,-2.0740,17,0.03523,11,-0.5832,27,0.84067
ENSG00000112739,PRPF4B,285,0.70253,296,0.76125,139,-0.4387,234,0.42098,257,0.59223,95,-1.0926,153,-0.2881,85,-1.2645
ENSG00000198721,ECI2,23,-0.5422,43,0.39073,34,0.02489,28,-0.3147,28,-0.2754,51,0.75571,27,-0.3325,30,-0.1808
ENSG00000153046,CDYL,72,0.68563,113,1.45340,53,0.19192,44,-0.1098,31,-0.6817,46,-0.0366,41,-0.2288,21,-1.2686
ENSG00000214113,LYRM4,21,-1.1887,26,-0.9036,67,0.57477,41,-0.1878,40,-0.2682,62,0.52775,49,0.08199,54,0.25510
ENSG00000124785,NRN1,51,-2.9180,364,0.01546,274,-0.4275,453,0.40568,323,-0.1865,394,0.15443,319,-0.1908,489,0.54499
ENSG00000216863,LY86-AS1,4,-2.6279,11,-1.3266,18,-0.5809,57,1.50154,27,0.04151,23,-0.2004,7,-1.8236,29,0.20832
ENSG00000124783,SSR1,119,0.36899,105,0.16982,67,-0.5334,90,-0.0708,104,0.18172,92,-0.0343,100,0.09985,82,-0.2259
ENSG00000124784,RIOK1,46,0.64298,32,0.07764,23,-0.4652,26,-0.2523,44,0.64009,19,-0.8275,45,0.59911,23,-0.5165
ENSG00000168566,SNRNP48,39,0.82602,26,0.15560,14,-0.7795,36,0.76693,32,0.56374,10,-1.2530,17,-0.4360,13,-0.9050
ENSG00000239264,TXNDC5,21,0.02831,8,-1.3201,9,-1.1487,19,-0.1472,19,-0.1003,23,0.17770,33,0.77865,26,0.41945
ENSG00000124802,EEF1E1,25,-0.7752,29,-0.5225,22,-0.9713,45,0.14967,20,-1.1352,39,-0.0905,73,0.92780,68,0.92429
ENSG00000124786,SLC35B3,28,0.78556,12,-0.4722,13,-0.3532,23,0.50971,17,0.04648,12,-0.4952,7,-1.2151,18,0.15197
ENSG00000111845,PAK1IP1,46,0.22160,43,0.13227,47,0.26035,51,0.42915,52,0.47890,21,-1.0482,38,-0.0744,28,-0.5862
ENSG00000111843,TMEM14C,54,-0.6209,61,-0.4178,47,-0.8290,68,-0.2909,63,-0.4059,91,0.21252,119,0.62704,121,0.72830
ENSG00000137210,TMEM14B,35,-1.2049,54,-0.5771,67,-0.2330,71,-0.1587,65,-0.3098,90,0.25582,89,0.20208,120,0.77143
ENSG00000197977,ELOVL2,25,0.14789,45,1.06843,30,0.40915,1,-3.8083,6,-2.1565,58,1.84894,16,-0.5138,14,-0.7692
ENSG00000224531,SMIM13,50,-1.3528,65,-0.9491,148,0.31385,92,-0.4700,118,-0.0454,118,-0.0544,173,0.56525,183,0.74137
ENSG00000205269,TMEM170B,25,-1.2096,55,-0.0150,31,-0.8718,72,0.45580,40,-0.5291,62,0.20107,46,-0.2939,80,0.65395
ENSG00000095951,HIVEP1,43,0.33325,70,1.12521,28,-0.3610,34,-0.0387,53,0.73733,21,-0.8172,18,-0.9681,22,-0.7498
ENSG00000112137,PHACTR1,88,-1.2320,222,0.17903,283,0.56967,163,-0.3280,215,0.14579,257,0.46301,179,-0.1567,167,-0.2919
ENSG00000145979,TBC1D7,10,-0.9078,4,-2.0363,18,-0.0298,18,0.00674,16,-0.1829,13,-0.4840,40,1.28960,25,0.54837
ENSG00000145990,GFOD1,52,-1.8883,192,0.09824,222,0.32964,265,0.69642,171,-0.0940,151,-0.2993,163,-0.1610,181,0.00595
ENSG00000124523,SIRT5,12,-1.2270,24,-0.1887,21,-0.3782,28,0.09885,26,-0.0464,23,-0.2778,33,0.33249,39,0.66227
ENSG00000225921,NOL7,177,0.39722,208,0.66374,149,0.12134,154,0.20036,116,-0.2937,128,-0.1291,119,-0.2278,102,-0.5060
ENSG00000010017,RANBP9,9,-3.2376,51,-0.7642,67,-0.3547,100,0.31794,93,0.17683,85,0.01867,111,0.44714,106,0.41551
ENSG00000050393,MCUR1,57,-0.2599,100,0.63368,56,-0.2856,64,-0.0887,47,-0.5825,85,0.42437,61,-0.1350,69,0.05722
ENSG00000180537,RNF182,3,-2.3709,18,-0.0484,26,0.55514,4,-2.3174,19,0.04943,40,1.45005,9,-1.0066,20,0.10869
ENSG00000112149,CD83,4,-2.8567,32,0.15564,11,-1.4220,15,-1.0986,19,-0.7212,26,-0.1901,61,1.22210,61,1.39777
ENSG00000008083,JARID2,33,0.17318,42,0.55218,17,-0.8734,24,-0.3719,33,0.14615,24,-0.3862,44,0.61445,31,0.05631
ENSG00000047579,DTNBP1,22,-0.8920,49,0.36108,18,-1.1844,43,0.16195,14,-1.6756,67,0.96397,46,0.24333,45,0.23676
ENSG00000007944,MYLIP,49,1.50211,13,-0.6154,17,-0.2350,24,0.34592,16,-0.2845,11,-0.9440,23,0.24385,15,-0.3897
ENSG00000124788,ATXN1,90,-0.2128,101,-0.0300,173,0.83772,84,-0.3342,107,0.07586,122,0.29268,73,-0.5218,85,-0.3162
ENSG00000112186,CAP2,59,-2.4645,143,-1.1658,402,0.43597,444,0.67526,423,0.58278,181,-0.8659,297,-0.0439,336,0.16198
ENSG00000137414,FAM8A1,32,-0.4186,34,-0.3229,30,-0.5228,48,0.22794,38,-0.1839,43,0.02072,64,0.66605,44,0.08330
ENSG00000124789,NUP153,23,-0.0644,28,0.28012,9,-1.4818,16,-0.6878,25,0.06990,23,-0.0330,33,0.51850,32,0.54919
ENSG00000137177,KIF13A,112,2.26125,45,0.61170,20,-0.6512,22,-0.5042,19,-0.8040,24,-0.3974,20,-0.6233,19,-0.7562
ENSG00000137364,TPMT,20,-1.6400,69,0.25421,35,-0.8076,86,0.67503,27,-1.2893,93,0.83008,54,-0.1515,60,0.02250
ENSG00000165097,KDM1B,16,0.29078,25,1.05321,8,-0.8013,17,0.47017,12,-0.1280,14,0.13119,2,-2.3999,10,-0.5070
ENSG00000124795,DEK,435,1.39414,350,1.01098,231,0.33026,228,0.33921,169,-0.1759,90,-1.1978,96,-1.0254,84,-1.3138
ENSG00000172201,ID4,193,1.36727,142,0.83399,104,0.33517,32,-1.5655,43,-1.1113,166,1.27498,16,-2.5097,39,-1.2451
ENSG00000112242,E2F3,11,-1.0319,23,0.02917,16,-0.5346,28,0.35493,39,0.99450,11,-1.1695,29,0.40371,18,-0.3471
ENSG00000124766,SOX4,31,0.82229,52,1.71109,16,-0.2648,10,-0.9855,19,0.04179,18,-0.0481,7,-1.4729,12,-0.7614
ENSG00000272168,CASC15,22,-1.2980,66,0.34869,62,0.24567,59,0.19040,77,0.68921,47,-0.1995,36,-0.5934,40,-0.4400
ENSG00000152954,NRSN1,67,-1.6048,341,0.92954,181,-0.0926,184,-0.0737,162,-0.2939,252,0.48324,201,0.07218,160,-0.3071
ENSG00000124532,MRS2,20,-0.4145,14,-0.9126,21,-0.3212,21,-0.3971,21,-0.3349,26,-0.0221,41,0.72611,41,0.79999
ENSG00000112293,GPLD1,3,-2.2866,23,0.43603,5,-1.7392,10,-0.7986,26,0.71279,13,-0.4586,28,0.78027,24,0.60786
ENSG00000112294,ALDH5A1,46,-1.1403,127,0.42288,89,-0.1329,76,-0.4125,73,-0.4859,122,0.39739,124,0.38100,120,0.36887
ENSG00000137261,KIAA0319,19,-0.8566,34,0.01174,38,0.17658,25,-0.5188,39,0.23303,30,-0.2020,41,0.32208,43,0.42860
ENSG00000111802,TDP2,34,-1.0729,44,-0.6798,67,-0.0282,63,-0.1435,54,-0.3836,85,0.38394,99,0.59392,86,0.40326
ENSG00000112304,ACOT13,25,-0.8146,33,-0.3887,22,-0.9699,38,-0.1739,28,-0.6630,53,0.41889,74,0.92583,56,0.50105
ENSG00000112308,C6orf62,164,-0.0849,249,0.58737,192,0.16519,166,-0.0682,187,0.13551,167,-0.0614,162,-0.1025,134,-0.4314
ENSG00000112312,GMNN,31,1.29239,15,0.16340,9,-0.6435,9,-0.6371,8,-0.9268,18,0.48508,16,0.21542,12,-0.2127
ENSG00000111913,RIPOR2,18,-0.8734,39,0.33453,25,-0.3383,45,0.64321,37,0.28694,27,-0.2499,26,-0.3241,26,-0.3336
ENSG00000079691,CARMIL1,21,-0.4994,55,1.01598,31,0.07401,20,-0.6117,35,0.31056,43,0.71060,23,-0.3851,12,-1.3921
ENSG00000197061,HIST1H4C,60,-1.4343,290,1.02392,140,-0.1560,289,1.17874,88,-0.9230,156,0.01405,91,-0.8117,103,-0.6699
ENSG00000168298,HIST1H1E,35,0.75849,53,1.47047,25,0.20986,40,1.14280,15,-0.5673,8,-1.6132,13,-0.7684,4,-2.5485
ENSG00000112763,BTN2A1,40,0.63394,25,-0.0970,11,-1.2757,25,-0.1251,33,0.37773,15,-0.9121,47,0.87869,26,-0.0561
ENSG00000228223,HCG11,16,-0.0182,23,0.55951,26,0.76412,14,-0.1818,18,0.22041,13,-0.3160,8,-1.0539,14,-0.2205
ENSG00000182952,HMGN4,10,-1.1208,16,-0.4276,12,-0.8978,22,0.02682,22,0.03322,27,0.41386,12,-0.9181,33,0.77213
ENSG00000181315,ZNF322,27,0.57462,27,0.58433,24,0.34767,24,0.41138,23,0.31836,6,-1.6951,8,-1.2346,17,-0.1576
ENSG00000096654,ZNF184,11,-0.4412,14,-0.0461,3,-2.4146,25,0.91156,8,-1.0491,11,-0.4318,23,0.65471,20,0.52724
ENSG00000269293,ZSCAN16-AS1,71,0.25172,47,-0.3842,55,-0.1450,38,-0.7593,34,-0.9620,108,1.07338,26,-1.2749,84,0.57916
ENSG00000197062,ZSCAN26,22,0.31037,26,0.57114,14,-0.3522,23,0.41872,22,0.37246,14,-0.3742,13,-0.4424,10,-0.8444
ENSG00000204713,TRIM27,30,0.24826,16,-0.7268,22,-0.2521,19,-0.4659,26,-0.0140,24,-0.1304,33,0.40068,35,0.54692
ENSG00000204681,GABBR1,152,-0.5201,160,-0.4396,177,-0.2841,206,-0.0499,225,0.09925,291,0.56258,145,-0.5924,236,0.18126
ENSG00000204655,MOG,206,4.82459,6,-2.0767,26,0.18794,4,-2.5818,11,-1.2582,3,-2.9177,3,-2.9094,2,-3.4908
ENSG00000206503,HLA-A,145,0.91498,72,-0.2188,93,0.19205,25,-1.9150,36,-1.3459,168,1.35926,52,-0.7033,85,0.05312
ENSG00000204619,PPP1R11,24,-1.4757,46,-0.5189,45,-0.5515,75,0.28669,41,-0.7306,86,0.53621,63,-0.0283,92,0.65841
ENSG00000234127,TRIM26,29,1.01768,16,0.12289,16,0.09527,14,-0.1363,14,-0.1628,7,-1.1708,7,-1.0427,22,0.63182
ENSG00000231074,HCG18,155,0.37875,141,0.22778,190,0.71067,146,0.30975,189,0.79029,59,-1.1962,46,-1.4810,74,-0.8303
ENSG00000241370,RPP21,33,0.00687,16,-1.0826,17,-0.9660,26,-0.3859,23,-0.5554,37,0.24285,36,0.17303,58,1.05673
ENSG00000204592,HLA-E,116,1.41781,79,0.75424,58,0.27615,16,-1.7646,21,-1.3698,91,1.15473,13,-1.9480,33,-0.6374
ENSG00000204590,GNL1,100,-0.4548,111,-0.2994,170,0.36585,158,0.27894,119,-0.2052,132,-0.0327,154,0.21086,131,-0.0458
ENSG00000204574,ABCF1,136,0.23074,148,0.37158,65,-0.9095,162,0.57871,154,0.47916,58,-1.1399,166,0.55721,72,-0.8004
ENSG00000204569,PPP1R10,59,0.61691,38,-0.0833,44,0.14758,42,0.07019,39,-0.0620,21,-1.0784,37,-0.1447,51,0.41328
ENSG00000204568,MRPS18B,52,0.25371,53,0.28296,48,0.12604,52,0.28818,28,-0.7219,43,-0.0214,42,-0.0742,43,-0.0295
ENSG00000137343,ATAT1,43,0.57501,12,-1.3417,20,-0.6424,24,-0.3654,34,0.19920,30,-0.0228,27,-0.1883,42,0.59151
ENSG00000204564,C6orf136,17,-1.7376,38,-0.5606,23,-1.3070,44,-0.3834,51,-0.1305,46,-0.2990,98,0.93687,100,1.13025
ENSG00000204560,DHX16,22,0.26925,25,0.48746,18,0.02275,25,0.57236,18,-0.0346,9,-1.0571,20,0.15614,14,-0.4026
ENSG00000196230,TUBB,125,-1.5413,187,-0.9415,251,-0.4930,286,-0.3171,439,0.42901,316,-0.1509,386,0.17851,554,0.86828
ENSG00000137312,FLOT1,94,-0.9616,76,-1.2725,135,-0.4110,160,-0.1612,191,0.14436,184,0.08482,232,0.44379,250,0.63798
ENSG00000204580,DDR1,156,2.27654,24,-0.8747,43,0.02202,13,-1.8084,24,-0.9465,78,1.13994,12,-1.8207,21,-1.1354
ENSG00000204525,HLA-C,31,0.16536,21,-0.4488,9,-1.7062,8,-1.9897,31,0.13682,50,1.03794,17,-0.7811,42,0.72448
ENSG00000234745,HLA-B,156,0.96768,118,0.49897,88,0.03227,22,-2.1529,58,-0.6667,166,1.24357,35,-1.3823,72,-0.2952
ENSG00000198563,DDX39B,74,0.15836,48,-0.5189,42,-0.7209,46,-0.6201,81,0.34004,55,-0.3315,69,0.04576,103,0.78183
ENSG00000213760,ATP6V1G2,69,-2.0555,133,-1.0747,175,-0.6577,382,0.63362,203,-0.4756,300,0.19358,349,0.41655,364,0.54453
ENSG00000204469,PRRC2A,60,-0.2113,43,-0.7131,87,0.36893,48,-0.6093,56,-0.3514,99,0.65407,47,-0.5966,92,0.51345
ENSG00000204463,BAG6,40,-0.9302,50,-0.5994,43,-0.8104,77,0.06526,49,-0.6677,101,0.55430,64,-0.2243,118,0.84643
ENSG00000204438,GPANK1,24,0.21774,20,-0.0525,4,-2.1865,15,-0.4893,33,0.83681,18,-0.1920,18,-0.2306,24,0.28024
ENSG00000204435,CSNK2B,85,-0.3027,64,-0.7340,63,-0.7646,108,0.07635,87,-0.2795,99,-0.0695,111,0.11625,163,0.83804
ENSG00000204427,ABHD16A,24,-0.8049,24,-0.8490,19,-1.1809,46,0.17137,51,0.34849,29,-0.6005,64,0.68638,58,0.60303
ENSG00000204394,VARS,15,-0.9232,15,-0.8947,20,-0.4994,27,-0.0061,20,-0.5235,32,0.27551,39,0.58580,40,0.69075
ENSG00000204392,LSM2,42,1.11544,20,-0.1159,14,-0.6500,18,-0.2248,12,-0.9041,28,0.46521,18,-0.2400,22,0.06248
ENSG00000204389,HSPA1A,169,1.36786,54,-0.4882,29,-1.4143,41,-0.9454,49,-0.6691,95,0.45630,75,0.03198,93,0.41001
ENSG00000204388,HSPA1B,147,1.04075,69,-0.1829,39,-1.0287,65,-0.2994,58,-0.4769,61,-0.4057,108,0.52297,99,0.44070
ENSG00000204387,SNHG32,128,1.19895,64,0.05796,75,0.31061,48,-0.4188,22,-1.6108,101,0.89504,20,-1.6554,55,-0.1940
ENSG00000204386,NEU1,8,-1.6604,12,-1.1031,7,-1.8357,26,0.00501,27,0.08680,29,0.22745,35,0.49145,41,0.82203
ENSG00000204371,EHMT2,71,0.47445,66,0.35839,41,-0.3683,47,-0.1947,69,0.47933,47,-0.1902,24,-1.1807,51,-0.0362
ENSG00000204356,NELFE,97,0.95994,42,-0.3863,40,-0.4352,48,-0.1688,47,-0.2326,42,-0.3895,65,0.31022,61,0.24368
ENSG00000204351,SKIV2L,13,-0.4159,8,-1.2097,6,-1.5175,22,0.42097,15,-0.2328,20,0.24046,11,-0.6630,28,0.85426
ENSG00000204314,PRRT1,19,-2.2474,28,-1.7002,30,-1.6266,108,0.37591,100,0.24515,88,0.01782,86,-0.0130,145,0.93559
ENSG00000204310,AGPAT1,36,-1.2127,47,-0.7876,40,-1.0350,65,-0.3342,87,0.15072,94,0.29589,79,-0.0053,129,0.89406
ENSG00000204308,RNF5,40,-0.2454,27,-0.8117,15,-1.6706,52,0.18578,35,-0.4895,63,0.52368,41,-0.1967,69,0.69788
ENSG00000204256,BRD2,128,0.45078,147,0.68350,92,-0.0668,90,-0.1055,94,-0.0328,80,-0.3217,97,0.01761,81,-0.3003
ENSG00000204231,RXRB,23,-1.0058,32,-0.5142,32,-0.4857,42,-0.0802,46,0.05490,47,0.10735,46,0.04257,65,0.67403
ENSG00000112473,SLC39A7,46,0.85768,35,0.39425,14,-1.0312,28,0.03553,28,0.04089,25,-0.1271,34,0.35422,18,-0.7003
ENSG00000204227,RING1,38,-0.0521,34,-0.2299,18,-1.1859,38,-0.0678,51,0.43054,35,-0.2177,35,-0.1882,51,0.46070
ENSG00000223501,VPS52,19,-0.5216,12,-1.1933,41,0.63191,21,-0.4733,26,-0.0667,27,-0.0113,31,0.21721,38,0.58935
ENSG00000231500,RPS18,1117,0.53260,769,-0.0642,1618,1.15477,575,-0.5570,278,-1.6995,1381,1.01066,321,-1.3950,659,-0.3315
ENSG00000227057,WDR46,15,-0.4976,5,-1.9316,18,-0.2153,25,0.38025,21,0.07373,21,0.04123,23,0.21640,24,0.29448
ENSG00000204220,PFDN6,42,-0.8114,57,-0.3573,55,-0.4115,70,-0.0372,76,0.09205,60,-0.3186,116,0.76728,91,0.40596
ENSG00000237441,RGL2,10,-0.4062,8,-0.6957,2,-2.6196,5,-1.5592,23,0.96654,20,0.68037,12,-0.1499,17,0.36730
ENSG00000231925,TAPBP,38,-0.6689,62,0.06476,26,-1.2669,44,-0.5103,50,-0.3004,90,0.73945,67,0.19514,77,0.45582
ENSG00000204209,DAXX,45,0.63428,42,0.52721,20,-0.6467,19,-0.7544,31,0.05612,34,0.19792,23,-0.4129,32,0.10459
ENSG00000112511,PHF1,15,-1.2566,24,-0.5914,37,0.03145,16,-1.3336,44,0.36358,34,-0.0653,22,-0.7696,72,1.31431
ENSG00000112514,CUTA,99,-0.5693,61,-1.3005,134,-0.0982,149,0.06980,131,-0.1456,175,0.35264,121,-0.2640,196,0.56224
ENSG00000197283,SYNGAP1,12,-1.5597,29,-0.3082,34,-0.0457,47,0.53717,50,0.62529,35,-0.0192,24,-0.5498,29,-0.3364
ENSG00000137288,UQCC2,52,-0.4008,55,-0.3100,70,0.07648,45,-0.6703,56,-0.2934,108,0.86089,25,-1.5024,93,0.58126
ENSG00000161904,LEMD2,5,-1.4452,2,-2.9688,20,0.44698,15,-0.0068,25,0.91939,10,-0.5645,8,-0.8656,21,0.64983
ENSG00000137309,HMGA1,16,-1.1684,31,-0.1445,23,-0.6390,32,-0.1004,33,-0.0788,51,0.71691,26,-0.4283,42,0.34758
ENSG00000186577,SMIM29,27,-1.4875,45,-0.7136,63,-0.2154,48,-0.6862,66,-0.1530,96,0.50670,74,0.04072,118,0.91370
ENSG00000272325,NUDT3,328,-0.5623,754,0.75865,850,0.96007,421,-0.1930,444,-0.1008,499,0.10090,369,-0.3798,312,-0.6880
ENSG00000124614,RPS10,245,0.44873,165,-0.1838,299,0.77108,143,-0.4366,71,-1.5438,308,0.93781,92,-1.0646,188,0.03056
ENSG00000124507,PACSIN1,50,-1.9718,129,-0.5584,249,0.46990,217,0.27409,174,-0.1101,212,0.23093,141,-0.4231,226,0.34619
ENSG00000196821,ILRUN,47,-1.1245,121,0.33584,159,0.77242,74,-0.4735,67,-0.6291,131,0.51452,92,-0.1087,107,0.15628
ENSG00000124562,SNRPC,56,0.12073,28,-0.9436,50,-0.0400,66,0.43677,33,-0.7529,49,-0.1010,70,0.48062,61,0.27470
ENSG00000064995,TAF11,41,0.05371,37,-0.1299,23,-0.8714,53,0.50667,53,0.49566,18,-1.3058,42,0.08204,45,0.19097
ENSG00000064999,ANKS1A,25,-0.0679,28,0.08498,15,-0.8677,10,-1.5163,37,0.58518,26,-0.0245,28,0.08078,38,0.63217
ENSG00000112033,PPARD,5,-1.2914,17,0.34638,10,-0.3859,10,-0.4040,12,-0.1034,24,1.12207,9,-0.5148,11,-0.2474
ENSG00000198755,RPL10A,423,0.18475,360,-0.0719,652,0.88983,370,-0.0323,170,-1.2990,588,0.81246,139,-1.5135,346,-0.1464
ENSG00000096060,FKBP5,59,1.65377,34,0.68727,19,-0.2147,10,-1.2536,16,-0.5214,16,-0.5546,29,0.42288,19,-0.1911
ENSG00000096063,SRPK1,45,-0.5872,60,-0.1681,65,-0.0353,116,1.02647,85,0.44164,33,-1.1283,84,0.37839,37,-0.9464
ENSG00000112062,MAPK14,18,-1.0527,14,-1.4152,43,0.29828,47,0.49474,52,0.69512,33,-0.1184,15,-1.2779,36,0.01732
ENSG00000156711,MAPK13,0,-7.2441,13,-0.0776,5,-1.5908,16,0.19984,13,-0.1234,15,0.06166,12,-0.2152,26,1.12391
ENSG00000096070,BRPF3,24,-0.5419,22,-0.6577,22,-0.6688,47,0.55446,49,0.63140,36,0.09394,19,-0.9327,30,-0.2065
