Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000119820,YIPF4,119,-0.1519,50,-1.4607,86,-0.6524,84,-0.6921,158,0.33109,181,0.58217,143,0.16618
ENSG00000115760,BIRC6,153,0.97173,107,0.38628,93,0.14763,32,-1.4690,51,-0.8443,142,0.97974,53,-0.8623
ENSG00000119812,FAM98A,18,-1.6406,63,0.28979,24,-1.1794,56,0.09161,44,-0.3075,64,0.34415,68,0.51668
ENSG00000150938,CRIM1,79,-0.0029,6,-3.7340,52,-0.6486,66,-0.2836,81,0.05214,133,0.98741,79,0.00073
ENSG00000171055,FEZ2,80,-0.5649,30,-2.0290,130,0.18882,58,-1.0491,148,0.44924,127,0.16487,141,0.40720
ENSG00000115808,STRN,147,1.72345,3,-4.2429,51,-0.0904,39,-0.4853,19,-1.6513,74,0.59368,54,0.02923
ENSG00000008869,HEATR5B,2,-3.1742,24,0.03595,11,-1.1717,29,0.35104,21,-0.1814,36,0.82123,25,0.15557
ENSG00000152133,GPATCH11,72,-0.1604,90,0.19419,69,-0.2184,62,-0.3761,75,-0.1072,112,0.63490,69,-0.2720
ENSG00000055332,EIF2AK2,113,-0.3276,62,-1.2370,133,-0.0729,141,0.02210,170,0.36462,218,0.84511,101,-0.5964
ENSG00000218739,CEBPZOS,59,0.00062,18,-1.7449,55,-0.0856,26,-1.2422,65,0.19157,82,0.60867,64,0.17820
ENSG00000115816,CEBPZ,122,0.44457,58,-0.7139,118,0.38202,70,-0.4330,74,-0.3808,158,1.01701,62,-0.7483
ENSG00000115828,QPCT,13,-0.5960,25,0.36641,19,-0.0706,14,-0.4833,8,-1.4649,16,-0.3545,33,1.11087
ENSG00000163171,CDC42EP3,2,-3.9475,137,2.66896,7,-2.2172,29,-0.1581,12,-1.5157,27,-0.2470,32,-0.0075
ENSG00000119787,ATL2,22,-0.4898,9,-1.8803,26,-0.2633,37,0.29993,15,-1.1368,30,-0.0566,51,1.14147
ENSG00000143889,HNRNPLL,27,-0.3872,29,-0.3084,23,-0.6556,35,-0.0177,25,-0.5616,43,0.33075,46,0.55591
ENSG00000115875,SRSF7,11,-2.4393,17,-1.8102,65,0.18153,49,-0.2547,47,-0.3741,52,-0.1939,100,1.21824
ENSG00000188010,MORN2,12,-2.2034,299,3.27007,51,-0.1022,56,0.02901,36,-0.7211,24,-1.3304,22,-1.6020
ENSG00000115904,SOS1,48,0.37403,8,-2.3501,43,0.19799,33,-0.1866,23,-0.8343,65,1.04166,36,-0.1115
ENSG00000011566,MAP4K3,7,-2.2682,3,-3.5935,26,-0.4382,29,-0.2400,25,-0.5252,57,0.95348,49,0.76992
ENSG00000231312,MAP4K3-DT,44,-0.6871,8,-3.0994,61,-0.1766,66,-0.0667,47,-0.6384,121,1.07059,80,0.31704
ENSG00000152154,TMEM178A,36,-1.4460,79,-0.2620,35,-1.5010,100,0.10365,64,-0.6423,133,0.64702,129,0.67006
ENSG00000183023,SLC8A1,102,-1.4355,221,-0.2591,154,-0.8117,244,-0.1054,142,-1.0127,567,1.55501,243,-0.1389
ENSG00000115944,COX7A2L,79,-1.0129,326,1.27004,91,-0.7965,172,0.19479,107,-0.5944,102,-0.6791,196,0.52938
ENSG00000057935,MTA3,39,-0.1034,100,1.45719,24,-0.8702,20,-1.1449,27,-0.7143,40,-0.0823,48,0.27097
ENSG00000152518,ZFP36L2,50,0.86565,54,0.98652,87,1.85955,11,-1.4850,25,-0.2869,18,-0.8214,12,-1.5438
ENSG00000138036,DYNC2LI1,44,0.66878,3,-3.3619,22,-0.4283,22,-0.4156,23,-0.3869,39,0.53342,34,0.36499
ENSG00000138095,LRPPRC,29,-1.4876,78,-0.0209,58,-0.4848,109,0.52762,49,-0.7932,102,0.46916,97,0.42100
ENSG00000138032,PPM1B,77,0.08940,56,-0.3972,90,0.33395,53,-0.4898,65,-0.2085,92,0.42187,71,-0.0630
ENSG00000138078,PREPL,225,-1.5136,578,-0.0762,307,-1.0487,587,-0.0509,310,-1.1171,813,0.53546,909,0.88298
ENSG00000171132,PRKCE,46,-1.7006,56,-1.4283,60,-1.3075,77,-0.9364,85,-0.8546,287,1.38155,193,0.64546
ENSG00000116016,EPAS1,60,-0.2587,221,1.97013,116,0.80208,43,-0.7766,57,-0.3673,28,-1.4969,56,-0.4296
ENSG00000119729,RHOQ,89,-0.0259,93,0.04012,185,1.17610,86,-0.0833,116,0.44674,63,-0.6135,62,-0.7006
ENSG00000119878,CRIPT,53,-0.2986,98,0.68385,81,0.37834,46,-0.5197,42,-0.7010,67,0.08326,70,0.16058
ENSG00000171150,SOCS5,21,-0.9673,61,0.73177,25,-0.6561,25,-0.6667,40,0.03181,45,0.26311,42,0.15354
ENSG00000180398,MCFD2,38,-1.3106,76,-0.2370,122,0.51275,123,0.53079,74,-0.3107,95,0.12495,93,0.08762
ENSG00000143933,CALM2,913,-0.9077,1624,-0.0160,1811,0.15758,2409,0.62342,913,-0.9808,1848,0.21307,1922,0.32449
ENSG00000095002,MSH2,13,-1.3020,5,-2.5395,31,-0.0070,10,-1.7422,14,-1.3549,45,0.65821,56,1.32850
ENSG00000184261,KCNK12,4,-3.0489,7,-2.2876,22,-0.6244,43,0.38535,46,0.56077,21,-0.7334,53,0.98944
ENSG00000138081,FBXO11,21,-2.2250,100,0.10645,112,0.27550,93,-0.0153,70,-0.5099,110,0.28407,116,0.43171
ENSG00000162869,PPP1R21,76,0.65234,4,-3.6495,58,0.22564,44,-0.2355,24,-1.2209,59,0.27694,70,0.67271
ENSG00000179915,NRXN1,265,-1.1154,282,-1.0200,596,0.13875,354,-0.6744,536,-0.0354,749,0.57890,648,0.34970
ENSG00000115239,ASB3,66,0.05478,227,2.24975,81,0.39063,22,-1.5847,60,-0.1106,34,-1.0287,39,-0.9083
ENSG00000068912,ERLEC1,68,-1.0180,78,-0.8096,97,-0.4696,95,-0.5122,89,-0.6531,182,0.59297,189,0.77727
ENSG00000068878,PSME4,79,1.87648,27,0.04237,9,-1.6369,3,-3.2834,6,-2.3278,53,1.33948,19,-0.6358
ENSG00000170634,ACYP2,76,0.01672,20,-2.0069,111,0.62057,165,1.30298,56,-0.5106,25,-1.7879,99,0.56800
ENSG00000115306,SPTBN1,1162,0.45156,566,-0.6839,843,-0.0631,905,0.04921,794,-0.1747,1313,0.74850,655,-0.5523
ENSG00000214595,EML6,20,-0.4582,3,-3.0302,15,-0.9279,12,-1.2695,26,-0.0625,50,1.16384,32,0.34374
ENSG00000115310,RTN4,1328,-0.1479,1226,-0.2739,1047,-0.5191,1422,-0.0410,810,-0.9850,1671,0.24340,2021,0.69531
ENSG00000143947,RPS27A,1064,0.40775,1317,0.76041,942,0.20927,1498,0.98091,1018,0.37799,316,-1.5686,532,-0.8142
ENSG00000085760,MTIF2,72,0.63854,62,0.40258,25,-0.9943,36,-0.4569,19,-1.5070,85,1.07321,43,-0.2343
ENSG00000115355,CCDC88A,2911,2.55671,214,-1.8331,626,-0.2077,255,-1.5745,541,-0.4749,951,0.52365,288,-1.5991
ENSG00000163001,CFAP36,55,-1.5710,101,-0.6656,153,-0.0209,182,0.25779,153,-0.0161,258,0.96161,130,-0.3329
ENSG00000275052,PPP4R3B,65,-0.4320,142,0.83224,134,0.73971,60,-0.5569,85,0.00547,94,0.17048,59,-0.6705
ENSG00000138035,PNPT1,42,0.90868,3,-3.0885,14,-0.8352,8,-1.5790,30,0.38468,33,0.60578,23,-0.0400
ENSG00000115380,EFEMP1,26,-0.7561,3,-3.9470,268,3.65405,2,-4.2505,62,0.64604,6,-3.0734,14,-1.8985
ENSG00000055813,CCDC85A,11,-2.3435,38,-0.4762,36,-0.5414,71,0.50844,35,-0.6511,52,0.01924,79,0.93165
ENSG00000119866,BCL11A,29,-1.9809,84,-0.3616,46,-1.2902,111,0.06865,75,-0.5996,208,1.31135,111,0.09182
ENSG00000162929,KIAA1841,28,0.08440,3,-3.2229,26,0.00042,14,-0.9508,11,-1.3488,52,1.34301,30,0.27867
ENSG00000237651,C2orf74,31,-1.0837,16,-2.0564,87,0.48430,136,1.25291,59,-0.1281,74,0.26559,55,-0.2758
ENSG00000115464,USP34,254,1.21064,145,0.26318,108,-0.2018,71,-0.8437,71,-0.9132,164,0.53427,100,-0.3848
ENSG00000082898,XPO1,71,-0.4860,125,0.41883,88,-0.1538,48,-1.0750,103,0.11571,103,0.12027,106,0.18610
ENSG00000170264,FAM161A,33,-0.3614,4,-3.2641,51,0.30175,38,-0.1631,33,-0.4187,81,1.27391,36,-0.2983
ENSG00000115484,CCT4,48,-1.2321,235,1.29789,121,0.17793,72,-0.6271,72,-0.6869,87,-0.3618,131,0.39759
ENSG00000173163,COMMD1,14,-1.4132,129,2.33313,17,-1.0494,39,0.16384,14,-1.4670,27,-0.4217,34,-0.0549
ENSG00000115504,EHBP1,88,-0.6226,63,-1.1248,120,-0.1419,121,-0.1245,62,-1.2449,274,1.46080,126,-0.0731
ENSG00000014641,MDH1,44,-2.9277,439,0.56116,184,-0.8071,365,0.26166,126,-1.4723,190,-0.8229,582,1.48196
ENSG00000169764,UGP2,103,-1.3103,36,-2.8551,351,0.59147,381,0.73144,282,0.26385,266,0.15777,236,-0.0567
ENSG00000119862,LGALSL,1,-3.7886,3,-3.0627,16,-0.6083,35,0.58256,13,-0.9765,31,0.46048,40,1.14617
ENSG00000119844,AFTPH,22,-1.9202,195,1.48513,57,-0.5350,79,-0.0224,29,-1.6618,104,0.45558,89,0.20748
ENSG00000115902,SLC1A4,35,-1.2396,3,-4.8198,269,2.13523,32,-1.3958,108,0.55853,43,-1.0121,78,-0.0331
ENSG00000011523,CEP68,73,0.13690,16,-2.1613,61,-0.1492,85,0.39122,37,-0.9644,86,0.46595,84,0.47937
ENSG00000138069,RAB1A,41,-1.6170,213,0.94338,100,-0.2806,114,-0.0777,65,-1.0210,96,-0.3734,176,0.82653
ENSG00000138071,ACTR2,117,-1.2567,313,0.26777,245,-0.1246,283,0.10425,142,-1.0398,357,0.54642,320,0.38508
ENSG00000198369,SPRED2,5,-2.8726,17,-1.0890,32,-0.1218,45,0.42460,41,0.34085,30,-0.2032,45,0.57056
ENSG00000197223,C1D,13,-1.6025,8,-2.3516,68,0.92975,47,0.32254,27,-0.5767,41,0.12340,50,0.54204
ENSG00000221823,PPP3R1,7,-4.2109,78,-0.8311,65,-1.1013,151,0.19740,81,-0.8293,158,0.29840,229,1.23142
ENSG00000119865,CNRIP1,16,-2.7460,84,-0.2850,77,-0.4199,112,0.16391,79,-0.4163,88,-0.2341,162,1.05259
ENSG00000198380,GFPT1,18,-1.3971,96,1.27337,11,-2.0374,51,0.19706,24,-1.0047,55,0.38606,52,0.31009
ENSG00000169599,NFU1,8,-1.3815,22,0.02313,28,0.43198,27,0.35154,13,-0.7819,27,0.38708,24,0.18678
ENSG00000115977,AAK1,116,-1.2764,215,-0.3375,131,-1.0925,272,0.03174,163,-0.8248,353,0.51110,389,0.81499
ENSG00000087338,GMCL1,24,-0.5969,3,-3.5970,29,-0.2816,21,-0.7706,31,-0.2071,57,0.91333,44,0.47051
ENSG00000124380,SNRNP27,159,0.14280,45,-1.7795,128,-0.1948,222,0.68672,151,0.06793,192,0.51394,119,-0.3820
ENSG00000169564,PCBP1,90,-1.4066,518,1.38683,197,-0.2215,186,-0.3089,157,-0.6287,207,-0.1586,259,0.26739
ENSG00000116001,TIA1,52,0.43700,5,-3.0776,41,0.06289,13,-1.7091,13,-1.7496,49,0.40000,66,1.16091
ENSG00000116005,PCYOX1,65,-0.7926,118,0.11558,155,0.56026,90,-0.3100,82,-0.4919,152,0.59832,103,-0.1216
ENSG00000143977,SNRPG,38,-0.3493,25,-0.9847,92,1.07591,42,-0.1819,84,1.08912,14,-1.9630,43,-0.1770
ENSG00000035141,FAM136A,6,-2.0560,3,-3.2373,39,0.60399,48,0.98032,26,-0.0167,17,-0.7284,36,0.65303
ENSG00000075340,ADD2,55,-1.6540,39,-2.1712,80,-1.0951,167,0.03709,99,-0.8315,325,1.35458,201,0.43455
ENSG00000124357,NAGK,24,-0.2437,3,-3.2980,39,0.52500,23,-0.2799,26,-0.1190,24,-0.2744,39,0.73989
ENSG00000124383,MPHOSPH10,120,0.62466,35,-1.2820,76,-0.1213,29,-1.5656,50,-0.8356,164,1.36690,70,-0.2878
ENSG00000124374,PAIP2B,263,3.46092,3,-4.0100,30,-0.6553,35,-0.3887,28,-0.8211,35,-0.4502,14,-1.9677
ENSG00000075292,ZNF638,935,2.02421,119,-1.3831,204,-0.5710,199,-0.6030,161,-1.0009,512,1.06346,142,-1.3019
ENSG00000144036,EXOC6B,77,0.54312,40,-0.4922,41,-0.4558,51,-0.1189,30,-1.0152,76,0.59141,61,0.22194
ENSG00000144040,SFXN5,65,-1.0334,85,-0.6282,277,1.30671,124,-0.0344,218,1.03094,83,-0.7194,81,-0.8300
ENSG00000135631,RAB11FIP5,23,-0.8157,20,-0.9724,20,-0.9951,60,0.71330,33,-0.2628,29,-0.4727,59,0.91868
ENSG00000135617,PRADC1,12,-1.0176,48,1.09094,35,0.58004,23,-0.1234,13,-1.0735,10,-1.4534,35,0.78567
ENSG00000135624,CCT7,28,-1.5961,75,-0.1192,88,0.13814,58,-0.5116,50,-0.8120,57,-0.5807,141,1.28384
ENSG00000163013,FBXO41,32,-1.8269,231,1.30609,80,-0.4393,134,0.38433,109,0.05347,87,-0.3270,98,-0.1521
ENSG00000116127,ALMS1,114,2.78339,3,-3.1577,16,-0.6760,13,-0.9431,11,-1.2795,44,1.05596,6,-2.2525
ENSG00000124356,STAMBP,101,1.60862,3,-3.7641,29,-0.4572,46,0.25765,45,0.26841,38,-0.0470,28,-0.6198
ENSG00000114956,DGUOK,19,-1.0559,10,-1.9944,35,-0.0941,81,1.28077,23,-0.8093,41,0.16633,46,0.43462
ENSG00000163170,BOLA3,16,-1.5245,58,0.40720,42,-0.1240,89,1.12212,48,0.12382,20,-1.2830,51,0.24656
ENSG00000204843,DCTN1,172,-0.4911,146,-0.7477,94,-1.4164,191,-0.3306,140,-0.8734,351,0.73573,337,0.76561
ENSG00000115274,INO80B,49,0.46318,6,-2.5519,18,-1.1080,43,0.26236,25,-0.6530,46,0.40134,48,0.58446
ENSG00000239779,WBP1,40,-0.3642,21,-1.2982,40,-0.3518,107,1.23935,78,0.80433,19,-1.5875,51,0.02910
ENSG00000115307,AUP1,37,-0.0696,6,-2.7524,35,-0.1583,31,-0.3377,21,-1.0170,30,-0.4179,71,1.42234
ENSG00000115317,HTRA2,15,-0.5884,3,-3.0007,41,0.97577,20,-0.1787,17,-0.4890,14,-0.7683,35,0.99479
ENSG00000135622,SEMA4F,7,-1.6834,5,-2.1440,14,-0.6420,8,-1.3751,14,-0.7426,19,-0.2058,45,1.83084
ENSG00000115350,POLE4,39,0.40049,4,-2.9444,22,-0.5060,70,1.37173,34,0.19592,27,-0.1909,26,-0.3009
ENSG00000115364,MRPL19,21,-0.5900,11,-1.6143,49,0.70443,23,-0.4733,37,0.28984,44,0.60048,27,-0.3029
ENSG00000176204,LRRTM4,3,-3.4791,16,-1.2363,21,-0.8724,18,-1.0812,23,-0.8061,52,0.63020,66,1.32721
ENSG00000066032,CTNNA2,92,-1.0760,80,-1.2865,331,0.96137,197,0.10308,198,0.12550,184,-0.0010,189,0.04200
ENSG00000163541,SUCLG1,54,-0.6007,13,-2.7234,127,0.76231,43,-0.9463,70,-0.2188,95,0.31924,102,0.53120
ENSG00000034510,TMSB10,266,-2.3386,1656,0.45189,958,-0.4177,2906,1.42013,698,-0.9760,832,-0.6920,1638,0.56684
ENSG00000176407,KCMF1,34,-0.9838,13,-2.3851,66,0.04376,81,0.36781,63,-0.0332,87,0.55592,71,0.19734
ENSG00000152291,TGOLN2,182,0.16123,160,-0.0483,129,-0.3792,113,-0.5839,78,-1.2306,222,0.54278,209,0.49809
ENSG00000168906,MAT2A,55,-0.4798,24,-1.6968,122,0.79697,40,-0.9541,75,0.01207,54,-0.5410,107,0.77279
ENSG00000168894,RNF181,4,-3.1835,63,0.72118,65,0.79269,36,-0.1724,59,0.70669,8,-2.4521,46,0.28265
ENSG00000115525,ST3GAL5,61,-0.3252,9,-3.0447,73,-0.0509,76,0.00615,32,-1.3900,94,0.39246,119,1.01327
ENSG00000132300,PTCD3,84,0.13807,76,-0.0054,68,-0.1834,27,-1.5919,71,-0.1344,102,0.51099,81,0.11173
ENSG00000132305,IMMT,51,-0.5643,98,0.44541,106,0.58819,72,-0.0404,32,-1.3616,93,0.42404,78,0.11085
ENSG00000132313,MRPL35,38,-0.3990,11,-2.1957,69,0.55193,41,-0.3019,46,-0.1064,50,0.02498,63,0.52039
ENSG00000068615,REEP1,10,-2.8857,41,-0.8592,26,-1.5593,116,0.76633,58,-0.3650,85,0.29590,105,0.79830
ENSG00000115548,KDM3A,26,-0.4702,4,-2.9430,82,1.42847,16,-1.2120,43,0.39630,35,0.02720,32,-0.1282
ENSG00000115561,CHMP3,238,-0.6327,721,1.16627,256,-0.5234,365,0.03241,235,-0.7114,501,0.62061,294,-0.3763
ENSG00000239305,RNF103,30,-0.2916,9,-2.0958,50,0.49613,54,0.62614,20,-1.0001,47,0.44280,42,0.27634
ENSG00000153561,RMND5A,33,-1.4214,218,1.61423,57,-0.6033,56,-0.6196,66,-0.4205,59,-0.6054,104,0.43826
ENSG00000172086,KRCC1,137,2.79906,3,-3.4206,27,-0.1519,20,-0.6465,11,-1.5644,29,-0.0631,21,-0.6537
ENSG00000172005,MAL,77,1.37241,3,-3.5884,108,2.01838,10,-1.8009,39,0.27357,12,-1.5851,23,-0.6845
ENSG00000144029,MRPS5,130,0.89942,5,-3.9029,58,-0.4067,59,-0.3680,63,-0.3052,108,0.68050,77,0.04568
ENSG00000115041,KCNIP3,15,-1.0288,3,-3.4369,45,0.61464,23,-0.4685,35,0.25892,21,-0.6145,46,0.87292
ENSG00000115042,FAHD2A,21,-0.4141,3,-3.2762,20,-0.4394,16,-0.8223,33,0.35846,27,0.00700,39,0.79091
ENSG00000232931,LINC00342,329,3.04094,3,-4.5369,15,-2.2147,4,-4.0499,45,-0.6607,113,1.02541,20,-2.0610
ENSG00000174501,ANKRD36C,841,2.77744,60,-1.7389,99,-0.9792,82,-1.2727,88,-1.2428,290,0.81528,75,-1.6131
ENSG00000084090,STARD7,80,-0.9189,154,0.09893,154,0.09003,139,-0.0718,140,-0.0620,94,-0.7270,200,0.68476
ENSG00000135956,TMEM127,16,-1.5262,22,-0.9997,24,-0.8994,26,-0.7400,29,-0.6726,48,0.21780,76,1.32111
ENSG00000144021,CIAO1,92,-0.4144,204,0.85606,117,-0.0510,75,-0.7277,93,-0.4388,113,-0.1175,142,0.33492
ENSG00000144028,SNRNP200,49,-0.4125,44,-0.5942,63,-0.0436,44,-0.5816,75,0.26697,52,-0.3616,85,0.57552
ENSG00000114982,KANSL3,8,-1.6131,52,1.30976,27,0.22999,11,-1.2036,14,-0.8608,35,0.72568,21,-0.2058
ENSG00000213337,ANKRD39,12,-0.5757,3,-2.6738,17,-0.0991,42,1.41687,12,-0.6480,12,-0.6032,25,0.67041
ENSG00000135976,ANKRD36,404,2.50999,3,-5.1480,41,-1.3553,37,-1.5195,58,-0.9200,193,1.26318,40,-1.6009
ENSG00000230606,AC092683.1,120,1.24154,8,-2.8488,13,-2.1876,23,-1.3479,47,-0.3288,152,2.08571,20,-1.7539
ENSG00000196912,ANKRD36B,165,2.67892,3,-3.7621,5,-2.8134,6,-2.6575,21,-0.9421,77,1.37401,14,-1.6991
ENSG00000135940,COX5B,200,-1.4503,541,0.07550,643,0.35349,905,0.92504,490,-0.0875,243,-1.2428,638,0.44329
ENSG00000115073,ACTR1B,12,-2.3677,10,-2.6502,39,-0.6614,61,0.04385,51,-0.2473,44,-0.4952,113,1.52195
ENSG00000075568,TMEM131,52,0.05243,54,0.09398,53,0.05956,13,-2.0756,29,-0.9197,74,0.68570,60,0.35147
ENSG00000040933,INPP4A,33,-1.2881,52,-0.5773,54,-0.5139,79,0.06153,71,-0.1251,73,-0.0684,110,0.79254
ENSG00000183513,COA5,37,-0.4116,23,-1.1380,55,0.22585,81,0.84598,46,-0.0706,48,-0.0004,48,0.00298
ENSG00000071073,MGAT4A,4,-2.8415,3,-3.3807,13,-1.2616,25,-0.2495,25,-0.2383,51,1.06646,41,0.72706
ENSG00000196872,KIAA1211L,20,-2.6412,34,-1.8526,71,-0.7586,118,0.02440,80,-0.6317,178,0.78423,174,0.87169
ENSG00000185414,MRPL30,23,-0.7666,102,1.64528,50,0.39040,17,-1.2042,21,-0.9736,36,-0.1035,39,0.02145
ENSG00000158417,EIF5B,1074,1.58208,342,-0.3341,345,-0.3222,259,-0.7639,387,-0.1575,536,0.42825,264,-0.8715
ENSG00000135945,REV1,110,1.52294,3,-3.9841,43,-0.0525,27,-0.7658,40,-0.1936,55,0.36906,39,-0.2375
ENSG00000144218,AFF3,50,-0.2960,14,-2.1237,55,-0.1482,49,-0.3113,54,-0.1975,98,0.92616,63,0.09291
ENSG00000170500,LONRF2,49,-2.1691,396,1.06939,131,-0.7060,175,-0.2666,129,-0.7945,233,0.20745,268,0.53797
ENSG00000115526,CHST10,0,-5.9284,8,-2.0115,54,0.86755,14,-1.2523,26,-0.3069,27,-0.2666,55,1.24965
ENSG00000115539,PDCL3,14,-0.5288,3,-2.7988,36,0.99881,34,0.90211,12,-0.7762,21,0.14086,20,0.09059
ENSG00000170485,NPAS2,41,-0.0056,22,-0.9448,40,-0.0262,51,0.33059,27,-0.6969,50,0.35815,48,0.30536
ENSG00000071082,RPL31,978,-0.1753,1191,0.13703,1533,0.54794,2289,1.23360,1297,0.30868,515,-1.2446,801,-0.5843
ENSG00000175874,CREG2,127,-2.0470,470,-0.0636,183,-1.5008,451,-0.1291,246,-1.1442,840,1.02806,661,0.63442
ENSG00000071054,MAP4K4,1176,3.26601,76,-1.6091,117,-0.9623,151,-0.5664,101,-1.2652,190,-0.2405,98,-1.4197
ENSG00000233639,PANTR1,12,-1.8762,65,0.71290,69,0.80434,35,-0.2699,48,0.22226,31,-0.5233,41,-0.0373
ENSG00000198914,POU3F3,117,0.12763,114,0.07415,179,0.81305,78,-0.5043,114,0.08316,114,0.09398,83,-0.5077
ENSG00000135972,MRPS9,20,-0.2345,5,-2.1905,29,0.32025,16,-0.6135,14,-0.8396,30,0.43730,34,0.74614
ENSG00000135974,C2orf49,92,0.95373,36,-0.5246,51,-0.0101,62,0.30783,76,0.74470,55,0.12495,20,-1.6629
ENSG00000071051,NCK2,17,-1.6679,89,0.84526,45,-0.2689,43,-0.3356,41,-0.4461,47,-0.2075,71,0.61937
ENSG00000115652,UXS1,28,-0.1222,19,-0.7231,42,0.51911,19,-0.7410,20,-0.7138,44,0.66350,33,0.17384
ENSG00000135968,GCC2,544,0.10908,166,-1.7073,356,-0.5530,444,-0.2115,291,-0.9314,1133,1.61629,410,-0.4104
ENSG00000153201,RANBP2,133,-0.2897,327,1.19109,125,-0.3890,85,-0.9796,113,-0.5885,219,0.57483,142,-0.2333
ENSG00000175701,MTLN,24,-1.5396,101,0.70353,84,0.40303,109,0.83128,59,-0.1868,14,-2.4003,85,0.55439
ENSG00000153107,ANAPC1,19,-0.5288,3,-3.2336,26,-0.0277,42,0.73242,20,-0.4656,29,0.18142,34,0.54072
ENSG00000144161,ZC3H8,48,-0.4344,86,0.48535,65,0.02845,25,-1.4297,48,-0.4797,120,1.22125,47,-0.5740
ENSG00000188177,ZC3H6,380,1.62792,41,-1.9040,129,-0.1984,160,0.15031,128,-0.2225,199,0.56744,80,-1.0862
ENSG00000114999,TTL,91,0.16234,55,-0.6217,51,-0.7561,89,0.12421,59,-0.5768,114,0.59567,92,0.21383
ENSG00000144136,SLC20A1,13,-1.9718,7,-2.7477,56,0.24432,36,-0.4566,35,-0.5650,62,0.46519,75,0.95703
ENSG00000115091,ACTR3,53,-0.7634,8,-3.4087,86,0.00442,120,0.52728,93,0.13935,83,-0.0563,109,0.49140
ENSG00000175497,DPP10,87,0.58242,4,-3.9702,34,-0.8890,27,-1.2451,54,-0.2105,39,-0.7288,110,1.37103
ENSG00000088205,DDX18,133,0.51122,76,-0.3725,127,0.43390,76,-0.3856,51,-1.0805,135,0.61031,94,-0.0563
ENSG00000125629,INSIG2,11,-1.2537,9,-1.5180,19,-0.4345,15,-0.8087,22,-0.2188,31,0.40728,38,0.92069
ENSG00000155368,DBI,206,-0.2054,153,-0.6641,477,1.17692,282,0.29186,402,1.01847,60,-2.1770,181,-0.4955
ENSG00000088179,PTPN4,25,-1.7802,37,-1.1917,90,0.17688,79,-0.0266,68,-0.2794,107,0.51641,101,0.47646
ENSG00000144118,RALB,40,-1.7230,230,1.01676,121,-0.0389,261,1.24391,85,-0.6379,145,0.28466,83,-0.7325
ENSG00000074054,CLASP1,33,-1.2270,78,0.06269,75,0.00104,40,-0.9460,57,-0.4772,88,0.29152,103,0.66370
ENSG00000155438,NIFK,32,-0.1844,32,-0.1860,31,-0.2289,25,-0.5597,36,0.01343,41,0.23105,40,0.23428
ENSG00000211460,TSN,67,-0.1047,50,-0.5738,84,0.24823,46,-0.6760,60,-0.3121,51,-0.5853,107,0.86654
ENSG00000136717,BIN1,131,0.08670,206,0.83671,71,-0.8631,77,-0.7266,71,-0.9211,101,-0.3543,177,0.77128
ENSG00000169967,MAP3K2,45,-0.0399,3,-4.0451,59,0.39473,25,-0.9541,44,-0.0752,84,1.13374,40,-0.2630
ENSG00000163166,IWS1,258,1.97409,103,0.35634,78,-0.0849,41,-1.0745,32,-1.5270,96,0.26300,58,-0.6689
ENSG00000136709,WDR33,35,-0.2951,62,0.59658,36,-0.2831,52,0.29686,17,-1.4824,59,0.57047,45,0.09624
ENSG00000144231,POLR2D,18,-1.1013,49,0.45914,38,0.07416,17,-1.1451,33,-0.1928,44,0.33277,42,0.29199
ENSG00000136731,UGGT1,35,0.33197,3,-3.3373,33,0.24247,19,-0.6106,12,-1.3607,50,1.07429,33,0.27915
ENSG00000136720,HS6ST1,19,-2.6071,141,0.44264,105,-0.0294,90,-0.2680,80,-0.4895,77,-0.5551,169,1.00998
ENSG00000136699,SMPD4,23,-0.2705,3,-3.2880,34,0.35225,16,-0.8494,21,-0.4182,21,-0.4305,47,1.20344
ENSG00000152082,MZT2B,143,-1.1750,103,-1.6688,439,0.57223,603,1.11251,349,0.22211,147,-1.2227,370,0.37433
ENSG00000136710,CCDC115,19,-1.0642,11,-1.8929,50,0.41440,34,-0.1984,46,0.32468,30,-0.4084,52,0.64252
ENSG00000136718,IMP4,28,-1.0344,3,-4.2411,51,-0.1187,97,0.93763,49,-0.1894,51,-0.1422,75,0.66211
ENSG00000136002,ARHGEF4,52,-1.2514,12,-3.3881,87,-0.4661,181,0.69873,159,0.54776,93,-0.4065,153,0.54920
ENSG00000152102,FAM168B,89,-0.5923,47,-1.5487,87,-0.6305,137,0.07817,105,-0.3665,143,0.17023,192,0.83928
ENSG00000115762,PLEKHB2,127,-0.7645,127,-0.7663,175,-0.2712,333,0.76778,119,-0.9359,228,0.16293,278,0.60734
ENSG00000173272,MZT2A,76,-0.8372,57,-1.2626,142,0.12849,251,1.07505,143,0.15878,64,-1.1824,166,0.49955
ENSG00000176771,NCKAP5,181,3.53100,4,-3.0372,29,-0.0895,21,-0.5504,23,-0.4656,19,-0.7774,5,-2.8761
ENSG00000152127,MGAT5,41,-0.4188,122,1.35930,28,-1.0021,33,-0.7473,53,-0.0544,55,0.03296,52,-0.0869
