Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000116147,TNR,112,-0.1317,123,0.01860,138,0.20038,86,-0.5314,136,0.19834,92,-0.4308,100,-0.3015,122,0.00506,81,-0.6250,215,0.92458,117,-0.0570
ENSG00000143207,COP1,32,0.35024,20,-0.3746,17,-0.6411,24,-0.0836,46,1.07066,9,-1.5400,22,-0.2340,19,-0.4311,20,-0.3798,37,0.58720,15,-0.7877
ENSG00000152092,ASTN1,109,0.16500,82,-0.2667,62,-0.7093,119,0.30212,157,0.85885,59,-0.7804,95,-0.0400,166,0.85328,74,-0.4241,74,-0.4241,21,-2.2990
ENSG00000198797,BRINP2,89,0.75222,46,-0.2937,80,0.57720,61,0.15576,84,0.74160,30,-0.9525,39,-0.5382,52,-0.0967,21,-1.4896,73,0.43228,8,-2.7412
ENSG00000075391,RASAL2,84,0.80711,26,-1.0383,61,0.27943,64,0.35730,51,0.01346,60,0.25442,59,0.21544,50,-0.0219,54,0.09634,41,-0.3384,10,-2.3445
ENSG00000116199,FAM20B,67,-0.1840,89,0.25785,106,0.53318,71,-0.0938,77,0.01572,109,0.57502,88,0.24288,99,0.42041,55,-0.4947,40,-0.9865,32,-1.3013
ENSG00000143322,ABL2,42,0.44572,24,-0.3905,19,-0.7806,36,0.21371,39,0.38651,24,-0.3943,27,-0.2517,19,-0.7528,38,0.31949,39,0.36087,30,-0.0870
ENSG00000169905,TOR1AIP2,46,-0.2102,33,-0.7399,57,0.11721,31,-0.8085,67,0.41033,72,0.47858,35,-0.6409,42,-0.3693,40,-0.4294,95,0.95182,51,-0.0564
ENSG00000143337,TOR1AIP1,69,0.69202,45,-0.0052,35,-0.3911,50,0.16405,47,0.08884,18,-1.3902,32,-0.5031,27,-0.7772,23,-1.0094,57,0.37811,88,1.10099
ENSG00000135837,CEP350,154,0.87114,50,-0.9078,65,-0.4937,26,-1.8446,50,-0.9505,50,-0.8960,74,-0.3002,63,-0.5414,54,-0.7753,213,1.43168,228,1.55319
ENSG00000116260,QSOX1,50,0.45722,32,-0.2539,22,-0.8173,42,0.18893,38,0.04428,39,0.05872,22,-0.7992,49,0.41248,32,-0.2652,49,0.41257,37,-0.0268
ENSG00000230124,ACBD6,44,0.15965,24,-0.7802,38,-0.0928,48,0.26781,53,0.50630,33,-0.2978,24,-0.7585,40,0.01431,48,0.28833,26,-0.6443,48,0.29372
ENSG00000143324,XPR1,35,-0.2004,37,-0.1322,38,-0.1044,44,0.12797,57,0.63412,49,0.29544,18,-1.2055,55,0.48406,55,0.49379,31,-0.3898,7,-2.5379
ENSG00000135823,STX6,30,-0.9171,49,-0.1610,36,-0.6311,91,0.82839,69,0.42044,57,0.08868,29,-0.9704,63,0.24619,52,-0.0703,43,-0.3568,64,0.24916
ENSG00000162783,IER5,37,-0.4226,50,0.04083,47,-0.0425,119,1.48781,69,0.61615,42,-0.2216,49,0.00118,47,-0.0415,33,-0.5966,10,-2.3484,12,-2.0879
ENSG00000198216,CACNA1E,186,1.29989,72,-0.2404,94,0.16451,59,-0.5566,165,1.26367,37,-1.2450,57,-0.5953,81,-0.0553,38,-1.2216,45,-0.9514,14,-2.6794
ENSG00000135821,GLUL,329,-0.6947,727,0.54839,382,-0.4662,103,-2.4172,288,-0.9624,154,-1.8339,408,-0.3655,235,-1.2022,120,-2.2010,2010,2.40162,1147,1.32258
ENSG00000135829,DHX9,122,0.64761,60,-0.4780,46,-0.8577,83,0.03260,89,0.15864,68,-0.2821,76,-0.0978,48,-0.8200,105,0.39846,96,0.25276,95,0.24337
ENSG00000157064,NMNAT2,171,0.11975,152,-0.0584,165,0.06862,253,0.75627,163,0.05268,221,0.53803,133,-0.2733,172,0.13403,228,0.58294,67,-1.3140,10,-4.0502
ENSG00000116698,SMG7,54,0.22211,49,0.07095,58,0.33765,39,-0.2755,46,-0.0315,57,0.29043,54,0.21530,45,-0.0754,37,-0.3666,47,-0.0179,32,-0.5831
ENSG00000162704,ARPC5,153,0.16314,109,-0.3701,159,0.22338,129,-0.1053,146,0.08918,116,-0.2737,139,0.01095,62,-1.2226,89,-0.6814,143,0.05786,268,1.07948
ENSG00000143344,RGL1,73,-0.0808,62,-0.3437,79,0.03623,85,0.16142,112,0.66987,55,-0.5075,44,-0.8394,60,-0.3926,60,-0.3727,86,0.17711,95,0.33748
ENSG00000198756,COLGALT2,39,-0.1975,36,-0.3015,38,-0.2238,33,-0.4551,33,-0.4977,62,0.54336,37,-0.2781,30,-0.5933,47,0.10062,37,-0.2523,104,1.42385
ENSG00000198860,TSEN15,38,-0.5052,34,-0.6476,71,0.47716,40,-0.3950,50,-0.0848,47,-0.1586,53,0.01056,63,0.30011,85,0.78856,20,-1.4506,76,0.60579
ENSG00000116667,C1orf21,112,0.02362,169,0.67922,107,-0.0565,81,-0.4782,109,-0.0298,102,-0.1296,107,-0.0551,144,0.41153,85,-0.4129,162,0.61193,42,-1.4631
ENSG00000116406,EDEM3,44,0.26000,21,-0.8323,36,-0.0658,32,-0.2461,56,0.72833,23,-0.7241,27,-0.4627,43,0.22636,56,0.63699,30,-0.3494,23,-0.7105
ENSG00000121481,RNF2,35,0.98365,14,-0.4089,28,0.60113,19,0.04137,25,0.51507,9,-1.0630,19,0.02288,15,-0.3984,24,0.35458,7,-1.5004,6,-1.6327
ENSG00000121486,TRMT1L,54,0.86796,13,-1.3573,23,-0.4943,33,0.07919,33,0.06767,22,-0.5393,27,-0.2540,51,0.77405,26,-0.2736,30,-0.0795,34,0.09472
ENSG00000116679,IVNS1ABP,60,-0.0106,60,-0.0037,36,-0.7790,55,-0.1428,49,-0.3529,52,-0.2105,36,-0.7849,60,-0.0050,72,0.28064,57,-0.0759,136,1.34341
ENSG00000047410,TPR,317,0.93325,95,-0.9640,128,-0.5123,109,-0.7614,99,-0.9750,63,-1.5670,285,0.75386,156,-0.2077,173,-0.0514,336,1.03327,281,0.73217
ENSG00000157181,ODR4,20,-0.2411,11,-1.0946,25,0.12764,9,-1.3387,18,-0.4067,10,-1.2951,21,-0.1315,8,-1.4841,14,-0.7345,49,1.23194,73,1.95067
ENSG00000162670,BRINP3,37,0.95678,20,-0.0159,9,-1.2701,28,0.49076,22,0.12620,19,-0.1342,31,0.64736,22,0.10666,12,-0.8184,23,0.20857,1,-4.3738
ENSG00000116741,RGS2,61,0.42978,34,-0.4591,40,-0.2206,62,0.45157,44,-0.0678,40,-0.2348,53,0.21305,79,0.85629,63,0.49639,25,-0.9221,10,-2.3196
ENSG00000116750,UCHL5,137,0.31016,70,-0.7389,86,-0.4197,146,0.40770,112,-0.0190,112,-0.0139,122,0.12732,144,0.38400,169,0.64562,84,-0.4577,61,-0.9355
ENSG00000116747,RO60,41,-0.0889,20,-1.2059,31,-0.5446,23,-0.9998,17,-1.5124,20,-1.1524,30,-0.6016,35,-0.3540,12,-1.9223,150,2.12399,130,1.84539
ENSG00000023572,GLRX2,89,-0.2932,81,-0.4285,88,-0.3083,128,0.27441,54,-1.1188,147,0.49934,221,1.18483,104,-0.0517,221,1.18030,56,-0.9926,46,-1.3009
ENSG00000134371,CDC73,33,-0.3407,22,-0.9713,38,-0.1160,33,-0.3399,27,-0.7103,26,-0.6766,72,0.90777,43,0.07298,29,-0.5502,73,0.91032,72,0.89030
ENSG00000162630,B3GALT2,730,3.19577,31,-2.1775,40,-1.8289,55,-1.3530,25,-2.5887,61,-1.1910,410,1.91453,57,-1.2890,46,-1.6052,86,-0.6796,35,-1.9984
ENSG00000162687,KCNT2,9,-1.0724,21,0.17611,28,0.65186,33,0.95859,21,0.21442,8,-1.1668,39,1.22106,21,0.17854,14,-0.4110,6,-1.5203,0,-9.1522
ENSG00000177888,ZBTB41,41,-0.0010,31,-0.3973,55,0.46849,41,0.02038,31,-0.4717,61,0.65357,46,0.20140,37,-0.1471,32,-0.3654,49,0.28525,33,-0.3015
ENSG00000151414,NEK7,30,-0.2129,33,-0.0777,45,0.41280,20,-0.8326,14,-1.4270,40,0.24391,19,-0.8524,15,-1.1965,14,-1.3377,79,1.36271,89,1.58875
ENSG00000162702,ZNF281,78,1.20764,18,-1.0687,23,-0.7290,16,-1.3064,31,-0.2907,18,-1.1200,18,-1.0976,31,-0.3062,45,0.28935,40,0.11991,98,1.61390
ENSG00000118200,CAMSAP2,461,0.89993,179,-0.6060,210,-0.3556,362,0.50181,254,-0.0700,182,-0.5783,295,0.17484,418,0.73741,244,-0.1271,165,-0.7273,150,-0.8750
ENSG00000116852,KIF21B,43,0.09494,47,0.22369,28,-0.5321,42,0.06875,38,-0.1011,72,0.93683,46,0.19782,47,0.23642,33,-0.3031,41,0.03235,9,-2.2232
ENSG00000116857,TMEM9,115,-0.2349,132,-0.0200,165,0.33000,103,-0.4025,145,0.14413,173,0.40579,157,0.25099,151,0.19282,96,-0.5186,157,0.24916,67,-1.0637
ENSG00000118194,TNNT2,0,-8.3482,19,-0.1254,37,0.93431,23,0.16567,39,1.17707,26,0.40088,4,-2.4201,13,-0.6809,40,1.06912,5,-1.9125,2,-3.2382
ENSG00000174307,PHLDA3,22,-1.4591,55,-0.0794,50,-0.2225,29,-1.0414,42,-0.5399,98,0.84240,37,-0.7027,46,-0.3482,49,-0.2690,64,0.15225,162,1.72963
ENSG00000159176,CSRP1,151,-0.6006,207,-0.1129,86,-1.4442,51,-2.2022,61,-2.0463,72,-1.7035,121,-0.9292,84,-1.4738,45,-2.3771,697,1.95732,1029,2.78663
ENSG00000134369,NAV1,74,0.47971,39,-0.5352,67,0.31360,46,-0.2648,41,-0.4923,29,-0.9792,32,-0.8299,46,-0.2855,34,-0.7366,98,0.93476,113,1.17397
ENSG00000198700,IPO9,75,0.21758,63,-0.0564,78,0.28736,73,0.19161,78,0.31064,56,-0.2261,82,0.36032,65,-0.0127,52,-0.3341,35,-0.9481,47,-0.5156
ENSG00000198892,SHISA4,109,-0.0210,104,-0.0950,104,-0.0896,91,-0.3028,107,-0.0524,100,-0.1552,69,-0.7168,110,-0.0027,62,-0.8881,161,0.60438,200,0.96818
ENSG00000134375,TIMM17A,85,-0.6881,101,-0.4226,108,-0.3144,176,0.45385,183,0.57431,174,0.43078,135,0.03282,125,-0.0926,253,1.05250,35,-1.9869,33,-2.0915
ENSG00000176393,RNPEP,5,-1.4274,20,0.47452,14,-0.0650,13,-0.1270,13,-0.1683,19,0.44006,17,0.29335,14,-0.0157,14,-0.0085,12,-0.2512,18,0.30395
ENSG00000170075,GPR37L1,29,-1.3821,95,0.43825,74,0.03971,11,-2.7744,35,-1.1474,16,-2.2420,60,-0.2770,46,-0.6764,12,-2.6737,339,2.81799,111,0.69244
ENSG00000143862,ARL8A,104,0.02907,63,-0.7541,83,-0.3217,117,0.21150,86,-0.3022,124,0.29694,103,0.00237,67,-0.6611,87,-0.2478,104,0.01780,207,1.14803
ENSG00000077152,UBE2T,46,0.34596,21,-0.8081,42,0.22299,59,0.75659,29,-0.3687,32,-0.1906,57,0.70554,49,0.45797,58,0.72942,11,-1.7678,5,-2.7872
ENSG00000077157,PPP1R12B,110,0.81459,54,-0.3266,65,-0.0303,70,0.08442,41,-0.8032,45,-0.6116,76,0.20886,60,-0.1702,39,-0.8216,131,1.10117,67,0.01218
ENSG00000143858,SYT2,0,-7.4909,16,0.55323,5,-1.2406,2,-2.5190,0,-5.7120,37,2.04912,0,-6.0564,1,-3.0504,74,3.68488,0,-7.5284,0,-8.4446
ENSG00000117139,KDM5B,66,0.90744,27,-0.4840,18,-1.1299,31,-0.3017,53,0.61338,15,-1.3373,42,0.18878,52,0.52664,20,-0.9723,47,0.34521,26,-0.5566
ENSG00000183155,RABIF,14,-1.3205,36,0.07153,52,0.67227,63,0.99545,38,0.19459,37,0.14094,26,-0.3985,29,-0.2414,31,-0.1521,11,-1.6245,33,-0.0608
ENSG00000117153,KLHL12,36,-0.3085,45,0.06437,34,-0.3794,68,0.70998,46,0.08243,62,0.57664,44,0.01627,51,0.25423,40,-0.1334,26,-0.7916,25,-0.8683
ENSG00000159346,ADIPOR1,92,0.92214,41,-0.3596,54,0.04850,41,-0.3707,50,-0.0647,42,-0.3163,50,-0.0609,44,-0.2740,43,-0.3106,38,-0.4870,80,0.68340
ENSG00000159348,CYB5R1,28,-0.3719,50,0.52133,34,-0.0904,35,-0.0254,31,-0.2633,27,-0.4232,40,0.18630,58,0.77087,48,0.46785,20,-0.8612,28,-0.3971
ENSG00000163444,TMEM183A,90,-0.4317,123,0.05548,193,0.78090,99,-0.2807,138,0.25223,154,0.40404,91,-0.4169,114,-0.0659,163,0.49887,67,-0.8827,59,-1.0674
ENSG00000143847,PPFIA4,16,-1.0374,36,0.14250,64,1.08971,28,-0.2413,47,0.66659,51,0.71438,19,-0.7941,21,-0.6320,34,0.07719,22,-0.5741,4,-2.9273
ENSG00000163485,ADORA1,54,0.22709,37,-0.3872,42,-0.1866,62,0.42417,29,-0.7993,37,-0.3882,76,0.75701,50,0.08681,38,-0.3216,32,-0.6131,81,0.87609
ENSG00000188783,PRELP,2,-2.7534,8,-1.2173,26,0.55927,3,-2.4833,6,-1.8007,17,-0.0841,11,-0.7480,5,-1.8647,3,-2.5579,126,3.86995,4,-2.1478
ENSG00000058668,ATP2B4,497,1.68378,82,-1.2243,137,-0.4492,186,0.02291,229,0.40000,140,-0.4192,229,0.35420,88,-1.1193,116,-0.7068,212,0.23001,52,-1.9057
ENSG00000182004,SNRPE,85,-0.3756,113,0.06740,85,-0.3835,104,-0.0579,131,0.33188,93,-0.2320,108,-0.0003,158,0.59907,139,0.39831,62,-0.8465,91,-0.2797
ENSG00000143850,PLEKHA6,40,-0.4512,50,-0.1331,67,0.33508,56,0.06308,98,1.09262,60,0.16046,38,-0.5498,60,0.15993,46,-0.2467,29,-0.9345,8,-2.7842
ENSG00000158615,PPP1R15B,27,-0.0694,19,-0.5560,40,0.59318,28,-0.0016,22,-0.4125,27,-0.0423,21,-0.4261,35,0.34113,25,-0.1803,39,0.54954,29,0.08785
ENSG00000133056,PIK3C2B,18,0.54076,10,-0.3435,9,-0.4185,14,0.13807,7,-0.9751,18,0.57445,7,-0.7621,5,-1.2161,8,-0.6432,4,-1.6145,43,2.08082
ENSG00000198625,MDM4,16,-0.7464,23,-0.2254,29,0.12627,15,-0.9199,26,-0.0686,31,0.22724,19,-0.5270,25,-0.0814,6,-2.0977,41,0.66804,65,1.44603
ENSG00000170382,LRRN2,80,1.21270,34,-0.1689,32,-0.2673,41,0.11206,37,-0.0448,50,0.44374,50,0.43782,23,-0.7629,22,-0.8153,39,0.02914,11,-1.8544
ENSG00000163531,NFASC,126,0.44547,59,-0.7395,83,-0.2174,65,-0.5719,66,-0.6013,119,0.35648,78,-0.3012,63,-0.6406,81,-0.2407,127,0.46120,207,1.28004
ENSG00000184144,CNTN2,162,0.40832,30,-2.1358,51,-1.3784,40,-1.7242,38,-1.8887,77,-0.7501,60,-1.1367,26,-2.3604,48,-1.4462,121,-0.0598,816,3.68724
ENSG00000117222,RBBP5,47,0.79491,23,-0.3709,28,-0.0301,25,-0.2198,34,0.26544,28,-0.0375,37,0.37122,23,-0.3345,25,-0.2117,18,-0.7491,25,-0.2245
ENSG00000133059,DSTYK,80,0.55090,48,-0.2565,52,-0.1220,51,-0.1584,54,-0.0739,75,0.45962,30,-0.9503,64,0.18937,48,-0.2573,67,0.27020,54,-0.0600
ENSG00000133069,TMCC2,21,-0.7551,44,0.39323,26,-0.3881,27,-0.3563,25,-0.5051,57,0.81198,15,-1.2070,20,-0.8338,41,0.26958,25,-0.4779,84,1.48971
ENSG00000117266,CDK18,11,-1.4998,12,-1.3935,6,-2.3699,12,-1.3506,0,-6.1845,50,0.77875,29,-0.1019,11,-1.5774,23,-0.4435,25,-0.3339,189,3.50824
ENSG00000174514,MFSD4A,119,-0.5545,116,-0.5941,157,-0.1266,310,0.97509,333,1.27184,123,-0.5008,213,0.35945,142,-0.2835,151,-0.1868,28,-2.7091,17,-3.3592
ENSG00000158711,ELK4,30,0.94939,9,-0.9347,15,-0.1288,12,-0.5408,20,0.31053,20,0.30020,6,-1.4014,16,-0.0132,10,-0.8061,10,-0.7845,31,1.01090
ENSG00000069275,NUCKS1,849,0.53217,424,-0.5624,607,-0.0062,329,-0.9449,489,-0.3728,481,-0.3662,559,-0.1338,517,-0.2548,365,-0.7901,1085,0.93949,1114,0.98319
ENSG00000117280,RAB29,9,-1.3034,20,-0.0503,15,-0.5193,16,-0.4068,13,-0.7716,21,0.01845,7,-1.6105,12,-0.8240,17,-0.2968,84,2.40842,25,0.26692
ENSG00000133065,SLC41A1,13,-0.7759,16,-0.4411,34,0.73946,23,0.12237,14,-0.6570,25,0.21021,11,-1.0591,12,-0.8111,20,-0.0726,55,1.56488,19,-0.1713
ENSG00000266028,SRGAP2,57,0.54009,40,-0.0373,36,-0.1891,24,-0.8177,36,-0.2273,74,0.96524,24,-0.7897,53,0.39892,44,0.10044,21,-1.0129,46,0.18078
ENSG00000266094,RASSF5,39,0.76321,20,-0.2993,15,-0.7445,39,0.78547,20,-0.2988,28,0.23128,25,0.07883,41,0.86789,36,0.63197,3,-2.9437,2,-3.2812
ENSG00000162889,MAPKAPK2,12,-0.1852,15,0.17626,10,-0.4610,9,-0.6349,5,-1.5681,18,0.42778,3,-2.0578,11,-0.3604,7,-0.9870,34,1.48793,35,1.53821
ENSG00000123836,PFKFB2,24,-0.1615,44,0.81299,14,-0.9457,14,-1.0053,16,-0.8254,25,-0.1296,10,-1.4707,46,0.87641,30,0.16484,40,0.65891,41,0.68862
ENSG00000180667,YOD1,12,-0.6617,12,-0.5757,25,0.50347,20,0.10223,14,-0.4785,28,0.67733,32,0.88552,10,-0.9057,22,0.31467,21,0.18968,10,-0.8807
ENSG00000196352,CD55,36,0.39162,13,-1.0951,14,-1.0266,11,-1.4341,14,-1.0858,6,-2.3444,29,0.04063,17,-0.7602,23,-0.2945,30,0.13104,128,2.73888
ENSG00000117335,CD46,72,0.28706,38,-0.6908,60,0.01935,76,0.38561,64,0.11713,50,-0.2616,49,-0.2972,43,-0.4934,44,-0.4742,80,0.45531,76,0.38002
ENSG00000203709,MIR29B2CHG,13,-0.4490,7,-1.2596,16,-0.1175,20,0.21108,19,0.13235,28,0.78945,14,-0.2932,19,0.10992,28,0.73620,23,0.45778,2,-2.9113
ENSG00000076356,PLXNA2,51,-0.0723,42,-0.3733,45,-0.2669,83,0.70207,83,0.80379,59,0.15158,58,0.12700,49,-0.1384,56,0.06814,25,-1.1621,8,-2.8324
ENSG00000008118,CAMK1G,24,-0.8248,47,0.18547,53,0.36679,78,0.99835,59,0.59688,53,0.35497,22,-0.9495,35,-0.2642,66,0.72061,4,-3.4847,4,-3.3569
ENSG00000117597,UTP25,22,0.32399,11,-0.6634,6,-1.4855,20,0.17985,16,-0.1546,16,-0.1104,32,0.97388,11,-0.6448,15,-0.2522,24,0.47651,21,0.27510
ENSG00000143469,SYT14,13,-0.8461,22,-0.0772,26,0.17625,19,-0.3122,27,0.26837,42,0.95312,21,-0.1782,25,0.13150,24,0.07207,14,-0.7949,18,-0.3771
ENSG00000082497,SERTAD4,16,-0.1234,18,0.08789,7,-1.2741,37,1.22989,21,0.31792,7,-1.2689,33,1.03100,14,-0.3510,16,-0.1588,7,-1.2482,11,-0.7399
ENSG00000143473,KCNH1,12,-1.8269,44,0.15751,41,0.04835,84,1.22941,75,1.20255,50,0.36195,23,-0.8543,33,-0.2797,29,-0.5016,4,-3.2961,6,-2.6315
ENSG00000117625,RCOR3,51,0.18537,24,-0.9360,39,-0.2015,48,0.08762,58,0.44260,53,0.24474,46,0.05269,39,-0.2284,44,-0.0295,35,-0.4015,45,0.01785
ENSG00000170385,SLC30A1,11,-1.5136,29,-0.1535,64,1.13473,47,0.61630,54,0.94993,24,-0.4347,27,-0.2491,13,-1.3144,24,-0.4574,24,-0.4226,12,-1.4948
ENSG00000123684,LPGAT1,133,0.67736,49,-0.8872,70,-0.3388,62,-0.5190,78,-0.1927,132,0.65782,71,-0.3202,98,0.19035,77,-0.1928,83,-0.0705,115,0.44241
ENSG00000066027,PPP2R5A,57,0.08413,50,-0.1316,49,-0.1464,43,-0.3663,49,-0.1515,42,-0.4045,40,-0.4419,74,0.49720,29,-0.9441,87,0.76317,79,0.60692
ENSG00000065600,PACC1,23,0.46122,4,-2.1436,4,-2.2016,1,-3.5965,4,-2.0864,6,-1.4299,12,-0.4849,1,-4.0570,7,-1.2449,21,0.34025,116,3.79318
ENSG00000117691,NENF,226,0.25105,206,0.09925,185,-0.0702,124,-0.6795,141,-0.5303,160,-0.2890,127,-0.6478,122,-0.7094,130,-0.6106,210,0.13373,545,1.75625
ENSG00000117697,NSL1,56,0.40171,24,-0.8595,22,-1.0027,28,-0.6481,39,-0.1712,36,-0.2589,44,0.02262,50,0.22112,22,-0.9855,55,0.37505,102,1.42026
ENSG00000203705,TATDN3,47,0.74258,13,-1.1791,13,-1.2121,30,0.00939,31,0.08195,32,0.12448,40,0.47525,37,0.36244,32,0.10691,29,-0.0073,19,-0.6726
ENSG00000162769,FLVCR1,14,0.11751,9,-0.5696,12,-0.1249,12,-0.1312,14,0.12913,17,0.43174,12,-0.1275,11,-0.3038,22,0.82663,8,-0.6741,11,-0.2273
ENSG00000174606,ANGEL2,52,0.86431,35,0.22206,42,0.49879,26,-0.2577,37,0.32635,13,-1.2695,28,-0.1187,17,-0.8610,17,-0.8657,17,-0.9120,45,0.61581
ENSG00000136643,RPS6KC1,45,0.16394,37,-0.1186,43,0.08545,35,-0.2282,46,0.25023,21,-0.9502,44,0.12752,49,0.29916,45,0.16742,34,-0.2663,38,-0.0767
ENSG00000117707,PROX1,8,-1.0811,8,-1.0764,46,1.72741,0,-4.5539,7,-1.2591,0,-4.5079,5,-1.7491,6,-1.5059,1,-4.1672,10,-0.7375,98,3.38474
ENSG00000143499,SMYD2,11,-2.9392,42,-1.0460,53,-0.7027,128,0.67512,28,-1.7503,300,2.20908,68,-0.3290,50,-0.7928,283,2.09058,9,-3.1946,8,-3.4767
ENSG00000152104,PTPN14,17,-0.0719,14,-0.2740,25,0.56875,17,-0.0370,24,0.56673,20,0.22343,8,-1.1832,15,-0.2026,7,-1.2682,22,0.39116,15,-0.2464
ENSG00000136636,KCTD3,40,0.38651,28,-0.1552,18,-0.7973,16,-1.0182,22,-0.5880,26,-0.2367,12,-1.3869,24,-0.3803,19,-0.7502,59,1.05106,85,1.69936
ENSG00000196482,ESRRG,0,-5.8966,35,0.79146,31,0.58105,11,-0.9861,14,-0.6598,32,0.66152,10,-1.0799,51,1.42920,49,1.38852,7,-1.6634,0,-5.0202
ENSG00000092978,GPATCH2,30,0.36548,10,-1.2205,30,0.40322,9,-1.3422,29,0.39228,21,-0.1544,29,0.30970,24,0.06098,23,-0.0422,27,0.24361,18,-0.3619
ENSG00000067533,RRP15,65,0.93302,21,-0.8647,23,-0.7133,36,-0.0252,27,-0.4773,24,-0.6539,65,0.92488,25,-0.5752,33,-0.1601,60,0.78683,33,-0.1803
ENSG00000143353,LYPLAL1,33,0.45673,16,-0.6113,13,-0.9869,13,-0.9185,20,-0.3189,10,-1.2647,20,-0.3396,22,-0.1492,24,-0.0449,58,1.40981,44,0.95929
ENSG00000136628,EPRS,206,0.59499,59,-1.3273,93,-0.6568,124,-0.2152,109,-0.4497,68,-1.1265,197,0.52263,159,0.17891,200,0.54878,212,0.63918,169,0.27720
ENSG00000162813,BPNT1,24,0.67086,7,-1.2097,11,-0.4882,19,0.33509,19,0.35999,10,-0.6511,18,0.23672,13,-0.3127,7,-1.2322,15,-0.0131,24,0.69359
ENSG00000067704,IARS2,60,-0.0743,62,-0.0200,79,0.35399,43,-0.5898,46,-0.5316,48,-0.4259,91,0.57241,93,0.61408,64,0.02866,70,0.15617,56,-0.1819
ENSG00000118873,RAB3GAP2,114,0.45757,55,-0.6781,52,-0.7773,100,0.24930,80,-0.1213,72,-0.2682,110,0.40135,159,1.00551,105,0.32374,48,-0.8723,52,-0.7624
ENSG00000116141,MARK1,56,0.27003,25,-0.9653,38,-0.3309,45,-0.0757,55,0.24592,84,0.92451,44,-0.1296,71,0.63199,55,0.24305,28,-0.8058,13,-1.8697
ENSG00000162817,C1orf115,101,-0.1856,135,0.26651,95,-0.2829,180,0.73667,219,1.23716,76,-0.6124,64,-0.8867,77,-0.6081,117,0.04304,56,-1.0765,26,-2.1787
ENSG00000117791,MARC2,26,0.52427,13,-0.5391,16,-0.1971,22,0.22340,29,0.79209,19,0.02370,15,-0.3436,22,0.27428,11,-0.7521,16,-0.1910,5,-1.9259
ENSG00000154305,MIA3,211,1.08547,62,-0.8647,94,-0.2228,78,-0.5203,92,-0.2771,51,-1.1668,107,-0.0223,193,0.93152,126,0.23856,113,0.05336,85,-0.3802
ENSG00000186063,AIDA,86,0.62835,76,0.42605,80,0.52686,32,-0.8968,40,-0.6084,84,0.58823,68,0.24993,46,-0.3538,33,-0.8512,44,-0.4284,65,0.19311
ENSG00000162819,BROX,79,0.64358,39,-0.4436,28,-0.9493,54,0.05457,44,-0.2862,55,0.08115,39,-0.4528,44,-0.2797,31,-0.8078,67,0.39135,105,1.12292
ENSG00000143502,SUSD4,83,0.44825,63,0.01867,69,0.15047,84,0.46258,65,0.06567,79,0.36445,65,0.06904,71,0.20861,80,0.38927,20,-1.7397,7,-3.2512
ENSG00000162909,CAPN2,17,-1.5023,54,0.22395,22,-1.1332,37,-0.3804,44,-0.0945,30,-0.6830,14,-1.7587,35,-0.4451,44,-0.0984,142,1.87657,79,0.83100
ENSG00000143514,TP53BP2,23,-0.4403,30,-0.0260,37,0.33113,5,-2.5683,15,-1.1620,7,-2.1566,38,0.38100,22,-0.4441,2,-3.8071,128,2.57185,40,0.43855
ENSG00000143756,FBXO28,22,-1.2806,39,-0.4450,43,-0.2735,90,0.90830,71,0.57118,62,0.28622,50,-0.0414,61,0.25661,46,-0.1824,33,-0.6875,31,-0.7876
ENSG00000143753,DEGS1,90,0.15372,45,-0.9190,79,-0.0566,94,0.22916,91,0.19114,64,-0.3777,90,0.16141,72,-0.1846,68,-0.2888,82,0.00045,113,0.52044
ENSG00000143771,CNIH4,53,0.45380,20,-1.0450,27,-0.5764,34,-0.2385,46,0.24757,33,-0.2657,48,0.28798,53,0.46149,42,0.07405,40,0.02704,35,-0.2154
ENSG00000162923,WDR26,65,-0.0254,54,-0.3080,71,0.11602,62,-0.0876,79,0.32264,42,-0.6727,82,0.34510,77,0.25784,41,-0.7333,96,0.60606,41,-0.7257
ENSG00000143786,CNIH3,21,-0.3993,21,-0.3660,13,-1.0381,35,0.39261,5,-2.5798,69,1.55210,38,0.54771,39,0.57570,52,1.07399,18,-0.5923,7,-1.9086
ENSG00000154380,ENAH,66,-0.3993,87,0.03541,88,0.05997,42,-1.0707,82,-0.0541,54,-0.6999,48,-0.8762,64,-0.4481,37,-1.2503,197,1.39231,173,1.15741
ENSG00000143742,SRP9,237,-0.2658,286,0.02586,322,0.21630,210,-0.4509,306,0.14645,248,-0.1964,259,-0.1264,311,0.16180,279,-0.0132,323,0.22186,286,0.02530
ENSG00000143819,EPHX1,21,-0.5222,26,-0.2202,21,-0.5650,8,-1.8577,19,-0.7679,9,-1.8119,20,-0.6127,12,-1.3406,6,-2.3214,135,2.69877,63,1.22824
