Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000120341,SEC16B,2,-2.7243,18,0.52217,1,-2.9640,25,1.09589,21,0.90670,8,-0.6851,24,1.18950,5,-1.4027,1,-3.4559
ENSG00000075391,RASAL2,166,1.23283,38,-1.2546,71,-0.3093,78,-0.1513,115,0.51004,53,-0.7522,81,-0.1051,33,-1.4630,39,-1.2051
ENSG00000116199,FAM20B,116,0.35371,96,0.02219,123,0.40821,118,0.34307,96,0.01923,120,0.37440,83,-0.2283,49,-1.0021,43,-1.2142
ENSG00000143322,ABL2,77,0.47464,29,-1.0640,113,1.05516,61,0.05798,56,-0.0822,36,-0.7658,45,-0.4610,42,-0.5306,71,0.28613
ENSG00000169905,TOR1AIP2,69,0.48505,37,-0.5465,23,-1.2138,68,0.42546,42,-0.3788,67,0.39509,51,-0.0591,53,0.03387,56,0.11973
ENSG00000143337,TOR1AIP1,35,-0.3005,36,-0.2226,75,0.95415,53,0.37872,26,-0.7445,21,-1.0455,32,-0.4410,70,0.83938,58,0.52139
ENSG00000135837,CEP350,279,0.90452,107,-0.7193,175,0.04612,72,-1.3073,197,0.25985,23,-2.9697,52,-1.8798,172,0.01459,438,1.58000
ENSG00000116260,QSOX1,35,0.15232,22,-0.6103,16,-1.0726,59,0.96606,24,-0.4701,34,0.05847,37,0.21231,29,-0.1446,36,0.17293
ENSG00000230124,ACBD6,28,-0.3897,21,-0.7715,36,0.03425,24,-0.5685,48,0.54068,34,-0.0826,42,0.29229,43,0.30774,30,-0.2334
ENSG00000143324,XPR1,41,-0.2067,50,0.10289,34,-0.4923,79,0.84286,67,0.64892,43,-0.1362,44,-0.0832,25,-0.9567,24,-0.9895
ENSG00000135823,STX6,69,0.32301,48,-0.2629,50,-0.2027,61,0.09454,51,-0.1920,83,0.57709,61,0.09663,43,-0.4593,42,-0.4808
ENSG00000162783,IER5,48,0.15517,41,-0.1105,38,-0.2166,66,0.62831,59,0.51428,51,0.21162,55,0.38362,5,-3.1313,5,-3.2001
ENSG00000198216,CACNA1E,174,1.54732,37,-1.1503,60,-0.4213,74,-0.0916,51,-0.7143,121,0.70375,70,-0.1989,23,-1.8365,36,-1.1734
ENSG00000135821,GLUL,253,-1.1953,403,-0.4139,450,-0.2434,452,-0.2385,220,-1.4163,708,0.47327,212,-1.4710,2535,2.88024,397,-0.4369
ENSG00000135828,RNASEL,11,-0.2215,11,-0.1623,8,-0.5934,4,-1.7013,21,0.89516,14,0.21911,13,0.04663,4,-1.4559,19,0.64340
ENSG00000135829,DHX9,60,-0.1485,56,-0.2435,27,-1.3614,82,0.36115,87,0.50083,62,-0.0917,69,0.09016,58,-0.1743,69,0.08316
ENSG00000157064,NMNAT2,193,0.13538,118,-0.6404,190,0.09347,245,0.50119,233,0.47561,163,-0.1396,246,0.57341,44,-2.1151,40,-2.2590
ENSG00000116698,SMG7,77,0.46546,52,-0.1886,47,-0.3420,89,0.66293,41,-0.5932,75,0.38788,51,-0.2314,44,-0.4682,61,0.05704
ENSG00000162704,ARPC5,115,0.04725,100,-0.1829,132,0.25991,105,-0.1012,91,-0.3514,157,0.53397,105,-0.1127,75,-0.6283,155,0.51287
ENSG00000143344,RGL1,68,0.11652,39,-0.7247,48,-0.4147,49,-0.3893,51,-0.3671,83,0.42931,74,0.26061,73,0.22932,82,0.41368
ENSG00000198756,COLGALT2,40,-0.4341,43,-0.2844,65,0.35642,39,-0.4357,38,-0.5183,44,-0.2621,60,0.23291,32,-0.7273,125,1.45063
ENSG00000198860,TSEN15,31,-0.3880,40,0.02265,26,-0.6442,40,0.00284,38,-0.0896,57,0.57098,56,0.62040,26,-0.6489,37,-0.1181
ENSG00000116667,C1orf21,175,0.28635,156,0.06908,204,0.50109,96,-0.6716,217,0.68391,77,-1.0099,85,-0.9263,204,0.50186,95,-0.6931
ENSG00000116406,EDEM3,45,0.53045,18,-0.9736,9,-1.9118,45,0.45998,56,0.93289,16,-1.0763,33,-0.0371,14,-1.3427,33,-0.0345
ENSG00000121481,RNF2,20,0.06891,14,-0.4797,52,1.62223,18,-0.0917,13,-0.7102,17,-0.1968,20,0.02192,15,-0.4216,12,-0.6893
ENSG00000121486,TRMT1L,30,0.30905,19,-0.4092,10,-1.4125,14,-0.8751,31,0.37122,16,-0.6695,31,0.38349,29,0.25268,28,0.17156
ENSG00000116679,IVNS1ABP,40,-0.3437,38,-0.4158,35,-0.5498,60,0.30920,28,-0.9335,47,-0.0758,59,0.31763,66,0.44939,93,1.02612
ENSG00000047410,TPR,288,0.50355,139,-0.6892,230,0.09472,87,-1.3901,314,0.66899,87,-1.3970,71,-1.7887,251,0.23101,464,1.25167
ENSG00000157181,ODR4,60,0.95330,13,-1.4926,24,-0.6037,24,-0.6013,19,-0.9900,15,-1.2720,14,-1.4363,66,0.99155,98,1.69094
ENSG00000162670,BRINP3,27,1.04755,7,-1.1079,5,-1.4620,18,0.28472,11,-0.4707,19,0.36422,16,0.05709,14,-0.1115,10,-0.6526
ENSG00000116741,RGS2,37,0.21686,21,-0.6489,12,-1.4347,25,-0.4210,38,0.29549,53,0.78900,46,0.61604,20,-0.7251,16,-1.0921
ENSG00000116750,UCHL5,113,0.03694,91,-0.3070,146,0.43536,94,-0.2557,160,0.65430,68,-0.7596,133,0.31798,62,-0.8827,59,-0.9770
ENSG00000116747,RO60,63,0.10007,26,-1.2310,88,0.62868,23,-1.4251,55,-0.1148,23,-1.4190,18,-1.8584,136,1.37511,142,1.44442
ENSG00000023572,GLRX2,60,-0.2427,62,-0.1796,84,0.30261,84,0.29982,81,0.26750,57,-0.3012,98,0.60658,36,-1.0097,33,-1.1153
ENSG00000134371,CDC73,62,0.47190,33,-0.5450,58,0.32522,47,-0.0338,46,-0.0466,16,-1.6006,26,-0.9659,60,0.36200,87,0.97466
ENSG00000162630,B3GALT2,285,2.03490,33,-1.7574,217,1.19059,121,0.21795,34,-1.7941,12,-3.1414,62,-0.8733,27,-2.0326,90,-0.2495
ENSG00000287364,AL353709.1,95,1.77706,16,-1.2969,82,1.24651,29,-0.4096,48,0.38978,0,-8.4565,12,-1.7727,4,-3.3401,20,-0.9795
ENSG00000162687,KCNT2,33,1.24377,7,-1.2858,2,-2.8681,14,-0.2908,24,0.61554,10,-0.7648,21,0.41781,9,-0.8437,3,-2.4129
ENSG00000177888,ZBTB41,76,0.59424,46,-0.2605,81,0.62382,48,-0.2012,61,0.17475,25,-1.2055,46,-0.2820,29,-0.9559,61,0.17844
ENSG00000213047,DENND1B,10,-0.3854,8,-0.7524,8,-0.6924,20,0.69011,25,1.25422,10,-0.4396,13,-0.0028,5,-1.3858,7,-0.8181
ENSG00000151414,NEK7,24,-0.5291,21,-0.6344,69,1.22406,42,0.39352,15,-1.2018,4,-2.8789,17,-1.0468,50,0.68400,92,1.74227
ENSG00000162702,ZNF281,54,-0.0010,21,-1.4646,73,0.45785,45,-0.2854,56,0.04231,38,-0.5724,39,-0.5528,55,0.00414,124,1.36007
ENSG00000118200,CAMSAP2,561,0.64764,285,-0.4958,455,0.23745,228,-0.8365,607,0.79677,233,-0.7988,248,-0.7593,266,-0.5981,403,0.04583
ENSG00000116852,KIF21B,49,0.35885,49,0.31583,74,1.00872,39,-0.0339,31,-0.4227,44,0.15212,36,-0.1836,19,-1.0850,22,-0.9270
ENSG00000116857,TMEM9,103,-0.0998,104,-0.0711,81,-0.4641,183,0.84178,78,-0.5573,137,0.36742,140,0.44211,98,-0.1716,63,-0.8444
ENSG00000118194,TNNT2,11,-1.7338,50,0.66043,39,0.24114,30,-0.1744,66,1.29179,18,-0.9444,52,0.82017,0,-6.7594,4,-3.1059
ENSG00000174307,PHLDA3,25,-1.1536,63,0.35119,46,-0.1224,33,-0.6271,51,0.02830,41,-0.3064,65,0.45123,48,-0.0701,90,0.94145
ENSG00000159176,CSRP1,99,-1.2305,140,-0.6359,197,-0.1111,160,-0.4263,60,-2.0014,181,-0.2379,97,-1.2597,787,2.30408,556,1.62606
ENSG00000134369,NAV1,130,0.52080,33,-1.6359,65,-0.6264,47,-1.1005,85,-0.2239,40,-1.3550,50,-1.0715,192,1.11713,257,1.63507
ENSG00000198700,IPO9,108,0.37837,83,-0.0862,129,0.61773,72,-0.2968,86,-0.0235,71,-0.3218,71,-0.3580,91,0.05321,73,-0.2706
ENSG00000198892,SHISA4,52,-0.7612,94,0.19571,85,0.03257,58,-0.5384,65,-0.4090,142,0.86547,95,0.23786,100,0.29135,92,0.16033
ENSG00000134375,TIMM17A,71,-0.7560,122,0.13713,104,-0.1181,101,-0.1583,140,0.39563,93,-0.2844,203,1.11494,49,-1.2483,45,-1.3798
ENSG00000176393,RNPEP,10,-0.2422,8,-0.6476,9,-0.3950,10,-0.3122,12,0.04251,24,1.11822,17,0.64000,7,-0.8166,6,-0.9372
ENSG00000170075,GPR37L1,34,-0.8620,26,-1.2029,66,0.19851,30,-1.0215,12,-2.4795,52,-0.1785,19,-1.7904,311,3.14302,81,0.53714
ENSG00000143862,ARL8A,104,0.14289,88,-0.1392,115,0.28302,109,0.20543,57,-0.8443,63,-0.6516,113,0.28944,81,-0.2645,146,0.67421
ENSG00000077152,UBE2T,18,-0.1596,19,-0.0692,16,-0.3660,21,0.04292,23,0.24235,18,-0.1810,41,1.32735,2,-3.0237,1,-3.8896
ENSG00000077157,PPP1R12B,211,1.00792,79,-0.6785,99,-0.3247,113,-0.1249,118,-0.0635,63,-1.0120,45,-1.6011,112,-0.1320,254,1.19801
ENSG00000143858,SYT2,0,-7.8650,21,0.54532,0,-4.5550,8,-0.8715,35,1.68754,4,-1.7134,36,1.74987,1,-3.2193,0,-8.6254
ENSG00000117139,KDM5B,76,0.70854,27,-0.9603,63,0.31782,37,-0.5258,60,0.24925,39,-0.4461,29,-0.9561,52,0.00432,72,0.53284
ENSG00000183155,RABIF,18,-0.4375,13,-0.8585,7,-1.7798,31,0.46338,24,0.07622,41,0.93822,41,1.07187,8,-1.5540,10,-1.2066
ENSG00000117153,KLHL12,45,0.40489,24,-0.5848,21,-0.7892,39,0.11160,30,-0.3158,36,0.01262,61,0.96935,19,-0.9448,19,-0.9430
ENSG00000159346,ADIPOR1,45,-0.1223,35,-0.5290,72,0.61142,52,0.10398,41,-0.3090,41,-0.2879,54,0.17527,38,-0.3686,68,0.53303
ENSG00000159348,CYB5R1,30,-0.1584,28,-0.2388,13,-1.3731,46,0.52479,29,-0.2022,20,-0.7771,43,0.44345,52,0.71026,34,0.03424
ENSG00000163444,TMEM183A,102,-0.2440,119,0.02056,137,0.24129,136,0.22313,153,0.46983,143,0.30562,123,0.07588,73,-0.7310,48,-1.3608
ENSG00000143847,PPFIA4,32,-0.1875,52,0.61200,25,-0.5154,44,0.32756,31,-0.2160,67,1.02498,38,0.12391,29,-0.3248,7,-2.4104
ENSG00000163485,ADORA1,55,0.26818,33,-0.5604,73,0.69591,58,0.32369,32,-0.6254,35,-0.4540,49,0.06277,12,-2.0389,83,0.90977
ENSG00000159388,BTG2,17,0.04551,7,-1.3298,4,-1.9522,19,0.22508,10,-0.8833,8,-1.0965,3,-2.3877,80,2.83600,21,0.38288
ENSG00000188783,PRELP,15,-0.2727,5,-1.8581,18,0.06013,12,-0.5592,8,-1.2820,10,-0.8672,7,-1.3753,98,3.22510,7,-1.3557
ENSG00000058668,ATP2B4,378,1.27028,88,-1.2019,230,0.27305,165,-0.2454,131,-0.6540,164,-0.2558,146,-0.4689,166,-0.2393,197,0.03272
ENSG00000182004,SNRPE,40,-0.9037,86,0.34255,39,-0.8681,77,0.18407,73,0.10020,106,0.68403,100,0.66632,71,0.03907,23,-1.6227
ENSG00000143850,PLEKHA6,67,0.11597,67,0.11792,56,-0.1622,78,0.34947,49,-0.3950,87,0.51778,74,0.30305,37,-0.8134,44,-0.5397
ENSG00000158615,PPP1R15B,23,-0.2638,25,-0.1477,22,-0.3013,43,0.73328,28,0.03958,22,-0.3408,26,-0.1015,30,0.13511,31,0.22427
ENSG00000133056,PIK3C2B,5,-1.2467,10,-0.3156,5,-1.3061,26,1.21658,6,-1.2011,9,-0.5235,9,-0.5483,9,-0.4976,49,2.39852
ENSG00000198625,MDM4,65,0.58989,31,-0.6188,27,-0.8170,57,0.31449,18,-1.5000,14,-1.7808,25,-1.0304,77,0.81647,137,1.82085
ENSG00000170382,LRRN2,31,0.88844,7,-1.4349,7,-1.3901,12,-0.6891,14,-0.4506,28,0.63706,29,0.75324,9,-1.1006,15,-0.3620
ENSG00000163531,NFASC,156,0.35790,64,-1.0399,92,-0.4994,207,0.78542,72,-0.9272,79,-0.7312,117,-0.1468,60,-1.1540,334,1.62014
ENSG00000184144,CNTN2,81,-0.6818,25,-2.3476,143,0.25001,81,-0.6443,28,-2.3221,64,-1.0019,89,-0.5394,88,-0.5167,673,3.20770
ENSG00000117222,RBBP5,59,0.67803,34,-0.2625,38,-0.1131,45,0.16440,44,0.13174,53,0.40727,28,-0.6248,22,-0.9064,33,-0.3004
ENSG00000133059,DSTYK,150,0.87787,45,-1.0927,78,-0.2673,62,-0.6179,106,0.24495,75,-0.3350,79,-0.2606,67,-0.4958,113,0.31767
ENSG00000133069,TMCC2,34,-0.6117,73,0.61052,48,-0.0690,83,0.82434,36,-0.5592,56,0.19144,36,-0.5502,54,0.11766,72,0.59136
ENSG00000117266,CDK18,9,-1.9919,10,-1.6612,31,-0.0125,54,0.86249,11,-1.5886,8,-2.0746,25,-0.3837,29,-0.1005,155,2.90520
ENSG00000174514,MFSD4A,92,-0.1090,68,-0.5655,76,-0.3995,92,-0.1093,93,-0.0988,226,1.37486,151,0.78239,29,-1.8410,17,-2.6120
ENSG00000158711,ELK4,20,0.37925,16,-0.0451,15,-0.1015,7,-1.1761,18,0.11802,19,0.23541,7,-1.2981,17,0.08406,32,1.04208
ENSG00000069275,NUCKS1,1410,0.44687,549,-1.0622,1312,0.28385,763,-0.5641,1201,0.15764,653,-0.7997,531,-1.1893,1376,0.35975,2231,1.16534
ENSG00000117280,RAB29,16,-0.5506,14,-0.6786,19,-0.2507,38,0.82644,22,-0.0922,12,-0.8950,12,-1.0110,63,1.69947,26,0.18210
ENSG00000133065,SLC41A1,19,-0.0851,17,-0.2637,9,-1.2674,13,-0.6839,13,-0.6952,24,0.23120,16,-0.4023,53,1.55529,33,0.74713
ENSG00000286619,AC119673.2,44,1.86965,10,-0.7761,4,-1.9418,12,-0.5264,10,-0.8549,3,-2.3474,5,-1.7988,30,0.88030,27,0.71715
ENSG00000266028,SRGAP2,59,0.28578,35,-0.5194,64,0.39130,54,0.11594,32,-0.7070,51,0.03773,56,0.21282,41,-0.2813,57,0.22180
ENSG00000266094,RASSF5,35,0.60406,15,-0.7430,40,0.74221,44,0.87617,15,-0.8926,12,-1.0993,35,0.56386,10,-1.4074,12,-1.0852
ENSG00000162889,MAPKAPK2,8,-1.0099,8,-1.0063,12,-0.4108,23,0.61968,6,-1.4425,21,0.50458,7,-1.1893,41,1.59235,38,1.47056
ENSG00000123836,PFKFB2,27,-0.7046,12,-1.8150,14,-1.5811,35,-0.2277,18,-1.2943,11,-1.9771,26,-0.7321,219,3.11426,58,0.55852
ENSG00000180667,YOD1,26,0.61758,3,-2.4656,17,-0.1403,17,-0.1130,19,0.07045,13,-0.5619,28,0.74142,14,-0.3907,10,-0.8418
ENSG00000196352,CD55,22,0.05653,16,-0.4422,2,-3.2545,40,0.99284,14,-0.7003,22,0.05889,25,0.24907,19,-0.1974,36,0.85093
ENSG00000117335,CD46,59,0.36358,28,-0.8147,38,-0.3868,47,-0.0577,32,-0.6621,55,0.20166,47,-0.0450,53,0.15840,81,0.83475
ENSG00000203709,MIR29B2CHG,35,1.01876,6,-1.8292,4,-2.1611,32,0.73617,11,-1.0045,25,0.34067,22,0.15893,12,-0.7588,26,0.41099
ENSG00000076356,PLXNA2,143,1.21847,38,-1.0310,70,-0.1067,67,-0.1661,67,-0.1976,83,0.15773,74,-0.0100,38,-1.0239,34,-1.2046
ENSG00000008118,CAMK1G,45,-0.5085,48,-0.3809,48,-0.3864,59,-0.0601,84,0.56780,98,0.75447,101,0.92105,8,-2.9054,13,-2.3139
ENSG00000196878,LAMB3,7,-1.2745,23,0.47069,9,-0.8842,37,1.28019,28,0.95627,11,-0.5962,23,0.54191,2,-2.7885,1,-3.2969
ENSG00000117597,UTP25,33,0.88466,17,-0.2640,18,-0.2071,17,-0.2374,15,-0.4487,11,-0.8745,25,0.37418,19,-0.0788,13,-0.6382
ENSG00000143469,SYT14,49,0.77459,12,-1.4262,30,-0.1094,30,-0.0879,38,0.29856,10,-1.7211,25,-0.3923,28,-0.2157,49,0.67521
ENSG00000082497,SERTAD4,32,0.98532,9,-1.0921,31,0.82370,12,-0.6678,18,-0.0240,18,-0.0454,18,-0.0169,8,-1.2480,8,-1.3043
ENSG00000143473,KCNH1,22,-0.6836,31,-0.1276,17,-1.0205,66,1.07919,39,0.25642,37,0.15388,58,1.00037,11,-1.6180,3,-3.2885
ENSG00000117625,RCOR3,58,0.31260,25,-1.0010,52,0.13368,70,0.60660,44,-0.1368,36,-0.4568,48,0.01014,30,-0.7322,64,0.43933
ENSG00000170385,SLC30A1,10,-1.4033,33,0.52713,34,0.59563,29,0.32477,18,-0.4137,29,0.30677,25,0.07983,39,0.81708,13,-0.8921
ENSG00000123684,LPGAT1,108,0.34027,63,-0.5397,80,-0.1718,91,0.04244,118,0.50443,34,-1.4653,78,-0.2101,43,-1.0876,147,0.81045
ENSG00000066027,PPP2R5A,38,-0.4277,34,-0.5429,87,0.94876,25,-0.9983,40,-0.3147,34,-0.5215,47,-0.0602,93,1.05964,59,0.30048
ENSG00000117691,NENF,100,-0.4987,156,0.24296,125,-0.1117,121,-0.1607,86,-0.7297,162,0.30219,117,-0.2279,171,0.38898,267,1.12439
ENSG00000117697,NSL1,93,1.02206,33,-0.7337,52,-0.0493,55,0.05111,45,-0.2745,28,-0.9728,23,-1.3536,59,0.14575,92,0.86867
ENSG00000203705,TATDN3,34,0.45196,20,-0.3894,22,-0.2477,30,0.21817,24,-0.1682,26,0.01410,28,0.10991,13,-1.0850,31,0.28541
ENSG00000162769,FLVCR1,25,0.20345,16,-0.5338,19,-0.2670,14,-0.6487,28,0.39981,14,-0.7017,18,-0.3649,33,0.62671,29,0.43512
ENSG00000174606,ANGEL2,52,0.97011,27,-0.2032,28,-0.1233,28,-0.1395,18,-0.8842,38,0.33339,18,-0.8224,25,-0.3097,45,0.60639
ENSG00000136643,RPS6KC1,31,-0.3102,28,-0.4794,35,-0.1091,51,0.47450,36,-0.0722,53,0.54945,45,0.32175,24,-0.7119,36,-0.0603
ENSG00000117707,PROX1,16,-0.6285,13,-0.9041,31,0.43278,7,-1.7934,24,0.02796,7,-1.6727,4,-2.7798,31,0.43740,105,2.68702
ENSG00000143499,SMYD2,21,-2.2213,80,-0.1384,64,-0.4791,102,0.23660,129,0.68565,20,-2.1966,231,1.95058,14,-2.7347,13,-2.8679
ENSG00000152104,PTPN14,53,1.10228,25,-0.2637,27,-0.1416,33,0.16974,22,-0.4609,20,-0.5822,15,-1.0736,55,1.00345,12,-1.3147
ENSG00000136636,KCTD3,43,0.28616,19,-1.0044,27,-0.4432,28,-0.3920,23,-0.7572,22,-0.7434,30,-0.3091,46,0.37624,102,1.72668
ENSG00000196482,ESRRG,19,-0.2140,17,-0.4217,26,0.25941,34,0.70509,37,0.97759,10,-1.1931,26,0.27631,7,-1.5642,4,-2.4325
ENSG00000092978,GPATCH2,65,1.22377,21,-0.7212,28,-0.3037,29,-0.2315,36,0.09454,23,-0.6081,16,-1.1774,30,-0.2073,42,0.32754
ENSG00000067533,RRP15,82,1.03125,31,-0.6188,62,0.46315,53,0.19927,57,0.36166,35,-0.4325,14,-1.9361,26,-0.8702,47,0.00281
ENSG00000143353,LYPLAL1,17,-0.4943,24,0.00712,14,-0.8273,32,0.49304,20,-0.2302,18,-0.3865,23,-0.0346,49,1.20349,23,-0.0131
ENSG00000136628,EPRS,153,0.31600,63,-1.0821,66,-0.9981,65,-1.0387,231,1.11012,42,-1.6908,109,-0.2631,160,0.35900,149,0.24698
ENSG00000162813,BPNT1,28,0.88914,18,0.02276,7,-1.2465,19,0.10888,8,-1.2597,20,0.21289,16,-0.1479,15,-0.2546,26,0.62367
ENSG00000067704,IARS2,48,-0.2195,63,0.21024,45,-0.3206,62,0.19119,57,0.07579,41,-0.4311,54,-0.0194,63,0.22153,65,0.26481
ENSG00000118873,RAB3GAP2,133,0.24655,71,-0.7476,146,0.37726,116,0.00668,163,0.62788,64,-0.8982,114,-0.0177,78,-0.5981,87,-0.4265
ENSG00000116141,MARK1,81,0.65386,37,-0.6235,52,-0.1071,75,0.47258,61,0.16368,24,-1.2524,76,0.54718,22,-1.4119,24,-1.2790
ENSG00000162817,C1orf115,167,-0.0198,159,-0.0939,185,0.14039,199,0.25967,211,0.39651,292,0.88802,159,-0.1040,72,-1.3026,46,-1.9703
ENSG00000117791,MARC2,13,-0.1442,8,-0.8658,6,-1.3610,29,1.11755,10,-0.5300,22,0.67270,20,0.61259,18,0.38511,2,-2.9314
ENSG00000154305,MIA3,192,0.46268,98,-0.6402,115,-0.3915,65,-1.2430,310,1.41929,101,-0.5851,86,-0.9045,118,-0.3565,104,-0.5471
ENSG00000186063,AIDA,54,-0.6054,67,-0.2095,101,0.42218,83,0.11790,78,0.01710,50,-0.6640,62,-0.3794,138,0.94194,100,0.41385
ENSG00000162819,BROX,33,-0.2687,20,-1.0352,39,0.00935,20,-1.0097,44,0.21186,28,-0.4898,37,-0.0837,69,0.90802,64,0.77675
ENSG00000143502,SUSD4,51,0.06369,44,-0.1699,29,-0.8106,93,1.02112,42,-0.2614,59,0.26912,78,0.81337,11,-2.2642,16,-1.7150
ENSG00000162909,CAPN2,24,-0.7136,26,-0.5205,15,-1.3089,23,-0.7210,29,-0.3994,50,0.50516,37,0.04490,110,1.85667,35,-0.0766
ENSG00000143514,TP53BP2,23,-0.8868,14,-1.6006,56,0.50851,22,-0.9441,18,-1.3065,32,-0.3467,13,-1.7472,188,2.77712,64,0.74213
ENSG00000143756,FBXO28,34,-0.1845,27,-0.4819,22,-0.8049,56,0.62634,40,0.11567,48,0.37784,49,0.47530,28,-0.4518,24,-0.6974
ENSG00000143753,DEGS1,48,0.00202,25,-0.9689,34,-0.5325,43,-0.1762,41,-0.2711,51,0.08699,77,0.85785,38,-0.3836,54,0.18650
ENSG00000143748,NVL,35,1.39903,9,-0.9184,10,-0.7739,6,-1.4820,12,-0.5758,8,-1.1642,8,-1.0690,24,0.53708,34,1.12993
ENSG00000143771,CNIH4,20,-0.4601,25,-0.0591,4,-2.5665,27,0.01316,32,0.35587,19,-0.5232,43,0.86934,30,0.21470,21,-0.3318
ENSG00000162923,WDR26,91,0.41282,49,-0.6065,46,-0.6872,73,0.01068,75,0.07007,73,0.02284,85,0.28609,60,-0.2866,63,-0.2166
ENSG00000143786,CNIH3,28,-0.0390,33,0.19971,45,0.72319,36,0.33359,28,-0.0674,11,-1.4561,49,0.99090,7,-2.1172,4,-2.9096
ENSG00000143815,LBR,18,0.67506,11,-0.2111,6,-1.0771,5,-1.2538,4,-1.7766,10,-0.3195,7,-0.8553,15,0.27263,44,2.13646
ENSG00000154380,ENAH,153,-0.0015,114,-0.4503,175,0.21412,79,-1.0120,133,-0.2404,57,-1.4922,71,-1.2495,341,1.32445,355,1.39958
ENSG00000143742,SRP9,139,-0.7532,239,0.13913,216,-0.0182,343,0.72660,149,-0.6362,251,0.21606,269,0.36651,319,0.60381,141,-0.6742
ENSG00000143819,EPHX1,15,-0.7766,13,-0.8849,13,-0.9340,20,-0.3145,5,-2.2477,25,0.03629,12,-1.1507,109,2.70647,45,1.00474
ENSG00000196187,TMEM63A,10,-1.3822,3,-2.9451,10,-1.2997,14,-0.7662,0,-6.0838,7,-1.7500,9,-1.4978,32,0.44341,184,4.19837
ENSG00000143811,PYCR2,13,-1.5645,29,-0.3333,27,-0.4007,36,0.00395,29,-0.3422,41,0.23469,45,0.40204,66,1.00704,53,0.65188
ENSG00000143751,SDE2,18,0.06638,8,-1.0979,16,-0.1207,23,0.49663,13,-0.3846,10,-0.8086,7,-1.3139,28,0.79781,42,1.47870
ENSG00000163041,H3F3A,164,-0.7080,207,-0.2977,275,0.14937,219,-0.2123,239,-0.0829,310,0.33687,145,-0.9067,509,1.16300,392,0.72143
ENSG00000182827,ACBD3,82,0.25840,62,-0.2011,70,-0.0225,52,-0.4695,95,0.51839,48,-0.5999,41,-0.9139,83,0.25352,100,0.54218
ENSG00000143799,PARP1,179,0.18271,87,-0.9397,171,0.09367,62,-1.4544,192,0.31252,138,-0.2407,112,-0.6043,215,0.46250,293,0.97080
ENSG00000203685,STUM,64,0.48426,36,-0.4556,103,1.24242,63,0.43058,9,-2.5233,67,0.51759,24,-1.1496,81,0.82303,36,-0.4342
ENSG00000143772,ITPKB,23,-1.1202,24,-1.0194,61,0.40519,23,-1.1020,11,-2.3078,25,-0.9623,10,-2.3724,185,2.42051,157,2.07381
ENSG00000163050,COQ8A,31,0.13524,16,-0.8505,73,1.53913,19,-0.5964,17,-0.8266,47,0.79195,25,-0.2199,23,-0.3273,19,-0.6503
ENSG00000143776,CDC42BPA,393,0.74006,128,-1.0873,167,-0.6917,144,-0.9193,400,0.77771,109,-1.3335,128,-1.1647,186,-0.5241,558,1.25131
ENSG00000143740,SNAP47,25,-0.8983,51,0.23489,44,-0.0084,70,0.73863,38,-0.2674,61,0.52641,64,0.67685,28,-0.7079,20,-1.1787
ENSG00000081692,JMJD4,16,0.29419,7,-0.8562,4,-1.8110,29,1.29343,6,-1.1975,13,-0.0547,17,0.44839,18,0.47013,10,-0.4888
ENSG00000143761,ARF1,187,-0.3831,239,0.03299,181,-0.4014,357,0.67853,212,-0.1712,341,0.60222,342,0.68589,113,-1.1163,97,-1.3358
ENSG00000143793,C1orf35,33,0.47466,21,-0.2883,17,-0.6290,23,-0.1419,26,0.03743,44,0.86243,14,-0.9961,25,-0.0180,29,0.22344
ENSG00000162910,MRPL55,51,-0.7525,79,-0.0356,53,-0.6518,56,-0.5481,98,0.35064,137,0.86042,123,0.76998,55,-0.5988,42,-1.0037
ENSG00000143774,GUK1,305,-0.8698,1020,1.11933,569,0.15723,596,0.23146,402,-0.4191,760,0.62466,490,-0.0840,557,0.12276,285,-0.9116
ENSG00000198835,GJC2,8,-0.7921,10,-0.3796,14,0.08237,8,-0.7558,2,-2.8845,2,-2.4609,8,-0.8022,10,-0.4372,78,3.36615
ENSG00000154370,TRIM11,23,0.83296,6,-1.3121,8,-0.8877,15,0.07328,16,0.11144,12,-0.2629,18,0.33934,9,-0.6412,11,-0.4411
ENSG00000168159,RNF187,337,-0.0890,333,-0.0985,382,0.11670,406,0.21323,312,-0.2198,509,0.57782,463,0.47251,233,-0.6507,172,-1.1104
ENSG00000116574,RHOU,27,-0.7502,10,-2.0763,43,0.01000,18,-1.2781,6,-2.8682,19,-1.2275,20,-1.1999,79,0.99899,235,3.19767
ENSG00000168118,RAB4A,53,-0.6333,92,0.25454,51,-0.6547,109,0.52809,83,0.11559,68,-0.2144,106,0.53889,80,0.04304,52,-0.6180
ENSG00000154429,CCSAP,156,0.06909,97,-0.6783,224,0.64487,183,0.31941,223,0.71640,122,-0.3271,126,-0.2903,77,-1.0121,86,-0.8538
