Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000168894,RNF181,52,-0.3521,54,-0.3442,65,-0.0154,116,0.90077,38,-0.8347,110,0.92070,52,-0.5310
ENSG00000168883,USP39,29,0.49632,24,0.23051,18,-0.2435,25,0.30467,9,-1.2766,22,0.04962,20,-0.1003
ENSG00000115525,ST3GAL5,59,-0.8806,90,-0.2573,65,-0.7297,71,-0.6004,111,0.08503,180,0.97804,103,-0.0293
ENSG00000132300,PTCD3,90,0.43523,44,-0.7041,79,0.22603,74,0.13252,137,1.12377,55,-0.3690,62,-0.2231
ENSG00000132305,IMMT,71,-0.5440,60,-0.8455,67,-0.6413,89,-0.2089,105,0.05413,113,0.19126,128,0.58887
ENSG00000132313,MRPL35,53,-0.3152,70,0.14874,33,-1.0126,49,-0.4170,56,-0.2074,64,-0.0079,76,0.39219
ENSG00000068615,REEP1,19,-2.3943,76,-0.3691,21,-2.2131,73,-0.4019,132,0.52307,87,-0.1340,132,0.87997
ENSG00000115548,KDM3A,44,0.25549,24,-0.7152,20,-0.9051,79,1.22883,41,0.15043,19,-1.0488,42,0.32062
ENSG00000115561,CHMP3,207,-0.4769,399,0.61527,259,-0.1286,186,-0.6337,227,-0.3343,208,-0.5054,313,0.26163
ENSG00000239305,RNF103,52,0.03388,27,-1.0373,38,-0.4384,61,0.29796,79,0.71507,59,0.25369,51,0.03676
ENSG00000153561,RMND5A,31,-1.0936,85,0.49975,52,-0.3245,37,-0.8360,73,0.22255,77,0.31839,62,-0.0436
ENSG00000172086,KRCC1,33,-0.0361,28,-0.3056,106,1.90184,73,1.24137,46,0.46461,8,-2.2403,22,-0.8735
ENSG00000172005,MAL,121,1.07853,40,-0.7040,397,3.52756,49,-0.3458,31,-1.0225,35,-0.9165,11,-3.0298
ENSG00000144029,MRPS5,64,-0.4348,47,-0.9762,116,0.48541,98,0.21953,141,0.80476,87,0.03096,84,-0.0240
ENSG00000115041,KCNIP3,31,0.04140,36,0.29547,9,-1.7489,32,0.07680,16,-0.9531,23,-0.4714,38,0.54179
ENSG00000115042,FAHD2A,36,0.40630,36,0.49314,19,-0.5899,44,0.75832,21,-0.3892,30,0.16289,21,-0.6009
ENSG00000232931,LINC00342,20,-1.3013,61,0.45009,33,-0.5178,110,1.39121,186,2.37951,22,-1.2162,19,-1.7260
ENSG00000174501,ANKRD36C,89,-0.6121,114,-0.2643,265,1.11250,219,0.79306,571,2.55793,44,-1.7400,54,-1.7448
ENSG00000084090,STARD7,205,0.27160,174,0.00890,165,-0.0706,158,-0.1347,136,-0.3671,174,0.01585,177,0.05642
ENSG00000135956,TMEM127,37,-0.5342,28,-0.9864,4,-3.5608,81,0.69478,75,0.56056,61,0.27056,61,0.36722
ENSG00000144021,CIAO1,97,-0.4064,60,-1.2069,101,-0.3527,162,0.38643,165,0.42196,114,-0.1704,154,0.49794
ENSG00000144028,SNRNP200,99,0.52637,41,-0.8948,42,-0.8024,144,1.13562,43,-0.7654,83,0.25984,70,-0.0411
ENSG00000114982,KANSL3,27,-0.1572,17,-0.9756,27,-0.1585,69,1.32545,20,-0.6036,22,-0.4995,35,0.31640
ENSG00000213337,ANKRD39,11,-1.5968,34,0.14435,24,-0.3949,11,-1.6140,46,0.57996,46,0.63782,32,0.02346
ENSG00000144199,FAHD2B,17,-0.6433,17,-0.6532,27,0.06787,15,-0.7935,26,-0.0063,56,1.45211,21,-0.4715
ENSG00000135976,ANKRD36,40,-1.2974,81,-0.2663,97,0.03325,117,0.32186,499,3.00477,47,-1.1336,46,-1.4548
ENSG00000230606,AC092683.1,9,-2.3542,37,-0.4068,23,-1.0592,56,0.26514,263,3.17003,37,-0.3989,22,-1.4696
ENSG00000196912,ANKRD36B,21,-0.7016,36,0.11482,33,-0.0087,42,0.35400,173,2.95267,9,-2.0323,15,-1.5163
ENSG00000135940,COX5B,832,-0.0485,1001,0.26721,513,-0.7888,546,-0.6939,515,-0.7819,1352,0.81464,808,-0.1371
ENSG00000115073,ACTR1B,53,-0.8232,77,-0.2781,25,-1.9106,88,-0.0447,80,-0.2061,154,0.94540,95,0.10211
ENSG00000075568,TMEM131,58,0.25717,25,-1.0535,87,0.91441,81,0.79869,40,-0.3176,27,-0.9493,53,0.19938
ENSG00000040933,INPP4A,25,-1.8648,101,0.28124,54,-0.7160,47,-0.9273,88,0.03451,72,-0.3062,112,0.67558
ENSG00000183513,COA5,84,0.20162,87,0.26768,65,-0.2109,40,-0.9391,22,-1.8275,116,0.79546,70,-0.1435
ENSG00000115446,UNC50,44,0.26531,19,-1.0718,48,0.40229,24,-0.6416,15,-1.3845,43,0.26257,45,0.50156
ENSG00000071073,MGAT4A,20,-0.9218,41,0.16794,27,-0.5225,23,-0.7287,58,0.67227,38,0.00496,40,0.17689
ENSG00000196872,KIAA1211L,33,-1.8338,94,-0.2861,29,-2.0253,53,-1.1145,53,-1.1142,122,0.16207,169,1.16846
ENSG00000158411,MITD1,35,0.65834,16,-0.5785,51,1.29979,24,0.09995,42,0.94526,18,-0.3799,15,-0.8149
ENSG00000185414,MRPL30,31,-0.6244,37,-0.4137,37,-0.3631,44,-0.1103,30,-0.7063,78,0.90141,48,0.05698
ENSG00000115514,TXNDC9,16,-0.8331,13,-1.1605,16,-0.8322,40,0.58375,13,-1.1573,38,0.55036,35,0.55142
ENSG00000158417,EIF5B,342,0.03037,288,-0.2514,730,1.27089,483,0.58028,569,0.84908,174,-1.0648,262,-0.5417
ENSG00000135945,REV1,33,-0.5488,23,-1.1381,81,0.86921,88,0.99352,100,1.21679,26,-0.9812,43,-0.2226
ENSG00000144218,AFF3,33,-0.7312,63,0.26717,58,0.10590,52,-0.0647,81,0.63951,40,-0.4702,54,0.00633
ENSG00000170500,LONRF2,67,-1.5213,191,0.06552,52,-1.9050,72,-1.4208,168,-0.1400,180,-0.0391,258,0.90552
ENSG00000115526,CHST10,73,1.21309,19,-0.9481,10,-1.7675,68,1.09019,11,-1.6666,24,-0.6183,40,0.36474
ENSG00000115539,PDCL3,21,-0.3482,29,0.11225,25,-0.1235,18,-0.5819,4,-2.6447,20,-0.4710,37,0.80168
ENSG00000170485,NPAS2,39,-0.1742,82,1.14097,14,-1.7349,34,-0.4025,34,-0.3891,39,-0.2256,42,-0.1089
ENSG00000071082,RPL31,1644,0.42762,2261,1.07756,1480,0.25985,960,-0.4135,743,-0.8026,1345,0.11975,853,-0.8179
ENSG00000163162,RNF149,14,-1.0366,18,-0.7604,24,-0.2692,53,0.96931,70,1.43381,19,-0.6870,28,-0.0659
ENSG00000175874,CREG2,179,-1.6805,366,-0.6556,156,-1.8857,131,-2.1435,278,-1.0251,381,-0.5909,968,1.78931
ENSG00000071054,MAP4K4,255,0.28567,213,0.00752,905,2.54460,201,-0.0861,380,0.93405,57,-2.0684,96,-1.5647
ENSG00000233639,PANTR1,78,0.88740,74,0.90464,36,-0.3458,48,0.11507,50,0.17848,53,0.30763,23,-1.3373
ENSG00000198914,POU3F3,211,1.12060,151,0.62647,189,0.93308,131,0.34128,140,0.44707,65,-0.7851,54,-1.3472
ENSG00000135972,MRPS9,31,-0.2987,21,-0.9476,41,0.10527,47,0.32570,26,-0.5780,63,0.89508,36,-0.1020
ENSG00000135966,TGFBRAP1,14,-0.7283,13,-0.9129,24,0.05486,42,0.95137,30,0.41359,25,0.14341,23,-0.0376
ENSG00000135974,C2orf49,50,0.20706,30,-0.6170,85,1.05613,22,-1.0327,72,0.77042,16,-1.5906,50,0.31873
ENSG00000115641,FHL2,6,-2.0212,10,-1.3017,5,-2.1725,32,0.48139,3,-2.7588,48,1.30492,29,0.48559
ENSG00000071051,NCK2,41,-0.4021,59,0.16368,4,-3.7863,48,-0.1660,38,-0.5498,57,0.08929,67,0.56490
ENSG00000115652,UXS1,26,-0.6389,21,-1.0046,45,0.16959,74,0.97310,34,-0.2618,19,-1.1513,52,0.67338
ENSG00000135968,GCC2,308,-0.7956,281,-0.9923,540,0.06902,264,-1.0276,835,0.76608,221,-1.3689,754,1.03124
ENSG00000169756,LIMS1,64,1.29956,29,0.01016,82,1.72721,61,1.21904,23,-0.3335,7,-2.0674,14,-1.3886
ENSG00000153201,RANBP2,66,-1.2603,95,-0.7787,121,-0.3527,129,-0.2578,99,-0.6522,125,-0.3232,225,1.06653
ENSG00000175701,MTLN,80,-0.6546,136,0.17161,50,-1.3688,66,-0.9363,62,-1.0303,211,0.97373,129,0.11975
ENSG00000153107,ANAPC1,26,-0.3622,14,-1.3170,3,-3.4743,59,0.91206,23,-0.5724,43,0.43426,41,0.54999
ENSG00000144161,ZC3H8,31,-0.9030,51,-0.1923,46,-0.3180,66,0.22779,68,0.28281,54,-0.0946,64,0.27696
ENSG00000188177,ZC3H6,118,0.07440,100,-0.1952,252,1.32608,109,-0.0424,125,0.16554,77,-0.6106,100,-0.2613
ENSG00000114999,TTL,79,-0.5089,121,0.17269,74,-0.6053,90,-0.2955,83,-0.4211,77,-0.5828,140,0.63330
ENSG00000125611,CHCHD5,49,0.93372,47,0.96731,23,-0.2600,52,1.01949,16,-0.8305,19,-0.5628,17,-1.0128
ENSG00000144136,SLC20A1,63,0.06066,43,-0.5806,21,-1.5568,53,-0.2100,70,0.22523,32,-1.0242,87,0.94467
ENSG00000115084,SLC35F5,31,0.20347,12,-1.2444,49,0.93313,47,0.88803,48,0.90775,27,-0.0274,20,-0.6581
ENSG00000115091,ACTR3,86,-0.5023,141,0.28370,103,-0.2308,113,-0.0796,110,-0.1322,139,0.26514,116,-0.0660
ENSG00000175497,DPP10,72,-0.1688,52,-0.7115,76,-0.0855,34,-1.3064,65,-0.3331,85,0.08872,105,0.68714
ENSG00000088205,DDX18,83,-0.5115,59,-1.0827,220,1.02708,138,0.26732,94,-0.3201,110,-0.0926,127,0.21920
ENSG00000125633,CCDC93,32,0.57160,18,-0.3593,31,0.50539,39,0.89128,30,0.46370,15,-0.6262,18,-0.4256
ENSG00000125629,INSIG2,18,-0.9564,26,-0.4653,29,-0.3056,25,-0.5281,17,-1.0523,31,-0.1782,50,0.95356
ENSG00000144119,C1QL2,21,-0.2644,58,1.58194,5,-2.3411,20,-0.3079,9,-1.4445,44,0.98613,13,-1.2428
ENSG00000155368,DBI,769,1.73441,370,0.53708,513,1.02333,367,0.47219,151,-0.9020,190,-0.5905,124,-1.5563
ENSG00000088179,PTPN4,41,-0.8991,78,0.07484,31,-1.3352,46,-0.7260,68,-0.1538,76,0.02565,95,0.62446
ENSG00000144118,RALB,72,-0.9410,203,0.75553,55,-1.3352,126,-0.0842,140,0.07722,131,-0.0223,134,0.00865
ENSG00000074054,CLASP1,62,-0.2104,76,0.12774,40,-0.8513,82,0.23436,63,-0.1804,70,-0.0139,76,0.16826
ENSG00000155438,NIFK,35,-0.1962,23,-0.8546,73,0.97213,33,-0.2953,44,0.14904,32,-0.3856,45,0.27137
ENSG00000211460,TSN,64,-0.1689,76,0.11415,69,-0.0650,75,0.07605,46,-0.6803,76,0.10949,74,0.08472
ENSG00000136717,BIN1,81,-0.7153,115,-0.1932,298,1.37055,199,0.69288,114,-0.1892,109,-0.2784,107,-0.4092
ENSG00000163161,ERCC3,14,-1.3245,19,-0.9249,4,-2.8763,28,-0.2378,41,0.34967,51,0.77588,40,0.50344
ENSG00000169967,MAP3K2,50,-0.1141,35,-0.6973,111,1.17689,75,0.54403,79,0.62253,27,-1.1092,51,-0.0936
ENSG00000163166,IWS1,74,0.20823,44,-0.6372,171,1.60859,65,0.01932,122,1.02705,44,-0.6378,46,-0.7045
ENSG00000136709,WDR33,38,-0.3585,26,-0.9891,41,-0.2249,73,0.68285,50,0.08232,57,0.29640,50,0.13450
ENSG00000144231,POLR2D,34,0.10392,31,-0.0465,31,-0.0269,27,-0.2726,27,-0.2623,31,-0.0424,34,0.17058
ENSG00000136731,UGGT1,25,-0.5715,29,-0.3702,11,-1.7881,92,1.50994,63,0.86804,16,-1.3130,39,0.14111
ENSG00000136720,HS6ST1,66,-0.3456,138,0.93183,13,-2.6774,87,0.08852,16,-2.3986,94,0.21889,85,0.07184
ENSG00000136699,SMPD4,19,-0.6551,32,0.13546,11,-1.4658,52,0.86859,59,1.09686,39,0.45165,21,-0.7458
ENSG00000152082,MZT2B,457,0.06738,593,0.53323,291,-0.6275,242,-0.9054,269,-0.7499,691,0.81610,373,-0.3572
ENSG00000136710,CCDC115,39,-0.5336,59,0.11604,28,-1.0497,52,-0.1023,44,-0.3646,68,0.34018,61,0.22623
ENSG00000136718,IMP4,82,0.47959,101,0.92429,26,-1.2759,78,0.39578,23,-1.4534,59,-0.0272,51,-0.3674
ENSG00000072135,PTPN18,23,0.02628,28,0.39553,25,0.19095,45,1.11253,44,1.09850,22,0.00263,10,-1.4735
ENSG00000136002,ARHGEF4,171,0.47479,179,0.60902,51,-1.3636,113,-0.1748,140,0.15954,163,0.44570,97,-0.5763
ENSG00000152102,FAM168B,76,-1.0147,135,-0.1577,53,-1.5502,221,0.63406,114,-0.4049,163,0.16734,173,0.38443
ENSG00000115762,PLEKHB2,171,-0.6334,195,-0.4624,142,-0.9113,203,-0.3719,320,0.33777,320,0.37482,297,0.35037
ENSG00000173272,MZT2A,173,-0.2184,330,0.91127,149,-0.4441,136,-0.5869,151,-0.4211,262,0.48287,159,-0.4974
ENSG00000150551,LYPD1,104,2.25616,22,-0.3582,36,0.40403,34,0.30754,43,0.69058,25,-0.1425,10,-1.9618
ENSG00000152127,MGAT5,44,-0.0837,38,-0.3033,14,-1.7992,66,0.56164,54,0.24665,42,-0.1548,52,0.30323
ENSG00000082258,CCNT2,22,-1.0649,18,-1.4194,38,-0.2721,109,1.43244,84,0.98851,15,-1.7246,54,0.42258
ENSG00000115839,RAB3GAP1,51,-1.0321,78,-0.4269,96,-0.0721,131,0.41467,86,-0.2424,84,-0.3028,124,0.52807
ENSG00000048991,R3HDM1,108,-1.1785,252,0.12464,78,-1.6473,109,-1.1574,392,0.82508,132,-0.9330,317,0.80245
ENSG00000144224,UBXN4,217,0.12550,133,-0.6797,397,1.10555,245,0.31238,353,0.90763,85,-1.3829,192,-0.0988
ENSG00000115866,DARS,186,0.95685,53,-1.0640,202,1.10209,124,0.29965,90,-0.2014,75,-0.5135,95,-0.1806
ENSG00000168702,LRP1B,45,-0.0877,33,-0.5756,43,-0.1503,31,-0.6335,76,0.74678,21,-1.3153,63,0.71830
ENSG00000121964,GTDC1,70,-0.6360,126,0.30128,115,0.12234,40,-1.4522,160,0.64980,80,-0.4681,116,0.22162
ENSG00000169554,ZEB2,198,-0.5055,194,-0.5734,1030,2.27946,248,-0.1605,573,1.19549,166,-0.8265,160,-1.1062
ENSG00000115947,ORC4,57,-0.3485,38,-0.9952,51,-0.5057,28,-1.3734,27,-1.4418,86,0.33761,102,0.97804
ENSG00000204406,MBD5,33,-0.2032,21,-0.9525,42,0.16549,40,0.08896,67,0.92397,48,0.39761,34,-0.2151
ENSG00000135999,EPC2,19,-1.3402,35,-0.4597,39,-0.2517,93,1.13372,64,0.52276,25,-0.9760,53,0.32920
ENSG00000168280,KIF5C,670,-0.2850,1125,0.58898,1010,0.35724,361,-1.2215,1107,0.50467,504,-0.7696,813,0.02165
ENSG00000168288,MMADHC,28,-0.8066,39,-0.3173,17,-1.5076,40,-0.2779,20,-1.2731,82,0.97071,54,0.32052
ENSG00000080345,RIF1,120,-0.6320,86,-1.2137,299,0.79669,166,-0.1453,318,0.89871,107,-0.8593,215,0.41299
ENSG00000162980,ARL5A,92,-0.0329,109,0.25411,111,0.25847,116,0.32231,101,0.11687,82,-0.2307,84,-0.2503
ENSG00000182389,CACNB4,82,-1.2825,136,-0.5565,139,-0.4879,79,-1.3308,328,0.86845,164,-0.2528,251,0.70269
ENSG00000115145,STAM2,51,0.79797,16,-1.0311,45,0.60177,37,0.30032,41,0.44066,15,-1.1264,33,0.14056
ENSG00000157827,FMNL2,298,0.91849,91,-1.0008,596,2.16246,179,0.09560,284,0.83708,74,-1.3103,100,-1.0710
ENSG00000196504,PRPF40A,120,-0.0034,80,-0.6652,251,1.19700,183,0.67107,191,0.73507,68,-0.9366,104,-0.3157
ENSG00000162989,KCNJ3,44,-1.8441,113,-0.4880,25,-2.6744,81,-0.9573,192,0.36717,175,0.24308,211,0.87682
ENSG00000115159,GPD2,98,1.51852,39,-0.0137,56,0.56668,65,0.82424,22,-0.8612,27,-0.6119,27,-0.7860
ENSG00000136541,ERMN,53,-1.4251,18,-3.0584,1518,6.13603,22,-2.6704,51,-1.4747,5,-4.8739,16,-3.6926
ENSG00000123612,ACVR1C,2,-3.5521,15,-1.0305,19,-0.6671,5,-2.5644,20,-0.5233,35,0.33046,46,1.30268
ENSG00000144283,PKP4,83,-0.6963,120,-0.1382,459,2.14551,97,-0.4626,169,0.40618,98,-0.4793,91,-0.7709
ENSG00000123636,BAZ2B,292,0.33290,206,-0.2246,613,1.57992,351,0.63144,608,1.56493,72,-1.8789,130,-1.2187
ENSG00000136536,MARCH7,49,0.11557,32,-0.5766,40,-0.2091,71,0.70929,36,-0.3709,41,-0.1937,50,0.23410
ENSG00000241399,CD302,95,2.30285,24,-0.0191,18,-0.4759,104,2.48927,25,0.04848,2,-3.4649,5,-2.7380
ENSG00000153250,RBMS1,6,-2.3179,35,0.20846,9,-1.8729,104,2.04818,61,1.07396,19,-0.8211,23,-0.6218
ENSG00000136560,TANK,30,-0.1045,19,-0.8083,65,1.13470,57,0.90301,9,-1.8772,34,0.11740,30,-0.1671
ENSG00000115233,PSMD14,116,0.14103,76,-0.5495,90,-0.2592,42,-1.3930,66,-0.7298,125,0.27376,133,0.57099
ENSG00000136535,TBR1,17,-2.4154,41,-1.1992,54,-0.7116,13,-2.8012,76,-0.1899,27,-1.8408,165,2.14708
ENSG00000144290,SLC4A10,42,-2.1165,60,-1.6845,58,-1.6356,50,-1.8465,250,0.59437,169,-0.0292,276,1.35904
ENSG00000115271,GCA,13,-1.7947,37,-0.2967,70,0.73441,52,0.25993,21,-1.0703,51,0.26732,48,0.19704
ENSG00000082438,COBLL1,10,-2.0255,15,-1.4777,48,0.35612,312,4.27423,29,-0.4244,1,-4.8063,14,-1.9392
ENSG00000153253,SCN3A,35,-1.7476,89,-0.3627,78,-0.5478,117,0.07784,276,1.49685,98,-0.2170,113,0.04160
ENSG00000136531,SCN2A,139,-1.8274,240,-1.0805,309,-0.6359,216,-1.1762,819,0.90252,233,-1.1297,729,1.26264
ENSG00000178662,CSRNP3,52,-1.9292,140,-0.4832,53,-1.8872,116,-0.7374,237,0.37449,172,-0.1407,270,0.99555
ENSG00000144285,SCN1A,43,-2.1188,71,-1.4574,30,-2.6354,111,-0.7087,281,0.74785,100,-0.9197,296,1.55145
ENSG00000198648,STK39,72,-0.7567,99,-0.3090,186,0.71594,64,-0.9318,69,-0.8309,47,-1.4794,172,1.00728
ENSG00000172292,CERS6,39,-1.7235,64,-1.0683,42,-1.6114,67,-0.9285,87,-0.5334,107,-0.2468,206,1.50687
ENSG00000138399,FASTKD1,26,-0.1323,19,-0.6935,19,-0.5999,56,1.08306,38,0.45445,18,-0.7697,32,0.25531
ENSG00000138398,PPIG,273,-0.4351,256,-0.5713,685,1.03150,332,-0.1343,737,1.15535,166,-1.2597,366,0.03078
ENSG00000154479,CCDC173,99,0.98712,91,0.95743,99,0.97870,15,-1.9075,67,0.34560,8,-2.8679,44,-0.4463
ENSG00000213160,KLHL23,47,-0.1316,36,-0.5575,42,-0.3090,49,-0.0495,32,-0.7110,53,0.07575,63,0.51958
ENSG00000138385,SSB,147,-0.7339,152,-0.7293,296,0.34626,163,-0.5789,250,0.08078,241,0.02594,289,0.49103
ENSG00000138382,METTL5,38,-0.6292,62,0.13452,42,-0.4749,34,-0.8146,18,-1.7021,94,0.88425,61,0.11981
ENSG00000144357,UBR3,52,-1.1867,64,-0.9465,118,0.05317,75,-0.6485,91,-0.3482,76,-0.6655,174,1.16828
ENSG00000128683,GAD1,35,-2.5092,102,-0.9861,18,-3.4687,59,-1.7234,301,0.76664,729,3.04402,70,-1.8781
ENSG00000115806,GORASP2,62,0.50291,24,-0.9983,21,-1.1706,82,0.95939,10,-2.2649,60,0.49052,49,0.18459
ENSG00000198586,TLK1,75,-0.8810,94,-0.5880,120,-0.1790,132,-0.0250,124,-0.1316,99,-0.5128,182,0.79841
ENSG00000123600,METTL8,18,-0.4784,37,0.66292,50,1.08370,26,0.04365,19,-0.4359,24,-0.1163,19,-0.6195
ENSG00000071967,CYBRD1,123,2.41513,29,-0.1048,43,0.53912,109,2.15772,8,-1.8995,6,-2.5371,9,-2.2464
ENSG00000077380,DYNC1I2,252,-0.2371,178,-0.8154,1001,2.09238,416,0.55355,402,0.50026,156,-1.0288,215,-0.6710
ENSG00000115840,SLC25A12,39,-1.1974,52,-0.8178,17,-2.3930,58,-0.5977,66,-0.3953,130,0.75158,113,0.73390
ENSG00000144355,DLX1,5,-2.7862,29,-0.2630,3,-3.3018,7,-2.2817,74,1.23328,120,2.64214,12,-1.9916
ENSG00000091409,ITGA6,53,0.40758,17,-1.3805,42,0.04984,287,3.78824,49,0.30133,9,-2.2986,9,-2.6275
ENSG00000091428,RAPGEF4,447,0.46344,627,1.15888,447,0.46441,162,-1.0972,417,0.35270,242,-0.5293,225,-0.8345
ENSG00000091436,MAP3K20,11,-1.8179,17,-1.3032,55,0.56735,297,4.13877,26,-0.5933,3,-3.6496,13,-1.9776
ENSG00000172845,SP3,24,-0.8014,34,-0.2823,37,-0.1611,80,1.08079,53,0.41248,47,0.22344,35,-0.3426
ENSG00000138430,OLA1,64,-1.3719,99,-0.7768,57,-1.5518,67,-1.3176,107,-0.6158,185,0.25421,242,1.16210
ENSG00000138433,CIR1,110,-0.4709,111,-0.4871,228,0.67889,176,0.26528,179,0.28691,129,-0.2429,152,0.05850
ENSG00000144306,SCRN3,24,-0.0522,14,-0.8769,11,-1.1750,27,0.13593,12,-1.0415,29,0.29124,31,0.65001
ENSG00000163328,GPR155,110,-0.4589,77,-1.0631,126,-0.2479,113,-0.4253,217,0.60347,115,-0.4242,196,0.71889
ENSG00000128656,CHN1,653,-1.2055,1280,-0.2008,572,-1.4048,432,-1.8189,1063,-0.4705,1367,-0.0906,2146,1.09872
ENSG00000115966,ATF2,52,-0.6207,47,-0.8338,51,-0.6524,64,-0.3273,59,-0.4476,98,0.37052,102,0.65206
ENSG00000154518,ATP5MC3,268,-0.4777,231,-0.7514,144,-1.4130,196,-0.9522,116,-1.7258,644,1.03315,454,0.55490
ENSG00000144320,LNPK,56,-0.1616,38,-0.8037,51,-0.3012,50,-0.3422,55,-0.1968,50,-0.3612,84,0.79089
ENSG00000128654,MTX2,29,-1.3285,44,-0.7538,33,-1.1160,55,-0.3767,34,-1.1091,75,0.10787,104,1.09764
ENSG00000170144,HNRNPA3,204,-0.5785,235,-0.3909,274,-0.1228,440,0.62839,258,-0.2184,373,0.40152,293,-0.0302
ENSG00000116044,NFE2L2,235,1.32411,78,-0.4772,309,1.82051,200,1.05117,93,-0.1810,46,-1.3044,54,-1.3206
ENSG00000018510,AGPS,31,-0.0088,32,-0.0052,50,0.72876,38,0.30236,21,-0.6180,34,0.10418,28,-0.2748
ENSG00000079156,OSBPL6,76,-0.1657,59,-0.6104,44,-1.0118,64,-0.4414,125,0.60438,96,0.20711,98,0.33603
ENSG00000180228,PRKRA,23,-1.3894,51,-0.2430,61,0.04775,55,-0.1164,40,-0.6137,76,0.43698,67,0.30750
ENSG00000116095,PLEKHA3,32,-1.1543,61,-0.2001,55,-0.3552,62,-0.1740,97,0.53968,63,-0.1465,80,0.37807
ENSG00000187231,SESTD1,42,-0.9663,50,-0.7495,152,1.04755,85,0.11154,124,0.71267,44,-0.9639,88,0.25108
ENSG00000144331,ZNF385B,8,-2.0954,23,-0.5632,15,-1.1633,24,-0.4665,52,0.74248,9,-1.9658,52,1.33385
ENSG00000163510,CWC22,64,0.06297,28,-1.2854,122,1.10059,70,0.18337,111,0.93044,25,-1.4441,66,0.16943
ENSG00000170035,UBE2E3,50,-1.1937,87,-0.3866,80,-0.4911,92,-0.2744,76,-0.5661,121,0.16540,143,0.67621
ENSG00000138434,ITPRID2,64,0.20024,62,0.15868,106,1.01558,112,1.10397,58,0.04363,37,-0.6865,39,-0.7773
ENSG00000115252,PDE1A,19,-2.0629,39,-1.0568,125,0.79652,38,-1.0648,97,0.38624,48,-0.7365,106,0.90195
ENSG00000077232,DNAJC10,22,-1.7448,33,-1.2373,48,-0.6153,158,1.29828,93,0.41993,76,0.11207,78,0.20010
ENSG00000061676,NCKAP1,233,-0.5355,302,-0.1492,170,-1.0102,251,-0.4243,222,-0.6113,363,0.16592,416,0.59400
ENSG00000170396,ZNF804A,2,-3.7750,18,-0.7318,6,-2.2806,4,-2.7071,40,0.57491,59,1.37198,32,0.30310
ENSG00000065548,ZC3H15,181,-0.9712,157,-1.2516,384,0.18058,165,-1.1077,314,-0.1352,300,-0.2214,498,1.02205
ENSG00000138448,ITGAV,301,1.92641,75,-0.4041,141,0.61628,178,0.99332,74,-0.4019,71,-0.5042,52,-1.2322
ENSG00000144369,FAM171B,572,1.48345,151,-0.7120,253,0.13123,137,-0.8124,137,-0.8143,181,-0.4198,252,0.19632
ENSG00000144366,GULP1,17,-0.6927,15,-0.9638,10,-1.4532,27,0.01997,4,-2.8690,33,0.36504,39,1.00986
ENSG00000204262,COL5A2,15,-1.5244,17,-1.4437,0,-7.5236,34,-0.2905,11,-1.9217,17,-1.3890,82,2.32936
ENSG00000115368,WDR75,19,-0.7894,18,-0.9083,26,-0.2886,48,0.63534,52,0.78347,35,0.14466,33,0.05945
ENSG00000138381,ASNSD1,20,-1.1961,28,-0.7451,44,0.00347,18,-1.3490,39,-0.1674,59,0.51821,55,0.57762
ENSG00000128699,ORMDL1,43,-0.3631,34,-0.7332,72,0.45221,94,0.89083,43,-0.3437,60,0.18397,52,-0.0800
ENSG00000198130,HIBCH,92,1.53473,21,-0.8756,70,1.07358,30,-0.2902,55,0.65818,27,-0.4483,25,-0.7676
ENSG00000151689,INPP1,39,-0.1203,19,-1.2703,71,0.80629,44,0.03530,41,-0.0595,55,0.43354,42,-0.0181
ENSG00000151690,MFSD6,21,-2.7835,64,-1.2472,156,0.17882,63,-1.1980,62,-1.2357,100,-0.5523,236,1.57854
ENSG00000138386,NAB1,32,-0.1125,19,-0.9356,40,0.23359,92,1.61220,43,0.32599,26,-0.4587,30,-0.2921
ENSG00000115419,GLS,58,-1.9908,158,-0.5444,85,-1.4405,92,-1.3136,216,-0.0261,198,-0.1774,338,1.21655
ENSG00000115415,STAT1,31,-1.0072,31,-1.0409,75,0.35639,101,0.84688,14,-2.1770,67,0.20977,71,0.44918
ENSG00000138378,STAT4,10,-1.1484,6,-1.9161,1,-4.2199,1,-4.1203,7,-1.6227,38,0.95195,36,1.39684
ENSG00000128641,MYO1B,9,-2.2933,28,-0.6779,10,-2.1390,135,1.97134,47,0.17222,62,0.68435,33,-0.5140
ENSG00000168497,CAVIN2,12,-1.5241,18,-1.0154,45,0.39830,323,4.83392,17,-1.0587,3,-3.5516,3,-4.2048
ENSG00000144339,TMEFF2,13,-2.4179,23,-1.7132,134,1.11106,30,-1.2356,40,-0.7801,76,0.20672,92,0.82635
ENSG00000196950,SLC39A10,119,-1.4128,161,-1.0249,122,-1.3754,194,-0.6844,181,-0.7835,152,-1.1180,538,1.79044
