Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000123636,BAZ2B,235,-0.0091,482,1.33047,608,1.56493,113,-1.7404
ENSG00000136536,MARCH7,38,-0.3411,55,0.34066,36,-0.3709,47,0.13041
ENSG00000241399,CD302,48,1.40957,61,1.72425,25,0.04848,4,-3.3628
ENSG00000153250,RBMS1,25,-0.3545,56,1.08653,61,1.07396,22,-0.9155
ENSG00000136560,TANK,23,-0.5919,61,1.16414,9,-1.8772,31,-0.0934
ENSG00000115233,PSMD14,90,-0.3117,66,-0.7782,66,-0.7298,131,0.74518
ENSG00000136535,TBR1,33,-1.6230,33,-1.5041,76,-0.1899,125,1.62835
ENSG00000144290,SLC4A10,54,-1.9426,54,-1.8264,250,0.59437,245,1.49720
ENSG00000115271,GCA,29,-0.7387,61,0.56956,21,-1.0703,49,0.34426
ENSG00000082438,COBLL1,13,-1.7605,180,3.77655,29,-0.4244,10,-2.7638
ENSG00000153253,SCN3A,71,-0.7871,97,-0.2231,276,1.49685,109,-0.0680
ENSG00000136531,SCN2A,206,-1.3995,262,-0.9418,819,0.90252,587,0.84291
ENSG00000178662,CSRNP3,111,-0.9242,84,-1.2805,237,0.37449,242,0.97508
ENSG00000144285,SCN1A,61,-1.7686,70,-1.4660,281,0.74785,240,1.24616
ENSG00000198648,STK39,90,-0.5002,125,0.09116,69,-0.8309,136,0.47173
ENSG00000172292,CERS6,56,-1.3637,55,-1.3061,87,-0.5334,177,1.54264
ENSG00000138399,FASTKD1,21,-0.5330,38,0.47891,38,0.45445,28,-0.0859
ENSG00000138398,PPIG,262,-0.5807,508,0.60061,737,1.15535,309,-0.4522
ENSG00000154479,CCDC173,94,1.16824,57,0.09683,67,0.34560,33,-1.1873
ENSG00000213160,KLHL23,40,-0.4443,46,-0.1891,32,-0.7110,60,0.56632
ENSG00000138385,SSB,150,-0.8050,229,-0.0586,250,0.08078,275,0.50741
ENSG00000138382,METTL5,54,-0.1101,38,-0.6818,18,-1.7021,70,0.70713
ENSG00000144357,UBR3,60,-1.1168,96,-0.2823,91,-0.3482,146,0.91161
ENSG00000128683,GAD1,79,-1.4572,38,-2.4555,301,0.76664,258,1.32625
ENSG00000115806,GORASP2,37,-0.3640,51,0.22380,10,-2.2649,52,0.47641
ENSG00000198586,TLK1,88,-0.7521,126,-0.1090,124,-0.1316,158,0.56939
ENSG00000123600,METTL8,31,0.37412,38,0.70975,19,-0.4359,20,-0.6125
ENSG00000071967,CYBRD1,60,1.46103,76,1.74743,8,-1.8995,8,-2.7619
ENSG00000077380,DYNC1I2,203,-0.6588,708,1.69888,402,0.50026,198,-1.0293
ENSG00000115840,SLC25A12,47,-1.0239,37,-1.3216,66,-0.3953,118,1.31711
ENSG00000144355,DLX1,21,-0.8402,5,-2.8125,74,1.23328,43,0.78259
ENSG00000091409,ITGA6,29,-0.6043,164,3.13260,49,0.30133,9,-2.9972
ENSG00000091428,RAPGEF4,567,1.10259,305,-0.1521,417,0.35270,230,-0.9815
ENSG00000091436,MAP3K20,15,-1.5710,176,3.71438,26,-0.5933,10,-2.7109
ENSG00000172845,SP3,31,-0.4932,58,0.62681,53,0.41248,38,-0.1920
ENSG00000138430,OLA1,88,-1.0424,62,-1.5105,107,-0.6158,226,1.45092
ENSG00000138433,CIR1,110,-0.5350,202,0.53702,179,0.28691,146,-0.0638
ENSG00000144306,SCRN3,17,-0.6078,19,-0.4221,12,-1.0415,31,0.84612
ENSG00000163328,GPR155,88,-0.9156,119,-0.3611,217,0.60347,173,0.52319
ENSG00000128656,CHN1,1071,-0.5357,502,-1.6831,1063,-0.4705,1923,1.12750
ENSG00000115966,ATF2,49,-0.8349,58,-0.5185,59,-0.4476,100,0.90381
ENSG00000154518,ATP5MC3,243,-0.7214,170,-1.2365,116,-1.7258,509,1.36145
ENSG00000144320,LNPK,44,-0.6163,50,-0.3475,55,-0.1968,74,0.62984
ENSG00000128654,MTX2,39,-1.0126,44,-0.7537,34,-1.1091,96,1.25701
ENSG00000170144,HNRNPA3,224,-0.5037,357,0.32216,258,-0.2184,316,0.20383
ENSG00000116044,NFE2L2,130,0.43223,255,1.72037,93,-0.1810,52,-1.6667
ENSG00000018510,AGPS,32,-0.0074,44,0.58706,21,-0.6180,30,-0.1986
ENSG00000079156,OSBPL6,65,-0.4944,54,-0.7509,125,0.60438,97,0.45017
ENSG00000180228,PRKRA,42,-0.6128,58,-0.0352,40,-0.6137,70,0.56812
ENSG00000116095,PLEKHA3,51,-0.5229,58,-0.2838,97,0.53968,76,0.29843
ENSG00000187231,SESTD1,47,-0.9000,118,0.71242,124,0.71267,75,-0.1542
ENSG00000144331,ZNF385B,18,-1.0222,19,-0.8306,52,0.74248,40,0.71013
ENSG00000163510,CWC22,40,-0.7712,96,0.78105,111,0.93044,55,-0.3644
ENSG00000170035,UBE2E3,75,-0.6851,86,-0.4092,76,-0.5661,137,0.79309
ENSG00000138434,ITPRID2,63,0.19850,109,1.21012,58,0.04363,39,-0.9981
ENSG00000115252,PDE1A,33,-1.4341,81,0.11749,97,0.38624,90,0.58958
ENSG00000077232,DNAJC10,29,-1.5006,103,0.64755,93,0.41993,77,0.25605
ENSG00000061676,NCKAP1,279,-0.3065,210,-0.7396,222,-0.6113,401,0.70159
ENSG00000170396,ZNF804A,12,-1.3587,5,-2.5824,40,0.57491,39,1.40433
ENSG00000065548,ZC3H15,165,-1.2542,275,-0.3675,314,-0.1352,441,0.96062
ENSG00000138448,ITGAV,150,0.91537,159,0.91697,74,-0.4019,57,-1.2850
ENSG00000144369,FAM171B,291,0.43736,195,-0.2966,137,-0.8143,232,-0.0088
ENSG00000144366,GULP1,16,-0.9514,19,-0.5949,4,-2.8690,38,1.33942
ENSG00000204262,COL5A2,16,-1.5867,17,-1.4052,11,-1.9217,63,1.99906
ENSG00000115368,WDR75,18,-0.9513,37,0.25681,52,0.78347,33,0.13591
ENSG00000138381,ASNSD1,25,-0.9682,31,-0.5750,39,-0.1674,56,0.92654
ENSG00000128699,ORMDL1,37,-0.6614,83,0.76610,43,-0.3437,54,0.02500
ENSG00000198130,HIBCH,45,0.40748,50,0.57406,55,0.65818,26,-0.8913
ENSG00000151689,INPP1,26,-0.8664,57,0.51178,41,-0.0595,46,0.23610
ENSG00000151690,MFSD6,50,-1.7268,110,-0.3980,62,-1.2357,197,1.45224
ENSG00000138386,NAB1,24,-0.6729,66,1.18356,43,0.32599,29,-0.4840
ENSG00000115419,GLS,125,-0.9880,88,-1.4542,216,-0.0261,298,1.21802
ENSG00000115415,STAT1,31,-1.1239,88,0.68958,14,-2.1770,70,0.57125
ENSG00000138378,STAT4,8,-1.7442,1,-4.2881,7,-1.6227,36,2.68298
ENSG00000128641,MYO1B,21,-1.1544,72,0.98665,47,0.17222,41,-0.0459
ENSG00000168497,CAVIN2,16,-1.2694,184,4.48493,17,-1.0587,3,-4.5307
ENSG00000144339,TMEFF2,19,-2.0422,82,0.33657,40,-0.7801,87,0.99388
ENSG00000196950,SLC39A10,147,-1.2447,158,-1.0560,181,-0.7835,428,1.44879
ENSG00000138411,HECW2,37,-0.4047,45,-0.0630,100,1.23296,44,-0.2038
ENSG00000119041,GTF3C3,11,-1.7195,43,0.52769,66,1.19874,32,0.05698
ENSG00000197121,PGAP1,22,-1.0104,27,-0.6040,102,1.59468,41,0.13996
ENSG00000115524,SF3B1,96,-0.8132,235,0.77199,209,0.50409,145,-0.1557
ENSG00000115520,COQ10B,29,-0.7753,18,-1.4532,37,-0.2949,61,1.17607
ENSG00000144381,HSPD1,179,-0.5281,193,-0.3671,278,0.22972,275,0.45468
ENSG00000115541,HSPE1,243,-0.1049,180,-0.5926,105,-1.3617,307,0.62577
ENSG00000115540,MOB4,49,-0.9280,53,-0.7525,56,-0.6200,111,1.10433
ENSG00000162944,RFTN2,51,0.95146,83,1.86757,22,-0.5770,10,-2.3993
ENSG00000115896,PLCL1,27,-0.9407,63,0.53530,43,-0.1055,50,0.26937
ENSG00000119042,SATB2,34,-0.9611,14,-2.1766,63,0.09903,82,1.33102
ENSG00000178074,C2orf69,66,-0.3672,76,-0.1210,101,0.33644,87,0.20109
ENSG00000162972,MAIP1,9,-1.5405,13,-0.8832,25,0.13123,31,1.23571
ENSG00000196141,SPATS2L,105,-0.4660,133,-0.0377,156,0.21902,147,0.25910
ENSG00000082153,BZW1,109,-0.4855,148,0.06623,167,0.24689,152,0.20567
ENSG00000013441,CLK1,45,-0.9855,157,1.25873,256,1.97590,47,-1.3206
ENSG00000196290,NIF3L1,11,-1.3706,22,-0.1841,8,-1.6587,34,1.22995
ENSG00000155744,FAM126B,65,-0.8637,67,-0.7550,205,1.05894,121,0.44289
ENSG00000119013,NDUFB3,141,-0.0505,78,-1.0160,31,-2.3104,182,0.84119
ENSG00000003402,CFLAR,44,-0.2630,185,2.76656,81,0.73630,11,-3.0286
ENSG00000115993,TRAK2,58,-0.4068,102,0.60210,70,-0.0569,71,-0.0779
ENSG00000155755,TMEM237,23,-0.7704,39,0.16464,13,-1.5108,43,0.68799
ENSG00000003393,ALS2,20,-1.0147,34,-0.1067,41,0.20373,43,0.59948
ENSG00000116030,SUMO1,118,-0.3719,71,-1.1552,81,-0.8770,186,0.95173
ENSG00000055044,NOP58,62,-0.7276,132,0.60199,210,1.32287,79,-0.4663
ENSG00000204217,BMPR2,144,-0.8879,189,-0.3861,200,-0.2740,299,0.82478
ENSG00000163596,ICA1L,52,-0.3787,81,0.39777,88,0.49943,61,-0.1422
ENSG00000138442,WDR12,29,-0.3775,13,-1.6356,36,0.00531,45,0.86461
ENSG00000138443,ABI2,279,-0.2955,237,-0.5398,358,0.13552,371,0.41421
ENSG00000173166,RAPH1,36,-0.8287,55,-0.0739,43,-0.4734,70,0.68075
ENSG00000114933,INO80D,20,-0.5381,43,0.78205,67,1.44229,21,-0.7716
ENSG00000023228,NDUFS1,178,-0.5005,171,-0.5304,287,0.31270,271,0.48047
ENSG00000114942,EEF1B2,414,0.49887,373,0.26093,155,-1.1026,289,-0.3030
ENSG00000204186,ZDBF2,34,-0.6033,14,-1.8616,51,0.10901,63,1.03443
ENSG00000114948,ADAM23,38,-1.5664,18,-2.5734,41,-1.2540,149,2.22014
ENSG00000118246,FASTKD2,27,-0.7458,53,0.39369,21,-1.0105,48,0.45772
ENSG00000118263,KLF7,25,-0.9825,55,0.41643,82,1.00423,43,-0.0508
ENSG00000118260,CREB1,43,-0.0863,72,0.82863,54,0.28144,37,-0.5491
ENSG00000144401,METTL21A,20,-0.3396,14,-0.8818,12,-1.0695,30,0.86750
ENSG00000178385,PLEKHM3,34,-0.6438,19,-1.4858,109,1.32953,54,0.39147
ENSG00000188674,C2orf80,60,-0.7089,21,-2.2758,22,-2.1169,132,1.68815
ENSG00000115020,PIKFYVE,27,-0.6142,42,0.13742,51,0.44432,41,0.17031
ENSG00000078018,MAP2,2535,0.44823,1210,-0.8366,2627,0.42006,1934,-0.1251
ENSG00000144406,UNC80,146,-0.3418,115,-0.6974,419,1.42218,172,-0.0767
ENSG00000197713,RPE,22,-0.3808,21,-0.4213,14,-1.0287,33,0.69593
ENSG00000115365,LANCL1,94,-1.1225,193,0.11281,165,-0.1420,216,0.63519
ENSG00000178568,ERBB4,62,-1.0097,78,-0.5828,215,1.06277,127,0.44608
ENSG00000144451,SPAG16,63,0.26493,66,0.31328,71,0.40679,46,-0.5045
ENSG00000138363,ATIC,36,-0.1357,42,0.12559,7,-2.4044,44,0.38959
ENSG00000115414,FN1,29,-1.3458,333,4.40485,9,-2.8497,10,-3.5756
ENSG00000079246,XRCC5,69,-1.2927,170,0.24791,135,-0.1378,176,0.62606
ENSG00000260804,LINC01963,23,-0.6583,20,-0.8775,37,0.14107,42,0.77369
ENSG00000197756,RPL37A,3271,1.01623,2589,0.45289,1343,-0.6120,1378,-0.9816
ENSG00000115457,IGFBP2,9,-1.7095,31,0.27031,12,-1.2118,35,1.00965
ENSG00000115461,IGFBP5,65,-0.3720,259,2.42827,14,-2.5552,45,-1.4226
ENSG00000163466,ARPC2,253,-0.0984,180,-0.6452,203,-0.4170,306,0.47302
ENSG00000127837,AAMP,58,-0.4108,67,-0.1430,56,-0.4130,83,0.45708
ENSG00000127838,PNKD,126,-0.0956,130,-0.0404,62,-1.1606,147,0.33030
ENSG00000144580,CNOT9,27,-0.1625,41,0.53439,23,-0.4260,29,-0.0966
ENSG00000171450,CDK5R2,86,-0.3118,29,-1.9494,119,0.23858,127,0.80506
ENSG00000144567,RETREG2,95,-0.8621,97,-0.7677,107,-0.5629,203,1.05859
ENSG00000158552,ZFAND2B,24,-0.3558,32,0.13231,16,-0.8962,33,0.36904
ENSG00000115657,ABCB6,26,0.40982,12,-0.9429,11,-0.9413,23,0.28498
ENSG00000198925,ATG9A,53,-0.3329,50,-0.3959,49,-0.4030,74,0.52659
ENSG00000127824,TUBA4A,120,-1.4650,76,-2.0672,132,-1.1639,433,2.01009
ENSG00000135924,DNAJB2,96,0.01260,96,0.01877,88,-0.1134,95,0.01246
ENSG00000054356,PTPRN,113,-0.7842,45,-2.1428,127,-0.5017,248,1.41321
ENSG00000123989,CHPF,51,-0.0361,20,-1.4652,33,-0.6742,64,0.74897
ENSG00000124006,OBSL1,57,0.31669,61,0.40592,37,-0.3783,42,-0.3748
ENSG00000114923,SLC4A3,38,-0.0599,23,-0.8270,54,0.51768,42,0.22536
ENSG00000116106,EPHA4,58,-1.5824,61,-1.4299,76,-1.0209,222,1.83500
ENSG00000163082,SGPP2,15,-1.0449,25,-0.1015,8,-1.7381,36,1.02610
ENSG00000116120,FARSB,29,-1.2841,21,-1.6500,44,-0.5103,89,1.60608
ENSG00000123983,ACSL3,164,-0.8036,186,-0.5439,209,-0.3236,326,0.86524
ENSG00000171951,SCG2,117,-1.5740,66,-2.3486,315,0.10067,435,1.70626
ENSG00000085449,WDFY1,20,-0.8654,40,0.32429,74,1.31827,31,-0.2158
ENSG00000135900,MRPL44,21,-0.8074,25,-0.4773,44,0.41178,40,0.59741
ENSG00000135919,SERPINE2,376,0.74795,190,-0.5158,68,-2.0104,256,-0.0380
ENSG00000036257,CUL3,58,-0.9895,86,-0.2956,68,-0.6201,131,0.92046
ENSG00000135905,DOCK10,24,-0.3097,80,2.05428,40,0.53307,14,-1.6773
ENSG00000168958,MFF,89,-0.2640,88,-0.2647,71,-0.5736,118,0.45728
ENSG00000173744,AGFG1,50,-0.8036,95,0.34257,64,-0.3143,88,0.38164
ENSG00000153820,SPHKAP,16,-1.1230,5,-2.5814,20,-0.6312,45,1.76320
ENSG00000153823,PID1,38,-0.1241,18,-1.3199,42,0.03746,49,0.59195
ENSG00000187957,DNER,111,-0.6680,195,0.33070,187,0.22750,170,0.16178
ENSG00000153827,TRIP12,83,-0.8577,180,0.49901,132,-0.0335,145,0.23292
ENSG00000163053,SLC16A14,17,-0.9412,49,0.91772,49,0.83212,26,-0.3377
ENSG00000135932,CAB39,94,-0.9735,80,-1.1556,68,-1.3377,232,1.44135
ENSG00000135916,ITM2C,808,0.76156,494,-0.1889,273,-1.0782,500,-0.2954
ENSG00000204128,C2orf72,65,0.86047,35,-0.2966,35,-0.2838,36,-0.4864
ENSG00000173692,PSMD1,119,-0.9415,177,-0.2421,230,0.18650,245,0.63932
ENSG00000115053,NCL,408,-0.3965,683,0.52018,751,0.62279,466,-0.2579
ENSG00000187514,PTMA,1127,-0.1669,3169,1.84628,1384,0.18180,704,-1.3939
ENSG00000156973,PDE6D,33,0.10456,47,0.73297,14,-1.1960,28,-0.2861
ENSG00000135930,EIF4E2,48,-0.2084,38,-0.5745,53,-0.0375,61,0.42282
ENSG00000115468,EFHD1,70,0.42963,204,2.78087,21,-1.4810,13,-2.9937
ENSG00000204120,GIGYF2,91,-0.1805,138,0.55700,178,0.92096,82,-0.5506
ENSG00000182600,SNORC,262,1.59893,181,0.62767,94,-0.4571,58,-1.8277
ENSG00000066248,NGEF,139,-0.5517,78,-1.4265,95,-1.0468,256,1.19782
ENSG00000085978,ATG16L1,15,-0.8118,20,-0.2400,32,0.47997,27,0.46256
ENSG00000188042,ARL4C,110,-0.4596,62,-1.3198,254,0.93702,162,0.45602
ENSG00000157985,AGAP1,177,0.74567,168,0.56488,129,0.09690,84,-0.9806
ENSG00000132321,IQCA1,70,0.33125,75,0.41572,103,0.88943,43,-0.8250
ENSG00000198612,COPS8,88,-0.5575,91,-0.4609,125,0.05047,142,0.57369
ENSG00000124831,LRRFIP1,56,-1.1137,133,0.39641,261,1.48691,97,-0.2466
ENSG00000132329,RAMP1,200,1.00333,96,-0.4117,86,-0.5487,102,-0.5100
ENSG00000184182,UBE2F,61,0.15643,38,-0.6532,51,-0.1364,60,0.21560
ENSG00000132323,ILKAP,28,-0.6178,56,0.59782,62,0.67699,37,-0.2044
ENSG00000144485,HES6,59,0.69399,46,0.16485,47,0.19189,32,-0.7057
ENSG00000132326,PER2,42,-0.0053,19,-1.2970,68,0.75035,45,0.23174
ENSG00000204104,TRAF3IP1,56,0.08528,61,0.21805,136,1.54805,38,-0.8794
ENSG00000065802,ASB1,27,-0.0047,22,-0.3239,31,0.24487,28,0.08528
ENSG00000068024,HDAC4,31,0.17237,22,-0.4398,32,0.16978,29,0.02893
ENSG00000130414,NDUFA10,109,-0.4309,99,-0.5529,134,-0.0463,162,0.56428
ENSG00000172428,COPS9,676,0.67618,386,-0.3668,175,-1.5279,468,-0.0820
ENSG00000063660,GPC1,99,0.33148,82,-0.0403,67,-0.3359,80,-0.1428
ENSG00000130294,KIF1A,422,0.36402,260,-0.4935,540,0.69372,317,-0.2899
ENSG00000122085,MTERF4,27,-0.4771,45,0.42155,44,0.34581,34,-0.0426
ENSG00000115685,PPP1R7,119,-0.3249,93,-0.6922,26,-2.5166,183,0.94060
ENSG00000115677,HDLBP,137,-0.1196,123,-0.2907,100,-0.5844,163,0.37199
ENSG00000168385,SEPTIN2,303,0.77276,381,1.12472,216,0.07432,113,-1.4685
ENSG00000115694,STK25,124,0.38014,83,-0.3519,136,0.45008,93,-0.2668
ENSG00000176946,THAP4,41,0.06096,25,-0.7369,34,-0.2239,44,0.34263
ENSG00000168397,ATG4B,25,-0.9021,60,0.64710,56,0.45565,42,-0.0056
ENSG00000168395,ING5,43,0.24337,55,0.67258,53,0.53228,28,-0.7732
ENSG00000224318,CHL1-AS2,39,1.63518,2,-2.9914,2,-2.9059,17,-0.3131
ENSG00000134121,CHL1,154,-1.0507,127,-1.2854,201,-0.5172,391,1.35537
ENSG00000144619,CNTN4,19,-1.6570,13,-2.1171,52,0.05154,75,1.71893
ENSG00000113851,CRBN,60,-1.1638,128,0.15746,107,-0.1478,140,0.62879
ENSG00000175928,LRRN1,31,0.51125,19,-0.3328,9,-1.4427,24,0.03563
ENSG00000150995,ITPR1,228,-0.2134,134,-1.0539,371,0.58641,287,0.37887
ENSG00000134107,BHLHE40,48,-1.0072,67,-0.4256,25,-1.8664,117,1.20205
ENSG00000134108,ARL8B,109,-0.8026,102,-0.8481,174,0.02375,217,0.88777
ENSG00000196220,SRGAP3,85,-0.0513,68,-0.3984,195,1.31438,78,-0.3228
ENSG00000206573,THUMPD3-AS1,31,-0.0008,29,-0.0994,70,1.29833,26,-0.4876
ENSG00000134077,THUMPD3,24,-0.8961,52,0.48305,37,-0.0860,43,0.27742
ENSG00000168137,SETD5,80,-0.0629,98,0.28914,223,1.65048,59,-0.8814
ENSG00000156959,LHFPL4,34,0.18460,13,-1.3820,61,1.09101,30,-0.0503
ENSG00000134072,CAMK1,63,-0.2908,25,-1.7071,14,-2.4658,102,1.25272
ENSG00000171148,TADA3,113,0.35392,101,0.11294,86,-0.1483,86,-0.2881
ENSG00000241553,ARPC4,127,0.04506,96,-0.4325,75,-0.7732,138,0.35310
ENSG00000156990,RPUSD3,36,-0.3088,27,-0.7535,30,-0.5285,52,0.69022
ENSG00000163703,CRELD1,25,-1.1686,21,-1.3166,26,-0.9707,71,1.54907
ENSG00000163704,PRRT3,28,-0.0222,8,-1.9526,40,0.57305,32,0.46426
ENSG00000125037,EMC3,68,-0.5013,80,-0.2060,52,-0.8551,108,0.63864
ENSG00000254999,BRK1,184,-0.0014,114,-0.7804,86,-1.1454,218,0.59132
ENSG00000157014,TATDN2,47,0.46257,39,0.11088,40,0.11187,31,-0.4491
ENSG00000157020,SEC13,23,-0.5289,40,0.38529,11,-1.5018,36,0.40709
ENSG00000157087,ATP2B2,294,-0.2783,98,-1.9697,303,-0.1843,437,0.92526
ENSG00000157103,SLC6A1,229,-0.1230,344,0.59946,314,0.39076,214,-0.3983
ENSG00000197548,ATG7,16,-1.1410,31,0.04409,35,0.22256,36,0.56885
ENSG00000144560,VGLL4,52,0.17132,49,0.03953,23,-1.1347,49,0.08734
ENSG00000157152,SYN2,172,-0.8369,101,-1.6027,339,0.31753,363,1.03898
ENSG00000075975,MKRN2,33,-0.2484,28,-0.4858,24,-0.6866,45,0.57172
ENSG00000132155,RAF1,23,-0.6150,70,1.41391,40,0.32679,25,-0.7164
ENSG00000144713,RPL32,2341,1.20048,1466,0.17580,665,-1.0505,941,-0.9112
ENSG00000144711,IQSEC1,287,0.52592,160,-0.5268,276,0.35820,200,-0.2813
ENSG00000163517,HDAC11,71,0.76126,57,0.26827,37,-0.4177,38,-0.6611
ENSG00000163528,CHCHD4,34,0.79103,16,-0.5614,2,-3.1173,23,0.00361
ENSG00000170876,TMEM43,20,-0.4816,58,1.48868,23,-0.2164,20,-0.6977
ENSG00000154767,XPC,23,-0.7218,78,1.51371,79,1.32682,21,-1.2346
ENSG00000170860,LSM3,124,0.13007,92,-0.3691,51,-1.2458,128,0.33552
ENSG00000154781,CCDC174,29,-0.1688,56,1.04063,49,0.68568,23,-0.8137
ENSG00000225733,FGD5-AS1,163,0.48545,163,0.44113,113,-0.1775,103,-0.5842
ENSG00000177463,NR2C2,48,0.15695,34,-0.4240,78,0.91421,40,-0.2553
ENSG00000131368,MRPS25,73,0.03997,41,-0.8943,47,-0.6263,83,0.50815
ENSG00000131381,RBSN,70,-0.0125,57,-0.3653,93,0.43602,72,0.04246
ENSG00000131370,SH3BP5,58,-1.0001,110,0.11007,133,0.39824,117,0.40220
ENSG00000144597,EAF1,20,-0.8224,14,-1.2854,36,0.16302,42,1.00140
ENSG00000206560,ANKRD28,34,-0.8443,84,0.72939,91,0.78223,51,-0.2232
ENSG00000154813,DPH3,33,0.12858,27,-0.2616,27,-0.2303,32,0.09641
ENSG00000131378,RFTN1,15,-1.6634,20,-1.1191,18,-1.2454,61,1.79838
ENSG00000154822,PLCL2,27,-0.9344,34,-0.5012,30,-0.6708,61,1.00518
ENSG00000131374,TBC1D5,91,0.28901,103,0.49120,94,0.30121,63,-0.5990
ENSG00000182568,SATB1,115,-0.9662,89,-1.3047,495,1.49266,226,0.41308
ENSG00000144566,RAB5A,124,-0.2777,123,-0.2669,156,0.11933,157,0.28688
ENSG00000114166,KAT2B,110,1.23373,106,0.99006,52,-0.2430,29,-1.7674
ENSG00000151789,ZNF385D,68,-0.7655,36,-1.6911,293,1.70789,114,0.25935
ENSG00000182247,UBE2E2,45,-0.8846,43,-0.8796,58,-0.3741,98,1.06852
ENSG00000170142,UBE2E1,77,0.02294,117,0.76220,81,0.09169,63,-0.5169
ENSG00000197885,NKIRAS1,47,-0.6648,27,-1.4513,44,-0.6611,92,1.20145
ENSG00000174748,RPL15,1216,0.50060,892,-0.0926,581,-0.7429,890,-0.1708
ENSG00000174738,NR1D2,75,-0.2559,77,-0.1871,85,-0.0078,93,0.27275
ENSG00000151090,THRB,118,-0.3151,76,-0.9799,134,-0.0661,168,0.65541
ENSG00000077097,TOP2B,119,-0.5894,139,-0.2822,141,-0.2426,195,0.59458
ENSG00000151092,NGLY1,10,-1.6877,32,0.28797,39,0.56929,32,0.50292
ENSG00000179796,LRRC3B,62,1.40185,25,-0.3884,24,-0.4182,22,-0.9461
ENSG00000033867,SLC4A7,79,-0.0641,76,-0.1271,188,1.36072,69,-0.4651
ENSG00000187118,CMC1,27,-0.5862,31,-0.3129,7,-2.5039,48,0.94069
ENSG00000163512,AZI2,115,0.10226,129,0.29050,103,-0.0890,101,-0.2117
ENSG00000144642,RBMS3,24,-0.7119,107,2.17709,48,0.44855,19,-1.5011
ENSG00000163527,STT3B,58,-0.1275,81,0.46333,45,-0.5067,61,-0.0565
ENSG00000152642,GPD1L,34,-0.8202,37,-0.6291,65,0.27009,67,0.72342
ENSG00000144635,DYNC1LI1,43,-1.0816,38,-1.1697,56,-0.5300,111,1.33585
ENSG00000170275,CRTAP,68,0.50229,108,1.32112,81,0.67524,26,-1.6430
ENSG00000153558,FBXL2,17,-1.5540,9,-2.4683,9,-2.2885,71,2.38126
ENSG00000153560,UBP1,37,-0.8414,68,0.23975,90,0.67146,62,0.14118
ENSG00000163539,CLASP2,184,-0.6261,241,-0.1378,253,-0.0512,302,0.49005
ENSG00000170248,PDCD6IP,37,-1.3352,106,0.47598,52,-0.6615,97,0.61924
ENSG00000172995,ARPP21,136,-0.9137,123,-1.0076,250,0.14206,295,0.96917
ENSG00000178567,EPM2AIP1,81,-0.5087,116,0.13584,214,1.11804,101,-0.1866
ENSG00000076242,MLH1,21,-0.0259,23,0.09027,15,-0.5360,22,0.10151
ENSG00000093167,LRRFIP2,44,-0.0423,59,0.47134,62,0.49597,39,-0.4078
ENSG00000144674,GOLGA4,251,-0.6191,605,0.96856,842,1.42198,258,-0.8578
ENSG00000144677,CTDSPL,42,0.08840,62,0.79381,46,0.24331,31,-0.6365
ENSG00000060971,ACAA1,56,0.23247,54,0.14802,18,-1.4865,50,0.02540
ENSG00000172939,OXSR1,28,-0.2943,36,0.15043,54,0.79872,31,-0.1709
ENSG00000114742,WDR48,54,-0.0207,59,0.14352,69,0.35495,52,-0.1750
ENSG00000114745,GORASP1,29,0.11226,37,0.52178,35,0.40943,22,-0.5208
ENSG00000168329,CX3CR1,33,-0.3378,158,3.03176,19,-1.1635,13,-2.4653
ENSG00000168028,RPSA,870,0.84500,605,0.09314,360,-0.7166,468,-0.5754
ENSG00000168314,MOBP,211,-1.3943,2499,4.50810,232,-1.0968,48,-4.3330
ENSG00000170011,MYRIP,31,-0.8677,38,-0.4911,43,-0.2746,65,0.86390
ENSG00000114784,EIF1B,135,-0.6344,145,-0.4662,176,-0.1353,232,0.67843
ENSG00000188846,RPL14,957,0.87652,640,0.05043,396,-0.6930,505,-0.5857
ENSG00000168036,CTNNB1,154,-0.5786,289,0.53940,205,-0.0579,217,0.06473
ENSG00000182606,TRAK1,77,0.15052,79,0.16087,87,0.30955,65,-0.2936
ENSG00000187094,CCK,562,-1.2795,300,-2.1595,251,-2.3229,1830,2.11197
ENSG00000093183,SEC22C,49,0.16545,50,0.20566,26,-0.8095,44,-0.0518
ENSG00000008324,SS18L2,49,0.28322,18,-1.3660,35,-0.2991,47,0.38207
ENSG00000114857,NKTR,79,-0.9239,326,1.71816,437,2.00721,59,-1.8993
ENSG00000114853,ZBTB47,64,0.56258,63,0.46854,108,1.31002,29,-1.3051
ENSG00000010282,HHATL,80,1.40183,45,0.12947,19,-1.1383,27,-1.0810
ENSG00000181061,HIGD1A,359,0.31863,211,-0.6050,201,-0.6361,322,0.18458
ENSG00000144647,POMGNT2,22,-1.1759,24,-0.9711,34,-0.3940,60,1.27373
ENSG00000163788,SNRK,52,-0.5364,83,0.26815,80,0.19109,74,0.13791
ENSG00000160746,ANO10,16,-0.6514,20,-0.2973,22,-0.1423,28,0.61110
ENSG00000011198,ABHD5,30,0.32855,49,1.18988,42,0.79538,14,-1.3981
