Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000115274,INO80B,23,-0.3127,36,0.42786,27,-0.1131,26,-0.1093,28,-0.0212
ENSG00000239779,WBP1,57,0.25095,65,0.49777,30,-0.9647,74,0.76183,44,-0.1994
ENSG00000115289,PCGF1,6,-1.2823,24,0.77669,11,-0.7011,14,-0.2167,20,0.54196
ENSG00000115307,AUP1,27,-0.5480,15,-1.4986,46,0.38777,36,-0.1201,50,0.52700
ENSG00000115317,HTRA2,16,-0.8380,15,-1.0448,28,-0.0366,27,-0.0671,42,0.84934
ENSG00000135622,SEMA4F,3,-2.8002,6,-1.8226,24,0.52066,11,-0.8559,33,1.09797
ENSG00000115350,POLE4,42,-0.1801,68,0.67168,34,-0.6464,66,0.62082,39,-0.3544
ENSG00000115364,MRPL19,48,0.18431,45,0.08203,41,-0.0581,35,-0.3198,46,0.14356
ENSG00000005436,GCFC2,26,0.96846,12,-0.3432,16,0.26854,7,-1.0133,14,-0.0251
ENSG00000176204,LRRTM4,11,-1.8919,16,-1.5272,65,1.14301,21,-1.0865,50,0.36514
ENSG00000066032,CTNNA2,127,-0.7269,200,-0.0334,224,0.21303,201,-0.0238,206,0.02426
ENSG00000162951,LRRTM1,7,-1.2104,5,-1.7602,26,1.06401,6,-1.5081,22,0.56107
ENSG00000163541,SUCLG1,100,-0.0724,75,-0.5597,124,0.37294,84,-0.3784,116,0.18348
ENSG00000186854,TRABD2A,0,-8.4763,11,-0.5423,19,0.49806,11,-0.5846,22,0.67558
ENSG00000034510,TMSB10,519,-1.8003,1396,-0.3363,1820,0.14857,2020,0.30271,1929,0.24623
ENSG00000176407,KCMF1,32,-1.3949,81,-0.0061,65,-0.4465,92,0.21657,111,0.65060
ENSG00000152291,TGOLN2,210,0.03892,146,-0.5665,265,0.60407,163,-0.3869,189,-0.1491
ENSG00000042445,RETSAT,34,0.82643,19,-0.1147,13,-0.8038,21,0.08280,25,0.41598
ENSG00000168906,MAT2A,97,0.50088,37,-1.0721,62,-0.2753,70,-0.0160,97,0.63881
ENSG00000115486,GGCX,18,-0.0201,17,-0.1059,17,-0.0560,16,-0.1517,20,0.24874
ENSG00000168899,VAMP5,37,1.16178,31,0.96255,4,-2.4062,37,1.37910,9,-1.2603
ENSG00000168894,RNF181,44,0.02334,24,-0.9803,31,-0.6729,68,0.80748,56,0.53289
ENSG00000168883,USP39,22,0.27026,7,-1.3885,20,0.24832,14,-0.3772,24,0.52509
ENSG00000115525,ST3GAL5,73,-0.2576,69,-0.3718,80,-0.1613,87,0.00724,110,0.49181
ENSG00000068654,POLR1A,16,-0.1044,23,0.45438,15,-0.2578,17,-0.0308,17,-0.0126
ENSG00000132300,PTCD3,77,0.17104,67,-0.0604,72,0.07317,68,-0.0301,66,-0.0958
ENSG00000132305,IMMT,66,-0.5902,63,-0.7347,109,0.24759,77,-0.3905,129,0.56914
ENSG00000132313,MRPL35,37,-0.7239,47,-0.4224,62,0.06108,48,-0.3940,83,0.64776
ENSG00000068615,REEP1,31,-1.7020,56,-0.8851,98,0.03549,78,-0.3548,155,1.00633
ENSG00000115548,KDM3A,50,0.88273,27,-0.1222,23,-0.4921,30,0.04988,31,0.13119
ENSG00000115561,CHMP3,204,-0.5678,376,0.43744,361,0.46993,281,-0.0789,189,-0.7995
ENSG00000239305,RNF103,42,-0.2459,30,-0.8022,53,0.13372,53,0.11178,58,0.32085
ENSG00000153561,RMND5A,66,-0.0037,54,-0.3282,70,0.13722,70,0.09357,66,-0.0093
ENSG00000172086,KRCC1,76,1.56223,41,0.57139,31,0.06198,23,-0.4147,10,-1.8277
ENSG00000172005,MAL,335,3.79591,25,-1.1225,18,-1.8753,37,-0.5117,23,-1.3609
ENSG00000144029,MRPS5,107,0.51514,71,-0.1445,91,0.36880,50,-0.7211,72,-0.1479
ENSG00000144026,ZNF514,17,0.19661,18,0.26562,21,0.69244,8,-0.9495,10,-0.6916
ENSG00000115041,KCNIP3,9,-1.7056,20,-0.5356,31,0.25405,34,0.33902,31,0.19508
ENSG00000115042,FAHD2A,32,0.41990,17,-0.5961,28,0.29901,26,0.10855,21,-0.2707
ENSG00000232931,LINC00342,149,1.44168,48,-0.4554,103,1.29322,24,-1.5059,14,-2.4301
ENSG00000174501,ANKRD36C,482,1.86335,163,0.02081,232,0.87774,43,-2.0923,38,-2.4069
ENSG00000084090,STARD7,139,-0.1329,95,-0.7597,146,-0.0712,188,0.38906,174,0.27770
ENSG00000135956,TMEM127,22,-1.1890,28,-0.9106,46,-0.0767,52,0.11967,71,0.78836
ENSG00000144021,CIAO1,91,-0.5470,105,-0.3435,134,0.07621,107,-0.3200,167,0.51076
ENSG00000144028,SNRNP200,49,-0.4718,47,-0.5627,76,0.29385,54,-0.3515,81,0.38792
ENSG00000114982,KANSL3,29,-0.0481,15,-1.1027,34,0.25293,37,0.34743,31,0.05926
ENSG00000213337,ANKRD39,25,0.10132,8,-1.5882,19,-0.3829,30,0.43788,34,0.74511
ENSG00000168758,SEMA4C,21,0.97291,4,-1.6532,10,-0.2824,15,0.46790,13,0.22805
ENSG00000144199,FAHD2B,19,0.22295,12,-0.5306,18,0.23137,12,-0.5232,19,0.29625
ENSG00000135976,ANKRD36,225,1.44004,89,-0.0950,152,1.20517,26,-2.0330,23,-2.3258
ENSG00000230606,AC092683.1,41,-0.5614,33,-0.9633,127,2.29190,23,-1.4851,17,-2.0978
ENSG00000196912,ANKRD36B,100,1.36365,33,-0.4613,72,1.28522,14,-1.8184,14,-1.9259
ENSG00000135940,COX5B,311,-1.3243,597,-0.3673,461,-0.9364,1117,0.74497,1105,0.83293
ENSG00000115073,ACTR1B,20,-2.1561,49,-0.8684,85,0.01923,88,0.08129,124,0.81920
ENSG00000075568,TMEM131,83,0.47121,44,-0.5646,86,0.78982,43,-0.6177,47,-0.5068
ENSG00000040933,INPP4A,30,-1.6212,54,-0.8309,87,-0.0465,105,0.29449,123,0.67320
ENSG00000183513,COA5,41,-0.6754,50,-0.4410,72,0.23385,79,0.36280,63,-0.0551
ENSG00000115446,UNC50,17,-0.6889,22,-0.3614,26,-0.0950,26,-0.0222,35,0.55362
ENSG00000071073,MGAT4A,27,-0.4445,29,-0.3851,47,0.62473,23,-0.7298,38,0.08818
ENSG00000196872,KIAA1211L,26,-2.4592,113,-0.3007,224,1.29039,71,-1.0453,111,-0.3654
ENSG00000135951,TSGA10,38,1.19518,19,0.04924,20,0.24460,16,-0.2557,10,-1.0248
ENSG00000158411,MITD1,47,0.96438,33,0.42400,23,-0.2783,20,-0.4565,23,-0.2523
ENSG00000185414,MRPL30,28,-0.5318,36,-0.1532,46,0.35062,35,-0.2279,40,0.02462
ENSG00000115514,TXNDC9,7,-1.8040,10,-1.3110,32,0.73961,15,-0.6832,31,0.59107
ENSG00000158417,EIF5B,773,1.20776,517,0.59456,386,0.08828,215,-0.9055,224,-0.9065
ENSG00000135945,REV1,63,0.65803,32,-0.4167,59,0.81229,23,-0.9996,31,-0.5466
ENSG00000144218,AFF3,44,-0.6607,74,0.15886,82,0.43596,70,0.06040,51,-0.5347
ENSG00000170500,LONRF2,57,-1.8372,156,-0.3620,199,0.06197,176,-0.1604,267,0.66516
ENSG00000115526,CHST10,15,-0.9195,18,-0.7282,26,-0.2117,33,0.27463,40,0.69223
ENSG00000115539,PDCL3,46,0.92709,31,0.33030,10,-1.7678,24,-0.1016,38,0.79574
ENSG00000170485,NPAS2,16,-1.3899,30,-0.4750,52,0.62378,52,0.48808,29,-0.5405
ENSG00000071082,RPL31,1451,0.17710,1801,0.58960,737,-1.0966,2332,1.09704,967,-0.5417
ENSG00000163162,RNF149,21,-0.1758,14,-0.8063,26,0.21694,26,0.12787,26,0.19364
ENSG00000175874,CREG2,142,-2.2292,574,-0.1455,1033,1.29372,357,-0.9241,454,-0.5852
ENSG00000071054,MAP4K4,998,2.57567,370,0.82039,123,-1.2415,167,-0.5769,89,-1.6711
ENSG00000233639,PANTR1,17,-0.8703,42,0.56057,17,-1.1141,44,0.65049,37,0.35067
ENSG00000198914,POU3F3,181,1.47665,92,0.37758,43,-1.0668,100,0.52521,52,-0.6455
ENSG00000135972,MRPS9,34,-0.0560,21,-0.8093,41,0.39207,19,-0.9552,46,0.54669
ENSG00000135966,TGFBRAP1,13,-0.8439,17,-0.4177,24,0.13198,19,-0.2468,29,0.51978
ENSG00000135974,C2orf49,97,1.06508,76,0.73676,49,-0.0624,26,-1.0441,36,-0.6221
ENSG00000115641,FHL2,3,-2.6012,7,-1.7342,30,0.98094,14,-0.5971,26,0.46467
ENSG00000071051,NCK2,19,-1.5664,47,-0.2047,42,-0.4698,60,0.21659,78,0.80791
ENSG00000115652,UXS1,39,0.32233,34,0.09068,42,0.59894,21,-0.6958,23,-0.5880
ENSG00000144057,ST6GAL2,16,-0.5007,15,-0.5547,26,0.39673,24,0.18302,21,-0.0955
ENSG00000135968,GCC2,486,-0.6870,1225,0.88046,1128,0.97519,257,-1.7371,379,-1.2205
ENSG00000169756,LIMS1,57,1.34150,48,1.20486,16,-0.8081,22,-0.2241,13,-1.1717
ENSG00000153201,RANBP2,133,-0.2645,163,0.05263,203,0.58662,106,-0.6625,137,-0.2678
ENSG00000186522,SEPTIN10,102,3.82579,18,0.38290,4,-2.2253,9,-0.7029,1,-3.7615
ENSG00000175701,MTLN,16,-2.5641,51,-0.9707,67,-0.6671,150,0.87334,143,0.90715
ENSG00000175772,LINC01106,1,-3.6163,15,-0.2630,20,0.28966,14,-0.3827,24,0.61166
ENSG00000153107,ANAPC1,19,-0.6658,23,-0.3999,31,0.17421,36,0.38142,29,-0.0246
ENSG00000144161,ZC3H8,71,0.40407,50,-0.1642,68,0.47646,44,-0.3572,43,-0.4525
ENSG00000188177,ZC3H6,279,1.31898,220,1.03781,128,0.04826,76,-0.8222,41,-1.9075
ENSG00000114999,TTL,87,-0.1016,101,0.14798,103,0.21834,89,-0.0784,79,-0.2965
ENSG00000125611,CHCHD5,23,0.00935,17,-0.4186,13,-1.0781,42,1.14423,26,0.27913
ENSG00000144136,SLC20A1,31,-1.1097,39,-0.8120,64,0.02112,56,-0.2084,95,0.83667
ENSG00000144134,RABL2A,4,-1.7813,5,-1.3881,12,-0.1620,14,0.23285,21,1.02450
ENSG00000115084,SLC35F5,36,0.65915,22,-0.0915,21,-0.2763,21,-0.1839,26,0.18288
ENSG00000115091,ACTR3,84,-0.5551,99,-0.3246,108,-0.2091,141,0.28986,147,0.40106
ENSG00000175497,DPP10,88,-0.0714,46,-1.1131,108,0.36371,61,-0.6830,123,0.58587
ENSG00000235026,DPP10-AS1,4,-2.0630,7,-1.5451,28,0.95449,22,0.26479,17,-0.1687
ENSG00000088205,DDX18,205,1.01251,104,-0.0995,126,0.30316,69,-0.7602,88,-0.4098
ENSG00000125633,CCDC93,36,0.74581,18,-0.3496,27,0.39853,18,-0.3684,18,-0.4091
ENSG00000125629,INSIG2,19,-1.1019,18,-1.2104,45,0.32481,37,-0.0521,52,0.58292
ENSG00000155368,DBI,284,0.55434,270,0.53308,102,-1.2843,353,1.04975,156,-0.4637
ENSG00000163075,CFAP221,0,-7.9774,22,0.63521,18,0.40680,16,0.07184,11,-0.5041
ENSG00000088179,PTPN4,39,-1.2032,88,0.05010,101,0.36974,77,-0.1891,85,-0.0096
ENSG00000115109,EPB41L5,19,0.26580,21,0.44944,14,-0.2627,21,0.48813,11,-0.6648
ENSG00000226479,TMEM185B,13,0.05277,16,0.35070,8,-0.7936,16,0.41123,14,0.19843
ENSG00000144118,RALB,39,-1.7108,166,0.55399,77,-0.9111,202,0.92802,127,0.07831
ENSG00000074054,CLASP1,44,-0.8603,65,-0.2719,75,-0.0373,73,-0.0894,99,0.52643
ENSG00000236859,NIFK-AS1,51,2.09786,27,1.05369,8,-1.1504,10,-0.5766,7,-1.2302
ENSG00000155438,NIFK,44,0.23174,32,-0.3230,55,0.86958,21,-0.9794,30,-0.4495
ENSG00000211460,TSN,56,-0.2513,50,-0.4486,57,-0.2840,86,0.47782,77,0.30911
ENSG00000136717,BIN1,248,1.25242,51,-1.3202,107,-0.1763,119,0.05121,125,0.14578
ENSG00000163161,ERCC3,22,-0.1101,11,-1.2058,32,0.70267,18,-0.4916,26,0.14523
ENSG00000169967,MAP3K2,109,1.19102,59,0.20182,65,0.47790,32,-0.7977,27,-1.1906
ENSG00000163166,IWS1,249,2.10836,90,0.35917,68,-0.1706,37,-1.1073,35,-1.2664
ENSG00000136709,WDR33,46,-0.0134,38,-0.3172,49,0.10990,43,-0.1258,51,0.17689
ENSG00000144231,POLR2D,42,0.62318,29,0.05224,27,-0.1041,27,-0.0788,26,-0.1687
ENSG00000136715,SAP130,16,0.05466,6,-1.5788,15,-0.1224,11,-0.5555,26,1.09823
ENSG00000136731,UGGT1,36,0.18780,35,0.12842,39,0.41766,32,0.00853,20,-0.8198
ENSG00000136720,HS6ST1,28,-1.6223,40,-1.1677,76,-0.1497,107,0.47502,118,0.76353
ENSG00000136699,SMPD4,23,-0.1086,7,-1.9875,28,0.28574,25,0.05609,32,0.51995
ENSG00000152082,MZT2B,250,-0.5784,379,0.07522,233,-0.8774,624,1.00520,389,0.13671
ENSG00000136710,CCDC115,32,-0.5413,25,-0.9598,37,-0.3900,44,-0.0384,74,1.05270
ENSG00000136718,IMP4,29,-1.0639,63,0.11788,39,-0.8119,95,0.88306,68,0.28528
ENSG00000072135,PTPN18,9,-0.7629,16,0.10837,11,-0.5842,22,0.67638,17,0.21872
ENSG00000178171,AMER3,2,-2.9549,3,-2.7314,28,1.05416,22,0.36840,18,-0.0419
ENSG00000136002,ARHGEF4,66,-0.9952,130,0.04473,99,-0.5041,190,0.73239,140,0.18863
ENSG00000152102,FAM168B,70,-1.2483,136,-0.2612,150,-0.1147,170,0.12425,207,0.53217
ENSG00000115762,PLEKHB2,139,-1.0165,180,-0.6770,295,0.18986,265,-0.0342,346,0.49238
ENSG00000173272,MZT2A,94,-0.5220,117,-0.2064,100,-0.5664,222,0.95501,138,0.08287
ENSG00000287151,C2orf27A,11,-0.2994,15,0.15400,16,0.25920,17,0.32619,10,-0.6587
ENSG00000150551,LYPD1,8,-0.9128,16,0.18528,7,-1.1707,31,1.48422,13,-0.1733
ENSG00000176771,NCKAP5,182,3.43639,46,0.75671,12,-1.6434,11,-1.6506,6,-2.5581
ENSG00000152127,MGAT5,49,-0.2317,57,0.00762,54,-0.1130,42,-0.5207,74,0.51234
ENSG00000152128,TMEM163,5,-2.3209,5,-2.2263,20,-0.2532,29,0.37315,41,1.23631
ENSG00000082258,CCNT2,40,-0.2467,34,-0.5449,67,0.82239,29,-0.7996,44,-0.1101
ENSG00000115839,RAB3GAP1,80,-0.5414,78,-0.6194,147,0.59773,77,-0.6479,128,0.23736
ENSG00000048991,R3HDM1,136,-1.0909,293,0.10187,396,0.86491,159,-0.9193,232,-0.3254
ENSG00000144224,UBXN4,401,1.25567,243,0.46368,184,-0.0382,116,-0.7940,131,-0.6563
ENSG00000076003,MCM6,9,-1.1264,19,-0.1050,26,0.60258,13,-0.7068,21,0.09468
ENSG00000115866,DARS,117,0.29346,125,0.44155,86,-0.2716,98,0.00999,88,-0.1939
ENSG00000144228,SPOPL,38,1.23111,14,-0.3757,16,-0.1806,14,-0.3785,18,0.00859
ENSG00000168702,LRP1B,78,0.28300,79,0.35402,96,0.95006,33,-1.0860,31,-1.2980
ENSG00000121964,GTDC1,127,-0.0528,198,0.74939,126,-0.0801,123,-0.1020,99,-0.5103
ENSG00000169554,ZEB2,1607,2.54717,560,0.67331,289,-0.5878,193,-1.1367,120,-1.9743
ENSG00000121989,ACVR2A,17,-0.0146,7,-1.4410,25,1.00426,8,-1.1805,18,0.12807
ENSG00000115947,ORC4,31,-1.2164,47,-0.6465,84,0.42698,57,-0.3400,86,0.43491
ENSG00000204406,MBD5,59,0.74667,36,-0.0533,44,0.40671,25,-0.6395,28,-0.4728
ENSG00000135999,EPC2,45,0.07736,37,-0.2681,63,0.89834,24,-0.9747,34,-0.4578
ENSG00000168280,KIF5C,1195,0.29816,1498,0.75281,1025,0.07567,756,-0.4563,694,-0.6512
ENSG00000168288,MMADHC,13,-1.5371,23,-0.7677,35,-0.0877,45,0.36992,50,0.62274
ENSG00000080345,RIF1,481,1.19669,206,-0.2041,356,1.06695,86,-1.6014,98,-1.4882
ENSG00000162980,ARL5A,84,0.23253,86,0.29266,81,0.24955,57,-0.4197,59,-0.3805
ENSG00000182389,CACNB4,76,-1.5891,201,-0.1373,301,0.76924,183,-0.3014,189,-0.2656
ENSG00000115145,STAM2,27,0.01077,26,-0.0059,28,0.11892,21,-0.3952,28,0.12133
ENSG00000157827,FMNL2,861,2.70266,214,0.18214,145,-0.5697,99,-1.0877,81,-1.5023
ENSG00000196504,PRPF40A,319,1.55096,163,0.45325,145,0.31837,59,-1.2454,57,-1.3895
ENSG00000162989,KCNJ3,34,-2.5954,130,-0.6721,237,0.45061,148,-0.4642,266,0.63521
ENSG00000153234,NR4A2,14,-1.4385,98,1.90672,48,0.56566,13,-1.7153,8,-2.4822
ENSG00000115159,GPD2,27,-0.5653,68,0.98357,37,-0.1535,50,0.40354,22,-1.0410
ENSG00000136541,ERMN,1927,4.98103,170,-0.4069,37,-3.0461,49,-2.3434,27,-3.3215
ENSG00000123612,ACVR1C,19,-0.0458,9,-1.1957,15,-0.5134,18,-0.1648,34,1.16633
ENSG00000153237,CCDC148,21,0.28941,40,1.64563,17,-0.0448,6,-1.6795,9,-1.1592
ENSG00000144283,PKP4,922,2.46257,362,0.82829,140,-0.9688,146,-0.7568,87,-1.6698
ENSG00000196151,WDSUB1,10,-0.4714,5,-1.5151,15,0.17154,12,-0.2917,21,0.83182
ENSG00000123636,BAZ2B,1030,2.26501,517,1.13737,221,-0.4963,115,-1.4452,68,-2.3780
ENSG00000136536,MARCH7,59,0.53395,28,-0.6779,47,0.26081,38,-0.1676,42,-0.0249
ENSG00000153250,RBMS1,9,-1.7470,30,-0.0001,41,0.74742,26,-0.2261,24,-0.3737
ENSG00000136560,TANK,30,0.02471,31,0.10683,31,0.10106,27,-0.1206,27,-0.1283
ENSG00000115233,PSMD14,93,-0.1614,79,-0.4416,107,0.08765,96,-0.1141,121,0.31789
ENSG00000136535,TBR1,26,-2.6363,154,-0.0078,202,0.62651,107,-0.6180,166,0.14081
ENSG00000144290,SLC4A10,60,-1.9321,163,-0.4827,395,1.61526,84,-1.5263,158,-0.5873
ENSG00000115271,GCA,53,0.50872,23,-0.8229,42,0.22006,27,-0.5565,45,0.33598
ENSG00000182263,FIGN,25,-0.1199,45,0.94176,22,-0.4082,18,-0.7024,28,0.09199
ENSG00000082438,COBLL1,18,-0.1501,42,1.37312,11,-1.1337,25,0.32277,16,-0.4391
ENSG00000153253,SCN3A,91,-0.2000,69,-0.6763,184,1.52789,57,-0.9852,55,-1.1169
ENSG00000136531,SCN2A,255,-1.4224,559,-0.2536,1254,1.85452,238,-1.6167,307,-1.3110
ENSG00000178662,CSRNP3,60,-2.0329,235,0.03279,303,0.63860,196,-0.2765,211,-0.1663
ENSG00000123607,TTC21B,27,0.24594,19,-0.3308,29,0.46229,11,-1.1697,26,0.19334
ENSG00000144285,SCN1A,27,-3.3423,213,-0.3433,274,0.11047,140,-1.0160,432,1.08598
ENSG00000172318,B3GALT1,3,-2.7089,9,-1.1735,21,0.19606,24,0.42145,25,0.55928
ENSG00000198648,STK39,171,0.18317,112,-0.5131,135,-0.2493,142,-0.1185,202,0.57541
ENSG00000172292,CERS6,33,-2.1934,119,-0.3009,160,0.26450,115,-0.3636,189,0.57027
ENSG00000138399,FASTKD1,17,-0.5661,14,-0.8829,31,0.47153,18,-0.5737,32,0.47367
ENSG00000138398,PPIG,599,0.68295,448,0.23421,519,0.66353,162,-1.4304,268,-0.6908
ENSG00000154479,CCDC173,81,0.96254,116,1.89991,31,-0.7451,36,-0.3489,10,-2.4730
ENSG00000213160,KLHL23,33,-0.7087,59,0.20527,72,0.76373,43,-0.3472,34,-0.7551
ENSG00000138385,SSB,268,0.05162,250,-0.0659,368,0.84056,127,-1.1628,206,-0.4233
ENSG00000138382,METTL5,38,-0.4105,29,-0.8683,56,0.23965,62,0.36910,52,0.08161
ENSG00000144357,UBR3,102,-0.3338,95,-0.4812,169,0.66454,65,-1.0920,142,0.21883
ENSG00000128683,GAD1,10,-3.3427,59,-0.8839,66,-0.8247,77,-0.4324,219,1.84028
ENSG00000115806,GORASP2,32,-0.4296,24,-0.9416,40,-0.1280,35,-0.3486,68,0.95657
ENSG00000198586,TLK1,109,-0.4662,149,0.00714,197,0.66718,101,-0.6334,127,-0.2909
ENSG00000123600,METTL8,64,1.39269,37,0.53883,25,-0.1701,20,-0.5148,16,-0.8983
ENSG00000071967,CYBRD1,26,0.38516,34,0.91261,7,-1.8928,44,1.47903,11,-0.9896
ENSG00000077380,DYNC1I2,972,1.99347,300,-0.0275,275,-0.2149,174,-0.9209,211,-0.6664
ENSG00000115840,SLC25A12,27,-1.7456,47,-1.0010,84,-0.0848,77,-0.2158,146,1.09235
ENSG00000128708,HAT1,21,0.53767,11,-0.4796,14,-0.1028,18,0.28359,14,-0.0425
ENSG00000144355,DLX1,8,-1.1911,17,-0.0385,10,-1.1321,18,-0.0239,32,1.28734
ENSG00000091409,ITGA6,83,1.85034,50,1.09436,13,-1.3789,33,0.33667,10,-1.7356
ENSG00000091428,RAPGEF4,306,0.24898,366,0.60213,137,-1.2348,430,0.91437,231,-0.2356
ENSG00000091436,MAP3K20,46,0.87249,44,0.90803,15,-1.1324,34,0.42032,20,-0.5297
ENSG00000172845,SP3,40,0.22533,32,-0.1564,36,0.06857,30,-0.2448,36,0.10136
ENSG00000138430,OLA1,65,-1.3826,111,-0.6218,192,0.39490,138,-0.2681,201,0.44551
ENSG00000138433,CIR1,179,0.27001,195,0.45333,198,0.63025,82,-1.0086,96,-0.8122
ENSG00000144306,SCRN3,28,0.19862,23,-0.0950,27,0.19448,18,-0.5616,26,0.10984
ENSG00000163328,GPR155,118,-0.5047,164,-0.0030,248,1.01977,100,-0.8133,110,-0.7252
ENSG00000115935,WIPF1,199,4.70203,21,-0.1729,4,-2.8333,4,-2.5392,4,-2.7383
ENSG00000128656,CHN1,396,-2.3973,1434,-0.5175,2664,0.74262,1770,-0.1650,1977,0.02727
ENSG00000115966,ATF2,35,-1.1993,44,-0.9360,88,0.25588,79,0.02386,102,0.52697
ENSG00000154518,ATP5MC3,88,-1.7726,160,-0.9377,205,-0.6467,320,0.21686,509,1.28893
ENSG00000144320,LNPK,54,-0.1504,45,-0.4717,67,0.28769,38,-0.7121,74,0.43358
ENSG00000128654,MTX2,40,-1.0551,22,-2.0123,81,0.04787,60,-0.4538,140,1.25277
ENSG00000170144,HNRNPA3,301,0.25702,213,-0.3083,261,0.04374,237,-0.1321,275,0.13916
ENSG00000116044,NFE2L2,315,2.23137,137,0.81173,58,-0.8186,65,-0.5035,33,-1.6423
ENSG00000018510,AGPS,29,-0.1385,39,0.39301,28,-0.2743,32,0.04675,32,0.01534
ENSG00000079156,OSBPL6,35,-1.4258,83,-0.1366,109,0.43480,84,-0.1298,92,0.04214
ENSG00000180228,PRKRA,43,-0.3938,16,-1.9763,54,-0.0710,51,-0.1296,91,1.05921
ENSG00000116095,PLEKHA3,55,-0.3271,70,0.05324,63,-0.1779,70,0.05860,77,0.23442
ENSG00000155657,TTN,285,4.52009,31,-0.2120,10,-2.1995,2,-4.3457,9,-2.1712
ENSG00000187231,SESTD1,178,1.06474,95,0.04259,114,0.47912,57,-0.7957,57,-0.8573
ENSG00000144331,ZNF385B,5,-3.1549,43,-0.0647,52,0.33857,31,-0.5954,58,0.53136
ENSG00000163510,CWC22,110,0.75474,85,0.37434,93,0.71873,25,-1.6224,41,-0.9320
ENSG00000170035,UBE2E3,29,-2.0524,74,-0.7195,102,-0.2209,127,0.19921,174,0.89885
ENSG00000138434,ITPRID2,133,1.43103,67,0.32314,34,-0.9568,66,0.28852,45,-0.3984
ENSG00000115252,PDE1A,54,-0.9067,78,-0.3907,145,0.94833,65,-0.6721,86,-0.2508
ENSG00000077232,DNAJC10,93,0.41392,43,-0.8286,97,0.70971,45,-0.7776,68,-0.1065
ENSG00000061676,NCKAP1,104,-1.8696,274,-0.4586,443,0.47579,326,-0.1706,414,0.27676
ENSG00000170396,ZNF804A,5,-2.5034,28,-0.2009,47,1.00117,25,-0.3605,25,-0.4058
ENSG00000065548,ZC3H15,315,-0.3159,389,0.01459,590,1.05395,152,-1.5066,291,-0.5186
ENSG00000138448,ITGAV,114,0.88084,70,0.09941,32,-1.3798,124,1.19295,54,-0.3685
ENSG00000144369,FAM171B,147,-0.8299,281,0.19600,299,0.39375,293,0.26921,175,-0.6594
ENSG00000144366,GULP1,17,-0.5424,21,-0.2416,31,0.47613,27,0.12431,20,-0.3494
ENSG00000204262,COL5A2,3,-3.8193,5,-3.0980,35,-0.2877,15,-1.5571,100,2.27021
ENSG00000115368,WDR75,46,0.47997,19,-0.9306,51,1.01250,7,-2.3390,34,0.01780
ENSG00000138381,ASNSD1,21,-0.9584,38,-0.0607,47,0.38531,30,-0.4740,43,0.17537
ENSG00000128699,ORMDL1,51,0.14452,22,-1.2294,50,0.16956,45,-0.0488,58,0.41799
ENSG00000064933,PMS1,32,0.23064,21,-0.4880,38,0.73609,16,-0.9108,25,-0.1723
ENSG00000198130,HIBCH,58,0.99561,34,0.14638,27,-0.2943,36,0.26603,23,-0.5850
ENSG00000151689,INPP1,88,1.31435,39,-0.0246,29,-0.6420,31,-0.4031,44,0.20276
ENSG00000151690,MFSD6,173,0.02063,101,-0.8644,207,0.43714,114,-0.6779,206,0.37482
ENSG00000138386,NAB1,40,0.16420,39,0.14391,39,0.17532,29,-0.3870,34,-0.1335
ENSG00000115419,GLS,42,-2.7021,158,-0.8180,295,0.29742,198,-0.4503,389,0.85446
ENSG00000115415,STAT1,42,-0.4194,53,-0.0701,59,0.13216,48,-0.2421,62,0.20591
ENSG00000138378,STAT4,4,-2.4696,2,-3.7945,30,0.61765,12,-0.9911,42,1.26099
ENSG00000128641,MYO1B,5,-2.4496,31,0.25161,30,0.24154,23,-0.2547,30,0.19536
ENSG00000168497,CAVIN2,40,1.71922,27,1.19071,6,-1.4820,19,0.54064,4,-1.9579
ENSG00000144339,TMEFF2,92,0.27360,62,-0.3682,125,1.21510,30,-1.5077,51,-0.7657
ENSG00000196950,SLC39A10,85,-2.2542,288,-0.4627,619,1.25061,242,-0.7469,311,-0.3723
ENSG00000138411,HECW2,53,-0.1276,66,0.22027,79,0.73331,32,-0.9427,43,-0.5442
ENSG00000119041,GTF3C3,54,0.83902,25,-0.4072,37,0.32594,19,-0.8540,31,-0.0451
ENSG00000197121,PGAP1,26,-0.1353,27,-0.0380,29,0.08202,31,0.20607,25,-0.1830
ENSG00000065413,ANKRD44,53,2.28162,24,0.93751,7,-1.2239,10,-0.5873,7,-1.2526
ENSG00000115524,SF3B1,224,0.64399,111,-0.5012,174,0.33926,104,-0.6072,149,-0.0131
ENSG00000115520,COQ10B,10,-2.2813,32,-0.5856,52,0.27681,36,-0.3763,64,0.71277
ENSG00000144381,HSPD1,318,0.39322,246,-0.0131,239,-0.0819,171,-0.6288,291,0.31117
ENSG00000115541,HSPE1,127,-0.5896,139,-0.4913,127,-0.7644,242,0.45938,280,0.85040
ENSG00000115540,MOB4,18,-1.9798,68,-0.0205,63,-0.1837,66,-0.0648,96,0.67033
