Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000143224,PPOX,8,-0.7775,17,0.38581,11,-0.3585,5,-1.4059,15,0.08830,11,-0.2944,16,0.24367,16,0.34714
ENSG00000158850,B4GALT3,11,-1.1223,22,-0.0624,34,0.60173,7,-1.6569,39,0.82712,24,0.06959,15,-0.6315,25,0.22298
ENSG00000158864,NDUFS2,75,-1.0570,103,-0.6248,133,-0.1726,161,0.12086,85,-0.8614,191,0.39097,206,0.51591,183,0.47213
ENSG00000158882,TOMM40L,27,-0.6262,35,-0.2430,33,-0.3232,23,-0.8671,47,0.25366,34,-0.2633,57,0.54409,48,0.41126
ENSG00000248485,PCP4L1,16,-1.2578,43,0.29441,10,-1.8813,139,2.35576,8,-2.2687,46,0.37731,36,-0.0099,23,-0.8442
ENSG00000143252,SDHC,116,-0.1476,122,-0.0683,76,-0.7910,168,0.43902,136,0.10849,109,-0.2393,151,0.27152,132,0.07309
ENSG00000081721,DUSP12,7,-1.2270,13,-0.3881,9,-0.9323,17,0.04719,13,-0.3905,16,-0.0894,27,0.75329,21,0.54779
ENSG00000118217,ATF6,42,-0.3281,38,-0.5048,54,0.05562,67,0.40877,79,0.66978,52,-0.0019,56,0.11948,49,-0.1176
ENSG00000198929,NOS1AP,21,-1.6533,22,-1.6719,117,1.00410,59,-0.1015,98,0.69749,195,1.92184,37,-0.8032,47,-0.6134
ENSG00000152332,UHMK1,60,-0.9929,114,-0.0187,126,0.13700,109,-0.0900,113,-0.0387,192,0.82545,172,0.64191,96,-0.3798
ENSG00000117143,UAP1,9,-1.8072,20,-0.7432,42,0.43424,35,0.16574,27,-0.2419,59,0.99298,29,-0.1154,35,0.19489
ENSG00000162733,DDR2,77,2.30347,29,0.59055,13,-0.6821,21,0.05141,31,0.65801,11,-0.8674,15,-0.4800,5,-2.4289
ENSG00000117152,RGS4,131,-2.2897,458,-0.4606,299,-1.0741,690,0.21651,564,-0.1022,480,-0.3524,1025,0.86264,779,0.60232
ENSG00000143248,RGS5,257,0.93758,188,0.46649,31,-2.3119,668,2.78152,121,-0.2718,17,-3.1626,25,-2.5989,59,-1.6465
ENSG00000185630,PBX1,139,-0.3949,162,-0.1706,216,0.29781,237,0.44933,228,0.38700,171,-0.0729,128,-0.5170,176,-0.0349
ENSG00000143198,MGST3,216,-0.7839,437,0.34742,160,-1.2323,393,0.14304,90,-2.0899,328,-0.1418,431,0.29132,454,0.54251
ENSG00000143149,ALDH9A1,105,1.28386,68,0.62939,34,-0.5399,39,-0.3072,42,-0.2275,26,-0.9181,34,-0.5351,40,-0.3754
ENSG00000143183,TMCO1,121,0.49666,83,-0.1207,76,-0.2513,144,0.78162,109,0.33072,92,0.04804,98,0.14972,65,-0.6259
ENSG00000143179,UCK2,2,-2.8692,17,-0.0831,18,0.03335,18,-0.0028,10,-0.8654,8,-1.0878,25,0.54144,24,0.74081
ENSG00000188859,FAM78B,2,-2.8926,20,-0.0072,14,-0.5046,50,1.50591,27,0.48303,3,-2.6826,21,0.10043,21,0.04955
ENSG00000143157,POGK,79,1.07230,39,-0.0742,24,-0.7798,38,-0.0978,54,0.44782,34,-0.2658,24,-0.7722,39,-0.0865
ENSG00000152382,TADA1,8,-1.5160,9,-1.4541,39,0.91777,28,0.39404,12,-0.8489,16,-0.5001,14,-0.7088,32,0.92353
ENSG00000143195,ILDR2,21,-1.1006,40,-0.1266,51,0.25555,27,-0.7097,81,1.02730,37,-0.2343,32,-0.4584,47,0.19382
ENSG00000143190,POU2F1,35,0.22057,23,-0.4640,123,2.46322,14,-1.1444,43,0.55545,19,-0.6973,17,-0.8679,17,-1.1318
ENSG00000143162,CREG1,21,-1.1640,29,-0.7527,74,0.77050,37,-0.3189,25,-0.9379,100,1.28642,29,-0.6820,51,0.24639
ENSG00000197965,MPZL1,28,0.19957,21,-0.2198,17,-0.5489,24,-0.0152,23,-0.0944,33,0.49088,14,-0.7829,27,0.26886
ENSG00000143158,MPC2,64,-1.1500,150,0.15960,80,-0.8271,101,-0.4684,62,-1.2076,100,-0.4814,135,-0.0260,200,0.92312
ENSG00000143164,DCAF6,36,-2.1115,149,0.00369,95,-0.6983,153,0.03819,197,0.44459,77,-1.0130,175,0.25508,189,0.55131
ENSG00000143147,GPR161,6,-1.1270,17,0.31831,5,-1.4858,24,0.85434,13,-0.0957,15,0.16224,26,0.98098,11,-0.4719
ENSG00000143155,TIPRL,35,-1.1466,54,-0.5295,84,0.20428,55,-0.4350,97,0.44134,66,-0.1685,75,0.02406,91,0.48518
ENSG00000143153,ATP1B1,312,-2.0287,744,-0.7855,821,-0.5787,1986,0.82523,769,-0.6779,696,-0.8299,2779,1.40631,1365,0.30317
ENSG00000143156,NME7,12,-1.2611,14,-1.1176,51,0.95028,20,-0.5662,30,0.06341,12,-1.2789,41,0.56751,37,0.59463
ENSG00000117475,BLZF1,22,-0.0064,29,0.49943,14,-0.6792,21,-0.0810,28,0.36116,21,-0.0893,24,0.14502,19,-0.2980
ENSG00000117477,CCDC181,40,-0.6947,46,-0.5345,31,-1.0705,114,0.96778,121,1.06660,38,-0.7796,82,0.41927,59,-0.1246
ENSG00000000457,SCYL3,4,-1.9346,10,-0.7108,23,0.61905,17,0.19202,21,0.49876,23,0.62699,15,0.01783,15,-0.0213
ENSG00000075945,KIFAP3,66,-2.0998,143,-1.0233,318,0.28285,305,0.21519,217,-0.3160,230,-0.2268,574,1.26981,299,0.26103
ENSG00000116132,PRRX1,82,2.52597,9,-1.1332,46,1.42364,5,-2.0340,11,-0.8031,34,0.90715,7,-1.5242,7,-1.7527
ENSG00000117523,PRRC2C,645,0.34059,309,-0.8667,717,0.51181,704,0.48187,1183,1.36090,368,-0.5382,648,0.34773,341,-0.8375
ENSG00000117533,VAMP4,33,-0.4511,36,-0.3329,53,0.29427,50,0.19750,27,-0.7287,36,-0.3211,51,0.21696,52,0.35782
ENSG00000010165,EEF1AKNMT,11,-1.1718,23,-0.1189,25,0.00541,32,0.42448,15,-0.7680,16,-0.6688,21,-0.2728,32,0.64377
ENSG00000197959,DNM3,87,-1.0324,122,-0.5575,127,-0.4560,268,0.73401,216,0.38169,205,0.29597,336,1.11303,139,-0.4080
ENSG00000094975,SUCO,48,0.64003,26,-0.3271,50,0.71741,44,0.51118,28,-0.2022,28,-0.2142,32,0.02259,25,-0.4848
ENSG00000117592,PRDX6,240,1.20620,190,0.91504,112,-0.0450,76,-0.6396,39,-1.6360,88,-0.4177,68,-0.8146,95,-0.3958
ENSG00000076321,KLHL20,16,0.12448,12,-0.3693,10,-0.6008,28,1.00593,21,0.50843,18,0.33428,19,0.40453,11,-0.6623
ENSG00000234741,GAS5,156,0.95771,118,0.56754,84,-0.0431,57,-0.6412,32,-1.4801,183,1.23859,32,-1.4794,63,-0.6206
ENSG00000135870,RC3H1,23,0.30399,15,-0.3684,18,-0.1206,22,0.21164,30,0.70270,14,-0.4425,20,0.04681,18,-0.1200
ENSG00000152061,RABGAP1L,105,-0.4137,109,-0.3900,125,-0.1511,169,0.33163,192,0.53346,199,0.59140,133,-0.0508,127,-0.1682
ENSG00000116161,CACYBP,114,-1.3029,232,-0.2418,117,-1.2563,374,0.54036,228,-0.2454,344,0.40436,383,0.57869,295,0.22104
ENSG00000120333,MRPS14,31,0.17996,33,0.30958,20,-0.5234,32,0.22766,27,-0.0765,8,-1.8927,17,-0.7624,33,0.40404
ENSG00000116147,TNR,209,0.40827,116,-0.5521,116,-0.5206,200,0.33810,310,1.06249,158,-0.0426,144,-0.1850,143,-0.2573
ENSG00000143207,COP1,17,-1.2086,29,-0.4158,52,0.50295,24,-0.7088,31,-0.3161,36,-0.0910,50,0.43644,46,0.46735
ENSG00000152092,ASTN1,49,-0.8511,70,-0.3275,91,0.10633,92,0.11387,69,-0.3236,47,-0.9176,75,-0.2045,115,0.70517
ENSG00000198797,BRINP2,32,-1.0803,49,-0.4758,130,1.10897,37,-0.8784,81,0.33301,50,-0.4119,36,-0.9067,81,0.46920
ENSG00000075391,RASAL2,35,-1.4341,48,-1.0103,154,0.87794,124,0.51875,186,1.19586,55,-0.7513,87,-0.0436,84,-0.1268
ENSG00000116199,FAM20B,48,-0.9044,90,0.06793,69,-0.3374,83,-0.0629,88,0.02059,124,0.58221,61,-0.5432,96,0.23366
ENSG00000143322,ABL2,30,-0.8175,45,-0.2035,59,0.23587,54,0.10320,84,0.81808,55,0.12509,50,-0.0238,47,-0.1753
ENSG00000169905,TOR1AIP2,51,0.23398,45,0.04925,68,0.69319,30,-0.5676,44,-0.0080,24,-0.9417,44,4.98652,44,0.00802
ENSG00000143337,TOR1AIP1,41,0.60872,40,0.64463,34,0.33475,15,-0.8904,19,-0.6069,35,0.37251,10,-1.4517,25,-0.2454
ENSG00000135837,CEP350,254,0.89349,103,-0.5892,187,0.39271,233,0.75058,366,1.53121,100,-0.5814,125,-0.2414,71,-1.3695
ENSG00000116260,QSOX1,26,-0.2858,24,-0.3968,43,0.51977,24,-0.3849,14,-1.2205,30,-0.0494,38,0.31106,37,0.40714
ENSG00000230124,ACBD6,20,-1.0414,42,0.03371,43,0.07492,42,0.04999,35,-0.2425,50,0.32450,37,-0.1620,45,0.20517
ENSG00000143324,XPR1,31,-0.5865,51,0.20545,32,-0.5129,66,0.60825,51,0.19647,31,-0.5620,55,0.28997,44,-0.0772
ENSG00000135823,STX6,37,-0.7280,50,-0.2991,35,-0.8286,64,0.10940,60,0.02021,50,-0.2576,56,-0.0873,78,0.63005
ENSG00000162783,IER5,6,-2.5917,32,-0.2324,22,-0.7762,17,-1.1705,39,0.10797,20,-0.8720,29,-0.3641,60,1.27742
ENSG00000198216,CACNA1E,28,-1.8740,55,-0.9340,180,1.01535,24,-2.0756,112,0.23823,89,-0.1315,56,-0.8460,140,0.90231
ENSG00000135821,GLUL,630,0.35795,1515,2.33029,404,-0.3410,308,-0.7591,278,-0.9106,184,-1.5303,149,-1.8428,264,-1.2379
ENSG00000135829,DHX9,48,-0.5257,47,-0.6298,73,0.11341,94,0.51806,51,-0.4359,70,0.04009,36,-0.9663,88,0.58462
ENSG00000157064,NMNAT2,23,-3.0528,129,-0.5940,118,-0.6848,295,0.76406,224,0.31040,160,-0.2113,237,0.40388,223,0.43558
ENSG00000116698,SMG7,44,-0.3375,53,-0.0492,80,0.60908,61,0.16864,68,0.34519,41,-0.4406,44,-0.3296,53,-0.0698
ENSG00000162704,ARPC5,91,-0.2900,115,0.07560,99,-0.1580,49,-1.2239,80,-0.4990,99,-0.1612,107,-0.0416,141,0.57659
ENSG00000143344,RGL1,43,-0.2972,61,0.26255,27,-0.9878,65,0.35338,58,0.15089,14,-1.9366,67,0.39789,58,0.21908
ENSG00000198756,COLGALT2,71,0.73158,26,-0.8745,54,0.28081,45,-0.0073,35,-0.3769,38,-0.2506,61,0.47082,46,0.04165
ENSG00000198860,TSEN15,31,-0.2307,39,0.17337,24,-0.6189,31,-0.2078,15,-1.2686,31,-0.2106,31,-0.2099,46,0.61184
ENSG00000116667,C1orf21,177,0.11822,229,0.59311,56,-1.6416,261,0.74634,289,0.91268,135,-0.3094,118,-0.5171,120,-0.6348
ENSG00000116406,EDEM3,9,-2.0997,30,-0.3795,50,0.46693,41,0.14289,54,0.59082,37,-0.0150,34,-0.1309,41,0.19188
ENSG00000121481,RNF2,11,-0.8279,17,-0.2778,17,-0.2466,17,-0.2362,14,-0.5551,11,-0.8925,19,-0.0652,29,0.89589
ENSG00000121486,TRMT1L,16,-0.6096,9,-1.5741,30,0.40732,50,1.21513,15,-0.6789,39,0.79795,24,0.05654,23,-0.0717
ENSG00000116679,IVNS1ABP,36,-0.0816,19,-1.1248,56,0.62683,58,0.69381,21,-0.8765,58,0.69154,49,0.40239,34,-0.2010
ENSG00000047410,TPR,265,0.39140,142,-0.6317,194,-0.1033,392,1.04167,441,1.24361,156,-0.4361,202,-0.0401,138,-0.8079
ENSG00000157181,ODR4,55,1.05362,11,-1.5622,101,2.17565,23,-0.3526,51,0.93089,16,-0.8513,23,-0.3269,13,-1.4252
ENSG00000162670,BRINP3,28,0.54173,13,-0.6183,32,0.79235,14,-0.5000,8,-1.3137,40,1.14099,5,-2.0485,21,0.09195
ENSG00000116741,RGS2,8,-2.0574,27,-0.3721,14,-1.2678,39,0.24111,20,-0.7375,34,0.04873,59,0.91996,43,0.57546
ENSG00000116750,UCHL5,42,-1.3243,63,-0.7460,78,-0.3765,141,0.56086,145,0.59805,104,0.06890,125,0.36139,108,0.18333
ENSG00000116747,RO60,99,1.32727,38,-0.2451,34,-0.4253,61,0.51587,84,1.03653,57,0.38781,24,-0.9195,24,-1.1671
ENSG00000023572,GLRX2,41,-0.7894,63,-0.1324,38,-0.8825,105,0.69556,40,-0.8188,91,0.46073,92,0.48072,71,0.09173
ENSG00000134371,CDC73,45,0.35874,30,-0.3019,52,0.59189,48,0.44123,58,0.75307,36,0.02252,33,-0.1505,25,-0.7226
ENSG00000162630,B3GALT2,25,-1.9675,18,-2.5961,157,0.82776,85,-0.1631,98,0.06424,510,3.16382,42,-1.2309,44,-1.4117
ENSG00000287364,AL353709.1,8,-2.5173,18,-1.3599,64,0.65178,104,1.47833,34,-0.3354,209,2.91659,18,-1.2559,9,-2.6433
ENSG00000177888,ZBTB41,41,-0.1291,28,-0.7888,50,0.16868,94,1.22225,61,0.50619,62,0.51141,30,-0.5964,35,-0.4641
ENSG00000151414,NEK7,46,0.82905,17,-0.7985,33,0.29350,41,0.63581,15,-0.9334,90,2.04891,7,-1.9255,15,-1.0765
ENSG00000162702,ZNF281,36,-0.2018,21,-1.0894,43,0.09558,66,0.77674,70,0.86900,66,0.77548,50,0.31724,29,-0.6729
ENSG00000118200,CAMSAP2,211,-1.0555,367,-0.2311,297,-0.5378,659,0.72395,847,1.14898,318,-0.4354,559,0.45485,355,-0.3520
ENSG00000116852,KIF21B,41,-0.0630,58,0.51829,67,0.71398,34,-0.3703,51,0.27677,22,-1.0389,35,-0.2965,37,-0.2826
ENSG00000116857,TMEM9,92,-0.3158,128,0.22897,120,0.10140,102,-0.1500,69,-0.7532,79,-0.5366,119,0.09547,128,0.28626
ENSG00000118194,TNNT2,4,-3.0035,59,1.01928,3,-3.3209,21,-0.7059,42,0.32326,0,-5.7010,89,1.60738,32,-0.1023
ENSG00000174307,PHLDA3,74,0.58243,58,0.20666,42,-0.3309,38,-0.4597,26,-1.0143,52,0.00386,63,0.30359,52,0.01580
ENSG00000159176,CSRP1,487,1.97565,288,1.17971,152,-0.0124,78,-1.0436,42,-1.9349,184,0.28588,59,-1.4459,66,-1.5643
ENSG00000134369,NAV1,191,1.42862,47,-0.9025,156,1.07845,76,-0.0999,135,0.83706,52,-0.6818,70,-0.2111,48,-0.9879
ENSG00000198700,IPO9,55,-0.5192,71,-0.1411,96,0.35243,59,-0.4122,102,0.45492,60,-0.3848,67,-0.2237,86,0.23696
ENSG00000198892,SHISA4,93,0.07745,109,0.36916,68,-0.4092,40,-1.2043,46,-0.9934,106,0.28906,66,-0.4488,106,0.40948
ENSG00000134375,TIMM17A,39,-1.5982,92,-0.3312,112,-0.0076,98,-0.2136,86,-0.4147,86,-0.4086,184,0.79368,140,0.49862
ENSG00000170075,GPR37L1,123,1.11829,159,1.89588,62,0.01401,25,-1.3419,31,-1.0342,20,-1.6861,25,-1.3756,34,-1.1302
ENSG00000143862,ARL8A,66,-0.5185,72,-0.4185,100,0.11756,56,-0.7658,53,-0.8467,121,0.43497,102,0.15495,117,0.53533
ENSG00000077152,UBE2T,15,-0.8795,17,-0.7714,25,-0.1304,35,0.39655,5,-2.4878,22,-0.2977,28,0.03421,41,0.96825
ENSG00000077157,PPP1R12B,141,0.60840,67,-0.6113,115,0.29019,58,-0.7652,209,1.27917,165,0.87766,56,-0.8331,69,-0.6687
ENSG00000117139,KDM5B,19,-1.1164,32,-0.3871,63,0.70181,31,-0.4110,106,1.61204,10,-2.0357,32,-0.3651,40,-0.0268
ENSG00000183155,RABIF,6,-2.4042,27,-0.1654,31,0.08690,11,-1.4324,22,-0.4238,29,-0.0355,37,0.38052,41,0.77090
ENSG00000117153,KLHL12,12,-1.8069,20,-1.1606,53,0.38490,39,-0.1246,22,-0.9535,69,0.79090,47,0.19452,55,0.61984
ENSG00000159346,ADIPOR1,35,-0.9061,74,0.27166,69,0.12493,32,-1.0376,44,-0.5627,38,-0.7998,65,0.03229,83,0.61681
ENSG00000159348,CYB5R1,29,-0.1479,32,0.02291,49,0.69141,36,0.17143,25,-0.3563,19,-0.7648,35,0.16155,31,-0.0543
ENSG00000163444,TMEM183A,65,-0.9772,149,0.34236,81,-0.6373,124,0.01586,85,-0.5584,120,-0.0291,117,-0.0732,145,0.38317
ENSG00000143847,PPFIA4,17,-1.1454,47,0.44750,52,0.55467,23,-0.7250,36,-0.0167,25,-0.5558,22,-0.7437,42,0.31890
ENSG00000163485,ADORA1,31,-0.2450,16,-1.3814,50,0.48399,26,-0.5125,54,0.59123,68,0.97409,58,0.71972,31,-0.3444
ENSG00000188783,PRELP,31,0.90959,22,0.39483,32,0.96237,25,0.56791,15,-0.1728,20,0.25248,5,-1.7664,9,-1.2041
ENSG00000058668,ATP2B4,95,-1.2861,117,-1.0443,358,0.78479,79,-1.5554,207,-0.0985,480,1.28399,159,-0.5047,258,0.35785
ENSG00000182004,SNRPE,53,-0.3823,68,0.00470,55,-0.3285,71,0.07597,34,-1.0659,79,0.24991,70,0.05713,79,0.33735
ENSG00000143850,PLEKHA6,26,-1.2286,49,-0.3178,88,0.64346,38,-0.6651,73,0.34209,45,-0.4315,71,0.29722,67,0.28672
ENSG00000158615,PPP1R15B,25,0.27087,21,0.01131,24,0.15628,31,0.61500,9,-1.1964,7,-1.6779,18,-0.2722,25,0.31454
ENSG00000198625,MDM4,67,1.30862,19,-0.7220,92,1.89281,22,-0.4498,31,0.04290,23,-0.4202,20,-0.6181,17,-1.1097
ENSG00000170382,LRRN2,24,-0.5837,17,-1.1455,40,0.20657,24,-0.6195,20,-0.8720,67,1.03586,39,0.14727,44,0.49394
ENSG00000163531,NFASC,122,0.34805,39,-1.4915,307,1.95806,50,-1.0149,82,-0.2816,142,0.60034,75,-0.4073,79,-0.4279
ENSG00000184144,CNTN2,226,1.99204,15,-2.3884,128,0.96916,31,-1.2607,22,-1.7711,163,1.39004,52,-0.4766,49,-0.7408
ENSG00000117222,RBBP5,22,-0.6991,37,0.10266,20,-0.8284,37,0.07395,51,0.59924,16,-1.2142,48,0.48437,38,0.18598
ENSG00000133059,DSTYK,65,-0.4720,59,-0.6617,117,0.44515,102,0.23187,157,0.93764,86,-0.0454,82,-0.1198,83,-0.1328
ENSG00000133069,TMCC2,65,0.76137,74,1.13897,23,-0.8386,20,-1.0467,26,-0.6755,44,0.14869,41,0.02119,29,-0.6605
ENSG00000117266,CDK18,61,1.69098,6,-2.0251,31,0.52762,15,-0.5332,11,-1.0129,66,1.83579,10,-1.1541,15,-0.7932
ENSG00000174514,MFSD4A,27,-1.9795,62,-0.7801,90,-0.1638,46,-1.1844,37,-1.4997,51,-1.0281,119,0.27096,177,1.50705
ENSG00000069275,NUCKS1,1342,0.46329,993,-0.0183,879,-0.2086,1325,0.44293,1824,0.97192,1015,0.01795,804,-0.3455,718,-0.6755
ENSG00000117280,RAB29,41,0.99562,25,0.24121,8,-1.5324,22,-0.0221,31,0.52315,36,0.78494,30,0.48711,12,-1.2001
ENSG00000133065,SLC41A1,34,0.76461,26,0.38739,13,-0.7875,24,0.17744,20,-0.0783,15,-0.5011,15,-0.5551,20,-0.1027
ENSG00000266028,SRGAP2,39,-0.0921,34,-0.3350,69,0.81369,61,0.59158,32,-0.4283,58,0.51760,35,-0.2796,35,-0.3755
ENSG00000266094,RASSF5,6,-1.9667,12,-0.9210,28,0.37778,11,-1.0141,23,0.05495,21,-0.0454,30,0.45615,30,0.73895
ENSG00000123836,PFKFB2,120,2.68839,25,-0.1084,18,-0.5817,6,-2.0849,17,-0.6951,8,-1.8320,34,0.38343,17,-0.8966
ENSG00000180667,YOD1,4,-2.4047,15,-0.4691,38,1.05618,22,0.16731,10,-1.0235,22,0.17169,15,-0.3920,24,0.44376
ENSG00000196352,CD55,31,0.86033,12,-0.6871,17,-0.1045,16,-0.1819,12,-0.6635,23,0.38871,19,0.10681,19,0.08075
ENSG00000117335,CD46,44,0.06196,25,-0.8269,85,1.13338,23,-0.9323,34,-0.3289,49,0.24252,29,-0.5851,48,0.28472
ENSG00000076356,PLXNA2,55,-0.6427,59,-0.5857,168,1.14716,35,-1.2941,124,0.63581,60,-0.4965,80,-0.0692,90,0.16988
ENSG00000008118,CAMK1G,4,-3.7127,39,-0.4073,33,-0.6401,44,-0.1919,38,-0.4226,28,-0.8854,48,-0.0324,81,1.23822
ENSG00000196878,LAMB3,11,-0.7955,10,-0.9548,6,-1.6697,61,2.04645,10,-0.9268,23,0.36857,12,-0.6270,19,0.10466
ENSG00000117597,UTP25,6,-1.6215,16,-0.2964,29,0.67696,29,0.68333,17,-0.1764,8,-1.2896,18,-0.0123,21,0.31810
ENSG00000143469,SYT14,36,0.31278,19,-0.7101,58,1.08702,45,0.67944,49,0.80813,14,-1.0855,27,-0.1529,22,-0.6106
ENSG00000082497,SERTAD4,6,-1.4178,10,-0.8943,20,0.21805,18,0.08120,12,-0.5414,44,1.55452,20,0.21300,16,-0.0761
ENSG00000143473,KCNH1,2,-3.5999,37,0.21257,7,-2.3407,29,-0.2249,34,0.03731,4,-2.8968,45,0.48557,50,1.02485
ENSG00000117625,RCOR3,37,-0.0089,25,-0.6763,79,1.22656,22,-0.7917,31,-0.2774,37,0.00137,51,0.50504,35,-0.1331
ENSG00000170385,SLC30A1,20,-0.1877,32,0.60916,30,0.46461,16,-0.5347,21,-0.1291,9,-1.4213,16,-0.5677,24,0.13503
ENSG00000123684,LPGAT1,55,-0.5661,63,-0.3838,74,-0.1134,112,0.55467,89,0.18105,81,0.04090,88,0.17110,81,0.05658
ENSG00000066027,PPP2R5A,61,0.64758,46,0.21101,26,-0.7110,41,-0.0102,62,0.67602,25,-0.7222,32,-0.3565,38,-0.1773
ENSG00000117691,NENF,303,1.09799,167,0.13743,148,-0.0690,108,-0.5490,63,-1.3539,239,0.69784,53,-1.6331,152,-0.0399
ENSG00000117697,NSL1,67,0.57844,38,-0.3526,76,0.78096,72,0.69570,68,0.60924,32,-0.5514,35,-0.4317,33,-0.6766
ENSG00000203705,TATDN3,7,-1.6827,22,-0.0242,28,0.33055,10,-1.1883,25,0.17212,60,1.63478,26,0.24678,17,-0.5336
ENSG00000162769,FLVCR1,13,-0.6678,16,-0.3516,49,1.47320,19,-0.0674,30,0.63127,12,-0.7995,31,0.69708,14,-0.7637
ENSG00000174606,ANGEL2,18,-0.4800,17,-0.6114,56,1.30377,11,-1.2584,27,0.11158,39,0.68977,10,-1.4098,26,0.12432
ENSG00000136643,RPS6KC1,20,-0.7253,29,-0.1495,38,0.26748,29,-0.1643,31,-0.0219,27,-0.2369,38,0.28447,35,0.21963
ENSG00000143499,SMYD2,11,-2.9353,54,-0.6399,16,-2.3911,107,0.48490,60,-0.4254,91,0.22891,157,1.13140,99,0.52746
ENSG00000152104,PTPN14,24,0.09452,31,0.51615,22,-0.0625,22,-0.0898,59,1.56672,12,-0.9520,15,-0.6589,15,-0.8356
ENSG00000136636,KCTD3,69,1.27520,18,-0.9041,49,0.67457,35,0.14359,43,0.48750,37,0.21979,25,-0.3864,22,-0.7325
ENSG00000196482,ESRRG,3,-2.5716,10,-0.9861,9,-1.0302,37,1.14624,23,0.37505,8,-1.2967,56,1.86881,16,-0.2729
ENSG00000092978,GPATCH2,28,-0.4009,29,-0.4110,84,1.36054,14,-1.4199,68,1.00874,19,-0.9544,42,0.22636,31,-0.3118
ENSG00000067533,RRP15,28,-0.7771,34,-0.5207,46,0.00509,86,1.00956,90,1.07898,57,0.34271,50,0.12870,32,-0.7102
ENSG00000143353,LYPLAL1,24,0.45806,12,-0.6319,26,0.59281,12,-0.6355,6,-1.4902,26,0.59250,23,0.37946,18,0.05055
ENSG00000136628,EPRS,107,-0.3398,86,-0.7285,115,-0.2262,243,0.98101,184,0.51387,90,-0.6061,213,0.76001,118,-0.2474
ENSG00000067704,IARS2,51,0.07045,52,0.11834,50,0.02073,80,0.79341,34,-0.5789,61,0.35931,61,0.33980,36,-0.5930
ENSG00000118873,RAB3GAP2,55,-0.8467,63,-0.6832,110,0.22759,123,0.40202,126,0.44041,80,-0.2710,194,1.15761,83,-0.2974
ENSG00000116141,MARK1,14,-2.0702,40,-0.5638,67,0.29415,90,0.76556,54,-0.0336,63,0.18544,67,0.29150,58,0.10754
ENSG00000162817,C1orf115,56,-1.9368,246,0.33737,124,-0.7619,142,-0.5556,177,-0.2145,82,-1.3734,189,-0.1188,295,0.89696
ENSG00000117791,MARC2,4,-1.8601,12,-0.3922,31,1.16776,10,-0.5821,14,-0.0948,5,-1.6913,9,-0.7630,21,0.76758
ENSG00000154305,MIA3,64,-1.3129,103,-0.6496,115,-0.4353,358,1.41566,263,0.87979,119,-0.3842,205,0.47201,125,-0.4127
ENSG00000186063,AIDA,95,0.46689,73,0.06020,73,0.05949,82,0.23088,74,0.07264,108,0.68098,59,-0.2804,53,-0.5942
ENSG00000162819,BROX,48,0.51941,24,-0.5631,51,0.63798,34,-0.0254,28,-0.2808,41,0.29254,32,-0.0878,32,-0.1479
ENSG00000143502,SUSD4,9,-2.4767,43,-0.2570,72,0.60004,25,-1.0354,27,-0.9029,40,-0.3129,94,1.03534,60,0.44725
ENSG00000162909,CAPN2,69,0.87584,50,0.39030,76,1.05662,25,-0.7145,24,-0.7969,10,-2.0112,46,0.21662,32,-0.4313
ENSG00000143514,TP53BP2,73,1.31182,69,1.44021,20,-0.7753,26,-0.3439,40,0.30322,12,-1.4507,7,-2.2442,19,-1.0461
ENSG00000143756,FBXO28,5,-2.8544,25,-0.6925,57,0.61429,33,-0.2197,25,-0.6611,33,-0.2602,54,0.52970,51,0.66352
ENSG00000143753,DEGS1,42,-0.0640,29,-0.6813,47,0.10095,31,-0.5452,22,-1.0419,27,-0.7562,54,0.34186,61,0.79746
ENSG00000143771,CNIH4,20,-0.5283,24,-0.2916,30,0.04090,19,-0.6302,24,-0.2650,44,0.65502,37,0.38716,31,0.15389
ENSG00000162923,WDR26,38,-0.8271,52,-0.3795,67,0.05747,52,-0.3499,92,0.56106,85,0.42832,69,0.09027,68,0.10374
ENSG00000143786,CNIH3,14,-1.0727,23,-0.3537,15,-0.8968,27,-0.0815,24,-0.2305,54,1.06908,34,0.32296,31,0.19099
ENSG00000154380,ENAH,295,1.38935,109,-0.2685,164,0.40152,148,0.23834,187,0.61146,72,-0.8851,112,-0.1953,83,-0.8361
ENSG00000143742,SRP9,170,-0.1707,229,0.33494,166,-0.2047,188,-0.0144,82,-1.2813,205,0.12151,134,-0.5407,218,0.31373
ENSG00000143819,EPHX1,44,0.61421,62,1.36860,39,0.39951,14,-1.1690,14,-1.1630,8,-1.8663,20,-0.6135,25,-0.4209
ENSG00000143811,PYCR2,31,-0.2066,37,0.06930,28,-0.3603,24,-0.5722,14,-1.3289,26,-0.4696,34,-0.0636,48,0.72930
ENSG00000163041,H3F3A,356,0.82533,249,0.26855,190,-0.1878,228,0.10088,148,-0.5703,191,-0.1795,99,-1.1765,214,0.00244
