Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000109606,DHX15,75,0.39776,63,0.21646,58,-0.0089,56,-0.0802,32,-0.9218,52,-0.1902
ENSG00000181982,CCDC149,25,-0.1716,27,-0.0490,34,0.33859,39,0.54377,31,0.19359,12,-1.2991
ENSG00000153012,LGI2,5,-2.1268,23,0.28855,33,0.73628,27,0.38317,20,-0.0919,11,-0.9576
ENSG00000053900,ANAPC4,19,-0.2189,23,0.08577,43,1.13763,24,0.16612,5,-2.1549,15,-0.5664
ENSG00000250317,SMIM20,37,0.08582,35,0.00666,30,-0.2496,22,-0.7317,36,0.05430,50,0.57812
ENSG00000168214,RBPJ,412,1.99490,73,-1.3520,125,-0.1459,136,-0.0090,131,-0.0712,136,-0.0085
ENSG00000109689,STIM2,34,-0.4235,45,0.03239,53,0.28440,59,0.46722,37,-0.3033,37,-0.2806
ENSG00000169851,PCDH7,55,-2.2490,211,-0.3349,597,1.59977,337,0.55584,231,-0.0730,108,-1.2454
ENSG00000047365,ARAP2,315,1.96130,58,-1.3185,90,-0.2672,142,0.46829,88,-0.3134,93,-0.2215
ENSG00000174145,NWD2,0,-8.1855,18,0.65732,29,1.17082,17,0.25847,9,-0.7424,2,-2.4414
ENSG00000065882,TBC1D1,12,-1.2156,31,0.40085,22,-0.3029,26,-0.0319,30,0.20270,26,-0.0378
ENSG00000109787,KLF3,70,1.53881,17,-1.1658,11,-1.4957,20,-0.5367,36,0.36340,55,1.09224
ENSG00000109790,KLHL5,94,1.70310,21,-1.1553,12,-1.6059,41,0.23372,35,-0.0110,54,0.69727
ENSG00000157796,WDR19,14,-0.6137,18,-0.2337,39,1.11044,17,-0.2508,7,-1.5249,31,0.71636
ENSG00000035928,RFC1,420,2.14792,55,-1.7814,130,-0.0083,166,0.39560,108,-0.3069,131,0.00131
ENSG00000163682,RPL9,1095,-0.1194,1123,-0.1232,985,-0.2884,636,-0.9698,1863,0.76887,1538,0.43906
ENSG00000121897,LIAS,28,0.59346,16,-0.5412,11,-0.8416,21,0.08320,25,0.38531,29,0.65131
ENSG00000163683,SMIM14,182,0.61690,100,-0.5460,140,0.16804,165,0.44650,155,0.34489,90,-0.5339
ENSG00000078140,UBE2K,73,-1.0988,162,0.26190,169,0.22295,197,0.47570,133,-0.1602,105,-0.5382
ENSG00000121892,PDS5A,73,0.42114,47,-0.4290,65,0.24596,78,0.55145,52,-0.1320,49,-0.2090
ENSG00000078177,N4BP2,28,0.97788,5,-2.0215,36,1.40457,19,0.34454,14,-0.1446,21,0.50468
ENSG00000163697,APBB2,167,1.96538,40,-0.8101,25,-1.2320,35,-0.7609,54,-0.0711,68,0.29693
ENSG00000154277,UCHL1,252,-2.5295,2121,1.61898,952,-0.5277,1259,-0.0836,693,-1.0186,294,-2.3067
ENSG00000064042,LIMCH1,703,1.76174,168,-1.0078,305,0.24665,303,0.23745,209,-0.3574,168,-0.7050
ENSG00000109133,TMEM33,89,-0.0013,105,0.46842,73,-0.3066,98,0.15584,74,-0.2932,45,-1.0473
ENSG00000014824,SLC30A9,89,-0.6957,174,0.67561,150,0.13845,153,0.17656,92,-0.6377,60,-1.3014
ENSG00000124406,ATP8A1,281,0.87423,176,0.12814,220,0.44858,161,-0.0579,89,-0.9822,52,-1.7991
ENSG00000183783,KCTD8,20,-0.9107,33,-0.2222,76,1.25726,42,0.21807,38,0.05617,19,-0.9997
ENSG00000151806,GUF1,37,0.33222,26,-0.3170,27,-0.1841,41,0.50189,29,-0.0429,31,0.05973
ENSG00000163281,GNPDA2,17,-0.5621,32,0.82440,25,0.00972,22,-0.1783,15,-0.7972,12,-1.0379
ENSG00000163285,GABRG1,40,-0.5532,28,-1.5186,29,-1.0465,51,-0.1771,106,1.04831,177,2.05082
ENSG00000260878,AC104072.1,3,-4.0068,49,0.23390,71,0.76340,28,-0.7352,43,-0.0667,63,0.56454
ENSG00000151834,GABRA2,41,-1.6542,112,-0.1855,174,0.59874,153,0.38486,79,-0.6693,193,0.77782
ENSG00000109158,GABRA4,7,-3.8576,102,0.29083,204,1.38759,127,0.54835,44,-1.1291,34,-1.5195
ENSG00000163288,GABRB1,30,-0.9339,36,-0.9250,78,0.60066,107,1.15584,42,-0.4177,88,0.80651
ENSG00000260918,AC107398.3,24,-2.3639,119,0.11344,129,0.19894,136,0.28855,86,-0.4495,176,0.71819
ENSG00000169019,COMMD8,15,-0.7539,34,0.98809,21,-0.2098,16,-0.6645,17,-0.5349,15,-0.7879
ENSG00000170448,NFXL1,26,0.80919,11,-0.8614,26,0.77748,26,0.80484,15,-0.0867,7,-1.1417
ENSG00000109171,SLAIN2,34,0.31081,21,-0.5970,31,0.19173,34,0.32081,34,0.31662,31,0.19464
ENSG00000075539,FRYL,327,2.80290,31,-1.8926,52,-0.6246,65,-0.2807,33,-1.3268,99,0.39402
ENSG00000109180,OCIAD1,279,-0.4133,467,0.75440,436,0.30982,310,-0.2447,174,-1.1421,184,-1.0583
ENSG00000145247,OCIAD2,9,-2.6223,69,0.97501,42,-0.2655,43,-0.2340,67,0.49068,13,-2.0566
ENSG00000109184,DCUN1D4,49,-0.1018,64,0.53323,39,-0.4611,56,0.11549,51,-0.0398,23,-1.3035
ENSG00000163069,SGCB,115,0.92640,61,-0.2182,53,-0.3610,42,-0.7230,61,-0.1464,84,0.38101
ENSG00000109189,USP46,80,-0.7596,125,-0.0873,147,0.20629,155,0.28921,196,0.69163,88,-0.6208
ENSG00000226950,DANCR,34,-0.4566,49,0.20075,49,0.13563,18,-1.3702,43,-0.0703,67,0.65291
ENSG00000184178,SCFD2,10,-0.6169,19,0.80888,12,-0.3398,14,-0.0913,7,-1.1318,12,-0.2997
ENSG00000145216,FIP1L1,62,0.11820,47,-0.4874,85,0.64741,71,0.33164,68,0.27791,44,-0.4106
ENSG00000072201,LNX1,7,-3.5804,110,0.83187,134,0.80035,95,0.21848,48,-0.8601,24,-1.9176
ENSG00000134853,PDGFRA,49,1.02295,19,-0.7804,17,-0.6815,6,-2.0963,33,0.34089,58,1.35520
ENSG00000157404,KIT,7,-1.5740,15,-0.6334,38,1.12158,14,-0.5510,20,0.01889,38,1.12844
ENSG00000128039,SRD5A3,35,0.85153,21,0.00890,23,0.16201,23,0.13706,16,-0.3775,7,-1.6356
ENSG00000134851,TMEM165,334,3.25752,35,-1.4067,32,-1.1773,19,-1.9254,32,-1.1438,52,-0.4111
ENSG00000134852,CLOCK,62,-0.7824,80,-0.5666,125,0.34514,169,0.85501,132,0.43104,106,0.06852
ENSG00000090989,EXOC1,111,0.41829,77,-0.2832,116,0.48442,125,0.61130,45,-1.0295,72,-0.2800
ENSG00000157426,AASDH,45,1.00567,14,-1.1874,47,1.10472,16,-0.6479,20,-0.2910,36,0.61811
ENSG00000128059,PPAT,16,-0.4035,18,-0.3052,37,0.94231,17,-0.2715,21,0.01136,23,0.14260
ENSG00000128050,PAICS,49,0.06964,42,-0.2941,70,0.65606,25,-0.9734,44,-0.1245,69,0.62823
ENSG00000174780,SRP72,133,0.09312,117,-0.1684,147,0.26066,173,0.53693,110,-0.2028,95,-0.4322
ENSG00000171476,HOPX,16,-4.6965,558,1.31519,647,0.93640,98,-2.0446,177,-1.1627,182,-1.1238
ENSG00000084093,REST,97,2.56587,2,-4.3746,15,-0.7957,11,-1.1734,25,0.03771,69,1.80590
ENSG00000047315,POLR2B,57,-0.3340,84,0.49783,63,-0.1600,69,-0.0356,56,-0.3634,51,-0.4948
ENSG00000163453,IGFBP7,89,-0.1713,42,-1.7674,36,-1.5461,10,-3.4669,96,-0.0575,494,3.29160
ENSG00000150471,ADGRL3,61,-0.8759,101,-0.1556,173,0.80599,132,0.33493,86,-0.3605,110,0.04147
ENSG00000145242,EPHA5,11,-2.2256,60,0.49614,63,0.36860,83,0.84634,49,-0.0191,5,-3.4195
ENSG00000145241,CENPC,123,1.55477,19,-2.0028,71,0.57151,72,0.58292,45,-0.1825,69,0.51361
ENSG00000033178,UBA6,101,1.50532,29,-0.9038,47,0.16963,45,0.07771,38,-0.1863,38,-0.1734
ENSG00000083896,YTHDC1,316,1.07382,106,-1.0420,169,0.00996,230,0.51745,201,0.28862,175,0.06797
ENSG00000132467,UTP3,60,0.43681,45,-0.0817,55,0.29083,57,0.33434,35,-0.4535,30,-0.6801
ENSG00000018189,RUFY3,450,0.26788,394,0.08199,435,0.21156,502,0.44905,263,-0.5927,213,-0.9213
ENSG00000132463,GRSF1,96,-0.6151,172,0.54273,139,-0.0322,142,0.00540,114,-0.3485,97,-0.5922
ENSG00000173542,MOB1B,32,-0.0382,27,-0.4368,71,1.34387,38,0.24280,18,-0.9355,26,-0.3563
ENSG00000156136,DCK,24,-1.0083,56,0.58914,70,0.70200,37,-0.3322,36,-0.3699,19,-1.3154
ENSG00000080493,SLC4A4,55,-0.9087,41,-1.8103,78,-0.3675,77,-0.3942,118,0.29357,395,2.67435
ENSG00000163626,COX18,17,0.02765,18,0.19792,29,0.86661,18,0.11983,6,-1.5708,9,-0.8976
ENSG00000132466,ANKRD17,181,-0.0191,151,-0.4695,226,0.34484,306,0.86238,163,-0.1853,170,-0.1256
ENSG00000163738,MTHFD2L,29,0.98602,13,-0.4408,18,0.15548,10,-0.7735,22,0.51936,13,-0.3656
ENSG00000169116,PARM1,4,-3.8681,79,0.91373,28,-1.1434,95,0.81390,56,-0.0592,26,-1.2618
ENSG00000163743,RCHY1,36,-0.4392,53,0.25118,38,-0.3754,36,-0.4534,70,0.62947,41,-0.2642
ENSG00000138769,CDKL2,45,-0.2127,51,-0.0253,63,0.30651,91,0.94995,38,-0.4901,24,-1.1764
ENSG00000138757,G3BP2,172,-1.0919,434,0.65294,394,0.21169,437,0.38623,234,-0.6174,141,-1.3982
ENSG00000138768,USO1,129,0.54833,84,-0.2609,94,0.01624,138,0.65616,84,-0.1541,56,-0.7923
ENSG00000138744,NAAA,9,-0.6444,17,0.57767,15,0.16196,11,-0.4075,8,-0.7829,13,-0.0882
ENSG00000198301,SDAD1,76,-0.0106,61,-0.5421,105,0.52218,161,1.28473,50,-0.6576,52,-0.6045
ENSG00000138750,NUP54,35,0.85191,17,-0.5306,29,0.49412,19,-0.1548,14,-0.6087,25,0.29652
ENSG00000138760,SCARB2,430,1.69831,140,-0.3964,141,-0.2548,115,-0.5747,77,-1.1840,162,-0.0313
ENSG00000189157,FAM47E,15,-0.8056,30,0.53604,42,0.89668,11,-1.1966,20,-0.3407,14,-0.8255
ENSG00000186212,SOWAHB,0,-8.2940,23,1.23852,9,-0.7636,23,0.63369,13,-0.3412,3,-2.2806
ENSG00000138758,SEPTIN11,226,-0.2786,189,-0.8169,412,0.71305,499,1.05350,303,0.19641,225,-0.2868
ENSG00000118816,CCNI,786,-0.6281,995,-0.3932,718,-0.7688,1694,0.61927,2507,1.32433,828,-0.5472
ENSG00000138764,CCNG2,29,-0.7989,51,0.11569,79,0.80732,37,-0.4391,50,0.04888,39,-0.3335
ENSG00000138767,CNOT6L,48,0.48084,24,-0.8820,51,0.58976,43,0.31482,26,-0.5002,56,0.75984
ENSG00000169288,MRPL1,104,-0.1314,105,-0.1722,160,0.58019,175,0.72956,91,-0.3509,65,-0.8706
ENSG00000138756,BMP2K,43,0.59061,13,-1.7356,21,-0.5270,34,0.19485,24,-0.3707,97,2.13694
ENSG00000163291,PAQR3,31,-0.2227,38,0.17449,67,1.08455,30,-0.2642,14,-1.3816,25,-0.5395
ENSG00000152784,PRDM8,20,-1.9983,114,1.38218,46,-0.7619,68,-0.1665,57,-0.4424,27,-1.5597
ENSG00000273156,AC124016.2,8,-2.4924,52,0.60975,41,-0.0594,40,-0.0707,39,-0.1153,42,0.00760
ENSG00000138668,HNRNPD,179,0.09273,145,-0.3713,177,0.07357,198,0.25536,195,0.22885,193,0.21112
ENSG00000152795,HNRNPDL,514,0.35174,412,-0.0190,608,0.63523,339,-0.3258,291,-0.5648,336,-0.3369
ENSG00000145293,ENOPH1,154,0.21079,167,0.59446,104,-0.4199,105,-0.4082,81,-0.8168,108,-0.3602
ENSG00000249242,TMEM150C,23,-1.5075,67,0.20495,47,-0.4388,112,0.99524,46,-0.4730,62,0.00754
ENSG00000145284,SCD5,840,1.09696,396,-0.2778,254,-0.8717,341,-0.4149,353,-0.3613,610,0.53287
ENSG00000138674,SEC31A,75,-0.1323,88,0.22069,115,0.57916,91,0.18271,41,-1.0741,56,-0.5729
ENSG00000251022,THAP9-AS1,29,0.04539,34,0.48095,42,0.64181,19,-0.5849,11,-1.3774,18,-0.6841
ENSG00000189308,LIN54,31,0.84150,20,0.20225,16,-0.2396,16,-0.2356,8,-1.2095,16,-0.2563
ENSG00000138663,COPS4,27,-1.7934,126,1.14851,100,0.20940,67,-0.4295,38,-1.2867,52,-0.8273
ENSG00000163319,MRPS18C,64,-0.2872,95,0.60140,77,0.01227,37,-1.1486,88,0.21923,46,-0.8123
ENSG00000163624,CDS1,7,-3.1904,80,0.70932,62,0.00184,89,0.59682,48,-0.4116,35,-0.8791
ENSG00000163625,WDFY3,129,0.91288,57,-0.6701,90,0.29446,92,0.33739,75,-0.0148,65,-0.2433
ENSG00000180769,WDFY3-AS2,43,0.59351,14,-1.6026,19,-0.7228,20,-0.6390,36,0.30762,95,2.13304
ENSG00000109339,MAPK10,141,-1.6208,475,0.47368,429,0.10869,593,0.65199,394,-0.0278,153,-1.4935
ENSG00000163629,PTPN13,74,1.06813,23,-1.1799,56,0.58422,34,-0.2455,41,0.06077,58,0.63784
ENSG00000172493,AFF1,48,0.96056,18,-0.9451,30,0.15239,25,-0.1303,31,0.24730,38,0.57653
ENSG00000145332,KLHL8,25,-0.5823,29,-0.4748,43,0.28310,72,1.17822,41,0.21018,25,-0.5481
ENSG00000198189,HSD17B11,42,0.12066,43,0.24899,18,-1.1602,34,-0.2381,30,-0.4099,56,0.58835
ENSG00000170502,NUDT9,38,-0.5472,67,0.61499,64,0.28615,39,-0.5045,33,-0.7486,42,-0.3715
ENSG00000152583,SPARCL1,3020,-0.5798,3244,-0.6892,3120,-0.5286,6353,0.63271,2959,-0.6116,10703,1.59058
ENSG00000118785,SPP1,1767,5.70928,21,-4.1563,6,-5.3366,22,-3.4626,55,-2.1476,97,-1.3112
ENSG00000118762,PKD2,48,1.57980,8,-1.7537,30,0.73442,18,-0.1367,18,-0.1559,28,0.61958
ENSG00000118777,ABCG2,21,-0.3423,13,-1.4607,15,-0.8631,2,-3.2722,56,1.33879,86,2.21830
ENSG00000163644,PPM1K,140,-0.5933,160,-0.5720,347,0.90770,253,0.36407,265,0.44254,182,-0.1719
ENSG00000138642,HERC6,7,-1.8103,27,0.54228,30,0.48477,20,-0.1833,11,-1.1252,25,0.19573
ENSG00000145337,PYURF,102,-0.0996,136,0.63750,68,-0.7513,57,-1.0049,107,-0.0355,103,-0.0974
ENSG00000138641,HERC3,18,-1.1141,49,0.85750,36,-0.0436,49,0.44690,15,-1.4223,18,-1.0931
ENSG00000177432,NAP1L5,42,-2.6789,332,0.90269,208,-0.2705,316,0.41117,190,-0.4145,131,-0.9853
ENSG00000138640,FAM13A,11,-2.6995,70,0.09226,109,0.80298,89,0.44806,61,-0.1681,58,-0.2352
ENSG00000185477,GPRIN3,11,-0.4353,11,-0.5753,8,-0.9604,26,1.00914,36,1.60081,3,-2.0269
ENSG00000145335,SNCA,185,-1.1821,516,0.80214,228,-0.8614,543,0.53433,425,0.12482,98,-2.1319
ENSG00000163104,SMARCAD1,45,0.62371,19,-1.0533,54,0.92936,30,-0.0569,37,0.27655,36,0.24743
ENSG00000163110,PDLIM5,65,0.23397,19,-2.2045,45,-0.3758,27,-1.1710,57,0.00825,242,2.83710
ENSG00000138696,BMPR1B,19,-0.4093,6,-2.6429,30,0.33175,10,-1.3523,16,-0.6342,121,3.25053
ENSG00000182168,UNC5C,49,1.84691,12,-0.8302,20,0.25241,11,-0.6549,17,0.02303,10,-0.8788
ENSG00000138698,RAP1GDS1,180,0.37610,191,0.84537,72,-1.0746,122,-0.2625,92,-0.7005,63,-1.2824
ENSG00000168785,TSPAN5,173,0.11623,181,0.31092,162,0.00296,228,0.57584,108,-0.6294,57,-1.6057
ENSG00000151247,EIF4E,75,-0.7219,131,0.26667,138,0.23749,118,-0.0188,129,0.13009,86,-0.5132
ENSG00000164024,METAP1,15,-1.2129,40,0.42253,49,0.58811,26,-0.4224,29,-0.2699,29,-0.2692
ENSG00000197894,ADH5,54,-0.5353,78,0.07243,64,-0.2787,59,-0.4171,74,-0.0424,121,0.77764
ENSG00000109270,LAMTOR3,41,-0.9869,95,0.59103,85,0.15505,58,-0.4508,70,-0.1658,61,-0.3743
ENSG00000164031,DNAJB14,107,-0.8558,197,0.17609,218,0.27119,289,0.74780,192,0.05911,68,-1.5531
ENSG00000164032,H2AFZ,82,-1.4674,289,0.95244,239,0.20321,130,-0.7698,166,-0.3891,129,-0.7776
ENSG00000138814,PPP3CA,333,-1.8301,1080,-0.0246,2173,1.18570,1617,0.65825,978,-0.1753,392,-1.5856
ENSG00000254531,AP001816.1,11,-0.7153,27,1.34506,4,-2.0524,17,-0.0519,7,-1.3180,12,-0.6362
ENSG00000109320,NFKB1,38,1.37009,11,-0.9521,17,0.01731,16,-0.0396,15,-0.1955,22,0.42994
ENSG00000109332,UBE2D3,166,-0.4453,251,0.37781,180,-0.3150,187,-0.2538,207,-0.0882,226,0.05365
ENSG00000145354,CISD2,63,-0.3820,100,0.63195,58,-0.4940,66,-0.2963,73,-0.1495,60,-0.4510
ENSG00000164038,SLC9B2,7,-2.0196,33,0.46290,20,-0.5514,32,0.20370,27,-0.0867,34,0.33189
ENSG00000164039,BDH2,60,1.20963,16,-1.3079,5,-2.6684,5,-2.5554,22,-0.4714,110,2.46728
ENSG00000168772,CXXC4,52,0.61857,32,-0.3046,6,-2.5946,68,1.09191,60,0.87323,9,-2.0700
ENSG00000168769,TET2,48,1.49181,7,-1.9926,27,0.47352,20,0.00958,14,-0.5951,44,1.30861
ENSG00000138777,PPA2,36,-0.6126,67,0.67642,35,-0.6556,42,-0.3801,55,0.06972,41,-0.4064
ENSG00000145348,TBCK,25,-0.0795,25,-0.1745,38,0.56833,43,0.78943,16,-0.7388,18,-0.6100
ENSG00000164022,AIMP1,143,1.55599,34,-1.2159,52,-0.1856,66,0.17614,56,-0.0679,77,0.44872
ENSG00000138801,PAPSS1,162,1.15429,91,0.27000,59,-0.5143,76,-0.1336,41,-1.0695,38,-1.1776
ENSG00000245293,AC096564.1,186,4.18082,2,-4.2326,6,-2.3947,21,-0.5044,41,0.53235,2,-3.9613
ENSG00000138796,HADH,38,0.20720,27,-0.4968,35,0.08985,22,-0.6225,27,-0.3407,69,1.25466
ENSG00000109475,RPL34,1732,0.35149,1113,-0.5486,925,-0.6573,588,-1.3501,2987,1.31421,1909,0.51553
ENSG00000198856,OSTC,19,-0.4027,29,0.47630,16,-0.6866,17,-0.5926,20,-0.3097,33,0.45944
ENSG00000164089,ETNPPL,84,0.21482,29,-1.8629,35,-1.1484,16,-2.3398,108,0.64758,300,2.72097
ENSG00000138802,SEC24B,46,0.36577,39,0.13587,43,0.26036,24,-0.6718,20,-0.9280,43,0.24264
ENSG00000123739,PLA2G12A,104,0.55378,67,-0.2701,90,0.30777,79,0.08654,57,-0.4196,73,-0.0234
ENSG00000109534,GAR1,14,-0.1578,17,0.13575,10,-0.7467,18,0.18269,10,-0.7006,24,0.67600
ENSG00000170522,ELOVL6,41,0.03845,41,0.06329,36,-0.1516,51,0.41163,39,-0.0251,28,-0.5670
ENSG00000138660,AP1AR,35,-0.6440,60,0.29879,66,0.35917,62,0.24953,56,0.06495,22,-1.3497
ENSG00000174720,LARP7,280,1.23693,67,-1.5051,118,-0.2385,183,0.48324,149,0.14738,229,0.87415
ENSG00000145362,ANK2,444,-1.1687,884,-0.1485,1084,0.23969,1810,1.12879,1126,0.30140,433,-1.2064
ENSG00000145349,CAMK2D,70,-0.6594,128,0.52132,51,-1.1256,175,0.84510,91,-0.2447,56,-0.9907
ENSG00000174607,UGT8,410,6.01943,5,-3.9283,0,-6.9128,5,-3.3857,11,-2.3399,10,-2.4140
ENSG00000228358,LINC02263,2,-3.5087,23,-0.3597,107,2.67999,24,-0.1785,9,-1.6252,5,-2.4779
ENSG00000164100,NDST3,2,-4.2419,41,0.14496,129,2.19125,42,0.09950,11,-1.9775,4,-3.3906
ENSG00000269893,SNHG8,166,0.32381,120,-0.3150,102,-0.4641,40,-1.8764,213,0.74524,226,0.85194
ENSG00000145388,METTL14,41,0.94977,15,-0.9200,31,0.47886,36,0.73447,15,-0.6747,24,0.05891
ENSG00000172403,SYNPO2,38,-0.2603,42,-0.1682,30,-0.6286,89,1.16194,30,-0.6348,49,0.14946
ENSG00000145390,USP53,43,0.36945,9,-2.4474,41,0.29839,36,0.10904,50,0.62433,99,1.90896
ENSG00000164096,C4orf3,259,0.25320,206,-0.1841,243,0.14936,195,-0.2058,276,0.35784,199,-0.1774
ENSG00000164111,ANXA5,128,1.72302,24,-1.4521,19,-1.3910,13,-1.9637,36,-0.4638,141,1.92582
ENSG00000164112,TMEM155,14,-2.4522,100,0.96119,68,-0.1114,124,0.89561,47,-0.6766,2,-5.0504
ENSG00000123737,EXOSC9,37,0.30604,32,0.09337,35,0.20522,48,0.74200,16,-0.9526,12,-1.3699
ENSG00000138686,BBS7,23,-1.0075,53,0.53553,51,0.26870,68,0.75292,28,-0.6842,10,-2.1461
ENSG00000138688,KIAA1109,278,0.31617,168,-0.7343,299,0.43378,386,0.87418,227,-0.0204,207,-0.1695
ENSG00000138685,FGF2,22,-0.5254,10,-2.1325,12,-1.4396,10,-1.6202,62,1.21137,127,2.75826
ENSG00000151458,ANKRD50,21,-0.6462,30,-0.1412,41,0.43868,34,0.11195,39,0.35785,30,-0.1122
ENSG00000164066,INTU,63,0.42606,23,-1.5867,93,1.10424,57,0.28060,33,-0.5752,98,1.21441
ENSG00000164070,HSPA4L,39,-1.7235,125,0.11912,138,0.23815,225,1.07635,95,-0.3720,79,-0.6571
ENSG00000164073,MFSD8,31,1.09749,12,-0.6119,13,-0.2789,14,-0.1603,8,-1.1128,29,0.97028
ENSG00000164074,ABHD18,20,0.34007,13,-0.4591,31,1.11318,9,-0.9069,13,-0.2845,19,0.22023
ENSG00000138709,LARP1B,67,-0.1575,52,-0.8008,166,1.40671,98,0.46536,81,0.14844,44,-0.8058
ENSG00000164040,PGRMC2,63,-0.6424,103,0.22566,114,0.29229,95,-0.0008,71,-0.4647,99,0.06553
ENSG00000077684,JADE1,35,-0.7344,54,-0.0748,91,0.82150,63,0.20566,53,-0.0765,43,-0.4181
ENSG00000151466,SCLT1,63,0.45896,23,-1.5508,43,-0.1477,77,0.80872,106,1.37929,48,0.02002
ENSG00000250241,AC105383.1,34,1.71960,8,-0.9681,13,0.05440,19,0.60080,14,0.17957,2,-2.6240
ENSG00000138650,PCDH10,150,0.08364,113,-0.5458,150,0.08935,280,1.15532,135,-0.0878,113,-0.3620
ENSG00000151012,SLC7A11,36,-0.7376,18,-2.2491,37,-0.6814,21,-1.5078,55,-0.0650,293,3.37771
ENSG00000109381,ELF2,68,1.26111,18,-1.2893,56,0.89407,38,0.22902,27,-0.3070,34,0.05327
ENSG00000109390,NDUFC1,137,-0.8408,290,0.61006,201,-0.2456,111,-1.1633,255,0.13677,244,0.06926
ENSG00000164134,NAA15,130,1.05161,50,-0.7747,72,0.04201,119,0.89707,48,-0.5966,61,-0.2286
ENSG00000145391,SETD7,70,0.49041,45,-0.3616,44,-0.2430,31,-0.8177,47,-0.1644,96,1.04311
ENSG00000085871,MGST2,3,-2.3210,20,0.94436,10,-0.6109,11,-0.4474,9,-0.7828,18,0.40519
ENSG00000153130,SCOC,202,-0.5411,360,0.68078,199,-0.5642,288,0.01983,285,0.00437,146,-1.0431
ENSG00000153132,CLGN,6,-1.5894,19,0.36391,16,-0.0388,29,0.94130,7,-1.2488,15,-0.1566
ENSG00000179387,ELMOD2,11,-0.4372,15,0.12665,13,-0.2157,17,0.27044,14,-0.0832,15,0.06348
ENSG00000109436,TBC1D9,8,-3.3513,108,1.09551,78,0.04486,73,-0.0479,69,-0.1434,22,-1.8632
ENSG00000170153,RNF150,13,-1.8374,49,0.27525,83,1.06800,71,0.79101,13,-1.8254,21,-1.1097
ENSG00000109445,ZNF330,29,0.23445,28,0.28152,13,-1.0642,23,-0.1235,27,0.12522,23,-0.1782
ENSG00000109452,INPP4B,2,-2.6699,11,-0.8850,23,0.53489,20,0.32921,7,-1.1923,51,2.02735
ENSG00000170185,USP38,39,1.06406,21,-0.0217,16,-0.4142,16,-0.4014,15,-0.4588,18,-0.2270
ENSG00000109458,GAB1,161,2.77012,20,-1.4419,31,-0.3350,24,-0.7169,16,-1.3114,36,-0.1147
ENSG00000153147,SMARCA5,463,1.42884,135,-0.9446,229,0.19091,275,0.49715,146,-0.5259,183,-0.1718
ENSG00000164161,HHIP,477,5.06543,11,-3.3130,2,-4.9327,16,-2.1045,26,-1.3862,23,-1.5705
ENSG00000164163,ABCE1,112,0.97564,55,-0.3159,89,0.56695,66,0.08620,33,-0.9922,44,-0.5444
ENSG00000164164,OTUD4,37,0.26134,22,-0.7989,61,1.10645,45,0.57188,19,-0.8054,34,0.11474
ENSG00000170365,SMAD1,24,-0.0775,21,-0.4692,26,0.03995,28,0.15862,10,-1.3511,57,1.37497
ENSG00000151612,ZNF827,39,-0.2878,35,-0.6756,79,0.87959,69,0.65803,50,0.12289,43,-0.1402
ENSG00000164167,LSM6,25,-0.0625,28,0.16561,11,-1.2785,25,-0.0755,18,-0.5727,44,0.88535
ENSG00000164168,TMEM184C,32,0.35876,24,-0.1598,24,-0.1124,36,0.56568,22,-0.2557,20,-0.3373
ENSG00000071205,ARHGAP10,10,-1.3191,10,-1.7725,75,1.99666,11,-1.1760,37,0.67385,47,1.09782
ENSG00000151623,NR3C2,14,-1.4559,45,0.70140,40,0.17816,12,-1.6029,45,0.39941,27,-0.4084
ENSG00000170390,DCLK2,33,-0.7782,43,-0.5460,77,0.58827,38,-0.5316,33,-0.7481,132,1.57269
ENSG00000145425,RPS3A,734,-0.2229,829,-0.0420,609,-0.5170,411,-1.1236,1472,0.94614,1041,0.34861
ENSG00000109686,SH3D19,49,1.41508,14,-0.9201,40,1.04538,14,-0.6927,13,-0.7578,21,-0.0587
ENSG00000059691,GATB,22,-1.4270,79,1.08136,78,0.55297,39,-0.5729,27,-1.1405,20,-1.5555
ENSG00000109670,FBXW7,214,-1.2465,491,0.08099,459,-0.0588,1067,1.40610,485,0.03033,96,-2.4463
ENSG00000164144,ARFIP1,28,0.74874,13,-0.7293,20,0.15207,14,-0.4126,27,0.69288,20,0.19314
ENSG00000109654,TRIM2,1140,1.74755,304,-0.7982,370,-0.2360,573,0.48292,325,-0.4416,232,-0.9614
ENSG00000145428,RNF175,7,-2.7710,74,1.35079,63,0.42836,44,-0.1531,18,-1.5155,10,-2.3466
ENSG00000171566,PLRG1,72,0.65268,47,-0.0737,61,0.36436,43,-0.1840,22,-1.1974,50,0.04873
ENSG00000164114,MAP9,122,-1.2282,239,-0.2886,351,0.44255,591,1.36945,267,-0.0106,130,-1.1338
ENSG00000164116,GUCY1A1,53,-0.0675,34,-1.0741,46,-0.2806,64,0.23947,53,-0.0539,144,1.69923
ENSG00000260244,AC104083.1,16,-0.7175,22,-0.3492,26,0.05526,20,-0.4116,25,-0.0413,55,1.29265
