Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000273301,AC016717.2,8,-0.9760,14,-0.1368,27,1.41589,9,-0.9341
ENSG00000169047,IRS1,10,-0.5756,13,-0.1457,14,-0.0169,17,0.41587
ENSG00000168958,MFF,70,-0.3123,69,-0.3282,80,-0.0912,101,0.44450
ENSG00000173744,AGFG1,50,-0.5851,85,0.34911,59,-0.3294,81,0.34482
ENSG00000153820,SPHKAP,11,-1.7734,33,-0.0558,66,1.52720,23,-0.8287
ENSG00000153823,PID1,19,-1.0348,31,-0.2215,57,1.10157,28,-0.4413
ENSG00000187957,DNER,140,0.10083,95,-0.5587,144,0.17267,138,0.09719
ENSG00000153827,TRIP12,79,-0.5614,149,0.55292,94,-0.3064,118,0.16554
ENSG00000163053,SLC16A14,14,-0.9729,22,-0.2982,31,0.36199,30,0.34186
ENSG00000135932,CAB39,92,-0.6597,107,-0.4041,135,-0.0072,172,0.58278
ENSG00000135916,ITM2C,537,0.63147,187,-1.1810,295,-0.4861,465,0.47966
ENSG00000204128,C2orf72,34,-0.2688,32,-0.4122,26,-0.8051,58,0.94881
ENSG00000173692,PSMD1,117,-1.0650,272,0.37262,206,-0.1374,259,0.37902
ENSG00000135931,ARMC9,6,-1.4841,20,0.50694,15,-0.0749,18,0.36452
ENSG00000115053,NCL,373,-0.5914,855,0.90720,466,-0.2420,489,-0.1717
ENSG00000187514,PTMA,1101,0.42204,973,0.19414,951,0.17295,650,-0.6222
ENSG00000156973,PDE6D,13,-0.4505,12,-0.5916,18,0.14191,20,0.45332
ENSG00000144524,COPS7B,14,-0.3947,20,0.26544,17,-0.0363,18,0.08171
ENSG00000144535,DIS3L2,8,-0.9549,20,0.45847,16,0.07444,16,0.10200
ENSG00000135930,EIF4E2,39,-0.3861,62,0.41947,53,0.12378,46,-0.1786
ENSG00000115468,EFHD1,89,1.18663,23,-1.2054,46,-0.0891,41,-0.3097
ENSG00000204120,GIGYF2,71,-0.4941,161,0.99777,73,-0.5059,91,-0.1018
ENSG00000182600,SNORC,165,2.42294,17,-1.8352,15,-2.2184,49,-0.2597
ENSG00000066248,NGEF,115,-0.6896,105,-0.8251,174,0.02259,233,0.75893
ENSG00000085978,ATG16L1,10,-1.3124,26,0.17619,28,0.35845,26,0.17717
ENSG00000077044,DGKD,16,0.42705,17,0.58216,15,0.38744,6,-1.2731
ENSG00000085982,USP40,18,0.04343,26,0.73172,16,-0.1794,14,-0.4471
ENSG00000188042,ARL4C,83,-0.1966,104,0.19627,99,0.10845,89,-0.1062
ENSG00000157985,AGAP1,185,0.65903,169,0.48171,137,0.11243,76,-1.0612
ENSG00000132321,IQCA1,52,0.02128,82,0.89631,23,-1.4221,56,0.22614
ENSG00000198612,COPS8,79,-0.5458,78,-0.5729,110,0.02011,139,0.59005
ENSG00000124831,LRRFIP1,69,-0.4933,146,0.84659,78,-0.3377,89,-0.0900
ENSG00000132329,RAMP1,136,1.04911,31,-1.4904,36,-1.3591,104,0.71603
ENSG00000184182,UBE2F,44,0.11382,29,-0.5897,47,0.26966,41,0.01571
ENSG00000132323,ILKAP,20,-0.5654,21,-0.4756,30,0.16874,34,0.43079
ENSG00000144485,HES6,44,0.58004,25,-0.4174,26,-0.3741,33,0.12298
ENSG00000132326,PER2,19,-0.4532,35,0.67720,26,0.16330,20,-0.3983
ENSG00000204104,TRAF3IP1,38,-0.4052,72,0.74615,55,0.27374,36,-0.6067
ENSG00000065802,ASB1,29,0.39347,14,-0.8657,24,0.07542,25,0.11419
ENSG00000068024,HDAC4,31,0.05595,27,-0.1923,33,0.15837,30,-0.0573
ENSG00000130414,NDUFA10,88,-0.8265,149,0.06463,126,-0.2575,183,0.58348
ENSG00000172428,COPS9,417,0.68284,137,-1.2312,183,-0.8388,378,0.67613
ENSG00000063660,GPC1,67,-0.1370,60,-0.3095,72,0.00046,81,0.26465
ENSG00000188542,DUSP28,11,-0.1250,5,-1.2547,14,0.41275,13,0.29745
ENSG00000142327,RNPEPL1,17,0.34685,11,-0.3736,12,-0.3372,15,0.24852
ENSG00000142330,CAPN10,10,0.01471,8,-0.3832,7,-0.6611,14,0.68838
ENSG00000130294,KIF1A,409,-0.0869,470,0.16029,545,0.49226,334,-0.5358
ENSG00000122085,MTERF4,18,-0.4676,25,0.14632,22,-0.1436,26,0.28658
ENSG00000115685,PPP1R7,83,-0.5539,92,-0.3838,107,-0.1507,149,0.63697
ENSG00000115677,HDLBP,130,-0.1130,152,0.15424,142,0.03307,135,-0.0605
ENSG00000168385,SEPTIN2,204,1.12816,95,-0.3035,89,-0.4428,94,-0.3859
ENSG00000006607,FARP2,13,0.47964,10,0.01938,10,0.04146,8,-0.4071
ENSG00000115694,STK25,90,-0.2130,75,-0.5187,120,0.33885,107,0.12030
ENSG00000176720,BOK,11,-0.5581,12,-0.4048,32,1.72306,7,-1.4601
ENSG00000176946,THAP4,32,-0.2814,26,-0.6293,36,-0.1268,49,0.60024
ENSG00000168397,ATG4B,27,-0.5930,29,-0.4976,37,-0.0871,51,0.66122
ENSG00000168395,ING5,31,-0.0901,38,0.30669,29,-0.1854,32,0.00049
ENSG00000180902,D2HGDH,11,-0.4057,16,0.26314,15,0.24631,13,-0.1628
ENSG00000134121,CHL1,183,-0.8814,333,0.13014,272,-0.2462,388,0.55580
ENSG00000134115,CNTN6,2,-2.7419,13,0.03948,6,-1.2551,22,1.67607
ENSG00000144619,CNTN4,32,-0.9436,94,0.95503,42,-0.5557,61,0.17459
ENSG00000072756,TRNT1,5,-1.5304,29,1.32311,9,-0.8979,16,0.24460
ENSG00000113851,CRBN,57,-0.8615,141,0.71578,93,-0.0661,95,-0.0232
ENSG00000175928,LRRN1,16,-0.2836,29,0.77104,5,-2.2136,26,0.78353
ENSG00000150995,ITPR1,275,-0.1176,333,0.22394,232,-0.4532,331,0.27591
ENSG00000134107,BHLHE40,71,-0.3689,80,-0.1664,83,-0.1214,105,0.40986
ENSG00000134108,ARL8B,117,-0.7242,161,-0.1870,192,0.13539,211,0.37941
ENSG00000134109,EDEM1,8,-0.6227,15,0.43792,13,0.29680,10,-0.2331
ENSG00000196277,GRM7,14,-1.1396,24,-0.2954,35,0.46736,32,0.30388
ENSG00000196220,SRGAP3,44,-1.1432,142,0.89293,79,-0.2236,91,0.06051
ENSG00000206573,THUMPD3-AS1,19,-0.2512,37,0.97009,15,-0.6658,21,-0.0971
ENSG00000134077,THUMPD3,15,-1.2214,50,0.84485,25,-0.4715,36,0.31114
ENSG00000168137,SETD5,60,-0.4768,169,1.51227,64,-0.3838,54,-0.7691
ENSG00000156959,LHFPL4,28,-0.5490,39,0.02242,48,0.45799,36,-0.1237
ENSG00000163719,MTMR14,9,-0.4153,14,0.24640,9,-0.4157,14,0.39559
ENSG00000144550,CPNE9,9,-1.2462,16,-0.2643,19,0.04111,25,0.69071
ENSG00000114026,OGG1,12,0.24781,8,-0.4341,7,-0.6834,13,0.57996
ENSG00000134072,CAMK1,39,-0.4926,26,-1.1752,49,-0.1105,75,0.90104
ENSG00000171148,TADA3,71,0.08909,47,-0.6214,64,-0.1045,79,0.36541
ENSG00000241553,ARPC4,79,-0.5123,89,-0.2984,120,0.24738,118,0.24717
ENSG00000214021,TTLL3,17,0.87915,14,0.44318,7,-0.7812,9,-0.4239
ENSG00000156990,RPUSD3,21,-0.3230,21,-0.2647,25,0.02348,29,0.32444
ENSG00000171135,JAGN1,13,-0.3128,13,-0.3407,10,-0.7310,22,0.89210
ENSG00000163703,CRELD1,27,-1.1931,44,-0.4300,48,-0.3179,84,1.03034
ENSG00000163704,PRRT3,24,-0.6712,36,0.02527,37,0.08843,40,0.27063
ENSG00000125037,EMC3,59,-0.5293,68,-0.2768,68,-0.3346,107,0.70554
ENSG00000254999,BRK1,146,0.06666,81,-0.9227,140,-0.0139,169,0.43286
ENSG00000134086,VHL,12,0.19804,15,0.58688,11,0.07974,8,-0.6808
ENSG00000157014,TATDN2,46,0.32773,29,-0.5046,38,-0.0463,40,0.10174
ENSG00000157020,SEC13,21,-0.5446,21,-0.5783,22,-0.5550,44,1.00911
ENSG00000157087,ATP2B2,283,-0.7292,483,0.18563,443,0.03388,482,0.23824
ENSG00000132164,SLC6A11,19,0.79501,12,-0.0376,3,-2.4349,17,0.68553
ENSG00000157103,SLC6A1,200,0.30748,165,-0.0401,95,-1.0475,211,0.53549
ENSG00000196639,HRH1,11,-0.8718,30,0.76158,14,-0.5600,22,0.31371
ENSG00000197548,ATG7,22,-0.2332,18,-0.5323,22,-0.2580,32,0.62887
ENSG00000144560,VGLL4,47,0.10859,39,-0.2226,38,-0.2841,50,0.28996
ENSG00000144559,TAMM41,6,-1.0192,7,-0.8005,10,-0.1883,17,1.04114
ENSG00000157152,SYN2,205,-1.1574,288,-0.6078,622,0.90143,419,0.04086
ENSG00000075975,MKRN2,19,-0.6284,20,-0.6076,25,-0.2121,39,0.82170
ENSG00000132155,RAF1,26,-0.3080,32,0.06150,24,-0.4988,39,0.51700
ENSG00000144712,CAND2,11,-0.6848,13,-0.4274,18,0.16919,20,0.46028
ENSG00000144713,RPL32,1229,1.12608,341,-1.1529,566,-0.3643,671,-0.0419
ENSG00000144711,IQSEC1,263,-0.0485,193,-0.5731,394,0.81359,220,-0.4431
ENSG00000163517,HDAC11,37,-0.1539,32,-0.3902,40,-0.0018,46,0.31846
ENSG00000163528,CHCHD4,24,0.40992,15,-0.3322,20,0.08718,17,-0.1679
ENSG00000170876,TMEM43,19,-0.5713,23,-0.3119,28,0.07427,33,0.43022
ENSG00000154767,XPC,23,-0.4525,55,1.17697,23,-0.4904,26,-0.3121
ENSG00000170860,LSM3,64,-0.0638,37,-0.9461,60,-0.1874,86,0.65448
ENSG00000131389,SLC6A6,14,0.34359,11,0.01853,10,-0.1767,11,-0.1035
ENSG00000154781,CCDC174,17,-0.7132,58,1.54778,23,-0.2386,18,-0.8114
ENSG00000225733,FGD5-AS1,109,0.39028,77,-0.2336,73,-0.3503,94,0.15103
ENSG00000177463,NR2C2,40,-0.1633,49,0.20394,39,-0.1858,46,0.11752
ENSG00000131368,MRPS25,46,-0.1386,46,-0.1374,33,-0.7534,67,0.70342
ENSG00000131381,RBSN,71,0.18565,69,0.12554,65,0.01494,58,-0.2251
ENSG00000131375,CAPN7,9,-1.3121,26,0.34359,26,0.41270,21,0.00802
ENSG00000131370,SH3BP5,52,-1.0735,111,0.19436,119,0.37219,103,0.07040
ENSG00000206562,METTL6,9,-0.8926,20,0.37984,17,0.01995,18,0.18213
ENSG00000144597,EAF1,19,-0.9225,31,-0.1559,42,0.48423,35,0.12978
ENSG00000131373,HACL1,8,-0.4884,11,-0.0160,7,-0.8079,16,0.84595
ENSG00000206560,ANKRD28,40,-0.3015,57,0.31982,44,-0.1559,50,0.09049
ENSG00000131386,GALNT15,40,1.41251,15,-0.3747,18,-0.1088,12,-0.9853
ENSG00000154813,DPH3,26,-0.2025,30,0.04289,28,-0.0735,31,0.15668
ENSG00000154814,OXNAD1,6,-0.7017,22,1.57709,6,-0.8768,8,-0.3366
ENSG00000131378,RFTN1,28,-0.5683,36,-0.1686,33,-0.3370,52,0.66691
ENSG00000154822,PLCL2,16,-1.7349,48,-0.0145,54,0.23269,60,0.52500
ENSG00000131374,TBC1D5,78,0.23211,77,0.19312,67,-0.0661,62,-0.2359
ENSG00000182568,SATB1,101,-1.2036,253,0.35112,286,0.66745,182,-0.2942
ENSG00000144566,RAB5A,105,-0.1595,110,-0.0812,97,-0.3235,136,0.40009
ENSG00000114166,KAT2B,84,1.19854,56,0.38713,26,-0.9616,34,-0.5868
ENSG00000151789,ZNF385D,32,-1.2780,107,0.78758,89,0.49644,56,-0.4646
ENSG00000182247,UBE2E2,50,-0.7105,82,0.14735,76,0.01315,85,0.27264
ENSG00000170142,UBE2E1,50,-0.0311,31,-0.8134,57,0.23290,57,0.24174
ENSG00000197885,NKIRAS1,32,-1.0181,55,-0.0996,63,0.16684,70,0.41898
ENSG00000174748,RPL15,774,0.31251,314,-1.2037,670,0.05838,742,0.31144
ENSG00000174738,NR1D2,41,-0.8519,75,0.14998,64,-0.1445,84,0.45511
ENSG00000151090,THRB,136,-0.6805,205,0.01987,262,0.53294,191,-0.1327
ENSG00000077092,RARB,8,-1.0113,22,0.79115,10,-0.6364,17,0.39256
ENSG00000077097,TOP2B,103,-0.6894,263,1.00168,136,-0.2481,141,-0.2079
ENSG00000151092,NGLY1,9,-1.0035,20,0.21528,11,-0.8029,25,0.91263
ENSG00000179796,LRRC3B,33,0.36152,28,0.06461,6,-2.3615,39,0.93046
ENSG00000033867,SLC4A7,107,0.25241,147,0.85229,96,0.06198,57,-0.9931
ENSG00000187118,CMC1,15,-0.1804,9,-1.0043,16,-0.0848,22,0.66356
ENSG00000163512,AZI2,77,-0.2017,101,0.28166,99,0.27319,74,-0.3232
ENSG00000144642,RBMS3,40,1.38513,37,1.19433,8,-1.5234,10,-1.3779
ENSG00000163527,STT3B,47,-0.5012,85,0.55691,54,-0.2882,66,0.11937
ENSG00000144645,OSBPL10,11,-0.6676,16,-0.1029,16,-0.0986,21,0.49715
ENSG00000152642,GPD1L,37,-0.7179,47,-0.3556,57,-0.0137,73,0.58862
ENSG00000091317,CMTM6,18,1.04920,15,0.71085,3,-2.0766,9,-0.1712
ENSG00000144635,DYNC1LI1,27,-1.5399,89,0.42303,76,0.14676,79,0.25890
ENSG00000182973,CNOT10,5,-1.1105,17,0.72976,11,0.02221,11,-0.0126
ENSG00000170266,GLB1,8,-1.1510,15,-0.1386,11,-0.6305,25,1.07404
ENSG00000170275,CRTAP,63,0.55361,33,-0.5948,53,0.25452,40,-0.3020
ENSG00000173705,SUSD5,13,-0.4015,19,0.26262,14,-0.2124,18,0.22840
ENSG00000153558,FBXL2,16,-1.5088,33,-0.4112,44,0.08315,58,0.80780
ENSG00000153560,UBP1,42,-0.5223,71,0.36574,57,-0.0394,60,0.07697
ENSG00000163539,CLASP2,146,-0.9174,257,0.02462,302,0.36337,268,0.13125
ENSG00000170248,PDCD6IP,35,-1.2340,92,0.38019,75,0.02190,85,0.30364
ENSG00000172995,ARPP21,135,-0.9398,330,0.60872,186,-0.4535,279,0.38955
ENSG00000168016,TRANK1,10,-0.4606,29,1.39957,9,-0.7774,12,-0.3344
ENSG00000178567,EPM2AIP1,92,-0.3966,142,0.36422,126,0.17379,107,-0.1760
ENSG00000076242,MLH1,18,-0.0133,13,-0.5884,18,0.04838,20,0.29041
ENSG00000093167,LRRFIP2,39,-0.2724,76,0.95054,31,-0.6925,45,-0.0489
ENSG00000144674,GOLGA4,211,-0.5244,641,1.61896,217,-0.5318,201,-0.7428
ENSG00000235257,ITGA9-AS1,12,0.51721,11,0.27239,6,-0.7069,9,-0.0209
ENSG00000144677,CTDSPL,36,0.40049,28,-0.0120,19,-0.6890,32,0.24592
ENSG00000136059,VILL,15,0.42702,12,0.02641,10,-0.3010,11,-0.0727
ENSG00000060971,ACAA1,34,-0.2499,25,-0.7802,35,-0.2102,52,0.71033
ENSG00000172939,OXSR1,22,-0.7417,57,0.94666,33,-0.1038,31,-0.2527
ENSG00000114739,ACVR2B,9,-0.4114,15,0.46054,10,-0.1608,12,0.04864
ENSG00000157036,EXOG,11,-0.1315,25,1.40737,6,-1.0656,10,-0.3567
ENSG00000114742,WDR48,41,-0.4697,78,0.66892,39,-0.5966,60,0.23406
ENSG00000114745,GORASP1,26,0.16389,15,-0.8220,15,-0.8280,34,0.89169
ENSG00000144655,CSRNP1,15,0.44563,6,-1.0956,14,0.37395,11,-0.1083
ENSG00000144659,SLC25A38,10,-0.8258,13,-0.4330,13,-0.4612,25,0.99914
ENSG00000168028,RPSA,704,0.90631,287,-0.7049,363,-0.3490,429,-0.0317
ENSG00000168314,MOBP,375,0.02463,420,0.22804,712,1.55450,86,-2.6217
ENSG00000170011,MYRIP,32,-0.9461,62,0.17216,85,0.87450,45,-0.4919
ENSG00000114784,EIF1B,98,-0.7548,119,-0.4441,166,0.14589,191,0.51778
ENSG00000168032,ENTPD3,10,-0.6882,11,-0.5258,18,0.35046,17,0.35139
ENSG00000188846,RPL14,501,0.42723,297,-0.4927,392,-0.0167,395,-0.0032
ENSG00000172888,ZNF621,17,0.70233,17,0.65593,7,-0.9135,10,-0.3532
ENSG00000168036,CTNNB1,147,-0.3158,155,-0.2228,175,-0.0129,203,0.32746
ENSG00000182606,TRAK1,66,0.03113,61,-0.0805,45,-0.6485,79,0.50762
ENSG00000187094,CCK,552,-0.4577,443,-0.8223,429,-0.9514,1164,1.31262
ENSG00000114812,VIPR1,13,-0.8075,21,-0.0390,25,0.35945,22,0.12969
ENSG00000093183,SEC22C,38,-0.1784,53,0.43292,34,-0.4173,44,0.13686
ENSG00000008324,SS18L2,21,-0.7850,25,-0.5590,37,0.11817,44,0.60754
ENSG00000114857,NKTR,98,-0.2717,316,2.17883,41,-1.7900,77,-0.8149
ENSG00000114853,ZBTB47,61,0.84475,30,-0.4231,47,0.40905,25,-0.8543
ENSG00000010282,HHATL,43,0.67268,32,0.09607,16,-1.0801,33,0.19738
ENSG00000181061,HIGD1A,229,-0.1336,155,-0.7822,253,0.04253,298,0.45075
ENSG00000144647,POMGNT2,24,-0.9773,29,-0.6702,34,-0.4548,66,1.16242
ENSG00000163788,SNRK,53,-0.2010,62,0.05698,56,-0.1226,65,0.18643
ENSG00000160746,ANO10,16,-0.6543,32,0.49451,25,0.11537,23,-0.0922
ENSG00000011198,ABHD5,24,0.46971,34,1.15501,6,-1.9057,17,-0.1325
ENSG00000261786,AC006058.1,4,-1.9550,31,1.44931,12,-0.4154,14,-0.0942
ENSG00000179152,TCAIM,19,-0.0936,19,-0.0852,15,-0.5056,24,0.49163
ENSG00000185219,ZNF445,24,0.04243,33,0.60721,22,-0.1627,20,-0.3474
ENSG00000186448,ZNF197,15,-0.2609,35,1.35268,10,-0.9650,15,-0.2777
ENSG00000163807,KIAA1143,47,-0.3478,70,0.33022,60,0.06152,56,-0.0749
ENSG00000169964,TMEM42,10,-0.8124,11,-0.6868,17,0.07070,22,0.71393
ENSG00000163812,ZDHHC3,22,-0.6227,27,-0.2700,41,0.53209,32,0.01889
ENSG00000075914,EXOSC7,13,-0.4902,15,-0.2648,21,0.35625,18,0.11934
ENSG00000249992,TMEM158,32,0.28105,15,-0.9479,20,-0.6322,37,0.74551
ENSG00000011376,LARS2,14,0.00298,12,-0.2022,11,-0.3486,16,0.39180
ENSG00000211456,SACM1L,46,-0.8746,63,-0.3359,97,0.48251,84,0.21275
ENSG00000163818,LZTFL1,27,-0.7540,50,0.29274,33,-0.4696,53,0.55571
ENSG00000163827,LRRC2,22,-0.8492,39,0.15317,28,-0.4871,48,0.69751
ENSG00000181585,TMIE,10,-0.3177,10,-0.3400,13,0.23354,13,0.18238
ENSG00000160801,PTH1R,25,1.33421,13,0.04175,11,-0.1541,7,-1.1685
ENSG00000160799,CCDC12,39,-0.0016,36,-0.1299,29,-0.5163,47,0.47016
ENSG00000181555,SETD2,66,-0.6200,204,1.53394,74,-0.4566,69,-0.6457
ENSG00000088727,KIF9,16,0.34332,10,-0.5204,17,0.55914,10,-0.4841
ENSG00000114648,KLHL18,18,-0.9099,42,0.57995,32,0.10984,30,-0.0427
ENSG00000076201,PTPN23,25,-0.4128,23,-0.5077,34,0.17503,37,0.36738
ENSG00000114650,SCAP,31,-0.2207,25,-0.5549,36,0.04942,42,0.39418
ENSG00000163832,ELP6,10,-1.3528,25,0.13299,22,-0.0991,29,0.60341
ENSG00000114646,CSPG5,136,0.18331,113,-0.1386,93,-0.5240,143,0.36370
ENSG00000173473,SMARCC1,88,0.36382,123,1.01764,76,0.10133,35,-1.3759
ENSG00000132153,DHX30,62,-0.7534,50,-1.0965,118,0.39204,123,0.57369
ENSG00000047849,MAP4,285,-0.0432,249,-0.2737,343,0.33170,278,-0.1066
ENSG00000172113,NME6,14,0.42743,21,1.19441,7,-0.8466,8,-0.6998
ENSG00000164050,PLXNB1,54,0.93265,24,-0.4998,17,-1.1620,38,0.35842
ENSG00000232112,TMA7,460,0.49988,183,-1.0788,326,-0.1373,395,0.29094
ENSG00000164054,SHISA5,64,-0.0823,39,-0.9073,85,0.47588,70,0.08769
ENSG00000010256,UQCRC1,108,-0.9271,123,-0.7179,182,-0.0583,265,0.87405
ENSG00000008300,CELSR3,9,-0.9832,15,-0.2170,22,0.53061,18,0.14429
ENSG00000213672,NCKIPSD,34,-0.8724,46,-0.4038,45,-0.4674,85,1.00726
ENSG00000068745,IP6K2,40,-0.6908,51,-0.2685,63,0.10704,72,0.43336
ENSG00000114302,PRKAR2A,53,-0.3621,90,0.55900,64,-0.0652,62,-0.1360
ENSG00000177479,ARIH2,35,-0.5527,52,0.12087,53,0.17210,51,0.08145
ENSG00000178467,P4HTM,48,-0.7542,53,-0.5832,68,-0.1978,105,0.85374
ENSG00000178252,WDR6,45,0.38283,32,-0.1966,27,-0.5617,41,0.28432
ENSG00000178149,DALRD3,11,-0.3119,8,-0.8956,14,0.09755,17,0.54769
ENSG00000178057,NDUFAF3,48,-0.0044,23,-1.2117,37,-0.4987,69,0.93075
ENSG00000178035,IMPDH2,38,0.04894,26,-0.5765,31,-0.3601,47,0.56028
ENSG00000198218,QRICH1,19,-1.0092,38,0.11283,33,-0.1239,44,0.52260
ENSG00000172053,QARS,24,-0.2726,23,-0.3230,24,-0.2997,36,0.57763
ENSG00000172046,USP19,13,-0.7753,18,-0.2257,21,-0.0040,26,0.53659
ENSG00000172037,LAMB2,31,1.77615,7,-0.9108,3,-2.3895,14,0.19427
ENSG00000185909,KLHDC8B,10,-0.3068,12,-0.0304,9,-0.6136,16,0.64666
ENSG00000114316,USP4,42,0.04746,54,0.48740,34,-0.3467,39,-0.0985
ENSG00000067560,RHOA,203,0.38223,116,-0.5842,145,-0.2365,183,0.25172
ENSG00000145022,TCTA,13,-0.5634,16,-0.2110,20,0.22047,20,0.24735
ENSG00000145029,NICN1,38,-0.1166,28,-0.6367,37,-0.1658,51,0.54302
ENSG00000173402,DAG1,59,0.38803,39,-0.3425,33,-0.6564,56,0.42071
ENSG00000164061,BSN,142,-0.6103,164,-0.3672,312,0.93733,172,-0.3604
ENSG00000164062,APEH,41,-0.4377,31,-0.8977,53,0.00543,70,0.68624
ENSG00000164068,RNF123,16,-0.4144,14,-0.6548,20,-0.1148,27,0.66979
ENSG00000176095,IP6K1,54,-0.0235,36,-0.7016,50,-0.1669,68,0.51784
ENSG00000164076,CAMKV,130,-0.6263,145,-0.4370,169,-0.2038,252,0.73545
ENSG00000164077,MON1A,13,-0.5944,15,-0.4240,17,-0.1771,25,0.69507
ENSG00000004534,RBM6,51,-0.2275,107,1.15297,37,-0.8245,54,-0.1817
ENSG00000003756,RBM5,54,-0.6254,112,0.67182,66,-0.3087,81,0.10255
ENSG00000114353,GNAI2,172,0.66362,105,-0.2253,86,-0.6283,127,0.12967
ENSG00000012171,SEMA3B,27,0.64380,12,-0.6879,29,0.89878,11,-1.1078
ENSG00000243477,NAA80,12,-0.4686,12,-0.4659,17,0.16024,19,0.38744
ENSG00000114383,TUSC2,63,-0.5014,57,-0.6654,103,0.38811,96,0.29556
ENSG00000068028,RASSF1,12,0.33148,5,-1.1647,11,0.18480,11,0.17677
ENSG00000114388,NPRL2,10,-0.9656,17,-0.2359,13,-0.6596,29,1.08083
ENSG00000126062,TMEM115,12,-0.9108,15,-0.6249,21,-0.0560,30,0.82619
ENSG00000007402,CACNA2D2,6,-1.2102,12,-0.1761,17,0.48721,15,0.24323
ENSG00000088543,C3orf18,19,-0.1045,13,-0.7750,17,-0.3733,28,0.74550
ENSG00000088538,DOCK3,55,-1.5305,132,-0.1106,188,0.61793,151,0.17780
ENSG00000145050,MANF,18,-0.0943,16,-0.2774,18,-0.0939,21,0.29871
ENSG00000259956,RBM15B,27,0.09745,19,-0.4986,28,0.21496,26,0.03181
ENSG00000145041,DCAF1,9,-1.3586,29,0.63446,23,0.26894,20,-0.0696
ENSG00000164080,RAD54L2,11,-0.7740,24,0.54736,22,0.48766,14,-0.4479
ENSG00000164081,TEX264,24,-0.1175,16,-0.8253,23,-0.2170,34,0.66084
ENSG00000164082,GRM2,8,-1.1169,11,-0.5477,24,0.99123,15,-0.0983
ENSG00000090097,PCBP4,40,0.91880,21,-0.3016,23,-0.1433,20,-0.4291
ENSG00000248487,ABHD14A,37,-0.6024,26,-1.1295,46,-0.2323,77,1.02788
ENSG00000162244,RPL29,423,0.75382,116,-1.4595,248,-0.2449,320,0.29585
ENSG00000164086,DUSP7,29,-0.1740,23,-0.5199,38,0.36764,33,0.07157
ENSG00000023330,ALAS1,18,-0.7226,25,-0.1475,19,-0.6605,40,0.93717
ENSG00000247596,TWF2,20,-0.9962,21,-0.8689,39,0.16896,49,0.77691
ENSG00000164091,WDR82,141,-0.6733,192,-0.1543,263,0.46022,215,0.04527
ENSG00000163930,BAP1,157,1.11731,60,-0.6301,72,-0.3687,78,-0.2529
ENSG00000010322,NISCH,119,0.40800,76,-0.3882,71,-0.5616,111,0.36858
ENSG00000168268,NT5DC2,15,0.52067,4,-1.5475,8,-0.5041,15,0.68317
ENSG00000168273,SMIM4,19,0.08559,6,-1.6470,12,-0.6891,28,1.12156
ENSG00000163939,PBRM1,48,-0.2979,106,1.17125,58,-0.0016,38,-0.8487
ENSG00000163938,GNL3,13,-2.2860,79,0.57347,57,-0.0131,69,0.44178
ENSG00000016864,GLT8D1,21,-0.2898,19,-0.4937,18,-0.6036,36,0.87630
ENSG00000114902,SPCS1,96,-0.2801,84,-0.5069,90,-0.4457,154,0.77378
ENSG00000114904,NEK4,17,-0.0987,20,0.16501,17,-0.1595,19,0.08478
ENSG00000163932,PRKCD,10,-0.0330,10,-0.1559,6,-0.9490,14,0.76482
ENSG00000163931,TKT,64,-0.4275,81,-0.0268,71,-0.2922,101,0.48686
ENSG00000272886,DCP1A,18,-0.7569,32,0.18436,25,-0.2736,35,0.49108
ENSG00000157388,CACNA1D,17,-0.7086,53,1.44356,17,-0.6995,22,-0.3068
ENSG00000016391,CHDH,34,1.25512,16,-0.1771,4,-2.3980,20,0.35786
ENSG00000113812,ACTR8,12,0.15731,17,0.73506,8,-0.6798,10,-0.1386
ENSG00000113811,SELENOK,115,0.33423,66,-0.6109,93,-0.0417,101,0.14448
ENSG00000157445,CACNA2D3,17,-1.4297,45,0.16043,28,-0.7073,61,1.02753
ENSG00000187672,ERC2,173,-0.4343,446,1.36393,228,0.04581,132,-1.0537
ENSG00000180376,CCDC66,28,-0.5453,104,2.03802,28,-0.6080,21,-1.2544
ENSG00000163946,TASOR,47,-0.1378,80,0.86335,41,-0.3826,45,-0.2754
ENSG00000163947,ARHGEF3,35,-1.2848,63,-0.3458,66,-0.2969,114,1.00231
ENSG00000157500,APPL1,82,-0.5991,186,0.87977,109,-0.1301,104,-0.2363
ENSG00000174840,PDE12,27,-0.1111,23,-0.3655,33,0.27497,29,0.04034
ENSG00000168374,ARF4,51,-0.3952,44,-0.6457,64,-0.0286,83,0.58924
ENSG00000174839,DENND6A,16,0.69366,19,0.98017,7,-0.6923,7,-0.8360
ENSG00000163681,SLMAP,93,0.04567,140,0.81356,71,-0.4611,79,-0.2902
ENSG00000136068,FLNB,13,0.33645,16,0.76389,12,0.18239,6,-1.1179
ENSG00000163686,ABHD6,18,-1.1618,34,-0.1792,42,0.22574,46,0.46385
ENSG00000163684,RPP14,25,0.06073,27,0.18256,26,0.13511,21,-0.2884
ENSG00000168297,PXK,37,-0.7790,96,0.94083,80,0.68444,33,-1.1016
