Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000061918,GUCY1B1,74,-1.5165,173,-0.1972,236,0.47537,184,-0.0919,217,0.17717,202,0.05965
ENSG00000109738,GLRB,36,-1.6873,111,0.04556,153,0.90811,65,-0.8217,116,0.11151,79,-0.5142
ENSG00000120251,GRIA2,195,-1.7558,257,-1.3330,719,0.44319,846,0.58128,1022,0.91926,325,-0.9765
ENSG00000164125,GASK1B,154,2.28968,35,-0.4481,30,-0.8894,20,-1.2972,44,-0.1039,28,-0.7750
ENSG00000164124,TMEM144,109,0.85882,36,-0.9565,30,-1.5211,189,1.96503,17,-2.0426,85,0.42798
ENSG00000171509,RXFP1,2,-3.8868,30,0.06270,33,0.29930,24,-0.2599,55,1.13885,21,-0.5308
ENSG00000171503,ETFDH,23,0.15645,11,-0.9603,20,-0.1418,52,1.58852,11,-1.0734,13,-0.7577
ENSG00000171497,PPID,26,-1.4651,63,-0.1246,74,0.19524,73,0.10606,108,0.78340,53,-0.4094
ENSG00000052795,FNIP2,46,-1.0287,49,-0.9546,114,0.61657,95,0.11059,90,0.01429,90,0.02683
ENSG00000109756,RAPGEF2,64,-1.5752,190,0.13468,169,-0.0771,211,0.30604,262,0.68170,168,-0.0726
ENSG00000168843,FSTL5,54,0.45567,63,0.71870,34,-0.4144,26,-0.7018,53,0.42954,31,-0.4731
ENSG00000198498,TMA16,24,0.01401,13,-0.9130,22,-0.2515,30,0.33005,47,1.14111,15,-0.7865
ENSG00000145416,MARCH1,27,-0.9937,52,0.02997,48,-0.1558,63,0.33933,72,0.57185,53,0.03279
ENSG00000170088,TMEM192,61,0.56507,32,-0.4732,38,-0.3033,51,0.25877,36,-0.3010,54,0.36276
ENSG00000109466,KLHL2,35,-1.5455,77,-0.3313,140,1.06881,62,-0.6552,100,0.10544,58,-0.7610
ENSG00000052802,MSMO1,215,1.14075,69,-0.7784,126,0.26837,71,-0.7355,102,-0.1569,64,-0.8920
ENSG00000109472,CPE,3258,1.70100,780,-0.7976,1067,-0.4064,964,-0.4637,946,-0.4942,1123,-0.2188
ENSG00000196104,SPOCK3,109,0.56021,45,-0.8778,81,0.07910,103,0.47413,52,-0.6499,73,-0.1097
ENSG00000129116,PALLD,91,1.51598,27,-0.5707,24,-0.9919,43,0.15470,25,-0.6715,53,0.52915
ENSG00000145439,CBR4,25,-0.1850,26,-0.1379,28,-0.0737,43,0.68517,27,-0.1036,24,-0.2656
ENSG00000154447,SH3RF1,27,-0.8327,61,0.51299,41,-0.2258,35,-0.3883,36,-0.3691,80,0.97569
ENSG00000137601,NEK1,90,0.02851,45,-1.0629,47,-1.2435,169,1.13089,131,0.67250,129,0.64781
ENSG00000109572,CLCN3,121,-0.1990,144,0.08712,127,-0.1634,147,0.12220,171,0.37564,129,-0.0973
ENSG00000056050,HPF1,50,-0.1301,54,-0.0238,53,-0.0678,50,-0.1458,64,0.27870,59,0.13043
ENSG00000198948,MFAP3L,76,0.97365,29,-0.6362,34,-0.4775,71,0.86543,11,-2.0434,54,0.36711
ENSG00000164104,HMGB2,195,1.06309,78,-0.4843,60,-1.1474,152,0.62063,92,-0.2299,149,0.57689
ENSG00000164105,SAP30,24,0.48674,25,0.52010,19,0.07753,13,-0.5391,12,-0.6698,15,-0.3059
ENSG00000164106,SCRG1,253,2.29973,56,-0.4851,55,-0.7007,30,-1.4553,52,-0.6261,55,-0.5199
ENSG00000145451,GLRA3,6,-2.5101,17,-1.1312,58,1.49062,29,-0.2613,43,0.34017,7,-2.3661
ENSG00000150625,GPM6A,1510,-0.5743,2390,0.17161,2581,0.44123,1816,-0.2799,2312,0.11604,1476,-0.6101
ENSG00000150627,WDR17,22,-1.2303,30,-0.7440,66,0.78043,61,0.36018,51,0.07373,27,-0.9061
ENSG00000129128,SPCS3,66,-0.2552,51,-0.6545,99,0.60971,64,-0.3176,81,0.06454,61,-0.3766
ENSG00000218336,TENM3,21,-1.2337,27,-0.8990,57,0.46977,31,-0.6532,86,1.03342,41,-0.2353
ENSG00000129187,DCTD,32,0.13634,45,0.68975,28,-0.1213,26,-0.2286,28,-0.1108,23,-0.4278
ENSG00000151718,WWC2,26,-0.0043,15,-0.8229,20,-0.5380,71,1.85145,11,-1.3036,23,-0.1602
ENSG00000168556,ING2,21,-0.6675,25,-0.3543,20,-0.9304,62,1.16699,43,0.50318,42,0.48141
ENSG00000168538,TRAPPC11,29,0.04089,21,-0.5227,39,0.82383,30,0.07522,29,0.04770,1,-4.3626
ENSG00000173320,STOX2,64,-1.4116,172,0.14661,153,-0.0648,218,0.54750,176,0.18472,171,0.13445
ENSG00000164305,CASP3,27,0.67702,20,0.17723,22,0.48616,18,-0.0115,2,-3.0310,11,-0.7750
ENSG00000151726,ACSL1,30,0.46016,33,0.61155,22,-0.1399,16,-0.5672,21,-0.1276,18,-0.3551
ENSG00000151729,SLC25A4,145,-0.6859,202,-0.1585,323,0.99062,155,-0.5788,233,0.07395,77,-1.6642
ENSG00000164323,CFAP97,92,0.52055,46,-0.6073,40,-1.0642,77,0.20955,105,0.73813,102,0.68734
ENSG00000109762,SNX25,13,-0.7808,22,-0.0422,25,0.23223,22,-0.0375,29,0.45927,18,-0.3363
ENSG00000109775,UFSP2,37,0.57923,40,0.73852,18,-0.7577,28,0.14370,22,-0.2497,26,0.01511
ENSG00000154556,SORBS2,47,-1.3681,51,-1.2317,139,0.51464,160,0.59754,133,0.27080,94,-0.3009
ENSG00000109794,FAM149A,21,-0.0516,34,0.75687,21,-0.0378,20,-0.0946,19,-0.1921,15,-0.5951
ENSG00000145476,CYP4V2,69,2.16712,2,-3.6415,13,-0.9680,43,1.18558,8,-1.5465,12,-0.8969
ENSG00000083857,FAT1,76,2.54385,11,-1.0129,8,-1.7380,14,-0.6515,22,0.11722,18,-0.2170
ENSG00000109536,FRG1,113,0.03446,113,0.03744,81,-0.6447,149,0.51068,147,0.48894,116,0.07805
ENSG00000164366,CCDC127,34,-0.0314,25,-0.4958,37,0.16359,36,0.04530,41,0.27035,30,-0.2386
ENSG00000073578,SDHA,118,0.23125,122,0.29125,119,0.34792,84,-0.3294,61,-0.8399,81,-0.3852
ENSG00000249915,PDCD6,109,0.25399,99,0.08764,122,0.65568,53,-0.9166,77,-0.3097,47,-1.0866
ENSG00000180104,EXOC3,40,-0.7015,50,-0.3673,73,0.37703,77,0.34326,73,0.25663,41,-0.6701
ENSG00000171368,TPPP,254,-0.6064,441,0.28866,421,0.30652,295,-0.3695,325,-0.2152,387,0.07182
ENSG00000206077,ZDHHC11B,24,0.21233,13,-0.7779,26,0.42792,42,1.17497,10,-1.2161,5,-2.0828
ENSG00000028310,BRD9,49,-0.6789,54,-0.5199,78,0.08245,80,0.09649,99,0.45235,86,0.22384
ENSG00000049656,CLPTM1L,41,-0.6832,77,0.35412,75,0.43115,49,-0.3822,67,0.11879,42,-0.6465
ENSG00000153395,LPCAT1,31,-0.6289,46,0.00659,60,0.68722,47,0.05889,38,-0.3126,24,-1.0187
ENSG00000171421,MRPL36,34,0.87358,13,-0.7282,28,0.82563,9,-1.2215,18,-0.2356,5,-2.1172
ENSG00000145494,NDUFS6,203,0.24184,213,0.32205,199,0.29897,116,-0.6606,132,-0.4604,144,-0.3253
ENSG00000164151,ICE1,38,-1.1725,68,-0.2896,63,-0.5396,137,0.90289,126,0.74631,90,0.18207
ENSG00000133398,MED10,38,-0.4649,50,-0.0312,63,0.49647,36,-0.5451,48,-0.0978,49,-0.0918
ENSG00000215218,UBE2QL1,67,-1.2736,161,0.11207,207,0.82808,89,-0.8400,162,0.11587,104,-0.5892
ENSG00000145545,SRD5A1,8,-2.1325,55,0.79809,40,0.35614,15,-1.3426,41,0.29656,37,0.09637
ENSG00000112941,TENT4A,23,-0.6358,49,0.63654,42,0.51723,34,0.02963,17,-1.0848,22,-0.6829
ENSG00000078295,ADCY2,191,0.43495,96,-0.6866,148,0.00884,151,0.04115,172,0.25331,126,-0.2609
ENSG00000247516,MIR4458HG,54,0.76569,40,0.25665,36,0.14646,27,-0.3769,23,-0.5898,20,-0.8397
ENSG00000112902,SEMA5A,117,2.02607,8,-2.4695,10,-2.4478,77,1.17275,37,-0.1096,47,0.27550
ENSG00000150753,CCT5,70,-0.2873,97,0.25045,101,0.47304,86,0.06289,68,-0.3306,42,-1.0701
ENSG00000164237,CMBL,72,1.17683,27,-0.4916,33,-0.2056,25,-0.5653,39,0.09408,29,-0.3456
ENSG00000145495,MARCH6,183,-0.7627,239,-0.3453,361,0.49231,315,0.10460,361,0.33447,184,-0.7603
ENSG00000164236,ANKRD33B,18,-1.0894,31,-0.2499,45,0.51714,26,-0.5162,47,0.40356,35,-0.0931
ENSG00000112977,DAP,35,1.26885,14,-0.3304,14,-0.3474,19,0.19989,7,-1.2556,17,-0.0128
ENSG00000169862,CTNND2,464,0.35636,452,0.31106,299,-0.4899,353,-0.1009,296,-0.3867,539,0.61431
ENSG00000038382,TRIO,32,-1.5489,71,-0.3586,108,0.50871,108,0.34538,98,0.17441,71,-0.3590
ENSG00000154122,ANKH,102,-0.4726,138,0.00378,173,0.57805,97,-0.5629,125,-0.1517,117,-0.2572
ENSG00000173545,ZNF622,24,-0.7690,36,-0.1278,45,0.34646,29,-0.4548,45,0.23410,43,0.14053
ENSG00000154153,RETREG1,37,-2.1114,154,0.10297,145,0.00638,158,0.14471,214,0.66830,159,0.15862
ENSG00000145555,MYO10,375,1.48844,95,-0.8651,57,-1.9816,251,0.72760,58,-1.6237,359,1.39896
ENSG00000176788,BASP1,343,-2.0892,1596,0.31458,1433,0.18920,1014,-0.4304,1890,0.60623,1439,0.13971
ENSG00000215196,BASP1-AS1,9,-1.3230,27,0.38586,17,-0.4854,39,1.02686,29,0.50299,16,-0.4468
ENSG00000248455,LINC02217,13,-1.4356,56,0.92481,38,0.34857,23,-0.5681,26,-0.3400,30,-0.1496
ENSG00000145526,CDH18,15,-2.1554,22,-1.6113,88,0.83684,79,0.36991,76,0.30171,51,-0.3402
ENSG00000286961,AC091938.1,12,-0.3943,11,-0.5768,25,1.25795,12,-0.4888,6,-1.4372,10,-0.6631
ENSG00000040731,CDH10,19,-1.1807,62,0.72035,42,0.08775,41,0.00929,64,0.77014,12,-1.8071
ENSG00000113100,CDH9,3,-2.3928,5,-1.7793,21,0.52366,28,0.88459,24,0.60106,11,-0.6459
ENSG00000113360,DROSHA,39,-0.4840,44,-0.2703,53,0.01666,50,-0.0654,68,0.43688,59,0.20687
ENSG00000082213,C5orf22,12,-1.1690,19,-0.4569,37,0.96728,15,-0.8301,31,0.29860,17,-0.6708
ENSG00000133401,PDZD2,79,0.55502,15,-2.0685,89,1.25251,47,-0.2872,32,-0.9146,13,-2.2101
ENSG00000113384,GOLPH3,59,0.20801,29,-0.9082,71,0.79197,46,-0.2126,30,-0.8683,40,-0.4316
ENSG00000150712,MTMR12,11,-1.7434,10,-1.8849,55,1.13247,44,0.30748,37,0.04593,21,-0.8176
ENSG00000056097,ZFR,276,0.09498,184,-0.5583,237,-0.2105,249,-0.0718,318,0.33635,344,0.47082
ENSG00000113387,SUB1,279,-0.4445,393,0.11119,442,0.45614,252,-0.6075,414,0.19853,274,-0.4738
ENSG00000113407,TARS,58,0.27008,28,-0.9109,41,-0.4116,53,0.11013,84,0.91409,49,0.01176
ENSG00000242110,AMACR,16,-0.4716,29,0.46389,25,0.26369,16,-0.4714,22,-0.0193,19,-0.2638
ENSG00000113456,RAD1,23,-0.6404,38,0.15648,36,0.11510,41,0.27315,31,-0.1640,35,-0.0064
ENSG00000113460,BRIX1,20,-0.8230,31,-0.1465,20,-1.0390,47,0.56748,56,0.86056,55,0.84570
ENSG00000168724,DNAJC21,61,-1.1180,117,-0.0943,92,-0.6298,177,0.59942,180,0.62836,181,0.63921
ENSG00000152582,SPEF2,18,-0.9571,20,-0.8109,29,-0.3332,52,0.72524,58,0.91893,35,0.06291
ENSG00000164187,LMBRD2,54,-1.7465,79,-1.1846,200,0.43444,150,-0.1869,222,0.47003,236,0.57608
ENSG00000152620,NADK2,89,1.06793,49,0.03052,54,0.28648,45,-0.1145,24,-1.0733,15,-1.7967
ENSG00000164188,RANBP3L,79,2.61691,6,-1.9452,7,-2.0880,22,0.07135,8,-1.4622,32,0.75000
ENSG00000079215,SLC1A3,1716,2.51808,315,-0.6634,287,-1.0409,364,-0.4359,145,-1.8467,410,-0.2424
ENSG00000285967,NIPBL-DT,20,-0.7000,33,0.11169,43,0.87870,20,-0.6364,18,-0.7871,24,-0.3578
ENSG00000164190,NIPBL,165,0.15082,64,-1.3534,68,-1.5562,329,1.38724,215,0.60299,230,0.71909
ENSG00000197603,CPLANE1,64,-0.5917,51,-0.9448,49,-1.2660,263,1.93406,133,0.60702,84,-0.1675
ENSG00000113569,NUP155,14,-0.4558,9,-1.0508,17,-0.2191,20,0.13581,24,0.43643,30,0.83756
ENSG00000082068,WDR70,27,-0.9388,25,-1.0605,27,-1.2222,144,1.99851,73,0.67162,44,-0.1622
ENSG00000113594,LIFR,250,1.75923,48,-1.1006,57,-1.0684,148,0.74764,39,-1.3850,110,0.23351
ENSG00000164327,RICTOR,38,-0.4433,38,-0.4475,57,0.35093,58,0.25617,49,-0.0098,42,-0.2597
ENSG00000113638,TTC33,19,-1.9491,74,0.17149,76,0.31347,84,0.40147,87,0.46195,40,-0.8080
ENSG00000132356,PRKAA1,14,-0.3310,18,-0.0040,22,0.47356,12,-0.6075,16,-0.1757,17,-0.0556
ENSG00000145592,RPL37,1866,1.17021,1585,0.86739,738,-0.5634,554,-0.8742,431,-1.2602,1017,0.09814
ENSG00000182836,PLCXD3,10,-3.1924,92,0.20486,83,0.06020,112,0.54732,108,0.47542,78,-0.0672
ENSG00000083720,OXCT1,90,-0.7550,205,0.59431,186,0.63133,83,-0.8789,135,-0.1072,85,-0.8451
ENSG00000205765,C5orf51,23,-0.2842,16,-0.8159,26,-0.1443,33,0.31785,43,0.76417,27,-0.0443
ENSG00000198865,CCDC152,41,1.44207,14,-0.3425,10,-1.2128,30,0.86831,17,-0.0645,12,-0.5939
ENSG00000250722,SELENOP,303,2.20599,58,-0.7818,34,-1.9232,143,0.68794,13,-2.9636,141,0.66191
ENSG00000172262,ZNF131,22,-1.0153,36,-0.2251,30,-0.6391,77,1.09005,56,0.52102,48,0.23189
ENSG00000177453,NIM1K,15,-0.1111,13,-0.3137,18,0.39901,13,-0.3094,26,0.88389,3,-2.3967
ENSG00000112972,HMGCS1,251,0.54531,131,-0.5354,210,0.34041,128,-0.5645,184,0.02139,133,-0.5071
ENSG00000172239,PAIP1,72,0.01060,72,0.01017,78,0.20954,86,0.29572,64,-0.1766,44,-0.7678
ENSG00000248092,NNT-AS1,99,0.10814,75,-0.3483,68,-0.6582,126,0.51432,132,0.59139,107,0.23145
ENSG00000112992,NNT,92,-0.0429,97,0.04129,107,0.30985,75,-0.3625,89,-0.0917,79,-0.2791
ENSG00000251141,MRPS30-DT,10,-1.9074,20,-0.8106,41,0.47258,40,0.26637,53,0.74824,25,-0.4693
ENSG00000112996,MRPS30,33,-0.7250,75,0.60299,55,0.10225,38,-0.5187,60,0.22104,49,-0.1086
ENSG00000272335,AC093297.2,15,-0.9310,16,-0.8187,39,1.01694,25,-0.1080,29,0.16801,11,-1.3906
ENSG00000164588,HCN1,15,-2.7106,98,0.17757,121,0.82731,46,-1.0339,97,0.15311,86,-0.0453
ENSG00000151883,PARP8,14,-0.6273,5,-2.0915,33,1.26072,20,-0.0743,18,-0.1742,10,-1.1296
ENSG00000164172,MOCS2,94,0.13859,107,0.34989,85,-0.0393,54,-0.7488,109,0.38159,74,-0.2658
ENSG00000164258,NDUFS4,79,0.61856,73,0.47645,61,0.26818,13,-2.2281,34,-0.7694,56,0.03821
ENSG00000067248,DHX29,52,-0.6002,45,-0.8360,62,-0.4495,128,0.89304,122,0.80067,77,0.00794
ENSG00000039123,MTREX,33,-0.7736,45,-0.2486,43,-0.4394,73,0.52929,95,1.01291,48,-0.1492
ENSG00000067113,PLPP1,53,1.02487,15,-0.9735,38,0.65953,17,-0.8476,11,-1.4175,22,-0.4266
ENSG00000134352,IL6ST,320,1.45326,102,-0.5369,111,-0.5344,123,-0.2304,95,-0.6423,164,0.23427
ENSG00000062194,GPBP1,145,-0.3128,153,-0.2236,152,-0.3185,239,0.52122,250,0.59845,162,-0.1362
ENSG00000249436,AC008780.1,22,-1.0120,38,-0.1655,56,0.73298,37,-0.2250,53,0.37597,19,-1.2609
ENSG00000145632,PLK2,25,-2.4149,125,0.07094,173,0.98430,91,-0.4362,119,-0.0059,77,-0.7039
ENSG00000152932,RAB3C,105,-1.3573,260,0.07698,361,0.99828,112,-1.2600,261,0.08106,166,-0.6488
ENSG00000113448,PDE4D,28,-1.0351,55,-0.0017,60,0.21359,77,0.56825,69,0.38407,30,-0.9751
ENSG00000152931,PART1,15,-2.9070,80,-0.3812,106,0.09399,59,-0.8519,210,1.28677,130,0.41801
ENSG00000164182,NDUFAF2,57,-0.0819,72,0.28631,51,-0.3617,67,0.17583,50,-0.2930,83,0.53027
ENSG00000188725,SMIM15,26,-0.0822,22,-0.3463,28,0.02597,24,-0.2621,22,-0.3554,43,0.75233
ENSG00000130449,ZSWIM6,71,0.61136,27,-0.9622,45,-0.1986,83,0.89782,44,-0.1897,34,-0.5718
ENSG00000068796,KIF2A,89,-0.0011,66,-0.4970,55,-0.9895,131,0.65292,133,0.67884,130,0.63489
ENSG00000086200,IPO11,20,0.10837,14,-0.4086,17,-0.2176,37,1.20599,15,-0.3640,12,-0.6920
ENSG00000164197,RNF180,21,-0.6145,18,-0.8086,29,-0.1346,45,0.64749,32,0.08409,42,0.53493
ENSG00000186479,RGS7BP,21,-1.9130,37,-1.0269,58,-0.4814,89,0.34888,160,1.42841,95,0.47542
ENSG00000153006,SREK1IP1,74,0.08342,53,-0.4678,60,-0.3566,75,0.10853,109,0.73928,73,0.06261
ENSG00000153015,CWC27,97,-0.1922,68,-0.7502,63,-1.1072,130,0.29559,218,1.21230,170,0.76059
ENSG00000113595,TRIM23,49,-1.2470,95,-0.2299,130,0.43079,107,-0.0348,168,0.73731,63,-0.8639
ENSG00000113597,TRAPPC13,26,0.16265,20,-0.2518,36,1.07125,11,-1.1771,15,-0.7196,11,-1.2116
ENSG00000197860,SGTB,82,-1.1086,229,0.54024,180,0.18596,146,-0.2116,181,0.14110,152,-0.1469
ENSG00000123213,NLN,16,-1.2387,15,-1.3621,43,0.41092,42,0.22757,48,0.44391,41,0.19476
ENSG00000112851,ERBIN,164,0.61089,81,-0.5521,83,-0.6622,206,1.02781,44,-1.4772,167,0.64726
ENSG00000153914,SREK1,97,-0.4780,76,-0.8622,85,-0.8827,264,1.24395,195,0.68105,156,0.29849
ENSG00000069020,MAST4,83,-0.3832,82,-0.4121,120,0.31059,119,0.19456,113,0.11316,87,-0.3098
ENSG00000145675,PIK3R1,114,-2.3599,475,-0.1781,483,-0.2039,610,0.23599,967,1.04994,618,0.25965
ENSG00000145740,SLC30A5,29,0.15242,18,-0.6399,39,1.03844,14,-0.9993,26,-0.0080,7,-1.9411
ENSG00000134056,MRPS36,60,0.58921,53,0.37906,52,0.51285,17,-1.3742,27,-0.6768,24,-0.9041
ENSG00000085231,AK6,53,1.05582,16,-0.9114,32,0.28874,10,-1.5624,32,0.15637,21,-0.4614
ENSG00000273841,TAF9,39,-0.8616,69,0.01151,100,1.01150,39,-0.8712,58,-0.2680,41,-0.8106
ENSG00000152942,RAD17,28,0.14323,15,-0.8623,29,0.29884,23,-0.1796,33,0.40543,19,-0.4427
ENSG00000145734,BDP1,188,-1.4406,330,-0.5661,203,-1.6307,918,1.17811,676,0.61774,1036,1.41326
ENSG00000131844,MCCC2,43,1.64507,8,-1.2245,18,0.05309,21,0.37187,3,-2.5358,9,-0.9279
ENSG00000164326,CARTPT,14,-2.1569,4,-3.9936,142,4.17685,1,-5.7909,18,-1.8201,1,-5.5727
ENSG00000131711,MAP1B,1147,-3.0561,5280,-0.7616,5477,-0.9114,7977,-0.1027,19132,1.45608,17976,1.33237
ENSG00000113048,MRPS27,38,-0.8080,44,-0.5679,90,0.97177,44,-0.5767,62,-0.0018,42,-0.6433
ENSG00000083312,TNPO1,100,0.32762,65,-0.3872,77,-0.1462,92,0.18466,89,0.12982,81,-0.0253
ENSG00000157107,FCHO2,24,-0.0919,21,-0.3369,18,-0.7028,59,1.46612,35,0.50193,12,-1.1723
ENSG00000145741,BTF3,195,0.69782,135,0.06369,150,0.34949,107,-0.3009,78,-0.8143,72,-0.9319
ENSG00000164331,ANKRA2,35,1.18629,14,-0.3256,14,-0.5463,28,0.79656,7,-1.3111,15,-0.2403
ENSG00000171617,ENC1,229,-2.7846,635,-1.2627,2411,1.56488,664,-1.1934,1668,0.27663,876,-0.7653
ENSG00000049860,HEXB,50,0.59658,14,-1.4123,43,0.53899,17,-1.1183,49,0.57820,19,-0.9661
ENSG00000164347,GFM2,13,-0.5891,9,-1.1668,28,0.95513,15,-0.4496,18,-0.1153,16,-0.2917
ENSG00000164346,NSA2,181,0.10844,149,-0.2157,106,-0.9768,238,0.57433,228,0.49623,245,0.62228
ENSG00000198780,FAM169A,65,-0.7880,103,-0.0474,115,0.18690,109,0.03667,98,-0.1371,131,0.34465
ENSG00000113161,HMGCR,49,-1.2790,92,-0.2957,161,1.00898,93,-0.2873,101,-0.1409,65,-0.8449
ENSG00000113163,CERT1,53,-1.4381,127,-0.0606,101,-0.5753,139,0.08683,200,0.71150,234,0.99029
ENSG00000122008,POLK,54,0.24190,21,-1.2611,31,-0.8762,95,1.25154,62,0.48185,50,0.09969
ENSG00000164252,AGGF1,82,-0.9503,103,-0.5957,98,-0.8621,202,0.51737,262,0.98058,247,0.86932
ENSG00000113231,PDE8B,111,0.12315,64,-0.7547,129,0.55339,138,0.49052,69,-0.6439,56,-0.9659
ENSG00000164253,WDR41,30,0.03357,40,0.51403,28,-0.1119,24,-0.3381,28,-0.0784,30,0.00376
ENSG00000171530,TBCA,286,0.17005,238,-0.1337,166,-0.9187,299,0.24456,343,0.47864,403,0.75857
ENSG00000132842,AP3B1,41,0.23341,34,-0.0722,15,-1.6513,71,1.19879,24,-0.6226,70,1.17860
ENSG00000085365,SCAMP1,94,-0.9858,104,-0.8346,242,0.82105,106,-0.8006,221,0.38239,156,-0.1912
ENSG00000152409,JMY,53,-0.6554,91,0.20033,60,-0.6151,131,0.83542,101,0.37959,86,0.12170
ENSG00000152413,HOMER1,48,-1.9859,132,-0.4494,195,0.26639,171,-0.0313,293,0.89722,165,-0.0874
ENSG00000164329,TENT2,17,-0.0972,17,-0.1259,23,0.60228,26,0.58318,11,-0.7677,5,-1.9335
ENSG00000164309,CMYA5,48,0.08185,28,-0.7925,24,-1.3134,152,2.28230,27,-0.8106,41,-0.1698
ENSG00000177034,MTX3,25,-0.9537,35,-0.4442,54,0.35020,42,-0.1624,59,0.39379,49,0.08629
ENSG00000164300,SERINC5,45,1.48870,21,0.14946,17,-0.2978,19,-0.0761,13,-0.6298,7,-1.5939
ENSG00000039319,ZFYVE16,68,0.36930,23,-1.3402,33,-1.0306,173,2.17813,34,-0.7713,41,-0.4632
ENSG00000249042,AC008771.1,17,-0.7999,24,-0.3026,33,0.34033,18,-0.6993,38,0.45583,33,0.23546
ENSG00000228716,DHFR,43,0.62205,36,0.32716,21,-0.6815,28,-0.0574,29,-0.0262,36,0.32521
ENSG00000113318,MSH3,46,-0.2977,25,-1.2447,42,-0.5789,83,0.68022,73,0.46678,90,0.81914
ENSG00000113319,RASGRF2,41,-1.4285,28,-1.9855,195,2.05061,50,-1.1352,76,-0.4835,39,-1.5054
ENSG00000145687,SSBP2,73,0.18186,54,-0.3001,85,0.66212,64,-0.0354,52,-0.3760,25,-1.5008
ENSG00000186468,RPS23,1139,1.36030,877,0.86765,453,-0.3485,206,-1.4846,207,-1.4756,454,-0.2512
ENSG00000174695,TMEM167A,80,0.41643,58,-0.1169,65,0.10467,55,-0.1867,72,0.24291,37,-0.8130
ENSG00000038427,VCAN,175,2.70476,5,-3.1092,12,-2.4082,93,1.27508,10,-2.2771,41,-0.1453
ENSG00000164176,EDIL3,164,0.10165,199,0.42690,150,-0.0550,224,0.63808,70,-1.2287,124,-0.3540
ENSG00000127184,COX7C,897,0.77126,1020,1.00591,572,0.00399,208,-1.5838,260,-1.2452,471,-0.3140
ENSG00000145715,RASA1,25,-1.3346,40,-0.5751,82,0.90073,35,-0.7768,76,0.44431,42,-0.5157
ENSG00000134480,CCNH,34,0.09299,39,0.30493,34,0.13491,43,0.48113,23,-0.5147,16,-1.0761
ENSG00000164180,TMEM161B,15,-0.5082,15,-0.4196,14,-0.7065,29,0.58292,25,0.33406,35,0.93501
ENSG00000247828,TMEM161B-AS1,127,0.04528,54,-1.2804,77,-0.9569,394,2.21374,89,-0.5221,89,-0.5158
ENSG00000245526,LINC00461,107,0.60888,65,-0.2294,60,-0.4712,120,0.80278,65,-0.2402,62,-0.3146
ENSG00000081189,MEF2C,224,-2.1617,1046,0.23495,897,-0.0274,821,-0.1647,1500,0.86484,981,0.12887
ENSG00000153140,CETN3,73,1.13859,12,-1.7653,20,-1.2186,55,0.61588,47,0.35606,55,0.63181
ENSG00000176055,MBLAC2,13,-0.8653,18,-0.3957,34,1.09434,19,-0.2803,20,-0.1827,9,-1.4198
ENSG00000164199,ADGRV1,209,2.92223,4,-3.6110,12,-2.4967,126,1.69054,6,-3.0536,16,-1.7794
ENSG00000113369,ARRDC3,95,0.34249,70,-0.1463,88,0.32446,69,-0.1850,77,-0.0104,41,-0.9813
ENSG00000237187,NR2F1-AS1,69,-0.4245,100,0.18863,97,0.17711,94,0.07198,75,-0.2846,89,-0.0121
ENSG00000175745,NR2F1,256,0.28260,194,-0.1711,168,-0.5414,254,0.27064,267,0.35789,252,0.25566
ENSG00000113391,FAM172A,60,0.20169,24,-1.2609,39,-0.6711,79,0.67811,80,0.70076,66,0.35471
ENSG00000133302,SLF1,23,-1.1503,15,-1.8124,52,0.14684,109,1.45164,66,0.52889,19,-1.4572
ENSG00000175471,MCTP1,21,-1.6418,42,-0.6315,57,-0.1804,83,0.49610,114,1.04859,64,0.06255
ENSG00000198677,TTC37,67,-0.2052,60,-0.4043,60,-0.5339,132,0.94078,121,0.78179,53,-0.5850
ENSG00000164292,RHOBTB3,586,2.24409,75,-1.3836,71,-1.7822,187,0.04952,101,-0.9246,286,0.78154
ENSG00000173221,GLRX,16,-1.1707,47,0.50596,47,0.75813,13,-1.4876,47,0.48757,14,-1.3617
ENSG00000118985,ELL2,35,-1.3621,79,-0.1039,89,0.12024,89,0.09434,105,0.36170,100,0.28060
ENSG00000175426,PCSK1,4,-4.4500,112,0.50287,95,0.33591,35,-1.3455,144,0.95703,82,-0.0150
ENSG00000153113,CAST,121,0.18226,67,-0.7696,61,-1.1497,181,0.87758,186,0.92556,129,0.29360
ENSG00000113441,LNPEP,65,-0.7502,59,-0.8911,107,0.06802,134,0.42073,158,0.71366,95,-0.1546
ENSG00000145721,LIX1,153,5.00757,0,-5.4398,2,-4.0030,7,-1.7644,11,-1.1265,7,-1.8703
ENSG00000174136,RGMB,29,-0.9268,38,-0.5203,87,1.42691,42,-0.3611,36,-0.5855,14,-1.9698
ENSG00000153922,CHD1,31,-0.6271,26,-0.8786,27,-1.1023,129,1.89898,52,0.20804,50,0.13492
ENSG00000174132,FAM174A,29,-0.6919,25,-0.9037,64,0.94353,35,-0.3956,45,0.00341,32,-0.5506
