"","t_stat_FALSE","t_stat_TRUE","p_value_FALSE","p_value_TRUE","fdr_FALSE","fdr_TRUE","logFC_FALSE","logFC_TRUE","ensembl","gene"
"ENSG00000163832",-1.85116549373669,1.85116549373669,0.0690802590540065,0.0690802590540066,0.140317216038943,0.140317216038943,-0.131861111085471,0.13186111108547,"ENSG00000163832","ELP6"
"ENSG00000114646",0.835066046409736,-0.835066046409736,0.407000761328041,0.407000761328041,0.518774275053429,0.51877427505343,0.0644717358570168,-0.0644717358570168,"ENSG00000114646","CSPG5"
"ENSG00000173473",4.48806619647387,-4.48806619647386,3.32584371916432e-05,3.32584371916434e-05,0.000420643001458652,0.000420643001458654,0.546295265138145,-0.546295265138144,"ENSG00000173473","SMARCC1"
"ENSG00000132153",-0.781483108298584,0.781483108298584,0.437598119435345,0.437598119435345,0.548294876920966,0.548294876920966,-0.0600265506577155,0.0600265506577155,"ENSG00000132153","DHX30"
"ENSG00000047849",0.041766470227977,-0.0417664702279782,0.966823851946348,0.966823851946347,0.975466145469536,0.975466145469535,0.0021893588050463,-0.00218935880504636,"ENSG00000047849","MAP4"
"ENSG00000164048",2.27302684194393,-2.27302684194392,0.0266272010522296,0.0266272010522296,0.0691579963419618,0.0691579963419621,0.744154394890498,-0.744154394890498,"ENSG00000164048","ZNF589"
"ENSG00000172113",2.33573003184187,-2.33573003184187,0.022873561571172,0.022873561571172,0.0618724026595665,0.0618724026595665,0.876347470849399,-0.876347470849399,"ENSG00000172113","NME6"
"ENSG00000164050",3.8244117214052,-3.8244117214052,0.000315011454626393,0.000315011454626395,0.00231885161189655,0.00231885161189657,1.00976474770829,-1.00976474770829,"ENSG00000164050","PLXNB1"
"ENSG00000164051",-1.74146344750519,1.74146344750519,0.0867389518398689,0.0867389518398689,0.166816011806145,0.166816011806145,-0.231553470373741,0.23155347037374,"ENSG00000164051","CCDC51"
"ENSG00000232112",1.26303138016834,-1.26303138016834,0.211475051166457,0.211475051166458,0.319258971256363,0.319258971256364,0.12186570112007,-0.12186570112007,"ENSG00000232112","TMA7"
"ENSG00000164053",1.89527039756609,-1.89527039756609,0.0628877702378248,0.0628877702378249,0.13075144973114,0.130751449731141,0.651540177170009,-0.651540177170009,"ENSG00000164053","ATRIP"
"ENSG00000164054",1.51115076367453,-1.51115076367453,0.136010890966753,0.136010890966753,0.231565108503445,0.231565108503445,0.100295007871691,-0.100295007871691,"ENSG00000164054","SHISA5"
"ENSG00000114268",3.43592109820017,-3.43592109820017,0.00107906463868381,0.00107906463868382,0.00600111386776786,0.0060011138677679,1.25523212851702,-1.25523212851702,"ENSG00000114268","PFKFB4"
"ENSG00000114270",1.00991682132259,-1.00991682132259,0.316599669454086,0.316599669454086,0.429572247471397,0.429572247471397,0.318202706616737,-0.318202706616736,"ENSG00000114270","COL7A1"
"ENSG00000010256",-7.57278467641987,7.57278467641987,2.6630447268267e-10,2.66304472682677e-10,3.67793678398282e-08,3.67793678398282e-08,-0.501387204342768,0.501387204342767,"ENSG00000010256","UQCRC1"
"ENSG00000225697",3.00793423002155,-3.00793423002155,0.00384280314517154,0.00384280314517152,0.0159526409186897,0.0159526409186897,1.17580757470209,-1.17580757470209,"ENSG00000225697","SLC26A6"
"ENSG00000008300",0.265153036899266,-0.265153036899267,0.791802449212802,0.791802449212802,0.844940888899981,0.844940888899981,0.065859966414281,-0.065859966414281,"ENSG00000008300","CELSR3"
"ENSG00000213672",-5.58515003143934,5.58515003143933,6.01682381809814e-07,6.01682381809828e-07,1.93282369246192e-05,1.93282369246195e-05,-0.378354726065782,0.378354726065782,"ENSG00000213672","NCKIPSD"
"ENSG00000068745",1.47045365891593,-1.47045365891593,0.146675527702314,0.146675527702314,0.24449750360671,0.24449750360671,0.110401168815406,-0.110401168815406,"ENSG00000068745","IP6K2"
"ENSG00000114302",-1.56178186348241,1.56178186348241,0.12361060031276,0.12361060031276,0.215779066673675,0.215779066673675,-0.143189059584955,0.143189059584954,"ENSG00000114302","PRKAR2A"
"ENSG00000224424",2.02485081058882,-2.02485081058882,0.0473496001017726,0.0473496001017727,0.106565210259261,0.106565210259261,0.727428538517009,-0.727428538517009,"ENSG00000224424","PRKAR2A-AS1"
"ENSG00000178537",2.43330750218335,-2.43330750218335,0.0179648438311661,0.0179648438311662,0.0517106598500142,0.0517106598500142,0.982200272645383,-0.982200272645382,"ENSG00000178537","SLC25A20"
"ENSG00000221883",2.40959598348847,-2.40959598348847,0.0190617505068931,0.0190617505068931,0.0540645385117458,0.0540645385117458,0.807099057235199,-0.807099057235199,"ENSG00000221883","ARIH2OS"
"ENSG00000177479",0.277203575774731,-0.277203575774731,0.782578746937123,0.782578746937123,0.837196865844489,0.837196865844489,0.0204916912687775,-0.0204916912687775,"ENSG00000177479","ARIH2"
"ENSG00000273211",2.03726766672524,-2.03726766672523,0.0460511823197577,0.046051182319758,0.104447642773949,0.104447642773949,0.767082896135065,-0.767082896135064,"ENSG00000273211","AC137630.4"
"ENSG00000178467",-1.7030948632788,1.7030948632788,0.0937371924885043,0.0937371924885048,0.176761224007876,0.176761224007877,-0.134536633743185,0.134536633743185,"ENSG00000178467","P4HTM"
"ENSG00000178252",3.47928695640341,-3.47928695640341,0.000943805186289501,0.000943805186289501,0.0054313454888093,0.0054313454888093,0.324967641951265,-0.324967641951264,"ENSG00000178252","WDR6"
"ENSG00000178149",1.67187778512297,-1.67187778512297,0.0997678558869364,0.0997678558869365,0.185018830577479,0.185018830577479,0.680675840611426,-0.680675840611426,"ENSG00000178149","DALRD3"
"ENSG00000178057",-0.425434798194169,0.425434798194168,0.672045216021117,0.672045216021117,0.750472318505368,0.750472318505369,-0.0667912023835871,0.066791202383587,"ENSG00000178057","NDUFAF3"
"ENSG00000178035",-0.657014542450156,0.657014542450155,0.513689536970141,0.513689536970141,0.614535495483804,0.614535495483804,-0.0536713491807994,0.0536713491807994,"ENSG00000178035","IMPDH2"
"ENSG00000198218",0.0923750272060536,-0.0923750272060536,0.926708510376098,0.926708510376098,0.947179124380427,0.947179124380427,0.0254473481171769,-0.0254473481171768,"ENSG00000198218","QRICH1"
"ENSG00000172053",-1.18072656823288,1.18072656823288,0.242381241594459,0.242381241594459,0.353211866052019,0.353211866052019,-0.11847673303027,0.11847673303027,"ENSG00000172053","QARS"
"ENSG00000172046",1.28309151838909,-1.28309151838909,0.204405093421599,0.204405093421599,0.311616851211338,0.311616851211338,0.535825231505808,-0.535825231505808,"ENSG00000172046","USP19"
"ENSG00000172037",3.65929734329114,-3.65929734329113,0.000536129032956445,0.000536129032956449,0.0035003446371683,0.00350034463716833,1.33371216588476,-1.33371216588476,"ENSG00000172037","LAMB2"
"ENSG00000185909",0.74089198611121,-0.740891986111209,0.461655181209814,0.461655181209815,0.570568274147243,0.570568274147244,0.0836006104811763,-0.0836006104811762,"ENSG00000185909","KLHDC8B"
"ENSG00000188315",1.77238894411011,-1.77238894411011,0.081418096671886,0.081418096671886,0.159046574316826,0.159046574316826,0.531211971259227,-0.531211971259227,"ENSG00000188315","C3orf62"
"ENSG00000114316",0.977088193152231,-0.977088193152231,0.332457427825608,0.332457427825608,0.445261202915507,0.445261202915507,0.0732331200922804,-0.0732331200922803,"ENSG00000114316","USP4"
"ENSG00000067560",4.00864106272556,-4.00864106272556,0.000171654914440023,0.000171654914440025,0.00145559850326802,0.00145559850326803,0.252021266094053,-0.252021266094053,"ENSG00000067560","RHOA"
"ENSG00000145022",1.39673151957337,-1.39673151957337,0.167650964139899,0.167650964139899,0.269744245650146,0.269744245650146,0.352856131166939,-0.352856131166939,"ENSG00000145022","TCTA"
"ENSG00000145020",1.61143257831538,-1.61143257831537,0.112345747960053,0.112345747960053,0.201177074890167,0.201177074890167,0.492419583214967,-0.492419583214967,"ENSG00000145020","AMT"
"ENSG00000145029",-0.413035047334131,0.413035047334131,0.681056593780907,0.681056593780907,0.757536781286959,0.75753678128696,-0.0429498421960287,0.0429498421960287,"ENSG00000145029","NICN1"
"ENSG00000173402",2.4099829991846,-2.40998299918459,0.0190433754013836,0.0190433754013837,0.0540432857343266,0.0540432857343269,0.693618177713132,-0.693618177713131,"ENSG00000173402","DAG1"
"ENSG00000164061",1.03515805130858,-1.03515805130858,0.304758552543697,0.304758552543696,0.417487833242785,0.417487833242785,0.0923663182782287,-0.0923663182782288,"ENSG00000164061","BSN"
"ENSG00000164062",-3.87320325575163,3.87320325575163,0.00026859284493159,0.00026859284493159,0.00205218707519783,0.00205218707519783,-0.318617987751505,0.318617987751504,"ENSG00000164062","APEH"
"ENSG00000173531",2.63338519387802,-2.63338519387802,0.0107417440176058,0.0107417440176058,0.03505064479157,0.0350506447915701,0.900193978933848,-0.900193978933847,"ENSG00000173531","MST1"
"ENSG00000164068",1.62228493247278,-1.62228493247278,0.109997496811889,0.109997496811889,0.198483316837144,0.198483316837144,0.565254690990593,-0.565254690990592,"ENSG00000164068","RNF123"
"ENSG00000173540",0.880001477335231,-0.880001477335231,0.382377466916711,0.382377466916711,0.494747551272083,0.494747551272084,0.26315166369492,-0.26315166369492,"ENSG00000173540","GMPPB"
"ENSG00000176095",1.23867150924455,-1.23867150924455,0.220302080935865,0.220302080935864,0.329413960644665,0.329413960644665,0.118624524288943,-0.118624524288943,"ENSG00000176095","IP6K1"
"ENSG00000185614",3.04683312737588,-3.04683312737588,0.0034377370901183,0.0034377370901183,0.0146885130214145,0.0146885130214145,1.18954685474052,-1.18954685474052,"ENSG00000185614","INKA1"
"ENSG00000182179",5.26243821262283,-5.26243821262283,2.01760078168925e-06,2.01760078168925e-06,4.7714657216489e-05,4.7714657216489e-05,1.76409937880737,-1.76409937880736,"ENSG00000182179","UBA7"
"ENSG00000164076",3.90150580648911,-3.90150580648911,0.000244756707298177,0.000244756707298177,0.00191384223116757,0.00191384223116757,0.374895455730634,-0.374895455730633,"ENSG00000164076","CAMKV"
"ENSG00000164077",-1.54587739746498,1.54587739746497,0.127404494845978,0.127404494845979,0.220362150999562,0.220362150999563,-0.12625153034634,0.12625153034634,"ENSG00000164077","MON1A"
"ENSG00000004534",2.26040741863864,-2.26040741863864,0.027445469968989,0.027445469968989,0.0706996442045493,0.0706996442045493,0.175579547332357,-0.175579547332357,"ENSG00000004534","RBM6"
"ENSG00000003756",3.08262986820447,-3.08262986820447,0.0031005145183037,0.00310051451830371,0.0135190417934465,0.0135190417934466,0.275953103652386,-0.275953103652386,"ENSG00000003756","RBM5"
"ENSG00000001617",1.90026680502006,-1.90026680502006,0.0622168670044569,0.0622168670044568,0.129682302951791,0.129682302951791,0.645079055200916,-0.645079055200916,"ENSG00000001617","SEMA3F"
"ENSG00000188338",3.73325312804576,-3.73325312804576,0.000423133671440764,0.000423133671440765,0.0029092148457757,0.00290921484577571,1.11006607779035,-1.11006607779035,"ENSG00000188338","SLC38A3"
"ENSG00000114353",6.74153485867116,-6.74153485867116,6.95695689299203e-09,6.95695689299208e-09,5.3569504627273e-07,5.35695046272748e-07,0.513125504081728,-0.513125504081728,"ENSG00000114353","GNAI2"
"ENSG00000232352",5.08371452325162,-5.08371452325162,3.9061270078907e-06,3.9061270078907e-06,8.07175954099355e-05,8.07175954099355e-05,2.00964223414874,-2.00964223414874,"ENSG00000232352","SEMA3B-AS1"
"ENSG00000012171",5.71781335214476,-5.71781335214475,3.63862408731169e-07,3.63862408731173e-07,1.27858161030323e-05,1.27858161030324e-05,1.68593498913582,-1.68593498913582,"ENSG00000012171","SEMA3B"
"ENSG00000214706",2.80961050047709,-2.80961050047709,0.00669101884181797,0.00669101884181802,0.0245782765592322,0.0245782765592324,0.947863919167992,-0.947863919167991,"ENSG00000214706","IFRD2"
"ENSG00000186792",0.990470582645253,-0.990470582645252,0.325930653095796,0.325930653095796,0.439217060461184,0.439217060461184,0.445770433096345,-0.445770433096345,"ENSG00000186792","HYAL3"
"ENSG00000243477",-0.264204331826118,0.264204331826117,0.792529894752757,0.792529894752758,0.845414398361948,0.845414398361949,-0.0649582721935242,0.064958272193524,"ENSG00000243477","NAA80"
"ENSG00000068001",3.3951719901129,-3.3951719901129,0.00122274734890926,0.00122274734890926,0.00661980841257235,0.00661980841257234,1.47635188012766,-1.47635188012766,"ENSG00000068001","HYAL2"
"ENSG00000114383",-2.0497383949616,2.0497383949616,0.0447781874845473,0.0447781874845473,0.102386466441417,0.102386466441417,-0.172156338802222,0.172156338802222,"ENSG00000114383","TUSC2"
"ENSG00000068028",3.12700745326574,-3.12700745326574,0.00272535898162064,0.00272535898162064,0.0122157411152725,0.0122157411152725,1.19033832556569,-1.19033832556569,"ENSG00000068028","RASSF1"
"ENSG00000114388",-1.21443365901767,1.21443365901767,0.229350882574542,0.229350882574542,0.339152326697734,0.339152326697734,-0.116805943294048,0.116805943294048,"ENSG00000114388","NPRL2"
"ENSG00000114395",1.82989400688484,-1.82989400688484,0.0722458327343795,0.0722458327343796,0.145458197555341,0.145458197555341,0.647572058082079,-0.647572058082078,"ENSG00000114395","CYB561D2"
"ENSG00000126062",0.724768618807431,-0.724768618807431,0.471417299922064,0.471417299922064,0.578792447592816,0.578792447592816,0.182041330094638,-0.182041330094638,"ENSG00000126062","TMEM115"
"ENSG00000007402",-3.16753565984725,3.16753565984725,0.00242029214360566,0.00242029214360567,0.0111848426326243,0.0111848426326243,-0.833253881069331,0.833253881069331,"ENSG00000007402","CACNA2D2"
"ENSG00000271858",1.85962633843255,-1.85962633843255,0.0678540147566563,0.0678540147566566,0.138487255597181,0.138487255597182,0.642197651702428,-0.642197651702427,"ENSG00000271858","CYB561D2"
"ENSG00000088543",-0.735277877126529,0.735277877126528,0.465041126267075,0.465041126267076,0.573325884651029,0.57332588465103,-0.197585275809018,0.197585275809017,"ENSG00000088543","C3orf18"
"ENSG00000114735",0.696126451662182,-0.696126451662182,0.489043540856797,0.489043540856797,0.593591319109443,0.593591319109443,0.156976619068516,-0.156976619068516,"ENSG00000114735","HEMK1"
"ENSG00000114738",3.52824047779745,-3.52824047779744,0.000810488780388416,0.000810488780388422,0.00483599212615419,0.00483599212615422,1.22174473796089,-1.22174473796089,"ENSG00000114738","MAPKAPK3"
"ENSG00000088538",-0.544408048026393,0.544408048026393,0.588182840983432,0.588182840983432,0.680541752567535,0.680541752567536,-0.0474822652752354,0.0474822652752353,"ENSG00000088538","DOCK3"
"ENSG00000145050",0.27890055366389,-0.27890055366389,0.781282329183004,0.781282329183004,0.836394647968024,0.836394647968025,0.0778243390128318,-0.0778243390128317,"ENSG00000145050","MANF"
"ENSG00000259956",0.898489241491541,-0.89848924149154,0.372524347540998,0.372524347540998,0.4847371400885,0.484737140088501,0.231125750953973,-0.231125750953973,"ENSG00000259956","RBM15B"
"ENSG00000145041",-1.04764899605889,1.04764899605889,0.299011694008902,0.299011694008903,0.411697184090069,0.41169718409007,-0.086804994456875,0.0868049944568748,"ENSG00000145041","DCAF1"
"ENSG00000164080",1.01317941968455,-1.01317941968455,0.31505193637837,0.31505193637837,0.427929510447746,0.427929510447747,0.263131409776738,-0.263131409776738,"ENSG00000164080","RAD54L2"
"ENSG00000164081",-1.70418197396214,1.70418197396214,0.0935327004633743,0.0935327004633745,0.176524083247761,0.176524083247761,-0.140657594328467,0.140657594328467,"ENSG00000164081","TEX264"
"ENSG00000164082",1.66401219633118,-1.66401219633118,0.101336412875659,0.101336412875659,0.187205358392368,0.187205358392368,0.649389359437776,-0.649389359437776,"ENSG00000164082","GRM2"
"ENSG00000114767",1.57717278448949,-1.57717278448949,0.120025815486886,0.120025815486886,0.211424382232288,0.211424382232288,0.44680928223133,-0.446809282231329,"ENSG00000114767","RRP9"
"ENSG00000041880",-0.299931372483303,0.299931372483302,0.765268476810431,0.765268476810431,0.82318251981713,0.823182519817129,-0.0739040252610309,0.0739040252610308,"ENSG00000041880","PARP3"
"ENSG00000180929",4.40750983017991,-4.40750983017991,4.40695343295995e-05,4.40695343296e-05,0.000519866977020351,0.000519866977020356,1.71275288193482,-1.71275288193481,"ENSG00000180929","GPR62"
"ENSG00000090097",3.56769048505174,-3.56769048505173,0.000716290125489399,0.0007162901254894,0.00439538985982972,0.00439538985982973,0.356242076737485,-0.356242076737485,"ENSG00000090097","PCBP4"
"ENSG00000114779",2.58365460966884,-2.58365460966884,0.0122350445558611,0.0122350445558612,0.0387768408504095,0.0387768408504096,0.539544687735378,-0.539544687735378,"ENSG00000114779","ABHD14B"
"ENSG00000248487",-0.793006083215645,0.793006083215643,0.430905936124854,0.430905936124854,0.541823575181382,0.541823575181383,-0.0674570071738137,0.0674570071738136,"ENSG00000248487","ABHD14A"
"ENSG00000243989",2.97279757035984,-2.97279757035984,0.00424647953689941,0.00424647953689943,0.0172393184251401,0.0172393184251402,1.14602016787609,-1.14602016787608,"ENSG00000243989","ACY1"
"ENSG00000162244",2.73397810186802,-2.73397810186802,0.00821707853382311,0.00821707853382313,0.0286846890992105,0.0286846890992106,0.241640393245099,-0.241640393245098,"ENSG00000162244","RPL29"
"ENSG00000164086",2.29379067046146,-2.29379067046146,0.0253277812985086,0.0253277812985088,0.0668360086547948,0.0668360086547949,0.218823640248785,-0.218823640248784,"ENSG00000164086","DUSP7"
"ENSG00000164087",2.66554188364617,-2.66554188364616,0.00986663930373296,0.00986663930373303,0.0329455533362432,0.0329455533362435,0.974482429634474,-0.974482429634473,"ENSG00000164087","POC1A"
"ENSG00000023330",-0.306448644879471,0.306448644879471,0.760326362688492,0.760326362688492,0.819393728946676,0.819393728946676,-0.0842176217826078,0.0842176217826077,"ENSG00000023330","ALAS1"
"ENSG00000247596",-2.67148717398157,2.67148717398157,0.00971216186351614,0.00971216186351618,0.0325244997987249,0.032524499798725,-0.257278510938115,0.257278510938115,"ENSG00000247596","TWF2"
"ENSG00000164088",3.4940554817995,-3.4940554817995,0.000901536142132807,0.000901536142132813,0.00524072843606582,0.00524072843606585,1.34861901085614,-1.34861901085614,"ENSG00000164088","PPM1M"
"ENSG00000164091",-0.309707702475431,0.30970770247543,0.757858728266006,0.757858728266007,0.817433364791205,0.817433364791205,-0.0218253028463598,0.0218253028463598,"ENSG00000164091","WDR82"
"ENSG00000168237",3.11848525732417,-3.11848525732416,0.00279393217042915,0.00279393217042918,0.0124743168736062,0.0124743168736063,1.18144245599985,-1.18144245599984,"ENSG00000168237","GLYCTK"
"ENSG00000114841",1.23887113765364,-1.23887113765364,0.220228658665576,0.220228658665576,0.329337226283089,0.329337226283089,0.347568469640246,-0.347568469640246,"ENSG00000114841","DNAH1"
"ENSG00000163930",0.68286942614788,-0.68286942614788,0.497323491812659,0.497323491812659,0.601040128529916,0.601040128529916,0.046731166130769,-0.046731166130769,"ENSG00000163930","BAP1"
"ENSG00000010318",1.97462177559336,-1.97462177559336,0.0529289078713248,0.0529289078713248,0.11556093176654,0.11556093176654,0.866172000117372,-0.866172000117371,"ENSG00000010318","PHF7"
"ENSG00000010319",4.35233624570946,-4.35233624570946,5.33717002513602e-05,5.33717002513602e-05,0.000596537855997761,0.000596537855997761,1.76527663043064,-1.76527663043064,"ENSG00000010319","SEMA3G"
"ENSG00000010322",0.405801699400823,-0.405801699400824,0.686335085685221,0.68633508568522,0.761634622495464,0.761634622495463,0.0240157576504646,-0.0240157576504646,"ENSG00000010322","NISCH"
"ENSG00000010327",4.79732749076564,-4.79732749076564,1.10760870254656e-05,1.10760870254657e-05,0.000185659066458363,0.000185659066458365,1.79007676571971,-1.79007676571971,"ENSG00000010327","STAB1"
"ENSG00000168268",-1.41149662715502,1.41149662715502,0.163274576343594,0.163274576343594,0.264494543393335,0.264494543393335,-0.154907065265157,0.154907065265157,"ENSG00000168268","NT5DC2"
"ENSG00000168273",0.879408845060925,-0.879408845060926,0.382695999255227,0.382695999255227,0.495075774325226,0.495075774325226,0.314364996700747,-0.314364996700747,"ENSG00000168273","SMIM4"
"ENSG00000163939",2.26104254306974,-2.26104254306974,0.0274037617314237,0.0274037617314239,0.0706137402346043,0.0706137402346047,0.240083674289996,-0.240083674289996,"ENSG00000163939","PBRM1"
"ENSG00000163938",-2.12716570223527,2.12716570223527,0.0375357971946656,0.0375357971946656,0.0896991517749244,0.0896991517749246,-0.132100534318128,0.132100534318128,"ENSG00000163938","GNL3"
"ENSG00000016864",1.45004907079783,-1.45004907079783,0.152263935825892,0.152263935825892,0.251227063108523,0.251227063108523,0.50954390640633,-0.50954390640633,"ENSG00000016864","GLT8D1"
"ENSG00000114902",-0.931529223106284,0.931529223106284,0.355321406730647,0.355321406730647,0.467579371036912,0.467579371036911,-0.0975255771984554,0.0975255771984554,"ENSG00000114902","SPCS1"
"ENSG00000114904",0.691431549749084,-0.691431549749084,0.491967104653872,0.491967104653872,0.596017067184749,0.596017067184749,0.169831234808455,-0.169831234808455,"ENSG00000114904","NEK4"
"ENSG00000055955",3.61341128239473,-3.61341128239473,0.000620160076613693,0.000620160076613696,0.00391681432024901,0.00391681432024903,1.44827270632473,-1.44827270632473,"ENSG00000055955","ITIH4"
"ENSG00000272573",2.38836277139121,-2.38836277139121,0.020094552423987,0.0200945524239869,0.0561960874168905,0.0561960874168905,0.787828340497407,-0.787828340497408,"ENSG00000272573","MUSTN1"
"ENSG00000213533",1.53846083305,-1.53846083305,0.129205136464217,0.129205136464216,0.222881478311956,0.222881478311956,0.451166918837133,-0.451166918837133,"ENSG00000213533","STIMATE"
"ENSG00000163935",1.59979030066913,-1.59979030066913,0.114909807885711,0.114909807885711,0.204716157800933,0.204716157800934,0.474938203162423,-0.474938203162423,"ENSG00000163935","SFMBT1"
"ENSG00000163933",-0.116381292439725,0.116381292439725,0.907739896665263,0.907739896665263,0.933684274795703,0.933684274795703,-0.0259645685802217,0.0259645685802217,"ENSG00000163933","RFT1"
"ENSG00000163932",2.13604761444193,-2.13604761444193,0.0367741742854418,0.0367741742854418,0.0883137367309475,0.0883137367309474,0.673598932330082,-0.673598932330082,"ENSG00000163932","PRKCD"
"ENSG00000163931",-0.595188859821694,0.595188859821693,0.553960495747038,0.553960495747038,0.650390656117818,0.650390656117819,-0.0483837167667868,0.0483837167667867,"ENSG00000163931","TKT"
"ENSG00000272886",1.20889544190587,-1.20889544190587,0.231456025300235,0.231456025300235,0.341480581478507,0.341480581478507,0.109342000482253,-0.109342000482253,"ENSG00000272886","DCP1A"
"ENSG00000157388",1.53624943950295,-1.53624943950295,0.129745937548924,0.129745937548924,0.223503841315923,0.223503841315923,0.420066364769688,-0.420066364769687,"ENSG00000157388","CACNA1D"
"ENSG00000016391",3.70182720110443,-3.70182720110443,0.00046804468682708,0.000468044686827084,0.00314258575441039,0.00314258575441042,0.527014798810702,-0.527014798810701,"ENSG00000016391","CHDH"
"ENSG00000056736",4.71408642629236,-4.71408642629236,1.49327287592505e-05,1.49327287592506e-05,0.000231271024723568,0.00023127102472357,1.55494192230765,-1.55494192230765,"ENSG00000056736","IL17RB"
"ENSG00000271976",0.872542566672032,-0.872542566672031,0.386398683394598,0.386398683394599,0.498610253238881,0.498610253238882,0.242163890849304,-0.242163890849304,"ENSG00000271976","AC012467.2"
"ENSG00000113812",0.838636601893582,-0.838636601893581,0.405009414870861,0.405009414870862,0.516850986908862,0.516850986908862,0.089832068466477,-0.0898320684664769,"ENSG00000113812","ACTR8"
"ENSG00000113811",0.626456971983026,-0.626456971983024,0.533396810558643,0.533396810558644,0.632075008392048,0.632075008392049,0.0552647666774449,-0.0552647666774448,"ENSG00000113811","SELENOK"
"ENSG00000286353",2.2155233038924,-2.2155233038924,0.0305388309946188,0.0305388309946188,0.0765603303026796,0.0765603303026796,0.780664004073447,-0.780664004073447,"ENSG00000286353","AC115282.1"
"ENSG00000157445",-1.20560799322132,1.20560799322132,0.232712259946741,0.232712259946741,0.342572864434987,0.342572864434987,-0.125728943128669,0.125728943128669,"ENSG00000157445","CACNA2D3"
"ENSG00000114251",0.106302453695349,-0.106302453695349,0.915697797787063,0.915697797787063,0.939005134735663,0.939005134735664,0.0320792281560252,-0.0320792281560253,"ENSG00000114251","WNT5A"
"ENSG00000187672",1.24113929845304,-1.24113929845304,0.219395704701591,0.219395704701592,0.328388246368195,0.328388246368195,0.121373927251385,-0.121373927251385,"ENSG00000187672","ERC2"
"ENSG00000180376",1.00660358676427,-1.00660358676427,0.31817664960263,0.31817664960263,0.43115178739696,0.431151787396961,0.104226103104476,-0.104226103104476,"ENSG00000180376","CCDC66"
"ENSG00000163946",4.68243066945275,-4.68243066945275,1.67206712153831e-05,1.67206712153834e-05,0.000252915005520806,0.000252915005520809,0.489263310346083,-0.489263310346083,"ENSG00000163946","TASOR"
"ENSG00000163947",0.448650342593156,-0.448650342593155,0.655303678111521,0.655303678111521,0.735913884087099,0.7359138840871,0.134433532648441,-0.134433532648441,"ENSG00000163947","ARHGEF3"
"ENSG00000144730",2.45367648587664,-2.45367648587664,0.0170681881399175,0.0170681881399176,0.0498918844607868,0.0498918844607871,0.719166336191132,-0.719166336191131,"ENSG00000144730","IL17RD"
"ENSG00000157500",-0.869027762696744,0.869027762696744,0.388302709906617,0.388302709906616,0.500503683268335,0.500503683268334,-0.0511957431667202,0.0511957431667202,"ENSG00000157500","APPL1"
"ENSG00000174840",1.76373687062158,-1.76373687062158,0.0828786369023799,0.0828786369023801,0.161157667231194,0.161157667231194,0.590286873346456,-0.590286873346455,"ENSG00000174840","PDE12"
"ENSG00000168374",-1.05671596075876,1.05671596075876,0.294886879427497,0.294886879427497,0.407637745090951,0.407637745090952,-0.103394385340543,0.103394385340543,"ENSG00000168374","ARF4"
"ENSG00000272146",2.31709668677844,-2.31709668677844,0.0239365501437621,0.0239365501437622,0.064096092845419,0.0640960928454193,0.885150746258856,-0.885150746258855,"ENSG00000272146","ARF4-AS1"
"ENSG00000174839",2.73609345081479,-2.73609345081478,0.00817037613958805,0.00817037613958809,0.028548413251342,0.0285484132513422,0.968415691030215,-0.968415691030215,"ENSG00000174839","DENND6A"
"ENSG00000163681",0.724482272963966,-0.724482272963964,0.471591720678297,0.471591720678298,0.578958886485328,0.57895888648533,0.0558731658424232,-0.0558731658424231,"ENSG00000163681","SLMAP"
"ENSG00000136068",3.94877550617803,-3.94877550617803,0.000209413340811699,0.000209413340811701,0.001689252498513,0.00168925249851301,1.34949700810228,-1.34949700810228,"ENSG00000136068","FLNB"
"ENSG00000163686",-1.01649890482167,1.01649890482167,0.313482456785505,0.313482456785505,0.426186250903115,0.426186250903115,-0.113937947654973,0.113937947654973,"ENSG00000163686","ABHD6"
"ENSG00000163684",0.782149225081956,-0.782149225081956,0.43720959730337,0.437209597303369,0.54808462685931,0.54808462685931,0.197898098377312,-0.197898098377312,"ENSG00000163684","RPP14"
"ENSG00000168297",4.34537383385528,-4.34537383385527,5.46731792154547e-05,5.46731792154554e-05,0.000609005360834916,0.000609005360834918,0.495422631213535,-0.495422631213534,"ENSG00000168297","PXK"
"ENSG00000168291",0.658409744171598,-0.658409744171598,0.512799100056824,0.512799100056824,0.61396607133933,0.61396607133933,0.201426402673722,-0.201426402673722,"ENSG00000168291","PDHB"
"ENSG00000272182",4.04169585128341,-4.0416958512834,0.000153713187464368,0.00015371318746437,0.00133771774534557,0.00133771774534559,1.49976733392265,-1.49976733392265,"ENSG00000272182","AC135507.1"
"ENSG00000168301",0.743055597756061,-0.74305559775606,0.460354055110653,0.460354055110654,0.569432550194572,0.569432550194573,0.191627244418284,-0.191627244418284,"ENSG00000168301","KCTD6"
"ENSG00000168309",4.83060908144532,-4.83060908144532,9.82358468798693e-06,9.82358468798703e-06,0.000168425302953184,0.000168425302953186,0.588458208770061,-0.588458208770061,"ENSG00000168309","FAM107A"
"ENSG00000242428",3.28297819546156,-3.28297819546156,0.00171766657090079,0.00171766657090079,0.00857911975858224,0.00857911975858228,1.14732003592558,-1.14732003592558,"ENSG00000242428","C3orf67-AS1"
