Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000135617,PRADC1,21,-0.4726,11,-1.4682,12,-1.3182,32,0.18943,38,0.55527,37,0.48399
ENSG00000135624,CCT7,20,-2.6052,92,-0.3348,83,-0.5264,244,1.46526,92,-0.3909,108,-0.0964
ENSG00000163013,FBXO41,96,0.04733,2,-5.4174,72,-0.4441,61,-0.7057,125,0.58400,128,0.63718
ENSG00000144034,TPRKB,21,-0.4930,29,0.00339,30,0.02789,33,0.22278,23,-0.3979,35,0.33022
ENSG00000124356,STAMBP,63,0.24495,148,1.69518,63,0.26359,40,-0.5072,39,-0.5693,38,-0.6528
ENSG00000114956,DGUOK,34,-0.7537,43,-0.3979,44,-0.3600,96,1.01824,45,-0.3726,57,0.04907
ENSG00000163170,BOLA3,62,-0.6908,26,-1.9420,72,-0.5000,138,0.63573,148,0.88242,70,-0.5832
ENSG00000114978,MOB1A,19,-1.3267,36,-0.4112,35,-0.4819,27,-0.8865,64,0.61466,64,0.62949
ENSG00000204843,DCTN1,145,-0.2907,211,0.30021,143,-0.3393,324,1.15995,143,-0.3756,126,-0.5989
ENSG00000115274,INO80B,45,0.51159,7,-2.2998,28,-0.2868,53,0.86272,29,-0.2105,31,-0.1101
ENSG00000239779,WBP1,71,-0.4742,73,-0.4167,75,-0.4107,67,-0.6049,124,0.50837,118,0.40484
ENSG00000115307,AUP1,66,0.54244,50,0.10032,14,-1.9112,49,0.09598,34,-0.5703,72,0.90521
ENSG00000115317,HTRA2,24,-0.5544,29,-0.2751,12,-1.6022,35,0.03798,31,-0.2074,57,1.09356
ENSG00000115350,POLE4,61,-0.6300,58,-0.6974,169,1.13213,86,-0.1091,108,0.32100,50,-1.0792
ENSG00000115364,MRPL19,75,0.63595,42,-0.2763,48,-0.0873,55,0.17071,36,-0.6156,57,0.26179
ENSG00000176204,LRRTM4,69,1.77600,5,-2.1995,6,-2.0380,84,2.76527,8,-1.8660,3,-3.1280
ENSG00000066032,CTNNA2,229,0.39478,89,-1.0646,162,-0.1672,193,0.13012,141,-0.4403,231,0.52147
ENSG00000163541,SUCLG1,100,0.05699,104,0.11099,73,-0.4797,158,0.90110,70,-0.5991,95,-0.0272
ENSG00000034510,TMSB10,866,-1.0552,469,-1.9665,1929,0.19928,2359,0.56542,2782,1.02356,801,-1.3406
ENSG00000176407,KCMF1,77,0.09506,22,-1.7994,66,-0.1580,81,0.19862,98,0.62054,60,-0.3393
ENSG00000152291,TGOLN2,172,0.60479,204,0.88955,69,-0.8706,203,1.01245,91,-0.4811,73,-0.8556
ENSG00000042445,RETSAT,33,-0.0142,19,-0.8303,23,-0.5537,15,-1.2598,23,-0.6152,65,1.54498
ENSG00000168906,MAT2A,111,0.15988,163,0.77557,37,-1.5962,61,-0.8165,42,-1.5200,204,1.61372
ENSG00000115486,GGCX,28,-0.1585,10,-1.6635,26,-0.3036,34,0.19170,19,-0.8835,52,1.10964
ENSG00000168899,VAMP5,25,-1.0190,39,-0.3605,44,-0.1910,11,-2.2842,94,1.40474,46,-0.1289
ENSG00000168894,RNF181,54,-0.5681,66,-0.2685,51,-0.7307,76,-0.0630,99,0.46324,91,0.28586
ENSG00000115525,ST3GAL5,74,0.03767,65,-0.1549,42,-0.8815,113,0.80913,75,0.06493,64,-0.2141
ENSG00000132300,PTCD3,82,0.28795,123,0.94046,39,-0.9322,92,0.52746,41,-0.9225,78,0.24626
ENSG00000132305,IMMT,35,-1.0342,72,0.06657,58,-0.3003,112,0.87814,46,-0.7482,82,0.33828
ENSG00000132313,MRPL35,44,-0.2204,6,-3.0250,51,-0.0148,81,0.82728,50,-0.0219,49,-0.0602
ENSG00000068615,REEP1,83,0.85778,26,-0.9427,23,-1.2358,99,1.34638,32,-0.7811,46,-0.1133
ENSG00000115548,KDM3A,6,-2.2404,26,-0.1980,37,0.40658,37,0.38491,28,-0.1214,30,0.04974
ENSG00000115561,CHMP3,298,0.28773,179,-0.5103,310,0.38780,270,0.14216,305,0.40668,145,-0.9697
ENSG00000239305,RNF103,46,0.15021,69,0.79791,26,-0.8001,57,0.54446,24,-0.9884,50,0.35703
ENSG00000153561,RMND5A,39,-0.2618,62,0.44550,27,-0.8673,57,0.36078,44,-0.1159,52,0.22939
ENSG00000172086,KRCC1,43,-0.5590,198,1.96935,87,0.58660,24,-1.5501,41,-0.7726,55,-0.2310
ENSG00000172005,MAL,31,-1.8925,542,2.94686,77,-0.5844,18,-2.8186,40,-1.7296,143,0.54639
ENSG00000144029,MRPS5,167,1.10437,124,0.60464,79,-0.1334,78,-0.1393,53,-0.8552,85,0.01203
ENSG00000115041,KCNIP3,44,0.18655,1,-4.5949,29,-0.4767,32,-0.3037,43,0.21492,56,0.74512
ENSG00000115042,FAHD2A,71,1.16573,39,0.19620,19,-1.0154,30,-0.2597,23,-0.7280,47,0.59955
ENSG00000232931,LINC00342,443,3.84325,85,0.42629,34,-1.0366,8,-3.1762,34,-1.1532,22,-1.8581
ENSG00000174501,ANKRD36C,912,2.60292,400,1.02634,308,0.66547,46,-2.4265,105,-1.2491,75,-1.7831
ENSG00000084090,STARD7,81,-0.9757,212,0.50665,110,-0.5562,197,0.43977,153,-0.0155,160,0.07837
ENSG00000135956,TMEM127,50,0.76142,18,-0.8546,4,-3.0440,55,1.04179,19,-0.8988,44,0.70205
ENSG00000144021,CIAO1,101,0.19611,105,0.25215,54,-0.8290,131,0.68880,56,-0.8344,109,0.40019
ENSG00000144028,SNRNP200,61,-0.1477,45,-0.5965,58,-0.2537,91,0.54911,37,-1.0293,96,0.73628
ENSG00000213337,ANKRD39,20,-0.4919,17,-0.7334,12,-1.3690,41,0.66248,38,0.57975,27,-0.0575
ENSG00000144199,FAHD2B,11,-1.2440,12,-1.1362,12,-1.2908,44,0.94400,19,-0.5934,41,0.93324
ENSG00000135976,ANKRD36,569,2.55863,271,1.13311,163,0.31906,48,-1.6653,73,-1.0849,49,-1.7498
ENSG00000230606,AC092683.1,391,4.06073,20,-1.5126,33,-0.8113,21,-1.5141,20,-1.6740,22,-1.5206
ENSG00000196912,ANKRD36B,201,2.70145,72,0.76344,43,-0.0718,21,-1.2260,34,-0.4802,11,-2.3042
ENSG00000135940,COX5B,304,-1.6493,309,-1.6281,756,-0.2982,1021,0.21866,1296,0.75185,919,0.03869
ENSG00000115073,ACTR1B,89,0.60085,23,-1.4448,14,-2.2784,103,0.95246,73,0.35972,56,-0.1721
ENSG00000075568,TMEM131,54,0.38705,86,1.16829,32,-0.4824,45,0.11251,28,-0.7572,43,0.04860
ENSG00000040933,INPP4A,84,0.56644,3,-4.2250,38,-0.7286,94,0.85942,55,-0.1329,63,0.14595
ENSG00000183513,COA5,57,-0.2672,39,-0.8369,47,-0.6011,65,-0.0685,77,0.25949,86,0.49399
ENSG00000115446,UNC50,19,-0.9004,48,0.54606,18,-1.0179,39,0.21645,22,-0.8182,55,0.99366
ENSG00000071073,MGAT4A,77,1.89929,15,-0.7137,16,-0.7482,36,0.63828,20,-0.4310,15,-0.8925
ENSG00000196872,KIAA1211L,109,0.88997,19,-1.7508,31,-1.1223,139,1.54274,60,-0.0901,34,-1.0490
ENSG00000158411,MITD1,29,0.09096,61,1.32672,33,0.36148,26,-0.0479,20,-0.5745,19,-0.6359
ENSG00000185414,MRPL30,60,0.74387,34,-0.1533,15,-1.4654,46,0.32594,34,-0.1917,45,0.35166
ENSG00000158417,EIF5B,830,0.87806,659,0.49751,862,1.08127,310,-0.7368,381,-0.4370,272,-1.0217
ENSG00000135945,REV1,61,0.62173,108,1.60666,44,0.12241,30,-0.5120,21,-1.1779,38,-0.1561
ENSG00000144218,AFF3,69,0.57661,16,-1.6283,80,0.92028,45,-0.1135,42,-0.2512,39,-0.3911
ENSG00000170500,LONRF2,144,0.67893,35,-1.5140,59,-0.7666,202,1.47253,70,-0.5335,72,-0.4807
ENSG00000115526,CHST10,20,-0.3405,22,-0.1877,6,-2.0901,27,0.14250,11,-1.4376,53,1.72252
ENSG00000115539,PDCL3,10,-1.5983,50,0.84580,54,1.12392,30,0.04179,26,-0.2269,16,-1.1017
ENSG00000170485,NPAS2,70,0.43869,12,-2.1635,29,-0.9726,48,-0.1679,48,-0.1681,84,0.98808
ENSG00000071082,RPL31,714,-1.2521,1335,-0.3019,2648,0.90432,988,-0.8210,2071,0.49492,1302,-0.4071
ENSG00000175874,CREG2,633,1.35073,37,-3.0233,215,-0.4475,668,1.71982,198,-0.6328,110,-1.6052
ENSG00000071054,MAP4K4,225,-0.5384,1109,2.16581,597,1.18201,98,-1.8815,191,-0.9136,175,-1.0654
ENSG00000233639,PANTR1,5,-3.1927,28,-0.8868,35,-0.5766,63,0.40529,39,-0.4371,84,1.10794
ENSG00000198914,POU3F3,60,-0.8298,180,0.89195,45,-1.3442,65,-0.7882,96,-0.1527,166,0.99703
ENSG00000135972,MRPS9,33,0.11810,27,-0.1951,19,-0.7876,59,1.19491,30,-0.0648,22,-0.6315
ENSG00000135974,C2orf49,60,0.16501,105,1.07533,32,-0.8383,41,-0.4696,30,-1.0317,82,0.87713
ENSG00000071051,NCK2,46,0.25644,3,-3.5878,9,-2.2472,58,0.74280,61,0.96679,32,-0.3363
ENSG00000115652,UXS1,8,-1.5205,18,-0.4255,10,-1.4311,43,1.09714,24,-0.0061,27,0.27909
ENSG00000135968,GCC2,892,1.05985,597,0.39184,870,1.17243,469,0.00863,289,-0.8606,188,-1.5723
ENSG00000169756,LIMS1,50,-0.2111,109,1.06143,34,-0.8212,14,-2.1493,47,-0.3395,94,1.08601
ENSG00000153201,RANBP2,149,0.85007,128,0.59814,84,-0.0745,137,0.80717,57,-0.7789,55,-0.8428
ENSG00000175701,MTLN,49,-1.1522,24,-2.1883,50,-1.1896,158,0.75387,160,0.89495,94,-0.1937
ENSG00000153208,MERTK,0,-5.9398,5,-2.6348,7,-2.3705,9,-1.8953,18,-0.9472,96,3.15802
ENSG00000144161,ZC3H8,107,1.53384,28,-0.6197,59,0.59756,59,0.58467,29,-0.6666,17,-1.5984
ENSG00000188177,ZC3H6,266,0.89172,315,1.18058,265,1.01229,77,-1.1233,115,-0.5294,77,-1.2137
ENSG00000114999,TTL,121,0.46336,148,0.78435,83,-0.1504,97,0.11880,89,-0.0369,64,-0.6331
ENSG00000125611,CHCHD5,17,-1.6935,0,-6.7347,51,-0.0231,42,-0.3711,65,0.43770,76,0.76979
ENSG00000144136,SLC20A1,36,0.05232,20,-0.8593,12,-1.7178,39,0.17844,28,-0.4187,60,1.14692
ENSG00000189223,PAX8-AS1,8,-1.9807,7,-2.1773,22,-0.5040,63,1.44324,29,-0.0202,28,-0.1215
ENSG00000115084,SLC35F5,37,0.57892,32,0.32603,0,-5.5120,19,-0.5384,25,-0.0299,42,1.03965
ENSG00000115091,ACTR3,92,-0.2283,149,0.53097,82,-0.4469,137,0.43720,123,0.27668,78,-0.5716
ENSG00000175497,DPP10,131,0.86363,74,-0.0548,116,0.75100,101,0.48995,17,-2.4539,76,-0.0067
ENSG00000088205,DDX18,154,0.42711,255,1.26852,139,0.28666,117,-0.0075,88,-0.5441,77,-0.7722
ENSG00000125629,INSIG2,10,-1.2921,21,-0.2304,16,-0.7361,39,0.79389,23,-0.1104,29,0.30504
ENSG00000144119,C1QL2,3,-3.2336,0,-6.8816,5,-2.5006,93,2.54078,8,-2.0371,39,0.64443
ENSG00000155368,DBI,299,-1.0397,487,-0.2952,752,0.43623,200,-1.7356,575,-0.0440,882,0.84634
ENSG00000088179,PTPN4,86,0.69985,42,-0.4320,41,-0.4975,95,0.99227,50,-0.1800,38,-0.6806
ENSG00000144118,RALB,63,-0.8784,8,-3.8262,112,-0.0101,129,0.23735,188,1.11111,77,-0.6882
ENSG00000074054,CLASP1,73,0.59367,50,-0.0031,32,-0.7374,64,0.44656,50,-0.0119,45,-0.1873
ENSG00000155438,NIFK,25,-0.8174,51,0.30188,53,0.40814,53,0.40802,22,-1.1123,50,0.34282
ENSG00000211460,TSN,65,-0.1503,114,0.75341,63,-0.2172,77,0.12491,55,-0.4979,79,0.18360
ENSG00000136717,BIN1,169,0.21843,496,2.09847,106,-0.5446,132,-0.1931,85,-0.9709,123,-0.3324
ENSG00000169967,MAP3K2,121,1.13805,97,0.76132,88,0.68920,45,-0.4873,42,-0.6696,38,-0.8309
ENSG00000163166,IWS1,136,0.51059,218,1.30347,195,1.29412,60,-0.8203,57,-0.9677,49,-1.2137
ENSG00000136709,WDR33,59,0.67364,70,0.96990,28,-0.5583,40,0.05216,23,-0.9397,44,0.24261
ENSG00000136731,UGGT1,48,0.93301,72,1.63365,35,0.47497,29,0.10233,8,-1.9635,17,-0.8172
ENSG00000136720,HS6ST1,46,-0.4635,5,-3.5912,10,-2.7594,101,0.88968,75,0.35649,83,0.57948
ENSG00000152082,MZT2B,191,-1.7002,311,-0.9695,666,0.22838,493,-0.2916,839,0.74510,561,-0.0802
ENSG00000136710,CCDC115,64,0.42094,56,0.21170,21,-1.3698,76,0.77875,51,0.05955,41,-0.3167
ENSG00000136718,IMP4,36,-1.1325,43,-0.8867,56,-0.5108,57,-0.5056,95,0.42523,110,0.73963
ENSG00000136002,ARHGEF4,120,-0.5301,67,-1.4095,100,-0.8637,117,-0.6114,174,0.05657,295,1.21057
ENSG00000152102,FAM168B,169,0.83627,84,-0.2807,35,-1.6712,152,0.75032,105,0.07974,88,-0.2460
ENSG00000115762,PLEKHB2,157,-0.2232,61,-1.6519,133,-0.5258,316,1.03193,175,-0.0700,179,-0.0277
ENSG00000173272,MZT2A,149,-0.7283,85,-1.5697,247,0.05813,280,0.27949,338,0.70992,189,-0.4354
ENSG00000150551,LYPD1,47,-0.3267,10,-2.6361,24,-1.3886,33,-0.9352,68,0.32955,106,1.33699
ENSG00000152127,MGAT5,52,0.89725,44,0.63589,14,-1.2215,40,0.51607,22,-0.5266,29,-0.0612
ENSG00000082258,CCNT2,133,2.28175,48,0.45518,21,-0.8565,30,-0.3205,27,-0.5032,22,-0.8648
ENSG00000115839,RAB3GAP1,94,0.64641,26,-1.3045,60,-0.0788,82,0.48806,53,-0.2938,62,-0.0163
ENSG00000048991,R3HDM1,573,1.94168,66,-1.5462,224,0.34846,206,0.19419,173,-0.1122,63,-1.8227
ENSG00000144224,UBXN4,385,0.88054,418,1.02150,328,0.69738,146,-0.7105,154,-0.6797,156,-0.6543
ENSG00000115866,DARS,87,-0.6890,136,-0.0069,147,0.13348,74,-1.0031,75,-1.0627,249,1.32685
ENSG00000168702,LRP1B,139,2.14917,19,-1.1315,71,1.06146,16,-1.4450,20,-1.2014,29,-0.5708
ENSG00000121964,GTDC1,112,0.29070,113,0.31546,92,-0.0135,93,-0.0003,98,0.09920,75,-0.3865
ENSG00000169554,ZEB2,456,0.32969,1289,2.16712,720,1.26002,211,-0.9269,142,-1.6454,136,-1.7145
ENSG00000115947,ORC4,32,-0.4940,23,-1.0204,23,-1.0919,100,1.56318,38,-0.2740,40,-0.2148
ENSG00000204406,MBD5,113,2.05497,53,0.71440,43,0.40197,23,-0.6405,18,-1.1155,19,-1.0344
ENSG00000135999,EPC2,36,0.44952,19,-0.5210,34,0.41400,28,0.09245,18,-0.6645,29,0.15051
ENSG00000168280,KIF5C,962,0.18168,698,-0.3216,1435,0.95003,721,-0.2966,994,0.29047,447,-1.1526
ENSG00000168288,MMADHC,13,-1.7413,21,-1.0856,42,-0.0489,91,1.42556,27,-0.8553,46,0.11611
ENSG00000080345,RIF1,305,1.23783,370,1.58289,159,0.17831,148,0.04954,59,-1.5253,86,-0.9222
ENSG00000162980,ARL5A,46,-1.1136,100,0.07576,92,-0.0639,99,0.07951,104,0.16965,101,0.10949
ENSG00000182389,CACNB4,266,1.73502,40,-1.2989,77,-0.3491,187,1.27547,46,-1.2584,56,-0.9420
ENSG00000157827,FMNL2,207,-0.2290,919,2.36372,357,0.71742,77,-1.8237,69,-2.0953,226,-0.1101
ENSG00000196504,PRPF40A,210,0.57261,451,1.91699,151,0.04513,100,-0.6422,80,-1.0720,120,-0.3806
ENSG00000162989,KCNJ3,62,0.10982,21,-1.5372,25,-1.3265,171,2.26816,34,-0.9145,38,-0.7492
ENSG00000115159,GPD2,27,-0.7612,20,-1.2243,52,0.25063,23,-1.1186,28,-0.8401,87,1.45867
ENSG00000136541,ERMN,95,-1.8233,2592,4.53721,533,0.95529,5,-6.0085,13,-4.9533,4,-6.6787
ENSG00000144283,PKP4,196,-0.0808,662,2.00542,436,1.44415,99,-1.1968,117,-1.0042,64,-1.9726
ENSG00000123636,BAZ2B,489,0.68890,801,1.54335,491,0.78872,97,-1.8978,244,-0.4931,208,-0.7700
ENSG00000136536,MARCH7,46,0.40347,55,0.69592,31,-0.2485,46,0.45109,28,-0.4612,30,-0.3215
ENSG00000241399,CD302,13,-1.4873,3,-3.4791,32,-0.1531,12,-1.7114,42,0.34825,64,1.31054
ENSG00000136560,TANK,9,-2.1186,38,0.07883,49,0.51567,28,-0.4289,31,-0.2796,47,0.52888
ENSG00000115233,PSMD14,110,-0.0366,106,-0.0948,116,0.05585,144,0.44037,96,-0.2882,108,-0.0769
ENSG00000136535,TBR1,93,1.83568,32,0.01675,42,0.50695,53,0.97033,14,-1.3345,6,-2.6270
ENSG00000144290,SLC4A10,226,1.85715,27,-1.5578,59,-0.4143,173,1.62365,34,-1.3601,29,-1.6574
ENSG00000115271,GCA,39,0.36706,95,1.87842,24,-0.4532,47,0.75231,16,-1.1452,16,-1.1057
ENSG00000153253,SCN3A,359,2.35712,55,-0.8032,73,-0.4200,115,0.35956,34,-1.7263,77,-0.3531
ENSG00000136531,SCN2A,1092,2.49485,179,-0.6238,261,-0.0465,385,0.65163,139,-1.1658,80,-2.0432
ENSG00000178662,CSRNP3,180,1.01202,27,-1.8979,85,-0.2270,181,1.17735,65,-0.7179,76,-0.4572
ENSG00000144285,SCN1A,223,1.84389,3,-4.5284,77,0.03332,125,0.93783,35,-1.3213,56,-0.5501
ENSG00000198648,STK39,129,0.54861,187,1.16885,146,0.84615,96,0.08190,60,-0.7661,40,-1.4329
ENSG00000172292,CERS6,106,1.08188,27,-1.0555,40,-0.4940,121,1.54442,31,-0.9735,34,-0.8201
ENSG00000138398,PPIG,910,1.52765,580,0.74866,447,0.36007,288,-0.4012,265,-0.5856,207,-1.0068
ENSG00000154479,CCDC173,86,-0.0208,68,-0.3881,216,1.79785,42,-1.2046,79,-0.1908,48,-1.0730
ENSG00000213160,KLHL23,70,0.74564,27,-0.7631,31,-0.5596,51,0.26178,42,-0.1108,47,0.13626
ENSG00000138385,SSB,294,0.34672,335,0.56114,298,0.41007,287,0.34630,173,-0.5692,172,-0.5833
ENSG00000138382,METTL5,32,-1.0145,2,-4.7585,42,-0.6609,87,0.58770,70,0.20889,83,0.57679
ENSG00000144357,UBR3,121,0.93071,116,0.86128,61,-0.1961,105,0.78195,21,-1.9772,62,-0.1746
ENSG00000128683,GAD1,81,-1.2935,10,-4.3036,18,-3.5932,366,1.24507,54,-2.1057,417,1.87375
ENSG00000115806,GORASP2,28,-0.4440,54,0.57392,22,-0.9029,57,0.73115,25,-0.7620,47,0.41733
ENSG00000198586,TLK1,224,1.22870,104,-0.0248,107,0.01687,141,0.50432,75,-0.6341,74,-0.6396
ENSG00000071967,CYBRD1,38,-0.5206,78,0.59536,42,-0.3912,10,-2.6320,41,-0.4758,99,1.36948
ENSG00000077380,DYNC1I2,497,0.46563,1133,1.90744,579,0.81205,186,-1.1287,201,-1.0854,229,-0.8649
ENSG00000115840,SLC25A12,51,0.39154,13,-1.6567,27,-0.6539,114,2.17455,13,-1.8917,31,-0.4536
ENSG00000091409,ITGA6,26,-1.0642,50,-0.0390,51,-0.0287,12,-2.2560,73,0.70071,66,0.50774
ENSG00000091428,RAPGEF4,243,-0.8918,275,-0.7085,714,0.91504,272,-0.7760,675,0.93005,232,-1.1103
ENSG00000091436,MAP3K20,18,-1.7733,71,0.26339,59,-0.0468,17,-1.9922,137,1.97353,23,-1.6057
ENSG00000172845,SP3,52,0.60527,42,0.28516,8,-2.2569,37,0.06053,40,0.23610,40,0.25171
ENSG00000138430,OLA1,79,-0.4489,63,-0.8033,90,-0.2827,241,1.60501,93,-0.2430,63,-0.9307
ENSG00000138433,CIR1,240,0.75260,247,0.79689,168,0.19659,152,0.02198,103,-0.6954,123,-0.3719
ENSG00000163328,GPR155,233,1.83781,70,-0.1756,61,-0.4355,105,0.51529,51,-0.7970,53,-0.7218
ENSG00000115935,WIPF1,16,-1.4787,261,3.44030,41,-0.0849,10,-2.3308,30,-0.6551,17,-1.5824
ENSG00000128656,CHN1,1301,0.70320,182,-2.3010,581,-0.6195,1623,1.24475,1046,0.43615,354,-1.5003
ENSG00000115966,ATF2,58,0.13465,10,-2.3996,40,-0.4857,101,1.21216,37,-0.6728,59,0.20633
ENSG00000154518,ATP5MC3,89,-1.8211,65,-2.2878,151,-1.1195,548,1.13892,332,0.20934,344,0.28201
ENSG00000144320,LNPK,49,0.39945,38,0.01235,27,-0.5455,61,0.87507,32,-0.2861,31,-0.3670
ENSG00000128654,MTX2,53,0.30435,64,0.61719,16,-1.6149,87,1.29070,36,-0.3416,31,-0.6164
ENSG00000170144,HNRNPA3,303,0.08814,287,-0.0009,219,-0.4527,366,0.43351,291,0.03133,269,-0.1231
ENSG00000116044,NFE2L2,82,-0.8293,437,1.94826,180,0.44735,37,-2.0839,92,-0.7645,150,0.13730
ENSG00000018510,AGPS,34,-0.0405,50,0.58855,36,0.06548,25,-0.5340,20,-0.9180,49,0.71804
ENSG00000079156,OSBPL6,152,1.85360,12,-2.1801,53,0.07076,72,0.63197,19,-1.6615,46,-0.1785
ENSG00000180228,PRKRA,47,-0.0107,39,-0.3028,28,-0.8789,78,0.89434,43,-0.2113,49,0.04549
ENSG00000116095,PLEKHA3,66,0.11906,51,-0.2768,41,-0.6881,68,0.18051,71,0.29569,63,0.03659
ENSG00000187231,SESTD1,82,0.31454,191,1.75898,96,0.63881,54,-0.3808,37,-1.0508,41,-0.8735
ENSG00000163510,CWC22,125,1.03666,154,1.40544,96,0.67800,56,-0.2687,39,-0.9446,30,-1.3402
ENSG00000170035,UBE2E3,44,-1.0458,40,-1.1774,74,-0.2816,150,1.00404,90,0.06977,81,-0.1385
ENSG00000138434,ITPRID2,108,0.59376,148,1.12367,80,0.13201,33,-1.2939,87,0.30506,49,-0.7321
ENSG00000115252,PDE1A,72,1.20755,73,1.24021,38,0.16760,77,1.57237,9,-2.2438,3,-3.5564
ENSG00000077232,DNAJC10,146,1.50374,63,0.09603,30,-1.0888,66,0.17860,52,-0.2494,51,-0.2667
ENSG00000061676,NCKAP1,318,0.48198,92,-1.4299,169,-0.5551,428,1.12031,210,-0.2183,197,-0.3338
ENSG00000065548,ZC3H15,313,0.35868,246,-0.0239,361,0.66413,378,0.75169,161,-0.7935,160,-0.8109
ENSG00000138448,ITGAV,82,-0.4338,109,0.00325,35,-1.8103,72,-0.6823,99,-0.1683,200,1.35309
ENSG00000144369,FAM171B,194,-0.3328,116,-1.1161,237,-0.0281,230,-0.0742,154,-0.8045,393,1.05120
ENSG00000115368,WDR75,81,1.95900,38,0.60936,21,-0.2911,28,0.13064,14,-1.0713,16,-0.8070
ENSG00000138381,ASNSD1,12,-1.7771,43,0.11021,27,-0.6380,73,1.13172,37,-0.1246,37,-0.1414
ENSG00000128699,ORMDL1,36,-0.5879,72,0.49815,28,-1.0541,77,0.68594,31,-0.9423,74,0.69240
ENSG00000198130,HIBCH,75,1.18525,61,0.83560,6,-2.8221,27,-0.4738,26,-0.6005,51,0.72663
ENSG00000151689,INPP1,54,0.17166,125,1.56198,26,-1.0288,46,-0.0866,17,-1.7982,70,0.75665
ENSG00000151690,MFSD6,107,0.31887,281,2.00074,93,0.09943,143,0.90485,37,-1.4660,26,-2.0435
ENSG00000138386,NAB1,42,0.47607,45,0.59446,27,-0.2572,23,-0.5310,35,0.23890,27,-0.2426
ENSG00000115419,GLS,193,0.90297,61,-0.9047,50,-1.2885,262,1.70069,81,-0.5657,68,-0.8624
ENSG00000115415,STAT1,38,-0.3584,53,0.15440,41,-0.2506,67,0.60020,34,-0.6011,55,0.25929
ENSG00000128641,MYO1B,15,-1.0887,3,-3.2589,4,-3.2158,80,1.85879,52,1.06410,12,-1.6272
ENSG00000168497,CAVIN2,8,-2.5407,7,-2.6010,68,0.81606,12,-2.0236,83,1.41667,33,-0.4912
ENSG00000144339,TMEFF2,44,0.12037,169,2.51647,26,-0.7472,67,0.91918,12,-2.0509,18,-1.3940
ENSG00000196950,SLC39A10,221,0.88161,67,-0.9950,88,-0.6242,268,1.41035,121,-0.1046,58,-1.3687
ENSG00000138411,HECW2,103,1.93203,73,1.29401,40,0.32433,47,0.60589,13,-1.6196,3,-3.4966
ENSG00000197121,PGAP1,54,0.98099,27,-0.1366,11,-1.5421,39,0.50161,14,-1.2519,43,0.77846
ENSG00000115524,SF3B1,140,0.14734,258,1.14885,101,-0.3941,132,0.05360,97,-0.5056,126,-0.0259
ENSG00000115520,COQ10B,20,-0.8777,15,-1.3006,9,-2.1166,59,0.90953,31,-0.2728,55,0.90227
ENSG00000144381,HSPD1,226,-0.3228,245,-0.1952,363,0.47881,284,0.04150,239,-0.2800,283,0.03534
ENSG00000115541,HSPE1,113,-1.5086,207,-0.5997,267,-0.2312,375,0.36184,302,-0.0206,385,0.46475
ENSG00000115540,MOB4,48,-0.2485,22,-1.4245,58,0.03574,93,0.89715,48,-0.3139,55,-0.0529
ENSG00000162944,RFTN2,32,-0.6802,129,1.55461,51,0.00083,7,-2.9768,39,-0.4939,72,0.70857
ENSG00000115896,PLCL1,23,-0.4561,104,2.08559,45,0.67385,31,0.00713,25,-0.3504,5,-2.8939
ENSG00000119042,SATB2,75,1.91305,17,-0.5189,16,-0.6674,48,1.29321,12,-1.2116,11,-1.3071
ENSG00000178074,C2orf69,119,1.24935,77,0.52360,36,-0.6966,90,0.89223,39,-0.6378,33,-0.9207
ENSG00000196141,SPATS2L,125,0.32659,60,-0.8153,55,-0.9935,149,0.69217,114,0.21822,95,-0.1289
ENSG00000082153,BZW1,125,-0.0855,194,0.61180,97,-0.5183,147,0.18859,112,-0.3056,147,0.21201
ENSG00000013441,CLK1,202,1.18995,199,1.16612,42,-1.3592,59,-0.8285,69,-0.6356,121,0.42113
ENSG00000155744,FAM126B,126,1.41467,5,-3.4403,54,0.00591,92,1.00937,45,-0.3148,28,-1.1448
ENSG00000119013,NDUFB3,57,-1.6233,69,-1.3306,143,-0.2603,236,0.63290,201,0.37321,170,0.03898
ENSG00000003402,CFLAR,111,0.84411,137,1.19089,43,-0.7241,14,-2.4484,85,0.49916,59,-0.2056
ENSG00000115993,TRAK2,57,-0.0757,146,1.47405,103,0.99155,41,-0.6420,54,-0.2221,23,-1.6075
ENSG00000155755,TMEM237,32,0.18059,42,0.60714,22,-0.4893,42,0.68184,10,-1.6977,38,0.52502
ENSG00000116030,SUMO1,99,-0.3912,42,-1.6755,82,-0.7334,228,1.07590,154,0.36908,104,-0.3916
ENSG00000055044,NOP58,260,1.81676,111,0.34942,89,-0.0076,88,-0.0309,67,-0.5280,48,-1.0797
ENSG00000204217,BMPR2,198,0.43131,88,-0.8279,126,-0.3078,221,0.69025,140,-0.1365,136,-0.1883
ENSG00000163596,ICA1L,89,0.97608,54,0.15899,61,0.38231,76,0.79708,25,-1.1419,31,-0.8046
ENSG00000138442,WDR12,50,1.25910,1,-4.2416,12,-1.0078,35,0.75008,14,-0.8692,30,0.49764
