Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000152127,MGAT5,44,-0.0837,37,-0.3370,40,-0.2255,14,-1.7992,66,0.56164,54,0.24665,55,0.26479,29,-0.6819,17,-1.5139,46,0.00857,80,0.87460,59,0.43376
ENSG00000082258,CCNT2,22,-1.0649,21,-1.1475,16,-1.5648,38,-0.2721,109,1.43244,84,0.98851,11,-2.0434,19,-1.3186,33,-0.4650,62,0.49186,42,-0.1212,66,0.65728
ENSG00000115839,RAB3GAP1,51,-1.0321,111,0.15697,44,-1.2384,96,-0.0721,131,0.41467,86,-0.2424,64,-0.6933,104,0.05052,126,0.35612,107,0.09712,128,0.37753,129,0.44242
ENSG00000048991,R3HDM1,108,-1.1785,291,0.34442,212,-0.1523,78,-1.6473,109,-1.1574,392,0.82508,81,-1.6039,183,-0.3778,649,1.70019,428,0.97357,181,-0.3988,165,-0.5809
ENSG00000144224,UBXN4,217,0.12550,99,-1.0712,166,-0.2904,397,1.10555,245,0.31238,353,0.90763,90,-1.2104,79,-1.4097,290,0.58516,94,-1.1489,222,0.16042,177,-0.2080
ENSG00000115866,DARS,186,0.95685,52,-1.0274,54,-0.9728,202,1.10209,124,0.29965,90,-0.2014,73,-0.5222,77,-0.4331,138,0.46752,73,-0.5150,93,-0.1402,84,-0.3254
ENSG00000168702,LRP1B,45,-0.0877,28,-0.8188,39,-0.2945,43,-0.1503,31,-0.6335,76,0.74678,16,-1.5858,25,-0.9601,57,0.28170,50,0.06856,63,0.45101,72,0.73531
ENSG00000121964,GTDC1,70,-0.6360,114,0.11716,138,0.41734,115,0.12234,40,-1.4522,160,0.64980,87,-0.2986,73,-0.5825,214,1.13876,120,0.19757,115,0.11847,66,-0.7704
ENSG00000169554,ZEB2,198,-0.5055,132,-1.1104,256,-0.1092,1030,2.27946,248,-0.1605,573,1.19549,181,-0.6389,150,-0.9197,273,-0.0069,185,-0.6072,146,-0.9650,99,-1.6265
ENSG00000115947,ORC4,57,-0.3485,46,-0.6643,31,-1.2597,51,-0.5057,28,-1.3734,27,-1.4418,94,0.45004,78,0.14978,59,-0.2849,107,0.64927,111,0.70450,117,0.89458
ENSG00000204406,MBD5,33,-0.2032,27,-0.4913,14,-1.4340,42,0.16549,40,0.08896,67,0.92397,43,0.18517,53,0.51916,48,0.37354,45,0.26454,16,-1.2934,31,-0.3003
ENSG00000135999,EPC2,19,-1.3402,52,0.20573,17,-1.4761,39,-0.2517,93,1.13372,64,0.52276,28,-0.7608,22,-1.0874,58,0.37200,55,0.28767,26,-0.8634,62,0.51615
ENSG00000168280,KIF5C,670,-0.2850,812,0.01223,1437,0.93255,1010,0.35724,361,-1.2215,1107,0.50467,524,-0.6602,484,-0.7801,1065,0.44126,773,-0.0646,860,0.10326,684,-0.2758
ENSG00000168288,MMADHC,28,-0.8066,45,-0.0847,34,-0.5321,17,-1.5076,40,-0.2779,20,-1.2731,85,0.92157,78,0.79580,33,-0.5707,37,-0.3678,26,-0.9200,88,1.11389
ENSG00000080345,RIF1,120,-0.6320,109,-0.7874,63,-1.6064,299,0.79669,166,-0.1453,318,0.89871,104,-0.8471,111,-0.7626,403,1.30020,208,0.20863,148,-0.3142,157,-0.2418
ENSG00000162980,ARL5A,92,-0.0329,110,0.24794,108,0.21417,111,0.25847,116,0.32231,101,0.11687,90,-0.0624,74,-0.3782,96,0.02314,94,-0.0061,71,-0.4361,81,-0.2610
ENSG00000182389,CACNB4,82,-1.2825,162,-0.2590,111,-0.8253,139,-0.4879,79,-1.3308,328,0.86845,214,0.17926,114,-0.7839,186,-0.0434,243,0.38118,326,0.85529,249,0.46424
ENSG00000115145,STAM2,51,0.79797,9,-1.7704,23,-0.4404,45,0.60177,37,0.30032,41,0.44066,11,-1.4595,19,-0.7417,43,0.50823,43,0.52529,21,-0.5880,28,-0.1316
ENSG00000157827,FMNL2,298,0.91849,99,-0.8091,83,-1.0813,596,2.16246,179,0.09560,284,0.83708,69,-1.3536,80,-1.1279,79,-1.1481,113,-0.6067,79,-1.1455,115,-0.6342
ENSG00000196504,PRPF40A,120,-0.0034,88,-0.4798,72,-0.7739,251,1.19700,183,0.67107,191,0.73507,93,-0.4015,42,-1.5643,152,0.36879,83,-0.5719,70,-0.8200,108,-0.1718
ENSG00000162989,KCNJ3,44,-1.8441,149,-0.0265,77,-1.0329,25,-2.6744,81,-0.9573,192,0.36717,216,0.56238,133,-0.2030,174,0.21280,278,0.97661,221,0.59695,191,0.40004
ENSG00000115159,GPD2,98,1.51852,42,0.11275,35,-0.1479,56,0.56668,65,0.82424,22,-0.8612,26,-0.5846,27,-0.5550,18,-1.1889,24,-0.7532,39,0.01677,27,-0.6181
ENSG00000136541,ERMN,53,-1.4251,5,-4.7236,32,-2.1672,1518,6.13603,22,-2.6704,51,-1.4747,8,-4.1931,2,-5.6757,2,-5.9099,5,-4.7894,20,-2.8430,26,-2.5437
ENSG00000123612,ACVR1C,2,-3.5521,19,-0.6051,11,-1.4403,19,-0.6671,5,-2.5644,20,-0.5233,35,0.30941,35,0.29021,72,1.49006,75,1.56076,14,-1.0341,34,0.27633
ENSG00000144283,PKP4,83,-0.6963,103,-0.3600,137,0.07714,459,2.14551,97,-0.4626,169,0.40618,88,-0.6103,108,-0.2946,82,-0.7161,93,-0.5168,78,-0.7932,101,-0.4303
ENSG00000123636,BAZ2B,292,0.33290,131,-0.9025,282,0.28147,613,1.57992,351,0.63144,608,1.56493,66,-1.9240,78,-1.6643,290,0.32720,74,-1.7423,114,-1.1081,85,-1.6289
ENSG00000136536,MARCH7,49,0.11557,31,-0.5606,32,-0.5125,40,-0.2091,71,0.70929,36,-0.3709,27,-0.8124,54,0.27962,59,0.39804,66,0.57705,18,-1.4007,54,0.30631
ENSG00000241399,CD302,95,2.30285,11,-1.1649,38,0.65921,18,-0.4759,104,2.48927,25,0.04848,1,-4.0560,3,-2.8772,4,-2.5748,3,-3.0422,10,-1.3140,4,-2.5845
ENSG00000153250,RBMS1,6,-2.3179,38,0.30412,32,0.06766,9,-1.8729,104,2.04818,61,1.07396,19,-0.7269,18,-0.8101,30,-0.0512,32,0.07067,19,-0.7036,17,-0.9641
ENSG00000136560,TANK,30,-0.1045,17,-0.9424,22,-0.5887,65,1.13470,57,0.90301,9,-1.8772,34,0.07450,35,0.13938,19,-0.7995,13,-1.3104,40,0.35503,38,0.30167
ENSG00000115233,PSMD14,116,0.14103,88,-0.2926,64,-0.7634,90,-0.2592,42,-1.3930,66,-0.7298,136,0.38669,113,0.09930,112,0.08399,102,-0.0612,97,-0.1423,177,0.92125
ENSG00000136535,TBR1,17,-2.4154,40,-1.1630,42,-1.0971,54,-0.7116,13,-2.8012,76,-0.1899,22,-2.0404,32,-1.5089,50,-0.8244,114,0.44382,323,2.27385,169,1.24136
ENSG00000144290,SLC4A10,42,-2.1165,66,-1.4367,53,-1.7811,58,-1.6356,50,-1.8465,250,0.59437,178,0.05502,160,-0.1128,324,1.02064,337,1.08940,135,-0.3694,291,0.95065
ENSG00000115271,GCA,13,-1.7947,51,0.22994,22,-1.0037,70,0.73441,52,0.25993,21,-1.0703,66,0.64850,36,-0.2852,40,-0.1425,39,-0.1698,36,-0.2957,61,0.58829
ENSG00000082438,COBLL1,10,-2.0255,8,-2.2251,22,-0.8644,48,0.35612,312,4.27423,29,-0.4244,3,-3.7211,0,-8.8812,40,0.04973,2,-3.9520,15,-1.3760,6,-2.8699
ENSG00000153253,SCN3A,35,-1.7476,121,0.13473,58,-0.9978,78,-0.5478,117,0.07784,276,1.49685,115,0.04746,81,-0.4910,107,-0.0612,202,0.96293,103,-0.1192,77,-0.6090
ENSG00000136531,SCN2A,139,-1.8274,248,-0.9691,233,-1.0638,309,-0.6359,216,-1.1762,819,0.90252,220,-1.1440,245,-0.9858,945,1.14402,1028,1.28877,744,0.74233,464,-0.0104
ENSG00000178662,CSRNP3,52,-1.9292,160,-0.2476,120,-0.6779,53,-1.8872,116,-0.7374,237,0.37449,214,0.21277,130,-0.5601,362,1.06338,263,0.53581,331,0.91641,198,0.09666
ENSG00000144285,SCN1A,43,-2.1188,49,-1.9054,92,-0.9874,30,-2.6354,111,-0.7087,281,0.74785,154,-0.2050,46,-2.0104,174,-0.0196,119,-0.6018,321,0.96793,434,1.74528
ENSG00000198648,STK39,72,-0.7567,63,-0.9678,134,0.19554,186,0.71594,64,-0.9318,69,-0.8309,42,-1.5500,51,-1.2637,143,0.28845,82,-0.5646,176,0.62931,229,1.21571
ENSG00000172292,CERS6,39,-1.7235,46,-1.4862,82,-0.6358,42,-1.6114,67,-0.9285,87,-0.5334,102,-0.2914,111,-0.1664,167,0.48109,197,0.74540,268,1.26063,198,0.84807
ENSG00000138399,FASTKD1,26,-0.1323,24,-0.2317,13,-1.2087,19,-0.5999,56,1.08306,38,0.45445,20,-0.5026,15,-0.9698,4,-2.8863,32,0.15675,42,0.62207,40,0.61183
ENSG00000138398,PPIG,273,-0.4351,260,-0.5086,252,-0.5546,685,1.03150,332,-0.1343,737,1.15535,166,-1.1848,165,-1.1911,536,0.62727,347,-0.0648,283,-0.3782,333,-0.1404
ENSG00000154479,CCDC173,99,0.98712,42,-0.3691,140,1.58791,99,0.97870,15,-1.9075,67,0.34560,3,-3.9325,13,-2.1151,102,1.02864,36,-0.6168,45,-0.2742,18,-1.6956
ENSG00000213160,KLHL23,47,-0.1316,45,-0.1786,27,-0.9491,42,-0.3090,49,-0.0495,32,-0.7110,34,-0.6276,73,0.56323,88,0.86733,145,1.73586,31,-0.7734,25,-1.1269
ENSG00000138385,SSB,147,-0.7339,168,-0.5358,137,-0.8403,296,0.34626,163,-0.5789,250,0.08078,277,0.24070,205,-0.2247,405,0.85949,191,-0.3351,196,-0.2973,325,0.55511
ENSG00000138382,METTL5,38,-0.6292,73,0.37549,52,-0.1731,42,-0.4749,34,-0.8146,18,-1.7021,91,0.72928,98,0.84107,48,-0.2937,36,-0.7338,31,-0.9279,94,0.88302
ENSG00000144357,UBR3,52,-1.1867,104,-0.1448,24,-2.3466,118,0.05317,75,-0.6485,91,-0.3482,61,-0.9485,91,-0.3480,169,0.61982,165,0.58255,118,0.05792,208,1.09578
ENSG00000128683,GAD1,35,-2.5092,120,-0.6769,83,-1.2204,18,-3.4687,59,-1.7234,301,0.76664,1423,4.08488,34,-2.5360,77,-1.3413,7,-4.8141,9,-4.3895,129,-0.6082
ENSG00000115806,GORASP2,62,0.50291,15,-1.6105,33,-0.4671,21,-1.1706,82,0.95939,10,-2.2649,65,0.56636,55,0.30984,10,-2.2661,63,0.53465,22,-1.0563,74,0.89013
ENSG00000198586,TLK1,75,-0.8810,90,-0.6094,98,-0.4874,120,-0.1790,132,-0.0250,124,-0.1316,66,-1.0849,132,-0.0349,276,1.16645,201,0.63816,109,-0.3268,163,0.33124
ENSG00000123600,METTL8,18,-0.4784,38,0.63806,36,0.54978,50,1.08370,26,0.04365,19,-0.4359,29,0.18077,19,-0.4544,18,-0.5016,13,-0.9695,22,-0.1908,20,-0.3515
ENSG00000071967,CYBRD1,123,2.41513,23,-0.4061,34,0.16521,43,0.53912,109,2.15772,8,-1.8995,5,-2.4732,6,-2.3957,0,-6.7613,10,-1.5880,20,-0.6561,7,-2.1860
ENSG00000077380,DYNC1I2,252,-0.2371,182,-0.7286,174,-0.7971,1001,2.09238,416,0.55355,402,0.50026,184,-0.7113,127,-1.2704,230,-0.3729,169,-0.8442,206,-0.5442,234,-0.3743
ENSG00000115840,SLC25A12,39,-1.1974,58,-0.5885,45,-0.9631,17,-2.3930,58,-0.5977,66,-0.3953,179,1.20333,81,-0.0737,56,-0.6469,101,0.27436,148,0.88165,130,0.75246
ENSG00000144355,DLX1,5,-2.7862,41,0.26405,18,-0.9772,3,-3.3018,7,-2.2817,74,1.23328,231,3.62996,10,-1.7718,42,0.30945,4,-3.0787,2,-4.2153,6,-2.6591
ENSG00000091409,ITGA6,53,0.40758,9,-2.1394,25,-0.7661,42,0.04984,287,3.78824,49,0.30133,15,-1.5150,3,-3.5009,31,-0.4383,0,-5.9255,7,-2.5693,5,-3.2544
ENSG00000091428,RAPGEF4,447,0.46344,287,-0.2316,966,1.77975,447,0.46441,162,-1.0972,417,0.35270,207,-0.7326,278,-0.2823,149,-1.2249,74,-2.2570,508,0.67132,197,-0.8644
ENSG00000091436,MAP3K20,11,-1.8179,3,-3.4821,30,-0.3538,55,0.56735,297,4.13877,26,-0.5933,4,-3.0478,2,-4.2688,11,-1.7737,14,-1.4866,18,-1.1095,11,-1.8791
ENSG00000172845,SP3,24,-0.8014,37,-0.1502,32,-0.3792,37,-0.1611,80,1.08079,53,0.41248,68,0.80956,25,-0.7355,12,-1.8632,40,-0.0459,30,-0.4729,47,0.23662
ENSG00000138430,OLA1,64,-1.3719,113,-0.5288,86,-0.9507,57,-1.5518,67,-1.3176,107,-0.6158,176,0.15572,194,0.30361,230,0.58295,178,0.17133,139,-0.2090,332,1.36593
ENSG00000138433,CIR1,110,-0.4709,108,-0.4864,113,-0.4188,228,0.67889,176,0.26528,179,0.28691,150,0.01493,107,-0.5034,251,0.84082,118,-0.3521,123,-0.2981,135,-0.1639
ENSG00000144306,SCRN3,24,-0.0522,11,-1.2269,17,-0.4982,11,-1.1750,27,0.13593,12,-1.0415,37,0.67699,20,-0.2751,42,0.86467,26,0.12381,39,0.73054,25,0.05277
ENSG00000163328,GPR155,110,-0.4589,97,-0.6515,57,-1.4461,126,-0.2479,113,-0.4253,217,0.60347,123,-0.2836,106,-0.5108,178,0.28613,215,0.59023,156,0.07525,215,0.65565
ENSG00000128656,CHN1,653,-1.2055,1374,-0.0753,1186,-0.3025,572,-1.4048,432,-1.8189,1063,-0.4705,633,-1.2521,2100,0.59850,2366,0.79330,2477,0.86951,2257,0.71630,1815,0.40124
ENSG00000115966,ATF2,52,-0.6207,49,-0.7201,45,-0.8423,51,-0.6524,64,-0.3273,59,-0.4476,95,0.28667,101,0.38349,59,-0.4386,143,0.95459,106,0.47364,100,0.41215
ENSG00000154518,ATP5MC3,268,-0.4777,219,-0.7832,243,-0.6243,144,-1.4130,196,-0.9522,116,-1.7258,599,0.79292,689,1.02531,233,-0.6864,231,-0.7038,337,-0.1264,736,1.30404
ENSG00000144320,LNPK,56,-0.1616,31,-1.0525,45,-0.4982,51,-0.3012,50,-0.3422,55,-0.1968,75,0.28748,25,-1.3492,85,0.48808,106,0.85791,47,-0.4415,92,0.68227
ENSG00000128654,MTX2,29,-1.3285,37,-0.9605,51,-0.4831,33,-1.1160,55,-0.3767,34,-1.1091,96,0.50431,53,-0.4333,48,-0.5719,106,0.65883,113,0.76710,127,1.08711
ENSG00000170144,HNRNPA3,204,-0.5785,243,-0.3082,226,-0.4178,274,-0.1228,440,0.62839,258,-0.2184,436,0.61364,311,0.07245,371,0.35137,303,0.03290,278,-0.0995,256,-0.2470
ENSG00000116044,NFE2L2,235,1.32411,64,-0.7467,92,-0.1869,309,1.82051,200,1.05117,93,-0.1810,61,-0.8248,32,-1.7834,72,-0.5671,21,-2.4063,60,-0.8475,59,-0.9291
ENSG00000018510,AGPS,31,-0.0088,34,0.09563,29,-0.1116,50,0.72876,38,0.30236,21,-0.6180,39,0.34351,28,-0.1949,26,-0.2822,22,-0.5409,19,-0.7379,36,0.21975
ENSG00000079156,OSBPL6,76,-0.1657,75,-0.1940,42,-1.0566,44,-1.0118,64,-0.4414,125,0.60438,146,0.86902,46,-0.9490,75,-0.1976,102,0.28356,86,0.02054,112,0.48839
ENSG00000180228,PRKRA,23,-1.3894,66,0.17792,36,-0.7560,61,0.04775,55,-0.1164,40,-0.6137,90,0.65903,63,0.08549,59,0.00334,64,0.10983,42,-0.5357,86,0.65174
ENSG00000116095,PLEKHA3,32,-1.1543,74,0.10164,49,-0.5301,55,-0.3552,62,-0.1740,97,0.53968,70,0.02392,56,-0.3102,110,0.74634,64,-0.1186,79,0.20491,75,0.13718
ENSG00000187231,SESTD1,42,-0.9663,45,-0.8619,55,-0.5528,152,1.04755,85,0.11154,124,0.71267,44,-0.8860,43,-0.9224,92,0.23497,78,-0.0177,97,0.31724,86,0.14212
ENSG00000144331,ZNF385B,8,-2.0954,13,-1.3659,33,0.02673,15,-1.1633,24,-0.4665,52,0.74248,9,-1.9076,9,-1.8401,29,-0.1971,18,-0.8606,78,1.42401,68,1.35424
ENSG00000163510,CWC22,64,0.06297,13,-2.3156,42,-0.5758,122,1.10059,70,0.18337,111,0.93044,43,-0.5481,7,-3.2444,102,0.79908,54,-0.2132,52,-0.2582,62,0.00087
ENSG00000170035,UBE2E3,50,-1.1937,58,-0.9660,116,0.08430,80,-0.4911,92,-0.2744,76,-0.5661,63,-0.8430,179,0.77729,130,0.25895,113,0.04071,157,0.55950,158,0.63909
ENSG00000138434,ITPRID2,64,0.20024,80,0.54993,44,-0.3851,106,1.01558,112,1.10397,58,0.04363,36,-0.7045,39,-0.5784,49,-0.2183,61,0.11823,31,-0.8962,27,-1.1741
ENSG00000115252,PDE1A,19,-2.0629,30,-1.4149,49,-0.6608,125,0.79652,38,-1.0648,97,0.38624,45,-0.7908,52,-0.5906,44,-0.8188,114,0.65053,168,1.29370,103,0.53302
ENSG00000077232,DNAJC10,22,-1.7448,31,-1.2651,35,-1.0736,48,-0.6153,158,1.29828,93,0.41993,82,0.21999,70,-0.0237,43,-0.7570,101,0.54995,67,-0.1082,88,0.37156
ENSG00000061676,NCKAP1,233,-0.5355,390,0.26358,214,-0.6656,170,-1.0102,251,-0.4243,222,-0.6113,301,-0.1418,425,0.40211,432,0.42751,549,0.81674,311,-0.0930,395,0.31242
ENSG00000170396,ZNF804A,2,-3.7750,20,-0.5315,16,-0.8507,6,-2.2806,4,-2.7071,40,0.57491,114,2.42209,4,-2.8705,77,1.65955,14,-1.0459,8,-1.8464,30,0.12578
ENSG00000065548,ZC3H15,181,-0.9712,168,-1.0855,147,-1.2808,384,0.18058,165,-1.1077,314,-0.1352,293,-0.2378,306,-0.1712,693,1.14573,325,-0.0779,380,0.16636,545,0.83536
ENSG00000138448,ITGAV,301,1.92641,115,0.29040,35,-1.5162,141,0.61628,178,0.99332,74,-0.4019,61,-0.6902,80,-0.2730,74,-0.3878,50,-0.9817,47,-1.0798,44,-1.2321
ENSG00000144369,FAM171B,572,1.48345,169,-0.4886,132,-0.8618,253,0.13123,137,-0.8124,137,-0.8143,101,-1.2716,261,0.18040,342,0.61277,383,0.79684,179,-0.4005,179,-0.4369
ENSG00000144366,GULP1,17,-0.6927,16,-0.7676,13,-1.0533,10,-1.4532,27,0.01997,4,-2.8690,22,-0.2785,44,0.78354,32,0.24844,89,2.00693,8,-1.7570,34,0.38806
ENSG00000204262,COL5A2,15,-1.5244,18,-1.2499,15,-1.4907,0,-7.5236,34,-0.2905,11,-1.9217,9,-2.2772,26,-0.7244,52,0.36660,134,1.97287,19,-1.1942,103,1.75238
ENSG00000115368,WDR75,19,-0.7894,11,-1.6107,26,-0.3404,26,-0.2886,48,0.63534,52,0.78347,54,0.83772,15,-1.0877,15,-1.1403,48,0.64968,20,-0.7170,41,0.40580
ENSG00000138381,ASNSD1,20,-1.1961,31,-0.5231,24,-0.8893,44,0.00347,18,-1.3490,39,-0.1674,89,1.14534,29,-0.6341,61,0.52299,35,-0.3348,50,0.20383,64,0.68432
ENSG00000128699,ORMDL1,43,-0.3631,49,-0.1468,20,-1.5017,72,0.45221,94,0.89083,43,-0.3437,66,0.31223,54,0.01009,42,-0.3894,75,0.52268,16,-1.8392,64,0.29211
ENSG00000198130,HIBCH,92,1.53473,23,-0.6713,19,-0.9836,70,1.07358,30,-0.2902,55,0.65818,26,-0.4799,29,-0.3542,13,-1.4807,27,-0.4437,19,-0.9760,33,-0.1455
ENSG00000151689,INPP1,39,-0.1203,28,-0.6316,10,-2.1012,71,0.80629,44,0.03530,41,-0.0595,83,1.06891,27,-0.7142,53,0.32734,26,-0.7444,31,-0.4764,51,0.30177
ENSG00000151690,MFSD6,21,-2.7835,66,-1.1296,62,-1.2235,156,0.17882,63,-1.1980,62,-1.2357,66,-1.1300,133,-0.0682,181,0.40954,204,0.60324,188,0.47043,304,1.47430
ENSG00000138386,NAB1,32,-0.1125,13,-1.4762,26,-0.4439,40,0.23359,92,1.61220,43,0.32599,37,0.11203,15,-1.2340,32,-0.1216,27,-0.3619,35,0.00657,29,-0.3003
ENSG00000115419,GLS,58,-1.9908,187,-0.2495,129,-0.8111,85,-1.4405,92,-1.3136,216,-0.0261,253,0.22420,142,-0.6692,157,-0.5163,424,1.06553,285,0.41459,412,1.15858
ENSG00000115415,STAT1,31,-1.0072,34,-0.8610,29,-1.1039,75,0.35639,101,0.84688,14,-2.1770,91,0.67633,43,-0.4843,43,-0.4993,55,-0.1200,70,0.25254,94,0.82183
ENSG00000138378,STAT4,10,-1.1484,6,-1.9126,7,-1.7421,1,-4.2199,1,-4.1203,7,-1.6227,39,0.89666,36,0.78938,24,0.11312,42,1.02471,10,-1.1291,52,1.61489
ENSG00000128641,MYO1B,9,-2.2933,25,-0.7894,30,-0.4889,10,-2.1390,135,1.97134,47,0.17222,88,1.20763,35,-0.2683,45,0.10797,43,0.05059,3,-3.5288,37,-0.2154
ENSG00000168497,CAVIN2,12,-1.5241,1,-4.6156,36,0.04423,45,0.39830,323,4.83392,17,-1.0587,3,-3.5132,3,-3.3650,0,-6.7461,6,-2.5021,0,-8.1291,3,-3.3760
ENSG00000144339,TMEFF2,13,-2.4179,25,-1.4699,20,-1.8025,134,1.11106,30,-1.2356,40,-0.7801,91,0.47023,61,-0.1481,33,-1.0886,64,-0.0834,149,1.29869,107,0.83513
ENSG00000196950,SLC39A10,119,-1.4128,108,-1.5565,214,-0.5325,122,-1.3754,194,-0.6844,181,-0.7835,138,-1.1909,165,-0.9238,644,1.22929,500,0.80433,556,0.98140,496,0.88961
ENSG00000138411,HECW2,18,-1.4423,73,0.70521,21,-1.1839,62,0.42922,29,-0.7455,100,1.23296,19,-1.3190,27,-0.8493,47,-0.0030,76,0.76903,35,-0.4275,51,0.14330
ENSG00000119041,GTF3C3,12,-1.4585,13,-1.3306,9,-1.8898,29,-0.1227,56,0.92470,66,1.19874,56,0.91855,32,0.02289,21,-0.6425,12,-1.4616,18,-0.8457,43,0.54590
ENSG00000197121,PGAP1,24,-0.7409,24,-0.7052,17,-1.2657,21,-0.9387,33,-0.2572,102,1.59468,48,0.34673,62,0.73218,32,-0.3059,63,0.75978,14,-1.5349,33,-0.2794
ENSG00000115524,SF3B1,140,-0.1287,97,-0.6854,51,-1.6568,175,0.21656,294,1.06699,209,0.50409,137,-0.1602,83,-0.9202,212,0.52285,189,0.34508,109,-0.5074,140,-0.1362
ENSG00000115520,COQ10B,28,-0.7443,19,-1.3349,41,-0.1518,16,-1.5543,20,-1.2140,37,-0.2949,64,0.54339,65,0.56995,39,-0.2295,51,0.19247,45,0.00520,82,1.06897
ENSG00000144381,HSPD1,259,0.11450,126,-0.9900,154,-0.6876,230,-0.0686,156,-0.6647,278,0.22972,316,0.42975,191,-0.3568,243,0.01645,182,-0.4294,307,0.38419,343,0.62589
ENSG00000115541,HSPE1,299,0.23897,154,-0.7842,275,0.10810,235,-0.1372,124,-1.1103,105,-1.3617,479,1.00434,384,0.63763,202,-0.3702,141,-0.9165,178,-0.5624,382,0.70499
ENSG00000115540,MOB4,70,-0.2695,42,-1.0542,35,-1.2902,42,-1.0443,63,-0.4215,56,-0.6200,139,0.82410,73,-0.2085,81,-0.0394,95,0.20367,119,0.55870,134,0.85312
ENSG00000162944,RFTN2,105,2.02697,11,-1.5424,35,0.17175,106,2.04107,59,1.00729,22,-0.5770,7,-2.2345,17,-0.9365,4,-3.0224,15,-1.1386,13,-1.3384,9,-2.0010
ENSG00000115896,PLCL1,38,-0.2878,7,-2.7082,35,-0.4187,116,1.49820,10,-2.1850,43,-0.1055,9,-2.4479,41,-0.1908,63,0.49158,67,0.58490,28,-0.7665,72,0.78564
ENSG00000119042,SATB2,32,-0.9245,32,-0.9376,38,-0.6700,21,-1.5187,8,-2.9870,63,0.09903,20,-1.5858,90,0.66835,96,0.77043,116,1.08734,121,1.15312,66,0.17874
ENSG00000178074,C2orf69,58,-0.5139,80,-0.0172,61,-0.4505,72,-0.1784,79,-0.0467,101,0.33644,73,-0.1588,58,-0.5065,90,0.14966,116,0.55615,138,0.84060,66,-0.3563
ENSG00000162972,MAIP1,14,-0.7487,4,-2.4210,9,-1.3854,4,-2.6032,23,-0.0147,25,0.13123,45,1.06556,22,-0.0427,39,0.83924,15,-0.5996,20,-0.1814,39,0.94641
ENSG00000196141,SPATS2L,112,-0.2948,123,-0.1611,80,-0.8069,92,-0.6070,174,0.39246,156,0.21902,109,-0.3347,130,-0.0726,268,1.09863,166,0.31609,61,-1.2089,148,0.14139
ENSG00000082153,BZW1,151,0.08294,80,-0.8846,97,-0.5985,170,0.27621,127,-0.1860,167,0.24689,94,-0.6480,133,-0.1085,184,0.40112,155,0.12420,174,0.31486,163,0.22315
ENSG00000013441,CLK1,44,-0.8933,57,-0.5163,34,-1.2617,130,0.78486,184,1.37391,256,1.97590,55,-0.5739,45,-0.8507,20,-2.0410,71,-0.1723,38,-1.1166,49,-0.7844
ENSG00000196290,NIF3L1,12,-1.0282,10,-1.3778,11,-1.2597,18,-0.5205,27,0.12022,8,-1.6587,54,1.23115,40,0.74486,5,-2.2037,17,-0.5702,43,0.87214,40,0.81977
ENSG00000155744,FAM126B,30,-1.8805,102,-0.0724,63,-0.7906,46,-1.2539,88,-0.2976,205,1.05894,162,0.67005,69,-0.6549,107,0.00396,164,0.69085,131,0.33049,108,0.01727
ENSG00000119013,NDUFB3,161,0.16142,92,-0.6920,170,0.25233,105,-0.5034,51,-1.5883,31,-2.3104,235,0.76951,198,0.49491,157,0.12263,78,-0.9396,132,-0.1437,238,0.88941
ENSG00000003402,CFLAR,61,0.26848,47,-0.1309,25,-1.0750,123,1.44107,246,2.80786,81,0.73630,17,-1.5932,17,-1.6436,15,-1.8430,12,-2.1390,5,-3.2104,7,-3.0123
ENSG00000115993,TRAK2,58,-0.3309,53,-0.4629,61,-0.2524,122,0.83427,82,0.19221,70,-0.0569,43,-0.8036,28,-1.4474,158,1.26960,65,-0.1735,85,0.25468,58,-0.3709
ENSG00000155755,TMEM237,25,-0.5413,26,-0.5009,18,-1.0075,29,-0.3366,50,0.52979,13,-1.5108,53,0.61728,34,-0.0561,32,-0.1781,45,0.35175,55,0.68056,42,0.29734
ENSG00000003393,ALS2,13,-1.5648,24,-0.6246,24,-0.6445,4,-2.9844,63,0.89331,41,0.20373,39,0.12115,19,-0.9395,60,0.81912,51,0.55551,24,-0.6229,53,0.67781
ENSG00000116030,SUMO1,116,-0.3433,127,-0.2066,111,-0.4049,87,-0.7762,54,-1.4765,81,-0.8770,213,0.61324,354,1.47165,116,-0.3447,135,-0.1096,99,-0.5866,194,0.51544
ENSG00000055044,NOP58,65,-0.5625,71,-0.4287,50,-0.9386,132,0.54172,132,0.54036,210,1.32287,73,-0.3897,44,-1.1527,51,-0.9098,96,0.03757,40,-1.2991,127,0.52953
