Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000113456,RAD1,20,-0.4863,8,-1.7716,56,1.10267,5,-2.5023,31,0.16892,15,-0.9776,40,0.61744,41,0.59390,25,-0.1709
ENSG00000113460,BRIX1,58,1.26387,18,-0.6190,25,-0.1204,16,-0.7743,27,0.01825,14,-0.9753,41,0.77462,8,-1.7044,23,-0.2661
ENSG00000168724,DNAJC21,101,0.35943,84,0.06687,78,-0.0644,13,-2.7052,85,0.08708,31,-1.4583,120,0.71307,129,0.74446,62,-0.4391
ENSG00000152582,SPEF2,24,0.12336,7,-1.7272,12,-0.8918,5,-2.0521,8,-1.5361,62,1.69581,33,0.68297,60,1.63685,8,-1.6593
ENSG00000164187,LMBRD2,89,-0.7201,36,-2.0749,105,-0.4674,126,-0.1847,122,-0.2608,221,0.71153,249,1.04367,156,0.14872,115,-0.3613
ENSG00000152620,NADK2,37,-0.6839,78,0.48875,99,0.87411,130,1.34636,39,-0.6530,57,-0.0024,56,-0.0318,25,-1.2371,36,-0.7553
ENSG00000079215,SLC1A3,222,-1.8505,778,0.04669,3497,2.78836,2309,1.91071,296,-1.5170,219,-1.8758,133,-2.7186,259,-1.6245,459,-0.8248
ENSG00000285967,NIPBL-DT,30,0.60357,7,-1.5067,29,0.50619,15,-0.4825,13,-0.7180,20,-0.0639,33,0.83797,15,-0.5212,20,-0.0612
ENSG00000164190,NIPBL,248,1.59709,65,-0.5869,117,0.31969,57,-0.7969,47,-1.1570,58,-0.7729,88,-0.1297,242,1.55449,44,-1.2516
ENSG00000197603,CPLANE1,116,0.89275,30,-1.2118,39,-0.8314,5,-3.6930,29,-1.3240,87,0.40928,76,0.23098,237,2.18818,39,-0.8886
ENSG00000113569,NUP155,9,-0.9088,22,0.50955,16,-0.0026,13,-0.2844,16,0.04128,11,-0.5365,14,-0.2719,29,0.96617,16,-0.0278
ENSG00000082068,WDR70,75,1.39225,8,-2.0404,40,0.35602,11,-1.5924,26,-0.3679,14,-1.2911,40,0.38429,67,1.17716,20,-0.7739
ENSG00000113594,LIFR,139,1.15750,55,-0.3359,205,1.85205,36,-0.9911,36,-1.0349,55,-0.3401,39,-0.9363,77,0.18955,53,-0.4346
ENSG00000164327,RICTOR,85,1.24320,16,-1.3148,14,-1.5283,8,-2.3602,25,-0.7638,94,1.42350,48,0.32217,47,0.25343,33,-0.2911
ENSG00000113638,TTC33,29,-0.8515,42,-0.2681,34,-0.6168,68,0.47634,53,0.09555,46,-0.1403,72,0.63958,45,-0.1878,45,-0.1820
ENSG00000132356,PRKAA1,17,-0.5210,16,-0.5997,21,-0.1556,17,-0.4765,27,0.25662,37,0.71483,17,-0.5449,43,0.96007,22,-0.1411
ENSG00000145592,RPL37,1497,0.65209,1783,0.94429,736,-0.4729,1921,1.07140,1114,0.19274,604,-0.7747,485,-1.1810,250,-2.0909,993,-0.0092
ENSG00000182836,PLCXD3,70,0.81717,2,-4.0542,14,-1.6875,14,-1.6309,53,0.42227,68,0.77747,29,-0.6014,92,1.28478,39,-0.1077
ENSG00000083720,OXCT1,41,-1.6072,61,-1.0300,98,-0.3210,88,-0.4723,195,0.89165,193,0.76248,159,0.49907,96,-0.3477,77,-0.7274
ENSG00000205765,C5orf51,27,0.53049,37,1.04976,15,-0.4143,4,-2.1453,16,-0.3291,12,-0.6563,12,-0.8135,36,1.01660,22,0.25015
ENSG00000250722,SELENOP,679,3.90888,98,-1.6915,83,-0.2569,106,0.13288,29,-1.9420,36,-1.5066,14,-3.0175,18,-2.4974,33,-1.7091
ENSG00000172262,ZNF131,36,0.22269,4,-3.0394,17,-0.8755,59,1.04428,37,0.30063,68,1.28472,24,-0.3935,29,-0.1204,18,-0.8515
ENSG00000177453,NIM1K,10,-0.9172,18,-0.0701,17,-0.2105,17,-0.1602,18,-0.0937,52,1.65165,19,0.03943,14,-0.4156,13,-0.6652
ENSG00000112972,HMGCS1,117,-0.8466,250,0.32923,180,-0.1856,264,0.41679,224,0.17617,187,-0.1300,251,0.37823,203,0.00023,142,-0.6017
ENSG00000172239,PAIP1,70,-0.2342,76,-0.1074,78,-0.0634,99,0.31452,90,0.18101,64,-0.3599,110,0.53256,63,-0.4007,63,-0.4327
ENSG00000248092,NNT-AS1,106,0.86158,66,0.09897,70,0.19550,51,-0.2848,46,-0.4862,23,-1.4625,63,0.03253,63,0.03311,72,0.26709
ENSG00000112992,NNT,39,-1.3457,90,-0.0860,96,0.00723,59,-0.7410,113,0.30718,159,0.82240,105,0.17629,89,-0.1091,87,-0.1542
ENSG00000251141,MRPS30-DT,24,-0.1635,23,-0.2353,5,-2.3905,14,-1.0173,23,-0.2627,13,-1.0806,45,0.93487,64,1.43292,22,-0.3521
ENSG00000112996,MRPS30,25,-1.0150,40,-0.3443,40,-0.3547,56,0.18207,66,0.49600,30,-0.7884,59,0.28116,67,0.46774,46,-0.1462
ENSG00000272335,AC093297.2,7,-1.6411,16,-0.5101,30,0.40665,0,-5.1081,34,0.70612,34,0.63177,33,0.66455,9,-1.4002,22,-0.0917
ENSG00000164588,HCN1,9,-3.1222,30,-1.4071,65,-0.2441,19,-2.0975,147,1.24017,35,-1.1869,116,0.76086,104,0.50104,63,-0.3202
ENSG00000151883,PARP8,15,-0.5428,22,0.04305,1,-4.2531,10,-1.1625,30,0.65931,33,0.69645,32,0.77782,17,-0.3090,15,-0.5566
ENSG00000164172,MOCS2,47,-0.8561,98,0.25371,89,0.10254,86,0.05087,114,0.55641,58,-0.5441,81,-0.0433,60,-0.4906,85,0.03575
ENSG00000164258,NDUFS4,22,-1.2484,52,0.05033,89,0.92294,55,0.15039,94,1.17416,26,-1.0024,38,-0.4527,40,-0.3346,27,-1.0281
ENSG00000185305,ARL15,3,-2.7121,13,-0.5607,15,-0.3564,7,-1.5230,21,0.13367,32,0.82364,32,0.90066,24,0.31455,16,-0.3051
ENSG00000178996,SNX18,40,1.60323,5,-1.5686,32,1.16949,18,0.23862,9,-0.8838,13,-0.2448,10,-0.6089,3,-2.0791,17,0.14574
ENSG00000067248,DHX29,117,1.26887,42,-0.3853,59,0.13308,19,-1.5469,30,-0.9720,76,0.54375,58,0.11188,99,0.97196,31,-0.9164
ENSG00000039123,MTREX,52,0.17674,10,-2.2300,69,0.62954,53,0.22985,40,-0.2427,106,1.37735,45,-0.0529,57,0.33207,19,-1.4500
ENSG00000067113,PLPP1,55,0.71779,9,-1.9411,121,2.14707,29,-0.2693,37,0.09529,26,-0.4292,25,-0.5332,20,-0.8364,17,-1.1927
ENSG00000134352,IL6ST,175,0.23859,247,0.79826,278,0.99450,237,0.72813,111,-0.5122,122,-0.3235,85,-0.9410,113,-0.4473,122,-0.3598
ENSG00000062194,GPBP1,200,0.65802,100,-0.4399,129,-0.0421,88,-0.6369,104,-0.4135,197,0.63736,165,0.38672,175,0.44193,82,-0.7890
ENSG00000249436,AC008780.1,29,-0.0888,27,-0.2112,20,-0.6712,34,0.17882,21,-0.6202,79,1.57820,49,0.85829,12,-1.3348,13,-1.3743
ENSG00000145632,PLK2,13,-3.0172,29,-1.9093,103,-0.0245,54,-1.0161,148,0.61966,204,1.09057,185,1.05926,56,-0.9515,65,-0.7869
ENSG00000152932,RAB3C,21,-3.2913,73,-1.5065,108,-0.9102,170,-0.2245,353,1.09910,106,-0.9389,221,0.21052,238,0.30763,244,0.38591
ENSG00000113448,PDE4D,20,-0.9724,41,0.06876,49,0.36363,25,-0.6987,35,-0.2009,23,-0.8270,53,0.56013,39,0.00207,47,0.34690
ENSG00000152931,PART1,22,-1.8800,41,-0.9835,25,-1.7280,3,-4.5920,116,0.70447,97,0.33661,128,0.88254,105,0.45367,82,0.06066
ENSG00000164181,ELOVL7,49,1.52114,49,1.50473,28,0.59081,2,-3.3718,11,-0.9280,19,-0.0426,5,-2.1279,17,-0.2220,19,-0.0008
ENSG00000164182,NDUFAF2,38,-0.4595,38,-0.4935,59,0.21432,68,0.43640,73,0.60090,18,-1.5539,51,-0.0332,55,0.10221,49,-0.1004
ENSG00000188725,SMIM15,32,0.22908,38,0.50897,13,-1.0659,62,1.34070,30,0.14039,22,-0.3695,22,-0.3484,24,-0.2094,17,-0.7639
ENSG00000130449,ZSWIM6,93,1.25206,17,-1.4172,39,-0.1584,13,-1.7791,38,-0.2065,43,0.00567,38,-0.1957,84,1.08541,38,-0.2235
ENSG00000068796,KIF2A,142,1.29011,64,-0.0077,58,-0.1783,74,0.22337,45,-0.5956,24,-1.4954,90,0.59535,72,0.16600,35,-0.9782
ENSG00000086200,IPO11,13,-0.3018,6,-1.3821,30,1.01751,12,-0.4593,19,0.28381,11,-0.5470,24,0.70423,6,-1.3849,14,-0.2220
ENSG00000164197,RNF180,14,-0.6016,26,0.35774,17,-0.3058,22,0.08587,19,-0.1792,22,0.08172,22,0.10628,27,0.42365,20,-0.0819
ENSG00000186479,RGS7BP,22,-0.5097,8,-1.9097,12,-1.3684,35,0.21947,21,-0.5967,22,-0.4849,58,1.23521,56,0.99831,24,-0.3574
ENSG00000153006,SREK1IP1,88,0.76453,39,-0.4938,55,0.02652,32,-0.7996,28,-1.1043,73,0.47195,66,0.34035,96,0.92342,41,-0.4853
ENSG00000153015,CWC27,131,1.07575,54,-0.3436,44,-0.6716,39,-0.8322,56,-0.3163,32,-1.1229,92,0.53836,84,0.34383,66,-0.0406
ENSG00000113593,PPWD1,26,0.51579,17,-0.1849,24,0.35844,5,-1.7943,17,-0.2156,51,1.65380,12,-0.7677,30,0.74630,8,-1.3191
ENSG00000113595,TRIM23,62,-0.4581,14,-2.6261,48,-0.8626,58,-0.5621,97,0.26047,63,-0.4476,151,1.09884,83,-0.0119,90,0.12878
ENSG00000113597,TRAPPC13,31,-0.0712,29,-0.1546,40,0.33268,8,-2.0951,37,0.23994,49,0.66380,45,0.59890,31,-0.0532,17,-0.9932
ENSG00000197860,SGTB,45,-1.8361,98,-0.6693,146,-0.0519,120,-0.3645,232,0.78002,102,-0.6132,184,0.34510,165,0.13945,154,0.02602
ENSG00000123213,NLN,47,0.25679,38,-0.0431,30,-0.4400,25,-0.6940,30,-0.4579,25,-0.6679,59,0.71085,61,0.68530,35,-0.1855
ENSG00000112851,ERBIN,587,2.65108,170,0.37332,134,0.00096,139,0.05108,34,-2.1523,93,-0.5745,49,-1.6293,120,-0.1810,101,-0.4700
ENSG00000153914,SREK1,183,0.76969,66,-0.8223,119,0.07454,32,-1.9123,74,-0.7099,164,0.58837,113,-0.0025,273,1.46000,75,-0.6901
ENSG00000069020,MAST4,37,-1.2349,35,-1.3392,133,0.73984,114,0.49462,67,-0.3803,48,-0.8422,93,0.19130,148,0.92840,84,0.01309
ENSG00000145675,PIK3R1,244,-0.4104,101,-1.7350,220,-0.5719,97,-1.7997,347,0.15011,314,-0.0178,519,0.89928,473,0.63866,318,-0.0003
ENSG00000145740,SLC30A5,20,-0.3604,17,-0.6128,23,-0.1073,30,0.28541,28,0.19948,23,-0.1644,34,0.52212,28,0.19368,18,-0.5376
ENSG00000134056,MRPS36,24,-1.1190,42,-0.2700,69,0.52849,43,-0.2220,91,1.12036,53,0.10163,51,0.04977,12,-2.0511,35,-0.5996
ENSG00000134058,CDK7,4,-1.9348,1,-3.8396,21,0.58123,30,1.16773,19,0.42158,22,0.63438,22,0.68162,6,-1.3027,6,-1.4598
ENSG00000085231,AK6,22,-0.8916,46,0.23963,34,-0.2199,75,1.02765,63,0.84752,32,-0.3550,28,-0.6061,27,-0.5761,29,-0.5120
ENSG00000273841,TAF9,15,-2.2557,35,-1.0611,50,-0.5231,57,-0.3300,134,1.21411,89,0.36811,93,0.49009,33,-1.1639,56,-0.3903
ENSG00000152942,RAD17,26,-0.1122,29,0.06283,19,-0.5706,28,0.01248,25,-0.1416,54,1.06786,30,0.11756,30,0.10512,19,-0.6489
ENSG00000145734,BDP1,409,0.82526,152,-0.7348,159,-0.6685,50,-2.3809,100,-1.4584,234,-0.0764,269,0.16267,732,1.86224,235,-0.0739
ENSG00000131844,MCCC2,5,-2.3082,47,1.07499,45,0.98722,49,1.12997,13,-0.9940,22,-0.1893,21,-0.2558,19,-0.3952,19,-0.4283
ENSG00000164326,CARTPT,0,-8.1025,2,-3.5444,17,-0.5213,6,-1.9716,53,1.56623,0,-7.8883,73,2.37259,0,-6.8266,4,-2.8065
ENSG00000131711,MAP1B,4530,-0.0080,1522,-1.6648,2218,-1.1029,719,-2.7692,4676,0.04650,2349,-1.0167,7563,0.93682,10041,1.30846,4388,-0.0637
ENSG00000113048,MRPS27,19,-1.1947,45,0.10382,49,0.23795,33,-0.3751,47,0.19269,37,-0.2084,58,0.58180,25,-0.8057,43,0.05127
ENSG00000083312,TNPO1,106,0.71044,17,-2.0393,83,0.31609,88,0.39677,38,-0.9462,85,0.34506,68,-0.0167,81,0.27477,73,0.12066
ENSG00000157107,FCHO2,38,0.93722,9,-1.3262,8,-1.4259,12,-0.8856,6,-1.9359,57,1.64287,29,0.54636,44,1.19777,8,-1.4611
ENSG00000145741,BTF3,120,-0.2158,169,0.32470,148,0.11450,199,0.59103,230,0.95057,89,-0.6725,118,-0.2643,51,-1.5008,89,-0.7160
ENSG00000164331,ANKRA2,44,1.45715,16,-0.1506,24,0.46789,15,-0.2849,19,0.12799,19,0.07006,13,-0.5803,11,-0.7313,11,-0.7382
ENSG00000171617,ENC1,55,-4.0518,272,-1.7208,446,-0.9855,199,-2.1825,909,0.12463,546,-0.6771,2278,2.02229,696,-0.3049,785,-0.1295
ENSG00000049860,HEXB,15,-1.2150,13,-1.4429,33,-0.0929,37,0.08230,58,0.93816,51,0.59531,43,0.38530,30,-0.2441,18,-1.0622
ENSG00000164347,GFM2,9,-1.2828,14,-0.5600,11,-0.9703,19,-0.1653,41,1.29966,33,0.73187,20,-0.0442,10,-1.0376,15,-0.5439
ENSG00000164346,NSA2,204,0.88686,106,-0.1621,118,0.00602,138,0.24357,101,-0.2620,98,-0.2838,140,0.30730,127,0.11751,70,-0.8552
ENSG00000198780,FAM169A,38,-1.0234,40,-0.9724,108,0.57958,55,-0.4761,76,0.01177,73,-0.0432,107,0.64308,68,-0.1604,76,0.03296
ENSG00000176928,GCNT4,1,-3.1839,6,-1.3951,6,-1.4508,0,-4.8052,10,-0.6576,49,1.92049,21,0.52538,17,0.12569,23,0.65069
ENSG00000113161,HMGCR,20,-2.5932,47,-1.3267,73,-0.6607,111,-0.0190,154,0.56482,129,0.21909,146,0.46812,169,0.65577,99,-0.2091
ENSG00000113163,CERT1,95,-0.1194,98,-0.0638,88,-0.2252,43,-1.3000,104,0.02895,90,-0.1967,146,0.64109,143,0.54116,84,-0.3277
ENSG00000122008,POLK,96,1.66314,42,0.25418,15,-1.2777,9,-2.0171,9,-2.1018,60,0.85709,45,0.41599,43,0.32505,26,-0.5288
ENSG00000122012,SV2C,2,-3.0675,6,-1.3920,12,-0.4188,4,-2.0629,36,1.62069,0,-7.3032,7,-1.2072,32,1.17740,22,0.65237
ENSG00000164252,AGGF1,114,0.50085,55,-0.6371,57,-0.5874,36,-1.2557,74,-0.2030,52,-0.7327,130,0.81090,131,0.72257,73,-0.2147
ENSG00000113231,PDE8B,63,-0.7711,98,-0.0795,97,-0.0974,113,0.14137,60,-0.9033,184,0.93026,156,0.73926,108,0.07028,74,-0.5651
ENSG00000164253,WDR41,33,-0.0822,34,-0.0534,42,0.29014,43,0.34572,46,0.47499,36,0.06479,33,-0.0995,25,-0.5357,24,-0.6062
ENSG00000171530,TBCA,241,0.22409,213,0.03101,203,-0.0502,256,0.31711,203,-0.0545,205,-0.0356,204,-0.0474,216,0.04923,183,-0.2322
ENSG00000132842,AP3B1,90,1.99460,35,0.37195,28,-0.0048,25,-0.1784,16,-0.9329,9,-1.6657,25,-0.1652,29,0.06448,18,-0.6867
ENSG00000085365,SCAMP1,65,-1.2079,117,-0.3230,84,-0.8393,96,-0.6340,170,0.28843,153,0.09153,194,0.52842,186,0.40094,152,0.08511
ENSG00000152409,JMY,56,0.20484,35,-0.5157,65,0.42721,24,-1.0857,43,-0.2540,60,0.31474,63,0.42354,74,0.63589,34,-0.6237
ENSG00000152413,HOMER1,47,-1.6423,44,-1.7497,65,-1.1655,57,-1.3719,136,-0.0550,141,0.00477,279,1.30989,225,0.76558,136,-0.0475
ENSG00000164329,TENT2,17,0.17135,22,0.56694,4,-2.0643,7,-1.2321,10,-0.7250,16,0.07280,25,0.87365,31,1.11362,9,-0.8138
ENSG00000164309,CMYA5,29,0.44771,16,-0.5189,49,1.32378,5,-2.1969,9,-1.4785,5,-2.1323,16,-0.5299,80,2.23177,15,-0.5934
ENSG00000177034,MTX3,32,-0.3932,40,-0.0469,34,-0.2908,18,-1.2833,55,0.51969,61,0.62874,50,0.34541,52,0.37873,23,-0.9333
ENSG00000164300,SERINC5,131,2.46453,49,0.65205,31,-0.0557,27,-0.2654,6,-2.6137,35,0.12289,18,-0.9588,15,-1.1691,26,-0.3420
ENSG00000039319,ZFYVE16,234,2.14151,20,-1.8023,94,0.52390,43,-0.6874,21,-1.8801,142,1.21721,25,-1.6176,119,0.91015,35,-1.0847
ENSG00000249042,AC008771.1,11,-1.0157,17,-0.3929,4,-2.4085,9,-1.3275,25,0.24985,29,0.43956,39,1.04492,13,-0.7792,26,0.28681
ENSG00000228716,DHFR,59,0.99107,32,-0.0041,14,-1.1848,25,-0.3950,35,0.14892,20,-0.7233,29,-0.1287,29,-0.1503,38,0.29192
ENSG00000113318,MSH3,72,1.21265,34,-0.0178,22,-0.6522,13,-1.4148,17,-1.1070,52,0.66888,38,0.18463,61,0.93988,22,-0.6799
ENSG00000113319,RASGRF2,46,-0.9716,52,-0.7715,35,-1.3774,27,-1.7336,81,-0.1148,15,-2.5838,280,2.54192,50,-0.8344,45,-1.0636
ENSG00000131732,ZCCHC9,16,0.01419,15,-0.1307,8,-1.1067,31,1.04973,11,-0.6040,12,-0.4071,22,0.50941,24,0.60105,11,-0.5922
ENSG00000145687,SSBP2,43,-0.8645,104,0.49082,71,-0.1171,111,0.59182,63,-0.3412,161,1.21874,81,0.09446,42,-0.9004,49,-0.7249
ENSG00000186468,RPS23,760,0.69836,1064,1.27187,479,-0.0423,849,0.88456,583,0.29798,250,-1.0402,228,-1.2577,97,-2.4360,393,-0.3800
ENSG00000174695,TMEM167A,60,-0.4714,62,-0.4385,55,-0.6121,145,0.91980,108,0.48736,70,-0.2450,68,-0.3205,68,-0.2973,87,0.09056
ENSG00000038427,VCAN,318,3.31354,129,1.39366,25,-1.1905,55,-0.0247,6,-3.4009,29,-1.0052,12,-2.4015,27,-1.0620,24,-1.3658
ENSG00000164176,EDIL3,745,2.73036,79,-1.1298,91,-0.9065,118,-0.5201,170,0.05699,133,-0.3353,83,-1.1172,97,-0.8099,103,-0.7724
ENSG00000127184,COX7C,227,-1.5786,856,0.46237,987,0.69435,522,-0.3204,1254,1.27394,490,-0.4172,413,-0.7321,194,-1.8081,540,-0.2903
ENSG00000145715,RASA1,20,-1.6443,35,-0.8642,31,-1.0123,21,-1.5783,69,0.21925,131,1.25883,83,0.54696,67,0.14025,61,0.00121
ENSG00000134480,CCNH,17,-1.3377,48,0.17689,30,-0.5406,102,1.44385,60,0.59654,28,-0.6696,47,0.14988,29,-0.6093,23,-1.0002
ENSG00000164180,TMEM161B,28,0.83281,7,-1.1552,17,0.04815,8,-0.9986,20,0.37480,17,0.07149,16,-0.0289,38,1.36653,4,-2.0830
ENSG00000247828,TMEM161B-AS1,116,0.27846,71,-0.4844,108,0.16963,62,-0.6847,54,-0.9592,173,0.93735,77,-0.3991,278,1.77586,48,-1.1489
ENSG00000245526,LINC00461,70,0.18424,60,-0.0695,118,1.02662,85,0.48240,46,-0.5256,25,-1.3847,51,-0.3607,86,0.50783,57,-0.1486
ENSG00000081189,MEF2C,70,-3.0575,190,-1.6035,388,-0.5304,164,-1.8256,844,0.79280,292,-0.9631,951,1.03082,852,0.71704,504,-0.1363
ENSG00000153140,CETN3,71,1.27440,43,0.42685,48,0.59006,61,1.00349,15,-1.2693,14,-1.2819,22,-0.6445,40,0.32989,21,-0.7290
ENSG00000176055,MBLAC2,12,-0.7892,5,-2.0372,6,-1.9312,21,-0.0303,23,0.17614,34,0.74534,32,0.73804,21,0.02698,22,0.05327
ENSG00000164199,ADGRV1,57,0.13716,112,1.25261,227,2.62256,69,0.44761,9,-2.7602,37,-0.5515,10,-2.4965,75,0.56553,6,-3.1552
ENSG00000113369,ARRDC3,52,1.26382,26,0.10765,8,-1.6347,18,-0.3863,18,-0.4989,32,0.46985,22,-0.1103,28,0.26372,21,-0.2077
ENSG00000237187,NR2F1-AS1,18,-1.8701,27,-1.3380,90,0.53021,53,-0.3065,95,0.69621,86,0.44895,79,0.35739,64,-0.0193,45,-0.6208
ENSG00000175745,NR2F1,106,-0.5721,87,-0.8590,182,0.27232,198,0.41294,103,-0.6643,274,0.94840,180,0.29026,128,-0.2730,147,-0.0707
ENSG00000113391,FAM172A,62,0.63528,42,0.02881,15,-1.5325,42,0.01119,28,-0.6677,35,-0.2484,67,0.86749,48,0.22557,32,-0.4120
ENSG00000133302,SLF1,19,-0.7528,2,-3.8655,15,-1.1041,8,-1.9201,21,-0.6038,64,1.18911,53,0.97946,77,1.50763,19,-0.8102
ENSG00000175471,MCTP1,36,-0.5612,28,-0.9677,21,-1.3964,43,-0.3098,28,-1.0207,119,1.34346,92,1.03891,62,0.25583,41,-0.4269
ENSG00000198677,TTC37,102,0.43097,54,-0.5640,58,-0.4717,87,0.16766,77,-0.0297,123,0.73213,66,-0.2780,133,0.85934,47,-0.8393
ENSG00000164292,RHOBTB3,354,1.62030,189,0.53925,293,1.27893,298,1.31086,47,-1.6994,67,-1.0750,37,-2.0339,80,-0.7917,84,-0.7806
ENSG00000173221,GLRX,16,-1.3738,37,-0.1260,28,-0.5860,72,0.92324,70,1.01435,48,0.27788,42,0.06137,15,-1.4748,22,-0.9518
ENSG00000118985,ELL2,156,1.12012,60,-0.4108,58,-0.4766,17,-2.2880,72,-0.1599,60,-0.4240,98,0.39137,102,0.40349,76,-0.0602
ENSG00000175426,PCSK1,1,-5.2219,7,-3.3156,51,-0.3644,11,-2.6179,136,1.41146,58,-0.1855,63,-0.0465,96,0.62318,79,0.33659
ENSG00000153113,CAST,199,1.28367,132,0.59035,97,0.08900,43,-1.1501,57,-0.7714,83,-0.1512,70,-0.4482,170,1.00909,59,-0.7269
ENSG00000113441,LNPEP,111,0.27270,49,-1.0005,66,-0.5531,44,-1.1397,66,-0.5900,127,0.48491,118,0.40997,154,0.80231,103,0.16036
ENSG00000145721,LIX1,51,0.66937,142,2.54680,11,-1.6573,146,2.61739,1,-4.7678,23,-0.5524,2,-4.0501,7,-2.1917,8,-2.1346
ENSG00000174136,RGMB,11,-1.9715,37,-0.2470,29,-0.6088,89,1.18745,33,-0.4174,38,-0.1869,84,1.26327,34,-0.3681,21,-1.1240
ENSG00000153922,CHD1,96,1.62755,63,0.89787,24,-0.6143,3,-3.5927,11,-1.8884,31,-0.2494,35,-0.0848,104,1.76688,12,-1.7784
ENSG00000174132,FAM174A,27,-1.0970,43,-0.4091,70,0.34727,50,-0.1598,68,0.34389,83,0.63164,71,0.42745,47,-0.2823,36,-0.7117
ENSG00000145730,PAM,14,-2.7093,45,-1.0040,66,-0.4424,47,-0.9669,161,1.14155,33,-1.4657,115,0.47970,147,0.83841,73,-0.2985
ENSG00000145725,PPIP5K2,55,0.23131,13,-1.9505,46,-0.0647,12,-2.0569,56,0.28322,60,0.35269,46,-0.0555,140,1.82366,21,-1.3099
ENSG00000181751,C5orf30,32,-0.3334,22,-0.9321,14,-1.5329,26,-0.6457,45,0.20005,32,-0.3332,63,0.81146,36,-0.1661,51,0.43618
ENSG00000112874,NUDT12,35,0.69904,46,1.16112,39,0.88402,8,-1.4640,22,-0.0274,20,-0.1544,9,-1.3379,23,0.05497,17,-0.4499
ENSG00000184349,EFNA5,8,-2.5655,21,-1.2549,35,-0.4650,18,-1.4398,58,0.35991,84,0.93309,56,0.28390,73,0.69953,50,0.10832
ENSG00000145743,FBXL17,70,-0.7645,69,-0.7771,90,-0.3916,162,0.53866,142,0.37148,91,-0.3593,152,0.48786,118,0.03416,98,-0.2797
ENSG00000151422,FER,76,1.15376,71,1.04307,7,-2.3655,34,-0.1456,18,-1.1711,31,-0.2845,42,0.19937,71,1.04607,19,-1.1083
ENSG00000198961,PJA2,263,-1.0309,306,-0.8031,323,-0.7208,298,-0.8421,721,0.60488,481,-0.1068,805,0.81400,530,0.04262,465,-0.1748
ENSG00000112893,MAN2A1,162,2.55208,4,-3.3580,26,-0.5814,7,-2.4475,31,-0.3524,80,1.18710,23,-0.8627,51,0.43715,12,-1.8039
ENSG00000164209,SLC25A46,55,-0.8894,51,-1.0004,105,0.10883,43,-1.2489,129,0.48731,70,-0.5302,131,0.51068,141,0.57947,97,-0.0270
ENSG00000134987,WDR36,11,-1.0336,23,2.26243,16,-0.5886,12,-0.9605,20,-0.2538,36,0.70138,24,0.06893,35,0.65109,28,0.33767
ENSG00000152495,CAMK4,33,-1.6813,53,-1.0119,61,-0.7880,59,-0.8434,82,-0.3603,143,0.53758,264,1.91328,70,-0.5718,56,-0.9740
ENSG00000164211,STARD4,21,-0.7238,25,-0.4634,44,0.43042,8,-2.0718,41,0.34803,57,0.84266,38,0.19132,46,0.51402,22,-0.6685
ENSG00000134986,NREP,40,-1.9292,108,-0.4274,104,-0.4955,62,-1.2752,212,0.71064,223,0.71304,156,0.15692,127,-0.1899,158,0.17464
ENSG00000224032,EPB41L4A-AS1,49,-0.0464,70,0.53547,42,-0.2666,47,-0.1127,87,1.02022,47,-0.1039,40,-0.3568,8,-2.6000,41,-0.3158
ENSG00000134982,APC,789,0.94489,538,0.31496,570,0.40849,584,0.44713,340,-0.4422,144,-1.6945,229,-1.0769,437,-0.0159,547,0.38247
ENSG00000153037,SRP19,78,0.16425,41,-0.8257,82,0.24639,37,-0.9566,79,0.20032,108,0.69849,101,0.65515,39,-0.9076,48,-0.6147
ENSG00000129625,REEP5,152,-1.2661,155,-1.2417,308,-0.1956,272,-0.3846,581,0.93999,301,-0.2293,460,0.49391,337,-0.0548,290,-0.3160
ENSG00000172795,DCP2,24,-0.8506,27,-0.6771,30,-0.5553,30,-0.5432,39,-0.1784,73,0.86251,60,0.60735,57,0.46365,37,-0.2465
ENSG00000171444,MCC,9,-1.0558,13,-0.4439,60,2.11388,31,0.93476,8,-1.2200,8,-1.0981,11,-0.6787,15,-0.2448,17,-0.0394
ENSG00000047188,YTHDC2,18,-0.7937,29,-0.0963,17,-0.8433,16,-0.9889,36,0.27076,58,1.02291,34,0.16777,64,1.21068,13,-1.3621
ENSG00000152503,TRIM36,22,-1.0938,33,-0.4983,10,-2.2734,19,-1.3456,66,0.63023,80,0.86809,75,0.87159,48,0.05776,31,-0.6558
ENSG00000164219,PGGT1B,36,0.41104,43,0.69324,37,0.43628,55,1.07788,14,-1.0937,43,0.68269,23,-0.2992,24,-0.2183,11,-1.4512
ENSG00000164221,CCDC112,109,1.71651,20,-1.0191,17,-1.2445,23,-0.8080,18,-1.2138,37,-0.0714,53,0.55724,63,0.77481,28,-0.5561
ENSG00000145780,FEM1C,35,0.02802,33,-0.0488,24,-0.5367,81,1.40450,29,-0.2854,22,-0.6942,38,0.16220,28,-0.3062,28,-0.3465
