Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000162734,PEA15,671,0.32092,338,-0.8361,629,0.28589,643,0.25080,671,0.32172,477,-0.2530
ENSG00000132716,DCAF8,95,0.47270,77,0.14533,71,-0.0158,41,-0.8577,61,-0.2532,74,0.08034
ENSG00000162735,PEX19,64,-0.1790,60,-0.3067,77,0.16499,77,0.12197,79,0.16889,71,-0.0087
ENSG00000122218,COPA,172,0.19964,177,0.28374,166,0.18930,122,-0.3439,132,-0.2267,120,-0.4134
ENSG00000162736,NCSTN,70,1.02123,27,-0.5641,31,-0.3958,32,-0.2796,50,0.44353,40,0.09315
ENSG00000215845,TSTD1,7,-3.6096,113,0.68493,73,-0.1573,111,0.55298,46,-0.8206,90,0.23500
ENSG00000158773,USF1,9,-0.7305,20,0.62757,13,-0.1964,19,0.44419,15,0.08030,10,-0.5028
ENSG00000162755,KLHDC9,6,-1.9480,39,0.93124,16,-0.7713,20,-0.2471,31,0.41690,28,0.28681
ENSG00000143256,PFDN2,186,0.04399,223,0.38570,147,-0.4097,220,0.31275,145,-0.3558,187,0.05298
ENSG00000158793,NIT1,28,0.06420,32,0.30911,27,-0.0189,19,-0.5259,26,-0.0652,26,-0.0497
ENSG00000158796,DEDD,17,-0.4286,22,4.36017,25,0.19714,19,-0.2814,33,0.62856,18,-0.3505
ENSG00000143222,UFC1,77,-0.7016,145,0.33526,115,-0.0993,156,0.41403,119,-0.0202,110,-0.1600
ENSG00000143258,USP21,10,0.42218,8,0.20983,8,0.03190,6,-0.3354,8,0.07256,6,-0.4367
ENSG00000143224,PPOX,13,-0.6742,18,-0.2039,19,-0.0911,14,-0.5297,32,0.75002,25,0.34301
ENSG00000158850,B4GALT3,9,-1.3908,25,0.11878,27,0.25378,20,-0.2225,18,-0.4570,29,0.38281
ENSG00000158859,ADAMTS4,211,4.95866,2,-3.9796,13,-1.3186,0,-6.6552,6,-2.2897,5,-2.6262
ENSG00000158864,NDUFS2,124,-0.5726,213,0.32415,185,0.06987,136,-0.4309,129,-0.5132,208,0.28490
ENSG00000158882,TOMM40L,14,-1.2437,34,0.17632,30,-0.0922,27,-0.1906,32,0.07472,40,0.45086
ENSG00000248485,PCP4L1,5,-3.1881,86,1.36988,10,-2.4772,40,-0.1080,42,-0.0371,72,0.99662
ENSG00000143252,SDHC,102,-0.3531,150,0.29873,115,-0.2165,120,-0.1019,146,0.21233,133,0.06639
ENSG00000081721,DUSP12,18,-0.2433,22,0.04729,23,0.11887,15,-0.5475,15,-0.5941,27,0.43115
ENSG00000118217,ATF6,63,0.40832,37,-0.4714,65,0.62308,36,-0.4949,44,-0.1605,38,-0.4180
ENSG00000162745,OLFML2B,3,-1.4945,0,-5.1613,26,3.55242,0,-7.6339,10,0.13470,0,-4.3964
ENSG00000198929,NOS1AP,18,-1.2338,31,-0.4551,71,1.38757,20,-1.0363,39,-0.0345,24,-0.8364
ENSG00000152332,UHMK1,71,-1.0053,154,0.22767,175,0.55542,56,-1.3540,126,-0.1210,136,0.00285
ENSG00000117143,UAP1,16,-1.2944,36,-0.0505,52,0.72486,22,-0.8103,39,0.07332,34,-0.1552
ENSG00000162733,DDR2,33,1.00007,4,-2.3871,14,-0.4153,35,1.09937,27,0.67970,16,-0.1299
ENSG00000132196,HSD17B7,12,0.57701,6,-0.4383,10,0.44059,7,-0.2075,9,0.21676,5,-0.7148
ENSG00000117152,RGS4,34,-4.4576,1153,1.02855,653,-0.0899,598,-0.2103,335,-1.1058,797,0.28465
ENSG00000143248,RGS5,91,-0.1823,119,0.28460,33,-1.9532,174,0.88991,152,0.65643,131,0.47568
ENSG00000185630,PBX1,99,-0.3470,99,-0.4005,149,0.38983,170,0.51702,120,-0.0452,103,-0.3244
ENSG00000143198,MGST3,150,-2.0024,871,0.86173,516,-0.1574,503,-0.1620,404,-0.5057,613,0.17511
ENSG00000143149,ALDH9A1,74,0.39725,29,-1.1617,41,-0.6529,57,-0.0239,124,1.29626,71,0.37438
ENSG00000143183,TMCO1,119,0.54278,74,-0.2546,76,-0.2309,102,0.28219,132,0.71696,62,-0.5425
ENSG00000143179,UCK2,16,0.02969,17,0.08370,17,0.14752,10,-0.6837,6,-1.5188,21,0.52647
ENSG00000188859,FAM78B,2,-2.3698,24,1.37713,8,-0.7179,11,-0.2022,4,-1.7161,16,0.47417
ENSG00000143157,POGK,104,1.41735,36,-0.3932,37,-0.4143,35,-0.4218,49,0.13629,41,-0.1634
ENSG00000152382,TADA1,31,0.25012,29,0.14580,26,-0.0070,25,-0.0733,15,-0.9029,28,0.14047
ENSG00000143195,ILDR2,25,-0.5093,20,-0.9494,46,0.60688,34,-0.0438,37,0.07775,38,0.13834
ENSG00000143190,POU2F1,40,1.04433,12,-0.9704,19,-0.2613,16,-0.4210,29,0.50289,24,0.21059
ENSG00000143162,CREG1,101,1.05540,43,-0.3714,47,-0.2795,50,-0.1023,51,-0.0686,54,-0.0007
ENSG00000197965,MPZL1,23,0.07523,19,-0.3030,17,-0.4892,24,0.12586,23,0.05062,31,0.64797
ENSG00000143158,MPC2,70,-1.4074,238,0.57252,169,-0.0698,274,0.73633,122,-0.5616,151,-0.2608
ENSG00000143164,DCAF6,28,-2.1500,141,0.32933,139,0.36376,131,0.17954,92,-0.3828,112,-0.0844
ENSG00000143147,GPR161,6,-0.3662,11,0.51553,3,-1.4173,11,0.46601,1,-2.4254,15,1.20587
ENSG00000143155,TIPRL,38,-0.7467,70,0.25846,77,0.50691,48,-0.3856,61,-0.0043,46,-0.4902
ENSG00000213064,SFT2D2,80,2.76673,2,-3.3130,17,-0.0733,13,-0.5412,17,-0.1209,8,-1.3064
ENSG00000143153,ATP1B1,915,-0.4698,1936,0.87273,1187,-0.0767,800,-0.6782,644,-1.0117,1267,0.04993
ENSG00000143156,NME7,22,-1.2288,65,0.48829,57,0.28580,34,-0.5854,32,-0.7070,55,0.16777
ENSG00000117475,BLZF1,20,-0.9122,31,-0.2589,45,0.43437,44,0.28604,40,0.15437,32,-0.2337
ENSG00000117477,CCDC181,20,-0.7772,40,0.30409,41,0.39144,31,-0.1118,37,0.16412,23,-0.6256
ENSG00000117479,SLC19A2,6,-0.3630,9,0.21741,7,-0.3279,12,0.60505,2,-1.6975,11,0.51384
ENSG00000171806,METTL18,8,0.32324,11,0.84300,5,-0.5306,5,-0.3742,4,-0.8277,7,0.01509
ENSG00000000457,SCYL3,15,0.46730,13,0.30252,9,-0.3651,13,0.30231,6,-0.8591,11,0.02954
ENSG00000075945,KIFAP3,92,-1.6601,374,0.61122,386,0.80461,190,-0.5565,166,-0.7654,176,-0.7426
ENSG00000120370,GORAB,10,0.48862,5,-0.4728,9,0.45366,4,-0.8505,10,0.50248,5,-0.5184
ENSG00000116132,PRRX1,31,0.56187,2,-3.5096,26,0.36904,21,-0.1150,63,1.82456,11,-1.0782
ENSG00000117523,PRRC2C,339,1.17354,109,-0.7568,209,0.45858,150,-0.1866,165,-0.0401,96,-0.9639
ENSG00000117533,VAMP4,32,-0.7550,50,-0.0546,55,0.12944,57,0.16061,48,-0.1338,58,0.19593
ENSG00000010165,EEF1AKNMT,21,-0.1714,29,0.38673,25,0.15237,24,0.01342,13,-0.9298,22,-0.1366
ENSG00000197959,DNM3,191,0.37181,173,0.23636,145,-0.0932,67,-1.2658,134,-0.2002,173,0.23912
ENSG00000135845,PIGC,19,0.25550,13,-0.3672,13,-0.3055,22,0.53809,13,-0.3511,19,0.36861
ENSG00000094975,SUCO,64,1.05247,20,-0.9084,28,-0.3605,31,-0.1454,67,1.12159,27,-0.4038
ENSG00000117592,PRDX6,129,-0.6066,114,-0.8738,136,-0.6488,281,0.64492,380,1.16657,237,0.41223
ENSG00000076321,KLHL20,27,1.12310,7,-1.0266,14,0.02561,16,0.27438,21,0.69630,8,-0.8599
ENSG00000234741,GAS5,107,-0.2102,108,-0.2204,126,0.05961,128,0.07247,148,0.30577,123,0.01433
ENSG00000185278,ZBTB37,35,1.83551,5,-1.2810,8,-0.8466,5,-1.1946,17,0.50412,15,0.39872
ENSG00000135870,RC3H1,31,0.37899,19,-0.4451,19,-0.4991,29,0.26993,27,0.15158,32,0.47551
ENSG00000152061,RABGAP1L,55,-1.1956,125,0.07268,165,0.71031,66,-0.9290,110,-0.1320,111,-0.1281
ENSG00000116161,CACYBP,173,-1.1485,483,0.53261,445,0.43522,315,-0.2292,298,-0.3169,275,-0.4875
ENSG00000120333,MRPS14,48,0.09940,54,0.30681,36,-0.4263,48,0.07323,63,0.53486,39,-0.2641
ENSG00000116147,TNR,239,1.22108,76,-0.7355,113,-0.0550,129,0.16410,128,0.15324,88,-0.4914
ENSG00000143207,COP1,20,-0.4470,22,-0.3092,32,0.41846,27,0.03196,23,-0.2516,27,0.04635
ENSG00000152092,ASTN1,31,-1.7568,106,0.14540,106,0.16056,70,-0.5225,167,0.88444,91,-0.1328
ENSG00000198797,BRINP2,24,-0.9679,27,-0.8729,63,0.70245,57,0.36463,47,0.06408,42,-0.1292
ENSG00000120341,SEC16B,1,-2.8000,17,0.69615,6,-1.1624,3,-2.0628,6,-1.0088,28,1.75178
ENSG00000075391,RASAL2,16,-1.7482,60,0.32685,62,0.45688,37,-0.4712,45,-0.1927,49,-0.0355
ENSG00000116191,RALGPS2,4,-1.5170,7,-0.9275,19,1.07714,11,-0.0618,14,0.30781,9,-0.4522
ENSG00000116199,FAM20B,29,-1.3105,66,-0.0828,78,0.24382,53,-0.4233,75,0.12279,85,0.37689
ENSG00000186283,TOR3A,11,-0.0153,7,-0.6659,13,0.34958,8,-0.4352,13,0.25188,12,0.16436
ENSG00000143322,ABL2,40,0.11321,25,-0.6988,40,0.13182,41,0.15525,46,0.33568,39,0.05908
ENSG00000057252,SOAT1,12,0.05459,16,0.55806,9,-0.4756,5,-1.1156,16,0.52683,12,0.04593
ENSG00000169905,TOR1AIP2,70,0.28789,55,-0.0938,54,-0.1625,60,0.04557,69,0.27521,56,-0.0688
ENSG00000143337,TOR1AIP1,81,0.82532,28,-0.9529,48,-0.0450,39,-0.3607,85,0.90861,43,-0.2327
ENSG00000135837,CEP350,240,1.68568,40,-1.3786,84,-0.1507,52,-0.8575,163,0.97839,60,-0.7038
ENSG00000116260,QSOX1,30,-0.3971,38,-0.0300,39,-0.0102,15,-1.4715,51,0.44226,50,0.47063
ENSG00000230124,ACBD6,34,-0.1111,42,0.23995,43,0.33081,24,-0.6726,36,-0.0251,30,-0.3399
ENSG00000143324,XPR1,8,-2.2726,51,0.54048,34,-0.2248,43,0.18942,53,0.55849,36,-0.0969
ENSG00000135823,STX6,50,0.00470,52,0.09809,52,0.09882,53,0.09961,42,-0.2609,45,-0.1606
ENSG00000162783,IER5,10,-2.1240,45,0.12315,45,0.15707,57,0.49033,32,-0.4504,48,0.23693
ENSG00000198216,CACNA1E,16,-2.3868,43,-1.0383,148,1.58194,68,-0.2267,99,0.37066,38,-1.2290
ENSG00000135821,GLUL,1219,0.09693,588,-1.1307,592,-1.2251,1753,0.69820,2341,1.20544,1605,0.63520
ENSG00000135838,NPL,12,0.40333,4,-1.2430,6,-0.6417,11,0.32106,31,2.16311,5,-1.0659
ENSG00000135829,DHX9,87,0.03954,101,0.32886,89,0.09517,69,-0.3324,95,0.18553,64,-0.4885
ENSG00000135862,LAMC1,5,-0.9890,4,-1.4513,7,-0.6292,19,0.93480,31,1.82703,10,-0.1077
ENSG00000157064,NMNAT2,18,-3.1244,197,0.51620,161,0.15721,113,-0.4371,132,-0.1967,177,0.30886
ENSG00000116698,SMG7,40,-0.2084,41,-0.1743,48,0.08751,29,-0.6955,36,-0.3708,63,0.59917
ENSG00000162704,ARPC5,214,0.71396,122,-0.2201,152,0.19424,179,0.41110,107,-0.4069,93,-0.6911
ENSG00000143344,RGL1,104,0.69681,62,-0.1617,61,-0.2311,61,-0.1603,49,-0.5132,80,0.29397
ENSG00000198756,COLGALT2,143,1.86628,42,-0.2540,35,-0.6629,27,-0.9162,36,-0.4987,48,-0.0284
ENSG00000198860,TSEN15,85,0.67117,71,0.43818,43,-0.5112,46,-0.3286,53,-0.0848,53,-0.0979
ENSG00000116667,C1orf21,65,-1.0498,101,-0.4112,136,0.13696,128,0.00941,197,0.71414,137,0.13806
ENSG00000116406,EDEM3,46,0.39082,35,-0.0651,43,0.32903,29,-0.3427,27,-0.4563,32,-0.2415
ENSG00000121481,RNF2,17,-0.1628,15,-0.3192,26,0.72342,21,0.22436,18,-0.0577,11,-0.9151
ENSG00000121486,TRMT1L,43,0.55948,26,-0.2598,36,0.33478,19,-0.7234,34,0.15044,25,-0.3618
ENSG00000116668,SWT1,16,1.19826,7,-0.2293,8,0.18185,3,-1.2563,7,-0.2205,6,-0.3661
ENSG00000116679,IVNS1ABP,138,1.51628,48,-0.3071,57,-0.0077,26,-1.1744,35,-0.7694,52,-0.1513
ENSG00000047410,TPR,289,1.16345,92,-0.7696,182,0.49633,77,-0.9873,199,0.51560,76,-1.0775
ENSG00000157181,ODR4,79,1.89014,14,-1.0995,15,-1.0768,32,0.28603,47,0.94440,18,-0.6252
ENSG00000073756,PTGS2,1,-3.2283,12,0.40287,11,0.28927,21,1.24051,5,-0.8801,6,-0.7263
ENSG00000162670,BRINP3,10,-1.3384,15,-0.7271,34,0.77534,23,-0.0738,33,0.54004,20,-0.2980
ENSG00000116741,RGS2,11,-2.3185,73,0.62420,57,0.18949,73,0.54592,26,-1.0879,48,-0.1631
ENSG00000116750,UCHL5,50,-0.9882,127,0.54883,112,0.35115,69,-0.5037,68,-0.5276,86,-0.1730
ENSG00000116747,RO60,155,2.22326,20,-1.3288,36,-0.4645,39,-0.2238,41,-0.1439,34,-0.4726
ENSG00000023572,GLRX2,38,-1.5062,157,0.85983,108,0.14320,45,-1.2235,102,0.02064,92,-0.1653
ENSG00000134371,CDC73,73,0.99587,29,-0.5629,36,-0.1957,39,-0.0234,62,0.71847,30,-0.5200
ENSG00000162630,B3GALT2,44,-1.7442,40,-1.9914,341,2.77085,20,-2.8430,141,0.04221,31,-2.3872
ENSG00000287364,AL353709.1,1,-3.9517,16,-0.6162,54,2.35708,0,-5.1030,22,-0.1141,8,-1.7485
ENSG00000162687,KCNT2,1,-3.3067,14,0.34256,17,0.82176,6,-0.9357,13,0.22916,8,-0.5361
ENSG00000177888,ZBTB41,50,0.36651,45,0.20851,37,-0.1747,22,-0.9076,41,0.04612,43,0.14481
ENSG00000134376,CRB1,14,-0.0505,8,-1.0250,6,-1.4808,11,-0.4285,43,1.87938,22,0.73725
ENSG00000213047,DENND1B,2,-2.0116,11,0.05306,11,0.13905,5,-0.9690,21,1.11578,10,-0.0105
ENSG00000203724,C1orf53,3,-2.0045,17,0.67499,9,-0.4308,15,0.37954,11,-0.0627,13,0.20824
ENSG00000151414,NEK7,116,2.08304,25,-0.5940,28,-0.5029,15,-1.2835,25,-0.5368,34,-0.0841
ENSG00000162702,ZNF281,122,2.05185,27,-0.5789,34,-0.2634,14,-1.5683,46,0.27771,24,-0.8297
ENSG00000118197,DDX59,21,1.00552,7,-0.7102,7,-0.7784,8,-0.5313,24,1.29829,11,-0.0077
ENSG00000118200,CAMSAP2,229,-0.1553,206,-0.3561,334,0.62003,169,-0.6294,284,0.18926,213,-0.2945
ENSG00000116852,KIF21B,16,-1.0522,33,0.05196,31,-0.0881,32,0.00509,29,-0.1768,43,0.53693
ENSG00000116857,TMEM9,78,-1.0296,144,-0.1000,166,0.18250,122,-0.3522,187,0.33462,174,0.24915
ENSG00000118194,TNNT2,0,-4.8348,43,1.45037,13,-0.8868,21,-0.0156,3,-2.7303,30,0.68417
ENSG00000174307,PHLDA3,168,1.84540,54,-0.1423,39,-0.7563,50,-0.2594,26,-1.2585,58,-0.0154
ENSG00000159176,CSRP1,1104,2.53217,88,-1.8996,137,-1.3287,290,0.04839,376,0.46933,231,-0.3517
ENSG00000134369,NAV1,137,1.62470,29,-1.0235,41,-0.4906,46,-0.2272,80,0.65335,44,-0.3277
ENSG00000198700,IPO9,39,-0.6506,60,0.04273,66,0.24510,63,0.10336,52,-0.1964,58,-0.0249
ENSG00000198892,SHISA4,196,0.93831,100,-0.1960,93,-0.3620,114,0.04235,82,-0.4817,122,0.16451
ENSG00000134375,TIMM17A,42,-1.7407,207,0.86705,145,0.19884,104,-0.3813,81,-0.7595,122,-0.1417
ENSG00000176393,RNPEP,20,0.37519,14,-0.1656,16,-0.0169,12,-0.3602,15,-0.1183,18,0.18854
ENSG00000170075,GPR37L1,148,0.30524,54,-1.3513,53,-1.5138,114,-0.1168,342,1.79844,176,0.69316
ENSG00000143862,ARL8A,200,1.07098,100,-0.0890,102,-0.0572,52,-1.0751,98,-0.1163,98,-0.1330
ENSG00000077152,UBE2T,2,-3.7198,49,0.68094,44,0.58317,30,-0.2101,18,-0.9487,29,-0.2627
ENSG00000077157,PPP1R12B,118,1.03455,37,-0.9079,76,0.38211,65,0.03366,63,-0.0060,43,-0.6563
ENSG00000143858,SYT2,0,-4.3168,27,3.04991,0,-5.5225,2,-1.7607,0,-5.3489,11,0.61186
ENSG00000117139,KDM5B,33,-0.1573,23,-0.7503,46,0.49380,43,0.25892,40,0.17297,32,-0.2373
ENSG00000183155,RABIF,20,-0.8101,48,0.66128,38,0.24106,36,0.10163,13,-1.4714,30,-0.2290
ENSG00000117153,KLHL12,21,-1.0147,49,0.32285,50,0.41812,33,-0.3400,18,-1.2696,45,0.18060
ENSG00000159346,ADIPOR1,114,0.88112,47,-0.6077,77,0.30521,50,-0.4464,71,0.08914,54,-0.3722
ENSG00000159348,CYB5R1,35,-0.1684,45,0.21943,29,-0.6150,30,-0.4461,50,0.36508,53,0.53081
ENSG00000163444,TMEM183A,59,-1.1863,160,0.43042,120,-0.1178,141,0.16334,109,-0.2401,141,0.18803
ENSG00000143847,PPFIA4,9,-1.8192,38,0.48281,21,-0.6566,23,-0.3644,29,-0.0077,47,0.89825
ENSG00000163485,ADORA1,90,1.16958,39,-0.2461,44,-0.0375,21,-1.1738,34,-0.4416,47,0.07830
ENSG00000133048,CHI3L1,16,0.45898,13,0.22961,5,-1.3752,14,0.29516,5,-1.1241,20,0.98195
ENSG00000159388,BTG2,38,1.02429,5,-2.2548,11,-1.1218,90,2.80266,21,0.05687,6,-1.9426
ENSG00000188783,PRELP,11,-0.6374,6,-1.6083,8,-1.2840,54,2.06440,32,1.06629,17,0.01678
ENSG00000058668,ATP2B4,136,-0.4949,103,-1.0050,305,1.17900,121,-0.6716,195,0.08285,142,-0.4668
ENSG00000182004,SNRPE,57,-1.0101,133,0.36081,105,-0.0844,146,0.47511,90,-0.3090,109,0.00686
ENSG00000143850,PLEKHA6,19,-1.5423,47,-0.1900,63,0.36920,46,-0.2054,46,-0.2193,67,0.43160
ENSG00000158615,PPP1R15B,51,0.82143,26,-0.3147,30,-0.0365,26,-0.2607,22,-0.5625,34,0.16539
ENSG00000133056,PIK3C2B,66,2.41923,14,-0.3375,14,-0.4543,5,-1.7525,8,-1.1806,13,-0.5580
ENSG00000198625,MDM4,98,1.82899,19,-0.9636,26,-0.5092,30,-0.2076,33,-0.0869,33,-0.0971
ENSG00000170382,LRRN2,11,-1.9738,35,-0.2929,56,0.68286,26,-0.7286,53,0.40955,42,0.03571
ENSG00000163531,NFASC,271,1.86542,71,-0.4833,85,-0.1956,30,-1.7416,54,-0.8415,92,-0.0247
ENSG00000184144,CNTN2,744,3.72978,52,-1.4576,74,-0.9691,24,-2.4874,64,-1.0345,43,-1.7258
ENSG00000174529,TMEM81,4,-0.9120,10,0.44025,8,-0.0931,2,-1.9181,7,-0.2145,12,0.69686
ENSG00000117222,RBBP5,25,-0.1171,25,-0.1612,34,0.43422,28,0.01660,13,-1.0830,28,0.06031
ENSG00000133059,DSTYK,63,0.36053,51,0.03076,49,-0.0470,35,-0.5675,53,0.08843,51,0.02805
ENSG00000133069,TMCC2,112,1.76606,35,-0.2770,21,-1.1656,28,-0.5999,32,-0.3722,50,0.39144
ENSG00000117266,CDK18,192,3.21114,16,-1.3526,21,-1.0398,2,-4.2436,24,-0.6613,30,-0.3952
ENSG00000174514,MFSD4A,17,-3.0345,145,0.15288,192,0.82119,119,-0.1773,81,-0.7862,126,-0.1087
ENSG00000158711,ELK4,36,1.06947,14,-0.4928,19,-0.0223,14,-0.4169,12,-0.6445,21,0.17496
ENSG00000069275,NUCKS1,1445,1.36978,464,-0.5789,627,-0.0637,510,-0.3787,730,0.19410,489,-0.4886
ENSG00000117280,RAB29,33,1.16103,15,-0.1550,9,-0.9776,20,0.36503,22,0.48309,14,-0.1946
ENSG00000133065,SLC41A1,31,0.47534,15,-0.7565,15,-0.7761,22,-0.0557,42,0.99738,30,0.48353
ENSG00000286619,AC119673.2,17,1.00213,7,-0.3260,7,-0.3932,6,-0.5749,11,0.33608,9,0.11658
ENSG00000266028,SRGAP2,71,0.71369,45,-0.0390,38,-0.3797,27,-0.8217,36,-0.3898,61,0.52876
ENSG00000266094,RASSF5,3,-2.4907,22,0.30760,26,0.72945,4,-2.1336,25,0.44369,16,-0.2577
ENSG00000143486,EIF2D,19,0.84348,8,-0.5745,11,0.01855,14,0.32007,5,-1.1068,12,0.14397
ENSG00000162889,MAPKAPK2,50,1.83115,11,-0.8040,9,-1.0994,12,-0.5711,22,0.38772,20,0.24239
ENSG00000123836,PFKFB2,83,1.56792,26,-0.4542,16,-1.3436,59,0.95078,48,0.58359,22,-0.6935
ENSG00000180667,YOD1,21,0.03902,27,0.48623,18,-0.2366,16,-0.3379,18,-0.2202,21,0.03205
ENSG00000196352,CD55,109,2.40409,25,-0.2536,21,-0.6508,22,-0.4568,13,-1.1941,17,-0.8649
ENSG00000117335,CD46,87,0.75876,50,-0.1809,50,-0.1858,70,0.39362,54,-0.0402,45,-0.3655
ENSG00000203709,MIR29B2CHG,6,-1.5818,19,0.22607,18,0.19120,17,-0.0289,14,-0.2790,19,0.23482
ENSG00000076356,PLXNA2,14,-1.9201,51,0.03344,64,0.52738,30,-0.7913,61,0.32701,51,0.02909
ENSG00000008118,CAMK1G,4,-3.7395,76,0.67021,46,-0.2780,59,0.15574,28,-0.9781,76,0.65504
ENSG00000196878,LAMB3,2,-2.8901,22,0.67041,10,-0.7702,19,0.31610,8,-0.8904,25,0.92393
ENSG00000117594,HSD11B1,18,0.53278,8,-0.7173,21,1.09281,3,-1.9510,8,-0.6785,10,-0.4018
ENSG00000117597,UTP25,23,0.19212,19,-0.0925,25,0.43381,10,-1.0894,21,0.04577,18,-0.2047
ENSG00000143469,SYT14,34,0.50681,27,0.15207,28,0.23973,10,-1.4155,16,-0.7329,26,0.06746
ENSG00000203706,SERTAD4-AS1,30,2.04556,7,-0.5032,10,0.19994,5,-0.9391,1,-2.5275,6,-0.7166
ENSG00000082497,SERTAD4,6,-1.2798,5,-1.6233,30,1.96360,8,-0.7923,13,-0.0651,7,-1.1828
ENSG00000143473,KCNH1,3,-3.0526,45,0.94117,21,-0.5052,38,0.52049,13,-1.0816,33,0.36205
ENSG00000117625,RCOR3,56,0.44199,37,-0.2335,38,-0.2216,41,-0.0458,46,0.11759,47,0.17394
ENSG00000082512,TRAF5,1,-2.7334,8,-0.2235,8,-0.2096,14,0.69152,13,0.61395,11,0.33177
ENSG00000153363,LINC00467,28,1.83960,4,-1.4464,8,-0.4308,11,0.26699,7,-0.4006,9,-0.0487
ENSG00000170385,SLC30A1,21,-0.6643,31,-0.1035,27,-0.3538,47,0.61326,38,0.24557,38,0.28039
ENSG00000123684,LPGAT1,131,0.76791,85,0.06303,85,0.07718,45,-0.9167,60,-0.5012,80,-0.0538
ENSG00000143493,INTS7,26,1.24260,9,-0.5639,11,-0.2666,7,-0.8142,16,0.35146,12,0.00809
ENSG00000066027,PPP2R5A,119,1.32942,27,-1.1841,39,-0.6074,48,-0.1769,87,0.77386,58,0.12246
ENSG00000065600,PACC1,135,3.46861,9,-1.5325,16,-0.7126,2,-3.7348,16,-0.6297,10,-1.4042
ENSG00000117691,NENF,536,1.60863,148,-0.6218,183,-0.2861,193,-0.1461,193,-0.1445,174,-0.3443
ENSG00000162772,ATF3,35,2.42764,0,-7.5678,5,-1.0277,37,2.54483,4,-1.1825,0,-4.5113
ENSG00000123685,BATF3,4,-1.1884,4,-1.1637,9,0.14731,20,1.46984,15,0.94419,5,-0.8774
ENSG00000117697,NSL1,107,1.54383,30,-0.6113,47,0.15818,23,-0.9751,35,-0.3450,34,-0.4224
ENSG00000203705,TATDN3,29,0.01741,34,0.32763,32,0.27840,23,-0.3182,19,-0.6191,24,-0.2999
ENSG00000162769,FLVCR1,12,-0.3900,17,0.08660,11,-0.6775,15,-0.0936,21,0.40691,22,0.62325
ENSG00000174606,ANGEL2,56,0.86049,18,-0.9986,45,0.69992,21,-0.6916,30,-0.1378,25,-0.4534
ENSG00000136643,RPS6KC1,43,0.26011,38,0.06602,45,0.43882,29,-0.3736,25,-0.5773,29,-0.3988
ENSG00000117707,PROX1,88,4.03212,2,-2.9972,3,-2.3314,16,0.29828,8,-0.7624,4,-1.8612
ENSG00000143499,SMYD2,3,-4.8465,191,1.88611,27,-1.8973,30,-1.4774,42,-0.9888,128,0.92122
ENSG00000152104,PTPN14,16,-0.0698,9,-0.9898,14,-0.3724,27,0.72095,30,0.92946,18,0.12559
ENSG00000082482,KCNK2,5,-0.8589,12,0.32747,13,0.57199,2,-2.0352,6,-0.6655,11,0.19462
ENSG00000136636,KCTD3,97,1.76314,19,-1.0408,27,-0.5261,36,0.04512,46,0.42968,27,-0.4421
ENSG00000196482,ESRRG,2,-3.0091,33,0.84431,17,-0.3979,8,-1.5293,20,-0.0949,32,0.77666
ENSG00000092978,GPATCH2,26,0.26581,20,-0.1629,26,0.36809,20,-0.1340,24,0.18507,15,-0.6264
ENSG00000067533,RRP15,40,0.28405,26,-0.4671,39,0.28948,28,-0.3009,43,0.38328,29,-0.2407
ENSG00000143353,LYPLAL1,46,0.72319,27,-0.1676,21,-0.6522,28,-0.0454,50,0.88881,26,-0.1792
ENSG00000136628,EPRS,154,0.41988,115,-0.0527,138,0.31186,107,-0.1692,149,0.36754,67,-0.9608
ENSG00000162813,BPNT1,25,0.83020,14,-0.0931,13,-0.2175,20,0.47344,20,0.44643,8,-1.0059
ENSG00000067704,IARS2,67,0.14655,66,0.15430,59,-0.0640,44,-0.5245,49,-0.3424,70,0.25498
ENSG00000118873,RAB3GAP2,47,-0.6445,71,-0.0165,87,0.41693,60,-0.2769,66,-0.1311,70,-0.0416
ENSG00000116141,MARK1,14,-1.7540,60,0.55702,52,0.35419,25,-0.8697,36,-0.3196,46,0.05526
ENSG00000162817,C1orf115,14,-3.1893,120,-0.0478,143,0.30729,140,0.20137,104,-0.2756,154,0.40987
ENSG00000117791,MARC2,7,-1.8070,20,-0.1987,17,-0.6012,29,0.36926,45,1.10733,29,0.42602
ENSG00000186205,MARC1,6,-1.1310,11,-0.3698,13,-0.0354,19,0.57727,12,-0.1655,18,0.50894
ENSG00000143507,DUSP10,30,2.41438,7,-0.2116,4,-1.2559,6,-0.3423,8,0.02796,4,-0.9302
ENSG00000154305,MIA3,87,-0.0381,83,-0.1287,108,0.39453,81,-0.1554,89,-0.0124,74,-0.3293
ENSG00000186063,AIDA,68,-0.2998,68,-0.3235,70,-0.3183,74,-0.1615,118,0.59651,107,0.49626
ENSG00000162819,BROX,112,1.19975,47,-0.2868,47,-0.3121,33,-0.7860,75,0.50652,48,-0.2558
