Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000198952,SMG5,29,-0.1264,20,-0.7001,21,-0.6463,28,-0.2015,30,-0.0796,42,0.52904,38,0.32510
ENSG00000163468,CCT3,76,-0.8655,115,-0.2252,100,-0.4524,129,-0.0487,138,0.06219,147,0.18615,173,0.49532
ENSG00000125462,C1orf61,678,0.36747,648,0.29438,1282,1.48354,197,-1.6631,424,-0.3852,332,-0.8363,657,0.36274
ENSG00000116604,MEF2D,44,-1.3781,97,-0.1670,65,-0.7978,107,-0.0266,76,-0.5486,142,0.51151,151,0.62653
ENSG00000163382,NAXE,67,-0.4086,83,-0.0810,100,0.21708,74,-0.2873,75,-0.2367,87,-0.0013,113,0.47055
ENSG00000160818,GPATCH4,94,0.00858,205,1.34373,69,-0.4797,125,0.55410,83,-0.1726,39,-1.4531,76,-0.3520
ENSG00000132702,HAPLN2,46,1.05785,19,-0.4163,9,-1.4650,1,-4.0570,124,3.17711,17,-0.6525,5,-2.4644
ENSG00000132692,BCAN,268,1.21045,63,-1.1224,292,1.36986,71,-1.0374,93,-0.5377,88,-0.6809,137,0.08190
ENSG00000132688,NES,46,1.77704,18,0.12114,14,-0.2226,13,-0.4281,13,-0.3306,6,-1.5151,17,0.09856
ENSG00000143319,ISG20L2,11,-0.4502,6,-1.2436,10,-0.6438,29,1.26962,13,-0.1854,17,0.21813,9,-0.8311
ENSG00000143314,MRPL24,56,-0.2970,84,0.34799,59,-0.2025,47,-0.6219,97,0.58586,73,0.14167,70,0.05578
ENSG00000143321,HDGF,95,0.34358,75,-0.0358,83,0.13585,56,-0.5267,100,0.43604,57,-0.4974,92,0.34374
ENSG00000143294,PRCC,39,-0.6202,66,0.18997,37,-0.7064,56,-0.0762,71,0.30257,68,0.26900,62,0.11136
ENSG00000132694,ARHGEF11,18,-0.1290,18,-0.0695,25,0.43531,30,0.85904,18,-0.1012,17,-0.2582,10,-1.1276
ENSG00000162706,CADM3,55,-1.5582,108,-0.5497,94,-0.7656,172,0.21091,83,-0.9525,227,0.75848,196,0.45939
ENSG00000158716,DUSP23,14,-0.3468,32,0.97170,12,-0.5829,10,-0.9138,27,0.65334,20,0.21206,16,-0.1757
ENSG00000158710,TAGLN2,22,0.66986,12,-0.2905,24,0.83482,7,-1.2305,24,0.80902,19,0.52074,5,-1.5654
ENSG00000177807,KCNJ10,231,1.78579,51,-0.7666,196,1.46806,34,-1.4508,58,-0.5584,42,-1.1333,71,-0.2841
ENSG00000143315,PIGM,35,0.64806,9,-1.4789,14,-0.7432,22,-0.0938,34,0.60745,22,-0.1384,27,0.26868
ENSG00000162728,KCNJ9,20,-1.8012,49,-0.4407,32,-1.0768,65,-0.0066,38,-0.8437,87,0.54916,104,0.89924
ENSG00000162729,IGSF8,58,-0.9309,87,-0.3095,61,-0.8468,102,-0.0612,77,-0.5061,176,0.98379,110,0.06912
ENSG00000018625,ATP1A2,1059,1.36433,269,-0.8911,1349,1.83117,221,-1.2835,144,-1.8311,204,-1.4158,544,0.24555
ENSG00000143318,CASQ1,8,-1.5029,23,0.10065,27,0.33945,27,0.43394,3,-2.8347,19,-0.1933,31,0.67543
ENSG00000162734,PEA15,660,-0.1811,994,0.48249,756,0.03539,524,-0.5987,572,-0.4054,720,-0.0470,962,0.49266
ENSG00000132716,DCAF8,94,0.18557,54,-0.6726,54,-0.6757,85,0.03092,105,0.36020,97,0.26715,83,-0.0175
ENSG00000162735,PEX19,49,-0.4732,42,-0.7077,86,0.42942,51,-0.4590,59,-0.1689,68,0.05320,93,0.65352
ENSG00000122218,COPA,140,-0.0906,92,-0.7367,109,-0.4789,178,0.34329,121,-0.3149,158,0.11775,172,0.28112
ENSG00000162736,NCSTN,34,0.09736,7,-2.2302,20,-0.6927,29,-0.1634,75,1.45654,35,0.18397,27,-0.2982
ENSG00000215845,TSTD1,25,-1.5328,56,-0.3293,98,0.57579,38,-0.9982,84,0.33706,56,-0.3517,117,1.05310
ENSG00000158773,USF1,13,-0.9518,17,-0.5249,18,-0.4652,27,0.14363,9,-1.5287,45,1.18717,22,-0.1559
ENSG00000162755,KLHDC9,9,-0.8271,5,-1.6835,33,1.17999,8,-1.1908,4,-1.9503,21,0.50763,26,0.89683
ENSG00000143256,PFDN2,127,-0.3587,134,-0.2710,232,0.61090,126,-0.4096,220,0.52537,147,-0.1428,167,0.08839
ENSG00000158793,NIT1,23,-0.3530,23,-0.3460,25,-0.1795,21,-0.4827,32,0.18695,40,0.65245,29,0.03663
ENSG00000158796,DEDD,13,-0.7364,18,-0.2460,16,-0.4213,18,-0.2360,26,0.33451,22,0.12370,28,0.51441
ENSG00000143222,UFC1,58,-0.7557,101,0.09678,143,0.67142,60,-0.7911,98,0.05635,86,-0.1835,129,0.57589
ENSG00000143224,PPOX,7,-1.0387,4,-1.7023,20,0.65167,11,-0.3748,12,-0.2329,26,1.32984,9,-0.7028
ENSG00000158850,B4GALT3,12,-1.0165,16,-0.5999,26,0.17146,30,0.42906,16,-0.5966,29,0.40458,23,-0.0045
ENSG00000158864,NDUFS2,107,-0.5534,152,-0.0010,83,-0.9432,146,-0.0736,116,-0.4301,243,0.90260,144,-0.1068
ENSG00000158882,TOMM40L,18,-1.1180,32,-0.2654,48,0.36677,43,0.22256,28,-0.5118,45,0.29343,40,0.07738
ENSG00000248485,PCP4L1,7,-1.8937,2,-3.5136,24,0.00430,18,-0.4278,70,1.90099,24,0.03318,25,0.06557
ENSG00000143252,SDHC,130,-0.0629,152,0.18499,128,-0.0877,128,-0.0993,138,0.03339,137,0.02428,137,0.02721
ENSG00000081721,DUSP12,12,-0.6547,17,-0.0583,24,0.45596,18,-0.0403,17,-0.0905,19,0.06532,19,0.07113
ENSG00000118217,ATF6,98,1.10743,51,0.00263,28,-0.9159,74,0.72414,35,-0.5647,40,-0.3985,33,-0.7489
ENSG00000198929,NOS1AP,48,-0.4850,119,0.98282,20,-1.7979,116,1.10479,54,-0.3195,62,-0.1150,32,-1.2273
ENSG00000152332,UHMK1,109,-0.6309,277,0.87468,102,-0.7321,215,0.51360,115,-0.5547,227,0.62045,73,-1.3357
ENSG00000117143,UAP1,8,-2.1494,45,0.44346,24,-0.5792,33,-0.0676,58,0.87169,49,0.67038,22,-0.7566
ENSG00000162733,DDR2,46,1.73301,15,-0.2164,32,1.08311,9,-1.0948,5,-1.8528,7,-1.3718,19,0.25455
ENSG00000117152,RGS4,135,-2.0271,425,-0.2903,377,-0.4779,606,0.31560,308,-0.7889,757,0.75425,566,0.19043
ENSG00000143248,RGS5,117,0.17646,15,-2.9222,158,0.66517,55,-1.0963,169,0.78521,52,-1.1807,189,1.16660
ENSG00000185630,PBX1,195,0.29015,133,-0.3178,100,-0.7535,204,0.42130,189,0.24246,113,-0.6278,187,0.26054
ENSG00000143198,MGST3,118,-1.3562,298,0.07917,437,0.71178,203,-0.5780,239,-0.2688,328,0.27088,340,0.33525
ENSG00000143149,ALDH9A1,81,1.14129,42,0.04898,66,0.78468,34,-0.2908,29,-0.5385,29,-0.5550,31,-0.4661
ENSG00000143183,TMCO1,160,1.09937,46,-0.9059,76,-0.1323,101,0.37352,84,0.01827,60,-0.5565,70,-0.3017
ENSG00000143179,UCK2,6,-1.2923,14,-0.0874,16,0.13714,10,-0.5390,13,-0.1838,26,1.15755,11,-0.4018
ENSG00000143157,POGK,79,1.08470,46,0.16332,33,-0.3472,41,-0.0282,47,0.19353,33,-0.3989,31,-0.5105
ENSG00000152382,TADA1,18,-0.3951,13,-0.9241,26,0.18986,21,-0.1691,23,-0.0453,32,0.60208,23,0.00087
ENSG00000143195,ILDR2,37,-0.2750,10,-2.1591,44,-0.0006,56,0.45100,80,1.01065,36,-0.3485,41,-0.0926
ENSG00000143190,POU2F1,63,1.14087,13,-1.3866,37,0.24215,34,0.12076,43,0.47818,26,-0.3397,21,-0.6974
ENSG00000143162,CREG1,30,-0.6966,42,-0.1860,40,-0.2459,38,-0.3512,66,0.54647,64,0.57292,44,-0.1236
ENSG00000197965,MPZL1,14,-0.6561,13,-0.7083,16,-0.4253,16,-0.5241,48,1.36992,22,0.04118,23,0.15913
ENSG00000143158,MPC2,51,-1.5243,103,-0.4718,146,0.07387,97,-0.6176,103,-0.4787,155,0.19840,242,1.08829
ENSG00000143164,DCAF6,85,-0.8272,116,-0.3475,112,-0.4074,206,0.67400,64,-1.2579,146,0.01990,182,0.42814
ENSG00000143155,TIPRL,33,-1.1009,68,-0.0053,33,-1.1177,90,0.53537,29,-1.3039,90,0.52862,78,0.24287
ENSG00000213064,SFT2D2,54,2.27260,23,0.67236,13,-0.2214,10,-0.7194,3,-2.2546,13,-0.3021,7,-1.3367
ENSG00000143153,ATP1B1,491,-1.2805,521,-1.1908,622,-0.9209,1307,0.27958,1397,0.35477,1659,0.74707,1132,0.01461
ENSG00000143156,NME7,8,-1.6163,13,-0.8298,8,-1.5568,22,-0.1325,24,0.02239,41,1.10370,27,0.28271
ENSG00000117475,BLZF1,43,0.78325,29,0.11718,26,-0.0534,25,-0.1015,25,-0.1247,16,-0.8514,31,0.27350
ENSG00000117477,CCDC181,50,0.16228,56,0.33239,27,-0.7883,75,0.96667,34,-0.4526,31,-0.6559,37,-0.3290
ENSG00000075945,KIFAP3,111,-1.1869,209,-0.2052,109,-1.2077,344,0.69833,252,0.09192,345,0.70631,161,-0.6740
ENSG00000116132,PRRX1,78,1.78824,31,0.17701,17,-0.7512,25,-0.1868,30,0.08892,20,-0.5446,16,-0.9149
ENSG00000117523,PRRC2C,740,0.98445,265,-0.6840,227,-0.9214,668,0.94717,402,-0.0343,240,-0.9123,327,-0.3998
ENSG00000117533,VAMP4,34,-0.6609,37,-0.5231,51,-0.0026,55,0.10818,33,-0.6970,64,0.39740,62,0.32604
ENSG00000010165,EEF1AKNMT,14,-0.8600,7,-1.9082,22,-0.0995,20,-0.3406,59,1.52069,23,-0.0484,26,0.15977
ENSG00000197959,DNM3,157,-0.3058,138,-0.5083,92,-1.1217,246,0.48147,202,0.09574,256,0.55277,155,-0.3571
ENSG00000094975,SUCO,65,0.88526,39,0.02972,32,-0.2448,36,-0.0982,35,-0.1201,24,-0.7677,44,0.27313
ENSG00000117592,PRDX6,197,0.59707,141,0.04493,305,1.36703,70,-1.1187,88,-0.6956,113,-0.3365,135,-0.0197
ENSG00000234741,GAS5,118,0.15649,146,0.51369,203,1.07620,55,-1.1119,138,0.41326,64,-0.8591,112,0.08319
ENSG00000135870,RC3H1,32,0.56116,26,0.19375,13,-0.8257,28,0.35507,37,0.81478,17,-0.4573,14,-0.7734
ENSG00000152061,RABGAP1L,150,-0.0916,202,0.38561,121,-0.4254,185,0.27434,149,-0.1085,212,0.53524,88,-1.0035
ENSG00000116161,CACYBP,240,-0.1576,269,0.02456,204,-0.4103,295,0.19586,189,-0.5342,291,0.16770,288,0.15375
ENSG00000120333,MRPS14,29,0.25592,19,-0.3953,40,0.75815,20,-0.3912,13,-0.9581,28,0.22781,26,0.05448
ENSG00000116147,TNR,273,0.87059,98,-0.7812,119,-0.4790,171,0.10030,184,0.20572,111,-0.6419,189,0.28557
ENSG00000143207,COP1,22,-0.4818,25,-0.2732,27,-0.1841,31,0.02538,23,-0.4115,40,0.51073,32,0.09245
ENSG00000152092,ASTN1,51,-0.7456,56,-0.6049,65,-0.3643,90,0.15632,68,-0.3041,90,0.15818,112,0.57771
ENSG00000198797,BRINP2,49,-0.4354,55,-0.2478,45,-0.5700,75,0.29299,43,-0.6275,60,-0.1229,90,0.64167
ENSG00000075391,RASAL2,48,-0.7997,78,-0.0399,31,-1.4513,137,1.06007,92,0.23370,75,-0.1085,63,-0.4248
ENSG00000116191,RALGPS2,19,0.20286,15,-0.1481,6,-1.5328,22,0.56329,30,0.99103,21,0.45922,4,-2.1865
ENSG00000116199,FAM20B,61,-0.5921,121,0.50442,96,0.11412,82,-0.1496,68,-0.4220,93,0.07839,97,0.16152
ENSG00000143322,ABL2,58,-0.0526,84,0.55689,29,-1.1056,76,0.45272,78,0.43774,59,-0.0181,38,-0.7435
ENSG00000169905,TOR1AIP2,54,0.09598,54,0.10091,55,0.13172,48,-0.1003,51,0.00803,60,0.29765,39,-0.4555
ENSG00000143337,TOR1AIP1,59,0.60540,37,-0.1315,45,0.16128,22,-1.0148,53,0.44162,40,-0.0448,44,0.14442
ENSG00000135837,CEP350,380,1.78247,139,0.01991,84,-0.7716,176,0.46094,157,0.21541,47,-1.7522,83,-0.8507
ENSG00000116260,QSOX1,26,-0.5278,41,0.20014,19,-1.0065,41,0.21067,46,0.37474,45,0.37526,31,-0.3116
ENSG00000230124,ACBD6,30,-0.1641,33,-0.0061,30,-0.1643,30,-0.2131,57,0.87497,26,-0.4154,36,0.13531
ENSG00000143324,XPR1,22,-1.0533,42,-0.0307,34,-0.3625,43,0.02496,47,0.16159,39,-0.1460,59,0.59367
ENSG00000135823,STX6,61,0.12740,45,-0.3483,43,-0.4238,62,0.18809,17,-1.7827,71,0.44831,64,0.23795
ENSG00000162783,IER5,6,-3.0582,22,-1.1637,23,-1.0995,48,2.89920,20,-1.3314,79,0.98082,76,0.89669
ENSG00000198216,CACNA1E,63,-0.7926,147,0.54768,42,-1.3865,146,0.61865,107,0.03328,87,-0.3298,112,0.12181
ENSG00000135821,GLUL,921,0.45685,442,-0.7115,2148,2.00688,268,-1.5821,514,-0.4760,350,-1.1600,848,0.36670
ENSG00000135829,DHX9,67,-0.1460,47,-0.7053,57,-0.3859,75,0.03763,93,0.38870,80,0.14586,80,0.16320
ENSG00000157064,NMNAT2,64,-1.5236,113,-0.6771,106,-0.7736,222,0.45966,178,0.03992,212,0.37132,203,0.28971
ENSG00000116698,SMG7,54,-0.1644,72,0.29051,41,-0.5961,64,0.09445,65,0.12162,74,0.37249,48,-0.4068
ENSG00000162704,ARPC5,156,0.22218,168,0.33839,117,-0.2461,119,-0.2443,137,0.00778,149,0.16431,124,-0.1602
ENSG00000143344,RGL1,59,-0.2417,65,-0.1030,60,-0.2310,71,0.05450,65,-0.0891,56,-0.3761,94,0.57727
ENSG00000198756,COLGALT2,79,0.58453,30,-0.9567,49,-0.1952,57,0.03372,73,0.45227,56,0.00410,49,-0.2034
ENSG00000198860,TSEN15,35,-0.2489,53,0.40137,43,0.05911,31,-0.4982,38,-0.1481,45,0.14403,47,0.21419
ENSG00000116667,C1orf21,203,0.41728,198,0.37961,196,0.35666,191,0.36013,140,-0.1793,86,-1.0160,139,-0.2108
ENSG00000116406,EDEM3,66,0.88457,20,-1.0135,19,-1.0702,52,0.55765,30,-0.4016,36,-0.1356,38,-0.0417
ENSG00000121481,RNF2,13,-0.9246,27,0.17118,17,-0.5385,20,-0.3611,35,0.56854,30,0.38341,26,0.10707
ENSG00000121486,TRMT1L,28,0.23785,18,-0.4386,10,-1.3882,34,0.64340,41,0.87315,24,0.02331,14,-0.9422
ENSG00000116679,IVNS1ABP,84,0.84603,31,-0.7457,51,0.01168,23,-1.2990,126,1.58311,42,-0.3199,41,-0.3730
ENSG00000047410,TPR,402,1.41498,153,-0.2158,93,-0.9815,257,0.72801,196,0.17426,78,-1.3547,121,-0.6483
ENSG00000157181,ODR4,65,1.64288,10,-1.3567,26,0.07456,26,0.06733,17,-0.6045,10,-1.4924,30,0.32748
ENSG00000162670,BRINP3,19,-0.3125,25,0.16031,15,-0.6076,16,-0.5775,39,0.89501,31,0.54393,18,-0.4181
ENSG00000116741,RGS2,15,-1.2488,16,-1.1740,20,-0.8578,35,0.01347,53,0.68758,46,0.52815,41,0.27594
ENSG00000116750,UCHL5,83,-0.2603,79,-0.3472,56,-0.8799,134,0.58625,111,0.19452,113,0.26577,79,-0.3813
ENSG00000116747,RO60,143,1.97326,41,-0.2158,45,-0.0495,48,0.05736,58,0.33118,18,-1.5659,24,-1.0910
ENSG00000023572,GLRX2,30,-1.2993,76,0.12781,77,0.15817,88,0.42763,80,0.20736,77,0.18403,53,-0.4833
ENSG00000134371,CDC73,65,0.81187,72,0.98452,29,-0.5182,47,0.28890,28,-0.5689,28,-0.5872,27,-0.6400
ENSG00000162630,B3GALT2,117,-0.0881,237,1.08994,16,-3.0830,159,0.46847,190,0.70614,165,0.54478,14,-3.3802
ENSG00000287364,AL353709.1,32,0.34866,50,1.10485,4,-2.8172,51,1.36614,28,0.13121,19,-0.4878,2,-3.9456
ENSG00000177888,ZBTB41,57,0.16308,43,-0.2784,39,-0.4110,68,0.53501,48,-0.0978,61,0.31761,33,-0.7324
ENSG00000151414,NEK7,60,1.17138,50,0.87065,35,0.24541,17,-0.9347,35,0.28662,26,-0.2137,15,-1.1343
ENSG00000162702,ZNF281,104,1.34290,37,-0.3895,12,-2.0536,46,-0.0488,71,0.66251,41,-0.2428,37,-0.4219
ENSG00000118200,CAMSAP2,477,0.30355,432,0.14235,159,-1.4080,644,0.94803,358,-0.1608,231,-0.9149,390,-0.0260
ENSG00000116852,KIF21B,45,-0.0503,56,0.29178,56,0.28235,46,-0.0363,36,-0.3910,47,-0.0091,45,-0.0804
ENSG00000116857,TMEM9,77,-0.8769,143,0.09022,108,-0.3469,117,-0.2572,142,0.08420,197,0.71832,126,-0.1199
ENSG00000118194,TNNT2,10,-1.6712,7,-2.2143,33,0.09915,35,0.21469,6,-2.4046,32,0.02669,61,1.34341
ENSG00000174307,PHLDA3,62,0.37926,50,0.03298,58,0.25186,35,-0.5793,32,-0.6540,56,0.22056,54,0.17349
ENSG00000159176,CSRP1,590,1.62711,225,-0.0390,436,1.06534,60,-2.1761,277,0.29533,172,-0.5091,157,-0.6623
ENSG00000134369,NAV1,174,1.29396,59,-0.4878,56,-0.5709,78,-0.0573,146,0.98758,50,-0.8021,58,-0.5805
ENSG00000198700,IPO9,98,0.24737,69,-0.3097,55,-0.6606,111,0.53093,94,0.18049,66,-0.4137,84,0.00290
ENSG00000198892,SHISA4,100,0.05012,59,-0.7613,114,0.26085,68,-0.6012,92,-0.0818,119,0.37629,115,0.30791
ENSG00000134375,TIMM17A,44,-1.5660,115,-0.1064,103,-0.2797,135,0.16779,105,-0.2531,196,0.89597,101,-0.3458
ENSG00000170075,GPR37L1,149,1.24901,30,-1.3006,192,1.72440,18,-2.1932,48,-0.6123,32,-1.3026,95,0.54865
ENSG00000143862,ARL8A,104,-0.1589,140,0.32514,75,-0.6679,112,-0.0408,129,0.19225,157,0.58909,81,-0.6131
ENSG00000077152,UBE2T,4,-2.6692,27,0.09711,26,0.08864,20,-0.4145,11,-1.2793,32,0.46613,39,0.86273
ENSG00000077157,PPP1R12B,208,0.87128,170,0.53581,73,-0.8068,139,0.23142,174,0.57360,62,-1.1554,100,-0.3612
ENSG00000117139,KDM5B,63,0.61503,38,-0.2217,21,-1.0874,63,0.71252,48,0.14969,29,-0.7070,40,-0.1417
ENSG00000183155,RABIF,17,-0.8063,26,-0.1941,26,-0.2186,20,-0.6504,25,-0.2455,35,0.32295,45,0.80001
ENSG00000117153,KLHL12,22,-1.0429,38,-0.1692,35,-0.2973,46,0.13778,23,-0.9238,68,0.88603,40,-0.1019
ENSG00000159346,ADIPOR1,55,-0.2958,55,-0.2941,62,-0.1156,68,0.03995,71,0.10083,75,0.21881,68,0.04105
ENSG00000159348,CYB5R1,46,0.13188,28,-0.6478,24,-0.8674,39,-0.1696,37,-0.2389,68,0.88975,39,-0.1548
ENSG00000163444,TMEM183A,107,-0.2869,134,0.06727,159,0.34193,121,-0.1128,154,0.28621,110,-0.2743,136,0.09209
ENSG00000143847,PPFIA4,11,-1.5702,29,-0.1059,33,0.09610,33,0.10461,13,-1.2908,39,0.41013,40,0.48749
ENSG00000163485,ADORA1,51,-0.0512,57,0.13697,50,-0.0744,63,0.31467,32,-0.7606,77,0.72581,28,-1.0523
ENSG00000188783,PRELP,43,1.66809,4,-2.0292,27,0.82022,8,-1.1256,9,-0.8710,22,0.54237,10,-0.8533
ENSG00000058668,ATP2B4,240,-0.3713,367,0.30927,108,-1.5814,425,0.63838,273,-0.1705,340,0.20891,258,-0.2883
ENSG00000182004,SNRPE,49,-0.9178,81,-0.1351,114,0.40930,61,-0.6440,85,-0.0657,97,0.17602,119,0.56408
ENSG00000143850,PLEKHA6,29,-1.1175,43,-0.5038,42,-0.5528,70,0.29849,30,-1.0409,68,0.25383,87,0.72343
ENSG00000158615,PPP1R15B,23,-0.0442,16,-0.5675,19,-0.2982,23,-0.0799,42,0.96040,26,0.13916,19,-0.3374
ENSG00000198625,MDM4,98,1.83851,30,-0.1972,25,-0.4594,29,-0.2601,34,-0.0145,29,-0.2682,18,-1.0337
ENSG00000170382,LRRN2,19,-1.0459,56,0.63062,23,-0.8065,39,0.03248,43,0.20504,54,0.64436,27,-0.5681
ENSG00000163531,NFASC,176,0.68621,93,-0.3434,45,-1.4637,82,-0.5967,273,1.47000,134,0.27218,69,-0.8748
ENSG00000184144,CNTN2,294,1.62962,99,-0.2239,30,-2.0453,36,-1.8964,368,2.08411,108,-0.1047,34,-1.9888
ENSG00000117222,RBBP5,47,0.16253,50,0.26841,18,-1.2883,62,0.73599,42,0.00432,42,-0.0156,28,-0.6756
ENSG00000133059,DSTYK,127,0.34066,109,0.08802,52,-1.0574,157,0.81665,74,-0.5111,85,-0.3345,91,-0.2186
ENSG00000133069,TMCC2,56,0.19184,57,0.20322,67,0.46408,39,-0.4247,95,1.07510,42,-0.2975,31,-0.8027
ENSG00000117266,CDK18,55,0.82894,26,-0.3770,17,-1.0086,7,-2.4212,122,2.37083,42,0.43740,6,-2.5283
ENSG00000174514,MFSD4A,23,-2.4111,87,-0.4427,58,-1.0614,120,0.07082,74,-0.7021,183,0.89038,153,0.52718
ENSG00000158711,ELK4,31,1.00643,12,-0.5394,13,-0.4145,17,0.02324,31,1.04621,11,-0.7229,12,-0.5162
ENSG00000069275,NUCKS1,1961,1.02036,1306,0.32968,717,-0.6232,1381,0.48298,957,-0.1723,684,-0.7628,795,-0.5119
ENSG00000117280,RAB29,46,1.07161,17,-0.5841,49,1.15808,25,0.02578,15,-0.6926,14,-0.8658,19,-0.4449
ENSG00000133065,SLC41A1,29,0.83133,16,-0.1649,32,0.97180,13,-0.5425,4,-2.2213,16,-0.1882,19,0.14130
ENSG00000266028,SRGAP2,36,-0.5357,49,-0.0442,46,-0.1203,52,0.04912,79,0.73339,60,0.33146,34,-0.6421
ENSG00000266094,RASSF5,10,-1.3690,33,0.47799,17,-0.5768,26,0.14233,15,-0.7152,42,1.09401,15,-0.7706
ENSG00000162889,MAPKAPK2,30,0.95266,9,-1.0000,19,0.20999,10,-0.9058,26,0.70746,18,0.09792,15,-0.2458
ENSG00000123836,PFKFB2,98,1.85839,19,-0.8908,66,1.12100,15,-1.3840,16,-1.1166,33,-0.0287,22,-0.7595
ENSG00000180667,YOD1,17,-0.1378,5,-1.7664,14,-0.4078,24,0.50543,7,-1.4857,30,0.92681,16,-0.2158
ENSG00000196352,CD55,35,0.45393,19,-0.4947,7,-2.0436,17,-0.7346,91,2.19000,24,-0.1813,16,-0.8624
ENSG00000117335,CD46,55,0.48952,32,-0.3683,26,-0.6805,30,-0.5261,40,-0.0126,42,0.05147,54,0.55081
ENSG00000076356,PLXNA2,44,-0.8144,84,0.18848,43,-0.8646,127,1.05433,43,-0.8376,78,0.07957,60,-0.3771
ENSG00000008118,CAMK1G,6,-3.2062,26,-1.0806,44,-0.2404,49,-0.1096,42,-0.3120,70,0.54797,82,0.87450
ENSG00000196878,LAMB3,7,-1.4641,17,-0.1797,15,-0.4214,13,-0.6497,17,-0.2061,35,1.19134,20,0.05890
ENSG00000117597,UTP25,26,0.38726,27,0.45840,10,-1.0864,26,0.41714,20,-0.0776,21,0.06162,14,-0.6371
ENSG00000143469,SYT14,26,0.08551,19,-0.3806,22,-0.2085,36,0.69697,34,0.51707,25,0.02014,12,-1.1642
ENSG00000082497,SERTAD4,10,-0.9660,34,0.93660,9,-1.0835,29,0.80567,24,0.38198,14,-0.5455,14,-0.5694
ENSG00000143473,KCNH1,11,-1.4811,12,-1.4231,22,-0.4687,35,0.28392,6,-2.4030,41,0.57005,49,0.93245
ENSG00000117625,RCOR3,48,0.19330,36,-0.2824,28,-0.6383,44,0.02767,66,0.70452,50,0.25826,32,-0.4983
ENSG00000170385,SLC30A1,23,0.08724,19,-0.1706,35,0.78579,10,-1.1685,14,-0.6827,26,0.37971,25,0.28556
ENSG00000123684,LPGAT1,96,0.37504,57,-0.4569,40,-1.0050,86,0.20932,88,0.23096,86,0.21663,70,-0.1680
ENSG00000066027,PPP2R5A,57,0.31808,63,0.48302,48,0.02678,41,-0.2528,32,-0.5720,41,-0.2246,52,0.19929
ENSG00000117691,NENF,322,0.81874,228,0.24418,246,0.36397,89,-1.3192,349,0.95782,152,-0.4515,168,-0.2712
ENSG00000117697,NSL1,91,0.99923,44,-0.1848,47,-0.1039,59,0.32397,57,0.20680,34,-0.6622,36,-0.5357
ENSG00000203705,TATDN3,24,-0.0966,16,-0.6587,22,-0.1696,26,0.04629,17,-0.6195,25,0.01761,35,0.60595
ENSG00000162769,FLVCR1,12,-0.5304,18,0.07457,12,-0.6382,20,0.26914,16,-0.1275,22,0.41579,16,-0.1560
ENSG00000174606,ANGEL2,42,0.36466,41,0.32305,25,-0.4134,22,-0.6965,62,1.05197,21,-0.7899,38,0.24530
ENSG00000136643,RPS6KC1,33,-0.0655,37,0.12000,15,-1.2093,41,0.34943,36,0.08857,35,0.01961,34,0.00907
ENSG00000143499,SMYD2,8,-2.8057,19,-1.6644,53,-0.0907,87,0.84257,28,-1.0534,131,1.80200,8,-3.0193
ENSG00000152104,PTPN14,32,0.07542,31,0.02356,42,0.50984,37,0.34879,43,0.55054,21,-0.6632,21,-0.6270
ENSG00000136636,KCTD3,66,1.39427,27,-0.1072,11,-1.4677,23,-0.3532,49,0.88443,24,-0.3372,20,-0.5861
ENSG00000196482,ESRRG,12,-0.6648,9,-1.0409,16,-0.1376,26,0.66597,14,-0.3926,26,0.67723,13,-0.5727
ENSG00000092978,GPATCH2,34,-0.0570,54,0.70512,11,-1.7968,38,0.15226,52,0.61959,27,-0.4505,35,0.01140
ENSG00000067533,RRP15,66,0.86708,33,-0.2938,24,-0.7406,58,0.72891,39,-0.0124,16,-1.5073,42,0.11460
ENSG00000143353,LYPLAL1,22,0.12139,24,0.28238,29,0.56646,16,-0.4489,24,0.22884,24,0.25811,13,-0.7214
ENSG00000136628,EPRS,180,0.69665,62,-0.9933,84,-0.5357,168,0.67269,116,-0.0232,96,-0.3572,104,-0.2217
ENSG00000067704,IARS2,70,0.12660,57,-0.2002,83,0.38317,65,-0.0086,70,0.11782,60,-0.1502,61,-0.1242
ENSG00000118873,RAB3GAP2,87,-0.1847,105,0.11910,50,-1.0457,145,0.75523,93,-0.0811,95,-0.0544,81,-0.3250
ENSG00000116141,MARK1,32,-0.7740,31,-0.8254,26,-1.1242,78,0.71885,61,0.21848,77,0.69524,37,-0.6509
ENSG00000162817,C1orf115,84,-1.7057,325,0.38172,187,-0.4974,257,-0.0001,182,-0.5369,230,-0.1955,408,0.89479
ENSG00000117791,MARC2,21,0.43339,18,0.17138,26,0.74962,12,-0.5011,10,-0.6900,11,-0.5936,20,0.37032
ENSG00000154305,MIA3,143,0.33524,75,-0.6776,58,-1.0823,180,0.84271,117,0.01382,86,-0.5287,119,0.03692
ENSG00000186063,AIDA,98,0.49345,88,0.31137,82,0.19631,72,-0.0012,86,0.27907,62,-0.2822,51,-0.6015
