Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228716,DHFR,116,1.79792,26,-0.7281,46,0.16550,61,0.64372,17,-1.3062,45,0.13154,17,-1.4884,34,-0.3245
ENSG00000113318,MSH3,116,1.18617,8,-2.9548,95,0.84358,56,-0.0323,28,-1.0766,61,0.10447,31,-1.0332,73,0.44729
ENSG00000113319,RASGRF2,116,0.67738,28,-1.5531,45,-0.8322,31,-1.3653,74,-0.0481,73,-0.0812,124,0.93974,75,-0.0330
ENSG00000131732,ZCCHC9,116,2.79708,5,-2.3397,26,-0.0288,22,-0.2445,6,-2.0870,23,-0.2297,11,-1.3654,21,-0.4103
ENSG00000145687,SSBP2,116,1.00952,67,0.08432,39,-0.7621,31,-1.0896,39,-0.7307,52,-0.2941,82,0.48625,62,-0.0409
ENSG00000186468,RPS23,116,-2.6998,608,-0.2042,738,0.10493,1429,1.22929,1301,1.06126,1086,0.74589,483,-0.6225,334,-1.2214
ENSG00000174695,TMEM167A,116,0.82846,73,0.05752,65,-0.1178,54,-0.4022,60,-0.2526,68,-0.0479,78,0.18841,55,-0.4242
ENSG00000038427,VCAN,116,0.13310,12,-3.2834,222,1.24079,326,1.98142,19,-2.5948,278,1.65897,19,-2.7385,28,-2.1518
ENSG00000164176,EDIL3,116,-1.6985,1092,2.02174,1082,2.00396,529,0.67704,129,-1.5332,97,-1.9544,139,-1.5369,92,-2.1679
ENSG00000127184,COX7C,116,-2.3670,461,-0.2818,271,-1.1015,446,-0.3355,1101,1.16802,762,0.53100,787,0.67809,389,-0.6049
ENSG00000145715,RASA1,116,1.18961,35,-0.7579,32,-0.9036,27,-1.1205,63,0.17223,25,-1.2637,83,0.71328,53,-0.1368
ENSG00000134480,CCNH,116,1.71695,55,0.40833,41,-0.0704,37,-0.2187,33,-0.4276,17,-1.4100,45,0.07051,21,-1.2232
ENSG00000164180,TMEM161B,116,2.80829,0,-6.5234,43,0.81532,9,-1.5272,9,-1.5294,9,-1.6558,12,-1.2614,25,-0.0463
ENSG00000247828,TMEM161B-AS1,116,0.04260,28,-2.1124,278,1.55675,67,-0.8169,45,-1.4023,126,0.17506,53,-1.2752,181,0.92017
ENSG00000245526,LINC00461,116,0.42827,53,-0.8001,83,-0.1085,88,-0.0191,56,-0.7257,209,1.45869,54,-0.8446,88,-0.0127
ENSG00000081189,MEF2C,116,-2.2452,154,-1.8264,70,-2.9804,107,-2.3572,337,-0.6424,301,-0.8132,936,1.22463,1058,1.51602
ENSG00000153140,CETN3,116,1.14217,25,-1.3033,99,0.87428,97,0.82972,39,-0.6366,89,0.68557,17,-2.0284,44,-0.5048
ENSG00000113356,POLR3G,116,2.72782,12,-1.2797,37,0.51574,13,-1.0949,14,-1.0454,22,-0.3309,6,-2.2246,22,-0.3634
ENSG00000164199,ADGRV1,116,1.00037,7,-3.2819,32,-1.0396,44,-0.5771,9,-2.9402,358,3.52263,6,-3.5026,28,-1.3450
ENSG00000113369,ARRDC3,116,2.07400,42,0.25413,39,0.12274,25,-0.5808,29,-0.3360,13,-1.5176,25,-0.6150,23,-0.7602
ENSG00000237187,NR2F1-AS1,116,0.88775,33,-1.0924,17,-2.0966,38,-0.8882,96,0.57170,41,-0.7636,83,0.37482,85,0.41521
ENSG00000175745,NR2F1,116,-0.3680,89,-0.7712,76,-1.0094,91,-0.7457,136,-0.1207,280,1.08656,112,-0.4582,225,0.82931
ENSG00000113391,FAM172A,116,1.31035,55,0.05265,68,0.40189,47,-0.2143,23,-1.2573,37,-0.5528,31,-0.9189,62,0.28606
ENSG00000133302,SLF1,116,1.48623,23,-1.1305,31,-0.6846,30,-0.7473,32,-0.6554,28,-0.8669,41,-0.2860,72,0.73690
ENSG00000175471,MCTP1,116,0.82711,77,0.15166,10,-2.8987,7,-3.4500,51,-0.4941,42,-0.7907,103,0.72536,97,0.59999
ENSG00000198677,TTC37,116,0.52909,63,-0.4416,136,0.80069,55,-0.6637,40,-1.1227,53,-0.6972,80,-0.0816,107,0.45110
ENSG00000164292,RHOBTB3,116,-0.7027,109,-0.7965,385,1.27686,416,1.41659,87,-1.1322,457,1.59453,33,-2.7307,90,-1.1811
ENSG00000173221,GLRX,116,1.79541,28,-0.6172,5,-3.0337,10,-2.0811,39,-0.1081,33,-0.3440,66,0.88875,26,-0.8101
ENSG00000118985,ELL2,116,0.19077,152,0.64086,205,1.15878,86,-0.2882,56,-0.9337,47,-1.1975,84,-0.3446,99,-0.0736
ENSG00000175426,PCSK1,116,0.83502,11,-2.7699,0,-7.0661,0,-6.8298,82,0.25970,9,-3.0341,175,1.98864,66,-0.1114
ENSG00000153113,CAST,116,-0.2639,61,-1.2420,283,1.22904,175,0.39799,56,-1.3648,138,0.01192,91,-0.7041,179,0.49810
ENSG00000113441,LNPEP,116,0.23387,121,0.30810,86,-0.2364,42,-1.3256,58,-0.8458,53,-0.9810,99,-0.0172,163,0.94726
ENSG00000145721,LIX1,116,1.92331,18,-1.1761,37,-0.0919,80,1.22562,6,-2.7198,120,2.00488,2,-4.5574,4,-3.5795
ENSG00000174136,RGMB,116,1.78750,49,0.25894,4,-3.4608,10,-2.1801,30,-0.4976,35,-0.2657,52,0.41116,34,-0.3451
ENSG00000153922,CHD1,116,0.97686,21,-1.6767,128,1.15106,70,0.12582,16,-2.1045,92,0.59015,28,-1.3739,72,0.21131
ENSG00000174132,FAM174A,116,1.49999,31,-0.6912,24,-1.0638,22,-1.2233,20,-1.3067,20,-1.3545,76,0.86813,49,0.02364
ENSG00000145730,PAM,116,0.77517,21,-1.8666,7,-3.3648,9,-3.0317,88,0.31701,43,-0.8051,151,1.51612,68,-0.1081
ENSG00000145725,PPIP5K2,116,1.08774,19,-1.7300,63,0.05827,31,-1.0430,30,-1.0923,26,-1.2695,57,-0.1136,103,1.04576
ENSG00000181751,C5orf30,116,1.81228,45,0.14607,52,0.39062,16,-1.4389,36,-0.1997,18,-1.2463,45,0.17126,18,-1.3257
ENSG00000112874,NUDT12,116,2.65725,12,-1.2587,32,0.23009,21,-0.3977,5,-2.4852,20,-0.4779,23,-0.3036,12,-1.3611
ENSG00000184349,EFNA5,116,1.35443,30,-0.8505,5,-3.3656,3,-4.2655,28,-0.9645,39,-0.4624,60,0.26370,90,1.07482
ENSG00000145743,FBXL17,116,0.16631,103,-0.0148,26,-2.0859,48,-1.1923,106,0.02229,117,0.18421,135,0.47646,129,0.38899
ENSG00000151422,FER,116,1.01829,15,-2.1874,91,0.59700,69,0.14631,47,-0.4500,118,1.05328,23,-1.6074,63,0.00601
ENSG00000198961,PJA2,116,-2.0983,411,-0.1750,259,-0.8923,211,-1.2059,434,-0.0903,199,-1.2954,826,1.16630,656,0.67619
ENSG00000112893,MAN2A1,116,0.45761,151,0.91328,324,2.39747,99,0.19577,31,-1.5743,30,-1.6468,26,-1.9409,35,-1.5030
ENSG00000164209,SLC25A46,116,0.04186,102,-0.1526,59,-0.9994,45,-1.4118,102,-0.1615,62,-0.9302,201,1.13837,120,0.11721
ENSG00000134987,WDR36,116,2.57348,26,-0.1625,18,-0.7093,10,-1.5587,6,-2.3857,19,-0.6186,24,-0.2798,22,-0.4735
ENSG00000152495,CAMK4,116,0.22326,67,-0.6431,9,-3.4992,14,-2.9610,85,-0.2626,83,-0.3029,162,0.91470,155,0.82702
ENSG00000164211,STARD4,116,2.49245,1,-4.8581,18,-0.7786,6,-2.3865,16,-0.9547,3,-3.0680,42,0.65686,27,-0.1894
ENSG00000134986,NREP,116,0.36170,53,-0.8679,13,-2.9007,23,-2.1246,155,0.85750,76,-0.3126,129,0.63098,116,0.41017
ENSG00000224032,EPB41L4A-AS1,116,1.00478,58,-0.1281,37,-0.8404,61,-0.0677,88,0.54478,64,0.02513,56,-0.2146,48,-0.4708
ENSG00000134982,APC,116,-2.3394,363,-0.6262,397,-0.4876,528,-0.0392,753,0.54055,1278,1.47668,281,-1.1074,706,0.49901
ENSG00000153037,SRP19,116,0.38030,120,0.44448,119,0.42470,61,-0.6262,43,-1.1673,110,0.29257,85,-0.1299,88,-0.0689
ENSG00000129625,REEP5,116,-1.2565,273,0.07368,136,-1.0142,97,-1.5146,198,-0.4339,94,-1.5617,591,1.72110,258,-0.0253
ENSG00000172795,DCP2,116,1.56488,48,0.05600,15,-1.6655,20,-1.2558,26,-0.9205,63,0.48883,48,0.04436,41,-0.2325
ENSG00000047188,YTHDC2,116,1.79111,2,-4.0769,37,-0.1927,28,-0.6160,20,-1.0894,18,-1.2960,44,0.12389,52,0.43434
ENSG00000152503,TRIM36,116,1.62184,26,-0.8217,23,-1.0594,14,-1.7149,16,-1.5533,29,-0.7058,60,0.52333,54,0.32188
ENSG00000164219,PGGT1B,116,1.84598,13,-1.6915,56,0.53917,66,0.82122,14,-1.6279,54,0.48015,18,-1.2863,23,-0.9252
ENSG00000164221,CCDC112,116,0.64319,47,-0.7857,183,1.44951,108,0.53120,33,-1.3281,38,-1.1019,46,-0.8919,82,0.08932
ENSG00000145780,FEM1C,116,2.18520,27,-0.3507,28,-0.3108,9,-2.0073,32,-0.0977,38,0.18648,25,-0.5491,21,-0.8364
ENSG00000134970,TMED7,116,0.93590,135,1.20676,90,0.50380,59,-0.1650,37,-0.8808,78,0.26330,46,-0.6043,26,-1.5527
ENSG00000129596,CDO1,116,2.20365,15,-1.2743,13,-1.4331,10,-1.7931,16,-1.0967,38,0.16612,49,0.69391,16,-1.1900
ENSG00000145782,ATG12,116,0.57679,75,-0.1221,117,0.59054,63,-0.4016,55,-0.6141,55,-0.6009,71,-0.2410,95,0.28713
ENSG00000177879,AP3S1,116,0.62573,61,-0.3990,31,-1.4354,26,-1.6916,98,0.34499,57,-0.5035,110,0.63294,90,0.23624
ENSG00000092421,SEMA6A,116,0.53708,157,1.05734,283,2.20048,104,0.35459,16,-2.4913,65,-0.3955,16,-2.5785,30,-1.6567
ENSG00000172869,DMXL1,116,1.50296,43,-0.1611,64,0.47370,35,-0.4989,28,-0.8455,35,-0.4878,43,-0.2075,37,-0.4583
ENSG00000133835,HSD17B4,116,0.57180,122,0.66074,126,0.71173,104,0.40016,45,-0.9227,90,0.16576,57,-0.6070,49,-0.8769
ENSG00000151304,SRFBP1,116,2.13275,10,-1.8207,36,0.06689,27,-0.4195,15,-1.3063,20,-0.8582,23,-0.6815,39,0.21835
ENSG00000205302,SNX2,116,1.28808,32,-0.8136,56,0.04480,51,-0.1043,19,-1.5687,23,-1.3249,67,0.40610,55,0.02864
ENSG00000064652,SNX24,116,2.09777,28,-0.3494,37,0.06213,26,-0.5068,31,-0.2293,14,-1.3860,31,-0.2573,21,-0.8652
ENSG00000168944,CEP120,116,2.08632,35,-0.0493,40,0.18844,33,-0.1069,17,-1.1637,13,-1.5506,17,-1.2243,35,-0.0354
ENSG00000151292,CSNK1G3,116,1.23964,37,-0.6331,43,-0.3916,39,-0.5670,48,-0.2275,25,-1.1948,53,-0.0849,70,0.44373
ENSG00000168916,ZNF608,116,1.70543,22,-1.0217,111,1.61680,49,0.21505,5,-3.0530,52,0.29673,9,-2.5228,30,-0.6340
ENSG00000155324,GRAMD2B,116,0.55284,21,-2.0395,141,0.88917,197,1.49341,30,-1.5378,241,1.88502,13,-2.8521,26,-1.8880
ENSG00000164904,ALDH7A1,116,-0.0304,86,-0.4927,168,0.57991,284,1.51014,86,-0.5045,280,1.48065,25,-2.4569,55,-1.2858
ENSG00000164902,PHAX,116,-0.1623,99,-0.4013,136,0.09186,103,-0.3521,94,-0.4943,137,0.10812,125,-0.0466,174,0.57382
ENSG00000164241,C5orf63,116,2.64950,5,-2.3930,18,-0.6936,46,0.81526,17,-0.7726,23,-0.2638,4,-2.9773,23,-0.3483
ENSG00000145794,MEGF10,116,1.48830,96,1.14803,99,1.19315,39,-0.3589,17,-1.6133,82,0.87598,5,-3.4222,13,-2.0962
ENSG00000245937,LINC01184,116,1.35675,52,0.01269,63,0.30115,43,-0.3108,40,-0.4276,31,-0.8031,42,-0.3635,46,-0.2253
ENSG00000064651,SLC12A2,116,-0.8800,548,1.72438,641,2.04322,299,0.62925,52,-2.0624,67,-1.6979,73,-1.6940,84,-1.4658
ENSG00000169567,HINT1,116,-1.8281,235,-0.7651,228,-0.8074,181,-1.1607,629,0.82203,330,-0.2338,763,1.40472,292,-0.4749
ENSG00000186687,LYRM7,116,-0.2941,163,0.24914,150,0.11744,122,-0.2168,91,-0.6741,162,0.23734,130,-0.1199,166,0.31717
ENSG00000158985,CDC42SE2,116,-0.4133,138,-0.1375,117,-0.4020,101,-0.6199,181,0.30177,65,-1.2846,215,0.67399,178,0.31358
ENSG00000158987,RAPGEF6,116,1.67191,37,-0.2599,81,1.00526,51,0.23663,13,-1.7980,39,-0.1810,26,-0.9110,26,-0.9030
ENSG00000217128,FNIP1,116,1.27085,67,0.33316,86,0.74679,46,-0.2621,16,-1.8074,43,-0.3840,38,-0.6082,47,-0.2498
ENSG00000164398,ACSL6,116,-0.4673,24,-2.8325,20,-3.0891,33,-2.3541,120,-0.4157,224,0.59737,297,1.29983,214,0.59637
ENSG00000113522,RAD50,116,-0.9480,72,-1.6672,366,0.90000,158,-0.4676,155,-0.5039,176,-0.3002,171,-0.3865,373,1.10480
ENSG00000131437,KIF3A,116,-2.5559,296,-1.1608,381,-0.7799,269,-1.3065,259,-1.3618,263,-1.3409,779,0.40488,1561,1.98962
ENSG00000164402,SEPTIN8,116,-1.4924,575,1.05932,596,1.12241,413,0.49277,223,-0.4951,200,-0.6621,244,-0.3952,222,-0.5530
ENSG00000198944,SOWAHA,116,0.70009,70,-0.1224,28,-1.5222,36,-1.1249,89,0.25531,196,1.64693,59,-0.4207,51,-0.6655
ENSG00000164403,SHROOM1,116,2.05705,28,-0.4135,103,1.81649,48,0.46009,13,-1.5837,20,-0.8892,7,-2.5655,11,-1.9669
ENSG00000164405,UQCRQ,116,-1.6037,364,0.16352,193,-0.8357,206,-0.7313,584,0.95500,338,0.04137,512,0.85086,234,-0.5937
ENSG00000072364,AFF4,116,-0.0045,82,-0.5439,167,0.59780,100,-0.2296,79,-0.5990,189,0.79998,90,-0.4390,124,0.11303
ENSG00000155329,ZCCHC10,116,1.93471,13,-1.6204,40,0.07388,26,-0.5892,34,-0.1729,40,0.04589,23,-0.8991,35,-0.1615
ENSG00000170606,HSPA4,116,0.25427,72,-0.4985,88,-0.1803,66,-0.6381,65,-0.6476,104,0.08491,128,0.47344,111,0.21421
ENSG00000113583,C5orf15,116,1.86935,55,0.51360,55,0.52295,35,-0.1913,4,-3.2369,11,-1.9009,40,-0.0038,21,-1.0479
ENSG00000213585,VDAC1,116,-0.6764,126,-0.5500,62,-1.6169,53,-1.8385,146,-0.3193,99,-0.9222,382,1.58196,209,0.29041
ENSG00000113558,SKP1,116,-2.0339,498,0.20005,378,-0.2409,357,-0.3302,449,0.03184,455,0.05391,693,0.88025,380,-0.2602
ENSG00000113575,PPP2CA,116,-0.7986,224,0.23780,104,-0.9672,125,-0.6788,168,-0.2207,104,-0.9657,336,1.09052,210,0.14987
ENSG00000006837,CDKL3,116,2.07344,15,-1.3051,43,0.29487,31,-0.2339,25,-0.5776,57,0.73882,14,-1.5576,23,-0.7674
ENSG00000119048,UBE2B,116,-0.2871,151,0.13489,82,-0.8271,46,-1.6843,169,0.31826,107,-0.4056,197,0.66311,162,0.27939
ENSG00000237190,CDKN2AIPNL,116,1.40618,32,-0.7161,14,-1.8996,18,-1.5556,64,0.38539,30,-0.8026,63,0.39532,53,0.08634
ENSG00000043143,JADE2,116,1.31185,24,-1.2207,41,-0.4199,26,-1.1240,59,0.17094,28,-0.9963,57,0.11338,63,0.30754
ENSG00000152700,SAR1B,116,0.62737,151,1.08169,120,0.68146,85,0.11720,52,-0.6630,81,0.04597,44,-0.9766,48,-0.8323
ENSG00000164615,CAMLG,116,-0.5071,152,-0.0760,62,-1.4432,98,-0.7569,206,0.40972,114,-0.5333,246,0.82765,179,0.20691
ENSG00000145833,DDX46,116,0.11203,49,-1.2279,151,0.54724,93,-0.2292,67,-0.7467,74,-0.5845,92,-0.2894,173,0.91473
ENSG00000181904,C5orf24,116,0.67276,94,0.32249,99,0.40889,55,-0.5233,51,-0.6516,46,-0.8009,83,0.13509,71,-0.1315
ENSG00000113621,TXNDC15,116,1.45721,63,0.39177,45,-0.1513,16,-1.6955,36,-0.4855,43,-0.2258,47,-0.0833,40,-0.3531
ENSG00000113648,H2AFY,116,0.13981,105,-0.0200,69,-0.6618,69,-0.6631,81,-0.4216,102,-0.0651,138,0.48601,122,0.24897
ENSG00000145824,CXCL14,116,-0.4940,19,-3.1416,1,-6.8048,4,-5.2281,225,0.57154,823,3.27182,102,-0.7562,97,-0.8446
ENSG00000113658,SMAD5,116,1.30548,26,-1.0816,92,0.89850,60,0.19763,30,-0.9065,85,0.75327,11,-2.4651,52,-0.0636
ENSG00000152377,SPOCK1,116,-1.4661,520,0.91401,484,0.79072,223,-0.4714,244,-0.3298,79,-2.0245,396,0.51794,272,-0.1741
ENSG00000146021,KLHL3,116,2.22780,21,-0.7346,36,0.11733,7,-2.3841,22,-0.6712,12,-1.5701,22,-0.6948,39,0.26996
ENSG00000177733,HNRNPA0,116,0.05318,147,0.43723,59,-0.9886,75,-0.6199,111,-0.0166,100,-0.1858,165,0.73554,91,-0.3546
ENSG00000031003,FAM13B,116,0.80855,27,-1.4512,79,0.16955,65,-0.1390,59,-0.2831,38,-0.9800,63,-0.2072,100,0.63966
ENSG00000112981,NME5,116,2.50645,8,-1.8607,9,-1.7607,8,-1.9499,23,-0.4069,23,-0.3806,38,0.45479,16,-0.9806
ENSG00000112983,BRD8,116,0.71142,83,0.16686,90,0.30055,49,-0.6690,59,-0.3729,44,-0.8421,70,-0.1132,84,0.21046
ENSG00000094880,CDC23,116,2.35395,32,0.00311,16,-1.0518,11,-1.6399,9,-1.8063,39,0.32443,28,-0.2089,19,-0.8540
ENSG00000120709,FAM53C,116,1.39544,38,-0.4747,30,-0.8419,32,-0.7352,64,0.35639,40,-0.3829,46,-0.1644,49,-0.0602
ENSG00000120733,KDM3B,116,0.94278,50,-0.4199,73,0.18216,60,-0.1360,36,-0.9392,88,0.47743,46,-0.6201,70,0.13083
ENSG00000132563,REEP2,116,-0.1404,76,-0.7904,22,-2.6440,62,-1.1007,133,0.07709,60,-1.1389,233,1.21868,165,0.49529
ENSG00000120738,EGR1,116,0.34190,88,-0.0975,9,-3.5042,9,-3.4421,71,-0.4463,63,-0.6250,144,0.82540,147,0.86627
ENSG00000120705,ETF1,116,1.29960,77,0.58897,42,-0.3811,40,-0.4516,40,-0.4588,28,-0.9943,52,-0.0415,44,-0.3368
ENSG00000113013,HSPA9,116,-0.9824,123,-0.8933,230,0.08635,199,-0.1460,219,0.00620,254,0.24468,287,0.51371,233,0.12127
ENSG00000044115,CTNNA1,116,-0.1055,235,1.07429,315,1.61351,154,0.35379,105,-0.2669,88,-0.5315,66,-1.0504,46,-1.6223
ENSG00000146006,LRRTM2,116,1.25073,79,0.58404,32,-0.8349,16,-1.8657,34,-0.7404,42,-0.4389,59,0.11676,57,0.07548
ENSG00000120725,SIL1,116,2.11930,40,0.20460,31,-0.1969,27,-0.4299,18,-1.0355,37,0.06230,22,-0.7846,20,-0.9547
ENSG00000120727,PAIP2,116,-0.8307,190,-0.0622,211,0.10424,190,-0.0565,207,0.07902,219,0.16821,277,0.64302,143,-0.5600
ENSG00000170464,DNAJC18,116,0.57142,71,-0.2208,107,0.43289,39,-1.1297,50,-0.7712,46,-0.8719,82,0.00290,112,0.59284
ENSG00000131508,UBE2D2,116,0.42694,137,0.71039,75,-0.2731,59,-0.6299,50,-0.8872,106,0.27771,128,0.68126,46,-1.1152
ENSG00000171604,CXXC5,116,-1.1900,441,0.94566,319,0.39588,286,0.21765,210,-0.2762,142,-0.8769,232,-0.1362,261,0.07899
ENSG00000146005,PSD2,116,1.25866,45,-0.3114,50,-0.1582,42,-0.4263,50,-0.1357,165,1.94047,18,-1.7690,22,-1.4902
ENSG00000185129,PURA,116,-1.1539,132,-0.9567,363,0.65451,377,0.71725,158,-0.6831,190,-0.3978,179,-0.5344,373,0.81367
ENSG00000182700,IGIP,116,0.06185,88,-0.3693,75,-0.6240,135,0.30738,134,0.30431,86,-0.3981,128,0.25878,111,0.00087
ENSG00000120306,CYSTM1,116,0.88712,31,-1.1769,38,-0.8766,68,0.01713,99,0.61497,117,0.90051,64,-0.1054,40,-0.8911
ENSG00000113068,PFDN1,116,0.34767,69,-0.4762,74,-0.3655,77,-0.3093,101,0.11953,58,-0.7524,117,0.42354,103,0.17224
ENSG00000131503,ANKHD1,116,-0.2800,64,-1.1837,269,1.11567,167,0.30724,87,-0.7232,141,0.03615,97,-0.6195,172,0.40985
ENSG00000213523,SRA1,116,2.18166,16,-1.1401,24,-0.5407,5,-2.6696,40,0.23700,38,0.17214,34,-0.0098,17,-1.1259
ENSG00000113108,APBB3,116,2.65950,14,-1.0460,12,-1.3103,1,-4.9344,14,-1.0048,15,-0.9434,32,0.28042,21,-0.5028
ENSG00000176087,SLC35A4,116,2.39888,2,-3.6438,23,-0.4513,28,-0.1380,35,0.21004,33,0.08342,25,-0.3951,11,-1.6060
ENSG00000131495,NDUFA2,116,-0.4436,178,0.23750,109,-0.5433,151,-0.0210,242,0.75049,144,-0.1045,200,0.49428,98,-0.7744
ENSG00000113141,IK,116,-0.7300,108,-0.8301,274,0.64915,229,0.34605,116,-0.7272,188,0.02862,175,-0.0984,233,0.43232
ENSG00000170445,HARS,116,0.57283,96,0.26373,32,-1.4155,33,-1.3871,84,0.03999,45,-0.9189,123,0.78526,82,0.00534
ENSG00000146007,ZMAT2,116,-0.9919,115,-0.9989,168,-0.4163,192,-0.2129,261,0.28421,238,0.13157,194,-0.2163,357,0.94764
ENSG00000178913,TAF7,116,-0.1823,84,-0.6860,187,0.59913,87,-0.6242,64,-1.0932,112,-0.2359,171,0.51839,153,0.30139
ENSG00000131504,DIAPH1,116,1.95875,12,-1.7510,12,-1.6740,4,-3.1634,22,-0.8229,38,0.00233,30,-0.4209,58,0.80442
ENSG00000171720,HDAC3,116,2.47292,20,-0.6043,10,-1.5750,5,-2.5048,19,-0.6768,18,-0.7418,32,0.09146,24,-0.4182
ENSG00000164620,RELL2,116,2.24481,15,-1.2201,0,-9.9125,4,-3.0214,40,0.29122,1,-4.3323,56,1.02135,22,-0.6910
ENSG00000081791,DELE1,116,2.10103,20,-0.8559,32,-0.1422,17,-1.1146,25,-0.5417,63,0.93367,18,-1.1580,23,-0.7128
ENSG00000013561,RNF14,116,1.18728,37,-0.6792,26,-1.2195,41,-0.5021,48,-0.2602,28,-1.1076,82,0.67422,56,-0.0381
ENSG00000113552,GNPDA1,116,1.85355,5,-3.0040,17,-1.2906,32,-0.3397,34,-0.2787,37,-0.1274,55,0.60573,25,-0.8224
ENSG00000131507,NDFIP1,116,-2.0741,505,0.17800,133,-1.8736,125,-1.9594,417,-0.1291,279,-0.7565,943,1.51796,529,0.29119
ENSG00000113578,FGF1,116,-0.7584,213,0.19695,442,1.46499,726,2.49360,106,-0.8930,144,-0.4237,21,-3.4215,47,-2.2478
ENSG00000145819,ARHGAP26,116,-0.2185,44,-1.6822,32,-2.1429,41,-1.7879,137,0.05299,98,-0.4806,170,0.45507,260,1.36258
ENSG00000113580,NR3C1,116,0.07536,102,-0.1192,129,0.25146,107,-0.0486,44,-1.4023,82,-0.4736,116,0.08551,146,0.52448
ENSG00000145817,YIPF5,116,0.73269,51,-0.5814,82,0.16650,41,-0.9153,41,-0.9208,51,-0.5925,78,0.09949,101,0.58824
ENSG00000183775,KCTD16,116,-0.0895,65,-0.9843,17,-2.9646,18,-2.8813,96,-0.3776,47,-1.4625,181,0.73867,253,1.48378
ENSG00000133706,LARS,116,-0.0810,68,-0.9156,174,0.58068,108,-0.1939,88,-0.5161,138,0.19692,118,-0.0521,146,0.32874
ENSG00000091009,RBM27,116,0.45433,82,-0.1042,111,0.39192,58,-0.6437,52,-0.8086,89,0.03392,62,-0.5998,121,0.61709
ENSG00000113649,TCERG1,116,-0.2455,56,-1.3540,162,0.28805,90,-0.6296,59,-1.2843,124,-0.1395,115,-0.2888,258,1.30025
ENSG00000156475,PPP2R2B,116,-0.4408,154,0.00508,155,0.01588,88,-0.8665,158,0.04490,131,-0.2466,218,0.66406,148,-0.0604
ENSG00000113657,DPYSL3,116,0.57466,68,-0.2751,67,-0.3135,182,1.36799,43,-0.9750,88,0.12470,65,-0.3844,60,-0.5403
ENSG00000176049,JAKMIP2,116,-0.0071,42,-1.5493,166,0.58043,150,0.41194,70,-0.7815,104,-0.1825,91,-0.4375,167,0.68637
ENSG00000145868,FBXO38,116,2.39921,54,0.91310,29,-0.1106,5,-2.5355,14,-1.1862,18,-0.8044,22,-0.5664,14,-1.2598
ENSG00000173210,ABLIM3,116,2.39276,33,0.07739,7,-2.2157,15,-1.0775,24,-0.4016,6,-2.2998,24,-0.4140,30,-0.0403
ENSG00000145882,PCYOX1L,116,2.78801,21,-0.3730,6,-2.2084,0,-6.6100,7,-1.9993,13,-1.0523,35,0.51320,16,-0.8567
ENSG00000113712,CSNK1A1,116,-0.5112,206,0.40931,247,0.71268,140,-0.2141,130,-0.3353,150,-0.1072,195,0.36427,112,-0.6220
ENSG00000183111,ARHGEF37,116,1.49216,122,1.59101,121,1.58220,57,0.25363,12,-2.0500,16,-1.7033,9,-2.6543,11,-2.3369
ENSG00000113716,HMGXB3,116,2.41904,29,-0.0659,23,-0.4658,11,-1.5870,19,-0.6994,0,-7.3967,27,-0.2079,27,-0.2019
ENSG00000182578,CSF1R,116,1.98848,11,-1.8200,32,-0.2258,67,0.95681,41,0.15314,74,1.13445,11,-1.9590,6,-2.8799
ENSG00000011083,SLC6A7,116,2.39735,1,-4.9232,0,-10.148,0,-8.7395,21,-0.5840,1,-5.0296,57,1.21255,29,-0.1152
ENSG00000070808,CAMK2A,116,-1.0859,131,-0.8958,17,-3.8919,15,-4.0848,314,0.48680,331,0.57427,261,0.20409,443,1.29188
ENSG00000070814,TCOF1,116,0.79839,76,0.09525,77,0.12579,35,-1.0782,31,-1.2949,42,-0.8208,66,-0.1484,103,0.68923
ENSG00000019582,CD74,116,-0.6573,145,-0.3055,269,0.69610,631,2.32494,150,-0.2541,313,0.95621,35,-2.5713,34,-2.6389
ENSG00000164587,RPS14,116,-2.8635,793,0.04090,682,-0.1995,1386,0.97513,1354,0.93501,1205,0.73240,639,-0.3341,457,-0.8971
ENSG00000070614,NDST1,116,1.94880,64,0.84967,54,0.54626,37,-0.0588,26,-0.5718,23,-0.7810,14,-1.6127,17,-1.3178
ENSG00000171992,SYNPO,116,0.18414,123,0.28892,3,-4.9505,11,-3.3596,152,0.63590,128,0.35171,114,0.17877,135,0.50684
ENSG00000086589,RBM22,116,0.95451,131,1.17736,82,0.36795,68,0.06600,39,-0.8075,28,-1.2938,47,-0.5726,47,-0.5546
ENSG00000132912,DCTN4,116,0.47395,143,0.82524,102,0.26347,84,-0.0433,57,-0.6458,45,-1.0068,99,0.24701,60,-0.6272
ENSG00000211445,GPX3,116,1.51765,0,-8.9277,4,-3.6308,1,-4.9669,42,-0.2081,8,-2.5906,102,1.56483,51,0.13144
ENSG00000145901,TNIP1,116,2.13235,23,-0.6559,28,-0.3733,27,-0.4210,18,-1.0239,11,-1.6993,34,-0.0412,30,-0.2817
