Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000135900,MRPL44,38,0.88604,16,-1.0666,29,-0.1595,19,-0.8696
ENSG00000135919,SERPINE2,188,-0.5445,378,0.88924,399,0.98330,161,-0.5316
ENSG00000036257,CUL3,106,0.66141,73,-0.3646,83,-0.1573,56,-0.8310
ENSG00000135905,DOCK10,11,-1.0969,43,1.72862,33,1.22127,9,-0.8166
ENSG00000169047,IRS1,15,0.40336,18,0.42045,10,-0.4533,8,-0.7656
ENSG00000168958,MFF,81,0.26674,68,-0.1931,112,0.61324,46,-0.8624
ENSG00000173744,AGFG1,69,0.29481,87,0.47265,51,-0.3783,44,-0.6441
ENSG00000153820,SPHKAP,28,0.70017,5,-2.3400,7,-1.7467,28,0.27488
ENSG00000153823,PID1,19,-0.4897,33,0.64686,37,0.82795,19,-0.2326
ENSG00000187957,DNER,96,-0.7195,140,0.26371,283,1.46699,105,-0.2113
ENSG00000153827,TRIP12,133,0.47526,116,-0.0467,66,-0.9155,100,-0.3022
ENSG00000163053,SLC16A14,29,0.72658,23,-0.0807,22,-0.1443,12,-1.2156
ENSG00000135899,SP110,5,-2.3966,66,2.73939,12,-0.2523,22,0.75475
ENSG00000135932,CAB39,151,1.11965,52,-1.2934,91,-0.4427,67,-0.9922
ENSG00000135916,ITM2C,282,-0.6477,287,-0.2651,736,1.29232,372,0.15928
ENSG00000204128,C2orf72,23,-0.7742,33,0.20886,55,1.06348,34,0.32529
ENSG00000173692,PSMD1,298,1.00375,197,-0.3296,138,-0.8804,129,-1.0562
ENSG00000135931,ARMC9,17,1.13315,10,-0.4505,10,-0.4673,5,-1.5389
ENSG00000115053,NCL,743,0.19124,895,0.37285,318,-1.2344,695,-0.0360
ENSG00000187514,PTMA,944,-0.6497,2338,1.19662,1128,-0.0166,1230,0.13625
ENSG00000156973,PDE6D,18,-0.2524,34,0.90800,30,0.69114,11,-0.8760
ENSG00000144524,COPS7B,17,-0.1368,24,0.45057,27,0.63438,13,-0.5566
ENSG00000144535,DIS3L2,13,-0.4307,44,1.93896,3,-2.0469,10,-0.5182
ENSG00000135930,EIF4E2,62,0.22423,39,-0.6279,40,-0.5896,66,0.21811
ENSG00000115468,EFHD1,35,-0.9561,98,1.18454,95,1.14362,42,-0.2265
ENSG00000204120,GIGYF2,111,-0.3096,204,0.85519,64,-0.9831,142,0.28670
ENSG00000182600,SNORC,47,-2.4453,369,1.87492,407,2.07583,131,0.09583
ENSG00000066248,NGEF,213,1.77926,42,-2.0058,125,-0.3602,40,-2.1994
ENSG00000085978,ATG16L1,20,1.36487,9,-0.7454,5,-1.6740,8,-1.0835
ENSG00000188042,ARL4C,112,-0.0182,90,-0.3525,150,0.46127,107,-0.0879
ENSG00000157985,AGAP1,115,-0.5490,169,0.36893,169,0.36614,168,0.40061
ENSG00000132321,IQCA1,59,-0.3506,82,0.37854,70,0.12291,74,0.24327
ENSG00000198612,COPS8,112,0.57924,81,-0.3199,88,-0.1797,66,-0.6860
ENSG00000124831,LRRFIP1,101,0.06833,153,0.70803,65,-0.6459,83,-0.3071
ENSG00000132329,RAMP1,77,-0.8523,134,0.48294,237,1.46380,92,-0.1281
ENSG00000184182,UBE2F,37,0.15617,22,-0.7520,41,0.22528,35,-0.0347
ENSG00000132323,ILKAP,29,0.30243,29,0.07497,29,0.11523,18,-0.6557
ENSG00000144485,HES6,21,-1.3348,23,-0.5435,58,0.95619,65,1.36306
ENSG00000132326,PER2,20,-0.1278,32,0.72324,15,-0.4106,19,-0.0900
ENSG00000204104,TRAF3IP1,47,-0.3225,49,-0.0815,18,-1.5612,85,0.93137
ENSG00000065802,ASB1,18,-0.3404,21,0.08707,37,0.99996,17,-0.2537
ENSG00000068024,HDAC4,16,-0.4329,13,-0.5518,23,0.36925,26,0.64001
ENSG00000130414,NDUFA10,132,0.69627,97,-0.2480,90,-0.3620,69,-0.8336
ENSG00000172428,COPS9,389,-0.2254,376,-0.1479,679,0.81236,382,-0.1346
ENSG00000063660,GPC1,64,-0.0671,67,0.03910,95,0.60313,54,-0.3390
ENSG00000130294,KIF1A,366,-0.0273,234,-0.7054,306,-0.2926,476,0.46533
ENSG00000122085,MTERF4,25,0.31791,27,0.26644,22,-0.0271,15,-0.7378
ENSG00000115685,PPP1R7,136,0.54894,71,-0.8214,120,-0.0048,90,-0.4890
ENSG00000115677,HDLBP,154,0.17724,146,-0.0099,149,0.01987,124,-0.2953
ENSG00000168385,SEPTIN2,89,-1.3883,298,1.24570,294,1.22499,169,0.32875
ENSG00000115694,STK25,95,0.19747,77,-0.2620,96,0.08991,80,-0.2285
ENSG00000176946,THAP4,40,0.37345,43,0.26468,50,0.51731,14,-1.4833
ENSG00000168397,ATG4B,40,1.15139,11,-1.5346,29,-0.1344,15,-1.2078
ENSG00000168395,ING5,31,-0.0314,35,0.17013,35,0.14997,29,-0.1415
ENSG00000180902,D2HGDH,15,0.07840,16,0.12507,13,-0.1305,13,-0.1266
ENSG00000134121,CHL1,381,1.41086,163,-0.9138,151,-1.0329,129,-1.3556
ENSG00000144619,CNTN4,83,1.14311,37,-0.9083,18,-1.9622,47,-0.5732
ENSG00000072756,TRNT1,20,0.39362,20,0.19191,12,-0.5986,13,-0.4650
ENSG00000113851,CRBN,108,0.31246,132,0.44105,48,-1.1347,84,-0.3095
ENSG00000175928,LRRN1,20,0.15601,15,-0.3790,26,0.53647,14,-0.4379
ENSG00000150995,ITPR1,310,0.40687,258,-0.1447,231,-0.3179,224,-0.4019
ENSG00000134107,BHLHE40,67,-0.1358,148,1.26033,63,-0.1466,42,-0.8525
ENSG00000134108,ARL8B,163,0.59366,82,-0.8543,144,0.01804,102,-0.5687
ENSG00000196277,GRM7,31,1.43698,6,-1.9713,5,-2.1626,17,-0.6039
ENSG00000196220,SRGAP3,74,0.28838,60,-0.2189,55,-0.3616,64,-0.1441
ENSG00000206573,THUMPD3-AS1,19,0.05781,35,1.01235,12,-0.6494,13,-0.6161
ENSG00000134077,THUMPD3,47,0.41661,26,-0.7761,36,-0.2674,39,-0.1392
ENSG00000168137,SETD5,82,-0.1996,182,1.24551,28,-1.6850,83,-0.0731
ENSG00000156959,LHFPL4,33,0.60951,18,-0.7364,23,-0.3320,22,-0.4220
ENSG00000163719,MTMR14,14,0.16523,7,-0.8536,10,-0.4371,16,0.31310
ENSG00000134072,CAMK1,56,0.43187,33,-0.6817,82,0.78364,25,-1.1329
ENSG00000171148,TADA3,68,-0.2859,52,-0.5354,97,0.45319,91,0.39104
ENSG00000241553,ARPC4,105,0.56725,69,-0.4582,82,-0.1793,66,-0.5811
ENSG00000156990,RPUSD3,26,0.44373,17,-0.5143,28,0.26367,16,-0.6610
ENSG00000171135,JAGN1,16,-0.4081,40,1.28929,23,0.35652,12,-0.6862
ENSG00000163703,CRELD1,71,1.39035,30,-0.9489,26,-1.1661,26,-1.2204
ENSG00000163704,PRRT3,41,0.82621,10,-1.8885,21,-0.7825,31,-0.1957
ENSG00000125037,EMC3,87,0.40635,61,-0.4082,105,0.45795,48,-0.8401
ENSG00000254999,BRK1,170,0.58085,91,-0.7735,190,0.38438,87,-0.9107
ENSG00000157014,TATDN2,38,0.22559,36,-0.0278,58,0.74378,19,-1.0734
ENSG00000157020,SEC13,32,0.67452,18,-0.6377,28,0.03613,16,-0.8427
ENSG00000157087,ATP2B2,457,1.26205,105,-1.8645,174,-1.1187,241,-0.6819
ENSG00000132164,SLC6A11,10,-1.1071,18,0.41141,22,0.67984,23,0.92196
ENSG00000157103,SLC6A1,134,-0.9764,307,0.86225,424,1.43322,162,-0.1923
ENSG00000196639,HRH1,14,-0.6162,33,1.14896,26,0.74491,13,-0.4264
ENSG00000197548,ATG7,25,0.17836,31,0.40825,23,-0.0526,17,-0.5669
ENSG00000144560,VGLL4,46,0.21587,52,0.25517,48,0.12447,30,-0.6394
ENSG00000157152,SYN2,341,1.04489,91,-1.6955,180,-0.6681,195,-0.6016
ENSG00000075975,MKRN2,27,0.98458,14,-0.6564,21,-0.0790,9,-1.3946
ENSG00000132155,RAF1,28,-0.2308,56,1.03710,25,-0.2489,25,-0.2930
ENSG00000144712,CAND2,19,1.32059,5,-1.6658,12,-0.3138,6,-1.3308
ENSG00000144713,RPL32,768,-0.6935,929,-0.0204,1808,1.08222,1116,0.30839
ENSG00000144711,IQSEC1,201,-0.0620,142,-0.5718,257,0.36729,221,0.13682
ENSG00000163517,HDAC11,47,0.20284,25,-0.8625,56,0.36800,41,-0.1659
ENSG00000163528,CHCHD4,22,0.51827,7,-1.5999,26,0.45580,14,-0.5391
ENSG00000170876,TMEM43,20,-0.3406,46,1.22755,24,0.13438,15,-0.5576
ENSG00000154767,XPC,30,-0.7161,95,1.60677,13,-1.5647,44,0.32744
ENSG00000170860,LSM3,80,0.30332,54,-0.5201,96,0.39543,56,-0.5088
ENSG00000154781,CCDC174,48,0.12883,82,0.92339,15,-1.6729,39,-0.2943
ENSG00000225733,FGD5-AS1,80,-0.5699,121,0.40366,136,0.59222,109,0.26811
ENSG00000177463,NR2C2,38,0.35061,21,-0.7694,41,0.21993,29,-0.3356
ENSG00000131368,MRPS25,52,0.54441,38,-0.2777,53,0.22961,25,-0.9941
ENSG00000131381,RBSN,67,0.07542,65,-0.0158,59,-0.1748,65,-0.0152
ENSG00000131375,CAPN7,22,0.01945,23,0.09796,23,0.08483,20,-0.1386
ENSG00000131370,SH3BP5,101,0.75827,64,-0.4642,28,-1.7168,74,-0.2722
ENSG00000206562,METTL6,15,0.39690,5,-1.5499,14,-0.0117,14,-0.0237
ENSG00000144597,EAF1,29,0.74543,14,-0.8805,22,-0.1750,16,-0.6865
ENSG00000206560,ANKRD28,47,0.61388,42,0.03979,22,-0.9304,29,-0.5878
ENSG00000131386,GALNT15,16,-1.5861,127,2.80430,45,0.75967,11,-1.4395
ENSG00000154813,DPH3,35,0.32838,20,-0.7467,30,-0.1142,30,-0.0978
ENSG00000131378,RFTN1,46,1.25065,18,-1.0466,17,-1.1484,21,-0.9322
ENSG00000154822,PLCL2,47,1.29853,15,-1.3782,19,-0.9879,21,-0.9452
ENSG00000131374,TBC1D5,73,-0.0991,92,0.32586,88,0.25278,66,-0.2027
ENSG00000182568,SATB1,177,0.51510,73,-1.1786,43,-1.9598,189,0.32937
ENSG00000144566,RAB5A,118,0.05548,92,-0.3683,153,0.44353,104,-0.1885
ENSG00000114166,KAT2B,38,-1.3096,96,0.77015,132,1.33345,78,0.50062
ENSG00000151789,ZNF385D,65,-0.0705,59,-0.1838,57,-0.2463,79,0.31325
ENSG00000182247,UBE2E2,98,1.40127,31,-1.3733,27,-1.5536,45,-0.8797
ENSG00000170142,UBE2E1,52,-0.0891,37,-0.5780,92,0.88431,47,-0.2282
ENSG00000197885,NKIRAS1,69,1.24541,22,-1.3396,39,-0.4977,27,-1.1668
ENSG00000174748,RPL15,628,-0.0530,422,-0.6408,1128,0.94045,529,-0.3224
ENSG00000174738,NR1D2,73,0.90147,42,-0.5789,36,-0.8167,39,-0.7350
ENSG00000151090,THRB,181,0.92051,77,-1.0260,80,-0.9750,113,-0.4892
ENSG00000077092,RARB,20,0.86063,4,-2.0273,11,-0.5643,14,-0.3091
ENSG00000077097,TOP2B,210,0.22737,205,0.04806,133,-0.6269,189,-0.0822
ENSG00000151092,NGLY1,18,0.52604,10,-0.6761,20,0.34032,10,-0.8052
ENSG00000179796,LRRC3B,19,-0.7335,51,1.29067,31,0.45261,22,-0.1148
ENSG00000033867,SLC4A7,76,-0.3406,80,-0.0530,63,-0.4325,120,0.68278
ENSG00000187118,CMC1,18,0.23841,15,-0.1591,20,0.26498,13,-0.4870
ENSG00000163512,AZI2,96,-0.2048,105,0.06326,78,-0.4022,129,0.44413
ENSG00000144642,RBMS3,14,-1.8875,119,2.64166,32,0.22272,29,0.07935
ENSG00000163527,STT3B,61,0.35007,47,-0.2925,51,-0.1609,47,-0.3105
ENSG00000152642,GPD1L,78,1.46175,17,-1.8513,31,-1.0032,32,-1.0433
ENSG00000091317,CMTM6,11,-1.0977,56,2.25512,19,0.32056,10,-0.7598
ENSG00000144635,DYNC1LI1,89,0.73801,40,-1.0031,58,-0.4183,58,-0.4725
ENSG00000170266,GLB1,15,-0.1803,11,-0.5181,21,0.50893,17,0.19851
ENSG00000170275,CRTAP,43,-0.5902,75,0.60388,76,0.63682,55,0.13316
ENSG00000173705,SUSD5,16,0.31065,32,1.28783,4,-1.9943,7,-1.0873
ENSG00000153558,FBXL2,54,1.89043,5,-3.1059,15,-1.4497,19,-1.2261
ENSG00000153560,UBP1,59,0.47495,50,-0.1085,55,0.04628,33,-0.8044
ENSG00000163539,CLASP2,232,0.66036,170,-0.2637,147,-0.4886,135,-0.6756
ENSG00000170248,PDCD6IP,60,0.35077,81,0.60717,27,-1.0672,40,-0.5510
ENSG00000172995,ARPP21,324,1.23127,108,-1.3232,80,-1.7725,181,-0.5868
ENSG00000168016,TRANK1,18,0.75701,10,-0.6276,0,-4.5423,16,0.05562
ENSG00000178567,EPM2AIP1,113,0.43696,86,-0.2684,83,-0.3251,82,-0.3755
ENSG00000076242,MLH1,15,0.09562,21,0.59236,14,-0.0521,10,-0.5795
ENSG00000093167,LRRFIP2,42,-0.0922,72,0.82378,31,-0.5371,39,-0.1830
ENSG00000144674,GOLGA4,456,-0.2263,897,1.01743,276,-0.8721,480,-0.0127
ENSG00000144677,CTDSPL,25,-0.3515,40,0.63269,41,0.63763,23,-0.3010
ENSG00000136059,VILL,11,-0.8822,14,0.03056,39,1.70997,13,-0.0792
ENSG00000060971,ACAA1,49,-0.0649,78,0.70888,62,0.33254,33,-0.6803
ENSG00000172939,OXSR1,31,-0.0549,36,0.21004,12,-1.3913,40,0.44371
ENSG00000114739,ACVR2B,15,0.67182,5,-1.5323,8,-0.7713,13,-0.0647
ENSG00000114742,WDR48,67,0.25289,61,-0.0636,50,-0.3744,58,-0.1675
ENSG00000114745,GORASP1,26,0.60052,21,-0.1119,26,0.17259,11,-1.2085
ENSG00000144659,SLC25A38,21,0.37021,10,-1.0529,36,0.99212,10,-1.0875
ENSG00000168028,RPSA,459,-0.5053,437,-0.3000,1045,1.12765,563,0.10977
ENSG00000168314,MOBP,252,-0.8189,312,-0.0525,49,-2.8201,711,1.58552
ENSG00000170011,MYRIP,50,1.10404,31,-0.4092,15,-1.4532,23,-0.9254
ENSG00000114784,EIF1B,160,1.01783,58,-1.2382,124,-0.0742,66,-1.1212
ENSG00000168032,ENTPD3,16,0.45596,5,-1.4258,18,0.34257,12,-0.3822
ENSG00000188846,RPL14,455,-0.4703,500,-0.0572,783,0.67033,618,0.31771
ENSG00000172888,ZNF621,9,-1.1603,24,0.94646,21,0.74260,19,0.63045
ENSG00000168036,CTNNB1,207,0.22802,168,-0.2427,208,0.09750,165,-0.2952
ENSG00000182606,TRAK1,58,-0.0621,71,0.28473,90,0.66712,42,-0.5978
ENSG00000187094,CCK,924,1.02228,358,-1.1461,1057,0.54781,202,-2.1150
ENSG00000114812,VIPR1,21,1.02446,6,-1.5269,2,-3.0004,16,-0.0829
ENSG00000093183,SEC22C,43,-0.0328,45,0.08535,49,0.20109,40,-0.1187
ENSG00000008324,SS18L2,41,0.45778,32,-0.2382,43,0.22933,22,-0.8355
ENSG00000114857,NKTR,114,-0.6427,475,2.19253,37,-1.9668,100,-0.5364
ENSG00000114853,ZBTB47,32,-0.8923,71,0.85462,64,0.69202,51,0.36491
ENSG00000010282,HHATL,30,-1.3797,105,1.32126,131,1.73428,39,-0.3514
ENSG00000181061,HIGD1A,257,0.38601,119,-1.0516,281,0.28437,193,-0.3364
ENSG00000144647,POMGNT2,39,0.62736,23,-0.5725,50,0.65114,13,-1.5333
ENSG00000163788,SNRK,61,0.22931,78,0.47511,42,-0.4836,44,-0.4619
ENSG00000160746,ANO10,34,0.13674,81,1.52387,7,-2.2383,17,-1.0338
ENSG00000011198,ABHD5,24,-0.4057,62,1.41818,18,-0.5878,23,-0.2485
ENSG00000179152,TCAIM,19,-0.3517,26,0.33447,29,0.51498,21,0.02771
ENSG00000185219,ZNF445,22,-0.0743,32,0.52443,18,-0.3766,22,-0.0335
ENSG00000186448,ZNF197,22,-0.2574,37,0.68773,23,-0.0480,24,-0.0282
ENSG00000163807,KIAA1143,70,0.15059,82,0.30510,50,-0.4640,61,-0.1980
ENSG00000169964,TMEM42,16,-0.0983,14,-0.2427,31,0.95778,13,-0.4612
ENSG00000163812,ZDHHC3,34,0.87941,31,0.16314,17,-0.7503,12,-1.3498
ENSG00000075914,EXOSC7,22,0.34329,30,0.63671,16,-0.3980,12,-0.9146
ENSG00000249992,TMEM158,33,1.32935,13,-0.9662,19,-0.4623,9,-1.5863
ENSG00000211456,SACM1L,73,1.54773,14,-2.0316,23,-1.3142,31,-0.9845
ENSG00000163818,LZTFL1,62,1.48762,17,-1.4989,26,-0.8909,22,-1.2780
ENSG00000163827,LRRC2,56,2.15298,13,-1.6839,21,-0.9724,7,-2.6075
ENSG00000181585,TMIE,15,0.52940,16,0.26673,6,-1.0798,9,-0.5590
ENSG00000160799,CCDC12,55,0.56306,60,0.33323,33,-0.5958,28,-0.9222
ENSG00000181555,SETD2,132,-0.0537,212,0.75175,30,-2.2453,153,0.23686
ENSG00000114648,KLHL18,37,0.92603,24,-0.3461,9,-1.8530,22,-0.5555
ENSG00000076201,PTPN23,33,0.55145,17,-0.8578,31,0.06633,22,-0.5290
ENSG00000114650,SCAP,34,0.34822,28,-0.1876,40,0.40321,19,-0.8127
ENSG00000163832,ELP6,26,0.30613,17,-0.5259,36,0.63300,15,-0.7475
ENSG00000114646,CSPG5,115,-0.8792,168,0.17440,351,1.41815,166,0.17134
ENSG00000173473,SMARCC1,71,-1.0139,157,0.78298,74,-0.4342,171,1.08260
ENSG00000132153,DHX30,114,0.67455,61,-0.7341,82,-0.2863,71,-0.5581
ENSG00000047849,MAP4,351,0.30878,262,-0.3444,291,-0.1826,290,-0.2041
ENSG00000172113,NME6,14,-0.5245,24,0.63344,30,1.01123,13,-0.3427
ENSG00000164050,PLXNB1,20,-1.8014,91,1.41480,101,1.60241,48,0.36349
ENSG00000232112,TMA7,446,-0.0588,327,-0.5094,568,0.36629,481,0.10877
ENSG00000164054,SHISA5,58,0.01610,56,-0.0370,57,-0.0042,57,-0.0023
ENSG00000010256,UQCRC1,212,0.68363,122,-0.6238,197,0.12250,104,-0.9478
ENSG00000008300,CELSR3,13,0.13953,11,-0.2292,11,-0.2089,12,0.01465
ENSG00000213672,NCKIPSD,54,1.02051,27,-0.7492,32,-0.4812,23,-1.0524
ENSG00000068745,IP6K2,62,0.89645,27,-0.9687,41,-0.3461,32,-0.7978
ENSG00000114302,PRKAR2A,67,0.12926,63,-0.0348,56,-0.2225,62,-0.0641
ENSG00000177479,ARIH2,41,0.29884,50,0.43174,22,-0.8408,30,-0.3847
ENSG00000178467,P4HTM,74,0.80638,26,-1.3170,83,0.45593,30,-1.2203
ENSG00000178252,WDR6,41,-0.4012,86,1.03828,74,0.77061,29,-0.7888
ENSG00000178057,NDUFAF3,66,0.51666,19,-1.7128,97,0.80714,35,-0.8926
ENSG00000178035,IMPDH2,39,0.22301,39,0.06890,52,0.52195,22,-0.8734
ENSG00000198218,QRICH1,41,0.25800,57,0.62652,39,-0.0106,21,-1.0111
ENSG00000172053,QARS,27,0.11816,30,0.21770,30,0.22392,20,-0.4956
ENSG00000172046,USP19,19,0.16869,20,0.15395,19,0.11770,13,-0.4606
ENSG00000172037,LAMB2,10,-2.2281,114,2.77435,45,0.93142,22,-0.2046
ENSG00000185909,KLHDC8B,23,0.57591,15,-0.5138,35,0.88016,6,-1.8994
ENSG00000114316,USP4,44,0.06159,48,0.14316,52,0.29308,35,-0.3874
ENSG00000067560,RHOA,154,-0.4674,277,0.73492,296,0.85030,141,-0.3789
ENSG00000145022,TCTA,16,-0.3152,20,0.24658,32,1.03508,13,-0.4560
ENSG00000145029,NICN1,42,0.74511,17,-1.0865,37,0.08346,22,-0.7959
ENSG00000173402,DAG1,29,-1.2489,115,1.62978,78,0.94273,43,-0.0336
ENSG00000164061,BSN,148,0.74852,68,-0.9634,83,-0.6566,101,-0.3856
ENSG00000164062,APEH,54,0.77399,17,-1.4465,66,0.59591,21,-1.2810
ENSG00000164068,RNF123,17,0.98582,3,-2.0460,14,-0.0382,8,-0.8237
ENSG00000176095,IP6K1,43,0.16442,32,-0.3960,47,0.18213,38,-0.1675
ENSG00000164076,CAMKV,205,0.97066,86,-1.0310,185,0.14900,73,-1.3675
ENSG00000164077,MON1A,19,0.07014,9,-1.1281,29,0.69030,18,-0.1199
ENSG00000004534,RBM6,54,-0.4393,182,1.86931,25,-1.3898,45,-0.5445
ENSG00000003756,RBM5,61,0.16724,96,0.79454,41,-0.5580,41,-0.6263
ENSG00000114353,GNAI2,117,-0.7423,329,1.36941,218,0.65361,118,-0.3611
ENSG00000012171,SEMA3B,13,-0.9889,53,1.84392,33,1.02016,9,-1.0215
ENSG00000243477,NAA80,16,0.91595,12,-0.0605,6,-1.1843,7,-0.9556
ENSG00000114383,TUSC2,98,0.88844,24,-1.8586,69,-0.2693,59,-0.5418
ENSG00000114388,NPRL2,21,0.57983,21,0.19748,9,-1.0511,13,-0.6026
ENSG00000126062,TMEM115,23,0.16838,30,0.47768,23,0.07478,15,-0.7104
ENSG00000007402,CACNA2D2,14,0.25123,1,-2.9133,3,-1.9555,20,0.85097
ENSG00000088543,C3orf18,18,0.04971,11,-0.6978,27,0.62356,16,-0.1784
ENSG00000088538,DOCK3,149,1.32183,28,-2.1218,62,-0.9684,74,-0.7744
ENSG00000145050,MANF,23,0.54362,19,-0.1426,18,-0.1786,13,-0.7406
ENSG00000259956,RBM15B,30,0.14166,25,-0.1862,55,1.05974,14,-1.2045
ENSG00000145041,DCAF1,19,0.08242,31,0.80489,7,-1.4211,17,-0.1609
ENSG00000164080,RAD54L2,16,0.01235,26,0.78890,5,-1.5784,16,0.00113
ENSG00000164081,TEX264,23,-0.2569,45,0.93909,41,0.80276,13,-1.0595
ENSG00000090097,PCBP4,16,-0.9205,47,1.26231,44,1.13599,17,-0.3787
ENSG00000248487,ABHD14A,49,0.36464,15,-1.6434,72,0.75204,33,-0.5443
ENSG00000162244,RPL29,318,-0.5985,429,0.19977,764,1.16873,369,-0.0441
ENSG00000164086,DUSP7,35,0.51715,15,-1.0646,24,-0.3869,28,-0.1311
ENSG00000023330,ALAS1,30,0.84174,4,-2.4834,20,-0.3295,21,-0.3271
ENSG00000247596,TWF2,41,1.32488,13,-1.3086,29,-0.1803,11,-1.6567
ENSG00000164091,WDR82,176,0.38251,147,-0.1413,89,-0.9059,151,-0.1078
ENSG00000163930,BAP1,73,-0.4254,72,-0.1988,147,0.96036,86,0.08899
ENSG00000010322,NISCH,91,0.20057,76,-0.2018,99,0.20621,71,-0.3474
ENSG00000168268,NT5DC2,14,-0.3902,23,0.64938,26,0.84143,12,-0.4408
ENSG00000168273,SMIM4,19,-0.2504,14,-0.5972,53,1.57727,13,-0.8049
ENSG00000163939,PBRM1,61,-0.2891,133,1.15480,29,-1.2480,69,0.06521
ENSG00000163938,GNL3,93,0.82690,82,0.08598,29,-1.4941,48,-0.7968
ENSG00000016864,GLT8D1,22,-0.3990,30,0.27852,51,1.17314,19,-0.4788
ENSG00000114902,SPCS1,125,0.43073,56,-1.0888,151,0.46599,82,-0.5541
ENSG00000114904,NEK4,17,-0.0170,11,-0.6505,22,0.40367,18,0.07482
ENSG00000163932,PRKCD,19,2.70022,2,-2.3786,3,-1.9196,2,-2.5647
ENSG00000163931,TKT,78,0.11787,86,0.20200,111,0.60449,46,-0.8492
ENSG00000272886,DCP1A,26,0.14794,34,0.50797,15,-0.7870,22,-0.2119
ENSG00000157388,CACNA1D,25,-0.0621,40,0.70769,14,-0.9244,26,0.01361
ENSG00000016391,CHDH,9,-2.1757,44,1.11424,77,2.18787,28,0.42544
ENSG00000113811,SELENOK,102,-0.2697,92,-0.2716,149,0.49493,126,0.23995
ENSG00000157445,CACNA2D3,63,1.77385,29,-0.7570,11,-2.0851,16,-1.6935
ENSG00000187672,ERC2,221,-0.1534,185,-0.3431,54,-2.1880,372,0.90640
ENSG00000180376,CCDC66,45,-0.7625,139,1.50257,21,-1.5339,75,0.49164
ENSG00000163946,TASOR,59,0.00625,87,0.60832,40,-0.5981,55,-0.1342
ENSG00000163947,ARHGEF3,77,1.83659,20,-1.5883,27,-1.1092,19,-1.7633
ENSG00000157500,APPL1,131,0.17774,166,0.44767,68,-0.9412,115,-0.1577
ENSG00000174840,PDE12,27,0.48594,26,0.12308,29,0.33878,10,-1.3673
ENSG00000168374,ARF4,51,0.09503,53,0.09575,71,0.56535,34,-0.6628
ENSG00000163681,SLMAP,110,-0.2023,184,0.74459,67,-0.8437,128,0.17338
ENSG00000163686,ABHD6,35,0.55939,20,-0.6783,27,-0.2102,24,-0.4365
ENSG00000163684,RPP14,24,0.65801,25,0.32652,12,-0.8256,11,-0.9836
ENSG00000168297,PXK,56,0.23081,69,0.40367,38,-0.5053,42,-0.3918
ENSG00000168291,PDHB,67,0.35574,49,-0.3761,84,0.48353,39,-0.7812
ENSG00000168301,KCTD6,24,0.04104,29,0.32179,44,1.00082,10,-1.3687
ENSG00000168309,FAM107A,464,-1.1716,904,0.46754,1221,0.97302,1031,0.78749
ENSG00000144724,PTPRG,33,-0.7783,113,1.66778,38,-0.1528,40,-0.1041
ENSG00000114405,C3orf14,86,0.66453,35,-1.1579,86,0.22562,48,-0.7403
ENSG00000163618,CADPS,148,1.19475,61,-1.0236,51,-1.2755,73,-0.7995
ENSG00000163630,SYNPR,107,0.67752,26,-1.8957,148,0.76336,47,-1.1339
ENSG00000163634,THOC7,145,0.82049,68,-0.9038,87,-0.5198,86,-0.5913
ENSG00000163636,PSMD6,63,0.93984,40,-0.4099,49,-0.1027,21,-1.4686
ENSG00000163637,PRICKLE2,67,0.51720,47,-0.3675,41,-0.5900,49,-0.3199
ENSG00000151276,MAGI1,107,0.57145,102,0.12544,55,-0.8161,65,-0.6290
ENSG00000144741,SLC25A26,26,0.69998,8,-1.5160,18,-0.3857,19,-0.2729
ENSG00000144749,LRIG1,24,-2.2856,170,1.84696,192,2.08894,55,-0.0886
ENSG00000172340,SUCLG2,15,-1.8022,74,1.55144,81,1.71865,31,0.09280
ENSG00000241316,SUCLG2-AS1,8,-1.3037,30,1.33751,7,-0.9159,25,1.16848
ENSG00000183662,TAFA1,57,1.99994,7,-2.6512,28,-0.5989,10,-2.1589
ENSG00000144747,TMF1,103,0.18635,148,0.65511,42,-1.3107,86,-0.2277
ENSG00000144744,UBA3,38,0.43048,15,-1.2686,49,0.54276,25,-0.5629
ENSG00000144746,ARL6IP5,322,1.02774,186,-0.5358,195,-0.4646,125,-1.2248
ENSG00000114861,FOXP1,225,0.68344,208,0.10910,41,-2.3285,155,-0.3834
ENSG00000163412,EIF4E3,75,0.70956,26,-1.3761,74,0.22729,41,-0.7451
ENSG00000170837,GPR27,25,-0.0977,11,-1.3154,50,1.07705,24,-0.1526
ENSG00000163602,RYBP,58,0.57793,50,-0.0335,18,-1.5301,43,-0.2837
ENSG00000163605,PPP4R2,115,0.85076,101,0.08383,32,-1.6572,60,-0.7875
ENSG00000121440,PDZRN3,49,0.57019,32,-0.4809,26,-0.8029,37,-0.2565
ENSG00000113805,CNTN3,32,2.23603,3,-2.9720,2,-3.3381,10,-1.2435
ENSG00000185008,ROBO2,102,1.05707,68,-0.3100,54,-0.6679,37,-1.3224
ENSG00000169855,ROBO1,40,0.69310,29,-0.2577,24,-0.5493,23,-0.7045
