Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000204217,BMPR2,223,0.28700,264,0.77124,155,-0.2970,160,-0.2477,198,0.09245,192,0.03933,101,-0.9535,50,-2.0013
ENSG00000138439,FAM117B,29,0.33632,28,0.36065,17,-0.5319,15,-0.6708,52,1.32689,21,-0.1493,4,-2.4815,13,-0.8816
ENSG00000163596,ICA1L,108,0.63138,95,0.57282,49,-0.6285,78,0.10236,65,-0.1957,52,-0.5370,43,-0.8108,52,-0.5374
ENSG00000138442,WDR12,53,0.99580,37,0.53049,11,-1.4809,19,-0.6445,41,0.57713,27,-0.1296,13,-1.2195,15,-1.0273
ENSG00000138380,CARF,12,-0.7909,15,-0.6233,18,-0.2290,5,-1.9813,29,0.53263,17,-0.2974,41,1.13223,40,1.08545
ENSG00000144426,NBEAL1,14,-0.2532,9,-1.1188,3,-2.3384,19,0.20382,12,-0.4808,3,-2.2795,45,1.70694,43,1.60533
ENSG00000138443,ABI2,390,0.34799,361,0.29473,374,0.27973,282,-0.1733,276,-0.2086,308,-0.0327,241,-0.4215,191,-0.7820
ENSG00000173166,RAPH1,44,0.37815,53,0.99707,31,-0.1623,18,-1.0227,37,0.10512,33,-0.0526,18,-0.9750,4,-3.0104
ENSG00000116117,PARD3B,2,-2.9486,4,-1.9901,10,-0.6265,15,0.06688,13,-0.2024,14,-0.0437,34,1.41058,45,1.97259
ENSG00000114933,INO80D,26,0.26028,18,-0.4234,30,0.48519,19,-0.2074,22,0.00745,20,-0.1630,13,-0.7955,37,0.85246
ENSG00000023228,NDUFS1,194,0.09241,214,0.33415,155,-0.2608,138,-0.4457,234,0.39774,177,-0.0515,185,0.01924,105,-0.8703
ENSG00000114942,EEF1B2,121,-1.0046,194,-0.3461,222,-0.0647,208,-0.1669,303,0.43914,339,0.62818,252,0.13919,284,0.33319
ENSG00000204186,ZDBF2,92,0.80256,55,-0.0391,64,0.21329,45,-0.3558,53,-0.0816,73,0.41885,49,-0.2130,21,-1.5118
ENSG00000114948,ADAM23,139,0.79679,164,1.64517,31,-1.5643,60,-0.5657,48,-0.9026,50,-0.8343,26,-1.8343,12,-2.9216
ENSG00000118246,FASTKD2,59,0.42433,52,0.31297,40,-0.1684,43,-0.0608,35,-0.4032,30,-0.6370,62,0.50571,25,-0.9021
ENSG00000118263,KLF7,54,0.34204,32,-0.5670,87,1.16752,39,-0.1572,15,-1.5898,12,-1.8919,53,0.32991,76,0.92902
ENSG00000118260,CREB1,64,0.51245,43,-0.1674,65,0.52321,53,0.19439,26,-0.9311,28,-0.8229,43,-0.1390,61,0.43606
ENSG00000144401,METTL21A,12,-0.6027,23,0.53233,5,-1.7947,13,-0.5091,26,0.63580,13,-0.4154,22,0.37128,17,-0.0664
ENSG00000163249,CCNYL1,15,-0.1334,25,1.06637,6,-1.4737,7,-1.2775,21,0.43673,18,0.18080,0,-4.4930,17,0.08215
ENSG00000178385,PLEKHM3,49,0.11188,65,0.78388,17,-1.5051,35,-0.3971,49,0.10811,35,-0.4270,38,-0.3056,40,-0.2221
ENSG00000188674,C2orf80,28,-0.7651,67,0.80511,27,-0.8494,23,-1.0579,100,1.29271,77,0.84022,2,-4.3843,7,-2.7259
ENSG00000138413,IDH1,8,-1.1861,11,-0.9236,16,-0.1395,8,-1.0938,27,0.71868,10,-0.8091,50,1.82089,23,0.45184
ENSG00000115020,PIKFYVE,31,0.03244,34,0.21619,35,0.23985,14,-1.1692,23,-0.4049,28,-0.1367,25,-0.3353,47,0.69398
ENSG00000078018,MAP2,1769,-0.0701,1268,-0.7258,3334,0.98566,2420,0.43876,1704,-0.1303,3387,1.01348,1654,-0.1774,414,-2.2759
ENSG00000144406,UNC80,330,1.23433,182,0.28555,189,0.27917,163,0.03768,100,-0.7162,76,-1.1409,143,-0.1655,43,-2.0021
ENSG00000197713,RPE,20,0.00176,28,0.75283,0,-7.1629,21,0.11023,28,0.55131,8,-1.3343,18,-0.1724,20,0.01136
ENSG00000115365,LANCL1,183,-0.1145,209,0.12635,234,0.28317,159,-0.3316,206,0.07426,165,-0.2790,132,-0.6254,260,0.45496
ENSG00000178568,ERBB4,57,-0.4527,68,-0.2132,46,-0.7871,79,0.06080,140,1.03227,96,0.38595,81,0.11225,54,-0.5292
ENSG00000144451,SPAG16,43,-0.3739,38,-0.6795,54,-0.0192,32,-0.8099,31,-0.8808,78,0.58462,131,1.49304,62,0.20524
ENSG00000138376,BARD1,20,-0.0223,3,-3.1073,45,1.34821,31,0.68322,12,-0.8209,13,-0.6928,22,0.17915,50,1.56078
ENSG00000138363,ATIC,49,-0.0265,70,0.80015,30,-0.7493,24,-1.1176,53,0.11244,27,-0.9217,54,0.14299,45,-0.1389
ENSG00000079246,XRCC5,103,-0.3309,136,0.15010,109,-0.2444,95,-0.4589,127,0.00106,154,0.30867,140,0.16029,133,0.07090
ENSG00000260804,LINC01963,87,0.45697,82,0.49768,77,0.26596,56,-0.2554,65,-0.0137,63,-0.0622,27,-1.3657,33,-1.0478
ENSG00000138375,SMARCAL1,21,0.52132,18,0.42265,21,0.55690,4,-1.8062,10,-0.6486,15,-0.0113,0,-6.6501,24,0.77473
ENSG00000197756,RPL37A,769,-1.1592,927,-1.0514,2976,1.01449,1814,0.17929,2027,0.36073,2094,0.41461,2148,0.45680,1624,8.93167
ENSG00000115457,IGFBP2,18,-0.2242,20,-0.0098,42,1.21461,21,0.06762,18,-0.2180,16,-0.4051,28,0.50450,0,-4.6154
ENSG00000115461,IGFBP5,71,-0.4008,57,-0.8793,86,-0.0948,13,-2.9242,21,-2.2453,19,-2.3913,177,1.10613,356,2.51309
ENSG00000079308,TNS1,13,-0.7775,5,-2.4273,15,-0.5512,17,-0.3634,9,-1.2108,9,-1.3082,52,1.50713,84,2.50386
ENSG00000163466,ARPC2,135,-0.4033,213,0.42336,116,-0.6455,163,-0.1065,175,0.00317,308,0.94596,118,-0.6119,93,-0.9786
ENSG00000127837,AAMP,44,-0.4064,76,0.63923,15,-1.9705,64,0.19227,59,0.06158,54,-0.0842,53,-0.1105,51,-0.1670
ENSG00000127838,PNKD,83,-0.5287,123,0.12806,100,-0.2303,118,0.03754,181,0.74246,143,0.34018,106,-0.1382,56,-1.1126
ENSG00000135926,TMBIM1,6,-1.6031,10,-1.0922,18,0.04788,10,-0.8584,17,-0.0838,7,-1.3337,35,1.08480,56,2.00709
ENSG00000144579,CTDSP1,2,-2.9963,7,-1.3622,17,0.07224,18,0.17004,13,-0.3605,10,-0.6626,22,0.49672,57,2.25714
ENSG00000135913,USP37,18,-0.4044,13,-1.0837,51,1.32562,16,-0.6090,13,-0.8512,17,-0.4318,41,0.93587,37,0.76924
ENSG00000144580,CNOT9,16,-0.6028,17,-0.6424,11,-1.0858,33,0.54234,37,0.75447,28,0.29605,38,0.77083,21,-0.1658
ENSG00000074582,BCS1L,10,-0.7925,20,0.35773,4,-1.9111,21,0.39611,21,0.39686,9,-0.9069,23,0.50995,18,0.13574
ENSG00000163481,RNF25,29,0.78350,20,0.19870,17,-0.0997,13,-0.4576,17,-0.0636,28,0.68038,5,-1.8559,11,-0.7021
ENSG00000135929,CYP27A1,9,-1.2633,5,-2.3611,3,-2.5591,10,-1.0787,24,0.21785,12,-0.8317,42,1.18776,91,2.79332
ENSG00000171450,CDK5R2,154,0.77800,133,0.72452,105,0.15030,95,-0.0141,62,-0.6893,72,-0.4483,57,-0.8217,16,-2.6336
ENSG00000115649,CNPPD1,12,-0.3445,14,-0.2273,10,-0.6907,17,0.19805,22,0.57904,6,-1.4122,23,0.63361,22,0.60569
ENSG00000144567,RETREG2,191,0.11819,260,0.86526,138,-0.3973,161,-0.1580,185,0.06214,158,-0.1884,73,-1.3683,91,-1.0317
ENSG00000158552,ZFAND2B,33,0.22971,32,0.20968,9,-1.6878,36,0.37087,47,0.80621,13,-1.2464,18,-0.6821,35,0.32524
ENSG00000115657,ABCB6,53,0.65702,50,0.79979,7,-2.3314,30,-0.2705,36,0.04725,30,-0.2334,26,-0.4918,19,-0.9296
ENSG00000198925,ATG9A,61,-0.3978,108,0.68647,76,-0.0615,67,-0.2660,66,-0.2867,80,0.03011,53,-0.6081,63,-0.3553
ENSG00000163516,ANKZF1,27,0.88551,12,-0.4644,1,-3.2611,9,-0.7440,13,-0.2313,12,-0.3762,26,0.80217,30,1.09111
ENSG00000115661,STK16,10,-0.4753,16,0.30882,8,-0.7694,11,-0.3911,23,0.81526,20,0.61703,2,-2.5062,15,0.17697
ENSG00000127824,TUBA4A,397,0.19834,615,1.36754,372,0.09197,173,-1.0990,349,-0.0094,217,-0.7488,110,-1.7711,47,-3.0060
ENSG00000135924,DNAJB2,151,0.12911,132,-0.1126,130,-0.1051,119,-0.2430,108,-0.3954,71,-1.0356,113,-0.3289,303,1.32508
ENSG00000054356,PTPRN,289,0.43408,368,1.21801,167,-0.4444,184,-0.2931,199,-0.1699,152,-0.5916,82,-1.5250,35,-2.7835
ENSG00000123992,DNPEP,10,-0.6826,7,-1.4892,46,1.78595,19,0.25213,14,-0.2900,9,-0.8355,34,1.19186,10,-0.6867
ENSG00000072195,SPEG,26,0.36705,20,-0.0519,23,0.15343,33,0.75897,23,0.11294,9,-1.3265,26,0.36062,8,-1.4391
ENSG00000144591,GMPPA,14,0.30305,21,1.40447,1,-3.3548,11,-0.1284,7,-0.7443,8,-0.6003,2,-2.3703,11,-0.1089
ENSG00000123989,CHPF,50,-0.1268,65,0.37579,24,-1.2126,54,-0.0152,61,0.19471,62,0.21983,42,-0.4122,55,0.01629
ENSG00000188760,TMEM198,16,0.20921,16,0.33433,31,1.36720,14,0.00197,15,0.15899,6,-1.1883,2,-2.3782,4,-1.6282
ENSG00000124006,OBSL1,25,-0.6411,47,0.47978,15,-1.3920,42,0.18279,50,0.46229,49,0.43878,38,0.02223,15,-1.3505
ENSG00000114923,SLC4A3,38,-0.1610,60,0.82076,19,-1.1744,46,0.16235,75,0.98275,33,-0.3476,8,-2.3782,16,-1.4161
ENSG00000116106,EPHA4,111,-0.3848,259,1.50445,33,-2.1782,112,-0.3657,210,0.64859,123,-0.2203,33,-2.2162,15,-3.3549
ENSG00000267034,AC010980.1,14,0.44187,22,1.91494,0,-6.2778,8,-0.4168,9,-0.2375,8,-0.3573,0,-4.0973,0,-7.9173
ENSG00000163082,SGPP2,26,0.50725,34,1.41574,2,-3.3742,14,-0.4909,29,0.66471,14,-0.4567,0,-6.5514,3,-2.4123
ENSG00000116120,FARSB,33,-0.6545,84,1.24156,28,-0.9079,21,-1.2951,80,0.76639,33,-0.6634,32,-0.7087,21,-1.2936
ENSG00000123983,ACSL3,244,0.05217,333,0.77434,168,-0.5336,162,-0.5941,262,0.16570,207,-0.2096,204,-0.2333,116,-1.1074
ENSG00000171951,SCG2,238,-0.0791,356,0.80029,394,0.75285,154,-0.7581,324,0.42176,125,-1.0756,129,-1.0258,66,-2.0165
ENSG00000085449,WDFY1,43,0.55724,35,0.30443,33,0.10835,25,-0.3136,28,-0.1440,23,-0.4097,22,-0.5324,26,-0.2680
ENSG00000135900,MRPL44,30,0.11952,44,1.05977,28,0.02851,15,-0.9212,23,-0.2765,19,-0.6228,12,-1.3015,19,-0.5893
ENSG00000135919,SERPINE2,62,-1.8120,157,-0.4946,52,-2.0728,178,-0.1988,272,0.48860,90,-1.2454,809,2.58749,85,-1.3398
ENSG00000036257,CUL3,46,-0.8695,109,0.64168,85,0.08115,42,-1.0024,117,0.58986,63,-0.4004,68,-0.2737,64,-0.3704
ENSG00000135905,DOCK10,13,-1.2175,10,-1.8553,8,-2.0135,14,-1.1063,31,0.07209,6,-2.2947,35,0.26208,159,3.33360
ENSG00000169047,IRS1,12,-0.1076,16,0.38598,2,-2.4996,7,-0.8666,22,0.87517,20,0.70926,11,-0.2091,8,-0.7970
ENSG00000168958,MFF,45,-0.8103,89,0.32965,37,-1.1159,64,-0.2736,131,0.89521,92,0.30169,51,-0.6403,76,-0.0135
ENSG00000173744,AGFG1,72,0.03628,81,0.30629,65,-0.1091,44,-0.7376,95,0.49384,72,0.04622,44,-0.7303,66,-0.0907
ENSG00000153820,SPHKAP,18,-0.3152,26,0.32079,31,0.50540,18,-0.3286,31,0.50590,33,0.62599,3,-2.7539,12,-0.9898
ENSG00000153823,PID1,28,0.05675,38,0.73418,9,-1.6977,27,0.00932,38,0.55511,36,0.45576,12,-1.2585,8,-1.8678
ENSG00000187957,DNER,76,-1.0483,125,-0.3579,89,-0.8128,151,0.01615,315,1.25918,102,-0.6056,103,-0.5815,286,1.08426
ENSG00000153827,TRIP12,95,-0.2793,128,0.27193,96,-0.2574,89,-0.3715,99,-0.2073,127,0.18895,100,-0.1918,138,0.32420
ENSG00000163053,SLC16A14,29,0.36244,42,1.37852,4,-2.4041,26,0.13518,16,-0.6164,17,-0.4592,15,-0.6783,2,-3.2697
ENSG00000135932,CAB39,102,-0.3280,191,0.96032,96,-0.4212,64,-1.0370,191,0.69010,128,0.02955,34,-1.9804,68,-0.9405
ENSG00000135916,ITM2C,144,-1.2986,304,-0.1871,210,-0.7257,333,-0.0044,551,0.82983,365,0.14375,683,1.20868,140,-1.3402
ENSG00000204128,C2orf72,30,-0.4352,37,-0.1582,15,-1.5018,44,0.17983,41,0.04077,58,0.60148,58,0.61221,42,0.07871
ENSG00000173692,PSMD1,353,0.72054,336,0.88472,150,-0.6594,127,-0.9115,177,-0.4004,127,-0.9101,133,-0.8417,205,-0.1653
ENSG00000135931,ARMC9,21,0.71805,19,0.81851,7,-1.0497,9,-0.6396,7,-0.9244,12,-0.2073,17,0.36138,4,-1.8702
ENSG00000115053,NCL,971,0.33073,663,-0.3532,1571,1.15449,622,-0.3834,272,-1.6418,393,-1.0876,586,-0.4760,1516,1.09067
ENSG00000187514,PTMA,1032,-0.4912,637,-1.4487,2202,0.73786,917,-0.6744,783,-0.9165,824,-0.8374,1567,0.17140,4851,2.24046
ENSG00000156973,PDE6D,9,-0.4891,10,-0.4431,6,-0.9705,5,-1.2603,40,2.07994,11,-0.1579,5,-1.3871,17,0.52760
ENSG00000144524,COPS7B,26,0.56509,12,-0.7761,5,-1.8692,30,0.82335,30,0.79968,29,0.75698,1,-4.1908,26,0.53457
ENSG00000144535,DIS3L2,22,0.69621,17,0.42736,10,-0.4820,6,-1.1665,12,-0.2782,8,-0.7907,0,-4.2970,30,1.26766
ENSG00000135930,EIF4E2,55,0.17985,49,0.01996,45,-0.1394,65,0.45767,42,-0.2205,46,-0.0847,45,-0.1379,43,-0.2096
ENSG00000115468,EFHD1,8,-3.2639,16,-2.6335,152,1.16866,27,-1.5485,56,-0.4641,35,-1.1779,93,0.32162,339,2.84674
ENSG00000204120,GIGYF2,153,0.27132,109,-0.3282,148,0.21772,158,0.33212,81,-0.7293,73,-0.8854,117,-0.1568,233,0.98185
ENSG00000182600,SNORC,41,-1.5753,48,-1.5606,61,-0.9657,85,-0.4604,96,-0.2676,89,-0.3812,466,2.63701,156,0.51313
ENSG00000066248,NGEF,177,0.00611,272,1.00406,202,0.21433,106,-0.7938,207,0.25738,151,-0.2462,80,-1.2295,26,-2.8838
ENSG00000085978,ATG16L1,35,0.65854,22,-0.1017,13,-0.8467,21,-0.1559,21,-0.1623,22,-0.0654,39,0.84815,14,-0.7119
ENSG00000077044,DGKD,23,0.41351,12,-0.8246,13,-0.5152,20,0.14367,23,0.34441,13,-0.5044,21,0.19611,34,1.03652
ENSG00000085982,USP40,26,0.08858,8,-1.8897,12,-1.1191,22,-0.1572,9,-1.5798,14,-0.8951,58,1.43219,82,2.13852
ENSG00000188042,ARL4C,102,0.04763,108,0.17647,38,-1.4557,80,-0.3412,210,1.27570,152,0.70334,60,-0.7837,25,-2.0971
ENSG00000157985,AGAP1,132,-0.2565,80,-1.2265,269,0.91484,160,0.05185,120,-0.4068,188,0.31386,149,-0.0683,294,1.06985
ENSG00000132321,IQCA1,50,-0.3145,35,-1.0321,34,-0.9258,42,-0.5911,34,-0.9294,21,-1.6104,220,2.31715,107,0.92456
ENSG00000198612,COPS8,73,-0.4131,127,0.64800,61,-0.6964,91,-0.0624,126,0.46487,92,-0.0461,83,-0.2079,41,-1.3056
ENSG00000124831,LRRFIP1,130,0.77424,89,0.19244,26,-1.7483,70,-0.2389,80,-0.0095,75,-0.1112,123,0.69109,39,-1.1169
ENSG00000132329,RAMP1,20,-2.2391,81,-0.2220,19,-2.3656,64,-0.5495,186,1.21445,107,0.28142,182,1.17557,83,-0.1320
ENSG00000184182,UBE2F,23,-0.9300,43,0.06148,16,-1.4686,55,0.42355,64,0.67651,65,0.71256,38,-0.1427,30,-0.5333
ENSG00000132323,ILKAP,38,-0.0546,44,0.22866,20,-1.0368,31,-0.3564,50,0.40214,19,-1.0962,50,0.39191,52,0.46721
ENSG00000144485,HES6,14,-1.2194,25,-0.4346,8,-2.0140,24,-0.4373,52,0.81413,40,0.38153,59,1.03233,43,0.50313
ENSG00000132326,PER2,47,0.37477,47,0.50725,10,-1.9353,48,0.39791,27,-0.4791,33,-0.2026,44,0.25496,22,-0.7833
ENSG00000204104,TRAF3IP1,68,0.13474,48,-0.5415,141,1.37359,50,-0.3501,46,-0.4771,39,-0.7400,79,0.37079,62,-0.0296
ENSG00000065802,ASB1,24,-0.5053,32,-0.1049,32,-0.0868,37,0.17354,25,-0.4205,21,-0.6970,52,0.73413,47,0.54625
ENSG00000068024,HDAC4,52,0.66377,28,-0.4200,52,0.67784,27,-0.3910,24,-0.5657,41,0.25858,19,-0.8960,47,0.49246
ENSG00000130414,NDUFA10,170,0.13060,234,0.91570,87,-0.9148,141,-0.1660,126,-0.3446,104,-0.6409,108,-0.5897,130,-0.2955
ENSG00000172428,COPS9,177,-1.1764,379,0.00521,219,-0.8513,310,-0.3146,525,0.53756,792,1.25452,428,0.20052,191,-1.0566
ENSG00000063660,GPC1,89,0.39246,76,0.17027,52,-0.4625,89,0.38155,61,-0.2264,50,-0.5317,95,0.50453,36,-1.0176
ENSG00000188542,DUSP28,6,-1.1210,14,0.02505,20,0.58950,9,-0.6832,30,1.30485,24,0.91960,2,-2.8583,5,-1.5885
ENSG00000142327,RNPEPL1,14,-0.0367,10,-0.6030,22,0.68460,27,1.07883,6,-1.2171,9,-0.7015,9,-0.6182,23,0.81521
ENSG00000130294,KIF1A,375,-0.1053,345,-0.3014,540,0.48636,432,0.12000,364,-0.1537,453,0.19569,382,-0.0756,428,0.10651
ENSG00000122085,MTERF4,32,0.35321,24,-0.1366,16,-0.7477,24,-0.1030,32,0.37666,23,-0.1372,22,-0.2225,35,0.48541
ENSG00000115685,PPP1R7,94,-0.3648,167,0.75503,40,-1.6490,98,-0.3024,185,0.72774,135,0.20428,86,-0.5182,51,-1.3024
ENSG00000115677,HDLBP,129,-0.1344,157,0.23021,107,-0.4233,140,-0.0092,132,-0.0954,155,0.15604,115,-0.3157,156,0.17232
ENSG00000168385,SEPTIN2,90,-0.9629,76,-1.4234,124,-0.4635,169,0.02593,172,0.05579,147,-0.1940,366,1.33974,368,1.34853
ENSG00000006607,FARP2,11,-0.4372,12,-0.3067,27,0.97882,12,-0.3387,6,-1.3927,2,-2.7201,19,0.38879,33,1.36282
ENSG00000115694,STK25,129,0.24881,113,0.05586,88,-0.3650,110,-0.0105,130,0.25832,124,0.18450,111,0.00588,73,-0.6383
ENSG00000176720,BOK,11,-2.0726,13,-2.0882,83,1.09418,20,-1.1620,12,-1.9288,8,-2.5479,19,-1.2794,241,3.47637
ENSG00000176946,THAP4,18,-0.8179,41,0.61213,9,-1.8236,41,0.45579,48,0.70068,44,0.56425,10,-1.7335,17,-0.9099
ENSG00000168397,ATG4B,49,0.02451,62,0.51807,25,-1.0003,53,0.15067,63,0.41590,42,-0.2138,33,-0.6067,34,-0.5356
ENSG00000168395,ING5,57,0.73241,32,-0.2789,35,-0.0733,30,-0.2983,25,-0.5585,26,-0.5515,55,0.66374,42,0.21818
ENSG00000180902,D2HGDH,23,0.25975,21,0.12406,0,-5.4985,26,0.43692,19,-0.0253,13,-0.6922,31,0.72031,22,0.20482
ENSG00000134121,CHL1,268,0.02876,436,1.20952,192,-0.4934,195,-0.4692,230,-0.2144,210,-0.3535,145,-0.9233,79,-1.8337
ENSG00000144619,CNTN4,68,0.75800,58,0.65304,38,-0.2077,28,-0.6800,39,-0.1585,28,-0.6612,46,0.10050,10,-2.1774
ENSG00000072756,TRNT1,15,-0.2322,21,0.33506,23,0.41403,13,-0.4960,7,-1.2571,21,0.31830,13,-0.4359,21,0.27742
ENSG00000113851,CRBN,59,-0.5720,107,0.50046,75,-0.1907,46,-0.9285,68,-0.3449,92,0.12925,72,-0.2452,114,0.48561
ENSG00000175928,LRRN1,5,-1.7685,18,-0.0370,0,-7.0454,13,-0.5496,24,0.42474,20,0.10972,56,1.93874,12,-0.6338
ENSG00000150995,ITPR1,401,0.60369,344,0.46653,224,-0.3362,243,-0.2105,312,0.18770,324,0.25302,194,-0.5600,43,-2.7949
ENSG00000134107,BHLHE40,71,0.19709,91,0.84648,39,-0.7366,55,-0.1947,82,0.44111,60,-0.0653,31,-1.0707,14,-2.2088
ENSG00000134108,ARL8B,135,-0.1598,212,0.78665,124,-0.2907,151,0.02408,143,-0.0720,127,-0.2596,72,-1.1200,105,-0.5499
ENSG00000134109,EDEM1,22,1.06790,12,0.13914,1,-2.9648,14,0.24711,20,0.89209,10,-0.2798,4,-1.6950,8,-0.5198
ENSG00000196277,GRM7,28,0.71737,37,1.86437,3,-2.4508,7,-1.3253,18,0.02010,10,-0.8057,0,-6.3492,2,-3.2780
ENSG00000227110,LMCD1-AS1,14,-0.0173,4,-1.9838,10,-0.4125,0,-4.1836,1,-3.1199,0,-6.1384,14,0.06251,85,3.76713
ENSG00000196220,SRGAP3,92,0.28452,104,0.65911,22,-1.9349,100,0.40575,74,-0.0757,62,-0.3482,68,-0.2041,44,-0.8775
ENSG00000206573,THUMPD3-AS1,32,0.37671,27,0.15215,1,-4.3282,21,-0.2848,36,0.61455,21,-0.2771,20,-0.3717,39,0.70979
ENSG00000134077,THUMPD3,18,-0.8299,39,0.45820,17,-0.8932,19,-0.7859,36,0.23049,27,-0.2144,43,0.50355,36,0.22283
ENSG00000168137,SETD5,139,0.85195,77,-0.1472,102,0.32667,48,-0.8567,34,-1.3572,21,-2.0894,134,0.78198,122,0.62638
ENSG00000156959,LHFPL4,44,0.56031,38,0.46271,31,0.02984,36,0.24646,33,0.09388,26,-0.2809,14,-1.1981,10,-1.6771
ENSG00000163719,MTMR14,6,-1.4324,18,0.19345,15,-0.1503,17,-0.0058,19,0.22435,13,-0.4437,23,0.49500,19,0.22757
ENSG00000144550,CPNE9,27,1.02406,26,1.43512,0,-6.6803,7,-1.0490,16,0.15832,12,-0.2838,2,-2.7996,2,-2.6674
ENSG00000134072,CAMK1,42,-0.2294,76,1.05092,35,-0.5055,34,-0.5521,67,0.52850,45,-0.1010,30,-0.7304,2,-4.3774
ENSG00000171148,TADA3,52,-0.3943,69,0.04960,46,-0.6000,71,0.10226,62,-0.1083,85,0.37877,99,0.64015,48,-0.5042
ENSG00000241553,ARPC4,161,0.39678,167,0.61843,111,-0.2002,107,-0.2682,100,-0.3619,116,-0.1301,80,-0.7142,85,-0.6133
ENSG00000214021,TTLL3,23,0.99393,5,-1.5977,3,-2.0513,16,0.33561,13,-0.0014,6,-1.2048,23,0.96401,29,1.35788
ENSG00000156990,RPUSD3,21,-0.4053,35,0.49001,18,-0.6924,15,-0.9083,62,1.35843,26,-0.0621,8,-1.8770,22,-0.3663
ENSG00000171135,JAGN1,13,-0.5316,21,0.32372,10,-0.8929,24,0.46133,27,0.63919,22,0.29416,7,-1.4208,15,-0.2940
ENSG00000163703,CRELD1,61,0.33623,83,1.23331,8,-2.6835,22,-1.2303,86,0.91281,43,-0.2133,7,-2.8878,18,-1.5068
ENSG00000163704,PRRT3,52,0.49111,54,0.78725,41,0.12400,27,-0.5301,30,-0.3904,29,-0.4275,19,-1.0507,21,-0.9341
ENSG00000125037,EMC3,86,-0.1079,129,0.75990,73,-0.3510,59,-0.6976,116,0.37795,67,-0.4942,81,-0.1969,49,-0.9579
ENSG00000254999,BRK1,149,-0.0507,168,0.19229,202,0.44206,122,-0.3632,220,0.58921,181,0.26486,93,-0.7830,64,-1.3381
ENSG00000157014,TATDN2,52,0.05362,56,0.22460,80,0.75410,44,-0.2074,52,0.05502,27,-0.9445,40,-0.3746,40,-0.3473
ENSG00000157020,SEC13,10,-1.6497,36,0.29456,12,-1.4145,15,-1.0532,33,0.08159,41,0.47076,54,0.92309,37,0.26460
ENSG00000157087,ATP2B2,485,0.65098,387,0.36200,379,0.23974,273,-0.2814,388,0.28016,397,0.31868,144,-1.2640,38,-3.2284
ENSG00000157103,SLC6A1,82,-1.2179,142,-0.4785,41,-2.2559,213,0.26905,440,1.53412,128,-0.5411,303,0.85853,174,-0.0605
ENSG00000196639,HRH1,32,0.89529,25,0.68463,14,-0.4373,20,0.18053,13,-0.5698,8,-1.2949,17,-0.1017,4,-2.0354
ENSG00000197548,ATG7,15,-0.8490,34,0.58848,18,-0.6101,22,-0.2812,47,0.95475,21,-0.3175,16,-0.7293,20,-0.4232
ENSG00000144560,VGLL4,48,0.08615,46,0.00381,38,-0.2894,56,0.32011,56,0.32682,34,-0.4557,47,0.03420,41,-0.1789
ENSG00000157152,SYN2,596,0.72921,530,0.72491,402,0.07808,457,0.28298,215,-0.9014,359,-0.1058,167,-1.2796,47,-3.1629
ENSG00000075975,MKRN2,17,-0.4678,24,0.09142,25,0.15662,29,0.35593,25,0.10443,30,0.41323,12,-1.0061,21,-0.1777
ENSG00000132155,RAF1,22,-0.4807,32,0.09791,35,0.22547,22,-0.5173,40,0.40826,21,-0.6078,41,0.46410,29,-0.0746
ENSG00000144712,CAND2,22,0.68745,17,0.32999,7,-1.0070,11,-0.4856,30,1.17906,7,-1.0020,9,-0.6601,7,-0.9912
ENSG00000144713,RPL32,366,-1.4792,634,-0.7878,1183,0.34579,1059,0.16449,1417,0.64602,1540,0.78868,1124,0.26070,973,0.02706
ENSG00000144711,IQSEC1,250,-0.0396,250,-0.0536,354,0.52803,319,0.35239,316,0.33661,268,0.07157,211,-0.3109,97,-1.4896
ENSG00000163517,HDAC11,38,-0.9042,50,-0.6245,122,0.94957,49,-0.5218,36,-0.9995,46,-0.6239,101,0.63710,145,1.26453
ENSG00000163528,CHCHD4,9,-0.9229,17,-0.0887,19,0.12836,13,-0.4940,30,0.90812,27,0.69818,10,-0.7854,16,-0.1654
ENSG00000170876,TMEM43,19,-0.4115,30,0.39110,23,-0.1434,27,0.14959,21,-0.2685,11,-1.2045,24,-0.0706,34,0.50065
ENSG00000154767,XPC,41,0.07941,25,-0.8181,58,0.66129,21,-0.9508,15,-1.4786,13,-1.6963,69,0.94281,97,1.57026
ENSG00000170860,LSM3,49,-0.4616,57,-0.2817,87,0.43645,59,-0.1888,109,0.82939,101,0.68808,49,-0.4799,36,-0.9422
ENSG00000154781,CCDC174,47,0.21193,26,-0.8381,55,0.45702,33,-0.3456,18,-1.2310,24,-0.8214,64,0.73621,91,1.33829
ENSG00000225733,FGD5-AS1,89,-0.3289,81,-0.5898,108,-0.0238,126,0.22146,110,-0.0061,105,-0.0818,170,0.70921,149,0.49668
ENSG00000177463,NR2C2,42,-0.2056,45,-0.1202,47,-0.0343,55,0.22841,48,-0.0009,43,-0.1598,79,0.83244,29,-0.7820
