Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000170075,GPR37L1,113,0.64995,123,0.69690,42,-0.9868,23,-2.3367,28,-1.5929,291,2.34251
ENSG00000143862,ARL8A,155,0.67565,120,0.15611,145,0.47110,89,-0.4412,104,-0.0740,50,-1.1977
ENSG00000077152,UBE2T,2,-2.9192,5,-1.7978,8,-1.0293,33,2.43282,3,-2.5343,14,-0.2768
ENSG00000077157,PPP1R12B,151,0.44151,194,0.80463,248,1.23555,73,-1.0278,78,-0.6705,77,-0.6768
ENSG00000117139,KDM5B,35,-0.2006,74,1.05169,88,1.37662,30,-0.5724,26,-0.6545,13,-1.6267
ENSG00000183155,RABIF,14,-0.7940,11,-1.0788,7,-1.7043,38,1.50930,12,-1.0259,20,-0.2696
ENSG00000117153,KLHL12,18,-0.9240,24,-0.4281,29,-0.1529,44,0.86814,19,-0.8074,35,0.12142
ENSG00000159346,ADIPOR1,67,0.40134,47,-0.2219,89,0.82606,47,-0.3130,42,-0.3801,39,-0.5107
ENSG00000159348,CYB5R1,29,-0.4356,37,0.00160,31,-0.2691,46,0.56668,19,-1.0191,41,0.16352
ENSG00000163444,TMEM183A,39,-1.5205,93,-0.0965,55,-0.8921,133,0.81416,133,0.48888,93,-0.0871
ENSG00000143847,PPFIA4,5,-2.4876,17,-0.5013,7,-1.7318,33,0.85962,17,-0.5342,56,1.45479
ENSG00000163485,ADORA1,41,-0.2238,82,0.93255,54,0.23459,50,0.17522,34,-0.4739,13,-1.8675
ENSG00000133048,CHI3L1,26,1.22629,7,-0.9933,11,-0.3783,12,-0.3593,14,0.04145,7,-0.9395
ENSG00000159388,BTG2,22,1.26044,18,0.63244,6,-0.8961,5,-1.6093,2,-2.1784,26,1.33440
ENSG00000188783,PRELP,9,-0.8355,30,1.11918,14,-0.1771,7,-1.6301,17,0.16155,48,1.98490
ENSG00000058668,ATP2B4,98,-1.0742,273,0.63596,645,2.26117,145,-0.5415,58,-1.7699,99,-0.9777
ENSG00000182004,SNRPE,49,-0.6742,24,-1.7039,75,0.05407,95,0.73276,75,0.05996,71,-0.0201
ENSG00000143850,PLEKHA6,19,-1.5569,47,-0.0842,74,0.66171,67,0.83145,32,-0.6625,34,-0.5813
ENSG00000158615,PPP1R15B,40,0.76267,20,-0.4497,22,-0.3276,27,0.02850,15,-0.8729,22,-0.2835
ENSG00000133056,PIK3C2B,48,2.07166,18,-0.0006,6,-1.5485,8,-1.6850,27,0.62945,6,-1.7196
ENSG00000198625,MDM4,86,1.08755,157,2.06003,29,-0.8223,17,-2.0464,35,-0.5400,33,-0.6218
ENSG00000170382,LRRN2,8,-1.8069,23,-0.1689,73,1.80815,29,0.26435,6,-2.0881,24,-0.1137
ENSG00000163531,NFASC,224,1.09670,272,1.27445,131,0.02808,85,-0.8796,51,-1.4075,40,-1.7564
ENSG00000184144,CNTN2,675,2.75338,201,-0.1055,190,-0.1950,58,-2.4610,121,-0.8942,55,-2.0658
ENSG00000117222,RBBP5,27,-0.3404,37,0.15432,47,0.55319,33,0.00045,29,-0.2261,33,-0.0315
ENSG00000133059,DSTYK,76,-0.1196,102,0.37360,81,-0.0002,87,0.17133,68,-0.2851,61,-0.4598
ENSG00000133069,TMCC2,84,0.93504,36,-0.5719,19,-1.5470,40,-0.5827,72,0.54974,63,0.32933
ENSG00000117266,CDK18,182,2.50445,88,0.57466,24,-1.4602,16,-2.5004,60,-0.0412,18,-1.8541
ENSG00000174514,MFSD4A,9,-3.4527,26,-1.7382,118,0.61555,146,1.95060,20,-2.1042,44,-0.9509
ENSG00000158711,ELK4,30,0.76386,26,0.41882,23,0.22533,16,-0.4741,17,-0.2929,10,-1.0700
ENSG00000069275,NUCKS1,1739,0.93420,1491,0.53426,1594,0.64688,637,-1.1008,890,-0.3009,753,-0.5603
ENSG00000117280,RAB29,39,0.52746,59,1.17885,20,-0.6160,17,-1.1147,19,-0.6761,49,0.84230
ENSG00000133065,SLC41A1,32,0.54955,34,0.59638,8,-1.5504,20,-0.3714,13,-0.8970,37,0.72715
ENSG00000266028,SRGAP2,44,-0.1788,47,-0.0665,69,0.55952,53,0.20396,27,-0.8887,45,-0.1418
ENSG00000266094,RASSF5,2,-2.9531,12,-0.4166,32,1.14025,22,0.77750,12,-0.4532,14,-0.2257
ENSG00000162889,MAPKAPK2,37,1.25999,29,0.65737,12,-0.7603,7,-1.9269,22,0.21516,30,0.68328
ENSG00000123836,PFKFB2,68,1.11078,66,0.89082,27,-0.5311,15,-1.7945,22,-0.8679,73,1.06463
ENSG00000180667,YOD1,18,-0.0288,10,-0.9625,20,0.13654,25,0.84456,7,-1.4636,10,-0.8834
ENSG00000196352,CD55,52,1.11458,28,-0.1108,65,1.33630,21,-0.7672,11,-1.4746,4,-2.7257
ENSG00000117335,CD46,87,0.86537,75,0.49885,52,-0.1007,50,-0.2190,22,-1.4028,29,-0.9899
ENSG00000203709,MIR29B2CHG,7,-1.2097,48,1.99709,12,-0.3850,16,0.02824,1,-3.1680,15,-0.0021
ENSG00000076356,PLXNA2,6,-3.5832,84,0.54908,141,1.47238,72,0.50162,23,-1.4201,47,-0.3803
ENSG00000008118,CAMK1G,5,-3.1929,9,-2.2270,18,-1.2363,78,2.40948,27,-0.5939,22,-0.8843
ENSG00000117597,UTP25,14,-0.1440,19,0.39702,34,1.34297,15,0.02223,0,-4.1334,9,-0.8519
ENSG00000143469,SYT14,18,-0.8327,90,1.92894,48,0.78052,24,-0.4426,16,-0.9184,10,-1.6273
ENSG00000082497,SERTAD4,6,-1.3192,15,0.06621,25,0.91389,19,0.78696,2,-2.6325,11,-0.3718
ENSG00000143473,KCNH1,3,-3.0516,7,-1.7336,9,-1.2826,44,2.57087,7,-1.5950,13,-0.7789
ENSG00000117625,RCOR3,61,0.65387,61,0.57709,36,-0.2640,44,0.03752,17,-1.4187,19,-1.2492
ENSG00000153363,LINC00467,28,1.44414,21,0.72665,15,0.20543,1,-4.1596,26,1.05790,14,0.03879
ENSG00000170385,SLC30A1,17,-0.1077,10,-0.8172,23,0.40077,17,-0.1405,9,-0.9848,35,1.11895
ENSG00000123684,LPGAT1,130,0.46725,130,0.40156,109,0.12195,87,-0.3548,115,0.21124,51,-1.0582
ENSG00000143493,INTS7,17,0.60702,15,0.30000,6,-1.0629,14,0.27453,5,-1.4010,8,-0.6387
ENSG00000066027,PPP2R5A,88,1.07288,41,-0.3565,24,-1.1272,38,-0.6368,46,-0.1740,70,0.51911
ENSG00000065600,PACC1,89,3.01865,14,-0.9178,26,0.00171,6,-2.5209,11,-1.2615,7,-2.0314
ENSG00000117691,NENF,438,1.47119,146,-0.6022,237,0.16820,123,-1.1593,243,0.20559,145,-0.6071
ENSG00000117697,NSL1,93,0.95214,91,0.75954,53,-0.1048,34,-1.0822,35,-0.7684,69,0.31346
ENSG00000203705,TATDN3,24,-0.1926,24,-0.1934,51,1.06075,23,-0.3263,34,0.38955,18,-0.5710
ENSG00000162769,FLVCR1,16,-0.1669,29,0.80325,15,-0.2541,20,0.29224,4,-2.1192,17,-0.0674
ENSG00000174606,ANGEL2,38,0.29612,63,1.07987,53,0.79461,19,-1.0757,15,-1.1436,41,0.36491
ENSG00000136643,RPS6KC1,31,-0.1603,27,-0.3351,38,0.17686,41,0.51479,26,-0.3965,20,-0.8262
ENSG00000117707,PROX1,108,2.89531,40,0.29076,19,-0.8081,5,-3.1830,20,-0.8029,14,-1.3393
ENSG00000143499,SMYD2,6,-3.8844,8,-3.3174,6,-3.8548,163,2.77357,62,-0.3961,53,-0.6354
ENSG00000152104,PTPN14,17,-0.7305,63,1.52604,15,-0.7837,24,-0.1442,16,-0.6992,33,0.37171
ENSG00000136636,KCTD3,93,1.37569,78,0.83081,66,0.55039,19,-1.7339,35,-0.4840,29,-0.7739
ENSG00000196482,ESRRG,4,-2.2229,2,-3.1839,0,-6.1797,31,1.72178,20,0.17022,25,0.51512
ENSG00000092978,GPATCH2,28,0.00554,39,0.54697,29,0.05845,31,0.24676,11,-1.4091,21,-0.4713
ENSG00000067533,RRP15,35,-0.0836,63,0.88701,68,1.01501,26,-0.7626,35,-0.0753,29,-0.3973
ENSG00000143353,LYPLAL1,37,0.93218,25,0.15623,18,-0.3458,17,-0.5906,14,-0.7794,27,0.27909
ENSG00000136628,EPRS,168,0.34610,157,0.19076,164,0.26002,136,-0.0610,114,-0.3170,79,-0.8757
ENSG00000162813,BPNT1,23,0.87633,9,-0.6926,28,1.08587,11,-0.5804,12,-0.2965,5,-1.4552
ENSG00000067704,IARS2,61,0.05201,66,0.16807,52,-0.2134,53,-0.2752,90,0.66498,54,-0.1547
ENSG00000118873,RAB3GAP2,64,-0.6864,140,0.62121,144,0.66217,110,0.33082,62,-0.6872,47,-1.0956
ENSG00000116141,MARK1,5,-3.2384,58,0.53349,39,-0.1174,61,1.07809,44,0.10476,21,-1.0365
ENSG00000162817,C1orf115,14,-3.2427,70,-0.7731,112,-0.0392,187,1.47785,92,-0.3524,98,-0.2468
ENSG00000117791,MARC2,7,-1.1316,18,0.30096,15,0.05222,19,0.72941,2,-2.9001,20,0.48030
ENSG00000154305,MIA3,82,-0.7296,172,0.50216,215,0.88852,131,0.09364,112,-0.1837,72,-0.8615
ENSG00000186063,AIDA,89,0.35239,75,0.04025,64,-0.2259,53,-0.7056,119,0.79406,86,0.25478
ENSG00000162819,BROX,83,1.16405,44,-0.0816,55,0.29301,30,-0.9280,37,-0.3386,39,-0.2424
ENSG00000143502,SUSD4,3,-3.8327,15,-1.3680,42,0.24712,63,1.79908,14,-1.3774,30,-0.2551
ENSG00000162909,CAPN2,79,0.82941,101,1.13495,31,-0.7695,34,-0.8581,30,-0.8253,55,0.11155
ENSG00000143514,TP53BP2,60,0.36153,63,0.41211,26,-0.9759,18,-1.9169,22,-1.2062,187,2.45522
ENSG00000143756,FBXO28,24,-0.5804,17,-1.0361,38,0.18612,46,0.77645,29,-0.2561,25,-0.4569
ENSG00000143753,DEGS1,86,0.76834,27,-1.1401,69,0.29264,54,-0.1434,31,-0.9547,59,0.04673
ENSG00000143748,NVL,23,0.64346,54,2.14516,21,0.45109,6,-1.7675,9,-0.8395,5,-1.5915
ENSG00000143771,CNIH4,21,-0.3914,17,-0.6762,39,0.60132,31,0.35312,24,-0.2064,22,-0.2976
ENSG00000162923,WDR26,64,-0.0674,65,-0.0467,84,0.37731,71,0.16278,61,-0.1392,43,-0.6733
ENSG00000143786,CNIH3,3,-2.9505,17,-0.3847,9,-1.2947,39,1.91915,18,-0.2411,9,-1.2385
ENSG00000143815,LBR,43,1.84605,12,-0.6178,20,0.13467,6,-2.0738,16,-0.1797,22,0.35432
ENSG00000154380,ENAH,303,1.29677,224,0.56198,189,0.27736,78,-1.4381,127,-0.3544,131,-0.3054
ENSG00000143742,SRP9,220,0.00960,136,-0.7442,227,0.05980,225,0.07192,236,0.12285,247,0.19705
ENSG00000143819,EPHX1,63,1.05372,32,-0.1943,26,-0.5362,18,-1.4118,11,-1.7626,99,1.70999
ENSG00000196187,TMEM63A,170,3.47753,48,0.08869,28,-0.7558,2,-4.7987,23,-1.0461,10,-2.2802
ENSG00000143811,PYCR2,68,0.95859,39,-0.1113,28,-0.5998,39,-0.1771,22,-0.9960,36,-0.2079
ENSG00000143751,SDE2,31,1.37479,10,-0.6386,29,1.02964,7,-1.4533,10,-0.5912,14,-0.1557
ENSG00000163041,H3F3A,577,1.36249,211,-0.5284,323,0.14739,166,-1.1977,230,-0.3914,367,0.35367
ENSG00000182827,ACBD3,82,0.35916,88,0.42790,113,0.85193,49,-0.6824,51,-0.4481,62,-0.1450
ENSG00000143799,PARP1,322,1.07400,198,0.09639,221,0.27432,131,-0.7627,137,-0.4887,140,-0.4528
ENSG00000203685,STUM,14,-1.2528,41,0.52187,56,1.02781,25,-0.4161,18,-0.7987,57,1.07390
ENSG00000143772,ITPKB,139,2.19644,64,0.34000,21,-1.3706,12,-2.6744,23,-1.2351,84,0.79780
ENSG00000143801,PSEN2,5,-1.4335,2,-2.2934,1,-3.1920,20,1.36436,18,0.54878,14,0.14517
ENSG00000163050,COQ8A,30,0.05865,40,0.52261,33,0.17692,30,0.06067,17,-0.7838,21,-0.4876
ENSG00000143776,CDC42BPA,414,0.67147,561,1.10317,349,0.29514,197,-0.8362,231,-0.3602,148,-1.0480
ENSG00000143740,SNAP47,18,-1.2985,30,-0.3909,48,0.34665,56,0.99744,34,-0.2265,18,-1.1366
ENSG00000143761,ARF1,121,-0.8919,103,-1.0502,198,-0.0448,293,1.02253,139,-0.5973,182,-0.1776
ENSG00000143793,C1orf35,27,0.23608,48,1.19992,11,-1.1866,21,-0.2560,21,-0.1629,17,-0.4733
ENSG00000162910,MRPL55,47,-0.8405,28,-1.5228,51,-0.6410,115,1.19513,62,-0.3138,67,-0.2123
ENSG00000143774,GUK1,385,-0.7784,316,-1.0146,372,-0.7637,616,0.03868,1005,0.83926,1133,1.04932
ENSG00000198835,GJC2,122,3.51175,16,-1.0497,16,-1.0876,2,-4.2918,33,0.00706,8,-2.0770
ENSG00000154370,TRIM11,6,-1.1571,12,-0.1708,27,1.18905,16,0.39506,11,-0.2971,7,-0.8739
ENSG00000168159,RNF187,120,-1.5067,215,-0.5102,290,-0.0408,426,1.00578,279,-0.1046,248,-0.2916
ENSG00000116574,RHOU,280,2.94527,66,-0.3947,87,0.04181,15,-3.0475,51,-0.7793,22,-2.0667
ENSG00000168118,RAB4A,70,-0.1058,54,-0.4969,45,-0.7664,84,0.31264,82,0.14602,85,0.22219
ENSG00000154429,CCSAP,96,-0.3256,147,0.38321,172,0.64800,125,0.18499,83,-0.5219,64,-0.9087
ENSG00000069248,NUP133,49,0.58856,37,0.06291,25,-0.5565,37,0.07079,22,-0.7861,29,-0.3501
ENSG00000135776,ABCB10,11,-0.1712,29,1.35581,10,-0.3590,10,-0.4918,7,-0.8432,17,0.51769
ENSG00000135801,TAF5L,13,-0.1193,27,1.03455,7,-1.0409,14,-0.0461,13,-0.1624,13,-0.1055
ENSG00000143641,GALNT2,24,-0.5743,37,0.16886,30,-0.1227,43,0.70768,12,-1.5103,31,-0.1021
ENSG00000177614,PGBD5,23,-2.1429,61,-0.5498,123,0.58099,129,1.15262,43,-1.0646,74,-0.2435
ENSG00000135775,COG2,27,0.38778,30,0.51428,20,-0.1407,20,-0.1797,13,-0.7690,20,-0.1108
ENSG00000135744,AGT,248,0.65132,304,0.90588,90,-1.0345,26,-3.3669,23,-3.0536,742,2.70655
ENSG00000119280,C1orf198,256,2.97137,54,-0.5399,64,-0.2971,8,-3.9333,39,-1.0491,70,-0.1493
ENSG00000143643,TTC13,12,-0.2767,26,0.91116,18,0.33986,12,-0.3616,16,0.09309,12,-0.2536
ENSG00000173409,ARV1,27,-0.0342,18,-0.6518,21,-0.4534,35,0.62074,10,-1.5198,33,0.28396
ENSG00000143633,C1orf131,38,1.63631,14,-0.2941,20,0.22998,11,-0.9223,9,-1.0119,9,-1.0223
ENSG00000116906,GNPAT,51,0.17579,45,-0.0356,46,-0.0248,50,0.18785,36,-0.4071,34,-0.4628
ENSG00000116903,EXOC8,10,-0.9606,14,-0.3233,23,0.43062,21,0.48460,13,-0.4554,20,0.25100
ENSG00000135766,EGLN1,81,0.52422,38,-0.7610,74,0.29068,61,-0.0197,38,-0.7272,58,-0.0862
ENSG00000116918,TSNAX,65,-0.6039,72,-0.3969,130,0.56729,125,0.81981,42,-1.2072,49,-0.9882
ENSG00000116991,SIPA1L2,16,-1.6271,24,-0.9155,32,-0.5029,59,0.80848,74,0.85222,40,-0.1493
ENSG00000135778,NTPCR,48,-0.2936,39,-0.5826,28,-1.0764,75,0.71551,75,0.44174,33,-0.8587
ENSG00000135749,PCNX2,14,-2.3068,46,-0.4633,40,-0.6773,96,1.31075,46,-0.4506,70,0.21147
ENSG00000135750,KCNK1,48,-1.4782,94,-0.3374,145,0.36174,175,1.18151,61,-0.9883,66,-0.8802
ENSG00000183780,SLC35F3,3,-2.6318,7,-1.4272,39,1.14388,31,1.32986,11,-0.8286,7,-1.4432
ENSG00000168275,COA6,22,-1.3524,17,-1.6602,41,-0.2957,77,1.26384,45,-0.1726,44,-0.1926
ENSG00000059588,TARBP1,27,-0.7119,101,1.51269,64,0.71510,42,0.01700,11,-2.0113,18,-1.3082
ENSG00000168264,IRF2BP2,126,0.68659,136,0.71536,136,0.71033,45,-1.3699,101,0.22938,74,-0.2645
ENSG00000173726,TOMM20,206,-0.8866,226,-0.6666,491,0.57371,457,0.74333,308,-0.1875,198,-0.8715
ENSG00000054267,ARID4B,475,1.11047,549,1.19453,339,0.36638,129,-1.4956,233,-0.2386,119,-1.2669
ENSG00000152904,GGPS1,33,-0.0859,16,-1.1674,39,0.22594,36,0.09429,41,0.28572,38,0.18505
ENSG00000162885,B3GALNT2,12,-0.1713,14,0.13499,19,0.66637,12,-0.2407,16,0.38586,9,-0.5136
ENSG00000168243,GNG4,7,-2.0744,19,-0.4425,28,0.17032,21,-0.4011,46,1.02000,60,1.49016
ENSG00000143669,LYST,45,0.14798,102,1.55170,37,-0.1807,35,-0.3410,21,-1.0175,21,-1.0405
ENSG00000077585,GPR137B,25,0.39035,22,0.13818,16,-0.3745,11,-1.2047,20,0.02753,48,1.50076
ENSG00000086619,ERO1B,14,-0.2986,21,0.38510,36,1.32243,13,-0.4797,11,-0.6670,16,-0.0310
ENSG00000116977,LGALS8,39,-0.6886,68,0.24869,69,0.27459,74,0.64783,42,-0.5041,27,-1.1694
ENSG00000119285,HEATR1,13,0.14072,17,0.55679,20,0.78289,12,-0.0565,5,-1.2807,6,-1.1214
ENSG00000077522,ACTN2,60,-0.6950,109,0.30907,165,1.01360,109,0.50573,41,-1.2119,27,-1.8469
ENSG00000116984,MTR,74,0.84210,120,1.58029,64,0.48033,26,-1.2231,22,-1.1552,17,-1.5204
ENSG00000198626,RYR2,28,-2.9906,315,0.87804,471,1.61413,206,0.26042,140,-0.4461,49,-2.0173
ENSG00000133019,CHRM3,9,-3.4486,58,-0.5185,259,2.09498,92,0.34216,57,-0.5224,43,-0.9631
ENSG00000155816,FMN2,40,-0.8456,95,0.58352,74,0.16779,61,-0.1905,49,-0.4762,121,0.99641
ENSG00000180875,GREM2,0,-5.3494,2,-2.3376,4,-1.7882,24,2.24224,18,0.55754,5,-1.3631
ENSG00000182901,RGS7,13,-2.4139,35,-0.7889,68,0.23258,88,1.16463,71,0.31376,34,-0.8298
ENSG00000091483,FH,32,-0.5089,19,-1.2184,23,-0.9394,61,0.95829,36,-0.2671,44,0.02185
ENSG00000054277,OPN3,1,-4.7786,19,-1.0999,22,-0.8657,79,2.58902,14,-1.5069,18,-1.1994
ENSG00000203668,CHML,19,-2.0084,73,0.14423,119,0.96752,89,0.76824,43,-0.6770,38,-0.8797
ENSG00000180287,PLD5,23,0.78233,20,0.50186,7,-1.0363,14,-0.1135,11,-0.4100,8,-0.9738
ENSG00000143702,CEP170,322,0.89631,259,0.39675,262,0.41427,155,-0.5937,141,-0.5758,101,-1.0755
ENSG00000054282,SDCCAG8,174,0.36922,215,0.66964,145,0.02195,84,-1.1156,252,0.94601,132,-0.1203
ENSG00000117020,AKT3,107,-0.9971,204,0.08694,253,0.44282,212,0.23423,224,0.23850,186,-0.0568
ENSG00000179456,ZBTB18,46,-1.8087,118,-0.2603,140,0.00472,202,1.03528,90,-0.6900,149,0.09927
ENSG00000035687,ADSS,108,0.23188,130,0.51117,117,0.33658,86,-0.2411,82,-0.2417,63,-0.6353
ENSG00000203667,COX20,138,0.20613,76,-0.7516,46,-1.5030,99,-0.4793,212,0.90406,223,0.99096
ENSG00000153187,HNRNPU,523,0.52178,586,0.64670,536,0.49577,304,-0.5882,326,-0.3086,248,-0.7319
ENSG00000185420,SMYD3,4,-2.4086,2,-3.4018,21,-0.0483,34,1.40049,27,0.40082,17,-0.3148
ENSG00000162852,CNST,18,-1.9322,47,-0.3796,79,0.46565,79,0.76295,57,-0.0725,60,0.00707
ENSG00000143653,SCCPDH,86,0.52214,20,-1.7701,60,-0.1415,88,0.79969,28,-1.3102,21,-1.7149
ENSG00000153207,AHCTF1,73,0.32652,89,0.62190,103,0.86246,44,-0.6933,45,-0.4779,50,-0.3257
ENSG00000175137,SH3BP5L,9,-0.6311,16,0.37200,10,-0.3952,18,1.00835,7,-0.9521,3,-1.8332
ENSG00000171161,ZNF672,16,0.39420,11,-0.2407,13,0.04691,14,0.24696,8,-0.6244,7,-0.9369
ENSG00000171163,ZNF692,19,0.40099,26,0.89952,13,-0.1714,13,-0.2769,13,-0.1605,6,-1.2384
ENSG00000035115,SH3YL1,56,0.55975,60,0.59179,69,0.82326,31,-0.6657,24,-0.8608,29,-0.5741
ENSG00000143727,ACP1,41,-0.8647,20,-1.8161,67,-0.0258,95,0.89820,81,0.28633,52,-0.4155
ENSG00000151353,TMEM18,36,0.40136,26,-0.1386,21,-0.5083,30,0.10055,10,-1.5521,39,0.48152
ENSG00000186487,MYT1L,55,-2.6992,428,0.58383,690,1.42797,312,0.10022,308,0.04209,211,-0.5491
ENSG00000032389,EIPR1,16,-1.4167,28,-0.4998,17,-1.2421,60,1.36349,19,-1.0758,44,0.22401
ENSG00000171853,TRAPPC12,31,-0.3651,35,-0.1500,30,-0.3595,49,0.61883,28,-0.4734,33,-0.2259
ENSG00000182551,ADI1,76,0.78348,43,-0.2362,51,0.00417,33,-0.9274,31,-0.7324,97,1.08229
ENSG00000171865,RNASEH1,29,-0.4328,44,0.27936,41,0.15616,37,0.00857,46,0.34320,33,-0.1719
ENSG00000171863,RPS7,478,-0.0176,277,-0.8676,269,-0.9092,455,-0.1409,767,0.76501,739,0.70192
ENSG00000232044,SILC1,164,2.45203,60,0.09277,36,-0.7129,13,-2.6497,70,0.34503,18,-1.6952
ENSG00000151692,RNF144A,89,1.39293,57,0.39853,20,-1.2011,37,-0.4061,30,-0.6436,13,-1.9102
ENSG00000115738,ID2,248,-0.0145,508,1.19427,218,-0.2197,192,-0.5899,99,-1.4254,413,0.83181
ENSG00000134313,KIDINS220,239,0.16626,325,0.65559,271,0.35058,205,-0.1434,150,-0.5842,136,-0.7375
ENSG00000143797,MBOAT2,146,0.95290,157,0.93381,137,0.69830,51,-1.1749,34,-1.5004,72,-0.3478
ENSG00000151693,ASAP2,23,-1.4774,74,0.39571,92,0.76813,62,0.16486,45,-0.3860,72,0.36106
ENSG00000119185,ITGB1BP1,57,-1.1722,41,-1.5573,39,-1.6404,167,1.08411,162,0.57767,116,0.02340
ENSG00000119203,CPSF3,19,-0.1667,20,-0.0738,14,-0.6588,27,0.62356,22,0.07987,9,-1.2432
ENSG00000134330,IAH1,37,-0.1166,24,-0.7589,51,0.40391,48,0.50093,19,-1.1084,35,-0.1964
ENSG00000151694,ADAM17,36,0.25788,81,1.60543,41,0.39996,25,-0.5039,8,-2.0087,13,-1.3174
ENSG00000134308,YWHAQ,609,0.95705,201,-0.9585,321,-0.2383,336,-0.2389,355,-0.0750,286,-0.4198
ENSG00000115750,TAF1B,16,-0.0050,15,-0.1020,28,0.90431,14,-0.3085,14,-0.1963,16,-0.0611
ENSG00000115756,HPCAL1,43,-1.5470,74,-0.6014,208,1.07905,136,0.56856,17,-2.7791,164,0.66463
ENSG00000115758,ODC1,22,-0.0291,8,-1.5130,14,-0.7056,28,0.57608,26,0.26479,19,-0.2449
ENSG00000115761,NOL10,35,0.58946,25,-0.0232,38,0.64152,21,-0.4003,13,-1.0041,23,-0.1282
ENSG00000143870,PDIA6,68,-0.2208,41,-0.9833,101,0.43223,89,0.36007,61,-0.3698,77,-0.0080
ENSG00000162975,KCNF1,9,-3.5636,62,-0.6885,171,0.96550,130,0.82094,90,-0.1031,98,0.03114
ENSG00000134318,ROCK2,196,-1.0328,404,0.18291,654,0.99648,443,0.53539,170,-1.1644,212,-0.8250
ENSG00000196208,GREB1,7,-1.0614,10,-0.4393,21,0.71081,13,-0.0043,6,-1.1630,30,1.31750
ENSG00000169006,NTSR2,44,0.65756,36,0.25364,32,0.05079,12,-1.8511,15,-1.1187,92,1.89464
ENSG00000134324,LPIN1,78,0.09581,119,0.78326,68,-0.1279,63,-0.3742,62,-0.2862,84,0.20010
ENSG00000071575,TRIB2,12,-1.4113,30,0.01279,35,0.28357,33,0.26747,37,0.34338,37,0.36773
ENSG00000162981,LRATD1,6,-3.3522,51,-0.1350,30,-0.9404,93,1.62148,41,-0.4546,45,-0.3104
ENSG00000151779,NBAS,34,-0.6259,67,0.51223,40,-0.3218,61,0.56374,42,-0.2546,30,-0.7834
ENSG00000079785,DDX1,119,-0.7034,92,-1.0357,178,-0.0162,273,1.21355,115,-0.6994,81,-1.2298
ENSG00000197872,FAM49A,30,-2.5749,155,0.05759,290,1.11027,203,0.82945,95,-0.7034,84,-0.8925
ENSG00000163032,VSNL1,98,-4.0052,570,-1.2542,1068,-0.2890,2303,1.93732,925,-0.5133,846,-0.6526
ENSG00000163029,SMC6,93,0.47330,180,1.57352,133,1.01971,41,-1.1702,40,-0.9131,18,-2.0728
ENSG00000240857,RDH14,16,-0.4524,13,-0.7657,17,-0.3450,30,0.95569,14,-0.6128,15,-0.5156
ENSG00000183891,TTC32,27,1.96985,6,-0.7175,16,0.71130,5,-1.4322,1,-2.6468,7,-0.5077
ENSG00000118965,WDR35,13,-0.4481,20,0.26927,31,0.96197,16,-0.1815,16,-0.1172,15,-0.2403
ENSG00000068697,LAPTM4A,64,-0.0729,69,0.04793,55,-0.3064,64,-0.1057,42,-0.7266,119,0.95313
ENSG00000055917,PUM2,78,-0.2607,62,-0.5868,86,-0.0915,95,0.10047,131,0.59306,94,0.05795
ENSG00000143878,RHOB,286,1.20191,160,0.02897,170,0.13062,103,-0.8905,94,-0.7919,156,-0.0030
ENSG00000119778,ATAD2B,37,1.08347,90,2.69229,3,-2.5968,6,-2.2315,10,-1.1654,9,-1.1988
ENSG00000173960,UBXN2A,53,0.81471,36,0.08429,44,0.38297,17,-1.4021,52,0.68752,38,0.14492
ENSG00000119782,FKBP1B,7,-2.8686,29,-0.7604,52,0.16140,74,1.33992,44,-0.1025,34,-0.4941
ENSG00000115128,SF3B6,95,0.63512,27,-1.4167,50,-0.4617,68,0.00907,61,-0.1686,77,0.21514
ENSG00000219626,FAM228B,79,0.53428,75,0.37707,87,0.61559,37,-0.9978,74,0.34709,53,-0.1947
ENSG00000198399,ITSN2,143,0.01444,303,1.28319,250,0.93993,103,-0.6975,103,-0.5102,65,-1.1997
ENSG00000084676,NCOA1,131,-0.2994,225,0.59948,263,0.86721,133,-0.3590,102,-0.6612,173,0.16640
ENSG00000184924,PTRHD1,27,-0.3340,22,-0.5961,9,-1.8526,44,0.80864,29,-0.1678,35,0.11621
ENSG00000138031,ADCY3,26,-0.3023,16,-1.0024,22,-0.5090,46,1.08859,16,-0.9919,21,-0.6259
ENSG00000115137,DNAJC27,26,-0.3659,13,-1.4077,30,-0.1235,36,0.25268,57,0.94618,27,-0.2440
ENSG00000084710,EFR3B,21,-1.2113,34,-0.3927,18,-1.3038,58,0.76550,44,0.00703,65,0.66488
ENSG00000119772,DNMT3A,35,0.62585,85,2.21541,13,-0.9324,13,-1.3341,11,-1.2687,18,-0.4962
ENSG00000138101,DTNB,42,-0.3501,41,-0.3698,39,-0.4519,72,0.91626,44,-0.2468,20,-1.4550
ENSG00000143970,ASXL2,51,0.72376,52,0.67066,57,0.83770,24,-0.7693,11,-1.6469,26,-0.4257
