Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000168243,GNG4,9,-1.7913,25,-0.2790,34,0.21009,39,0.37777,14,-1.2856,48,0.69680,23,-0.4270,41,0.58353
ENSG00000143669,LYST,45,0.02530,128,1.74438,23,-1.1299,39,-0.1970,78,1.00200,28,-0.7283,35,-0.3604,27,-0.8885
ENSG00000077585,GPR137B,33,0.78667,13,-0.6457,14,-0.5621,11,-0.8099,13,-0.6483,73,2.22305,6,-1.7371,17,-0.2534
ENSG00000116977,LGALS8,36,-0.6111,69,0.39937,73,0.61691,89,0.80823,54,0.00151,21,-1.3709,21,-1.4232,44,-0.3412
ENSG00000077522,ACTN2,46,-0.7766,66,-0.2213,92,0.36039,27,-1.5380,141,1.12644,26,-1.6255,26,-1.6310,81,0.10787
ENSG00000116984,MTR,81,1.23906,92,1.45869,22,-0.9152,41,0.11312,54,0.63321,39,0.07150,18,-1.1436,15,-1.5572
ENSG00000198626,RYR2,31,-2.5934,198,0.18338,212,0.35517,210,0.27694,410,1.60831,25,-2.9081,138,-0.3774,78,-1.3856
ENSG00000133019,CHRM3,9,-3.4975,104,0.15245,79,-0.3180,35,-1.4983,226,1.67883,44,-1.1642,40,-1.2766,101,0.13846
ENSG00000155816,FMN2,22,-1.7858,84,0.22855,43,-0.9204,128,0.91149,104,0.64630,123,0.84411,54,-0.4369,64,-0.2141
ENSG00000180875,GREM2,4,-2.4294,5,-1.9579,39,1.33929,67,1.97468,14,-0.6213,3,-2.8521,0,-4.5647,15,-0.6033
ENSG00000182901,RGS7,13,-2.6441,62,-0.3873,90,0.22809,95,0.26858,116,0.65768,25,-1.7465,46,-0.8356,98,0.40264
ENSG00000091483,FH,24,-1.0414,57,0.25034,73,0.82407,53,0.13798,46,-0.0750,38,-0.3509,3,-4.0559,47,-0.0348
ENSG00000054277,OPN3,5,-3.2538,44,-0.2751,85,0.98200,82,0.71591,53,0.01015,20,-1.4730,24,-1.1969,49,-0.1275
ENSG00000203668,CHML,17,-2.2948,138,0.85760,70,-0.2626,195,1.45050,134,0.90826,25,-1.7274,46,-0.8535,50,-0.8403
ENSG00000143702,CEP170,344,0.75312,316,0.61149,203,-0.1050,388,0.95264,279,0.45450,118,-0.9116,74,-1.6170,129,-0.8987
ENSG00000054282,SDCCAG8,294,0.64070,193,-0.0265,75,-1.6249,358,0.96531,178,-0.1658,235,0.28089,253,0.39461,214,0.15709
ENSG00000117020,AKT3,105,-1.2532,340,0.55313,170,-0.6204,266,0.15928,436,1.09363,149,-0.7263,191,-0.3522,229,-0.0883
ENSG00000179456,ZBTB18,33,-2.4858,171,-0.0426,197,0.21401,119,-0.6066,224,0.42236,100,-0.8599,75,-1.2870,250,0.69970
ENSG00000035687,ADSS,116,0.45224,80,-0.1366,88,0.00910,95,0.13604,107,0.35713,44,-1.0312,84,-0.0659,79,-0.1779
ENSG00000203667,COX20,175,-0.0472,138,-0.4148,110,-0.8715,297,0.80240,157,-0.2305,315,0.89553,211,0.24619,188,0.07745
ENSG00000153187,HNRNPU,565,0.68574,657,0.93364,292,-0.4187,410,0.17204,500,0.53989,337,-0.1340,184,-1.0524,250,-0.6868
ENSG00000185420,SMYD3,10,-1.3826,15,-0.8532,57,1.69581,9,-1.6616,9,-1.5979,14,-1.0036,7,-1.9584,33,0.43713
ENSG00000162852,CNST,28,-1.5183,56,-0.4849,75,-0.0443,54,-0.5589,121,0.79500,24,-1.7210,12,-2.7285,121,0.90533
ENSG00000143653,SCCPDH,127,1.10375,42,-0.6337,93,0.72684,39,-0.7719,58,-0.1802,52,-0.3358,27,-1.2897,52,-0.3960
ENSG00000153207,AHCTF1,82,0.43565,138,1.30602,31,-1.1884,66,0.11288,112,1.07460,40,-0.6674,20,-1.7119,47,-0.4770
ENSG00000035115,SH3YL1,34,-0.0655,46,0.40586,32,-0.1729,20,-0.8817,50,0.60039,44,0.32261,13,-1.5271,36,0.03246
ENSG00000143727,ACP1,63,-0.3570,38,-1.1135,99,0.40604,27,-1.6533,70,-0.2253,69,-0.2344,99,0.33026,103,0.48696
ENSG00000151353,TMEM18,23,-0.3260,13,-1.1865,31,0.13077,41,0.56038,48,0.92602,30,0.08455,18,-0.6875,20,-0.6713
ENSG00000186487,MYT1L,47,-3.1234,499,0.39375,249,-0.7892,661,0.85145,732,1.16263,175,-1.2145,232,-0.7899,410,0.09992
ENSG00000032389,EIPR1,30,-0.5736,6,-2.9349,53,0.37102,32,-0.4949,53,0.33987,29,-0.6052,20,-1.1993,62,0.69440
ENSG00000171853,TRAPPC12,27,-0.4972,31,-0.2460,47,0.45608,21,-0.8376,36,-0.0159,29,-0.3864,14,-1.4779,48,0.52212
ENSG00000182551,ADI1,82,0.92655,39,-0.2433,33,-0.5927,20,-1.2632,32,-0.5943,137,1.81842,23,-1.0453,45,-0.0507
ENSG00000171865,RNASEH1,35,0.02189,45,0.41324,37,0.08780,28,-0.3215,40,0.22312,20,-0.8030,25,-0.5078,37,0.08835
ENSG00000171863,RPS7,802,0.22818,410,-0.8070,491,-0.6200,619,-0.1781,470,-0.6430,934,0.47126,1046,0.65368,932,0.58217
ENSG00000232044,SILC1,130,2.47083,28,-0.1767,16,-1.0866,76,1.45511,17,-0.9767,9,-1.8051,22,-0.5087,19,-0.8534
ENSG00000228203,RNF144A-AS1,0,-5.3215,7,-1.1885,34,1.64107,8,-0.9905,16,-0.0101,10,-0.7176,8,-1.0064,14,-0.2810
ENSG00000151692,RNF144A,65,1.02904,34,-0.0312,28,-0.3733,52,0.67288,27,-0.3911,23,-0.5718,54,0.73133,26,-0.4746
ENSG00000115738,ID2,157,-0.3323,140,-0.5062,193,-0.0224,110,-0.8771,261,0.50984,402,1.17289,133,-0.5852,165,-0.3118
ENSG00000134313,KIDINS220,214,0.28157,230,0.39902,188,0.09248,235,0.43231,230,0.43758,141,-0.3632,88,-1.0837,131,-0.5574
ENSG00000143797,MBOAT2,118,0.88325,66,-0.0366,41,-0.8714,56,-0.2984,87,0.43374,142,1.19613,74,0.13195,43,-0.8098
ENSG00000151693,ASAP2,55,-0.1348,56,-0.1101,69,0.23653,32,-0.9754,83,0.56231,75,0.33043,42,-0.5603,51,-0.2995
ENSG00000119185,ITGB1BP1,38,-1.2789,50,-0.8774,125,0.67718,108,0.30176,66,-0.4855,63,-0.5284,87,-0.0300,101,0.23587
ENSG00000119203,CPSF3,16,-0.2536,9,-1.0927,31,1.00897,19,0.00465,21,0.23988,21,0.18709,5,-1.8509,13,-0.6827
ENSG00000134330,IAH1,40,-0.3851,29,-0.8731,72,0.67181,24,-1.1292,32,-0.7844,57,0.17145,23,-1.2069,71,0.65157
ENSG00000151694,ADAM17,50,0.91012,72,1.54235,15,-1.0910,45,0.75039,18,-0.7075,22,-0.3949,9,-1.6430,29,0.05117
ENSG00000134308,YWHAQ,565,0.81589,234,-0.5730,336,-0.0215,217,-0.6916,304,-0.1879,291,-0.2425,371,0.13713,375,0.18599
ENSG00000115756,HPCAL1,25,-2.6248,127,-0.2372,14,-3.6829,2,-5.8086,257,0.99408,191,0.39585,56,-1.4760,324,1.75181
ENSG00000115758,ODC1,19,-0.4114,6,-2.0542,31,0.39067,40,0.72822,13,-1.0140,28,0.15637,22,-0.2310,31,0.40232
ENSG00000115761,NOL10,44,0.37402,74,1.24888,26,-0.4867,53,0.69518,44,0.41063,40,0.21754,14,-1.3734,19,-1.0330
ENSG00000143870,PDIA6,55,-0.6226,75,-0.1413,103,0.43275,94,0.21404,91,0.16765,108,0.42675,53,-0.6795,65,-0.4286
ENSG00000162975,KCNF1,26,-1.9706,28,-1.9011,130,0.54191,117,0.26734,168,0.95797,34,-1.6108,111,0.17535,81,-0.3678
ENSG00000134318,ROCK2,162,-1.6594,907,1.00977,400,-0.3533,608,0.35738,1093,1.54446,195,-1.3859,114,-2.1703,312,-0.7843
ENSG00000169006,NTSR2,28,0.47386,2,-3.0323,6,-1.8621,2,-3.0985,10,-1.1449,102,2.85198,51,1.50200,14,-0.6796
ENSG00000134324,LPIN1,45,-0.1033,111,1.35126,42,-0.2684,47,-0.0562,64,0.47859,57,0.26856,24,-1.0257,31,-0.8067
ENSG00000071575,TRIB2,8,-2.6182,46,-0.0060,53,0.23421,55,0.26422,54,0.25316,58,0.34625,78,0.83268,31,-0.7092
ENSG00000162981,LRATD1,21,-2.2629,93,-0.0528,113,0.31399,32,-1.6505,101,0.08372,45,-1.1625,24,-2.0556,164,1.11574
ENSG00000151779,NBAS,49,0.04562,67,0.52567,59,0.40675,28,-0.8121,62,0.45174,42,-0.2066,37,-0.4055,32,-0.6753
ENSG00000079785,DDX1,140,-0.6501,140,-0.6459,360,1.08579,191,-0.1746,264,0.37260,126,-0.8015,97,-1.2033,157,-0.5493
ENSG00000197872,FAM49A,25,-3.0224,130,-0.6201,264,0.60490,175,-0.1627,282,0.65514,107,-0.9070,136,-0.5516,200,0.04926
ENSG00000163032,VSNL1,94,-4.0377,892,-0.7277,2170,0.84102,1121,-0.3794,1654,0.24877,477,-1.6644,1011,-0.5381,1737,0.37255
ENSG00000163029,SMC6,74,0.30224,109,0.93374,34,-1.0209,79,0.39748,91,0.69936,53,-0.2093,37,-0.7707,53,-0.2626
ENSG00000240857,RDH14,8,-1.6488,25,-0.0496,40,0.84740,29,0.17907,15,-0.8519,23,-0.2033,34,0.42013,23,-0.2316
ENSG00000068697,LAPTM4A,57,-0.1829,100,0.71804,71,0.20313,47,-0.4780,37,-0.9016,170,1.61767,75,0.24375,32,-1.1965
ENSG00000055917,PUM2,48,-0.9376,117,0.43974,81,-0.1509,94,0.10388,86,-0.0447,97,0.14532,63,-0.5286,104,0.32384
ENSG00000143878,RHOB,357,1.09986,175,-0.0502,185,0.03943,134,-0.4560,156,-0.2488,160,-0.1876,267,0.62053,130,-0.5857
ENSG00000173960,UBXN2A,57,0.96484,64,1.17284,18,-0.9354,56,0.94553,25,-0.3713,32,0.06725,16,-0.9842,25,-0.4110
ENSG00000119782,FKBP1B,7,-2.9318,21,-1.3585,71,0.60250,27,-0.9666,35,-0.6340,23,-1.2557,94,0.94972,74,0.69327
ENSG00000115128,SF3B6,149,0.55320,62,-0.7966,93,-0.2222,94,-0.1759,87,-0.3227,111,0.08462,81,-0.3987,139,0.54499
ENSG00000219626,FAM228B,87,0.56990,99,0.77660,36,-0.8958,131,1.25682,76,0.39056,46,-0.4194,21,-1.5827,48,-0.4322
ENSG00000198399,ITSN2,149,0.10604,345,1.50157,135,-0.0540,140,0.01145,183,0.47806,66,-1.1307,75,-0.9450,87,-0.8242
ENSG00000084676,NCOA1,85,-0.7270,228,0.81878,99,-0.5779,131,-0.0652,202,0.69630,182,0.45133,95,-0.5633,118,-0.2669
ENSG00000184924,PTRHD1,25,-0.7082,15,-1.3860,45,0.27488,26,-0.6237,39,0.00286,56,0.56417,61,0.71075,37,-0.0962
ENSG00000138031,ADCY3,6,-2.2257,51,1.05123,30,0.21391,6,-2.2012,30,0.20945,29,0.11843,14,-0.9296,30,0.23336
ENSG00000115137,DNAJC27,20,-0.5594,37,0.33819,32,0.14034,41,0.50774,28,-0.0822,16,-0.9121,20,-0.6080,33,0.19732
ENSG00000084710,EFR3B,9,-2.5804,78,0.60137,66,0.39607,46,-0.2153,42,-0.3958,68,0.38466,13,-2.0938,66,0.41228
ENSG00000119772,DNMT3A,29,0.35289,43,1.01528,13,-0.9751,47,1.16438,24,0.04815,9,-1.3569,24,0.08219,20,-0.2716
ENSG00000138101,DTNB,25,-1.2174,36,-0.6891,70,0.40726,36,-0.6900,67,0.29107,35,-0.7222,37,-0.6338,74,0.52484
ENSG00000143970,ASXL2,48,0.54871,83,1.46250,25,-0.5121,43,0.35291,37,0.16539,60,0.90706,15,-1.2295,14,-1.5022
ENSG00000084731,KIF3C,31,-3.0767,168,-0.5929,316,0.47914,205,-0.2892,254,0.04731,125,-1.0410,349,0.54779,293,0.32736
ENSG00000084733,RAB10,157,0.75503,71,-0.5001,107,0.16040,104,0.09248,100,0.03987,120,0.31565,77,-0.3667,75,-0.4879
ENSG00000157833,GAREM2,24,0.65076,6,-1.4105,10,-0.8142,2,-2.7260,7,-1.2184,81,2.94059,0,-7.0692,16,0.01384
ENSG00000084754,HADHA,155,1.12307,97,0.36280,54,-0.6209,25,-1.6934,63,-0.3289,172,1.30131,99,0.39274,55,-0.5941
ENSG00000138029,HADHB,159,1.18534,56,-0.4665,36,-1.2893,26,-1.6088,40,-1.0268,246,1.97057,129,0.83726,63,-0.3533
ENSG00000138018,SELENOI,53,-0.0652,56,0.01421,71,0.50607,58,0.08236,63,0.23604,29,-0.9769,55,-0.0009,42,-0.5011
ENSG00000171303,KCNK3,0,-8.2500,41,0.92521,26,0.22326,24,0.05136,21,-0.1662,19,-0.2685,5,-2.1775,30,0.52835
ENSG00000213699,SLC35F6,30,0.42727,17,-0.3985,26,0.30850,3,-2.9601,32,0.63062,43,1.04750,5,-2.0703,17,-0.5278
ENSG00000157851,DPYSL5,93,2.10911,11,-1.3519,23,-0.3086,8,-1.7821,38,0.61270,15,-0.8738,41,0.67338,12,-1.3249
ENSG00000084764,MAPRE3,33,-2.3182,48,-1.7744,237,0.85592,157,0.01722,151,-0.0471,68,-1.2576,93,-0.7769,202,0.51741
ENSG00000228474,OST4,162,0.27547,64,-1.1319,98,-0.5797,58,-1.2835,82,-0.8199,192,0.55071,237,0.89431,197,0.74903
ENSG00000138030,KHK,9,-1.0469,17,-0.1627,22,0.28644,25,0.42937,16,-0.2519,21,0.13095,10,-0.8668,22,0.25329
ENSG00000138028,CGREF1,2,-4.2139,31,-0.7504,67,0.57299,48,-0.0725,49,-0.0434,30,-0.7864,28,-0.8560,71,0.69086
ENSG00000138073,PREB,17,-0.4015,25,0.12883,33,0.75098,6,-1.8575,12,-1.0609,32,0.52536,38,0.80769,18,-0.4059
ENSG00000138085,ATRAID,43,0.58499,14,-1.1222,36,0.39710,4,-2.7501,20,-0.6178,54,0.97715,41,0.50120,26,-0.2251
ENSG00000115194,SLC30A3,4,-3.7649,25,-1.0578,104,1.58982,72,0.56439,39,-0.4166,17,-1.6047,14,-1.9208,44,-0.2352
ENSG00000115204,MPV17,28,-0.3922,36,-0.0157,46,0.43440,40,0.12968,23,-0.7518,43,0.25938,16,-1.1914,43,0.29304
ENSG00000115211,EIF2B4,63,0.98711,36,0.08669,41,0.33146,28,-0.2792,43,0.40593,28,-0.3182,9,-1.9268,24,-0.6509
ENSG00000115234,SNX17,54,-0.3931,41,-0.8083,105,0.84362,64,-0.1291,62,-0.1820,44,-0.6853,39,-0.8545,73,0.09521
ENSG00000115241,PPM1G,59,-0.4047,101,0.41717,76,-0.0208,108,0.52780,98,0.41389,84,0.12682,30,-1.4016,66,-0.2975
ENSG00000115216,NRBP1,25,-1.4469,48,-0.4695,116,1.20743,115,0.91115,51,-0.4132,37,-0.8559,29,-1.2397,48,-0.5443
ENSG00000115226,FNDC4,6,-3.9281,37,-1.2905,121,0.62214,83,-0.0887,58,-0.6775,74,-0.2632,113,0.38898,118,0.56692
ENSG00000243943,ZNF512,28,-0.4860,29,-0.4151,41,0.11958,53,0.48583,50,0.46641,30,-0.3936,39,0.00741,33,-0.2902
ENSG00000198522,GPN1,11,-0.9869,19,-0.1565,34,0.91590,44,1.16191,18,-0.3240,16,-0.4338,4,-2.5150,16,-0.5283
ENSG00000119760,SUPT7L,59,0.34810,53,0.18070,56,0.33179,38,-0.3244,53,0.19725,26,-0.8929,17,-1.5265,48,0.05616
ENSG00000163798,SLC4A1AP,85,-0.4841,92,-0.3575,137,0.31457,112,-0.0502,185,0.83404,66,-0.8626,71,-0.7529,101,-0.2560
ENSG00000243147,MRPL33,134,-0.8060,150,-0.6319,165,-0.5701,230,0.02053,171,-0.4663,229,0.01548,229,0.01144,380,1.06711
ENSG00000158019,BABAM2,13,-1.3569,50,0.72942,46,0.76942,28,-0.1639,24,-0.4603,19,-0.7291,10,-1.7554,34,0.15842
ENSG00000075426,FOSL2,0,-8.5350,47,0.82891,30,0.14540,9,-1.6887,28,-0.0012,16,-0.8324,32,0.21533,38,0.58157
ENSG00000213639,PPP1CB,161,-0.8295,257,-0.1167,335,0.36246,279,0.00699,286,0.05156,195,-0.5432,229,-0.2988,303,0.16842
ENSG00000163811,WDR43,56,0.79956,62,0.98389,23,-0.7001,21,-0.7342,50,0.71081,44,0.40384,35,0.07067,17,-1.1492
ENSG00000115295,CLIP4,48,-0.0772,89,0.91477,51,0.00826,83,0.78924,54,0.11872,63,0.34252,9,-2.5768,35,-0.6646
ENSG00000119801,YPEL5,78,-0.8013,68,-1.0090,157,0.35190,123,-0.1040,118,-0.1799,95,-0.4928,156,0.27296,159,0.37508
ENSG00000213626,LBH,0,-8.6703,126,2.20431,27,-0.4509,100,1.75740,11,-1.7782,25,-0.5158,1,-4.6074,32,-0.1423
ENSG00000013016,EHD3,26,-2.0148,47,-1.1351,161,0.98547,92,-0.1143,80,-0.3691,44,-1.2484,138,0.51532,101,0.03737
ENSG00000162961,DPY30,65,0.29568,35,-0.6622,75,0.66072,32,-0.7995,29,-0.9589,51,-0.0810,53,-0.0031,59,0.18614
ENSG00000021574,SPAST,82,1.44334,47,0.49617,24,-0.6424,20,-0.7854,42,0.36616,11,-1.6523,28,-0.2925,33,-0.0609
ENSG00000119820,YIPF4,162,0.55225,209,0.96895,84,-0.5497,125,0.13487,144,0.39476,99,-0.2216,102,-0.1816,84,-0.5619
ENSG00000115760,BIRC6,123,0.65517,181,1.30349,76,-0.1312,105,0.39850,94,0.25035,65,-0.3404,28,-1.5885,47,-0.9692
ENSG00000119812,FAM98A,76,0.22253,33,-1.0396,86,0.50739,111,0.82624,84,0.40970,49,-0.4680,80,0.28782,29,-1.4165
ENSG00000260025,CRIM1-DT,0,-5.8889,12,-1.2977,39,0.61709,16,-0.8411,17,-0.8235,19,-0.6010,29,0.02227,47,1.04881
ENSG00000150938,CRIM1,16,-2.0267,157,1.51193,74,0.32442,50,-0.3501,66,0.09879,82,0.43550,69,0.14465,28,-1.3561
ENSG00000171055,FEZ2,226,1.09646,105,-0.1373,110,-0.0845,34,-1.8362,178,0.78723,121,0.07870,27,-2.1305,98,-0.2939
ENSG00000115808,STRN,198,1.94947,94,0.65947,42,-0.7133,63,0.01014,74,0.30209,29,-1.1641,52,-0.2831,33,-1.0698
ENSG00000008869,HEATR5B,24,-0.1604,34,0.39478,34,0.48372,35,0.44831,30,0.24412,10,-1.4606,2,-3.5862,25,-0.0824
ENSG00000152133,GPATCH11,104,0.29261,59,-0.5865,75,-0.2501,133,0.68898,126,0.67311,73,-0.2637,55,-0.6942,73,-0.2966
ENSG00000055332,EIF2AK2,134,0.27081,174,0.69505,85,-0.5145,132,0.25490,171,0.74498,112,-0.0028,104,-0.1185,70,-0.8328
ENSG00000218739,CEBPZOS,33,-0.8678,93,0.74366,44,-0.4837,53,-0.1359,83,0.62095,61,0.06234,26,-1.2102,64,0.17823
ENSG00000115816,CEBPZ,144,0.63345,137,0.55111,74,-0.4783,217,1.32779,124,0.43726,83,-0.2379,43,-1.2058,53,-1.0297
ENSG00000003509,NDUFAF7,8,-0.9990,37,1.43748,21,0.64160,9,-0.8176,12,-0.3409,10,-0.6399,8,-0.8671,13,-0.3372
ENSG00000115828,QPCT,2,-3.2163,3,-2.6014,48,2.04824,14,-0.4868,10,-1.0106,6,-1.6828,28,0.55388,13,-0.7583
ENSG00000163171,CDC42EP3,1,-4.7906,47,0.95173,24,-0.1157,33,0.36099,32,0.38557,21,-0.2853,0,-7.7797,32,0.43368
ENSG00000138061,CYP1B1,4,-2.8975,193,3.78180,8,-2.0702,0,-6.8168,12,-1.3058,50,0.94344,13,-1.0568,17,-0.8542
ENSG00000119787,ATL2,6,-2.3170,28,-0.0836,32,0.18019,13,-1.1790,44,0.72084,45,0.69583,10,-1.5809,31,0.11222
ENSG00000143889,HNRNPLL,27,-0.3554,24,-0.5201,41,0.37069,12,-1.5161,43,0.42619,34,0.00247,42,0.34448,30,-0.2000
ENSG00000115875,SRSF7,66,-0.1987,74,-0.0225,84,0.19738,56,-0.4651,55,-0.5286,68,-0.1516,88,0.25054,89,0.31444
ENSG00000163214,DHX57,13,-0.7227,61,1.69969,20,-0.1796,41,1.01622,16,-0.5329,15,-0.5480,19,-0.1927,14,-0.7458
ENSG00000188010,MORN2,20,-1.1889,25,-0.8460,48,0.17250,50,0.20422,19,-1.3183,51,0.24031,32,-0.4959,70,0.94930
ENSG00000115904,SOS1,47,0.13839,76,0.89933,44,0.03387,52,0.28717,46,0.09028,52,0.29683,16,-1.4838,32,-0.5482
ENSG00000011566,MAP4K3,27,-0.3497,49,0.59846,32,-0.0755,22,-0.6303,53,0.79355,21,-0.7320,10,-1.7439,35,0.09145
ENSG00000231312,MAP4K3-DT,11,-2.5324,101,0.81999,28,-1.3381,73,0.29693,146,1.68254,27,-1.2096,5,-3.6478,65,0.14190
ENSG00000152154,TMEM178A,54,-1.4942,140,-0.0597,167,0.25579,151,0.05211,163,0.18972,56,-1.4518,253,0.88369,139,-0.0940
ENSG00000138050,THUMPD2,34,0.85657,32,0.75855,12,-0.8261,28,0.56033,26,0.46974,18,-0.1290,15,-0.4176,14,-0.6500
ENSG00000183023,SLC8A1,60,-2.2592,318,0.25030,253,-0.1237,444,0.78997,578,1.42554,111,-1.3507,196,-0.4999,159,-0.9372
ENSG00000115944,COX7A2L,51,-1.9015,102,-0.8656,243,0.59674,152,-0.2593,166,-0.1353,111,-0.7364,217,0.29711,214,0.33643
ENSG00000057935,MTA3,9,-1.7905,28,-0.1284,32,0.12242,33,0.11306,27,-0.1878,28,-0.1490,34,0.18109,37,0.39526
ENSG00000152518,ZFP36L2,115,2.41297,49,0.86035,7,-2.3417,12,-1.2424,4,-3.0155,90,1.91758,29,0.03740,16,-0.9916
ENSG00000138036,DYNC2LI1,23,-0.5193,41,0.40139,46,0.72204,9,-1.9173,28,-0.1806,26,-0.2821,9,-1.8918,37,0.29426
ENSG00000138095,LRPPRC,50,-1.0296,124,0.35881,131,0.56082,97,-0.0268,96,-0.0392,65,-0.6431,103,0.06617,86,-0.2575
ENSG00000138032,PPM1B,73,-0.0044,62,-0.2718,60,-0.3607,52,-0.5319,101,0.55007,74,0.01040,87,0.25200,76,0.04937
ENSG00000138078,PREPL,192,-1.7555,500,-0.3191,948,0.88434,821,0.45979,790,0.44175,242,-1.4101,360,-0.8172,480,-0.4462
ENSG00000171132,PRKCE,17,-3.4661,151,-0.2559,248,0.65279,209,0.25044,245,0.55764,61,-1.6112,193,0.12140,151,-0.3010
ENSG00000116016,EPAS1,28,-0.9962,253,2.69814,12,-2.4714,6,-3.1658,12,-2.3756,152,1.68722,98,0.91801,40,-0.5823
ENSG00000119729,RHOQ,67,0.04670,123,1.02251,36,-0.9995,57,-0.1927,28,-1.3393,144,1.30355,85,0.42043,67,0.07055
ENSG00000151665,PIGF,34,1.22772,20,0.39099,17,0.08895,12,-0.3522,11,-0.5703,16,0.05692,6,-1.4457,15,-0.1188
ENSG00000119878,CRIPT,129,1.17795,45,-0.5121,44,-0.6397,66,0.08823,79,0.40270,57,-0.1400,46,-0.4593,60,-0.0716
ENSG00000171150,SOCS5,19,-0.7028,16,-0.9868,40,0.51578,49,0.75747,29,-0.0630,20,-0.6157,20,-0.6461,31,0.04945
ENSG00000180398,MCFD2,52,-1.1252,123,0.19281,91,-0.3246,73,-0.5949,134,0.36260,121,0.17427,85,-0.3792,139,0.48044
ENSG00000143933,CALM2,2328,-0.1798,1559,-0.7930,3085,0.31973,2026,-0.3935,2831,0.13765,1701,-0.6608,2418,-0.1212,3008,0.26961
ENSG00000095002,MSH2,41,-0.0201,33,-0.3505,52,0.43947,70,0.84623,48,0.27552,27,-0.6599,6,-2.7085,36,-0.2615
ENSG00000184261,KCNK12,7,-2.2695,24,-0.4776,20,-0.9083,48,0.57100,19,-0.8817,36,0.10744,21,-0.6929,67,1.49026
ENSG00000116062,MSH6,71,1.36332,31,0.01336,33,0.16324,22,-0.4851,31,-0.0005,10,-1.6386,22,-0.4652,27,-0.2502
ENSG00000138081,FBXO11,50,-1.2396,127,0.17495,113,-0.0074,184,0.77267,160,0.61479,61,-0.9300,44,-1.4121,115,0.03729
ENSG00000162869,PPP1R21,81,0.29552,55,-0.3026,78,0.29208,30,-1.1831,91,0.54953,28,-1.3297,42,-0.7086,72,0.14503
ENSG00000179915,NRXN1,77,-2.8819,547,0.04763,618,0.29519,566,0.10302,920,1.00144,464,-0.2078,106,-2.4110,480,-0.1856
ENSG00000115239,ASB3,27,-0.2031,34,0.13988,27,-0.2442,16,-0.9577,50,0.84087,47,0.63464,18,-0.7899,27,-0.2722
ENSG00000068912,ERLEC1,146,-0.1988,89,-0.9381,198,0.34698,268,0.77237,288,1.00227,83,-1.0490,63,-1.4575,111,-0.7129
ENSG00000068878,PSME4,60,1.11192,39,0.43903,31,0.07812,27,-0.1533,39,0.46976,15,-1.0070,43,0.57119,11,-1.7004
ENSG00000170634,ACYP2,155,0.27876,41,-1.7287,142,0.17416,98,-0.4382,65,-1.1088,142,0.13727,232,0.93406,154,0.32951
ENSG00000115306,SPTBN1,609,-0.3453,839,0.15249,571,-0.5174,749,-0.0253,941,0.36887,871,0.21078,871,0.21183,787,0.06287
ENSG00000214595,EML6,14,-0.5912,51,1.42889,21,0.01124,22,0.06790,23,0.10660,14,-0.6696,0,-6.4625,22,0.05344
ENSG00000115310,RTN4,2088,0.14495,1476,-0.3936,2414,0.46302,1154,-0.7684,2846,0.71579,722,-1.4713,928,-1.0963,1817,-0.0877
ENSG00000143947,RPS27A,1924,0.63070,799,-0.7417,765,-0.9251,1271,-0.0290,649,-1.1217,1631,0.36438,2708,1.20186,1636,0.45538
ENSG00000085760,MTIF2,84,0.62371,58,0.03263,62,0.15611,101,0.92250,55,-0.0533,41,-0.4939,33,-0.8245,42,-0.5422
ENSG00000115355,CCDC88A,1705,1.79597,1216,1.19232,335,-0.9734,512,-0.2039,712,0.34368,492,-0.2677,290,-1.0680,317,-1.0683
ENSG00000163001,CFAP36,90,-1.4504,161,-0.5865,284,0.36132,332,0.54782,240,0.03080,181,-0.4013,176,-0.4467,263,0.20877
ENSG00000275052,PPP4R3B,102,0.36654,99,0.30676,61,-0.5235,175,1.24519,81,0.00124,67,-0.2938,45,-0.9077,74,-0.1590
ENSG00000138035,PNPT1,60,1.27618,54,1.10114,21,-0.4570,21,-0.4074,29,0.08255,17,-0.7311,22,-0.3531,20,-0.5358
ENSG00000115380,EFEMP1,38,0.93267,13,-0.6532,5,-2.2205,0,-7.7263,7,-1.6915,163,4.10764,16,-0.4420,4,-2.4841
ENSG00000055813,CCDC85A,3,-3.8861,27,-0.9305,62,0.40634,84,0.80418,46,-0.1681,31,-0.7248,50,0.00118,61,0.35091
ENSG00000115392,FANCL,40,1.12346,34,0.88365,19,-0.0888,1,-4.1810,31,0.80651,11,-0.8041,11,-0.8552,13,-0.6810
ENSG00000119866,BCL11A,28,-1.9747,98,-0.1128,127,0.36576,89,-0.2648,174,0.90368,36,-1.6115,132,0.35621,85,-0.3805
ENSG00000115421,PAPOLG,15,-0.1905,44,1.52192,20,0.34121,16,-0.0910,17,-0.0132,10,-0.8425,3,-2.2389,13,-0.4852
ENSG00000162929,KIAA1841,31,0.15106,60,1.22364,35,0.40494,12,-1.2594,30,0.13314,12,-1.3018,12,-1.2388,24,-0.2502
