Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000196872,KIAA1211L,73,-0.7363,29,-2.0253,53,-1.1145,53,-1.1142,156,1.38741
ENSG00000158411,MITD1,22,-0.0491,51,1.29979,24,0.09995,42,0.94526,16,-0.8997
ENSG00000185414,MRPL30,35,-0.5365,37,-0.3631,44,-0.1103,30,-0.7063,57,0.65501
ENSG00000115514,TXNDC9,14,-1.1388,16,-0.8322,40,0.58375,13,-1.1573,36,0.92077
ENSG00000158417,EIF5B,306,-0.1664,730,1.27089,483,0.58028,569,0.84908,236,-0.9266
ENSG00000135945,REV1,26,-1.0030,81,0.86921,88,0.99352,100,1.21679,38,-0.6106
ENSG00000144218,AFF3,53,-0.0281,58,0.10590,52,-0.0647,81,0.63951,50,-0.2127
ENSG00000170500,LONRF2,150,-0.3731,52,-1.9050,72,-1.4208,168,-0.1400,236,0.92977
ENSG00000115526,CHST10,37,0.13684,10,-1.7675,68,1.09019,11,-1.6666,35,0.07768
ENSG00000115539,PDCL3,26,-0.0415,25,-0.1235,18,-0.5819,4,-2.6447,32,0.59122
ENSG00000170485,NPAS2,68,0.87534,14,-1.7349,34,-0.4025,34,-0.3891,41,-0.2139
ENSG00000071082,RPL31,2055,1.01904,1480,0.25985,960,-0.4135,743,-0.8026,994,-0.6484
ENSG00000163162,RNF149,17,-0.9309,24,-0.2692,53,0.96931,70,1.43381,25,-0.3648
ENSG00000175874,CREG2,304,-1.0207,156,-1.8857,131,-2.1435,278,-1.0251,800,1.70028
ENSG00000071054,MAP4K4,227,0.12681,905,2.54460,201,-0.0861,380,0.93405,85,-2.0824
ENSG00000233639,PANTR1,75,1.07649,36,-0.3458,48,0.11507,50,0.17848,32,-0.9164
ENSG00000198914,POU3F3,171,0.98503,189,0.93308,131,0.34128,140,0.44707,57,-1.4956
ENSG00000135972,MRPS9,24,-0.7701,41,0.10527,47,0.32570,26,-0.5780,44,0.48817
ENSG00000135966,TGFBRAP1,14,-0.9311,24,0.05486,42,0.95137,30,0.41359,24,0.04204
ENSG00000135974,C2orf49,37,-0.3201,85,1.05613,22,-1.0327,72,0.77042,40,-0.2513
ENSG00000115641,FHL2,9,-1.6221,5,-2.1725,32,0.48139,3,-2.7588,34,1.57572
ENSG00000071051,NCK2,53,-0.0183,4,-3.7863,48,-0.1660,38,-0.5498,64,0.62321
ENSG00000115652,UXS1,23,-0.9566,45,0.16959,74,0.97310,34,-0.2618,43,0.21280
ENSG00000135968,GCC2,290,-1.0113,540,0.06902,264,-1.0276,835,0.76608,602,0.52482
ENSG00000169756,LIMS1,41,0.68237,82,1.72721,61,1.21904,23,-0.3335,12,-1.9310
ENSG00000153201,RANBP2,85,-1.0127,121,-0.3527,129,-0.2578,99,-0.6522,196,0.95763
ENSG00000175701,MTLN,117,-0.0868,50,-1.3688,66,-0.9363,62,-1.0303,153,0.78342
ENSG00000153107,ANAPC1,18,-1.0196,3,-3.4743,59,0.91206,23,-0.5724,42,0.83234
ENSG00000144161,ZC3H8,44,-0.4512,46,-0.3180,66,0.22779,68,0.28281,61,0.22221
ENSG00000188177,ZC3H6,106,-0.1083,252,1.32608,109,-0.0424,125,0.16554,93,-0.5169
ENSG00000114999,TTL,107,-0.0439,74,-0.6053,90,-0.2955,83,-0.4211,122,0.36553
ENSG00000125611,CHCHD5,48,1.14949,23,-0.2600,52,1.01949,16,-0.8305,17,-1.1404
ENSG00000144136,SLC20A1,50,-0.3703,21,-1.5568,53,-0.2100,70,0.22523,71,0.53384
ENSG00000115084,SLC35F5,18,-0.6680,49,0.93313,47,0.88803,48,0.90775,22,-0.5991
ENSG00000115091,ACTR3,122,0.04842,103,-0.2308,113,-0.0796,110,-0.1322,123,0.08555
ENSG00000175497,DPP10,59,-0.5614,76,-0.0855,34,-1.3064,65,-0.3331,99,0.75771
ENSG00000088205,DDX18,67,-0.9516,220,1.02708,138,0.26732,94,-0.3201,122,0.16553
ENSG00000125633,CCDC93,23,0.02882,31,0.50539,39,0.89128,30,0.46370,17,-0.6707
ENSG00000125629,INSIG2,24,-0.6818,29,-0.3056,25,-0.5281,17,-1.0523,45,0.90527
ENSG00000144119,C1QL2,46,1.25553,5,-2.3411,20,-0.3079,9,-1.4445,22,-0.3742
ENSG00000155368,DBI,503,1.30583,513,1.02333,367,0.47219,151,-0.9020,143,-1.5635
ENSG00000088179,PTPN4,66,-0.2317,31,-1.3352,46,-0.7260,68,-0.1538,90,0.65099
ENSG00000144118,RALB,160,0.34899,55,-1.3352,126,-0.0842,140,0.07722,133,-0.0033
ENSG00000074054,CLASP1,71,0.01738,40,-0.8513,82,0.23436,63,-0.1804,74,0.15575
ENSG00000155438,NIFK,27,-0.6643,73,0.97213,33,-0.2953,44,0.14904,41,0.07969
ENSG00000211460,TSN,72,0.02162,69,-0.0650,75,0.07605,46,-0.6803,75,0.14072
ENSG00000136717,BIN1,104,-0.3974,298,1.37055,199,0.69288,114,-0.1892,108,-0.5096
ENSG00000163161,ERCC3,17,-1.1430,4,-2.8763,28,-0.2378,41,0.34967,43,1.04969
ENSG00000169967,MAP3K2,40,-0.5270,111,1.17689,75,0.54403,79,0.62253,44,-0.5288
ENSG00000163166,IWS1,54,-0.3318,171,1.60859,65,0.01932,122,1.02705,46,-0.9174
ENSG00000136709,WDR33,30,-0.8236,41,-0.2249,73,0.68285,50,0.08232,52,0.29934
ENSG00000144231,POLR2D,32,0.00909,31,-0.0269,27,-0.2726,27,-0.2623,33,0.14316
ENSG00000136731,UGGT1,28,-0.4860,11,-1.7881,92,1.50994,63,0.86804,32,-0.3598
ENSG00000136720,HS6ST1,114,0.64334,13,-2.6774,87,0.08852,16,-2.3986,87,0.19081
ENSG00000136699,SMPD4,28,-0.1166,11,-1.4658,52,0.86859,59,1.09686,26,-0.3919
ENSG00000152082,MZT2B,548,0.43548,291,-0.6275,242,-0.9054,269,-0.7499,464,0.18658
ENSG00000136710,CCDC115,53,-0.0970,28,-1.0497,52,-0.1023,44,-0.3646,63,0.41954
ENSG00000136718,IMP4,94,0.91084,26,-1.2759,78,0.39578,23,-1.4534,53,-0.3507
ENSG00000072135,PTPN18,26,0.31104,25,0.19095,45,1.11253,44,1.09850,14,-1.1934
ENSG00000136002,ARHGEF4,176,0.65544,51,-1.3636,113,-0.1748,140,0.15954,116,-0.2579
ENSG00000152102,FAM168B,115,-0.4530,53,-1.5502,221,0.63406,114,-0.4049,170,0.47684
ENSG00000115762,PLEKHB2,187,-0.5757,142,-0.9113,203,-0.3719,320,0.33777,304,0.57173
ENSG00000173272,MZT2A,277,0.66043,149,-0.4441,136,-0.5869,151,-0.4211,188,-0.1676
ENSG00000150551,LYPD1,49,1.20569,36,0.40403,34,0.30754,43,0.69058,14,-1.5872
ENSG00000152127,MGAT5,40,-0.2511,14,-1.7992,66,0.56164,54,0.24665,49,0.21840
ENSG00000082258,CCNT2,20,-1.4018,38,-0.2721,109,1.43244,84,0.98851,43,-0.1763
ENSG00000115839,RAB3GAP1,69,-0.6738,96,-0.0721,131,0.41467,86,-0.2424,112,0.37754
ENSG00000048991,R3HDM1,204,-0.2545,78,-1.6473,109,-1.1574,392,0.82508,264,0.41378
ENSG00000144224,UBXN4,161,-0.3997,397,1.10555,245,0.31238,353,0.90763,161,-0.6072
ENSG00000115866,DARS,97,-0.0954,202,1.10209,124,0.29965,90,-0.2014,89,-0.4049
ENSG00000168702,LRP1B,37,-0.4365,43,-0.1503,31,-0.6335,76,0.74678,51,0.21402
ENSG00000121964,GTDC1,108,0.02555,115,0.12234,40,-1.4522,160,0.64980,106,-0.0042
ENSG00000169554,ZEB2,195,-0.6094,1030,2.27946,248,-0.1605,573,1.19549,162,-1.3232
ENSG00000115947,ORC4,44,-0.8227,51,-0.5057,28,-1.3734,27,-1.4418,98,1.27634
ENSG00000204406,MBD5,25,-0.7276,42,0.16549,40,0.08896,67,0.92397,38,0.02754
ENSG00000135999,EPC2,29,-0.7811,39,-0.2517,93,1.13372,64,0.52276,45,-0.0811
ENSG00000168280,KIF5C,973,0.36557,1010,0.35724,361,-1.2215,1107,0.50467,725,-0.3116
ENSG00000168288,MMADHC,35,-0.5219,17,-1.5076,40,-0.2779,20,-1.2731,62,1.00737
ENSG00000080345,RIF1,97,-1.0873,299,0.79669,166,-0.1453,318,0.89871,184,0.03964
ENSG00000162980,ARL5A,103,0.17891,111,0.25847,116,0.32231,101,0.11687,84,-0.3459
ENSG00000182389,CACNB4,118,-0.8446,139,-0.4879,79,-1.3308,328,0.86845,226,0.58676
ENSG00000115145,STAM2,28,-0.1897,45,0.60177,37,0.30032,41,0.44066,28,-0.3101
ENSG00000157827,FMNL2,160,-0.0943,596,2.16246,179,0.09560,284,0.83708,93,-1.4614
ENSG00000196504,PRPF40A,93,-0.4544,251,1.19700,183,0.67107,191,0.73507,94,-0.6819
ENSG00000162989,KCNJ3,90,-0.9128,25,-2.6744,81,-0.9573,192,0.36717,201,1.07967
ENSG00000115159,GPD2,58,0.81424,56,0.56668,65,0.82424,22,-0.8612,27,-0.9756
ENSG00000136541,ERMN,30,-2.4673,1518,6.13603,22,-2.6704,51,-1.4747,13,-4.4028
ENSG00000123612,ACVR1C,11,-1.6224,19,-0.6671,5,-2.5644,20,-0.5233,43,1.71228
ENSG00000144283,PKP4,108,-0.3485,459,2.14551,97,-0.4626,169,0.40618,93,-0.9075
ENSG00000123636,BAZ2B,235,-0.0091,613,1.57992,351,0.63144,608,1.56493,113,-1.7404
ENSG00000136536,MARCH7,38,-0.3411,40,-0.2091,71,0.70929,36,-0.3709,47,0.13041
ENSG00000241399,CD302,48,1.40957,18,-0.4759,104,2.48927,25,0.04848,4,-3.3628
ENSG00000153250,RBMS1,25,-0.3545,9,-1.8729,104,2.04818,61,1.07396,22,-0.9155
ENSG00000136560,TANK,23,-0.5919,65,1.13470,57,0.90301,9,-1.8772,31,-0.0934
ENSG00000115233,PSMD14,90,-0.3117,90,-0.2592,42,-1.3930,66,-0.7298,131,0.74518
ENSG00000136535,TBR1,33,-1.6230,54,-0.7116,13,-2.8012,76,-0.1899,125,1.62835
ENSG00000144290,SLC4A10,54,-1.9426,58,-1.6356,50,-1.8465,250,0.59437,245,1.49720
ENSG00000115271,GCA,29,-0.7387,70,0.73441,52,0.25993,21,-1.0703,49,0.34426
ENSG00000082438,COBLL1,13,-1.7605,48,0.35612,312,4.27423,29,-0.4244,10,-2.7638
ENSG00000153253,SCN3A,71,-0.7871,78,-0.5478,117,0.07784,276,1.49685,109,-0.0680
ENSG00000136531,SCN2A,206,-1.3995,309,-0.6359,216,-1.1762,819,0.90252,587,0.84291
ENSG00000178662,CSRNP3,111,-0.9242,53,-1.8872,116,-0.7374,237,0.37449,242,0.97508
ENSG00000144285,SCN1A,61,-1.7686,30,-2.6354,111,-0.7087,281,0.74785,240,1.24616
ENSG00000198648,STK39,90,-0.5002,186,0.71594,64,-0.9318,69,-0.8309,136,0.47173
ENSG00000172292,CERS6,56,-1.3637,42,-1.6114,67,-0.9285,87,-0.5334,177,1.54264
ENSG00000138399,FASTKD1,21,-0.5330,19,-0.5999,56,1.08306,38,0.45445,28,-0.0859
ENSG00000138398,PPIG,262,-0.5807,685,1.03150,332,-0.1343,737,1.15535,309,-0.4522
ENSG00000154479,CCDC173,94,1.16824,99,0.97870,15,-1.9075,67,0.34560,33,-1.1873
ENSG00000213160,KLHL23,40,-0.4443,42,-0.3090,49,-0.0495,32,-0.7110,60,0.56632
ENSG00000138385,SSB,150,-0.8050,296,0.34626,163,-0.5789,250,0.08078,275,0.50741
ENSG00000138382,METTL5,54,-0.1101,42,-0.4749,34,-0.8146,18,-1.7021,70,0.70713
ENSG00000144357,UBR3,60,-1.1168,118,0.05317,75,-0.6485,91,-0.3482,146,0.91161
ENSG00000128683,GAD1,79,-1.4572,18,-3.4687,59,-1.7234,301,0.76664,258,1.32625
ENSG00000115806,GORASP2,37,-0.3640,21,-1.1706,82,0.95939,10,-2.2649,52,0.47641
ENSG00000198586,TLK1,88,-0.7521,120,-0.1790,132,-0.0250,124,-0.1316,158,0.56939
ENSG00000123600,METTL8,31,0.37412,50,1.08370,26,0.04365,19,-0.4359,20,-0.6125
ENSG00000071967,CYBRD1,60,1.46103,43,0.53912,109,2.15772,8,-1.8995,8,-2.7619
ENSG00000077380,DYNC1I2,203,-0.6588,1001,2.09238,416,0.55355,402,0.50026,198,-1.0293
ENSG00000115840,SLC25A12,47,-1.0239,17,-2.3930,58,-0.5977,66,-0.3953,118,1.31711
ENSG00000144355,DLX1,21,-0.8402,3,-3.3018,7,-2.2817,74,1.23328,43,0.78259
ENSG00000091409,ITGA6,29,-0.6043,42,0.04984,287,3.78824,49,0.30133,9,-2.9972
ENSG00000091428,RAPGEF4,567,1.10259,447,0.46441,162,-1.0972,417,0.35270,230,-0.9815
ENSG00000091436,MAP3K20,15,-1.5710,55,0.56735,297,4.13877,26,-0.5933,10,-2.7109
ENSG00000172845,SP3,31,-0.4932,37,-0.1611,80,1.08079,53,0.41248,38,-0.1920
ENSG00000138430,OLA1,88,-1.0424,57,-1.5518,67,-1.3176,107,-0.6158,226,1.45092
ENSG00000138433,CIR1,110,-0.5350,228,0.67889,176,0.26528,179,0.28691,146,-0.0638
ENSG00000144306,SCRN3,17,-0.6078,11,-1.1750,27,0.13593,12,-1.0415,31,0.84612
ENSG00000163328,GPR155,88,-0.9156,126,-0.2479,113,-0.4253,217,0.60347,173,0.52319
ENSG00000128656,CHN1,1071,-0.5357,572,-1.4048,432,-1.8189,1063,-0.4705,1923,1.12750
ENSG00000115966,ATF2,49,-0.8349,51,-0.6524,64,-0.3273,59,-0.4476,100,0.90381
ENSG00000154518,ATP5MC3,243,-0.7214,144,-1.4130,196,-0.9522,116,-1.7258,509,1.36145
ENSG00000144320,LNPK,44,-0.6163,51,-0.3012,50,-0.3422,55,-0.1968,74,0.62984
ENSG00000128654,MTX2,39,-1.0126,33,-1.1160,55,-0.3767,34,-1.1091,96,1.25701
ENSG00000170144,HNRNPA3,224,-0.5037,274,-0.1228,440,0.62839,258,-0.2184,316,0.20383
ENSG00000116044,NFE2L2,130,0.43223,309,1.82051,200,1.05117,93,-0.1810,52,-1.6667
ENSG00000018510,AGPS,32,-0.0074,50,0.72876,38,0.30236,21,-0.6180,30,-0.1986
ENSG00000079156,OSBPL6,65,-0.4944,44,-1.0118,64,-0.4414,125,0.60438,97,0.45017
ENSG00000180228,PRKRA,42,-0.6128,61,0.04775,55,-0.1164,40,-0.6137,70,0.56812
ENSG00000116095,PLEKHA3,51,-0.5229,55,-0.3552,62,-0.1740,97,0.53968,76,0.29843
ENSG00000187231,SESTD1,47,-0.9000,152,1.04755,85,0.11154,124,0.71267,75,-0.1542
ENSG00000144331,ZNF385B,18,-1.0222,15,-1.1633,24,-0.4665,52,0.74248,40,0.71013
ENSG00000163510,CWC22,40,-0.7712,122,1.10059,70,0.18337,111,0.93044,55,-0.3644
ENSG00000170035,UBE2E3,75,-0.6851,80,-0.4911,92,-0.2744,76,-0.5661,137,0.79309
ENSG00000138434,ITPRID2,63,0.19850,106,1.01558,112,1.10397,58,0.04363,39,-0.9981
ENSG00000115252,PDE1A,33,-1.4341,125,0.79652,38,-1.0648,97,0.38624,90,0.58958
ENSG00000077232,DNAJC10,29,-1.5006,48,-0.6153,158,1.29828,93,0.41993,77,0.25605
ENSG00000061676,NCKAP1,279,-0.3065,170,-1.0102,251,-0.4243,222,-0.6113,401,0.70159
ENSG00000170396,ZNF804A,12,-1.3587,6,-2.2806,4,-2.7071,40,0.57491,39,1.40433
ENSG00000065548,ZC3H15,165,-1.2542,384,0.18058,165,-1.1077,314,-0.1352,441,0.96062
ENSG00000138448,ITGAV,150,0.91537,141,0.61628,178,0.99332,74,-0.4019,57,-1.2850
ENSG00000144369,FAM171B,291,0.43736,253,0.13123,137,-0.8124,137,-0.8143,232,-0.0088
ENSG00000144366,GULP1,16,-0.9514,10,-1.4532,27,0.01997,4,-2.8690,38,1.33942
ENSG00000204262,COL5A2,16,-1.5867,0,-7.5236,34,-0.2905,11,-1.9217,63,1.99906
ENSG00000115368,WDR75,18,-0.9513,26,-0.2886,48,0.63534,52,0.78347,33,0.13591
ENSG00000138381,ASNSD1,25,-0.9682,44,0.00347,18,-1.3490,39,-0.1674,56,0.92654
ENSG00000128699,ORMDL1,37,-0.6614,72,0.45221,94,0.89083,43,-0.3437,54,0.02500
ENSG00000198130,HIBCH,45,0.40748,70,1.07358,30,-0.2902,55,0.65818,26,-0.8913
ENSG00000151689,INPP1,26,-0.8664,71,0.80629,44,0.03530,41,-0.0595,46,0.23610
ENSG00000151690,MFSD6,50,-1.7268,156,0.17882,63,-1.1980,62,-1.2357,197,1.45224
ENSG00000138386,NAB1,24,-0.6729,40,0.23359,92,1.61220,43,0.32599,29,-0.4840
ENSG00000115419,GLS,125,-0.9880,85,-1.4405,92,-1.3136,216,-0.0261,298,1.21802
ENSG00000115415,STAT1,31,-1.1239,75,0.35639,101,0.84688,14,-2.1770,70,0.57125
ENSG00000138378,STAT4,8,-1.7442,1,-4.2199,1,-4.1203,7,-1.6227,36,2.68298
ENSG00000128641,MYO1B,21,-1.1544,10,-2.1390,135,1.97134,47,0.17222,41,-0.0459
ENSG00000168497,CAVIN2,16,-1.2694,45,0.39830,323,4.83392,17,-1.0587,3,-4.5307
ENSG00000144339,TMEFF2,19,-2.0422,134,1.11106,30,-1.2356,40,-0.7801,87,0.99388
ENSG00000196950,SLC39A10,147,-1.2447,122,-1.3754,194,-0.6844,181,-0.7835,428,1.44879
ENSG00000138411,HECW2,37,-0.4047,62,0.42922,29,-0.7455,100,1.23296,44,-0.2038
ENSG00000119041,GTF3C3,11,-1.7195,29,-0.1227,56,0.92470,66,1.19874,32,0.05698
ENSG00000197121,PGAP1,22,-1.0104,21,-0.9387,33,-0.2572,102,1.59468,41,0.13996
ENSG00000115524,SF3B1,96,-0.8132,175,0.21656,294,1.06699,209,0.50409,145,-0.1557
ENSG00000115520,COQ10B,29,-0.7753,16,-1.5543,20,-1.2140,37,-0.2949,61,1.17607
ENSG00000144381,HSPD1,179,-0.5281,230,-0.0686,156,-0.6647,278,0.22972,275,0.45468
ENSG00000115541,HSPE1,243,-0.1049,235,-0.1372,124,-1.1103,105,-1.3617,307,0.62577
ENSG00000115540,MOB4,49,-0.9280,42,-1.0443,63,-0.4215,56,-0.6200,111,1.10433
ENSG00000162944,RFTN2,51,0.95146,106,2.04107,59,1.00729,22,-0.5770,10,-2.3993
ENSG00000115896,PLCL1,27,-0.9407,116,1.49820,10,-2.1850,43,-0.1055,50,0.26937
ENSG00000119042,SATB2,34,-0.9611,21,-1.5187,8,-2.9870,63,0.09903,82,1.33102
ENSG00000178074,C2orf69,66,-0.3672,72,-0.1784,79,-0.0467,101,0.33644,87,0.20109
ENSG00000162972,MAIP1,9,-1.5405,4,-2.6032,23,-0.0147,25,0.13123,31,1.23571
ENSG00000196141,SPATS2L,105,-0.4660,92,-0.6070,174,0.39246,156,0.21902,147,0.25910
ENSG00000082153,BZW1,109,-0.4855,170,0.27621,127,-0.1860,167,0.24689,152,0.20567
ENSG00000013441,CLK1,45,-0.9855,130,0.78486,184,1.37391,256,1.97590,47,-1.3206
ENSG00000196290,NIF3L1,11,-1.3706,18,-0.5205,27,0.12022,8,-1.6587,34,1.22995
ENSG00000155744,FAM126B,65,-0.8637,46,-1.2539,88,-0.2976,205,1.05894,121,0.44289
ENSG00000119013,NDUFB3,141,-0.0505,105,-0.5034,51,-1.5883,31,-2.3104,182,0.84119
ENSG00000003402,CFLAR,44,-0.2630,123,1.44107,246,2.80786,81,0.73630,11,-3.0286
ENSG00000115993,TRAK2,58,-0.4068,122,0.83427,82,0.19221,70,-0.0569,71,-0.0779
ENSG00000155755,TMEM237,23,-0.7704,29,-0.3366,50,0.52979,13,-1.5108,43,0.68799
ENSG00000003393,ALS2,20,-1.0147,4,-2.9844,63,0.89331,41,0.20373,43,0.59948
ENSG00000116030,SUMO1,118,-0.3719,87,-0.7762,54,-1.4765,81,-0.8770,186,0.95173
ENSG00000055044,NOP58,62,-0.7276,132,0.54172,132,0.54036,210,1.32287,79,-0.4663
ENSG00000204217,BMPR2,144,-0.8879,106,-1.2363,273,0.21094,200,-0.2740,299,0.82478
ENSG00000163596,ICA1L,52,-0.3787,65,0.02068,96,0.64519,88,0.49943,61,-0.1422
ENSG00000138442,WDR12,29,-0.3775,17,-1.0989,8,-2.1984,36,0.00531,45,0.86461
ENSG00000138443,ABI2,279,-0.2955,250,-0.4191,224,-0.5888,358,0.13552,371,0.41421
ENSG00000173166,RAPH1,36,-0.8287,28,-1.0861,83,0.56157,43,-0.4734,70,0.68075
ENSG00000114933,INO80D,20,-0.5381,37,0.47567,48,0.89699,67,1.44229,21,-0.7716
ENSG00000023228,NDUFS1,178,-0.5005,148,-0.7155,194,-0.2972,287,0.31270,271,0.48047
ENSG00000114942,EEF1B2,414,0.49887,419,0.42227,327,0.03050,155,-1.1026,289,-0.3030
ENSG00000204186,ZDBF2,34,-0.6033,18,-1.4789,11,-2.1349,51,0.10901,63,1.03443
ENSG00000114948,ADAM23,38,-1.5664,16,-2.6021,19,-2.3482,41,-1.2540,149,2.22014
ENSG00000118246,FASTKD2,27,-0.7458,42,0.00771,63,0.64807,21,-1.0105,48,0.45772
ENSG00000118263,KLF7,25,-0.9825,69,0.72646,42,-0.0583,82,1.00423,43,-0.0508
ENSG00000118260,CREB1,43,-0.0863,73,0.75894,71,0.71728,54,0.28144,37,-0.5491
ENSG00000144401,METTL21A,20,-0.3396,13,-0.8426,14,-0.8089,12,-1.0695,30,0.86750
ENSG00000178385,PLEKHM3,34,-0.6438,13,-1.9023,24,-1.0321,109,1.32953,54,0.39147
ENSG00000188674,C2orf80,60,-0.7089,23,-2.0575,19,-2.3070,22,-2.1169,132,1.68815
ENSG00000115020,PIKFYVE,27,-0.6142,24,-0.7046,60,0.68317,51,0.44432,41,0.17031
ENSG00000078018,MAP2,2535,0.44823,1741,-0.2266,678,-1.6470,2627,0.42006,1934,-0.1251
ENSG00000144406,UNC80,146,-0.3418,130,-0.4676,101,-0.8571,419,1.42218,172,-0.0767
ENSG00000197713,RPE,22,-0.3808,20,-0.4753,22,-0.3099,14,-1.0287,33,0.69593
ENSG00000115365,LANCL1,94,-1.1225,266,0.61405,120,-0.6273,165,-0.1420,216,0.63519
ENSG00000178568,ERBB4,62,-1.0097,73,-0.6402,83,-0.4499,215,1.06277,127,0.44608
ENSG00000144451,SPAG16,63,0.26493,90,0.78112,42,-0.4100,71,0.40679,46,-0.5045
ENSG00000138363,ATIC,36,-0.1357,50,0.38769,34,-0.2096,7,-2.4044,44,0.38959
ENSG00000115414,FN1,29,-1.3458,57,-0.1855,609,4.98787,9,-2.8497,10,-3.5756
ENSG00000079246,XRCC5,69,-1.2927,199,0.48069,140,-0.0731,135,-0.1378,176,0.62606
ENSG00000260804,LINC01963,23,-0.6583,20,-0.7720,19,-0.8729,37,0.14107,42,0.77369
ENSG00000197756,RPL37A,3271,1.01623,3097,0.69933,2081,0.06317,1343,-0.6120,1378,-0.9816
ENSG00000115457,IGFBP2,9,-1.7095,21,-0.3894,42,0.71097,12,-1.2118,35,1.00965
ENSG00000115461,IGFBP5,65,-0.3720,164,1.16120,354,2.61198,14,-2.5552,45,-1.4226
ENSG00000163466,ARPC2,253,-0.0984,186,-0.5507,174,-0.6533,203,-0.4170,306,0.47302
ENSG00000127837,AAMP,58,-0.4108,53,-0.4966,81,0.16804,56,-0.4130,83,0.45708
ENSG00000127838,PNKD,126,-0.0956,93,-0.5574,167,0.36037,62,-1.1606,147,0.33030
ENSG00000144580,CNOT9,27,-0.1625,28,-0.0866,53,0.91359,23,-0.4260,29,-0.0966
ENSG00000171450,CDK5R2,86,-0.3118,13,-2.9930,46,-1.2173,119,0.23858,127,0.80506
ENSG00000144567,RETREG2,95,-0.8621,73,-1.1265,120,-0.3918,107,-0.5629,203,1.05859
ENSG00000158552,ZFAND2B,24,-0.3558,24,-0.3390,40,0.48362,16,-0.8962,33,0.36904
ENSG00000115657,ABCB6,26,0.40982,16,-0.3953,7,-1.5963,11,-0.9413,23,0.28498
ENSG00000198925,ATG9A,53,-0.3329,30,-1.1336,70,0.15331,49,-0.4030,74,0.52659
ENSG00000127824,TUBA4A,120,-1.4650,53,-2.4966,99,-1.5847,132,-1.1639,433,2.01009
ENSG00000135924,DNAJB2,96,0.01260,96,0.01224,96,0.02214,88,-0.1134,95,0.01246
ENSG00000054356,PTPRN,113,-0.7842,41,-2.1880,49,-1.9176,127,-0.5017,248,1.41321
ENSG00000123989,CHPF,51,-0.0361,13,-2.0272,28,-0.9356,33,-0.6742,64,0.74897
ENSG00000124006,OBSL1,57,0.31669,25,-0.9753,96,1.12135,37,-0.3783,42,-0.3748
ENSG00000114923,SLC4A3,38,-0.0599,2,-4.0961,45,0.21352,54,0.51768,42,0.22536
ENSG00000116106,EPHA4,58,-1.5824,15,-3.3978,107,-0.5076,76,-1.0209,222,1.83500
ENSG00000163082,SGPP2,15,-1.0449,8,-1.7140,43,0.71227,8,-1.7381,36,1.02610
ENSG00000116120,FARSB,29,-1.2841,22,-1.5452,21,-1.5865,44,-0.5103,89,1.60608
ENSG00000123983,ACSL3,164,-0.8036,163,-0.7059,209,-0.3273,209,-0.3236,326,0.86524
ENSG00000171951,SCG2,117,-1.5740,51,-2.6106,80,-1.9574,315,0.10067,435,1.70626
ENSG00000085449,WDFY1,20,-0.8654,20,-0.7282,59,0.93633,74,1.31827,31,-0.2158
ENSG00000135900,MRPL44,21,-0.8074,24,-0.4939,26,-0.3937,44,0.41178,40,0.59741
ENSG00000135919,SERPINE2,376,0.74795,100,-1.4455,280,0.12160,68,-2.0104,256,-0.0380
ENSG00000036257,CUL3,58,-0.9895,71,-0.5587,100,-0.0297,68,-0.6201,131,0.92046
ENSG00000135905,DOCK10,24,-0.3097,135,2.76711,25,-0.1850,40,0.53307,14,-1.6773
ENSG00000168958,MFF,89,-0.2640,80,-0.3830,95,-0.1164,71,-0.5736,118,0.45728
ENSG00000173744,AGFG1,50,-0.8036,60,-0.4026,131,0.81748,64,-0.3143,88,0.38164
ENSG00000153820,SPHKAP,16,-1.1230,0,-7.1829,11,-1.4850,20,-0.6312,45,1.76320
ENSG00000153823,PID1,38,-0.1241,16,-1.4467,20,-1.0684,42,0.03746,49,0.59195
ENSG00000187957,DNER,111,-0.6680,258,0.74579,133,-0.2975,187,0.22750,170,0.16178
ENSG00000153827,TRIP12,83,-0.8577,171,0.36965,188,0.52726,132,-0.0335,145,0.23292
ENSG00000163053,SLC16A14,17,-0.9412,16,-0.9285,82,1.70561,49,0.83212,26,-0.3377
ENSG00000135932,CAB39,94,-0.9735,62,-1.4775,99,-0.7763,68,-1.3377,232,1.44135
ENSG00000135916,ITM2C,808,0.76156,346,-0.7204,643,0.23684,273,-1.0782,500,-0.2954
ENSG00000204128,C2orf72,65,0.86047,9,-2.2111,61,0.58720,35,-0.2838,36,-0.4864
ENSG00000173692,PSMD1,119,-0.9415,191,-0.1089,163,-0.3463,230,0.18650,245,0.63932
ENSG00000115053,NCL,408,-0.3965,977,1.05900,389,-0.4134,751,0.62279,466,-0.2579
ENSG00000187514,PTMA,1127,-0.1669,4097,2.04189,2242,0.96408,1384,0.18180,704,-1.3939
ENSG00000156973,PDE6D,33,0.10456,29,-0.1295,66,1.20634,14,-1.1960,28,-0.2861
ENSG00000135930,EIF4E2,48,-0.2084,43,-0.3449,33,-0.7492,53,-0.0375,61,0.42282
