Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000115275,MOGS,19,0.24694,8,-1.2357,22,0.55414,17,0.02981,18,0.15819,11,-0.5684,16,-0.0265
ENSG00000115289,PCGF1,15,-0.2127,16,-0.1090,16,-0.1115,30,0.89370,19,0.20655,14,-0.2591,8,-1.0463
ENSG00000115307,AUP1,66,0.47191,36,-0.5393,48,-0.0614,50,0.01515,46,-0.1059,52,0.10069,68,0.52274
ENSG00000115317,HTRA2,30,-0.0363,29,-0.0625,21,-0.6284,60,1.08816,32,0.10264,29,-0.0607,27,-0.1704
ENSG00000135622,SEMA4F,23,-0.5519,34,0.05799,46,0.72989,38,0.23002,32,-7.8693,19,-0.8254,7,-2.2994
ENSG00000115350,POLE4,63,-0.3527,95,0.31349,54,-0.7003,125,0.72931,87,0.17484,73,-0.1374,80,0.00378
ENSG00000115364,MRPL19,22,-0.9332,26,-0.7054,38,-0.1082,16,-1.3560,51,0.46005,49,0.31597,78,1.05392
ENSG00000176204,LRRTM4,53,0.34869,39,-0.1292,96,1.93036,7,-2.7175,24,-1.0257,8,-2.3820,5,-3.0806
ENSG00000066032,CTNNA2,100,-0.5337,149,0.09090,181,0.49706,153,0.12950,149,0.09892,129,-0.1364,26,-2.5329
ENSG00000162951,LRRTM1,49,1.07455,23,-0.1187,41,1.04302,14,-0.8665,19,-0.5315,8,-1.7120,4,-2.6066
ENSG00000163541,SUCLG1,162,0.22309,87,-0.7973,133,-0.1141,129,-0.1356,185,0.55697,126,-0.1713,144,0.03563
ENSG00000034510,TMSB10,2143,-0.4798,2536,-0.2394,2468,-0.3140,4719,0.77662,4433,0.87738,1746,-0.7921,633,-2.3038
ENSG00000176407,KCMF1,33,-1.1105,81,0.31848,79,0.30069,88,0.42032,73,0.14369,57,-0.2584,16,-2.1059
ENSG00000152291,TGOLN2,230,0.46685,139,-0.3497,186,0.16047,181,0.08455,167,-0.0500,134,-0.3803,174,0.02258
ENSG00000042445,RETSAT,21,0.20773,14,-0.4570,19,0.11515,12,-0.6724,10,-1.0882,34,0.99716,38,1.16647
ENSG00000168906,MAT2A,78,-0.3096,100,0.09348,107,0.22477,85,-0.1806,73,-0.4864,119,0.35637,119,0.36440
ENSG00000115486,GGCX,42,0.41389,22,-0.6541,35,0.14116,41,0.35978,32,-0.0151,30,-0.1350,32,-0.0358
ENSG00000168899,VAMP5,3,-2.7247,21,0.20515,5,-2.0087,10,-0.9549,8,-1.3101,92,2.91606,34,0.98328
ENSG00000168894,RNF181,50,-0.6265,66,-0.2225,78,0.06193,64,-0.2682,79,0.08805,77,0.03779,112,0.62232
ENSG00000168883,USP39,23,0.10030,23,0.14507,21,-0.0839,31,0.56069,16,-0.5469,23,0.11695,25,0.24241
ENSG00000115525,ST3GAL5,67,-0.3377,119,0.63324,109,0.53230,73,-0.2076,60,-0.6023,60,-0.5058,58,-0.5707
ENSG00000068654,POLR1A,14,-0.1026,12,-0.4300,17,0.13386,23,0.63422,14,-0.2241,16,0.08796,17,0.14104
ENSG00000132300,PTCD3,74,0.20887,74,0.22227,55,-0.3215,62,-0.0679,52,-0.4265,85,0.43373,92,0.54752
ENSG00000132305,IMMT,140,0.50272,77,-0.4765,89,-0.2676,87,-0.2480,148,0.75738,92,-0.1600,45,-1.2577
ENSG00000132313,MRPL35,52,-0.5206,64,-0.2080,78,0.13403,77,0.09344,100,0.64265,50,-0.5638,31,-1.2681
ENSG00000068615,REEP1,80,-0.3388,94,-0.0867,109,0.18425,148,0.63749,132,0.58379,35,-1.5602,15,-2.8100
ENSG00000115548,KDM3A,38,-0.0019,35,-0.1301,44,0.29439,28,-0.4726,31,-0.4109,69,0.95083,28,-0.4927
ENSG00000115561,CHMP3,203,0.07258,246,0.41927,221,0.25539,141,-0.4980,169,-0.2639,204,0.07751,121,-0.7345
ENSG00000239305,RNF103,30,-0.5747,31,-0.5680,53,0.40481,51,0.26504,41,-0.1120,34,-0.3486,61,0.53757
ENSG00000153561,RMND5A,73,0.01642,79,0.15662,74,0.04653,95,0.43049,52,-0.5848,55,-0.4234,107,0.62470
ENSG00000183281,PLGLB1,10,-0.3959,10,-0.4802,21,0.88541,15,0.16640,14,0.04267,5,-1.2909,7,-0.9515
ENSG00000172086,KRCC1,41,0.67444,26,-0.0319,14,-1.1556,12,-1.2385,15,-1.0723,34,0.34347,99,2.25207
ENSG00000172005,MAL,93,-0.2819,21,-2.6257,10,-3.7434,17,-2.7802,22,-2.6378,204,0.97396,889,4.41223
ENSG00000144029,MRPS5,99,0.19810,67,-0.4556,87,-0.0196,59,-0.6127,103,0.32553,103,0.24895,87,-0.0140
ENSG00000115041,KCNIP3,47,0.43732,39,0.15243,24,-0.7268,55,0.68196,50,0.67728,19,-0.9829,9,-2.0196
ENSG00000115042,FAHD2A,33,0.28328,26,-0.1136,27,-0.0729,22,-0.3702,28,0.02124,29,0.08444,32,0.24646
ENSG00000232931,LINC00342,30,0.55672,24,0.25281,13,-0.7911,23,0.12952,14,-0.7594,35,0.80911,34,0.78872
ENSG00000174501,ANKRD36C,102,0.90376,40,-0.6325,24,-1.5213,40,-0.5921,49,-0.3349,147,1.53475,114,1.08794
ENSG00000158050,DUSP2,24,0.39251,18,-0.0478,19,0.06201,24,0.43638,25,0.66185,4,-2.3000,0,-8.9347
ENSG00000084090,STARD7,111,-0.6193,190,0.23201,181,0.16547,144,-0.2214,158,-0.0953,172,0.05347,170,0.03936
ENSG00000135956,TMEM127,30,-1.0805,63,0.04834,91,0.82906,64,0.07409,57,-0.1367,38,-0.7279,31,-1.0005
ENSG00000144021,CIAO1,122,0.06375,98,-0.3014,147,0.45561,103,-0.1986,121,0.06011,98,-0.2755,82,-0.5428
ENSG00000144028,SNRNP200,91,0.27219,59,-0.4258,81,0.10763,76,-0.0022,76,-0.0201,107,0.53872,55,-0.5108
ENSG00000114982,KANSL3,18,-0.6299,38,0.57461,29,0.12105,22,-0.3577,30,0.15595,19,-0.5840,18,-0.6511
ENSG00000213337,ANKRD39,31,-0.2679,35,-0.0591,39,0.11016,63,0.86784,40,0.17426,15,-1.3313,23,-0.6806
ENSG00000168758,SEMA4C,11,-0.7486,15,-0.3123,16,-0.2421,18,-0.0329,14,-0.4706,25,0.51673,44,1.45474
ENSG00000144199,FAHD2B,26,-0.2382,31,0.04715,27,-0.1883,26,-0.1995,28,-0.1541,31,0.06583,51,0.84184
ENSG00000135976,ANKRD36,43,0.17488,34,-0.1964,18,-1.3107,26,-0.5576,41,0.14385,85,1.31032,59,0.69859
ENSG00000196912,ANKRD36B,23,0.33429,21,0.26171,12,-0.7885,14,-0.4355,14,-0.5177,33,0.94986,31,0.84994
ENSG00000135940,COX5B,588,-0.9334,1206,0.19520,975,-0.1901,1611,0.64537,1350,0.45053,804,-0.4564,550,-1.0324
ENSG00000115073,ACTR1B,139,0.18997,127,0.05664,153,0.44376,159,0.41261,122,-0.0115,59,-1.1155,37,-1.8148
ENSG00000075568,TMEM131,101,1.09709,33,-0.7577,51,-0.0175,50,-0.0552,49,-0.0833,57,0.16635,44,-0.2431
ENSG00000040933,INPP4A,107,0.14062,115,0.28438,125,0.50062,131,0.47629,86,-0.2348,43,-1.2466,26,-1.9709
ENSG00000183513,COA5,45,-0.8459,93,0.29040,71,-0.1804,86,0.15261,83,0.11799,76,-0.0566,85,0.12577
ENSG00000115446,UNC50,42,-0.1848,33,-0.6387,62,0.51608,25,-0.9567,51,0.11555,47,-0.0131,56,0.23418
ENSG00000071073,MGAT4A,32,0.14284,29,-0.0065,39,0.59195,32,0.13973,24,-0.3164,16,-0.8746,20,-0.5386
ENSG00000196872,KIAA1211L,202,0.52479,106,-0.5338,240,1.07538,97,-0.6288,151,0.06818,44,-1.8055,18,-3.0960
ENSG00000158411,MITD1,26,0.12241,22,-0.1463,21,-0.2493,13,-0.9540,20,-0.3886,36,0.62533,49,1.14248
ENSG00000185414,MRPL30,40,-0.0184,36,-0.1802,38,-0.0911,63,0.72497,36,-0.2123,48,0.26819,37,-0.1335
ENSG00000115514,TXNDC9,34,0.08214,27,-0.2681,38,0.36411,33,0.04267,37,0.27500,5,-2.5373,31,-0.0423
ENSG00000158417,EIF5B,247,0.35338,172,-0.2399,139,-0.6383,76,-1.4463,180,-0.1793,375,1.04333,374,1.03732
ENSG00000135945,REV1,22,-0.3658,24,-0.2818,28,-0.0308,20,-0.5017,27,-0.1100,40,0.53448,46,0.76945
ENSG00000144218,AFF3,116,1.04977,62,0.03437,57,-0.1155,56,-0.1398,67,0.17742,51,-0.2649,11,-2.4819
ENSG00000170500,LONRF2,236,0.54655,160,-0.0862,236,0.70438,183,0.13773,154,-0.1677,72,-1.2812,33,-2.4409
ENSG00000115526,CHST10,25,-0.3734,25,-0.3891,36,0.22606,49,0.68582,33,0.08993,26,-0.2925,24,-0.4381
ENSG00000115539,PDCL3,12,-1.3459,25,-0.2291,22,-0.4889,48,0.79991,34,0.31194,22,-0.4620,48,0.79871
ENSG00000170485,NPAS2,50,0.47874,41,0.19221,48,0.52331,48,0.42594,30,-0.3908,24,-0.6449,4,-3.0073
ENSG00000071082,RPL31,643,-1.1118,2177,0.91098,1253,-0.1106,1279,-0.0582,1136,-0.2924,1385,0.06708,1103,-0.2889
ENSG00000163162,RNF149,45,1.11928,18,-0.3540,31,0.68582,23,0.05480,15,-0.6830,14,-0.6751,10,-1.1767
ENSG00000175874,CREG2,701,0.55401,383,-0.4373,816,1.06761,269,-0.9401,524,0.10512,144,-1.8663,52,-3.3580
ENSG00000071054,MAP4K4,106,-0.5606,100,-0.6929,62,-1.5531,91,-0.7903,84,-1.0558,324,1.24929,665,2.65441
ENSG00000233639,PANTR1,14,-1.4882,59,0.84526,45,0.37591,22,-0.7764,23,-0.8360,40,0.13522,46,0.34961
ENSG00000198914,POU3F3,30,-0.9041,58,0.10406,43,-0.4366,40,-0.4648,33,-0.9207,122,1.31149,121,1.30595
ENSG00000135972,MRPS9,68,0.91062,27,-0.5936,33,-0.2970,27,-0.5580,52,0.61671,18,-1.1628,41,0.08963
ENSG00000135966,TGFBRAP1,23,0.17571,24,0.22841,20,-0.0237,23,0.14582,20,-0.0855,22,0.07972,13,-0.7280
ENSG00000135974,C2orf49,55,0.38769,42,-0.0624,33,-0.4961,26,-0.7916,43,-0.0363,63,0.60083,66,0.65804
ENSG00000115641,FHL2,59,0.32839,36,-0.4930,63,0.53302,51,0.09226,61,0.47100,23,-1.1290,2,-4.7055
ENSG00000071051,NCK2,40,-0.4560,53,-0.0502,66,0.39727,103,1.03639,60,0.18474,14,-2.0635,11,-2.3367
ENSG00000115652,UXS1,66,1.20335,25,-0.3769,23,-0.5407,22,-0.5437,40,0.48151,32,0.05372,17,-0.9647
ENSG00000144057,ST6GAL2,32,0.67271,15,-0.5886,15,-0.6019,25,0.27236,27,0.45525,36,0.85578,5,-2.0086
ENSG00000135968,GCC2,707,1.04158,210,-0.9460,237,-0.8185,248,-0.6327,610,1.04855,325,-0.2185,239,-0.6882
ENSG00000169756,LIMS1,4,-2.1502,8,-1.3566,8,-1.4544,4,-2.0116,18,-0.0214,78,2.57318,40,1.25900
ENSG00000153201,RANBP2,193,0.32827,131,-0.3093,171,0.16851,92,-0.8258,202,0.50798,119,-0.4357,99,-0.7084
ENSG00000186522,SEPTIN10,21,0.74528,2,-2.7384,0,-8.3776,6,-1.2424,2,-3.0679,46,2.13388,78,3.32792
ENSG00000175701,MTLN,50,-1.1672,112,0.07052,129,0.35740,197,0.97791,114,0.11472,42,-1.4388,50,-1.1725
ENSG00000175772,LINC01106,12,-0.7387,18,-0.1447,38,1.47310,28,0.56442,13,-0.6560,3,-2.4815,1,-4.0693
ENSG00000153107,ANAPC1,49,0.50572,29,-0.3556,40,0.26157,51,0.56984,37,0.07566,18,-0.9890,18,-1.0398
ENSG00000153214,TMEM87B,12,-0.1948,11,-0.3450,21,0.83493,14,0.02918,13,-0.0973,5,-1.5319,11,-0.3972
ENSG00000144152,FBLN7,1,-4.2412,16,-0.2886,51,2.61698,15,-0.3245,8,-1.4503,0,-7.9884,1,-3.8691
ENSG00000144161,ZC3H8,59,0.58855,37,-0.1844,53,0.53210,35,-0.2265,33,-0.4037,43,0.08905,21,-1.0056
ENSG00000188177,ZC3H6,95,0.20725,77,-0.1341,46,-1.0591,53,-0.6920,82,-0.0243,139,0.82751,174,1.21163
ENSG00000114999,TTL,135,0.67076,84,-0.1001,105,0.33240,81,-0.1418,73,-0.3734,72,-0.3138,76,-0.2333
ENSG00000125611,CHCHD5,9,-1.5882,34,0.36145,21,-0.5087,20,-0.5206,21,-0.4835,58,1.22055,50,0.95123
ENSG00000144136,SLC20A1,27,-1.1480,58,-0.0027,60,0.07369,97,0.83053,70,0.36406,33,-0.8544,33,-0.8747
ENSG00000136682,CBWD2,24,0.42958,19,0.09110,19,0.12340,30,0.80675,16,-0.2351,15,-0.3075,4,-1.9767
ENSG00000144134,RABL2A,16,0.21706,14,0.04900,14,0.06191,13,-0.1386,16,0.30746,9,-0.6258,8,-0.7613
ENSG00000115084,SLC35F5,42,1.00359,23,0.02798,17,-0.5192,20,-0.1614,18,-0.3634,27,0.27779,29,0.40647
ENSG00000115091,ACTR3,124,0.05783,108,-0.1722,115,-0.0711,125,0.07808,143,0.35722,94,-0.3635,99,-0.2910
ENSG00000175497,DPP10,163,0.76278,92,-0.1765,135,0.57177,64,-0.7017,87,-0.2851,111,0.13927,31,-1.7701
ENSG00000235026,DPP10-AS1,11,-1.3015,33,0.39066,48,1.26120,16,-0.8127,22,-0.3444,15,-0.8733,2,-3.4686
ENSG00000088205,DDX18,164,0.87280,64,-0.6595,84,-0.2277,31,-1.7083,98,0.05926,96,0.01435,177,1.00582
ENSG00000125633,CCDC93,15,-0.1689,14,-0.2685,15,-0.2133,33,1.10235,12,-0.6244,31,1.01474,12,-0.4299
ENSG00000125629,INSIG2,44,-0.1334,33,-0.6029,60,0.43191,77,0.75393,55,0.26130,21,-1.2221,23,-1.0880
ENSG00000155368,DBI,126,-1.1468,347,0.47301,145,-1.0822,146,-0.9213,171,-0.7958,789,1.85094,490,0.99536
ENSG00000144120,TMEM177,13,0.00292,18,0.54828,16,0.41124,16,0.27401,10,-0.4825,8,-0.7509,6,-1.1186
ENSG00000088179,PTPN4,62,-0.5094,76,-0.2148,113,0.55316,99,0.21715,96,0.22337,67,-0.3904,24,-1.8893
ENSG00000115109,EPB41L5,7,-1.0148,19,0.55373,13,-0.1100,6,-1.1575,11,-0.4277,33,1.42707,10,-0.5143
ENSG00000226479,TMEM185B,18,0.30013,8,-1.0145,13,-0.2248,12,-0.2319,9,-0.7828,40,1.67320,23,0.69664
ENSG00000144118,RALB,28,-1.6210,126,0.76746,77,-0.1157,146,0.92784,76,-0.1622,67,-0.3254,37,-1.2245
ENSG00000074054,CLASP1,72,0.21085,59,-0.1089,91,0.77157,88,0.53634,48,-0.5041,38,-0.7894,22,-1.6092
ENSG00000155438,NIFK,77,0.99940,34,-0.3212,36,-0.2372,26,-0.6940,37,-0.1845,49,0.26736,54,0.43067
ENSG00000211460,TSN,71,0.00640,66,-0.1164,80,0.23278,44,-0.7211,72,0.02721,64,-0.1591,84,0.25738
ENSG00000136717,BIN1,134,-0.1545,85,-0.9060,104,-0.6406,166,0.18731,106,-0.5999,146,-0.0218,525,2.20701
ENSG00000163161,ERCC3,37,0.03288,28,-0.4154,44,0.40214,42,0.24957,35,-0.0265,28,-0.3975,30,-0.2710
ENSG00000169967,MAP3K2,57,0.63173,37,-0.0299,31,-0.3555,18,-1.1032,23,-0.8888,92,1.46449,51,0.47743
ENSG00000163166,IWS1,106,0.84393,40,-0.7495,40,-0.8137,30,-1.1207,56,-0.2127,93,0.63007,156,1.52311
ENSG00000136709,WDR33,48,0.03945,40,-0.2772,51,0.13829,53,0.16954,46,-0.0427,46,-0.0316,49,0.04192
ENSG00000144231,POLR2D,30,0.09527,26,-0.1493,30,0.13740,25,-0.1697,20,-0.5720,35,0.35092,44,0.69884
ENSG00000144233,AMMECR1L,20,0.61927,11,-0.3183,11,-0.3793,9,-0.5469,17,0.45428,14,0.10436,12,-0.1834
ENSG00000136715,SAP130,22,0.02539,18,-0.3279,24,0.23475,23,0.07361,25,0.29769,21,-0.0174,9,-1.2929
ENSG00000136731,UGGT1,24,-0.3475,30,0.01503,31,0.06730,36,0.28188,25,-0.3505,35,0.24171,37,0.32936
ENSG00000136720,HS6ST1,31,-1.4513,91,0.18027,183,1.91739,71,-0.2255,33,-1.5393,27,-1.6676,22,-1.9570
ENSG00000136699,SMPD4,30,-0.5101,40,-0.0999,49,0.28881,41,-0.0379,35,-0.3489,48,0.19848,56,0.44479
ENSG00000152082,MZT2B,309,-0.5756,588,0.48527,426,-0.0956,587,0.43199,440,-0.0323,390,-0.2150,313,-0.5542
ENSG00000136710,CCDC115,37,-0.5258,47,-0.1828,48,-0.1300,88,0.84087,62,0.35371,32,-0.7294,41,-0.3491
ENSG00000136718,IMP4,43,-0.2219,58,0.24939,50,-0.0167,75,0.63756,44,-0.2564,44,-0.2010,44,-0.2194
ENSG00000072135,PTPN18,16,-0.0245,20,0.41713,15,-0.1288,15,-0.1036,11,-0.5842,26,0.74680,16,-0.0388
ENSG00000178171,AMER3,23,0.89531,10,-0.3457,21,0.98762,18,0.51816,8,-0.7409,3,-2.1050,3,-2.2100
ENSG00000136002,ARHGEF4,135,-0.0540,159,0.22578,126,-0.1967,183,0.42993,134,-0.0873,178,0.38124,85,-0.7639
ENSG00000152102,FAM168B,159,-0.0986,145,-0.2623,203,0.36748,192,0.20098,180,0.12708,131,-0.3969,105,-0.7276
ENSG00000115762,PLEKHB2,226,-0.3274,257,-0.1420,279,0.00137,534,1.06306,301,0.14671,158,-0.8759,175,-0.7153
ENSG00000173272,MZT2A,115,-0.7643,234,0.38300,178,-0.1152,226,0.28851,207,0.17835,173,-0.1327,128,-0.5991
ENSG00000287151,C2orf27A,17,0.37341,14,0.10967,17,0.45257,14,0.07919,13,-0.0694,9,-0.5418,2,-2.4461
ENSG00000150551,LYPD1,30,0.71883,22,0.26466,9,-1.1778,15,-0.3150,15,-0.3700,53,1.73277,9,-1.0332
ENSG00000152127,MGAT5,21,-1.5371,62,0.09116,66,0.22927,58,-0.0155,62,0.12482,35,-0.7674,80,0.49048
ENSG00000152128,TMEM163,22,-0.5665,20,-0.7785,44,0.67377,41,0.41676,43,0.58975,13,-1.3170,5,-2.7758
ENSG00000082258,CCNT2,51,0.42297,31,-0.4132,49,0.42765,47,0.30246,35,-0.2124,22,-0.8900,38,-0.0593
ENSG00000115839,RAB3GAP1,133,0.46018,96,-0.0636,105,0.09206,98,-0.0239,111,0.20447,77,-0.4057,50,-1.0428
ENSG00000048991,R3HDM1,226,0.28841,212,0.20469,289,0.89805,162,-0.2326,168,-0.2190,45,-2.1412,33,-2.5813
ENSG00000144224,UBXN4,262,0.82949,122,-0.4162,99,-0.8306,73,-1.1628,153,-0.0512,236,0.65763,311,1.11894
ENSG00000076003,MCM6,37,1.13818,18,-0.0197,17,-0.0605,19,0.09143,15,-0.3074,20,0.19396,7,-1.4790
ENSG00000115866,DARS,77,0.06327,66,-0.1981,54,-0.5751,57,-0.3961,62,-0.3286,197,1.63851,77,0.06783
ENSG00000150540,HNMT,24,0.29782,15,-0.4784,21,0.07997,15,-0.4701,16,-0.4351,36,0.92957,26,0.39007
ENSG00000144228,SPOPL,12,-1.0380,17,-0.4610,22,-0.1208,25,0.10491,24,0.07352,32,0.52476,37,0.73872
ENSG00000168702,LRP1B,160,2.05724,27,-0.9551,20,-1.4726,30,-0.7436,62,0.49749,77,0.75259,11,-2.1226
ENSG00000121964,GTDC1,64,-0.1032,74,0.12731,68,-0.0233,105,0.68177,61,-0.2071,55,-0.3346,63,-0.1210
ENSG00000169554,ZEB2,302,0.43616,196,-0.2665,97,-1.4900,136,-0.8092,148,-0.7906,371,0.77194,819,2.21341
ENSG00000121989,ACVR2A,50,1.64917,11,-0.8985,20,0.11102,40,1.25671,13,-0.6325,6,-1.6444,7,-1.4202
ENSG00000115947,ORC4,83,0.01966,91,0.16644,105,0.48121,98,0.26536,80,-0.0642,30,-1.5119,43,-0.9952
ENSG00000204406,MBD5,18,-0.6756,25,-0.2578,31,0.14983,43,0.61734,27,-0.1105,41,0.53860,20,-0.5638
ENSG00000135999,EPC2,46,0.52372,28,-0.2900,36,0.17877,33,-0.0110,31,-0.0957,37,0.17408,22,-0.6066
ENSG00000168280,KIF5C,569,-0.1184,703,0.23833,656,0.13194,547,-0.1779,584,-0.0937,560,-0.1427,558,-0.1481
ENSG00000168288,MMADHC,52,-0.3895,46,-0.6194,90,0.61239,57,-0.2457,93,0.69332,18,-1.9525,30,-1.2042
ENSG00000080345,RIF1,370,1.50566,93,-0.8016,126,-0.3237,64,-1.2915,129,-0.2864,154,0.03764,263,0.90855
ENSG00000162980,ARL5A,54,-0.0370,66,0.32145,65,0.34697,31,-0.8484,39,-0.6315,76,0.51083,53,-0.0424
ENSG00000182389,CACNB4,206,0.63067,155,0.18876,148,0.12084,160,0.22239,148,0.13264,81,-0.8311,21,-2.8091
ENSG00000115145,STAM2,45,0.63658,34,0.20160,26,-0.2351,18,-0.7364,28,-0.1231,30,0.02276,35,0.25464
ENSG00000157827,FMNL2,241,0.56145,75,-1.3245,78,-1.3568,87,-1.0238,103,-0.8887,385,1.35997,627,2.29188
ENSG00000196504,PRPF40A,168,1.04642,53,-0.8349,45,-1.1739,53,-0.7917,75,-0.3072,192,1.27701,181,1.16909
ENSG00000144278,GALNT13,6,-1.1273,12,-0.2574,22,0.94325,5,-1.4163,6,-1.2807,9,-0.6476,37,1.61399
ENSG00000162989,KCNJ3,179,0.30472,139,-0.1034,211,0.73373,158,0.10465,149,0.01781,60,-1.3594,17,-3.1860
ENSG00000153234,NR4A2,115,2.35381,10,-1.7082,1,-4.9342,2,-3.8888,64,1.76270,23,-0.3932,4,-2.8239
ENSG00000115159,GPD2,58,0.81876,34,-0.0400,16,-1.3081,29,-0.2949,33,-0.1139,94,1.66253,22,-0.7181
ENSG00000136541,ERMN,401,0.35943,14,-4.6902,3,-6.9270,29,-3.5486,51,-2.9969,300,-0.1007,2919,5.11601
ENSG00000123612,ACVR1C,0,-7.8018,18,0.28830,29,1.39993,13,-0.2231,12,-0.4619,6,-1.2618,6,-1.4742
ENSG00000144283,PKP4,102,-0.2216,119,0.00656,61,-1.1719,86,-0.4861,79,-0.7187,195,0.80671,376,1.98716
ENSG00000196151,WDSUB1,33,0.84621,9,-1.2594,18,-0.1371,24,0.32560,25,0.48255,15,-0.3840,15,-0.3948
ENSG00000123636,BAZ2B,93,-0.4892,173,0.55302,55,-1.4421,60,-1.1455,75,-0.9546,327,1.58064,311,1.48670
ENSG00000136536,MARCH7,52,0.12108,33,-0.6419,59,0.39441,44,-0.1529,40,-0.3484,66,0.50721,55,0.19513
ENSG00000153250,RBMS1,17,0.07924,24,0.65561,13,-0.3341,15,-0.1157,15,-0.1847,24,0.59781,7,-1.1806
ENSG00000136560,TANK,62,0.99296,31,-0.1431,26,-0.4843,22,-0.6308,31,-0.1652,49,0.59537,38,0.21858
ENSG00000115233,PSMD14,187,0.57905,110,-0.2831,135,0.06501,119,-0.1399,140,0.13535,114,-0.2063,99,-0.4235
ENSG00000136535,TBR1,318,1.53623,94,-0.4949,93,-0.5666,173,0.49500,157,0.43012,71,-0.8799,19,-2.8115
ENSG00000144290,SLC4A10,416,1.06236,144,-0.6870,305,0.69982,107,-1.0768,265,0.39549,65,-1.8163,19,-3.6083
ENSG00000115271,GCA,39,-0.3344,22,-1.2653,50,0.08160,43,-0.1573,50,0.06020,48,-0.0062,104,1.26110
ENSG00000182263,FIGN,18,0.26450,9,-0.7594,12,-0.3790,18,0.23128,20,0.53705,9,-0.7591,22,0.56403
ENSG00000115290,GRB14,0,-7.9740,6,-1.4273,44,2.72986,8,-0.9608,11,-0.6331,0,-8.0114,3,-2.1594
ENSG00000153253,SCN3A,231,1.95271,51,-0.6095,78,0.11935,53,-0.5101,71,-0.0586,32,-1.2842,17,-2.1907
ENSG00000136531,SCN2A,1099,1.67215,247,-0.8287,542,0.57927,281,-0.5749,408,0.00455,127,-1.7697,37,-3.5654
ENSG00000178662,CSRNP3,260,0.85153,162,0.10002,172,0.22776,149,-0.0501,169,0.18822,63,-1.3426,20,-3.0002
ENSG00000123607,TTC21B,14,-0.9100,22,-0.2161,24,-0.0755,37,0.58510,31,0.37163,23,-0.1848,22,-0.2443
ENSG00000144285,SCN1A,67,-0.9002,102,-0.2993,160,0.56834,153,0.36727,174,0.74496,15,-3.1258,13,-3.2773
ENSG00000172318,B3GALT1,25,0.45257,25,0.49436,25,0.61056,22,0.21835,13,-0.6204,11,-0.7580,1,-3.6051
ENSG00000198648,STK39,145,-0.0912,132,-0.2645,115,-0.5337,162,0.08682,178,0.29129,132,-0.2366,262,0.86534
ENSG00000172292,CERS6,99,-0.2680,103,-0.2389,162,0.64685,123,0.06762,145,0.41230,49,-1.3251,18,-2.8247
ENSG00000081479,LRP2,14,0.10283,0,-8.3810,0,-8.4162,0,-8.6706,0,-5.3323,7,-1.0142,143,6.05433
ENSG00000138399,FASTKD1,10,-0.8262,26,0.62794,15,-0.3150,28,0.68920,17,-0.0874,20,0.13816,10,-0.9081
ENSG00000138398,PPIG,293,0.64393,114,-0.8930,160,-0.3857,112,-0.8666,239,0.39155,256,0.42210,271,0.51286
ENSG00000154479,CCDC173,7,-2.6276,101,1.70456,33,-0.4722,16,-1.4600,33,-0.4661,46,0.12329,41,-0.0509
ENSG00000213160,KLHL23,71,0.83969,32,-0.4692,56,0.55868,17,-1.3846,32,-0.5146,77,0.97191,15,-1.5366
ENSG00000138385,SSB,353,0.62877,163,-0.6365,213,-0.2129,148,-0.7337,324,0.62172,215,-0.1594,210,-0.2008
ENSG00000138382,METTL5,50,-0.5609,70,-0.0500,81,0.21197,81,0.18306,78,0.15028,63,-0.2166,57,-0.3785
ENSG00000144357,UBR3,183,0.62507,87,-0.5876,142,0.27138,108,-0.2119,138,0.21518,96,-0.3918,83,-0.6127
ENSG00000128683,GAD1,27,-2.7867,269,0.76694,142,-0.4002,157,-0.1795,317,1.28752,11,-4.0419,6,-4.9147
ENSG00000115806,GORASP2,53,-0.0811,48,-0.2795,65,0.29357,52,-0.1299,60,0.14285,32,-0.8371,64,0.21089
ENSG00000198586,TLK1,154,0.47429,113,-0.0116,118,0.06030,86,-0.4343,140,0.40268,64,-0.8932,67,-0.8245
ENSG00000123600,METTL8,22,0.36346,27,0.80887,10,-0.9264,3,-2.2833,15,-0.1939,26,0.62799,25,0.57743
ENSG00000071967,CYBRD1,11,-0.9869,7,-1.6023,4,-2.6163,1,-3.5884,9,-1.4950,132,3.52490,56,1.61824
ENSG00000077380,DYNC1I2,533,0.84788,153,-1.1875,154,-1.2587,129,-1.3614,241,-0.4993,370,0.24851,1267,2.46333
ENSG00000115840,SLC25A12,96,0.06991,93,0.02340,97,0.10102,94,0.04785,124,0.62329,33,-1.5546,28,-1.8016
ENSG00000128708,HAT1,17,-0.1326,11,-0.8456,11,-0.8903,5,-1.9180,14,-0.5020,56,1.91455,44,1.47389
ENSG00000144355,DLX1,9,-0.8955,35,1.49899,14,-0.1599,20,0.40818,13,-0.3014,6,-1.4134,1,-3.3343
ENSG00000091409,ITGA6,14,-0.5644,18,-0.3002,1,-3.8492,15,-0.4982,12,-1.0166,122,3.31348,26,0.33863
