Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000155506,LARP1,137,-0.5656,103,-0.9963,184,-0.1099,292,0.65824,238,0.36095,234,0.28566,211,0.12006,137,-0.5603
ENSG00000170271,FAXDC2,74,1.71268,44,0.78182,25,-0.1237,18,-0.6545,23,-0.2995,14,-0.9863,19,-0.5413,7,-1.9899
ENSG00000155508,CNOT8,25,-0.4986,20,-0.8258,29,-0.2611,46,0.49464,29,-0.2535,37,0.14368,37,0.11182,58,0.88511
ENSG00000082516,GEMIN5,15,0.09447,20,0.56426,12,-0.2848,4,-1.7201,8,-0.8836,18,0.44412,23,0.83211,19,0.47981
ENSG00000082515,MRPL22,25,-0.4371,29,-0.1620,35,0.13166,36,0.13399,28,-0.2574,31,-0.0856,28,-0.2325,51,0.73416
ENSG00000170624,SGCD,30,1.22804,12,-0.2513,8,-0.9584,4,-1.9245,6,-1.3043,14,0.02345,35,1.49481,19,0.47549
ENSG00000155868,MED7,13,0.13745,5,-1.3849,12,-0.0811,9,-0.4186,11,-0.2173,21,0.90281,11,-0.1571,17,0.58412
ENSG00000055163,CYFIP2,161,-0.9767,235,-0.3949,257,-0.2788,388,0.41336,301,-0.0003,407,0.48940,343,0.20929,362,0.29752
ENSG00000155858,LSM11,6,-2.0403,10,-1.1981,33,0.70218,35,0.73862,28,0.42466,22,-0.0506,7,-1.7365,23,0.02495
ENSG00000113282,CLINT1,41,-0.2261,54,0.20270,35,-0.5445,25,-0.9941,57,0.34716,60,0.36949,59,0.35016,52,0.15135
ENSG00000145860,RNF145,93,0.29327,46,-0.7995,43,-1.0066,49,-0.7019,81,0.07185,109,0.55574,124,0.77184,107,0.52218
ENSG00000164332,UBLCP1,33,-1.1856,44,-0.7553,41,-0.9215,95,0.46400,92,0.48099,113,0.76101,78,0.14223,83,0.23745
ENSG00000170214,ADRA1B,7,-0.6048,2,-2.4314,8,-0.4840,10,-0.1233,16,0.69571,11,0.06526,14,0.43914,16,0.60121
ENSG00000113312,TTC1,139,-0.0804,137,-0.1048,122,-0.3237,176,0.30126,168,0.24882,167,0.20924,97,-0.6381,168,0.22373
ENSG00000170234,PWWP2A,78,1.43054,16,-1.0735,25,-0.5063,53,0.76074,38,0.25370,28,-0.2475,12,-1.4949,19,-0.8475
ENSG00000170231,FABP6,9,-1.2928,19,-0.2521,33,0.73309,59,1.67318,25,0.20431,7,-1.7389,10,-1.1344,2,-3.1847
ENSG00000164609,SLU7,138,-0.5955,147,-0.4943,143,-0.5946,222,0.15580,268,0.53680,286,0.57487,187,-0.1235,213,0.08607
ENSG00000145864,GABRB2,97,-2.4025,190,-1.4117,272,-0.9533,569,0.28977,502,0.09835,1008,1.27464,511,0.11571,832,0.93239
ENSG00000022355,GABRA1,71,-2.5113,114,-1.8131,356,-0.0872,309,-0.3022,349,-0.1197,958,1.63358,417,0.17720,456,0.32307
ENSG00000280776,LINC01202,0,-4.0591,2,-2.3127,20,1.00633,17,0.55676,13,0.15954,18,0.67241,7,-0.8857,8,-0.5340
ENSG00000113327,GABRG2,30,-2.8209,85,-1.2795,176,-0.1731,244,0.36721,143,-0.5332,435,1.37101,213,0.14859,299,0.70903
ENSG00000113328,CCNG1,27,0.45502,19,-0.0796,19,-0.0683,20,-0.0321,11,-0.9395,24,0.26183,22,0.17259,28,0.52648
ENSG00000170584,NUDCD2,36,0.22087,45,0.59291,25,-0.3574,22,-0.5627,22,-0.5816,33,0.08428,46,0.63017,36,0.20196
ENSG00000038274,MAT2B,23,-1.7492,52,-0.5180,90,0.39604,51,-0.5677,57,-0.4282,104,0.58273,75,0.04671,129,0.94708
ENSG00000145934,TENM2,22,-1.2316,25,-1.0283,30,-0.8022,50,0.05918,52,0.13736,98,1.18380,40,-0.2997,84,0.92301
ENSG00000113645,WWC1,36,0.11274,51,0.65700,28,-0.3293,23,-0.5781,38,0.21007,11,-1.7132,44,0.40911,42,0.33293
ENSG00000113643,RARS,30,-0.6973,43,-0.1663,31,-0.7331,71,0.66527,41,-0.2570,58,0.31619,72,0.68640,56,0.28189
ENSG00000188573,FBLL1,21,-1.5756,32,-0.9382,72,0.38463,100,0.90331,62,0.11715,52,-0.1634,54,-0.1230,55,-0.0823
ENSG00000120137,PANK3,57,-0.0870,43,-0.5380,41,-0.6656,72,0.28621,63,0.07705,83,0.50424,89,0.63288,53,-0.2225
ENSG00000184347,SLIT3,45,0.69919,8,-1.9385,14,-1.2145,39,0.46669,36,0.38674,26,-0.1635,56,1.07949,18,-0.7519
ENSG00000040275,SPDL1,31,1.24090,14,-0.0910,12,-0.3738,8,-0.8457,12,-0.2838,13,-0.1139,17,0.23368,14,-0.0231
ENSG00000182132,KCNIP1,6,-1.4782,21,0.45835,12,-0.5159,16,0.06286,23,0.68618,5,-1.6728,25,0.76697,15,-0.0512
ENSG00000181163,NPM1,255,0.11212,293,0.34011,182,-0.4666,343,0.60200,189,-0.3998,244,0.03833,201,-0.2676,299,0.37253
ENSG00000072803,FBXW11,79,-0.4589,71,-0.6319,94,-0.2178,86,-0.3267,104,-0.0341,140,0.45507,136,0.41250,151,0.58355
ENSG00000168246,UBTD2,16,0.24784,9,-0.5639,15,0.17863,13,-0.0202,10,-0.4265,15,0.16963,8,-0.7900,22,0.84046
ENSG00000120129,DUSP1,123,1.96833,5,-3.0375,17,-1.3642,9,-2.2711,6,-2.9925,17,-1.2805,183,2.88990,19,-1.1788
ENSG00000113719,ERGIC1,37,0.21533,18,-0.9066,24,-0.5274,29,-0.1586,45,0.60814,34,0.09755,38,0.24212,30,-0.1137
ENSG00000037241,RPL26L1,19,-1.2182,49,0.25443,41,-0.0554,17,-1.3389,36,-0.2574,50,0.28329,44,0.07955,86,1.20789
ENSG00000113732,ATP6V0E1,62,1.08999,79,1.53470,26,-0.3971,14,-1.2566,18,-0.9967,9,-1.9654,53,0.80594,19,-0.8110
ENSG00000164463,CREBRF,87,0.17078,38,-1.0913,56,-0.5570,119,0.68864,82,0.10181,90,0.23715,103,0.45954,64,-0.3096
ENSG00000145919,BOD1,24,-0.6145,48,0.49922,25,-0.5648,39,0.18985,30,-0.2867,42,0.28963,42,0.29030,46,0.43087
ENSG00000113742,CPEB4,134,0.16895,86,-0.5371,100,-0.3378,146,0.30714,139,0.25111,120,-0.0060,124,0.04000,121,0.00609
ENSG00000170091,NSG2,45,-2.4730,155,-0.6312,274,0.30419,238,0.04277,152,-0.7297,363,0.73780,285,0.33371,383,0.82760
ENSG00000184845,DRD1,4,-1.8079,7,-1.1636,11,-0.4790,17,0.21962,18,0.32835,11,-0.4606,38,1.56392,14,-0.0910
ENSG00000164466,SFXN1,41,-0.7512,51,-0.4037,59,-0.1977,47,-0.5577,72,0.14650,108,0.79480,83,0.35924,72,0.12911
ENSG00000113749,HRH2,13,-0.2302,12,-0.4157,14,-0.1948,8,-0.9660,14,-0.1235,25,0.76062,15,-0.0333,25,0.78287
ENSG00000145920,CPLX2,221,-0.4004,315,0.16219,330,0.27362,333,0.25259,387,0.58005,177,-0.7439,242,-0.2595,124,-1.2855
ENSG00000051596,THOC3,8,-1.1205,7,-1.3445,19,0.19698,10,-0.8409,16,-0.0620,18,0.07766,22,0.45030,34,1.15506
ENSG00000170085,SIMC1,8,-0.0848,6,-0.6374,8,-0.1511,7,-0.2375,6,-0.5004,14,0.78922,14,0.67861,9,0.09929
ENSG00000122203,KIAA1191,62,-0.6965,85,-0.2159,96,-0.0190,114,0.25878,87,-0.1861,99,0.02391,115,0.27109,130,0.47045
ENSG00000175414,ARL10,36,0.39534,17,-0.7737,20,-0.5625,26,-0.1556,32,0.22207,31,0.13626,43,0.67173,26,-0.1501
ENSG00000048162,NOP16,4,-2.0946,12,-0.4549,13,-0.3522,12,-0.4523,25,0.85424,20,0.38200,16,0.01661,19,0.32249
ENSG00000146066,HIGD2A,55,-0.7155,92,0.09787,111,0.46276,53,-0.7717,83,-0.0674,95,0.15293,76,-0.2096,106,0.33278
ENSG00000175416,CLTB,90,-0.8710,125,-0.3561,168,0.12021,193,0.33112,150,-0.0777,157,0.00151,171,0.13596,198,0.37758
ENSG00000113194,FAF2,48,0.46771,24,-0.6372,30,-0.3280,61,0.87430,27,-0.5156,51,0.56104,39,0.11572,24,-0.6135
ENSG00000146083,RNF44,28,-0.8910,43,-0.2168,46,-0.1142,70,0.56575,59,0.33054,44,-0.1730,53,0.11920,45,-0.1542
ENSG00000169258,GPRIN1,17,-0.7417,30,0.14062,27,-0.0608,39,0.56687,32,0.25080,25,-0.1834,19,-0.5906,30,0.10583
ENSG00000074317,SNCB,168,-1.3938,240,-0.8507,517,0.41332,448,0.12824,436,0.09379,475,0.22376,491,0.27839,410,-0.0142
ENSG00000048140,TSPAN17,14,-0.4889,15,-0.3929,15,-0.3627,8,-1.2637,17,-0.1896,26,0.49676,33,0.93282,29,0.68208
ENSG00000113763,UNC5A,15,-1.4139,25,-0.6743,34,-0.1936,44,0.22957,40,0.09319,49,0.41172,37,-0.0403,63,0.81393
ENSG00000087206,UIMC1,39,2.08098,6,-1.0565,8,-0.7049,13,0.13457,6,-1.1810,12,-0.0130,19,0.71294,4,-1.6043
ENSG00000113761,ZNF346,25,1.02417,10,-0.3953,8,-0.7696,5,-1.4277,15,0.19925,10,-0.3794,20,0.64340,16,0.30404
ENSG00000165671,NSD1,94,0.99172,39,-0.4515,32,-0.8292,68,0.44498,72,0.61977,48,-0.1022,31,-0.8134,30,-0.8424
ENSG00000169228,RAB24,6,-1.1596,12,-0.0593,12,-0.0355,8,-0.6910,9,-0.5528,25,1.12858,11,-0.1940,21,0.84324
ENSG00000169230,PRELID1,46,-0.7036,95,0.44277,78,0.12708,42,-0.8435,68,-0.1024,73,0.01717,71,-0.0298,104,0.59889
ENSG00000169223,LMAN2,22,-0.2493,29,0.17321,25,-0.0839,19,-0.4915,18,-0.5642,32,0.34769,37,0.60702,32,0.37358
ENSG00000169220,RGS14,6,-1.5507,25,0.69638,12,-0.5429,4,-2.1717,11,-0.6542,12,-0.5117,21,0.36852,51,1.98534
ENSG00000131187,F12,4,-1.8459,13,-0.1478,20,0.63718,11,-0.3569,16,0.19996,18,0.36873,14,-0.0530,10,-0.4804
ENSG00000198055,GRK6,13,-0.2587,14,-0.1687,16,0.09512,16,0.09589,15,-0.0734,20,0.42821,13,-0.2323,15,-0.0045
ENSG00000131188,PRR7,15,-0.2594,16,-0.1002,12,-0.6523,15,-0.2659,11,-0.7698,22,0.35214,30,0.88234,31,0.95519
ENSG00000113758,DBN1,26,-0.6996,38,-0.1300,44,0.11506,26,-0.7371,31,-0.4746,52,0.36663,57,0.52655,63,0.69522
ENSG00000196923,PDLIM7,30,1.18768,5,-1.5408,14,-0.0262,5,-1.5701,4,-2.0045,22,0.66037,28,1.11086,18,0.38244
ENSG00000183258,DDX41,29,-0.6474,54,0.30983,48,0.13856,55,0.34733,35,-0.4142,52,0.25434,38,-0.2252,49,0.17208
ENSG00000146067,FAM193B,28,0.44486,7,-1.5649,22,0.05068,22,0.03404,17,-0.3598,17,-0.3605,48,1.37773,12,-0.8550
ENSG00000184840,TMED9,30,-0.3299,41,0.13278,37,-0.0348,23,-0.7373,48,0.43750,48,0.39714,28,-0.4679,36,-0.0552
ENSG00000027847,B4GALT7,14,-0.3041,8,-1.1036,19,0.28471,11,-0.6399,15,-0.1740,21,0.37532,17,0.05744,26,0.74805
ENSG00000170074,FAM153A,4,-2.5885,17,-0.3513,18,-0.3363,19,-0.1899,21,-0.0739,29,0.45229,43,1.15108,27,0.37439
ENSG00000204677,FAM153CP,60,0.40707,18,-1.4728,21,-1.3240,25,-0.9281,88,1.27804,38,-0.3256,77,0.82648,29,-0.7087
ENSG00000145916,RMND5B,9,-1.4944,9,-1.5374,23,-0.1309,20,-0.3501,36,0.65639,23,-0.1375,51,1.15975,22,-0.2421
ENSG00000145912,NHP2,91,-0.7185,193,0.46795,128,-0.2262,184,0.38991,120,-0.3331,115,-0.3605,137,-0.0849,233,0.78091
ENSG00000197451,HNRNPAB,45,-0.1417,42,-0.2644,44,-0.1989,49,-0.0196,49,-0.0410,58,0.23678,54,0.12726,63,0.38527
ENSG00000113240,CLK4,39,0.27368,34,0.02930,23,-0.6512,42,0.39382,34,0.02107,25,-0.4613,46,0.52773,33,-0.0009
ENSG00000169131,ZNF354A,11,0.19714,12,0.26675,5,-1.0020,2,-2.0734,12,0.29869,13,0.42015,7,-0.3983,19,1.07839
ENSG00000176783,RUFY1,48,1.11338,20,-0.2916,14,-0.9684,31,0.37443,29,0.34623,18,-0.4653,16,-0.6218,25,0.01263
ENSG00000169045,HNRNPH1,127,0.23393,64,-0.8370,80,-0.5549,134,0.32470,99,-0.1912,115,0.07070,153,0.54491,148,0.48610
ENSG00000127022,CANX,519,0.44101,338,-0.2493,286,-0.5666,636,0.78596,418,0.10081,450,0.20621,343,-0.2286,263,-0.6389
ENSG00000161013,MGAT4B,17,-0.6329,16,-0.6801,30,0.32778,35,0.54066,19,-0.4534,24,-0.0858,19,-0.4090,42,0.81948
ENSG00000161011,SQSTM1,131,-0.2375,158,0.05752,137,-0.1856,142,-0.1071,164,0.13313,140,-0.1347,167,0.14481,183,0.29594
ENSG00000161010,MRNIP,13,-0.7507,19,-0.1768,19,-0.2753,25,0.23236,16,-0.4966,27,0.30872,30,0.49616,34,0.72251
ENSG00000197226,TBC1D9B,58,-0.0491,47,-0.3683,76,0.44319,48,-0.3388,49,-0.3433,45,-0.4477,71,0.28026,78,0.43374
ENSG00000113269,RNF130,137,0.88526,92,0.22344,61,-0.4864,106,0.45196,56,-0.6075,65,-0.3213,90,0.19488,77,-0.0639
ENSG00000050748,MAPK9,59,-1.6177,117,-0.5919,180,0.09806,219,0.41264,192,0.21800,255,0.66071,145,-0.2548,164,-0.0554
ENSG00000113300,CNOT6,19,0.24456,11,-0.5754,15,-0.1541,21,0.41615,19,0.28133,16,0.01439,15,-0.0927,12,-0.4875
ENSG00000131446,MGAT1,29,0.19493,16,-0.7598,43,1.00886,22,-0.2367,21,-0.3400,20,-0.3771,25,-0.0632,16,-0.6799
ENSG00000278970,HEIH,26,0.44377,13,-0.5628,22,0.24411,14,-0.5209,14,-0.5201,15,-0.4202,30,0.68377,24,0.32082
ENSG00000196670,ZFP62,19,0.55460,14,0.08368,15,0.23072,6,-1.1819,9,-0.6301,16,0.27851,16,0.30025,14,0.04229
ENSG00000250222,AC008443.5,10,-1.3348,51,1.31912,27,0.27310,29,0.33195,18,-0.4379,11,-1.1880,11,-1.1877,32,0.51761
ENSG00000146063,TRIM41,50,0.84293,24,-0.3523,34,0.20705,23,-0.4481,39,0.46794,19,-0.7002,23,-0.4163,17,-0.8867
ENSG00000204628,RACK1,323,0.24431,386,0.54121,245,-0.2228,299,0.12031,279,0.01074,164,-0.8166,289,0.06430,266,-0.0700
ENSG00000183718,TRIM52,21,0.24452,10,-0.8921,7,-1.5481,25,0.50511,20,0.15396,22,0.33452,33,0.98694,16,-0.1463
ENSG00000248275,TRIM52-AS1,19,0.71172,16,0.51035,12,-0.0086,5,-1.3384,7,-0.9427,6,-1.0980,18,0.63300,19,0.74352
ENSG00000112679,DUSP22,20,-0.3041,23,-0.0973,45,1.19259,19,-0.3700,17,-0.6213,25,0.01889,8,-1.5986,25,0.06588
ENSG00000112685,EXOC2,17,0.02946,14,-0.3072,19,0.16219,16,-0.0850,9,-1.0401,28,0.84130,16,-0.0761,23,0.45995
ENSG00000124535,WRNIP1,25,-0.6827,38,-0.0544,31,-0.4065,64,0.79926,29,-0.4975,56,0.57482,39,-0.0298,50,0.39280
ENSG00000124570,SERPINB6,67,1.27039,49,0.73559,44,0.60748,38,0.30854,15,-1.2698,12,-1.4260,17,-0.9117,14,-1.1947
ENSG00000244041,LINC01011,9,0.04005,8,-0.0717,6,-0.4153,8,-0.0641,6,-0.6257,6,-0.4120,6,-0.4432,22,1.62990
ENSG00000124588,NQO2,31,-1.1560,42,-0.7034,72,0.15196,49,-0.4897,77,0.26634,93,0.54205,82,0.34061,69,0.06523
ENSG00000137274,BPHL,18,-0.3994,17,-0.4956,18,-0.4858,39,0.80694,26,0.16468,22,-0.0882,29,0.31455,24,0.00170
ENSG00000137267,TUBB2A,174,-2.0944,369,-0.9720,699,0.02578,1066,0.72100,612,-0.2103,1274,1.03017,704,0.03553,678,-0.0244
ENSG00000137285,TUBB2B,140,-0.2943,397,1.46447,151,-0.1950,138,-0.3163,167,-0.0166,46,-1.9606,201,0.28088,129,-0.4289
ENSG00000180822,PSMG4,12,-0.8511,25,0.26153,19,-0.1516,15,-0.4843,18,-0.2572,16,-0.3956,34,0.76246,33,0.75257
ENSG00000137266,SLC22A23,19,-0.4331,5,-2.2587,34,0.56101,41,0.77893,20,-0.4387,38,0.66554,23,-0.1422,19,-0.4612
ENSG00000145945,FAM50B,6,-1.7115,20,0.09130,13,-0.7124,25,0.42107,26,0.55083,20,0.08668,15,-0.3799,29,0.63549
ENSG00000112739,PRPF4B,227,0.97813,72,-0.8629,87,-0.6433,115,-0.1519,129,0.04066,143,0.19841,178,0.55917,95,-0.4410
ENSG00000198721,ECI2,43,0.36148,58,0.84674,26,-0.4650,35,-0.0060,29,-0.3321,24,-0.5908,41,0.26716,36,0.05112
ENSG00000153046,CDYL,52,0.40388,38,-0.0802,34,-0.2740,28,-0.5654,62,0.83263,24,-0.7700,25,-0.7178,41,0.04811
ENSG00000214113,LYRM4,21,-1.4157,51,-0.0660,71,0.55544,75,0.56488,54,0.04180,49,-0.1233,34,-0.6918,49,-0.1224
ENSG00000145982,FARS2,14,-0.0481,10,-0.4690,11,-0.4652,17,0.32892,16,0.21390,18,0.41573,12,-0.2545,16,0.20877
ENSG00000124785,NRN1,42,-2.6929,184,-0.5017,316,0.41472,319,0.37617,235,-0.1296,338,0.47413,283,0.17839,260,0.04655
ENSG00000216863,LY86-AS1,6,-2.1176,7,-1.8032,19,-0.4942,42,0.85069,34,0.53745,20,-0.3222,37,0.61774,34,0.46533
ENSG00000124783,SSR1,101,0.36357,72,-0.1736,61,-0.4801,116,0.59556,74,-0.1531,85,0.08953,110,0.50583,51,-0.7016
ENSG00000124784,RIOK1,16,-0.6633,24,-0.0527,12,-1.1458,67,1.71525,13,-1.0611,27,0.11111,31,0.36591,32,0.42064
ENSG00000168566,SNRNP48,30,0.90979,11,-0.5887,11,-0.7567,27,0.76949,9,-0.9712,26,0.66321,20,0.26001,15,-0.1641
ENSG00000239264,TXNDC5,23,0.37541,18,-0.0168,19,0.08405,13,-0.4439,13,-0.5487,21,0.24690,17,-0.0632,24,0.44650
ENSG00000124802,EEF1E1,12,-1.6095,31,-0.2154,35,-0.0339,54,0.65863,26,-0.5311,47,0.42856,30,-0.2721,61,0.88455
ENSG00000124786,SLC35B3,24,0.92213,9,-0.6253,9,-0.7334,6,-1.2903,12,-0.1948,15,0.10699,28,1.18086,13,-0.0427
ENSG00000111845,PAK1IP1,32,-0.0668,26,-0.3648,19,-0.9440,34,0.04194,34,0.03254,38,0.21599,55,0.81853,42,0.36556
ENSG00000111843,TMEM14C,64,-0.2510,111,0.63461,62,-0.3376,63,-0.2927,61,-0.3605,72,-0.0800,89,0.26109,109,0.59331
ENSG00000137210,TMEM14B,49,-0.5924,88,0.32583,71,-0.0287,57,-0.3751,67,-0.1211,60,-0.2823,64,-0.1736,125,0.91365
ENSG00000197977,ELOVL2,27,0.44426,63,1.94810,10,-1.1644,14,-0.6109,25,0.35755,2,-3.0608,25,0.32789,4,-2.2850
ENSG00000224531,SMIM13,35,-1.4189,53,-0.7957,88,-0.0103,120,0.49153,103,0.27111,128,0.59547,84,-0.0940,85,-0.0622
ENSG00000205269,TMEM170B,35,-0.6757,50,-0.1219,49,-0.1650,90,0.83083,44,-0.3798,53,-0.0328,52,-0.0746,76,0.55594
ENSG00000095951,HIVEP1,30,-0.1101,15,-1.1229,19,-0.9242,47,0.61129,52,0.92956,28,-0.2298,39,0.30083,21,-0.6274
ENSG00000112137,PHACTR1,118,-0.7838,152,-0.3907,234,0.33997,182,-0.1071,270,0.61670,205,0.08570,117,-0.7960,165,-0.2650
ENSG00000145979,TBC1D7,12,-0.8142,11,-0.9317,18,-0.1332,14,-0.5581,20,0.03196,34,0.86563,34,0.90563,17,-0.2491
ENSG00000145990,GFOD1,64,-1.1683,82,-0.7831,117,-0.2636,159,0.25469,162,0.33076,167,0.33724,228,0.85885,99,-0.5003
ENSG00000124523,SIRT5,10,-1.6991,27,-0.2633,28,-0.2369,34,0.12991,40,0.42298,40,0.36574,40,0.36799,31,-0.0474
ENSG00000225921,NOL7,122,-0.0168,156,0.37907,103,-0.3230,160,0.41700,130,0.08894,95,-0.4189,100,-0.3301,137,0.16922
ENSG00000010017,RANBP9,36,-1.0918,56,-0.4468,85,0.26093,63,-0.2439,68,-0.1587,102,0.52353,77,0.07023,99,0.47318
ENSG00000050393,MCUR1,59,0.06706,56,-0.0038,65,0.23780,68,0.30013,49,-0.2580,48,-0.2455,45,-0.3605,62,0.14937
ENSG00000180537,RNF182,11,-0.7899,24,0.46331,21,0.29300,23,0.40636,27,0.74853,9,-1.1067,14,-0.4005,3,-2.3413
ENSG00000112149,CD83,4,-2.7910,5,-2.5589,43,0.88724,16,-0.8436,35,0.49130,45,0.85524,16,-0.8299,28,0.07776
ENSG00000008083,JARID2,25,0.39513,9,-1.1762,18,-0.1805,30,0.66684,21,0.08195,19,-0.0414,27,0.47241,11,-0.9407
ENSG00000047579,DTNBP1,19,-1.1599,45,0.15146,48,0.29262,38,-0.1098,43,0.06071,32,-0.3734,35,-0.2367,59,0.58672
ENSG00000007944,MYLIP,19,0.71665,5,-1.2014,13,0.07426,11,-0.2125,5,-1.5317,19,0.65004,20,0.74525,15,0.27597
ENSG00000124788,ATXN1,66,-0.6209,85,-0.2311,102,0.06334,139,0.56455,136,0.60998,81,-0.2964,78,-0.3542,57,-0.8312
ENSG00000112186,CAP2,76,-1.5310,80,-1.4457,159,-0.4462,184,-0.1741,227,0.17880,342,0.83994,272,0.45464,331,0.78285
ENSG00000137414,FAM8A1,25,-0.7553,43,0.10117,35,-0.2574,32,-0.3672,35,-0.2438,59,0.64022,52,0.41386,52,0.40946
ENSG00000124789,NUP153,17,-0.3029,14,-0.5684,20,0.00269,15,-0.4917,16,-0.4148,24,0.30021,28,0.49860,33,0.77971
ENSG00000137177,KIF13A,69,1.78232,33,0.47109,17,-0.6393,6,-2.0808,23,-0.1247,18,-0.5298,18,-0.5124,24,-0.0672
ENSG00000137364,TPMT,24,-1.1963,54,0.02665,64,0.32982,23,-1.2794,51,-0.0773,58,0.13321,76,0.58191,68,0.38145
ENSG00000165097,KDM1B,31,0.95018,11,-0.6134,11,-0.7103,11,-0.6420,11,-0.7374,14,-0.2859,29,0.88451,30,0.90691
ENSG00000124795,DEK,281,0.95512,161,0.02385,102,-0.7541,164,0.06039,170,0.12502,112,-0.5476,178,0.18434,145,-0.1439
ENSG00000172201,ID4,246,1.65500,243,1.62692,50,-1.0625,22,-2.2012,82,-0.2597,12,-3.1049,126,0.45961,35,-1.5411
ENSG00000112242,E2F3,12,-0.7304,19,-0.0548,12,-0.8619,8,-1.2825,26,0.49183,31,0.70915,29,0.61523,23,0.25013
ENSG00000124766,SOX4,36,1.04117,20,0.06705,19,0.01683,30,0.75573,14,-0.5186,5,-1.9605,22,0.24688,11,-0.8792
ENSG00000272168,CASC15,39,-0.0631,16,-1.4312,36,-0.2201,77,1.08488,42,0.07465,38,-0.1030,44,0.15246,34,-0.2624
ENSG00000152954,NRSN1,69,-1.4315,115,-0.6573,244,0.62587,290,0.82935,209,0.31941,154,-0.2083,124,-0.5488,97,-0.9258
ENSG00000124532,MRS2,31,0.31581,22,-0.2142,33,0.49060,17,-0.5772,12,-1.2521,33,0.40697,25,-0.0137,36,0.54264
ENSG00000112293,GPLD1,5,-0.7392,5,-0.8086,12,0.55460,10,0.19513,6,-0.6908,13,0.65739,10,0.21163,9,-0.0112
ENSG00000112294,ALDH5A1,60,-0.4074,74,-0.0855,68,-0.2406,83,0.09839,95,0.36947,71,-0.1457,70,-0.1756,95,0.32272
ENSG00000137261,KIAA0319,17,-0.7029,30,0.12258,36,0.50531,21,-0.4337,13,-1.2398,35,0.37768,36,0.42535,39,0.53369
ENSG00000111802,TDP2,33,-0.7399,65,0.33511,42,-0.3826,62,0.25013,41,-0.4613,67,0.37527,63,0.27063,74,0.54172
ENSG00000112304,ACOT13,26,-0.7000,50,0.32920,45,0.18261,72,0.94114,25,-0.7898,48,0.28127,18,-1.2638,52,0.39036
ENSG00000112308,C6orf62,177,0.33656,133,-0.1279,134,-0.1316,143,-0.0056,148,0.05666,166,0.22703,118,-0.3089,137,-0.0741
ENSG00000112312,GMNN,20,0.46674,32,1.31475,8,-1.0453,16,0.13520,13,-0.1648,9,-0.6585,19,0.37365,9,-0.8100
ENSG00000111913,RIPOR2,20,-0.9877,24,-0.7089,30,-0.3625,36,-0.0385,45,0.35013,41,0.15858,64,0.87772,38,0.02141
ENSG00000079691,CARMIL1,34,0.10678,45,0.55762,16,-1.1750,27,-0.2614,44,0.59188,21,-0.6266,49,0.70815,23,-0.4833
ENSG00000197061,HIST1H4C,57,-1.0589,103,-0.1559,104,-0.1497,113,-0.0090,113,-0.0120,132,0.24280,122,0.11690,173,0.70045
ENSG00000168298,HIST1H1E,22,0.13195,17,-0.2628,9,-1.2295,12,-0.7911,39,1.31158,14,-0.5605,25,0.33577,15,-0.4740
ENSG00000112763,BTN2A1,20,-0.1105,20,-0.1100,15,-0.5915,13,-0.6796,15,-0.5862,40,1.07245,41,1.10935,17,-0.3408
ENSG00000228223,HCG11,27,0.75236,6,-1.5692,11,-0.6388,17,-0.0107,23,0.58445,16,-0.1030,23,0.53814,10,-0.7191
ENSG00000182952,HMGN4,13,-0.6152,15,-0.4340,27,0.55346,10,-1.0455,17,-0.2938,22,0.15286,32,0.76776,19,-0.0249
ENSG00000146109,ABT1,8,-0.5195,13,0.23558,7,-0.7944,14,0.36789,9,-0.4210,11,-0.0660,13,0.24649,22,1.08950
ENSG00000181315,ZNF322,17,0.24825,11,-0.3971,11,-0.4165,12,-0.2800,11,-0.5213,14,-0.0571,28,1.04139,20,0.46597
ENSG00000096654,ZNF184,6,-0.9936,7,-0.8594,10,-0.3644,2,-2.2884,4,-1.5275,27,1.35309,5,-1.2625,44,2.33640
ENSG00000269293,ZSCAN16-AS1,61,-0.0898,112,0.90880,75,0.25396,59,-0.1427,57,-0.2184,35,-0.9651,52,-0.3546,66,0.01747
ENSG00000197062,ZSCAN26,12,-0.5228,19,0.22495,11,-0.7252,24,0.64300,22,0.52808,15,-0.1833,14,-0.2514,15,-0.0888
ENSG00000137338,PGBD1,15,0.43537,4,-1.6622,8,-0.5978,15,0.41944,13,0.27787,21,0.98778,9,-0.3378,8,-0.5542
ENSG00000235109,ZSCAN31,7,-0.6419,6,-0.7785,13,0.42186,12,0.22624,5,-1.0726,14,0.45506,14,0.56234,13,0.39412
ENSG00000204713,TRIM27,35,0.11972,25,-0.3769,33,0.03554,31,-0.0505,21,-0.7024,39,0.27573,36,0.18023,49,0.65654
ENSG00000204681,GABBR1,281,-0.0175,241,-0.2594,285,0.00350,237,-0.2848,303,0.11915,250,-0.2049,390,0.51684,266,-0.1065
ENSG00000204655,MOG,126,4.01436,9,-1.0880,12,-0.8341,14,-0.5178,5,-1.9873,8,-1.2603,1,-4.3123,0,-4.8484
