Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000181751,C5orf30,23,-0.9119,42,0.00389,16,-1.4462,58,0.72272,32,-0.4514,45,0.13347
ENSG00000184349,EFNA5,0,-7.8734,5,-3.1199,41,0.18422,59,1.12478,30,-0.2755,53,0.72437
ENSG00000145743,FBXL17,40,-1.3312,39,-1.4843,81,-0.2648,138,0.83129,69,-0.5150,137,0.68189
ENSG00000151422,FER,99,0.86709,44,-0.5105,159,1.73095,51,-0.2920,25,-1.3142,32,-1.0059
ENSG00000198961,PJA2,237,-1.1825,241,-1.2517,558,0.15065,823,1.13832,347,-0.5992,495,-0.0477
ENSG00000112893,MAN2A1,218,1.72242,193,1.85196,36,-1.2275,33,-1.6168,36,-1.2531,18,-2.4106
ENSG00000164209,SLC25A46,89,0.10442,65,-0.4379,71,-0.2554,115,0.70975,53,-0.7000,74,-0.2247
ENSG00000152495,CAMK4,27,-2.1817,11,-3.6167,153,0.45864,240,1.94097,79,-0.5932,77,-0.7040
ENSG00000164211,STARD4,12,-0.9012,15,-0.6611,13,-0.8251,32,0.88131,12,-0.9648,28,0.44031
ENSG00000134986,NREP,31,-2.2461,38,-2.1030,165,0.28799,155,0.24199,162,0.25214,242,1.10338
ENSG00000224032,EPB41L4A-AS1,42,-0.7325,65,-0.0636,37,-0.9054,55,-0.3747,76,0.20906,109,0.95243
ENSG00000134982,APC,593,-0.1953,353,-1.0825,2400,2.32754,335,-1.2768,618,-0.1296,688,0.04852
ENSG00000153037,SRP19,104,0.24555,84,-0.1119,172,1.08719,71,-0.4678,86,-0.0723,77,-0.2611
ENSG00000129625,REEP5,95,-1.7395,179,-0.8565,159,-0.9596,522,1.39422,262,-0.1925,257,-0.2462
ENSG00000172795,DCP2,31,-0.2205,16,-1.2986,39,0.13829,57,1.06522,22,-0.7862,32,-0.2032
ENSG00000047188,YTHDC2,58,0.35479,26,-0.9884,63,0.49219,71,0.94168,21,-1.1870,30,-0.7363
ENSG00000152503,TRIM36,44,0.13188,18,-1.2987,18,-1.2426,73,1.45389,47,0.23285,20,-1.1884
ENSG00000164219,PGGT1B,81,1.13845,38,-0.1461,57,0.51341,40,-0.0704,33,-0.3461,23,-0.9860
ENSG00000164221,CCDC112,215,1.98187,68,-0.0442,105,0.65423,56,-0.4396,25,-1.5679,26,-1.6294
ENSG00000145780,FEM1C,27,-0.1463,24,-0.3614,35,0.30574,39,0.62210,34,0.24067,16,-0.9926
ENSG00000134970,TMED7,79,-0.0402,143,1.12893,32,-1.4133,70,-0.2920,104,0.41455,49,-0.8650
ENSG00000129596,CDO1,8,-1.8728,15,-1.1637,14,-1.1849,42,0.73870,40,0.44709,41,0.60194
ENSG00000145782,ATG12,60,-0.2976,101,0.62969,118,0.81215,77,0.13687,26,-1.5611,43,-0.8971
ENSG00000177879,AP3S1,34,-1.3381,56,-0.6172,45,-0.9219,100,0.45555,52,-0.6899,133,0.96375
ENSG00000092421,SEMA6A,259,1.74682,204,1.58869,47,-1.0984,22,-2.5247,118,0.34852,27,-2.0592
ENSG00000172869,DMXL1,42,-0.1426,59,0.46773,52,0.21748,56,0.42229,34,-0.4401,22,-1.2229
ENSG00000133835,HSD17B4,113,0.41730,159,1.19064,28,-1.7038,71,-0.4043,113,0.42228,44,-1.1653
ENSG00000151304,SRFBP1,26,0.19755,18,-0.4056,66,1.83647,21,-0.2105,12,-0.9851,14,-0.8647
ENSG00000205302,SNX2,29,-0.5977,35,-0.3497,53,0.31419,66,0.95160,31,-0.4941,26,-0.8759
ENSG00000064652,SNX24,44,0.49379,39,0.33710,15,-1.1795,33,0.07743,26,-0.3547,30,-0.1239
ENSG00000168944,CEP120,43,0.86010,28,0.14804,38,0.66007,21,-0.3433,17,-0.6257,19,-0.5457
ENSG00000151292,CSNK1G3,47,0.10020,34,-0.4837,70,0.74660,59,0.62629,25,-0.8604,29,-0.7558
ENSG00000168916,ZNF608,140,2.04406,66,0.76590,81,1.00342,18,-1.6038,5,-3.1985,15,-1.7371
ENSG00000155324,GRAMD2B,296,1.63026,143,0.40334,118,0.04506,28,-2.4321,285,1.56020,41,-1.6800
ENSG00000164904,ALDH7A1,261,0.81034,285,1.14605,190,0.27781,49,-2.0754,278,0.92316,76,-1.2404
ENSG00000164902,PHAX,132,0.03788,108,-0.3111,284,1.34069,141,0.18068,48,-1.5267,94,-0.5456
ENSG00000145794,MEGF10,77,0.78026,101,1.53130,22,-1.1741,9,-2.7037,100,1.22330,25,-1.0819
ENSG00000205279,CTXN3,1,-4.2115,0,-8.3570,15,-0.6700,55,2.56554,0,-7.4047,24,0.08912
ENSG00000245937,LINC01184,77,0.66994,48,-0.1234,90,0.93980,48,-0.1470,20,-1.3932,43,-0.3100
ENSG00000064651,SLC12A2,382,0.89389,553,1.97493,137,-0.7598,80,-1.8225,172,-0.4051,96,-1.4070
ENSG00000169567,HINT1,172,-1.4782,357,-0.3984,180,-1.4080,518,0.30947,412,-0.1343,725,0.93389
ENSG00000186687,LYRM7,134,0.07589,90,-0.6165,183,0.58615,124,-0.0632,125,-0.0381,143,0.20322
ENSG00000158985,CDC42SE2,127,-0.4671,129,-0.4891,155,-0.1555,204,0.38664,125,-0.4919,214,0.42573
ENSG00000158987,RAPGEF6,89,1.01631,69,0.67883,74,0.70499,36,-0.5511,42,-0.2130,15,-1.8811
ENSG00000217128,FNIP1,69,0.58140,61,0.43168,39,-0.3200,38,-0.4348,70,0.62025,33,-0.6559
ENSG00000164398,ACSL6,64,-1.5256,18,-3.5069,260,0.67594,247,0.81922,275,0.77362,173,0.00318
ENSG00000113522,RAD50,458,1.17118,127,-1.0032,561,1.54567,239,0.09379,81,-1.5962,108,-1.2558
ENSG00000131437,KIF3A,423,-0.1130,178,-1.5466,949,1.25054,698,0.99931,88,-2.4748,313,-0.6442
ENSG00000164402,SEPTIN8,481,0.39014,748,1.38462,234,-0.7520,261,-0.7119,238,-0.7269,276,-0.5510
ENSG00000198944,SOWAHA,12,-3.0491,18,-2.5822,75,-0.2828,164,1.47537,126,0.54083,81,-0.1865
ENSG00000164403,SHROOM1,64,1.08949,69,1.48477,8,-2.1744,7,-2.6407,53,0.76617,25,-0.5041
ENSG00000164405,UQCRQ,159,-1.3735,350,-0.1835,143,-1.5323,370,-0.0946,396,0.03316,685,1.12573
ENSG00000072364,AFF4,175,0.57893,120,-0.0495,178,0.60489,128,0.09144,134,0.13552,59,-1.2305
ENSG00000155329,ZCCHC10,45,0.86717,23,-0.2260,34,0.39152,27,-0.0144,25,-0.0862,18,-0.6734
ENSG00000170606,HSPA4,55,-0.6402,67,-0.3717,107,0.41604,122,0.87371,48,-0.8600,60,-0.5614
ENSG00000113583,C5orf15,61,1.11576,52,0.99728,2,-4.1080,29,-0.1327,20,-0.6941,19,-0.8565
ENSG00000213585,VDAC1,74,-1.3346,65,-1.6262,110,-0.7192,279,1.09370,166,-0.0871,216,0.39385
ENSG00000113558,SKP1,364,-0.4877,467,-0.1092,301,-0.7837,555,0.23635,556,0.18264,572,0.25942
ENSG00000113575,PPP2CA,106,-0.9794,116,-0.9113,73,-1.5274,289,0.85512,194,-0.0350,256,0.47353
ENSG00000006837,CDKL3,72,1.57368,33,0.23755,49,0.85695,15,-1.1778,27,-0.1302,15,-1.0936
ENSG00000119048,UBE2B,85,-0.7530,73,-1.0704,105,-0.4293,215,1.04509,83,-0.7923,155,0.22357
ENSG00000237190,CDKN2AIPNL,11,-1.8846,16,-1.4160,6,-2.5772,65,1.29472,17,-1.2329,58,0.84013
ENSG00000043143,JADE2,22,-0.6745,16,-1.2794,28,-0.2871,54,1.05030,19,-0.9327,40,0.28000
ENSG00000152700,SAR1B,114,0.59303,116,0.72719,60,-0.4270,55,-0.6925,123,0.72532,48,-0.8389
ENSG00000164615,CAMLG,38,-2.1719,103,-0.7737,81,-1.0708,224,0.72554,119,-0.4749,250,0.84134
ENSG00000145833,DDX46,191,0.90856,91,-0.3496,145,0.44646,135,0.42374,71,-0.6935,56,-1.1289
ENSG00000181904,C5orf24,97,0.12029,102,0.24419,105,0.26046,107,0.38819,40,-1.2479,64,-0.5917
ENSG00000113621,TXNDC15,15,-1.7266,44,-0.1004,12,-2.0054,57,0.46832,62,0.46771,57,0.38475
ENSG00000113648,H2AFY,57,-0.8833,75,-0.5265,43,-1.2955,149,0.88061,122,0.30752,96,-0.0913
ENSG00000145824,CXCL14,0,-10.227,3,-5.9720,102,-0.8338,154,-0.2536,402,1.42547,387,1.66955
ENSG00000113658,SMAD5,83,0.89858,57,0.32562,87,0.99252,29,-0.9274,57,0.28316,25,-1.0792
ENSG00000152377,SPOCK1,237,-0.3410,348,0.30887,183,-0.7441,265,-0.2101,363,0.33993,334,0.23282
ENSG00000146021,KLHL3,17,-0.2937,24,0.29743,12,-0.7626,32,0.96819,7,-1.5572,13,-0.7688
ENSG00000177733,HNRNPA0,72,-0.5177,70,-0.6051,74,-0.4765,115,0.29285,110,0.15013,129,0.48230
ENSG00000031003,FAM13B,37,-0.8175,22,-1.7290,82,0.42823,97,1.00244,29,-1.2082,73,0.27840
ENSG00000112981,NME5,0,-6.7298,7,-1.6074,8,-1.3996,40,1.84575,18,-0.1517,18,-0.1352
ENSG00000112983,BRD8,69,0.36055,51,-0.1362,42,-0.4211,79,0.81836,28,-1.0279,36,-0.7285
ENSG00000094880,CDC23,13,-0.8396,25,0.22566,9,-1.3831,29,0.54504,18,-0.3643,23,0.09110
ENSG00000120709,FAM53C,27,-0.9319,32,-0.7550,39,-0.3516,59,0.38055,60,0.31714,63,0.46181
ENSG00000120733,KDM3B,101,1.23478,32,-0.7079,38,-0.3933,52,0.16140,46,-0.0858,39,-0.3581
ENSG00000132563,REEP2,38,-1.7145,40,-1.7355,73,-0.7358,182,1.02533,116,-0.0155,158,0.56460
ENSG00000120738,EGR1,5,-1.9578,1,-3.8789,0,-5.2307,43,2.14363,12,-0.7842,23,0.31717
ENSG00000120705,ETF1,25,-1.0712,50,-0.0304,42,-0.3216,69,0.67424,51,-0.0121,42,-0.3278
ENSG00000113013,HSPA9,222,0.10528,165,-0.4029,292,0.55727,228,0.20002,249,0.29517,149,-0.5735
ENSG00000044115,CTNNA1,255,0.69718,348,1.51068,123,-0.4833,68,-1.6114,197,0.26985,97,-0.9219
ENSG00000146006,LRRTM2,37,-0.5411,35,-0.6837,81,0.72284,83,1.10465,7,-2.9420,38,-0.5534
ENSG00000120725,SIL1,52,0.91823,27,-0.1664,13,-1.2708,34,0.31136,37,0.35349,19,-0.7581
ENSG00000120727,PAIP2,200,-0.0207,248,0.37776,230,0.20959,194,-0.0883,157,-0.3973,179,-0.2156
ENSG00000170464,DNAJC18,98,0.45389,55,-0.5131,48,-0.6608,102,0.70625,48,-0.6858,65,-0.2163
ENSG00000131508,UBE2D2,49,-1.0682,112,0.24858,50,-1.0249,103,0.10559,123,0.37356,111,0.23613
ENSG00000171604,CXXC5,334,0.36351,262,-0.0338,210,-0.3798,288,0.15948,244,-0.1449,247,-0.1396
ENSG00000146005,PSD2,70,-0.3221,57,-0.7070,57,-0.6364,52,-0.9469,304,2.30262,78,-0.1593
ENSG00000185129,PURA,384,0.47032,242,-0.3064,709,1.55746,274,-0.0955,124,-1.2924,176,-0.8429
ENSG00000182700,IGIP,68,-0.6534,94,-0.1682,102,-0.0205,126,0.43891,47,-1.2033,124,0.33542
ENSG00000120306,CYSTM1,35,-0.8930,48,-0.4195,45,-0.5044,49,-0.4627,128,1.23092,83,0.56050
ENSG00000113068,PFDN1,87,-0.1704,101,0.07691,70,-0.5183,104,0.15744,70,-0.5013,113,0.28351
ENSG00000131503,ANKHD1,247,1.19167,120,-0.0280,190,0.73920,102,-0.3393,81,-0.6284,75,-0.8187
ENSG00000213523,SRA1,9,-1.2458,9,-1.3542,7,-1.7480,27,0.50024,23,0.12950,38,1.09656
ENSG00000113108,APBB3,12,-0.6469,6,-1.8231,9,-1.1130,28,0.86529,31,0.81672,20,0.14689
ENSG00000131495,NDUFA2,87,-1.0034,158,-0.0923,68,-1.3664,162,-0.0535,186,0.18369,259,0.85844
ENSG00000113141,IK,214,0.60469,133,-0.1893,331,1.37327,120,-0.4062,68,-1.2019,119,-0.3742
ENSG00000170445,HARS,24,-1.7423,29,-1.5805,20,-2.0590,131,1.27121,47,-0.7782,114,0.74617
ENSG00000146007,ZMAT2,166,-0.3007,118,-0.8942,377,1.06075,244,0.43100,152,-0.4288,168,-0.3072
ENSG00000178913,TAF7,179,0.59723,125,0.01508,161,0.41924,150,0.40455,69,-0.9043,66,-1.0600
ENSG00000131504,DIAPH1,16,-0.7099,9,-1.5796,40,0.74974,34,0.66141,9,-1.4739,33,0.48593
ENSG00000164620,RELL2,0,-8.1119,3,-3.2062,14,-0.9508,46,1.44189,6,-2.0689,45,1.13919
ENSG00000081791,DELE1,23,0.04030,29,0.50709,0,-6.6657,29,0.60107,31,0.50910,11,-1.1115
ENSG00000013561,RNF14,34,-0.5175,40,-0.2985,41,-0.2531,54,0.27941,23,-1.1287,68,0.66051
ENSG00000113552,GNPDA1,4,-2.4137,15,-0.7471,3,-2.7053,45,1.65627,11,-1.1473,24,0.09545
ENSG00000131507,NDFIP1,167,-1.4235,185,-1.3725,161,-1.4762,727,1.32525,442,0.07904,444,0.09647
ENSG00000113578,FGF1,429,1.11844,634,2.43338,97,-1.2692,27,-3.4873,134,-0.7761,98,-1.3501
ENSG00000145819,ARHGAP26,48,-1.3382,22,-2.6019,131,0.21159,185,1.13290,134,0.24949,116,0.02856
ENSG00000113580,NR3C1,125,0.04504,104,-0.2701,200,0.82233,164,0.66830,66,-0.9523,61,-1.1416
ENSG00000145817,YIPF5,57,0.13121,47,-0.2037,78,0.64130,65,0.47483,26,-1.0576,37,-0.6010
ENSG00000183775,KCTD16,19,-3.1393,7,-4.6105,214,0.50293,338,2.07785,57,-1.5471,126,-0.3847
ENSG00000133706,LARS,168,0.59547,106,-0.1837,217,1.03378,103,-0.2487,70,-0.8020,97,-0.3337
ENSG00000091009,RBM27,133,0.43734,77,-0.4799,291,1.85296,98,-0.0639,62,-0.7736,40,-1.5432
ENSG00000113649,TCERG1,161,0.47915,51,-1.4300,246,1.21262,173,0.82424,76,-0.7062,48,-1.5038
ENSG00000156475,PPP2R2B,195,-0.1358,166,-0.4301,234,0.15621,229,0.16421,207,-0.0338,232,0.16674
ENSG00000113657,DPYSL3,165,0.88713,140,0.70372,77,-0.3500,68,-0.6646,177,1.00636,31,-1.8537
ENSG00000176049,JAKMIP2,192,0.78399,96,-0.3865,205,0.89818,144,0.39304,68,-0.8683,53,-1.3410
ENSG00000145868,FBXO38,14,-0.7475,18,-0.3604,16,-0.5259,35,0.96207,34,0.65531,11,-1.1804
ENSG00000173210,ABLIM3,21,-0.5736,26,-0.2881,22,-0.4866,28,-0.1904,50,0.80717,39,0.42511
ENSG00000113712,CSNK1A1,259,0.49532,192,0.01143,126,-0.6479,183,-0.0881,254,0.46267,169,-0.2172
ENSG00000183111,ARHGEF37,91,1.59716,104,2.42356,9,-2.1299,6,-2.8895,11,-1.7257,11,-1.8799
ENSG00000182578,CSF1R,14,-0.8588,33,0.53350,9,-1.4949,12,-1.2514,69,1.76064,27,0.11070
ENSG00000011083,SLC6A7,2,-2.9671,1,-3.6661,0,-6.9669,43,2.05269,11,-0.8850,27,0.55776
ENSG00000070808,CAMK2A,15,-4.7224,19,-4.5238,696,1.09435,552,0.97112,227,-0.7354,497,0.59549
ENSG00000070814,TCOF1,42,-0.0452,39,-0.1919,52,0.31189,60,0.71268,13,-1.8459,34,-0.3981
ENSG00000019582,CD74,81,0.12017,161,1.57393,31,-1.3640,28,-1.7429,136,0.97987,49,-0.7309
ENSG00000164587,RPS14,730,-0.3342,1278,0.66173,627,-0.5722,612,-0.7447,879,-0.0405,1194,0.52747
ENSG00000070614,NDST1,53,1.15900,35,0.50044,1,-4.7663,25,-0.1020,34,0.41211,16,-0.8511
ENSG00000171992,SYNPO,6,-4.3282,12,-3.4956,111,-0.0546,174,0.96222,158,0.52022,163,0.66371
ENSG00000086589,RBM22,31,-0.6405,64,0.60189,25,-0.9645,54,0.30884,39,-0.2697,40,-0.2533
ENSG00000132912,DCTN4,74,-0.1127,94,0.29573,32,-1.4085,88,0.19727,110,0.52182,66,-0.3417
ENSG00000211445,GPX3,0,-6.5353,7,-2.5045,0,-8.2035,78,2.09865,2,-4.1850,54,0.79690
ENSG00000145901,TNIP1,16,-0.9674,38,0.41893,5,-2.5121,38,0.46755,16,-0.9560,38,0.41771
ENSG00000197043,ANXA6,20,-3.1172,31,-2.6136,15,-3.4951,326,1.84453,171,0.09694,182,0.22377
ENSG00000196743,GM2A,74,0.56694,110,1.54303,15,-1.8418,21,-1.6158,70,0.46873,39,-0.4891
ENSG00000113140,SPARC,334,0.58847,653,2.33926,87,-1.5120,72,-2.0720,287,0.33588,53,-2.3960
ENSG00000177556,ATOX1,103,-0.5028,230,0.93007,58,-1.3871,113,-0.4560,134,-0.0978,165,0.27121
ENSG00000145907,G3BP1,51,0.22408,52,0.29735,27,-0.7340,48,0.17013,43,-0.0475,36,-0.3384
ENSG00000155511,GRIA1,13,-2.6774,10,-3.1891,51,-0.6232,158,1.90152,90,0.25206,60,-0.4297
ENSG00000164574,GALNT10,58,1.48902,41,0.99925,19,-0.3842,10,-1.6090,12,-1.0963,22,-0.2072
ENSG00000164576,SAP30L,23,-0.6721,32,-0.2066,60,0.84918,37,0.07478,41,0.23720,29,-0.3585
ENSG00000155506,LARP1,221,0.05546,110,-1.1178,336,0.75004,267,0.49346,139,-0.6675,207,-0.0542
ENSG00000170271,FAXDC2,100,0.49143,187,2.01278,32,-1.2795,15,-2.7094,140,1.05874,25,-1.7436
ENSG00000155508,CNOT8,23,-0.7317,47,0.47160,18,-1.0601,56,0.98743,24,-0.6511,19,-1.1096
ENSG00000082515,MRPL22,28,-0.1094,39,0.44369,8,-1.9240,37,0.40061,35,0.21699,23,-0.5168
ENSG00000170624,SGCD,26,0.08348,27,0.17928,56,1.37026,15,-0.9161,41,0.80239,13,-1.1147
ENSG00000055163,CYFIP2,60,-2.4148,61,-2.5313,189,-0.6912,488,1.20445,378,0.40479,366,0.40446
ENSG00000155858,LSM11,5,-2.0646,3,-2.9525,34,0.78003,25,0.39106,5,-2.0325,42,1.39321
ENSG00000113282,CLINT1,63,0.32808,29,-0.9436,85,0.83448,63,0.44709,30,-0.8486,44,-0.2846
ENSG00000145860,RNF145,67,-0.3332,33,-1.5206,48,-0.8359,148,1.43587,89,0.11714,56,-0.6706
ENSG00000164332,UBLCP1,45,-0.6576,33,-1.2432,115,0.83708,90,0.57356,64,-0.1160,66,-0.0858
ENSG00000113312,TTC1,178,0.32672,125,-0.2625,237,0.81126,153,0.10990,78,-0.9533,124,-0.2716
ENSG00000170234,PWWP2A,119,1.27527,81,0.69180,111,1.14527,31,-1.0950,27,-1.1310,24,-1.3782
ENSG00000164609,SLU7,190,-0.1272,131,-0.7708,366,0.96049,243,0.36102,86,-1.3401,211,0.04494
ENSG00000145864,GABRB2,45,-3.3132,26,-4.2741,779,1.07661,825,1.82534,94,-2.2305,328,-0.3899
ENSG00000022355,GABRA1,21,-4.0745,19,-4.3662,369,0.18685,722,2.17096,76,-2.2210,308,-0.1181
ENSG00000113327,GABRG2,5,-4.7418,8,-4.2188,92,-0.5618,298,2.27936,52,-1.4381,130,-0.0195
ENSG00000113328,CCNG1,22,-0.5843,49,0.77562,27,-0.2736,14,-1.5110,66,1.19493,35,0.11980
ENSG00000170584,NUDCD2,72,0.46586,110,1.45598,34,-0.7285,28,-1.2005,57,0.09403,36,-0.6909
ENSG00000038274,MAT2B,14,-2.1857,17,-2.0445,28,-1.2255,107,1.31707,30,-1.1092,96,0.83406
ENSG00000145934,TENM2,11,-2.3626,2,-4.5518,91,0.85274,104,1.64322,38,-0.5599,43,-0.4065
ENSG00000113645,WWC1,73,0.33692,30,-1.1569,62,0.07997,57,-0.0786,151,1.61816,38,-0.7681
ENSG00000113643,RARS,31,-0.2044,14,-1.4966,55,0.72071,53,0.91416,23,-0.6987,29,-0.3389
ENSG00000188573,FBLL1,4,-3.5386,12,-2.2367,25,-1.0323,58,0.37272,66,0.49835,97,1.39152
ENSG00000120137,PANK3,47,-0.4187,50,-0.3355,46,-0.4497,87,0.80059,49,-0.3398,53,-0.2416
ENSG00000040275,SPDL1,84,2.26785,28,0.29702,44,1.02463,12,-1.2690,7,-1.7285,5,-2.2895
ENSG00000181163,NPM1,229,-0.0679,314,0.51442,358,0.66813,214,-0.2191,185,-0.3973,172,-0.5707
ENSG00000072803,FBXW11,116,-0.1747,145,0.20624,118,-0.1405,146,0.26118,117,-0.1581,106,-0.3385
ENSG00000120129,DUSP1,59,0.61735,50,0.39647,27,-0.6450,23,-1.0719,49,0.31447,50,0.41269
ENSG00000113719,ERGIC1,29,-0.2352,33,-0.0427,28,-0.2589,39,0.33755,30,-0.1855,32,-0.0623
ENSG00000037241,RPL26L1,9,-1.7954,30,-0.1032,25,-0.3666,44,0.75237,21,-0.6651,34,0.14109
ENSG00000113732,ATP6V0E1,50,0.00042,91,1.20129,19,-1.4488,23,-1.4199,123,1.55543,27,-0.9928
ENSG00000164463,CREBRF,151,0.77259,57,-0.8617,224,1.48206,108,0.29048,24,-2.0896,53,-0.9679
ENSG00000145919,BOD1,28,-0.3992,38,0.07561,22,-0.7852,43,0.34846,35,-0.0664,37,0.03805
ENSG00000113742,CPEB4,232,0.63509,87,-0.9992,270,0.89341,176,0.23922,143,-0.1527,113,-0.5739
ENSG00000170091,NSG2,45,-2.0632,31,-2.7263,81,-1.1743,350,1.81505,109,-0.7279,197,0.22919
ENSG00000164466,SFXN1,54,-0.4369,39,-0.9995,43,-0.7727,103,0.83359,57,-0.3435,85,0.32431
ENSG00000145920,CPLX2,26,-4.0160,34,-3.7819,525,0.51167,389,0.03068,566,0.63928,742,1.33379
ENSG00000122203,KIAA1191,45,-0.9716,53,-0.7826,71,-0.2722,104,0.45287,98,0.24643,105,0.40780
ENSG00000175414,ARL10,44,0.34765,23,-0.7079,29,-0.2925,53,0.92060,20,-0.8588,27,-0.4510
ENSG00000146066,HIGD2A,36,-1.0524,76,0.12297,27,-1.4781,72,0.03306,80,0.19086,99,0.63331
ENSG00000175416,CLTB,88,-0.9664,86,-1.0843,34,-2.3737,254,1.01979,121,-0.4675,229,0.64036
ENSG00000113194,FAF2,84,0.83872,29,-0.9232,92,0.99918,47,-0.1647,54,0.11509,38,-0.4797
ENSG00000146083,RNF44,21,-1.1963,22,-1.2198,32,-0.5691,55,0.32932,60,0.39036,73,0.84590
ENSG00000169258,GPRIN1,1,-3.8389,7,-1.8174,1,-4.1758,45,1.88623,11,-1.0759,28,0.46717
ENSG00000074317,SNCB,14,-4.6959,20,-4.3479,86,-2.1072,589,1.29288,141,-1.3823,699,1.44725
ENSG00000048140,TSPAN17,7,-1.4844,0,-4.9553,1,-3.6775,40,1.83563,2,-3.3451,33,0.97630
ENSG00000113763,UNC5A,3,-3.0168,1,-4.7487,2,-3.7639,74,3.81591,5,-2.4105,11,-1.3239
ENSG00000165671,NSD1,75,0.30286,54,-0.2395,168,1.72308,67,0.16009,29,-1.1880,20,-1.8222
ENSG00000169230,PRELID1,39,-0.9991,50,-0.6807,25,-1.6673,92,0.46042,84,0.19237,110,0.74322
ENSG00000169223,LMAN2,9,-2.3183,46,0.07956,11,-2.1120,52,0.34922,74,0.86797,49,0.19440
ENSG00000131188,PRR7,11,-1.3695,13,-1.2875,2,-3.6963,48,1.29227,29,0.05240,34,0.35241
ENSG00000113758,DBN1,7,-3.1984,11,-2.6245,57,-0.0283,100,1.30994,73,0.36604,61,0.09203
ENSG00000183258,DDX41,7,-2.6062,17,-1.4850,28,-0.6152,60,0.84732,55,0.45910,55,0.52519
ENSG00000184840,TMED9,48,-0.0564,28,-0.9268,13,-2.0318,66,0.65612,69,0.54146,54,0.16124
ENSG00000204677,FAM153CP,17,-1.2906,9,-2.2990,23,-0.8089,91,2.40126,8,-2.3355,26,-0.6995
ENSG00000145916,RMND5B,19,-0.1492,15,-0.5804,9,-1.2764,29,0.74409,27,0.44547,18,-0.2617
ENSG00000145912,NHP2,55,-1.0987,120,0.13340,48,-1.2938,126,0.25504,84,-0.4495,155,0.62664
ENSG00000197451,HNRNPAB,55,0.05170,55,0.03199,44,-0.3257,50,-0.1619,73,0.50651,53,-0.0142
ENSG00000113240,CLK4,45,0.74177,29,0.02060,8,-1.8149,34,0.39566,34,0.31569,18,-0.7632
ENSG00000176783,RUFY1,43,0.76342,19,-0.5877,46,0.87340,20,-0.5512,53,1.11379,15,-1.0247
ENSG00000169045,HNRNPH1,79,-0.3471,101,0.04266,117,0.28184,105,0.14325,107,0.13109,82,-0.3273
ENSG00000127022,CANX,588,0.52502,499,0.28785,631,0.64260,348,-0.4033,452,0.09372,277,-0.7456
ENSG00000161013,MGAT4B,17,-1.1190,21,-0.8803,27,-0.4242,44,0.47845,42,0.29470,46,0.50206
ENSG00000161011,SQSTM1,104,-0.4239,144,0.10276,37,-1.9722,156,0.29080,164,0.29993,150,0.17450
ENSG00000161010,MRNIP,27,0.49033,11,-0.8924,3,-2.5036,34,1.33299,10,-1.0115,15,-0.4390
ENSG00000197226,TBC1D9B,85,0.05518,113,0.59551,18,-2.2766,76,-0.1548,156,1.07629,54,-0.7153
ENSG00000113269,RNF130,191,0.28842,371,1.78634,90,-0.8883,92,-1.0310,155,-0.0500,72,-1.3281
ENSG00000050748,MAPK9,43,-1.8110,38,-2.1034,79,-0.8954,228,1.13065,98,-0.5683,215,0.80598
ENSG00000131446,MGAT1,24,-0.4356,24,-0.5287,30,-0.0975,36,0.19793,41,0.38156,37,0.22634
ENSG00000278970,HEIH,22,-0.2048,32,0.40966,15,-0.8521,21,-0.3912,39,0.69841,26,0.05120
ENSG00000250222,AC008443.5,23,-0.5223,30,-0.1114,27,-0.2764,19,-1.0025,74,1.43313,40,0.40917
ENSG00000146063,TRIM41,52,0.19006,75,0.94311,71,0.70973,32,-0.6874,23,-1.0851,34,-0.5121
ENSG00000204628,RACK1,298,-0.0718,400,0.46577,199,-0.7063,235,-0.5516,409,0.44243,353,0.22861
ENSG00000248275,TRIM52-AS1,27,-0.1663,40,0.54951,25,-0.2585,24,-0.4132,38,0.36211,28,-0.1050
ENSG00000112679,DUSP22,34,-0.1212,58,0.88644,9,-2.0158,29,-0.4124,51,0.54697,33,-0.1753
ENSG00000124535,WRNIP1,23,-0.8629,32,-0.4335,12,-1.8582,58,0.79570,69,0.88169,32,-0.3927
ENSG00000124570,SERPINB6,83,0.50761,123,1.42563,38,-0.7463,20,-1.9654,87,0.58302,48,-0.4126
ENSG00000124588,NQO2,22,-1.1305,30,-0.7701,32,-0.6054,62,0.59951,56,0.28049,57,0.36202
ENSG00000137267,TUBB2A,28,-3.9650,59,-3.0551,72,-2.6108,805,1.77631,339,-0.2855,543,0.54674
ENSG00000137285,TUBB2B,120,-0.1936,119,-0.2349,89,-0.6569,64,-1.3724,375,1.77026,173,0.44214
ENSG00000180822,PSMG4,11,-1.4305,17,-0.7940,44,0.75399,27,-0.0239,25,-0.1400,40,0.69748
ENSG00000137266,SLC22A23,33,-0.2592,56,0.68989,7,-2.5636,40,0.04945,68,0.94467,24,-0.7970
ENSG00000112739,PRPF4B,270,1.12125,121,-0.2377,228,0.82453,134,-0.0621,46,-1.6972,98,-0.5969
