Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000144401,METTL21A,14,-0.4227,18,-0.0888,8,-1.1988,23,0.33082,20,0.10727,8,-1.2710,23,0.39947,23,0.37676
ENSG00000178385,PLEKHM3,25,-0.9423,18,-1.4803,35,-0.4441,52,0.15932,48,0.01946,41,-0.2098,60,0.44802,59,0.47587
ENSG00000188674,C2orf80,14,-2.4232,37,-1.0134,107,0.63309,74,0.03767,10,-2.9778,17,-2.1820,60,-0.3071,138,1.53507
ENSG00000115020,PIKFYVE,46,0.48084,28,-0.3174,17,-1.0544,27,-0.3271,26,-0.4308,58,0.85688,28,-0.3546,39,0.28108
ENSG00000078018,MAP2,702,-1.7333,2202,0.01030,3761,0.88904,5252,1.48083,2750,0.36757,1770,-0.3330,2030,-0.1305,1189,-1.1071
ENSG00000144406,UNC80,57,-1.4810,102,-0.6004,128,-0.2468,197,0.44066,138,-0.1378,355,1.45230,136,-0.1655,134,-0.2259
ENSG00000197713,RPE,23,0.08928,15,-0.5292,26,0.28194,26,0.28297,27,0.36702,19,-0.1574,21,-0.0641,20,-0.1672
ENSG00000115365,LANCL1,277,0.75800,65,-1.5053,100,-0.8612,147,-0.2597,140,-0.3418,166,-0.0729,201,0.25942,205,0.34081
ENSG00000178568,ERBB4,37,-1.0985,107,0.54548,40,-1.0025,53,-0.5471,30,-1.4217,83,0.13864,97,0.44324,98,0.51715
ENSG00000144451,SPAG16,109,1.23255,78,0.66380,32,-0.7294,67,0.40553,45,-0.2238,34,-0.6510,52,0.02292,33,-0.8101
ENSG00000138363,ATIC,51,0.26308,36,-0.2842,59,0.49610,36,-0.2803,43,0.00216,61,0.56578,34,-0.4253,40,-0.1291
ENSG00000115414,FN1,27,0.68563,48,1.70086,74,2.59938,6,-1.5895,3,-2.6630,4,-2.1515,12,-0.5820,2,-3.1777
ENSG00000079246,XRCC5,124,-0.3036,139,-0.1201,109,-0.4957,108,-0.5143,91,-0.7683,170,0.19718,188,0.41023,178,0.34640
ENSG00000260804,LINC01963,5,-2.9940,23,-0.7963,27,-0.5836,41,0.07470,13,-1.6231,66,0.82176,52,0.49325,52,0.55611
ENSG00000197756,RPL37A,2525,0.61833,2984,0.90008,2716,0.74043,2315,0.47517,2290,0.45727,732,-1.3173,1398,-0.3622,871,-1.2308
ENSG00000115457,IGFBP2,0,-5.0480,17,-0.8394,3,-3.2197,41,0.53222,28,-0.0737,36,0.34877,20,-0.6160,52,1.30377
ENSG00000115461,IGFBP5,272,2.20364,175,1.35445,132,0.85779,6,-3.7359,13,-2.6913,44,-0.8710,5,-4.1648,69,-0.2415
ENSG00000079308,TNS1,107,3.31410,27,0.51988,23,0.27223,4,-2.2839,7,-1.4434,11,-0.8145,14,-0.5590,1,-3.7159
ENSG00000163466,ARPC2,94,-1.4019,170,-0.5100,327,0.52664,232,-0.0291,195,-0.2985,236,7.76728,251,0.11206,280,0.34731
ENSG00000127837,AAMP,63,-0.1990,60,-0.2755,36,-1.0379,39,-0.9191,80,0.18460,72,0.00939,76,0.11603,94,0.58059
ENSG00000127838,PNKD,93,-0.4591,125,0.00162,120,-0.0572,130,0.07179,112,-0.1631,83,-0.6364,129,0.05514,150,0.38287
ENSG00000144580,CNOT9,15,-0.7540,19,-0.4825,12,-1.1133,16,-0.7414,32,0.36612,25,-0.0293,32,0.43707,32,0.47045
ENSG00000163481,RNF25,16,-0.3113,15,-0.4206,19,-0.0198,14,-0.5094,26,0.44385,32,0.80389,12,-0.8210,23,0.33011
ENSG00000171450,CDK5R2,33,-1.6184,40,-1.3420,112,0.24734,87,-0.1503,88,-0.1267,145,0.67485,85,-0.1974,126,0.57143
ENSG00000115649,CNPPD1,53,1.72936,15,-0.3809,19,0.00909,6,-1.6345,16,-0.2903,13,-0.5734,7,-1.5180,24,0.49951
ENSG00000144567,RETREG2,75,-1.5251,135,-0.6479,147,-0.5086,152,-0.4636,253,0.34553,199,-0.0445,251,0.37340,261,0.51243
ENSG00000158552,ZFAND2B,17,-0.6741,28,0.04165,36,0.46133,15,-0.8738,15,-0.9015,28,0.02526,32,0.27874,32,0.32370
ENSG00000115657,ABCB6,4,-3.0381,23,-0.4239,26,-0.2729,19,-0.6895,22,-0.5195,39,0.38434,45,0.72363,37,0.42364
ENSG00000198925,ATG9A,58,-0.4052,56,-0.4689,75,-0.0204,49,-0.6599,64,-0.2529,77,0.02483,55,-0.5380,114,0.89380
ENSG00000115661,STK16,17,-0.1424,19,0.03101,29,0.68058,16,-0.2787,28,0.63249,11,-0.8166,14,-0.4705,20,0.07945
ENSG00000127824,TUBA4A,57,-2.9267,111,-1.9526,302,-0.4492,275,-0.5907,446,0.16481,497,0.33958,421,0.08285,631,0.99475
ENSG00000135924,DNAJB2,244,1.04735,90,-0.5646,173,0.46987,71,-0.9198,132,0.02747,163,0.36425,68,-1.0660,138,0.13061
ENSG00000054356,PTPRN,43,-2.3589,112,-0.9467,160,-0.4008,152,-0.4839,187,-0.1564,296,0.57701,205,-0.0188,306,0.84444
ENSG00000072195,SPEG,23,0.27561,18,-0.1002,34,0.91122,5,-2.0172,13,-0.6562,22,0.22226,16,-0.3433,22,0.26817
ENSG00000123989,CHPF,37,-0.6340,53,-0.1107,49,-0.2299,43,-0.4370,25,-1.2517,76,0.47732,25,-1.3194,96,1.20162
ENSG00000124006,OBSL1,18,-0.9412,55,0.75785,46,0.47535,27,-0.3347,10,-1.8462,28,-0.3286,35,0.06687,40,0.33225
ENSG00000114923,SLC4A3,17,-1.4884,40,-0.2023,37,-0.3002,56,0.32473,15,-1.6256,23,-1.0479,61,0.53370,63,0.69826
ENSG00000116106,EPHA4,14,-3.6242,48,-1.8262,93,-0.8334,122,-0.4199,80,-1.0616,111,-0.5585,247,0.82249,263,1.12799
ENSG00000163082,SGPP2,1,-3.7987,24,0.12504,12,-0.9422,24,0.14146,8,-1.5104,14,-0.6953,24,0.14400,37,1.16341
ENSG00000116120,FARSB,21,-1.4091,37,-0.5860,36,-0.6261,28,-1.0041,66,0.31531,52,-0.0493,54,-0.0034,82,0.90589
ENSG00000123983,ACSL3,118,-1.0603,124,-0.9820,225,-0.0620,155,-0.6362,192,-0.3138,224,-0.0696,267,0.23700,334,0.76477
ENSG00000171951,SCG2,71,-2.2570,185,-0.8264,192,-0.7720,159,-1.0605,160,-1.0535,467,0.63165,431,0.56746,460,0.81328
ENSG00000085449,WDFY1,49,0.26848,18,-1.2078,35,-0.2238,24,-0.8397,48,0.26100,32,-0.3743,61,0.72722,41,-0.0079
ENSG00000135900,MRPL44,31,-0.1227,25,-0.4955,30,-0.1737,24,-0.5277,59,0.89643,44,0.41340,23,-0.6554,38,0.22853
ENSG00000135919,SERPINE2,66,-1.1792,263,1.00556,321,1.35684,27,-2.4740,36,-2.0631,91,-0.7024,20,-3.0630,242,1.19391
ENSG00000036257,CUL3,48,-0.9070,60,-0.5810,50,-0.8390,74,-0.2520,69,-0.3619,61,-0.5590,110,0.43561,124,0.76640
ENSG00000135905,DOCK10,147,3.74242,23,0.00686,13,-0.8279,4,-2.4139,22,-0.0529,19,-0.2745,3,-2.9896,6,-2.2494
ENSG00000168958,MFF,76,-0.2251,81,-0.1351,48,-0.9377,73,-0.3032,100,0.19368,87,-0.0204,93,0.08573,107,0.39303
ENSG00000173744,AGFG1,66,0.13172,40,-0.6591,65,0.11883,41,-0.5959,62,0.03178,82,0.48439,38,-0.7920,78,0.53766
ENSG00000153820,SPHKAP,4,-2.8249,18,-0.5763,2,-3.5066,26,-0.0292,12,-1.1224,19,-0.4852,76,2.29332,18,-0.6460
ENSG00000153823,PID1,23,-0.5822,22,-0.7013,10,-1.8005,26,-0.4230,36,0.06565,48,0.53506,59,1.02386,31,-0.1729
ENSG00000187957,DNER,250,0.91669,182,0.38860,76,-0.9672,53,-1.5196,106,-0.4637,109,-0.4216,207,0.68361,127,-0.2245
ENSG00000153827,TRIP12,105,-0.1301,85,-0.4586,102,-0.1775,96,-0.2724,103,-0.1624,136,0.27659,123,0.12199,128,0.23325
ENSG00000163053,SLC16A14,5,-2.0768,12,-0.9744,25,0.12224,15,-0.6344,19,-0.2559,25,0.13633,26,0.22011,33,0.75642
ENSG00000135932,CAB39,78,-0.8539,84,-0.7497,99,-0.4975,140,0.04375,92,-0.6082,77,-0.8670,163,0.33231,199,0.82821
ENSG00000135916,ITM2C,182,-0.8110,526,0.88059,420,0.50398,147,-1.1316,310,0.01519,218,-0.5373,271,-0.2160,345,0.23299
ENSG00000204128,C2orf72,33,0.44034,32,0.39155,33,0.42813,15,-0.7836,57,1.33444,23,-0.1563,17,-0.6681,17,-0.7276
ENSG00000173692,PSMD1,208,-0.2691,93,-1.4935,133,-0.9549,183,-0.4627,249,0.01736,368,0.64648,266,0.13594,316,0.51474
ENSG00000115053,NCL,1555,1.11611,596,-0.4462,587,-0.4716,634,-0.3509,608,-0.4164,962,0.30999,909,0.24370,655,-0.3676
ENSG00000187514,PTMA,5202,2.19019,1393,-0.1262,1582,0.07519,1054,-0.5599,1399,-0.1190,1222,-0.3306,1198,-0.3973,783,-1.1855
ENSG00000156973,PDE6D,14,-0.5079,40,1.18544,20,0.03492,18,-0.1045,10,-0.9786,15,-0.4021,16,-0.3173,21,0.19945
ENSG00000144524,COPS7B,30,0.43476,16,-0.5226,24,0.03881,21,-0.1660,7,-1.7198,22,-0.0792,27,0.28153,27,0.27589
ENSG00000135930,EIF4E2,67,0.04288,52,-0.3536,63,-0.0422,78,0.29678,31,-1.1267,48,-0.4851,91,0.60594,65,0.00126
ENSG00000115468,EFHD1,332,3.57255,82,0.63909,25,-1.1980,7,-3.0760,73,0.44870,19,-1.6412,17,-1.9125,12,-2.5152
ENSG00000204120,GIGYF2,221,1.05565,120,0.05554,66,-0.8695,123,0.08502,93,-0.3549,149,0.39606,128,0.16790,84,-0.6086
ENSG00000182600,SNORC,140,0.60079,494,3.10832,98,0.02587,8,-3.6277,154,0.75821,31,-1.7295,13,-3.1194,37,-1.6617
ENSG00000066248,NGEF,37,-2.6859,88,-1.4094,452,1.19217,168,-0.4223,130,-0.8207,191,-0.2235,146,-0.6995,357,1.06794
ENSG00000085978,ATG16L1,15,-0.2691,2,-3.2349,10,-0.7970,15,-0.2147,10,-0.8085,36,1.14388,15,-0.2503,25,0.74968
ENSG00000188042,ARL4C,15,-2.9945,164,0.58870,107,-0.1078,86,-0.4467,32,-1.9131,121,0.08989,195,1.01797,113,-0.0111
ENSG00000157985,AGAP1,288,1.15258,191,0.45785,160,0.17191,142,-0.0157,258,0.96301,114,-0.3646,109,-0.4690,70,-1.2950
ENSG00000132321,IQCA1,80,0.85776,56,0.27185,69,0.60477,11,-2.1960,87,0.99375,33,-0.5655,34,-0.5650,39,-0.3647
ENSG00000198612,COPS8,42,-1.4153,74,-0.5551,95,-0.1631,88,-0.2850,135,0.39953,110,0.06416,92,-0.2338,144,0.66070
ENSG00000124831,LRRFIP1,57,-0.8668,67,-0.6167,94,-0.1000,99,-0.0094,44,-1.2620,147,0.61920,103,0.04506,129,0.53081
ENSG00000132329,RAMP1,62,-0.4901,221,1.63521,108,0.38562,35,-1.3385,58,-0.5839,23,-1.9282,53,-0.7874,106,0.46284
ENSG00000184182,UBE2F,31,-0.5898,45,0.01212,49,0.12559,56,0.34820,39,-0.2088,16,-1.5776,57,0.41996,48,0.14829
ENSG00000132323,ILKAP,54,0.65897,18,-1.0428,63,0.94032,19,-0.9754,14,-1.4195,42,0.27546,28,-0.3823,42,0.31623
ENSG00000144485,HES6,34,-0.0459,75,1.25605,18,-1.0426,53,0.65831,41,0.26197,7,-2.2866,42,0.32665,24,-0.6658
ENSG00000204104,TRAF3IP1,47,-0.0189,54,0.18670,54,0.20083,73,0.70132,33,-0.5576,74,0.70466,36,-0.4630,39,-0.3904
ENSG00000065802,ASB1,48,0.87782,21,-0.4669,18,-0.6547,38,0.46404,48,0.86844,22,-0.4054,27,-0.0557,20,-0.6247
ENSG00000068024,HDAC4,21,-0.1755,20,-0.2350,27,0.18767,18,-0.3784,57,1.47114,43,0.98265,17,-0.5455,13,-1.0596
ENSG00000130414,NDUFA10,155,0.04503,100,-0.6326,116,-0.4053,104,-0.5803,100,-0.6340,138,-0.1371,167,0.18315,203,0.63252
ENSG00000172428,COPS9,292,-0.7875,671,0.52545,855,0.93338,681,0.55100,306,-0.7127,204,-1.3241,395,-0.3520,510,0.10271
ENSG00000063660,GPC1,38,-1.0682,89,0.22763,79,0.03981,39,-1.0312,92,0.28779,132,0.88026,48,-0.8053,94,0.41114
ENSG00000130294,KIF1A,350,-0.1769,384,-0.0317,276,-0.5463,538,0.51106,480,0.32325,372,-0.0839,413,0.09046,362,-0.1541
ENSG00000122085,MTERF4,26,-0.0367,33,0.35823,16,-0.7501,24,-0.1160,20,-0.3949,40,0.69461,16,-0.7977,32,0.41702
ENSG00000115685,PPP1R7,70,-1.1461,132,-0.1635,159,0.12142,147,-0.0029,122,-0.2915,95,-0.6760,172,0.27849,183,0.45306
ENSG00000115677,HDLBP,169,0.07156,131,-0.3245,128,-0.3634,180,0.17692,171,0.09640,135,-0.2749,190,0.29760,159,-0.0213
ENSG00000168385,SEPTIN2,328,1.90237,267,1.50767,116,0.09970,58,-0.9686,141,0.40650,66,-0.7870,48,-1.3434,43,-1.6195
ENSG00000115694,STK25,75,-0.5033,124,0.29047,115,0.17287,103,0.00013,84,-0.3294,102,-0.0217,76,-0.5249,127,0.43054
ENSG00000176720,BOK,198,3.68403,3,-3.1736,7,-2.2613,19,-0.7489,49,0.69974,15,-1.1560,19,-0.7990,6,-2.7129
ENSG00000176946,THAP4,23,-0.8341,38,-0.0790,65,0.79865,18,-1.1873,39,-0.0318,53,0.46010,40,0.00376,41,0.03766
ENSG00000168397,ATG4B,28,-0.6409,26,-0.7516,45,0.06471,35,-0.3105,26,-0.7457,63,0.61199,36,-0.3099,59,0.66888
ENSG00000168395,ING5,44,0.28148,37,0.04304,44,0.30873,23,-0.7168,29,-0.3526,35,-0.0511,51,0.60681,29,-0.4349
ENSG00000134121,CHL1,77,-1.9598,148,-0.9797,230,-0.3079,224,-0.3502,111,-1.4162,375,0.47026,271,-0.0597,458,1.10023
ENSG00000144619,CNTN4,26,-1.3775,20,-1.7624,41,-0.6894,61,-0.0822,40,-0.7105,105,0.80079,77,0.32120,86,0.62461
ENSG00000113851,CRBN,90,-0.0554,48,-1.0116,36,-1.4575,80,-0.2306,93,-0.0023,97,0.07719,127,0.58149,107,0.29796
ENSG00000175928,LRRN1,8,-1.1792,36,1.12542,24,0.43616,8,-1.1469,8,-1.1159,7,-1.3969,21,0.26978,21,0.35559
ENSG00000150995,ITPR1,56,-2.4992,253,-0.2505,420,0.55912,348,0.25449,237,-0.3511,423,0.57282,293,-0.0218,314,0.11150
ENSG00000134107,BHLHE40,33,-0.8332,62,0.13348,33,-0.8054,42,-0.4667,17,-1.7848,85,0.66225,49,-0.2441,84,0.85160
ENSG00000134108,ARL8B,90,-0.9286,124,-0.4446,85,-1.0188,130,-0.3761,215,0.42830,119,-0.5140,193,0.28347,222,0.62323
ENSG00000196277,GRM7,0,-8.1215,12,-0.7556,16,-0.3289,12,-0.6677,1,-3.5005,17,-0.1791,31,0.86584,31,1.02375
ENSG00000196220,SRGAP3,31,-1.1244,53,-0.3009,51,-0.3457,46,-0.5218,30,-1.1679,120,1.03247,70,0.14653,79,0.41388
ENSG00000206573,THUMPD3-AS1,27,0.21633,24,0.01302,38,0.77306,26,0.14915,14,-0.8007,35,0.66146,22,-0.0921,17,-0.6293
ENSG00000134077,THUMPD3,37,-0.1167,32,-0.3204,24,-0.7564,31,-0.3718,39,-0.0327,21,-0.9895,55,0.58389,48,0.37328
ENSG00000168137,SETD5,156,1.40624,45,-0.6312,49,-0.5077,41,-0.7701,41,-0.7616,123,0.97882,81,0.32562,42,-0.8666
ENSG00000156959,LHFPL4,3,-3.4606,28,-0.1825,29,-0.1544,37,0.22985,35,0.18135,27,-0.2305,31,-0.0218,42,0.60157
ENSG00000134072,CAMK1,22,-1.6835,37,-0.9120,109,0.79145,45,-0.6037,64,-0.0618,60,-0.1720,85,0.42184,77,0.27219
ENSG00000171148,TADA3,58,-0.3931,87,0.23431,75,-0.0004,80,0.09568,108,0.58164,42,-0.8913,84,0.19946,69,-0.1550
ENSG00000241553,ARPC4,69,-0.9057,91,-0.4854,94,-0.4281,108,-0.2150,150,0.30388,116,-0.1091,140,0.21930,152,0.41874
ENSG00000156990,RPUSD3,21,-0.8064,19,-0.9684,54,0.65000,25,-0.6017,24,-0.6584,62,0.86490,42,0.26960,37,0.01582
ENSG00000171135,JAGN1,26,0.43795,21,0.07622,16,-0.2970,10,-1.0421,22,0.16686,16,-0.3677,16,-0.3793,25,0.48997
ENSG00000163703,CRELD1,26,-1.3562,50,-0.3652,33,-1.0122,50,-0.3570,25,-1.4269,67,0.10020,53,-0.2973,113,1.32782
ENSG00000163704,PRRT3,8,-2.4303,25,-0.7708,38,-0.1535,42,0.00939,34,-0.3071,62,0.64623,28,-0.6323,64,0.93153
ENSG00000125037,EMC3,50,-1.1235,82,-0.3700,77,-0.4756,68,-0.6564,90,-0.2289,91,-0.2038,123,0.29642,147,0.73713
ENSG00000254999,BRK1,73,-1.4030,129,-0.5483,262,0.57484,170,-0.1231,193,0.07794,156,-0.2554,203,0.17610,210,0.27663
ENSG00000157014,TATDN2,25,-0.7173,36,-0.1833,65,0.76789,32,-0.3733,45,0.16800,63,0.69739,27,-0.6899,42,0.07352
ENSG00000157020,SEC13,40,0.26370,25,-0.5138,44,0.38840,10,-1.7765,38,0.16959,24,-0.5370,33,-0.0833,43,0.48569
ENSG00000157087,ATP2B2,42,-3.2485,195,-1.0021,226,-0.7820,525,0.54832,274,-0.4854,453,0.30602,383,0.03936,545,0.81136
ENSG00000157103,SLC6A1,121,-0.4168,334,1.24524,170,0.12055,60,-1.4681,57,-1.5632,147,-0.1092,197,0.40137,151,-0.0845
ENSG00000197548,ATG7,21,-0.3020,22,-0.1793,14,-0.8330,33,0.41869,15,-0.8103,34,0.47709,27,0.13161,28,0.19848
ENSG00000144560,VGLL4,36,-0.1761,58,0.60207,46,0.20252,27,-0.5870,19,-1.1387,38,-0.0861,29,-0.5717,53,0.59557
ENSG00000157152,SYN2,91,-2.1674,128,-1.6620,246,-0.6822,361,-0.0892,479,0.36238,523,0.50535,567,0.73129,414,0.16019
ENSG00000075975,MKRN2,9,-1.3014,19,-0.1665,21,-0.0380,19,-0.2093,24,0.19249,20,-0.1329,25,0.29314,24,0.26541
ENSG00000132155,RAF1,36,0.43272,22,-0.3245,37,0.45135,15,-0.9299,12,-1.2000,39,0.54841,24,-0.2581,31,0.26730
ENSG00000144712,CAND2,15,-0.5551,13,-0.6816,17,-0.3236,9,-1.2906,33,0.70824,38,0.96652,23,0.12285,20,-0.0523
ENSG00000144713,RPL32,1561,0.53078,1871,0.83445,2272,1.17035,1621,0.59347,830,-0.4737,536,-1.1402,868,-0.4445,645,-1.0133
ENSG00000144711,IQSEC1,130,-1.0239,263,0.06350,275,0.13129,331,0.43484,289,0.21471,252,-0.0027,265,0.07983,237,-0.1256
ENSG00000163517,HDAC11,202,2.02802,53,-0.2620,37,-0.8182,79,0.35444,64,0.01452,42,-0.6393,46,-0.5242,42,-0.7686
ENSG00000163528,CHCHD4,6,-1.7636,16,-0.3706,24,0.21206,37,0.90447,9,-1.2567,13,-0.6997,33,0.86492,19,-0.1557
ENSG00000170876,TMEM43,25,0.48100,12,-0.6759,22,0.26989,8,-1.2502,29,0.71650,24,0.39402,13,-0.6010,20,0.09245
ENSG00000154767,XPC,121,1.90261,22,-0.8967,37,-0.1218,24,-0.8070,53,0.45546,37,-0.1434,41,0.03196,22,-1.0884
ENSG00000170860,LSM3,60,-0.5093,112,0.47856,142,0.87947,95,0.20815,49,-0.8176,46,-0.9061,83,-0.0018,81,-0.0408
ENSG00000154781,CCDC174,70,0.97954,18,-1.1622,27,-0.5629,35,-0.1350,68,0.91879,63,0.79290,46,0.33481,17,-1.4583
ENSG00000225733,FGD5-AS1,167,0.86147,116,0.26843,129,0.43447,101,0.04294,76,-0.4029,82,-0.2798,92,-0.1123,75,-0.5020
ENSG00000177463,NR2C2,22,-0.7474,39,0.09338,33,-0.1698,13,-1.5093,55,0.67144,42,0.24428,34,-0.1326,43,0.32744
ENSG00000131368,MRPS25,22,-1.4603,60,0.06244,55,-0.0829,58,-0.0047,46,-0.3593,62,0.11186,67,0.25650,67,0.28666
ENSG00000131381,RBSN,78,-0.0847,53,-0.6762,92,0.16485,72,-0.2146,123,0.64127,68,-0.3181,100,0.34127,75,-0.2014
ENSG00000131375,CAPN7,30,0.79643,25,0.48527,7,-1.4989,6,-1.6680,5,-1.7690,31,0.83984,29,0.85012,13,-0.6011
ENSG00000131370,SH3BP5,158,0.46268,35,-1.8647,71,-0.7945,63,-0.9711,172,0.59671,151,0.38927,164,0.59090,109,-0.1609
ENSG00000206562,METTL6,16,-0.1224,6,-1.5409,12,-0.6258,16,-0.1770,2,-3.2304,35,1.11700,19,0.13649,23,0.55623
ENSG00000144597,EAF1,25,-0.3693,15,-1.1222,21,-0.5774,18,-0.8268,31,-0.0319,36,0.21935,43,0.59912,37,0.34631
ENSG00000131373,HACL1,15,-0.1914,7,-1.3357,19,0.16577,13,-0.3575,9,-0.8745,21,0.31835,13,-0.4220,25,0.84960
ENSG00000206560,ANKRD28,50,0.24285,43,0.01872,43,0.00287,34,-0.3435,12,-1.8683,56,0.42638,44,0.04592,48,0.23599
ENSG00000131386,GALNT15,169,3.85771,56,1.28672,11,-1.2584,1,-4.6572,30,0.27053,4,-2.6476,0,-7.2473,4,-3.0538
ENSG00000154813,DPH3,22,-0.3902,33,0.23001,12,-1.2388,25,-0.1974,21,-0.4892,30,0.07870,44,0.78698,27,-0.0634
ENSG00000131378,RFTN1,7,-2.4260,33,-0.1043,40,0.22612,24,-0.5567,37,0.08547,54,0.69400,17,-1.1975,52,0.85853
ENSG00000154822,PLCL2,17,-1.4595,17,-1.4636,39,-0.1936,42,-0.0700,43,-0.0395,76,0.87979,58,0.48795,45,0.05858
ENSG00000131374,TBC1D5,84,0.23750,106,0.61792,78,0.12633,81,0.18604,76,0.09539,50,-0.5624,68,-0.0964,60,-0.3370
ENSG00000182568,SATB1,44,-2.1122,64,-1.5478,47,-1.9982,269,0.67684,179,0.01391,160,-0.1629,359,1.39393,155,-0.2504
ENSG00000144566,RAB5A,167,0.36499,125,-0.0889,90,-0.5988,103,-0.3957,156,0.25449,133,0.00311,130,-0.0364,142,0.13464
ENSG00000114166,KAT2B,137,2.07740,105,1.56816,40,-0.0514,22,-0.9590,50,0.29851,27,-0.6791,17,-1.4445,14,-1.8573
ENSG00000151789,ZNF385D,22,-1.6987,89,0.40531,47,-0.6008,52,-0.4606,73,0.07686,102,0.62133,105,0.76430,56,-0.4041
ENSG00000182247,UBE2E2,51,-0.8074,28,-1.7260,68,-0.3751,99,0.21912,139,0.76796,77,-0.1857,80,-0.1341,110,0.49680
ENSG00000170142,UBE2E1,76,0.30784,64,0.03932,55,-0.1939,49,-0.3719,76,0.30329,34,-0.9408,70,0.20296,65,0.06315
ENSG00000197885,NKIRAS1,19,-2.0191,31,-1.2939,35,-1.0848,63,-0.2048,83,0.24234,78,0.13258,100,0.61599,93,0.54254
ENSG00000174748,RPL15,646,-0.2021,953,0.41787,1111,0.67207,798,0.13050,809,0.15301,443,-0.7861,682,-0.1297,653,-0.2292
ENSG00000174738,NR1D2,38,-1.0391,48,-0.6895,56,-0.4563,60,-0.3551,49,-0.6485,81,0.12601,122,0.90845,83,0.20685
ENSG00000151090,THRB,22,-2.7182,73,-0.9350,153,0.21351,112,-0.2765,122,-0.1403,169,0.37581,195,0.69976,143,0.13665
ENSG00000077097,TOP2B,157,-0.2033,181,0.02846,159,-0.1825,103,-0.8486,77,-1.2947,220,0.33709,268,0.75607,176,-0.0218
ENSG00000151092,NGLY1,5,-1.7615,11,-0.7110,3,-2.6144,14,-0.4017,5,-1.7908,40,1.29009,25,0.56800,24,0.55332
ENSG00000033867,SLC4A7,42,-1.0605,107,0.38683,103,0.33003,114,0.49759,107,0.38474,127,0.67386,100,0.31345,41,-1.2799
ENSG00000187118,CMC1,14,-0.6714,21,-0.0823,31,0.54684,23,0.06865,30,0.52698,7,-1.6323,22,0.03228,23,0.12237
ENSG00000163512,AZI2,93,0.00127,74,-0.3481,46,-1.0730,164,0.92993,132,0.56545,58,-0.7168,119,0.44976,72,-0.4819
ENSG00000144642,RBMS3,7,-1.4543,65,2.18462,27,0.61155,8,-1.3233,31,0.81560,16,-0.2114,10,-0.9811,10,-1.0767
ENSG00000163527,STT3B,44,-0.4774,27,-1.2122,33,-0.9116,36,-0.8065,129,1.25169,105,0.89376,66,0.15978,53,-0.2545
ENSG00000152642,GPD1L,21,-1.5267,27,-1.1145,50,-0.1826,65,0.21702,27,-1.1200,42,-0.4524,81,0.66218,76,0.61589
ENSG00000144635,DYNC1LI1,31,-1.6052,36,-1.3603,41,-1.1573,55,-0.7297,52,-0.8148,66,-0.4523,145,0.92889,133,0.90019
ENSG00000170275,CRTAP,90,1.03118,80,0.83159,48,-0.0026,35,-0.4764,43,-0.1817,52,0.11258,26,-0.9887,43,-0.2311
ENSG00000153558,FBXL2,8,-2.4705,11,-2.0640,28,-0.6624,25,-0.8352,16,-1.4712,52,0.30817,68,0.86637,65,0.90850
ENSG00000153560,UBP1,35,-0.7537,35,-0.7483,56,-0.0202,48,-0.2492,54,-0.0726,80,0.56541,39,-0.6071,78,0.69294
ENSG00000163539,CLASP2,315,0.52723,118,-1.0058,188,-0.2982,201,-0.1947,263,0.23432,251,0.15702,242,0.11227,227,-0.0067
ENSG00000170248,PDCD6IP,32,-1.2050,22,-1.7669,46,-0.6792,42,-0.7877,66,-0.1129,108,0.68184,102,0.67576,86,0.40299
ENSG00000172995,ARPP21,92,-1.2941,103,-1.1190,207,-0.0496,266,0.34962,144,-0.6180,251,0.25743,256,0.32737,258,0.39143
ENSG00000178567,EPM2AIP1,91,-0.2108,46,-1.2351,70,-0.6264,71,-0.5954,138,0.45275,162,0.71991,123,0.29559,107,0.05748
ENSG00000093167,LRRFIP2,104,1.24360,33,-0.5998,50,0.02945,25,-1.0057,21,-1.2554,74,0.67073,62,0.42399,36,-0.5903
ENSG00000144674,GOLGA4,947,1.38047,338,-0.3281,277,-0.6344,378,-0.1508,278,-0.6271,641,0.70056,468,0.20860,262,-0.8565
ENSG00000144677,CTDSPL,15,-0.5746,40,0.95156,26,0.24009,16,-0.5239,30,0.47452,35,0.71055,12,-1.0748,20,-0.1984
ENSG00000060971,ACAA1,59,0.13823,56,0.07215,49,-0.1356,39,-0.4918,29,-0.9430,61,0.19673,64,0.31658,57,0.10132
ENSG00000172939,OXSR1,46,0.65699,22,-0.5107,18,-0.7778,26,-0.2594,18,-0.7599,51,0.82887,27,-0.1925,33,0.16925
ENSG00000114742,WDR48,45,-0.3163,58,0.06441,37,-0.6192,56,0.00632,45,-0.3266,50,-0.1685,61,0.16033,66,0.35470
ENSG00000114745,GORASP1,22,-0.0745,30,0.41895,32,0.54504,17,-0.4382,24,0.09958,25,0.17255,16,-0.6386,23,0.02596
ENSG00000144659,SLC25A38,9,-1.1357,14,-0.4972,21,0.15468,13,-0.6139,7,-1.5104,18,-0.1318,15,-0.3781,33,1.21415
