Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000214595,EML6,10,-1.5465,12,-1.2340,10,-1.5034,98,2.12706,26,-0.1204,53,1.00454,8,-1.9056,26,-0.1268,11,-1.4695,21,-0.4518,33,0.24143
ENSG00000115310,RTN4,1130,-0.8305,1019,-0.9862,1308,-0.6080,1525,-0.3723,2267,0.24975,2176,0.18428,1640,-0.2594,2815,0.60030,1756,-0.1531,2679,0.51918,2461,0.42655
ENSG00000143947,RPS27A,1870,1.03900,1306,0.44211,1178,0.27563,563,-0.8690,1010,0.03147,430,-1.2749,1589,0.76391,397,-1.3935,1560,0.73397,621,-0.7200,677,-0.6352
ENSG00000085760,MTIF2,57,0.07090,29,-0.9459,80,0.61386,63,0.22845,95,0.90113,80,0.62904,46,-0.2492,75,0.52525,18,-1.6667,37,-0.6025,36,-0.6956
ENSG00000115355,CCDC88A,1177,1.15238,256,-1.2605,246,-1.3182,1226,1.22318,566,-0.0479,1265,1.27776,617,0.08937,483,-0.2950,236,-1.3780,390,-0.6241,269,-1.2618
ENSG00000163001,CFAP36,128,-0.8195,152,-0.5592,297,0.49271,148,-0.6030,364,0.82935,258,0.26464,163,-0.4479,256,0.25266,242,0.16119,169,-0.4003,221,0.01965
ENSG00000275052,PPP4R3B,77,0.11770,65,-0.1390,63,-0.2006,72,0.00876,111,0.70817,117,0.79615,91,0.39195,51,-0.5158,43,-0.7779,77,0.12063,44,-0.7765
ENSG00000138035,PNPT1,28,-0.0475,30,0.09223,16,-0.8924,77,1.65319,29,0.04040,34,0.25658,35,0.29948,9,-1.6207,13,-1.1291,27,-0.1109,22,-0.4026
ENSG00000115380,EFEMP1,67,1.87041,104,2.77825,1,-4.0886,28,0.35160,8,-1.5133,11,-1.0683,7,-1.7380,3,-2.7842,3,-2.8176,6,-1.8468,14,-0.7268
ENSG00000055813,CCDC85A,12,-2.0394,44,-0.1851,59,0.30343,29,-0.8198,71,0.59127,50,0.03195,27,-0.8877,31,-0.7157,70,0.56576,46,-0.0914,75,0.75587
ENSG00000115392,FANCL,24,0.06794,14,-0.6774,4,-2.4266,27,0.30689,17,-0.4150,12,-0.9471,70,1.90582,16,-0.4731,10,-1.2659,32,0.57561,22,-0.0561
ENSG00000119866,BCL11A,49,-1.2138,47,-1.2699,79,-0.5029,132,0.30607,150,0.51153,129,0.26370,266,1.49159,72,-0.6361,72,-0.6337,91,-0.2814,109,0.01086
ENSG00000115421,PAPOLG,3,-2.3544,13,-0.4539,18,0.04116,19,0.17254,18,0.05033,17,-0.0038,21,0.30877,22,0.36725,16,-0.0960,18,0.08972,21,0.32097
ENSG00000162929,KIAA1841,14,-1.0004,10,-1.5876,29,0.03247,43,0.68925,12,-1.2122,58,1.19089,31,0.16400,58,1.17381,25,-0.1577,10,-1.5750,23,-0.3327
ENSG00000237651,C2orf74,57,-0.6843,88,-0.0151,116,0.41870,51,-0.8623,99,0.16766,100,0.18821,126,0.54906,67,-0.4388,87,-0.0371,72,-0.3321,103,0.25288
ENSG00000115464,USP34,119,0.20274,71,-0.5968,84,-0.3448,181,0.87957,109,0.05438,156,0.62988,79,-0.4359,125,0.27367,55,-0.9912,103,-0.0327,89,-0.2782
ENSG00000082898,XPO1,79,-0.2281,71,-0.4105,49,-0.9471,160,0.89646,80,-0.2248,108,0.25806,63,-0.5727,78,-0.2477,68,-0.4691,141,0.68688,103,0.19186
ENSG00000170264,FAM161A,36,0.04571,21,-0.7270,32,-0.1168,35,0.01862,53,0.68869,83,1.44313,22,-0.7045,36,0.07449,23,-0.6002,29,-0.2439,22,-0.7481
ENSG00000115484,CCT4,50,-1.9068,113,-0.6913,98,-0.9001,174,-0.0210,193,0.13786,110,-0.7289,139,-0.3657,231,0.42950,257,0.59962,206,0.24372,274,0.79935
ENSG00000173163,COMMD1,27,-0.5872,31,-0.3907,53,0.45699,26,-0.6287,39,-0.0115,19,-1.1227,28,-0.5264,39,-0.0254,50,0.35743,39,-0.0150,62,0.81744
ENSG00000170340,B3GNT2,9,-1.2093,11,-0.8491,11,-0.8747,28,0.53617,7,-1.4639,27,0.47296,13,-0.6234,18,-0.1651,22,0.15478,38,1.06414,27,0.53045
ENSG00000115504,EHBP1,115,-0.2449,79,-0.8253,146,0.12528,56,-1.3313,245,0.97160,250,1.00229,124,-0.1339,151,0.18102,93,-0.5689,142,0.07774,109,-0.3665
ENSG00000143951,WDPCP,28,0.35141,15,-0.5487,13,-0.7495,42,1.02765,20,-0.1656,27,0.32434,8,-1.4018,27,0.29157,18,-0.3073,25,0.20076,21,-0.1103
ENSG00000014641,MDH1,138,-2.3979,307,-1.2143,398,-0.8248,348,-1.0281,802,0.26350,186,-1.9571,406,-0.7960,1085,0.75534,1529,1.34299,601,-0.1931,1178,1.02127
ENSG00000169764,UGP2,195,-0.6241,349,0.28453,470,0.77023,211,-0.5001,396,0.48825,186,-0.6933,414,0.55845,304,0.06605,395,0.48335,127,-1.2640,227,-0.4275
ENSG00000119862,LGALSL,5,-2.3373,31,0.23452,18,-0.6015,36,0.49601,33,0.34881,17,-0.6187,24,-0.1249,13,-1.0325,45,0.84022,37,0.53612,28,0.13366
ENSG00000119844,AFTPH,54,-0.5386,54,-0.5528,54,-0.5569,67,-0.2094,116,0.65736,101,0.44065,64,-0.2849,82,0.09848,67,-0.2145,85,0.15745,89,0.26331
ENSG00000115902,SLC1A4,44,-0.8502,201,1.61787,32,-1.3301,88,0.23111,55,-0.4927,58,-0.4126,37,-1.1147,58,-0.4285,57,-0.4544,98,0.38740,94,0.37420
ENSG00000011523,CEP68,39,-0.7701,30,-1.1543,40,-0.7232,52,-0.3450,93,0.58329,81,0.35157,83,0.39734,56,-0.2271,51,-0.3684,71,0.15383,90,0.58453
ENSG00000138069,RAB1A,66,-1.2199,116,-0.3551,122,-0.2840,119,-0.3161,164,0.17736,94,-0.6858,141,-0.0612,149,0.03406,237,0.78050,174,0.27844,186,0.42923
ENSG00000138071,ACTR2,160,-1.0148,211,-0.5974,353,0.20262,232,-0.4508,281,-0.1558,372,0.28711,293,-0.0922,380,0.32157,324,0.06549,298,-0.0616,410,0.49860
ENSG00000198369,SPRED2,20,-0.6882,36,0.18982,35,0.13048,28,-0.2272,32,-0.0075,33,0.04034,20,-0.7329,28,-0.2058,59,0.96616,32,-0.0190,32,-0.0323
ENSG00000197223,C1D,32,-0.9362,66,0.13696,65,0.11609,36,-0.7914,65,0.11604,48,-0.3591,45,-0.4572,55,-0.1315,70,0.23753,52,-0.2249,94,0.81742
ENSG00000115946,PNO1,14,-0.0340,9,-0.6745,7,-1.0942,16,0.22176,17,0.28069,21,0.64835,5,-1.4802,14,0.04616,5,-1.4757,23,0.76348,19,0.50426
ENSG00000221823,PPP3R1,38,-1.4066,64,-0.6382,101,0.05882,75,-0.4037,89,-0.1354,111,0.21223,84,-0.2264,115,0.26229,80,-0.2986,136,0.53994,136,0.60438
ENSG00000119865,CNRIP1,58,-1.2668,139,0.05203,125,-0.1172,113,-0.2640,163,0.30746,56,-1.3282,170,0.37132,93,-0.5729,140,0.06987,151,0.18219,202,0.73900
ENSG00000169604,ANTXR1,63,2.25961,37,1.28446,8,-1.1195,24,0.53280,3,-2.3669,3,-2.3716,8,-1.0111,7,-1.2884,13,-0.4262,14,-0.2348,11,-0.6897
ENSG00000198380,GFPT1,16,-1.4955,38,-0.2158,48,0.11354,40,-0.1725,73,0.80129,52,0.26785,47,0.07950,52,0.27035,51,0.21053,34,-0.4132,40,-0.1689
ENSG00000169599,NFU1,20,-0.8933,32,-0.1805,34,-0.0798,18,-1.0627,41,0.21881,14,-1.3948,27,-0.4430,30,-0.2540,88,1.50265,40,0.18139,42,0.29726
ENSG00000115977,AAK1,104,-1.7123,167,-1.0094,314,-0.0479,389,0.29080,433,0.46696,391,0.30245,189,-0.8243,528,0.79026,282,-0.2136,372,0.22335,355,0.16454
ENSG00000087338,GMCL1,20,-0.3863,15,-0.8205,20,-0.3942,28,0.10104,47,0.94642,41,0.73696,14,-0.9246,41,0.73961,32,0.34266,12,-1.1320,20,-0.4060
ENSG00000124380,SNRNP27,120,0.01342,139,0.24899,152,0.39908,61,-1.0088,213,0.94871,251,1.23500,93,-0.3712,85,-0.5157,44,-1.5147,118,-0.0043,73,-0.7966
ENSG00000169564,PCBP1,123,-0.8664,206,-0.0819,164,-0.4349,196,-0.1593,232,0.10380,131,-0.7723,198,-0.1436,189,-0.2168,325,0.64689,245,0.19372,297,0.56421
ENSG00000116001,TIA1,31,-0.4344,23,-0.8735,10,-2.0389,147,2.23021,18,-1.2185,33,-0.3229,27,-0.6299,14,-1.6222,44,0.11379,25,-0.7269,58,0.64230
ENSG00000116005,PCYOX1,64,-0.7382,66,-0.6978,68,-0.6498,86,-0.2957,126,0.30546,183,0.92034,129,0.33951,126,0.31064,78,-0.4356,119,0.21021,100,-0.0586
ENSG00000143977,SNRPG,56,0.35552,89,1.10851,45,-5.3841,19,-1.2971,49,0.13469,23,-0.9934,38,-0.2580,38,-0.2599,71,0.73726,28,-0.7286,41,-0.1395
ENSG00000035141,FAM136A,11,-1.5953,28,-0.2191,28,-0.2574,40,0.30200,51,0.69414,35,0.11092,33,0.01584,46,0.52872,64,1.09556,13,-1.3484,22,-0.6649
ENSG00000075340,ADD2,63,-1.4596,102,-0.7361,196,0.27425,135,-0.3139,185,0.18127,313,1.04189,133,-0.3335,189,0.21322,125,-0.4349,173,0.07241,183,0.18313
ENSG00000144043,TEX261,24,0.82070,13,-0.1055,12,-0.2693,5,-1.4585,15,0.08780,9,-0.6857,5,-1.6280,14,-0.0412,17,0.27394,28,1.10463,14,0.01043
ENSG00000124357,NAGK,27,-0.5814,34,-0.2558,18,-1.1658,57,0.57170,16,-1.3270,28,-0.5384,61,0.68489,41,0.04568,68,0.87250,18,-1.1597,54,0.53803
ENSG00000124383,MPHOSPH10,67,-0.4214,39,-1.2158,54,-0.7518,71,-0.3351,124,0.54331,176,1.13626,59,-0.6056,129,0.61371,77,-0.2010,87,-0.0152,86,-0.0438
ENSG00000124374,PAIP2B,170,2.77604,7,-2.4031,23,-0.6733,17,-1.1859,21,-0.8149,9,-2.0554,126,2.13008,8,-2.2350,23,-0.7121,10,-1.8919,12,-1.7431
ENSG00000075292,ZNF638,307,0.20360,118,-1.2686,199,-0.4732,385,0.56749,400,0.62974,633,1.41320,267,-0.0216,260,-0.0589,118,-1.2595,251,-0.1146,152,-0.9477
ENSG00000003137,CYP26B1,4,-2.0449,3,-2.5640,19,0.11829,9,-1.0593,32,0.94453,6,-1.5125,56,1.96459,25,0.54334,18,0.07097,4,-2.2146,17,-0.0002
ENSG00000144036,EXOC6B,58,0.22303,37,-0.4432,58,0.24400,46,-0.1263,56,0.17890,51,0.01741,31,-0.7292,47,-0.0976,36,-0.4873,73,0.59711,53,0.11135
ENSG00000135638,EMX1,2,-3.2246,22,-0.1522,33,0.46395,17,-0.5488,40,0.79868,15,-0.7375,10,-1.2922,16,-0.6320,25,0.06088,34,0.52391,39,0.83650
ENSG00000144040,SFXN5,124,0.34464,357,2.21264,99,-0.0105,77,-0.4151,83,-0.2895,109,0.12985,28,-1.9056,46,-1.1705,95,-0.0779,76,-0.4356,53,-1.0344
ENSG00000135631,RAB11FIP5,15,-1.6797,46,0.00264,48,0.09010,18,-1.3925,26,-0.8434,33,-0.4870,53,0.21749,61,0.46731,86,1.03187,31,-0.6012,65,0.63967
ENSG00000272702,AC010913.1,9,-0.3826,26,1.25338,29,1.42359,2,-2.5173,7,-0.7096,13,0.10344,9,-0.4136,4,-1.4413,13,0.11450,16,0.40865,8,-0.6971
ENSG00000135632,SMYD5,6,-1.4934,15,-0.1913,13,-0.4059,19,0.15249,15,-0.1318,18,0.11537,17,0.04656,18,0.11969,15,-0.1861,32,1.04043,17,-0.0122
ENSG00000135617,PRADC1,16,-0.5150,38,0.82952,26,0.22622,10,-1.1365,20,-0.1884,23,0.01817,15,-0.6543,25,0.14209,35,0.69555,22,-0.0108,20,-0.1781
ENSG00000135624,CCT7,60,-1.2765,93,-0.6312,79,-0.8762,157,0.18847,171,0.31959,70,-1.0533,100,-0.5138,147,0.08271,175,0.35734,153,0.14333,235,0.96108
ENSG00000163013,FBXO41,80,0.12768,124,0.85390,104,0.56064,50,-0.5947,81,0.14766,109,0.64044,69,-0.0882,37,-1.0432,38,-1.0062,89,0.31068,49,-0.6614
ENSG00000135625,EGR4,3,-1.9093,12,-0.1364,6,-1.0784,9,-0.6810,9,-0.5974,14,0.04520,16,0.22168,8,-0.7964,5,-1.4074,37,1.65356,22,0.82407
ENSG00000116127,ALMS1,47,1.82470,7,-1.1594,6,-1.4556,28,0.92880,11,-0.4940,48,1.89995,2,-2.6242,5,-1.5447,9,-0.8007,10,-0.6849,7,-1.2846
ENSG00000144034,TPRKB,23,0.15213,20,-0.0781,14,-0.6209,16,-0.4231,33,0.74443,14,-0.6364,29,0.52762,19,-0.1359,20,-0.0300,19,-0.1057,21,0.03733
ENSG00000124356,STAMBP,76,1.13277,19,-1.0170,24,-0.6770,34,-0.1734,49,0.39654,51,0.46053,42,0.15197,32,-0.2868,25,-0.6551,46,0.27974,29,-0.4298
ENSG00000114956,DGUOK,34,-0.7990,48,-0.2533,48,-0.2701,46,-0.3076,54,-0.0634,38,-0.5977,55,-0.0573,50,-0.1935,89,0.71423,59,0.06613,80,0.60763
ENSG00000163170,BOLA3,61,-0.2734,87,0.27822,126,0.89325,28,-1.4576,93,0.39783,32,-1.2438,78,0.12228,58,-0.3558,127,0.90211,68,-0.0979,57,-0.4149
ENSG00000225439,BOLA3-AS1,9,-1.4145,25,0.00355,29,0.25454,26,0.08430,26,0.05278,22,-0.1491,25,0.00737,27,0.11571,34,0.52371,26,0.06202,24,-0.0687
ENSG00000114978,MOB1A,40,1.21635,22,0.27934,9,-1.0090,21,0.18505,23,0.31459,21,0.17492,8,-1.2222,19,0.05498,15,-0.2860,7,-1.4478,19,0.02682
ENSG00000204843,DCTN1,129,-1.3764,228,-0.5192,264,-0.2933,267,-0.2758,233,-0.4854,339,0.09860,344,0.12346,368,0.22943,343,0.11661,396,0.34927,455,0.64316
ENSG00000005448,WDR54,8,-2.0915,24,-0.5461,15,-1.2556,41,0.26364,34,-0.0488,19,-0.9165,43,0.34468,41,0.25416,42,0.31015,42,0.27754,54,0.78911
ENSG00000115274,INO80B,41,0.27097,32,-0.1259,32,-0.1046,28,-0.3360,37,0.09747,45,0.40128,29,-0.2581,38,0.14991,32,-0.1015,36,0.07652,32,-0.1201
ENSG00000239779,WBP1,88,0.98473,85,0.92613,59,0.33432,38,-0.3577,17,-1.5150,23,-1.0930,56,0.25386,18,-1.4328,76,0.73162,36,-0.4357,39,-0.3584
ENSG00000115289,PCGF1,13,-0.3693,9,-0.9134,23,0.47113,5,-1.6875,30,0.88046,21,0.29774,27,0.74737,18,0.06843,22,0.38433,16,-0.1314,10,-0.8033
ENSG00000115307,AUP1,36,-0.4992,34,-0.5655,25,-1.0254,65,0.42513,42,-0.2447,36,-0.4888,46,-0.1138,44,-0.1804,49,-0.0093,76,0.67744,71,0.63138
ENSG00000115317,HTRA2,20,-0.6689,28,-0.1553,41,0.48165,31,0.05196,23,-0.4022,17,-0.8584,15,-1.1005,38,0.32955,26,-0.2637,38,0.34381,45,0.67897
ENSG00000135622,SEMA4F,4,-2.8640,16,-0.8384,18,-0.6184,41,0.61011,4,-2.6987,23,-0.3098,17,-0.7801,33,0.27926,40,0.55934,44,0.72446,47,0.96665
ENSG00000115350,POLE4,94,0.62315,55,-0.2216,82,0.40708,58,-0.1458,56,-0.1841,20,-1.7112,119,1.02404,40,-0.7084,100,0.73664,35,-0.9011,51,-0.3758
ENSG00000115364,MRPL19,44,0.37877,35,0.01411,24,-0.5766,19,-0.8692,30,-0.1908,21,-0.7523,17,-1.0929,48,0.53581,42,0.31835,40,0.24926,46,0.52702
ENSG00000005436,GCFC2,16,0.05717,10,-0.5650,8,-0.8800,34,1.31047,12,-0.2861,9,-0.7216,1,-3.4031,9,-0.6975,13,-0.2028,19,0.33484,24,0.85273
ENSG00000176204,LRRTM4,6,-2.9365,28,-0.7305,31,-0.5507,34,-0.4071,37,-0.2678,65,0.60930,12,-1.9201,37,-0.2675,38,-0.2494,156,2.16810,45,0.00295
ENSG00000066032,CTNNA2,168,-0.3316,298,0.58218,195,-0.0973,112,-0.9434,238,0.21495,226,0.13643,73,-1.5900,329,0.74369,232,0.17731,169,-0.3154,224,0.13781
ENSG00000162951,LRRTM1,2,-3.6308,31,0.08456,16,-0.8838,13,-1.1763,23,-0.4037,24,-0.3260,28,-0.0879,13,-1.1813,46,0.70884,59,1.13485,49,0.91716
ENSG00000163541,SUCLG1,71,-0.7674,83,-0.5257,90,-0.4030,141,0.29530,137,0.25271,92,-0.3767,129,0.15136,163,0.52554,137,0.24832,73,-0.7266,144,0.36744
ENSG00000186854,TRABD2A,6,-2.0033,0,-5.8551,6,-2.0318,7,-1.7857,116,2.79543,28,0.17903,34,0.51884,34,0.51240,17,-0.5757,0,-8.8442,24,-0.0611
ENSG00000034510,TMSB10,1173,-1.2856,1481,-0.9353,3918,0.58540,1349,-1.0759,2917,0.11009,1531,-0.8852,6320,1.40106,2100,-0.4029,4157,0.68279,846,-1.7712,3424,0.40882
ENSG00000176407,KCMF1,44,-0.6888,76,0.14213,91,0.42028,39,-0.8653,55,-0.3614,87,0.36032,75,0.10966,84,0.29443,96,0.51122,55,-0.3757,66,-0.0806
ENSG00000152291,TGOLN2,97,-1.1536,109,-0.9792,164,-0.3535,168,-0.3097,206,0.00545,286,0.53003,234,0.20290,257,0.35395,138,-0.6200,240,0.24234,285,0.58262
ENSG00000042445,RETSAT,21,0.38700,33,1.07953,12,-0.5046,17,0.03118,7,-1.2882,7,-1.3447,14,-0.2201,30,0.95513,23,0.47926,10,-0.7482,13,-0.4093
ENSG00000168906,MAT2A,86,0.33059,55,-0.3482,16,-2.2177,180,1.58749,44,-0.7026,26,-1.4560,52,-0.4528,55,-0.3598,85,0.31932,66,-0.0784,85,0.34382
ENSG00000115486,GGCX,20,-0.5462,35,0.31014,14,-1.0191,42,0.59440,18,-0.7233,6,-2.1689,21,-0.4488,44,0.67587,25,-0.1980,23,-0.3593,48,0.92778
ENSG00000168899,VAMP5,56,2.45565,43,1.91795,13,-0.1124,8,-0.7043,4,-1.6779,13,-0.0908,8,-0.7312,0,-7.1469,7,-0.9526,2,-2.7569,5,-1.5442
ENSG00000168894,RNF181,44,-0.3356,72,0.43874,44,-0.3382,40,-0.4610,47,-0.2200,26,-1.1434,76,0.53534,45,-0.2895,84,0.70527,48,-0.2035,63,0.26940
ENSG00000168883,USP39,25,0.31457,21,0.08492,9,-1.1752,17,-0.2878,21,0.08685,10,-1.0230,14,-0.5052,24,0.25084,33,0.79074,17,-0.2126,25,0.36806
ENSG00000115525,ST3GAL5,69,-0.4354,90,-0.0157,71,-0.3713,133,0.60577,118,0.42162,70,-0.4082,61,-0.6249,95,0.06809,85,-0.1015,122,0.47021,88,-0.0489
ENSG00000068654,POLR1A,10,-0.8485,14,-0.3012,10,-0.8197,34,1.12830,25,0.57422,15,-0.1956,15,-0.2416,16,-0.1176,11,-0.6212,17,0.00372,19,0.20799
ENSG00000132300,PTCD3,63,0.04940,58,-0.0848,34,-0.8859,121,1.11836,69,0.18178,82,0.46532,43,-0.5466,66,0.12732,39,-0.6809,56,-0.1355,51,-0.3048
ENSG00000132305,IMMT,51,-1.1404,45,-1.3169,76,-0.5480,102,-0.0882,112,0.05861,95,-0.2001,78,-0.5071,203,1.02725,132,0.31817,77,-0.5094,162,0.73529
ENSG00000132313,MRPL35,30,-1.1491,48,-0.4222,49,-0.4013,61,-0.0715,108,0.85255,40,-0.6956,57,-0.1696,63,-0.0213,88,0.52464,85,0.46791,66,0.08070
ENSG00000068615,REEP1,31,-1.6663,50,-0.9857,85,-0.1654,117,0.33108,115,0.30316,83,-0.2141,71,-0.4428,150,0.73771,131,0.51531,89,-0.1042,108,0.22844
ENSG00000115548,KDM3A,31,0.01973,33,0.12259,27,-0.2031,32,0.06741,20,-0.6189,40,0.41327,17,-0.8408,24,-0.3877,34,0.17757,41,0.48105,33,0.15779
ENSG00000115561,CHMP3,245,-0.0681,289,0.18908,332,0.41146,112,-1.2694,261,0.03042,553,1.26856,165,-0.6817,288,0.18163,168,-0.6504,249,-0.0475,207,-0.3607
ENSG00000239305,RNF103,44,0.03584,22,-1.0369,37,-0.2151,52,0.30151,31,-0.5194,31,-0.5136,44,0.05719,48,0.18176,60,0.53899,55,0.40426,45,0.08973
ENSG00000153561,RMND5A,48,-0.1331,50,-0.0485,61,0.25070,46,-0.1662,69,0.46258,33,-0.6886,60,0.22411,29,-0.8814,44,-0.2474,75,0.58692,53,0.04544
ENSG00000172086,KRCC1,51,1.43981,22,0.10335,20,-0.0467,33,0.72244,12,-0.8030,34,0.76225,27,0.38240,10,-1.1048,4,-2.2624,21,-0.0175,9,-1.3824
ENSG00000172005,MAL,149,2.78172,57,0.94571,4,-3.0298,32,0.02824,6,-2.3682,12,-1.4441,79,1.50627,4,-2.8501,9,-1.9134,12,-1.4635,9,-1.9986
ENSG00000144029,MRPS5,58,-0.8620,74,-0.5095,74,-0.4978,136,0.44814,124,0.29550,136,0.44962,89,-0.2258,145,0.55751,85,-0.2965,102,-0.0077,104,0.02127
ENSG00000115041,KCNIP3,18,-0.9820,27,-0.4137,57,0.78917,49,0.54234,28,-0.3259,28,-0.3591,52,0.64582,15,-1.2831,29,-0.2914,39,0.18731,38,0.15516
ENSG00000115042,FAHD2A,23,-0.4864,23,-0.4937,18,-0.8685,70,1.27894,21,-0.6241,28,-0.1897,44,0.50030,31,-0.0179,25,-0.3517,26,-0.2933,36,0.21924
ENSG00000232931,LINC00342,71,0.19983,7,-3.2637,5,-3.5787,420,3.79117,8,-2.9908,158,1.54469,16,-2.0521,23,-1.4902,13,-2.3013,7,-3.1932,11,-2.7119
ENSG00000174501,ANKRD36C,270,0.83719,40,-2.1017,46,-1.8829,733,2.74871,73,-1.2019,474,1.83783,79,-1.0804,68,-1.3184,40,-2.0726,28,-2.6063,39,-2.2379
ENSG00000084090,STARD7,121,-0.0708,149,0.25816,108,-0.2465,80,-0.7049,87,-0.5906,99,-0.3841,107,-0.2705,114,-0.1634,178,0.53657,208,0.79539,136,0.11757
ENSG00000135956,TMEM127,28,-0.8348,40,-0.2878,29,-0.7766,53,0.14723,51,0.08849,44,-0.1327,27,-0.8889,43,-0.1966,47,-0.0337,93,1.05861,62,0.44989
ENSG00000144021,CIAO1,67,-0.9447,103,-0.2785,84,-0.5963,164,0.45350,120,-0.0532,159,0.40390,122,-0.0272,142,0.21901,113,-0.1445,131,0.08627,140,0.21336
ENSG00000144028,SNRNP200,57,-0.3908,69,-0.0754,46,-0.7173,102,0.53675,68,-0.0992,57,-0.3686,48,-0.6319,61,-0.2748,78,0.10038,66,-0.1629,111,0.76462
ENSG00000114982,KANSL3,32,0.27138,20,-0.4196,10,-1.3899,47,0.91038,8,-1.7084,23,-0.2130,13,-1.0215,33,0.32422,36,0.48504,24,-0.1574,36,0.53720
ENSG00000213337,ANKRD39,25,-0.3615,24,-0.4009,23,-0.4855,25,-0.3492,29,-0.1064,23,-0.4548,44,0.51063,24,-0.4006,58,0.96590,25,-0.3639,39,0.37536
ENSG00000144199,FAHD2B,15,-0.2542,25,0.52981,8,-1.1837,21,0.26948,14,-0.3740,11,-0.6713,10,-0.8392,8,-1.1079,34,1.05666,22,0.31031,22,0.38610
ENSG00000135976,ANKRD36,126,0.57665,16,-2.5456,34,-1.4363,417,2.84034,19,-2.2652,239,1.68723,33,-1.4885,36,-1.3551,36,-1.3286,19,-2.2864,39,-1.3130
ENSG00000230606,AC092683.1,7,-3.4136,17,-2.1470,10,-2.9478,417,3.36589,4,-4.0960,238,2.06874,28,-1.4230,44,-0.7317,31,-1.2774,11,-2.7947,26,-1.6263
ENSG00000196912,ANKRD36B,26,-1.0775,11,-2.3708,7,-2.9133,299,3.26915,9,-2.6326,154,1.80396,19,-1.5106,22,-1.2936,23,-1.2449,19,-1.5335,23,-1.3452
ENSG00000135940,COX5B,505,-0.5281,783,0.15472,1102,0.70841,305,-1.2879,773,0.13502,273,-1.4572,683,-0.0601,569,-0.3450,1435,1.15528,640,-0.1616,725,0.03646
ENSG00000115073,ACTR1B,34,-1.2441,60,-0.3681,60,-0.3837,93,0.29594,77,0.01453,30,-1.3982,66,-0.2311,107,0.53463,106,0.51619,88,0.22137,99,0.45457
ENSG00000075568,TMEM131,26,-1.1218,34,-0.7214,32,-0.8168,92,0.83828,60,0.13897,59,0.12337,62,0.20511,58,0.10922,28,-0.9874,84,0.69628,59,0.14669
ENSG00000040933,INPP4A,29,-1.5368,56,-0.5881,110,0.46564,91,0.17068,71,-0.2169,73,-0.1791,84,0.04690,70,-0.2431,111,0.48653,87,0.10327,99,0.34199
ENSG00000183513,COA5,53,-0.0347,63,0.23543,55,0.03068,28,-0.9879,87,0.75970,24,-1.1960,45,-0.2853,40,-0.4585,102,1.03645,38,-0.5514,57,0.07907
ENSG00000115446,UNC50,15,-1.1045,27,-0.1746,22,-0.5174,55,0.96674,34,0.17564,12,-1.3438,34,0.16739,19,-0.7384,37,0.29970,42,0.52442,34,0.19247
ENSG00000071073,MGAT4A,16,-1.2950,18,-1.1347,37,-0.0451,46,0.30743,21,-0.8671,56,0.62763,30,-0.3403,15,-1.3839,60,0.75406,78,1.19148,38,-0.0041
ENSG00000196872,KIAA1211L,30,-2.1075,85,-0.5665,126,0.03082,134,0.12676,47,-1.4507,178,0.58526,76,-0.7475,162,0.43637,82,-0.6259,201,0.78302,180,0.67642
ENSG00000135951,TSGA10,25,0.58504,16,-0.0925,12,-0.5517,18,0.08897,26,0.62956,45,1.59216,10,-0.8175,13,-0.4544,13,-0.3673,10,-0.8529,9,-0.9911
ENSG00000158411,MITD1,18,-0.0139,11,-0.8238,4,-2.2712,32,0.88743,11,-0.7205,21,0.19019,36,1.10830,19,0.06008,10,-0.8613,20,0.11960,19,0.05328
ENSG00000185414,MRPL30,21,-0.8873,21,-0.9163,45,0.24036,44,0.20948,70,0.97744,32,-0.2948,37,-0.0486,25,-0.6556,26,-0.5860,47,0.30715,46,0.32850
ENSG00000115514,TXNDC9,19,-0.1757,14,-0.6731,18,-0.2700,20,-0.0783,19,-0.1710,17,-0.3809,5,-2.1350,35,0.80752,16,-0.3915,18,-0.2572,37,1.02441
ENSG00000158417,EIF5B,741,0.89721,276,-0.6739,342,-0.3435,455,0.10338,408,-0.0671,708,0.82129,451,0.09057,547,0.39839,249,-0.8301,299,-0.5473,319,-0.4887
ENSG00000135945,REV1,37,-0.1406,27,-0.5991,17,-1.3193,77,1.05143,46,0.21490,83,1.19183,30,-0.4440,32,-0.3550,37,-0.1227,33,-0.2742,31,-0.4189
ENSG00000144218,AFF3,47,-0.4007,43,-0.5393,76,0.34851,102,0.82546,60,-0.0238,77,0.36486,78,0.37370,40,-0.6728,49,-0.3434,58,-0.0924,52,-0.2662
ENSG00000170500,LONRF2,56,-1.7846,135,-0.4699,213,0.24434,162,-0.1923,204,0.16982,201,0.15100,131,-0.5198,199,0.13574,150,-0.3044,258,0.54793,243,0.50441
