Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000144834,TAGLN3,108,-1.4608,54,-2.4731,122,-1.2730,103,-1.5289,340,0.32720,498,1.24004,383,0.48667,278,-0.0229,165,-0.8218
ENSG00000091972,CD200,108,0.28041,54,-0.7919,41,-1.1936,19,-2.3090,86,-0.0801,153,1.12936,54,-0.7761,107,0.26998,70,-0.4000
ENSG00000144848,ATG3,108,0.98567,164,1.72976,40,-0.5924,34,-0.8148,63,0.11374,43,-0.5597,25,-1.3101,56,-0.0667,22,-1.4499
ENSG00000176542,USF3,108,0.95188,59,-0.0320,77,0.40426,33,-0.9111,35,-0.8721,49,-0.3772,66,0.15178,65,0.12008,94,0.72863
ENSG00000121579,NAA50,108,0.77993,57,-0.2394,73,0.14065,53,-0.3551,55,-0.3060,75,0.23024,107,0.76483,24,-1.5236,41,-0.7511
ENSG00000114573,ATP6V1A,108,-1.5004,96,-1.6807,163,-0.8862,121,-1.3350,212,-0.5231,495,1.16014,466,0.76506,428,0.62373,187,-0.6752
ENSG00000181722,ZBTB20,108,-0.4642,566,2.39304,107,-0.4786,417,1.77881,52,-1.6419,43,-2.0595,46,-1.7457,41,-1.9036,230,0.73714
ENSG00000172020,GAP43,108,-3.8732,238,-2.7238,546,-1.5038,621,-1.3107,2079,0.63066,1066,-0.5840,4303,1.83318,2580,0.91907,1831,0.35463
ENSG00000185565,LSAMP,108,-1.9275,264,-0.5921,437,0.19452,285,-0.4760,221,-0.9231,360,-0.1336,964,1.52702,490,0.37632,569,0.62037
ENSG00000113845,TIMMDC1,108,1.59308,58,0.53522,51,0.32297,25,-0.7457,41,-0.0307,45,0.15511,0,-6.6640,31,-0.4545,8,-2.3692
ENSG00000138495,COX17,108,-0.1381,116,-0.0217,60,-1.0207,86,-0.4858,188,0.85064,149,0.46750,132,0.17780,45,-1.4449,44,-1.4806
ENSG00000082701,GSK3B,108,0.03380,48,-1.2124,112,0.09873,42,-1.4120,108,0.04099,135,0.49438,79,-0.4407,141,0.46144,116,0.14193
ENSG00000163428,LRRC58,108,0.57315,178,1.42767,77,0.03337,82,0.12353,47,-0.7873,48,-0.8067,62,-0.3046,54,-0.5192,106,0.54385
ENSG00000065518,NDUFB4,108,-0.6994,148,-0.2178,56,-1.6697,197,0.23258,274,0.87560,230,0.61109,142,-0.2780,93,-0.9261,59,-1.6070
ENSG00000144840,RABL3,108,1.72952,32,-0.2721,17,-1.2210,43,0.16802,27,-0.5650,41,0.11307,4,-3.3062,39,0.01688,42,0.13456
ENSG00000145087,STXBP5L,108,-0.3957,24,-2.5947,267,1.06218,29,-2.3635,78,-0.9540,164,0.32005,191,0.50156,243,0.90212,162,0.24023
ENSG00000173230,GOLGB1,108,-2.4609,596,0.10912,1304,1.41766,213,-1.4608,211,-1.5662,260,-1.3328,857,0.69663,1066,1.06369,1327,1.44910
ENSG00000114023,FAM162A,108,0.22823,72,-0.4049,50,-0.9603,74,-0.3689,92,-0.0344,116,0.42592,116,0.34593,88,-0.0844,83,-0.1884
ENSG00000114030,KPNA1,108,0.31160,85,-0.0728,136,0.68933,72,-0.3329,64,-0.5331,92,0.08165,38,-1.2871,101,0.21337,118,0.44956
ENSG00000173175,ADCY5,108,1.36394,58,0.31388,57,0.30111,45,-0.0687,45,-0.0790,40,-0.2936,5,-3.1558,17,-1.5090,65,0.50577
ENSG00000206527,HACD2,108,0.74207,112,0.79671,39,-0.8427,53,-0.3864,35,-1.0899,72,0.10996,77,0.18626,75,0.16151,67,-0.0276
ENSG00000065534,MYLK,108,0.46711,221,1.70286,168,1.20818,108,0.46993,33,-1.4165,29,-1.7488,87,0.11962,43,-0.9582,77,-0.0628
ENSG00000160145,KALRN,108,-0.9646,46,-2.2373,255,0.36495,97,-1.1243,221,0.14912,254,0.45352,202,-0.0019,203,0.00162,317,0.71896
ENSG00000163848,ZNF148,108,0.07693,121,0.25382,144,0.53836,91,-0.1956,76,-0.5072,69,-0.7156,110,0.10611,103,0.00865,197,1.06211
ENSG00000114520,SNX4,108,1.24237,64,0.37898,39,-0.4179,53,0.08702,35,-0.6160,54,0.10923,32,-0.6994,23,-1.1999,57,0.19959
ENSG00000114544,SLC41A3,108,0.88711,14,-2.1734,91,0.60307,42,-0.5969,53,-0.2613,92,0.80767,29,-1.1359,41,-0.6560,39,-0.7132
ENSG00000159685,CHCHD6,108,0.87807,20,-1.7168,15,-2.1306,46,-0.4649,72,0.23218,86,0.63896,58,-0.1075,54,-0.2242,49,-0.3671
ENSG00000114554,PLXNA1,108,1.56116,0,-8.6565,35,-0.3077,36,-0.2457,27,-0.7245,68,1.01399,2,-4.2843,41,-0.0336,26,-0.7255
ENSG00000114631,PODXL2,108,0.25851,36,-1.4191,78,-0.2481,77,-0.2750,89,-0.0459,136,0.82393,64,-0.5558,80,-0.2099,70,-0.4215
ENSG00000114626,ABTB1,108,0.96281,15,-2.0744,12,-2.3574,43,-0.5095,51,-0.2700,80,0.59316,83,0.53636,92,0.69171,21,-1.5801
ENSG00000074416,MGLL,108,-0.6930,61,-1.5580,123,-0.4886,308,0.97480,130,-0.4473,226,0.59038,178,0.08360,130,-0.4063,183,0.12561
ENSG00000058262,SEC61A1,108,1.39886,75,0.76505,59,0.37913,68,0.61932,38,-0.3400,41,-0.2296,0,-6.8990,20,-1.2437,27,-0.8186
ENSG00000163902,RPN1,108,0.76550,51,-0.4168,67,0.00891,60,-0.1610,52,-0.4157,80,0.33983,3,-4.4323,74,0.14781,97,0.59339
ENSG00000075785,RAB7A,108,-0.7645,176,-0.0160,141,-0.3551,197,0.16159,185,0.06866,229,0.51003,198,0.16998,159,-0.1753,97,-0.9315
ENSG00000169714,CNBP,1338,2.80831,260,-0.1481,205,-0.5199,283,-0.0192,186,-0.7182,212,-0.5538,187,-0.6533,55,-2.4708,99,-1.6068
ENSG00000181789,COPG1,108,1.01183,23,-1.3694,41,-0.5320,9,-2.7577,41,-0.5800,86,0.82580,27,-1.1763,101,0.89636,46,-0.3662
ENSG00000183624,HMCES,108,1.09261,8,-2.7791,12,-2.2336,47,-0.2624,52,-0.0841,63,0.24393,118,1.24605,27,-1.0903,50,-0.1638
ENSG00000184897,H1FX,108,-0.3444,77,-0.8628,92,-0.5914,78,-0.8476,182,0.53672,208,0.91260,107,-0.3647,28,-2.3565,140,0.06353
ENSG00000129071,MBD4,108,0.92586,95,0.71552,72,0.26050,41,-0.6036,50,-0.3408,47,-0.4828,47,-0.3891,91,0.63534,37,-0.7713
ENSG00000004399,PLXND1,108,1.99048,17,-1.0511,24,-0.4831,29,-0.2307,54,0.87866,24,-0.5767,3,-3.4936,32,-0.0947,8,-2.0389
ENSG00000172765,TMCC1,108,1.02248,65,0.18524,45,-0.3722,64,0.17401,38,-0.6867,52,-0.1988,76,0.45221,46,-0.3289,54,-0.1016
ENSG00000017260,ATP2C1,108,0.20148,85,-0.1681,83,-0.2189,35,-1.4977,62,-0.6966,153,1.01323,64,-0.6092,128,0.47089,53,-0.8925
ENSG00000198585,NUDT16,108,0.51138,54,-0.5688,57,-0.4885,74,-0.0922,98,0.39037,54,-0.6683,139,0.93484,94,0.28440,56,-0.5286
ENSG00000114686,MRPL3,108,1.47419,29,-0.6587,23,-1.0228,21,-1.0921,45,0.01675,59,0.58897,49,0.17299,25,-0.8684,9,-2.3469
ENSG00000196353,CPNE4,108,1.41025,2,-4.4920,20,-1.2652,6,-2.8410,23,-1.1155,68,0.81458,44,-0.0565,89,1.07072,32,-0.5731
ENSG00000138246,DNAJC13,108,1.28206,39,-0.3765,82,0.80360,21,-1.3016,29,-0.8742,53,0.15072,8,-2.7024,54,0.13635,64,0.41197
ENSG00000081307,UBA5,108,1.30434,43,-0.1850,39,-0.3308,41,-0.2620,50,0.05793,52,0.11185,21,-1.2973,49,0.00016,28,-0.8321
ENSG00000091527,CDV3,108,-0.1531,163,0.49552,69,-0.8259,119,0.00101,156,0.47445,105,-0.2326,49,-1.3513,97,-0.3159,197,0.81328
ENSG00000163781,TOPBP1,108,1.70756,30,-0.3942,32,-0.3040,31,-0.3515,34,-0.2178,31,-0.4041,12,-1.7852,57,0.59386,36,-0.1246
ENSG00000091513,TF,108,-1.1908,2346,5.73360,89,-1.4827,52,-2.2726,22,-3.6081,48,-2.6102,12,-4.3965,6,-5.2742,24,-3.4058
ENSG00000144867,SRPRB,108,1.26116,17,-1.5911,13,-2.0380,44,-0.1945,28,-0.9516,86,1.15422,9,-2.4734,77,0.68985,19,-1.4169
ENSG00000154917,RAB6B,1319,1.28415,89,-2.8624,341,-0.8839,249,-1.3587,594,-0.0361,854,0.70374,537,-0.1891,675,0.17030,316,-1.0004
ENSG00000114019,AMOTL2,108,1.12081,190,2.16257,82,0.65998,17,-1.7661,9,-2.7170,45,-0.3657,17,-1.7207,27,-1.0452,59,0.12071
ENSG00000129055,ANAPC13,108,0.66830,53,-0.4391,25,-1.5786,35,-1.0830,63,-0.2161,77,0.14247,175,1.50263,58,-0.3240,44,-0.7331
ENSG00000182923,CEP63,108,0.63550,109,0.65072,117,0.76388,48,-0.6289,32,-1.3157,55,-0.5167,69,-0.0768,88,0.30385,103,0.56467
ENSG00000154928,EPHB1,108,1.66786,15,-1.4865,15,-1.4602,44,0.16218,32,-0.3728,29,-0.6045,37,-0.1207,29,-0.5055,81,1.16368
ENSG00000114098,ARMC8,108,0.89566,51,-0.3092,39,-0.7054,32,-1.0254,40,-0.7101,87,0.70090,80,0.41061,56,-0.1638,36,-0.8444
ENSG00000158186,MRAS,108,-0.0014,38,-1.5918,88,-0.3214,176,0.78871,137,0.42547,109,0.01311,46,-1.2952,128,0.26926,112,0.04990
ENSG00000051382,PIK3CB,108,0.14083,81,-0.3115,53,-0.9363,41,-1.3440,93,-0.1076,128,0.52908,128,0.41880,117,0.27171,85,-0.2257
ENSG00000184432,COPB2,108,1.48363,67,0.66361,23,-1.0032,38,-0.2261,32,-0.5574,46,0.09786,1,-4.9786,40,-0.1673,51,0.21736
ENSG00000158258,CLSTN2,108,-0.5101,37,-2.0997,154,0.04311,25,-2.6572,57,-1.5506,270,1.28705,202,0.46902,284,1.04187,67,-1.2233
ENSG00000114120,SLC25A36,108,-0.1424,108,-0.1388,199,0.84224,55,-1.1734,81,-0.6404,130,0.17763,143,0.30089,160,0.48029,96,-0.3175
ENSG00000177311,ZBTB38,108,-0.4659,208,0.56413,214,0.61674,83,-0.8681,110,-0.4683,120,-0.3644,140,-0.0649,169,0.23384,248,0.85799
ENSG00000155903,RASA2,108,1.34195,20,-1.2817,103,1.25241,27,-0.8608,15,-1.8096,42,-0.2601,99,1.19609,48,-0.0030,13,-1.9042
ENSG00000114125,RNF7,108,1.00224,28,-1.1139,16,-1.9546,57,-0.0264,83,0.64657,78,0.58803,22,-1.4816,42,-0.5097,26,-1.2427
ENSG00000069849,ATP1B3,108,0.09222,59,-0.8462,139,0.49630,53,-0.9906,92,-0.1721,134,0.55370,66,-0.6742,141,0.52106,70,-0.5746
ENSG00000114126,TFDP2,108,0.91270,45,-0.4728,127,1.19409,65,0.10261,54,-0.2271,34,-1.0542,36,-0.8034,72,0.24549,74,0.29329
ENSG00000114127,XRN1,108,1.23561,88,0.88278,165,2.02189,18,-1.5503,25,-1.1472,24,-1.3224,21,-1.3491,26,-1.0060,62,0.32404
ENSG00000163714,U2SURP,108,-0.9394,348,0.90380,433,1.27996,116,-0.8275,104,-1.0602,141,-0.6307,91,-1.1921,253,0.37721,410,1.18491
ENSG00000163754,GYG1,108,1.53888,40,-0.1090,57,0.46459,44,0.05969,41,-0.0523,47,0.18901,3,-3.7612,28,-0.6499,8,-2.4102
ENSG00000071794,HLTF,108,0.58693,94,0.36442,96,0.40119,43,-0.8477,44,-0.8614,71,-0.0998,82,0.14843,49,-0.6353,123,0.79892
ENSG00000082996,RNF13,108,0.22059,390,2.53657,81,-0.2272,75,-0.3574,42,-1.2887,73,-0.4734,64,-0.6001,79,-0.2708,27,-1.8462
ENSG00000070087,PFN2,108,-2.1642,234,-1.0191,220,-1.1104,276,-0.7665,572,0.41081,783,1.18432,501,0.15506,368,-0.3288,248,-0.9284
ENSG00000196428,TSC22D2,108,0.47975,43,-0.9351,54,-0.5997,50,-0.7264,66,-0.3188,85,0.13280,86,0.11384,131,0.79788,97,0.31415
ENSG00000120742,SERP1,108,0.24839,110,0.27833,28,-1.8067,155,0.84247,100,0.13716,112,0.38909,75,-0.3266,40,-1.2550,54,-0.8101
ENSG00000144895,EIF2A,108,0.64963,78,0.11881,75,0.06627,46,-0.6937,59,-0.3437,62,-0.2729,131,0.97830,68,-0.0935,54,-0.4490
ENSG00000198843,SELENOT,108,-0.2929,135,0.05205,115,-0.1918,127,-0.0403,109,-0.3031,162,0.43952,184,0.55236,119,-0.1443,71,-0.9344
ENSG00000181788,SIAH2,108,1.81318,16,-1.2593,37,-0.0072,24,-0.6592,22,-0.8740,58,0.96876,0,-6.5396,31,-0.2526,8,-2.2434
ENSG00000144893,MED12L,108,1.66248,8,-2.4131,63,0.71609,12,-1.8106,26,-0.7004,46,0.28323,0,-5.6922,37,-0.1341,62,0.69291
ENSG00000152601,MBNL1,108,-0.0799,100,-0.2051,111,-0.0410,36,-1.7146,96,-0.2821,162,0.73291,100,-0.2011,119,0.07060,111,-0.0369
ENSG00000114790,ARHGEF26,108,1.65757,28,-0.5735,26,-0.6613,144,2.22231,8,-2.4531,6,-3.0907,30,-0.4646,20,-1.0227,92,1.36569
ENSG00000174953,DHX36,108,-0.7459,204,0.24140,292,0.82194,103,-0.8226,89,-1.1011,163,-0.1317,326,1.01318,131,-0.4493,270,0.69358
ENSG00000163655,GMPS,108,0.76809,30,-1.2355,57,-0.2577,39,-0.8163,40,-0.8597,70,0.07604,113,0.84582,67,0.00445,101,0.66152
ENSG00000169282,KCNAB1,1399,4.31573,21,-3.1664,52,-1.8783,22,-3.0950,55,-1.9030,106,-0.9434,132,-0.4899,60,-1.6602,51,-1.8923
ENSG00000114850,SSR3,108,0.45568,128,0.73605,88,0.12684,90,0.15732,53,-0.7126,93,0.26734,12,-2.7706,61,-0.4437,102,0.35864
ENSG00000163660,CCNL1,108,1.20295,105,1.15379,224,2.61437,34,-0.6602,29,-0.9276,17,-1.9105,1,-4.9956,22,-1.3120,20,-1.4617
ENSG00000174891,RSRC1,108,-0.4576,136,-0.1015,117,-0.3363,102,-0.5515,92,-0.7524,92,-0.8187,439,1.88482,146,0.00582,234,0.76951
ENSG00000168827,GFM1,108,1.46404,55,0.33076,31,-0.5455,34,-0.4171,34,-0.4738,51,0.24483,25,-0.8726,22,-1.0926,41,-0.1179
ENSG00000180044,C3orf80,108,0.90879,3,-4.1856,18,-1.8700,4,-3.7836,61,-0.0115,84,0.64518,128,1.19969,71,0.23055,30,-1.0863
ENSG00000068885,IFT80,108,1.30911,84,0.88204,38,-0.3770,30,-0.7493,37,-0.4771,39,-0.4001,24,-1.0631,55,0.19756,54,0.16574
ENSG00000186432,KPNA4,108,-0.0527,88,-0.3704,63,-0.8762,74,-0.6269,87,-0.4232,122,0.17946,196,0.91462,121,0.13070,148,0.44723
ENSG00000163590,PPM1L,108,-0.3630,50,-1.5122,132,-0.0563,66,-1.1112,91,-0.6662,160,0.31384,184,0.48034,234,0.86974,201,0.61791
ENSG00000169255,B3GALNT1,108,1.10565,18,-1.6995,66,0.29240,37,-0.5917,33,-0.8370,86,0.95093,20,-1.5408,27,-1.0576,57,0.07484
ENSG00000169251,NMD3,108,1.62238,29,-0.5312,61,0.63879,34,-0.2894,25,-0.7995,37,-0.1717,36,-0.1877,37,-0.1552,23,-0.8470
ENSG00000196542,SPTSSB,108,1.25082,0,-7.2580,23,-1.1553,0,-5.8851,23,-1.2568,62,0.41358,148,1.83081,84,0.83066,7,-2.8396
ENSG00000244128,LINC01322,108,1.53475,7,-2.6849,30,-0.5323,32,-0.4671,63,0.67882,17,-1.5287,53,0.32753,19,-1.2508,89,1.18668
ENSG00000114209,PDCD10,108,1.17796,72,0.50388,37,-0.5434,22,-1.2761,33,-0.7846,47,-0.1905,44,-0.2599,61,0.23974,78,0.62193
ENSG00000163536,SERPINI1,108,-2.3324,145,-1.8980,301,-0.8107,204,-1.3918,417,-0.3372,967,1.43850,605,0.27323,681,0.46290,330,-0.6700
ENSG00000173905,GOLIM4,108,-0.5944,332,1.21149,76,-1.1212,371,1.40882,89,-0.9542,27,-2.8942,215,0.48724,102,-0.6822,442,1.72933
ENSG00000008952,SEC62,1119,0.37497,1224,0.52080,997,0.18998,745,-0.2673,739,-0.3050,517,-0.9614,1013,0.21632,911,0.04666,1572,0.93553
ENSG00000173889,PHC3,108,1.56353,64,0.67527,57,0.46470,37,-0.2064,30,-0.5711,46,0.16744,14,-1.6486,4,-3.2540,24,-0.8417
ENSG00000163558,PRKCI,108,1.05145,26,-1.1465,95,0.83753,20,-1.5813,46,-0.3415,49,-0.2674,42,-0.4741,96,0.85406,52,-0.1236
ENSG00000136603,SKIL,108,0.31806,55,-0.7193,153,0.89234,35,-1.3865,51,-0.8969,73,-0.3449,118,0.46519,70,-0.3699,197,1.32772
ENSG00000013297,CLDN11,108,0.02613,987,5.21556,30,-1.9021,20,-2.4624,15,-3.0417,25,-2.4057,4,-4.7075,10,-3.4455,11,-3.3095
ENSG00000013293,SLC7A14,108,0.65517,65,-0.1459,83,0.23492,24,-1.6218,46,-0.7367,88,0.40728,28,-1.4146,92,0.39341,104,0.58703
ENSG00000154310,TNIK,108,-0.2711,159,0.33580,159,0.33425,225,0.90510,82,-0.7470,79,-0.8680,120,-0.1056,116,-0.1619,255,1.11765
ENSG00000144959,NCEH1,108,0.02663,8,-3.6986,51,-1.1187,41,-1.4303,81,-0.4491,152,0.73896,145,0.49961,174,0.79716,127,0.28846
ENSG00000169760,NLGN1,108,1.30541,51,0.05791,70,0.57112,36,-0.4797,30,-0.7830,40,-0.3631,60,0.33868,41,-0.2782,39,-0.3377
ENSG00000177565,TBL1XR1,108,-0.5653,151,-0.0482,172,0.16004,80,-1.0161,130,-0.3109,191,0.41220,151,-0.0478,217,0.53391,155,-0.0096
ENSG00000172667,ZMAT3,108,-0.9071,121,-0.7310,102,-0.9997,191,-0.0346,163,-0.3031,204,0.09157,392,1.14356,240,0.32793,247,0.37690
ENSG00000121879,PIK3CA,108,0.56874,36,-1.1453,108,0.56533,59,-0.3860,41,-1.0182,56,-0.5342,156,1.18202,118,0.70973,73,-0.0507
ENSG00000136522,MRPL47,108,1.46163,50,0.16923,18,-1.3563,37,-0.2718,34,-0.4669,51,0.26627,34,-0.4173,45,0.01400,22,-1.0412
ENSG00000136521,NDUFB5,108,-0.3171,48,-1.5333,77,-0.8241,106,-0.3480,113,-0.2647,181,0.63853,290,1.29308,88,-0.6333,102,-0.4073
ENSG00000114757,PEX5L,108,-1.2514,398,0.78187,253,0.04922,83,-1.6397,168,-0.6345,274,0.21392,274,0.17396,486,1.11850,185,-0.4373
ENSG00000163728,TTC14,1328,3.68818,158,-0.3989,551,1.66561,57,-1.9339,34,-2.7773,47,-2.4468,1,-6.8556,54,-2.0169,98,-1.1201
ENSG00000114416,FXR1,108,-0.3350,231,0.87994,135,0.00831,76,-0.8589,83,-0.7832,136,0.02901,94,-0.5505,186,0.51980,203,0.66901
ENSG00000205981,DNAJC19,108,1.07557,40,-0.5167,6,-3.1227,40,-0.5002,53,-0.0853,81,0.76696,50,-0.1595,48,-0.2369,27,-1.0764
ENSG00000242808,SOX2-OT,108,-1.4512,2210,4.38991,142,-1.0398,148,-0.9759,65,-2.2992,59,-2.5710,231,-0.3014,18,-4.0195,198,-0.5361
ENSG00000181449,SOX2,108,-0.5025,269,0.95413,171,0.20948,535,2.22050,45,-1.8966,53,-1.7657,199,0.45523,32,-2.3039,230,0.69227
ENSG00000043093,DCUN1D1,108,0.73097,80,0.25451,97,0.56320,43,-0.7160,55,-0.3702,58,-0.3113,62,-0.1512,82,0.28463,65,-0.0819
ENSG00000114796,KLHL24,108,0.51852,173,1.31868,153,1.10128,44,-0.8720,36,-1.2293,56,-0.6020,66,-0.2597,38,-1.0879,112,0.57343
ENSG00000163872,YEATS2,1399,5.16490,30,-2.4223,55,-1.5497,20,-2.9994,36,-2.2711,57,-1.6701,5,-4.9807,61,-1.3953,10,-3.9712
ENSG00000180834,MAP6D1,108,1.16564,179,2.09529,12,-2.2451,22,-1.3375,42,-0.3896,50,-0.0968,16,-1.7523,18,-1.6017,46,-0.2317
ENSG00000175193,PARL,108,1.65998,17,-1.2786,27,-0.6247,39,-0.0213,51,0.41946,40,-0.0109,5,-3.0634,39,-0.0421,24,-0.7488
ENSG00000114770,ABCC5,108,0.58130,26,-1.6012,102,0.49579,18,-2.1067,70,-0.1069,107,0.73965,69,-0.1404,76,0.02058,38,-1.0499
ENSG00000145191,EIF2B5,108,1.29390,31,-0.6851,34,-0.5733,26,-0.9519,38,-0.4473,57,0.27931,10,-2.2975,47,-0.0798,88,0.93937
ENSG00000161202,DVL3,108,1.72199,33,-0.2256,16,-1.3638,59,0.66771,35,-0.1539,47,0.39481,5,-3.0092,1,-4.5141,30,-0.3958
ENSG00000161203,AP2M1,108,-2.0566,159,-1.4890,296,-0.5517,272,-0.6796,522,0.37687,753,1.27036,372,-0.1992,320,-0.4313,237,-0.8904
ENSG00000163888,CAMK2N2,108,0.53574,26,-1.6174,18,-2.1338,63,-0.3163,135,1.03539,93,0.36663,62,-0.3479,38,-1.0621,62,-0.3465
ENSG00000175166,PSMD2,108,-0.6865,58,-1.6074,140,-0.2933,152,-0.1598,183,0.14485,202,0.35451,231,0.49997,216,0.39200,147,-0.2104
ENSG00000114867,EIF4G1,108,-0.1887,93,-0.4205,125,0.04085,144,0.26881,88,-0.5451,99,-0.3832,124,0.02706,135,0.15939,260,1.24474
ENSG00000175182,FAM131A,108,-0.1012,35,-1.7767,62,-0.9578,62,-0.9425,164,0.63285,186,1.02178,8,-3.8760,94,-0.3169,127,0.15022
ENSG00000163882,POLR2H,108,1.70925,25,-0.6955,29,-0.4748,25,-0.6790,31,-0.3783,60,0.89571,4,-3.2763,10,-2.0224,26,-0.6359
ENSG00000177383,MAGEF1,108,0.91283,10,-2.6199,54,-0.1966,68,0.16047,53,-0.2454,81,0.55036,62,0.00557,58,-0.0756,28,-1.1974
ENSG00000156931,VPS8,108,1.47728,23,-0.9766,71,0.75054,14,-1.6788,31,-0.5903,41,-0.1582,71,0.75361,36,-0.3098,24,-0.9447
ENSG00000073803,MAP3K13,108,-0.0050,124,0.21441,69,-0.6921,95,-0.1974,106,-0.0338,98,-0.1898,231,1.24521,63,-0.8367,103,-0.0743
ENSG00000163904,SENP2,108,0.34604,64,-0.4716,66,-0.4333,40,-1.1605,46,-1.0404,66,-0.5041,206,1.43260,109,0.35927,159,0.98334
ENSG00000136527,TRA2B,108,0.36478,143,0.82531,79,-0.1348,65,-0.4277,60,-0.6081,95,0.20400,76,-0.1894,107,0.35507,46,-0.9388
ENSG00000244405,ETV5,108,0.53122,14,-2.5422,62,-0.3486,71,-0.1425,86,0.19288,109,0.70854,19,-2.0819,79,0.02762,75,-0.0397
ENSG00000156976,EIF4A2,108,-2.5235,340,-0.8226,349,-0.7851,268,-1.1841,669,0.24941,962,1.08691,728,0.36042,494,-0.2505,451,-0.3906
ENSG00000157005,SST,108,0.77101,31,-1.1533,20,-1.7691,53,-0.3499,25,-1.5941,168,2.33163,3,-4.2526,1,-5.7514,31,-1.1735
ENSG00000113916,BCL6,108,1.39016,20,-1.2540,111,1.43755,63,0.47468,25,-0.9846,50,0.14974,6,-2.8563,25,-0.9306,23,-1.0723
ENSG00000145012,LPP,108,1.00911,49,-0.2474,254,2.64625,128,1.30373,23,-1.4925,20,-1.7832,0,-7.2118,7,-3.1331,43,-0.4429
ENSG00000152492,CCDC50,108,1.14157,142,1.63071,87,0.77281,78,0.60662,47,-0.2396,15,-2.0709,1,-5.6977,61,0.19520,27,-1.0218
ENSG00000114279,FGF12,108,-1.8321,105,-1.8669,245,-0.6044,225,-0.7336,301,-0.3183,413,0.25800,898,1.51598,510,0.54772,416,0.21856
ENSG00000198836,OPA1,108,-0.4097,103,-0.4824,132,-0.0928,29,-2.3649,107,-0.4530,194,0.65838,74,-0.9719,295,1.21541,149,0.08878
ENSG00000114315,HES1,108,1.38266,27,-0.8315,83,0.93751,135,1.79514,27,-0.8869,31,-0.7575,16,-1.5648,15,-1.6889,29,-0.7253
ENSG00000133657,ATP13A3,108,1.68288,21,-0.9364,73,0.98704,32,-0.3233,21,-1.0537,42,0.13025,2,-3.9977,36,-0.1294,33,-0.2563
ENSG00000114331,ACAP2,108,0.84240,103,0.76935,150,1.40481,71,0.15455,25,-1.4998,38,-0.9329,11,-2.5696,40,-0.7143,121,1.04018
ENSG00000184203,PPP1R2,108,0.48461,56,-0.5492,60,-0.4311,57,-0.5230,55,-0.6124,110,0.64985,146,0.98387,18,-2.2104,72,-0.1597
ENSG00000189058,APOD,1322,2.40892,1379,2.49967,308,-0.1461,295,-0.2124,96,-2.0069,153,-1.3804,24,-3.9101,27,-3.7527,51,-2.8373
ENSG00000061938,TNK2,108,0.41421,47,-0.8583,84,0.00926,105,0.36327,124,0.72697,88,0.11798,11,-2.9673,64,-0.3948,65,-0.3831
ENSG00000072274,TFRC,108,1.45222,31,-0.5819,69,0.67802,45,0.02129,31,-0.6042,62,0.66836,9,-2.3051,23,-1.0077,4,-3.4576
ENSG00000161217,PCYT1A,108,1.40060,39,-0.2446,68,0.62166,39,-0.2623,22,-1.1803,29,-0.8287,38,-0.2986,59,0.38546,71,0.69038
ENSG00000213123,TCTEX1D2,108,1.44308,15,-1.6336,28,-0.7395,38,-0.2808,34,-0.4611,64,0.70500,33,-0.4791,43,-0.0628,17,-1.4651
ENSG00000163960,UBXN7,108,0.83074,91,0.54834,61,-0.0766,66,0.04462,42,-0.6997,45,-0.6634,63,-0.0294,78,0.29794,87,0.48046
ENSG00000163961,RNF168,108,0.34824,78,-0.1669,69,-0.3451,62,-0.5143,67,-0.4279,76,-0.2362,48,-0.9146,139,0.75419,173,1.12839
ENSG00000174013,FBXO45,108,0.75512,64,-0.0826,56,-0.3015,37,-0.9115,71,0.09439,65,-0.0641,114,0.83923,65,-0.0542,28,-1.3249
ENSG00000163964,PIGX,108,0.24926,51,-0.9029,86,-0.1035,72,-0.3822,81,-0.2204,105,0.25052,58,-0.7197,103,0.16964,152,0.80883
ENSG00000180370,PAK2,108,0.58766,198,1.63367,63,-0.2592,66,-0.1986,46,-0.8044,53,-0.6223,62,-0.2957,62,-0.2866,87,0.23629
ENSG00000119231,SENP5,108,0.54155,67,-0.2081,78,0.02024,46,-0.7930,64,-0.3205,60,-0.4541,74,-0.0576,141,0.98416,101,0.43471
ENSG00000114503,NCBP2,108,0.73154,64,-0.0983,77,0.18187,80,0.24122,62,-0.1578,70,0.03556,29,-1.2739,52,-0.4280,77,0.18843
ENSG00000270170,NCBP2AS2,108,1.28713,16,-1.6882,7,-2.8679,33,-0.5972,51,0.05622,57,0.27830,83,0.84249,29,-0.8078,43,-0.2190
ENSG00000075711,DLG1,1371,3.34537,316,0.45340,246,0.05783,33,-2.9289,91,-1.5461,104,-1.4277,85,-1.5632,120,-1.0471,184,-0.3991
ENSG00000161267,BDH1,108,1.78892,5,-2.8812,73,1.08719,14,-1.4998,37,-0.0272,35,-0.0954,4,-3.0293,56,0.63454,8,-2.2166
