Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000109466,KLHL2,89,-0.1163,26,-1.9505,119,0.35020,88,-0.1286,103,0.11065,112,0.25191,86,-0.1792,129,0.47213,107,0.20324
ENSG00000052802,MSMO1,102,-0.1161,132,0.29600,35,-1.7221,38,-1.6092,157,0.57686,100,-0.1469,116,0.10200,164,0.64594,124,0.21024
ENSG00000109472,CPE,746,-0.5201,1912,1.00359,807,-0.3985,257,-2.1170,1813,0.91246,1111,0.10394,902,-0.2468,1276,0.32746,859,-0.3316
ENSG00000196104,SPOCK3,363,2.23931,65,-0.7164,26,-2.0620,57,-0.9105,63,-0.7616,88,-0.2390,77,-0.4826,30,-1.8535,141,0.58536
ENSG00000129116,PALLD,55,1.40391,63,1.64214,26,0.12012,16,-0.5833,20,-0.2447,25,0.08555,9,-1.4692,10,-1.3120,14,-0.9138
ENSG00000145439,CBR4,31,0.44232,12,-0.9792,15,-0.6921,27,0.23183,22,-0.1059,21,-0.1808,32,0.52688,27,0.20176,20,-0.2552
ENSG00000154447,SH3RF1,55,0.68069,44,0.32137,31,-0.2196,41,0.21591,33,-0.1401,17,-1.0994,43,0.32292,30,-0.3013,29,-0.3635
ENSG00000137601,NEK1,143,0.72951,83,-0.1554,48,-1.0033,94,0.04869,120,0.44153,109,0.28334,106,0.27102,74,-0.3360,61,-0.6879
ENSG00000109572,CLCN3,167,0.32988,83,-0.7545,49,-1.5498,116,-0.2411,147,0.12978,149,0.14829,158,0.27948,166,0.32884,148,0.16045
ENSG00000056050,HPF1,61,-0.0789,44,-0.6051,48,-0.4471,72,0.17684,58,-0.1743,39,-0.7805,84,0.48273,75,0.23148,72,0.20126
ENSG00000198948,MFAP3L,132,2.25268,48,0.42936,15,-1.3887,34,-0.1070,34,-0.1319,29,-0.3926,24,-0.7074,25,-0.6008,20,-0.9877
ENSG00000164104,HMGB2,83,1.04668,57,0.42826,49,0.18551,18,-1.3586,26,-0.7980,37,-0.2773,52,0.29782,29,-0.6492,40,-0.1648
ENSG00000164105,SAP30,23,0.45786,26,0.61038,17,-0.0116,17,0.00082,1,-3.9143,16,-0.0901,14,-0.3276,21,0.33064,20,0.26701
ENSG00000164106,SCRG1,108,0.19334,202,1.24161,97,0.01795,24,-2.0936,92,-0.0684,51,-0.9839,89,-0.1274,58,-0.7753,122,0.44199
ENSG00000145451,GLRA3,0,-5.1639,8,-1.7328,27,0.03216,20,-0.4816,0,-7.0366,30,0.18165,29,0.13022,45,0.81766,54,1.34176
ENSG00000150625,GPM6A,620,-1.5003,1168,-0.5410,1319,-0.3536,1201,-0.4984,3054,1.01427,2292,0.52945,1394,-0.2938,1684,0.03086,2022,0.36518
ENSG00000150627,WDR17,14,-1.8175,20,-1.2857,54,0.23401,25,-0.9327,62,0.45402,78,0.83050,38,-0.3533,61,0.41994,62,0.50982
ENSG00000129128,SPCS3,71,-0.2266,57,-0.5565,44,-0.9547,81,-0.0188,50,-0.7502,130,0.75293,79,-0.0728,101,0.32838,105,0.44611
ENSG00000218336,TENM3,17,-1.2834,12,-1.7479,38,-0.0491,10,-1.9971,74,1.05016,80,1.17895,43,0.17198,30,-0.3925,41,0.09552
ENSG00000129187,DCTD,24,-0.2817,30,0.07247,31,0.13801,32,0.18767,17,-0.7352,25,-0.2110,30,0.10197,26,-0.1252,33,0.29923
ENSG00000168556,ING2,36,-0.0712,24,-0.6765,62,0.80784,29,-0.3917,29,-0.3787,22,-0.8342,50,0.53538,39,0.07326,35,-0.1066
ENSG00000168538,TRAPPC11,10,-1.4856,15,-0.7944,21,-0.3071,15,-0.8797,11,-1.3007,39,0.65865,23,-0.2144,40,0.69142,45,1.01260
ENSG00000173320,STOX2,121,0.19595,60,-0.8836,78,-0.5021,88,-0.3055,118,0.14705,194,0.97161,119,0.19101,78,-0.4889,102,-0.0921
ENSG00000151726,ACSL1,134,2.63284,11,-1.5773,18,-0.8772,4,-2.8380,51,0.76930,24,-0.4372,31,-0.0202,8,-2.0749,17,-0.9677
ENSG00000151729,SLC25A4,66,-2.1898,164,-0.8425,251,-0.1918,280,-0.0179,257,-0.1549,234,-0.2976,276,-0.0445,424,0.65409,444,0.83914
ENSG00000164323,CFAP97,133,0.93233,80,0.09160,67,-0.1828,35,-1.1605,97,0.40632,81,0.12359,77,0.04256,39,-1.0066,70,-0.1100
ENSG00000109762,SNX25,10,-1.1183,17,-0.2268,12,-0.7634,9,-1.1288,6,-1.8161,21,0.08075,33,0.92433,27,0.44881,27,0.49027
ENSG00000109775,UFSP2,20,-0.2961,23,-0.0800,37,0.67709,15,-0.7131,24,-0.0076,32,0.41617,24,-0.0412,20,-0.2867,24,-0.0045
ENSG00000154556,SORBS2,61,-0.4699,34,-1.3537,153,1.02857,47,-0.8542,69,-0.2754,204,1.53978,40,-1.1835,55,-0.6246,100,0.35701
ENSG00000109536,FRG1,199,0.63577,100,-0.4572,166,0.34080,86,-0.6951,134,-0.0094,157,0.24581,160,0.30623,116,-0.2333,101,-0.4886
ENSG00000164366,CCDC127,32,0.00238,21,-0.6507,29,-0.1610,28,-0.2045,25,-0.3948,39,0.31793,42,0.48360,26,-0.3140,34,0.11612
ENSG00000073578,SDHA,101,-0.2657,89,-0.4564,103,-0.2318,112,-0.0983,108,-0.1675,73,-0.7542,137,0.23788,147,0.32760,154,0.46317
ENSG00000249915,PDCD6,86,-0.1937,70,-0.4998,92,-0.0942,58,-0.8042,97,-0.0111,80,-0.2983,93,-0.0777,102,0.07179,150,0.80168
ENSG00000180104,EXOC3,48,0.08034,37,-0.3115,42,-0.1288,31,-0.6042,19,-1.2826,40,-0.2034,37,-0.3451,66,0.60438,71,0.83626
ENSG00000171368,TPPP,589,0.97444,249,-0.4190,245,-0.4493,320,-0.0308,373,0.21618,380,0.24444,317,-0.0509,262,-0.3429,267,-0.3428
ENSG00000028310,BRD9,118,0.48670,48,-0.9131,85,-0.0490,51,-0.8139,48,-0.9179,111,0.37829,120,0.58670,79,-0.1542,90,0.04719
ENSG00000049656,CLPTM1L,33,-1.0497,39,-0.8144,52,-0.3758,59,-0.1901,65,-0.0243,71,0.10756,62,-0.1035,73,0.16460,105,0.87133
ENSG00000153395,LPCAT1,16,-1.1627,36,0.08399,30,-0.2028,16,-1.1021,31,-0.1285,51,0.64756,23,-0.6458,60,0.91431,44,0.46528
ENSG00000171421,MRPL36,13,-1.2344,42,0.53367,35,0.24619,25,-0.2934,20,-0.6484,17,-0.8874,33,0.16215,28,-0.0995,43,0.62733
ENSG00000145494,NDUFS6,136,-0.4256,204,0.21590,290,0.78916,210,0.25659,99,-0.9049,156,-0.2123,158,-0.2078,155,-0.2191,198,0.18764
ENSG00000164151,ICE1,77,0.14002,40,-0.8802,47,-0.6213,61,-0.2247,57,-0.3308,130,1.00893,84,0.32004,74,0.06799,60,-0.2644
ENSG00000133398,MED10,39,-0.6568,35,-0.8067,50,-0.2519,36,-0.7463,56,-0.0932,64,0.12610,86,0.68161,63,0.10356,68,0.24681
ENSG00000215218,UBE2QL1,29,-2.6809,76,-1.2777,183,0.08434,135,-0.4002,272,0.72637,254,0.61599,223,0.44998,210,0.29985,154,-0.2073
ENSG00000145545,SRD5A1,26,-0.4746,23,-0.7018,27,-0.4597,37,0.04693,68,1.04773,22,-0.7474,52,0.66340,34,-0.0934,27,-0.4492
ENSG00000112941,TENT4A,23,-0.2471,10,-1.4740,46,0.86728,27,0.01659,18,-0.5669,39,0.62212,26,-0.0721,21,-0.3652,29,0.15402
ENSG00000078295,ADCY2,35,-1.7238,137,0.34891,89,-0.3380,83,-0.4363,153,0.52817,157,0.57755,69,-0.7795,93,-0.2694,162,0.72325
ENSG00000247516,MIR4458HG,46,0.84672,32,0.22914,40,0.61280,26,-0.0567,11,-1.3347,25,-0.1489,28,0.02861,13,-1.0841,26,-0.1012
ENSG00000112902,SEMA5A,55,0.71742,83,1.42493,16,-1.1785,12,-1.5748,86,1.47601,62,0.91990,16,-1.2947,14,-1.3884,14,-1.4390
ENSG00000150753,CCT5,79,-0.4333,61,-0.8150,78,-0.4567,63,-0.7717,65,-0.7310,118,0.20132,117,0.20030,142,0.50290,153,0.70980
ENSG00000164237,CMBL,15,-1.3508,64,0.94161,46,0.39440,41,0.19331,31,-0.2093,30,-0.2731,36,-0.0070,19,-0.9619,39,0.13739
ENSG00000145495,MARCH6,144,-1.0869,146,-1.0647,164,-0.8942,189,-0.6740,224,-0.4162,351,0.29069,471,0.89738,421,0.58991,317,0.14366
ENSG00000164236,ANKRD33B,12,-1.2295,15,-0.8736,28,0.08355,16,-0.7476,22,-0.2654,44,0.81089,28,0.07926,33,0.32824,33,0.40705
ENSG00000112977,DAP,17,-0.1739,55,1.79937,36,1.04058,9,-1.0783,16,-0.2702,9,-1.1314,15,-0.3997,13,-0.6293,12,-0.7121
ENSG00000169862,CTNND2,312,-0.0568,433,0.47256,409,0.38092,415,0.40153,375,0.24037,353,0.14011,237,-0.5267,226,-0.5552,278,-0.2625
ENSG00000038382,TRIO,35,-0.9758,48,-0.5034,58,-0.2346,75,0.17485,32,-1.1121,77,0.22600,70,0.09217,85,0.38762,92,0.58361
ENSG00000154122,ANKH,119,-0.1784,78,-0.8177,105,-0.3658,157,0.27044,118,-0.1809,128,-0.0617,132,-0.0123,168,0.37789,162,0.35598
ENSG00000173545,ZNF622,38,0.03265,47,0.39886,23,-0.7268,31,-0.2738,25,-0.6141,28,-0.4435,53,0.67100,34,-0.1449,37,0.01365
ENSG00000154153,RETREG1,256,0.95983,30,-2.3367,22,-2.7931,67,-1.1629,300,1.23853,166,0.23904,160,0.20824,195,0.50123,106,-0.4971
ENSG00000145555,MYO10,639,2.52679,326,1.19718,160,0.01546,65,-1.3510,285,0.96185,78,-1.0914,42,-2.1238,40,-2.0651,33,-2.4664
ENSG00000176788,BASP1,260,-2.5588,488,-1.6275,1180,-0.2874,1596,0.19067,2268,0.76794,1545,0.13852,1789,0.42302,1934,0.50224,1367,-0.0620
ENSG00000215196,BASP1-AS1,7,-1.7199,11,-1.1654,24,0.02801,20,-0.2605,39,0.81772,50,1.27505,25,0.10777,17,-0.5045,20,-0.2818
ENSG00000248455,LINC02217,19,-1.0474,20,-0.9459,33,-0.1725,61,0.81520,53,0.55586,30,-0.3161,51,0.56988,18,-1.0625,36,-0.0459
ENSG00000145526,CDH18,11,-2.4327,15,-1.9189,26,-1.1397,37,-0.6113,26,-1.1272,77,0.52409,55,-0.0202,114,1.19320,96,1.05486
ENSG00000154162,CDH12,1,-4.5219,3,-2.7422,19,-0.1344,12,-0.8559,5,-2.0492,52,1.54289,19,-0.1080,34,0.79863,31,0.78407
ENSG00000286961,AC091938.1,0,-8.2318,9,-1.2446,88,2.58217,48,1.36310,0,-6.7582,7,-1.6766,5,-2.2367,14,-0.6257,28,0.52961
ENSG00000040731,CDH10,9,-2.2291,10,-2.0147,20,-0.9987,30,-0.4366,34,-0.2084,69,0.92243,64,0.90604,55,0.52817,39,-0.0226
ENSG00000113361,CDH6,29,0.61948,14,-0.5553,15,-0.4303,16,-0.3785,30,0.63686,50,1.54248,18,-0.1996,10,-0.9894,10,-1.1268
ENSG00000113360,DROSHA,39,-0.3658,26,-0.9606,44,-0.1724,37,-0.4506,16,-1.7088,64,0.41907,71,0.67735,59,0.28091,57,0.26956
ENSG00000082213,C5orf22,16,-0.4896,5,-2.2404,18,-0.2648,20,-0.1140,20,-0.1347,23,0.07989,22,0.03607,26,0.28614,33,0.79341
ENSG00000133401,PDZD2,39,-0.5461,63,0.19105,191,2.15582,43,-0.4210,16,-1.8575,62,0.16660,11,-2.5004,52,-0.1208,63,0.22265
ENSG00000113384,GOLPH3,57,0.25763,47,-0.0493,25,-1.0162,42,-0.2215,52,0.10559,40,-0.2939,40,-0.3403,78,0.76446,57,0.27503
ENSG00000150712,MTMR12,10,-1.7342,19,-0.7826,69,1.25604,14,-1.2927,20,-0.7282,51,0.72229,17,-1.0844,47,0.61401,46,0.64392
ENSG00000056097,ZFR,313,0.19662,276,-0.0035,302,0.13944,229,-0.3003,355,0.40038,297,0.11390,225,-0.3527,212,-0.4130,304,0.16825
ENSG00000113387,SUB1,219,-0.9710,295,-0.5168,541,0.44156,421,0.03929,427,0.05915,384,-0.1090,302,-0.5274,523,0.38707,554,0.54585
ENSG00000113407,TARS,76,0.50503,36,-0.6642,50,-0.1634,39,-0.5429,72,0.41322,44,-0.3783,63,0.22063,56,-0.0071,57,0.03090
ENSG00000242110,AMACR,8,-1.6420,12,-1.0145,21,-0.1739,12,-0.9726,27,0.20409,19,-0.3640,19,-0.3459,36,0.67744,43,1.14684
ENSG00000113456,RAD1,23,-0.2286,32,0.24547,33,0.31497,41,0.65388,13,-1.1021,11,-1.2915,23,-0.2949,30,0.15748,34,0.43761
ENSG00000113460,BRIX1,64,0.77741,27,-0.5872,25,-0.7298,43,0.12743,54,0.49057,33,-0.2786,47,0.29743,33,-0.2773,32,-0.3802
ENSG00000168724,DNAJC21,155,0.38519,76,-0.7204,112,-0.1257,141,0.23340,64,-0.9994,95,-0.3946,144,0.29516,115,-0.0919,147,0.34192
ENSG00000152582,SPEF2,14,-1.0555,5,-2.5892,23,-0.2858,13,-1.1220,23,-0.2710,60,1.29051,35,0.40558,32,0.25697,32,0.26530
ENSG00000164187,LMBRD2,68,-1.1291,60,-1.2978,62,-1.2607,98,-0.5730,195,0.51793,213,0.66604,131,-0.1324,327,1.41007,135,-0.0827
ENSG00000152620,NADK2,31,-0.3349,69,0.97151,46,0.29648,14,-1.4760,36,-0.0963,51,0.46702,35,-0.1625,37,-0.0408,33,-0.2516
ENSG00000079215,SLC1A3,202,-0.3736,951,2.34724,359,0.54643,31,-3.1529,824,2.04687,166,-0.6730,51,-2.5652,68,-2.0168,57,-2.3838
ENSG00000164190,NIPBL,293,1.27538,112,-0.3001,134,-0.0287,99,-0.4965,101,-0.4710,224,0.80863,152,0.20080,91,-0.6225,70,-1.1029
ENSG00000197603,CPLANE1,137,0.79082,45,-0.9609,100,0.27358,80,-0.0844,61,-0.5135,216,1.58776,66,-0.4109,62,-0.4885,48,-0.9477
ENSG00000082068,WDR70,99,1.13374,23,-1.1487,17,-1.6486,20,-1.3468,47,-0.0971,82,0.80607,58,0.26407,53,0.10942,45,-0.1607
ENSG00000113594,LIFR,152,1.94438,91,0.99388,32,-0.6610,15,-1.8049,80,0.78263,36,-0.4966,27,-0.9759,14,-1.8744,34,-0.6023
ENSG00000164327,RICTOR,89,1.63329,11,-1.6786,15,-1.2587,29,-0.2351,20,-0.8286,62,1.00131,38,0.22778,27,-0.3325,21,-0.7832
ENSG00000113638,TTC33,29,-1.0040,19,-1.6685,29,-1.0493,52,-0.1411,38,-0.6053,90,0.74978,85,0.74906,47,-0.2825,75,0.50105
ENSG00000145592,RPL37,1867,0.78078,1830,0.74741,1710,0.63334,1805,0.72413,1496,0.41228,546,-1.1581,855,-0.5173,437,-1.4907,665,-0.9293
ENSG00000182836,PLCXD3,29,-0.6056,25,-0.7865,5,-3.0019,25,-0.8362,30,-0.5548,51,0.28803,115,2.11069,0,-5.6908,36,-0.2882
ENSG00000083720,OXCT1,49,-1.7382,76,-1.0886,105,-0.6088,119,-0.4121,157,0.01878,168,0.12531,270,1.05690,145,-0.1042,173,0.19637
ENSG00000205765,C5orf51,40,0.88386,18,-0.3720,19,-0.3320,24,0.02436,36,0.68109,20,-0.2125,20,-0.2928,12,-0.9476,24,0.04132
ENSG00000250722,SELENOP,1004,4.84115,55,-1.2150,47,-1.4714,14,-3.1864,127,0.05068,24,-2.4327,22,-2.6705,11,-3.5632,11,-3.6396
ENSG00000172262,ZNF131,33,-0.1149,30,-0.2184,20,-0.8918,29,-0.2717,16,-1.1520,48,0.48360,50,0.66475,23,-0.6515,43,0.36566
ENSG00000177453,NIM1K,9,-1.2796,22,0.04042,25,0.24394,9,-1.2666,29,0.47251,6,-1.7373,16,-0.4654,22,0.06355,40,1.19486
ENSG00000112972,HMGCS1,92,-1.1440,212,0.13287,70,-1.5641,120,-0.7473,233,0.29072,192,-0.0186,188,-0.0647,389,1.14892,228,0.28777
ENSG00000172239,PAIP1,71,-0.2802,71,-0.2928,78,-0.1392,53,-0.7313,48,-0.8781,90,0.08609,91,0.11634,120,0.54414,112,0.50265
ENSG00000248092,NNT-AS1,87,0.41047,93,0.51416,52,-0.4009,54,-0.3270,60,-0.1662,82,0.31695,68,0.02619,58,-0.2282,58,-0.2472
ENSG00000112992,NNT,31,-1.6307,44,-1.1427,106,0.22794,119,0.40910,156,0.86455,88,-0.0731,102,0.18609,107,0.24042,78,-0.2762
ENSG00000251141,MRPS30-DT,20,-0.5584,20,-0.5490,23,-0.3547,45,0.68149,24,-0.2748,23,-0.3497,33,0.21558,25,-0.2446,37,0.42386
ENSG00000112996,MRPS30,31,-0.8388,26,-1.0848,48,-0.1343,47,-0.1948,27,-1.0099,58,0.14573,71,0.54849,51,-0.0578,75,0.64832
ENSG00000272335,AC093297.2,14,-0.8804,19,-0.4895,29,0.17020,30,0.25809,18,-0.5633,43,0.83697,20,-0.4520,24,-0.0844,33,0.45230
ENSG00000164588,HCN1,5,-4.0930,26,-1.8619,34,-1.4581,64,-0.5147,54,-0.7769,78,-0.1968,152,1.02363,126,0.56930,142,0.88572
ENSG00000151883,PARP8,0,-6.1078,11,-0.6601,32,0.99191,21,0.24933,11,-0.7358,26,0.60513,16,-0.1042,19,0.10931,20,0.25461
ENSG00000164172,MOCS2,64,-0.6393,119,0.33661,83,-0.2448,106,0.14576,72,-0.4655,103,0.10617,107,0.17490,93,-0.0640,105,0.14775
ENSG00000164258,NDUFS4,49,-0.9370,93,0.04537,90,-0.0145,109,0.29895,71,-0.3809,45,-1.0668,100,0.18221,59,-0.6682,140,0.80553
ENSG00000067248,DHX29,151,1.03122,44,-0.9436,44,-0.9360,51,-0.6972,77,-0.0648,105,0.42521,87,0.13088,91,0.18702,75,-0.1220
ENSG00000039123,MTREX,65,0.14906,54,-0.1289,42,-0.5369,38,-0.6674,24,-1.3538,72,0.31966,70,0.31296,67,0.21103,73,0.37729
ENSG00000067113,PLPP1,68,1.20897,33,0.01051,32,-0.0478,15,-1.1734,36,0.15326,17,-0.9678,25,-0.4175,31,-0.0638,38,0.27044
ENSG00000134352,IL6ST,180,0.79027,217,1.10767,114,0.03456,75,-0.6188,139,0.36162,129,0.24024,84,-0.4775,50,-1.2104,75,-0.6684
ENSG00000062194,GPBP1,186,0.39857,114,-0.3825,109,-0.4483,99,-0.5979,116,-0.3556,143,-0.0217,185,0.43402,141,-0.0455,160,0.17573
ENSG00000249436,AC008780.1,16,-1.5933,27,-0.8036,107,1.38514,28,-0.7579,25,-0.9621,61,0.44286,55,0.29066,26,-0.8746,56,0.31749
ENSG00000145632,PLK2,7,-4.2327,36,-1.8495,96,-0.3765,56,-1.1983,50,-1.3554,128,0.07026,185,0.76940,172,0.55171,215,1.07740
ENSG00000152932,RAB3C,16,-3.9178,112,-1.0860,90,-1.4211,236,0.06078,153,-0.6196,147,-0.6786,452,1.34462,330,0.59936,258,0.22122
ENSG00000113448,PDE4D,11,-1.6238,36,0.17372,19,-0.7948,21,-0.6427,14,-1.2720,44,0.47733,41,0.42005,45,0.54485,42,0.45952
ENSG00000152931,PART1,23,-2.3100,35,-1.7046,73,-0.6360,113,0.04972,124,0.20521,131,0.29261,178,0.91500,177,0.78444,85,-0.4310
ENSG00000164182,NDUFAF2,57,-0.4785,77,-0.0029,123,0.76199,123,0.74862,79,0.03086,40,-0.9969,64,-0.3167,61,-0.3737,81,0.07789
ENSG00000188725,SMIM15,30,0.29503,32,0.38907,29,0.24757,16,-0.6897,18,-0.5055,29,0.20442,28,0.19251,16,-0.6766,25,-0.0186
ENSG00000130449,ZSWIM6,109,1.61528,22,-1.0088,34,-0.3245,25,-0.7928,82,1.08685,49,0.23920,26,-0.8051,16,-1.4307,37,-0.2196
ENSG00000068796,KIF2A,179,0.82597,72,-0.6333,85,-0.3786,84,-0.3893,92,-0.2509,144,0.46149,125,0.27108,130,0.30330,75,-0.6156
ENSG00000086200,IPO11,25,0.44168,18,-0.0815,7,-1.5212,10,-1.0143,18,-0.0869,22,0.24913,8,-1.3279,39,1.17193,27,0.62897
ENSG00000164197,RNF180,28,0.22029,22,-0.2090,15,-0.7687,22,-0.1673,15,-0.7610,37,0.63909,31,0.40450,17,-0.5818,27,0.15589
ENSG00000186479,RGS7BP,21,-1.8086,36,-1.0286,79,0.19430,92,0.42830,77,0.15145,109,0.71257,87,0.38894,64,-0.1402,60,-0.2778
ENSG00000153006,SREK1IP1,92,0.70950,60,0.02415,62,0.06614,42,-0.5304,57,-0.0717,99,0.83412,51,-0.2643,45,-0.4199,47,-0.4042
ENSG00000153015,CWC27,170,0.72903,91,-0.2805,84,-0.3924,129,0.27888,110,0.02404,109,0.00205,124,0.24383,71,-0.6562,90,-0.3162
ENSG00000113595,TRIM23,71,-0.5498,47,-1.1799,38,-1.5144,89,-0.2155,124,0.32277,147,0.59082,120,0.30277,156,0.69197,103,0.02481
ENSG00000113597,TRAPPC13,30,0.05139,17,-0.8657,14,-1.1097,30,0.04830,14,-1.1516,47,0.75030,20,-0.6576,57,1.09401,37,0.42365
ENSG00000197860,SGTB,38,-2.0458,89,-0.7660,121,-0.2971,179,0.31912,100,-0.5895,122,-0.2865,203,0.60026,173,0.26330,192,0.48629
ENSG00000123213,NLN,40,-0.1075,38,-0.2080,31,-0.5303,35,-0.3319,27,-0.7370,33,-0.4180,60,0.57790,70,0.78410,42,-0.0689
ENSG00000112851,ERBIN,439,2.74069,99,-0.0065,67,-0.6116,82,-0.3019,130,0.43271,66,-0.6393,49,-1.1762,28,-1.9170,42,-1.3969
ENSG00000153914,SREK1,197,0.99744,89,-0.2901,90,-0.2812,52,-1.1289,90,-0.2853,187,0.90405,110,0.04446,96,-0.1864,81,-0.4787
ENSG00000069020,MAST4,46,-0.5450,58,-0.1801,49,-0.4416,66,0.01591,33,-1.0372,87,0.47218,85,0.48023,72,0.16704,67,0.06379
ENSG00000145675,PIK3R1,285,-0.8566,214,-1.2916,336,-0.6087,440,-0.1893,359,-0.5029,627,0.37711,743,0.75137,661,0.46371,524,0.09622
ENSG00000145740,SLC30A5,32,0.45715,17,-0.4868,12,-1.0454,11,-1.2080,12,-1.0119,28,0.26717,23,-0.0709,33,0.52217,35,0.73592
ENSG00000134056,MRPS36,22,-1.5348,62,0.01037,84,0.49218,53,-0.2330,33,-0.9380,46,-0.4585,83,0.54551,51,-0.2857,80,0.46913
ENSG00000085231,AK6,46,0.17950,40,-0.0441,35,-0.2440,35,-0.2419,29,-0.4965,39,-0.0542,25,-0.7776,45,0.17772,64,0.83318
ENSG00000273841,TAF9,35,-1.1483,46,-0.7209,82,0.16928,84,0.21057,83,0.19365,49,-0.6407,90,0.34938,62,-0.2796,95,0.46859
ENSG00000152942,RAD17,37,0.49875,16,-0.7655,16,-0.8193,24,-0.1660,33,0.32950,28,0.05236,31,0.25856,15,-0.9350,33,0.34289
ENSG00000145734,BDP1,653,0.63178,308,-0.5648,383,-0.2282,653,0.63079,323,-0.4904,705,0.75879,465,0.08675,447,0.01614,233,-1.0680
ENSG00000164326,CARTPT,3,-4.1106,18,-1.5866,34,-0.6369,31,-0.7707,0,-8.9012,0,-5.8309,0,-6.1992,46,-0.1378,213,3.81666
ENSG00000131711,MAP1B,5013,-0.8633,2101,-2.1630,2242,-2.0676,9133,0.06852,14144,0.78494,10820,0.34125,10639,0.35342,18784,1.27823,6356,-0.5459
ENSG00000113048,MRPS27,24,-1.0495,42,-0.2035,51,0.10420,49,0.05186,36,-0.4356,45,-0.1066,39,-0.3491,64,0.45780,68,0.66016
ENSG00000083312,TNPO1,77,0.50605,58,0.03173,45,-0.3701,36,-0.6740,56,-0.0157,100,0.93889,45,-0.3699,67,0.26407,46,-0.3634
ENSG00000157107,FCHO2,59,1.54036,18,-0.4430,18,-0.4054,9,-1.4912,8,-1.6022,37,0.72999,21,-0.2183,27,0.18811,21,-0.1715
ENSG00000145741,BTF3,159,-0.0029,158,-0.0143,222,0.53956,150,-0.0890,119,-0.4522,77,-1.1209,138,-0.2394,138,-0.2196,225,0.63641
ENSG00000171617,ENC1,91,-3.9232,378,-1.8493,1668,0.43510,1402,0.15341,574,-1.2262,1174,-0.1286,551,-1.3798,3360,1.65749,2129,0.97480
ENSG00000049860,HEXB,20,-0.9889,27,-0.5367,19,-1.1228,14,-1.5021,18,-1.1716,44,0.18820,50,0.44862,70,0.94967,58,0.73628
ENSG00000164347,GFM2,10,-1.3647,15,-0.7686,40,0.73883,28,0.14252,30,0.24401,19,-0.4363,24,-0.0821,20,-0.3411,34,0.53361
ENSG00000164346,NSA2,563,0.42091,393,-0.1547,466,0.11476,571,0.44317,418,-0.0571,351,-0.3322,398,-0.1473,369,-0.2527,420,-0.0542
ENSG00000198780,FAM169A,26,-1.7313,44,-0.9877,95,0.21942,61,-0.4921,68,-0.3125,122,0.62426,137,0.93501,50,-0.7800,87,0.08557
ENSG00000113161,HMGCR,9,-3.6263,50,-1.1467,66,-0.7425,70,-0.6497,132,0.34395,122,0.22146,158,0.73078,163,0.69688,121,0.22762
ENSG00000113163,CERT1,99,-0.4458,56,-1.3204,103,-0.3861,152,0.22665,144,0.13417,178,0.48108,154,0.27231,191,0.60010,111,-0.3025
ENSG00000122008,POLK,87,1.83257,27,-0.1505,6,-2.2856,5,-2.5373,32,0.11300,70,1.42479,31,0.06317,21,-0.5540,9,-1.8982
ENSG00000164252,AGGF1,144,0.12040,77,-0.8434,108,-0.3231,118,-0.1880,140,0.07520,172,0.40710,158,0.30653,160,0.29468,115,-0.2523
ENSG00000113231,PDE8B,29,-1.6983,112,0.34983,205,1.37126,86,-0.0789,73,-0.3423,112,0.34180,59,-0.7061,56,-0.7249,101,0.19264
ENSG00000164253,WDR41,21,-0.5886,17,-0.9303,17,-0.9628,43,0.50264,31,-0.0395,58,0.98613,29,-0.1725,42,0.44324,31,-0.0521
ENSG00000171530,TBCA,313,0.05293,306,0.02009,306,0.01781,289,-0.0715,417,0.51825,319,0.08633,275,-0.1661,292,-0.0563,268,-0.2136
ENSG00000132842,AP3B1,141,2.34211,21,-0.8646,31,-0.2785,26,-0.5558,25,-0.6090,36,-0.0688,29,-0.4441,26,-0.5657,25,-0.7130
ENSG00000085365,SCAMP1,76,-0.9354,67,-1.1242,50,-1.5830,131,-0.1124,146,0.05889,232,0.82164,160,0.24028,182,0.41366,169,0.33954
ENSG00000152409,JMY,69,0.12542,74,0.24543,56,-0.2010,59,-0.1152,36,-0.8567,81,0.39587,95,0.74741,37,-0.8144,48,-0.4851
ENSG00000152413,HOMER1,36,-2.4553,103,-0.8908,165,-0.1600,165,-0.1581,113,-0.7413,296,0.78506,160,-0.2324,294,0.77422,260,0.64572
ENSG00000164309,CMYA5,38,0.44263,55,1.06553,18,-0.6914,29,0.04152,8,-1.9455,27,-0.0637,37,0.45232,29,0.01579,18,-0.7313
ENSG00000177034,MTX3,28,-0.7088,36,-0.3359,35,-0.3955,41,-0.1478,55,0.31541,58,0.41030,51,0.22103,46,0.05333,46,0.05712
ENSG00000164300,SERINC5,110,3.12214,16,-0.4119,14,-0.6585,6,-1.8422,18,-0.2602,15,-0.4724,13,-0.8177,6,-1.9338,11,-1.0620
